Date,PM
2020-04-21,377.0743437321833
2020-04-22,385.03119435651996
2020-04-23,389.71087219772755
2020-04-24,392.10543812109245
2020-04-27,394.40097917869264
2020-04-28,390.91632684627905
2020-04-29,398.77238712083386
2020-04-30,408.9961922496382
2020-05-01,402.8210959261214
2020-05-04,415.81997224735585
2020-05-05,416.3583523914847
2020-05-06,421.55368155304313
2020-05-07,414.5804503380898
2020-05-08,411.31855043266813
2020-05-11,408.9878275510712
2020-05-12,419.5078465683106
2020-05-13,413.8460383786474
2020-05-14,412.97370060730407
2020-05-15,420.6685015241912
2020-05-18,422.27943829421923
2020-05-19,427.70879395253814
2020-05-20,427.0603240110207
2020-05-21,428.5054645558638
2020-05-22,430.7852404419427
2020-05-25,445.0351040959626
2020-05-26,456.29318568914596
2020-05-27,456.1443454339999
2020-05-28,461.28950065449243
2020-05-29,470.08971880778057
2020-06-01,474.1263878061788
2020-06-02,469.9292981235348
2020-06-03,471.55760210033424
2020-06-04,471.0435903728035
2020-06-05,470.5922772673188
2020-06-08,469.0085054641143
2020-06-09,478.2940618932638
2020-06-10,482.8353639136307
2020-06-11,495.61955397791667
2020-06-12,504.3039790187407
2020-06-15,499.51590775482373
2020-06-16,492.6077652073065
2020-06-17,494.6998249931687
2020-06-18,503.04462888676346
2020-06-19,531.4371393721922
2020-06-22,539.4541701084078
2020-06-23,553.2668890552058
2020-06-24,531.262531420414
2020-06-25,532.6597782038282
2020-06-26,527.3245876685698
2020-06-29,519.1895914874815
2020-06-30,509.3906981843538
2020-07-01,509.3239743127861
2020-07-02,520.9369988668111
2020-07-03,518.8154140742655
2020-07-06,512.1963067667825
2020-07-07,497.1798588631514
2020-07-08,496.02559942652414
2020-07-09,506.2773751146802
2020-07-10,502.99521020218856
2020-07-13,497.9520669971924
2020-07-14,491.3258147951721
2020-07-15,491.43144052829905
2020-07-16,487.99666175976154
2020-07-17,486.04851193910775
2020-07-20,479.85393125813215
2020-07-21,482.4955356549353
2020-07-22,489.9675014406386
2020-07-23,489.4946805315969
2020-07-24,477.6829143708305
2020-07-27,481.8028080172886
2020-07-28,485.55785016957924
2020-07-29,498.15039235742097
2020-07-30,501.32063736227474
2020-07-31,508.7803361441769
2020-08-03,515.4082541296873
2020-08-04,513.3124708188028
2020-08-05,519.9963215959464
2020-08-06,517.4390899256764
2020-08-07,505.34942019798467
2020-08-10,518.2397286680853
2020-08-11,522.5676212388911
2020-08-12,519.3966362794098
2020-08-13,519.6915257172868
2020-08-14,511.665749852855
2020-08-17,504.48660411846834
2020-08-18,494.0466489940954
2020-08-19,495.83389258540825
2020-08-20,493.3096755801049
2020-08-21,489.6542971799206
2020-08-24,478.62576534367633
2020-08-25,478.7178026192602
2020-08-26,482.6807614196765
2020-08-27,481.9581363766293
2020-08-28,485.6888475934338
2020-08-31,492.2595010384745
2020-09-01,494.98349503907286
2020-09-02,485.3048439811127
2020-09-03,493.8405689583359
2020-09-04,492.1645118732374
2020-09-07,506.9514136795941
2020-09-08,507.30743962133994
2020-09-09,495.4619393505119
2020-09-10,478.8644548375916
2020-09-11,484.207618660591
2020-09-14,496.6865997512467
2020-09-15,497.92362686956443
2020-09-16,503.84033207504103
2020-09-17,501.3282135894143
2020-09-18,493.4089411917159
2020-09-21,495.04532578930963
2020-09-22,480.73400986435536
2020-09-23,475.66727884857795
2020-09-24,480.9381797705558
2020-09-25,495.45002118991306
2020-09-28,497.3216986701595
2020-09-29,511.00424322221147
2020-09-30,522.1839617419336
2020-10-01,528.9803882994826
2020-10-02,527.3365969053034
2020-10-05,524.8725373572224
2020-10-06,530.0123916857249
2020-10-07,522.8830561284761
2020-10-08,520.8701408477334
2020-10-09,529.7250285120364
2020-10-12,538.2152096358255
2020-10-13,533.2882184698041
2020-10-14,541.4359434264987
2020-10-15,546.346099118204
2020-10-16,552.2933521652252
2020-10-19,550.9581439422219
2020-10-20,547.8784854076519
2020-10-21,554.2792608033465
2020-10-22,545.9390264555506
2020-10-23,547.4021606861588
2020-10-26,547.9762845743951
2020-10-27,549.1343468502282
2020-10-28,547.4580142803356
2020-10-29,553.4935411353181
2020-10-30,549.3034308039524
2020-11-02,561.8695825523878
2020-11-03,569.5254928536996
2020-11-04,564.789066457325
2020-11-05,570.7404023108832
2020-11-06,569.6379123299192
2020-11-09,575.0864622088717
2020-11-10,577.167385626738
2020-11-11,570.8437657332404
2020-11-12,585.7969954069065
2020-11-13,593.5112177940887
2020-11-16,602.6359423730917
2020-11-17,610.5758210014269
2020-11-18,587.8054887824458
2020-11-19,600.0659593725603
2020-11-20,611.7054407920759
2020-11-23,607.6328877876641
2020-11-24,600.1108276298935
2020-11-25,589.4847130777382
2020-11-26,589.9814298269267
2020-11-27,603.6237823937277
2020-11-30,595.4749288605141
2020-12-01,595.0359819866636
2020-12-02,600.0542632793362
2020-12-03,606.5615405705445
2020-12-04,596.2644636321403
2020-12-07,591.2477511717096
2020-12-08,595.8740660890757
2020-12-09,600.5121065596335
2020-12-10,595.3515448519713
2020-12-11,592.6598008913427
2020-12-14,595.0191566489443
2020-12-15,588.6368987657567
2020-12-16,590.7466933857471
2020-12-17,599.3098761713219
2020-12-18,574.1106805326829
2020-12-21,569.2507096728383
2020-12-22,577.1693693697481
2020-12-23,577.637899359775
2020-12-24,586.7495416046696
2020-12-25,593.3241214851075
2020-12-28,602.0255267877507
2020-12-29,611.697982150754
2020-12-30,611.2070170691228
2020-12-31,598.1657315178467
2021-01-01,605.2906015158991
2021-01-04,597.7790992934509
2021-01-05,591.0198544431262
2021-01-06,581.5464645253459
2021-01-07,580.796236142148
2021-01-08,581.0287047204157
2021-01-11,575.500731950013
2021-01-12,580.5579167441757
2021-01-13,576.9888040019736
2021-01-14,579.9364972348357
2021-01-15,589.5430779524453
2021-01-18,591.5181006606517
2021-01-19,595.6889594535666
2021-01-20,589.5455908019987
2021-01-21,595.0999176923841
2021-01-22,588.7603998123616
2021-01-25,596.1937518624541
2021-01-26,597.1986046448619
2021-01-27,587.2493360990021
2021-01-28,604.169151117056
2021-01-29,604.9857891672136
2021-02-01,598.0689271604118
2021-02-02,601.9474530937133
2021-02-03,610.393370791566
2021-02-04,614.8712112839834
2021-02-05,617.6654121641742
2021-02-08,617.1825159081807
2021-02-09,603.3431374138714
2021-02-10,592.6738284207629
2021-02-11,587.5178746197333
2021-02-12,580.8666893633383
2021-02-15,580.0583902029707
2021-02-16,585.2383017837885
2021-02-17,597.2734413900245
2021-02-18,589.7880994745386
2021-02-19,595.2476462248035
2021-02-22,597.3152134044064
2021-02-23,597.3066896680664
2021-02-24,611.3425446747597
2021-02-25,607.171984573777
2021-02-26,609.3679689734166
2021-03-01,615.3290754977891
2021-03-02,617.2893493258816
2021-03-03,620.1983126466681
2021-03-04,622.5450114304907
2021-03-05,633.208593734383
2021-03-08,629.4813257940654
2021-03-09,632.4413163088565
2021-03-10,621.7634177300582
2021-03-11,623.7205888605739
2021-03-12,632.4198907166857
2021-03-15,642.3629028946202
2021-03-16,632.304038589495
2021-03-17,633.1534060055205
2021-03-18,636.7374098853164
2021-03-19,644.698978446135
2021-03-22,643.9615615824036
2021-03-23,643.9864882285539
2021-03-24,638.1779520554925
2021-03-25,655.7091861277065
2021-03-26,666.9039101666102
2021-03-29,680.810594984385
2021-03-30,693.9691124945979
2021-03-31,685.6606465084297
2021-04-01,685.7927464842583
2021-04-02,690.6168970668832
2021-04-05,688.9484613370744
2021-04-06,686.7783497262407
2021-04-07,697.0828531059761
2021-04-08,698.5733722273286
2021-04-09,690.9731680723004
2021-04-12,696.3676340501961
2021-04-13,697.6936949569206
2021-04-14,688.0582417676932
2021-04-15,689.4298295786384
2021-04-16,690.4773205599961
2021-04-19,689.4180328570379
2021-04-20,701.7458733077316
2021-04-21,707.3720736320636
2021-04-22,704.3548710577799
2021-04-23,704.8224550175631
2021-04-26,706.3925945344265
2021-04-27,708.4398755425872
2021-04-28,694.7174707150554
2021-04-29,688.9313855236308
2021-04-30,698.6771334312959
2021-05-03,704.1007025155724
2021-05-04,701.5769299798261
2021-05-05,713.8146373519728
2021-05-06,694.8697160757074
2021-05-07,686.1720004805101
2021-05-10,696.1317239279762
2021-05-11,699.0605293012469
2021-05-12,700.4594263300553
2021-05-13,703.584350038466
2021-05-14,707.0994191256538
2021-05-17,711.9128119525395
2021-05-18,701.3885295716897
2021-05-19,708.4620348860562
2021-05-20,707.3005128858626
2021-05-21,706.5314377124612
2021-05-24,699.5846358356389
2021-05-25,698.9998723556427
2021-05-26,704.7267085072658
2021-05-27,711.8701942392787
2021-05-28,701.3358550051767
2021-05-31,700.6334632648761
2021-06-01,695.0240170713685
2021-06-02,701.2865748029861
2021-06-03,690.4991321346505
2021-06-04,669.403981134112
2021-06-07,661.3441179060826
2021-06-08,668.2840728824935
2021-06-09,658.8387511594308
2021-06-10,659.4589231877816
2021-06-11,663.1824822944945
2021-06-14,656.8643579230435
2021-06-15,651.7302813847075
2021-06-16,640.0410596657163
2021-06-17,642.5134335881442
2021-06-18,642.6404496225955
2021-06-21,657.1912765628754
2021-06-22,654.7142855281805
2021-06-23,655.7826410557274
2021-06-24,651.4979601340895
2021-06-25,650.5691418550588
2021-06-28,666.8409129168708
2021-06-29,668.9614395885482
2021-06-30,658.3640670039998
2021-07-01,657.4324742014936
2021-07-02,649.1597817597567
2021-07-05,638.8440848723076
2021-07-06,660.3968077284359
2021-07-07,655.1577417411954
2021-07-08,686.6802321490234
2021-07-09,677.9131652185125
2021-07-12,678.8736574879392
2021-07-13,693.455208766177
2021-07-14,687.1697626865066
2021-07-15,692.2686054804132
2021-07-16,676.4491814253867
2021-07-19,665.6836607766377
2021-07-20,662.4932267764674
2021-07-21,661.1765961535572
2021-07-22,664.1920163473887
2021-07-23,666.8287114508007
2021-07-26,672.1089549173344
2021-07-27,651.0110519016424
2021-07-28,637.535399651129
2021-07-29,641.6853030483255
2021-07-30,650.1702140147493
2021-08-02,656.7633807782654
2021-08-03,658.7972266434971
2021-08-04,660.0878767391838
2021-08-05,666.1522999394557
2021-08-06,660.5410459926718
2021-08-09,648.2010505795308
2021-08-10,656.8172444843801
2021-08-11,669.9001996198047
2021-08-12,670.3385619616719
2021-08-13,672.6161764991514
2021-08-16,671.0600320504942
2021-08-17,673.1094572647413
2021-08-18,680.8737189940452
2021-08-19,684.3319483828515
2021-08-20,681.6125523466548
2021-08-23,680.4555480134593
2021-08-24,667.8739434871043
2021-08-25,674.5634110815628
2021-08-26,677.2764596398813
2021-08-27,682.6483194769845
2021-08-30,668.3749744009773
2021-08-31,669.4222916635596
2021-09-01,660.139724435395
2021-09-02,668.2910867352762
2021-09-03,662.2407341154433
2021-09-06,673.2536123827588
2021-09-07,669.861611377084
2021-09-08,664.6645330114088
2021-09-09,655.8846487438584
2021-09-10,656.6550294153438
2021-09-13,650.6878240215979
2021-09-14,654.1764738044977
2021-09-15,648.2743713287828
2021-09-16,649.9525598504924
2021-09-17,649.3474392329437
2021-09-20,657.2586298757066
2021-09-21,658.5051716614572
2021-09-22,663.0530622724158
2021-09-23,679.4039163783681
2021-09-24,668.1934839922998
2021-09-27,675.812885212784
2021-09-28,664.9727379270813
2021-09-29,654.1175997270758
2021-09-30,659.4272325811883
2021-10-01,675.1404732520663
2021-10-04,673.9170667248629
2021-10-05,687.690457224214
2021-10-06,690.7605927554782
2021-10-07,690.3562206094767
2021-10-08,711.7689133454724
2021-10-11,692.8119628745271
2021-10-12,704.7409468256001
2021-10-13,707.3951541108203
2021-10-14,704.7506975246793
2021-10-15,707.8738180065934
2021-10-18,718.1226286248173
2021-10-19,706.7187823400565
2021-10-20,687.9129014608066
2021-10-21,694.2991110366545
2021-10-22,687.0621356627636
2021-10-25,685.5537786421934
2021-10-26,695.4573501534162
2021-10-27,678.3657733090839
2021-10-28,697.6484737093995
2021-10-29,703.8951985303623
2021-11-01,720.3104122355647
2021-11-02,704.448173763728
2021-11-03,708.3038813211396
2021-11-04,714.1567892567161
2021-11-05,716.4213845486619
2021-11-08,722.0258555008942
2021-11-09,703.3171621347507
2021-11-10,712.2143375516991
2021-11-11,713.81498231487
2021-11-12,721.5109822750017
2021-11-15,717.9369930293369
2021-11-16,719.5490932665393
2021-11-17,721.3186609516997
2021-11-18,730.953062207128
2021-11-19,740.2878623176429
2021-11-22,747.0834844872031
2021-11-23,725.5279190263236
2021-11-24,730.1566759809104
2021-11-25,734.7999390430577
2021-11-26,735.1245393511398
2021-11-29,742.730693741615
2021-11-30,733.9225593677963
2021-12-01,744.0550419760714
2021-12-02,728.8267521040003
2021-12-03,711.1346030242438
2021-12-06,710.1609969448525
2021-12-07,704.4872796184528
2021-12-08,701.6190946541955
2021-12-09,709.6794477592916
2021-12-10,704.1218536506418
2021-12-13,708.1806361832371
2021-12-14,693.862331880714
2021-12-15,673.6659557139596
2021-12-16,688.8964209818492
2021-12-17,691.2332733264614
2021-12-20,690.2453230372686
2021-12-21,688.5435239353308
2021-12-22,703.786511156276
2021-12-23,716.939876739869
2021-12-24,732.5931209175559
2021-12-27,737.0271810093113
2021-12-28,743.572222540846
2021-12-29,757.2573364004252
2021-12-30,780.6323587321127
2021-12-31,783.0618696950992
2022-01-03,786.3428627120996
2022-01-04,765.9022083847678
2022-01-05,749.8327078678282
2022-01-06,739.0962641139354
2022-01-07,745.2947698062352
2022-01-10,732.5547915672571
2022-01-11,735.5955623190652
2022-01-12,733.3464524666643
2022-01-13,732.9634836852863
2022-01-14,742.2465070635869
2022-01-17,742.6221626999208
2022-01-18,745.0565887127716
2022-01-19,747.9499045948478
2022-01-20,757.4363518508897
2022-01-21,774.0231655598138
2022-01-24,753.065919090329
2022-01-25,747.2878229259884
2022-01-26,748.8307797131247
2022-01-27,746.9129396541357
2022-01-28,753.002785006965
2022-01-31,738.5848350759768
2022-02-01,729.204193214708
2022-02-02,724.5936466990274
2022-02-03,692.10588108535
2022-02-04,685.3114800846183
2022-02-07,671.8342512424209
2022-02-08,660.1435145836153
2022-02-09,655.325028723175
2022-02-10,650.5682803687189
2022-02-11,647.7451613905789
2022-02-14,659.154614387451
2022-02-15,657.869003685997
2022-02-16,645.5984833695672
2022-02-17,652.0249585521096
2022-02-18,639.8496153076294
2022-02-21,654.0419765861802
2022-02-22,652.9844132794511
2022-02-23,645.7952540187772
2022-02-24,641.7853013981264
2022-02-25,631.5437394326262
2022-02-28,638.2998309098523
2022-03-01,620.8472269480116
2022-03-02,614.5120285694398
2022-03-03,605.3993443193268
2022-03-04,618.7158657937553
2022-03-07,611.3918704951556
2022-03-08,615.6058190836454
2022-03-09,612.8184949136744
2022-03-10,608.1717947981475
2022-03-11,616.286937805462
2022-03-14,610.4593196149593
2022-03-15,615.5718974264048
2022-03-16,621.86930876171
2022-03-17,617.6828176474723
2022-03-18,624.2703609078163
2022-03-21,620.0445416791713
2022-03-22,612.4975945558994
2022-03-23,601.8387831336021
2022-03-24,592.4266497006276
2022-03-25,594.2528100809842
2022-03-28,591.5065759602618
2022-03-29,593.3609073409286
2022-03-30,599.737054359172
2022-03-31,609.8627205892077
2022-04-01,615.362494574143
2022-04-04,619.3742097216603
2022-04-05,625.8967333370337
2022-04-06,632.6048269300194
2022-04-07,631.5871057029931
2022-04-08,620.5859295973947
2022-04-11,623.2480083848849
2022-04-12,615.2050764765219
2022-04-13,612.9850262201378
2022-04-14,612.8177170034288
2022-04-15,622.2901994278974
2022-04-18,625.611231630599
2022-04-19,611.7075867153548
2022-04-20,598.6898809791554
2022-04-21,610.4649516674874
2022-04-22,615.7667958656555
2022-04-25,616.8457739914369
2022-04-26,624.8426875757581
2022-04-27,625.2157876916358
2022-04-28,629.7030258281901
2022-04-29,636.7810672734308
2022-05-02,637.5783921205406
2022-05-03,624.5744462116871
2022-05-04,618.5032566362194
2022-05-05,622.0514551212655
2022-05-06,618.6654801203349
2022-05-09,605.6265015954235
2022-05-10,610.6222354617074
2022-05-11,614.063578723841
2022-05-12,621.7278522091833
2022-05-13,617.6959965227126
2022-05-16,625.8415045913459
2022-05-17,620.7528799384332
2022-05-18,617.5501763562046
2022-05-19,614.8780085231538
2022-05-20,605.786196677836
2022-05-23,603.4096958168035
2022-05-24,605.6333247358638
2022-05-25,609.2638977331864
2022-05-26,624.8537892318201
2022-05-27,633.5147753114246
2022-05-30,638.7981204620338
2022-05-31,638.9681334644768
2022-06-01,629.940958236122
2022-06-02,636.8647512080986
2022-06-03,629.5822344610805
2022-06-06,623.4655012483387
2022-06-07,623.1967871183808
2022-06-08,622.5789605204677
2022-06-09,634.4492559052427
2022-06-10,633.7636714742889
2022-06-13,634.895607485713
2022-06-14,645.4736825604249
2022-06-15,645.8053703774419
2022-06-16,646.2236748487876
2022-06-17,639.2030322675013
2022-06-20,642.8541179447286
2022-06-21,650.5053047718668
2022-06-22,647.4895228103128
2022-06-23,639.2016997420869
2022-06-24,630.9415622444022
2022-06-27,633.9506336857961
2022-06-28,637.507249148021
2022-06-29,634.5439179011678
2022-06-30,629.7243710783611
2022-07-01,611.6036677474794
2022-07-04,591.1542387506012
2022-07-05,598.6616333041687
2022-07-06,585.6195382376087
2022-07-07,596.0769416145541
2022-07-08,605.372658267898
2022-07-11,615.3742456778997
2022-07-12,596.8710199567156
2022-07-13,598.3676271307686
2022-07-14,593.2762006215161
2022-07-15,593.3014002463968
2022-07-18,592.4117327050958
2022-07-19,608.9221941003021
2022-07-20,603.7202437842876
2022-07-21,598.9817193916243
2022-07-22,602.1678201684362
2022-07-25,599.3110416624204
2022-07-26,614.0044765336836
2022-07-27,605.7786447473538
2022-07-28,603.9197614547564
2022-07-29,593.6381922532668
2022-08-01,594.1678371102312
2022-08-02,611.1477495632979
2022-08-03,625.932313402633
2022-08-04,618.6067158952718
2022-08-05,622.017437318317
2022-08-08,617.4281022328919
2022-08-09,604.4199623961003
2022-08-10,595.6903263555486
2022-08-11,602.6331522247034
2022-08-12,602.0047593729035
2022-08-15,608.6479286060362
2022-08-16,620.3167436241038
2022-08-17,626.5433206920376
2022-08-18,621.633287461041
2022-08-19,614.4190342760282
2022-08-22,611.0934656184035
2022-08-23,611.3289609320033
2022-08-24,607.7813747083126
2022-08-25,619.7164609634234
2022-08-26,625.1058399213842
2022-08-29,626.4675041493329
2022-08-30,631.3940022421564
2022-08-31,649.9494526002516
2022-09-01,656.8386171813635
2022-09-02,658.8364976349689
2022-09-05,652.5865844990656
2022-09-06,665.9169211628296
2022-09-07,657.7087465485919
2022-09-08,639.3380782686812
2022-09-09,643.6183215365348
2022-09-12,639.6644698733409
2022-09-13,630.812532464243
2022-09-14,636.5082440898252
2022-09-15,636.4074072405523
2022-09-16,637.4781020414067
2022-09-19,632.4002269194914
2022-09-20,635.1173421440182
2022-09-21,632.3555111117618
2022-09-22,640.6358001266925
2022-09-23,638.1176298987738
2022-09-26,649.8792294974871
2022-09-27,642.4078713915279
2022-09-28,639.8409349857171
2022-09-29,627.8998535699329
2022-09-30,629.0146174287587
2022-10-03,633.3855648195274
2022-10-04,633.2230940624722
2022-10-05,641.2509983592
2022-10-06,640.2925690781356
2022-10-07,644.3437480271905
2022-10-10,654.2555515786348
2022-10-11,670.7355511309511
2022-10-12,680.8506401135261
2022-10-13,708.9726932785221
2022-10-14,713.6754253458232
2022-10-17,706.683624229257
2022-10-18,701.400540310088
2022-10-19,717.5131003858962
2022-10-20,723.519171951393
2022-10-21,728.9943881883015
2022-10-24,737.1207659828056
2022-10-25,743.4504194022427
2022-10-26,731.4130428290232
2022-10-27,732.0331539694033
2022-10-28,734.73198533607
2022-10-31,754.0732749613942
2022-11-01,762.2846285646773
2022-11-02,762.3357904583842
2022-11-03,763.0730623805395
2022-11-04,758.2143526522789
2022-11-07,754.2317715384235
2022-11-08,753.7405092625925
2022-11-09,749.3853545862744
2022-11-10,741.2416639161738
2022-11-11,736.2773894775601
2022-11-14,723.8455564646416
2022-11-15,721.0176112043912
2022-11-16,714.5354289034877
2022-11-17,724.5722826231267
2022-11-18,725.6725617146286
2022-11-21,735.8263805664335
2022-11-22,732.9954549920463
2022-11-23,742.8867860472541
2022-11-24,722.6463302543746
2022-11-25,715.4539151053111
2022-11-28,728.5903969898093
2022-11-29,730.5601657134979
2022-11-30,726.0691757552006
2022-12-01,722.5139369410857
2022-12-02,735.271060544463
2022-12-05,730.7223921408814
2022-12-06,726.5116571011198
2022-12-07,727.2150145505314
2022-12-08,715.1762206009004
2022-12-09,728.230620572248
2022-12-12,718.0403480351634
2022-12-13,706.2213100319359
2022-12-14,714.5463188237869
2022-12-15,713.191262459828
2022-12-16,695.4149241166679
2022-12-19,685.9079105036518
2022-12-20,682.7230773863782
2022-12-21,675.6464280708344
2022-12-22,678.2247406451995
2022-12-23,675.2878606685894
2022-12-26,689.301657433928
2022-12-27,684.980649362259
2022-12-28,691.1273557560113
2022-12-29,703.1538539483929
2022-12-30,701.4602449111136
2023-01-02,697.7952944759437
2023-01-03,693.1812083304447
2023-01-04,715.425862551928
2023-01-05,714.2813553040434
2023-01-06,714.328093647404
2023-01-09,725.6886647265724
2023-01-10,742.8455337766515
2023-01-11,744.596240453502
2023-01-12,747.9362826888315
2023-01-13,740.3647861336719
2023-01-16,744.8788047341333
2023-01-17,750.2592702984781
2023-01-18,738.759248395249
2023-01-19,743.7698056822079
2023-01-20,749.9886754276532
2023-01-23,741.0833746298442
2023-01-24,731.7156250420628
2023-01-25,729.6448680001523
2023-01-26,728.9084039932138
2023-01-27,719.2244538781647
2023-01-30,722.2206465253624
2023-01-31,713.7287159906379
2023-02-01,698.2828188898003
2023-02-02,688.8527008273621
2023-02-03,680.6136009074448
2023-02-06,679.4943825354237
2023-02-07,676.1117443567555
2023-02-08,685.5326727455619
2023-02-09,692.9122833234563
2023-02-10,686.4698882285783
2023-02-13,680.3495444917342
2023-02-14,687.0018790824264
2023-02-15,684.4683605455477
2023-02-16,689.0272774840962
2023-02-17,701.337761833566
2023-02-20,687.624267761409
2023-02-21,689.480465552958
2023-02-22,687.021008747626
2023-02-23,697.0392480804351
2023-02-24,697.5402795558291
2023-02-27,697.2320724553683
2023-02-28,688.605213265765
2023-03-01,697.4630503458357
2023-03-02,702.4229632218486
2023-03-03,680.4914889993386
2023-03-06,672.6444497254823
2023-03-07,673.7148990155558
2023-03-08,674.1880133735176
2023-03-09,677.5618575057856
2023-03-10,679.1547495243607
2023-03-13,686.6700775739479
2023-03-14,683.6667311252074
2023-03-15,679.8971942748396
2023-03-16,655.0340839465902
2023-03-17,658.5115715526215
2023-03-20,674.1133224734451
2023-03-21,667.0808281842245
2023-03-22,657.9675688096564
2023-03-23,653.1465572699183
2023-03-24,653.514476136977
2023-03-27,662.1653205655942
2023-03-28,653.8861972089489
2023-03-29,658.187155437046
2023-03-30,659.6246319388393
2023-03-31,666.2230135387905
2023-04-03,653.0629281203976
2023-04-04,641.6567987347473
2023-04-05,646.7989109795403
2023-04-06,631.0118518982072
2023-04-07,630.9926008548861
2023-04-10,644.8409713490767
2023-04-11,664.0387811691177
2023-04-12,662.8123425796448
2023-04-13,675.8360225069215
2023-04-14,675.3113763262429
2023-04-17,669.2270740847699
2023-04-18,663.1999472475279
2023-04-19,660.2163490399823
2023-04-20,668.9711136831764
2023-04-21,668.6744311603896
2023-04-24,680.2906179204554
2023-04-25,688.9105354526667
2023-04-26,697.099943425566
2023-04-27,699.4624824180514
2023-04-28,725.3701139403736
2023-05-01,729.1587704458908
2023-05-02,720.5931777866197
2023-05-03,713.7967825393196
2023-05-04,718.2350613876938
2023-05-05,721.7152284306421
2023-05-08,726.7714552818991
2023-05-09,726.3195725045967
2023-05-10,730.7087496999261
2023-05-11,720.0637431580387
2023-05-12,708.7574258883426
2023-05-15,715.4577117105295
2023-05-16,720.0473675989632
2023-05-17,704.9553110621505
2023-05-18,707.6486051559586
2023-05-19,720.1607319886667
2023-05-22,743.3179346427535
2023-05-23,731.9092024979675
2023-05-24,725.5735358723517
2023-05-25,726.8402406652057
2023-05-26,701.5811994950831
2023-05-29,700.8467027994561
2023-05-30,713.7090810395893
2023-05-31,702.280222803664
2023-06-01,695.6003661519593
2023-06-02,693.1412530884227
2023-06-05,699.7505794691589
2023-06-06,711.9504536215967
2023-06-07,693.3894377770363
2023-06-08,696.6540597188127
2023-06-09,697.6210628087127
2023-06-12,686.8424507736428
2023-06-13,700.1363422392201
2023-06-14,700.9072388652008
2023-06-15,703.8627207412823
2023-06-16,686.2401714432883
2023-06-19,705.307895560379
2023-06-20,707.3160836317808
2023-06-21,725.6841711441867
2023-06-22,719.4079518759646
2023-06-23,718.3972764268724
2023-06-26,726.0446202592777
2023-06-27,743.6338715062907
2023-06-28,728.7233108024068
2023-06-29,745.9666658457376
2023-06-30,742.1116097517514
2023-07-03,751.6061921138214
2023-07-04,741.3366099097418
2023-07-05,747.0394178611816
2023-07-06,752.1343534020924
2023-07-07,734.8189981833256
2023-07-10,737.6889434589496
2023-07-11,753.2322900788529
2023-07-12,753.6961252652284
2023-07-13,781.3599460475697
2023-07-14,773.8909548403951
2023-07-17,775.2052797158394
2023-07-18,783.892648995291
2023-07-19,785.2552678740587
2023-07-20,762.2837157329346
2023-07-21,744.0649212188965
2023-07-24,725.0902140458201
2023-07-25,728.5462272031896
2023-07-26,749.0701078334
2023-07-27,754.0545749721352
2023-07-28,759.5993204948065
2023-07-31,770.4210570557966
2023-08-01,782.0359372293905
2023-08-02,762.6267544718843
2023-08-03,775.0623595902534
2023-08-04,793.3602415107453
