Date,PANW
2022-06-24,426.4338010308655
2022-06-27,429.6812670221436
2022-06-28,447.08368549544383
2022-06-29,447.5851166143372
2022-06-30,430.025617876277
2022-07-01,442.9481021658585
2022-07-04,453.6850813113182
2022-07-05,464.38115519055026
2022-07-06,433.4384449311453
2022-07-07,438.7959217278768
2022-07-08,432.622746194865
2022-07-11,443.4076534498504
2022-07-12,450.584204368039
2022-07-13,440.3723565764863
2022-07-14,438.5740549249313
2022-07-15,440.4619798265992
2022-07-18,442.0431982370549
2022-07-19,458.9022137144442
2022-07-20,446.87932793880407
2022-07-21,440.0360208309691
2022-07-22,436.9593449958053
2022-07-25,439.13797443920424
2022-07-26,427.257901842846
2022-07-27,420.39718228369435
2022-07-28,428.72600580971925
2022-07-29,428.8761637768456
2022-08-01,434.9862965400367
2022-08-02,439.96456351702426
2022-08-03,431.9693271990308
2022-08-04,422.22924760629513
2022-08-05,407.54752353971196
2022-08-08,430.15876857083106
2022-08-09,430.1872793646265
2022-08-10,436.11728210394244
2022-08-11,441.61222901967193
2022-08-12,432.7828433382074
2022-08-15,420.5823787685496
2022-08-16,417.66944321426956
2022-08-17,421.8308615992268
2022-08-18,428.4889441489653
2022-08-19,439.21621885545534
2022-08-22,440.97422932218745
2022-08-23,453.9789909584376
2022-08-24,453.08642357868627
2022-08-25,459.99589645529016
2022-08-26,443.18795187747173
2022-08-29,421.5116980187733
2022-08-30,421.77960323260186
2022-08-31,437.7689113738111
2022-09-01,439.6334632197558
2022-09-02,432.2240175992637
2022-09-05,434.42255805769
2022-09-06,433.8802131746672
2022-09-07,435.7531707340582
2022-09-08,431.02488265404105
2022-09-09,419.3090239396844
2022-09-12,422.9703651984276
2022-09-13,449.2547101906395
2022-09-14,456.67129063561123
2022-09-15,435.56076082874637
2022-09-16,432.78808209574197
2022-09-19,417.9479675707757
2022-09-20,419.9515529438837
2022-09-21,405.7203589071042
2022-09-22,404.49866322430057
2022-09-23,391.20799850117925
2022-09-26,379.9262590810498
2022-09-27,383.6886238129314
2022-09-28,396.67761901869056
2022-09-29,393.1433791263044
2022-09-30,396.709256935749
2022-10-03,389.86122369126764
2022-10-04,398.1280882012267
2022-10-05,401.2678071327344
2022-10-06,399.1296817239442
2022-10-07,409.46268734759985
2022-10-10,412.8868285285895
2022-10-11,405.0347945285448
2022-10-12,391.7777102401581
2022-10-13,381.2514764125115
2022-10-14,361.63543818399455
2022-10-17,375.71214453712753
2022-10-18,364.9980083121905
2022-10-19,383.95866596305086
2022-10-20,371.55875194341667
2022-10-21,373.5477198559913
2022-10-24,365.4930805551172
2022-10-25,390.3158838234882
2022-10-26,395.22019864671546
2022-10-27,398.3610858686147
2022-10-28,400.12686087988254
2022-10-31,395.6214437448593
2022-11-01,390.6194811318863
2022-11-02,385.7074937264601
2022-11-03,384.56196681879265
2022-11-04,366.55709771062186
2022-11-07,357.0970739496817
2022-11-08,367.69985528012114
2022-11-09,347.1116606642635
2022-11-10,352.54400131596515
2022-11-11,356.90031059353646
2022-11-14,369.4474310913511
2022-11-15,370.83422275463187
2022-11-16,393.39902068926807
2022-11-17,396.97975785663243
2022-11-18,384.83712146994606
2022-11-21,381.9176395306897
2022-11-22,383.09358840069973
2022-11-23,391.4999813346918
2022-11-24,388.4587223225258
2022-11-25,391.0614063638379
2022-11-28,388.5946330507108
2022-11-29,375.76336838217117
2022-11-30,368.68171740909986
2022-12-01,357.72871966905586
2022-12-02,359.27313221847083
2022-12-05,359.7943762305586
2022-12-06,350.10906543066255
2022-12-07,342.65093509171777
2022-12-08,343.33736975275053
2022-12-09,334.13686032922556
2022-12-12,329.6442721594959
2022-12-13,310.83830848824005
2022-12-14,305.25996905664016
2022-12-15,317.4158150577371
2022-12-16,318.16781616785323
2022-12-19,298.2471745878157
2022-12-20,293.33001779174987
2022-12-21,294.22442282579925
2022-12-22,290.6121542637937
2022-12-23,305.07150491473067
2022-12-26,305.0400716037994
2022-12-27,305.9944872430761
2022-12-28,307.03694494440606
2022-12-29,294.7895450870571
2022-12-30,271.18524573120965
2023-01-02,276.99222796777
2023-01-03,279.7083134389357
2023-01-04,275.93459901321364
2023-01-05,273.01811915574694
2023-01-06,276.5293506032009
2023-01-09,276.67576922702693
2023-01-10,285.7279606346302
2023-01-11,293.1134463054236
2023-01-12,295.5259932577602
2023-01-13,297.349050860604
2023-01-16,300.748357938344
2023-01-17,301.8954015697945
2023-01-18,308.7862267062519
2023-01-19,314.23962081289613
2023-01-20,324.0916745818041
2023-01-23,318.77872219943765
2023-01-24,307.902713959644
2023-01-25,319.9790509384045
2023-01-26,323.32298111866993
2023-01-27,344.2478733924672
2023-01-30,352.5872386423268
2023-01-31,341.95874451744317
2023-02-01,347.72925908328153
2023-02-02,359.2844742164568
2023-02-03,356.4711754187677
2023-02-06,343.3329332973258
2023-02-07,334.70412676470113
2023-02-08,345.2797140089985
2023-02-09,354.7612149564572
2023-02-10,360.8204820261127
2023-02-13,350.6462922018013
2023-02-14,357.68747448010765
2023-02-15,351.1337977193407
2023-02-16,360.536929294177
2023-02-17,358.163298255774
2023-02-20,343.6297234252933
2023-02-21,357.30499351312807
2023-02-22,356.42009075290946
2023-02-23,368.6502546533199
2023-02-24,361.3278444397261
2023-02-27,355.5315042661809
2023-02-28,369.9712644515891
2023-03-01,361.7618805963898
2023-03-02,373.92539631977917
2023-03-03,368.7304530112543
2023-03-06,343.14778245602736
2023-03-07,338.1091129393202
2023-03-08,352.8314524447482
2023-03-09,344.82734330548095
2023-03-10,340.0062499015332
2023-03-13,344.9041211753603
2023-03-14,349.2090218352717
2023-03-15,332.5201156155876
2023-03-16,328.88362904510734
2023-03-17,310.62034747264016
2023-03-20,318.35889147319955
2023-03-21,310.018137372495
2023-03-22,311.0340356516263
2023-03-23,309.1266865597793
2023-03-24,306.5786954265384
2023-03-27,306.94351847086125
2023-03-28,305.1190243797026
2023-03-29,306.718650626794
2023-03-30,306.8140697987616
2023-03-31,305.4994824598991
2023-04-03,311.973002827247
2023-04-04,319.23862902772606
2023-04-05,322.22937543707343
2023-04-06,311.20518255448496
2023-04-07,299.9339770891659
2023-04-10,293.5287380362571
2023-04-11,303.73336014860786
2023-04-12,305.17443520879107
2023-04-13,317.02724109332706
2023-04-14,327.44653327678043
2023-04-17,327.77548764804385
2023-04-18,324.98823655403964
2023-04-19,328.4926479418955
2023-04-20,333.26085459720963
2023-04-21,349.4221727091178
2023-04-24,355.0841978423235
2023-04-25,366.29824774745646
2023-04-26,371.3537294295759
2023-04-27,361.59559265299237
2023-04-28,356.82153344912007
2023-05-01,349.4081703291309
2023-05-02,337.72939288675497
2023-05-03,313.57031394001325
2023-05-04,309.65192853483325
2023-05-05,296.5174909294083
2023-05-08,301.77421736987895
2023-05-09,302.80801295769055
2023-05-10,299.2474361670083
2023-05-11,301.1785618480138
2023-05-12,293.9247564514014
2023-05-15,299.7403907421978
2023-05-16,307.8524055027726
2023-05-17,307.83398798996046
2023-05-18,310.29963347318
2023-05-19,303.06951299803995
2023-05-22,312.5537114082923
2023-05-23,324.57250159628836
2023-05-24,325.50620664151444
2023-05-25,339.66547920993725
2023-05-26,338.25358662961423
2023-05-29,336.21263581576244
2023-05-30,349.49427497788366
2023-05-31,342.2043339538923
2023-06-01,327.98027011958044
2023-06-02,324.7039366339428
2023-06-05,309.567293884548
2023-06-06,316.82500593162354
2023-06-07,333.2817376427669
2023-06-08,339.37617779871255
2023-06-09,340.52935900654904
2023-06-12,334.85049916591066
2023-06-13,344.2905888325922
2023-06-14,341.26018278273324
2023-06-15,347.4095009105463
2023-06-16,346.5527317914891
2023-06-19,332.5228942659035
2023-06-20,340.67097856657296
2023-06-21,342.75031123457825
2023-06-22,347.40352020260696
2023-06-23,344.00237599256815
2023-06-26,345.64045606984735
2023-06-27,337.7271219861667
2023-06-28,344.6967846023859
2023-06-29,343.174561465739
2023-06-30,341.9893886422753
2023-07-03,358.01394487871215
2023-07-04,355.41903376749275
2023-07-05,367.29856067675337
2023-07-06,359.00973289720224
2023-07-07,362.5944288856213
2023-07-10,349.98444645366754
2023-07-11,348.57147857217586
2023-07-12,345.93892972209403
2023-07-13,343.0740868001823
2023-07-14,343.4965008599169
2023-07-17,346.3209073187978
2023-07-18,340.58520194839923
2023-07-19,337.8343710703919
2023-07-20,334.3222040843797
2023-07-21,329.3346462699408
2023-07-24,341.1293189878286
2023-07-25,334.78230989399947
2023-07-26,344.9406774209022
2023-07-27,338.0792365215009
2023-07-28,342.85472995288666
2023-07-31,342.875312542774
2023-08-01,335.1471073794697
2023-08-02,314.720432205505
2023-08-03,316.5960823215941
