Date,COF
2020-04-03,664.6642260268819
2020-04-06,687.7091426229391
2020-04-07,681.0377470501218
2020-04-08,710.186783819714
2020-04-09,724.6177072230842
2020-04-10,690.7263396926676
2020-04-13,711.4232844307826
2020-04-14,721.9765004447223
2020-04-15,712.7165875493766
2020-04-16,707.0789726378746
2020-04-17,719.0261358597035
2020-04-20,719.6405535985261
2020-04-21,706.7281099117831
2020-04-22,687.0874084952725
2020-04-23,652.2569107496603
2020-04-24,665.6991016318235
2020-04-27,656.9871456886405
2020-04-28,667.8080172718313
2020-04-29,683.1412011438907
2020-04-30,690.4853532240004
2020-05-01,706.5991231049625
2020-05-04,739.9184932575952
2020-05-05,727.8294323136845
2020-05-06,748.7354285976147
2020-05-07,762.5425355942111
2020-05-08,756.1187388032042
2020-05-11,710.5154434512281
2020-05-12,741.4248414225747
2020-05-13,756.0916440618888
2020-05-14,737.1197663458703
2020-05-15,746.5850248030079
2020-05-18,750.974163859281
2020-05-19,745.4523738614756
2020-05-20,740.0095875329841
2020-05-21,757.4936519099506
2020-05-22,767.7347906109911
2020-05-25,760.8654300748234
2020-05-26,784.3922594523592
2020-05-27,821.5800030944629
2020-05-28,812.4814826237364
2020-05-29,824.2867012942642
2020-06-01,842.5306869127669
2020-06-02,819.8618270302846
2020-06-03,861.9525532603365
2020-06-04,842.0242120700816
2020-06-05,843.10033403934
2020-06-08,803.6947150772913
2020-06-09,811.5569622566683
2020-06-10,809.4069689450332
2020-06-11,833.6466062382706
2020-06-12,807.4173995974642
2020-06-15,767.6406061606493
2020-06-16,743.1764207598371
2020-06-17,746.815256533309
2020-06-18,738.2105792766093
2020-06-19,735.3164600906729
2020-06-22,728.2723669821098
2020-06-23,749.9156771765
2020-06-24,732.3109577795082
2020-06-25,751.0190677236526
2020-06-26,733.5812929590024
2020-06-29,751.6742840866931
2020-06-30,773.5977118573369
2020-07-01,777.8711091363107
2020-07-02,787.8295957027104
2020-07-03,815.401925610068
2020-07-06,809.8035785727521
2020-07-07,827.1381772363948
2020-07-08,836.3784908992386
2020-07-09,834.5637654090049
2020-07-10,812.1812536242038
2020-07-13,788.1499797385997
2020-07-14,761.4781948404011
2020-07-15,760.5895091346647
2020-07-16,769.0976641174676
2020-07-17,782.0794881882848
2020-07-20,756.9191208145202
2020-07-21,796.1056845361966
2020-07-22,810.1938780966232
2020-07-23,823.3202465145057
2020-07-24,817.6562494114127
2020-07-27,831.2579427925674
2020-07-28,846.630736027854
2020-07-29,903.5467956165335
2020-07-30,911.5509046923016
2020-07-31,912.361380810195
2020-08-03,952.6336245259699
2020-08-04,924.4298244224336
2020-08-05,927.5937697942638
2020-08-06,932.8856071501989
2020-08-07,964.2743709403233
2020-08-10,968.6274381650676
2020-08-11,953.764999568669
2020-08-12,1004.1747688282011
2020-08-13,1047.0638587730725
2020-08-14,1076.0918351350228
2020-08-17,1087.1659020805328
2020-08-18,1028.8287893418337
2020-08-19,1040.9585124793787
2020-08-20,1046.119986508897
2020-08-21,1061.2550426630366
2020-08-24,1104.3455373776255
2020-08-25,1084.8228950808357
2020-08-26,1095.6293069437727
2020-08-27,1077.4778794053434
2020-08-28,1058.943851143225
2020-08-31,1087.9141150695618
2020-09-01,1075.4674315624716
2020-09-02,1067.7958029269207
2020-09-03,1051.7708864248682
2020-09-04,1065.3092516069735
2020-09-07,1103.3960222954688
2020-09-08,1048.4418376428055
2020-09-09,1048.4309396822848
2020-09-10,1065.3295693714058
2020-09-11,1031.0012891732908
2020-09-14,1071.7872648320515
2020-09-15,1082.6864182239724
2020-09-16,1108.4501852145052
2020-09-17,1087.944613514651
2020-09-18,1067.0857544385303
2020-09-21,1065.2431754498589
2020-09-22,1012.6542993181803
2020-09-23,1042.6547923066978
2020-09-24,1033.750309685895
2020-09-25,1022.0202077238345
2020-09-28,996.8549276030969
2020-09-29,1032.1514201605462
2020-09-30,1015.2618224527791
2020-10-01,1045.595684540856
2020-10-02,1102.563939462985
2020-10-05,1142.84523919037
2020-10-06,1128.5945004453197
2020-10-07,1147.0816149653103
2020-10-08,1171.4972994729058
2020-10-09,1175.2727802062661
2020-10-12,1200.5867166814496
2020-10-13,1162.5977046166518
2020-10-14,1180.7618444041657
2020-10-15,1237.0357118001282
2020-10-16,1187.5649260603332
2020-10-19,1217.3888495510864
2020-10-20,1194.881291914718
2020-10-21,1166.730034487914
2020-10-22,1164.095004448712
2020-10-23,1156.6148102845402
2020-10-26,1125.7750071379758
2020-10-27,1127.103596816557
2020-10-28,1123.2998912016797
2020-10-29,1143.1275060819066
2020-10-30,1118.1417306456988
2020-11-02,1139.1298598014391
2020-11-03,1147.1664364800477
2020-11-04,1182.9805374635891
2020-11-05,1155.3981733540284
2020-11-06,1178.1399738949724
2020-11-09,1134.6262997662145
2020-11-10,1126.4851871094374
2020-11-11,1122.980172863135
2020-11-12,1109.3999837314611
2020-11-13,1121.5372718125154
2020-11-16,1153.4475260783365
2020-11-17,1154.2878892913207
2020-11-18,1092.6943823677059
2020-11-19,1126.9552327582885
2020-11-20,1128.5151013462623
2020-11-23,1117.2205773919666
2020-11-24,1099.9782161613787
2020-11-25,1129.6209598923513
2020-11-26,1117.1610748525757
2020-11-27,1106.1254850155751
2020-11-30,1084.5545586918206
2020-12-01,1024.0027767369616
2020-12-02,1039.1639295930993
2020-12-03,1061.2316634499389
2020-12-04,1084.7598243422806
2020-12-07,1100.9455889894912
2020-12-08,1065.905929077419
2020-12-09,1078.4560987630618
2020-12-10,1103.6757561421193
2020-12-11,1102.5880877773
2020-12-14,1099.7268911948004
2020-12-15,1107.3683281481049
2020-12-16,1169.8878550698603
2020-12-17,1145.1957801383478
2020-12-18,1141.9695412037381
2020-12-21,1118.8101207984776
2020-12-22,1081.0216270339813
2020-12-23,1045.6738738442918
2020-12-24,1079.1893112947782
2020-12-25,1091.3080123671534
2020-12-28,1056.3417079860542
2020-12-29,1048.9844887103798
2020-12-30,1048.9261053428331
2020-12-31,1070.1569675550288
2021-01-01,1118.7415470960625
2021-01-04,1119.4591665165715
2021-01-05,1086.9947876520173
2021-01-06,1071.342625156408
2021-01-07,1129.2375190527766
2021-01-08,1153.075023780017
2021-01-11,1194.5539332512924
2021-01-12,1235.4507087015022
2021-01-13,1263.1578146366483
2021-01-14,1242.6951300680391
2021-01-15,1198.8586978501849
2021-01-18,1183.3495014316175
2021-01-19,1205.276273582817
2021-01-20,1151.2440456991324
2021-01-21,1112.8573253695258
2021-01-22,1075.0613379713586
2021-01-25,1074.9137286870775
2021-01-26,1105.4028807776212
2021-01-27,1121.0514694508556
2021-01-28,1129.370878407195
2021-01-29,1134.6776257480421
2021-02-01,1112.869442203618
2021-02-02,1107.5874577378956
2021-02-03,1155.9106558912947
2021-02-04,1225.7235975435244
2021-02-05,1209.75921656743
2021-02-08,1147.4524658891787
2021-02-09,1189.9264298357984
2021-02-10,1202.6518194082796
2021-02-11,1164.996269621476
2021-02-12,1143.5752743744204
2021-02-15,1159.425303667443
2021-02-16,1154.7148696602474
2021-02-17,1186.9227679702185
2021-02-18,1187.4222931360873
2021-02-19,1203.1460752557357
2021-02-22,1238.0030961969044
2021-02-23,1212.9495030743176
2021-02-24,1231.726895608119
2021-02-25,1209.680719566478
2021-02-26,1238.4417840594426
2021-03-01,1174.5409223476624
2021-03-02,1125.9330186877467
2021-03-03,1080.2545865093973
2021-03-04,1088.1242146269378
2021-03-05,1072.6864311844017
2021-03-08,1056.218198266136
2021-03-09,1089.28579427551
2021-03-10,1074.8387954169996
2021-03-11,1081.1511372396983
2021-03-12,1066.8255457851985
2021-03-15,1109.7575210481032
2021-03-16,1166.9990204665153
2021-03-17,1168.5097045036482
2021-03-18,1195.1167055343517
2021-03-19,1190.006468521166
2021-03-22,1179.6730195409625
2021-03-23,1223.7896720543501
2021-03-24,1287.0238904243313
2021-03-25,1248.7348553905838
2021-03-26,1256.7713775177024
2021-03-29,1256.7768291164225
2021-03-30,1246.6976427806376
2021-03-31,1283.3960123536708
2021-04-01,1279.131758238882
2021-04-02,1266.114351306819
2021-04-05,1239.7125257461948
2021-04-06,1244.3817732900611
2021-04-07,1251.9582891564885
2021-04-08,1311.9635074689486
2021-04-09,1293.1032314116048
2021-04-12,1335.4486556130284
2021-04-13,1306.2937825832269
2021-04-14,1353.7175423934689
2021-04-15,1324.4540289249933
2021-04-16,1280.0492384478339
2021-04-19,1255.6200053091634
2021-04-20,1227.1174926295184
2021-04-21,1222.2363274715397
2021-04-22,1274.9987888310789
2021-04-23,1333.1720280271488
2021-04-26,1333.1894828170525
2021-04-27,1264.2282624516126
2021-04-28,1243.7533872962026
2021-04-29,1283.2973940605418
2021-04-30,1292.2817775362244
2021-05-03,1247.0803300732844
2021-05-04,1213.1022876972281
2021-05-05,1264.5806997021334
2021-05-06,1318.6684121404442
2021-05-07,1341.923700671752
2021-05-10,1433.9176099571303
2021-05-11,1523.635263787416
2021-05-12,1510.2790214106421
2021-05-13,1482.4846244917148
2021-05-14,1468.3311276243442
2021-05-17,1415.0886226092127
2021-05-18,1505.3359915576855
2021-05-19,1471.0772108642616
2021-05-20,1447.8770370474072
2021-05-21,1524.66579502497
2021-05-24,1524.0987036091306
2021-05-25,1600.6737593699709
2021-05-26,1561.581530311957
2021-05-27,1534.7720204028076
2021-05-28,1496.8114285694267
2021-05-31,1435.051157470288
2021-06-01,1480.6343417385249
2021-06-02,1410.0997101894409
2021-06-03,1425.8031278174765
2021-06-04,1470.4148727051204
2021-06-07,1526.898874705659
2021-06-08,1538.2223464739566
2021-06-09,1509.9867961837567
2021-06-10,1484.1132025125705
2021-06-11,1536.3734107211242
2021-06-14,1612.6224131862414
2021-06-15,1626.9806657313773
2021-06-16,1602.6651417946548
2021-06-17,1629.5970116556734
2021-06-18,1700.5810407138274
2021-06-21,1704.9082306197602
2021-06-22,1624.5863196026937
2021-06-23,1681.368327779003
2021-06-24,1713.6060104868557
2021-06-25,1730.2195559824866
2021-06-28,1764.3018211288108
2021-06-29,1710.2801674999653
2021-06-30,1723.407668962432
2021-07-01,1857.1075516891578
2021-07-02,1918.3511755622833
2021-07-05,1874.9896314466744
2021-07-06,1913.8954142923387
2021-07-07,1879.4894603233884
2021-07-08,1933.4974161465211
2021-07-09,1849.6424851116838
2021-07-12,1814.1133820928712
2021-07-13,1828.2223665797462
2021-07-14,1868.443112421595
2021-07-15,1875.9435410724127
2021-07-16,1866.65024189975
2021-07-19,1918.457674733248
2021-07-20,1887.3462631386355
2021-07-21,1890.3250447112548
2021-07-22,1879.7871896918275
2021-07-23,1908.0174909963494
2021-07-26,1956.0161556613698
2021-07-27,2157.366907226827
2021-07-28,2125.173278145658
2021-07-29,2017.228229505377
2021-07-30,2020.0572389388615
2021-08-02,2015.9703782740535
2021-08-03,1957.8196526281697
2021-08-04,1911.0800705989486
2021-08-05,2005.6055755817838
2021-08-06,1998.6464112780625
2021-08-09,1976.427646013385
2021-08-10,2016.6394035689063
2021-08-11,1967.4801598463291
2021-08-12,2044.416804054757
2021-08-13,2023.875188958895
2021-08-16,2049.9234735692307
2021-08-17,2014.8288882846657
2021-08-18,1953.8986131601537
2021-08-19,1955.6563459651536
2021-08-20,1975.1032777583107
2021-08-23,2018.7099553807589
2021-08-24,2000.9400171360526
2021-08-25,1933.8509836217117
2021-08-26,1886.5095069101394
2021-08-27,1860.0783911141534
2021-08-30,2036.244410229879
2021-08-31,2005.865159607868
2021-09-01,1956.643759241999
2021-09-02,1893.9166623617582
2021-09-03,1931.1784308990348
2021-09-06,1913.9911731335799
2021-09-07,1977.2975206797898
2021-09-08,2042.837736516137
2021-09-09,2003.1165114734788
2021-09-10,2119.5401025999704
2021-09-13,2075.4528902678485
2021-09-14,2071.4617400609036
2021-09-15,1998.2688108633056
2021-09-16,2001.7941157712357
2021-09-17,1948.3755545099066
2021-09-20,2043.6950452505846
2021-09-21,2013.0326026089865
2021-09-22,1993.9221938841197
2021-09-23,1934.0874975670888
2021-09-24,1857.9912676944807
2021-09-27,1820.6408141778672
2021-09-28,1882.8542400489357
2021-09-29,1897.8980845325516
2021-09-30,1853.1829891806194
2021-10-01,1796.335742104323
2021-10-04,1779.8043341524824
2021-10-05,1737.2082913781808
2021-10-06,1705.605769669522
2021-10-07,1679.9436336924832
2021-10-08,1660.6508553916765
2021-10-11,1638.1960264223471
2021-10-12,1706.9911492134454
2021-10-13,1665.166463066234
2021-10-14,1686.1647164268081
2021-10-15,1583.5122849478737
2021-10-18,1592.8268939963252
2021-10-19,1615.317351085973
2021-10-20,1603.965823753782
2021-10-21,1596.1891358306918
2021-10-22,1545.1457022559464
2021-10-25,1548.0506338108376
2021-10-26,1555.3183627074477
2021-10-27,1503.527381009003
2021-10-28,1535.9505074276683
2021-10-29,1622.0769992109624
2021-11-01,1650.0935340497854
2021-11-02,1661.774473374472
2021-11-03,1654.9605719477993
2021-11-04,1630.9873277718816
2021-11-05,1643.2372468933527
2021-11-08,1731.2398996435438
2021-11-09,1749.5805676649793
2021-11-10,1760.2820795927084
2021-11-11,1732.6392150337085
2021-11-12,1726.4342001521811
2021-11-15,1748.86500753506
2021-11-16,1684.4222619208126
2021-11-17,1652.1526556500553
2021-11-18,1677.2850493550302
2021-11-19,1664.1204995313465
2021-11-22,1649.9373896675013
2021-11-23,1577.5127244988844
2021-11-24,1544.5902733674102
2021-11-25,1504.152756008134
2021-11-26,1533.0334069384867
2021-11-29,1449.3914069649302
2021-11-30,1445.30657905671
2021-12-01,1448.6528469462778
2021-12-02,1431.775520986851
2021-12-03,1457.2773428085459
2021-12-06,1405.0607062871134
2021-12-07,1458.4110628625617
2021-12-08,1448.5461519279843
2021-12-09,1465.914568904942
2021-12-10,1452.8067295460469
2021-12-13,1388.1951071581786
2021-12-14,1448.4302248740937
2021-12-15,1447.5587872010622
2021-12-16,1467.4157770665242
2021-12-17,1496.523623930031
2021-12-20,1442.0915450443674
2021-12-21,1423.1473473360234
2021-12-22,1419.3723636301706
2021-12-23,1416.9920689938274
2021-12-24,1476.6767345344526
2021-12-27,1504.917453090799
2021-12-28,1495.8045201196664
2021-12-29,1529.1584210045557
2021-12-30,1578.3931917607752
2021-12-31,1618.4929999613853
2022-01-03,1632.7151507586454
2022-01-04,1648.8172583361486
2022-01-05,1603.604695620814
2022-01-06,1657.3637436605502
2022-01-07,1736.678899240536
2022-01-10,1701.6855084644114
2022-01-11,1692.001885018505
2022-01-12,1593.9943768139376
2022-01-13,1660.6712801099586
2022-01-14,1635.1342772472972
2022-01-17,1586.1613039219005
2022-01-18,1582.6980121425943
2022-01-19,1510.2222076867176
2022-01-20,1531.175208683893
2022-01-21,1553.5681681704773
2022-01-24,1467.068275788093
2022-01-25,1496.9390207943516
2022-01-26,1511.2487481390872
2022-01-27,1539.9901100962552
2022-01-28,1594.1343349981767
2022-01-31,1631.5213007499347
2022-02-01,1695.0045477787648
2022-02-02,1696.2335990217266
2022-02-03,1693.1442902565134
2022-02-04,1680.728609537696
2022-02-07,1708.1679164448926
2022-02-08,1716.689295556968
2022-02-09,1731.6574789760452
2022-02-10,1793.973896776562
2022-02-11,1885.3696632125411
2022-02-14,1891.8765676902613
2022-02-15,1870.7228639082762
2022-02-16,1838.2261024190761
2022-02-17,1911.4292994558302
2022-02-18,1886.5391827929864
2022-02-21,1865.6907511072836
2022-02-22,1884.0162260888953
2022-02-23,1898.786839133964
2022-02-24,2057.149892626621
2022-02-25,2052.7533784690277
2022-02-28,2129.355148849776
2022-03-01,2128.732650737131
2022-03-02,2156.8769006750026
2022-03-03,2184.8618651525835
2022-03-04,2101.429766120485
2022-03-07,2102.9347268010847
2022-03-08,2061.1304642025293
2022-03-09,1958.4288392490012
2022-03-10,1999.9660134287456
2022-03-11,1951.7715363113584
2022-03-14,1922.9818663077074
2022-03-15,1932.184409333717
2022-03-16,2022.0328592197807
2022-03-17,2068.327696660731
2022-03-18,2087.5904397706017
2022-03-21,2059.6338123079754
2022-03-22,2084.602879184703
2022-03-23,2109.964157217919
2022-03-24,2030.8121473677782
2022-03-25,1986.504729510758
2022-03-28,1945.038315568867
2022-03-29,1899.216587115187
2022-03-30,1942.1923807842657
2022-03-31,2036.9055780366928
2022-04-01,2008.8137889131226
2022-04-04,1918.4324896911758
2022-04-05,1914.6177057189914
2022-04-06,1875.5500186881645
2022-04-07,1850.7049633138372
2022-04-08,1769.5570014642512
2022-04-11,1710.08545673013
2022-04-12,1718.8492415945002
2022-04-13,1707.0869883606179
2022-04-14,1696.3986360372849
2022-04-15,1722.1012228156683
2022-04-18,1729.6406634660757
2022-04-19,1698.8452043255797
2022-04-20,1597.1319071913242
2022-04-21,1551.5993630096614
2022-04-22,1551.927324989923
2022-04-25,1543.5224430024568
2022-04-26,1454.1256798904274
2022-04-27,1461.812264530425
2022-04-28,1484.5220089863953
2022-04-29,1377.1415444867469
2022-05-02,1334.7152072173526
2022-05-03,1304.0058504177634
2022-05-04,1257.2617009725525
2022-05-05,1258.8073953704172
2022-05-06,1298.955829573131
2022-05-09,1273.4273168701575
2022-05-10,1300.3774706287943
2022-05-11,1353.7088562160177
2022-05-12,1353.7805759115545
2022-05-13,1351.646464311353
2022-05-16,1367.6305376545627
2022-05-17,1303.445058620138
2022-05-18,1247.760137514146
2022-05-19,1236.9758823164934
2022-05-20,1234.531129019044
2022-05-23,1256.4234008208382
2022-05-24,1253.9460919289477
2022-05-25,1232.165410524082
2022-05-26,1228.2140939194014
2022-05-27,1237.5815176343117
2022-05-30,1162.3470046314733
2022-05-31,1193.3431310643111
2022-06-01,1284.9097740209738
2022-06-02,1237.5091614522155
2022-06-03,1254.1335209913154
2022-06-06,1206.1156245998054
2022-06-07,1189.2868271529242
2022-06-08,1166.6181787176545
2022-06-09,1179.1675256340404
2022-06-10,1156.2151114752621
2022-06-13,1173.539918951042
2022-06-14,1163.830071449882
2022-06-15,1131.4644957877554
2022-06-16,1111.436678392716
2022-06-17,1103.8577231125028
2022-06-20,1114.4038596697776
2022-06-21,1140.2580431390813
2022-06-22,1174.6667463654373
2022-06-23,1155.962236322661
2022-06-24,1164.0066757473924
2022-06-27,1162.0361212572245
2022-06-28,1231.4709890982829
2022-06-29,1224.712901270564
2022-06-30,1227.2847016913415
2022-07-01,1255.4366992788032
2022-07-04,1138.872418765782
2022-07-05,1216.4746445656244
2022-07-06,1199.920126979991
2022-07-07,1156.1208608178779
2022-07-08,1185.5793687761538
2022-07-11,1133.0648805496514
2022-07-12,1083.5298127363023
2022-07-13,1109.602831386698
2022-07-14,1115.2623498700661
2022-07-15,1089.3926557657296
2022-07-18,1085.5980752429198
2022-07-19,1111.1162278747313
2022-07-20,1104.8765852531217
2022-07-21,1065.2596310392641
2022-07-22,1078.7635780750666
2022-07-25,1084.7418975789712
2022-07-26,1058.6610325445245
2022-07-27,1033.3582093262728
2022-07-28,1042.957299738338
2022-07-29,1022.4479087034741
2022-08-01,1030.8927388739378
2022-08-02,1059.2194225808687
2022-08-03,1055.0490833626461
2022-08-04,1073.5036029916703
2022-08-05,1041.4866745511201
2022-08-08,1035.6251029613152
2022-08-09,1032.334092947917
2022-08-10,1032.8401656957014
2022-08-11,1017.7999842597325
2022-08-12,1035.343699811689
2022-08-15,1078.107485080931
2022-08-16,1092.073793394204
2022-08-17,1098.757060758127
2022-08-18,1108.2618454895558
2022-08-19,1125.404497492881
2022-08-22,1134.4464581356524
2022-08-23,1111.475576880853
2022-08-24,1135.8909549846717
2022-08-25,1216.154860203235
2022-08-26,1244.808105914582
2022-08-29,1270.9793164298183
2022-08-30,1244.200637156448
2022-08-31,1282.4183684673549
2022-09-01,1282.3097190247174
2022-09-02,1236.639722868041
2022-09-05,1269.7075666793135
2022-09-06,1263.05158585698
2022-09-07,1287.9400719402647
2022-09-08,1314.7903101703644
2022-09-09,1327.6526117433407
2022-09-12,1364.9604634907364
2022-09-13,1358.4663310258386
2022-09-14,1337.539692190168
2022-09-15,1386.679202772021
2022-09-16,1349.488152389375
2022-09-19,1375.1668657439304
2022-09-20,1337.2105803639188
2022-09-21,1279.556022492323
2022-09-22,1318.962832520053
2022-09-23,1339.1516856399737
2022-09-26,1409.0038023453094
2022-09-27,1387.3941648380187
2022-09-28,1345.8358668058424
2022-09-29,1268.4655882606635
2022-09-30,1251.0407787777337
2022-10-03,1268.5537032047223
2022-10-04,1245.389620859082
2022-10-05,1211.4875654203474
2022-10-06,1253.7774913497642
2022-10-07,1234.7470226144449
2022-10-10,1229.1015885145678
2022-10-11,1201.7792167071752
2022-10-12,1211.0674946114204
2022-10-13,1197.363494640548
2022-10-14,1136.7051401780159
2022-10-17,1137.6793327299429
2022-10-18,1181.032534072899
2022-10-19,1206.7331168384017
2022-10-20,1275.6085811705618
2022-10-21,1234.9030884671613
2022-10-24,1318.7513380158653
2022-10-25,1294.7546138288237
2022-10-26,1237.8907835638418
2022-10-27,1290.5236164315995
2022-10-28,1307.0152686425156
2022-10-31,1288.8004794392607
2022-11-01,1330.2225171290304
2022-11-02,1313.7988482385917
2022-11-03,1372.1934355460264
2022-11-04,1355.8093200361952
2022-11-07,1324.2282498769657
2022-11-08,1276.483273850335
2022-11-09,1298.7700585869513
2022-11-10,1263.7809692011572
2022-11-11,1281.3185793665737
2022-11-14,1292.930135814035
2022-11-15,1301.0470841007548
2022-11-16,1312.7545480061776
2022-11-17,1285.2179024199322
2022-11-18,1266.5157682902175
2022-11-21,1218.173556868833
2022-11-22,1224.7702165324495
2022-11-23,1241.5256368457733
2022-11-24,1249.1910038126405
2022-11-25,1154.2554309981674
2022-11-28,1108.051171449614
2022-11-29,1061.6777081599496
2022-11-30,1017.7123188100176
2022-12-01,1047.837561202221
2022-12-02,1067.8964836591783
2022-12-05,1068.105107339729
2022-12-06,1065.29308098817
2022-12-07,1011.7604041305592
2022-12-08,993.3377829632038
2022-12-09,986.8511861413151
2022-12-12,1021.3413850394726
2022-12-13,1037.259282884955
2022-12-14,1010.0862913510741
2022-12-15,1004.5052396762475
2022-12-16,985.7490864291295
2022-12-19,1001.165415422823
2022-12-20,981.455728196041
2022-12-21,981.3554285165021
2022-12-22,926.9861903163784
2022-12-23,912.5741108231452
2022-12-26,887.7768417879188
2022-12-27,878.5078944675156
2022-12-28,881.2538135104938
2022-12-29,881.6070690746146
2022-12-30,876.1861453699607
2023-01-02,847.0025033622665
2023-01-03,834.5443216294398
2023-01-04,834.5048454980367
2023-01-05,815.7046747519258
2023-01-06,793.6544127276709
2023-01-09,793.0311465851611
2023-01-10,810.5583130270438
2023-01-11,839.6028867778879
2023-01-12,860.3156632932473
2023-01-13,844.3165323799112
2023-01-16,814.6155914544797
2023-01-17,838.7968753513045
2023-01-18,827.6010907085767
2023-01-19,810.8529596483232
2023-01-20,785.3603430975559
2023-01-23,788.7088963715242
2023-01-24,772.9057008970067
2023-01-25,783.0771064926893
2023-01-26,774.8130285908636
2023-01-27,797.2803323313482
2023-01-30,806.0790994138141
2023-01-31,810.2740407573997
2023-02-01,808.136864239308
2023-02-02,835.9349361469041
2023-02-03,832.7879904310372
2023-02-06,873.998794620841
2023-02-07,872.918709707934
2023-02-08,886.3586936518675
2023-02-09,869.349454348037
2023-02-10,890.0117509535443
2023-02-13,901.8558730140801
2023-02-14,885.6012204823202
2023-02-15,887.1502315993879
2023-02-16,908.3590653294918
2023-02-17,939.9739792611914
2023-02-20,934.1261605067892
2023-02-21,946.5048238343189
2023-02-22,935.8591877370438
2023-02-23,913.0868835730565
2023-02-24,933.9454016286597
2023-02-27,937.1459726575259
2023-02-28,985.3959328358948
2023-03-01,994.7651113716969
2023-03-02,941.2186189282191
2023-03-03,954.2137954615861
2023-03-06,993.0194667846928
2023-03-07,999.3011449010511
2023-03-08,1056.1291534873064
2023-03-09,1082.9923571987447
2023-03-10,1050.9825654122315
2023-03-13,1087.0925906794344
2023-03-14,1090.8363756365493
2023-03-15,1089.2550730751057
2023-03-16,1056.6809038964373
2023-03-17,1036.797426749825
2023-03-20,1068.1683718799445
2023-03-21,1085.6217810778712
2023-03-22,1132.6451404719476
2023-03-23,1144.4549741495885
2023-03-24,1177.5992769181817
2023-03-27,1117.6330125559407
2023-03-28,1103.1505629596568
2023-03-29,1125.6672119728282
2023-03-30,1146.7785943529407
2023-03-31,1095.1629102371276
2023-04-03,1030.4635442216731
2023-04-04,1018.3535725244201
2023-04-05,1001.1987327274007
2023-04-06,993.3635427272932
2023-04-07,1007.3250734406421
2023-04-10,1003.2923713844269
2023-04-11,1014.0463768548982
2023-04-12,1002.337111682195
2023-04-13,978.2557398294298
2023-04-14,995.0651938564151
2023-04-17,949.3137293536846
2023-04-18,947.7945965155054
2023-04-19,976.4580877542741
2023-04-20,1003.3408878273653
2023-04-21,1028.0263832076555
2023-04-24,1053.2157793297104
2023-04-25,1052.0585752440707
2023-04-26,1050.0297372701957
2023-04-27,1016.059821117548
2023-04-28,1015.8244672242886
2023-05-01,999.7505234739383
2023-05-02,1000.6855136776123
2023-05-03,1007.7131937146252
2023-05-04,969.7531745425799
2023-05-05,952.7970583030577
2023-05-08,940.2510085823949
2023-05-09,906.7972323507505
2023-05-10,919.2236541548267
2023-05-11,916.73926479022
2023-05-12,949.7251767515795
2023-05-15,934.4572051362875
2023-05-16,868.0170383594814
2023-05-17,876.0608035285095
2023-05-18,875.0031056696735
2023-05-19,905.5180035171486
2023-05-22,913.1321277643933
2023-05-23,872.3304138648956
2023-05-24,860.3789696268664
2023-05-25,849.5058778876233
2023-05-26,831.1377074259942
2023-05-29,864.0940073587104
2023-05-30,844.2890881940026
2023-05-31,837.4217908005202
2023-06-01,805.5445963313288
2023-06-02,827.9426209185608
2023-06-05,758.0297262310243
2023-06-06,747.2672943323494
2023-06-07,720.5017412608121
2023-06-08,703.9781233421294
2023-06-09,695.4193390094833
2023-06-12,727.8742438723161
2023-06-13,712.0195524694043
