Date,CHTR
2020-06-08,449.41002415814654
2020-06-09,446.5332404787033
2020-06-10,440.74150552168567
2020-06-11,437.115134845155
2020-06-12,433.35891390396426
2020-06-15,437.3923501017513
2020-06-16,426.8845438783101
2020-06-17,408.5435119194747
2020-06-18,408.284580255288
2020-06-19,421.85798100947414
2020-06-22,410.6705824619073
2020-06-23,406.9954171196339
2020-06-24,411.4858613590913
2020-06-25,416.4563106359838
2020-06-26,424.82766414739024
2020-06-29,414.6205948985399
2020-06-30,401.9467049745385
2020-07-01,407.65581513919403
2020-07-02,400.07207685568477
2020-07-03,396.9650949184689
2020-07-06,393.1234603371772
2020-07-07,386.64758777891495
2020-07-08,380.4194267664154
2020-07-09,386.8171019311618
2020-07-10,380.1202912236491
2020-07-13,390.18639816712516
2020-07-14,396.0264979831348
2020-07-15,392.20757769510163
2020-07-16,392.69474782318616
2020-07-17,391.19904118475563
2020-07-20,387.26855917058964
2020-07-21,389.50353386322615
2020-07-22,395.3437998909862
2020-07-23,401.5593576184459
2020-07-24,407.2559201699348
2020-07-27,414.5636415449405
2020-07-28,418.27830260974196
2020-07-29,421.5594661153454
2020-07-30,406.17367635118313
2020-07-31,395.1973975646217
2020-08-03,391.43424548251824
2020-08-04,395.85040842184515
2020-08-05,397.1894217283954
2020-08-06,417.3574732353579
2020-08-07,411.77505574018994
2020-08-10,412.82463994482134
2020-08-11,403.01426285308156
2020-08-12,392.5202285985478
2020-08-13,400.92727673757827
2020-08-14,401.7958305913125
2020-08-17,396.0067881941092
2020-08-18,392.71668137825117
2020-08-19,397.4262131411731
2020-08-20,387.5383660507048
2020-08-21,392.6015760308017
2020-08-24,388.4752956077715
2020-08-25,401.0472695178428
2020-08-26,405.65408254151043
2020-08-27,410.17757791511576
2020-08-28,402.19977367201443
2020-08-31,408.2379479294715
2020-09-01,396.50218427450415
2020-09-02,378.85986843368306
2020-09-03,378.948774925137
2020-09-04,377.9970619927862
2020-09-07,372.2105420077352
2020-09-08,368.95642320054304
2020-09-09,358.96129053764975
2020-09-10,359.4753246795936
2020-09-11,363.11959658991856
2020-09-14,377.0763649588907
2020-09-15,371.22344187978223
2020-09-16,362.9809997203509
2020-09-17,362.71799388092705
2020-09-18,362.9238299277203
2020-09-21,351.7173806736651
2020-09-22,352.8719551420412
2020-09-23,361.4734121697698
2020-09-24,359.4024497812485
2020-09-25,363.9805024030763
2020-09-28,366.37972474192145
2020-09-29,357.4341003627588
2020-09-30,350.81134131863877
2020-10-01,364.5395737472033
2020-10-02,368.89584733392644
2020-10-05,367.25375235794473
2020-10-06,362.7560940270598
2020-10-07,367.014090653382
2020-10-08,373.4859972937214
2020-10-09,362.457216981368
2020-10-12,346.9599174017264
2020-10-13,339.1203545112531
2020-10-14,347.2155162525985
2020-10-15,354.07979761749846
2020-10-16,342.36234442379657
2020-10-19,342.43430092588414
2020-10-20,358.0308608613493
2020-10-21,365.87609584534385
2020-10-22,361.8379403946327
2020-10-23,375.41322715784406
2020-10-26,378.102687705199
2020-10-27,381.71555070810984
2020-10-28,371.7228012308815
2020-10-29,366.5192344598914
2020-10-30,361.70586779983756
2020-11-02,373.05624446574643
2020-11-03,375.5659111775365
2020-11-04,370.2309009570314
2020-11-05,390.735639847022
2020-11-06,386.64718183890596
2020-11-09,379.86391193762574
2020-11-10,373.3352904493533
2020-11-11,378.96848476723056
2020-11-12,380.52969499827094
2020-11-13,384.19837637994834
2020-11-16,382.29815433902644
2020-11-17,381.5375129977759
2020-11-18,393.7935655612874
2020-11-19,403.43481118852003
2020-11-20,404.44754980464376
2020-11-23,402.10236995436406
2020-11-24,406.8102465281047
2020-11-25,410.95604601871577
2020-11-26,423.49352797464553
2020-11-27,446.4337657712227
2020-11-30,451.5912010996992
2020-12-01,470.70959884071385
2020-12-02,476.0854684151552
2020-12-03,490.4841797352814
2020-12-04,487.74160077763327
2020-12-07,477.60952589002807
2020-12-08,482.69381575037136
2020-12-09,469.4702618571438
2020-12-10,463.42822415167205
2020-12-11,458.01052535136904
2020-12-14,468.5809155103324
2020-12-15,479.4382677440719
2020-12-16,461.70690250516793
2020-12-17,456.8510700544272
2020-12-18,457.81150479426657
2020-12-21,443.39310526736
2020-12-22,442.50866929460824
2020-12-23,445.3774679170563
2020-12-24,434.7943070057787
2020-12-25,430.4559977414883
2020-12-28,441.8652471086351
2020-12-29,446.71884780806505
2020-12-30,460.70007530466086
2020-12-31,459.76434784645323
2021-01-01,460.5631624183978
2021-01-04,474.582941209257
2021-01-05,462.7464525151338
2021-01-06,467.4273132712144
2021-01-07,470.30647394107876
2021-01-08,471.1989847529211
2021-01-11,458.5020610376707
2021-01-12,455.14803200233405
2021-01-13,459.71213258480725
2021-01-14,454.1304902005821
2021-01-15,459.53442488399344
2021-01-18,466.7595474179426
2021-01-19,468.62448238683066
2021-01-20,475.3163689668527
2021-01-21,465.99095580461807
2021-01-22,466.93249180306844
2021-01-25,460.4626825059896
2021-01-26,452.3620278819551
2021-01-27,459.8235715069293
2021-01-28,465.1183052015649
2021-01-29,494.7079689041354
2021-02-01,501.53111301269615
2021-02-02,496.5554898958276
2021-02-03,478.0322509246969
2021-02-04,464.84160799402673
2021-02-05,465.7590078257003
2021-02-08,467.31995517272594
2021-02-09,468.50146507436006
2021-02-10,478.86010427537104
2021-02-11,481.33897550996494
2021-02-12,461.3605567721639
2021-02-15,451.8601894821726
2021-02-16,450.8522063866823
2021-02-17,449.7133980519295
2021-02-18,457.4804295912219
2021-02-19,436.53252041054566
2021-02-22,424.3766522839749
2021-02-23,427.6593040868048
2021-02-24,437.4104456074926
2021-02-25,444.37863288768165
2021-02-26,451.21413633706663
2021-03-01,472.4805912335991
2021-03-02,468.93627479722517
2021-03-03,461.0570269416783
2021-03-04,475.24654096865095
2021-03-05,468.5672360521725
2021-03-08,463.5239780322701
2021-03-09,461.5544552303293
2021-03-10,449.99249102452995
2021-03-11,447.6733078792972
2021-03-12,437.02149392945574
2021-03-15,439.03211071000106
2021-03-16,434.27956878119744
2021-03-17,435.6828984742442
2021-03-18,458.9083819672821
2021-03-19,456.3328556550504
2021-03-22,463.90649487290483
2021-03-23,441.0933232551035
2021-03-24,449.54722813512666
2021-03-25,446.58779232714784
2021-03-26,440.3494857102299
2021-03-29,447.5029071868256
2021-03-30,451.12008276265374
2021-03-31,448.9113581604672
2021-04-01,456.67179681835864
2021-04-02,466.47814285475005
2021-04-05,463.66370935155305
2021-04-06,477.31832334970517
2021-04-07,481.5103086051853
2021-04-08,469.83710700265704
2021-04-09,459.1801969175903
2021-04-12,475.4795961338551
2021-04-13,476.65066385947586
2021-04-14,467.65400075636614
2021-04-15,455.1600519032052
2021-04-16,457.9880604019544
2021-04-19,457.9473250206113
2021-04-20,463.47272559342724
2021-04-21,467.88349972167754
2021-04-22,477.30657041039905
2021-04-23,469.1314301171408
2021-04-26,471.1236825219085
2021-04-27,466.9341153171604
2021-04-28,458.1781540047269
2021-04-29,456.74496584326585
2021-04-30,462.39932710167835
2021-05-03,450.86897009190636
2021-05-04,447.99868032413235
2021-05-05,444.78909836609967
2021-05-06,444.9086235960143
2021-05-07,440.8020644520276
2021-05-10,454.7635326205849
2021-05-11,457.6217886537749
2021-05-12,461.8304178443673
2021-05-13,453.2354166784833
2021-05-14,460.6026911631218
2021-05-17,454.37602079694443
2021-05-18,436.296671618657
2021-05-19,448.1054193874595
2021-05-20,449.15280051308935
2021-05-21,451.44933888629913
2021-05-24,465.69109410739327
2021-05-25,471.2787725890119
2021-05-26,485.80156144719194
2021-05-27,487.06095266090887
2021-05-28,494.64243533121737
2021-05-31,488.5444264379234
2021-06-01,480.07198073957966
2021-06-02,482.93710799881313
2021-06-03,465.403115891181
2021-06-04,465.6446291524826
2021-06-07,461.23181742220333
2021-06-08,460.87526675754583
2021-06-09,473.9152951468237
2021-06-10,490.7641783476505
2021-06-11,493.8082417215789
2021-06-14,494.1977380048837
2021-06-15,494.73017050676225
2021-06-16,511.63792495038297
2021-06-17,508.8884969589737
2021-06-18,503.7189202109611
2021-06-21,477.22648272622945
2021-06-22,489.4455021234686
2021-06-23,492.34835713552013
2021-06-24,487.5080221263558
2021-06-25,488.2089354720217
2021-06-28,497.37929918289757
2021-06-29,498.597017201807
2021-06-30,488.0915021175154
2021-07-01,477.06880284954667
2021-07-02,468.9669649769496
2021-07-05,498.5470711420201
2021-07-06,478.4624119578722
2021-07-07,460.32534061762027
2021-07-08,478.73368377193117
2021-07-09,487.1869343523502
2021-07-12,490.69345919746735
2021-07-13,472.61179017676585
2021-07-14,475.35927188626283
2021-07-15,471.2145066896231
2021-07-16,458.5359400910152
2021-07-19,454.27181218136303
2021-07-20,453.61362734564534
2021-07-21,461.1235201655147
2021-07-22,459.2457583652396
2021-07-23,461.4145205440706
2021-07-26,474.76956221102785
2021-07-27,488.910940679556
2021-07-28,488.8089426699322
2021-07-29,497.32233527363206
2021-07-30,513.0951096346931
2021-08-02,488.4796814754048
2021-08-03,501.227767527857
2021-08-04,485.17843655230433
2021-08-05,465.1626447936696
2021-08-06,455.90584488231497
2021-08-09,450.2496593457022
2021-08-10,436.32845886464224
2021-08-11,441.78735946585664
2021-08-12,441.8736127732633
2021-08-13,429.92850488298063
2021-08-16,423.69231757837593
2021-08-17,436.5158916041768
2021-08-18,430.10674480179
2021-08-19,389.5211330284444
2021-08-20,391.582704830077
2021-08-23,402.61896437268365
2021-08-24,413.2008495391166
2021-08-25,414.20124505159094
2021-08-26,414.48590233734836
2021-08-27,423.05654018489594
2021-08-30,411.9716205651747
2021-08-31,419.24584703314287
2021-09-01,429.16086980614745
2021-09-02,432.8630497750986
2021-09-03,434.0540082033392
2021-09-06,430.41957192618787
2021-09-07,425.4910439679379
2021-09-08,427.6645977712351
2021-09-09,414.53586192969925
2021-09-10,423.1066467487
2021-09-13,423.9623315799121
2021-09-14,414.3997070719284
2021-09-15,410.5328877275776
2021-09-16,397.98543051357353
2021-09-17,385.823860702812
2021-09-20,390.6177838164168
2021-09-21,395.40836905383503
2021-09-22,392.69377694527
2021-09-23,373.49275268378545
2021-09-24,378.4845170248305
2021-09-27,387.1887443893668
2021-09-28,392.8932469364563
2021-09-29,396.40607635170244
2021-09-30,390.6019536217896
2021-10-01,395.12955107544315
2021-10-04,384.07922637107623
2021-10-05,371.16871812275224
2021-10-06,353.49912682499996
2021-10-07,353.2467480053749
2021-10-08,344.06757571828695
2021-10-11,348.04187921146604
2021-10-12,339.99050489271497
2021-10-13,349.5545283580293
2021-10-14,342.85319080335734
2021-10-15,342.80208153262015
2021-10-18,345.6864701753781
2021-10-19,350.51753696017005
2021-10-20,350.5236973973778
2021-10-21,358.2155843302256
2021-10-22,359.468951098954
2021-10-25,349.28767712350145
2021-10-26,338.5507483732522
2021-10-27,328.230219257917
2021-10-28,337.16698431383145
2021-10-29,343.3965387735197
2021-11-01,335.81524600780415
2021-11-02,342.61152723010696
2021-11-03,331.8990697927814
2021-11-04,327.39059104370193
2021-11-05,323.781997940736
2021-11-08,326.4213911738033
2021-11-09,340.0862189335407
2021-11-10,326.9630085310092
2021-11-11,322.716147071073
2021-11-12,328.2209063045238
2021-11-15,328.3401179505712
2021-11-16,347.9278401249823
2021-11-17,347.2338221250655
2021-11-18,340.9646023134097
2021-11-19,337.28215431215676
2021-11-22,328.399903919338
2021-11-23,351.1936129859603
2021-11-24,343.0036862147586
2021-11-25,338.37707751319016
2021-11-26,349.61601224991085
2021-11-29,348.4554977368602
2021-11-30,336.27434053985456
2021-12-01,344.24148304540773
2021-12-02,345.4329091584503
2021-12-03,341.3394691857963
2021-12-06,346.6341738853923
2021-12-07,333.2040318783446
2021-12-08,327.6081936871832
2021-12-09,335.8448944218597
2021-12-10,338.7382710432914
2021-12-13,332.70766933625373
2021-12-14,318.8709688369807
2021-12-15,311.8953185904405
2021-12-16,318.8377545717419
2021-12-17,320.4960629341049
2021-12-20,316.20480562356465
2021-12-21,312.20289472636375
2021-12-22,300.55667302954436
2021-12-23,294.19445167999976
2021-12-24,299.6054257248278
2021-12-27,315.65778458427275
2021-12-28,315.5776124758923
2021-12-29,306.92940638029785
2021-12-30,300.4152200147848
2021-12-31,302.4879391190331
2022-01-03,304.15376605127267
2022-01-04,301.4227016570718
2022-01-05,300.237880703538
2022-01-06,303.98262755695
2022-01-07,305.42467501873074
2022-01-10,304.3958637190568
2022-01-11,300.42438329287194
2022-01-12,291.7934873886025
2022-01-13,284.77540610303686
2022-01-14,288.41288790461704
2022-01-17,294.67852372405963
2022-01-18,286.57961865896766
2022-01-19,297.33115630108193
2022-01-20,303.1072621976273
2022-01-21,297.8598840550314
2022-01-24,296.0514442995886
2022-01-25,301.0142553189344
2022-01-26,302.5429763972497
2022-01-27,301.58457461005094
2022-01-28,308.88117108031935
2022-01-31,313.5434165798892
2022-02-01,333.7085200116864
2022-02-02,335.6010914165754
2022-02-03,337.1469229931151
2022-02-04,340.2526442746881
2022-02-07,342.6350851264915
2022-02-08,342.4299174540115
2022-02-09,348.0794834233875
2022-02-10,359.75966083408616
2022-02-11,356.64833334778075
2022-02-14,359.9491699385025
2022-02-15,358.38487550495597
2022-02-16,348.1690441400474
2022-02-17,353.7106340474726
2022-02-18,348.897151181756
2022-02-21,356.70604614669963
2022-02-22,338.5390961747842
2022-02-23,338.33392476837736
2022-02-24,324.8605078446714
2022-02-25,320.9080227963656
2022-02-28,314.16337074708696
2022-03-01,311.02127775462185
2022-03-02,314.1475896196591
2022-03-03,325.0341393835286
2022-03-04,336.87942464193804
2022-03-07,338.2057151062895
2022-03-08,330.3718164771384
2022-03-09,321.1973714291519
2022-03-10,321.55174752110037
2022-03-11,330.6011238672405
2022-03-14,340.5761277275463
2022-03-15,322.32905617834484
2022-03-16,324.83788729405507
2022-03-17,326.6418610839757
2022-03-18,328.9924053750302
2022-03-21,330.37213614030225
2022-03-22,325.6871039665727
2022-03-23,330.05369376697405
2022-03-24,333.1540056568986
2022-03-25,333.16921116898425
2022-03-28,329.72310045323303
2022-03-29,325.7330254692576
2022-03-30,313.6118757617165
2022-03-31,308.17261507844927
2022-04-01,316.704580910406
2022-04-04,319.9915186511803
2022-04-05,319.5810027379543
2022-04-06,308.45602420919187
2022-04-07,316.4656471808013
2022-04-08,295.98310151296005
2022-04-11,292.2784034818699
2022-04-12,288.77716628043805
2022-04-13,287.1567162761615
2022-04-14,280.439075578656
2022-04-15,291.8431658173025
2022-04-18,299.6956569961944
2022-04-19,298.4148066428514
2022-04-20,280.21574420057226
2022-04-21,292.6195520250216
2022-04-22,298.4037766734149
2022-04-25,297.42128271864937
2022-04-26,302.6774645267585
2022-04-27,306.96423376966777
2022-04-28,319.46102738242115
2022-04-29,331.854900649851
2022-05-02,338.59566680611124
2022-05-03,332.82121553551974
2022-05-04,332.7595922504163
2022-05-05,321.87086100007053
2022-05-06,326.89925807617817
2022-05-09,322.990982483516
2022-05-10,335.59695985312857
2022-05-11,334.90227861369203
2022-05-12,321.83818287808054
2022-05-13,319.04039099560714
2022-05-16,317.1180401367078
2022-05-17,306.4809112537292
2022-05-18,299.73725740855184
2022-05-19,301.07443561946013
2022-05-20,305.95573944436745
2022-05-23,298.9030250224647
2022-05-24,292.1262524381033
2022-05-25,299.7840545787567
2022-05-26,293.33789073151684
2022-05-27,290.60580460000125
2022-05-30,291.4724584664222
2022-05-31,279.6498254316774
2022-06-01,280.66727815325703
2022-06-02,287.1209899167332
2022-06-03,296.6390426969016
2022-06-06,293.0595528113197
2022-06-07,288.8012930027996
2022-06-08,283.6327097526026
2022-06-09,294.1476804207373
2022-06-10,282.0275507618696
2022-06-13,278.55036972142824
2022-06-14,283.04475012998876
2022-06-15,280.8173030124927
2022-06-16,284.79256361370074
2022-06-17,288.48189953022904
2022-06-20,289.89561780537076
2022-06-21,289.3937415517076
2022-06-22,289.62017639263814
2022-06-23,285.65912456669344
2022-06-24,284.7931961087002
2022-06-27,285.1817210158282
2022-06-28,277.6184275598742
2022-06-29,273.12434519794357
2022-06-30,273.74827252337957
2022-07-01,278.62300963089956
2022-07-04,278.3211421023778
2022-07-05,272.7999551499158
2022-07-06,269.240675668294
2022-07-07,269.67804539457626
2022-07-08,267.71309851377595
2022-07-11,273.6385924304924
2022-07-12,269.5871565988693
2022-07-13,263.07239288603
2022-07-14,259.1473306320632
2022-07-15,251.5758789744969
2022-07-18,246.76716245285647
2022-07-19,239.68222042447664
2022-07-20,240.3207631470168
2022-07-21,233.3212983209728
2022-07-22,237.9363913260775
2022-07-25,238.13823867182876
2022-07-26,235.3622937866569
2022-07-27,235.53693315545522
2022-07-28,231.41109062880372
2022-07-29,226.7410961560727
2022-08-01,221.9509078009961
2022-08-02,220.0038391755899
2022-08-03,229.7998114528856
2022-08-04,227.83272729837816
2022-08-05,231.2582807555994
2022-08-08,233.6781512018981
2022-08-09,231.36204997368554
2022-08-10,241.02489224159476
2022-08-11,247.32736888026298
2022-08-12,238.23270654604846
2022-08-15,237.42203061738502
2022-08-16,235.03816611365534
2022-08-17,233.70942541719668
2022-08-18,225.54510955148695
2022-08-19,233.54435266206343
2022-08-22,226.43408226664724
2022-08-23,227.99751924707743
2022-08-24,219.18593074582506
2022-08-25,220.59437956122707
2022-08-26,221.0882488314844
2022-08-29,216.35292762952724
2022-08-30,221.7898476563491
2022-08-31,218.90179692172092
2022-09-01,218.871053582219
2022-09-02,221.1322193038235
2022-09-05,219.33083770803879
2022-09-06,222.45961874484018
2022-09-07,212.88493325220176
2022-09-08,214.2080147246812
2022-09-09,220.99873766076342
2022-09-12,219.3595582414427
2022-09-13,216.8895976830281
2022-09-14,221.05779241365457
2022-09-15,224.63138399849495
2022-09-16,227.8363755771036
2022-09-19,224.43404419415475
2022-09-20,232.03194850791647
2022-09-21,233.37800292885885
2022-09-22,231.36552594680683
2022-09-23,241.16472463618854
2022-09-26,234.875671090565
2022-09-27,231.3572442971875
2022-09-28,225.78956864137888
2022-09-29,230.4123251000043
2022-09-30,224.6402612566265
2022-10-03,215.30043331098318
2022-10-04,216.98448419954258
2022-10-05,222.84898222604335
2022-10-06,221.97222909466853
2022-10-07,222.7616033822941
2022-10-10,228.13911472114435
2022-10-11,236.8357503294726
2022-10-12,241.67027427104713
2022-10-13,240.61749748349348
2022-10-14,237.80727001475117
2022-10-17,236.81484849337835
2022-10-18,243.16925833117554
2022-10-19,239.4108459836813
2022-10-20,238.92278100819465
2022-10-21,231.94931390372795
2022-10-24,227.33672813188485
2022-10-25,220.84101536225376
2022-10-26,228.7360867531589
2022-10-27,227.592250755143
2022-10-28,234.7897731483026
2022-10-31,244.44629529341998
2022-11-01,248.3422064608732
2022-11-02,253.70537533172973
2022-11-03,249.59182440369182
2022-11-04,251.12649150273603
2022-11-07,251.71769994877454
2022-11-08,253.30912105945842
2022-11-09,258.98788304724764
2022-11-10,244.54535515768686
2022-11-11,241.8221581359731
2022-11-14,240.25580866255862
2022-11-15,239.991775649087
2022-11-16,245.83718903821637
2022-11-17,247.03736342795233
2022-11-18,241.57128757739457
2022-11-21,235.9509959370226
2022-11-22,238.76489375434485
2022-11-23,236.59692303706058
2022-11-24,241.3353966563616
2022-11-25,242.90834529238165
2022-11-28,238.47820599671212
2022-11-29,242.96423916467097
2022-11-30,247.37094198851
2022-12-01,238.51699064726262
2022-12-02,238.36382359533982
2022-12-05,234.04718908298148
2022-12-06,228.71570888897153
2022-12-07,232.805367361806
2022-12-08,230.3518263132666
2022-12-09,231.5913217411386
2022-12-12,234.54615077204267
2022-12-13,234.9106504202187
2022-12-14,235.19598029558642
2022-12-15,240.4409790086242
2022-12-16,238.92055833172913
2022-12-19,242.5020048943137
2022-12-20,247.41128591051267
2022-12-21,255.47207837585822
2022-12-22,256.10441742387604
2022-12-23,258.9616538365874
2022-12-26,256.20741497432743
2022-12-27,254.9059965150402
2022-12-28,253.6178442264458
2022-12-29,259.7337885749581
2022-12-30,251.25061840349738
2023-01-02,253.33653463028563
2023-01-03,260.1299086209732
2023-01-04,264.36548496952565
2023-01-05,272.9242535188241
2023-01-06,275.08708512704067
2023-01-09,275.23306806557844
2023-01-10,280.2314917544885
2023-01-11,281.5939343700382
2023-01-12,286.65031298348305
2023-01-13,275.86863076609393
2023-01-16,276.3577344124622
2023-01-17,285.48424514352155
2023-01-18,278.1713015933872
2023-01-19,278.6793326323181
2023-01-20,284.6819400358629
2023-01-23,288.2454885581847
2023-01-24,291.0291072558842
2023-01-25,278.3808317553962
2023-01-26,284.83510029761135
2023-01-27,285.68425932799164
2023-01-30,285.64469416542283
2023-01-31,281.1589012999619
2023-02-01,271.5278733426255
2023-02-02,274.79364647027063
2023-02-03,273.7593556380315
2023-02-06,271.10219036953777
2023-02-07,274.3657741904299
2023-02-08,262.3974584805652
2023-02-09,270.7938018661354
2023-02-10,277.1452773519261
2023-02-13,286.98640393303634
2023-02-14,287.4668811571195
2023-02-15,284.021506783762
2023-02-16,293.71970884652944
2023-02-17,294.9664081134747
2023-02-20,303.05336042466917
2023-02-21,289.1315149223285
2023-02-22,292.2904260141814
2023-02-23,287.01180741448314
2023-02-24,282.6647150950873
2023-02-27,284.7837668545354
2023-02-28,290.20048208541823
2023-03-01,288.20855656693453
2023-03-02,290.0099852834631
2023-03-03,289.05447098541066
2023-03-06,295.720655338968
2023-03-07,300.2613197064826
2023-03-08,308.5298619679344
2023-03-09,308.2836083372848
2023-03-10,317.0432078269842
2023-03-13,313.7916964910104
2023-03-14,315.04415589063393
2023-03-15,317.2010136987299
2023-03-16,318.06939212235346
2023-03-17,320.25066440699595
2023-03-20,320.0240773707852
2023-03-21,321.67488797577454
2023-03-22,318.23019091995883
2023-03-23,318.42237904667434
2023-03-24,317.7339561323118
2023-03-27,321.04073380401536
2023-03-28,324.5542604115914
2023-03-29,322.7484471878059
2023-03-30,322.0523999257376
2023-03-31,324.6075169257543
2023-04-03,319.7583002949985
2023-04-04,317.0738053217143
2023-04-05,314.38145521265335
2023-04-06,309.62150434535187
2023-04-07,308.1241314645096
2023-04-10,307.26201587256077
2023-04-11,323.2331777471968
2023-04-12,317.9491664124106
2023-04-13,330.00434959678904
2023-04-14,341.37293032075144
2023-04-17,343.2927534391087
2023-04-18,350.58137280867663
2023-04-19,354.1563746459762
2023-04-20,354.14178129096985
2023-04-21,334.665545674437
2023-04-24,331.3520202773048
2023-04-25,336.7716482686431
2023-04-26,326.100665558916
2023-04-27,320.52638197089874
2023-04-28,324.57537171876726
2023-05-01,326.83855787475585
2023-05-02,316.4072793711329
2023-05-03,322.7348049901846
2023-05-04,322.8897541513883
2023-05-05,321.40786085702854
2023-05-08,330.18869545254836
2023-05-09,319.5786624489054
2023-05-10,325.6561094922647
2023-05-11,315.6920210704688
2023-05-12,313.59612986119777
2023-05-15,318.9209337950853
2023-05-16,317.4272773080607
2023-05-17,300.0112910228601
2023-05-18,299.25015780339834
2023-05-19,290.6457018053361
2023-05-22,297.85867703141093
2023-05-23,293.99103452761995
2023-05-24,298.9800883359397
2023-05-25,303.2353218932778
2023-05-26,300.1691133078108
2023-05-29,295.94892830583456
2023-05-30,300.46807542123724
2023-05-31,302.96095457325504
2023-06-01,294.17643201513874
2023-06-02,295.2109067751049
2023-06-05,299.398489010049
2023-06-06,303.62867923779146
2023-06-07,312.70142603931356
2023-06-08,304.1918664747411
2023-06-09,296.15619165005523
2023-06-12,298.064034956323
2023-06-13,311.080810457437
2023-06-14,307.2768169561762
2023-06-15,304.7522821514285
2023-06-16,303.14465770459356
2023-06-19,300.5832392703343
2023-06-20,304.66760695195484
2023-06-21,303.59825364689243
2023-06-22,304.4792162847506
2023-06-23,307.9462434334204
2023-06-26,307.52085219546547
2023-06-27,312.20380108497983
2023-06-28,310.46270048666787
2023-06-29,304.1435588010072
2023-06-30,307.6574679076742
2023-07-03,313.34856370038113
2023-07-04,322.1740134174097
2023-07-05,319.8480668447948
2023-07-06,313.0007834097037
2023-07-07,306.5732650533883
2023-07-10,307.17414616038633
2023-07-11,310.79708058586436
2023-07-12,302.0679854900499
2023-07-13,300.0152228273173
2023-07-14,294.6286217949165
2023-07-17,285.25540853078087
2023-07-18,276.7743577304477
2023-07-19,269.65986705403185
2023-07-20,267.82751204512374
2023-07-21,267.3876536763039
2023-07-24,265.24326201054157
2023-07-25,262.58339828809375
2023-07-26,250.29150364957204
2023-07-27,252.38912969192552
2023-07-28,251.97079732174905
2023-07-31,259.94754052405284
2023-08-01,267.1158972194887
