Date,TPR
2020-10-30,449.84551760595065
2020-11-02,464.6273692142433
2020-11-03,472.04092806871625
2020-11-04,475.916955103577
2020-11-05,470.8720248754051
2020-11-06,459.9470446889485
2020-11-09,466.0446713231014
2020-11-10,471.88369135831584
2020-11-11,471.38990267047546
2020-11-12,457.77265461059056
2020-11-13,460.47793992626043
2020-11-16,446.5294269579863
2020-11-17,447.4789407602093
2020-11-18,445.4298535592816
2020-11-19,460.7388904879519
2020-11-20,443.0830014106914
2020-11-23,450.2571346918212
2020-11-24,433.98423784527733
2020-11-25,435.1211092182624
2020-11-26,422.3952525936355
2020-11-27,411.2304536761165
2020-11-30,410.7740421181821
2020-12-01,401.107459609727
2020-12-02,392.9955709936763
2020-12-03,395.46499424127046
2020-12-04,414.72662530580544
2020-12-07,408.0822221104443
2020-12-08,393.0441681036776
2020-12-09,398.71053101732645
2020-12-10,403.87943352873634
2020-12-11,396.3235595298331
2020-12-14,400.45726226432646
2020-12-15,398.8807654161446
2020-12-16,405.8808183795049
2020-12-17,406.7942792791519
2020-12-18,409.6477976281067
2020-12-21,408.5543344134186
2020-12-22,421.77491882293066
2020-12-23,434.97052488048416
2020-12-24,441.62375353846704
2020-12-25,444.74744885704723
2020-12-28,446.28421592249975
2020-12-29,438.1132451295575
2020-12-30,440.9672098546413
2020-12-31,438.94317960981545
2021-01-01,431.8538729436381
2021-01-04,439.3324047199127
2021-01-05,441.40010490304223
2021-01-06,437.9622542037055
2021-01-07,448.2076427401657
2021-01-08,436.04761042941755
2021-01-11,437.74843471748204
2021-01-12,438.6537163199942
2021-01-13,426.18808073013145
2021-01-14,419.1267877136692
2021-01-15,415.9131082145114
2021-01-18,416.8395408951338
2021-01-19,410.2501784923761
2021-01-20,404.34708616092087
2021-01-21,415.3916620493942
2021-01-22,401.14178318969954
2021-01-25,408.91718786926975
2021-01-26,404.4219576363657
2021-01-27,424.39855125196647
2021-01-28,418.6626464910816
2021-01-29,423.3672660547144
2021-02-01,437.67171767272157
2021-02-02,460.06621315634953
2021-02-03,454.48595093959767
2021-02-04,467.59902152876714
2021-02-05,494.22357763782446
2021-02-08,481.97713504894404
2021-02-09,487.2010013902579
2021-02-10,488.82730293683187
2021-02-11,494.9420982981615
2021-02-12,476.7602868460164
2021-02-15,488.807334540711
2021-02-16,468.47455659502754
2021-02-17,458.8579272106173
2021-02-18,453.1116911009009
2021-02-19,457.3754107108922
2021-02-22,439.07808524374263
2021-02-23,454.48578709365626
2021-02-24,450.8573336503756
2021-02-25,445.2957758224374
2021-02-26,457.2546023963339
2021-03-01,467.7494651802866
2021-03-02,476.5122812370462
2021-03-03,487.13652719496315
2021-03-04,480.80142897309986
2021-03-05,496.5245398857521
2021-03-08,505.9236184046997
2021-03-09,506.55826719112775
2021-03-10,500.3416919322919
2021-03-11,499.0733599581346
2021-03-12,493.8661625494028
2021-03-15,473.9303663297275
2021-03-16,477.1151057443185
2021-03-17,480.01374167930703
2021-03-18,498.08929379621384
2021-03-19,483.89082919437953
2021-03-22,469.0637696947764
2021-03-23,460.7608219805586
2021-03-24,470.99327153768047
2021-03-25,456.1651620770609
2021-03-26,453.09645798794764
2021-03-29,448.37278888550367
2021-03-30,447.8858446698089
2021-03-31,450.70393661301995
2021-04-01,474.49748105293656
2021-04-02,467.1978765260396
2021-04-05,494.86594475475977
2021-04-06,478.7499202446762
2021-04-07,479.0493508365774
2021-04-08,477.4474846251637
2021-04-09,498.1401156000114
2021-04-12,506.5803169543188
2021-04-13,511.7354055085776
2021-04-14,523.155649657679
2021-04-15,519.5373875482807
2021-04-16,514.7379344415709
2021-04-19,524.2370694591992
2021-04-20,553.9243139094565
2021-04-21,545.1793303004231
2021-04-22,547.6695088746711
2021-04-23,522.8315832957455
2021-04-26,520.340672224607
2021-04-27,553.1960558418384
2021-04-28,552.8930633025808
2021-04-29,532.7769076597956
2021-04-30,547.2116613608963
2021-05-03,513.3795037516267
2021-05-04,490.32372072912887
2021-05-05,487.6782384920358
2021-05-06,501.0019711126513
2021-05-07,506.49174900020904
2021-05-10,496.6942383488843
2021-05-11,522.6880658062568
2021-05-12,515.0738194373503
2021-05-13,533.2285276805458
2021-05-14,532.7129072456069
2021-05-17,545.0587304073705
2021-05-18,525.7304628891918
2021-05-19,512.4091263593767
2021-05-20,513.7467350277215
2021-05-21,511.53707876340155
2021-05-24,517.830885661568
2021-05-25,514.9589056570774
2021-05-26,525.1882560976615
2021-05-27,535.5124596400779
2021-05-28,552.7572728870282
2021-05-31,545.3370225540378
2021-06-01,561.1134326206396
2021-06-02,539.9932441473682
2021-06-03,543.1477641614262
2021-06-04,551.4083982957053
2021-06-07,573.6236274727944
2021-06-08,568.7207296767667
2021-06-09,559.202084069652
2021-06-10,556.2269286416391
2021-06-11,555.1913157489633
2021-06-14,564.0225131908585
2021-06-15,565.7099701556798
2021-06-16,586.037030474203
2021-06-17,617.0806242384436
2021-06-18,601.5027871715372
2021-06-21,593.4930326342015
2021-06-22,596.7332426753808
2021-06-23,589.7890902170064
2021-06-24,591.7111168370415
2021-06-25,593.3298300844671
2021-06-28,582.8424509217157
2021-06-29,575.9979235674604
2021-06-30,568.1330496136577
2021-07-01,571.9957588488179
2021-07-02,576.0084467277176
2021-07-05,587.7031688097086
2021-07-06,596.3563367445208
2021-07-07,621.249723591068
2021-07-08,592.3835865897405
2021-07-09,590.9173623288318
2021-07-12,588.9123112583453
2021-07-13,615.2487909034605
2021-07-14,622.3802147652777
2021-07-15,626.5939606758288
2021-07-16,612.8902174716895
2021-07-19,626.2497079232618
2021-07-20,628.9579700851642
2021-07-21,627.8514895161751
2021-07-22,619.1089447173721
2021-07-23,629.1637621500596
2021-07-26,639.885871399986
2021-07-27,652.2194360539389
2021-07-28,634.4655921111995
2021-07-29,635.9195207524588
2021-07-30,633.2422100875522
2021-08-02,605.0674520075944
2021-08-03,599.1187322466084
2021-08-04,594.765889958263
2021-08-05,590.2377433240732
2021-08-06,583.0229397387834
2021-08-09,581.9472234374543
2021-08-10,562.3056809082034
2021-08-11,558.5132079040164
2021-08-12,549.1166101802014
2021-08-13,551.4155681775928
2021-08-16,564.5945389398987
2021-08-17,547.433567285519
2021-08-18,532.3158718940721
2021-08-19,500.6235313300571
2021-08-20,507.1634629624686
2021-08-23,504.3969531559986
2021-08-24,503.2321280192909
2021-08-25,512.4446061552611
2021-08-26,505.2658598462532
2021-08-27,498.414923992137
2021-08-30,488.46714453432236
2021-08-31,472.0521192729146
2021-09-01,490.9711971881648
2021-09-02,476.0510204200616
2021-09-03,480.83035891553703
2021-09-06,482.5181673228408
2021-09-07,473.9615160796718
2021-09-08,469.6650980932842
2021-09-09,465.5477199733357
2021-09-10,466.625244569239
2021-09-13,459.1341260652198
2021-09-14,460.09582758985346
2021-09-15,457.16649794042337
2021-09-16,468.3640282880994
2021-09-17,496.840110488231
2021-09-20,482.39170215542134
2021-09-21,491.9490755969597
2021-09-22,517.3564225537169
2021-09-23,519.0211310906626
2021-09-24,523.2980222155902
2021-09-27,497.52575709253
2021-09-28,492.66176212543115
2021-09-29,520.8792883778104
2021-09-30,555.193457118656
2021-10-01,542.7379658324224
2021-10-04,550.8940847936001
2021-10-05,543.1152256056592
2021-10-06,540.2928040630484
2021-10-07,543.3493849336703
2021-10-08,547.1093586191104
2021-10-11,562.2972128080766
2021-10-12,563.0275821873162
2021-10-13,585.1985009461775
2021-10-14,561.1036715770526
2021-10-15,546.4344223717451
2021-10-18,559.4692014361433
2021-10-19,555.7661458623021
2021-10-20,550.5560235160834
2021-10-21,568.0987609440799
2021-10-22,596.7480632360006
2021-10-25,609.817816088658
2021-10-26,595.7154891787254
2021-10-27,578.6651400325616
2021-10-28,582.2414942229594
2021-10-29,568.7050194822275
2021-11-01,577.8540620763146
2021-11-02,572.9040554538877
2021-11-03,570.3954152382797
2021-11-04,548.1022457017784
2021-11-05,524.497629233186
2021-11-08,537.3219339715091
2021-11-09,548.870325703951
2021-11-10,550.1453394049663
2021-11-11,563.7352215859241
2021-11-12,541.5718053042467
2021-11-15,551.3967380491221
2021-11-16,566.1909166660198
2021-11-17,568.8457922241483
2021-11-18,586.0709756650544
2021-11-19,584.6327700429555
2021-11-22,581.1451146933152
2021-11-23,576.4955597696422
2021-11-24,570.8693639351777
2021-11-25,559.9414127851405
2021-11-26,553.835411608231
2021-11-29,531.1434578410339
2021-11-30,521.9318090954761
2021-12-01,524.529081647261
2021-12-02,521.0295235826884
2021-12-03,539.8683462259058
2021-12-06,539.2503731515708
2021-12-07,573.02693767913
2021-12-08,603.0541292324689
2021-12-09,599.0132274231088
2021-12-10,585.3085745627761
2021-12-13,574.2476783090602
2021-12-14,585.5709068019048
2021-12-15,580.7187409457072
2021-12-16,578.9260162410148
2021-12-17,597.4970415906436
2021-12-20,605.610905706708
2021-12-21,585.781660526086
2021-12-22,609.478039500841
2021-12-23,603.6298781119609
2021-12-24,601.7636291188198
2021-12-27,603.7735453865163
2021-12-28,610.0146688304752
2021-12-29,623.9407346306319
2021-12-30,636.0148221235281
2021-12-31,625.7575847272002
2022-01-03,622.5662183458653
2022-01-04,626.362144550996
2022-01-05,642.2452702117342
2022-01-06,615.6185518250511
2022-01-07,623.2306297871604
2022-01-10,611.6770388765782
2022-01-11,604.3078347827698
2022-01-12,618.7226202368506
2022-01-13,632.2741592267475
2022-01-14,614.6252041574021
2022-01-17,646.3942508816468
2022-01-18,645.426191807493
2022-01-19,656.4347822062715
2022-01-20,646.3682896512748
2022-01-21,639.1914119009562
2022-01-24,663.6594983413208
2022-01-25,700.8025180967153
2022-01-26,702.0719793917488
2022-01-27,692.1806806294356
2022-01-28,697.2045135678048
2022-01-31,691.1582628379986
2022-02-01,704.9430893618484
2022-02-02,690.1433187945439
2022-02-03,707.2746904990878
2022-02-04,700.3809934198383
2022-02-07,692.7111914650034
2022-02-08,697.839809659104
2022-02-09,687.9712647799244
2022-02-10,675.9767650398844
2022-02-11,673.1523941339234
2022-02-14,679.7941921934764
2022-02-15,698.3136230073643
2022-02-16,658.7628565224663
2022-02-17,665.8430003256868
2022-02-18,653.1353487094924
2022-02-21,648.0642858436858
2022-02-22,645.5726182737061
2022-02-23,636.6629661692411
2022-02-24,640.4620639316273
2022-02-25,629.0928120853262
2022-02-28,628.1722270362413
2022-03-01,636.3494352051825
2022-03-02,611.0077297092847
2022-03-03,621.2086576866935
2022-03-04,600.7187977727082
2022-03-07,594.5773639019492
2022-03-08,591.6255374004512
2022-03-09,617.5317787764371
2022-03-10,614.6748038772726
2022-03-11,607.5416894238293
2022-03-14,615.1321869880243
2022-03-15,604.7214384291068
2022-03-16,622.9193768157323
2022-03-17,617.2129176559221
2022-03-18,606.4497722109915
2022-03-21,597.7771536598586
2022-03-22,591.4005016402873
2022-03-23,580.5635757353554
2022-03-24,555.1221010951917
2022-03-25,562.3342201777986
2022-03-28,566.102183669706
2022-03-29,581.619793821384
2022-03-30,581.4196483143555
2022-03-31,578.9347923562793
2022-04-01,592.0761654764104
2022-04-04,592.376852329767
2022-04-05,594.0187795975964
2022-04-06,601.6084308316866
2022-04-07,603.5432194074132
2022-04-08,614.6922610261115
2022-04-11,602.0957778731154
2022-04-12,608.7751594311313
2022-04-13,593.5720504714003
2022-04-14,622.4254898672514
2022-04-15,612.4815056239897
2022-04-18,618.8108361567433
2022-04-19,651.4603700382157
2022-04-20,633.4958248414806
2022-04-21,631.5306594824267
2022-04-22,640.70509105842
2022-04-25,647.9393886950409
2022-04-26,661.8667085629426
2022-04-27,636.9923764260375
2022-04-28,621.3167199170437
2022-04-29,593.2615013119719
2022-05-02,601.8029113496423
2022-05-03,593.8915015174979
2022-05-04,573.9353807253968
2022-05-05,589.8380758184263
2022-05-06,584.814831834941
2022-05-09,568.5718557492289
2022-05-10,580.0370047749949
2022-05-11,592.1962885649175
2022-05-12,588.6334847515392
2022-05-13,583.8990231281515
2022-05-16,573.3575666681407
2022-05-17,592.4667464121266
2022-05-18,608.2634756135196
2022-05-19,589.8380705952661
2022-05-20,584.3412833187716
2022-05-23,609.1517330845048
2022-05-24,623.3076246336026
2022-05-25,645.8926319354572
2022-05-26,648.90354125647
2022-05-27,656.5176633836036
2022-05-30,663.9826164302492
2022-05-31,678.2949654094415
2022-06-01,670.916442748064
2022-06-02,687.6353293549886
2022-06-03,693.2196186000737
2022-06-06,717.4328991834362
2022-06-07,700.4185090546324
2022-06-08,688.690221819281
2022-06-09,683.194347753243
2022-06-10,651.3911519614577
2022-06-13,671.9396283905468
2022-06-14,671.0030323059412
2022-06-15,659.7115424597118
2022-06-16,660.6722279924186
2022-06-17,654.2892542115228
2022-06-20,641.3722950368018
2022-06-21,634.8665821770705
2022-06-22,623.3678525722273
2022-06-23,619.720880848977
2022-06-24,615.6411078002843
2022-06-27,624.8346655708174
2022-06-28,619.3297898675598
2022-06-29,611.9101298482946
2022-06-30,632.0619434519461
2022-07-01,634.7106343920082
2022-07-04,607.1225765620429
2022-07-05,622.709121866247
2022-07-06,629.7556939836105
2022-07-07,628.6739956657625
2022-07-08,616.0898540915782
2022-07-11,616.1535360546395
2022-07-12,606.8368707417908
2022-07-13,614.5216957554776
2022-07-14,609.0515047299464
2022-07-15,609.2031557138819
2022-07-18,599.2808175556156
2022-07-19,599.608245274443
2022-07-20,620.0610617219435
2022-07-21,631.6069872163539
2022-07-22,640.2112715637675
2022-07-25,649.4616472497196
2022-07-26,646.1050573621135
2022-07-27,633.9846261705267
2022-07-28,635.3616921678996
2022-07-29,626.7182697759513
2022-08-01,623.0433432203971
2022-08-02,641.6513878289377
2022-08-03,638.3758426921993
2022-08-04,623.0768019517081
2022-08-05,626.6383364571068
2022-08-08,622.6698816938875
2022-08-09,615.8653896488404
2022-08-10,616.1992091813397
2022-08-11,612.2087665286003
2022-08-12,613.8950042509675
2022-08-15,634.5485668302301
2022-08-16,650.586658308423
2022-08-17,647.096025488928
2022-08-18,627.9509385168749
2022-08-19,626.3904052398656
2022-08-22,622.4645198596594
2022-08-23,618.7118363190631
2022-08-24,618.7774332047287
2022-08-25,625.9123189665647
2022-08-26,649.4078986178191
2022-08-29,671.2617919734193
2022-08-30,690.7622584270085
2022-08-31,674.0694661607378
2022-09-01,699.8370190701635
2022-09-02,697.6530724296938
2022-09-05,693.5472516116894
2022-09-06,688.5875133261438
2022-09-07,679.8473736892239
2022-09-08,676.1683489558902
2022-09-09,666.4504686291458
2022-09-12,677.3712676221378
2022-09-13,673.9795808972298
2022-09-14,661.7233969315457
2022-09-15,680.8394620650506
2022-09-16,683.8134004349824
2022-09-19,704.6433199385234
2022-09-20,743.7635532566972
2022-09-21,754.9397150866604
2022-09-22,749.6109257745288
2022-09-23,763.6740426217482
2022-09-26,765.9484933535526
2022-09-27,759.1026428024071
2022-09-28,749.9199710092743
2022-09-29,754.0107384164909
2022-09-30,754.634519913391
2022-10-03,743.5797726774582
2022-10-04,734.5966266971824
2022-10-05,718.7392563783739
2022-10-06,672.7428904166165
2022-10-07,707.0112976366012
2022-10-10,699.8148959154211
2022-10-11,727.7896341270723
2022-10-12,703.921174196052
2022-10-13,669.0861613080693
2022-10-14,674.8370822757355
2022-10-17,653.1906162220529
2022-10-18,645.9358120347155
2022-10-19,657.1796406475983
2022-10-20,678.5209958198603
2022-10-21,686.3239540081735
2022-10-24,698.6073443755731
2022-10-25,685.2775860083257
2022-10-26,696.1422059795873
2022-10-27,701.1327833682285
2022-10-28,680.436990125494
2022-10-31,674.7117541880128
2022-11-01,675.8729841560316
2022-11-02,679.6968409536792
2022-11-03,682.2041053531315
2022-11-04,692.8356755235777
2022-11-07,666.990186141659
2022-11-08,684.4601183003052
2022-11-09,666.8307544340822
2022-11-10,677.7844931103843
2022-11-11,686.1549826433879
2022-11-14,669.4253604911214
2022-11-15,673.3779649413219
2022-11-16,682.6641365050888
2022-11-17,669.7582894531103
2022-11-18,669.540869729766
2022-11-21,678.7666659755984
2022-11-22,666.7063056266962
2022-11-23,647.979845306867
2022-11-24,651.0922458528163
2022-11-25,644.2243414303857
2022-11-28,619.5167115611388
2022-11-29,616.2891900600227
2022-11-30,629.0095852419639
2022-12-01,602.4539047123747
2022-12-02,609.960899182121
2022-12-05,624.2696263240646
2022-12-06,615.506266354586
2022-12-07,604.0527419138156
2022-12-08,605.6739299450962
2022-12-09,601.8766576631953
2022-12-12,609.8440581454201
2022-12-13,630.3460799519966
2022-12-14,642.6733526182683
2022-12-15,648.504799619032
2022-12-16,674.4396197208872
2022-12-19,651.0329072131217
2022-12-20,659.4529049941083
2022-12-21,670.8175058795433
2022-12-22,666.3883698088916
2022-12-23,638.1586306594036
2022-12-26,649.1298091509329
2022-12-27,624.1918774029194
2022-12-28,646.2505552638265
2022-12-29,633.4177747309293
2022-12-30,626.2884007505174
2023-01-02,629.4617241521817
2023-01-03,612.7610819295493
2023-01-04,597.398050424942
2023-01-05,592.7700900882833
2023-01-06,609.679982247102
2023-01-09,603.624298381681
2023-01-10,572.151522499895
2023-01-11,567.5056024671368
2023-01-12,563.9132456918983
2023-01-13,554.2948084087008
2023-01-16,544.7973343370052
2023-01-17,524.739802633746
2023-01-18,515.3792543563966
2023-01-19,540.474034297155
2023-01-20,518.6313337478693
2023-01-23,527.2871428858847
2023-01-24,531.7200675121351
2023-01-25,531.7653252944522
2023-01-26,538.1577949948805
2023-01-27,543.7632561557597
2023-01-30,544.4648506483088
2023-01-31,549.2936955102559
2023-02-01,574.8974317321329
2023-02-02,561.6548766779779
2023-02-03,554.3845432947636
2023-02-06,544.3011950534828
2023-02-07,539.2353365989942
2023-02-08,525.7228722388709
2023-02-09,526.0422722385302
2023-02-10,519.4010140181459
2023-02-13,514.450352459737
2023-02-14,520.0415730251425
2023-02-15,535.080292027377
2023-02-16,528.2655798106899
2023-02-17,544.7838169578637
2023-02-20,541.1322217221918
2023-02-21,519.9545233648824
2023-02-22,530.2453909089928
2023-02-23,524.6517860214087
2023-02-24,516.5914294349977
2023-02-27,509.3797154132135
2023-02-28,513.7524555800968
2023-03-01,505.7297769943768
2023-03-02,512.9224029730891
2023-03-03,513.5531191410857
2023-03-06,528.8780494193883
2023-03-07,499.9587534042646
2023-03-08,502.43381090440374
2023-03-09,489.3375108768877
2023-03-10,493.0279915709303
2023-03-13,487.46488290978186
2023-03-14,491.14019492506975
2023-03-15,478.31564781694306
2023-03-16,471.8835561997017
2023-03-17,465.7669263747512
2023-03-20,458.1089730463004
2023-03-21,456.62044536677644
2023-03-22,454.50222336981125
2023-03-23,458.5739558499919
2023-03-24,456.82434552284883
2023-03-27,447.3594110771947
2023-03-28,451.6178498866808
2023-03-29,453.7716450812562
2023-03-30,455.9608975541605
2023-03-31,449.14325834589454
2023-04-03,442.29936417334704
2023-04-04,433.83333648258593
2023-04-05,415.77680234420524
2023-04-06,430.0965571903022
2023-04-07,433.79287130067627
2023-04-10,427.1522780215311
2023-04-11,424.27214721185607
2023-04-12,441.56561165688373
2023-04-13,454.7080948349427
2023-04-14,444.6401962248232
2023-04-17,463.5890303312433
2023-04-18,468.02498021305286
2023-04-19,463.8327135591263
2023-04-20,471.22756996310477
2023-04-21,484.81614771109713
2023-04-24,492.8371394375371
2023-04-25,477.0560196603203
2023-04-26,469.2163878390692
2023-04-27,463.3064772073478
2023-04-28,472.9833940216524
2023-05-01,469.7556317098949
2023-05-02,470.21053661921155
2023-05-03,460.969653365007
2023-05-04,452.752062549234
2023-05-05,460.53250728056327
2023-05-08,471.01639344397313
2023-05-09,474.5596798982121
2023-05-10,475.80968283743493
2023-05-11,467.02631371641763
2023-05-12,462.74484551253835
2023-05-15,458.5517359687055
2023-05-16,459.3086355377131
2023-05-17,460.79395021314116
2023-05-18,470.88611572114525
2023-05-19,459.69140253824537
2023-05-22,456.2967689510382
2023-05-23,459.1567629142922
2023-05-24,499.5587069973617
2023-05-25,499.14782210060315
2023-05-26,507.82355692016364
2023-05-29,514.4327981164183
2023-05-30,514.8601395529616
2023-05-31,512.1186698031463
2023-06-01,521.6589991123896
2023-06-02,533.7092512196077
2023-06-05,536.4178048842531
2023-06-06,546.9059499207166
2023-06-07,545.4162021936993
2023-06-08,538.1469469232425
2023-06-09,532.2382132524052
2023-06-12,542.6779893419354
2023-06-13,534.7538988430157
2023-06-14,540.6049102935046
2023-06-15,548.7089278128475
2023-06-16,528.3760634001379
2023-06-19,522.5428265684161
2023-06-20,533.2122982420618
2023-06-21,525.6225354658379
2023-06-22,534.9912006739795
2023-06-23,527.7415437861127
2023-06-26,519.5464492145583
2023-06-27,505.87168268797046
2023-06-28,501.6683331399333
2023-06-29,488.5218543251934
2023-06-30,482.5593206687241
2023-07-03,463.5163383095438
2023-07-04,460.2856830132398
2023-07-05,457.2814283643875
2023-07-06,456.46348305766367
2023-07-07,430.94976790990466
2023-07-10,446.63080337125035
2023-07-11,448.0775952865502
2023-07-12,434.7542784574621
2023-07-13,436.79262543828554
2023-07-14,415.5145349147756
2023-07-17,411.35769531996544
2023-07-18,396.439161831374
2023-07-19,403.339222648154
2023-07-20,403.87307649269457
2023-07-21,413.9498778316427
2023-07-24,412.2263910331412
2023-07-25,415.1294575446646
2023-07-26,423.41541173233077
2023-07-27,422.3815239948254
2023-07-28,436.41124557553115
2023-07-31,442.3500520941634
2023-08-01,471.55947859098603
2023-08-02,485.3526195658691
2023-08-03,497.1813693969091
