Date,FCX
2022-02-10,315.09964945456693
2022-02-11,318.1293801216969
2022-02-14,317.89770750642106
2022-02-15,312.2121430198051
2022-02-16,313.08072432423506
2022-02-17,321.3872248067031
2022-02-18,310.8483782676224
2022-02-21,307.60748418612684
2022-02-22,318.0676878915802
2022-02-23,317.66407154264994
2022-02-24,311.59253791198523
2022-02-25,315.32369059336736
2022-02-28,315.8667518908823
2022-03-01,316.1243553762522
2022-03-02,314.268238602978
2022-03-03,315.5656736195432
2022-03-04,308.92704742609646
2022-03-07,329.5272539159689
2022-03-08,336.1023172658504
2022-03-09,340.335224394807
2022-03-10,349.3378987861719
2022-03-11,356.5172740595257
2022-03-14,341.050019136548
2022-03-15,337.4011163021873
2022-03-16,342.07341951826646
2022-03-17,345.29311134927735
2022-03-18,347.12434840813
2022-03-21,345.500305988903
2022-03-22,358.08175339403823
2022-03-23,378.5918791853612
2022-03-24,381.8073819146105
2022-03-25,372.95750500684346
2022-03-28,377.3006218387244
2022-03-29,368.6359422572123
2022-03-30,366.1125270590882
2022-03-31,363.04527665066297
2022-04-01,344.6937615849504
2022-04-04,347.7391204217635
2022-04-05,356.4048146090153
2022-04-06,363.6079424573544
2022-04-07,377.5123959958268
2022-04-08,363.92822542340224
2022-04-11,358.4375793944583
2022-04-12,362.60496396177257
2022-04-13,358.5910304847642
2022-04-14,360.4883382462277
2022-04-15,363.71225297083544
2022-04-18,348.24981515593026
2022-04-19,362.6151509387887
2022-04-20,367.86322526116277
2022-04-21,366.2395206064969
2022-04-22,376.30661990748445
2022-04-25,355.10343227684064
2022-04-26,363.907513568329
2022-04-27,369.82203034758516
2022-04-28,388.4551830165499
2022-04-29,380.637437651029
2022-05-02,373.8869821911323
2022-05-03,367.75481414136743
2022-05-04,365.6557632686796
2022-05-05,377.30458204472285
2022-05-06,384.5532136547685
2022-05-09,391.485490455502
2022-05-10,388.2256204441618
2022-05-11,400.2024372068524
2022-05-12,398.53678738994586
2022-05-13,404.389806657886
2022-05-16,410.0761560970017
2022-05-17,405.83494463681023
2022-05-18,391.69812073528334
2022-05-19,390.939521203186
2022-05-20,388.2830294988698
2022-05-23,388.04421088075827
2022-05-24,381.06679561526164
2022-05-25,369.4817648635823
2022-05-26,370.01569066179553
2022-05-27,358.00610214892333
2022-05-30,349.2079956092355
2022-05-31,356.28766680468004
2022-06-01,358.68196700377695
2022-06-02,346.5081439988912
2022-06-03,345.57922243300993
2022-06-06,349.00143398775407
2022-06-07,344.98399725904693
2022-06-08,345.62228957568624
2022-06-09,343.6535930876782
2022-06-10,334.36350813888345
2022-06-13,339.35018718151224
2022-06-14,338.675071589992
2022-06-15,348.0418100515295
2022-06-16,347.21940949828144
2022-06-17,354.6671336174314
2022-06-20,352.4402522462575
2022-06-21,365.12035025196667
2022-06-22,376.5225447440926
2022-06-23,372.776255734594
2022-06-24,361.6029601264134
2022-06-27,348.08811525173627
2022-06-28,335.98595286342254
2022-06-29,342.65438873114437
2022-06-30,344.53711776731245
2022-07-01,348.8019341097832
2022-07-04,340.2800013506128
2022-07-05,340.9126822607546
2022-07-06,330.0110668905488
2022-07-07,343.2930664143076
2022-07-08,350.98650819096304
2022-07-11,355.2306049627137
2022-07-12,362.3584976559836
2022-07-13,357.64280121835816
2022-07-14,354.1690401847765
2022-07-15,350.31725138801954
2022-07-18,362.68408671938295
2022-07-19,374.42436168622214
2022-07-20,374.6782037687897
2022-07-21,374.5922218539313
2022-07-22,362.7442692149325
2022-07-25,349.16829779487944
2022-07-26,361.3843439082249
2022-07-27,353.2325268114175
2022-07-28,352.3728460542062
2022-07-29,358.23660819204287
2022-08-01,363.02088816381666
2022-08-02,362.4843727400893
2022-08-03,350.85041305719784
2022-08-04,360.56884233701385
2022-08-05,360.38051719293134
2022-08-08,363.3975589076875
2022-08-09,363.85338697819935
2022-08-10,354.5645294761349
2022-08-11,334.9191354964037
2022-08-12,330.53391350547696
2022-08-15,324.7897090656334
2022-08-16,317.5165700422067
2022-08-17,317.0459665302679
2022-08-18,320.43528125397927
2022-08-19,324.88090425959336
2022-08-22,331.4921342706819
2022-08-23,321.6272805150262
2022-08-24,326.33083799190484
2022-08-25,323.7962875382146
2022-08-26,325.6859794587412
2022-08-29,338.892559544832
2022-08-30,351.5792548185118
2022-08-31,360.7091216515922
2022-09-01,354.7594715309694
2022-09-02,351.8236473538113
2022-09-05,341.9732565810141
2022-09-06,338.2606010396892
2022-09-07,340.70674938913925
2022-09-08,335.36798865807157
2022-09-09,332.2669715272692
2022-09-12,329.08128155890887
2022-09-13,329.84932503851775
2022-09-14,319.07767793746865
2022-09-15,315.1912453280256
2022-09-16,320.55132486363703
2022-09-19,326.6454776044629
2022-09-20,321.7727062873128
2022-09-21,328.797532702848
2022-09-22,321.0417381368064
2022-09-23,325.96907087136873
2022-09-26,324.0210868796725
2022-09-27,330.067733605557
2022-09-28,324.99109768814424
2022-09-29,327.45325069420886
2022-09-30,338.2375910091111
2022-10-03,328.42693006919137
2022-10-04,329.5588597657423
2022-10-05,326.1386310426809
2022-10-06,332.1631792369771
2022-10-07,343.3432702948384
2022-10-10,333.48410635902525
2022-10-11,326.71591941087956
2022-10-12,331.89572103250526
2022-10-13,336.60229789894515
2022-10-14,346.43822224151296
2022-10-17,349.2610443045548
2022-10-18,349.57330983482575
2022-10-19,357.91391736201024
2022-10-20,360.3720318811149
2022-10-21,351.68318007462113
2022-10-24,362.76003332715095
2022-10-25,354.4201447338146
2022-10-26,357.3458828966305
2022-10-27,362.11551649926827
2022-10-28,365.02703677087055
2022-10-31,365.51426721976094
2022-11-01,364.41483143115113
2022-11-02,368.07268674496135
2022-11-03,365.77247823081143
2022-11-04,377.95487639333385
2022-11-07,379.19865209502586
2022-11-08,366.09754135605385
2022-11-09,350.4784996826921
2022-11-10,338.3287889671356
2022-11-11,352.2781982490655
2022-11-14,357.6890708962871
2022-11-15,346.0883273012821
2022-11-16,357.8342626146925
2022-11-17,366.345247840193
2022-11-18,362.9342675240236
2022-11-21,366.86924545383783
2022-11-22,375.08414123065853
2022-11-23,377.87139173951704
2022-11-24,375.8752600644926
2022-11-25,373.27091053403495
2022-11-28,363.8301845390548
2022-11-29,382.15365966541947
2022-11-30,387.3201896305691
2022-12-01,397.8687145535228
2022-12-02,408.7419392633019
2022-12-05,412.2545574455733
2022-12-06,417.5756064831696
2022-12-07,418.4671422592761
2022-12-08,413.7427550678892
2022-12-09,394.70371210025877
2022-12-12,398.86650832108825
2022-12-13,393.5416168518931
2022-12-14,397.4317951412658
2022-12-15,382.408490993117
2022-12-16,397.1235844920546
2022-12-19,407.2181159425127
2022-12-20,401.8350869586213
2022-12-21,418.5202017177769
2022-12-22,435.71136044953244
2022-12-23,437.8046291742368
2022-12-26,425.05269864866636
2022-12-27,438.83332087729707
2022-12-28,451.0591664839676
2022-12-29,444.89251023323254
2022-12-30,450.14832514685014
2023-01-02,449.9095725297183
2023-01-03,447.4715246670631
2023-01-04,460.3147255495384
2023-01-05,464.65590757596385
2023-01-06,473.0001279832467
2023-01-09,477.2790435386144
2023-01-10,476.54437118740896
2023-01-11,470.8315699632607
2023-01-12,474.5445303075139
2023-01-13,472.78889095990326
2023-01-16,469.6031757544086
2023-01-17,472.9603645591396
2023-01-18,470.17447236302723
2023-01-19,468.0053516408726
2023-01-20,467.2738457209673
2023-01-23,468.4841752043545
2023-01-24,450.10628977948903
2023-01-25,465.48985478876403
2023-01-26,454.0692897606416
2023-01-27,452.64113768046815
2023-01-30,460.4408165748133
2023-01-31,455.8257740104718
2023-02-01,450.73468149219497
2023-02-02,445.5581111950061
2023-02-03,429.36879521868696
2023-02-06,438.75446909815696
2023-02-07,433.28800274436975
2023-02-08,436.234338784114
2023-02-09,448.64862593451403
2023-02-10,463.4092183693863
2023-02-13,467.115265089095
2023-02-14,500.6676023173159
2023-02-15,503.8235338034253
2023-02-16,498.6405524870351
2023-02-17,487.8001596324813
2023-02-20,472.99688712854174
2023-02-21,490.5550848857069
2023-02-22,489.55198904070954
2023-02-23,476.0166081424937
2023-02-24,487.28232323421275
2023-02-27,503.7558031450951
2023-02-28,490.56702175949164
2023-03-01,497.9050583644273
2023-03-02,492.59123091602214
2023-03-03,499.2394470151345
2023-03-06,514.7562857526767
2023-03-07,518.979081730169
2023-03-08,525.2402021901662
2023-03-09,510.83781360983545
2023-03-10,497.19405856405365
2023-03-13,492.7715468519748
2023-03-14,493.59517220163747
2023-03-15,497.7418886865214
2023-03-16,499.1228956294031
2023-03-17,494.7030175243009
2023-03-20,492.49988712160274
2023-03-21,487.39417726506304
2023-03-22,495.43043824363775
2023-03-23,487.6301731946699
2023-03-24,483.99400974959536
2023-03-27,484.7579407462018
2023-03-28,484.8895582780263
2023-03-29,469.77623830074225
2023-03-30,466.8241136929603
2023-03-31,456.7950352910424
2023-04-03,449.2765976931421
2023-04-04,436.8340229267284
2023-04-05,407.6808447314946
2023-04-06,416.0568228451445
2023-04-07,405.25699344106687
2023-04-10,410.4846412465264
2023-04-11,407.9285666255443
2023-04-12,393.2446521368255
2023-04-13,412.8389363996818
2023-04-14,415.25657856163974
2023-04-17,423.26857958300343
2023-04-18,429.23626346042266
2023-04-19,434.4052093959525
2023-04-20,437.16575581611556
2023-04-21,448.4670050694032
2023-04-24,440.8586018537291
2023-04-25,439.0563269052093
2023-04-26,433.38243161747647
2023-04-27,410.6008285732845
2023-04-28,411.3756735637163
2023-05-01,417.85435662913864
2023-05-02,413.943786167163
2023-05-03,403.35490814819974
2023-05-04,395.2387950174208
2023-05-05,390.36587764546
2023-05-08,397.3467791094852
2023-05-09,396.5706939464546
2023-05-10,395.06565473190614
2023-05-11,393.97361203494376
2023-05-12,385.7887171412094
2023-05-15,370.79589793981665
2023-05-16,371.333887012238
2023-05-17,365.5396622313559
2023-05-18,358.73717980806686
2023-05-19,345.3809912229976
2023-05-22,355.4477410229874
2023-05-23,354.9684820544894
2023-05-24,350.6987923514582
2023-05-25,359.26631677030144
2023-05-26,353.00404963213555
2023-05-29,368.97046573868664
2023-05-30,366.49482576536735
2023-05-31,367.03688067842467
2023-06-01,359.8853717561464
2023-06-02,361.9581754999495
2023-06-05,349.2914776181277
2023-06-06,350.4813376539355
2023-06-07,345.4773961221204
2023-06-08,338.18588818913435
2023-06-09,352.7093036326931
2023-06-12,355.5664451737239
2023-06-13,364.1917860072669
2023-06-14,377.51924116862176
2023-06-15,363.8707063967943
2023-06-16,370.3649266442411
2023-06-19,367.8581576809364
2023-06-20,353.15972074213437
2023-06-21,354.8993280873107
2023-06-22,348.3098999332933
2023-06-23,346.1138098122263
2023-06-26,347.04220351709165
2023-06-27,328.3701438391484
2023-06-28,335.684467635213
2023-06-29,329.44492714734866
2023-06-30,313.3735503094111
2023-07-03,304.8371181788376
2023-07-04,312.0225774603966
2023-07-05,335.5975222033549
2023-07-06,316.8487416010754
2023-07-07,314.04585513836446
2023-07-10,309.8282205721141
2023-07-11,319.60655919599367
2023-07-12,331.768613895542
2023-07-13,333.5536609812911
2023-07-14,325.5333995573789
2023-07-17,332.4342549006141
2023-07-18,324.26949180888977
2023-07-19,312.2803715078237
2023-07-20,325.04280451083633
2023-07-21,308.9787021395523
2023-07-24,324.5274576750216
2023-07-25,332.19197201978204
2023-07-26,336.8923265605134
2023-07-27,337.33792889449415
2023-07-28,350.3044526646726
2023-07-31,339.8161174894713
2023-08-01,339.13058831341635
2023-08-02,331.68632965143195
2023-08-03,327.46652906711313
