Date,SPG
2020-04-14,297.9415437486514
2020-04-15,298.72942671302565
2020-04-16,299.29673109424147
2020-04-17,300.54188198452977
2020-04-20,303.1784339077447
2020-04-21,309.4648985405341
2020-04-22,314.3035161719098
2020-04-23,312.668060020312
2020-04-24,311.0337254304344
2020-04-27,315.6464037479939
2020-04-28,314.8433160450793
2020-04-29,318.06283816703575
2020-04-30,329.6071025392567
2020-05-01,324.4899397299511
2020-05-04,323.31141189823666
2020-05-05,321.93320674615313
2020-05-06,308.52516058725325
2020-05-07,303.8141450223613
2020-05-08,304.7126343857884
2020-05-11,304.6723189622119
2020-05-12,300.0640711721152
2020-05-13,287.13066180455354
2020-05-14,282.18160367521426
2020-05-15,282.8349338334764
2020-05-18,280.0738381150839
2020-05-19,280.23572781993647
2020-05-20,275.46649241215295
2020-05-21,264.28346929552464
2020-05-22,266.6907196996134
2020-05-25,273.4898522603457
2020-05-26,270.78276305613434
2020-05-27,273.21487668821123
2020-05-28,272.11152482266357
2020-05-29,272.29339889774474
2020-06-01,278.41757036898474
2020-06-02,279.65182682325076
2020-06-03,276.9856185411884
2020-06-04,278.0965281966576
2020-06-05,279.0626071703501
2020-06-08,271.20769710446746
2020-06-09,272.1283632543977
2020-06-10,269.1999431356989
2020-06-11,266.88974381559444
2020-06-12,269.29723064426344
2020-06-15,262.62546533343027
2020-06-16,273.85061875929637
2020-06-17,280.8118318937463
2020-06-18,275.31924841878015
2020-06-19,275.73498448700013
2020-06-22,273.6286375220477
2020-06-23,272.36447209033025
2020-06-24,265.68560656551983
2020-06-25,270.75247819047036
2020-06-26,271.36661460764145
2020-06-29,269.1384789906852
2020-06-30,270.12332392720043
2020-07-01,274.9799324599833
2020-07-02,273.01270087876617
2020-07-03,277.1311963618753
2020-07-06,270.221543767667
2020-07-07,265.8051193543773
2020-07-08,275.8339873542846
2020-07-09,275.54738574522236
2020-07-10,284.67897244318294
2020-07-13,282.3688855129099
2020-07-14,280.8456267559343
2020-07-15,266.92085495158545
2020-07-16,271.4595130522205
2020-07-17,269.7932980299254
2020-07-20,268.69069066180725
2020-07-21,270.5764344422239
2020-07-22,263.43056196366496
2020-07-23,266.2468429198437
2020-07-24,258.59954540034425
2020-07-27,261.11347090632444
2020-07-28,260.95089853091434
2020-07-29,260.7139991482933
2020-07-30,262.30070760984665
2020-07-31,271.332862018244
2020-08-03,277.5889556560331
2020-08-04,279.8117259692762
2020-08-05,277.46315284744213
2020-08-06,269.8190980077117
2020-08-07,269.3319163017325
2020-08-10,268.7099398214828
2020-08-11,270.9921014210503
2020-08-12,268.12937044695536
2020-08-13,265.7114246770052
2020-08-14,269.7830878084913
2020-08-17,263.96522693243395
2020-08-18,262.22652516440576
2020-08-19,259.2161311355074
2020-08-20,261.5890116523614
2020-08-21,270.28338847213183
2020-08-24,267.4340589586343
2020-08-25,262.06202220743944
2020-08-26,265.19456051651684
2020-08-27,256.4469023473001
2020-08-28,257.5193634954426
2020-08-31,263.1037015461803
2020-09-01,264.5607075096305
2020-09-02,260.3995147480779
2020-09-03,255.64845279704122
2020-09-04,258.95715067207425
2020-09-07,259.84132269457285
2020-09-08,263.1430514911306
2020-09-09,263.06776142433864
2020-09-10,261.422668342572
2020-09-11,264.2069408289695
2020-09-14,269.0008674848266
2020-09-15,262.79440979584615
2020-09-16,261.8677724069107
2020-09-17,255.71444496016156
2020-09-18,259.38047755170516
2020-09-21,263.3369861342135
2020-09-22,266.64264555921625
2020-09-23,259.2827685275833
2020-09-24,255.64765943530352
2020-09-25,251.8362213801583
2020-09-28,249.85153662049908
2020-09-29,249.709943667635
2020-09-30,252.98440605073938
2020-10-01,253.36547639056025
2020-10-02,259.4904630008957
2020-10-05,260.11176959925945
2020-10-06,260.6065970265446
2020-10-07,256.4046037174771
2020-10-08,250.64178824212846
2020-10-09,243.5585698202205
2020-10-12,245.80548786473312
2020-10-13,243.05695858879753
2020-10-14,239.8414750773927
2020-10-15,249.53704172592052
2020-10-16,249.99458997399466
2020-10-19,248.71876713004275
2020-10-20,249.06617447869746
2020-10-21,247.41735840603434
2020-10-22,247.9522246795036
2020-10-23,245.02009612652859
2020-10-26,241.45738363292455
2020-10-27,239.89379887928743
2020-10-28,241.6423378755723
2020-10-29,240.28603266997928
2020-10-30,243.8591311868106
2020-11-02,243.1075818433657
2020-11-03,247.9141227249818
2020-11-04,246.15508947741844
2020-11-05,243.40094429755115
2020-11-06,247.5278845292459
2020-11-09,247.78530094656412
2020-11-10,244.71644667645134
2020-11-11,237.0242316037779
2020-11-12,234.9112264944369
2020-11-13,235.02250935474024
2020-11-16,232.2408135326759
2020-11-17,239.6073999385026
2020-11-18,238.8211843725955
2020-11-19,235.52085394233566
2020-11-20,235.68482525795773
2020-11-23,235.50382765213035
2020-11-24,241.04251419613433
2020-11-25,236.77314300900179
2020-11-26,232.6987796836156
2020-11-27,231.36811951037186
2020-11-30,234.9229853086355
2020-12-01,234.83244625745073
2020-12-02,239.4741517531122
2020-12-03,237.2717323378743
2020-12-04,239.87760444865296
2020-12-07,238.29512654325006
2020-12-08,238.166484902739
2020-12-09,241.96864336617526
2020-12-10,238.1274160060344
2020-12-11,238.9105952606452
2020-12-14,237.05452112627032
2020-12-15,240.69875075949204
2020-12-16,236.97775602973124
2020-12-17,235.38318760588982
2020-12-18,233.55381499421233
2020-12-21,239.64642704551096
2020-12-22,239.09344000423653
2020-12-23,238.32634164370387
2020-12-24,238.2322234271861
2020-12-25,228.7596454920237
2020-12-28,228.54521878101622
2020-12-29,234.00996315643593
2020-12-30,234.35526067001672
2020-12-31,237.19159337593467
2021-01-01,238.67260455278407
2021-01-04,246.54368173133622
2021-01-05,248.28552008260914
2021-01-06,250.3166476598589
2021-01-07,251.97439732349136
2021-01-08,254.0036895531265
2021-01-11,254.64393816797224
2021-01-12,257.79319879199335
2021-01-13,264.79367064205445
2021-01-14,263.5361840501522
2021-01-15,262.8925223616242
2021-01-18,261.9390164428491
2021-01-19,262.789546671306
2021-01-20,264.74745839838
2021-01-21,266.03370665533487
2021-01-22,266.14343694481863
2021-01-25,260.1876685348051
2021-01-26,263.9463718399173
2021-01-27,262.17139606979373
2021-01-28,259.99522098292806
2021-01-29,257.29708289812174
2021-02-01,263.1295507512691
2021-02-02,267.77059965606594
2021-02-03,270.9007749828857
2021-02-04,272.4880844359326
2021-02-05,273.43221650953785
2021-02-08,273.81457724756547
2021-02-09,268.15514651722907
2021-02-10,260.8564703047604
2021-02-11,268.9198494421821
2021-02-12,268.29564912519606
2021-02-15,265.7746295799251
2021-02-16,265.99832100950715
2021-02-17,265.50378208088233
2021-02-18,263.0529829312275
2021-02-19,260.28526559027483
2021-02-22,262.10596365290587
2021-02-23,251.16247404127608
2021-02-24,250.66877268969748
2021-02-25,248.82592139611126
2021-02-26,248.59776152330718
2021-03-01,246.47739521055237
2021-03-02,242.71911152512942
2021-03-03,243.14209474995795
2021-03-04,245.76008989124097
2021-03-05,242.732966914052
2021-03-08,240.50153046535885
2021-03-09,240.13439728073712
2021-03-10,240.79820267085896
2021-03-11,237.432342199498
2021-03-12,242.587595780944
2021-03-15,242.23755393559847
2021-03-16,232.61516488294671
2021-03-17,236.0088954557771
2021-03-18,238.42746716425802
2021-03-19,230.97313959622403
2021-03-22,230.36472710094782
2021-03-23,225.63233822968368
2021-03-24,225.08628860025246
2021-03-25,226.32873258391285
2021-03-26,221.46928267729555
2021-03-29,223.48193382927454
2021-03-30,226.02615245018387
2021-03-31,229.01896656795384
2021-04-01,231.86330659515923
2021-04-02,233.9170972968234
2021-04-05,229.18984174928156
2021-04-06,230.8647915247258
2021-04-07,229.74869901962768
2021-04-08,233.7407213158975
2021-04-09,232.49874735005287
2021-04-12,231.49510283322851
2021-04-13,229.21662299023978
2021-04-14,235.34063785541366
2021-04-15,233.73240909370122
2021-04-16,231.01291972249015
2021-04-19,239.42893223573833
2021-04-20,235.377668779365
2021-04-21,230.48063644077519
2021-04-22,228.81023108905188
2021-04-23,230.71352363432106
2021-04-26,223.83473657120447
2021-04-27,229.32648977385853
2021-04-28,224.83022399872974
2021-04-29,220.98661805883702
2021-04-30,219.5596442215891
2021-05-03,219.17204229981118
2021-05-04,215.9354341372432
2021-05-05,217.44020062707716
2021-05-06,219.31509296783415
2021-05-07,220.53594012043345
2021-05-10,218.32116196852706
2021-05-11,216.33705976736056
2021-05-12,219.7913187124885
2021-05-13,215.51620844903243
2021-05-14,214.61268482611223
2021-05-17,210.31080754686903
2021-05-18,209.35167611206992
2021-05-19,212.93738753166107
2021-05-20,212.67339608601662
2021-05-21,211.69205238005193
2021-05-24,211.68329033089628
2021-05-25,210.1962552582037
2021-05-26,210.48537307782104
2021-05-27,208.8859717645793
2021-05-28,206.5310463749841
2021-05-31,208.2886031001734
2021-06-01,202.04784656598315
2021-06-02,202.7032851675351
2021-06-03,202.79659629930046
2021-06-04,209.42496113903033
2021-06-07,210.95986628604615
2021-06-08,212.71021075542257
2021-06-09,211.07406287264592
2021-06-10,212.5183127016477
2021-06-11,212.87996483314777
2021-06-14,213.25811632437495
2021-06-15,212.36282990428828
2021-06-16,213.58421897098972
2021-06-17,215.1172839386203
2021-06-18,218.5505486428454
2021-06-21,218.9992967473944
2021-06-22,217.68076971004578
2021-06-23,217.86580544346137
2021-06-24,213.1071504915125
2021-06-25,217.4628172582479
2021-06-28,219.4361491808994
2021-06-29,219.20818588310976
2021-06-30,216.53214533216166
2021-07-01,211.3806132920225
2021-07-02,208.37454761891433
2021-07-05,209.5609044732712
2021-07-06,207.7937819503878
2021-07-07,209.94250010742326
2021-07-08,208.53891673124025
2021-07-09,207.67593692170544
2021-07-12,209.04424707553179
2021-07-13,208.52347581834866
2021-07-14,209.73872108061715
2021-07-15,207.5519690113935
2021-07-16,208.9094373722839
2021-07-19,207.46609230807132
2021-07-20,209.48267700754178
2021-07-21,207.0137245255987
2021-07-22,201.55283608097076
2021-07-23,198.33849476905203
2021-07-26,197.59933941795362
2021-07-27,199.9925889231101
2021-07-28,204.50637192198744
2021-07-29,204.4879535658252
2021-07-30,204.53195586462417
2021-08-02,203.3825158800798
2021-08-03,203.30887490428034
2021-08-04,202.63357062396474
2021-08-05,205.3157925500826
2021-08-06,208.2984002993682
2021-08-09,207.91628662556465
2021-08-10,201.8142148585878
2021-08-11,199.90492627605386
2021-08-12,196.66496947831516
2021-08-13,200.72869781659034
2021-08-16,196.4640507162912
2021-08-17,198.51185966002816
2021-08-18,201.42840617719395
2021-08-19,202.16597455295914
2021-08-20,198.87523456340122
2021-08-23,203.2240858881648
2021-08-24,207.56502617521224
2021-08-25,209.40111950722292
2021-08-26,211.30673779017158
2021-08-27,210.4776848467878
2021-08-30,210.3631418842278
2021-08-31,207.05668736768456
2021-09-01,205.2924974526951
2021-09-02,205.5568573473439
2021-09-03,207.54894082465492
2021-09-06,212.7751652305075
2021-09-07,216.29264113269014
2021-09-08,217.13596874096046
2021-09-09,217.2422900354128
2021-09-10,210.45229266083118
2021-09-13,209.95788588084318
2021-09-14,207.38493905111147
2021-09-15,208.18225202077315
2021-09-16,210.51163669471745
2021-09-17,214.08847467235978
2021-09-20,213.34584779713566
2021-09-21,213.15908608030355
2021-09-22,211.44776560924856
2021-09-23,219.8439909931784
2021-09-24,220.47122881489355
2021-09-27,221.61558735910154
2021-09-28,219.23505662355967
2021-09-29,214.69961926094717
2021-09-30,214.66679212408872
2021-10-01,213.30105271471794
2021-10-04,209.44681337167538
2021-10-05,209.19995729981815
2021-10-06,209.69449017786152
2021-10-07,212.3234727823642
2021-10-08,210.4143213000097
2021-10-11,210.8704927310005
2021-10-12,205.26668975335645
2021-10-13,206.11765511564727
2021-10-14,203.9412991021778
2021-10-15,201.72595098365355
2021-10-18,197.04153150085455
2021-10-19,200.46226813634175
2021-10-20,199.96512096047198
2021-10-21,195.6767782020066
2021-10-22,194.45428982224126
2021-10-25,199.90042643133012
2021-10-26,199.11949124594403
2021-10-27,200.2345342666637
2021-10-28,199.06973958849787
2021-10-29,198.72007872681266
2021-11-01,196.8466891347603
2021-11-02,199.3921309616644
2021-11-03,199.57195932953468
2021-11-04,200.70385550729068
2021-11-05,197.65828843554803
2021-11-08,202.61014099378338
2021-11-09,202.75074524714788
2021-11-10,199.03452231605715
2021-11-11,195.21270380402692
2021-11-12,196.27120552643825
2021-11-15,195.12736946532215
2021-11-16,196.24355236860586
2021-11-17,195.65977769112345
2021-11-18,197.18566924610923
2021-11-19,198.3257225277011
2021-11-22,201.67794968222148
2021-11-23,205.5365461600094
2021-11-24,204.90860898385202
2021-11-25,204.4297290265617
2021-11-26,201.17145005390574
2021-11-29,201.30595917080106
2021-11-30,202.72428058272914
2021-12-01,198.95162403239087
2021-12-02,197.16460980776355
2021-12-03,197.0261519678712
2021-12-06,195.6921187334619
2021-12-07,200.232143884654
2021-12-08,193.0440196238572
2021-12-09,192.62651419204866
2021-12-10,191.4394750391565
2021-12-13,189.10548803039046
2021-12-14,188.00000747725898
2021-12-15,188.66918464930507
2021-12-16,185.5282070082685
2021-12-17,190.63577455073352
2021-12-20,187.92533151495886
2021-12-21,194.15695383697957
2021-12-22,192.4842649416849
2021-12-23,193.60596824883956
2021-12-24,196.32827225305059
2021-12-27,199.90824063464805
2021-12-28,197.41752995365982
2021-12-29,194.25134096317404
2021-12-30,196.40963995206633
2021-12-31,197.57098221809412
2022-01-03,200.94549438125645
2022-01-04,199.31179664881122
2022-01-05,199.90735825750113
2022-01-06,199.2825524446
2022-01-07,203.20807555438677
2022-01-10,200.03565346962677
2022-01-11,196.0292167665968
2022-01-12,197.9930241779127
2022-01-13,204.79391155298464
2022-01-14,211.78191050706894
2022-01-17,210.36181850911623
2022-01-18,203.76341069173978
2022-01-19,202.10949321421563
2022-01-20,198.57528383686136
2022-01-21,197.97811383040232
2022-01-24,201.88360351454364
2022-01-25,208.6615591760881
2022-01-26,206.10910597454105
2022-01-27,201.04672991067397
2022-01-28,201.50690886601112
2022-01-31,202.48802071835456
2022-02-01,205.22570024276214
2022-02-02,201.01558693494914
2022-02-03,198.6314210554396
2022-02-04,196.2102013632885
2022-02-07,199.0520894670177
2022-02-08,196.98811527393997
2022-02-09,195.4124962212175
2022-02-10,195.66857646204917
2022-02-11,196.48463882894475
2022-02-14,200.57766012523166
2022-02-15,200.53742699878254
2022-02-16,203.3659049157103
2022-02-17,200.9314959507102
2022-02-18,197.03399754237796
2022-02-21,193.79381819992062
2022-02-22,196.8170353976591
2022-02-23,195.67614128468063
2022-02-24,195.5675376183335
2022-02-25,195.458485414207
2022-02-28,198.09625441776677
2022-03-01,196.29095835829463
2022-03-02,200.79357770961136
2022-03-03,195.8498475318919
2022-03-04,195.1869903725916
2022-03-07,192.97740046215324
2022-03-08,193.601059006824
2022-03-09,195.43219850274392
2022-03-10,198.55242451972165
2022-03-11,195.0871773516646
2022-03-14,192.65632745175654
2022-03-15,194.4963325685526
2022-03-16,195.2032723711857
2022-03-17,202.22855682769145
2022-03-18,204.3296949255802
2022-03-21,203.08882943157397
2022-03-22,203.8192445711108
2022-03-23,199.45051473817753
2022-03-24,198.96492357376127
2022-03-25,197.70085068600997
2022-03-28,196.49099247147223
2022-03-29,200.0995125195763
2022-03-30,197.10088311046422
2022-03-31,190.7433063189463
2022-04-01,187.48542296190848
2022-04-04,185.0111982797143
2022-04-05,184.47646679641494
2022-04-06,188.37357015675036
2022-04-07,182.35656888458283
2022-04-08,180.7501868892061
2022-04-11,179.6673796820746
2022-04-12,180.07012654309557
2022-04-13,179.09152059556052
2022-04-14,180.4437598937928
2022-04-15,180.68068966313348
2022-04-18,181.11870301821332
2022-04-19,181.0969635055216
2022-04-20,181.81390946013752
2022-04-21,185.18346499081997
2022-04-22,179.45674689489658
2022-04-25,183.62067017284204
2022-04-26,181.91129858952604
2022-04-27,187.04643368135967
2022-04-28,184.71729740019808
2022-04-29,184.10682107550895
2022-05-02,184.51779640450096
2022-05-03,187.27594629980558
2022-05-04,194.57909195935073
2022-05-05,188.1320675320705
2022-05-06,192.10088376844405
2022-05-09,195.44010197862056
2022-05-10,196.97900992085644
2022-05-11,199.9282455402658
2022-05-12,204.62694696573809
2022-05-13,199.80216517914795
2022-05-16,198.13090796396685
2022-05-17,198.95298392543546
2022-05-18,200.8679298536335
2022-05-19,199.03792620756272
2022-05-20,196.071850764924
2022-05-23,194.21806436280124
2022-05-24,193.95480259428368
2022-05-25,190.7721591264482
2022-05-26,190.11027012180253
2022-05-27,193.89903973626392
2022-05-30,197.50702542481426
2022-05-31,194.88471979259668
2022-06-01,198.99085061617492
2022-06-02,196.88093934828376
2022-06-03,196.82477769094328
2022-06-06,195.12783435573238
2022-06-07,200.12333044734285
2022-06-08,202.69015121537194
2022-06-09,203.75647763130266
2022-06-10,207.96468675767352
2022-06-13,208.5579852037938
2022-06-14,208.84272420098884
2022-06-15,212.65180636415494
2022-06-16,212.84899347503566
2022-06-17,210.51382441153217
2022-06-20,210.6213738783573
2022-06-21,217.20760504167296
2022-06-22,217.99223272408884
2022-06-23,218.91326214297342
2022-06-24,216.71251227250522
2022-06-27,217.43583585729877
2022-06-28,212.4901065691615
2022-06-29,210.902706439968
2022-06-30,214.0964408955533
2022-07-01,213.63022476134634
2022-07-04,211.37953210424115
2022-07-05,213.2348776196622
2022-07-06,218.30373674279122
2022-07-07,217.9312522904159
2022-07-08,209.4942133573805
2022-07-11,210.3916833550047
2022-07-12,211.92854664927614
2022-07-13,210.85478892575142
2022-07-14,210.96291543142598
2022-07-15,210.21762091548456
2022-07-18,209.73587333885837
2022-07-19,210.66814721428545
2022-07-20,213.93129377247578
2022-07-21,216.3383828536188
2022-07-22,214.07372004754671
2022-07-25,213.97503223619447
2022-07-26,213.36627304348832
2022-07-27,213.74467845357583
2022-07-28,220.17630394489674
2022-07-29,217.57188084622703
2022-08-01,215.7716511611515
2022-08-02,220.3908654654889
2022-08-03,218.8061974336487
2022-08-04,216.8944949942282
2022-08-05,213.99824887605533
2022-08-08,216.18456873605743
2022-08-09,214.62083937965295
2022-08-10,214.69301844876983
2022-08-11,211.45790294914238
2022-08-12,205.70591865608756
2022-08-15,211.87969624058783
2022-08-16,217.04764947217586
2022-08-17,219.49393633101116
2022-08-18,222.20445318043178
2022-08-19,223.58929913654956
2022-08-22,225.0619855023656
2022-08-23,227.236575079691
2022-08-24,220.82009580591782
2022-08-25,220.24222751917907
2022-08-26,218.03679957638218
2022-08-29,216.53207619236747
2022-08-30,221.2040677590067
2022-08-31,224.40137738973596
2022-09-01,226.01571806791486
2022-09-02,220.84234999095995
2022-09-05,224.73377833168038
2022-09-06,227.81741119248304
2022-09-07,232.04316445431292
2022-09-08,231.36790068158237
2022-09-09,224.61366571024277
2022-09-12,223.76477857465298
2022-09-13,217.56240951263618
2022-09-14,224.00546048765804
2022-09-15,219.61848182489612
2022-09-16,215.14524760985003
2022-09-19,213.35982743806872
2022-09-20,212.59838834380446
2022-09-21,215.050567813263
2022-09-22,219.32046503523222
2022-09-23,220.1375845865456
2022-09-26,219.20407969321388
2022-09-27,221.54458483784376
2022-09-28,227.76572254703098
2022-09-29,230.1506789918602
2022-09-30,229.84091965881515
2022-10-03,228.58855645704776
2022-10-04,227.7575743120614
2022-10-05,227.4113265171168
2022-10-06,225.25822286092264
2022-10-07,225.59506981373679
2022-10-10,222.1539849021971
2022-10-11,216.4443794741639
2022-10-12,215.89465380390618
2022-10-13,216.9918624834301
2022-10-14,219.7405190271757
2022-10-17,216.11600591829838
2022-10-18,216.60190159046016
2022-10-19,221.87221495122057
2022-10-20,216.31090921518444
2022-10-21,210.05729188368613
2022-10-24,208.5188896070799
2022-10-25,208.02476918967128
2022-10-26,205.02548531319036
2022-10-27,199.67373328006042
2022-10-28,197.91886814213888
2022-10-31,200.69756817488945
2022-11-01,198.61587796984583
2022-11-02,198.56790512466688
2022-11-03,197.66137234447396
2022-11-04,195.97210689729917
2022-11-07,199.6642882800083
2022-11-08,197.95037329743244
2022-11-09,198.41759925559222
2022-11-10,202.4067763248091
2022-11-11,202.55660559594511
2022-11-14,204.56758496551615
2022-11-15,210.02208271106414
2022-11-16,214.1886293401537
2022-11-17,214.07038635082958
2022-11-18,218.52326771123936
2022-11-21,216.3647191694553
2022-11-22,216.33734227844147
2022-11-23,220.83873792489828
2022-11-24,227.71923471388715
2022-11-25,228.4391816897245
2022-11-28,230.88079833696463
2022-11-29,227.23182847622883
2022-11-30,223.64672743711492
2022-12-01,223.59245946388268
2022-12-02,228.24186938086814
2022-12-05,225.17282542187107
2022-12-06,232.71363192373474
2022-12-07,231.63277793993407
2022-12-08,240.5738199587247
2022-12-09,241.31732276291024
2022-12-12,237.58457233920552
2022-12-13,238.3074792095084
2022-12-14,240.5530988966796
2022-12-15,231.08956810517938
2022-12-16,230.69237931195318
2022-12-19,231.5364691641716
2022-12-20,224.51599525854897
2022-12-21,225.34569493123152
2022-12-22,224.385264465463
2022-12-23,227.98505323361167
2022-12-26,234.9550646206867
2022-12-27,240.95727681722985
2022-12-28,242.79682843288032
2022-12-29,244.41145926337583
2022-12-30,250.86036892902155
2023-01-02,245.9734143733688
2023-01-03,246.97830310375628
2023-01-04,243.4363668811825
2023-01-05,240.4596852287311
2023-01-06,249.1218300840665
2023-01-09,248.13346147191032
2023-01-10,242.46553041893716
2023-01-11,236.88914693535813
2023-01-12,228.07068311250234
2023-01-13,234.6415547149109
2023-01-16,236.2291136248483
2023-01-17,235.5766172279773
2023-01-18,231.85319629957925
2023-01-19,232.35033195180057
2023-01-20,234.29630941596946
2023-01-23,237.26535449856175
2023-01-24,236.76457072924543
2023-01-25,240.3609446543481
2023-01-26,238.44754190034797
2023-01-27,236.81615894481732
2023-01-30,238.8724965490529
2023-01-31,238.52994197235097
2023-02-01,236.10706489175988
2023-02-02,233.18316553250625
2023-02-03,226.14385563767067
2023-02-06,225.94041384525875
2023-02-07,227.48111130874923
2023-02-08,231.48882546850274
2023-02-09,231.837396145772
2023-02-10,241.07154490502003
2023-02-13,242.35464375765457
2023-02-14,240.32553433942323
2023-02-15,234.78761288623915
2023-02-16,238.58762541989904
2023-02-17,240.0732862628718
2023-02-20,239.16027884652078
2023-02-21,241.45617735733347
2023-02-22,243.68559750841408
2023-02-23,250.76279849210113
2023-02-24,248.17587324702487
2023-02-27,240.9103407937836
2023-02-28,241.58173761520067
2023-03-01,245.63049381801633
2023-03-02,241.92438969268264
2023-03-03,241.85163966229248
2023-03-06,236.84266723701916
2023-03-07,234.97343738177912
2023-03-08,227.97074928988835
2023-03-09,226.68677448234519
2023-03-10,222.41685962242144
2023-03-13,220.32568796982096
2023-03-14,221.94484174321806
2023-03-15,218.86794031251742
2023-03-16,213.88040158054224
2023-03-17,204.92135827005927
2023-03-20,197.64051042738836
2023-03-21,200.78829044676945
2023-03-22,202.45041948623347
2023-03-23,204.11475016005994
2023-03-24,206.35772234051748
2023-03-27,197.897800831308
2023-03-28,199.75813260827647
2023-03-29,203.6472711280683
2023-03-30,201.7771547088709
2023-03-31,200.90068154276642
2023-04-03,196.91447928318166
2023-04-04,196.5297006215464
2023-04-05,198.5878641363502
2023-04-06,199.86599675827532
2023-04-07,190.54855680611064
2023-04-10,184.8453445446132
2023-04-11,183.40110871837953
2023-04-12,184.5567191226917
2023-04-13,186.21270171723128
2023-04-14,186.16665610494888
2023-04-17,185.30531346667493
2023-04-18,184.36503848222506
2023-04-19,189.629326015438
2023-04-20,186.67121024429687
2023-04-21,188.2021538435034
2023-04-24,187.2816585157233
2023-04-25,181.83071416063936
2023-04-26,186.23403318310085
2023-04-27,190.40059437647653
2023-04-28,186.28975206192385
2023-05-01,184.69907445609937
2023-05-02,183.1037869729721
2023-05-03,181.09566542257912
2023-05-04,180.81785894702531
2023-05-05,182.19353359823094
2023-05-08,181.17778665965983
2023-05-09,179.3257216376954
2023-05-10,182.94237783959326
2023-05-11,185.2950707071735
2023-05-12,188.40709304796175
2023-05-15,190.54581791724218
2023-05-16,185.0472874192549
2023-05-17,188.95763799888093
2023-05-18,193.81340519803075
2023-05-19,196.3380261728459
2023-05-22,197.91715766993866
2023-05-23,194.63022941793807
2023-05-24,192.70921885460166
2023-05-25,190.5602377342531
2023-05-26,191.70041923963342
2023-05-29,191.231357702055
2023-05-30,197.0795486744007
2023-05-31,195.07689107726065
2023-06-01,197.84361684449408
2023-06-02,193.51797594949198
2023-06-05,193.76249859560826
2023-06-06,191.97908165923351
2023-06-07,192.50671958887898
2023-06-08,199.60572905163275
2023-06-09,201.63476507880276
2023-06-12,203.6417487386412
2023-06-13,197.9053253970074
2023-06-14,196.3927922965479
2023-06-15,196.75425875377732
2023-06-16,197.6465163933049
2023-06-19,193.07519389368846
2023-06-20,191.01459110222214
2023-06-21,189.03181814355
2023-06-22,187.29531059113663
2023-06-23,189.7732465054513
2023-06-26,187.19803150823998
2023-06-27,192.34694386873858
2023-06-28,197.02488393665226
2023-06-29,197.40943475919218
2023-06-30,198.05364398558348
2023-07-03,201.9997922597448
2023-07-04,201.1962627482513
2023-07-05,198.28955704379493
2023-07-06,196.89676760301913
2023-07-07,196.49205098885912
2023-07-10,193.7468670079405
2023-07-11,196.47506553118416
2023-07-12,194.24587277421787
2023-07-13,197.02532924007048
2023-07-14,191.64108030654063
2023-07-17,188.24875453247887
2023-07-18,185.5320072083187
2023-07-19,185.66902649465635
2023-07-20,185.2870052236714
2023-07-21,188.03637204185034
2023-07-24,186.28939913046398
2023-07-25,189.1334778589542
2023-07-26,185.74787782361503
2023-07-27,183.22876396028195
2023-07-28,186.08351034192248
2023-07-31,187.3745141951243
