Date,AAPL
2020-05-13,185.7312847273276
2020-05-14,183.4240214907259
2020-05-15,180.40853394336412
2020-05-18,166.67110105808163
2020-05-19,165.46917521908674
2020-05-20,163.39873841787045
2020-05-21,159.49431672536247
2020-05-22,164.53736544831318
2020-05-25,159.2966696818319
2020-05-26,148.77100936143168
2020-05-27,153.12901354033684
2020-05-28,150.48580156082252
2020-05-29,152.28798382826727
2020-06-01,148.14001529196125
2020-06-02,142.24349404975118
2020-06-03,141.3742351715708
2020-06-04,147.470868375144
2020-06-05,149.83604495156084
2020-06-08,159.7108296949244
2020-06-09,155.36003077325188
2020-06-10,158.84313413434697
2020-06-11,161.41195101412512
2020-06-12,164.40293729558076
2020-06-15,166.08905707450975
2020-06-16,170.01211768600555
2020-06-17,164.80529826153838
2020-06-18,164.58509958355978
2020-06-19,168.12137806909107
2020-06-22,167.9709091057464
2020-06-23,169.93250284480382
2020-06-24,169.21506858975155
2020-06-25,170.7606582922751
2020-06-26,167.57029966682143
2020-06-29,167.25270041858448
2020-06-30,169.46001014929175
2020-07-01,177.8595104120884
2020-07-02,173.91161538333708
2020-07-03,176.73775634453784
2020-07-06,174.0179846158868
2020-07-07,172.55959078559107
2020-07-08,172.60004676462916
2020-07-09,165.50292379894614
2020-07-10,163.92933528406772
2020-07-13,163.93103889661845
2020-07-14,163.15631972075303
2020-07-15,161.98994010323798
2020-07-16,158.28683940379472
2020-07-17,158.5626723457763
2020-07-20,151.7117678755617
2020-07-21,153.84802446244424
2020-07-22,148.23185190894384
2020-07-23,144.9135759517785
2020-07-24,147.9008468381807
2020-07-27,150.0891364982506
2020-07-28,156.89782165633213
2020-07-29,157.74151106958038
2020-07-30,156.1915891381896
2020-07-31,157.019056197453
2020-08-03,163.38925259075668
2020-08-04,163.21559696095176
2020-08-05,161.258617255596
2020-08-06,156.06870763295296
2020-08-07,151.29589964531206
2020-08-10,145.32097396214152
2020-08-11,141.10520814039626
2020-08-12,137.1215848161231
2020-08-13,140.0499705526334
2020-08-14,139.26104956778437
2020-08-17,136.64053746930963
2020-08-18,133.9636720832711
2020-08-19,131.87720722863412
2020-08-20,131.56272320140425
2020-08-21,130.59757078366022
2020-08-24,133.24648682909063
2020-08-25,138.28090545422978
2020-08-26,131.99152955398682
2020-08-27,137.24367866730546
2020-08-28,141.63765368362104
2020-08-31,139.96590349924094
2020-09-01,141.6178839760274
2020-09-02,141.4757585116577
2020-09-03,141.24229650334144
2020-09-04,145.67660294113267
2020-09-07,141.97235511346906
2020-09-08,137.3596063381193
2020-09-09,135.33753668531546
2020-09-10,137.8292226982159
2020-09-11,148.26468854304227
2020-09-14,148.0120870759938
2020-09-15,150.9149706529748
2020-09-16,147.5693101807617
2020-09-17,150.62282276824317
2020-09-18,150.8295208720928
2020-09-21,153.2439487340436
2020-09-22,149.49488433108985
2020-09-23,148.21636935854693
2020-09-24,146.29292875301905
2020-09-25,146.42096256753905
2020-09-28,149.8843247251147
2020-09-29,144.75618947203625
2020-09-30,153.36804020909167
2020-10-01,160.20647181596593
2020-10-02,165.08746514606432
2020-10-05,157.3054611061006
2020-10-06,160.32246319886917
2020-10-07,156.33085431609652
2020-10-08,154.60266983393086
2020-10-09,159.7210914817552
2020-10-12,157.3829951331066
2020-10-13,156.85510283934116
2020-10-14,151.7737581518789
2020-10-15,147.08777816670508
2020-10-16,152.08319197975337
2020-10-19,150.96346381903618
2020-10-20,153.94107377048732
2020-10-21,158.21269311409915
2020-10-22,156.56611076287462
2020-10-23,159.72302672838183
2020-10-26,159.76718414502488
2020-10-27,154.25596418521872
2020-10-28,150.3783648092927
2020-10-29,153.21858898819826
2020-10-30,148.75045490658795
2020-11-02,147.101388559619
2020-11-03,147.33974948968591
2020-11-04,151.61928015845695
2020-11-05,151.31308569884942
2020-11-06,153.95392259672428
2020-11-09,154.8121789076053
2020-11-10,157.2902536229413
2020-11-11,156.67696863592846
2020-11-12,159.62989605411408
2020-11-13,163.5527470872428
2020-11-16,165.54073863463034
2020-11-17,167.90657257576788
2020-11-18,171.7906462570115
2020-11-19,174.73740159007247
2020-11-20,168.69698134409322
2020-11-23,179.45420099577535
2020-11-24,177.49797748827447
2020-11-25,182.07594562504266
2020-11-26,174.6321813021776
2020-11-27,179.20039603148527
2020-11-30,170.52003936637047
2020-12-01,166.52709902924306
2020-12-02,173.3169194227781
2020-12-03,176.97066324797913
2020-12-04,180.28178337409702
2020-12-07,180.2630865760712
2020-12-08,181.266140805018
2020-12-09,177.25300783673825
2020-12-10,168.32319123757463
2020-12-11,164.572619619714
2020-12-14,169.85222005415247
2020-12-15,168.33979232262712
2020-12-16,163.30854847022812
2020-12-17,167.156262675703
2020-12-18,173.33137228857822
2020-12-21,173.23113334358098
2020-12-22,173.51733529529005
2020-12-23,178.23585797724752
2020-12-24,177.27097694601258
2020-12-25,178.92480758074868
2020-12-28,183.65208660451503
2020-12-29,183.96281113688934
2020-12-30,182.21385256303364
2020-12-31,182.0853842614764
2021-01-01,177.82696396214183
2021-01-04,176.6060038167496
2021-01-05,171.11360016765894
2021-01-06,178.75510823323177
2021-01-07,183.13849416089835
2021-01-08,178.36735840687675
2021-01-11,173.15060163038282
2021-01-12,177.61308055207513
2021-01-13,176.35880419469913
2021-01-14,172.61127806235132
2021-01-15,167.22600953267616
2021-01-18,163.96853044897296
2021-01-19,167.57769773571607
2021-01-20,159.183579586121
2021-01-21,155.57561963130902
2021-01-22,158.00683429033106
2021-01-25,154.22699442816437
2021-01-26,152.46506407181352
2021-01-27,151.68416433996964
2021-01-28,148.706190328732
2021-01-29,138.98399957621976
2021-02-01,139.32386833668156
2021-02-02,146.24737105875516
2021-02-03,142.98584184038316
2021-02-04,142.66283758046234
2021-02-05,142.84885945556712
2021-02-08,143.23785393559078
2021-02-09,141.09048827860107
2021-02-10,141.07233526625436
2021-02-11,133.53462173486005
2021-02-12,135.79679008343115
2021-02-15,138.8356982126974
2021-02-16,145.75625446738735
2021-02-17,144.38840593512802
2021-02-18,145.2083660005594
2021-02-19,143.24177781107713
2021-02-22,137.46770262016454
2021-02-23,125.8891685218642
2021-02-24,122.72602577812825
2021-02-25,126.32181581054627
2021-02-26,127.25762649870808
2021-03-01,121.99929513513845
2021-03-02,123.08697231997384
2021-03-03,123.97194025936484
2021-03-04,127.6350869161612
2021-03-05,131.24270585040614
2021-03-08,134.86900767353657
2021-03-09,131.08858601318445
2021-03-10,126.77453792595406
2021-03-11,123.24809448090315
2021-03-12,125.71252091490034
2021-03-15,126.21831777452981
2021-03-16,131.10227945618647
2021-03-17,137.17264163379426
2021-03-18,143.72230559475827
2021-03-19,140.39637615397834
2021-03-22,141.84730987550185
2021-03-23,142.51772550987837
2021-03-24,145.64140810012466
2021-03-25,151.74296944597523
2021-03-26,158.04642093685203
2021-03-29,160.90717093692567
2021-03-30,162.86755612999525
2021-03-31,174.6831497089785
2021-04-01,166.86754903599982
2021-04-02,167.2923228017055
2021-04-05,169.25843375149927
2021-04-06,171.47410122242908
2021-04-07,178.49128290832047
2021-04-08,181.82916182263304
2021-04-09,186.90353591832996
2021-04-12,189.83947835907804
2021-04-13,187.30439432092524
2021-04-14,185.1855750570976
2021-04-15,184.77136942238013
2021-04-16,189.673600624859
2021-04-19,187.03180946955797
2021-04-20,184.0376792815533
2021-04-21,186.58082743133832
2021-04-22,189.4286614455044
2021-04-23,177.38376067748507
2021-04-26,175.87157698226434
2021-04-27,169.17211424574387
2021-04-28,167.8784344133521
2021-04-29,166.88130407364076
2021-04-30,167.2450009818899
2021-05-03,169.03937082180335
2021-05-04,165.58620521574167
2021-05-05,167.29341852366625
2021-05-06,165.30880388935154
2021-05-07,163.72529113037046
2021-05-10,164.7299276460541
2021-05-11,173.27764095649192
2021-05-12,173.67179133203172
2021-05-13,179.60298577000532
2021-05-14,182.49478475033342
2021-05-17,191.31636161292633
2021-05-18,188.35212906968883
2021-05-19,184.36135180679645
2021-05-20,179.80872435894975
2021-05-21,175.63041699575885
2021-05-24,180.53603820650505
2021-05-25,187.98792037970017
2021-05-26,187.42308457922044
2021-05-27,187.61592594574088
2021-05-28,186.85051756139208
2021-05-31,190.09780776374626
2021-06-01,183.45994075896564
2021-06-02,177.33923308359897
2021-06-03,177.91398598640407
2021-06-04,177.35776023374808
2021-06-07,178.34088997026345
2021-06-08,175.21240989016243
2021-06-09,177.35298227886096
2021-06-10,178.76603950997136
2021-06-11,179.78145604816902
2021-06-14,182.01881606805915
2021-06-15,185.55240648636575
2021-06-16,195.46779864131514
2021-06-17,200.75034719417434
2021-06-18,199.10805807986753
2021-06-21,204.18520712488834
2021-06-22,197.98132121640148
2021-06-23,201.25124392500445
2021-06-24,208.55603726766876
2021-06-25,201.87982306073383
2021-06-28,194.2026689579711
2021-06-29,193.68394906323775
2021-06-30,196.0590392972931
2021-07-01,196.28127051132617
2021-07-02,196.7333652521859
2021-07-05,201.41145622076462
2021-07-06,210.19193026990138
2021-07-07,211.1367429096233
2021-07-08,212.0753976661415
2021-07-09,211.30411960463965
2021-07-12,208.4725742276819
2021-07-13,195.39522542883813
2021-07-14,190.82353361355817
2021-07-15,192.81456278931066
2021-07-16,189.76457616983615
2021-07-19,181.23744847274816
2021-07-20,179.18485028704762
2021-07-21,180.7389146420647
2021-07-22,185.36569973844138
2021-07-23,190.16677147362603
2021-07-26,186.7026717846123
2021-07-27,178.4718720846507
2021-07-28,182.8026508115535
2021-07-29,177.91162828779386
2021-07-30,175.72290053911274
2021-08-02,174.5346289091259
2021-08-03,166.5336217080008
2021-08-04,164.5671178943923
2021-08-05,166.70911477628573
2021-08-06,170.60205798716544
2021-08-09,171.45088221746778
2021-08-10,168.43387415640012
2021-08-11,162.08279065674745
2021-08-12,162.47228434146987
2021-08-13,166.78087547001786
2021-08-16,164.86550173298525
2021-08-17,167.22958323560815
2021-08-18,175.0730366230797
2021-08-19,174.78921237999916
2021-08-20,178.5987495867023
2021-08-23,177.58208902275132
2021-08-24,178.18326850352923
2021-08-25,177.03954528853367
2021-08-26,170.7781026630466
2021-08-27,176.8189985199683
2021-08-30,180.51582146712533
2021-08-31,182.7544226125463
2021-09-01,180.1250339391787
2021-09-02,181.28978397525154
2021-09-03,187.6663745081494
2021-09-06,183.69876048542804
2021-09-07,183.34448563535142
2021-09-08,188.63921069340861
2021-09-09,185.82956903206642
2021-09-10,182.62135606692055
2021-09-13,168.01028223375013
2021-09-14,166.80484505906065
2021-09-15,172.28506228112414
2021-09-16,173.79408400441238
2021-09-17,180.2621388772906
2021-09-20,184.98407468369683
2021-09-21,180.56108099667063
2021-09-22,193.7606592078803
2021-09-23,189.74981506871825
2021-09-24,198.91636202391496
2021-09-27,203.5327047221599
2021-09-28,200.4381874597145
2021-09-29,196.3140672082873
2021-09-30,193.36287225596263
2021-10-01,195.04735811352955
2021-10-04,194.8968345947877
2021-10-05,193.62570142019862
2021-10-06,199.46911171146508
2021-10-07,205.45025269174923
2021-10-08,207.4464775004105
2021-10-11,205.25139601978108
2021-10-12,202.38208035140414
2021-10-13,196.91688870491774
2021-10-14,194.56778714076142
2021-10-15,193.61827327420784
2021-10-18,185.12618898461778
2021-10-19,180.88695758517449
2021-10-20,177.5612413876215
2021-10-21,181.1797588261019
2021-10-22,186.261750017562
2021-10-25,184.80631753359202
2021-10-26,189.77685542182385
2021-10-27,193.22067635722243
2021-10-28,195.43735894401445
2021-10-29,184.29088042880736
2021-11-01,186.58762647605576
2021-11-02,185.37513889120856
2021-11-03,182.86010084560846
2021-11-04,187.44765532074743
2021-11-05,189.9982565915312
2021-11-08,178.93424982984857
2021-11-09,183.20056164682114
2021-11-10,181.70016667134962
2021-11-11,181.84459192850343
2021-11-12,182.24734797037527
2021-11-15,185.7859702502675
2021-11-16,191.84534992674864
2021-11-17,204.35246834059404
2021-11-18,204.39314759570084
2021-11-19,192.68358735543575
2021-11-22,190.42103584111086
2021-11-23,189.92342953272905
2021-11-24,186.92180818433306
2021-11-25,191.76807093621284
2021-11-26,193.8848702193134
2021-11-29,196.53419128982785
2021-11-30,190.23711604874782
2021-12-01,188.21197645541946
2021-12-02,189.38893392076136
2021-12-03,193.9057789333829
2021-12-06,187.61118150656463
2021-12-07,178.74974650878997
2021-12-08,189.1778025222453
2021-12-09,186.55613341901582
2021-12-10,183.77550625020905
2021-12-13,189.5220218208243
2021-12-14,189.3325248232358
2021-12-15,203.65070277046536
2021-12-16,198.8532555837624
2021-12-17,203.44061805936477
2021-12-20,189.97622217179747
2021-12-21,193.64291231954562
2021-12-22,185.5572320741941
2021-12-23,175.39199194162688
2021-12-24,181.5600905362297
2021-12-27,180.9181407419754
2021-12-28,184.10109339626547
2021-12-29,183.32344279691793
2021-12-30,182.48276683113113
2021-12-31,179.4378579060837
2022-01-03,172.37640862636127
2022-01-04,169.55595401931413
2022-01-05,167.08488088606728
2022-01-06,168.69103364300983
2022-01-07,164.73335046782927
2022-01-10,164.72522354852453
2022-01-11,163.38347225881785
2022-01-12,157.7059579608685
2022-01-13,164.40655752750155
2022-01-14,170.10193401966112
2022-01-17,175.25173265698785
2022-01-18,168.29926183001044
2022-01-19,162.6111767892017
2022-01-20,160.33165572097428
2022-01-21,165.57651550770123
2022-01-24,178.3913241944656
2022-01-25,178.17084139697872
2022-01-26,181.53937935687208
2022-01-27,176.39421540561972
2022-01-28,172.93551063747958
2022-01-31,174.66709701471243
2022-02-01,172.83772752755885
2022-02-02,180.19796090965573
2022-02-03,178.9781860398709
2022-02-04,177.3838160972393
2022-02-07,170.82609969359189
2022-02-08,174.84555687208265
2022-02-09,168.6915293072585
2022-02-10,164.74092580384576
2022-02-11,162.45736482320245
2022-02-14,178.22463892134496
2022-02-15,193.0239859874872
2022-02-16,191.73725953444855
2022-02-17,195.20026046504293
2022-02-18,197.62437725701523
2022-02-21,200.82545872012508
2022-02-22,207.41274360846273
2022-02-23,218.72503558761184
2022-02-24,206.81615573671874
2022-02-25,209.15886842838378
2022-02-28,210.46125263572384
2022-03-01,197.66005249597308
2022-03-02,195.4700367657451
2022-03-03,196.4759841258208
2022-03-04,193.53406920653148
2022-03-07,194.31344475211907
2022-03-08,188.66009336215953
2022-03-09,187.6871690077833
2022-03-10,189.26083317220574
2022-03-11,192.74182373832363
2022-03-14,201.7387915345428
2022-03-15,207.0000746028536
2022-03-16,209.116200987163
2022-03-17,212.16065645143044
2022-03-18,219.08849130800263
2022-03-21,227.00642339293594
2022-03-22,224.82448129837786
2022-03-23,224.25341789297602
2022-03-24,231.86202000049087
2022-03-25,228.82204227964226
2022-03-28,227.0935671650111
2022-03-29,222.56186596920415
2022-03-30,224.10353560365982
2022-03-31,238.34670849960116
2022-04-01,231.03823434125178
2022-04-04,225.13402325038774
2022-04-05,228.9270929609919
2022-04-06,234.86694345618116
2022-04-07,234.93896389366006
2022-04-08,233.95551670383176
2022-04-11,235.49450147006021
2022-04-12,233.67233682548184
2022-04-13,227.6039539889451
2022-04-14,224.03192541915666
2022-04-15,221.0910301171004
2022-04-18,233.8653070447448
2022-04-19,246.17837959119655
2022-04-20,248.28053227682807
2022-04-21,247.55649966713742
2022-04-22,247.9069527795715
2022-04-25,250.4110241274837
2022-04-26,246.46161211714417
2022-04-27,244.2462789773799
2022-04-28,231.31991097147036
2022-04-29,240.8212626701768
2022-05-02,239.73537689237557
2022-05-03,245.67295017772295
2022-05-04,252.35883319090127
2022-05-05,249.7489015488411
2022-05-06,256.9685314591257
2022-05-09,250.55038079506215
2022-05-10,258.7870077637839
2022-05-11,258.5862042522895
2022-05-12,251.91100191557393
2022-05-13,248.77291832083114
2022-05-16,252.07479487248804
2022-05-17,249.20740643312968
2022-05-18,255.88779424750686
2022-05-19,264.1179643652944
2022-05-20,270.2658066604369
2022-05-23,273.2839832560883
2022-05-24,275.77287227906385
2022-05-25,280.49765730928334
2022-05-26,277.71712573767553
2022-05-27,288.07746981650797
2022-05-30,287.1065136084255
2022-05-31,284.31159410011105
2022-06-01,276.547970885609
2022-06-02,277.78268878803067
2022-06-03,290.37777232161557
2022-06-06,287.675542219525
2022-06-07,292.4710768544811
2022-06-08,299.0095320150207
2022-06-09,287.84183779626824
2022-06-10,283.91143419073785
2022-06-13,291.36966793395965
2022-06-14,287.38575447690573
2022-06-15,304.21729911993657
2022-06-16,320.2190807556422
2022-06-17,327.92527402826425
2022-06-20,338.6216069228115
2022-06-21,339.77669669713487
2022-06-22,331.97883640545126
2022-06-23,327.14442908504503
2022-06-24,325.2334572037254
2022-06-27,310.0072625886565
2022-06-28,315.7045043214804
2022-06-29,312.77979395461057
2022-06-30,329.58182743267105
2022-07-01,337.69152781318604
2022-07-04,360.09574312748947
2022-07-05,358.912644233944
2022-07-06,331.4378212492721
2022-07-07,318.99961832867723
2022-07-08,313.68450629767784
2022-07-11,307.0041167142382
2022-07-12,314.35930445571745
2022-07-13,311.00132835940497
2022-07-14,311.7252627993519
2022-07-15,333.84143606622405
2022-07-18,333.99218135793245
2022-07-19,334.4583479173791
2022-07-20,330.3265631080038
2022-07-21,334.9175288696125
2022-07-22,355.8235627134583
2022-07-25,369.3905188718385
2022-07-26,364.5835606864046
2022-07-27,353.14100346558257
2022-07-28,359.3122005070644
2022-07-29,357.2636286448375
2022-08-01,343.78115051287455
2022-08-02,330.85487421947875
2022-08-03,340.7407415722431
2022-08-04,334.95958432630323
2022-08-05,347.4530654838304
2022-08-08,349.03669124707875
2022-08-09,353.9766863947888
2022-08-10,345.7091964545101
2022-08-11,356.0667032485109
2022-08-12,344.4639787942872
2022-08-15,354.1848038929232
2022-08-16,358.64042029864845
2022-08-17,359.14693435777207
2022-08-18,352.6147767174508
2022-08-19,334.1911166423705
2022-08-22,351.5953373484472
2022-08-23,349.12027875135675
2022-08-24,346.07978631369684
2022-08-25,352.78652648216394
2022-08-26,355.75715338987584
2022-08-29,351.94200619621705
2022-08-30,369.70572476101535
2022-08-31,392.0928820541781
2022-09-01,389.18689628372596
2022-09-02,392.25269790849063
2022-09-05,383.8253712973279
2022-09-06,394.35074516441694
2022-09-07,388.16929831766663
2022-09-08,403.7592228532956
2022-09-09,414.1509133143846
2022-09-12,401.8152269947268
2022-09-13,402.7353947783036
2022-09-14,391.54052981192416
2022-09-15,383.4356039290863
2022-09-16,373.78558414986685
2022-09-19,375.0749300482383
2022-09-20,375.74940702958725
2022-09-21,372.5029342896172
2022-09-22,380.06321545712876
2022-09-23,370.7052293544464
2022-09-26,367.792036688243
2022-09-27,378.9978661341609
2022-09-28,382.1166302896824
2022-09-29,396.94572560962257
2022-09-30,398.0705063373508
2022-10-03,405.1504562938693
2022-10-04,415.9546151240493
2022-10-05,421.76318064826086
2022-10-06,433.00525010882615
2022-10-07,413.04757337762516
2022-10-10,386.3487601417743
2022-10-11,386.9308896904827
2022-10-12,401.0969626793446
2022-10-13,404.1815300881966
2022-10-14,424.23435288678087
2022-10-17,405.89053443107576
2022-10-18,392.99889506267067
2022-10-19,396.2145921205075
2022-10-20,386.5448081928799
2022-10-21,400.7407815197686
2022-10-24,397.8997588213698
2022-10-25,411.27414569304636
2022-10-26,410.1502249012665
2022-10-27,429.7959887461866
2022-10-28,423.44175250407324
2022-10-31,429.6332964881425
2022-11-01,425.1966516873058
2022-11-02,394.2912694802214
2022-11-03,401.8403420360745
2022-11-04,416.65446397809353
2022-11-07,410.8696253131399
2022-11-08,386.1185100647529
2022-11-09,375.8090212351903
2022-11-10,376.9867098411478
2022-11-11,389.3468603643253
2022-11-14,390.12513524936764
2022-11-15,386.99538892396566
2022-11-16,366.3112644016208
2022-11-17,348.79647386780624
2022-11-18,350.11693464490963
2022-11-21,336.4999516614116
2022-11-22,341.7885534392475
2022-11-23,340.9404346796422
2022-11-24,339.191813356297
2022-11-25,333.47220767335034
2022-11-28,330.4724285537576
2022-11-29,346.11428252422195
2022-11-30,347.91546515009986
2022-12-01,344.1100322581589
2022-12-02,338.1999775577135
2022-12-05,338.1220339289755
2022-12-06,337.3707902764713
2022-12-07,340.7712151856895
2022-12-08,330.0984431213228
2022-12-09,331.53892028409433
2022-12-12,337.56429640274985
2022-12-13,346.9162147926407
2022-12-14,334.81750515218386
2022-12-15,332.661923151033
2022-12-16,319.7426086925312
2022-12-19,302.31158011921843
2022-12-20,303.8039471325539
2022-12-21,322.7043110996738
2022-12-22,340.7774559855743
2022-12-23,324.30489409013194
2022-12-26,327.0441172599544
2022-12-27,324.79970854311756
2022-12-28,316.24912784516147
2022-12-29,311.5342545554312
2022-12-30,298.81117175030164
2023-01-02,289.4872405631562
2023-01-03,275.8786389803331
2023-01-04,267.7679825868703
2023-01-05,267.38696696830397
2023-01-06,268.10686069842006
2023-01-09,272.14475952092425
2023-01-10,279.0231477630589
2023-01-11,272.2568472175197
2023-01-12,259.3642228831117
2023-01-13,250.38969162345165
2023-01-16,249.6131068272568
2023-01-17,254.65915506154977
2023-01-18,253.98548254394495
2023-01-19,245.47241583678138
2023-01-20,258.0234674677275
2023-01-23,258.7081429989845
2023-01-24,256.1334758410262
2023-01-25,259.92395391050906
2023-01-26,252.57712554517295
2023-01-27,259.19484728162513
2023-01-30,259.2615041201454
2023-01-31,255.5937440589142
2023-02-01,261.00941664559844
2023-02-02,258.49451502997016
2023-02-03,258.982297849996
2023-02-06,273.5800566433443
2023-02-07,274.9297457306766
2023-02-08,273.92259704088485
2023-02-09,288.0852280820914
2023-02-10,290.97180949039085
2023-02-13,294.4720075247424
2023-02-14,308.382181586958
2023-02-15,314.06209905521575
2023-02-16,304.0884878442528
2023-02-17,297.8127040273678
2023-02-20,303.09781714821264
2023-02-21,295.7191378085054
2023-02-22,301.25051171650614
2023-02-23,293.96633140325315
2023-02-24,298.087717908125
2023-02-27,298.4635915436101
2023-02-28,302.6933499038455
2023-03-01,312.0877284806814
2023-03-02,309.1379257360797
2023-03-03,313.7471111017069
2023-03-06,311.9472847861455
2023-03-07,308.0833914106967
2023-03-08,304.85787188435273
2023-03-09,322.35728996028644
2023-03-10,326.60484427995635
2023-03-13,327.1005588235973
2023-03-14,323.038592676734
2023-03-15,322.8473395992738
2023-03-16,315.51743944181516
2023-03-17,321.61425190987103
2023-03-20,324.5014560375648
2023-03-21,307.63772880053244
2023-03-22,301.6426210386535
2023-03-23,296.3114600414554
2023-03-24,284.62991972556983
2023-03-27,281.076277104047
2023-03-28,288.2017611468018
2023-03-29,289.0854367915688
2023-03-30,293.31285414081987
2023-03-31,290.8744276150638
2023-04-03,296.2378283658459
2023-04-04,304.8309795339502
2023-04-05,316.7715202411688
2023-04-06,308.27375626345
2023-04-07,311.05090042422074
2023-04-10,321.7083067106289
2023-04-11,305.37660415801884
2023-04-12,297.0655023922004
2023-04-13,297.1772258895967
2023-04-14,299.93570675422023
2023-04-17,297.73483697547385
2023-04-18,294.1238979681481
2023-04-19,297.7933181324775
2023-04-20,284.86762990321074
2023-04-21,285.469284044689
2023-04-24,271.48371301184795
2023-04-25,260.836805058051
2023-04-26,264.84651868530034
2023-04-27,273.91067502999294
2023-04-28,263.53072256859457
2023-05-01,260.8760078191603
2023-05-02,251.64080091533827
2023-05-03,259.1106387927373
2023-05-04,263.2860089232274
2023-05-05,262.9809057839992
2023-05-08,260.8662847162996
2023-05-09,257.46499850370225
2023-05-10,264.1588866434519
2023-05-11,275.63121933872924
2023-05-12,281.6063586238435
2023-05-15,290.35604711230684
2023-05-16,288.9252374612634
2023-05-17,294.9429064742735
2023-05-18,296.79444371338815
2023-05-19,298.6357128662338
2023-05-22,303.1167572097366
2023-05-23,309.2698361301425
2023-05-24,305.0787806481363
2023-05-25,298.9670557112932
2023-05-26,288.1098103002195
2023-05-29,286.54940547457
2023-05-30,282.1196961777044
2023-05-31,271.49768866298473
2023-06-01,270.5163534091697
2023-06-02,275.2789709491005
2023-06-05,268.68720476600504
2023-06-06,277.90354030254093
2023-06-07,280.9354289710548
2023-06-08,280.8704368410551
2023-06-09,287.2887304681033
2023-06-12,284.0228461159938
2023-06-13,279.5177444444558
2023-06-14,270.5944112059534
2023-06-15,274.3077652299914
2023-06-16,278.3494541635938
2023-06-19,291.2695119370194
2023-06-20,285.62498476800835
2023-06-21,277.3094407080296
2023-06-22,277.2119565638865
2023-06-23,273.10301428177416
2023-06-26,266.82848342582986
2023-06-27,254.8073489761481
2023-06-28,254.6298524727693
2023-06-29,249.66812971427908
2023-06-30,255.18026656310423
2023-07-03,257.0615093178132
2023-07-04,251.96966693587638
2023-07-05,251.42220728812808
2023-07-06,249.19459886806396
2023-07-07,254.68653171971292
2023-07-10,266.4261397815699
2023-07-11,269.0298323898742
2023-07-12,269.0813489640423
2023-07-13,260.2455929515518
2023-07-14,260.40392895950583
2023-07-17,267.2036386991622
2023-07-18,267.5759659935687
2023-07-19,271.3109153168108
2023-07-20,262.0729283264672
2023-07-21,260.9489062564963
2023-07-24,264.6122338941588
2023-07-25,274.04558008607677
2023-07-26,254.87608393801258
2023-07-27,261.1927941971079
2023-07-28,250.1909488773099
2023-07-31,252.37265602083625
