Date,NUE
2021-02-08,372.4060296907074
2021-02-09,374.6031374660362
2021-02-10,374.56030818914866
2021-02-11,369.810458199598
2021-02-12,367.7884417132369
2021-02-15,378.2414739846848
2021-02-16,388.6302875814444
2021-02-17,393.3048210766626
2021-02-18,392.3089224144464
2021-02-19,395.35570937061783
2021-02-22,391.7261690273626
2021-02-23,384.68759544222223
2021-02-24,395.491822916504
2021-02-25,393.24711263926497
2021-02-26,382.0390030373509
2021-03-01,372.7659865711734
2021-03-02,392.977814420632
2021-03-03,388.49845599048206
2021-03-04,379.2540566731689
2021-03-05,381.6576497473357
2021-03-08,382.92835095484605
2021-03-09,379.05912059638166
2021-03-10,381.1873715716765
2021-03-11,398.57641905043937
2021-03-12,396.70189052641905
2021-03-15,399.28028493437057
2021-03-16,396.33127674354995
2021-03-17,386.4926705292921
2021-03-18,380.5232048514652
2021-03-19,378.4402062430938
2021-03-22,385.7094623856154
2021-03-23,381.6874692476738
2021-03-24,377.7365148213922
2021-03-25,378.09785506101395
2021-03-26,385.18226909435265
2021-03-29,380.21227450466694
2021-03-30,384.40991662532315
2021-03-31,387.1648457457714
2021-04-01,386.7651894398083
2021-04-02,383.9838978328979
2021-04-05,397.17444246845673
2021-04-06,393.00284786224114
2021-04-07,395.3583736438412
2021-04-08,386.8068192081245
2021-04-09,385.6125679576987
2021-04-12,386.1172301892439
2021-04-13,390.6604328342015
2021-04-14,395.60365743220234
2021-04-15,387.60105240212505
2021-04-16,401.9705513841623
2021-04-19,394.59250913076824
2021-04-20,387.55397414166333
2021-04-21,396.21960519834977
2021-04-22,388.2843804076535
2021-04-23,386.55709581871423
2021-04-26,391.6243097013486
2021-04-27,406.2108139301095
2021-04-28,406.34511644995916
2021-04-29,409.7328797518548
2021-04-30,414.9490680789028
2021-05-03,408.47164444161484
2021-05-04,406.30404782413973
2021-05-05,419.09990053928294
2021-05-06,409.9177962810791
2021-05-07,418.1377463797433
2021-05-10,408.91554169216215
2021-05-11,395.2985626884425
2021-05-12,400.498828324322
2021-05-13,396.2296126351751
2021-05-14,400.3856982983912
2021-05-17,404.87543783810025
2021-05-18,392.59853547481293
2021-05-19,391.93325022727055
2021-05-20,392.31979252255843
2021-05-21,384.0601818756934
2021-05-24,394.79544784989633
2021-05-25,379.76770298197715
2021-05-26,374.813395913436
2021-05-27,383.56818519634135
2021-05-28,381.98613678169903
2021-05-31,381.80675940433287
2021-06-01,371.3896157779684
2021-06-02,367.84995466747114
2021-06-03,368.6449734456648
2021-06-04,374.8249633291908
2021-06-07,358.48472432020424
2021-06-08,353.9090092033046
2021-06-09,348.07207186191533
2021-06-10,350.5255414200159
2021-06-11,353.26085767857074
2021-06-14,351.9482382811098
2021-06-15,359.8046423229384
2021-06-16,363.2104237397879
2021-06-17,362.97066378139766
2021-06-18,364.32632384903457
2021-06-21,363.16148198197595
2021-06-22,367.70111594650155
2021-06-23,367.7196597518961
2021-06-24,364.22688161736767
2021-06-25,362.3234556093758
2021-06-28,356.1617916306924
2021-06-29,369.6594257762675
2021-06-30,369.57947498288587
2021-07-01,357.48315373884276
2021-07-02,355.7396013099811
2021-07-05,360.93979864593354
2021-07-06,352.98723543093325
2021-07-07,348.7855976078731
2021-07-08,333.5869253659399
2021-07-09,330.0261015087282
2021-07-12,325.3676644131443
2021-07-13,323.59378939547685
2021-07-14,324.17474978110766
2021-07-15,319.3470534906432
2021-07-16,320.4310102487401
2021-07-19,317.93242338686673
2021-07-20,329.2129267011235
2021-07-21,326.1492532703153
2021-07-22,318.1711028715331
2021-07-23,316.82638008349403
2021-07-26,304.5567300795688
2021-07-27,295.75614913104783
2021-07-28,292.0631169373705
2021-07-29,299.64735693886803
2021-07-30,308.98042509686553
2021-08-02,313.8856493344457
2021-08-03,323.49750866420374
2021-08-04,327.96875291573633
2021-08-05,330.39272459008157
2021-08-06,333.03026809455355
2021-08-09,326.72010926223106
2021-08-10,320.54280534571615
2021-08-11,318.29643524230113
2021-08-12,324.39719345141344
2021-08-13,330.8014883638223
2021-08-16,331.2524390211294
2021-08-17,330.2091520869871
2021-08-18,335.50063517677063
2021-08-19,328.2376430158894
2021-08-20,321.7117157927473
2021-08-23,323.16880576875593
2021-08-24,327.7723369688692
2021-08-25,326.6689148540035
2021-08-26,322.8246597336863
2021-08-27,325.91719467557715
2021-08-30,325.76503481491426
2021-08-31,333.1985325609198
2021-09-01,332.37524029623876
2021-09-02,322.0942959320632
2021-09-03,320.78775205419504
2021-09-06,339.3691591386896
2021-09-07,347.96320797003807
2021-09-08,362.81884831420217
2021-09-09,361.6556296798709
2021-09-10,362.7149877509663
2021-09-13,360.1410627069766
2021-09-14,356.1345958997617
2021-09-15,359.07718325727853
2021-09-16,361.1954540934584
2021-09-17,359.81433491174937
2021-09-20,367.945743722908
2021-09-21,362.385645293473
2021-09-22,364.32501020329363
2021-09-23,370.3826894474718
2021-09-24,371.048265530208
2021-09-27,377.5463230431209
2021-09-28,364.6999892802974
2021-09-29,366.6349169668799
2021-09-30,365.5253221619297
2021-10-01,359.8662858479672
2021-10-04,362.13553004866196
2021-10-05,360.5563798510616
2021-10-06,358.9893735660346
2021-10-07,366.99751069043276
2021-10-08,367.68661041819064
2021-10-11,364.5849972675916
2021-10-12,357.67926917390395
2021-10-13,352.95782365600627
2021-10-14,352.09976608301827
2021-10-15,351.9363733308729
2021-10-18,345.5202788355643
2021-10-19,354.7969648338347
2021-10-20,355.04259294982444
2021-10-21,352.0418390003205
2021-10-22,345.718164839451
2021-10-25,331.43777802348797
2021-10-26,327.8800678368134
2021-10-27,319.3584896590503
2021-10-28,321.4330985960213
2021-10-29,326.6525546297851
2021-11-01,331.2552303227822
2021-11-02,334.0690501622233
2021-11-03,343.1780306941656
2021-11-04,336.1865262940434
2021-11-05,334.0704136480537
2021-11-08,326.28161691402636
2021-11-09,328.7852139119904
2021-11-10,329.4137067755354
2021-11-11,327.3947709400503
2021-11-12,327.6769544506247
2021-11-15,331.4852972243612
2021-11-16,342.449759481839
2021-11-17,339.04977062768694
2021-11-18,338.79256914903755
2021-11-19,337.6854335019943
2021-11-22,344.00597743772477
2021-11-23,342.8859024725524
2021-11-24,353.99315076765015
2021-11-25,356.7968248644019
2021-11-26,354.5717059503334
2021-11-29,357.21561493980255
2021-11-30,358.9639166385346
2021-12-01,359.35813161514824
2021-12-02,354.1699420198572
2021-12-03,355.1916337770074
2021-12-06,355.4121404000396
2021-12-07,356.5954475843911
2021-12-08,362.2333858395065
2021-12-09,359.70062219077204
2021-12-10,359.88853892185176
2021-12-13,355.7230503899313
2021-12-14,343.8058887127317
2021-12-15,339.91840484878145
2021-12-16,334.92026383526445
2021-12-17,341.4029010220364
2021-12-20,348.1843066372247
2021-12-21,350.91667262070007
2021-12-22,358.29618748307314
2021-12-23,356.41697709768243
2021-12-24,354.80322386135225
2021-12-27,348.4676402925475
2021-12-28,353.3218432871185
2021-12-29,359.5103573487493
2021-12-30,350.1615981365757
2021-12-31,351.32599527059546
2022-01-03,345.17602351539307
2022-01-04,337.39999082088553
2022-01-05,333.17767969836416
2022-01-06,337.17635339198785
2022-01-07,338.8406061414941
2022-01-10,347.75568997714674
2022-01-11,350.03536889147904
2022-01-12,353.7899331785282
2022-01-13,347.7348212026367
2022-01-14,346.21209749394484
2022-01-17,343.38927220570486
2022-01-18,338.4376554241173
2022-01-19,338.4929662893333
2022-01-20,331.5476588518353
2022-01-21,333.09248104729545
2022-01-24,316.6032533371496
2022-01-25,306.4711110463434
2022-01-26,301.6394503602818
2022-01-27,300.36135195456603
2022-01-28,287.474550835543
2022-01-31,292.8217476312488
2022-02-01,286.7141283996641
2022-02-02,284.9318686575803
2022-02-03,285.5199948132689
2022-02-04,285.20096295565753
2022-02-07,285.9593200598553
2022-02-08,289.50198025524634
2022-02-09,285.43930439156605
2022-02-10,288.61254011778766
2022-02-11,290.82658709411805
2022-02-14,296.276643646439
2022-02-15,291.3471901457309
2022-02-16,287.2191934621486
2022-02-17,285.5607036574305
2022-02-18,287.1307149777987
2022-02-21,277.6648059849003
2022-02-22,281.8471826391705
2022-02-23,279.60223086876454
2022-02-24,281.68876901413586
2022-02-25,275.1588572866177
2022-02-28,274.3747826308258
2022-03-01,273.2068601614572
2022-03-02,271.4224252943095
2022-03-03,271.1613332266231
2022-03-04,274.43956925963903
2022-03-07,279.633415328796
2022-03-08,273.7972350625234
2022-03-09,285.48594063915357
2022-03-10,280.81794410700536
2022-03-11,280.6513328553955
2022-03-14,269.97470667053176
2022-03-15,263.9099282918322
2022-03-16,264.5234345164324
2022-03-17,265.6485584630862
2022-03-18,268.74436760839995
2022-03-21,270.8031567917231
2022-03-22,274.6205782894528
2022-03-23,269.80939466373724
2022-03-24,270.9043488014221
2022-03-25,263.3659350742392
2022-03-28,258.32923364696603
2022-03-29,257.3996666897835
2022-03-30,255.25871596653857
2022-03-31,261.7064697822378
2022-04-01,262.1182776918543
2022-04-04,264.79906702886393
2022-04-05,261.8747539399228
2022-04-06,267.176137257625
2022-04-07,268.91663674774674
2022-04-08,271.6741608641613
2022-04-11,270.6049779702275
2022-04-12,266.6282667323746
2022-04-13,267.17930014138517
2022-04-14,269.20997624419766
2022-04-15,270.0034703201852
2022-04-18,274.4000949664306
2022-04-19,286.3073131936123
2022-04-20,293.20127366972446
2022-04-21,297.94542709437275
2022-04-22,298.75133396842847
2022-04-25,308.3377905853948
2022-04-26,316.80036660503754
2022-04-27,318.0688176964884
2022-04-28,318.77771579843557
2022-04-29,328.4575971499987
2022-05-02,314.8167070177576
2022-05-03,301.45635928079366
2022-05-04,296.9773198903632
2022-05-05,295.25584872277807
2022-05-06,302.98466436398905
2022-05-09,303.53202775990064
2022-05-10,305.8323091642436
2022-05-11,300.86667722571667
2022-05-12,300.24069718101697
2022-05-13,307.5926196269247
2022-05-16,296.86621542217375
2022-05-17,288.2417956906009
2022-05-18,292.97575458773287
2022-05-19,298.3245701772042
2022-05-20,305.3949083949604
2022-05-23,299.30577126175575
2022-05-24,300.28188280214033
2022-05-25,303.1768087641167
2022-05-26,298.9483541264727
2022-05-27,300.2841271745152
2022-05-30,306.7837758478644
2022-05-31,312.52915619274233
2022-06-01,307.89856394325983
2022-06-02,305.66533659286057
2022-06-03,311.21927494442787
2022-06-06,313.3792643817731
2022-06-07,309.06436699034873
2022-06-08,308.7435207845431
2022-06-09,311.5993949159105
2022-06-10,310.42958870289044
2022-06-13,315.1774120239968
2022-06-14,314.48429482546635
2022-06-15,311.634203721006
2022-06-16,318.7697092727941
2022-06-17,327.2659454345597
2022-06-20,333.2386892333305
2022-06-21,334.1824247548027
2022-06-22,331.31946824170774
2022-06-23,331.25987833378986
2022-06-24,324.0712778819827
2022-06-27,327.6302449101903
2022-06-28,326.9546491553201
2022-06-29,323.837405705753
2022-06-30,319.61203350366793
2022-07-01,322.05999846620784
2022-07-04,323.9342075309733
2022-07-05,323.2864017120568
2022-07-06,328.7807123980256
2022-07-07,333.2547297740187
2022-07-08,332.8926991447071
2022-07-11,332.1334725829809
2022-07-12,338.92503066266585
2022-07-13,339.939375946699
2022-07-14,346.99988401617605
2022-07-15,340.29903550927884
2022-07-18,336.93773122112304
2022-07-19,335.8838642395598
2022-07-20,335.0810225363374
2022-07-21,335.1122095470319
2022-07-22,329.89583015921266
2022-07-25,329.2676859118913
2022-07-26,322.9419224266646
2022-07-27,314.5417387013973
2022-07-28,325.49776641578217
2022-07-29,329.76520701445645
2022-08-01,330.94149756596613
2022-08-02,336.5746424218278
2022-08-03,334.0122801651291
2022-08-04,338.6414251565465
2022-08-05,347.84540424583946
2022-08-08,363.2041498928936
2022-08-09,363.3504172683981
2022-08-10,367.0372138413801
2022-08-11,369.1211473278685
2022-08-12,369.4137661181822
2022-08-15,385.62603964707125
2022-08-16,390.06009319737353
2022-08-17,396.9105933068701
2022-08-18,395.0160342933318
2022-08-19,394.40290217462484
2022-08-22,400.92558191451803
2022-08-23,397.2875470297859
2022-08-24,396.5777858892954
2022-08-25,385.90459678356143
2022-08-26,374.0666687689633
2022-08-29,384.16418208822955
2022-08-30,398.81488732017266
2022-08-31,404.9070636453992
2022-09-01,409.85047549600625
2022-09-02,410.23740201517467
2022-09-05,416.0998012437338
2022-09-06,406.45321990025354
2022-09-07,402.43990309667345
2022-09-08,404.92112505219814
2022-09-09,418.0715608648997
2022-09-12,413.4677214851749
2022-09-13,419.12859051031444
2022-09-14,425.15580005508986
2022-09-15,419.87446272361984
2022-09-16,421.2727747424501
2022-09-19,421.1790741372742
2022-09-20,430.4554613227204
2022-09-21,427.7192026844863
2022-09-22,418.8847662297133
2022-09-23,418.4844154391647
2022-09-26,426.4535266322762
2022-09-27,431.7256261785765
2022-09-28,433.4634141629174
2022-09-29,441.90929119157136
2022-09-30,450.4000851155712
2022-10-03,458.45218806600457
2022-10-04,467.4011474726273
2022-10-05,470.46209715946605
2022-10-06,459.2245171296927
2022-10-07,469.3627852607365
2022-10-10,463.1925194291876
2022-10-11,457.91349639721705
2022-10-12,467.3739406349804
2022-10-13,459.4086389745885
2022-10-14,463.7791446579479
2022-10-17,458.3077672761219
2022-10-18,443.54433800036117
2022-10-19,434.6728241339576
2022-10-20,439.2046467624619
2022-10-21,427.06301834367497
2022-10-24,435.97111278254704
2022-10-25,441.10545556468713
2022-10-26,440.17222458467864
2022-10-27,420.1063679740453
2022-10-28,417.3183900041851
2022-10-31,407.3521015750829
2022-11-01,410.4708749830249
2022-11-02,408.5904199966066
2022-11-03,398.5159015760301
2022-11-04,392.12156224295893
2022-11-07,386.63883233644606
2022-11-08,389.0392683972133
2022-11-09,398.2244528597438
2022-11-10,397.84153386350675
2022-11-11,391.2854454063467
2022-11-14,397.86687432242394
2022-11-15,380.4277256604318
2022-11-16,384.7894707082836
2022-11-17,376.51347526642263
2022-11-18,377.11615248066994
2022-11-21,387.48386534389095
2022-11-22,385.25138177424384
2022-11-23,378.8664336313092
2022-11-24,388.36906173722815
2022-11-25,390.20423972890046
2022-11-28,388.20311975540415
2022-11-29,389.848408064509
2022-11-30,393.8193550972357
2022-12-01,391.60039040982264
2022-12-02,388.46963290888186
2022-12-05,397.79633593326315
2022-12-06,389.4173824337873
2022-12-07,389.8057885644855
2022-12-08,387.79272523227803
2022-12-09,382.1796751158338
2022-12-12,377.1869225190663
2022-12-13,384.6512905661337
2022-12-14,378.14103932445346
2022-12-15,358.28882054680145
2022-12-16,348.3869179322419
2022-12-19,351.55991558893544
2022-12-20,344.87668614445096
2022-12-21,334.5497722453806
2022-12-22,329.2432050344048
2022-12-23,327.06255855404424
2022-12-26,324.44510532183
2022-12-27,329.23203108160806
2022-12-28,336.4401411971666
2022-12-29,340.11572617820286
2022-12-30,335.91459713408176
2023-01-02,338.2009195841742
2023-01-03,343.681660306961
2023-01-04,337.7056842549391
2023-01-05,344.31361944065253
2023-01-06,348.8703285292438
2023-01-09,351.8582434170792
2023-01-10,360.2101342879904
2023-01-11,353.9511586694208
2023-01-12,363.43006380752354
2023-01-13,380.54509312166556
2023-01-16,376.1035745960771
2023-01-17,378.08555722623413
2023-01-18,380.91180418195626
2023-01-19,378.6919722353315
2023-01-20,369.92934234729995
2023-01-23,369.1931186038
2023-01-24,363.679225689879
2023-01-25,364.40736146337605
2023-01-26,369.74674940044696
2023-01-27,360.9571005926198
2023-01-30,348.46947429998363
2023-01-31,349.81822809819283
2023-02-01,361.54358391485295
2023-02-02,358.0473490569676
2023-02-03,358.41536063141444
2023-02-06,354.6924853367106
2023-02-07,358.23896747559974
2023-02-08,361.60070601266915
2023-02-09,360.34292958514806
2023-02-10,358.2855143514171
2023-02-13,356.53665123399605
2023-02-14,357.6312165956565
2023-02-15,357.99831760832535
2023-02-16,368.48861597211373
2023-02-17,360.2365445594334
2023-02-20,360.47116413423413
2023-02-21,371.46585363824045
2023-02-22,362.971915674069
2023-02-23,373.69824418887606
2023-02-24,380.15868529111543
2023-02-27,379.0905632168914
2023-02-28,387.4237740282793
2023-03-01,387.2006220279793
2023-03-02,387.2343202613721
2023-03-03,386.46648106367445
2023-03-06,388.36098146061676
2023-03-07,390.53566550635975
2023-03-08,386.48865064774594
2023-03-09,384.91822252922924
2023-03-10,382.5872896572872
2023-03-13,376.4459978609768
2023-03-14,376.49815517490714
2023-03-15,374.2528218477636
2023-03-16,379.11388415938353
2023-03-17,377.7483054401698
2023-03-20,382.3500361360369
2023-03-21,384.12069246018433
2023-03-22,383.26105978674104
2023-03-23,387.7636226250673
2023-03-24,383.99408780079955
2023-03-27,385.75970283340627
2023-03-28,390.0260863163848
2023-03-29,390.7697356213234
2023-03-30,385.2522167385315
2023-03-31,383.9801602395381
2023-04-03,388.37274108196385
2023-04-04,397.66510611329926
2023-04-05,388.74471683486547
2023-04-06,388.9389615718594
2023-04-07,386.7528079461048
2023-04-10,382.68270621881
2023-04-11,372.6755195932399
2023-04-12,371.48448966051615
2023-04-13,359.1246879653868
2023-04-14,361.6611618116533
2023-04-17,368.85837627755257
2023-04-18,369.6559530416397
2023-04-19,376.0916022009474
2023-04-20,371.9793967453124
2023-04-21,376.1672794390682
2023-04-24,378.3558067587795
2023-04-25,388.8110891501602
2023-04-26,379.56406828830575
2023-04-27,378.9406870379567
2023-04-28,372.24560580926175
2023-05-01,379.4381133236617
2023-05-02,376.8795554401405
2023-05-03,364.6330600577595
2023-05-04,372.84948882822385
2023-05-05,370.17905729155945
2023-05-08,360.991610074354
2023-05-09,359.92435091602897
2023-05-10,361.97488254671634
2023-05-11,364.2669179148991
2023-05-12,362.0525881649495
2023-05-15,354.57179224136854
2023-05-16,361.397841804212
2023-05-17,342.6328600010205
2023-05-18,338.88779717716506
2023-05-19,330.91361344807257
2023-05-22,326.1301678310276
2023-05-23,324.0037654197461
2023-05-24,325.5579532202837
2023-05-25,321.0081397493664
2023-05-26,311.17474626263623
2023-05-29,308.65008042567564
2023-05-30,309.40599831881434
2023-05-31,315.7043210441791
2023-06-01,314.2005951154542
2023-06-02,325.1519160528229
2023-06-05,328.0920433146808
2023-06-06,326.9214055385956
2023-06-07,325.95461270570064
2023-06-08,332.8443918928586
2023-06-09,327.9043941876204
2023-06-12,327.4732558429303
2023-06-13,333.4273302734517
2023-06-14,339.58596819418193
2023-06-15,332.16713989816037
2023-06-16,334.547645769945
2023-06-19,339.3872924813263
2023-06-20,334.24698874285343
2023-06-21,347.8058365749672
2023-06-22,354.0221586073076
2023-06-23,351.3419414631778
2023-06-26,346.39912541895006
2023-06-27,345.2543303470024
2023-06-28,340.55887817820957
2023-06-29,335.9254888098206
2023-06-30,327.37361045059123
2023-07-03,326.92513999469855
2023-07-04,327.2326574612948
2023-07-05,338.79546350738747
2023-07-06,335.4229605215159
2023-07-07,338.8169145862452
2023-07-10,339.00959038967306
2023-07-11,335.2118635639176
2023-07-12,341.87277167626297
2023-07-13,345.01506600579916
2023-07-14,336.39549526828927
2023-07-17,341.9035468470089
2023-07-18,345.0293722110014
2023-07-19,340.5168962976478
2023-07-20,351.07900524384104
2023-07-21,355.2010417963807
2023-07-24,357.02546191868527
2023-07-25,350.9852422992254
2023-07-26,351.7986442482764
2023-07-27,347.28074777659936
2023-07-28,342.49945583306635
2023-07-31,344.7512412271533
2023-08-01,345.06677486115933
