Date,AMZN
2020-08-28,178.73141423824052
2020-08-31,183.16716171741882
2020-09-01,178.10243066183048
2020-09-02,181.65960883644306
2020-09-03,183.1766325198749
2020-09-04,177.61159323539056
2020-09-07,184.23229030217672
2020-09-08,192.11344415253288
2020-09-09,195.23298878146886
2020-09-10,200.7185745421439
2020-09-11,210.31100595005927
2020-09-14,211.71300953318263
2020-09-15,199.99309185510884
2020-09-16,195.60667924512418
2020-09-17,195.57720077205622
2020-09-18,199.43448599043936
2020-09-21,198.55964731312343
2020-09-22,199.81448242603366
2020-09-23,213.406821853172
2020-09-24,207.76777244973198
2020-09-25,202.45547869526789
2020-09-28,199.14712390742844
2020-09-29,198.26210588747585
2020-09-30,198.1546331518414
2020-10-01,200.3179903699207
2020-10-02,196.74036756387812
2020-10-05,201.90004587975872
2020-10-06,203.73842040156507
2020-10-07,202.4523067104576
2020-10-08,201.5789889574794
2020-10-09,202.49581740701325
2020-10-12,208.23461157922182
2020-10-13,217.22116565067526
2020-10-14,218.93652910598774
2020-10-15,220.3332168031388
2020-10-16,227.46316713743087
2020-10-19,227.59412172024605
2020-10-20,223.44153989588185
2020-10-21,225.91804373364894
2020-10-22,222.14387600498426
2020-10-23,228.33788311238902
2020-10-26,224.5211466143012
2020-10-27,221.714991360245
2020-10-28,225.764818729604
2020-10-29,222.55396472060653
2020-10-30,226.43185368241035
2020-11-02,220.24091488112742
2020-11-03,223.30010832120456
2020-11-04,223.72955779308552
2020-11-05,223.01905329694847
2020-11-06,226.95641089611186
2020-11-09,234.5348625590132
2020-11-10,228.2067337837267
2020-11-11,211.77962884429496
2020-11-12,213.30301807483747
2020-11-13,207.39598165250678
2020-11-16,212.37758276590208
2020-11-17,214.24632427614318
2020-11-18,211.00946556037906
2020-11-19,215.2472427113638
2020-11-20,206.03793339854752
2020-11-23,206.33614992846438
2020-11-24,203.00662168363203
2020-11-25,201.27441441936367
2020-11-26,200.45174546495437
2020-11-27,206.68391132836547
2020-11-30,207.14057296105537
2020-12-01,208.13246367620505
2020-12-02,205.05432754191608
2020-12-03,203.6730525483136
2020-12-04,202.0451278493662
2020-12-07,204.25740090701112
2020-12-08,201.7887386372348
2020-12-09,200.16206008640603
2020-12-10,198.34310179242388
2020-12-11,198.21498001370617
2020-12-14,200.03336106011596
2020-12-15,204.24445603272056
2020-12-16,197.72298294330162
2020-12-17,195.9549441408125
2020-12-18,194.48535981816565
2020-12-21,198.25566232774932
2020-12-22,197.19437394435002
2020-12-23,200.22521894897542
2020-12-24,199.75363973523193
2020-12-25,205.96741993846857
2020-12-28,207.7123789597664
2020-12-29,216.21166913004484
2020-12-30,211.64368699318396
2020-12-31,211.86789193253045
2021-01-01,212.5210155023637
2021-01-04,213.71856868124576
2021-01-05,209.00269503516975
2021-01-06,210.44633988631344
2021-01-07,209.17927498167552
2021-01-08,204.8753417619729
2021-01-11,209.3019720794522
2021-01-12,211.2877234829842
2021-01-13,215.8099431335465
2021-01-14,219.92133475383608
2021-01-15,214.65192207548625
2021-01-18,212.06521748644815
2021-01-19,215.31447491269634
2021-01-20,217.11174640869595
2021-01-21,207.74806753609622
2021-01-22,203.72898063072563
2021-01-25,200.40732852223357
2021-01-26,208.87664664648258
2021-01-27,209.49513502222135
2021-01-28,214.54688455705883
2021-01-29,221.87314921959813
2021-02-01,220.53364287569883
2021-02-02,227.11499142201012
2021-02-03,221.53687351341114
2021-02-04,214.692655756872
2021-02-05,217.79802810040164
2021-02-08,225.12873833711356
2021-02-09,220.7585739819166
2021-02-10,220.1093427024578
2021-02-11,215.45916509761037
2021-02-12,211.91097022303634
2021-02-15,215.64068211214462
2021-02-16,207.54571211446358
2021-02-17,204.0654775036685
2021-02-18,196.59047401662136
2021-02-19,193.5239846599616
2021-02-22,193.54020249080364
2021-02-23,195.44565803994288
2021-02-24,198.53664928053703
2021-02-25,200.03642927203038
2021-02-26,198.56886514866244
2021-03-01,199.5678687757194
2021-03-02,198.59040264809434
2021-03-03,201.82001665782377
2021-03-04,207.620140134755
2021-03-05,205.47017972717848
2021-03-08,200.94910083465092
2021-03-09,209.39307404571505
2021-03-10,209.89119675213945
2021-03-11,205.573055668228
2021-03-12,205.42902860759966
2021-03-15,208.04969997130715
2021-03-16,214.35335701784916
2021-03-17,209.52432608186618
2021-03-18,213.43914169046042
2021-03-19,204.5042771158522
2021-03-22,204.16106948802195
2021-03-23,207.6397749488292
2021-03-24,208.60215195786063
2021-03-25,207.52728128546158
2021-03-26,204.17722966023064
2021-03-29,204.15343135214266
2021-03-30,209.58485424814998
2021-03-31,213.93895808473516
2021-04-01,205.07278797903604
2021-04-02,206.4634406498763
2021-04-05,208.65629452309182
2021-04-06,209.18184949737298
2021-04-07,216.12674024540644
2021-04-08,220.77824870496804
2021-04-09,214.83551380559538
2021-04-12,207.99955813153187
2021-04-13,211.92947204785122
2021-04-14,205.34704676682665
2021-04-15,204.43608836761308
2021-04-16,210.17162320715906
2021-04-19,203.25811984314993
2021-04-20,196.55312916377272
2021-04-21,198.9610937931617
2021-04-22,199.20641228834938
2021-04-23,208.73981844326158
2021-04-26,212.74519986239275
2021-04-27,217.1448792645127
2021-04-28,216.81498008332093
2021-04-29,217.93683558331875
2021-04-30,216.31652382808176
2021-05-03,214.25893721313125
2021-05-04,214.98584655907268
2021-05-05,213.0129513609438
2021-05-06,209.33962499083378
2021-05-07,216.3589152468531
2021-05-10,219.80290184012384
2021-05-11,221.44758923500433
2021-05-12,223.47452933150117
2021-05-13,229.3789127980193
2021-05-14,239.55894493622043
2021-05-17,242.9113718051949
2021-05-18,246.98934595817593
2021-05-19,246.96712959935377
2021-05-20,251.97732878077693
2021-05-21,249.49690529733525
2021-05-24,243.6124217160932
2021-05-25,243.94127777721354
2021-05-26,239.00533308969247
2021-05-27,245.98013780971579
2021-05-28,245.8667221435155
2021-05-31,259.848195814009
2021-06-01,254.69558892163596
2021-06-02,252.07041620725388
2021-06-03,250.59843620868844
2021-06-04,256.506763518173
2021-06-07,257.5199183662424
2021-06-08,257.3217130861573
2021-06-09,262.98172174072664
2021-06-10,254.81589857710068
2021-06-11,247.02581301674405
2021-06-14,256.2173294423015
2021-06-15,256.1067723200808
2021-06-16,249.91855821764085
2021-06-17,252.64628418839203
2021-06-18,253.25636302047036
2021-06-21,264.11933876772616
2021-06-22,260.909144420871
2021-06-23,264.88036281640706
2021-06-24,263.7757736182549
2021-06-25,257.7405700541622
2021-06-28,258.6340918572467
2021-06-29,264.37506362032104
2021-06-30,264.6254597871061
2021-07-01,259.4305779309897
2021-07-02,270.83951220210713
2021-07-05,272.0371661505633
2021-07-06,273.57483979768824
2021-07-07,274.8436385213175
2021-07-08,282.26808952281806
2021-07-09,281.326305848989
2021-07-12,291.3294794295173
2021-07-13,303.6704579346691
2021-07-14,293.2007714862593
2021-07-15,293.20302849412417
2021-07-16,295.1040205172216
2021-07-19,290.9652820114889
2021-07-20,281.07253640445657
2021-07-21,286.98391275457226
2021-07-22,291.84673880207964
2021-07-23,290.436030327372
2021-07-26,292.75877126496886
2021-07-27,301.97732288098683
2021-07-28,305.02339884504596
2021-07-29,314.2927183323323
2021-07-30,318.6600647572828
2021-08-02,317.063060346232
2021-08-03,318.904207595005
2021-08-04,334.26727960131086
2021-08-05,334.867269330389
2021-08-06,333.60197215645485
2021-08-09,333.10656909142574
2021-08-10,337.3480218110293
2021-08-11,330.0783393312614
2021-08-12,337.3985456360324
2021-08-13,334.38345494249916
2021-08-16,333.70735202207493
2021-08-17,332.8712532493747
2021-08-18,324.1162148770324
2021-08-19,336.7544107788886
2021-08-20,336.66382360031713
2021-08-23,329.1710305685014
2021-08-24,334.11783874924924
2021-08-25,333.33503842277804
2021-08-26,333.0315217304276
2021-08-27,339.92049045873927
2021-08-30,333.0059325512673
2021-08-31,337.5967171646415
2021-09-01,338.9264686243659
2021-09-02,340.3720742803704
2021-09-03,345.2271971858946
2021-09-06,349.6699650007657
2021-09-07,338.78838912975186
2021-09-08,351.57617523331334
2021-09-09,356.47625428304946
2021-09-10,345.2934391800461
2021-09-13,339.22199723999756
2021-09-14,337.82083315642836
2021-09-15,342.01308993744067
2021-09-16,345.34649906841827
2021-09-17,346.1215937145331
2021-09-20,350.20127772141916
2021-09-21,350.11543130764
2021-09-22,350.92929844134704
2021-09-23,358.89035115715126
2021-09-24,358.79428621269903
2021-09-27,347.663868838103
2021-09-28,346.329210433608
2021-09-29,340.4424773119402
2021-09-30,343.8880688606215
2021-10-01,342.5720063537386
2021-10-04,342.1039128639186
2021-10-05,342.8518524978354
2021-10-06,350.33859394144673
2021-10-07,359.64068930339323
2021-10-08,367.1104696948155
2021-10-11,363.1055440599399
2021-10-12,367.31812123854274
2021-10-13,352.36221537114034
2021-10-14,362.3905976513404
2021-10-15,357.60723719543586
2021-10-18,360.9322933232838
2021-10-19,357.49375344447634
2021-10-20,360.95346608054547
2021-10-21,345.3171621232607
2021-10-22,339.12537870973455
2021-10-25,341.9796256413092
2021-10-26,346.09865170055264
2021-10-27,343.3527275440605
2021-10-28,327.9538299696638
2021-10-29,324.93915080166215
2021-11-01,329.0328149889808
2021-11-02,330.7947819353123
2021-11-03,329.71391938211804
2021-11-04,327.7980000446069
2021-11-05,327.3799324112325
2021-11-08,346.27513831493917
2021-11-09,336.65159820868286
2021-11-10,344.00174476377094
2021-11-11,345.0127837742297
2021-11-12,330.60629346645885
2021-11-15,332.1987481251184
2021-11-16,339.1656914969399
2021-11-17,339.629134297856
2021-11-18,350.4630891432495
2021-11-19,345.39683644274
2021-11-22,339.94010378765176
2021-11-23,328.9621616682423
2021-11-24,336.3774407630887
2021-11-25,336.59907546468844
2021-11-26,351.2801285956406
2021-11-29,357.9880557345114
2021-11-30,361.3092207117516
2021-12-01,350.86371424397043
2021-12-02,358.4143712243524
2021-12-03,348.16485037542185
2021-12-06,348.6275166293834
2021-12-07,367.6583900368795
2021-12-08,369.38570552572514
2021-12-09,392.08807983419945
2021-12-10,377.91832278990285
2021-12-13,379.2532124608785
2021-12-14,377.04221862128844
2021-12-15,382.1522378135125
2021-12-16,385.3507278570298
2021-12-17,378.07355221223986
2021-12-20,374.39683789285664
2021-12-21,373.2455305731408
2021-12-22,367.1157788198627
2021-12-23,371.7524452604648
2021-12-24,366.99476335340324
2021-12-27,355.6559650347115
2021-12-28,353.7430737218029
2021-12-29,352.36056666976975
2021-12-30,353.1516997930517
2021-12-31,346.1552584356087
2022-01-03,362.7464836660339
2022-01-04,358.668417215576
2022-01-05,343.95048632558695
2022-01-06,335.082562533712
2022-01-07,338.79157031238697
2022-01-10,341.09540243238337
2022-01-11,343.9592257324911
2022-01-12,346.05814092379404
2022-01-13,340.23213287725247
2022-01-14,345.1636099099318
2022-01-17,346.7658597783195
2022-01-18,339.17059031980926
2022-01-19,343.83752804744415
2022-01-20,326.10503965908845
2022-01-21,310.54493848454604
2022-01-24,320.7092241704545
2022-01-25,323.05227673063536
2022-01-26,322.9787870736275
2022-01-27,321.79480427426546
2022-01-28,310.28691939938517
2022-01-31,312.66855093392235
2022-02-01,320.9100716797736
2022-02-02,326.1099643899881
2022-02-03,323.7417051956457
2022-02-04,329.2141643368686
2022-02-07,327.0706542534823
2022-02-08,330.66077651396444
2022-02-09,328.51276309732293
2022-02-10,324.40119415829804
2022-02-11,316.7707016147365
2022-02-14,326.27543061069565
2022-02-15,336.5437379539069
2022-02-16,336.1630574716351
2022-02-17,346.9569025412138
2022-02-18,345.2114932297431
2022-02-21,339.27647409146607
2022-02-22,345.78610342914646
2022-02-23,349.36979982908724
2022-02-24,348.9545898893603
2022-02-25,328.2761187383339
2022-02-28,324.28798547974134
2022-03-01,320.94206463819626
2022-03-02,326.26626955404544
2022-03-03,322.34524845070234
2022-03-04,325.8515866515593
2022-03-07,319.24005467329516
2022-03-08,316.6864018593
2022-03-09,321.4642395116469
2022-03-10,324.5764868361243
2022-03-11,325.36998269006637
2022-03-14,337.33506179310183
2022-03-15,343.33423307344935
2022-03-16,338.70753226111464
2022-03-17,329.2678448308633
2022-03-18,322.1190605103239
2022-03-21,315.402971949715
2022-03-22,331.4324936906402
2022-03-23,340.4185681679819
2022-03-24,345.4614454299277
2022-03-25,343.7653619086419
2022-03-28,342.4606155222659
2022-03-29,351.2831107031381
2022-03-30,353.7325075029959
2022-03-31,350.2522634343901
2022-04-01,341.9872779405314
2022-04-04,344.2788694384967
2022-04-05,344.15106604766885
2022-04-06,337.47947855882114
2022-04-07,324.65122406155183
2022-04-08,325.0125974522686
2022-04-11,320.30386161662216
2022-04-12,315.36452599680524
2022-04-13,316.0306897635528
2022-04-14,319.89916211640696
2022-04-15,313.7872271088126
2022-04-18,312.227406358617
2022-04-19,307.65940879373596
2022-04-20,302.50631181261406
2022-04-21,295.6612987677248
2022-04-22,287.7898351204653
2022-04-25,282.10976353479253
2022-04-26,282.40336605950444
2022-04-27,279.2723146903378
2022-04-28,279.4984937258769
2022-04-29,282.080794427781
2022-05-02,280.20122470801545
2022-05-03,273.37713933809187
2022-05-04,272.11278226767814
2022-05-05,275.2488247124397
2022-05-06,285.0242130905684
2022-05-09,276.6479529763466
2022-05-10,263.8589642495217
2022-05-11,263.3307920472569
2022-05-12,268.4611111763957
2022-05-13,264.86250033786473
2022-05-16,265.40183954843
2022-05-17,267.66144458253547
2022-05-18,268.9457282780086
2022-05-19,272.83514508337885
2022-05-20,270.75882618183
2022-05-23,272.3657277312219
2022-05-24,276.38583301246865
2022-05-25,281.8479905610163
2022-05-26,280.45342604991583
2022-05-27,288.9336945805069
2022-05-30,293.3071587190814
2022-05-31,290.0035866162848
2022-06-01,290.8311102901661
2022-06-02,288.1616889099564
2022-06-03,286.8568850307901
2022-06-06,288.8709763500911
2022-06-07,284.75055097189977
2022-06-08,290.29985286667574
2022-06-09,296.8348724230054
2022-06-10,309.77161557164396
2022-06-13,315.88288065866726
2022-06-14,323.03659312975344
2022-06-15,320.7540189882138
2022-06-16,319.8352195498166
2022-06-17,324.989553060578
2022-06-20,319.48666305412144
2022-06-21,320.7167125909036
2022-06-22,325.02853338015524
2022-06-23,320.4242625602264
2022-06-24,333.3415250768689
2022-06-27,340.59964582635206
2022-06-28,344.323732391109
2022-06-29,343.02714133396506
2022-06-30,357.0208884803972
2022-07-01,349.2256151432513
2022-07-04,348.9165202538712
2022-07-05,360.4172863834784
2022-07-06,351.76781704473757
2022-07-07,338.6537684896555
2022-07-08,353.84203139543655
2022-07-11,354.6597528699904
2022-07-12,358.24424739075505
2022-07-13,355.77865723867706
2022-07-14,363.91242900093306
2022-07-15,371.38808690490094
2022-07-18,357.8026551778777
2022-07-19,358.38362073170606
2022-07-20,351.3798540750163
2022-07-21,349.66384591095516
2022-07-22,369.4685527249259
2022-07-25,374.3940353614101
2022-07-26,376.2164542226532
2022-07-27,381.37150022354615
2022-07-28,378.72276195811503
2022-07-29,379.38616238172057
2022-08-01,364.34356778550494
2022-08-02,372.3092406219586
2022-08-03,371.95177484150446
2022-08-04,380.5907027309492
2022-08-05,384.6163789166741
2022-08-08,377.34635100386276
2022-08-09,391.99275027353093
2022-08-10,395.71780562533235
2022-08-11,404.55589469184827
2022-08-12,396.3565917047471
2022-08-15,395.4925491221483
2022-08-16,380.3558075827843
2022-08-17,382.26146559339355
2022-08-18,370.5275364441106
2022-08-19,360.13001657146697
2022-08-22,358.6999576909022
2022-08-23,355.09829422389817
2022-08-24,355.52880733170036
2022-08-25,361.7783323486508
2022-08-26,351.5200163320417
2022-08-29,359.99215940543695
2022-08-30,353.72457788043647
2022-08-31,356.7445327446864
2022-09-01,350.9390051393912
2022-09-02,364.9599979704909
2022-09-05,359.609874947619
2022-09-06,357.8233876390062
2022-09-07,357.1671543280046
2022-09-08,360.4360110287606
2022-09-09,363.87385095212414
2022-09-12,350.98007322405823
2022-09-13,354.90954582816556
2022-09-14,354.5421911980537
2022-09-15,358.49458536627446
2022-09-16,366.6245366005084
2022-09-19,363.6014287530591
2022-09-20,358.324435147331
2022-09-21,350.54946446651047
2022-09-22,356.0586332942627
2022-09-23,352.0681106336349
2022-09-26,357.8942056606111
2022-09-27,356.84832532894364
2022-09-28,360.5944646791006
2022-09-29,355.10625877559386
2022-09-30,361.08397158633187
2022-10-03,368.987919977002
2022-10-04,356.6439160157035
2022-10-05,375.0709501395506
2022-10-06,377.530739454385
2022-10-07,375.9911199030436
2022-10-10,372.2297139734522
2022-10-11,380.9712684019198
2022-10-12,397.5002518348699
2022-10-13,390.49295192493383
2022-10-14,392.7134925959534
2022-10-17,397.95920996473154
2022-10-18,410.2037966501526
2022-10-19,425.650970392846
2022-10-20,436.00460126521506
2022-10-21,430.7397612332331
2022-10-24,441.32616075288263
2022-10-25,443.2995024877017
2022-10-26,452.05481637037974
2022-10-27,464.3047173569645
2022-10-28,474.3263484243845
2022-10-31,461.8208333945448
2022-11-01,461.17200596879337
2022-11-02,461.7246978976165
2022-11-03,449.61268038615594
2022-11-04,445.05536722691164
2022-11-07,444.4774578158755
2022-11-08,444.05491619177695
2022-11-09,446.4819035540522
2022-11-10,446.7356616889781
2022-11-11,453.1835486170785
2022-11-14,474.88843766783316
2022-11-15,481.07790175418467
2022-11-16,476.13428490312435
2022-11-17,461.8727335457059
2022-11-18,449.16742112858145
2022-11-21,462.60999143983247
2022-11-22,443.68136608257475
2022-11-23,434.1380873720262
2022-11-24,431.37079930135195
2022-11-25,432.3540718869322
2022-11-28,436.07965348947073
2022-11-29,429.7499434655872
2022-11-30,443.4082411665633
2022-12-01,450.50390111030305
2022-12-02,446.3905276215329
2022-12-05,448.12872823153646
2022-12-06,450.9206886373521
2022-12-07,456.50340079100926
2022-12-08,474.50835823569713
2022-12-09,468.30204499321195
2022-12-12,485.73007677523947
2022-12-13,486.4129620873284
2022-12-14,497.5532693759142
2022-12-15,488.13617089022887
2022-12-16,474.1721412400044
2022-12-19,480.34849207919217
2022-12-20,482.31396833249715
2022-12-21,478.8179425882717
2022-12-22,480.9277343013353
2022-12-23,487.0970750308403
2022-12-26,501.2976546148573
2022-12-27,503.50547304486724
2022-12-28,479.7122659269993
2022-12-29,490.6951664197813
2022-12-30,485.93475050857836
2023-01-02,498.64964643700023
2023-01-03,487.2354114208154
2023-01-04,492.4060204109969
2023-01-05,506.181860856179
2023-01-06,507.0095205666847
2023-01-09,485.77741359024617
2023-01-10,515.539569606883
2023-01-11,523.5018849741857
2023-01-12,515.7446674774875
2023-01-13,529.7390180003038
2023-01-16,536.1924307890117
2023-01-17,528.4961853688676
2023-01-18,537.0492719870292
2023-01-19,545.2750466112226
2023-01-20,533.4603716934071
2023-01-23,533.9033172998147
2023-01-24,539.3215029003456
2023-01-25,528.0191921384544
2023-01-26,535.0138133140763
2023-01-27,531.8451091636642
2023-01-30,529.4980570244145
2023-01-31,520.3897960359941
2023-02-01,521.8711407938756
2023-02-02,514.9634750117374
2023-02-03,501.7868271504968
2023-02-06,497.17675519398915
2023-02-07,514.934998920332
2023-02-08,494.8842307654736
2023-02-09,486.11542771300066
2023-02-10,483.25621771901626
2023-02-13,479.1392766313103
2023-02-14,467.9566116724086
2023-02-15,465.77821859584105
2023-02-16,480.6920813648691
2023-02-17,471.2914038355268
2023-02-20,472.8578349907796
2023-02-21,467.9628735622299
2023-02-22,481.0423795395942
2023-02-23,489.0570237187016
2023-02-24,494.81569184327316
2023-02-27,497.74788985905417
2023-02-28,504.0536490906543
2023-03-01,498.93034946377367
2023-03-02,510.02087235300377
2023-03-03,509.1361289007697
2023-03-06,505.8778027004735
2023-03-07,502.48895667298336
2023-03-08,513.4240760929398
2023-03-09,507.9321758082852
2023-03-10,513.8846280231893
2023-03-13,511.6904170414674
2023-03-14,534.1737715956721
2023-03-15,561.0025446225795
2023-03-16,564.8805536880566
2023-03-17,581.0142184723372
2023-03-20,580.9979749364428
2023-03-21,576.6887763507697
2023-03-22,590.9086905722962
2023-03-23,585.62332968496
2023-03-24,591.7077327755615
2023-03-27,597.4353675402392
2023-03-28,579.3762515109051
2023-03-29,591.4148556801741
2023-03-30,592.762705141212
2023-03-31,581.2120747192123
2023-04-03,587.2382700184546
2023-04-04,569.1321687103539
2023-04-05,563.3486893415669
2023-04-06,567.7557245206339
2023-04-07,566.995173394003
2023-04-10,559.8156404548072
2023-04-11,551.4624997003534
2023-04-12,525.1172783972792
2023-04-13,510.3210598516247
2023-04-14,515.9342052098497
2023-04-17,506.3448330717537
2023-04-18,513.7013480769473
2023-04-19,522.1003229833623
2023-04-20,513.5707954428241
2023-04-21,500.48281124663094
2023-04-24,500.7474202610874
2023-04-25,509.0391243652576
2023-04-26,503.74202465739296
2023-04-27,491.84778566127045
2023-04-28,488.72540677550035
2023-05-01,493.3263780850791
2023-05-02,493.31919566421783
2023-05-03,482.9335980753552
2023-05-04,489.84020887531386
2023-05-05,494.54116203304176
2023-05-08,498.99689928038214
2023-05-09,487.2495557653526
2023-05-10,480.2968122650845
2023-05-11,485.9493082091278
2023-05-12,468.02853269897696
2023-05-15,453.07692097807126
2023-05-16,437.1976626588178
2023-05-17,442.67141521814233
2023-05-18,455.3296859187959
2023-05-19,442.8434299415613
2023-05-22,448.2043278039434
2023-05-23,442.95901568646394
2023-05-24,429.5173622635038
2023-05-25,429.8670342469991
2023-05-26,424.8978989226636
2023-05-29,429.4495140510641
2023-05-30,422.4566441339529
2023-05-31,420.80585964968685
2023-06-01,415.605401615314
2023-06-02,413.8297293963911
2023-06-05,421.62415185900574
2023-06-06,409.5962831673691
2023-06-07,410.95538963557266
2023-06-08,397.6609006242956
2023-06-09,418.4982432166159
2023-06-12,429.6903066661692
2023-06-13,429.92907764983227
2023-06-14,433.3793078638536
2023-06-15,424.2492500641386
2023-06-16,433.67529879616353
2023-06-19,436.0017394281332
2023-06-20,450.842061516302
2023-06-21,467.30110097180733
2023-06-22,439.9938925951831
2023-06-23,455.3960066083561
2023-06-26,471.6084432225204
2023-06-27,467.58969918127366
2023-06-28,459.47710674753563
2023-06-29,450.0595337057039
2023-06-30,446.2826717482016
2023-07-03,441.9419040135142
2023-07-04,441.2618181892244
2023-07-05,428.9358310613845
2023-07-06,421.3060981018855
2023-07-07,436.0629628604554
2023-07-10,443.09140541176686
2023-07-11,428.18799841643886
2023-07-12,428.14623152038627
2023-07-13,437.0912351536555
2023-07-14,436.62246048306304
2023-07-17,423.8986346411872
2023-07-18,427.1896966341995
2023-07-19,440.91439946212245
2023-07-20,448.3780603778969
2023-07-21,431.5839707775156
2023-07-24,435.96020407230066
2023-07-25,436.57716773705636
2023-07-26,426.67176535420117
2023-07-27,428.7205097921131
2023-07-28,426.2677093497118
2023-07-31,412.5995774937125
2023-08-01,401.31252525411907
