Date,MGM
2021-12-02,104.78404850193508
2021-12-03,102.8083506799465
2021-12-06,101.82879062625923
2021-12-07,98.38291851876971
2021-12-08,100.51134038027735
2021-12-09,99.12184141742239
2021-12-10,101.7305211824045
2021-12-13,103.25741644053087
2021-12-14,102.78209183682635
2021-12-15,104.39703643895018
2021-12-16,107.61250755076301
2021-12-17,107.09178168692887
2021-12-20,111.95676926483402
2021-12-21,108.64036522069088
2021-12-22,105.98767826185588
2021-12-23,108.25045274383658
2021-12-24,114.66378121415764
2021-12-27,114.81913473200608
2021-12-28,118.42523077353464
2021-12-29,117.63876895709387
2021-12-30,118.77184447707229
2021-12-31,118.07898243041102
2022-01-03,116.2644336321073
2022-01-04,117.53704135332194
2022-01-05,118.93050338557144
2022-01-06,111.90354764204685
2022-01-07,108.54183903521863
2022-01-10,108.80685652767494
2022-01-11,106.2753784819113
2022-01-12,106.72968873049439
2022-01-13,108.16495393837224
2022-01-14,105.25031765874193
2022-01-17,104.2251687771349
2022-01-18,109.66205915416926
2022-01-19,108.14088400342793
2022-01-20,108.49512033396213
2022-01-21,107.62835279716307
2022-01-24,110.59343959811692
2022-01-25,112.9042803397136
2022-01-26,110.0067557520752
2022-01-27,109.99055069294172
2022-01-28,106.15843135690339
2022-01-31,101.05252674757098
2022-02-01,99.8676461296929
2022-02-02,102.53192119047334
2022-02-03,100.49467251216483
2022-02-04,99.16546729842295
2022-02-07,96.80219864048193
2022-02-08,98.2015160133101
2022-02-09,95.48630551261031
2022-02-10,93.28736137004132
2022-02-11,92.07961469244192
2022-02-14,92.18977313320559
2022-02-15,89.32921133394008
2022-02-16,88.45487032720627
2022-02-17,88.44599809723101
2022-02-18,91.12622582989188
2022-02-21,93.02949558662984
2022-02-22,95.89070438810481
2022-02-23,97.10008090583953
2022-02-24,101.31191890037789
2022-02-25,100.59568326028257
2022-02-28,98.50814291904999
2022-03-01,100.35416520763269
2022-03-02,100.1928506328598
2022-03-03,102.83270332044832
2022-03-04,104.17448292572502
2022-03-07,102.66626780849941
2022-03-08,99.00516484268971
2022-03-09,93.76729471739921
2022-03-10,94.12548681172639
2022-03-11,91.21235847165916
2022-03-14,91.77812767353814
2022-03-15,88.60468288048014
2022-03-16,86.81032450064784
2022-03-17,88.5042830155567
2022-03-18,88.61685129447581
2022-03-21,88.06598870298193
2022-03-22,86.63085869067383
2022-03-23,81.65357256486419
2022-03-24,82.13704262435495
2022-03-25,85.15327414203092
2022-03-28,86.50494665523921
2022-03-29,86.82873591803282
2022-03-30,86.24126688160959
2022-03-31,84.25201125361326
2022-04-01,86.90997785682518
2022-04-04,84.36442961950358
2022-04-05,81.26949648369983
2022-04-06,82.03215657900262
2022-04-07,80.26588864365156
2022-04-08,82.56336969024495
2022-04-11,87.50599832088304
2022-04-12,84.54871955827862
2022-04-13,83.34312614179314
2022-04-14,84.5571072341691
2022-04-15,86.5690547051659
2022-04-18,83.6474508109807
2022-04-19,85.42191321596617
2022-04-20,83.6397904513062
2022-04-21,81.65984194174858
2022-04-22,80.16795578903915
2022-04-25,79.36767843718147
2022-04-26,78.98170134773623
2022-04-27,82.34862941420452
2022-04-28,85.13111153837374
2022-04-29,84.31772272259796
2022-05-02,81.64753580796012
2022-05-03,83.29799254157165
2022-05-04,82.98783121047504
2022-05-05,83.61452219872778
2022-05-06,83.95144690213311
2022-05-09,83.08417281531071
2022-05-10,84.08854332333908
2022-05-11,80.63097399092963
2022-05-12,81.72954177349705
2022-05-13,78.04708181773667
2022-05-16,78.112527169711
2022-05-17,76.8074087972983
2022-05-18,75.62896797133318
2022-05-19,75.79904084344591
2022-05-20,72.57440032936289
2022-05-23,73.98218283583927
2022-05-24,72.93272373068311
2022-05-25,69.28673682439829
2022-05-26,71.15531268219591
2022-05-27,71.66280668444173
2022-05-30,75.42013263276364
2022-05-31,74.13147420138174
2022-06-01,73.93545268500229
2022-06-02,73.6030344792278
2022-06-03,73.11805994109875
2022-06-06,72.65825829967865
2022-06-07,71.26562234851635
2022-06-08,72.3405786158183
2022-06-09,72.31340114956056
2022-06-10,74.27991117370493
2022-06-13,76.58679759944839
2022-06-14,78.37793518819917
2022-06-15,78.8236269259145
2022-06-16,77.09994745341807
2022-06-17,77.29812199131301
2022-06-20,75.71320655644901
2022-06-21,75.60879493891976
2022-06-22,77.22980363051246
2022-06-23,78.61595288580425
2022-06-24,79.53834043106448
2022-06-27,81.64073741983766
2022-06-28,82.89379046396242
2022-06-29,83.92054518454175
2022-06-30,81.63159500883455
2022-07-01,79.75011679962309
2022-07-04,79.01063935483819
2022-07-05,80.99190321774606
2022-07-06,84.22295188256898
2022-07-07,85.17967703289973
2022-07-08,83.72677103283966
2022-07-11,86.49072044485234
2022-07-12,88.74740292416857
2022-07-13,89.14215842546905
2022-07-14,90.13552360983813
2022-07-15,91.71432100471587
2022-07-18,95.80648785986658
2022-07-19,93.91240212951344
2022-07-20,91.25702914964056
2022-07-21,92.09362595789159
2022-07-22,93.26044719571621
2022-07-25,90.46241347589827
2022-07-26,90.05364460626865
2022-07-27,87.7222151789829
2022-07-28,89.02229244166428
2022-07-29,88.93553549916857
2022-08-01,90.58426010464967
2022-08-02,91.8370859695123
2022-08-03,90.85616283810161
2022-08-04,89.34081535268855
2022-08-05,87.78682729974328
2022-08-08,90.92847304548712
2022-08-09,88.64573441466202
2022-08-10,85.10748144624766
2022-08-11,85.07735537027108
2022-08-12,84.66633766663774
2022-08-15,83.24865450385369
2022-08-16,86.2345235410977
2022-08-17,85.46905637589394
2022-08-18,85.33387752050284
2022-08-19,85.2557445822765
2022-08-22,87.7995773569401
2022-08-23,83.69925613944815
2022-08-24,80.64992434622467
2022-08-25,79.35970108126449
2022-08-26,79.11834173182733
2022-08-29,81.08740298560478
2022-08-30,81.32951559728174
2022-08-31,86.25481318038419
2022-09-01,86.47986633440837
2022-09-02,85.72235932016257
2022-09-05,91.34542286307922
2022-09-06,93.52292187988091
2022-09-07,95.54769208333362
2022-09-08,95.41531524047076
2022-09-09,98.83046965921476
2022-09-12,98.58692618103676
2022-09-13,99.34781056221317
2022-09-14,100.31161601106874
2022-09-15,97.70965063189485
2022-09-16,96.89553735091256
2022-09-19,97.88691645670188
2022-09-20,94.43558375166747
2022-09-21,94.4166781582215
2022-09-22,96.287302847206
2022-09-23,99.37861387862753
2022-09-26,97.39384904356069
2022-09-27,97.37472271619873
2022-09-28,98.00867369629205
2022-09-29,99.48967251773955
2022-09-30,102.96281635782523
2022-10-03,100.84343304340771
2022-10-04,101.03984196035384
2022-10-05,101.50955730409844
2022-10-06,102.04928707422496
2022-10-07,99.71244015455919
2022-10-10,99.47892580346102
2022-10-11,98.45702231939069
2022-10-12,103.7741030477155
2022-10-13,102.64162133804071
2022-10-14,104.9105096846662
2022-10-17,108.5258013160999
2022-10-18,107.53871800088916
2022-10-19,104.03865268918292
2022-10-20,101.73950158860195
2022-10-21,100.8512002900953
2022-10-24,98.05087554375508
2022-10-25,97.01714298658474
2022-10-26,96.47640490048825
2022-10-27,97.86085415956005
2022-10-28,99.0747809946821
2022-10-31,100.25852943228254
2022-11-01,99.08720861405158
2022-11-02,97.65884527923764
2022-11-03,97.06407282109102
2022-11-04,100.2589035413056
2022-11-07,99.84951623823814
2022-11-08,100.92134274053659
2022-11-09,99.88685462153497
2022-11-10,98.90240285450166
2022-11-11,99.17331949078792
2022-11-14,99.07480434067179
2022-11-15,100.4831079332522
2022-11-16,102.38367567919838
2022-11-17,101.79164954699596
2022-11-18,102.77525439960421
2022-11-21,102.11030034288812
2022-11-22,96.00091634991252
2022-11-23,97.96624831094324
2022-11-24,96.8373214090133
2022-11-25,96.35902829238916
2022-11-28,97.39634680220877
2022-11-29,98.99712448560297
2022-11-30,97.38443784452701
2022-12-01,96.06960494324395
2022-12-02,98.77491728581955
2022-12-05,102.59779604511517
2022-12-06,102.02949544531477
2022-12-07,103.60405659131943
2022-12-08,102.6303321128149
2022-12-09,99.16392932865118
2022-12-12,97.17378632631434
2022-12-13,99.17096659371519
2022-12-14,100.62686078170252
2022-12-15,101.20970271237134
2022-12-16,99.55273863377958
2022-12-19,102.24245843600598
2022-12-20,100.88428057835391
2022-12-21,100.07321526055186
2022-12-22,99.32920594107675
2022-12-23,96.92634405073406
2022-12-26,98.50344017489842
2022-12-27,99.65318719132155
2022-12-28,101.51994129215558
2022-12-29,102.89932287928146
2022-12-30,104.15906135072585
2023-01-02,101.97213912551665
2023-01-03,103.69825868611001
2023-01-04,103.25144610849766
2023-01-05,103.81577563976738
2023-01-06,103.68491947017301
2023-01-09,108.048259457044
2023-01-10,109.5135144443871
2023-01-11,109.59897264584174
2023-01-12,108.79305555792345
2023-01-13,108.5956347861013
2023-01-16,109.6662107728907
2023-01-17,113.28857631797634
2023-01-18,114.32331805214524
2023-01-19,109.40723799769542
2023-01-20,110.55649907980742
2023-01-23,111.23811615684637
2023-01-24,110.66926423630511
2023-01-25,108.59480079552152
2023-01-26,104.8181093805402
2023-01-27,101.15616009780939
2023-01-30,101.12535126721747
2023-01-31,98.12073532551142
2023-02-01,99.25337246805479
2023-02-02,103.4665522911097
2023-02-03,102.74005430984339
2023-02-06,104.79217734642279
2023-02-07,108.47051349083152
2023-02-08,110.90781998760868
2023-02-09,113.54234046222372
2023-02-10,110.91367388443778
2023-02-13,117.57725503474104
2023-02-14,116.58762789058068
2023-02-15,115.57303875111461
2023-02-16,118.17534169964439
2023-02-17,121.2766707048212
2023-02-20,122.66244941397919
2023-02-21,122.75109769963147
2023-02-22,128.5946582895897
2023-02-23,128.85002012911386
2023-02-24,130.3393188710739
2023-02-27,133.72320469390155
2023-02-28,130.56015825783425
2023-03-01,132.54738610207167
2023-03-02,135.4184133196154
2023-03-03,135.3184194130946
2023-03-06,133.88001757122862
2023-03-07,138.81240382398622
2023-03-08,143.9283152972869
2023-03-09,142.73316872222549
2023-03-10,142.14922081743424
2023-03-13,140.20761948669056
2023-03-14,145.40290947643845
2023-03-15,144.1004780200928
2023-03-16,154.6177009173289
2023-03-17,150.39137387353054
2023-03-20,157.425800446971
2023-03-21,155.3418493119154
2023-03-22,156.08838179953705
2023-03-23,155.81968775886216
2023-03-24,157.4322902569033
2023-03-27,156.26304360906806
2023-03-28,162.09913765004947
2023-03-29,160.25855694007856
2023-03-30,156.37208077625814
2023-03-31,156.21557940222897
2023-04-03,159.68080976146356
2023-04-04,161.95716106480913
2023-04-05,167.7230530559875
2023-04-06,171.87640376182466
2023-04-07,180.87829369315665
2023-04-10,181.40737015992053
2023-04-11,179.8298432114667
2023-04-12,177.79088365879647
2023-04-13,176.1350359281977
2023-04-14,179.97407413939646
2023-04-17,175.46545456769815
2023-04-18,180.52775623121073
2023-04-19,177.62205865329307
2023-04-20,180.80152850750443
2023-04-21,183.072405104131
2023-04-24,179.32575913102195
2023-04-25,178.54365467528496
2023-04-26,172.9982486847138
2023-04-27,181.83175691961537
2023-04-28,180.3230608547333
2023-05-01,174.86803450627
2023-05-02,172.92163338746636
2023-05-03,179.79798298968456
2023-05-04,182.22939635628688
2023-05-05,179.04675417696035
2023-05-08,178.99496687266526
2023-05-09,181.3619560348198
2023-05-10,188.50399733290806
2023-05-11,188.21212390589142
2023-05-12,189.3480144983863
2023-05-15,183.28856822978622
2023-05-16,183.42478004289416
2023-05-17,179.6759019324809
2023-05-18,185.3779827494384
2023-05-19,184.95176243730964
2023-05-22,188.44523790078168
2023-05-23,182.19132762487328
2023-05-24,185.58597366259676
2023-05-25,190.86299356814175
2023-05-26,183.90463944630466
2023-05-29,188.38254063825053
2023-05-30,186.14761790010354
2023-05-31,191.27053849804346
2023-06-01,194.0149591990963
2023-06-02,197.3901494220901
2023-06-05,188.84383882501342
2023-06-06,186.48765414643822
2023-06-07,185.48982064057378
2023-06-08,190.30366264480892
2023-06-09,192.1018748305026
2023-06-12,191.10069308583618
2023-06-13,207.34711018836055
2023-06-14,212.9440951735865
2023-06-15,214.22442307333895
2023-06-16,211.6109082605515
2023-06-19,214.57829435994208
2023-06-20,215.68379835687526
2023-06-21,215.03839981311435
2023-06-22,220.65195387435514
2023-06-23,219.8669401800405
2023-06-26,219.302789752187
2023-06-27,214.71567488060646
2023-06-28,215.3339577160737
2023-06-29,223.99748699798724
2023-06-30,224.49917983023354
2023-07-03,227.32351225720237
2023-07-04,229.7863126326905
2023-07-05,230.63532506826505
2023-07-06,242.97312354888862
2023-07-07,246.6791836016304
2023-07-10,248.0942173516462
2023-07-11,249.1225047818196
2023-07-12,248.7141483601969
2023-07-13,248.32479357143785
2023-07-14,249.74475104714278
2023-07-17,253.2877846608197
2023-07-18,252.54282916982112
2023-07-19,256.14828870275466
2023-07-20,261.8750829054736
2023-07-21,267.4157104688176
2023-07-24,261.9239034903709
2023-07-25,266.51924891733967
2023-07-26,271.15056078934026
2023-07-27,270.2310861230278
2023-07-28,273.25423258708975
2023-07-31,269.9931209957459
