Date,MSFT
2020-11-10,189.1919009728854
2020-11-11,188.1900307306448
2020-11-12,180.1157145048312
2020-11-13,178.9921458418246
2020-11-16,189.75596885951018
2020-11-17,184.2397243186396
2020-11-18,182.11609068225852
2020-11-19,182.2557716960088
2020-11-20,182.16503983144415
2020-11-23,179.26815032589633
2020-11-24,182.82666411917165
2020-11-25,182.89389938599493
2020-11-26,182.30595833379616
2020-11-27,185.47044350705994
2020-11-30,187.52339868157887
2020-12-01,179.6960992042324
2020-12-02,183.38766812982752
2020-12-03,178.86196460522996
2020-12-04,174.35872276143584
2020-12-07,170.23897360043352
2020-12-08,163.79207827222692
2020-12-09,168.72391522818884
2020-12-10,169.8322501395706
2020-12-11,168.96927347802105
2020-12-14,171.30448973884984
2020-12-15,168.79206133923972
2020-12-16,165.50650506153696
2020-12-17,163.7293288107916
2020-12-18,162.0440079730392
2020-12-21,157.54589270717983
2020-12-22,159.71446124128846
2020-12-23,151.20618941651378
2020-12-24,142.6727798689695
2020-12-25,138.26550532400586
2020-12-28,141.3516784147717
2020-12-29,141.54364120547575
2020-12-30,141.00902815791503
2020-12-31,137.96096543120046
2021-01-01,141.21792798161923
2021-01-04,133.56783967293998
2021-01-05,133.86279983564685
2021-01-06,138.59457378280499
2021-01-07,138.8925254425362
2021-01-08,135.83840658132996
2021-01-11,136.16857221054184
2021-01-12,135.65784554308644
2021-01-13,134.77734293291675
2021-01-14,132.64067236280698
2021-01-15,137.0711867212943
2021-01-18,137.93052851475207
2021-01-19,138.78687349857543
2021-01-20,143.49199998258206
2021-01-21,145.64781962518197
2021-01-22,142.16871804504484
2021-01-25,135.7437729823917
2021-01-26,132.46496122895152
2021-01-27,131.83075625136888
2021-01-28,131.9877381639729
2021-01-29,137.13347400300998
2021-02-01,137.4679169992537
2021-02-02,138.36879429430633
2021-02-03,141.0306810587794
2021-02-04,135.09138729746817
2021-02-05,135.15621457366032
2021-02-08,135.7233753890995
2021-02-09,135.42796528280823
2021-02-10,139.4174641168704
2021-02-11,139.1362162856086
2021-02-12,141.70234366014344
2021-02-15,144.4351367366853
2021-02-16,135.93461091931837
2021-02-17,138.37387641327578
2021-02-18,139.77751813744433
2021-02-19,135.86607418883682
2021-02-22,144.86357826300286
2021-02-23,142.1806393246262
2021-02-24,135.88128626691054
2021-02-25,139.45429925294647
2021-02-26,146.15562004117035
2021-03-01,140.98793051129192
2021-03-02,139.06299597364267
2021-03-03,140.35189101567613
2021-03-04,143.06964270673478
2021-03-05,144.420368360815
2021-03-08,146.0731796543568
2021-03-09,144.7857977444418
2021-03-10,145.80266309441444
2021-03-11,144.9903809565486
2021-03-12,149.17782144011133
2021-03-15,147.3287035814306
2021-03-16,143.1978449096639
2021-03-17,137.73477941954596
2021-03-18,140.29994402370843
2021-03-19,134.6908557066583
2021-03-22,130.9524207391963
2021-03-23,123.57071721020944
2021-03-24,122.6322524510881
2021-03-25,124.67622038418995
2021-03-26,126.38303636243485
2021-03-29,129.50645741565592
2021-03-30,132.48952954153248
2021-03-31,130.4009613328112
2021-04-01,123.7019252447525
2021-04-02,120.25185164608672
2021-04-05,121.38708535610445
2021-04-06,124.5872707684145
2021-04-07,122.7603089083167
2021-04-08,122.63864031638124
2021-04-09,125.8463063897161
2021-04-12,125.72682956155414
2021-04-13,124.4560657248144
2021-04-14,132.4317624687744
2021-04-15,134.88573011601264
2021-04-16,129.7405496019197
2021-04-19,125.95027068051904
2021-04-20,122.46984651523691
2021-04-21,130.12694673184956
2021-04-22,128.99716768259256
2021-04-23,127.65927245474148
2021-04-26,126.05530487982458
2021-04-27,128.84916479569537
2021-04-28,125.6098669923829
2021-04-29,125.2027308268193
2021-04-30,127.80427338266708
2021-05-03,126.0612694243906
2021-05-04,122.01018869533212
2021-05-05,125.70278998481788
2021-05-06,125.4383424569178
2021-05-07,131.0876036029234
2021-05-10,132.3737813453997
2021-05-11,133.52418051766273
2021-05-12,129.47683271357977
2021-05-13,129.98402129366946
2021-05-14,125.85302205296553
2021-05-17,120.19823601329824
2021-05-18,116.10783545461959
2021-05-19,116.00277829167648
2021-05-20,114.03152439574208
2021-05-21,109.53941445360786
2021-05-24,113.1907426853071
2021-05-25,114.0037591269121
2021-05-26,116.92451898570387
2021-05-27,117.77279677552677
2021-05-28,119.74991417514153
2021-05-31,118.93486475326664
2021-06-01,122.22283531653308
2021-06-02,119.50529101851764
2021-06-03,121.52489722006126
2021-06-04,122.7461727449563
2021-06-07,125.6716804517845
2021-06-08,124.25106723040004
2021-06-09,129.17956220157532
2021-06-10,128.39122074530388
2021-06-11,122.51564455675573
2021-06-14,119.63736287776737
2021-06-15,118.9263788813265
2021-06-16,119.95079037404487
2021-06-17,118.31301304295111
2021-06-18,120.58283606207246
2021-06-21,116.64929242057464
2021-06-22,115.46505390761213
2021-06-23,118.16357644200113
2021-06-24,120.2756470995426
2021-06-25,121.19597553746215
2021-06-28,124.73777444652802
2021-06-29,128.99757379392312
2021-06-30,125.03316843428634
2021-07-01,125.39755283172727
2021-07-02,123.3296269835521
2021-07-05,120.96380562969112
2021-07-06,126.52056298312888
2021-07-07,130.74428724808706
2021-07-08,133.9997357755799
2021-07-09,135.92374761525468
2021-07-12,139.39349837364
2021-07-13,139.51575497844837
2021-07-14,144.086093797533
2021-07-15,145.5992006434157
2021-07-16,141.27507227418275
2021-07-19,138.99741594594744
2021-07-20,140.72113601859198
2021-07-21,142.2196616679922
2021-07-22,141.9319787148931
2021-07-23,136.28690064604535
2021-07-26,131.03576666041027
2021-07-27,132.41008034900747
2021-07-28,134.42832451339777
2021-07-29,131.57122673742592
2021-07-30,133.05917550650486
2021-08-02,130.48426126002326
2021-08-03,133.91807834236658
2021-08-04,136.4216284929813
2021-08-05,137.51422582252837
2021-08-06,137.98466031309232
2021-08-09,137.0502212013134
2021-08-10,142.12079995875956
2021-08-11,138.12096587689425
2021-08-12,136.8636973481132
2021-08-13,143.44679055276296
2021-08-16,141.2039026017185
2021-08-17,141.90579249598278
2021-08-18,138.02372074810833
2021-08-19,135.8940552376233
2021-08-20,142.82702773477098
2021-08-23,141.22112254641934
2021-08-24,140.88262462316496
2021-08-25,139.43290181555176
2021-08-26,130.98652621560944
2021-08-27,133.9881273210481
2021-08-30,130.9623072799663
2021-08-31,128.64664918929023
2021-09-01,127.10871606403552
2021-09-02,129.71844789456222
2021-09-03,128.9871987231714
2021-09-06,123.61057475405347
2021-09-07,123.55924163406135
2021-09-08,122.49048823339
2021-09-09,123.21249129111884
2021-09-10,122.4667229818346
2021-09-13,120.3363675327432
2021-09-14,122.42570025120881
2021-09-15,119.13020268802086
2021-09-16,117.72914197946724
2021-09-17,121.10903948974234
2021-09-20,118.60930557166316
2021-09-21,117.63616324569983
2021-09-22,115.97768557390228
2021-09-23,115.54441269650854
2021-09-24,119.88581337668158
2021-09-27,117.6254583771999
2021-09-28,113.90992226898902
2021-09-29,112.80262740667085
2021-09-30,109.16356573385538
2021-10-01,107.38473531035191
2021-10-04,106.98546331946713
2021-10-05,108.27096717761442
2021-10-06,107.3136783622904
2021-10-07,110.99949087922732
2021-10-08,111.74734666502492
2021-10-11,109.4359946056282
2021-10-12,108.55812089757774
2021-10-13,108.53712079715403
2021-10-14,107.83507252763312
2021-10-15,105.51766387582863
2021-10-18,110.7678808583809
2021-10-19,108.41858840189533
2021-10-20,103.22023205787552
2021-10-21,102.91275550511926
2021-10-22,98.28287881230605
2021-10-25,99.54705652347546
2021-10-26,102.83275062751777
2021-10-27,98.85340342670473
2021-10-28,96.25065480822516
2021-10-29,96.81730778842808
2021-11-01,94.53785043180464
2021-11-02,90.87603401975835
2021-11-03,93.05391163899118
2021-11-04,91.12760991256883
2021-11-05,89.46387015152396
2021-11-08,88.84663621576377
2021-11-09,87.95023112699742
2021-11-10,87.39551173074607
2021-11-11,86.05880996028608
2021-11-12,84.93482678516246
2021-11-15,83.55493834393998
2021-11-16,83.15262827192821
2021-11-17,84.59591429469315
2021-11-18,81.25804900667866
2021-11-19,80.65817729329264
2021-11-22,79.14496771805068
2021-11-23,77.23881062775592
2021-11-24,76.14570145746636
2021-11-25,77.86257516960912
2021-11-26,77.67017527855054
2021-11-29,75.81465987336712
2021-11-30,76.0878881007982
2021-12-01,75.66719160140731
2021-12-02,76.51859819257521
2021-12-03,76.8059035644685
2021-12-06,79.81744465618924
2021-12-07,81.57763234826895
2021-12-08,80.7390163207581
2021-12-09,79.94380303741646
2021-12-10,80.53708812217583
2021-12-13,84.25637430622095
2021-12-14,80.10182828907814
2021-12-15,78.01625235898896
2021-12-16,78.2142024822842
2021-12-17,76.67489458371426
2021-12-20,75.74591719010863
2021-12-21,76.13082568591791
2021-12-22,75.00071877300353
2021-12-23,71.82780508957532
2021-12-24,72.50338302327836
2021-12-27,74.21321741064241
2021-12-28,75.16018151996757
2021-12-29,75.20063249226274
2021-12-30,78.6316063408087
2021-12-31,77.39980476069263
2022-01-03,78.52192195198651
2022-01-04,76.60954376591611
2022-01-05,71.47177329383723
2022-01-06,68.3750094659341
2022-01-07,71.0643318715903
2022-01-10,68.8588461697848
2022-01-11,68.26755243394638
2022-01-12,70.30789925712993
2022-01-13,73.57174418694775
2022-01-14,74.72520183627775
2022-01-17,76.72938275405683
2022-01-18,74.08890194143721
2022-01-19,77.01092120378394
2022-01-20,75.93526202863305
2022-01-21,77.07941632543117
2022-01-24,78.35885298222631
2022-01-25,76.5133259268637
2022-01-26,75.8309772340829
2022-01-27,76.31488921031199
2022-01-28,76.58565322821033
2022-01-31,73.1023116314434
2022-02-01,70.49894945994765
2022-02-02,71.06956725526494
2022-02-03,75.45881470671236
2022-02-04,76.88874711729402
2022-02-07,75.805132591326
2022-02-08,78.21915230703807
2022-02-09,79.78737405663146
2022-02-10,80.98931595268675
2022-02-11,83.01934049006965
2022-02-14,85.25422084673271
2022-02-15,83.08300929545145
2022-02-16,86.94884896618294
2022-02-17,86.4715048445954
2022-02-18,85.38650181145293
2022-02-21,84.73702256674008
2022-02-22,85.93508221991833
2022-02-23,83.57350332716076
2022-02-24,80.03332252933208
2022-02-25,78.26500236362442
2022-02-28,80.46642192850076
2022-03-01,80.74599910896214
2022-03-02,77.6552929005521
2022-03-03,78.56985127384243
2022-03-04,82.69339323830765
2022-03-07,81.75310188479945
2022-03-08,80.5218811275053
2022-03-09,80.81983891396597
2022-03-10,79.81930509918837
2022-03-11,83.65511910233388
2022-03-14,83.87267295280448
2022-03-15,81.01163497641252
2022-03-16,81.12731381956567
2022-03-17,77.8289337435353
2022-03-18,76.71287833629626
2022-03-21,78.24225200004673
2022-03-22,76.38494818628034
2022-03-23,75.04646068454764
2022-03-24,72.52497030890648
2022-03-25,74.15499877128987
2022-03-28,73.81692686779117
2022-03-29,71.72004830738132
2022-03-30,71.4978903359854
2022-03-31,71.83575023852671
2022-04-01,72.68113947087075
2022-04-04,73.31935678886416
2022-04-05,71.65836652905242
2022-04-06,72.41160069610952
2022-04-07,74.49849615781004
2022-04-08,74.02894151098582
2022-04-11,74.8186554505331
2022-04-12,76.37358499751781
2022-04-13,80.11354586638993
2022-04-14,79.55682175712617
2022-04-15,79.5103478173071
2022-04-18,79.54501190851644
2022-04-19,80.95902949097136
2022-04-20,77.91334041644576
2022-04-21,80.40799639076278
2022-04-22,81.85043824569865
2022-04-25,80.9006152544895
2022-04-26,84.30458259141325
2022-04-27,84.57933884386924
2022-04-28,85.06684796344433
2022-04-29,84.0608140988892
2022-05-02,86.14876516894392
2022-05-03,84.78073115697981
2022-05-04,81.76362037815609
2022-05-05,79.43958538480851
2022-05-06,77.1770395029612
2022-05-09,76.67351562448854
2022-05-10,76.88235331025987
2022-05-11,75.79647431887997
2022-05-12,71.6644065761164
2022-05-13,75.04964590263548
2022-05-16,74.21146833870239
2022-05-17,74.9296066214931
2022-05-18,72.90787488694939
2022-05-19,71.06414485027132
2022-05-20,69.84951714618897
2022-05-23,69.31235589780339
2022-05-24,69.0059146670246
2022-05-25,72.25520179086648
2022-05-26,74.93396957391599
2022-05-27,73.56608371092966
2022-05-30,73.923578442092
2022-05-31,75.86896225080508
2022-06-01,76.00362650067589
2022-06-02,74.14101482028515
2022-06-03,71.78916711375938
2022-06-06,71.73514037536631
2022-06-07,71.86188601879768
2022-06-08,72.16811156823594
2022-06-09,73.52007951349667
2022-06-10,74.7279338583105
2022-06-13,74.16342716314341
2022-06-14,73.11594193088733
2022-06-15,71.55948355647725
2022-06-16,71.25804131570496
2022-06-17,73.22275108150289
2022-06-20,71.44107341299161
2022-06-21,71.75489610577785
2022-06-22,72.98163084758414
2022-06-23,72.8092751544139
2022-06-24,72.5912712813395
2022-06-27,70.45079377228316
2022-06-28,70.32407578036204
2022-06-29,72.92017127194225
2022-06-30,71.0407217029685
2022-07-01,71.03879737494925
2022-07-04,72.07818320744751
2022-07-05,72.16204875429494
2022-07-06,72.09974549526103
2022-07-07,74.82194716377728
2022-07-08,76.06591592486025
2022-07-11,71.58036592487463
2022-07-12,70.26326076751076
2022-07-13,72.74758319829238
2022-07-14,71.97766042523861
2022-07-15,72.88420031266207
2022-07-18,73.46301473049542
2022-07-19,70.52797323400506
2022-07-20,67.6406362292634
2022-07-21,72.89020367271046
2022-07-22,71.06845193493787
2022-07-25,73.62383889628221
2022-07-26,77.0378309337185
2022-07-27,76.30202157568868
2022-07-28,73.58921479592826
2022-07-29,73.12567682003703
2022-08-01,75.56026019209854
2022-08-02,75.81768276655043
2022-08-03,72.46312535443928
2022-08-04,72.05301763012578
2022-08-05,71.63417924036418
2022-08-08,71.46436026734405
2022-08-09,71.19783397551156
2022-08-10,70.76980601006244
2022-08-11,69.88591945349245
2022-08-12,68.17410786268249
2022-08-15,68.02905537900916
2022-08-16,69.76437208841476
2022-08-17,69.93578243506157
2022-08-18,70.26357359824793
2022-08-19,72.61709149037769
2022-08-22,73.81402568868475
2022-08-23,74.15601645037708
2022-08-24,71.06481224895309
2022-08-25,68.16781092440823
2022-08-26,67.98469207181574
2022-08-29,65.56690899509502
2022-08-30,67.45115810940634
2022-08-31,66.67283092475142
2022-09-01,63.749961464377805
2022-09-02,64.73926441964934
2022-09-05,63.15631331809204
2022-09-06,62.53601804365676
2022-09-07,63.28349115036547
2022-09-08,63.2331799635776
2022-09-09,62.84612487216394
2022-09-12,62.93140771683561
2022-09-13,64.77267436371667
2022-09-14,66.34124079115388
2022-09-15,66.00823315870662
2022-09-16,65.0723175846674
2022-09-19,68.16416171991467
2022-09-20,68.82412862031185
2022-09-21,67.6469616732903
2022-09-22,67.29839943484264
2022-09-23,65.21519255836527
2022-09-26,64.39611337960726
2022-09-27,64.1499084855813
2022-09-28,64.87728328594865
2022-09-29,65.9025708327449
2022-09-30,64.55177040023234
2022-10-03,65.07371936684403
2022-10-04,62.43968864338645
2022-10-05,61.30667503082791
2022-10-06,61.333053967309155
2022-10-07,56.99896600630256
2022-10-10,58.27234749763304
2022-10-11,59.79497596271781
2022-10-12,59.344568751077865
2022-10-13,62.549888696377224
2022-10-14,62.41668254296464
2022-10-17,61.85096906914251
2022-10-18,62.596759694513445
2022-10-19,60.37396348750994
2022-10-20,59.39973596441017
2022-10-21,57.26694451677091
2022-10-24,57.33719356798367
2022-10-25,56.78213065953323
2022-10-26,55.67352687558104
2022-10-27,56.16173425223902
2022-10-28,57.22506389773996
2022-10-31,55.85258143818607
2022-11-01,56.32729435006898
2022-11-02,53.512080239210356
2022-11-03,53.452077309246725
2022-11-04,55.49262426561213
2022-11-07,56.53051347010276
2022-11-08,54.369746612730715
2022-11-09,54.88261360213336
2022-11-10,57.41289532942191
2022-11-11,58.657886353723526
2022-11-14,58.860629490072945
2022-11-15,62.811842304425355
2022-11-16,63.549411845819016
2022-11-17,62.37663487639802
2022-11-18,62.87685746864059
2022-11-21,61.903451406023756
2022-11-22,62.433192601452106
2022-11-23,63.226497775625894
2022-11-24,63.76318819533182
2022-11-25,63.62654223746392
2022-11-28,65.20887999433101
2022-11-29,66.15611692614775
2022-11-30,65.5137107205055
2022-12-01,68.391994243208
2022-12-02,66.56345373283823
2022-12-05,67.68901771732813
2022-12-06,65.9791140618718
2022-12-07,69.61454300330004
2022-12-08,71.32749133130247
2022-12-09,72.9290330627489
2022-12-12,73.73357187569208
2022-12-13,73.79198590095793
2022-12-14,73.60465055690429
2022-12-15,72.04701940332204
2022-12-16,74.29615436465627
2022-12-19,75.06854773957559
2022-12-20,76.0672576298807
2022-12-21,77.4153508718579
2022-12-22,76.95617194914385
2022-12-23,76.5926406998579
2022-12-26,78.96404975605967
2022-12-27,77.59575066325813
2022-12-28,77.44821534061678
2022-12-29,79.54418428544146
2022-12-30,79.87595376187532
2023-01-02,84.75853556308114
2023-01-03,81.94663774539386
2023-01-04,86.39742381442937
2023-01-05,87.77039732717385
2023-01-06,88.73517442662221
2023-01-09,88.03563035365055
2023-01-10,90.80244593818708
2023-01-11,92.81083374855473
2023-01-12,91.28390321832138
2023-01-13,92.99358866796067
2023-01-16,92.33865420006207
2023-01-17,88.00729220498025
2023-01-18,83.40525313879516
2023-01-19,85.08485747673029
2023-01-20,87.25823082628914
2023-01-23,84.40856319241605
2023-01-24,88.85418233634915
2023-01-25,87.60180881111106
2023-01-26,87.54278490189178
2023-01-27,89.06364184975861
2023-01-30,93.42617687013404
2023-01-31,95.61725103206024
2023-02-01,97.01451624777377
2023-02-02,97.24629687699378
2023-02-03,95.07225311518003
2023-02-06,94.40311998638843
2023-02-07,98.23840408969387
2023-02-08,101.37873476000503
2023-02-09,100.58387434012546
2023-02-10,103.31246017171253
2023-02-13,104.99134388731272
2023-02-14,105.9711752717794
2023-02-15,103.09381739887232
2023-02-16,103.88337170104978
2023-02-17,103.23770542142279
2023-02-20,102.37238969854245
2023-02-21,100.975813393719
2023-02-22,102.99992627992617
2023-02-23,105.65355794999577
2023-02-24,110.32082792582274
2023-02-27,107.19451146797991
2023-02-28,106.79124551451221
2023-03-01,104.14339587432801
2023-03-02,103.73005134656258
2023-03-03,100.04991865427303
2023-03-06,97.00949541207447
2023-03-07,95.79449592593328
2023-03-08,94.1725838442202
2023-03-09,96.58724218889728
2023-03-10,99.83115252585236
2023-03-13,101.25623081775205
2023-03-14,100.42642151650705
2023-03-15,101.65458260435075
2023-03-16,100.17311685946015
2023-03-17,97.7760723138296
2023-03-20,98.67993084611295
2023-03-21,96.01749488354581
2023-03-22,95.30622679168364
2023-03-23,94.51371111243311
2023-03-24,93.34718605653312
2023-03-27,97.11071415820082
2023-03-28,96.46940607406225
2023-03-29,100.13541661969747
2023-03-30,99.52148134815323
2023-03-31,96.71538589581891
2023-04-03,98.18367886412058
2023-04-04,98.00321954051091
2023-04-05,97.90388123062743
2023-04-06,97.01802405512913
2023-04-07,98.36022372471795
2023-04-10,102.49003874444239
2023-04-11,101.75326881160345
2023-04-12,105.50839093164113
2023-04-13,105.73114358089505
2023-04-14,108.43934328452089
2023-04-17,107.59418027610003
2023-04-18,107.49560072366157
2023-04-19,109.75932870897397
2023-04-20,111.26278536579753
2023-04-21,113.16612185225945
2023-04-24,111.25978839429055
2023-04-25,111.98490909486775
2023-04-26,107.66047822564154
2023-04-27,109.48471821464378
2023-04-28,107.84293596570497
2023-05-01,108.03809295136271
2023-05-02,111.79366160353872
2023-05-03,115.36235879529762
2023-05-04,113.71728171174884
2023-05-05,113.93282431016338
2023-05-08,117.63354311670112
2023-05-09,117.81476125997992
2023-05-10,115.03486774438421
2023-05-11,115.6654264382299
2023-05-12,114.25780475515569
2023-05-15,118.00497118969876
2023-05-16,120.69650564794534
2023-05-17,113.35275436260746
2023-05-18,112.85329124550981
2023-05-19,110.6722469599081
2023-05-22,109.03264993978497
2023-05-23,105.67660623527571
2023-05-24,107.78717216187576
2023-05-25,107.06374524449676
2023-05-26,108.54686024070749
2023-05-29,108.0072262250284
2023-05-30,109.46433094293565
2023-05-31,110.50874532675851
2023-06-01,107.7000867782815
2023-06-02,107.144266870698
2023-06-05,107.95812830608239
2023-06-06,108.6290392656963
2023-06-07,115.89028869495685
2023-06-08,116.63125794003618
2023-06-09,118.48675576204562
2023-06-12,115.67485554139134
2023-06-13,115.66719543828025
2023-06-14,114.13311170420948
2023-06-15,111.87299652629294
2023-06-16,112.96626133586282
2023-06-19,111.86469176405855
2023-06-20,112.0822146853346
2023-06-21,113.89864215552078
2023-06-22,113.78605138548686
2023-06-23,113.19919410473219
2023-06-26,114.1779581020104
2023-06-27,111.08213451799362
2023-06-28,112.79683080526162
2023-06-29,110.54016173069193
2023-06-30,114.4652851696148
2023-07-03,109.53394355542432
2023-07-04,112.76226892206681
2023-07-05,118.29877680817984
2023-07-06,117.45658214286655
2023-07-07,121.67618837824982
2023-07-10,122.07937170880388
2023-07-11,126.38304685577971
2023-07-12,128.55473146053106
2023-07-13,125.10136794587562
2023-07-14,122.17684266634438
2023-07-17,119.25028478957778
2023-07-18,121.60901914979392
2023-07-19,120.92748439445641
2023-07-20,120.55021348833613
2023-07-21,116.41366021605495
2023-07-24,114.63348318376934
2023-07-25,116.53805600517337
2023-07-26,113.0874680901074
2023-07-27,113.4863734774922
2023-07-28,115.88444558472753
