Date,XEL
2020-09-16,488.5765027726305
2020-09-17,510.3046196740824
2020-09-18,502.22623987840154
2020-09-21,508.6603842303877
2020-09-22,500.58560923167795
2020-09-23,498.4481710410489
2020-09-24,499.87932899704833
2020-09-25,481.1311803740254
2020-09-28,490.6379833907406
2020-09-29,499.69590160968596
2020-09-30,511.5880463987517
2020-10-01,501.26311766727986
2020-10-02,505.64006789044515
2020-10-05,493.82173228112094
2020-10-06,510.65477682801725
2020-10-07,518.1139549374909
2020-10-08,514.230486395614
2020-10-09,501.0890903697202
2020-10-12,489.27348194350674
2020-10-13,508.57345933586043
2020-10-14,518.6658218740804
2020-10-15,524.6642312912546
2020-10-16,521.4504254194896
2020-10-19,505.05441251695356
2020-10-20,488.8111956080225
2020-10-21,497.82959888397704
2020-10-22,491.8492173861843
2020-10-23,485.61159357088746
2020-10-26,511.2703141446025
2020-10-27,516.5948499791606
2020-10-28,515.7764363458612
2020-10-29,525.441979246315
2020-10-30,530.8433337567512
2020-11-02,535.8794877898828
2020-11-03,541.0051480147164
2020-11-04,521.2862402852274
2020-11-05,529.6361089300538
2020-11-06,532.2636598743134
2020-11-09,523.6141107909998
2020-11-10,530.1701985989282
2020-11-11,525.7180483297213
2020-11-12,510.5830742319025
2020-11-13,522.4556457008848
2020-11-16,529.9029868872221
2020-11-17,534.4037870267096
2020-11-18,540.0929185950621
2020-11-19,547.8443051637861
2020-11-20,553.5698266180709
2020-11-23,547.4033433013298
2020-11-24,554.7070216957927
2020-11-25,563.6886616573263
2020-11-26,558.0531817244414
2020-11-27,577.6970959735427
2020-11-30,574.7455515431687
2020-12-01,603.701881037626
2020-12-02,594.535813355149
2020-12-03,606.7133918354275
2020-12-04,616.2652122484901
2020-12-07,628.6653999288047
2020-12-08,630.026627654198
2020-12-09,650.6189511244049
2020-12-10,653.8017275464587
2020-12-11,640.0558266020201
2020-12-14,640.5413651596934
2020-12-15,629.4164796075563
2020-12-16,630.4268045394158
2020-12-17,629.6668061854267
2020-12-18,620.619646682289
2020-12-21,629.7270481415135
2020-12-22,614.7040355910115
2020-12-23,630.0729371191708
2020-12-24,628.6262593387814
2020-12-25,611.9470955088256
2020-12-28,634.874727108932
2020-12-29,634.9882034985272
2020-12-30,634.1770637696842
2020-12-31,616.4246825232233
2021-01-01,603.5194215356823
2021-01-04,581.1122593703741
2021-01-05,561.4412601079983
2021-01-06,593.0287129398077
2021-01-07,601.70027783123
2021-01-08,599.0606578942433
2021-01-11,595.5008456701972
2021-01-12,595.3857905744464
2021-01-13,582.1905396306626
2021-01-14,588.1007253147209
2021-01-15,597.2114095677853
2021-01-18,598.5364234356723
2021-01-19,591.6240611910677
2021-01-20,599.171305152783
2021-01-21,599.2240103187363
2021-01-22,600.9090372669781
2021-01-25,596.0441633719063
2021-01-26,612.7639207124297
2021-01-27,603.332039826776
2021-01-28,589.4640205836713
2021-01-29,577.2038576513783
2021-02-01,553.5406338568731
2021-02-02,573.0914221639904
2021-02-03,566.4969221293628
2021-02-04,577.9864498007117
2021-02-05,564.1848876352408
2021-02-08,545.0008699022842
2021-02-09,523.6902955492458
2021-02-10,542.2764282711811
2021-02-11,562.7799710484475
2021-02-12,565.968417722766
2021-02-15,579.9810288679209
2021-02-16,577.7668375234463
2021-02-17,588.0870858902773
2021-02-18,596.0803423961075
2021-02-19,580.9947107276971
2021-02-22,577.7855778738557
2021-02-23,580.7475273679223
2021-02-24,581.3388083959392
2021-02-25,583.1740300928536
2021-02-26,565.4852382326815
2021-03-01,564.7254316484272
2021-03-02,560.2873896219811
2021-03-03,553.3561563128218
2021-03-04,544.6437587091277
2021-03-05,545.5689574093374
2021-03-08,547.0849555481609
2021-03-09,540.4213492777102
2021-03-10,535.2047375543312
2021-03-11,546.7600624465597
2021-03-12,525.6569471057941
2021-03-15,520.6318175968644
2021-03-16,501.4508085108409
2021-03-17,493.4839397656806
2021-03-18,472.0110692775247
2021-03-19,453.140064634981
2021-03-22,450.7997238148804
2021-03-23,454.2693140736158
2021-03-24,455.5242641425734
2021-03-25,461.880350772375
2021-03-26,460.12249355020106
2021-03-29,470.79493379915124
2021-03-30,479.4034887058514
2021-03-31,500.4653832741878
2021-04-01,497.09117970136464
2021-04-02,490.4528914792642
2021-04-05,489.9051727271854
2021-04-06,506.3509464102109
2021-04-07,494.0036096808431
2021-04-08,495.60370930928605
2021-04-09,490.5537904306507
2021-04-12,484.02677541977545
2021-04-13,484.8480300783495
2021-04-14,495.7232100672041
2021-04-15,475.48442456413824
2021-04-16,464.65465193985887
2021-04-19,487.38512347765857
2021-04-20,482.8558217005713
2021-04-21,469.96425517444413
2021-04-22,453.4346017031403
2021-04-23,456.8900961255223
2021-04-26,462.40603655786697
2021-04-27,472.71210507462195
2021-04-28,465.6931936423175
2021-04-29,474.8117583406351
2021-04-30,478.0444767988366
2021-05-03,469.8038638862088
2021-05-04,470.77764189981417
2021-05-05,469.0517545865675
2021-05-06,459.78730043765466
2021-05-07,459.6623056704698
2021-05-10,453.1024876504243
2021-05-11,449.2214940981137
2021-05-12,445.5908222816531
2021-05-13,458.25048571134363
2021-05-14,460.86321031742074
2021-05-17,470.32567802708877
2021-05-18,459.9248190530807
2021-05-19,472.10517285839785
2021-05-20,472.1898684709172
2021-05-21,476.88281797507096
2021-05-24,465.41329605729595
2021-05-25,458.5027446274668
2021-05-26,447.42219404163967
2021-05-27,447.185033366872
2021-05-28,452.42722710376086
2021-05-31,460.1844251360794
2021-06-01,446.96982076968584
2021-06-02,442.30323115402445
2021-06-03,436.2690628265703
2021-06-04,459.87226771068106
2021-06-07,430.3980583203726
2021-06-08,425.2569735931679
2021-06-09,431.9933690031173
2021-06-10,444.3391947749924
2021-06-11,435.8280821591146
2021-06-14,421.84685412203277
2021-06-15,426.5392107285623
2021-06-16,426.9639922690413
2021-06-17,434.9139594393229
2021-06-18,446.5352533947514
2021-06-21,435.66726204813085
2021-06-22,431.97558328870514
2021-06-23,432.0613157281145
2021-06-24,421.1437324682607
2021-06-25,423.79947967936937
2021-06-28,431.240354369875
2021-06-29,431.4388888001009
2021-06-30,437.6800525322581
2021-07-01,439.7841719692847
2021-07-02,432.8292691073631
2021-07-05,456.37836885865227
2021-07-06,458.7647401669314
2021-07-07,456.6814567167409
2021-07-08,447.9635696104517
2021-07-09,462.6472080745534
2021-07-12,464.05582897695894
2021-07-13,463.503290718739
2021-07-14,464.40870752799293
2021-07-15,472.4525507467018
2021-07-16,493.9503565420796
2021-07-19,494.4754775916365
2021-07-20,499.53843930739447
2021-07-21,491.4244079819595
2021-07-22,491.18018780440786
2021-07-23,476.92936045022617
2021-07-26,472.894139659782
2021-07-27,474.0076612342983
2021-07-28,463.53809568958644
2021-07-29,454.8449595262081
2021-07-30,464.9214448534577
2021-08-02,465.454295366826
2021-08-03,459.30906789976973
2021-08-04,437.1737725733816
2021-08-05,462.3499155318872
2021-08-06,445.7661525078073
2021-08-09,443.29932097445305
2021-08-10,443.8042395903759
2021-08-11,450.21353054665406
2021-08-12,454.37579289149755
2021-08-13,472.75325420765347
2021-08-16,460.1556920390806
2021-08-17,463.7285193455889
2021-08-18,477.6254940862544
2021-08-19,470.71804428337265
2021-08-20,461.71748524707044
2021-08-23,475.2720542401978
2021-08-24,490.77745764961065
2021-08-25,495.0616195572755
2021-08-26,503.2507980534058
2021-08-27,505.18077754008436
2021-08-30,513.6540656842906
2021-08-31,509.32748445839434
2021-09-01,488.5499124314207
2021-09-02,494.6654689101709
2021-09-03,497.88300597848666
2021-09-06,505.3095747952512
2021-09-07,498.7938481759296
2021-09-08,495.60531619160935
2021-09-09,496.6902348276679
2021-09-10,521.876688095492
2021-09-13,530.5023729997621
2021-09-14,503.6031507775187
2021-09-15,487.5317868955175
2021-09-16,506.0390225991399
2021-09-17,492.0390882414242
2021-09-20,495.9714219946105
2021-09-21,506.44988853298304
2021-09-22,493.21631924938066
2021-09-23,503.03168475213863
2021-09-24,476.04432443428243
2021-09-27,495.1461052203375
2021-09-28,490.6195405188371
2021-09-29,502.5480433877021
2021-09-30,500.89803871637986
2021-10-01,488.90976901447146
2021-10-04,491.8535246375421
2021-10-05,486.5599643351262
2021-10-06,496.2230584005297
2021-10-07,480.6269912282091
2021-10-08,471.9317575799693
2021-10-11,472.12428366815294
2021-10-12,463.22891244416326
2021-10-13,495.31179615762574
2021-10-14,510.4359111449099
2021-10-15,509.60617656965024
2021-10-18,510.14772264207005
2021-10-19,523.1893156169914
2021-10-20,529.5386783395511
2021-10-21,542.4128468286382
2021-10-22,538.951728117998
2021-10-25,546.2545074073494
2021-10-26,569.8993102213192
2021-10-27,561.9820440116471
2021-10-28,565.0859829511943
2021-10-29,554.9806527920838
2021-11-01,569.2732468957803
2021-11-02,601.1610885691582
2021-11-03,650.1788246363315
2021-11-04,642.9870464551294
2021-11-05,636.061483316217
2021-11-08,653.6053831847248
2021-11-09,676.1553088323208
2021-11-10,671.6475838145711
2021-11-11,666.9401727748054
2021-11-12,657.4551001153551
2021-11-15,673.5992440234901
2021-11-16,688.9033605200533
2021-11-17,696.8977695114772
2021-11-18,713.5277879880483
2021-11-19,705.8501007593667
2021-11-22,685.266458766425
2021-11-23,694.498012944993
2021-11-24,691.7937058798566
2021-11-25,691.8295091128389
2021-11-26,728.6330648631913
2021-11-29,747.3362595471843
2021-11-30,733.7224184335491
2021-12-01,721.0038640874881
2021-12-02,726.6978051579154
2021-12-03,714.5037711926956
2021-12-06,719.2422696215356
2021-12-07,748.5737738191677
2021-12-08,738.3429918512272
2021-12-09,733.279016972871
2021-12-10,727.642178544349
2021-12-13,725.6902748047639
2021-12-14,720.2882835213138
2021-12-15,702.4305885944234
2021-12-16,707.4239112978842
2021-12-17,696.1371227831676
2021-12-20,717.0400743813298
2021-12-21,684.7105239665516
2021-12-22,697.0284684414372
2021-12-23,706.2375622063978
2021-12-24,690.5609841350334
2021-12-27,694.4523422273523
2021-12-28,686.8850614094634
2021-12-29,694.4569553489572
2021-12-30,695.2612164510042
2021-12-31,696.1092353038823
2022-01-03,700.4277097347333
2022-01-04,703.0395437589799
2022-01-05,699.8623534017867
2022-01-06,680.014909429564
2022-01-07,695.0307302985367
2022-01-10,717.4587822837054
2022-01-11,713.5671581087752
2022-01-12,697.5102037879798
2022-01-13,699.8445899574951
2022-01-14,681.5804759820535
2022-01-17,664.7240131455138
2022-01-18,689.598268713799
2022-01-19,671.69945078185
2022-01-20,659.3232485562351
2022-01-21,658.1389229825444
2022-01-24,678.4384634241221
2022-01-25,680.7683930925909
2022-01-26,670.5945241932216
2022-01-27,669.0752027657367
2022-01-28,652.1099781135147
2022-01-31,638.6468551190918
2022-02-01,616.9659754846125
2022-02-02,597.9246545743517
2022-02-03,598.748368693068
2022-02-04,604.5817767899645
2022-02-07,608.0716939897169
2022-02-08,595.4941327969165
2022-02-09,584.3727754168374
2022-02-10,571.1965280730938
2022-02-11,585.8843078000708
2022-02-14,589.8251610090673
2022-02-15,612.6883073336014
2022-02-16,604.6262208102589
2022-02-17,602.7027672215845
2022-02-18,594.5616125905689
2022-02-21,594.206616557612
2022-02-22,577.8414459175151
2022-02-23,584.0544220965132
2022-02-24,572.0750107878739
2022-02-25,574.6195398109691
2022-02-28,606.2590134375994
2022-03-01,613.0112287639107
2022-03-02,605.7726713023217
2022-03-03,591.4739314106779
2022-03-04,588.1403270496343
2022-03-07,578.9674513791834
2022-03-08,590.3052084324148
2022-03-09,569.4050078143554
2022-03-10,577.3502248824482
2022-03-11,591.6945544846075
2022-03-14,614.3114737527561
2022-03-15,642.4317601790636
2022-03-16,640.7338646227305
2022-03-17,632.2592971062488
2022-03-18,632.846120350469
2022-03-21,639.259510614608
2022-03-22,653.1470378857075
2022-03-23,676.7823384382735
2022-03-24,679.8239584506647
2022-03-25,676.5769744462503
2022-03-28,680.2101316941357
2022-03-29,676.7464075407465
2022-03-30,669.9993083004996
2022-03-31,646.6945314195798
2022-04-01,634.9765124900257
2022-04-04,634.1579230446984
2022-04-05,608.0577682636687
2022-04-06,617.5399439868941
2022-04-07,619.3743878228391
2022-04-08,589.7397403922629
2022-04-11,578.170233626538
2022-04-12,592.9805781708709
2022-04-13,587.9192430615662
2022-04-14,561.0511618096526
2022-04-15,589.507512712134
2022-04-18,558.8703861883871
2022-04-19,570.6540783702227
2022-04-20,558.9165824559645
2022-04-21,545.7873843863334
2022-04-22,551.204902949822
2022-04-25,531.9807994659208
2022-04-26,548.8301270650674
2022-04-27,547.0125746984661
2022-04-28,540.054980476524
2022-04-29,543.9084712255959
2022-05-02,559.3734089389386
2022-05-03,548.956556891723
2022-05-04,562.0027910345345
2022-05-05,563.5749899287968
2022-05-06,558.4982733213286
2022-05-09,562.2122682293561
2022-05-10,562.9595083144654
2022-05-11,578.3771859242797
2022-05-12,587.1054572499967
2022-05-13,563.5719327937372
2022-05-16,572.8852060503262
2022-05-17,553.9455171825014
2022-05-18,536.4329171664932
2022-05-19,529.1154030470276
2022-05-20,540.4722611508627
2022-05-23,547.46101562336
2022-05-24,540.5180676551313
2022-05-25,523.7187012922273
2022-05-26,516.7251333199898
2022-05-27,501.7684762557478
2022-05-30,496.7132852536752
2022-05-31,493.6809782045771
2022-06-01,476.9648098987565
2022-06-02,473.4866086653228
2022-06-03,476.1537897778311
2022-06-06,461.3625246703538
2022-06-07,457.3154607134872
2022-06-08,469.0179838332346
2022-06-09,468.8990437328011
2022-06-10,468.25346190449676
2022-06-13,466.6805524921671
2022-06-14,465.77826498004555
2022-06-15,460.3117765821394
2022-06-16,471.98839037915826
2022-06-17,459.5179286538182
2022-06-20,471.0757058095527
2022-06-21,472.9006215098505
2022-06-22,464.02550244441926
2022-06-23,462.0291775006266
2022-06-24,467.1894230027813
2022-06-27,469.75082549809355
2022-06-28,460.75433755164045
2022-06-29,475.3366040994837
2022-06-30,470.61961171820155
2022-07-01,469.2123874167463
2022-07-04,460.7218018551007
2022-07-05,467.79739564063124
2022-07-06,461.5328864056116
2022-07-07,456.6792750280551
2022-07-08,461.2184311249727
2022-07-11,468.77182483313413
2022-07-12,457.9409677060485
2022-07-13,476.2116540755462
2022-07-14,477.0038115998495
2022-07-15,459.7457571566085
2022-07-18,454.82704623999655
2022-07-19,462.1380509831385
2022-07-20,450.6733809300771
2022-07-21,445.056748261077
2022-07-22,443.76111189644837
2022-07-25,455.23920326384086
2022-07-26,447.2413449595638
2022-07-27,451.3104963169451
2022-07-28,451.3311976194568
2022-07-29,454.1923675732923
2022-08-01,456.4203263163176
2022-08-02,458.97007120485216
2022-08-03,466.909066040299
2022-08-04,485.50627467964154
2022-08-05,480.7152901557494
2022-08-08,478.5224922358819
2022-08-09,480.3914570764449
2022-08-10,471.4289533052006
2022-08-11,475.36460204346065
2022-08-12,443.2175317951259
2022-08-15,420.0426518482064
2022-08-16,439.30199927973183
2022-08-17,449.05926890235486
2022-08-18,459.37620492742906
2022-08-19,461.6463990299838
2022-08-22,471.58359852990867
2022-08-23,464.4246845748643
2022-08-24,471.47310588994065
2022-08-25,461.0118801779084
2022-08-26,446.0713937098063
2022-08-29,438.308209257932
2022-08-30,453.3347105432775
2022-08-31,456.950395065247
2022-09-01,462.68321395307703
2022-09-02,455.07285972269585
2022-09-05,448.7766520701552
2022-09-06,432.0857026998833
2022-09-07,432.9299376460588
2022-09-08,434.8344462147621
2022-09-09,436.6464605725343
2022-09-12,422.2706757913943
2022-09-13,423.65755268186984
2022-09-14,432.6733378985817
2022-09-15,432.09045366210285
2022-09-16,435.97655620674567
2022-09-19,424.3495177777219
2022-09-20,414.89706723861207
2022-09-21,418.48337961852707
2022-09-22,432.68480686921805
2022-09-23,441.96305335396283
2022-09-26,454.21734620756655
2022-09-27,453.1166497677817
2022-09-28,447.7536410494814
2022-09-29,455.7486688799812
2022-09-30,453.8115737854878
2022-10-03,455.13212042323465
2022-10-04,438.379084219606
2022-10-05,427.2410742881585
2022-10-06,408.4793317831298
2022-10-07,399.75566220744787
2022-10-10,396.92889375602675
2022-10-11,391.46284607168076
2022-10-12,387.89453239927303
2022-10-13,407.7221342606809
2022-10-14,404.06611327470966
2022-10-17,411.28976050034083
2022-10-18,422.43264253208207
2022-10-19,425.7066121306716
2022-10-20,419.8615849607309
2022-10-21,422.571450429732
2022-10-24,436.3259791128981
2022-10-25,423.72260136985034
2022-10-26,420.94911289863086
2022-10-27,410.39874912475335
2022-10-28,415.35023413462886
2022-10-31,422.96655342927556
2022-11-01,404.8582014996264
2022-11-02,414.0967382172139
2022-11-03,426.3617429205639
2022-11-04,415.6699539703435
2022-11-07,397.86235735090935
2022-11-08,386.13621812199415
2022-11-09,393.7089427306911
2022-11-10,397.8552995823441
2022-11-11,403.3221098092159
2022-11-14,394.91780212546394
2022-11-15,384.6132057782538
2022-11-16,388.0416912434001
2022-11-17,388.65731230567576
2022-11-18,379.4918379413436
2022-11-21,382.21890553392456
2022-11-22,370.5451523295881
2022-11-23,369.8253726189042
2022-11-24,361.80030841629593
2022-11-25,371.72271828625
2022-11-28,365.83470573296427
2022-11-29,367.27311790953655
2022-11-30,359.0926919040948
2022-12-01,366.0236964298231
2022-12-02,379.76724038379126
2022-12-05,367.97799663421813
2022-12-06,364.5214574127882
2022-12-07,368.83782473815387
2022-12-08,360.69925811752154
2022-12-09,351.8839901337859
2022-12-12,348.2462836823243
2022-12-13,357.3048177392428
2022-12-14,380.397647384038
2022-12-15,369.0646961042433
2022-12-16,361.4427587867475
2022-12-19,357.1677264571747
2022-12-20,360.32715293518345
2022-12-21,362.8142299988742
2022-12-22,380.0063976416887
2022-12-23,376.10200560691476
2022-12-26,381.195980230295
2022-12-27,394.4548408868128
2022-12-28,397.47149772418265
2022-12-29,407.78949674889293
2022-12-30,405.9132692607561
2023-01-02,408.1368679345867
2023-01-03,395.2782704800701
2023-01-04,400.3146657511456
2023-01-05,418.54700894889186
2023-01-06,430.52780655865604
2023-01-09,427.49316002615245
2023-01-10,425.53349165242554
2023-01-11,420.0405721074832
2023-01-12,416.14465042030207
2023-01-13,401.80530471240957
2023-01-16,388.9937960128513
2023-01-17,391.1818045286691
2023-01-18,388.6161384483765
2023-01-19,400.55956511614414
2023-01-20,405.6646733163431
2023-01-23,398.29728660573346
2023-01-24,406.5794521089364
2023-01-25,415.72071866282874
2023-01-26,416.9008848159397
2023-01-27,412.6114216490641
2023-01-30,422.93970120674385
2023-01-31,427.54854073615263
2023-02-01,429.9691104045684
2023-02-02,428.1157264206857
2023-02-03,421.5226378353478
2023-02-06,436.6816060253019
2023-02-07,445.02985342733973
2023-02-08,449.66953370466086
2023-02-09,444.57392217061255
2023-02-10,438.98950904211625
2023-02-13,443.1317766041274
2023-02-14,444.3796582635961
2023-02-15,454.1909326033998
2023-02-16,461.92337123245073
2023-02-17,464.5326383575156
2023-02-20,463.15853151113697
2023-02-21,442.86754792942884
2023-02-22,427.923574910658
2023-02-23,414.6584298535147
2023-02-24,418.62175735325593
2023-02-27,408.4109994664878
2023-02-28,412.829436663354
2023-03-01,400.27009785911
2023-03-02,406.9366986873515
2023-03-03,396.61762873826683
2023-03-06,393.9459775958121
2023-03-07,387.39591071628655
2023-03-08,399.00085419500294
2023-03-09,388.9235712105176
2023-03-10,407.8030960701956
2023-03-13,396.0603107400467
2023-03-14,383.65377379064716
2023-03-15,384.0391428404168
2023-03-16,372.18102751372896
2023-03-17,369.85997216201764
2023-03-20,374.18412211491943
2023-03-21,392.2326366934624
2023-03-22,415.39247739638705
2023-03-23,405.89850355225866
2023-03-24,419.65928240468867
2023-03-27,408.0451031728875
2023-03-28,410.0036240568408
2023-03-29,430.6526916119535
2023-03-30,452.8263517468926
2023-03-31,446.1379812796949
2023-04-03,464.2384733761595
2023-04-04,473.3172291467956
2023-04-05,461.3902213937215
2023-04-06,475.39318518375944
2023-04-07,484.0058479923029
2023-04-10,502.184786343564
2023-04-11,494.25967695603435
2023-04-12,489.2316489642034
2023-04-13,488.1447392164713
2023-04-14,476.79639887313107
2023-04-17,473.2070515982732
2023-04-18,454.08434158102085
2023-04-19,464.60681255464567
2023-04-20,470.2751396457146
2023-04-21,469.52440920901495
2023-04-24,479.8656810221272
2023-04-25,480.64728740597275
2023-04-26,495.7371590146291
2023-04-27,506.190576934222
2023-04-28,519.455768959414
2023-05-01,520.1952619309728
2023-05-02,507.87669694693204
2023-05-03,510.159468724003
2023-05-04,514.8171452169308
2023-05-05,511.8480378793466
2023-05-08,495.72761702577
2023-05-09,497.65301063774933
2023-05-10,501.16932942200214
2023-05-11,510.5197546480571
2023-05-12,525.9849662496007
2023-05-15,518.3731624835248
2023-05-16,509.5256175168453
2023-05-17,519.563221242856
2023-05-18,527.2472291954651
2023-05-19,543.1809105646435
2023-05-22,570.4224575760315
2023-05-23,557.558668027686
2023-05-24,571.6096298480309
2023-05-25,567.1130256100046
2023-05-26,565.320139360304
2023-05-29,564.7281678482033
2023-05-30,568.6320762631633
2023-05-31,541.5090353626367
2023-06-01,543.9830043330059
2023-06-02,571.766959547081
2023-06-05,612.2330532968261
2023-06-06,613.7382408899645
2023-06-07,616.9217913331562
2023-06-08,615.9373775895805
2023-06-09,603.8310620989175
2023-06-12,605.2133285053759
2023-06-13,584.6704509099667
2023-06-14,580.0760455011126
2023-06-15,590.1689129213809
2023-06-16,605.1132304466015
2023-06-19,610.5321208963825
2023-06-20,623.1706731134109
2023-06-21,619.8950651367587
2023-06-22,606.1620859088248
2023-06-23,604.8268521059323
2023-06-26,604.3770130482195
2023-06-27,599.0847366391581
2023-06-28,616.1609980815123
2023-06-29,608.2084175979546
2023-06-30,631.3768642033102
2023-07-03,647.5527072699252
2023-07-04,657.1882013894754
2023-07-05,675.3586606221934
2023-07-06,662.9720585808433
2023-07-07,675.0904350261059
2023-07-10,673.3612469907613
2023-07-11,664.5784316106884
2023-07-12,660.7421509824813
2023-07-13,644.139133597519
2023-07-14,647.8511478486829
2023-07-17,632.3606192445571
2023-07-18,624.8511950211271
2023-07-19,645.6219647468049
2023-07-20,623.1870124089851
2023-07-21,593.5471634764101
2023-07-24,608.4843919075033
2023-07-25,609.9807621022325
2023-07-26,630.7596712343134
2023-07-27,635.5522610821437
2023-07-28,614.6386510872244
2023-07-31,605.1207298491429
2023-08-01,600.694559836188
2023-08-02,613.5959012408681
2023-08-03,617.3582340580908
