Date,WMB
2021-01-22,288.53822742716125
2021-01-25,288.6117300323535
2021-01-26,292.00647634000666
2021-01-27,295.05512890690017
2021-01-28,295.5867399628015
2021-01-29,295.93667222994884
2021-02-01,305.6919440445493
2021-02-02,306.24614982622046
2021-02-03,303.5207200117209
2021-02-04,307.9232011926869
2021-02-05,303.68939314532184
2021-02-08,304.52301450795864
2021-02-09,301.0896750706203
2021-02-10,306.18761909668257
2021-02-11,309.51827735789163
2021-02-12,311.3470105138375
2021-02-15,310.04925972225254
2021-02-16,305.4963700304941
2021-02-17,309.7079164046824
2021-02-18,312.2326599413658
2021-02-19,318.4675637766861
2021-02-22,315.66351764287367
2021-02-23,310.43435541397
2021-02-24,310.9107515950217
2021-02-25,311.5020074541934
2021-02-26,316.5536113727418
2021-03-01,312.9688493627655
2021-03-02,320.90606877031263
2021-03-03,318.2213148543481
2021-03-04,318.96341734774745
2021-03-05,320.61931690200333
2021-03-08,315.7218661052017
2021-03-09,315.90911817014904
2021-03-10,312.8547284652128
2021-03-11,317.687633336912
2021-03-12,320.23746523944544
2021-03-15,316.1706074391401
2021-03-16,312.8813834573097
2021-03-17,308.6133140074605
2021-03-18,310.4680842014618
2021-03-19,324.46451349355976
2021-03-22,328.37791881025584
2021-03-23,326.0930329436467
2021-03-24,329.6984702544325
2021-03-25,332.1045412235638
2021-03-26,335.0866864787302
2021-03-29,336.25442737582506
2021-03-30,331.969972659652
2021-03-31,329.7365681104506
2021-04-01,326.8193657445251
2021-04-02,321.1855898951635
2021-04-05,323.48917389232145
2021-04-06,321.6008588625224
2021-04-07,323.891673930288
2021-04-08,320.99680110380007
2021-04-09,321.43067463518474
2021-04-12,327.20323420466474
2021-04-13,330.5397898922723
2021-04-14,328.3073064825721
2021-04-15,327.7597804792958
2021-04-16,325.7862864872902
2021-04-19,324.3935058030774
2021-04-20,325.98009141314094
2021-04-21,324.0079452837615
2021-04-22,324.68994705271786
2021-04-23,320.4925427521648
2021-04-26,318.1350776439733
2021-04-27,310.98053176246674
2021-04-28,310.9388608430742
2021-04-29,319.6457538642281
2021-04-30,317.88022849002726
2021-05-03,320.1306949264673
2021-05-04,321.9035948717891
2021-05-05,327.79237434667743
2021-05-06,328.85640146995456
2021-05-07,330.36697233337543
2021-05-10,334.7448079605443
2021-05-11,333.54234316521473
2021-05-12,335.5633598743916
2021-05-13,327.9928704110688
2021-05-14,323.5159113724932
2021-05-17,326.42685519820037
2021-05-18,328.7280251352052
2021-05-19,328.79692403587075
2021-05-20,331.75302378975124
2021-05-21,329.5834998017749
2021-05-24,341.4504326170463
2021-05-25,341.6025689059538
2021-05-26,341.8876780882631
2021-05-27,342.4865252247005
2021-05-28,333.9107403528474
2021-05-31,336.65731599018994
2021-06-01,338.45112984172397
2021-06-02,341.33655431751515
2021-06-03,339.39521359413754
2021-06-04,341.73092200643896
2021-06-07,338.72554826327
2021-06-08,341.7504155484443
2021-06-09,345.82569521732376
2021-06-10,347.12748541141997
2021-06-11,351.54503160502543
2021-06-14,350.829995480846
2021-06-15,345.127038128822
2021-06-16,339.7423217534045
2021-06-17,341.31418952863913
2021-06-18,338.8859799638635
2021-06-21,341.2965249908013
2021-06-22,347.12928780208324
2021-06-23,347.68378836419083
2021-06-24,345.80942668614074
2021-06-25,342.4231528958993
2021-06-28,347.67166274738054
2021-06-29,349.23249953237973
2021-06-30,352.64539660833776
2021-07-01,353.8470234600046
2021-07-02,355.28863017592084
2021-07-05,353.8560265356261
2021-07-06,352.39821794324
2021-07-07,351.87737420790495
2021-07-08,355.07091600982835
2021-07-09,355.21394877082145
2021-07-12,365.7233654759539
2021-07-13,364.4598284291496
2021-07-14,360.6155978544393
2021-07-15,353.99606336458476
2021-07-16,363.9425025824817
2021-07-19,360.7312557970175
2021-07-20,364.56271500419047
2021-07-21,366.47394975901506
2021-07-22,371.25618644153246
2021-07-23,372.3179897695419
2021-07-26,368.2536916409777
2021-07-27,373.079564979798
2021-07-28,373.30392966590523
2021-07-29,372.92672261441106
2021-07-30,364.93829725772497
2021-08-02,360.74934903040196
2021-08-03,358.14606630480307
2021-08-04,358.29276688386943
2021-08-05,353.4362625847834
2021-08-06,350.7707522694516
2021-08-09,352.20392728299527
2021-08-10,355.77460747674087
2021-08-11,351.9876819655039
2021-08-12,349.21179111878655
2021-08-13,349.5973562006475
2021-08-16,348.03620363052414
2021-08-17,343.0243699221841
2021-08-18,338.9624906060886
2021-08-19,336.4612579072786
2021-08-20,330.9969691970879
2021-08-23,336.97516140809546
2021-08-24,332.6593402716758
2021-08-25,332.06754389459803
2021-08-26,330.52461149778435
2021-08-27,328.2158686079655
2021-08-30,324.4577953740497
2021-08-31,321.8833999904019
2021-09-01,326.2680237984003
2021-09-02,331.12582340598004
2021-09-03,328.61746415158564
2021-09-06,332.4964053629894
2021-09-07,328.6948591513334
2021-09-08,327.80858779923307
2021-09-09,328.3869212166579
2021-09-10,335.3391566544914
2021-09-13,335.67458449552026
2021-09-14,336.706000805201
2021-09-15,341.7896522461113
2021-09-16,347.4280568317999
2021-09-17,348.4651284292829
2021-09-20,348.5760797410629
2021-09-21,350.9794497474668
2021-09-22,352.2723331177243
2021-09-23,347.72670748040736
2021-09-24,345.65374368927496
2021-09-27,343.80035443857565
2021-09-28,343.60258103418175
2021-09-29,341.59633972391
2021-09-30,344.62147518977616
2021-10-01,343.1838614745366
2021-10-04,336.2158771052972
2021-10-05,335.5141512065954
2021-10-06,335.1602476552087
2021-10-07,331.9181973261491
2021-10-08,328.9677713402199
2021-10-11,330.9624220930304
2021-10-12,327.8201909976104
2021-10-13,331.644350514216
2021-10-14,335.6847805562243
2021-10-15,340.31367063557445
2021-10-18,333.2222935580846
2021-10-19,331.21651231215327
2021-10-20,338.1004300082105
2021-10-21,341.5826608792043
2021-10-22,337.2065184538002
2021-10-25,335.8135268651783
2021-10-26,338.5189290198458
2021-10-27,342.04213479254287
2021-10-28,342.4842860901783
2021-10-29,340.3091610455615
2021-11-01,341.78763132975445
2021-11-02,335.6474164196601
2021-11-03,336.0176356117128
2021-11-04,334.6130560290449
2021-11-05,334.22394765969386
2021-11-08,344.09773179420404
2021-11-09,340.41149069169
2021-11-10,343.7883787086082
2021-11-11,341.4717680645277
2021-11-12,335.3366675782323
2021-11-15,337.13102348276846
2021-11-16,334.36795711591293
2021-11-17,336.9409882995657
2021-11-18,338.9701969062565
2021-11-19,339.9183069917007
2021-11-22,343.1500478148233
2021-11-23,344.31013268240775
2021-11-24,341.3917718477001
2021-11-25,340.1450769455243
2021-11-26,344.4274494284995
2021-11-29,347.3634119639043
2021-11-30,349.72440344929623
2021-12-01,353.6246170833492
2021-12-02,358.55223698716975
2021-12-03,356.03574026312
2021-12-06,354.44201321930785
2021-12-07,357.2867962319059
2021-12-08,363.77142799493384
2021-12-09,375.2189638852536
2021-12-10,371.7613327023333
2021-12-13,362.94468584399857
2021-12-14,363.1044557028199
2021-12-15,369.179164279952
2021-12-16,369.7387557826526
2021-12-17,365.8850761065783
2021-12-20,367.15242860820075
2021-12-21,363.7896631461966
2021-12-22,364.27300064134147
2021-12-23,359.8059136748706
2021-12-24,361.05281381964926
2021-12-27,364.3084111287808
2021-12-28,363.55161757335907
2021-12-29,366.9932512410341
2021-12-30,367.80056482994917
2021-12-31,363.3361769794126
2022-01-03,360.8370012517934
2022-01-04,364.08810263701
2022-01-05,373.1484304805954
2022-01-06,379.08519307490536
2022-01-07,384.00383101746155
2022-01-10,384.05626037657555
2022-01-11,385.2001524884544
2022-01-12,386.86196916560056
2022-01-13,390.55569582314916
2022-01-14,386.9905197083987
2022-01-17,388.24625060041825
2022-01-18,396.63752344356135
2022-01-19,398.15755469841696
2022-01-20,409.0930076365195
2022-01-21,413.11632684067933
2022-01-24,415.13469140364646
2022-01-25,410.97719946019913
2022-01-26,423.34944965063914
2022-01-27,427.80653877937885
2022-01-28,420.0811869441031
2022-01-31,423.68199733927776
2022-02-01,422.94580091180063
2022-02-02,421.88483786395614
2022-02-03,420.3999752719947
2022-02-04,421.85205107229694
2022-02-07,418.8255136474204
2022-02-08,422.32074401296944
2022-02-09,422.6013332340069
2022-02-10,424.2553926049337
2022-02-11,425.8010053423123
2022-02-14,427.4751377191871
2022-02-15,426.58074893215627
2022-02-16,416.5314636326941
2022-02-17,416.61775744622986
2022-02-18,413.45274927941256
2022-02-21,416.6713116195965
2022-02-22,417.86724637497304
2022-02-23,412.15920834449526
2022-02-24,414.1139908688654
2022-02-25,412.0751334009966
2022-02-28,398.83069309892113
2022-03-01,394.9859799197421
2022-03-02,391.29446016789296
2022-03-03,394.10751537557576
2022-03-04,386.9118366162486
2022-03-07,392.57622794711176
2022-03-08,394.9562856099592
2022-03-09,395.95213591798336
2022-03-10,394.0091780778851
2022-03-11,389.25954804490476
2022-03-14,390.33807762193953
2022-03-15,388.04078204530407
2022-03-16,382.4265061664949
2022-03-17,381.0984963092141
2022-03-18,376.55398104909426
2022-03-21,377.5109230079766
2022-03-22,375.2913695285616
2022-03-23,373.4301596891167
2022-03-24,378.92203860612636
2022-03-25,382.42558283697355
2022-03-28,383.2626367069997
2022-03-29,381.49371033103665
2022-03-30,380.84761434783815
2022-03-31,381.18895039321677
2022-04-01,380.0874416460195
2022-04-04,376.33633741919857
2022-04-05,369.97184674478655
2022-04-06,372.8544848357676
2022-04-07,371.5085815638845
2022-04-08,373.7448464311174
2022-04-11,370.34199081851403
2022-04-12,378.1972409809228
2022-04-13,375.06813550703
2022-04-14,382.31121493080923
2022-04-15,384.87750098459003
2022-04-18,388.0248413217559
2022-04-19,383.78813947831185
2022-04-20,383.5339028493148
2022-04-21,383.0945891549222
2022-04-22,380.54118141238047
2022-04-25,377.91878348666165
2022-04-26,378.633940608114
2022-04-27,375.76817836344753
2022-04-28,371.3983761302503
2022-04-29,372.4267441273092
2022-05-02,371.5282528508792
2022-05-03,373.8760848979277
2022-05-04,372.40721150313243
2022-05-05,368.9980494132668
2022-05-06,362.87122258710053
2022-05-09,366.83766733580455
2022-05-10,371.1609349034785
2022-05-11,371.68138588366793
2022-05-12,368.35880374719636
2022-05-13,376.95136322201756
2022-05-16,377.6435399004337
2022-05-17,372.14550476018286
2022-05-18,370.19909997260976
2022-05-19,363.64399994277755
2022-05-20,365.5315688475035
2022-05-23,367.0394479765283
2022-05-24,366.75795453544623
2022-05-25,362.3289944994286
2022-05-26,366.7362183320879
2022-05-27,359.6573231949397
2022-05-30,350.0413601130011
2022-05-31,350.32311778847674
2022-06-01,345.27602133962296
2022-06-02,352.52340520289493
2022-06-03,347.16317398935854
2022-06-06,343.67753679773426
2022-06-07,348.1556374826299
2022-06-08,351.0571665020012
2022-06-09,353.1121250483806
2022-06-10,354.5866135922964
2022-06-13,350.738325156774
2022-06-14,345.8795692816164
2022-06-15,353.5568070748066
2022-06-16,354.36901809421005
2022-06-17,353.5706236403243
2022-06-20,355.4201753625887
2022-06-21,363.32014918684564
2022-06-22,362.20044216431137
2022-06-23,366.62043508861615
2022-06-24,367.64435571837834
2022-06-27,367.2921792042507
2022-06-28,367.76972463081
2022-06-29,361.58159262679743
2022-06-30,371.66377903750606
2022-07-01,374.95260537637085
2022-07-04,376.23342922363736
2022-07-05,376.6512765491607
2022-07-06,380.711427910663
2022-07-07,394.40319930273364
2022-07-08,395.8334156837554
2022-07-11,396.33697270661503
2022-07-12,396.3462045923501
2022-07-13,397.5698461707727
2022-07-14,395.17779969131965
2022-07-15,391.3140256669954
2022-07-18,389.70302530578437
2022-07-19,392.8696912576732
2022-07-20,391.2272666391013
2022-07-21,391.528547507698
2022-07-22,389.85995871239504
2022-07-25,401.41340359562764
2022-07-26,401.49510930308105
2022-07-27,400.07019565640456
2022-07-28,398.30821183636033
2022-07-29,403.1560532043476
2022-08-01,406.4957800623036
2022-08-02,405.3298317868069
2022-08-03,409.18823612240897
2022-08-04,416.301006143516
2022-08-05,409.6719494051658
2022-08-08,414.8631898498572
2022-08-09,415.84290700385407
2022-08-10,415.73137994911707
2022-08-11,414.19500195629576
2022-08-12,419.42386006423584
2022-08-15,412.2158972511853
2022-08-16,406.6284697916057
2022-08-17,415.3429476577062
2022-08-18,414.9856280204618
2022-08-19,409.9987078164281
2022-08-22,418.1357375116741
2022-08-23,416.32762460087196
2022-08-24,424.0907596957101
2022-08-25,424.7453763696869
2022-08-26,413.16115942066233
2022-08-29,415.7824250930996
2022-08-30,416.60743854760665
2022-08-31,415.5366322480974
2022-09-01,414.5355022769244
2022-09-02,403.9437636670576
2022-09-05,406.2458125302326
2022-09-06,410.67314857438447
2022-09-07,405.09467729027557
2022-09-08,404.7099845511887
2022-09-09,401.49796657591236
2022-09-12,397.76000961254624
2022-09-13,395.9185813811547
2022-09-14,397.92015553670143
2022-09-15,399.7267490857162
2022-09-16,401.69089716350294
2022-09-19,405.2279072750333
2022-09-20,392.06265994902026
2022-09-21,394.151659795586
2022-09-22,392.43409732909333
2022-09-23,398.90394768116806
2022-09-26,401.4425289723162
2022-09-27,386.9775015552597
2022-09-28,381.913030419213
2022-09-29,385.82185028544984
2022-09-30,384.3053665847911
2022-10-03,386.08736308526187
2022-10-04,389.97078855643156
2022-10-05,397.8329778187278
2022-10-06,392.62451761662544
2022-10-07,396.52385083002895
2022-10-10,399.5179230018526
2022-10-11,399.7947635328798
2022-10-12,401.2319308274017
2022-10-13,403.54292007323
2022-10-14,408.98274821691666
2022-10-17,400.6424847127153
2022-10-18,397.4634678340511
2022-10-19,394.1406679489703
2022-10-20,389.4538963642538
2022-10-21,376.86522256485733
2022-10-24,381.2407836483072
2022-10-25,380.8041578650162
2022-10-26,377.76424868395725
2022-10-27,382.4415192083874
2022-10-28,381.6456939827272
2022-10-31,384.0889955469151
2022-11-01,388.60254308781623
2022-11-02,382.73133846738324
2022-11-03,379.7805269302453
2022-11-04,384.6924707328556
2022-11-07,384.11211040074244
2022-11-08,381.2770498465602
2022-11-09,378.79811519499816
2022-11-10,382.4110115586961
2022-11-11,384.20406318976353
2022-11-14,383.9305725198445
2022-11-15,389.6110376314271
2022-11-16,390.4946832811197
2022-11-17,386.7679911673567
2022-11-18,386.21223911517615
2022-11-21,389.612529969981
2022-11-22,391.26613553172774
2022-11-23,390.62195779469624
2022-11-24,390.537029610606
2022-11-25,391.7148908969281
2022-11-28,388.8716855428028
2022-11-29,384.71946697760626
2022-11-30,385.9811254775361
2022-12-01,381.843524177809
2022-12-02,394.50770969755575
2022-12-05,392.09449346827705
2022-12-06,396.0710228429515
2022-12-07,393.85358695331075
2022-12-08,395.93213629750426
2022-12-09,389.71340075999814
2022-12-12,384.9115033243589
2022-12-13,384.0267826109526
2022-12-14,377.6596587803678
2022-12-15,370.6360998759084
2022-12-16,367.6551752241691
2022-12-19,369.10066682674744
2022-12-20,377.68580802031505
2022-12-21,377.81908612843216
2022-12-22,378.75137085440053
2022-12-23,378.31168811833857
2022-12-26,380.0854371228975
2022-12-27,375.17642451785224
2022-12-28,376.5585437253017
2022-12-29,382.9073148383507
2022-12-30,388.32929408607134
2023-01-02,385.08032006371553
2023-01-03,387.63020378615715
2023-01-04,394.3991619274184
2023-01-05,395.0627707693925
2023-01-06,399.7893322985621
2023-01-09,400.0959992670824
2023-01-10,397.6721372354527
2023-01-11,392.5610701062798
2023-01-12,394.9533828675354
2023-01-13,393.2400061304408
2023-01-16,392.9473784301162
2023-01-17,388.8375548421043
2023-01-18,388.0791230607474
2023-01-19,390.9437749839779
2023-01-20,389.82649007305315
2023-01-23,394.9471677724555
2023-01-24,392.04970128755565
2023-01-25,391.34635723782077
2023-01-26,390.0697122480687
2023-01-27,391.0761063865134
2023-01-30,394.6630454334376
2023-01-31,398.4821347430861
2023-02-01,391.75553278579633
2023-02-02,387.5246796954613
2023-02-03,391.3949384267614
2023-02-06,394.9973734139756
2023-02-07,396.8083296184994
2023-02-08,401.2384492048264
2023-02-09,402.3584111626947
2023-02-10,403.36225307467566
2023-02-13,402.60425799590536
2023-02-14,402.5231989814952
2023-02-15,401.59039269165993
2023-02-16,398.9371456161332
2023-02-17,390.67005190985816
2023-02-20,395.6519872630198
2023-02-21,390.83037124165037
2023-02-22,396.20347048569846
2023-02-23,395.05097642660513
2023-02-24,388.4510509033296
2023-02-27,391.9888533662119
2023-02-28,386.23561723451667
2023-03-01,383.0156844241982
2023-03-02,382.54913225371087
2023-03-03,378.21651872415947
2023-03-06,377.4770797650386
2023-03-07,383.1945473367881
2023-03-08,380.4452695222254
2023-03-09,385.87024615464486
2023-03-10,386.01985639472616
2023-03-13,384.6950451303184
2023-03-14,387.80566471567
2023-03-15,384.98648481623826
2023-03-16,387.31775662141615
2023-03-17,393.62452697187365
2023-03-20,394.3164075913074
2023-03-21,396.5428895961442
2023-03-22,391.5705797503257
2023-03-23,387.211949349344
2023-03-24,387.75346264474155
2023-03-27,386.65227884464497
2023-03-28,382.2234094758202
2023-03-29,379.60852190961907
2023-03-30,380.48860848305833
2023-03-31,378.2265541224687
2023-04-03,376.52395731467254
2023-04-04,380.4179486915632
2023-04-05,376.2041560198569
2023-04-06,371.4784642694798
2023-04-07,375.20738166482175
2023-04-10,380.5332482793047
2023-04-11,378.2567778005282
2023-04-12,376.6746981052923
2023-04-13,371.31282585600223
2023-04-14,369.783411525738
2023-04-17,376.7360851720934
2023-04-18,372.6091243681183
2023-04-19,375.93441780783206
2023-04-20,375.3491562175172
2023-04-21,386.79268335772906
2023-04-24,379.43694473201936
2023-04-25,378.6883060921864
2023-04-26,388.55542546641266
2023-04-27,387.2767800715406
2023-04-28,386.91939595025724
2023-05-01,393.1498050719238
2023-05-02,400.05864719644376
2023-05-03,401.3591803287281
2023-05-04,404.37803424399067
2023-05-05,409.64565942041133
2023-05-08,403.3052274402171
2023-05-09,406.0693997605102
2023-05-10,398.1198535423905
2023-05-11,399.2238541948086
2023-05-12,395.54547503005864
2023-05-15,396.2796179783248
2023-05-16,395.4489328357772
2023-05-17,400.94767203766395
2023-05-18,396.68872993637297
2023-05-19,400.8519636348765
2023-05-22,401.2839769254305
2023-05-23,399.26141909219655
2023-05-24,391.7914145947979
2023-05-25,394.9337287746881
2023-05-26,395.458355159584
2023-05-29,395.284127186813
2023-05-30,395.14710152604107
2023-05-31,387.2898257862816
2023-06-01,382.8611229677941
2023-06-02,378.26249118499504
2023-06-05,370.5874706581019
2023-06-06,367.6214251636304
2023-06-07,369.9718265165618
2023-06-08,368.21100513567217
2023-06-09,363.11094622835174
2023-06-12,363.51031285729766
2023-06-13,363.13979198027755
2023-06-14,368.17902757150927
2023-06-15,363.81310105046305
2023-06-16,365.5266504124999
2023-06-19,365.47840673181275
2023-06-20,352.6560403848692
2023-06-21,348.2517107955935
2023-06-22,346.9986612063455
2023-06-23,352.24603701455027
2023-06-26,357.87533703654486
2023-06-27,356.2250076607991
2023-06-28,355.3535463244343
2023-06-29,359.6545082817162
2023-06-30,367.5423875941571
2023-07-03,365.79946045210033
2023-07-04,363.4401727234524
2023-07-05,367.21725721697965
2023-07-06,361.1814552120588
2023-07-07,361.84523096854133
2023-07-10,363.0926200242156
2023-07-11,359.3310858086638
2023-07-12,365.52833896177157
2023-07-13,366.8067141860171
2023-07-14,357.7526810303372
2023-07-17,358.552493841967
2023-07-18,354.5919663410267
2023-07-19,357.0950960802759
2023-07-20,353.7729765338328
2023-07-21,358.44934970125473
2023-07-24,352.82959747857325
2023-07-25,359.0038189140589
2023-07-26,364.3281941252817
2023-07-27,359.5870879925955
2023-07-28,359.7579066579152
2023-07-31,351.71486838516626
2023-08-01,354.9492639208671
