Date,VMC
2020-11-13,423.4963668016082
2020-11-16,433.1281074379471
2020-11-17,444.6289177526811
2020-11-18,427.11137161898694
2020-11-19,440.26750684377777
2020-11-20,436.1375796650908
2020-11-23,423.86533865618446
2020-11-24,421.56853342699446
2020-11-25,444.47574942916106
2020-11-26,449.4136222133984
2020-11-27,445.2420579909251
2020-11-30,460.7602210535017
2020-12-01,461.0232213937026
2020-12-02,444.46641828009706
2020-12-03,432.9961479867435
2020-12-04,414.65729611413894
2020-12-07,416.47318120462876
2020-12-08,408.7084400343966
2020-12-09,411.04449961072737
2020-12-10,400.47359001939714
2020-12-11,388.9633280560226
2020-12-14,395.9307885091065
2020-12-15,399.39671057052794
2020-12-16,395.01925852759047
2020-12-17,391.29499956334473
2020-12-18,388.7891708507573
2020-12-21,385.3136955142371
2020-12-22,377.2819090640269
2020-12-23,372.61597372443526
2020-12-24,381.88688554108097
2020-12-25,377.0698932033129
2020-12-28,370.13989752721324
2020-12-29,356.0198965092951
2020-12-30,343.4074479783286
2020-12-31,362.5553495667525
2021-01-01,363.7565286118493
2021-01-04,375.3493712564995
2021-01-05,387.6184961281108
2021-01-06,385.96682225709355
2021-01-07,387.2164133220526
2021-01-08,381.6572262415104
2021-01-11,395.4294110320771
2021-01-12,400.47675285908343
2021-01-13,414.894422530418
2021-01-14,423.1133186558377
2021-01-15,439.39646010296286
2021-01-18,463.00554795139146
2021-01-19,477.72346837712473
2021-01-20,486.2208976499802
2021-01-21,483.9283038644281
2021-01-22,487.7896050209851
2021-01-25,486.41067979665297
2021-01-26,490.43964108398393
2021-01-27,492.14941743522235
2021-01-28,502.8422665220561
2021-01-29,535.3967707911568
2021-02-01,507.12063687211247
2021-02-02,494.83573596159516
2021-02-03,505.1026394087347
2021-02-04,497.95616355805515
2021-02-05,477.45702669121636
2021-02-08,481.7302241076641
2021-02-09,503.7236796301077
2021-02-10,522.6103769018981
2021-02-11,516.6109970798275
2021-02-12,531.837198762127
2021-02-15,508.09603643212097
2021-02-16,491.20017382369207
2021-02-17,494.10060177343814
2021-02-18,474.7166282938451
2021-02-19,471.39783313202304
2021-02-22,467.4448710309097
2021-02-23,470.26483911997775
2021-02-24,496.269773308798
2021-02-25,531.4887913686248
2021-02-26,522.6847062187285
2021-03-01,528.0326211603632
2021-03-02,526.5684360461188
2021-03-03,535.9962915144532
2021-03-04,531.5133351552281
2021-03-05,519.2523806755948
2021-03-08,537.5114465123303
2021-03-09,545.163735356826
2021-03-10,557.5378683550507
2021-03-11,570.8954021188787
2021-03-12,539.0110632821967
2021-03-15,559.7338772961202
2021-03-16,582.1805939829356
2021-03-17,572.4069149659509
2021-03-18,549.1306290161597
2021-03-19,544.2599851387613
2021-03-22,551.8132009728808
2021-03-23,555.2378400913856
2021-03-24,554.2836410248473
2021-03-25,564.42150704607
2021-03-26,567.756999940799
2021-03-29,554.0377483175474
2021-03-30,570.9946819171416
2021-03-31,569.8893121389011
2021-04-01,568.3167274583788
2021-04-02,572.8912468182897
2021-04-05,565.886339000716
2021-04-06,557.6614566411541
2021-04-07,542.8681392503717
2021-04-08,526.0938286777808
2021-04-09,526.0950424508235
2021-04-12,522.1482900741488
2021-04-13,525.3123514972564
2021-04-14,508.9519694856722
2021-04-15,498.92932979715806
2021-04-16,495.5419314239248
2021-04-19,513.8156070660312
2021-04-20,529.031368059988
2021-04-21,528.3689246044979
2021-04-22,524.5798978406057
2021-04-23,541.9385760686497
2021-04-26,536.6351513603928
2021-04-27,526.3159692753776
2021-04-28,551.5019594976499
2021-04-29,530.2443381489031
2021-04-30,545.499155539234
2021-05-03,545.5053878022428
2021-05-04,576.0429744468155
2021-05-05,576.3939375652528
2021-05-06,577.7432762358712
2021-05-07,584.0835098529205
2021-05-10,602.6778869925173
2021-05-11,591.2056420578264
2021-05-12,579.7710921216795
2021-05-13,574.5967333632484
2021-05-14,601.9351330677692
2021-05-17,630.9447247837891
2021-05-18,630.5326555540148
2021-05-19,632.8648689629053
2021-05-20,633.5350045592085
2021-05-21,640.1403232231027
2021-05-24,651.4202675752349
2021-05-25,658.0937640280177
2021-05-26,647.070932486583
2021-05-27,658.9003442886495
2021-05-28,668.4268908467593
2021-05-31,693.2249276177928
2021-06-01,703.829714898747
2021-06-02,690.5418764031717
2021-06-03,677.1521702865728
2021-06-04,694.2821105245101
2021-06-07,672.1416306427843
2021-06-08,682.0069954671574
2021-06-09,703.1101854677349
2021-06-10,690.0167845260474
2021-06-11,665.559778598456
2021-06-14,658.403006563389
2021-06-15,671.76037316597
2021-06-16,661.8450792711863
2021-06-17,693.8496730797802
2021-06-18,697.2802765893097
2021-06-21,707.0252716277366
2021-06-22,696.4286974045627
2021-06-23,666.2527168362843
2021-06-24,643.7494610366796
2021-06-25,630.2030845118894
2021-06-28,621.4473957929978
2021-06-29,626.4654514644017
2021-06-30,648.607340740668
2021-07-01,620.0325198881044
2021-07-02,604.7655667064632
2021-07-05,616.4740472324185
2021-07-06,594.6848266198186
2021-07-07,613.6133490467031
2021-07-08,625.2113790454
2021-07-09,605.5562056480418
2021-07-12,587.7979771881456
2021-07-13,565.8886655882135
2021-07-14,547.1419501890255
2021-07-15,551.336839172773
2021-07-16,559.8978623123566
2021-07-19,572.9175351548995
2021-07-20,562.2145678316442
2021-07-21,564.6349094919553
2021-07-22,567.0944099468843
2021-07-23,571.8085995050512
2021-07-26,540.1418484125254
2021-07-27,529.6168177650419
2021-07-28,539.2846956411541
2021-07-29,539.687134161519
2021-07-30,534.1830068495748
2021-08-02,535.5442521301269
2021-08-03,533.4588440755142
2021-08-04,518.3079013718822
2021-08-05,535.7375709252768
2021-08-06,522.0861441364085
2021-08-09,524.7661301456558
2021-08-10,527.6745779139002
2021-08-11,538.3641806849351
2021-08-12,542.1251303308414
2021-08-13,564.6427753977227
2021-08-16,567.9151308701848
2021-08-17,583.560316900175
2021-08-18,579.5351595727524
2021-08-19,565.9285175992292
2021-08-20,539.3763739221286
2021-08-23,512.0463452872215
2021-08-24,513.1881415348965
2021-08-25,505.08746074659126
2021-08-26,510.87760794923133
2021-08-27,525.298161284476
2021-08-30,484.1371462814224
2021-08-31,481.87938179220544
2021-09-01,484.21575890461224
2021-09-02,468.253933432427
2021-09-03,459.16890899176786
2021-09-06,460.7477593039754
2021-09-07,465.84408590108353
2021-09-08,465.0253849545134
2021-09-09,473.90619133681304
2021-09-10,479.06880747212364
2021-09-13,500.7290944400322
2021-09-14,502.0673613401741
2021-09-15,501.168819727358
2021-09-16,490.9875607736032
2021-09-17,479.10804052052856
2021-09-20,466.2681909062941
2021-09-21,464.32937935114876
2021-09-22,470.35015752837074
2021-09-23,489.59658713663475
2021-09-24,538.6729096231214
2021-09-27,541.6280251678695
2021-09-28,550.2274147963577
2021-09-29,554.1259966006555
2021-09-30,572.4195815905139
2021-10-01,576.7619037933737
2021-10-04,586.1044593337934
2021-10-05,597.6139117299529
2021-10-06,566.8352476494874
2021-10-07,550.5716048249556
2021-10-08,550.8623848584042
2021-10-11,540.1431330667075
2021-10-12,549.5141923952668
2021-10-13,540.6862813217977
2021-10-14,555.5587536182971
2021-10-15,531.2567506949437
2021-10-18,542.793139479542
2021-10-19,551.4824997282602
2021-10-20,576.9780189726
2021-10-21,571.969778513369
2021-10-22,583.5438521641473
2021-10-25,575.0846050004844
2021-10-26,574.100682693862
2021-10-27,557.37937801391
2021-10-28,534.4412009608204
2021-10-29,542.7429425405944
2021-11-01,576.3534376880663
2021-11-02,617.3649497881066
2021-11-03,626.9382247544722
2021-11-04,645.68503725167
2021-11-05,625.2897412616288
2021-11-08,610.4535777798824
2021-11-09,646.0491363949395
2021-11-10,649.3095496959783
2021-11-11,638.0157915542976
2021-11-12,620.2916553663582
2021-11-15,643.595396359708
2021-11-16,640.870269964951
2021-11-17,642.9305070653569
2021-11-18,645.5202854483854
2021-11-19,620.2992091252205
2021-11-22,625.963469467767
2021-11-23,617.4813705111443
2021-11-24,635.5234173894193
2021-11-25,650.5553832762553
2021-11-26,643.7510178672584
2021-11-29,651.0004642604038
2021-11-30,618.7736437659254
2021-12-01,588.9614237652144
2021-12-02,591.7331168400802
2021-12-03,601.8640749496027
2021-12-06,647.3514156164141
2021-12-07,655.629851741937
2021-12-08,634.0774286996037
2021-12-09,627.1007848101149
2021-12-10,620.563804068852
2021-12-13,618.0269860887514
2021-12-14,619.6498407155788
2021-12-15,629.8656595135662
2021-12-16,608.2765167449836
2021-12-17,610.4172376948881
2021-12-20,588.7156710536079
2021-12-21,572.9687129499384
2021-12-22,597.9987165872445
2021-12-23,622.5708419731236
2021-12-24,643.4056668418049
2021-12-27,626.8316177353822
2021-12-28,632.2284194140559
2021-12-29,630.9020490545796
2021-12-30,618.5461289484914
2021-12-31,632.384563250509
2022-01-03,647.6343835482306
2022-01-04,661.4637287794478
2022-01-05,668.1140039768854
2022-01-06,650.5378434453256
2022-01-07,632.7018971261093
2022-01-10,612.3792015902307
2022-01-11,625.7633952421434
2022-01-12,601.9894583978306
2022-01-13,616.90008715098
2022-01-14,589.0168146039176
2022-01-17,565.9138289367386
2022-01-18,561.7883944438192
2022-01-19,563.6670662137441
2022-01-20,542.0670741466298
2022-01-21,550.5732132114084
2022-01-24,543.1229174674381
2022-01-25,548.9334616876489
2022-01-26,545.0366311559183
2022-01-27,549.8166447372408
2022-01-28,539.8528856206804
2022-01-31,542.1549551639724
2022-02-01,518.2232723364193
2022-02-02,538.3930685387637
2022-02-03,538.4004580374025
2022-02-04,536.6694016770297
2022-02-07,519.3794402957176
2022-02-08,514.8159524667814
2022-02-09,525.0562463415732
2022-02-10,486.5559906412075
2022-02-11,496.7964826449935
2022-02-14,508.38836525988194
2022-02-15,523.5846502748747
2022-02-16,499.15697004140145
2022-02-17,503.20566951000075
2022-02-18,515.5930725667557
2022-02-21,523.2964625516701
2022-02-22,519.1266303764214
2022-02-23,491.6442659055415
2022-02-24,481.8496263397697
2022-02-25,453.8070384584601
2022-02-28,460.03720061059494
2022-03-01,439.5506780808807
2022-03-02,459.6518482401608
2022-03-03,479.1555609172844
2022-03-04,488.0377445023875
2022-03-07,481.749112189819
2022-03-08,492.5911086565465
2022-03-09,510.26036209577535
2022-03-10,533.2851636644751
2022-03-11,542.266923586192
2022-03-14,525.2266618774839
2022-03-15,517.8418662059936
2022-03-16,498.1165447265779
2022-03-17,486.3068087980202
2022-03-18,461.58047067350367
2022-03-21,468.62993352186174
2022-03-22,488.71988848614217
2022-03-23,484.32341992422494
2022-03-24,509.77236287915866
2022-03-25,506.2360794655212
2022-03-28,495.2148683801359
2022-03-29,486.28110697627153
2022-03-30,522.0838009542387
2022-03-31,530.4717218622538
2022-04-01,513.932428002515
2022-04-04,540.7333737256322
2022-04-05,525.4641529626559
2022-04-06,527.308920777902
2022-04-07,541.3912079634625
2022-04-08,530.6536617116986
2022-04-11,541.5826742891431
2022-04-12,549.6887973791411
2022-04-13,576.1309453201251
2022-04-14,576.3913380856748
2022-04-15,575.1378121107102
2022-04-18,564.8104386795465
2022-04-19,543.4429210243344
2022-04-20,546.9302303764632
2022-04-21,555.242133423982
2022-04-22,562.2632734203643
2022-04-25,574.0176471559352
2022-04-26,570.6644548775823
2022-04-27,580.0161898663902
2022-04-28,599.9167469461906
2022-04-29,622.0694017685839
2022-05-02,641.7918327869337
2022-05-03,645.045919210628
2022-05-04,664.5792607832303
2022-05-05,664.7258734384018
2022-05-06,663.2451028879432
2022-05-09,642.2762789103433
2022-05-10,665.0217460257103
2022-05-11,687.5525120562014
2022-05-12,662.8347089686849
2022-05-13,681.0720673956515
2022-05-16,662.8186050411059
2022-05-17,642.6596526139768
2022-05-18,643.4718810310677
2022-05-19,660.7082645416152
2022-05-20,679.9215857162947
2022-05-23,703.618856575813
2022-05-24,710.1253059913313
2022-05-25,703.997447831715
2022-05-26,713.9566912230761
2022-05-27,698.5281946037355
2022-05-30,698.5769771858145
2022-05-31,691.9995385898264
2022-06-01,686.4167234597321
2022-06-02,672.8283115858752
2022-06-03,696.5280107396484
2022-06-06,677.3832829610371
2022-06-07,673.24184094018
2022-06-08,666.9256731204314
2022-06-09,653.1234472206379
2022-06-10,663.9689631034108
2022-06-13,671.0944119602246
2022-06-14,673.2544643889146
2022-06-15,688.0256915577494
2022-06-16,658.3981755970735
2022-06-17,620.2907005168104
2022-06-20,622.9623101732526
2022-06-21,647.3492631724225
2022-06-22,671.95970741074
2022-06-23,652.4665517556897
2022-06-24,702.10025692378
2022-06-27,694.0478946016955
2022-06-28,712.4520026738297
2022-06-29,742.1631230216806
2022-06-30,693.1976279065273
2022-07-01,704.558032689987
2022-07-04,679.0562663122499
2022-07-05,621.7009426058083
2022-07-06,622.3280696367178
2022-07-07,623.1323251593126
2022-07-08,648.437488038547
2022-07-11,634.3674332672482
2022-07-12,648.9655160243107
2022-07-13,634.9830032921703
2022-07-14,645.7769792653273
2022-07-15,632.3537107947068
2022-07-18,638.4612747922213
2022-07-19,651.1563153933236
2022-07-20,667.3417934095921
2022-07-21,664.5436166965253
2022-07-22,665.3876198678773
2022-07-25,657.6379972767359
2022-07-26,630.1064181147891
2022-07-27,651.3739553148755
2022-07-28,633.9747191439695
2022-07-29,641.2505112384821
2022-08-01,676.6419130080046
2022-08-02,688.5303552767417
2022-08-03,718.4221852651054
2022-08-04,690.7624809408808
2022-08-05,721.0235240928288
2022-08-08,725.3789906178448
2022-08-09,739.6214176229648
2022-08-10,740.2653098914204
2022-08-11,713.2924643038865
2022-08-12,688.5290278156534
2022-08-15,728.8347540815669
2022-08-16,725.5174218100564
2022-08-17,727.860529515348
2022-08-18,729.6634895773675
2022-08-19,739.4035823120716
2022-08-22,742.5567330029188
2022-08-23,748.3477281655172
2022-08-24,761.3922453450203
2022-08-25,774.9509480586627
2022-08-26,773.0135629780897
2022-08-29,747.4614438807348
2022-08-30,735.7857794127016
2022-08-31,766.9555120394616
2022-09-01,780.9919808268395
2022-09-02,795.0060733019656
2022-09-05,771.1104022508614
2022-09-06,757.9525712752146
2022-09-07,758.2783968134202
2022-09-08,778.213388761745
2022-09-09,781.6101452214997
2022-09-12,796.6656569168467
2022-09-13,805.402883032346
2022-09-14,812.3667197559037
2022-09-15,776.8002946340561
2022-09-16,786.2755125414943
2022-09-19,763.4719490769605
2022-09-20,795.7424854148531
2022-09-21,785.1986697955672
2022-09-22,801.7049504373357
2022-09-23,832.6947027402191
2022-09-26,851.0439668065405
2022-09-27,762.8272490626572
2022-09-28,767.658863890044
2022-09-29,709.8519177119308
2022-09-30,690.1332878965517
2022-10-03,687.0525769123199
2022-10-04,678.4805632774472
2022-10-05,681.09122607058
2022-10-06,712.2914110182384
2022-10-07,682.3672567748783
2022-10-10,700.6913643390062
2022-10-11,681.6864594532617
2022-10-12,686.2550278863058
2022-10-13,719.3691235127434
2022-10-14,763.893978815108
2022-10-17,793.7784704833946
2022-10-18,766.5498638017567
2022-10-19,792.1065199403472
2022-10-20,800.402013610357
2022-10-21,789.9589331176584
2022-10-24,751.8670559827206
2022-10-25,742.603458148433
2022-10-26,719.2928530644626
2022-10-27,754.8970518408837
2022-10-28,772.2274590621852
2022-10-31,773.1936169523708
2022-11-01,741.4352906564657
2022-11-02,785.8075453706572
2022-11-03,796.702433263063
2022-11-04,775.2244676062267
2022-11-07,767.6760713862544
2022-11-08,770.2707687658815
2022-11-09,783.172322611461
2022-11-10,732.0420399346069
2022-11-11,725.2666435739905
2022-11-14,701.6059011485731
2022-11-15,704.0250316188967
2022-11-16,683.3357488480066
2022-11-17,669.4940652339595
2022-11-18,680.3742429319054
2022-11-21,714.2564574058206
2022-11-22,712.1651650941153
2022-11-23,672.9286326201471
2022-11-24,669.8631808270974
2022-11-25,706.2764092743207
2022-11-28,710.7921253040824
2022-11-29,712.9009826250257
2022-11-30,696.7189419089563
2022-12-01,692.8784196120821
2022-12-02,680.2963006089051
2022-12-05,647.0897329018305
2022-12-06,668.8856582131278
2022-12-07,667.3129562692837
2022-12-08,667.1738926120064
2022-12-09,685.3138674260732
2022-12-12,683.8662787941051
2022-12-13,680.4476046585427
2022-12-14,664.235270200411
2022-12-15,677.5648363989703
2022-12-16,730.7889969278293
2022-12-19,759.9499032418058
2022-12-20,762.3333183299255
2022-12-21,753.1433115874896
2022-12-22,784.7278975275765
2022-12-23,783.1069231465705
2022-12-26,736.2203195492681
2022-12-27,750.8603257720592
2022-12-28,770.090659793887
2022-12-29,765.6354942216554
2022-12-30,775.7732422308338
2023-01-02,780.5130730068042
2023-01-03,798.7432480206336
2023-01-04,787.4935453346811
2023-01-05,792.416331512826
2023-01-06,772.2305431833897
2023-01-09,747.3529571854285
2023-01-10,752.9885733593364
2023-01-11,722.1280589466924
2023-01-12,748.8897079182204
2023-01-13,749.049848550796
2023-01-16,778.743129406175
2023-01-17,757.9861902115614
2023-01-18,759.7111647259358
2023-01-19,780.9019376321351
2023-01-20,768.1861417945308
2023-01-23,759.3314645295942
2023-01-24,767.7613614262275
2023-01-25,765.4585544175784
2023-01-26,735.9067653007434
2023-01-27,749.8301965525843
2023-01-30,756.2170650447431
2023-01-31,766.0534634261107
2023-02-01,805.7543486424286
2023-02-02,816.2821410651326
2023-02-03,843.7168992192145
2023-02-06,858.1559929158598
2023-02-07,845.8213392506192
2023-02-08,835.8641178146293
2023-02-09,842.5218379349876
2023-02-10,813.6118531589536
2023-02-13,849.097066102643
2023-02-14,833.4160769067868
2023-02-15,853.1762466015118
2023-02-16,828.1971872512296
2023-02-17,823.3796010245146
2023-02-20,801.2292473044573
2023-02-21,796.6694400404166
2023-02-22,751.992410918567
2023-02-23,757.8110915104652
2023-02-24,806.6566713464659
2023-02-27,756.5873324020739
2023-02-28,733.8629209824986
2023-03-01,714.8709030339974
2023-03-02,725.2721290618888
2023-03-03,746.1665680588819
2023-03-06,745.0845242726882
2023-03-07,725.3231545369126
2023-03-08,710.0216072661558
2023-03-09,730.5265684639154
2023-03-10,713.2688563953946
2023-03-13,737.8241505642083
2023-03-14,743.8211989485476
2023-03-15,766.4379950820907
2023-03-16,730.1874477734572
2023-03-17,731.0139421061823
2023-03-20,730.2341879779225
2023-03-21,715.4456844356116
2023-03-22,728.9283488432103
2023-03-23,691.4184916410452
2023-03-24,663.9646981395346
2023-03-27,660.9833249889701
2023-03-28,675.1346257173221
2023-03-29,688.0365265838605
2023-03-30,724.6917299237956
2023-03-31,730.5526095840263
2023-04-03,720.54977101405
2023-04-04,722.201802772635
2023-04-05,748.2474146632087
2023-04-06,744.1229552659016
2023-04-07,772.0117075957171
2023-04-10,755.8049163041608
2023-04-11,724.6377766726157
2023-04-12,717.8070331350538
2023-04-13,756.030574795716
2023-04-14,751.4636708853309
2023-04-17,781.9741040307082
2023-04-18,766.3246208179781
2023-04-19,779.4365964261186
2023-04-20,745.2842360459401
2023-04-21,783.0235644440236
2023-04-24,793.1482686962325
2023-04-25,775.6476639423477
2023-04-26,797.4971879296871
2023-04-27,791.5695915731129
2023-04-28,805.8351905865983
2023-05-01,793.2353749253309
2023-05-02,826.333379292618
2023-05-03,780.298667567647
2023-05-04,757.3366334522583
2023-05-05,813.5253040477883
2023-05-08,849.3860239157259
2023-05-09,834.1052026613708
2023-05-10,833.4926413303825
2023-05-11,806.7112928417404
2023-05-12,770.4848570290187
2023-05-15,770.9430544021562
2023-05-16,765.921897285368
2023-05-17,795.3693893405008
2023-05-18,760.4407363794431
2023-05-19,810.0204589993035
2023-05-22,777.3929153122624
2023-05-23,769.2781382413917
2023-05-24,808.6172988052504
2023-05-25,820.2376954904764
2023-05-26,838.4491240527349
2023-05-29,827.1151744641639
2023-05-30,811.0814298564383
2023-05-31,775.593734726508
2023-06-01,733.6475400047113
2023-06-02,726.0009001472151
2023-06-05,695.3885988047635
2023-06-06,726.1279032201093
2023-06-07,727.3486743643982
2023-06-08,745.070530592759
2023-06-09,746.8297850076881
2023-06-12,739.7461651112313
2023-06-13,740.695253340216
2023-06-14,730.5964346932601
2023-06-15,716.4125565964151
2023-06-16,698.0167767128572
2023-06-19,681.2143717221387
2023-06-20,696.782747709983
2023-06-21,686.8493659962118
2023-06-22,709.6453098491064
2023-06-23,719.7354511981702
2023-06-26,710.1856140701649
2023-06-27,705.3365002653526
2023-06-28,723.1916208836501
2023-06-29,726.9888251265478
2023-06-30,715.7933038377334
2023-07-03,694.604295404165
2023-07-04,707.0341055402571
2023-07-05,713.9575715739228
2023-07-06,703.283202483438
2023-07-07,722.2835864118786
2023-07-10,708.9327170324423
2023-07-11,737.9479122925513
2023-07-12,741.8774833256977
2023-07-13,785.7098600276552
2023-07-14,815.4118974598492
2023-07-17,849.6515909424111
2023-07-18,867.9679196932012
2023-07-19,833.3812120326187
2023-07-20,810.5576995696582
2023-07-21,811.8374708875981
2023-07-24,777.7884590644204
2023-07-25,785.9016412320583
2023-07-26,820.5744875808499
2023-07-27,799.3462599348604
2023-07-28,779.4130213704447
2023-07-31,782.2122309467093
2023-08-01,758.9687970808692
2023-08-02,760.602565008876
2023-08-03,795.7991845199399
2023-08-04,775.7495160394998
