Date,SAP
2021-02-25,122.24657245663752
2021-02-26,122.58311527415079
2021-03-01,122.55570125443933
2021-03-02,123.15227998096823
2021-03-03,119.96824907820714
2021-03-04,120.44083088706313
2021-03-05,119.93502914193647
2021-03-08,121.56812980381476
2021-03-09,123.20391095356257
2021-03-10,121.24888862392078
2021-03-11,124.89049160861866
2021-03-12,125.63540212643954
2021-03-15,123.72613366667827
2021-03-16,124.14581812225575
2021-03-17,124.85520769391333
2021-03-18,124.08194496259104
2021-03-19,125.07970882696162
2021-03-22,122.37710778048451
2021-03-23,120.27775879576973
2021-03-24,120.0430172770426
2021-03-25,120.03228615075557
2021-03-26,122.58129370697802
2021-03-29,124.93056392884951
2021-03-30,125.4220233975929
2021-03-31,123.7851395439358
2021-04-01,122.65240055020725
2021-04-02,122.53300989449959
2021-04-05,126.26769178008837
2021-04-06,128.1499813623453
2021-04-07,128.53881328595543
2021-04-08,131.5955453237038
2021-04-09,130.53117428493695
2021-04-12,128.57128742424297
2021-04-13,127.83153128147141
2021-04-14,129.7463477994348
2021-04-15,131.76739955519926
2021-04-16,132.1631458460564
2021-04-19,132.17954919987395
2021-04-20,130.27612041152085
2021-04-21,131.62250614314988
2021-04-22,132.07262339610173
2021-04-23,129.89314897593556
2021-04-26,128.23899283572385
2021-04-27,124.57023562087993
2021-04-28,124.0908090078562
2021-04-29,126.03673865518279
2021-04-30,127.42844112152851
2021-05-03,125.22684499788653
2021-05-04,125.59936966563794
2021-05-05,122.9164626953548
2021-05-06,122.38516647933169
2021-05-07,120.02375978138154
2021-05-10,120.27375965346685
2021-05-11,120.4216094500843
2021-05-12,118.30997084053591
2021-05-13,118.97151606010857
2021-05-14,118.52373240059562
2021-05-17,117.59360729980938
2021-05-18,118.44814116880748
2021-05-19,119.51288408737146
2021-05-20,121.50353511460503
2021-05-21,120.27540607270137
2021-05-24,123.30004948955083
2021-05-25,124.90702517782383
2021-05-26,126.05133845079224
2021-05-27,125.09091838876775
2021-05-28,122.39218844596836
2021-05-31,121.19895663859054
2021-06-01,123.1036946887922
2021-06-02,120.80500010495516
2021-06-03,121.63086748133125
2021-06-04,124.97246844491818
2021-06-07,124.04293940018117
2021-06-08,125.32116283476846
2021-06-09,124.68618560252479
2021-06-10,126.60161236989345
2021-06-11,127.28350762976164
2021-06-14,127.27926939109616
2021-06-15,125.99389682985726
2021-06-16,125.85362587293754
2021-06-17,128.13937962333793
2021-06-18,129.51601312844585
2021-06-21,128.93385596256167
2021-06-22,126.38022749038824
2021-06-23,125.02261067486593
2021-06-24,126.29401228705872
2021-06-25,130.2849840935033
2021-06-28,128.58047433865482
2021-06-29,128.49037005499764
2021-06-30,128.19135773127257
2021-07-01,128.51550913183328
2021-07-02,128.11911832421947
2021-07-05,127.69723577561147
2021-07-06,126.76440793097076
2021-07-07,122.48560623537826
2021-07-08,120.54719315091785
2021-07-09,119.38208802750962
2021-07-12,119.32924650825802
2021-07-13,120.37651204454755
2021-07-14,118.96656139355477
2021-07-15,117.2976421518921
2021-07-16,116.28033867298696
2021-07-19,115.44756173252905
2021-07-20,119.2660087458384
2021-07-21,120.54821817801586
2021-07-22,122.86442504634478
2021-07-23,120.21675369202522
2021-07-26,118.88516186380983
2021-07-27,119.23601391181217
2021-07-28,118.32777050489514
2021-07-29,118.61878026649917
2021-07-30,117.19763438736915
2021-08-02,117.09142519149427
2021-08-03,115.89247503608978
2021-08-04,116.6644521150666
2021-08-05,116.81743355994195
2021-08-06,115.95594824906279
2021-08-09,115.0022408143314
2021-08-10,114.80838488226429
2021-08-11,116.59331271479338
2021-08-12,117.53205081046305
2021-08-13,116.11496009041382
2021-08-16,117.00619661391141
2021-08-17,120.03318653406643
2021-08-18,119.9210623936735
2021-08-19,123.25021218179481
2021-08-20,121.42853403210009
2021-08-23,119.42097702780119
2021-08-24,120.28533481305439
2021-08-25,121.44184796387373
2021-08-26,120.15564595908722
2021-08-27,120.45658501892846
2021-08-30,121.0947661319215
2021-08-31,120.04195417353777
2021-09-01,120.95413422731174
2021-09-02,121.94182945686154
2021-09-03,120.57354718641876
2021-09-06,118.44020162902218
2021-09-07,118.49199066178019
2021-09-08,119.22665250816289
2021-09-09,119.17759020649925
2021-09-10,121.39959282512822
2021-09-13,120.86113859363462
2021-09-14,119.96584927292831
2021-09-15,116.75592175865098
2021-09-16,116.84535532119499
2021-09-17,116.37663329969854
2021-09-20,114.75893317266421
2021-09-21,113.78881264508426
2021-09-22,113.37811459102002
2021-09-23,112.86304060668218
2021-09-24,113.25832440606517
2021-09-27,113.00192661389393
2021-09-28,114.62616231902223
2021-09-29,113.66699943343932
2021-09-30,115.93052701032401
2021-10-01,117.40180885906645
2021-10-04,115.35328009441413
2021-10-05,113.23428690203015
2021-10-06,115.07853531531677
2021-10-07,116.4861720185105
2021-10-08,117.49583022217352
2021-10-11,119.2126425552922
2021-10-12,119.3577520839167
2021-10-13,118.85704223762976
2021-10-14,118.5433364932992
2021-10-15,119.24801041180451
2021-10-18,116.80329922303505
2021-10-19,114.98381878158973
2021-10-20,115.35440433633701
2021-10-21,115.56355529101522
2021-10-22,117.740040417739
2021-10-25,118.15522260010303
2021-10-26,118.58718529708312
2021-10-27,116.22689063600184
2021-10-28,114.25738506440409
2021-10-29,112.97991083230663
2021-11-01,110.03450771593866
2021-11-02,108.190429869367
2021-11-03,109.23242387562003
2021-11-04,107.76725657015744
2021-11-05,110.14823182522976
2021-11-08,110.95873469519452
2021-11-09,110.5724252421131
2021-11-10,110.9594493050604
2021-11-11,111.58567078115118
2021-11-12,113.45283752899329
2021-11-15,113.00953555546957
2021-11-16,111.02020103529837
2021-11-17,112.44419459325937
2021-11-18,111.65407373278354
2021-11-19,110.4325912668139
2021-11-22,110.02625676334681
2021-11-23,109.27242266963121
2021-11-24,108.1655153930969
2021-11-25,106.59438896468404
2021-11-26,104.60155114998925
2021-11-29,103.93772595338588
2021-11-30,105.64120398506245
2021-12-01,104.23769354494456
2021-12-02,105.43955119120454
2021-12-03,106.3863339744987
2021-12-06,106.56294034352874
2021-12-07,108.19769113480616
2021-12-08,109.5495298568215
2021-12-09,109.80734369436522
2021-12-10,110.35913474560463
2021-12-13,110.36590521853773
2021-12-14,111.86390440336183
2021-12-15,110.02015036282238
2021-12-16,108.43624269315352
2021-12-17,107.1623596063145
2021-12-20,108.71976405592703
2021-12-21,107.39296785619302
2021-12-22,107.90913405101816
2021-12-23,108.43720101718492
2021-12-24,108.30628962306217
2021-12-27,109.81266741763987
2021-12-28,109.78303070634179
2021-12-29,112.14081920756523
2021-12-30,113.61691624275161
2021-12-31,113.14105325161769
2022-01-03,114.00337072741429
2022-01-04,115.49801588997131
2022-01-05,112.35276487922718
2022-01-06,114.7426489769034
2022-01-07,115.31408423446814
2022-01-10,115.08493645685205
2022-01-11,113.18946149029172
2022-01-12,114.0218738798142
2022-01-13,113.8187675223576
2022-01-14,113.96942273491673
2022-01-17,112.49067958523958
2022-01-18,113.48156002825553
2022-01-19,115.67100718098578
2022-01-20,116.48830772191587
2022-01-21,114.18090059005898
2022-01-24,110.62364182188641
2022-01-25,109.65676461847174
2022-01-26,111.88380026393457
2022-01-27,110.15113386745126
2022-01-28,109.91782930546573
2022-01-31,109.22112429119612
2022-02-01,107.54019559513
2022-02-02,108.73457719644375
2022-02-03,110.48384466891086
2022-02-04,113.15502274928366
2022-02-07,112.46321362993677
2022-02-08,113.61530852435675
2022-02-09,115.36481852625185
2022-02-10,115.14038063117137
2022-02-11,114.82886287878613
2022-02-14,115.77958805175938
2022-02-15,116.52041034796149
2022-02-16,116.81096199781803
2022-02-17,116.76890849269725
2022-02-18,118.60152097263293
2022-02-21,117.31468285637102
2022-02-22,118.51405432037664
2022-02-23,119.07479990171328
2022-02-24,119.34096009468698
2022-02-25,117.78750803161053
2022-02-28,119.62354667479536
2022-03-01,119.18448766376605
2022-03-02,117.48914468405265
2022-03-03,120.87815430563185
2022-03-04,121.74560909489557
2022-03-07,120.84468950947036
2022-03-08,122.30562218526842
2022-03-09,121.64575048674011
2022-03-10,122.95498417785866
2022-03-11,120.79500828779602
2022-03-14,121.977470240404
2022-03-15,122.22748778447841
2022-03-16,120.14373116009908
2022-03-17,120.25452082605194
2022-03-18,121.63149766748802
2022-03-21,121.07433817509734
2022-03-22,120.06404006307294
2022-03-23,121.45101709879604
2022-03-24,122.45953888530528
2022-03-25,124.62897733739597
2022-03-28,125.10437124416525
2022-03-29,124.91661047775227
2022-03-30,125.10585972090578
2022-03-31,123.71083536861113
2022-04-01,122.64763773303383
2022-04-04,123.29254246802373
2022-04-05,125.56401509698946
2022-04-06,125.85608466351648
2022-04-07,123.78016847580335
2022-04-08,124.54148140293407
2022-04-11,125.12761116994658
2022-04-12,125.4943569007775
2022-04-13,124.18037483367215
2022-04-14,122.5935953465108
2022-04-15,121.32661536831799
2022-04-18,119.3186560942057
2022-04-19,119.24922478728237
2022-04-20,119.03556598315654
2022-04-21,119.95472665343861
2022-04-22,118.38568239945799
2022-04-25,117.97765655079783
2022-04-26,117.7928580380552
2022-04-27,117.41445561984456
2022-04-28,118.16521736681277
2022-04-29,116.04559895706899
2022-05-02,114.8067890225918
2022-05-03,118.51364140608692
2022-05-04,117.80565739558774
2022-05-05,118.08284255095226
2022-05-06,119.05609398714289
2022-05-09,118.84337208174136
2022-05-10,118.62791809459992
2022-05-11,118.02448206300836
2022-05-12,117.74160933970906
2022-05-13,117.28042995578342
2022-05-16,115.34587319180304
2022-05-17,115.79052884971482
2022-05-18,115.82810867515612
2022-05-19,113.19984529139631
2022-05-20,113.86954273759521
2022-05-23,113.57720826687807
2022-05-24,111.65427417601832
2022-05-25,108.91459117342038
2022-05-26,110.6879187492991
2022-05-27,111.36146888827044
2022-05-30,109.05260384785906
2022-05-31,108.75157175795397
2022-06-01,107.73577533724391
2022-06-02,108.932262376007
2022-06-03,107.23355626528199
2022-06-06,106.4857938271992
2022-06-07,105.89690018930969
2022-06-08,105.7941830680753
2022-06-09,104.84606137315667
2022-06-10,103.42422403371509
2022-06-13,104.4112200372025
2022-06-14,106.19429756657681
2022-06-15,107.76564683130418
2022-06-16,105.68594306585214
2022-06-17,106.72357649988898
2022-06-20,105.39046297401167
2022-06-21,105.35349323935276
2022-06-22,102.28527646436673
2022-06-23,103.74901237098354
2022-06-24,106.21398575193606
2022-06-27,105.7866142395692
2022-06-28,106.03583758450152
2022-06-29,105.76547066787727
2022-06-30,104.23396575829254
2022-07-01,103.47316668822477
2022-07-04,102.95670125354691
2022-07-05,101.25789998907956
2022-07-06,100.4879596841969
2022-07-07,99.15082696449217
2022-07-08,99.45222104738363
2022-07-11,98.98126941707739
2022-07-12,102.37172028153866
2022-07-13,100.38082171393536
2022-07-14,100.79689456713525
2022-07-15,100.89629442936858
2022-07-18,99.32093475644409
2022-07-19,100.94234594007487
2022-07-20,98.24124193212862
2022-07-21,99.29911236164845
2022-07-22,100.57889616646607
2022-07-25,99.8805027094127
2022-07-26,98.70393796487456
2022-07-27,98.73525077819222
2022-07-28,97.43321454871968
2022-07-29,95.61343262817249
2022-08-01,94.510913502225
2022-08-02,95.17882632523613
2022-08-03,93.15918079313144
2022-08-04,93.30594282408964
2022-08-05,93.84037864820893
2022-08-08,90.91199120893474
2022-08-09,92.65655995941803
2022-08-10,92.47042488217282
2022-08-11,92.78468460136176
2022-08-12,91.49053149891739
2022-08-15,89.59924589333173
2022-08-16,88.42735816882956
2022-08-17,88.39449129269897
2022-08-18,87.4010241081475
2022-08-19,86.43203988638784
2022-08-22,86.04463480281302
2022-08-23,86.05109585710197
2022-08-24,85.47114538899406
2022-08-25,86.25601220437186
2022-08-26,86.21686329730895
2022-08-29,87.19390493490936
2022-08-30,87.2694796008589
2022-08-31,88.29314565386132
2022-09-01,88.94461671993248
2022-09-02,89.52999391570505
2022-09-05,89.94444157584671
2022-09-06,89.55761278707976
2022-09-07,91.8900881609316
2022-09-08,95.11166154796243
2022-09-09,95.9647216599654
2022-09-12,97.54193016061879
2022-09-13,96.74597043053312
2022-09-14,93.89313913493132
2022-09-15,92.77549894417946
2022-09-16,91.54667129747352
2022-09-19,92.6744698411672
2022-09-20,92.98470141526606
2022-09-21,93.2346519430914
2022-09-22,95.72261915039154
2022-09-23,95.54326893249981
2022-09-26,91.69786406757338
2022-09-27,93.57496614825723
2022-09-28,92.93810989111451
2022-09-29,90.73528169706773
2022-09-30,90.68623563636898
2022-10-03,91.16361057775671
2022-10-04,91.61922074788075
2022-10-05,91.109848162473
2022-10-06,89.89025235843995
2022-10-07,91.40579217704263
2022-10-10,90.56072328639092
2022-10-11,89.42340368031452
2022-10-12,87.87917806253432
2022-10-13,88.6769299107063
2022-10-14,90.1003572270788
2022-10-17,89.26884261484676
2022-10-18,88.66488980317679
2022-10-19,88.72904963006269
2022-10-20,89.2305107924756
2022-10-21,89.05946046078519
2022-10-24,89.61046008292726
2022-10-25,88.72162456178424
2022-10-26,88.43364444917997
2022-10-27,88.62445648823399
2022-10-28,89.0331839701166
2022-10-31,89.80884249505014
2022-11-01,89.8408852440583
2022-11-02,91.03509058125391
2022-11-03,89.97141968789848
2022-11-04,90.58654145216448
2022-11-07,89.71540784066755
2022-11-08,91.4402587233834
2022-11-09,91.53268327173463
2022-11-10,91.45329670178225
2022-11-11,90.16365769819245
2022-11-14,90.91334879815297
2022-11-15,91.94359447616527
2022-11-16,94.1109161946377
2022-11-17,94.76359536727685
2022-11-18,94.95779141748204
2022-11-21,94.66257058055173
2022-11-22,94.75514909936932
2022-11-23,91.33473153553979
2022-11-24,90.63922820044277
2022-11-25,91.06523706232146
2022-11-28,91.0870448965168
2022-11-29,90.57478617297294
2022-11-30,90.37916218246525
2022-12-01,90.38346778567899
2022-12-02,90.37763893291353
2022-12-05,88.73534464173022
2022-12-06,88.04597309590002
2022-12-07,89.06358809030289
2022-12-08,87.67233441042653
2022-12-09,88.42415051032073
2022-12-12,87.25635017732255
2022-12-13,88.15093542009316
2022-12-14,85.99056261634558
2022-12-15,84.61765494240056
2022-12-16,84.89518252424536
2022-12-19,84.19690306942758
2022-12-20,84.39391261928328
2022-12-21,83.31638381112998
2022-12-22,84.48731958330765
2022-12-23,84.7077773971049
2022-12-26,84.71909152122677
2022-12-27,83.82360283223213
2022-12-28,84.96366429802013
2022-12-29,83.8197482424223
2022-12-30,82.02771637106248
2023-01-02,80.27009003903134
2023-01-03,79.99299592873835
2023-01-04,80.10216320363988
2023-01-05,80.2030901034192
2023-01-06,79.49150386090709
2023-01-09,77.85610588953384
2023-01-10,78.85078070872923
2023-01-11,78.91652947193235
2023-01-12,78.80873147917688
2023-01-13,79.58622505525098
2023-01-16,79.96922599131112
2023-01-17,79.64391842593079
2023-01-18,79.03799361843649
2023-01-19,79.53181921338812
2023-01-20,80.24897189757912
2023-01-23,80.94885488749003
2023-01-24,79.91982148484315
2023-01-25,80.11259949340631
2023-01-26,80.1150031694395
2023-01-27,79.44786115348349
2023-01-30,81.22070290275902
2023-01-31,82.21803488997071
2023-02-01,84.51833834067959
2023-02-02,83.70884083720317
2023-02-03,84.90243629893534
2023-02-06,84.67817949225663
2023-02-07,85.61215725563615
2023-02-08,85.62946422281682
2023-02-09,85.52067861342181
2023-02-10,85.4796132123738
2023-02-13,86.20197103467473
2023-02-14,86.11248273432822
2023-02-15,86.03264676455395
2023-02-16,86.17512871166151
2023-02-17,86.41280669740618
2023-02-20,87.10580054890097
2023-02-21,86.17705731575496
2023-02-22,85.8378545685328
2023-02-23,86.40355621394862
2023-02-24,87.67628107227176
2023-02-27,90.01859740612247
2023-02-28,89.93780708068562
2023-03-01,90.4546263326637
2023-03-02,92.33119199639309
2023-03-03,92.51374249282391
2023-03-06,93.0599850112038
2023-03-07,91.79068179922784
2023-03-08,92.99537323011019
2023-03-09,93.22380915386202
2023-03-10,93.00669338630797
2023-03-13,94.23347497887403
2023-03-14,92.29952330092108
2023-03-15,92.06952092234354
2023-03-16,93.77237674720793
2023-03-17,93.21426218232847
2023-03-20,93.65508357806395
2023-03-21,93.87271853552124
2023-03-22,92.92633458444605
2023-03-23,92.91011256520768
2023-03-24,94.15230418042476
2023-03-27,94.26001924284148
2023-03-28,94.40357136752722
2023-03-29,93.40564690683634
2023-03-30,94.00364703403474
2023-03-31,92.24167920542769
2023-04-03,92.12055165588221
2023-04-04,89.74570317876753
2023-04-05,90.50712433127295
2023-04-06,89.92950522784943
2023-04-07,89.05521871242037
2023-04-10,89.62352731674515
2023-04-11,89.79195955674555
2023-04-12,91.73896958094676
2023-04-13,90.85783173459934
2023-04-14,90.22011258540488
2023-04-17,92.11278799782568
2023-04-18,93.00629310318564
2023-04-19,93.59622194035491
2023-04-20,94.9288044265784
2023-04-21,95.70666678337909
2023-04-24,94.61194390544482
2023-04-25,94.42304145709238
2023-04-26,93.69754660092352
2023-04-27,93.67962512244313
2023-04-28,91.75418384165594
2023-05-01,93.21158328909165
2023-05-02,93.68788036194475
2023-05-03,93.39197342025058
2023-05-04,93.73166650384829
2023-05-05,93.21093983583005
2023-05-08,90.25894366032075
2023-05-09,90.44928008323132
2023-05-10,89.68876866589838
2023-05-11,88.14879421956033
2023-05-12,89.29610318128987
2023-05-15,89.14690663538273
2023-05-16,88.51429604314805
2023-05-17,88.60354196336607
2023-05-18,88.71063738860546
2023-05-19,89.57392173337101
2023-05-22,89.51845023700459
2023-05-23,88.39413383825948
2023-05-24,90.5724435343638
2023-05-25,92.18003716783265
2023-05-26,92.26487914940422
2023-05-29,91.31776055872689
2023-05-30,91.29177191440384
2023-05-31,92.38994483898684
2023-06-01,92.41450733510091
2023-06-02,92.5346276087091
2023-06-05,94.42672714700022
2023-06-06,92.82488912231562
2023-06-07,93.89005171221294
2023-06-08,92.95050107292892
2023-06-09,92.59894841942037
2023-06-12,92.75418540940791
2023-06-13,92.23162515988174
2023-06-14,92.1180891869261
2023-06-15,92.06197024076894
2023-06-16,91.42050946807862
2023-06-19,91.45285022013013
2023-06-20,91.38119802097476
2023-06-21,90.56592353729299
2023-06-22,92.31108350570516
2023-06-23,91.25251404286888
2023-06-26,90.35293685792027
2023-06-27,91.73881457263508
2023-06-28,92.02919133992876
2023-06-29,91.49853434877062
2023-06-30,90.43248396685772
2023-07-03,89.88665608559903
2023-07-04,90.86884884774335
2023-07-05,90.81341597077505
2023-07-06,90.66499681488234
2023-07-07,91.95170717656269
2023-07-10,92.71005960164533
2023-07-11,90.83894423174236
2023-07-12,89.25355423709848
2023-07-13,89.02678212262718
2023-07-14,90.53539026793244
2023-07-17,93.99574479048742
2023-07-18,94.18915414699036
2023-07-19,92.33722726340434
2023-07-20,93.49621592469221
2023-07-21,92.31640827805889
2023-07-24,91.94760866959923
2023-07-25,91.82054460312737
2023-07-26,92.74448401434721
2023-07-27,92.39629321655195
2023-07-28,91.48013674419826
