Date,PVH
2022-10-31,326.00417472368184
2022-11-01,325.58444216377984
2022-11-02,336.0031534027022
2022-11-03,339.46660787775164
2022-11-04,339.808085106378
2022-11-07,329.79152333337566
2022-11-08,325.56151737807306
2022-11-09,328.07643979241357
2022-11-10,338.40983454499747
2022-11-11,340.662136749877
2022-11-14,333.2970001494249
2022-11-15,337.51027255670556
2022-11-16,339.1952683795343
2022-11-17,333.34663926860526
2022-11-18,340.0175933421577
2022-11-21,333.9261324038801
2022-11-22,338.5423686991258
2022-11-23,346.88388837461804
2022-11-24,343.23964588806024
2022-11-25,347.10300581137335
2022-11-28,346.3357120932533
2022-11-29,346.39486019969644
2022-11-30,342.3768867726842
2022-12-01,337.96835419344035
2022-12-02,345.361896064527
2022-12-05,342.0150759759729
2022-12-06,346.16358847127725
2022-12-07,352.5467199869433
2022-12-08,356.1089487440762
2022-12-09,349.7017509095923
2022-12-12,349.3983697547895
2022-12-13,343.0940843729179
2022-12-14,349.783918719172
2022-12-15,346.36736398376917
2022-12-16,339.1280098740954
2022-12-19,339.22695280301093
2022-12-20,338.1068778476104
2022-12-21,341.35204375182497
2022-12-22,337.13785030497667
2022-12-23,343.36092259843855
2022-12-26,346.51140626885257
2022-12-27,345.0569521130334
2022-12-28,347.11743910369
2022-12-29,361.25827607170316
2022-12-30,352.7033256984285
2023-01-02,353.3040024889299
2023-01-03,350.1595471150047
2023-01-04,347.94902433077
2023-01-05,350.29982045116765
2023-01-06,354.89173184889216
2023-01-09,362.7673174122227
2023-01-10,365.0950825967164
2023-01-11,363.80505751211416
2023-01-12,362.23613176940717
2023-01-13,366.273661373955
2023-01-16,370.58941026370354
2023-01-17,376.4905141491588
2023-01-18,379.95429442906493
2023-01-19,386.0142792458036
2023-01-20,379.21315682930714
2023-01-23,390.2824211022973
2023-01-24,386.9637939970718
2023-01-25,391.20544549054466
2023-01-26,392.72817442258025
2023-01-27,389.91073050644695
2023-01-30,391.71074904686003
2023-01-31,391.090261651773
2023-02-01,395.66397048192096
2023-02-02,405.49933049910743
2023-02-03,394.8962083035355
2023-02-06,389.4681162721354
2023-02-07,386.26064597855986
2023-02-08,395.22683492882675
2023-02-09,399.3989932348952
2023-02-10,385.456585206973
2023-02-13,379.13547889481873
2023-02-14,377.4242920594114
2023-02-15,378.13739969253953
2023-02-16,373.31945570623265
2023-02-17,373.47293406721707
2023-02-20,373.9886567511789
2023-02-21,361.933885256208
2023-02-22,356.07640565510206
2023-02-23,357.6215035015712
2023-02-24,360.76312755537526
2023-02-27,364.0868377671076
2023-02-28,364.66417161717175
2023-03-01,357.6430736860261
2023-03-02,360.8805513942154
2023-03-03,355.69144866036106
2023-03-06,361.9852850102457
2023-03-07,354.1826000587862
2023-03-08,347.1856690243695
2023-03-09,342.912206401409
2023-03-10,337.9321687718384
2023-03-13,344.0742077802703
2023-03-14,340.92797001134215
2023-03-15,340.5605495474642
2023-03-16,337.0905503717633
2023-03-17,332.78677503613375
2023-03-20,349.51307951658504
2023-03-21,349.0612786596807
2023-03-22,342.9556555537784
2023-03-23,340.88780907006014
2023-03-24,341.2898279374858
2023-03-27,344.1049915673581
2023-03-28,342.27294719837084
2023-03-29,332.6506940153125
2023-03-30,339.7507952865476
2023-03-31,342.1437882399576
2023-04-03,340.760883680485
2023-04-04,331.84026810542474
2023-04-05,341.74479228304864
2023-04-06,338.47304005677853
2023-04-07,343.10785770687284
2023-04-10,344.1954278540632
2023-04-11,340.1490774515032
2023-04-12,349.48799946589315
2023-04-13,352.22321330780755
2023-04-14,346.0266486229885
2023-04-17,344.6392496341817
2023-04-18,342.5871460440226
2023-04-19,334.6058181803921
2023-04-20,341.61113589973013
2023-04-21,345.70876479111405
2023-04-24,336.91246588204814
2023-04-25,343.1464509070047
2023-04-26,346.25677477587914
2023-04-27,350.0820052736592
2023-04-28,350.6798496430935
2023-05-01,341.64708998372197
2023-05-02,350.2884699888497
2023-05-03,355.8708032271966
2023-05-04,354.0932032945567
2023-05-05,352.11358013611095
2023-05-08,357.3326822476601
2023-05-09,352.78638717515366
2023-05-10,351.89013494075857
2023-05-11,355.75133056128885
2023-05-12,351.96971590196665
2023-05-15,347.0688634139064
2023-05-16,343.46968070344406
2023-05-17,333.1964004867977
2023-05-18,324.7024195663666
2023-05-19,319.7103512838105
2023-05-22,317.46597736609954
2023-05-23,312.27660073862387
2023-05-24,317.65173116468657
2023-05-25,305.56033190174423
2023-05-26,308.70365461145434
2023-05-29,308.77838222321583
2023-05-30,311.97971357843886
2023-05-31,315.60038146977365
2023-06-01,312.66814399949635
2023-06-02,320.84549677709924
2023-06-05,332.4751473861293
2023-06-06,335.378218663966
2023-06-07,337.14563953436647
2023-06-08,338.8614541282457
2023-06-09,334.6419378456865
2023-06-12,325.3652398692905
2023-06-13,334.0768485551825
2023-06-14,336.998286586448
2023-06-15,332.98428770379985
2023-06-16,334.8627140857519
2023-06-19,327.5226066217847
2023-06-20,332.29616822276574
2023-06-21,324.85471181372714
2023-06-22,334.8897941263156
2023-06-23,330.4099970439993
2023-06-26,324.45517143435126
2023-06-27,321.62895503158796
2023-06-28,322.18418689206516
2023-06-29,327.0609776827352
2023-06-30,330.14427600563243
2023-07-03,338.4636118446486
2023-07-04,339.83818985078364
2023-07-05,350.03977818774456
2023-07-06,353.70278805534076
2023-07-07,360.798784513571
2023-07-10,352.7129310082254
2023-07-11,346.2408745505585
2023-07-12,345.14376095959886
2023-07-13,345.981091748366
2023-07-14,341.8576389695677
2023-07-17,338.7356836050096
2023-07-18,338.6335664043229
2023-07-19,345.84278334045734
2023-07-20,348.85438275129763
2023-07-21,350.0779963127458
2023-07-24,345.0417627822811
2023-07-25,332.7417686301319
2023-07-26,339.4853719628217
2023-07-27,350.51746624570717
2023-07-28,343.44399023649925
2023-07-31,342.1674682255154
2023-08-01,341.6987322980805
2023-08-02,336.93908897533197
