Date,BAC
2020-08-20,418.64187747542235
2020-08-21,423.29432018784746
2020-08-24,423.83401154807154
2020-08-25,436.16388223981977
2020-08-26,431.565052921236
2020-08-27,425.85835034966675
2020-08-28,425.6914511144441
2020-08-31,432.5366834005394
2020-09-01,431.233156702124
2020-09-02,442.7475133839247
2020-09-03,447.916629811148
2020-09-04,454.2425875567172
2020-09-07,447.4556915188753
2020-09-08,441.71325772479986
2020-09-09,448.56783748353746
2020-09-10,458.4023268927044
2020-09-11,449.88270444693353
2020-09-14,439.2517058197022
2020-09-15,423.5393346180376
2020-09-16,430.86950041394374
2020-09-17,428.4653056920582
2020-09-18,411.12342221015604
2020-09-21,395.1750227109543
2020-09-22,397.3308379759406
2020-09-23,392.91024771472775
2020-09-24,403.49570058791124
2020-09-25,401.65874885111236
2020-09-28,401.6768483123632
2020-09-29,401.74911355122964
2020-09-30,422.4249935496045
2020-10-01,423.4894868716371
2020-10-02,428.3859704947699
2020-10-05,434.9288315815655
2020-10-06,439.3760560831352
2020-10-07,426.88421706229406
2020-10-08,434.3891000706119
2020-10-09,443.57752289337196
2020-10-12,443.16803917026687
2020-10-13,452.95335354686705
2020-10-14,443.30856250630217
2020-10-15,439.0559663417294
2020-10-16,439.44561451602675
2020-10-19,429.12481940636854
2020-10-20,424.46427480064983
2020-10-21,429.0337867247904
2020-10-22,434.3725752591223
2020-10-23,427.890514592396
2020-10-26,425.45472916420607
2020-10-27,448.8543782245448
2020-10-28,426.7335205838386
2020-10-29,426.96511239368107
2020-10-30,429.73653729033606
2020-11-02,418.05786814228105
2020-11-03,424.0202478198137
2020-11-04,416.9583714411718
2020-11-05,414.5913442996739
2020-11-06,409.7857891541902
2020-11-09,404.4596213404199
2020-11-10,404.22125484773915
2020-11-11,388.9897742598093
2020-11-12,402.4154720372133
2020-11-13,389.084771571469
2020-11-16,392.9480970973088
2020-11-17,403.4376407973988
2020-11-18,402.63775443461736
2020-11-19,388.13227897005504
2020-11-20,388.1146215167788
2020-11-23,389.61909484194246
2020-11-24,389.39591601006765
2020-11-25,391.44507446053115
2020-11-26,386.82549236241033
2020-11-27,398.77693953992735
2020-11-30,406.2800442256336
2020-12-01,401.6860684800216
2020-12-02,416.5549589055103
2020-12-03,405.68968118071814
2020-12-04,405.8223854783972
2020-12-07,415.30130042664183
2020-12-08,422.9305164061018
2020-12-09,414.6153268799961
2020-12-10,410.6666990885027
2020-12-11,400.647990308809
2020-12-14,411.5756683620719
2020-12-15,414.3175663831
2020-12-16,414.7986920041867
2020-12-17,420.8671286016236
2020-12-18,431.381576316531
2020-12-21,430.6045379859148
2020-12-22,445.4386141480837
2020-12-23,435.2051567710134
2020-12-24,450.8459827702806
2020-12-25,461.1376938373708
2020-12-28,472.1138597309405
2020-12-29,470.41012265947285
2020-12-30,470.8451278891953
2020-12-31,473.8614106746956
2021-01-01,470.1046042619307
2021-01-04,464.4415485784093
2021-01-05,467.83453871924127
2021-01-06,452.6898309872257
2021-01-07,477.0129103720022
2021-01-08,471.7344876980766
2021-01-11,482.15435568222443
2021-01-12,478.14251605537277
2021-01-13,477.6488612946387
2021-01-14,477.1116309992519
2021-01-15,478.6847059604955
2021-01-18,481.6299779025534
2021-01-19,476.073712863398
2021-01-20,454.56150109288143
2021-01-21,440.6045124681174
2021-01-22,446.507385801912
2021-01-25,458.72314041305316
2021-01-26,471.30140074606646
2021-01-27,478.2941951739538
2021-01-28,481.77373078544156
2021-01-29,476.5644335445864
2021-02-01,472.22587260589603
2021-02-02,467.16586574203694
2021-02-03,450.61591485041754
2021-02-04,457.3326383695835
2021-02-05,455.161568850404
2021-02-08,466.4090894467264
2021-02-09,471.48163179796074
2021-02-10,467.53338468516523
2021-02-11,470.8497305760395
2021-02-12,457.8460030174996
2021-02-15,447.6605476152738
2021-02-16,445.5354839468559
2021-02-17,444.3314554852138
2021-02-18,447.8590917775871
2021-02-19,454.5753578123912
2021-02-22,457.2501911907958
2021-02-23,440.5746076420346
2021-02-24,436.25938014797725
2021-02-25,423.75077889044394
2021-02-26,425.3117929589963
2021-03-01,421.423151978336
2021-03-02,412.1625836913447
2021-03-03,396.01134704075736
2021-03-04,388.8128623171637
2021-03-05,396.935637282944
2021-03-08,403.51363240061346
2021-03-09,402.6523234376741
2021-03-10,401.28183931304847
2021-03-11,405.1047471789602
2021-03-12,410.4435698432855
2021-03-15,406.45077674542233
2021-03-16,395.43543037406425
2021-03-17,390.15077787470926
2021-03-18,398.42517665792894
2021-03-19,387.9972521472882
2021-03-22,410.0752743384283
2021-03-23,412.51584314552537
2021-03-24,414.2901194528461
2021-03-25,427.6163224701699
2021-03-26,417.328753242464
2021-03-29,424.34898592846906
2021-03-30,418.2062540874293
2021-03-31,407.2664030957827
2021-04-01,404.5483224567229
2021-04-02,396.54615901623873
2021-04-05,402.5786159988932
2021-04-06,386.82697076938774
2021-04-07,389.54005828284613
2021-04-08,394.69688233600203
2021-04-09,387.23395368855097
2021-04-12,380.03452469442794
2021-04-13,386.31919207995264
2021-04-14,380.4074525159933
2021-04-15,374.66980283362363
2021-04-16,378.6293865288299
2021-04-19,390.70967518833226
2021-04-20,377.5230942870553
2021-04-21,395.46422618589816
2021-04-22,390.74935142042676
2021-04-23,389.10530669865153
2021-04-26,402.2505333666131
2021-04-27,392.54504004607566
2021-04-28,405.628259444612
2021-04-29,405.7278295718083
2021-04-30,403.6532653172962
2021-05-03,385.73324822523114
2021-05-04,381.6097758429164
2021-05-05,373.2201089815712
2021-05-06,375.6757926297691
2021-05-07,369.9723203111066
2021-05-10,370.98868158343
2021-05-11,374.520576240479
2021-05-12,372.62888814187573
2021-05-13,374.43745032261376
2021-05-14,363.76918460000974
2021-05-17,376.05241986436806
2021-05-18,377.672613099125
2021-05-19,363.98169346013134
2021-05-20,358.943147467942
2021-05-21,359.42609880316513
2021-05-24,356.998772592393
2021-05-25,352.3912626350178
2021-05-26,359.63850155206416
2021-05-27,363.5938497757265
2021-05-28,374.38312974499877
2021-05-31,372.93832550269707
2021-06-01,364.2997412288168
2021-06-02,367.40943302797996
2021-06-03,371.48856740589423
2021-06-04,367.3758810838159
2021-06-07,370.3562811987782
2021-06-08,367.3738905720257
2021-06-09,381.17523561985735
2021-06-10,377.638425344678
2021-06-11,383.40983013517894
2021-06-14,375.29628397401405
2021-06-15,367.45386255101937
2021-06-16,359.04018813613357
2021-06-17,361.23486956152186
2021-06-18,350.47413827392575
2021-06-21,342.3883768126752
2021-06-22,348.72604425539316
2021-06-23,351.73284561697625
2021-06-24,355.4515778356464
2021-06-25,369.89769780132326
2021-06-28,369.6948414852419
2021-06-29,360.5653299072429
2021-06-30,368.645019940739
2021-07-01,377.47215702821273
2021-07-02,378.28396562359404
2021-07-05,374.65894575697774
2021-07-06,371.1654096258599
2021-07-07,376.2428208345485
2021-07-08,363.10036398786264
2021-07-09,374.8516593626371
2021-07-12,368.36051364894314
2021-07-13,377.1974677689977
2021-07-14,366.5966185885767
2021-07-15,386.38116690537794
2021-07-16,383.70737622075177
2021-07-19,396.4402600962256
2021-07-20,401.75299096489596
2021-07-21,416.9437154811484
2021-07-22,417.04725609932564
2021-07-23,415.9422994168096
2021-07-26,426.3519939582132
2021-07-27,420.9935075612241
2021-07-28,426.8773737429187
2021-07-29,421.15119995155817
2021-07-30,420.2261087488107
2021-08-02,421.9505145557849
2021-08-03,422.6927850039559
2021-08-04,407.72568988189374
2021-08-05,412.565486282888
2021-08-06,418.85345210107886
2021-08-09,428.6252834393065
2021-08-10,417.26501162770836
2021-08-11,413.2316366082002
2021-08-12,399.05222435076917
2021-08-13,422.32566465331894
2021-08-16,425.78845350398683
2021-08-17,428.7490163890283
2021-08-18,441.89565306926835
2021-08-19,452.43420535437167
2021-08-20,443.94952667165927
2021-08-23,443.7807583526215
2021-08-24,426.4445860377299
2021-08-25,436.455778910966
2021-08-26,449.06526932347055
2021-08-27,464.07313536596195
2021-08-30,468.49596703815956
2021-08-31,468.47001548675263
2021-09-01,468.98203349603386
2021-09-02,460.7821030487671
2021-09-03,477.1109763481423
2021-09-06,482.1485399134771
2021-09-07,480.5692698892749
2021-09-08,486.95050267685656
2021-09-09,482.4138946045754
2021-09-10,465.61291565915167
2021-09-13,464.1832330021938
2021-09-14,471.6559583755126
2021-09-15,471.0109431738055
2021-09-16,455.9815907847444
2021-09-17,452.2488249385071
2021-09-20,459.40253491821636
2021-09-21,455.487142170423
2021-09-22,458.8651335322581
2021-09-23,458.9565736609615
2021-09-24,478.87926041755446
2021-09-27,485.7247194883927
2021-09-28,502.7751888884039
2021-09-29,508.42311746104446
2021-09-30,500.6506892999816
2021-10-01,499.3689926876341
2021-10-04,474.3451092427622
2021-10-05,473.66794715834084
2021-10-06,463.1375531636612
2021-10-07,481.059052622146
2021-10-08,481.63376407760745
2021-10-11,463.54929418270774
2021-10-12,457.470402362491
2021-10-13,448.3676307459355
2021-10-14,460.5404141398973
2021-10-15,460.37235553136424
2021-10-18,466.1780267112815
2021-10-19,481.52543702673034
2021-10-20,481.55236104956026
2021-10-21,506.61569512616256
2021-10-22,508.56817591608296
2021-10-25,509.7540453031252
2021-10-26,526.302052978368
2021-10-27,527.2739936125085
2021-10-28,503.0346547380617
2021-10-29,512.0224795079744
2021-11-01,508.26940336864817
2021-11-02,528.7420676073588
2021-11-03,536.30495415183
2021-11-04,552.8808788377262
2021-11-05,549.1335286416293
2021-11-08,546.9138792407422
2021-11-09,552.4120820983309
2021-11-10,545.075252479708
2021-11-11,557.4747085903341
2021-11-12,541.9625988967832
2021-11-15,527.508066426912
2021-11-16,516.8698264771813
2021-11-17,492.6047200560744
2021-11-18,497.9518780764216
2021-11-19,502.17902941995396
2021-11-22,494.7942453140066
2021-11-23,501.68087117169847
2021-11-24,500.2444445255002
2021-11-25,499.2396609107088
2021-11-26,488.8565317318432
2021-11-29,479.3664274515357
2021-11-30,472.00714556171766
2021-12-01,474.44722913309266
2021-12-02,470.91438705210066
2021-12-03,459.92217606760045
2021-12-06,450.81293180825924
2021-12-07,450.6698983651178
2021-12-08,444.13274561954006
2021-12-09,439.1619130697443
2021-12-10,430.5474329214231
2021-12-13,422.35242282552815
2021-12-14,434.1028998026381
2021-12-15,435.31895077004634
2021-12-16,425.1675408608274
2021-12-17,422.4428592713532
2021-12-20,418.10966296904485
2021-12-21,416.09442111252275
2021-12-22,412.7136469761479
2021-12-23,409.058474335546
2021-12-24,411.5440891305408
2021-12-27,427.71723724158113
2021-12-28,416.187279731436
2021-12-29,425.76307440462915
2021-12-30,428.3297876031249
2021-12-31,435.8502783401966
2022-01-03,442.7909828342146
2022-01-04,438.5709255988343
2022-01-05,438.39361732070483
2022-01-06,442.4993208184774
2022-01-07,438.4150136897879
2022-01-10,445.87383878387584
2022-01-11,457.27898980545564
2022-01-12,467.6814386510398
2022-01-13,473.7752834202064
2022-01-14,475.8677893637305
2022-01-17,464.49562828782797
2022-01-18,476.035171640022
2022-01-19,473.22160420900354
2022-01-20,483.0792638387098
2022-01-21,488.25417711588375
2022-01-24,475.62218715924024
2022-01-25,491.956801476746
2022-01-26,503.38927310903165
2022-01-27,483.5895686284001
2022-01-28,481.44662740562643
2022-01-31,465.03451509858354
2022-02-01,458.9468548121955
2022-02-02,479.9121810616968
2022-02-03,490.42253630649594
2022-02-04,481.17181288157536
2022-02-07,467.946357393419
2022-02-08,465.66525742916826
2022-02-09,459.2313169634656
2022-02-10,453.3970930296305
2022-02-11,451.64504411779944
2022-02-14,459.39253616220617
2022-02-15,446.021330605061
2022-02-16,448.67957814073844
2022-02-17,439.01342134186666
2022-02-18,423.73870383805934
2022-02-21,417.3028536298251
2022-02-22,417.2621115106448
2022-02-23,422.8715535824132
2022-02-24,414.32679345180793
2022-02-25,411.68611899827505
2022-02-28,423.2800724713125
2022-03-01,425.9223593779065
2022-03-02,421.5404271079856
2022-03-03,410.65993124633434
2022-03-04,422.19256528097793
2022-03-07,418.13286231318517
2022-03-08,422.1459817301324
2022-03-09,431.76275787226024
2022-03-10,422.4630744355592
2022-03-11,418.6145911061955
2022-03-14,408.86454215676036
2022-03-15,399.5175604430373
2022-03-16,414.32946882340025
2022-03-17,420.484955725359
2022-03-18,443.75923123919927
2022-03-21,455.3806963416837
2022-03-22,452.0934796119319
2022-03-23,455.2790245195155
2022-03-24,446.9807005508093
2022-03-25,435.6188284150776
2022-03-28,443.4952169811985
2022-03-29,437.6995025649908
2022-03-30,445.37507774961915
2022-03-31,442.8945439345145
2022-04-01,455.7370721171293
2022-04-04,472.8568183941009
2022-04-05,471.3290097209049
2022-04-06,472.1581038867684
2022-04-07,463.02141848524116
2022-04-08,460.4667680836857
2022-04-11,456.6851622728916
2022-04-12,455.1403800068068
2022-04-13,468.9916347206979
2022-04-14,469.38254146792883
2022-04-15,476.02340814519243
2022-04-18,470.9079180753924
2022-04-19,468.5020277255614
2022-04-20,475.291345068805
2022-04-21,474.91359175598154
2022-04-22,483.98059998972565
2022-04-25,481.8916008495789
2022-04-26,473.10071558976864
2022-04-27,473.2350383021062
2022-04-28,469.8177767216906
2022-04-29,455.45148002810083
2022-05-02,470.2651001370023
2022-05-03,469.97671790714605
2022-05-04,460.3115729681577
2022-05-05,471.05963676229004
2022-05-06,490.02860841248736
2022-05-09,505.9990350818178
2022-05-10,502.52304073052153
2022-05-11,503.1581249007164
2022-05-12,504.95740719768827
2022-05-13,494.3931145947496
2022-05-16,493.0232911381399
2022-05-17,483.5153506804761
2022-05-18,483.48297925829087
2022-05-19,479.99479204115414
2022-05-20,476.21355191033274
2022-05-23,500.1904254371936
2022-05-24,506.76675804421046
2022-05-25,503.63194835502236
2022-05-26,506.3858462393048
2022-05-27,501.0651255392881
2022-05-30,498.2913983569428
2022-05-31,501.2376811871894
2022-06-01,488.30852134312494
2022-06-02,480.0254186207372
2022-06-03,481.8048553252251
2022-06-06,466.69359170224885
2022-06-07,442.78995024137157
2022-06-08,423.04168044875115
2022-06-09,419.1270322687616
2022-06-10,419.7983864136284
2022-06-13,424.12447875387744
2022-06-14,433.77336856085094
2022-06-15,439.8006964305531
2022-06-16,445.92993150005066
2022-06-17,445.2598505382678
2022-06-20,444.15308839732864
2022-06-21,448.6788146438493
2022-06-22,460.631184845491
2022-06-23,454.91376399045765
2022-06-24,446.82980338535987
2022-06-27,450.11346262519845
2022-06-28,442.51101333030925
2022-06-29,435.4954408447379
2022-06-30,441.8824311563597
2022-07-01,443.9325632736163
2022-07-04,441.0013224365755
2022-07-05,440.4571991980468
2022-07-06,449.2694026177562
2022-07-07,435.10184722688564
2022-07-08,436.023734884078
2022-07-11,430.23629415928093
2022-07-12,440.577146319001
2022-07-13,450.6221367568223
2022-07-14,452.3618347061168
2022-07-15,437.1870143869011
2022-07-18,449.030587495128
2022-07-19,444.47617006993494
2022-07-20,437.5608680250598
2022-07-21,431.10691577635157
2022-07-22,422.51465521966145
2022-07-25,426.48732944330686
2022-07-26,427.73605980963515
2022-07-27,425.6784805309729
2022-07-28,416.1659506458507
2022-07-29,418.0540114873799
2022-08-01,404.3962202573048
2022-08-02,396.44889279065205
2022-08-03,398.48916582210387
2022-08-04,395.433871473802
2022-08-05,389.2476615011832
2022-08-08,383.4114220154194
2022-08-09,362.87497718400067
2022-08-10,349.69137403921803
2022-08-11,342.9811171859298
2022-08-12,340.7305193211309
2022-08-15,333.5486271009623
2022-08-16,331.2608658488501
2022-08-17,333.5378666979527
2022-08-18,333.6615887112273
2022-08-19,323.86526094747495
2022-08-22,319.4069681603339
2022-08-23,326.13457066976565
2022-08-24,331.64081401562055
2022-08-25,325.5442742052995
2022-08-26,335.6438080229705
2022-08-29,340.0786494688216
2022-08-30,343.03648703750827
2022-08-31,340.95850926575235
2022-09-01,340.67727757745234
2022-09-02,341.0410570592606
2022-09-05,329.1874639550693
2022-09-06,330.21541316888687
2022-09-07,327.5380047115408
2022-09-08,328.39795096059066
2022-09-09,313.9072525688562
2022-09-12,308.82652110657097
2022-09-13,326.30990333148645
2022-09-14,316.88635102688136
2022-09-15,308.3373334629297
2022-09-16,309.36300369415716
2022-09-19,319.4377107741347
2022-09-20,321.71684836047837
2022-09-21,331.75333443188873
2022-09-22,314.1581649951552
2022-09-23,324.20742436417333
2022-09-26,330.345827950072
2022-09-27,327.98313106280756
2022-09-28,322.95808263480507
2022-09-29,330.46024736723524
2022-09-30,331.9504242805192
2022-10-03,331.391273457252
2022-10-04,332.79258478363056
2022-10-05,327.2733404829119
2022-10-06,328.7546921004285
2022-10-07,326.45790113611156
2022-10-10,334.9916624840693
2022-10-11,341.53465616198156
2022-10-12,345.0720988522725
2022-10-13,337.1323939516758
2022-10-14,318.85588659069725
2022-10-17,326.9976259105423
2022-10-18,318.3791638505063
2022-10-19,316.3058077108835
2022-10-20,308.74740013729024
2022-10-21,310.7498345790931
2022-10-24,309.82166127227026
2022-10-25,321.4921230580212
2022-10-26,321.225187300745
2022-10-27,332.4677358065404
2022-10-28,325.2773645059529
2022-10-31,320.9509510194787
2022-11-01,322.6302076014814
2022-11-02,337.66094144304856
2022-11-03,325.53264949861415
2022-11-04,321.85546116639796
2022-11-07,327.5810986521519
2022-11-08,327.51424028352926
2022-11-09,326.9599176672748
2022-11-10,321.2803487453571
2022-11-11,329.2268360555518
2022-11-14,332.28555809912086
2022-11-15,338.235800136459
2022-11-16,337.26868727655335
2022-11-17,329.91948610091515
2022-11-18,328.2565692665824
2022-11-21,328.9419462428095
2022-11-22,335.2149445783643
2022-11-23,332.8404872269713
2022-11-24,317.85694594925354
2022-11-25,328.2111050611306
2022-11-28,323.4762898627746
2022-11-29,321.16603253992
2022-11-30,308.07153596003764
2022-12-01,314.3691954041895
2022-12-02,315.2843965367664
2022-12-05,325.672969007897
2022-12-06,321.30818536783374
2022-12-07,326.91467165575574
2022-12-08,333.86677510713093
2022-12-09,339.38766952922936
2022-12-12,333.65547354785684
2022-12-13,332.3769758624597
2022-12-14,339.4476958512551
2022-12-15,326.86449848590615
2022-12-16,327.23139270380483
2022-12-19,326.5743210571069
2022-12-20,314.8343360390195
2022-12-21,315.84990370972343
2022-12-22,329.4052393922293
2022-12-23,325.93969841058396
2022-12-26,320.9714446926555
2022-12-27,313.0027141097027
2022-12-28,321.5895195246877
2022-12-29,329.3172465414417
2022-12-30,333.6999094695007
2023-01-02,351.1793423359545
2023-01-03,344.73957675463413
2023-01-04,358.031011098761
2023-01-05,360.0333008229981
2023-01-06,352.87914368762273
2023-01-09,339.0896856403839
2023-01-10,333.0497232614891
2023-01-11,338.75492742156456
2023-01-12,325.36085190879913
2023-01-13,322.97764851754204
2023-01-16,326.2628784629887
2023-01-17,328.5782943247978
2023-01-18,320.62226997878236
2023-01-19,313.3694816002881
2023-01-20,312.52623367457426
2023-01-23,316.1965102312788
2023-01-24,303.76387479217027
2023-01-25,308.15705912109814
2023-01-26,307.69749589396525
2023-01-27,313.5630591215286
2023-01-30,309.1657275131909
2023-01-31,300.9395390977632
2023-02-01,300.65187037325194
2023-02-02,283.9166416690804
2023-02-03,281.65867680733777
2023-02-06,275.4212812037034
2023-02-07,268.4835107759152
2023-02-08,279.60168926682843
2023-02-09,279.79815667001725
2023-02-10,285.0281808826864
2023-02-13,278.02201909117645
2023-02-14,288.06065775388697
2023-02-15,287.93377725185275
2023-02-16,274.8285003609817
2023-02-17,284.83349786919325
2023-02-20,290.0169099734627
2023-02-21,284.2072422162942
2023-02-22,289.2029771677743
2023-02-23,285.42102827422497
2023-02-24,282.5349613266753
2023-02-27,287.0462133911375
2023-02-28,289.93243216666764
2023-03-01,285.3537195545846
2023-03-02,297.7633392426805
2023-03-03,287.59498954034797
2023-03-06,288.4307727895134
2023-03-07,289.63908949961194
2023-03-08,292.99312608257037
2023-03-09,294.4705661483247
2023-03-10,294.2809180113099
2023-03-13,292.6055921640416
2023-03-14,301.04017401996697
2023-03-15,311.97390378312247
2023-03-16,323.94279014709093
2023-03-17,321.5780909959355
2023-03-20,313.3409943184638
2023-03-21,308.4805619885671
2023-03-22,305.92248179370245
2023-03-23,315.3710079621095
2023-03-24,318.86014322709684
2023-03-27,322.3043114687007
2023-03-28,317.0481098420996
2023-03-29,310.30540236641696
2023-03-30,308.4470009288493
2023-03-31,304.180914211977
2023-04-03,297.42202861577573
2023-04-04,298.23082769836327
2023-04-05,298.93363700482143
2023-04-06,292.11008259583406
2023-04-07,299.03403501893627
2023-04-10,309.4997167234667
2023-04-11,316.9334007938458
2023-04-12,310.1400275241466
2023-04-13,305.13162541060905
2023-04-14,300.3728096794465
2023-04-17,287.98924763249835
2023-04-18,286.88773524234017
2023-04-19,293.5474015238395
2023-04-20,291.39975333464594
2023-04-21,285.07971822698033
2023-04-24,291.73550106982003
2023-04-25,295.78108980705804
2023-04-26,309.31294224178515
2023-04-27,307.7803286619565
2023-04-28,306.98565946944564
2023-05-01,308.13970184953104
2023-05-02,319.64918364434214
2023-05-03,317.0589860258415
2023-05-04,320.43414264786696
2023-05-05,325.77484353579825
2023-05-08,336.5428824401197
2023-05-09,337.88121955481284
2023-05-10,329.04797130818133
2023-05-11,331.9557946667594
2023-05-12,326.31202143035574
2023-05-15,318.56556785604903
2023-05-16,327.4453553250637
2023-05-17,330.96499997748504
2023-05-18,324.4238918603781
2023-05-19,323.9322205385667
2023-05-22,334.13419843915653
2023-05-23,343.48167400708854
2023-05-24,346.41083556567304
2023-05-25,339.01473233846343
2023-05-26,329.38697112178323
2023-05-29,329.96366554494745
2023-05-30,338.0505751178482
2023-05-31,352.3174226171448
2023-06-01,363.4991926533312
2023-06-02,361.4720625985983
2023-06-05,352.93861377881984
2023-06-06,350.4490915528928
2023-06-07,347.02885954979405
2023-06-08,342.44205755020334
2023-06-09,349.7513740724379
2023-06-12,348.25181279481706
2023-06-13,352.5553950331579
2023-06-14,339.8813500625224
2023-06-15,342.17535949250833
2023-06-16,343.38282540937627
2023-06-19,349.75199335819565
2023-06-20,354.9893772924437
2023-06-21,351.26514201078373
2023-06-22,362.82880250889764
2023-06-23,350.2812243710728
2023-06-26,349.1507031799107
2023-06-27,359.6751676352199
2023-06-28,344.7738640904819
2023-06-29,353.79519629742873
2023-06-30,351.9652184182839
2023-07-03,344.82927900400955
2023-07-04,342.9845264798531
2023-07-05,325.28499472556484
2023-07-06,328.93084767309745
2023-07-07,330.6913764373504
2023-07-10,334.5395525870572
2023-07-11,342.29616717562095
2023-07-12,334.5511859134996
2023-07-13,322.30623631263893
2023-07-14,324.6988032341596
2023-07-17,325.5410539390169
2023-07-18,329.18516539342505
2023-07-19,325.5226333138914
2023-07-20,318.3999691786992
2023-07-21,303.757630256819
2023-07-24,304.3344866402732
2023-07-25,316.2583525509514
2023-07-26,318.5159514532266
2023-07-27,323.8180661667521
2023-07-28,315.4756096645803
2023-07-31,305.9802531607079
2023-08-01,295.3033400956907
2023-08-02,295.5699771879825
