Date,WFC
2020-04-08,124.61417787690102
2020-04-09,125.2064346436933
2020-04-10,128.48001112850406
2020-04-13,124.64973601880563
2020-04-14,124.05013114174147
2020-04-15,127.88295788580425
2020-04-16,125.45910394913639
2020-04-17,125.1856648464408
2020-04-20,125.7723089760731
2020-04-21,126.4789147053953
2020-04-22,128.75461044185286
2020-04-23,128.56975434152804
2020-04-24,129.9506190949261
2020-04-27,131.01160001101195
2020-04-28,130.51275853758327
2020-04-29,129.52843771827887
2020-04-30,134.56527320452503
2020-05-01,133.80136255769585
2020-05-04,127.62621199419277
2020-05-05,129.78159328165566
2020-05-06,130.8361105591621
2020-05-07,131.2797268624081
2020-05-08,130.30778260333568
2020-05-11,131.40366209509875
2020-05-12,131.83521977411368
2020-05-13,132.03709373106867
2020-05-14,133.37794980401813
2020-05-15,136.43622075321758
2020-05-18,134.41601218450845
2020-05-19,129.40033373982737
2020-05-20,129.2844885694178
2020-05-21,129.80831853936968
2020-05-22,126.27962707176933
2020-05-25,126.89704791800365
2020-05-26,128.13296613317473
2020-05-27,129.89918095651498
2020-05-28,131.38023762669772
2020-05-29,130.66834254187185
2020-06-01,132.9346845578245
2020-06-02,135.69234093940017
2020-06-03,138.68577776413196
2020-06-04,136.88779468942622
2020-06-05,132.67530033250242
2020-06-08,132.8682928882859
2020-06-09,132.94008665465316
2020-06-10,132.90675443480603
2020-06-11,131.71531268816668
2020-06-12,134.3848002205512
2020-06-15,135.2556559089677
2020-06-16,134.50801203193166
2020-06-17,141.85545299092473
2020-06-18,146.21156618800399
2020-06-19,145.79476658090312
2020-06-22,145.66767004715825
2020-06-23,148.20381560673167
2020-06-24,150.63405883642292
2020-06-25,151.19938997749165
2020-06-26,150.94562646833583
2020-06-29,150.83771556566882
2020-06-30,155.38341879086013
2020-07-01,152.53545647360235
2020-07-02,157.10485846179128
2020-07-03,156.69108054722577
2020-07-06,156.1933628061017
2020-07-07,156.84745762475555
2020-07-08,160.04878379342915
2020-07-09,159.08110211045195
2020-07-10,154.88222273606215
2020-07-13,160.07388335387176
2020-07-14,163.47811863019922
2020-07-15,155.38313292090726
2020-07-16,155.67902055002057
2020-07-17,157.84378441338328
2020-07-20,164.19450210121906
2020-07-21,165.57448966601115
2020-07-22,166.1732616024372
2020-07-23,159.18489952131753
2020-07-24,156.33308050372563
2020-07-27,156.59155867325285
2020-07-28,157.99823281020966
2020-07-29,158.74107826988336
2020-07-30,155.52865333382215
2020-07-31,155.33413349442267
2020-08-03,149.71601885330986
2020-08-04,152.1728606703196
2020-08-05,148.47547643010014
2020-08-06,145.67647422680193
2020-08-07,149.1466158659927
2020-08-10,145.28468138088522
2020-08-11,145.8451820661358
2020-08-12,145.5188985808303
2020-08-13,139.43756884316838
2020-08-14,138.87223188103644
2020-08-17,139.39406550825112
2020-08-18,139.89663381791914
2020-08-19,140.1849845326781
2020-08-20,138.4299481777386
2020-08-21,137.28661054446565
2020-08-24,135.27577947329198
2020-08-25,138.42737952129306
2020-08-26,137.20851033037724
2020-08-27,134.14085507345155
2020-08-28,132.6699229412261
2020-08-31,131.75472458583315
2020-09-01,130.92534755994626
2020-09-02,136.76890602314853
2020-09-03,136.83837754077385
2020-09-04,139.19632028023588
2020-09-07,142.02725461442637
2020-09-08,143.39510324653114
2020-09-09,144.8835647212691
2020-09-10,147.38024647552368
2020-09-11,142.80036323003395
2020-09-14,143.85792846813038
2020-09-15,146.4554991440444
2020-09-16,147.33399757566218
2020-09-17,150.84658001947446
2020-09-18,150.37285715685962
2020-09-21,151.82248209908437
2020-09-22,154.1095917128494
2020-09-23,153.5223043305522
2020-09-24,156.74785122743606
2020-09-25,157.85997677152818
2020-09-28,155.19521634571123
2020-09-29,155.37837293199067
2020-09-30,159.91949532063907
2020-10-01,163.18794682021925
2020-10-02,162.26347385488933
2020-10-05,155.95931396425533
2020-10-06,157.32267001866362
2020-10-07,160.66003032831978
2020-10-08,161.16322884574993
2020-10-09,160.5890529549272
2020-10-12,162.30828824901937
2020-10-13,166.73543063414763
2020-10-14,170.0206332571772
2020-10-15,171.18441185258519
2020-10-16,175.3137500333206
2020-10-19,172.70551362490212
2020-10-20,164.7486998050504
2020-10-21,165.45270775889531
2020-10-22,163.82715781516507
2020-10-23,162.98325329730577
2020-10-26,162.47361242345096
2020-10-27,166.79296691307806
2020-10-28,167.92364825019652
2020-10-29,165.89670065000948
2020-10-30,166.6562080461756
2020-11-02,162.97759086616108
2020-11-03,162.05160573325077
2020-11-04,162.71052744313673
2020-11-05,164.1843240753269
2020-11-06,167.38607194575414
2020-11-09,168.80906724002003
2020-11-10,169.3856744150276
2020-11-11,168.0427387060453
2020-11-12,168.49789602118582
2020-11-13,171.59374460811657
2020-11-16,170.25704109277618
2020-11-17,164.0697883157168
2020-11-18,159.9075049454532
2020-11-19,163.07132106161885
2020-11-20,160.67606195096263
2020-11-23,162.36971936692112
2020-11-24,159.54941876884752
2020-11-25,158.00266846790774
2020-11-26,159.39247621965822
2020-11-27,159.57966434512244
2020-11-30,158.12328390127138
2020-12-01,153.21632848950006
2020-12-02,150.11034642793243
2020-12-03,147.2681986399386
2020-12-04,145.8184274054583
2020-12-07,147.9458543369077
2020-12-08,146.4271512264744
2020-12-09,144.38982143047207
2020-12-10,143.99404130469233
2020-12-11,145.84510492447453
2020-12-14,145.358154062688
2020-12-15,149.2785730555671
2020-12-16,149.1127411116143
2020-12-17,144.36894210517366
2020-12-18,139.93698503865338
2020-12-21,143.27037127102577
2020-12-22,142.30517701605172
2020-12-23,141.24454319315566
2020-12-24,140.8052043280123
2020-12-25,137.25619305643403
2020-12-28,138.07875464878668
2020-12-29,137.58340224978338
2020-12-30,139.69425585947977
2020-12-31,141.3687832706566
2021-01-01,139.26616011300874
2021-01-04,138.35463386468197
2021-01-05,137.08516246840256
2021-01-06,138.55522858884223
2021-01-07,142.06495619062107
2021-01-08,142.77617412308365
2021-01-11,144.21636924806685
2021-01-12,140.9006093394281
2021-01-13,141.63749523518266
2021-01-14,137.75439271167113
2021-01-15,139.6046846649654
2021-01-18,139.12873432249555
2021-01-19,139.39790027785423
2021-01-20,138.40155972903247
2021-01-21,138.55201703310183
2021-01-22,140.85195590328
2021-01-25,143.7868597946467
2021-01-26,141.89449365171507
2021-01-27,141.929036706166
2021-01-28,142.81732859728373
2021-01-29,142.88713130345357
2021-02-01,143.21819217330207
2021-02-02,148.8135498685968
2021-02-03,150.41668433882498
2021-02-04,149.31950435885156
2021-02-05,145.04828100402756
2021-02-08,144.21055606973437
2021-02-09,144.69593522378688
2021-02-10,143.72959776632482
2021-02-11,139.1326402321572
2021-02-12,140.35201931797926
2021-02-15,139.58411717166734
2021-02-16,142.3918276054921
2021-02-17,146.40641300171754
2021-02-18,146.6746396070238
2021-02-19,145.70231455337753
2021-02-22,146.84195493772933
2021-02-23,150.54479942776445
2021-02-24,149.75859288554364
2021-02-25,147.26597146939466
2021-02-26,144.90412303246188
2021-03-01,143.48989388123215
2021-03-02,142.8651942860982
2021-03-03,141.01714194091667
2021-03-04,140.40470996013323
2021-03-05,141.81159721635444
2021-03-08,146.09631694388665
2021-03-09,147.99563389614073
2021-03-10,150.1594047296651
2021-03-11,145.81416651315476
2021-03-12,144.72100078061072
2021-03-15,147.45880140316328
2021-03-16,144.37202827575103
2021-03-17,143.8107666449488
2021-03-18,148.25396734029277
2021-03-19,149.8941723908685
2021-03-22,147.899930618925
2021-03-23,151.6601639525021
2021-03-24,146.135254669929
2021-03-25,147.20877453545927
2021-03-26,149.71218041206964
2021-03-29,155.97218368985034
2021-03-30,157.7607665700032
2021-03-31,156.0377245688131
2021-04-01,157.57065206438068
2021-04-02,155.58741715070028
2021-04-05,154.1492688465398
2021-04-06,152.95818192558184
2021-04-07,151.71701562680505
2021-04-08,155.9311782051447
2021-04-09,154.39687804543016
2021-04-12,149.79986097762887
2021-04-13,149.517459283812
2021-04-14,148.05476156101648
2021-04-15,151.11422701149505
2021-04-16,149.72577775013121
2021-04-19,151.36109462518587
2021-04-20,154.6155465490275
2021-04-21,154.8289479755206
2021-04-22,153.2215801151606
2021-04-23,152.8993332045476
2021-04-26,154.17927694517272
2021-04-27,151.520531958304
2021-04-28,153.86989361407558
2021-04-29,155.15425839603432
2021-04-30,156.55715980104773
2021-05-03,157.2237993814492
2021-05-04,157.23263014944206
2021-05-05,156.87212539860786
2021-05-06,159.07246910230748
2021-05-07,157.10126197356038
2021-05-10,161.58483902036107
2021-05-11,161.24359129899915
2021-05-12,158.53460458596555
2021-05-13,148.68327320758536
2021-05-14,144.9588600383932
2021-05-17,143.4197115472785
2021-05-18,136.59131123674152
2021-05-19,141.82750563677874
2021-05-20,141.37277427149343
2021-05-21,137.90683644667905
2021-05-24,137.44047722587868
2021-05-25,141.4837159784338
2021-05-26,146.63102532637444
2021-05-27,143.2728188591526
2021-05-28,144.25436651154874
2021-05-31,142.29547464062037
2021-06-01,141.36162852793632
2021-06-02,145.23868485111223
2021-06-03,144.6372416251511
2021-06-04,144.2400459643959
2021-06-07,147.95162312527137
2021-06-08,145.90192859666124
2021-06-09,147.09779993558078
2021-06-10,145.4961489843375
2021-06-11,147.37496032554077
2021-06-14,147.32998988958914
2021-06-15,144.69164381267004
2021-06-16,146.90778930861458
2021-06-17,142.89520654550358
2021-06-18,142.42863044832535
2021-06-21,142.47366215884082
2021-06-22,141.55712502364042
2021-06-23,144.24093908560013
2021-06-24,142.48584691272254
2021-06-25,148.41532207123765
2021-06-28,147.16347230096153
2021-06-29,146.342466571162
2021-06-30,152.04399561990297
2021-07-01,154.48011041219695
2021-07-02,157.0389538008682
2021-07-05,162.0284653050898
2021-07-06,162.89211427360277
2021-07-07,161.92352625082142
2021-07-08,161.80795322932877
2021-07-09,159.11200774232148
2021-07-12,160.21077305574013
2021-07-13,166.5131313506242
2021-07-14,166.57995476989262
2021-07-15,166.51718912146265
2021-07-16,165.02961402446394
2021-07-19,167.8755261871764
2021-07-20,169.3645285322146
2021-07-21,169.2153494552501
2021-07-22,170.28370549760666
2021-07-23,166.88666210035916
2021-07-26,167.66309752207823
2021-07-27,167.17132820995664
2021-07-28,167.12438392498635
2021-07-29,168.6219947987546
2021-07-30,167.08870213369178
2021-08-02,167.76472330560566
2021-08-03,172.23452132150607
2021-08-04,169.6064000229154
2021-08-05,167.9330867607054
2021-08-06,169.38774773800054
2021-08-09,168.5935710830205
2021-08-10,166.64351964612845
2021-08-11,164.08637459884216
2021-08-12,163.7351166508224
2021-08-13,161.92242842110247
2021-08-16,159.33625565816484
2021-08-17,163.6197942068427
2021-08-18,161.23917691588002
2021-08-19,162.10185681127302
2021-08-20,165.21934478639082
2021-08-23,169.49095907108116
2021-08-24,168.67337155299168
2021-08-25,171.10702510257175
2021-08-26,172.02317767925044
2021-08-27,169.5237463296392
2021-08-30,163.88314048897368
2021-08-31,161.92028691204263
2021-09-01,165.60476325156367
2021-09-02,164.13163390520327
2021-09-03,162.16742448923026
2021-09-06,162.30825219360761
2021-09-07,166.20855983233014
2021-09-08,166.8724723189648
2021-09-09,169.5722694431155
2021-09-10,168.78223039962575
2021-09-13,172.89172820800556
2021-09-14,170.71275634526606
2021-09-15,175.42681115682606
2021-09-16,171.89012792692313
2021-09-17,177.17109102957383
2021-09-20,176.1579622076756
2021-09-21,180.46355017922792
2021-09-22,186.17041321623
2021-09-23,190.87446401076994
2021-09-24,191.34133391876503
2021-09-27,192.9298239570316
2021-09-28,200.93424596312906
2021-09-29,202.46664605187374
2021-09-30,200.34434943436673
2021-10-01,201.49419230710254
2021-10-04,198.22707080402145
2021-10-05,204.70087717767117
2021-10-06,203.50541726732763
2021-10-07,206.53402570888974
2021-10-08,205.1315099665209
2021-10-11,210.4545717537174
2021-10-12,210.6285682006206
2021-10-13,216.1657316418722
2021-10-14,222.86553980518647
2021-10-15,218.74180582756495
2021-10-18,215.10757697958735
2021-10-19,218.1176274075635
2021-10-20,213.53765792731707
2021-10-21,228.4651012731855
2021-10-22,225.69316719899456
2021-10-25,229.53768502159707
2021-10-26,227.7182024287115
2021-10-27,229.02375928865632
2021-10-28,227.67375138509806
2021-10-29,228.14631789843696
2021-11-01,231.04415711207344
2021-11-02,230.63368986173927
2021-11-03,233.8063997170219
2021-11-04,233.93482951335434
2021-11-05,240.4296619180468
2021-11-08,245.39543927608446
2021-11-09,246.73537468705803
2021-11-10,248.15435640238255
2021-11-11,238.62429856279743
2021-11-12,240.8283916590669
2021-11-15,241.3972811991228
2021-11-16,248.32702227848534
2021-11-17,240.24847528566843
2021-11-18,247.6270749855964
2021-11-19,245.09799932709615
2021-11-22,243.08248615250304
2021-11-23,238.1963324994792
2021-11-24,229.91729654758433
2021-11-25,223.5230507738228
2021-11-26,220.4715875644688
2021-11-29,218.4583128045132
2021-11-30,218.3248543550169
2021-12-01,224.22249745801582
2021-12-02,233.1555784033273
2021-12-03,228.63665957906218
2021-12-06,230.89729963661028
2021-12-07,235.62515483119827
2021-12-08,240.51164110498908
2021-12-09,241.92361048030634
2021-12-10,240.492346950053
2021-12-13,241.06033922227834
2021-12-14,245.267019613747
2021-12-15,248.60718683589397
2021-12-16,256.8327830502613
2021-12-17,263.99772964486766
2021-12-20,264.953654432808
2021-12-21,260.07846701525835
2021-12-22,264.38741841733207
2021-12-23,260.643687179795
2021-12-24,261.7317852137721
2021-12-27,257.267665796208
2021-12-28,265.87733539409555
2021-12-29,272.33751711721663
2021-12-30,278.34240712627627
2021-12-31,287.98161469689484
2022-01-03,287.19603716482345
2022-01-04,290.81771589748826
2022-01-05,287.62800367187714
2022-01-06,296.9092336556476
2022-01-07,292.28415016503914
2022-01-10,288.6235727654257
2022-01-11,293.46789978682597
2022-01-12,286.7670854563776
2022-01-13,291.6102029071774
2022-01-14,302.4832444054556
2022-01-17,318.7546944574746
2022-01-18,319.318971012886
2022-01-19,326.5090548569508
2022-01-20,320.5732614640395
2022-01-21,321.6145828392017
2022-01-24,316.48561916235303
2022-01-25,330.51490389873237
2022-01-26,320.0398367863829
2022-01-27,340.62215158704635
2022-01-28,345.1142563651471
2022-01-31,341.43412875620623
2022-02-01,344.5521008887173
2022-02-02,328.57071089299603
2022-02-03,330.9004174670737
2022-02-04,326.8161045273435
2022-02-07,326.40927456028794
2022-02-08,327.45064057125984
2022-02-09,330.3038857507679
2022-02-10,335.8837242551097
2022-02-11,328.65537058004514
2022-02-14,330.7742649435522
2022-02-15,331.559743683321
2022-02-16,321.50545849160886
2022-02-17,323.4809906205306
2022-02-18,330.90210553947304
2022-02-21,331.34745011174846
2022-02-22,329.235726646762
2022-02-23,342.5103476261064
2022-02-24,337.9498530549049
2022-02-25,340.3677416786692
2022-02-28,331.8205934982118
2022-03-01,331.98886309386717
2022-03-02,330.2550308663271
2022-03-03,331.2544316316583
2022-03-04,335.99289745301087
2022-03-07,333.75383591673057
2022-03-08,337.3100865994956
2022-03-09,333.954743094605
2022-03-10,332.36258298209117
2022-03-11,324.8357781638487
2022-03-14,320.81888055416493
2022-03-15,320.3746284979073
2022-03-16,324.5363261067203
2022-03-17,320.8545807880031
2022-03-18,333.1837557664033
2022-03-21,333.0647286209498
2022-03-22,327.8690827022736
2022-03-23,338.71677059844825
2022-03-24,334.51155052757593
2022-03-25,334.9188997092912
2022-03-28,322.70867580268896
2022-03-29,330.9049244393412
2022-03-30,327.96779082887673
2022-03-31,315.7786848894831
2022-04-01,317.96332534499965
2022-04-04,314.93124067275926
2022-04-05,318.02134527587054
2022-04-06,317.4617636412003
2022-04-07,325.8468591896209
2022-04-08,325.15620715080934
2022-04-11,321.4486370737277
2022-04-12,318.44622435923856
2022-04-13,320.4538478854531
2022-04-14,327.71825861118344
2022-04-15,333.7951114636798
2022-04-18,340.39741464663206
2022-04-19,341.0581884511066
2022-04-20,337.4613027600978
2022-04-21,334.4469126374412
2022-04-22,324.1203163838343
2022-04-25,324.9439953722659
2022-04-26,323.7226092535113
2022-04-27,321.8103207258761
2022-04-28,320.06540788035244
2022-04-29,311.29593917999847
2022-05-02,311.88874617734155
2022-05-03,312.5347496651507
2022-05-04,317.03035526227205
2022-05-05,319.73233943152843
2022-05-06,324.796431311745
2022-05-09,327.58619510559635
2022-05-10,337.4835876111207
2022-05-11,338.6410410227698
2022-05-12,340.84431028012284
2022-05-13,346.90690913741776
2022-05-16,342.0774171076257
2022-05-17,341.96895649978643
2022-05-18,337.1767342017584
2022-05-19,345.89547638530826
2022-05-20,342.38891605981405
2022-05-23,337.9685346500928
2022-05-24,333.153343783221
2022-05-25,327.3867879337268
2022-05-26,335.4157904729692
2022-05-27,347.26997615643666
2022-05-30,347.3295768418992
2022-05-31,347.23213150546536
2022-06-01,343.88351368573694
2022-06-02,339.9877032780691
2022-06-03,344.0252846923843
2022-06-06,338.51380632737323
2022-06-07,344.9665202698449
2022-06-08,333.7580388935244
2022-06-09,333.3932121218451
2022-06-10,337.5657372004133
2022-06-13,329.7592330959387
2022-06-14,324.0978604585306
2022-06-15,319.8003109074463
2022-06-16,326.94141193278773
2022-06-17,319.570371056789
2022-06-20,319.1316960549304
2022-06-21,319.69520688315964
2022-06-22,323.4277007046907
2022-06-23,320.9870310515105
2022-06-24,311.84684814060563
2022-06-27,302.21780795551285
2022-06-28,307.95832056554224
2022-06-29,301.1427536977726
2022-06-30,293.6586723260211
2022-07-01,290.5216056843719
2022-07-04,296.671358670182
2022-07-05,288.3288111588571
2022-07-06,284.28279158907185
2022-07-07,290.10916061643536
2022-07-08,286.1690867751848
2022-07-11,286.7884628039615
2022-07-12,281.93666062997164
2022-07-13,275.27312753780325
2022-07-14,273.52982095768846
2022-07-15,275.4665151910973
2022-07-18,271.5005210485876
2022-07-19,274.13673420098706
2022-07-20,270.29460729968815
2022-07-21,272.1121002147952
2022-07-22,274.8586240873117
2022-07-25,267.7097533201989
2022-07-26,263.4861810537565
2022-07-27,258.2641474041064
2022-07-28,258.7563100567608
2022-07-29,250.80844790618923
2022-08-01,255.47643890378788
2022-08-02,256.0160582152723
2022-08-03,256.3668696403917
2022-08-04,253.54763979492532
2022-08-05,250.1032375029053
2022-08-08,252.6420337232019
2022-08-09,249.99681044930117
2022-08-10,255.7941890033297
2022-08-11,260.5646904309316
2022-08-12,257.5868732041301
2022-08-15,248.29484318782295
2022-08-16,244.39242668022177
2022-08-17,249.69783788451073
2022-08-18,256.94026127303357
2022-08-19,257.3699038929157
2022-08-22,249.06196378419278
2022-08-23,251.8832099253852
2022-08-24,244.02018033801767
2022-08-25,244.58799128180416
2022-08-26,249.00242891555644
2022-08-29,244.4864491551237
2022-08-30,240.00360718143415
2022-08-31,237.71411012794852
2022-09-01,227.28855798435453
2022-09-02,228.15103580545505
2022-09-05,225.81485089355868
2022-09-06,224.34167386301368
2022-09-07,222.4356792121378
2022-09-08,217.33945097690182
2022-09-09,222.99691387002989
2022-09-12,219.4974384331661
2022-09-13,219.54937415975883
2022-09-14,219.30931425212242
2022-09-15,212.32200563534795
2022-09-16,218.60702076215043
2022-09-19,216.44011725092997
2022-09-20,219.6294284468274
2022-09-21,221.7803089480893
2022-09-22,237.70026990444123
2022-09-23,230.71225940246617
2022-09-26,232.8541883137815
2022-09-27,239.40980894702014
2022-09-28,234.62142553132708
2022-09-29,234.95498536636617
2022-09-30,238.28316121751416
2022-10-03,231.76006656159024
2022-10-04,227.95946839119554
2022-10-05,229.92045630074202
2022-10-06,231.29635407772295
2022-10-07,237.15539403745726
2022-10-10,238.80906667726228
2022-10-11,240.1318518288498
2022-10-12,239.75372115065556
2022-10-13,231.71143207871773
2022-10-14,238.00433648860556
2022-10-17,239.06836577947516
2022-10-18,241.0173023124728
2022-10-19,243.315559038372
2022-10-20,247.38284385000506
2022-10-21,244.6354243978311
2022-10-24,242.6380592673931
2022-10-25,244.92946685072022
2022-10-26,240.77472543880688
2022-10-27,241.06812470464766
2022-10-28,231.00906136142376
2022-10-31,228.4956779467754
2022-11-01,230.86213555696796
2022-11-02,222.73816120398587
2022-11-03,220.0731590205633
2022-11-04,217.40401561279157
2022-11-07,217.80815666766176
2022-11-08,216.36477594218192
2022-11-09,215.5875940893802
2022-11-10,219.92654453943206
2022-11-11,228.44584425812175
2022-11-14,228.20678636696672
2022-11-15,228.2534824891614
2022-11-16,234.06941686256422
2022-11-17,236.3407922338508
2022-11-18,243.38520584846384
2022-11-21,236.77214547567283
2022-11-22,238.4202954213694
2022-11-23,233.86714811413108
2022-11-24,222.42762815760955
2022-11-25,217.84824510012092
2022-11-28,219.81204736904456
2022-11-29,214.19281587104263
2022-11-30,215.51544011100432
2022-12-01,208.07457695013454
2022-12-02,204.44074015624986
2022-12-05,209.12005766266563
2022-12-06,205.91247268351938
2022-12-07,206.6556324432525
2022-12-08,210.5689369857476
2022-12-09,211.96512828352243
2022-12-12,216.03349541406965
2022-12-13,216.4400179643098
2022-12-14,215.70235310155692
2022-12-15,216.58568877495938
2022-12-16,219.24330694142287
2022-12-19,216.55460038679206
2022-12-20,208.19795187036524
2022-12-21,202.59149853479548
2022-12-22,202.22458751991005
2022-12-23,198.82766238982092
2022-12-26,191.03378861026255
2022-12-27,191.05580441643392
2022-12-28,194.01054241766582
2022-12-29,192.20563965022546
2022-12-30,192.30991823986298
2023-01-02,186.5378618085701
2023-01-03,186.3863390587634
2023-01-04,188.29949798389987
2023-01-05,187.11385306132314
2023-01-06,181.79364356305538
2023-01-09,182.11367170493665
2023-01-10,182.6406918440142
2023-01-11,175.5978809291637
2023-01-12,176.07331605653985
2023-01-13,177.1724868856536
2023-01-16,179.32697132777756
2023-01-17,173.23279389601444
2023-01-18,170.59306313169054
2023-01-19,168.83119856482023
2023-01-20,172.45534904553347
2023-01-23,174.4086418704058
2023-01-24,177.38939848126944
2023-01-25,180.33631865858425
2023-01-26,178.68613524946318
2023-01-27,176.4229425653835
2023-01-30,179.25958065599085
2023-01-31,174.83551391017377
2023-02-01,175.7700225292654
2023-02-02,171.8567796748397
2023-02-03,170.83752994382823
2023-02-06,170.23404503120767
2023-02-07,166.07674538012387
2023-02-08,169.66422364687872
2023-02-09,168.00444170673333
2023-02-10,167.31305866018351
2023-02-13,170.2503626309703
2023-02-14,173.93569731630967
2023-02-15,170.7403307449744
2023-02-16,171.73641964607236
2023-02-17,166.024113727432
2023-02-20,171.632607913642
2023-02-21,168.89575651345217
2023-02-22,166.70669194066488
2023-02-23,167.01959150001846
2023-02-24,167.9450906258564
2023-02-27,168.3424637854835
2023-02-28,172.01194260335518
2023-03-01,172.89124047548296
2023-03-02,177.4341468631353
2023-03-03,179.41616841215702
2023-03-06,178.15150737315818
2023-03-07,182.07724192146776
2023-03-08,177.7871832764787
2023-03-09,182.24376899877964
2023-03-10,178.54327652080482
2023-03-13,177.7608549606087
2023-03-14,186.11882610619946
2023-03-15,189.78175642916514
2023-03-16,189.17129967100823
2023-03-17,193.1322457693514
2023-03-20,191.6646610637646
2023-03-21,192.567999955158
2023-03-22,189.87453313179216
2023-03-23,194.94958537081317
2023-03-24,196.0117975348948
2023-03-27,194.3420634022966
2023-03-28,194.18712347113504
2023-03-29,198.74821571283863
2023-03-30,201.40655232138272
2023-03-31,202.37413346033287
2023-04-03,195.95063169630632
2023-04-04,198.2070456423062
2023-04-05,195.5673528581659
2023-04-06,189.23029075738785
2023-04-07,186.04644592052355
2023-04-10,183.2932129760328
2023-04-11,183.0518718907888
2023-04-12,183.9282058978045
2023-04-13,178.12352941150115
2023-04-14,172.38643305487705
2023-04-17,169.3223040973986
2023-04-18,174.4482981708666
2023-04-19,177.94574730606564
2023-04-20,167.94873078174444
2023-04-21,172.66061991023125
2023-04-24,171.00000755778007
2023-04-25,167.22167954889167
2023-04-26,171.33881347166684
2023-04-27,165.2147100588931
2023-04-28,168.60602137718095
2023-05-01,165.42878160215645
2023-05-02,165.13002018430097
2023-05-03,163.50446307093756
2023-05-04,164.73269327802217
2023-05-05,160.8923187582376
2023-05-08,160.50924957004196
2023-05-09,162.6189962801814
2023-05-10,168.3095267894394
2023-05-11,166.1220353466983
2023-05-12,163.29143432120384
2023-05-15,164.44216481200039
2023-05-16,169.0205169365644
2023-05-17,169.657579383096
2023-05-18,175.23195385856613
2023-05-19,175.8221135377033
2023-05-22,174.4815334029612
2023-05-23,174.55915020262822
2023-05-24,174.7115476852445
2023-05-25,170.99864804122456
2023-05-26,173.67846150535289
2023-05-29,171.5169307757497
2023-05-30,173.6838428446849
2023-05-31,168.54362069562518
2023-06-01,168.85536446260622
2023-06-02,168.7694610100755
2023-06-05,168.7735077134094
2023-06-06,174.4715058200118
2023-06-07,175.42113297562224
2023-06-08,174.07290757732628
2023-06-09,176.5287424573254
2023-06-12,179.91078990120522
2023-06-13,180.74120374930018
2023-06-14,183.34996723252618
2023-06-15,189.2430240336092
2023-06-16,186.6617305003232
2023-06-19,185.79267856197075
2023-06-20,193.91659235683954
2023-06-21,198.37288012322125
2023-06-22,210.77657962755328
2023-06-23,212.76843058246428
2023-06-26,214.4127239911592
2023-06-27,210.67459947385288
2023-06-28,213.92313555794289
2023-06-29,226.0642732384721
2023-06-30,230.3434919020607
2023-07-03,230.36053196509687
2023-07-04,233.0544947334304
2023-07-05,236.56126491579482
2023-07-06,241.3252878133107
2023-07-07,245.08548429644483
2023-07-10,243.0532255889217
2023-07-11,244.98635330089945
2023-07-12,239.18315282830085
2023-07-13,239.3674189725748
2023-07-14,227.46514564149473
2023-07-17,221.88552893577432
2023-07-18,215.22182339170865
2023-07-19,214.27712576573202
2023-07-20,218.88896922284732
2023-07-21,223.50176434289543
2023-07-24,219.98263683548987
2023-07-25,215.06586758167765
2023-07-26,212.49701485598868
2023-07-27,211.74022885085267
2023-07-28,213.01441810138257
2023-07-31,207.0802513347784
