Date,AVGO
2021-01-07,132.22980775400103
2021-01-08,128.95237316537188
2021-01-11,129.46778417456002
2021-01-12,130.14227229568849
2021-01-13,130.23534642329327
2021-01-14,131.4861613314779
2021-01-15,134.32458356770107
2021-01-18,132.87261032968203
2021-01-19,134.45925696582015
2021-01-20,135.65238452289975
2021-01-21,134.3422879731186
2021-01-22,133.27847168802506
2021-01-25,133.29205881279375
2021-01-26,133.55136725835172
2021-01-27,132.27698214665585
2021-01-28,132.64553064436322
2021-01-29,132.4215225522293
2021-02-01,132.61122864462806
2021-02-02,134.5926773076468
2021-02-03,136.57201303481733
2021-02-04,136.44647427316627
2021-02-05,136.02089898176803
2021-02-08,134.29534632230605
2021-02-09,134.85588480879065
2021-02-10,134.83208588083
2021-02-11,133.72305045546045
2021-02-12,132.20545294039772
2021-02-15,129.51924566023126
2021-02-16,126.83619647808307
2021-02-17,129.68327771199586
2021-02-18,129.80586130406613
2021-02-19,130.6109459688622
2021-02-22,128.3900778042114
2021-02-23,130.3004867198277
2021-02-24,128.25995129314236
2021-02-25,127.67158595838049
2021-02-26,125.00819887193713
2021-03-01,125.12709655998903
2021-03-02,125.9696819697477
2021-03-03,128.04646414823256
2021-03-04,126.94180510574255
2021-03-05,129.2909063582087
2021-03-08,131.09321705624168
2021-03-09,130.39288017845195
2021-03-10,129.36603684577716
2021-03-11,129.5479901437959
2021-03-12,130.7134781171093
2021-03-15,128.97807503154831
2021-03-16,128.24349326425605
2021-03-17,129.62778758699923
2021-03-18,130.28227757476898
2021-03-19,130.02231691843835
2021-03-22,129.34195732772648
2021-03-23,127.89787311064022
2021-03-24,129.3852920226118
2021-03-25,130.56135499440978
2021-03-26,132.72613320198724
2021-03-29,129.6910100849264
2021-03-30,132.42529593214923
2021-03-31,134.06798796549535
2021-04-01,133.15437277598863
2021-04-02,132.2255357167484
2021-04-05,132.24639928544826
2021-04-06,134.5551206333853
2021-04-07,133.37434992689896
2021-04-08,132.9325257704002
2021-04-09,135.09870401433656
2021-04-12,133.71877839470926
2021-04-13,133.22303006062552
2021-04-14,130.64529545546227
2021-04-15,131.59638578907501
2021-04-16,136.31750239404812
2021-04-19,136.0155878251025
2021-04-20,138.764696164448
2021-04-21,137.73346439403292
2021-04-22,135.8908459196194
2021-04-23,135.62358993595467
2021-04-26,134.4322175453596
2021-04-27,136.43304241985751
2021-04-28,133.60562862917757
2021-04-29,135.12868176043233
2021-04-30,137.28669749104398
2021-05-03,138.31409167166308
2021-05-04,138.3102911221549
2021-05-05,141.11411716594668
2021-05-06,140.95637232917073
2021-05-07,137.55161952443217
2021-05-10,138.5422714436868
2021-05-11,136.1164728096018
2021-05-12,132.88879389952294
2021-05-13,131.6685726681755
2021-05-14,130.64741989053596
2021-05-17,129.09585413839665
2021-05-18,130.37978148425154
2021-05-19,130.7654987048864
2021-05-20,131.15919707209036
2021-05-21,133.6116073376762
2021-05-24,134.77821624937022
2021-05-25,136.7898646918012
2021-05-26,137.65928476442247
2021-05-27,137.53561649425444
2021-05-28,139.6922564944456
2021-05-31,137.624336310712
2021-06-01,142.08190493645202
2021-06-02,143.22799144429908
2021-06-03,144.83887588944955
2021-06-04,145.91913298972446
2021-06-07,144.98122145622347
2021-06-08,146.16244126649897
2021-06-09,144.82975994815715
2021-06-10,145.53205458845795
2021-06-11,149.59268028296862
2021-06-14,151.1728722975734
2021-06-15,151.01235725851032
2021-06-16,151.6814828143277
2021-06-17,150.74201347984788
2021-06-18,152.17336900756308
2021-06-21,153.1399539826706
2021-06-22,153.70643192708766
2021-06-23,154.15899709375438
2021-06-24,155.4240468325291
2021-06-25,157.95638741703627
2021-06-28,157.28702811390906
2021-06-29,160.7621537752574
2021-06-30,162.21619515618687
2021-07-01,162.08636911294403
2021-07-02,159.77674494889163
2021-07-05,158.93927232757372
2021-07-06,161.99487976422088
2021-07-07,159.42511090520472
2021-07-08,156.58981148695912
2021-07-09,157.70828951030464
2021-07-12,158.46138579420256
2021-07-13,159.53947517305343
2021-07-14,159.30888391967392
2021-07-15,160.5915255959171
2021-07-16,157.6280128664686
2021-07-19,158.1880824343719
2021-07-20,159.51082396354352
2021-07-21,160.14956359306717
2021-07-22,160.16495244382884
2021-07-23,160.71477959478645
2021-07-26,161.50124226828066
2021-07-27,159.81178017652294
2021-07-28,158.43603344729547
2021-07-29,160.20270262596406
2021-07-30,160.49996589333045
2021-08-02,159.9119341128966
2021-08-03,160.2485658365899
2021-08-04,157.85563612534898
2021-08-05,155.3586459851704
2021-08-06,153.58806893294908
2021-08-09,154.15716287459304
2021-08-10,154.67011298840956
2021-08-11,154.73284700524533
2021-08-12,154.1816556935752
2021-08-13,153.4868467519875
2021-08-16,153.3796628591757
2021-08-17,156.8121134209102
2021-08-18,157.07543523479833
2021-08-19,158.3595024574279
2021-08-20,158.16980238187963
2021-08-23,155.58192241443527
2021-08-24,155.18819631699213
2021-08-25,156.45461506258735
2021-08-26,157.22747095985338
2021-08-27,159.22447110309776
2021-08-30,160.36414747865132
2021-08-31,162.5184881492317
2021-09-01,164.59881849174968
2021-09-02,164.24503881566034
2021-09-03,164.70190145925608
2021-09-06,164.83447145306886
2021-09-07,164.8377353532696
2021-09-08,164.02292843083495
2021-09-09,162.72844424628317
2021-09-10,162.4214310376488
2021-09-13,163.6934358011467
2021-09-14,164.7078625676807
2021-09-15,163.9573916345876
2021-09-16,164.23716293891468
2021-09-17,163.530907314722
2021-09-20,165.4584908391001
2021-09-21,164.87008406654454
2021-09-22,164.6982422888949
2021-09-23,165.9208402345007
2021-09-24,167.17650295364572
2021-09-27,167.85190104643482
2021-09-28,168.46861706280805
2021-09-29,165.76193157738322
2021-09-30,165.1673648623819
2021-10-01,163.84091579170268
2021-10-04,163.13859606601326
2021-10-05,161.8207287868419
2021-10-06,164.9160209826243
2021-10-07,164.54942895612268
2021-10-08,167.21675693632335
2021-10-11,165.6884144373074
2021-10-12,167.17359086055083
2021-10-13,168.0717008676438
2021-10-14,168.43035096548644
2021-10-15,169.4905182328454
2021-10-18,166.9663513946716
2021-10-19,168.8153313212555
2021-10-20,170.47983343952995
2021-10-21,171.3474084529517
2021-10-22,170.79873041124569
2021-10-25,173.04376751467785
2021-10-26,173.5275853901422
2021-10-27,172.6748047951305
2021-10-28,172.72153543936915
2021-10-29,173.9866732077311
2021-11-01,172.9141702786859
2021-11-02,172.66482046894086
2021-11-03,171.53923478069788
2021-11-04,171.38544055075064
2021-11-05,172.06809782109138
2021-11-08,169.6841625961982
2021-11-09,170.43527495092147
2021-11-10,175.37819772333197
2021-11-11,176.58217256222005
2021-11-12,176.61784110625433
2021-11-15,177.62166598445418
2021-11-16,179.4549117010765
2021-11-17,180.1904938379344
2021-11-18,177.1372737924713
2021-11-19,176.64891455481384
2021-11-22,179.93839375864198
2021-11-23,176.17820521647738
2021-11-24,174.58032739151935
2021-11-25,176.51146548195678
2021-11-26,175.46863699620238
2021-11-29,174.10894811170638
2021-11-30,172.7069538427935
2021-12-01,171.3303032872957
2021-12-02,170.8372105725641
2021-12-03,171.31691258952515
2021-12-06,173.91919772986137
2021-12-07,175.55256650293023
2021-12-08,174.75171106429036
2021-12-09,176.35142470916168
2021-12-10,176.65542472744062
2021-12-13,175.90044128796785
2021-12-14,177.84634914420693
2021-12-15,175.25998439269287
2021-12-16,175.2442608195819
2021-12-17,174.42553292428272
2021-12-20,176.35108899495955
2021-12-21,173.99807624660147
2021-12-22,176.8688179336176
2021-12-23,174.01352901143156
2021-12-24,176.95212041229638
2021-12-27,177.99998197548538
2021-12-28,178.37808999093585
2021-12-29,179.42953494461585
2021-12-30,179.1533035886701
2021-12-31,178.20273744246674
2022-01-03,177.1936813023473
2022-01-04,176.5454587438948
2022-01-05,174.6330670054501
2022-01-06,173.65981709355034
2022-01-07,173.5011008139631
2022-01-10,171.36216682556787
2022-01-11,171.41074375211318
2022-01-12,171.8211846550087
2022-01-13,174.50877581456857
2022-01-14,172.58182003441377
2022-01-17,174.4958957744922
2022-01-18,175.2561223233501
2022-01-19,176.6931949559703
2022-01-20,176.77856062831668
2022-01-21,178.5557942984772
2022-01-24,176.105559600658
2022-01-25,178.5208413396913
2022-01-26,176.47137477820252
2022-01-27,177.53453110965927
2022-01-28,176.5818095853613
2022-01-31,175.96342592919382
2022-02-01,174.28307177473093
2022-02-02,173.9272293179705
2022-02-03,175.67981676548354
2022-02-04,174.71190331337925
2022-02-07,173.0691176733561
2022-02-08,171.3573619396608
2022-02-09,170.90387884758263
2022-02-10,173.36634677427313
2022-02-11,172.50009870699057
2022-02-14,173.3248864129853
2022-02-15,174.61876722786684
2022-02-16,174.7092390869589
2022-02-17,173.8109357822722
2022-02-18,171.85300827616211
2022-02-21,171.05780073723668
2022-02-22,170.4449118300686
2022-02-23,171.02860141168068
2022-02-24,170.42212569054732
2022-02-25,171.98239176834883
2022-02-28,174.5049753343923
2022-03-01,173.64310939624454
2022-03-02,172.07413451215837
2022-03-03,171.44797210388714
2022-03-04,173.82552530606992
2022-03-07,174.65712477896395
2022-03-08,174.43554666715525
2022-03-09,175.1028098338504
2022-03-10,175.82980105743897
2022-03-11,174.75251955244255
2022-03-14,173.95002621020402
2022-03-15,173.72974015718094
2022-03-16,176.3041104512705
2022-03-17,175.92474643883028
2022-03-18,174.61897810190342
2022-03-21,178.74366055650665
2022-03-22,182.2863685154124
2022-03-23,181.7557382364402
2022-03-24,184.51578970513265
2022-03-25,186.12215576348797
2022-03-28,184.51516246389465
2022-03-29,182.76855928644233
2022-03-30,180.7254319916489
2022-03-31,184.1362845161153
2022-04-01,184.21388949242998
2022-04-04,181.38543809546667
2022-04-05,180.57979197514902
2022-04-06,178.06718285931484
2022-04-07,177.28144429026648
2022-04-08,178.18874490399116
2022-04-11,175.06302984758773
2022-04-12,177.67768025585377
2022-04-13,176.2228354496356
2022-04-14,178.6999389930645
2022-04-15,177.0248501905973
2022-04-18,176.42806014041108
2022-04-19,178.8644773109306
2022-04-20,181.5335490720782
2022-04-21,181.502686297147
2022-04-22,184.64817888594936
2022-04-25,185.3044250982605
2022-04-26,189.50797903806125
2022-04-27,188.27240485682614
2022-04-28,186.3724104770536
2022-04-29,187.36771885474815
2022-05-02,188.1092887274694
2022-05-03,186.01392078489775
2022-05-04,182.8833288628853
2022-05-05,184.73735651599958
2022-05-06,184.16370037139686
2022-05-09,184.89908639652978
2022-05-10,184.7551055921427
2022-05-11,183.62165772583793
2022-05-12,182.6503224771777
2022-05-13,183.4653954786409
2022-05-16,183.8143019714309
2022-05-17,186.24827812568296
2022-05-18,185.106076213725
2022-05-19,184.55628887693308
2022-05-20,184.41950575972493
2022-05-23,186.43613964590403
2022-05-24,184.1373221098259
2022-05-25,185.2902763017058
2022-05-26,186.85015676625108
2022-05-27,188.66951305618025
2022-05-30,189.33732342793226
2022-05-31,187.46894743955602
2022-06-01,187.49060944864144
2022-06-02,190.0405078707023
2022-06-03,190.52976425187714
2022-06-06,190.69903480273936
2022-06-07,191.27950144624265
2022-06-08,189.04749564746174
2022-06-09,189.94553849721672
2022-06-10,189.2986856770858
2022-06-13,191.6929918720536
2022-06-14,190.7285578932347
2022-06-15,191.18488652816583
2022-06-16,189.7247988583948
2022-06-17,189.24633094248156
2022-06-20,191.0475766048258
2022-06-21,189.06222613597296
2022-06-22,189.36028732387157
2022-06-23,188.65148990451573
2022-06-24,190.48803064534246
2022-06-27,191.3756712632849
2022-06-28,193.42537225254455
2022-06-29,191.99701148163774
2022-06-30,191.58188020973793
2022-07-01,191.5147985899676
2022-07-04,190.8304322993586
2022-07-05,190.31323210690056
2022-07-06,186.8965304485374
2022-07-07,181.89122539188804
2022-07-08,182.1474459495165
2022-07-11,185.10258639420132
2022-07-12,184.6889546346124
2022-07-13,184.85340046396377
2022-07-14,182.29077266327485
2022-07-15,182.92433704495323
2022-07-18,182.76815854348527
2022-07-19,182.9842159722337
2022-07-20,182.26202273340604
2022-07-21,182.11643348592415
2022-07-22,182.0633626192763
2022-07-25,178.36883369584675
2022-07-26,178.7832995955995
2022-07-27,178.38195012866353
2022-07-28,180.30644601482052
2022-07-29,178.50460369672416
2022-08-01,179.92265716068508
2022-08-02,180.16208847593902
2022-08-03,179.2135046424689
2022-08-04,178.83512056071686
2022-08-05,182.03149703528427
2022-08-08,183.96823182542636
2022-08-09,184.60968672698283
2022-08-10,184.41118586502648
2022-08-11,183.4762809742385
2022-08-12,183.5770804089573
2022-08-15,182.26142453549778
2022-08-16,180.90625800139972
2022-08-17,183.55329831990582
2022-08-18,179.26143229719264
2022-08-19,181.53258894655158
2022-08-22,182.88135836523082
2022-08-23,183.666512635374
2022-08-24,185.30699986405142
2022-08-25,186.1982098923925
2022-08-26,184.28300247839383
2022-08-29,182.01101882766574
2022-08-30,183.52153201289184
2022-08-31,181.0572158798361
2022-09-01,181.0148579331879
2022-09-02,181.36267325679032
2022-09-05,182.56128977368377
2022-09-06,181.3671507379379
2022-09-07,184.0454880811766
2022-09-08,185.3065066661164
2022-09-09,184.03135428808346
2022-09-12,182.90442338549386
2022-09-13,183.91415052744293
2022-09-14,186.26932029801475
2022-09-15,188.80421594274904
2022-09-16,190.05398395481927
2022-09-19,191.40474259736908
2022-09-20,190.61970036572245
2022-09-21,191.93921003127838
2022-09-22,194.20850282201133
2022-09-23,195.43971268008144
2022-09-26,197.55328011081818
2022-09-27,198.79953130230308
2022-09-28,198.76688186906708
2022-09-29,199.69385602543656
2022-09-30,199.78727365712479
2022-10-03,198.04796909276257
2022-10-04,198.37255478534072
2022-10-05,199.69571160900537
2022-10-06,199.3672115210987
2022-10-07,197.65222592185663
2022-10-10,197.03005118433998
2022-10-11,200.77338087416695
2022-10-12,203.97359500720015
2022-10-13,206.49276165532393
2022-10-14,204.98825281030108
2022-10-17,206.16883076714188
2022-10-18,205.36104634011042
2022-10-19,205.45333564632955
2022-10-20,204.57379138306302
2022-10-21,206.29670389601233
2022-10-24,208.42205363889622
2022-10-25,207.08061830071463
2022-10-26,202.93088458157007
2022-10-27,204.03714286272333
2022-10-28,200.6954950264977
2022-10-31,204.3487865131743
2022-11-01,205.68966395860065
2022-11-02,206.5335877921884
2022-11-03,204.0311112381946
2022-11-04,204.53188856996601
2022-11-07,205.5662894280645
2022-11-08,204.27287905998318
2022-11-09,206.04386756472695
2022-11-10,206.84942131699145
2022-11-11,205.25887142775431
2022-11-14,204.92902980376678
2022-11-15,201.63374925046205
2022-11-16,200.0661233164053
2022-11-17,200.24207521230488
2022-11-18,202.30060002245537
2022-11-21,198.64670805972708
2022-11-22,198.03640353411095
2022-11-23,199.91596006537415
2022-11-24,200.82407512655453
2022-11-25,201.38376406167757
2022-11-28,200.2492735216733
2022-11-29,196.293054363476
2022-11-30,194.9871470465242
2022-12-01,194.253597175644
2022-12-02,188.79289564958935
2022-12-05,190.1523232078657
2022-12-06,190.6910438707095
2022-12-07,192.8969037772221
2022-12-08,190.9243187179598
2022-12-09,195.74625567711132
2022-12-12,197.7323342609083
2022-12-13,194.4616704331183
2022-12-14,190.4072164782126
2022-12-15,188.484884565618
2022-12-16,190.64536819770228
2022-12-19,189.88811286706323
2022-12-20,190.31881774485507
2022-12-21,190.82032926337436
2022-12-22,190.55830813854786
2022-12-23,191.41560335023877
2022-12-26,192.72348166833726
2022-12-27,194.18784864350903
2022-12-28,192.61373579552406
2022-12-29,192.71362231558595
2022-12-30,195.14831705663153
2023-01-02,197.65917348187452
2023-01-03,195.47826056723397
2023-01-04,194.09229616102567
2023-01-05,194.1663056311063
2023-01-06,190.9880534028174
2023-01-09,193.08192784885748
2023-01-10,192.46280852076407
2023-01-11,189.59985377524472
2023-01-12,188.81861755753513
2023-01-13,189.6719262914786
2023-01-16,187.4008378007418
2023-01-17,191.91592466507723
2023-01-18,193.93506320814825
2023-01-19,191.43030351566244
2023-01-20,192.1679672349699
2023-01-23,195.12917559232196
2023-01-24,197.629832168968
2023-01-25,196.0273878321059
2023-01-26,197.1061445438312
2023-01-27,197.61108328733945
2023-01-30,197.17404834664552
2023-01-31,199.28900114148936
2023-02-01,198.3419787620267
2023-02-02,203.58590597590498
2023-02-03,206.94177046411656
2023-02-06,212.68032402290171
2023-02-07,212.3847232923613
2023-02-08,209.62667065810066
2023-02-09,210.31602607320926
2023-02-10,211.076936583416
2023-02-13,210.70905902678754
2023-02-14,208.5284408191288
2023-02-15,206.71778655893442
2023-02-16,204.23227243971374
2023-02-17,200.17521394125322
2023-02-20,199.85110016031203
2023-02-21,199.0255722881293
2023-02-22,199.4527441010473
2023-02-23,197.84117564509893
2023-02-24,196.48950913879955
2023-02-27,198.4186758291409
2023-02-28,200.10940587129298
2023-03-01,202.08974675355293
2023-03-02,199.7333721238879
2023-03-03,201.95492368088446
2023-03-06,198.63821236336213
2023-03-07,201.31512746904218
2023-03-08,200.96131755638817
2023-03-09,202.0824835583436
2023-03-10,206.3850101339577
2023-03-13,207.0487873857352
2023-03-14,205.47254970222568
2023-03-15,204.11013608661628
2023-03-16,206.47228205812064
2023-03-17,209.36119489274546
2023-03-20,209.93921821942976
2023-03-21,212.26253445602856
2023-03-22,212.4329418199674
2023-03-23,213.23097693417685
2023-03-24,214.3001898610652
2023-03-27,213.4774719365473
2023-03-28,215.75754158595828
2023-03-29,215.86259830644494
2023-03-30,214.2677601553229
2023-03-31,211.53271445498262
2023-04-03,207.72501791381978
2023-04-04,208.68152427556993
2023-04-05,211.5418235549229
2023-04-06,212.45108145439568
2023-04-07,212.76838989040567
2023-04-10,209.24972681285533
2023-04-11,207.84422786226148
2023-04-12,203.29660822702917
2023-04-13,199.8864154984035
2023-04-14,199.74617149066796
2023-04-17,197.62381390564443
2023-04-18,198.47932577537088
2023-04-19,199.99585645497277
2023-04-20,197.77057667506625
2023-04-21,196.5796685125181
2023-04-24,199.39202940017623
2023-04-25,198.73410740667887
2023-04-26,202.51367713268738
2023-04-27,201.6110502099186
2023-04-28,201.11161191468784
2023-05-01,201.481232544953
2023-05-02,198.20527738904286
2023-05-03,197.70269661520862
2023-05-04,196.6922541748245
2023-05-05,196.16049764188173
2023-05-08,196.2154612773258
2023-05-09,199.17709691431446
2023-05-10,197.88517427444762
2023-05-11,197.25135212244905
2023-05-12,194.67665277419877
2023-05-15,193.35138215477483
2023-05-16,193.2037877030763
2023-05-17,193.05428051689967
2023-05-18,190.5395893936234
2023-05-19,191.68521168736433
2023-05-22,194.90208348121502
2023-05-23,195.9034474679085
2023-05-24,198.3266533438897
2023-05-25,197.06102547408773
2023-05-26,199.848547968495
2023-05-29,197.6685722908621
2023-05-30,194.60840339724055
2023-05-31,197.46502774678459
2023-06-01,196.89635239534616
2023-06-02,194.42373226273756
2023-06-05,195.4022526308505
2023-06-06,196.72999208646226
2023-06-07,195.47944221101085
2023-06-08,196.71272700304107
2023-06-09,199.2117969840046
2023-06-12,200.310404166099
2023-06-13,201.8083673763664
2023-06-14,204.90653052083732
2023-06-15,204.79762817525526
2023-06-16,204.5783089409093
2023-06-19,204.812283719623
2023-06-20,206.3781782942401
2023-06-21,205.98740837502086
2023-06-22,209.98761135525874
2023-06-23,209.33446594999114
2023-06-26,209.01940232298182
2023-06-27,209.41998734648885
2023-06-28,209.17453625275738
2023-06-29,209.87098067018766
2023-06-30,209.2351564229618
2023-07-03,209.85188774658772
2023-07-04,210.2620081892589
2023-07-05,206.47623868255917
2023-07-06,209.1980971997463
2023-07-07,211.13320094233785
2023-07-10,210.82579510701723
2023-07-11,210.18555726012585
2023-07-12,211.0724506763373
2023-07-13,212.32307114575494
2023-07-14,215.0513310460329
2023-07-17,213.95832816062827
2023-07-18,215.8362899533028
2023-07-19,213.93197872416164
2023-07-20,213.463043148744
2023-07-21,212.1992038324555
2023-07-24,211.2873691638317
2023-07-25,214.24370073701203
2023-07-26,215.0356211086808
2023-07-27,216.72721452483674
2023-07-28,216.5362244891962
