Date,GD
2020-11-27,158.29139584626614
2020-11-30,165.6859803121117
2020-12-01,172.7059699883954
2020-12-02,174.90461858756333
2020-12-03,176.12208916538634
2020-12-04,182.31434936053543
2020-12-07,178.06754783772377
2020-12-08,173.77280057799504
2020-12-09,165.26424566954006
2020-12-10,164.82941249075188
2020-12-11,162.05328598515163
2020-12-14,159.03311812290755
2020-12-15,161.66544019007213
2020-12-16,163.18681357003567
2020-12-17,160.90436304876496
2020-12-18,161.8485738306098
2020-12-21,168.10270993736916
2020-12-22,171.65209561091126
2020-12-23,169.81770274498575
2020-12-24,167.4480424190526
2020-12-25,167.82694737660742
2020-12-28,167.3764218847629
2020-12-29,168.26244889160571
2020-12-30,163.73220110610794
2020-12-31,163.98121092888843
2021-01-01,163.27868858732546
2021-01-04,162.61314330267354
2021-01-05,162.3263582561466
2021-01-06,162.47940378907597
2021-01-07,161.9679369775487
2021-01-08,157.84318187747002
2021-01-11,157.21894198819214
2021-01-12,155.97875382162866
2021-01-13,154.89462338651006
2021-01-14,159.7842491854278
2021-01-15,158.80738338094451
2021-01-18,156.3263494478082
2021-01-19,154.13811032137778
2021-01-20,157.7138323682565
2021-01-21,163.01010641618012
2021-01-22,160.563778827356
2021-01-25,156.75514366451716
2021-01-26,153.1038934999708
2021-01-27,153.91845505468123
2021-01-28,152.52831497774383
2021-01-29,148.7322674675745
2021-02-01,149.83386791486038
2021-02-02,150.47358664369244
2021-02-03,156.02273564231635
2021-02-04,149.0032034754045
2021-02-05,157.43626007957747
2021-02-08,164.6506304012548
2021-02-09,165.25118493668887
2021-02-10,158.35949016543205
2021-02-11,155.0223381779775
2021-02-12,154.0242053459274
2021-02-15,155.1839916973874
2021-02-16,152.43260237811637
2021-02-17,148.53551733508786
2021-02-18,145.3451845704715
2021-02-19,145.26206439157824
2021-02-22,142.3113928991566
2021-02-23,141.18671308638216
2021-02-24,138.8031542261583
2021-02-25,138.72186584637012
2021-02-26,139.81523750766192
2021-03-01,137.83304876748886
2021-03-02,136.8895274242473
2021-03-03,137.33708275965165
2021-03-04,131.2017490900185
2021-03-05,128.43327751746156
2021-03-08,128.41626834343643
2021-03-09,131.62932725060423
2021-03-10,130.42456978163813
2021-03-11,132.87472536202972
2021-03-12,127.30100862961498
2021-03-15,126.48792082163499
2021-03-16,130.69264612355718
2021-03-17,132.28454810146914
2021-03-18,132.62181652382301
2021-03-19,132.71616196117395
2021-03-22,131.2824038293937
2021-03-23,131.22206649672395
2021-03-24,139.55964578565053
2021-03-25,140.10518415743266
2021-03-26,135.26199997207513
2021-03-29,129.64214250370404
2021-03-30,129.09826961173118
2021-03-31,129.11709526060798
2021-04-01,128.1061495214167
2021-04-02,123.16625491749431
2021-04-05,124.53080526403546
2021-04-06,121.99921711112378
2021-04-07,124.40006891570086
2021-04-08,128.5264074927285
2021-04-09,132.35904716376604
2021-04-12,127.02581316849299
2021-04-13,131.08123852310018
2021-04-14,133.72089248910788
2021-04-15,134.25374249863768
2021-04-16,132.33355445040226
2021-04-19,129.00596939594377
2021-04-20,128.2724273861145
2021-04-21,127.18202448955074
2021-04-22,126.1887661657677
2021-04-23,120.79665163468736
2021-04-26,123.92196611287571
2021-04-27,121.89401409656652
2021-04-28,124.04745146812186
2021-04-29,124.23617237413366
2021-04-30,121.35028962367716
2021-05-03,124.3044492011261
2021-05-04,124.37283077368348
2021-05-05,125.52825341551033
2021-05-06,121.95581927637537
2021-05-07,119.75981283499762
2021-05-10,119.37677345534767
2021-05-11,120.47699083339604
2021-05-12,119.67371207826066
2021-05-13,120.10527408110828
2021-05-14,120.09201321044968
2021-05-17,119.14876200684037
2021-05-18,119.03297152701381
2021-05-19,118.05555091613944
2021-05-20,115.46121123223188
2021-05-21,118.92645305095553
2021-05-24,119.09204248648388
2021-05-25,119.17180950577668
2021-05-26,118.47821827731934
2021-05-27,118.74610878701925
2021-05-28,116.23376046823854
2021-05-31,116.68609966056047
2021-06-01,115.02023762493432
2021-06-02,115.06638232418254
2021-06-03,112.75679869909222
2021-06-04,111.92769955880844
2021-06-07,109.58388490866763
2021-06-08,111.4824200551369
2021-06-09,115.5732896810349
2021-06-10,119.25867405196776
2021-06-11,121.75924672415158
2021-06-14,119.61280150288147
2021-06-15,120.5464285425823
2021-06-16,127.14897943999455
2021-06-17,126.98772690641272
2021-06-18,125.27793421045472
2021-06-21,128.49249205001155
2021-06-22,130.04563718435543
2021-06-23,128.06399492700663
2021-06-24,125.81221021174987
2021-06-25,125.87598895282837
2021-06-28,124.03898114928491
2021-06-29,125.4219745086911
2021-06-30,129.8702569448749
2021-07-01,126.31226505883788
2021-07-02,123.9836425145478
2021-07-05,121.63063541407634
2021-07-06,119.59339402632996
2021-07-07,118.10814949558832
2021-07-08,124.8831010360119
2021-07-09,122.77495094562403
2021-07-12,121.0937014280952
2021-07-13,119.23796930409196
2021-07-14,122.02230342783028
2021-07-15,123.90149913938266
2021-07-16,125.54756091815652
2021-07-19,126.55444156522049
2021-07-20,128.2429998931469
2021-07-21,129.5185060444565
2021-07-22,128.0632348840212
2021-07-23,121.61779888207089
2021-07-26,117.62888982164571
2021-07-27,119.83182372542363
2021-07-28,120.75354384178678
2021-07-29,122.24313436546083
2021-07-30,119.6342786751418
2021-08-02,124.16468925316356
2021-08-03,123.80093813549034
2021-08-04,125.6865217867789
2021-08-05,127.90473907655517
2021-08-06,126.12142564183056
2021-08-09,126.1750404493537
2021-08-10,132.9453609971008
2021-08-11,128.48461008143508
2021-08-12,129.78961381183908
2021-08-13,128.77337581248767
2021-08-16,127.10678775208537
2021-08-17,125.59732864511142
2021-08-18,122.7127593958716
2021-08-19,123.9472698544326
2021-08-20,120.3537209151763
2021-08-23,119.0276683555599
2021-08-24,119.99464551294828
2021-08-25,123.50487687118328
2021-08-26,124.31269583419348
2021-08-27,125.8676555709569
2021-08-30,129.51308947712883
2021-08-31,131.87993207563207
2021-09-01,133.522535819927
2021-09-02,132.20580411021942
2021-09-03,132.59140316417646
2021-09-06,134.77874216863745
2021-09-07,136.05322123065653
2021-09-08,140.03656873022825
2021-09-09,141.9597829105361
2021-09-10,139.80001946752938
2021-09-13,139.4893064156859
2021-09-14,136.50057829450625
2021-09-15,130.2291030945726
2021-09-16,136.02304416592833
2021-09-17,139.49735232359998
2021-09-20,141.5595199476352
2021-09-21,140.85972868479826
2021-09-22,142.723968322769
2021-09-23,142.28411909419617
2021-09-24,141.14858581731096
2021-09-27,137.48658693178342
2021-09-28,138.15425138224725
2021-09-29,134.69240236170432
2021-09-30,133.06302289388123
2021-10-01,131.74722320940796
2021-10-04,127.68080092720504
2021-10-05,128.53578906940027
2021-10-06,123.11208028857219
2021-10-07,122.03945921240879
2021-10-08,120.67532378678122
2021-10-11,116.04267650037801
2021-10-12,117.85439297696996
2021-10-13,118.38468589259327
2021-10-14,118.29069121926007
2021-10-15,118.31995232950925
2021-10-18,118.91808625889115
2021-10-19,117.20847327041461
2021-10-20,118.54337341778182
2021-10-21,114.88986186264559
2021-10-22,118.794314760719
2021-10-25,115.84011886171255
2021-10-26,122.04199542379155
2021-10-27,127.3935442766539
2021-10-28,127.56381927454972
2021-10-29,131.3677115084025
2021-11-01,128.3227128822855
2021-11-02,132.18025029122586
2021-11-03,135.42339282153847
2021-11-04,138.14067205250828
2021-11-05,139.91473390077263
2021-11-08,140.1288697910813
2021-11-09,135.77572857592685
2021-11-10,132.96627776297208
2021-11-11,134.62866202550748
2021-11-12,130.6341844772871
2021-11-15,134.6985625343361
2021-11-16,135.264330929203
2021-11-17,135.37536800857623
2021-11-18,140.90187740097363
2021-11-19,136.39784947431042
2021-11-22,130.83001758783288
2021-11-23,130.18570308580368
2021-11-24,129.51390908348347
2021-11-25,128.72171836579994
2021-11-26,130.36232841194567
2021-11-29,129.91605539439018
2021-11-30,129.64116030172121
2021-12-01,129.4480199151245
2021-12-02,131.04167612522377
2021-12-03,126.51604183765136
2021-12-06,128.03617114018465
2021-12-07,125.54566654344659
2021-12-08,125.76507518360427
2021-12-09,123.65639416396914
2021-12-10,121.16690189116065
2021-12-13,119.54086303493311
2021-12-14,115.18769723577746
2021-12-15,113.89402325089729
2021-12-16,116.56309430274413
2021-12-17,114.95042234936304
2021-12-20,115.3810201992574
2021-12-21,117.46877734044297
2021-12-22,118.23824898911076
2021-12-23,119.89693791434149
2021-12-24,121.42487212009459
2021-12-27,123.5618041218953
2021-12-28,121.76559636289166
2021-12-29,118.43362767953855
2021-12-30,122.5415221426438
2021-12-31,118.51058838433904
2022-01-03,118.68293107337655
2022-01-04,116.33966167439601
2022-01-05,118.60508393122676
2022-01-06,117.84541658932983
2022-01-07,118.03446003443057
2022-01-10,114.72426382707954
2022-01-11,110.96954890758389
2022-01-12,112.50584912960267
2022-01-13,112.59055481131553
2022-01-14,112.56731184068454
2022-01-17,114.89810056549175
2022-01-18,116.78462956080833
2022-01-19,118.16539449565677
2022-01-20,117.92273690407397
2022-01-21,118.85364589905147
2022-01-24,120.81373125405229
2022-01-25,123.69353537226723
2022-01-26,123.87768389060238
2022-01-27,125.53268358152071
2022-01-28,124.99239589174368
2022-01-31,130.44027004472377
2022-02-01,133.56082792120992
2022-02-02,136.131064841946
2022-02-03,132.58313608944425
2022-02-04,126.71049016370429
2022-02-07,133.24906269064644
2022-02-08,138.02423627263343
2022-02-09,139.65145090873335
2022-02-10,143.00431999594298
2022-02-11,140.65588891653442
2022-02-14,144.62225759812767
2022-02-15,152.0573674756794
2022-02-16,152.23421772780839
2022-02-17,147.3788157992559
2022-02-18,145.51866974228682
2022-02-21,143.394046565624
2022-02-22,144.3683521855875
2022-02-23,149.71297457239655
2022-02-24,156.46547591944258
2022-02-25,156.16160369628335
2022-02-28,159.78048961978078
2022-03-01,158.0651266284111
2022-03-02,161.12507284404822
2022-03-03,162.1064695940328
2022-03-04,163.6843987098275
2022-03-07,161.11417114421738
2022-03-08,158.47054485907515
2022-03-09,164.1007999285957
2022-03-10,158.71723284825626
2022-03-11,157.47396843479774
2022-03-14,163.7026530276621
2022-03-15,157.7562715282956
2022-03-16,157.1314952738419
2022-03-17,162.3985908324171
2022-03-18,162.891150652537
2022-03-21,163.49390378505262
2022-03-22,156.34956450558192
2022-03-23,157.9490879382895
2022-03-24,156.93473761342918
2022-03-25,156.49137133460545
2022-03-28,154.290041347351
2022-03-29,154.53218327843896
2022-03-30,156.96282873968107
2022-03-31,161.71726714840378
2022-04-01,162.022709596359
2022-04-04,162.14649550883
2022-04-05,161.19086157135771
2022-04-06,161.86861831105085
2022-04-07,161.81277977740868
2022-04-08,158.29555223365944
2022-04-11,154.89682570758117
2022-04-12,152.0126461392082
2022-04-13,151.81082077880478
2022-04-14,150.37637118842756
2022-04-15,156.90110821882672
2022-04-18,161.69866342078447
2022-04-19,161.49352559875058
2022-04-20,160.01452708503723
2022-04-21,153.7480370508235
2022-04-22,156.5442597443904
2022-04-25,159.25793750523715
2022-04-26,154.72098714262307
2022-04-27,157.46580964600406
2022-04-28,157.72157229813115
2022-04-29,148.5736721134281
2022-05-02,147.15068733323983
2022-05-03,148.84956439092633
2022-05-04,146.45149163735093
2022-05-05,143.52361190967315
2022-05-06,147.69297278238443
2022-05-09,151.83014649832245
2022-05-10,152.63423606561494
2022-05-11,153.35302105229925
2022-05-12,159.8714473602289
2022-05-13,161.00166896067242
2022-05-16,162.79588719766483
2022-05-17,165.76100650189244
2022-05-18,161.34376689376984
2022-05-19,159.89033406404022
2022-05-20,155.56702206925922
2022-05-23,149.20850343969175
2022-05-24,155.81841853106903
2022-05-25,155.23130145049072
2022-05-26,157.93012053762646
2022-05-27,160.26556238361238
2022-05-30,157.47419518950144
2022-05-31,157.9931674820476
2022-06-01,157.0520859557584
2022-06-02,159.9530313422987
2022-06-03,158.48380409499453
2022-06-06,157.39820028443393
2022-06-07,158.51341679434702
2022-06-08,156.71743285557034
2022-06-09,153.69268434750313
2022-06-10,150.5629930931491
2022-06-13,152.4225979442681
2022-06-14,152.19846325168461
2022-06-15,150.19965988868563
2022-06-16,150.03799231281232
2022-06-17,149.45572626194073
2022-06-20,151.89221835679865
2022-06-21,153.3203954322253
2022-06-22,155.46501958994193
2022-06-23,156.30166680654287
2022-06-24,151.86039763253618
2022-06-27,150.52785384656943
2022-06-28,152.523374244809
2022-06-29,152.46408348229355
2022-06-30,150.90879549810447
2022-07-01,157.6088311057044
2022-07-04,154.89452113013294
2022-07-05,154.33020719673166
2022-07-06,152.91346140579617
2022-07-07,151.4725276809114
2022-07-08,153.33696847352098
2022-07-11,154.43147985898753
2022-07-12,152.38793889980772
2022-07-13,156.07462916439553
2022-07-14,155.34074714709448
2022-07-15,158.87105404204806
2022-07-18,156.51477676687944
2022-07-19,155.7567854543789
2022-07-20,160.59076400843117
2022-07-21,161.89367856733207
2022-07-22,164.52216686894155
2022-07-25,161.751597530195
2022-07-26,159.54796792731776
2022-07-27,163.85396335202563
2022-07-28,167.81940943983804
2022-07-29,169.91873862361513
2022-08-01,165.22263840578188
2022-08-02,166.18566826604243
2022-08-03,172.249784217941
2022-08-04,170.55177506635755
2022-08-05,170.717643983646
2022-08-08,169.6809535758331
2022-08-09,168.4624060990151
2022-08-10,162.22420515492226
2022-08-11,158.18550183896843
2022-08-12,157.77791731649089
2022-08-15,154.77952356410552
2022-08-16,149.64115083129565
2022-08-17,149.6311438607294
2022-08-18,151.32213622871845
2022-08-19,150.34502716213788
2022-08-22,142.9750634743234
2022-08-23,138.006118563461
2022-08-24,139.2959274800888
2022-08-25,142.23651452538564
2022-08-26,140.59825701339912
2022-08-29,141.70330933029163
2022-08-30,142.3542725570671
2022-08-31,144.86612361190228
2022-09-01,144.83374968740077
2022-09-02,141.83079489619067
2022-09-05,140.88950042344902
2022-09-06,139.97076898628154
2022-09-07,138.9392178424279
2022-09-08,140.13788039572975
2022-09-09,141.77705715119194
2022-09-12,138.33480035684414
2022-09-13,135.9006187126388
2022-09-14,139.4171166663084
2022-09-15,139.004705341355
2022-09-16,136.53242064573072
2022-09-19,142.20174629875714
2022-09-20,140.76149627148337
2022-09-21,143.80703052967004
2022-09-22,142.90339395963912
2022-09-23,136.4241296679913
2022-09-26,139.26183942583998
2022-09-27,137.8098334983858
2022-09-28,135.44266246862463
2022-09-29,132.7594666995561
2022-09-30,130.49812903878532
2022-10-03,135.3932951582135
2022-10-04,139.5803111188318
2022-10-05,134.6515187337675
2022-10-06,133.19526532200308
2022-10-07,131.32578646513002
2022-10-10,132.75205040632613
2022-10-11,139.9288587308336
2022-10-12,136.41226732634013
2022-10-13,138.86880269925592
2022-10-14,142.10616569859855
2022-10-17,147.62704133789254
2022-10-18,145.96485535275679
2022-10-19,152.42366615057898
2022-10-20,159.95138966803316
2022-10-21,162.71425161473343
2022-10-24,161.85293448122465
2022-10-25,160.63808949077057
2022-10-26,159.4695462962127
2022-10-27,158.86480416685473
2022-10-28,159.82589491777708
2022-10-31,157.30371336507687
2022-11-01,157.73014675265503
2022-11-02,155.16106905329525
2022-11-03,153.80861907121343
2022-11-04,156.8547912795951
2022-11-07,158.75802341494483
2022-11-08,167.95746453619927
2022-11-09,168.14772548704084
2022-11-10,167.85496523203525
2022-11-11,167.03536701345516
2022-11-14,171.89950776200018
2022-11-15,171.74144255973397
2022-11-16,174.77784130252056
2022-11-17,171.4851916969127
2022-11-18,171.42380711782516
2022-11-21,170.12032537839514
2022-11-22,165.31436655424767
2022-11-23,162.7014916700093
2022-11-24,159.7010397222087
2022-11-25,155.70147714855636
2022-11-28,157.94328755105178
2022-11-29,162.99723191788055
2022-11-30,161.72910787749782
2022-12-01,163.09392277745422
2022-12-02,156.8790870375235
2022-12-05,160.47348967120348
2022-12-06,158.286119991484
2022-12-07,162.57754440075425
2022-12-08,159.0558079646526
2022-12-09,161.78597099312512
2022-12-12,157.36113573366583
2022-12-13,155.30065421676588
2022-12-14,160.50206990197762
2022-12-15,162.39845335098073
2022-12-16,161.2905337458887
2022-12-19,163.0294546004342
2022-12-20,158.95654096782343
2022-12-21,166.86575258687344
2022-12-22,165.75243114498915
2022-12-23,166.12135531526704
2022-12-26,163.86542575539326
2022-12-27,165.6102276028713
2022-12-28,162.3135642134336
2022-12-29,156.57591709796736
2022-12-30,152.8616434939751
2023-01-02,146.39435672476768
2023-01-03,148.67140668514676
2023-01-04,146.3730879529688
2023-01-05,146.4903759609579
2023-01-06,143.54075347014532
2023-01-09,141.19365682534107
2023-01-10,140.0468567123978
2023-01-11,138.6529959769314
2023-01-12,138.62529840283943
2023-01-13,137.33287528993998
2023-01-16,135.1959004158509
2023-01-17,130.44158310880113
2023-01-18,133.6156823191679
2023-01-19,133.97231427952423
2023-01-20,136.33608287618674
2023-01-23,136.11610896016495
2023-01-24,128.33684131948576
2023-01-25,127.17120122606065
2023-01-26,126.28967765325686
2023-01-27,127.63360161501323
2023-01-30,126.34635532024038
2023-01-31,121.5442750334002
2023-02-01,122.3099529852517
2023-02-02,123.59842998834466
2023-02-03,123.79596719838179
2023-02-06,121.28593823599793
2023-02-07,123.56949716360239
2023-02-08,121.49316270369783
2023-02-09,118.81529753678362
2023-02-10,121.21957085392722
2023-02-13,121.09212307039171
2023-02-14,123.04630579809255
2023-02-15,125.05894277990218
2023-02-16,127.16322913338789
2023-02-17,125.28517070128645
2023-02-20,122.61151038503313
2023-02-21,124.89275618187528
2023-02-22,125.1274990360974
2023-02-23,123.57507188090194
2023-02-24,122.64297527337825
2023-02-27,125.28292844520921
2023-02-28,125.33100197572843
2023-03-01,126.41655069331748
2023-03-02,122.90579864782279
2023-03-03,123.69516649175583
2023-03-06,124.66881885149843
2023-03-07,129.0594721220283
2023-03-08,129.29051035791073
2023-03-09,125.3463986133046
2023-03-10,123.0903839789885
2023-03-13,129.80483544653927
2023-03-14,128.15549698755575
2023-03-15,130.41579948885726
2023-03-16,133.07276753527046
2023-03-17,133.39356699487783
2023-03-20,123.89019922404424
2023-03-21,122.0697868549547
2023-03-22,121.83292565751685
2023-03-23,124.61056774748813
2023-03-24,120.03722830212749
2023-03-27,119.24762902198704
2023-03-28,123.69000518574119
2023-03-29,121.42353226448496
2023-03-30,118.73086343552198
2023-03-31,120.34319553291925
2023-04-03,115.380872987526
2023-04-04,117.30773808660634
2023-04-05,113.73622633139021
2023-04-06,114.87458956175263
2023-04-07,114.90042960244025
2023-04-10,116.72844678248593
2023-04-11,116.35099739244231
2023-04-12,116.64012044287347
2023-04-13,116.74688721052368
2023-04-14,114.14997039879371
2023-04-17,114.76794251296597
2023-04-18,114.3626659807985
2023-04-19,113.06593223373756
2023-04-20,115.27172422069735
2023-04-21,116.95598138988164
2023-04-24,112.69133418732069
2023-04-25,111.99802793973011
2023-04-26,111.19917828042018
2023-04-27,110.75116785798882
2023-04-28,108.94215208534276
2023-05-01,108.19978296248918
2023-05-02,109.40531282058004
2023-05-03,108.49683450465884
2023-05-04,109.24116329347963
2023-05-05,112.8496671485486
2023-05-08,113.79365045053649
2023-05-09,116.57370694794729
2023-05-10,118.1115261374076
2023-05-11,118.08957367984648
2023-05-12,119.33991259270316
2023-05-15,118.36015888963509
2023-05-16,119.25363993206551
2023-05-17,116.49265622112613
2023-05-18,114.2840425879349
2023-05-19,114.21777623983985
2023-05-22,115.51931648097639
2023-05-23,116.01621208327363
2023-05-24,114.92786844705316
2023-05-25,117.09121416860533
2023-05-26,121.01963059488692
2023-05-29,119.17008766086025
2023-05-30,115.51317993064245
2023-05-31,114.71480517218063
2023-06-01,118.03149082678257
2023-06-02,115.3558310219202
2023-06-05,114.33712270514393
2023-06-06,116.70039962798
2023-06-07,119.71553716443987
2023-06-08,122.15053153229756
2023-06-09,118.19798029035101
2023-06-12,116.70991614459699
2023-06-13,116.79127715909931
2023-06-14,113.9559056078225
2023-06-15,112.13947017632636
2023-06-16,112.44362598438761
2023-06-19,111.46296179581695
2023-06-20,112.33884739125476
2023-06-21,110.6684128903599
2023-06-22,112.25674460806869
2023-06-23,111.20901031245141
2023-06-26,112.64245845316167
2023-06-27,113.36004819839161
2023-06-28,112.16346613176626
2023-06-29,113.89614513905347
2023-06-30,110.88748882299319
2023-07-03,108.42177973951435
2023-07-04,108.91310234525625
2023-07-05,106.97007412875932
2023-07-06,104.49544231527757
2023-07-07,101.91374093905104
2023-07-10,99.28989094452459
2023-07-11,99.40691878432375
2023-07-12,99.38820293845251
2023-07-13,101.45093244018904
2023-07-14,99.86174637733778
2023-07-17,100.48326363228307
2023-07-18,103.40806173133664
2023-07-19,103.91436559348061
2023-07-20,102.45184121359233
2023-07-21,103.96366726223228
2023-07-24,106.72171474437562
2023-07-25,104.33621109941693
2023-07-26,102.15633441230742
2023-07-27,103.2654653851826
2023-07-28,98.34848179128576
2023-07-31,99.44189980711009
