Date,TAP
2020-11-02,168.60377291846766
2020-11-03,162.2377099727617
2020-11-04,164.5469904676903
2020-11-05,170.0388006805006
2020-11-06,166.98912061239486
2020-11-09,169.84546832786938
2020-11-10,165.63597687412482
2020-11-11,167.8835807429479
2020-11-12,163.7261544451452
2020-11-13,159.93452950813497
2020-11-16,162.11082984609
2020-11-17,158.41781494349328
2020-11-18,164.82371075413474
2020-11-19,163.49523987360823
2020-11-20,164.95757782816958
2020-11-23,166.28185914405535
2020-11-24,166.56385624826578
2020-11-25,167.72708304374783
2020-11-26,166.6380167553279
2020-11-27,162.3886717108606
2020-11-30,159.53565663828792
2020-12-01,161.48143346032236
2020-12-02,163.34816173989174
2020-12-03,157.91191681716955
2020-12-04,163.7992836270564
2020-12-07,169.26024102445948
2020-12-08,158.3380147401937
2020-12-09,155.7475643756624
2020-12-10,149.27301686322429
2020-12-11,150.3405137844474
2020-12-14,150.88161750027933
2020-12-15,155.81431468558327
2020-12-16,158.69961310255627
2020-12-17,165.4941132834309
2020-12-18,163.0106154810666
2020-12-21,164.45913565756425
2020-12-22,165.80422035397544
2020-12-23,170.1790883002717
2020-12-24,171.81385402547025
2020-12-25,180.97771047933165
2020-12-28,188.42594790348156
2020-12-29,192.9111214080416
2020-12-30,196.0163322555063
2020-12-31,198.62957374514045
2021-01-01,194.8308689412676
2021-01-04,191.31470402614875
2021-01-05,188.80784051838424
2021-01-06,185.31258234995641
2021-01-07,187.4147536401416
2021-01-08,189.0958634464053
2021-01-11,183.56826269777832
2021-01-12,181.128616271999
2021-01-13,185.175539759969
2021-01-14,188.12290828673355
2021-01-15,186.52321987898264
2021-01-18,189.5694697768012
2021-01-19,188.71381675466884
2021-01-20,193.51076233503827
2021-01-21,190.51879433844644
2021-01-22,201.8712969751503
2021-01-25,205.58504461874188
2021-01-26,204.85347090306755
2021-01-27,202.2654518880051
2021-01-28,205.91117099254475
2021-01-29,187.32393719148754
2021-02-01,187.3982437340148
2021-02-02,193.7200101611292
2021-02-03,191.305020419297
2021-02-04,188.30197822219446
2021-02-05,188.58509806672794
2021-02-08,181.51673130701644
2021-02-09,178.70973123581854
2021-02-10,186.04713354491182
2021-02-11,185.6271818332765
2021-02-12,184.77370709004987
2021-02-15,184.98133672719072
2021-02-16,180.31993058536955
2021-02-17,174.98127402884342
2021-02-18,179.29728559333572
2021-02-19,180.0386321301074
2021-02-22,187.71987998287622
2021-02-23,183.9418430041961
2021-02-24,187.2425444931138
2021-02-25,183.99045185635504
2021-02-26,181.30088784144417
2021-03-01,178.9887280171241
2021-03-02,172.0241342026296
2021-03-03,172.93874597566483
2021-03-04,174.35982201814807
2021-03-05,176.51915507990782
2021-03-08,176.26729348204637
2021-03-09,175.18937250696453
2021-03-10,177.37150106478336
2021-03-11,176.44793637924977
2021-03-12,179.03700441650736
2021-03-15,181.2398493203373
2021-03-16,183.44726895731276
2021-03-17,181.67910478078403
2021-03-18,181.71301311509902
2021-03-19,183.70665666300303
2021-03-22,183.21336978867532
2021-03-23,180.98066203054765
2021-03-24,173.25884668186308
2021-03-25,177.492750634306
2021-03-26,177.8060299355734
2021-03-29,179.19304354324728
2021-03-30,184.81483471549254
2021-03-31,184.69265732630896
2021-04-01,184.6998308420852
2021-04-02,195.09648946649554
2021-04-05,191.76802719850443
2021-04-06,185.7454586984004
2021-04-07,187.85250100148664
2021-04-08,188.40251705358224
2021-04-09,197.00090934251594
2021-04-12,191.11613039574974
2021-04-13,191.65431148510228
2021-04-14,184.36756597471435
2021-04-15,184.90063996445693
2021-04-16,183.20030540169756
2021-04-19,184.2954605860482
2021-04-20,187.42272011319196
2021-04-21,187.78830780290224
2021-04-22,181.96497971746012
2021-04-23,185.31195094071924
2021-04-26,182.19197252952947
2021-04-27,177.43444225443744
2021-04-28,179.9106796007687
2021-04-29,176.5217952801386
2021-04-30,184.01508230381486
2021-05-03,189.97912635937004
2021-05-04,199.07181907144184
2021-05-05,205.78687032521185
2021-05-06,204.31137920372046
2021-05-07,204.79491905046225
2021-05-10,208.66888276953654
2021-05-11,207.06751394816757
2021-05-12,209.72421784299166
2021-05-13,223.3021594980826
2021-05-14,225.78992196348628
2021-05-17,213.21049296287788
2021-05-18,206.62245321482186
2021-05-19,201.30693638266013
2021-05-20,195.38910289911738
2021-05-21,197.18195667294108
2021-05-24,199.43450680768737
2021-05-25,197.9579853461259
2021-05-26,192.67651488390734
2021-05-27,186.94389097300208
2021-05-28,185.0534064841518
2021-05-31,186.01385618482766
2021-06-01,193.12301750105715
2021-06-02,193.19006302627832
2021-06-03,192.2190799002749
2021-06-04,183.18294911708426
2021-06-07,182.9985967425144
2021-06-08,178.71475118926227
2021-06-09,186.90525555693597
2021-06-10,187.5149130247795
2021-06-11,187.62582945373546
2021-06-14,186.9610380301096
2021-06-15,180.76429648747805
2021-06-16,178.49087266312267
2021-06-17,177.25953211731326
2021-06-18,178.7025140454792
2021-06-21,178.69416554857085
2021-06-22,176.51887123164943
2021-06-23,168.2147851742139
2021-06-24,167.96934299710156
2021-06-25,163.44217648186932
2021-06-28,159.72362227702345
2021-06-29,155.4368235578278
2021-06-30,153.41527764792988
2021-07-01,161.02237866442056
2021-07-02,155.4946053401907
2021-07-05,158.31252038262792
2021-07-06,159.65938284313953
2021-07-07,159.0281841975934
2021-07-08,163.98095609734568
2021-07-09,167.13472597665782
2021-07-12,162.90556841174043
2021-07-13,161.64281714726357
2021-07-14,159.5338559006691
2021-07-15,160.6419227002429
2021-07-16,161.04803599363004
2021-07-19,157.99695606570856
2021-07-20,157.87539717392536
2021-07-21,160.8961291344885
2021-07-22,152.0283707671942
2021-07-23,156.56103059301682
2021-07-26,161.55726277861737
2021-07-27,162.00692225392123
2021-07-28,164.98633361509778
2021-07-29,163.04347381425066
2021-07-30,166.10407563084263
2021-08-02,163.07491101856294
2021-08-03,169.32001811530264
2021-08-04,172.80167690366852
2021-08-05,167.60637936390876
2021-08-06,170.53046592014616
2021-08-09,170.7382354073671
2021-08-10,165.09357826364058
2021-08-11,160.941602141836
2021-08-12,151.76780794252016
2021-08-13,152.67184635135123
2021-08-16,148.73383023110958
2021-08-17,151.28576370491157
2021-08-18,145.63445953943892
2021-08-19,145.96097243515794
2021-08-20,148.81287729244096
2021-08-23,154.63623439566513
2021-08-24,157.28621831006447
2021-08-25,153.720985238152
2021-08-26,146.39561791057997
2021-08-27,151.32648242512033
2021-08-30,147.2451307560903
2021-08-31,148.65081253598464
2021-09-01,145.93339043334313
2021-09-02,147.80346757122405
2021-09-03,149.048909696606
2021-09-06,145.56139126572123
2021-09-07,145.85441759982217
2021-09-08,143.75404121487452
2021-09-09,141.7640128608084
2021-09-10,138.21121609274363
2021-09-13,146.41504755438783
2021-09-14,150.68420994667238
2021-09-15,152.98517326979052
2021-09-16,149.22619630709735
2021-09-17,150.8112106401387
2021-09-20,155.17209639731595
2021-09-21,155.0627402805019
2021-09-22,153.7434008450132
2021-09-23,157.57392193828588
2021-09-24,156.85937840484735
2021-09-27,157.07120904798967
2021-09-28,155.06711872821322
2021-09-29,154.54039583207
2021-09-30,157.1496563777949
2021-10-01,156.85898452566926
2021-10-04,166.30533563200018
2021-10-05,169.85554022235692
2021-10-06,171.68649382651083
2021-10-07,166.94146596634786
2021-10-08,166.9348280634145
2021-10-11,172.74019652274038
2021-10-12,175.60952653638208
2021-10-13,169.92859641636778
2021-10-14,169.19212973998765
2021-10-15,168.30760091733825
2021-10-18,164.89485637164478
2021-10-19,169.05348160690036
2021-10-20,170.02856525007053
2021-10-21,169.30072691289993
2021-10-22,171.58232733747667
2021-10-25,178.70841211794857
2021-10-26,175.3054438990001
2021-10-27,182.31871763287475
2021-10-28,174.90073589947858
2021-10-29,169.58933481917893
2021-11-01,175.0458384868635
2021-11-02,170.29097314739508
2021-11-03,172.66401810100203
2021-11-04,166.3998380072266
2021-11-05,160.9920191788383
2021-11-08,160.94647162261666
2021-11-09,165.81779628988943
2021-11-10,160.70537495892145
2021-11-11,158.38281790757785
2021-11-12,159.41902592290094
2021-11-15,163.27652939724348
2021-11-16,166.26219351812875
2021-11-17,168.64973301914947
2021-11-18,170.36202141939017
2021-11-19,165.89327845408198
2021-11-22,164.04734040327412
2021-11-23,165.9877351064336
2021-11-24,165.79218879189617
2021-11-25,164.4408490714172
2021-11-26,158.4315592584725
2021-11-29,152.30913939466808
2021-11-30,148.93122880924903
2021-12-01,146.36897481669587
2021-12-02,142.671240768069
2021-12-03,145.99376729876766
2021-12-06,147.92082015780136
2021-12-07,148.56456285992115
2021-12-08,152.72237837539797
2021-12-09,148.2211483795428
2021-12-10,153.92937477692166
2021-12-13,155.79052915427457
2021-12-14,153.84673007972177
2021-12-15,152.7680002101977
2021-12-16,160.11730976516415
2021-12-17,159.51927215191444
2021-12-20,157.463033920564
2021-12-21,156.31875344865364
2021-12-22,155.28674827040192
2021-12-23,158.977495628012
2021-12-24,165.20716800011382
2021-12-27,174.37218041255912
2021-12-28,176.06364016049187
2021-12-29,177.19592436241285
2021-12-30,168.92507238523078
2021-12-31,168.27784621664873
2022-01-03,160.09814902663967
2022-01-04,165.52008039726945
2022-01-05,169.48275103117876
2022-01-06,172.76424331332402
2022-01-07,170.54496771289078
2022-01-10,168.83403725314122
2022-01-11,171.22722181382468
2022-01-12,166.55486384778422
2022-01-13,168.3384606934097
2022-01-14,173.06563640659527
2022-01-17,173.84356295328507
2022-01-18,173.8463038037302
2022-01-19,169.69310176752035
2022-01-20,165.65530721731778
2022-01-21,162.54155543536908
2022-01-24,163.01845623954478
2022-01-25,168.98530529239932
2022-01-26,170.4017581296159
2022-01-27,166.03403535076217
2022-01-28,163.6384347802915
2022-01-31,169.63247654659156
2022-02-01,172.89585993903407
2022-02-02,167.37998386533235
2022-02-03,170.8664285789096
2022-02-04,174.10466681103136
2022-02-07,169.38715421486066
2022-02-08,171.45691050460462
2022-02-09,162.5706169531156
2022-02-10,159.89920088391278
2022-02-11,162.00868927182688
2022-02-14,161.0615988329537
2022-02-15,158.51238232843582
2022-02-16,158.88016762918738
2022-02-17,155.14327332592464
2022-02-18,156.69665343106334
2022-02-21,153.7132403525521
2022-02-22,164.02218127000643
2022-02-23,162.2599998111205
2022-02-24,165.90890289926338
2022-02-25,159.30267856291084
2022-02-28,159.16088302040757
2022-03-01,163.05808693685256
2022-03-02,158.75219492118694
2022-03-03,158.18637063287727
2022-03-04,154.18417532837762
2022-03-07,150.46535872686118
2022-03-08,154.03385781805264
2022-03-09,159.7014272260194
2022-03-10,165.50421301065418
2022-03-11,164.35345184376467
2022-03-14,161.09055367110972
2022-03-15,159.36457995794103
2022-03-16,153.13644037230594
2022-03-17,149.42377085788561
2022-03-18,144.06933861002588
2022-03-21,141.01714832228117
2022-03-22,135.99418354386407
2022-03-23,136.56401832628964
2022-03-24,135.41443367294633
2022-03-25,132.11918026497762
2022-03-28,129.40818886415605
2022-03-29,132.25084004613302
2022-03-30,132.55003804840624
2022-03-31,131.15828099040434
2022-04-01,137.7152271962429
2022-04-04,138.64777951817334
2022-04-05,132.4589755534359
2022-04-06,134.94338049035787
2022-04-07,136.69617593461479
2022-04-08,138.31386994699784
2022-04-11,141.6560830563476
2022-04-12,138.01613720905618
2022-04-13,133.9284575960202
2022-04-14,135.79655456191625
2022-04-15,140.82997343993003
2022-04-18,138.67753325636176
2022-04-19,136.57221871136025
2022-04-20,141.4730931052579
2022-04-21,140.6673367854033
2022-04-22,144.23590324252194
2022-04-25,146.80426742894505
2022-04-26,144.6897244816617
2022-04-27,141.94602659223014
2022-04-28,140.89237543593322
2022-04-29,143.41834084384624
2022-05-02,149.0313064800292
2022-05-03,148.31020292451137
2022-05-04,143.6875133248075
2022-05-05,141.73746196479354
2022-05-06,139.3492216333821
2022-05-09,139.71581070957006
2022-05-10,141.94024787698135
2022-05-11,142.85885231334552
2022-05-12,146.64426104021263
2022-05-13,142.65581286773698
2022-05-16,148.46980968981987
2022-05-17,145.07148088120525
2022-05-18,141.21302596859513
2022-05-19,139.08645901457336
2022-05-20,137.4475085514317
2022-05-23,136.89747068995402
2022-05-24,138.82481198768104
2022-05-25,140.64956904569206
2022-05-26,142.881902716912
2022-05-27,143.66894217969485
2022-05-30,139.08891266460176
2022-05-31,135.1247702253483
2022-06-01,132.18194973851152
2022-06-02,134.2622694186562
2022-06-03,136.11940882769525
2022-06-06,141.4220990258698
2022-06-07,138.704930022438
2022-06-08,140.9321265913289
2022-06-09,139.1707358111049
2022-06-10,142.34440805236812
2022-06-13,144.08730976222088
2022-06-14,144.6851507103142
2022-06-15,143.98840549047046
2022-06-16,145.3936739201871
2022-06-17,144.7638075617499
2022-06-20,139.50640256460537
2022-06-21,134.33481151025003
2022-06-22,139.32197033030982
2022-06-23,142.67037607641444
2022-06-24,137.97965855913367
2022-06-27,138.01972958497953
2022-06-28,136.2956226923499
2022-06-29,134.23558756277538
2022-06-30,133.97166151717965
2022-07-01,133.27865289193082
2022-07-04,126.79374689924063
2022-07-05,119.51745540496084
2022-07-06,118.53572922909201
2022-07-07,120.0530281055085
2022-07-08,121.16210922770368
2022-07-11,120.41914281702503
2022-07-12,119.9005901232701
2022-07-13,122.66584410708333
2022-07-14,123.76032401143084
2022-07-15,122.35315831528145
2022-07-18,120.94106246919102
2022-07-19,123.45671105446412
2022-07-20,123.43213187886359
2022-07-21,124.14155183140167
2022-07-22,124.18850566917911
2022-07-25,125.90361808231688
2022-07-26,125.23060336614587
2022-07-27,124.32707346002226
2022-07-28,117.62840153489395
2022-07-29,115.83198369022593
2022-08-01,117.85459531190352
2022-08-02,116.36083316144195
2022-08-03,115.8072286033305
2022-08-04,115.18807653041172
2022-08-05,111.26410504814095
2022-08-08,111.84317811733746
2022-08-09,115.26761764768702
2022-08-10,115.6577008698474
2022-08-11,112.48101831448741
2022-08-12,114.16392950660705
2022-08-15,111.54009490498929
2022-08-16,117.6217823244988
2022-08-17,112.72910968267287
2022-08-18,112.87755352956631
2022-08-19,108.35354255412473
2022-08-22,103.81903988698213
2022-08-23,102.72977250060332
2022-08-24,104.0372108528838
2022-08-25,104.16409911052193
2022-08-26,100.1271652966149
2022-08-29,98.74503416009749
2022-08-30,94.48974542247734
2022-08-31,95.89546017462763
2022-09-01,97.82040811491451
2022-09-02,96.14671810469808
2022-09-05,99.09317129213727
2022-09-06,95.12444639643918
2022-09-07,92.93632217242028
2022-09-08,92.80460302142218
2022-09-09,94.30972530120331
2022-09-12,94.18155756802548
2022-09-13,91.60742944624668
2022-09-14,90.68032502890671
2022-09-15,92.04605285742937
2022-09-16,91.45389017475998
2022-09-19,93.21679442140808
2022-09-20,93.80787170657302
2022-09-21,92.22992087427185
2022-09-22,90.56775817004021
2022-09-23,93.21839061447245
2022-09-26,90.19663166211454
2022-09-27,92.74101358490836
2022-09-28,94.53924089087357
2022-09-29,96.67244909764558
2022-09-30,101.06128906878237
2022-10-03,100.00138929891651
2022-10-04,97.98969542329142
2022-10-05,101.01158964255286
2022-10-06,102.04476403082225
2022-10-07,101.22337188638255
2022-10-10,100.11273329794436
2022-10-11,99.37287569638416
2022-10-12,101.48356194997416
2022-10-13,99.09263629841772
2022-10-14,101.96162461898633
2022-10-17,103.10638713605802
2022-10-18,102.59822855837893
2022-10-19,104.70625736578577
2022-10-20,103.11635128976775
2022-10-21,101.46784215437461
2022-10-24,102.93543399612275
2022-10-25,101.7236513141508
2022-10-26,99.50247979761511
2022-10-27,97.06540344123674
2022-10-28,98.78865069047585
2022-10-31,98.015459778222
2022-11-01,96.31136136823818
2022-11-02,94.67938814083409
2022-11-03,96.51321150227511
2022-11-04,94.68922738249856
2022-11-07,94.46136456018706
2022-11-08,94.6144142850662
2022-11-09,97.13440098965252
2022-11-10,96.57563206349508
2022-11-11,97.53535928096738
2022-11-14,101.56223923994898
2022-11-15,101.37181195623297
2022-11-16,103.9334991244822
2022-11-17,104.5254641852174
2022-11-18,103.89257826755983
2022-11-21,100.33231965176758
2022-11-22,94.79712552066023
2022-11-23,98.74870340616394
2022-11-24,99.25016642598102
2022-11-25,101.17110825738659
2022-11-28,102.55582248956715
2022-11-29,104.80545881662627
2022-11-30,106.99994128050224
2022-12-01,107.48214223923034
2022-12-02,107.29743691735668
2022-12-05,106.5862107239352
2022-12-06,105.77268496550437
2022-12-07,109.89333831680148
2022-12-08,104.65604534456602
2022-12-09,107.29859227104781
2022-12-12,110.34998651704282
2022-12-13,108.99488739686251
2022-12-14,109.559110753096
2022-12-15,103.96045334754157
2022-12-16,103.14593008599185
2022-12-19,104.66881029981117
2022-12-20,106.6983765891834
2022-12-21,106.67280099416485
2022-12-22,102.41579042967365
2022-12-23,104.04224319230838
2022-12-26,103.53121607600924
2022-12-27,101.8961509499583
2022-12-28,103.42456774707406
2022-12-29,102.49341300991891
2022-12-30,101.9564568722269
2023-01-02,103.84226202424404
2023-01-03,104.83386997401362
2023-01-04,103.75394664548679
2023-01-05,107.92461750998685
2023-01-06,109.11927122324488
2023-01-09,109.02488787590384
2023-01-10,108.41740910986178
2023-01-11,111.48225456393381
2023-01-12,110.47276979427295
2023-01-13,113.31356011948549
2023-01-16,109.65905612421582
2023-01-17,107.58378062779812
2023-01-18,106.75496226629497
2023-01-19,105.0806770845357
2023-01-20,107.07692674589171
2023-01-23,104.40124876147823
2023-01-24,105.22134662978365
2023-01-25,105.93321817817223
2023-01-26,100.37184160806949
2023-01-27,96.70241834448697
2023-01-30,99.63680765990215
2023-01-31,98.97865067449894
2023-02-01,99.01081275538243
2023-02-02,96.6925670262417
2023-02-03,94.20342525794828
2023-02-06,95.0181870974721
2023-02-07,93.52705851107758
2023-02-08,95.4489009650676
2023-02-09,96.66950714289683
2023-02-10,96.68527734963375
2023-02-13,97.14249961944556
2023-02-14,95.64483434110548
2023-02-15,95.6297020088801
2023-02-16,98.13181759115314
2023-02-17,96.19162081958058
2023-02-20,97.09811548772251
2023-02-21,93.13614867339105
2023-02-22,91.55295238673446
2023-02-23,90.91270259483127
2023-02-24,91.39283523571018
2023-02-27,91.32140401816807
2023-02-28,90.22874172160233
2023-03-01,89.07057205578883
2023-03-02,87.21107966705256
2023-03-03,85.26821959217791
2023-03-06,86.44399126924284
2023-03-07,86.98106873978011
2023-03-08,85.95914410237094
2023-03-09,83.73917793947125
2023-03-10,84.68681023549962
2023-03-13,90.46161967345347
2023-03-14,90.66776436303584
2023-03-15,88.38236644104059
2023-03-16,86.19698145058213
2023-03-17,87.08439885005696
2023-03-20,85.08257918330851
2023-03-21,88.45112213615884
2023-03-22,87.84307889231673
2023-03-23,85.1364641917832
2023-03-24,88.1467556778617
2023-03-27,88.39372645564374
2023-03-28,88.01351612831158
2023-03-29,88.02422880324838
2023-03-30,88.84553911589292
2023-03-31,89.15541191103848
2023-04-03,91.75323085308592
2023-04-04,89.55654593638306
2023-04-05,89.05986461543077
2023-04-06,91.6648331128884
2023-04-07,91.84175068477155
2023-04-10,93.42265764762605
2023-04-11,95.5938959744123
2023-04-12,93.37198248326554
2023-04-13,93.69567814719247
2023-04-14,92.29302997459834
2023-04-17,93.62372017934086
2023-04-18,93.68731805028752
2023-04-19,90.1988965147511
2023-04-20,88.15179334492207
2023-04-21,89.13066678375966
2023-04-24,89.38788025805916
2023-04-25,87.32754866687947
2023-04-26,86.51445679110866
2023-04-27,85.69476244250332
2023-04-28,82.87996606688408
2023-05-01,77.83143043823027
2023-05-02,76.18203782488354
2023-05-03,81.10090619252131
2023-05-04,81.4055057659281
2023-05-05,80.97918849826615
2023-05-08,81.89183435053756
2023-05-09,85.77715371629716
2023-05-10,86.20629265155202
2023-05-11,82.31253161257015
2023-05-12,84.00906809488106
2023-05-15,85.87731404923986
2023-05-16,79.51076440010105
2023-05-17,79.03430915022872
2023-05-18,84.03159593853917
2023-05-19,85.19365944352214
2023-05-22,84.95651327533444
2023-05-23,84.69642836133346
2023-05-24,83.5364304340214
2023-05-25,81.3099170541822
2023-05-26,82.37923556467223
2023-05-29,82.9497302764154
2023-05-30,84.54052193477887
2023-05-31,85.11157053075154
2023-06-01,86.98596660420199
2023-06-02,85.64930369863082
2023-06-05,87.59446539406413
2023-06-06,87.3499926209217
2023-06-07,87.83253678512476
2023-06-08,87.13613037158761
2023-06-09,87.96825844475637
2023-06-12,91.95365558644623
2023-06-13,94.05165076890002
2023-06-14,91.73725265329428
2023-06-15,90.80232277236293
2023-06-16,90.58894703855151
2023-06-19,91.89945909879627
2023-06-20,88.05960006241554
2023-06-21,90.12191790770743
2023-06-22,88.9410098517227
2023-06-23,89.52897605650591
2023-06-26,91.01330551999534
2023-06-27,87.21834307541796
2023-06-28,86.7026787334081
2023-06-29,84.31884476657649
2023-06-30,81.83569307829833
2023-07-03,82.28221326554382
2023-07-04,82.46410053930894
2023-07-05,83.51888038527579
2023-07-06,81.90670225111181
2023-07-07,82.13190898684567
2023-07-10,84.17728971862772
2023-07-11,85.36508776119364
2023-07-12,85.28478444578481
2023-07-13,86.54267572578851
2023-07-14,87.20254501650984
2023-07-17,84.54190585755543
2023-07-18,87.6644122166906
2023-07-19,87.15882352471402
2023-07-20,88.10944354577043
2023-07-21,90.07676361368381
2023-07-24,89.9500462562945
2023-07-25,90.88341828133223
2023-07-26,91.41946043351055
2023-07-27,90.11443888725312
2023-07-28,89.32550857490683
