Date,ADI
2021-02-19,511.9972896107349
2021-02-22,522.0738839983314
2021-02-23,535.8955123740343
2021-02-24,542.1351435815361
2021-02-25,532.4680337185354
2021-02-26,531.3329115468152
2021-03-01,523.550217818135
2021-03-02,531.0662164896696
2021-03-03,527.1468241289723
2021-03-04,536.4009891735171
2021-03-05,535.2430619375368
2021-03-08,527.3829770899401
2021-03-09,537.9043310980217
2021-03-10,534.9620680286449
2021-03-11,541.7509750047634
2021-03-12,523.5123190416706
2021-03-15,518.3236461163742
2021-03-16,529.745674555361
2021-03-17,532.9916555453375
2021-03-18,528.0539640378217
2021-03-19,525.2627963976603
2021-03-22,524.1316827975584
2021-03-23,530.4131113097584
2021-03-24,541.8144172567524
2021-03-25,547.9931590005665
2021-03-26,547.5718298756842
2021-03-29,567.8565668524725
2021-03-30,582.084772257267
2021-03-31,576.6915798717141
2021-04-01,584.5963845255466
2021-04-02,589.2370009628044
2021-04-05,573.0590783021707
2021-04-06,578.3986718673539
2021-04-07,568.4007412773258
2021-04-08,572.1397728839402
2021-04-09,546.3275261923733
2021-04-12,549.654882693448
2021-04-13,545.5803887387814
2021-04-14,555.610092468486
2021-04-15,555.6295409767894
2021-04-16,558.1639472583589
2021-04-19,557.9642501531021
2021-04-20,550.2769340504435
2021-04-21,542.1920203546409
2021-04-22,535.8751130952834
2021-04-23,533.6547462855478
2021-04-26,532.343764914406
2021-04-27,533.0165379500235
2021-04-28,534.0553693254844
2021-04-29,536.0665755232
2021-04-30,530.1596737424688
2021-05-03,535.1114837337036
2021-05-04,531.0049610868949
2021-05-05,529.8372715303202
2021-05-06,534.5503290703493
2021-05-07,534.7447286711696
2021-05-10,531.7593110231669
2021-05-11,530.4155093710813
2021-05-12,511.98600912911246
2021-05-13,507.5443239596663
2021-05-14,506.87488557296655
2021-05-17,503.0670560239772
2021-05-18,505.7670179948791
2021-05-19,494.11828998726503
2021-05-20,493.03267405340796
2021-05-21,481.8762510089727
2021-05-24,481.8830957811614
2021-05-25,482.0669937864598
2021-05-26,490.3066847006245
2021-05-27,500.5018333679047
2021-05-28,507.14940815609356
2021-05-31,503.07942785011505
2021-06-01,495.2607260492034
2021-06-02,485.2605009731592
2021-06-03,486.4511995917366
2021-06-04,484.2075088168304
2021-06-07,473.0899551440943
2021-06-08,455.1098595052559
2021-06-09,455.1073124726341
2021-06-10,455.8989475429598
2021-06-11,462.39143503509445
2021-06-14,458.70235140338656
2021-06-15,457.26713612960236
2021-06-16,472.7993557345138
2021-06-17,463.27232218277146
2021-06-18,470.0332902977682
2021-06-21,471.6334350874097
2021-06-22,484.9383655509025
2021-06-23,491.9107802500403
2021-06-24,488.11685295027667
2021-06-25,490.9331088674277
2021-06-28,477.4547578920341
2021-06-29,464.9677218853012
2021-06-30,460.88039387180606
2021-07-01,460.0683040428863
2021-07-02,448.72617150450907
2021-07-05,446.0863597927603
2021-07-06,454.02049545936393
2021-07-07,459.5921224986705
2021-07-08,463.9785025227548
2021-07-09,458.9839512414529
2021-07-12,473.6233410001093
2021-07-13,467.8697064329099
2021-07-14,465.059483636102
2021-07-15,474.5620474463141
2021-07-16,474.0649026660248
2021-07-19,476.5381556126558
2021-07-20,478.32749586785314
2021-07-21,474.7925218789069
2021-07-22,467.0899682611897
2021-07-23,457.0438141145878
2021-07-26,461.8708410700652
2021-07-27,462.06828435360563
2021-07-28,453.6033594864143
2021-07-29,457.2131107358717
2021-07-30,466.57959031461996
2021-08-02,473.46279794092203
2021-08-03,479.7612167977347
2021-08-04,479.8222385842635
2021-08-05,464.89951644277215
2021-08-06,462.9208695567491
2021-08-09,457.97286080293037
2021-08-10,464.05971048908333
2021-08-11,462.71148455635335
2021-08-12,458.2100789891505
2021-08-13,460.2537962241328
2021-08-16,461.4995499318613
2021-08-17,467.72584543991996
2021-08-18,456.84208579733166
2021-08-19,460.52810711105474
2021-08-20,452.88761473747553
2021-08-23,446.1903514663087
2021-08-24,451.6988503174296
2021-08-25,437.4297691266654
2021-08-26,440.6921970192645
2021-08-27,440.03169621512274
2021-08-30,439.5483323470913
2021-08-31,445.0290359652512
2021-09-01,456.3339796359477
2021-09-02,458.46967443002825
2021-09-03,465.234025864722
2021-09-06,463.1665623705478
2021-09-07,457.7867204787604
2021-09-08,464.6702575732398
2021-09-09,464.1624823789603
2021-09-10,467.4946729779376
2021-09-13,462.7144916643217
2021-09-14,448.4817804303277
2021-09-15,453.84247003944853
2021-09-16,449.34956568196986
2021-09-17,458.6597570787512
2021-09-20,464.01182974926735
2021-09-21,474.32415396710144
2021-09-22,472.3691345843184
2021-09-23,469.92403968694566
2021-09-24,476.5930515799108
2021-09-27,481.42815173938675
2021-09-28,478.90938481092724
2021-09-29,473.80869235476524
2021-09-30,467.57517150705075
2021-10-01,469.48629575296525
2021-10-04,457.8011417453316
2021-10-05,467.5510977362335
2021-10-06,478.15207973763364
2021-10-07,474.83539684878303
2021-10-08,480.1518545423137
2021-10-11,475.7940125671145
2021-10-12,465.5384320523195
2021-10-13,472.9019761837978
2021-10-14,480.42089834859655
2021-10-15,485.99859345297995
2021-10-18,482.9312850745113
2021-10-19,470.82665908436917
2021-10-20,459.37471655790705
2021-10-21,462.3878010367438
2021-10-22,463.77849134082936
2021-10-25,485.17292279137456
2021-10-26,484.31886944203814
2021-10-27,487.89641317113836
2021-10-28,505.87234979090334
2021-10-29,510.1740692275142
2021-11-01,510.3437894954989
2021-11-02,512.2599116143333
2021-11-03,503.74784249257186
2021-11-04,517.501968072829
2021-11-05,519.9821998431031
2021-11-08,503.31810418756385
2021-11-09,506.38438751294296
2021-11-10,516.2587844123387
2021-11-11,515.2283451852295
2021-11-12,529.0145835675028
2021-11-15,543.8081268929217
2021-11-16,543.1337628272873
2021-11-17,536.1997406950194
2021-11-18,540.2532113571028
2021-11-19,551.2521295696988
2021-11-22,568.6669394294256
2021-11-23,561.5020777689887
2021-11-24,556.955050245558
2021-11-25,555.1584539057662
2021-11-26,540.0497852073798
2021-11-29,529.1982707462765
2021-11-30,541.3921458818281
2021-12-01,545.8694171022655
2021-12-02,540.3854989544151
2021-12-03,527.2232156213422
2021-12-06,528.9588238912655
2021-12-07,519.2745240023402
2021-12-08,528.3549653119865
2021-12-09,538.4411925225163
2021-12-10,547.7108545959959
2021-12-13,537.228385622733
2021-12-14,544.4150393447826
2021-12-15,538.9366721972589
2021-12-16,525.2210762339025
2021-12-17,523.0723921821033
2021-12-20,514.594869941837
2021-12-21,509.4912525575859
2021-12-22,508.1533611934637
2021-12-23,495.3600696902826
2021-12-24,497.254110220287
2021-12-27,502.22278804411985
2021-12-28,502.2709817436522
2021-12-29,495.9118325948735
2021-12-30,502.44369386921477
2021-12-31,496.8372966961463
2022-01-03,504.26004287037074
2022-01-04,493.8209591526765
2022-01-05,499.6440664538544
2022-01-06,503.6242741425198
2022-01-07,512.7761147309684
2022-01-10,529.7249271502714
2022-01-11,535.0819156941933
2022-01-12,530.7754555226425
2022-01-13,529.3643013220233
2022-01-14,530.1076683143253
2022-01-17,536.8629709327043
2022-01-18,543.7127454713346
2022-01-19,542.5265618037055
2022-01-20,539.6730410803975
2022-01-21,538.7713973257329
2022-01-24,535.704333065585
2022-01-25,530.4747242157715
2022-01-26,524.9604631970351
2022-01-27,515.7453057024379
2022-01-28,518.5690148516912
2022-01-31,519.4696950281935
2022-02-01,532.289187827523
2022-02-02,518.7051762783581
2022-02-03,511.5094910867942
2022-02-04,514.1687481842088
2022-02-07,531.4436448631446
2022-02-08,531.1604270331874
2022-02-09,527.2047587492583
2022-02-10,529.9004318340794
2022-02-11,523.6201107711354
2022-02-14,520.1213350981864
2022-02-15,509.99715256870246
2022-02-16,498.42577256319197
2022-02-17,501.02778530531924
2022-02-18,506.2991356211645
2022-02-21,504.65592173273905
2022-02-22,496.535396815855
2022-02-23,499.3038006095167
2022-02-24,495.71860678626734
2022-02-25,507.1121660388774
2022-02-28,520.4201505035619
2022-03-01,512.8312216691007
2022-03-02,502.5132980108107
2022-03-03,490.8841483031769
2022-03-04,504.3371279448399
2022-03-07,495.1406217901737
2022-03-08,492.25527811658765
2022-03-09,490.815053495604
2022-03-10,490.6142666516224
2022-03-11,483.31740880769246
2022-03-14,482.2499645872769
2022-03-15,492.41446146727657
2022-03-16,490.2342427785889
2022-03-17,482.62022519885517
2022-03-18,495.53709032113494
2022-03-21,508.6930640972203
2022-03-22,518.3506433233589
2022-03-23,529.2000151848918
2022-03-24,524.1578670392634
2022-03-25,529.951552481022
2022-03-28,531.8996859503881
2022-03-29,547.0967894486791
2022-03-30,549.0218954447819
2022-03-31,544.133294258106
2022-04-01,547.7336739186794
2022-04-04,543.4763778743206
2022-04-05,541.5590795988496
2022-04-06,535.5980134811824
2022-04-07,532.6204200382127
2022-04-08,537.8374270593987
2022-04-11,540.1061165904028
2022-04-12,535.97522401911
2022-04-13,541.8026942801329
2022-04-14,549.7329383946505
2022-04-15,539.5569618975738
2022-04-18,534.8309461545887
2022-04-19,528.0227190522672
2022-04-20,532.8313968911203
2022-04-21,521.6827900013059
2022-04-22,523.6690796904913
2022-04-25,526.3115281658493
2022-04-26,533.1883130360202
2022-04-27,542.827769710166
2022-04-28,549.0439556745549
2022-04-29,544.8320847603543
2022-05-02,552.506780981217
2022-05-03,558.9485426117682
2022-05-04,552.640941477163
2022-05-05,565.3104328599403
2022-05-06,554.5893334654418
2022-05-09,552.6201858760303
2022-05-10,566.985946952278
2022-05-11,563.5025382183854
2022-05-12,570.7220032085789
2022-05-13,576.7522669985548
2022-05-16,580.5841556714748
2022-05-17,570.7457989064009
2022-05-18,558.7822885519575
2022-05-19,562.7728196364479
2022-05-20,560.7053105736063
2022-05-23,555.1194084722312
2022-05-24,531.1486766409598
2022-05-25,528.9846059329975
2022-05-26,525.9884731984006
2022-05-27,548.2251982984161
2022-05-30,551.0289885681743
2022-05-31,548.370443130734
2022-06-01,548.3523290381291
2022-06-02,538.4644211955796
2022-06-03,540.0607516181071
2022-06-06,532.8035755721293
2022-06-07,532.2313745025947
2022-06-08,531.3263651994398
2022-06-09,526.5068951958712
2022-06-10,519.032552936241
2022-06-13,525.9966979356325
2022-06-14,523.4761227350656
2022-06-15,528.7238352217377
2022-06-16,535.65494825803
2022-06-17,537.3914018347696
2022-06-20,538.7136771904972
2022-06-21,533.8450085370553
2022-06-22,542.2548199136882
2022-06-23,530.9764762913214
2022-06-24,537.7542049041822
2022-06-27,549.681832549727
2022-06-28,557.5308331922313
2022-06-29,549.3184308432063
2022-06-30,548.7840380285832
2022-07-01,551.7125146819367
2022-07-04,560.7297175803981
2022-07-05,554.9582984605164
2022-07-06,556.4373198311943
2022-07-07,564.7945764521188
2022-07-08,575.3524126467829
2022-07-11,570.4754894639559
2022-07-12,568.9901290864066
2022-07-13,556.0671597235694
2022-07-14,557.9204015900897
2022-07-15,570.7036295345705
2022-07-18,564.1984881287832
2022-07-19,550.9236135717091
2022-07-20,551.966319502162
2022-07-21,555.6195467235088
2022-07-22,561.393600723198
2022-07-25,559.3382674516768
2022-07-26,554.2482566028706
2022-07-27,558.7833597335658
2022-07-28,563.5742961592416
2022-07-29,566.2704437739498
2022-08-01,564.5586078165302
2022-08-02,555.216942233071
2022-08-03,559.561668858332
2022-08-04,552.4430350164166
2022-08-05,545.908770690503
2022-08-08,532.9853882980403
2022-08-09,543.3295992752683
2022-08-10,543.174933027145
2022-08-11,548.5883587532992
2022-08-12,545.9277754295562
2022-08-15,540.3012712177355
2022-08-16,553.4304134610691
2022-08-17,545.5563834438225
2022-08-18,542.9480502926414
2022-08-19,554.6367289490787
2022-08-22,552.7538694225021
2022-08-23,547.8265539374016
2022-08-24,551.8383387545799
2022-08-25,536.9523052920695
2022-08-26,533.1423717347092
2022-08-29,538.3233157528776
2022-08-30,533.2699424686593
2022-08-31,536.4676150617013
2022-09-01,522.4026115829855
2022-09-02,506.8193057125964
2022-09-05,512.3917446491295
2022-09-06,506.208494754104
2022-09-07,510.76605421405014
2022-09-08,510.4754493201154
2022-09-09,511.6795066247911
2022-09-12,518.9268765938039
2022-09-13,516.5141409909526
2022-09-14,515.7031280193592
2022-09-15,511.14501928872846
2022-09-16,512.963061146622
2022-09-19,528.9388937851535
2022-09-20,538.2948125991963
2022-09-21,537.9663748473024
2022-09-22,534.790478450247
2022-09-23,539.1837689122001
2022-09-26,539.9738290260917
2022-09-27,552.6565479199496
2022-09-28,563.2533752398815
2022-09-29,556.2897503214081
2022-09-30,571.4750423548815
2022-10-03,559.244665923012
2022-10-04,561.3215929622986
2022-10-05,560.7843416688372
2022-10-06,556.0579505669889
2022-10-07,565.338075506112
2022-10-10,571.1275537381197
2022-10-11,560.1755095487621
2022-10-12,562.259817353413
2022-10-13,574.3399065904619
2022-10-14,585.3531095553927
2022-10-17,569.094778694034
2022-10-18,567.7840623227354
2022-10-19,553.8966693028747
2022-10-20,557.7387757589444
2022-10-21,561.7016742289807
2022-10-24,549.0070618208005
2022-10-25,548.7836673875822
2022-10-26,558.5834787448998
2022-10-27,558.3132732960264
2022-10-28,559.4188586976909
2022-10-31,568.8818693564107
2022-11-01,576.7931269004151
2022-11-02,563.9470630302808
2022-11-03,566.1092871456685
2022-11-04,553.0106220177827
2022-11-07,541.6037943824875
2022-11-08,555.2348451853633
2022-11-09,566.9137771071242
2022-11-10,588.0077627504414
2022-11-11,590.8423756143119
2022-11-14,600.9949649919083
2022-11-15,605.1226268109261
2022-11-16,612.1729154832822
2022-11-17,604.5645458536497
2022-11-18,608.8090745649987
2022-11-21,611.6131290959161
2022-11-22,612.8315842322189
2022-11-23,606.8782861358723
2022-11-24,592.2125961910543
2022-11-25,583.1000349108402
2022-11-28,580.1790014264827
2022-11-29,592.4715873357422
2022-11-30,583.6044518937306
2022-12-01,600.4697578778952
2022-12-02,616.094263239142
2022-12-05,611.1109242388137
2022-12-06,617.3044525802512
2022-12-07,618.4572830222075
2022-12-08,618.9925499474108
2022-12-09,614.6854434120795
2022-12-12,632.8206640418481
2022-12-13,654.2980121636241
2022-12-14,645.2944623106338
2022-12-15,637.4304540742053
2022-12-16,647.0641263045765
2022-12-19,651.333269670791
2022-12-20,656.9905961418234
2022-12-21,655.1140864427144
2022-12-22,642.9024091762919
2022-12-23,636.1930876951552
2022-12-26,619.7148508124376
2022-12-27,604.8307361031882
2022-12-28,614.4232917467543
2022-12-29,623.283799875509
2022-12-30,617.54710844721
2023-01-02,615.145036577151
2023-01-03,628.9899257644772
2023-01-04,624.6326791189072
2023-01-05,619.8334545609029
2023-01-06,626.1135409214982
2023-01-09,620.5297142750168
2023-01-10,606.5802329582451
2023-01-11,589.4053015476744
2023-01-12,579.8195669529879
2023-01-13,577.9076896383207
2023-01-16,568.7712192503293
2023-01-17,581.916283540427
2023-01-18,575.7497941385868
2023-01-19,585.8473306502092
2023-01-20,580.8243646912126
2023-01-23,578.4580696955878
2023-01-24,579.9976300605343
2023-01-25,585.5491361858185
2023-01-26,577.4272839814598
2023-01-27,583.3495710593002
2023-01-30,584.1697734496433
2023-01-31,598.8251169569057
2023-02-01,573.7016333639729
2023-02-02,577.6042305210101
2023-02-03,588.0510334523302
2023-02-06,570.3695135704072
2023-02-07,573.6189475200092
2023-02-08,581.168444750441
2023-02-09,569.1736526128086
2023-02-10,565.4204331557314
2023-02-13,563.55455114327
2023-02-14,579.5957979145674
2023-02-15,579.6442774507713
2023-02-16,589.3018392203835
2023-02-17,582.2271309369062
2023-02-20,576.5900011238203
2023-02-21,573.8143287706239
2023-02-22,567.7541954255109
2023-02-23,562.3427890095801
2023-02-24,556.0560723361125
2023-02-27,548.095117865778
2023-02-28,550.7434680449816
2023-03-01,566.502306486609
2023-03-02,573.3139620729552
2023-03-03,567.9793305389612
2023-03-06,570.3510567062286
2023-03-07,561.2378197546714
2023-03-08,563.2858892628279
2023-03-09,565.4701643149779
2023-03-10,550.139550664263
2023-03-13,544.480508204812
2023-03-14,539.6029897718408
2023-03-15,562.896138796327
2023-03-16,576.3486415718337
2023-03-17,581.2163730898742
2023-03-20,564.9120813238077
2023-03-21,558.4999539262543
2023-03-22,565.8538171387755
2023-03-23,567.017912026883
2023-03-24,558.4844845555235
2023-03-27,549.2756310836712
2023-03-28,564.664057391676
2023-03-29,571.2602107236277
2023-03-30,591.1980001987487
2023-03-31,592.3335966402091
2023-04-03,584.7829050668132
2023-04-04,570.7387296554876
2023-04-05,586.9114399837439
2023-04-06,607.3149907349579
2023-04-07,612.0619439905369
2023-04-10,603.7607729266612
2023-04-11,607.645099615828
2023-04-12,621.6012739330796
2023-04-13,632.4796232741901
2023-04-14,617.3860165187135
2023-04-17,641.5534832072377
2023-04-18,639.4891097974104
2023-04-19,628.6671820737117
2023-04-20,627.4368128802942
2023-04-21,623.429415275549
2023-04-24,628.0841075224098
2023-04-25,633.0263697299664
2023-04-26,641.0196828717158
2023-04-27,665.7187432896886
2023-04-28,662.6721598943902
2023-05-01,665.2499522682431
2023-05-02,647.0720471413887
2023-05-03,651.9189031705445
2023-05-04,654.299311107253
2023-05-05,653.2580151630195
2023-05-08,641.6795088787807
2023-05-09,664.1524455579
2023-05-10,669.0624447203836
2023-05-11,695.6780095137308
2023-05-12,678.7328696196672
2023-05-15,690.2918931757252
2023-05-16,681.9656514911127
2023-05-17,701.7993073801938
2023-05-18,716.3141733851002
2023-05-19,731.4162742404081
2023-05-22,737.8286556801509
2023-05-23,761.6003564253542
2023-05-24,774.0830639770314
2023-05-25,770.9496300583256
2023-05-26,782.7958044930836
2023-05-29,786.0270297290466
2023-05-30,771.5697581470098
2023-05-31,767.6448716299537
2023-06-01,767.669344164322
2023-06-02,758.1126289597713
2023-06-05,735.0799212351258
2023-06-06,746.5565059234087
2023-06-07,764.3280586357098
2023-06-08,763.2493297166342
2023-06-09,774.721234436856
2023-06-12,769.2127312959632
2023-06-13,758.9116097154988
2023-06-14,757.3911167892386
2023-06-15,747.7351815617839
2023-06-16,754.4128412489159
2023-06-19,748.714648898028
2023-06-20,736.6792434882865
2023-06-21,727.5006043712986
2023-06-22,727.0846031724277
2023-06-23,733.212260836071
2023-06-26,749.0087119995741
2023-06-27,755.7810929631283
2023-06-28,749.9813087615305
2023-06-29,759.7191279822148
2023-06-30,766.6470576457324
2023-07-03,752.4319001967818
2023-07-04,761.258649541987
2023-07-05,753.0510685749744
2023-07-06,771.2965092559932
2023-07-07,777.7659865449283
2023-07-10,775.8588067300227
2023-07-11,777.5667971350655
2023-07-12,783.2698562603509
2023-07-13,769.2041475556952
2023-07-14,759.382792045185
2023-07-17,753.9747350038346
2023-07-18,750.4091297363831
2023-07-19,740.8707488184398
2023-07-20,707.2795488602908
2023-07-21,708.5329937805095
2023-07-24,702.8775613394229
2023-07-25,712.8532384714495
2023-07-26,728.3534209658682
2023-07-27,707.3416705707533
2023-07-28,702.2320939007615
2023-07-31,704.0607196131565
2023-08-01,702.8944689578556
2023-08-02,684.7408980298655
2023-08-03,687.7221134507317
