Date,SO
2020-09-18,521.9850855449048
2020-09-21,525.2979250615372
2020-09-22,536.1279772565805
2020-09-23,541.564370444918
2020-09-24,542.3791492218015
2020-09-25,547.2113435876399
2020-09-28,531.742089003988
2020-09-29,522.6618584779922
2020-09-30,518.2131331512736
2020-10-01,528.3645545807751
2020-10-02,544.878762830372
2020-10-05,535.1267901903333
2020-10-06,540.380716652253
2020-10-07,528.9676282815176
2020-10-08,509.5551762220568
2020-10-09,528.4863455409479
2020-10-12,527.2687393216578
2020-10-13,521.331164453857
2020-10-14,516.0105660103347
2020-10-15,503.39778977557665
2020-10-16,503.970633274705
2020-10-19,515.5322944827963
2020-10-20,509.77863981632936
2020-10-21,518.0369999987521
2020-10-22,497.33544446918455
2020-10-23,493.67598023562084
2020-10-26,487.7979379900516
2020-10-27,482.6237844906803
2020-10-28,488.7092954562682
2020-10-29,497.61966322365373
2020-10-30,497.74529517541043
2020-11-02,502.96528562942467
2020-11-03,493.88971469113216
2020-11-04,493.71051389325766
2020-11-05,488.5211731674538
2020-11-06,481.5109934689648
2020-11-09,497.89217821522715
2020-11-10,503.20170655955565
2020-11-11,525.6499471420829
2020-11-12,525.0234535489083
2020-11-13,529.2671605540904
2020-11-16,531.0568147952306
2020-11-17,554.5746576989243
2020-11-18,556.9532874619272
2020-11-19,540.9078319272895
2020-11-20,526.231319920517
2020-11-23,539.4771387989906
2020-11-24,518.9075635100041
2020-11-25,517.6602670578671
2020-11-26,505.13686000739824
2020-11-27,517.2027110204314
2020-11-30,503.34210195979927
2020-12-01,491.5287714889187
2020-12-02,473.4190308308289
2020-12-03,491.9389588125507
2020-12-04,482.5662565264907
2020-12-07,472.64416512311
2020-12-08,473.37110478299616
2020-12-09,483.7976843768638
2020-12-10,490.79871483143603
2020-12-11,486.29331990128696
2020-12-14,499.8918553123535
2020-12-15,495.7359514678042
2020-12-16,495.2244949853234
2020-12-17,481.8533791699432
2020-12-18,468.6374405529982
2020-12-21,484.666221108182
2020-12-22,486.1539962254586
2020-12-23,481.01628336559844
2020-12-24,491.45252096233713
2020-12-25,492.2348518902677
2020-12-28,494.90807174081556
2020-12-29,504.0967462627817
2020-12-30,523.0689763888571
2020-12-31,497.0355530197432
2021-01-01,497.37448310355336
2021-01-04,489.7370742030357
2021-01-05,485.23809025518466
2021-01-06,488.71748474736495
2021-01-07,487.3226637268579
2021-01-08,495.9602533575767
2021-01-11,489.21709248905034
2021-01-12,487.0305331104086
2021-01-13,484.25374672935294
2021-01-14,472.580760124704
2021-01-15,481.8209246108223
2021-01-18,485.12390794386846
2021-01-19,491.49943785492854
2021-01-20,493.0654009182586
2021-01-21,495.253568346929
2021-01-22,495.9387914515174
2021-01-25,498.109039293531
2021-01-26,487.9593592034452
2021-01-27,488.50987872385053
2021-01-28,492.65230693107856
2021-01-29,494.53437030495013
2021-02-01,491.04398428346667
2021-02-02,488.8952541177338
2021-02-03,496.07947335263
2021-02-04,492.52487682980046
2021-02-05,485.7221931753388
2021-02-08,505.0427376163465
2021-02-09,495.2277622777751
2021-02-10,492.1130136921864
2021-02-11,498.6635853025133
2021-02-12,497.89990467680576
2021-02-15,510.3146538157846
2021-02-16,518.0908465078267
2021-02-17,522.4610413344715
2021-02-18,504.013323009219
2021-02-19,500.7345856700429
2021-02-22,527.8445209515876
2021-02-23,518.987718578849
2021-02-24,522.547590183245
2021-02-25,517.3440870369864
2021-02-26,520.9707853717638
2021-03-01,503.7925006226398
2021-03-02,501.56458668620047
2021-03-03,503.7436143666552
2021-03-04,501.73228503816335
2021-03-05,508.53652751502716
2021-03-08,504.7169168526684
2021-03-09,518.2469503494693
2021-03-10,510.067247323463
2021-03-11,498.8613559427572
2021-03-12,502.0869278971024
2021-03-15,513.8621930111035
2021-03-16,511.5667713378151
2021-03-17,513.1813807968692
2021-03-18,499.3369221212842
2021-03-19,478.88287351066566
2021-03-22,475.1308772239162
2021-03-23,468.69905085981884
2021-03-24,481.4020345039769
2021-03-25,477.7627988715423
2021-03-26,469.0224505616236
2021-03-29,472.88846334339684
2021-03-30,472.54156366116024
2021-03-31,484.1328869075492
2021-04-01,486.4095976006957
2021-04-02,496.9528325276933
2021-04-05,497.42353160811797
2021-04-06,490.2144099821254
2021-04-07,491.9291619954658
2021-04-08,497.0452282173424
2021-04-09,484.6257789073909
2021-04-12,489.2854048923262
2021-04-13,475.68081695354715
2021-04-14,470.0500516534338
2021-04-15,441.1771993068094
2021-04-16,442.9116260855012
2021-04-19,443.4462162530656
2021-04-20,445.46039685562675
2021-04-21,439.76298055417067
2021-04-22,444.02278344185385
2021-04-23,444.89870739942006
2021-04-26,475.34555186619883
2021-04-27,480.6569600260488
2021-04-28,475.354370734455
2021-04-29,475.3301550232861
2021-04-30,480.6526854346106
2021-05-03,473.9170949450247
2021-05-04,483.9304839231868
2021-05-05,493.2139170443985
2021-05-06,482.14938218077367
2021-05-07,485.98068865802446
2021-05-10,474.2182119890202
2021-05-11,487.2416306703087
2021-05-12,470.9939291872921
2021-05-13,464.3694708862442
2021-05-14,447.08011624419527
2021-05-17,457.8263563253256
2021-05-18,451.9442078142604
2021-05-19,443.1750306394299
2021-05-20,438.74343857163984
2021-05-21,446.16191667032774
2021-05-24,451.8327253136085
2021-05-25,440.381763829555
2021-05-26,443.07220475339966
2021-05-27,447.93946707902853
2021-05-28,457.7913895981041
2021-05-31,447.95857639688126
2021-06-01,456.9927337356653
2021-06-02,461.2871854383192
2021-06-03,459.16943972468647
2021-06-04,461.15472323929674
2021-06-07,466.8351108063664
2021-06-08,459.07089714099294
2021-06-09,457.7228727255658
2021-06-10,454.6818389837648
2021-06-11,444.4993047923368
2021-06-14,443.7229366908356
2021-06-15,436.59709095241067
2021-06-16,426.47078311310923
2021-06-17,433.54258522107534
2021-06-18,426.9239577949517
2021-06-21,433.91724661717063
2021-06-22,431.77881236080515
2021-06-23,424.72049451889546
2021-06-24,413.9973060289336
2021-06-25,416.7108125704319
2021-06-28,415.03744908697735
2021-06-29,414.69467903338966
2021-06-30,403.45505170151023
2021-07-01,387.1329111816107
2021-07-02,376.84383438700144
2021-07-05,368.8404212936073
2021-07-06,356.7242659902097
2021-07-07,364.8720982770847
2021-07-08,371.9727706304368
2021-07-09,363.03807537829107
2021-07-12,368.30211663519833
2021-07-13,365.45940142116297
2021-07-14,366.51422564474603
2021-07-15,360.5500466964648
2021-07-16,369.19902719180755
2021-07-19,365.045737841484
2021-07-20,357.3635539413599
2021-07-21,361.22397779361256
2021-07-22,362.3802744566679
2021-07-23,361.08809548189004
2021-07-26,354.47458233514595
2021-07-27,360.42080756617815
2021-07-28,369.3142725301397
2021-07-29,370.3184845157259
2021-07-30,367.4537651351456
2021-08-02,367.34071098804577
2021-08-03,356.41469467546716
2021-08-04,357.60987801994764
2021-08-05,359.23005877140776
2021-08-06,355.46660646910817
2021-08-09,358.3450256505366
2021-08-10,354.78789967021254
2021-08-11,354.16459907726977
2021-08-12,353.4472659887286
2021-08-13,356.58074425048557
2021-08-16,370.02867559358117
2021-08-17,363.69522890850976
2021-08-18,367.7413212908616
2021-08-19,360.69255708171266
2021-08-20,355.023043155327
2021-08-23,343.2226303254945
2021-08-24,340.0738809474245
2021-08-25,337.4877266827652
2021-08-26,330.65116820617794
2021-08-27,324.5592745203478
2021-08-30,318.3281854262432
2021-08-31,318.9210689950865
2021-09-01,323.61978769152665
2021-09-02,319.31926182794325
2021-09-03,314.28641843395906
2021-09-06,325.2526270570495
2021-09-07,332.9965737569324
2021-09-08,320.30725287900935
2021-09-09,307.27994329892607
2021-09-10,302.47098960669723
2021-09-13,294.92651340712194
2021-09-14,289.77211325095334
2021-09-15,285.0563598229189
2021-09-16,285.95424162840874
2021-09-17,294.16541397895685
2021-09-20,293.73739402051535
2021-09-21,290.5997974910505
2021-09-22,291.6221622691349
2021-09-23,297.8430913193942
2021-09-24,301.2744685899118
2021-09-27,308.91932750535443
2021-09-28,299.8813020368931
2021-09-29,285.18590206773257
2021-09-30,284.6551072779902
2021-10-01,285.0572066566567
2021-10-04,271.907031952148
2021-10-05,264.82158261744996
2021-10-06,268.31397996545036
2021-10-07,265.1782052750457
2021-10-08,255.65380308262743
2021-10-11,253.02303272406107
2021-10-12,264.7732960250815
2021-10-13,254.87032345512725
2021-10-14,252.5336366421289
2021-10-15,249.8347005121308
2021-10-18,247.42881575051385
2021-10-19,241.325329241468
2021-10-20,239.56003893149824
2021-10-21,238.99366951828412
2021-10-22,231.58768924172713
2021-10-25,233.07652611794632
2021-10-26,220.97158241221783
2021-10-27,227.0272802240403
2021-10-28,225.09755062581448
2021-10-29,221.21792774202555
2021-11-01,223.45915314994645
2021-11-02,223.64950726856472
2021-11-03,221.54192482418244
2021-11-04,212.77343534549905
2021-11-05,212.5031884209916
2021-11-08,222.0136371170648
2021-11-09,224.822666318705
2021-11-10,230.5767412071458
2021-11-11,228.9183912677217
2021-11-12,229.6739330114319
2021-11-15,228.74158296534205
2021-11-16,229.517961779699
2021-11-17,224.43626918554492
2021-11-18,222.9324993984164
2021-11-19,219.6106172621967
2021-11-22,212.0377355488485
2021-11-23,206.2515339422787
2021-11-24,206.61497922638122
2021-11-25,205.9670286915774
2021-11-26,213.17774708033113
2021-11-29,214.14706000803105
2021-11-30,208.47100597074322
2021-12-01,210.61208879223625
2021-12-02,207.58401620659092
2021-12-03,208.92112307695731
2021-12-06,211.06237736926053
2021-12-07,213.69918756256396
2021-12-08,218.09242883907407
2021-12-09,216.8018163045775
2021-12-10,214.686510264396
2021-12-13,220.565275548115
2021-12-14,225.64508477287606
2021-12-15,219.6341706467987
2021-12-16,221.0725164147548
2021-12-17,221.89961501092057
2021-12-20,220.27945294224997
2021-12-21,214.69295882163928
2021-12-22,214.43213181611878
2021-12-23,221.09716950165148
2021-12-24,223.2509849297233
2021-12-27,229.98632072038347
2021-12-28,235.52362925532682
2021-12-29,233.5376915359254
2021-12-30,238.38861460789772
2021-12-31,238.07758389945732
2022-01-03,243.27126172067736
2022-01-04,244.73291214783404
2022-01-05,244.55072133246554
2022-01-06,242.03976589938534
2022-01-07,247.01064755862865
2022-01-10,239.38732912390918
2022-01-11,238.55304790201208
2022-01-12,236.37424597292465
2022-01-13,234.25707434535605
2022-01-14,228.6959483458315
2022-01-17,237.73891122547994
2022-01-18,231.8399908412651
2022-01-19,228.14775134476568
2022-01-20,229.0438281113736
2022-01-21,225.49917162739234
2022-01-24,224.3270812608014
2022-01-25,222.2084318728692
2022-01-26,223.78268288937898
2022-01-27,225.82961967567118
2022-01-28,234.408699056898
2022-01-31,231.98827124366022
2022-02-01,237.51726902956898
2022-02-02,243.40217742424363
2022-02-03,255.18478396871626
2022-02-04,255.23201711525576
2022-02-07,260.21453870041296
2022-02-08,258.0824133813969
2022-02-09,260.05442424091024
2022-02-10,265.211445549302
2022-02-11,265.4384771642866
2022-02-14,271.46188598557177
2022-02-15,275.0782380736878
2022-02-16,278.530361694632
2022-02-17,287.3196811970846
2022-02-18,282.2064393264782
2022-02-21,277.53484350088524
2022-02-22,271.8923063026939
2022-02-23,274.11891643606486
2022-02-24,270.27642337495746
2022-02-25,269.9353343324185
2022-02-28,274.5808767472241
2022-03-01,273.11593048637775
2022-03-02,281.0679665733277
2022-03-03,274.10177355962566
2022-03-04,277.68547912536087
2022-03-07,282.2813553515601
2022-03-08,285.72008654764653
2022-03-09,281.3567860168724
2022-03-10,287.03773206271603
2022-03-11,292.51030249476474
2022-03-14,278.5663068950111
2022-03-15,280.14468573816157
2022-03-16,280.0717375347514
2022-03-17,284.8915154106164
2022-03-18,278.4267244925075
2022-03-21,269.70550338794794
2022-03-22,272.9364100967081
2022-03-23,266.35838900234717
2022-03-24,262.5373103113271
2022-03-25,261.18821740833647
2022-03-28,262.48923189453996
2022-03-29,264.82285472151324
2022-03-30,262.9248398732307
2022-03-31,252.9274542948734
2022-04-01,247.84491955964748
2022-04-04,245.365492802252
2022-04-05,251.5874274009689
2022-04-06,250.0133007994248
2022-04-07,251.32712076752517
2022-04-08,241.0588895546327
2022-04-11,241.78391983026265
2022-04-12,246.1710142336396
2022-04-13,250.64609488709377
2022-04-14,248.81271313707953
2022-04-15,250.3742872039484
2022-04-18,259.01388338349557
2022-04-19,265.17641527033163
2022-04-20,257.72344002146474
2022-04-21,254.97274778267888
2022-04-22,254.09890386337176
2022-04-25,255.3140046911914
2022-04-26,255.43384451211162
2022-04-27,259.8768731545024
2022-04-28,265.80543409202426
2022-04-29,272.68339765421695
2022-05-02,262.90377541001067
2022-05-03,259.0627676828559
2022-05-04,260.070092345511
2022-05-05,262.48891498518503
2022-05-06,257.2137202606139
2022-05-09,257.4648336522316
2022-05-10,256.69246647653785
2022-05-11,257.42578968221886
2022-05-12,252.4747788319726
2022-05-13,240.33223253146596
2022-05-16,245.23860857869548
2022-05-17,248.11590826146028
2022-05-18,241.9590094016859
2022-05-19,247.10889589869993
2022-05-20,242.32382403549346
2022-05-23,248.50405349515373
2022-05-24,251.14387727742752
2022-05-25,251.6277309543935
2022-05-26,244.51011470205017
2022-05-27,252.0547707669138
2022-05-30,260.7165479110517
2022-05-31,259.151453173744
2022-06-01,255.69039653598946
2022-06-02,257.00582463204586
2022-06-03,263.80664765901423
2022-06-06,272.2520660551409
2022-06-07,266.8096535391533
2022-06-08,264.6079050272746
2022-06-09,260.3010422705733
2022-06-10,264.03633291112214
2022-06-13,270.57892705824514
2022-06-14,269.5979466829095
2022-06-15,268.99574096902955
2022-06-16,270.1849510212967
2022-06-17,277.7318727142343
2022-06-20,275.0347731529416
2022-06-21,265.27871257560014
2022-06-22,260.789093239797
2022-06-23,260.16647749883145
2022-06-24,259.2639935083398
2022-06-27,258.6172018755283
2022-06-28,265.9007083014227
2022-06-29,270.4782634752496
2022-06-30,262.54358807349894
2022-07-01,264.1685801254427
2022-07-04,257.38969062071703
2022-07-05,246.66506442771728
2022-07-06,245.58726761915077
2022-07-07,247.92258394262797
2022-07-08,250.32198623913442
2022-07-11,253.40124177495588
2022-07-12,256.728009791386
2022-07-13,259.7040705205174
2022-07-14,265.08434787408623
2022-07-15,272.03525850444305
2022-07-18,277.00725862947183
2022-07-19,279.71662665841615
2022-07-20,284.5192450574614
2022-07-21,277.08235421782825
2022-07-22,283.27830206573896
2022-07-25,293.9306299440355
2022-07-26,288.7102042472609
2022-07-27,288.95952738863116
2022-07-28,293.5734083471336
2022-07-29,295.06041373938535
2022-08-01,294.97830902516046
2022-08-02,311.784754621358
2022-08-03,307.1604188433234
2022-08-04,311.1841772886411
2022-08-05,303.9528322878093
2022-08-08,311.45214350431405
2022-08-09,304.23374691848784
2022-08-10,298.768375977289
2022-08-11,291.0275196682358
2022-08-12,291.5342898813262
2022-08-15,299.9594062216568
2022-08-16,310.84342812603063
2022-08-17,308.63249061405344
2022-08-18,308.86878820131477
2022-08-19,312.0258830586362
2022-08-22,316.0478616629582
2022-08-23,322.07203183298816
2022-08-24,311.1044008270132
2022-08-25,299.32155464767783
2022-08-26,299.4020176431245
2022-08-29,302.08944416990465
2022-08-30,301.916828964868
2022-08-31,296.30289817539324
2022-09-01,296.56076625823476
2022-09-02,304.30905994286906
2022-09-05,294.06881966727707
2022-09-06,296.9835871591123
2022-09-07,298.4562005998152
2022-09-08,290.51868861630084
2022-09-09,291.1726938275577
2022-09-12,286.20318581863745
2022-09-13,285.8875918243995
2022-09-14,288.6000555163683
2022-09-15,286.4278394384931
2022-09-16,287.0966245999419
2022-09-19,285.3521465461074
2022-09-20,284.9472531607933
2022-09-21,282.6516528497409
2022-09-22,288.54001672328945
2022-09-23,291.16212332758477
2022-09-26,293.00589284218154
2022-09-27,293.54996425993824
2022-09-28,294.8690489797451
2022-09-29,290.89782015260494
2022-09-30,290.6090788766737
2022-10-03,290.0834631425147
2022-10-04,283.92190207509924
2022-10-05,280.41872251404334
2022-10-06,287.68683164711433
2022-10-07,288.37726667953893
2022-10-10,281.67422643744766
2022-10-11,289.5570302782459
2022-10-12,295.3954798950619
2022-10-13,303.8769221041592
2022-10-14,296.98611344880766
2022-10-17,297.2040971027547
2022-10-18,294.08828756453147
2022-10-19,294.313297496853
2022-10-20,294.5621893859757
2022-10-21,291.4257028488591
2022-10-24,303.7196773655808
2022-10-25,293.3705265351426
2022-10-26,291.74277726587053
2022-10-27,293.99273446630366
2022-10-28,294.27127537465634
2022-10-31,294.8832238466685
2022-11-01,302.83971106638097
2022-11-02,305.176223776816
2022-11-03,311.9899673850814
2022-11-04,308.8967884056814
2022-11-07,314.60923293163046
2022-11-08,310.7272572219752
2022-11-09,305.8701295551665
2022-11-10,297.0822535151973
2022-11-11,307.85245875774365
2022-11-14,311.40724694710076
2022-11-15,305.48824603839233
2022-11-16,306.9168867922456
2022-11-17,312.4541823521367
2022-11-18,313.21340671737363
2022-11-21,320.9007443623716
2022-11-22,329.25222594935
2022-11-23,323.8733238908116
2022-11-24,322.9708193366707
2022-11-25,311.79705401664694
2022-11-28,322.41373607525065
2022-11-29,319.84876380466886
2022-11-30,319.51717070713596
2022-12-01,304.3731265831798
2022-12-02,298.1310649825867
2022-12-05,291.5217813877862
2022-12-06,294.98311179316704
2022-12-07,295.68144839096914
2022-12-08,291.8436442134419
2022-12-09,285.8030820980711
2022-12-12,278.90940995458925
2022-12-13,284.73540878513495
2022-12-14,282.43671318617857
2022-12-15,281.1785287595039
2022-12-16,277.09341934326244
2022-12-19,273.0695810561649
2022-12-20,278.92843085071155
2022-12-21,284.6576912307863
2022-12-22,279.00809191268314
2022-12-23,284.62664982113535
2022-12-26,275.37381504625375
2022-12-27,277.2690339456309
2022-12-28,278.51776667197254
2022-12-29,285.36419459420233
2022-12-30,287.3339782892083
2023-01-02,280.6669335725886
2023-01-03,289.01564650478434
2023-01-04,298.57344187845206
2023-01-05,298.54280409064444
2023-01-06,305.05541972660143
2023-01-09,293.7811613480509
2023-01-10,298.54599830554076
2023-01-11,299.8310224062391
2023-01-12,307.9654529720921
2023-01-13,311.152976851058
2023-01-16,314.98893116607275
2023-01-17,319.2976518204475
2023-01-18,303.5922062781214
2023-01-19,299.04911030123117
2023-01-20,297.5894562199387
2023-01-23,291.1642679969302
2023-01-24,294.2023602405145
2023-01-25,292.1127860490189
2023-01-26,291.1397207275196
2023-01-27,299.67908553640876
2023-01-30,293.890287566429
2023-01-31,281.22240917174275
2023-02-01,282.33752820203784
2023-02-02,282.010140577863
2023-02-03,277.9917038078528
2023-02-06,276.7907332346524
2023-02-07,274.15493750511894
2023-02-08,275.939313620545
2023-02-09,269.67700510006455
2023-02-10,278.08300486091116
2023-02-13,268.33356911000243
2023-02-14,263.88904801620544
2023-02-15,257.7053198513975
2023-02-16,256.6112874365743
2023-02-17,248.97072700539854
2023-02-20,248.10047760351222
2023-02-21,252.25160770529615
2023-02-22,252.1189117959338
2023-02-23,249.9791195978454
2023-02-24,260.7285796140532
2023-02-27,263.97123306641805
2023-02-28,256.6245769476008
2023-03-01,256.85690094961734
2023-03-02,261.4908712518671
2023-03-03,262.1216606793984
2023-03-06,263.4939204198379
2023-03-07,271.7042837243184
2023-03-08,269.11665028786496
2023-03-09,270.6404127681884
2023-03-10,266.90989272600007
2023-03-13,270.4393553935605
2023-03-14,264.7257890859733
2023-03-15,259.8651547121166
2023-03-16,252.43387230177032
2023-03-17,258.6927089468508
2023-03-20,261.5234641736732
2023-03-21,256.882644047694
2023-03-22,257.6296374693842
2023-03-23,253.58227945369984
2023-03-24,248.70995606169615
2023-03-27,246.80897821766033
2023-03-28,257.8887700343955
2023-03-29,257.631696859833
2023-03-30,249.0423795300599
2023-03-31,253.48088091516922
2023-04-03,249.64621343593544
2023-04-04,250.76853236406663
2023-04-05,246.3659223009918
2023-04-06,251.7803028118007
2023-04-07,247.19533211128862
2023-04-10,244.16875949619129
2023-04-11,242.60935337585954
2023-04-12,240.9737604745462
2023-04-13,239.38205558111963
2023-04-14,239.53621866053732
2023-04-17,240.83969386757292
2023-04-18,238.54172626843433
2023-04-19,244.69800759662556
2023-04-20,245.35622515367314
2023-04-21,238.99672663593722
2023-04-24,231.1573426036127
2023-04-25,232.97415806815602
2023-04-26,231.6450333175533
2023-04-27,228.7675430694204
2023-04-28,235.12441566915197
2023-05-01,230.16769363983897
2023-05-02,227.00817882758741
2023-05-03,231.74399216785525
2023-05-04,223.32255107823667
2023-05-05,221.99050264428064
2023-05-08,215.95286287738708
2023-05-09,209.77795845582605
2023-05-10,211.8212195839283
2023-05-11,201.63232314228102
2023-05-12,199.60420255237224
2023-05-15,197.79568835167015
2023-05-16,199.83317668761163
2023-05-17,203.608612618379
2023-05-18,204.5472087858038
2023-05-19,202.45695451783203
2023-05-22,203.59222321100884
2023-05-23,208.10187201356706
2023-05-24,207.43535116370705
2023-05-25,207.87204557367713
2023-05-26,206.52976685343745
2023-05-29,212.2738374760096
2023-05-30,216.5316090960156
2023-05-31,218.35208333807
2023-06-01,216.65594958292039
2023-06-02,216.73907442591488
2023-06-05,222.75843841266982
2023-06-06,219.39814049333054
2023-06-07,222.05161465389736
2023-06-08,228.50442726809322
2023-06-09,224.47547645762666
2023-06-12,222.68073470645544
2023-06-13,230.42809313504958
2023-06-14,226.49403987132743
2023-06-15,231.65238856083457
2023-06-16,233.0942195090077
2023-06-19,229.90781732194128
2023-06-20,230.55427021953432
2023-06-21,222.23131566823025
2023-06-22,220.05286824157554
2023-06-23,219.16072706789492
2023-06-26,211.40448611079907
2023-06-27,213.5479730125198
2023-06-28,209.88810671988855
2023-06-29,203.03404849805995
2023-06-30,206.1499356847235
2023-07-03,207.74791399627446
2023-07-04,201.59806304060857
2023-07-05,196.72365028275905
2023-07-06,199.3296801824292
2023-07-07,202.57270740475303
2023-07-10,205.3403077563218
2023-07-11,202.56193455519607
2023-07-12,207.5145801052895
2023-07-13,215.17462175230324
2023-07-14,208.8724872887987
2023-07-17,204.94059969639991
2023-07-18,200.6463385349716
2023-07-19,196.36067687728902
2023-07-20,192.1711566693139
2023-07-21,188.29814466122664
2023-07-24,192.47226271855348
2023-07-25,189.83424901401108
2023-07-26,188.30433741221643
2023-07-27,190.18261294378064
2023-07-28,186.91029528282616
2023-07-31,195.3063515348285
2023-08-01,194.31230346942732
2023-08-02,194.4588836984961
2023-08-03,192.63325265167248
