Date,REGN
2020-09-22,122.20737993431169
2020-09-23,120.85701835257504
2020-09-24,119.80929128768875
2020-09-25,119.35820807153704
2020-09-28,119.20363714517902
2020-09-29,119.28563788355127
2020-09-30,119.28849848514565
2020-10-01,118.47915415094425
2020-10-02,117.41236359345731
2020-10-05,117.56038793487261
2020-10-06,118.49296514921315
2020-10-07,118.09642029724375
2020-10-08,117.58388617760083
2020-10-09,117.52024015856483
2020-10-12,116.84712015047246
2020-10-13,118.38388009597442
2020-10-14,118.51387541034676
2020-10-15,119.01108511731687
2020-10-16,121.35053874548616
2020-10-19,120.54192881208371
2020-10-20,119.8477284615133
2020-10-21,119.17385084329638
2020-10-22,120.8786534034687
2020-10-23,120.73338218277487
2020-10-26,120.0754092849124
2020-10-27,118.75910341810659
2020-10-28,116.9267268365208
2020-10-29,116.10700762714094
2020-10-30,115.4700596577321
2020-11-02,114.46529644223494
2020-11-03,112.83730754167884
2020-11-04,111.10723174588986
2020-11-05,111.20730170452825
2020-11-06,110.85156048507834
2020-11-09,110.97392650143493
2020-11-10,110.69024686670768
2020-11-11,111.91878619360679
2020-11-12,110.98926984246627
2020-11-13,110.5981862458812
2020-11-16,110.49919414688364
2020-11-17,109.01111077774938
2020-11-18,108.59479848116116
2020-11-19,109.7061004006037
2020-11-20,110.1721299908284
2020-11-23,110.57929885825511
2020-11-24,111.79192934518572
2020-11-25,111.69217206637641
2020-11-26,110.557731610775
2020-11-27,113.45577280439944
2020-11-30,113.21918198220833
2020-12-01,114.76984086753524
2020-12-02,113.69478169738433
2020-12-03,111.51612877356685
2020-12-04,113.12107102322277
2020-12-07,112.77988738179312
2020-12-08,112.05437617998729
2020-12-09,112.84070934719747
2020-12-10,113.45549464286549
2020-12-11,114.14926666634223
2020-12-14,114.47181621170397
2020-12-15,115.12738050067112
2020-12-16,113.67861764627708
2020-12-17,112.01473431625595
2020-12-18,111.72039720307137
2020-12-21,112.66935856591715
2020-12-22,111.8654070296287
2020-12-23,110.47311428584956
2020-12-24,108.60657492917447
2020-12-25,108.96001121356734
2020-12-28,108.10715011399297
2020-12-29,106.36073661053243
2020-12-30,105.11502394847284
2020-12-31,104.56153056676884
2021-01-01,104.54424322829401
2021-01-04,103.48693260378425
2021-01-05,104.47426485029979
2021-01-06,103.26832097966928
2021-01-07,103.46807767841824
2021-01-08,103.12107195409473
2021-01-11,102.38795975457602
2021-01-12,102.11734822704727
2021-01-13,100.770831600189
2021-01-14,101.03056731325105
2021-01-15,100.70092753905902
2021-01-18,100.84702293555794
2021-01-19,100.20201007770532
2021-01-20,100.02229168865824
2021-01-21,100.69099103720852
2021-01-22,101.36832662410784
2021-01-25,101.61876191914149
2021-01-26,101.06000807240169
2021-01-27,98.85964621633957
2021-01-28,99.4990380215025
2021-01-29,97.91767167317195
2021-02-01,97.15818756364435
2021-02-02,96.15491374723155
2021-02-03,97.44259414264775
2021-02-04,96.97786682758591
2021-02-05,96.59353746207739
2021-02-08,96.43387621676287
2021-02-09,97.21730524316409
2021-02-10,97.66867893522644
2021-02-11,98.63045902861482
2021-02-12,97.57638210595351
2021-02-15,97.85852663021406
2021-02-16,98.07340284285642
2021-02-17,97.866211844387
2021-02-18,97.40221107710137
2021-02-19,97.25704021179136
2021-02-22,95.27579664886599
2021-02-23,94.6388549164002
2021-02-24,95.92311845848961
2021-02-25,94.77935367041843
2021-02-26,96.26028187529297
2021-03-01,96.45029041374863
2021-03-02,96.13526242098789
2021-03-03,95.84038109477771
2021-03-04,95.67570037118627
2021-03-05,94.30210412479614
2021-03-08,94.2536373198839
2021-03-09,94.56249606948676
2021-03-10,95.20739880448126
2021-03-11,94.25025357553264
2021-03-12,95.07404488931208
2021-03-15,95.07128577858141
2021-03-16,95.26787661329267
2021-03-17,97.1036732274971
2021-03-18,95.83424169626059
2021-03-19,96.01576454575499
2021-03-22,96.27140925914614
2021-03-23,96.8884561023744
2021-03-24,96.49258000468976
2021-03-25,97.48130818027923
2021-03-26,97.50455974064103
2021-03-29,96.74254768231165
2021-03-30,96.65709901740698
2021-03-31,96.05322910325427
2021-04-01,96.79556842071685
2021-04-02,98.2221143006995
2021-04-05,97.33696752927764
2021-04-06,95.92663976645987
2021-04-07,97.96755891728235
2021-04-08,97.66376248141312
2021-04-09,96.00723970556899
2021-04-12,95.11443709104418
2021-04-13,95.71494917885956
2021-04-14,94.82063525072802
2021-04-15,94.63965722377516
2021-04-16,94.14041291591698
2021-04-19,94.99450139632052
2021-04-20,95.32297011364263
2021-04-21,96.25551348704788
2021-04-22,94.33880182234147
2021-04-23,95.11535513089254
2021-04-26,95.52785495113945
2021-04-27,95.97772405434436
2021-04-28,93.82477726221758
2021-04-29,93.56560203801791
2021-04-30,93.78263298649223
2021-05-03,92.64124824505669
2021-05-04,92.90729606441788
2021-05-05,93.06272660386637
2021-05-06,93.9998418815805
2021-05-07,94.47389279233721
2021-05-10,92.65667346518615
2021-05-11,93.39219711632178
2021-05-12,93.2802661936834
2021-05-13,92.77716427365971
2021-05-14,91.79902021563245
2021-05-17,91.80499043122285
2021-05-18,91.24749004283775
2021-05-19,90.65614296484584
2021-05-20,88.65197661668137
2021-05-21,89.16122349456514
2021-05-24,89.80090054371044
2021-05-25,92.34472898836172
2021-05-26,92.05346456023634
2021-05-27,91.3801390815265
2021-05-28,91.65562388676436
2021-05-31,91.18982786289007
2021-06-01,90.64378969290433
2021-06-02,88.96478712942056
2021-06-03,87.7265116015547
2021-06-04,86.70062048703876
2021-06-07,85.83779995699804
2021-06-08,84.5708511637773
2021-06-09,83.58096191201123
2021-06-10,83.8796541198302
2021-06-11,84.08268722731555
2021-06-14,84.81393047319578
2021-06-15,83.76853878972479
2021-06-16,83.17914604367377
2021-06-17,82.59242748569481
2021-06-18,81.86118774847856
2021-06-21,84.1687882145231
2021-06-22,85.18651259429637
2021-06-23,85.16314282019091
2021-06-24,85.09388045696721
2021-06-25,85.34187994456438
2021-06-28,85.800714648433
2021-06-29,85.66972852132113
2021-06-30,84.4606638590587
2021-07-01,84.46581127795348
2021-07-02,85.1565507791316
2021-07-05,84.79362639223206
2021-07-06,83.52092006161504
2021-07-07,83.50741553558365
2021-07-08,83.5970261469364
2021-07-09,83.25312664080194
2021-07-12,82.57819701780946
2021-07-13,82.91291922675106
2021-07-14,82.56279519950675
2021-07-15,82.24237446421371
2021-07-16,82.45108735678315
2021-07-19,81.0238249263691
2021-07-20,81.16877089880639
2021-07-21,81.50443956736434
2021-07-22,80.30344475038828
2021-07-23,81.52813218605645
2021-07-26,80.5692493219767
2021-07-27,79.88222456403989
2021-07-28,79.63934087688882
2021-07-29,78.51177244031734
2021-07-30,78.06878154003381
2021-08-02,77.37338101941195
2021-08-03,75.42431278883429
2021-08-04,74.62566527682132
2021-08-05,74.83959248562799
2021-08-06,74.63230381623713
2021-08-09,74.38619938910841
2021-08-10,74.91105158323175
2021-08-11,73.9346513134273
2021-08-12,74.38270043938559
2021-08-13,73.92203360597959
2021-08-16,75.07335466329961
2021-08-17,76.6797611718609
2021-08-18,76.18278687906805
2021-08-19,77.61916645104651
2021-08-20,77.37762941308489
2021-08-23,77.37825302768837
2021-08-24,77.93117473425558
2021-08-25,79.32184445482378
2021-08-26,79.47575349496334
2021-08-27,79.74294888601634
2021-08-30,79.87149670717098
2021-08-31,79.04388691903767
2021-09-01,78.79520036431393
2021-09-02,77.99943179003898
2021-09-03,78.97107756294848
2021-09-06,78.40993610091284
2021-09-07,79.04625586982411
2021-09-08,80.99459594935033
2021-09-09,81.0784591816048
2021-09-10,81.38755052904648
2021-09-13,81.81041131810346
2021-09-14,82.36507655762689
2021-09-15,81.4713476004894
2021-09-16,81.83189359040516
2021-09-17,81.99630233920259
2021-09-20,81.47189823568482
2021-09-21,80.03514724818612
2021-09-22,80.79911158684222
2021-09-23,79.41604757550174
2021-09-24,79.44321392945149
2021-09-27,79.03506120942632
2021-09-28,79.67909675930191
2021-09-29,79.79483738029192
2021-09-30,80.07573352091926
2021-10-01,80.12266462091176
2021-10-04,80.3751435673387
2021-10-05,79.28879960068612
2021-10-06,80.2378492727069
2021-10-07,78.89029865024972
2021-10-08,80.39679702616951
2021-10-11,81.2881171866164
2021-10-12,81.17560512269243
2021-10-13,80.89894473781528
2021-10-14,81.90602620676208
2021-10-15,81.38087511945074
2021-10-18,81.59690123935992
2021-10-19,81.69482942813131
2021-10-20,82.48400912473483
2021-10-21,80.76161929737465
2021-10-22,81.10085000948384
2021-10-25,81.91046475891167
2021-10-26,81.87944059304454
2021-10-27,82.10702567180651
2021-10-28,84.32962220239996
2021-10-29,84.89648937733426
2021-11-01,83.72572508508983
2021-11-02,83.85523248737061
2021-11-03,84.97904807379315
2021-11-04,84.49688607640475
2021-11-05,86.62908047593596
2021-11-08,87.73767658058735
2021-11-09,87.58873822811096
2021-11-10,86.65021954060772
2021-11-11,86.37753918484438
2021-11-12,86.33615382423919
2021-11-15,84.96824637914874
2021-11-16,85.55791734799946
2021-11-17,85.29435305086363
2021-11-18,85.79247728852455
2021-11-19,85.72727836083635
2021-11-22,84.7624201592727
2021-11-23,85.01576202987582
2021-11-24,85.81010460440898
2021-11-25,85.14417892298822
2021-11-26,84.8137804570488
2021-11-29,85.57293254377014
2021-11-30,85.48296078465182
2021-12-01,85.46591708923037
2021-12-02,84.7119524070547
2021-12-03,85.96085886975006
2021-12-06,84.62892066828739
2021-12-07,85.60204961525282
2021-12-08,85.11284576132611
2021-12-09,84.85744763070427
2021-12-10,85.03700478542322
2021-12-13,84.0844940610325
2021-12-14,83.58469789785971
2021-12-15,85.2964261017
2021-12-16,85.65345623764853
2021-12-17,84.58608991360123
2021-12-20,85.00499745954035
2021-12-21,84.86729287573982
2021-12-22,85.40407508290598
2021-12-23,85.01572400984537
2021-12-24,83.63902627012665
2021-12-27,83.37813602423721
2021-12-28,82.13545627483559
2021-12-29,81.8049792734036
2021-12-30,82.73348613704414
2021-12-31,84.23524008141919
2022-01-03,84.0041697561411
2022-01-04,84.46547921686056
2022-01-05,86.05448997491668
2022-01-06,85.95920089639083
2022-01-07,84.4335383453023
2022-01-10,83.34878716948421
2022-01-11,83.8646933021506
2022-01-12,83.62123282773837
2022-01-13,85.08627643297481
2022-01-14,84.5622964744181
2022-01-17,84.17915542232963
2022-01-18,84.3201499711177
2022-01-19,83.94315509856212
2022-01-20,84.00142744825891
2022-01-21,82.999360623238
2022-01-24,83.6228778137605
2022-01-25,83.7276644842429
2022-01-26,82.88551735557336
2022-01-27,82.34692303974032
2022-01-28,82.57176558671463
2022-01-31,83.47663948129774
2022-02-01,82.41826186036008
2022-02-02,81.3520330654394
2022-02-03,81.54098388432985
2022-02-04,81.40104061974743
2022-02-07,81.72503101963053
2022-02-08,82.2192440517279
2022-02-09,82.82756839484234
2022-02-10,82.83863540623088
2022-02-11,82.15872359459514
2022-02-14,82.67911703264238
2022-02-15,82.39333368370983
2022-02-16,82.12107048380076
2022-02-17,82.57474595115173
2022-02-18,83.08427597455767
2022-02-21,82.94059840432823
2022-02-22,84.93134859332746
2022-02-23,85.3164120397255
2022-02-24,85.8648673347465
2022-02-25,86.90207161295453
2022-02-28,87.03898135854467
2022-03-01,85.82831935766843
2022-03-02,84.99715218565112
2022-03-03,84.26034600075404
2022-03-04,85.54056753543838
2022-03-07,85.45206037417542
2022-03-08,85.82816063595814
2022-03-09,85.33550755300365
2022-03-10,85.73662314536291
2022-03-11,87.05002008050823
2022-03-14,86.27661711340144
2022-03-15,85.69954601569002
2022-03-16,84.84481766903666
2022-03-17,85.11052217028318
2022-03-18,84.29916217426833
2022-03-21,82.95199675664922
2022-03-22,83.09862347003133
2022-03-23,82.17482370672019
2022-03-24,81.70584221086023
2022-03-25,80.74636838514489
2022-03-28,82.03264497371856
2022-03-29,82.37051875520358
2022-03-30,81.33538080011253
2022-03-31,81.44666109104658
2022-04-01,82.35420512465679
2022-04-04,81.58332732199003
2022-04-05,82.84644336085036
2022-04-06,83.2159739442046
2022-04-07,83.26385350508069
2022-04-08,83.49798683705843
2022-04-11,83.95371118659106
2022-04-12,84.07158406907891
2022-04-13,84.4724098622911
2022-04-14,86.08343703916181
2022-04-15,86.38777585385964
2022-04-18,86.88598771458119
2022-04-19,86.72918778926733
2022-04-20,86.21953903974455
2022-04-21,85.88307482138042
2022-04-22,84.6017046867207
2022-04-25,84.68638871840376
2022-04-26,84.91542751775668
2022-04-27,82.65749933888155
2022-04-28,82.3310429529116
2022-04-29,84.51520024766897
2022-05-02,84.55313969632151
2022-05-03,84.6619705566835
2022-05-04,84.49495844179808
2022-05-05,82.83145483234782
2022-05-06,81.74427537655633
2022-05-09,82.69669793574283
2022-05-10,83.22958983377687
2022-05-11,84.05514593585764
2022-05-12,84.65447853801888
2022-05-13,83.88205850353306
2022-05-16,83.34747937512172
2022-05-17,83.91259932581727
2022-05-18,83.38681845062979
2022-05-19,84.26268062672393
2022-05-20,84.17939362338603
2022-05-23,84.58697146961553
2022-05-24,84.10959405575996
2022-05-25,84.29120967932914
2022-05-26,84.83319032417977
2022-05-27,84.094156203514
2022-05-30,84.23705980777977
2022-05-31,84.92786519352158
2022-06-01,84.6416786181748
2022-06-02,84.14559485033745
2022-06-03,85.38827702030967
2022-06-06,85.4376248250436
2022-06-07,85.69547318454022
2022-06-08,85.14361897081781
2022-06-09,86.23726530515923
2022-06-10,84.95298008692906
2022-06-13,85.63177191180047
2022-06-14,85.71331302142804
2022-06-15,85.92786773984972
2022-06-16,85.54184019584648
2022-06-17,85.79167522103717
2022-06-20,85.73086141875412
2022-06-21,85.96111300572831
2022-06-22,84.65272917236167
2022-06-23,85.19357334007975
2022-06-24,85.77221991326111
2022-06-27,86.23003178691674
2022-06-28,85.75493747558878
2022-06-29,84.66060945389587
2022-06-30,84.11698845755944
2022-07-01,84.69640568777507
2022-07-04,85.90794582225246
2022-07-05,86.00229325186844
2022-07-06,85.16999903368001
2022-07-07,85.50674315763958
2022-07-08,85.98802967709817
2022-07-11,85.95249734905315
2022-07-12,86.53444659022642
2022-07-13,86.12614324586873
2022-07-14,85.8067479950614
2022-07-15,85.11404811448995
2022-07-18,84.5103887841287
2022-07-19,85.32088301369178
2022-07-20,85.26882717079548
2022-07-21,83.95808815271752
2022-07-22,86.32615350231168
2022-07-25,85.25608026559489
2022-07-26,83.59795896452853
2022-07-27,82.09684911958901
2022-07-28,82.6800104315546
2022-07-29,82.47586722901785
2022-08-01,82.83678902959356
2022-08-02,82.22221955039339
2022-08-03,82.51650256970868
2022-08-04,83.0916700565323
2022-08-05,81.82895611241085
2022-08-08,82.24211916084234
2022-08-09,81.68014600864221
2022-08-10,82.50204895077434
2022-08-11,83.25371511976655
2022-08-12,82.60035416618469
2022-08-15,83.48576706498959
2022-08-16,82.86060857546886
2022-08-17,83.20540801732703
2022-08-18,82.51518656786715
2022-08-19,82.86858018972868
2022-08-22,82.5214471546813
2022-08-23,83.14031844055816
2022-08-24,82.56845892503132
2022-08-25,81.63745605008388
2022-08-26,82.14478979537769
2022-08-29,80.7336419916774
2022-08-30,79.7439956094278
2022-08-31,77.96185255410856
2022-09-01,78.09589462136644
2022-09-02,76.60356903176263
2022-09-05,76.97347089635329
2022-09-06,76.97484790786814
2022-09-07,79.90205054442245
2022-09-08,79.58204796553966
2022-09-09,78.43483840676134
2022-09-12,79.01380288774246
2022-09-13,78.41865840275415
2022-09-14,79.42032439297681
2022-09-15,78.77995877212487
2022-09-16,77.79334392456279
2022-09-19,77.7704895430329
2022-09-20,77.90019428738721
2022-09-21,76.49246282130561
2022-09-22,75.2947326338929
2022-09-23,75.5767850040341
2022-09-26,74.83939591583011
2022-09-27,75.28920460829569
2022-09-28,75.33795432474456
2022-09-29,76.67367679929546
2022-09-30,78.07544546488307
2022-10-03,78.15779303537586
2022-10-04,78.06998233557334
2022-10-05,78.71583444933165
2022-10-06,78.4342218056974
2022-10-07,78.91268849126395
2022-10-10,78.20809934367563
2022-10-11,78.82886991184378
2022-10-12,77.2198077560126
2022-10-13,77.07064108266401
2022-10-14,76.32793293589452
2022-10-17,76.90579405870501
2022-10-18,77.29720792313888
2022-10-19,76.88784652387578
2022-10-20,77.1093091283799
2022-10-21,77.11976477823853
2022-10-24,76.92667250547271
2022-10-25,75.25791517204122
2022-10-26,75.41856192478004
2022-10-27,76.07641989837113
2022-10-28,75.07651995389601
2022-10-31,74.97766548722863
2022-11-01,76.16486355492317
2022-11-02,77.48784183907166
2022-11-03,76.95440802965115
2022-11-04,75.81607415208892
2022-11-07,75.7733159864239
2022-11-08,75.88866833396534
2022-11-09,76.25529770465036
2022-11-10,76.02467749744612
2022-11-11,76.0470080408254
2022-11-14,75.39406129431819
2022-11-15,75.56966028393055
2022-11-16,75.5608742053393
2022-11-17,76.79790510768373
2022-11-18,76.13684374095588
2022-11-21,76.27051175519927
2022-11-22,77.0900945920316
2022-11-23,77.65555365812125
2022-11-24,79.45723891344105
2022-11-25,79.85884389056108
2022-11-28,80.00709119675074
2022-11-29,81.10034097313431
2022-11-30,82.69418509035613
2022-12-01,82.84500270559282
2022-12-02,82.17503871912913
2022-12-05,82.34837421928243
2022-12-06,82.90417493753134
2022-12-07,82.38795123409996
2022-12-08,81.39236724962517
2022-12-09,82.66953537431267
2022-12-12,83.80372032521767
2022-12-13,85.81622986359206
2022-12-14,87.31468327367905
2022-12-15,87.92858544145241
2022-12-16,88.43943254259031
2022-12-19,88.43558948399479
2022-12-20,87.66276821713437
2022-12-21,86.79910434006982
2022-12-22,85.5484078098926
2022-12-23,85.63033921197025
2022-12-26,85.03231047358209
2022-12-27,85.95006511964391
2022-12-28,85.91367044922212
2022-12-29,85.07791060817843
2022-12-30,84.93701975962804
2023-01-02,84.73198284249014
2023-01-03,86.47938336725628
2023-01-04,87.79556829606575
2023-01-05,86.86210343658739
2023-01-06,87.59206051832726
2023-01-09,87.83701936041811
2023-01-10,89.73808971670441
2023-01-11,89.74296908432923
2023-01-12,90.49613384071104
2023-01-13,91.26617870637713
2023-01-16,92.41748527504886
2023-01-17,91.14470156972442
2023-01-18,91.57494171152327
2023-01-19,91.56047333008524
2023-01-20,91.78578646413037
2023-01-23,94.32035465520322
2023-01-24,93.85782372015345
2023-01-25,93.40514674022964
2023-01-26,92.30670451025233
2023-01-27,91.32118734377322
2023-01-30,90.90883531649393
2023-01-31,89.68542107978591
2023-02-01,89.91781981459027
2023-02-02,88.444909671883
2023-02-03,88.68128894386777
2023-02-06,89.2035182944236
2023-02-07,89.02734838202215
2023-02-08,89.94250666321733
2023-02-09,89.3181564848298
2023-02-10,90.18883479212217
2023-02-13,90.01219775719868
2023-02-14,90.0264217081604
2023-02-15,90.8287131251118
2023-02-16,90.86387116068644
2023-02-17,91.60033916889087
2023-02-20,90.66010129958275
2023-02-21,89.91887596754218
2023-02-22,89.56921195197431
2023-02-23,89.13514826329529
2023-02-24,88.5124062679294
2023-02-27,89.87143573245766
2023-02-28,89.42583776463542
2023-03-01,90.9363531765426
2023-03-02,91.15067033059334
2023-03-03,91.25655939946483
2023-03-06,89.84516783197697
2023-03-07,91.33323313331641
2023-03-08,90.83578064441367
2023-03-09,90.63081306106751
2023-03-10,91.41864508549395
2023-03-13,90.66549275567048
2023-03-14,90.69235061655009
2023-03-15,90.46514708671005
2023-03-16,91.3257029746935
2023-03-17,93.50159772627971
2023-03-20,95.08158028269035
2023-03-21,95.09712802358374
2023-03-22,94.5806608052167
2023-03-23,94.0672400429375
2023-03-24,93.73965379050158
2023-03-27,94.44868289894676
2023-03-28,94.554771204503
2023-03-29,93.92000337434591
2023-03-30,94.06454265642208
2023-03-31,94.00545312062076
2023-04-03,94.80574352661861
2023-04-04,94.46673142352635
2023-04-05,93.67653861625837
2023-04-06,93.88714550584199
2023-04-07,95.3672577846899
2023-04-10,94.63162072316959
2023-04-11,94.25730199343734
2023-04-12,92.85013112128644
2023-04-13,94.25555017208816
2023-04-14,94.01282026422497
2023-04-17,94.18041716746718
2023-04-18,95.17970969732892
2023-04-19,94.20610946886156
2023-04-20,93.80257105583665
2023-04-21,95.46932251774334
2023-04-24,96.30708518616474
2023-04-25,97.05625963123293
2023-04-26,95.89507352594427
2023-04-27,95.9837206161206
2023-04-28,97.182632418951
2023-05-01,98.35296685076393
2023-05-02,97.87762753932203
2023-05-03,96.0091792678012
2023-05-04,95.55918664587216
2023-05-05,95.34602901350907
2023-05-08,96.24537056865746
2023-05-09,95.81564632913091
2023-05-10,95.4252583630536
2023-05-11,97.0022948152484
2023-05-12,97.67247246215202
2023-05-15,98.20666578442093
2023-05-16,98.81535524776666
2023-05-17,99.96432690784894
2023-05-18,99.6868257135047
2023-05-19,98.03225972986291
2023-05-22,98.69448090914392
2023-05-23,99.08422123416892
2023-05-24,99.09719434364781
2023-05-25,98.029929827704
2023-05-26,98.48331415450076
2023-05-29,98.64714176271744
2023-05-30,97.82181590364513
2023-05-31,97.17973204336297
2023-06-01,97.73199560690959
2023-06-02,97.39882409115694
2023-06-05,96.43772434573123
2023-06-06,96.42042943828045
2023-06-07,97.17905037743259
2023-06-08,96.76965465656349
2023-06-09,95.06304041910771
2023-06-12,93.88611510561604
2023-06-13,94.82232071994412
2023-06-14,94.65668978201158
2023-06-15,94.1957327680105
2023-06-16,92.5201605564477
2023-06-19,90.89946233330205
2023-06-20,90.87891955892675
2023-06-21,91.53389222269769
2023-06-22,92.333478659838
2023-06-23,92.90937302584787
2023-06-26,94.38793888488027
2023-06-27,96.66093936223919
2023-06-28,96.96022844342207
2023-06-29,96.08792799772776
2023-06-30,96.89892187321857
2023-07-03,96.97086849724977
2023-07-04,96.35647449700451
2023-07-05,96.85316177998128
2023-07-06,96.4185351541748
2023-07-07,95.86419470347445
2023-07-10,98.13517206611054
2023-07-11,98.66054689485433
2023-07-12,97.54117442669947
2023-07-13,98.06094578205695
2023-07-14,98.21060640982853
2023-07-17,97.57122925699386
2023-07-18,96.8937990063789
2023-07-19,96.2879995111851
2023-07-20,95.86360222202575
2023-07-21,96.71490177376329
2023-07-24,94.39054271479773
2023-07-25,95.50150334404273
2023-07-26,96.18621252294255
2023-07-27,96.01921310582672
2023-07-28,96.1324129799921
