Date,NOC
2020-09-25,299.87227733925494
2020-09-28,305.35099776581956
2020-09-29,300.082765384966
2020-09-30,290.5910769020726
2020-10-01,305.80802374853846
2020-10-02,307.0048022811575
2020-10-05,310.45181584476626
2020-10-06,314.0897198797189
2020-10-07,314.1912404638821
2020-10-08,310.3679595436009
2020-10-09,319.6059041748345
2020-10-12,320.66637257831474
2020-10-13,305.33889596232683
2020-10-14,326.5351501750301
2020-10-15,330.824198513665
2020-10-16,340.23361765624185
2020-10-19,345.56426427143174
2020-10-20,361.45931670051317
2020-10-21,357.30058023527556
2020-10-22,371.3771065936517
2020-10-23,364.35951731851077
2020-10-26,377.03144347412683
2020-10-27,377.4329070729908
2020-10-28,385.1867207356448
2020-10-29,403.73505953147213
2020-10-30,390.5299115409664
2020-11-02,394.4428170147404
2020-11-03,395.7934475625803
2020-11-04,387.76996040441617
2020-11-05,400.5281430327296
2020-11-06,396.47785207247523
2020-11-09,411.7277360750631
2020-11-10,422.8138316972976
2020-11-11,424.3375362302254
2020-11-12,415.12455863602236
2020-11-13,406.55644837049266
2020-11-16,393.7126334994822
2020-11-17,415.5139868501496
2020-11-18,443.9401455112996
2020-11-19,453.11715761738475
2020-11-20,468.2202834113343
2020-11-23,448.4687691059004
2020-11-24,451.87834548488496
2020-11-25,437.5138275906971
2020-11-26,450.3822140563398
2020-11-27,464.17059943548225
2020-11-30,484.60714308712534
2020-12-01,484.74449759286387
2020-12-02,475.62757520309793
2020-12-03,500.20115800171106
2020-12-04,491.16571260185736
2020-12-07,471.3222471186105
2020-12-08,476.6192098960523
2020-12-09,501.7810864241969
2020-12-10,518.646944015411
2020-12-11,529.8093937454581
2020-12-14,546.0481208370645
2020-12-15,538.1542806080848
2020-12-16,543.5824543841239
2020-12-17,542.2912234115328
2020-12-18,539.6100703397699
2020-12-21,544.6499061798955
2020-12-22,543.3664307315015
2020-12-23,537.4095186535286
2020-12-24,510.95252244449273
2020-12-25,517.2949732626154
2020-12-28,501.9059221725095
2020-12-29,500.2368101103821
2020-12-30,497.2060394988431
2020-12-31,510.0171592890551
2021-01-01,496.0677915210865
2021-01-04,490.4705077933297
2021-01-05,476.3189762363529
2021-01-06,473.8922663083831
2021-01-07,475.6802615920895
2021-01-08,475.5868057202966
2021-01-11,482.89997295732326
2021-01-12,464.67387572515963
2021-01-13,454.6310537797561
2021-01-14,469.40732114043624
2021-01-15,461.4744625950618
2021-01-18,446.6718691711734
2021-01-19,435.8935682136663
2021-01-20,433.1430192197332
2021-01-21,422.37313412467637
2021-01-22,428.9334608033885
2021-01-25,431.25418026306636
2021-01-26,428.4934051006511
2021-01-27,412.66658003327314
2021-01-28,407.16500224908907
2021-01-29,405.3247507792025
2021-02-01,408.1932676888599
2021-02-02,404.866319474409
2021-02-03,412.234616474505
2021-02-04,403.36935578317684
2021-02-05,401.74845803845295
2021-02-08,406.88352857618355
2021-02-09,440.26545157748785
2021-02-10,439.1932296624727
2021-02-11,451.48031737123455
2021-02-12,444.38910333232974
2021-02-15,441.57749924100403
2021-02-16,431.9579941400044
2021-02-17,419.0014926699948
2021-02-18,414.2476492296898
2021-02-19,433.5302912961125
2021-02-22,418.7476869807322
2021-02-23,410.88986418836345
2021-02-24,388.4981872276659
2021-02-25,396.69324189061285
2021-02-26,396.1407769578849
2021-03-01,410.2254715001803
2021-03-02,402.97778765178947
2021-03-03,405.8368701899418
2021-03-04,394.41649426764553
2021-03-05,406.3090684384521
2021-03-08,400.4465128545561
2021-03-09,392.9854260574991
2021-03-10,393.2591091955757
2021-03-11,377.15908026328356
2021-03-12,380.07888725423476
2021-03-15,393.1917232955992
2021-03-16,374.1941010309759
2021-03-17,369.80720959411997
2021-03-18,376.4746547974521
2021-03-19,367.7418121839575
2021-03-22,362.14886417678025
2021-03-23,355.7965420525423
2021-03-24,361.47224527596507
2021-03-25,367.77426620965497
2021-03-26,361.8806199742426
2021-03-29,352.03426629404794
2021-03-30,360.4812188157147
2021-03-31,352.18489734515003
2021-04-01,344.1648723462901
2021-04-02,350.42242185995366
2021-04-05,344.9261097576269
2021-04-06,348.5621577076379
2021-04-07,342.92715578794065
2021-04-08,346.68335710028316
2021-04-09,364.8631144046789
2021-04-12,384.5626437484864
2021-04-13,383.9925411592732
2021-04-14,360.5205465536273
2021-04-15,365.4772398293009
2021-04-16,367.0583249487474
2021-04-19,364.72302031432525
2021-04-20,377.6963111715212
2021-04-21,374.31477603919507
2021-04-22,369.22517309469464
2021-04-23,386.15869186225785
2021-04-26,380.22775024711524
2021-04-27,367.1400410781451
2021-04-28,365.87586653386154
2021-04-29,367.2142645473228
2021-04-30,371.56327396506686
2021-05-03,360.3445118849172
2021-05-04,356.7623975182437
2021-05-05,363.7657154662512
2021-05-06,361.4990265038471
2021-05-07,361.37622178496883
2021-05-10,361.7143101197547
2021-05-11,362.74898214316346
2021-05-12,355.87804696597755
2021-05-13,364.68283729763436
2021-05-14,366.9463875143107
2021-05-17,352.45818341400036
2021-05-18,358.90452580457344
2021-05-19,357.8457781663738
2021-05-20,369.9568356815038
2021-05-21,372.3346407217397
2021-05-24,371.1404890718395
2021-05-25,368.55305337156176
2021-05-26,361.1001825319296
2021-05-27,362.2740362828411
2021-05-28,360.18305126204757
2021-05-31,358.1872753401852
2021-06-01,370.0144309120167
2021-06-02,382.5534713934123
2021-06-03,375.4301109373661
2021-06-04,383.0252838765404
2021-06-07,384.8355397349188
2021-06-08,381.11148442349634
2021-06-09,379.84874735351355
2021-06-10,378.62371004333994
2021-06-11,389.8860017829235
2021-06-14,393.2249132338116
2021-06-15,392.63612900954314
2021-06-16,386.35431628582074
2021-06-17,367.49762093198746
2021-06-18,364.6424856506173
2021-06-21,363.12667526335497
2021-06-22,356.6169577633211
2021-06-23,353.4466537714679
2021-06-24,331.27791552100706
2021-06-25,325.4128666002027
2021-06-28,326.2562052262974
2021-06-29,345.7698080421777
2021-06-30,358.070924720054
2021-07-01,369.21864160432887
2021-07-02,370.393038180577
2021-07-05,360.2575441701787
2021-07-06,367.9274104004178
2021-07-07,364.0347377738119
2021-07-08,365.4643708487753
2021-07-09,368.011389315268
2021-07-12,367.2658197055532
2021-07-13,383.5422167492947
2021-07-14,391.1046570617239
2021-07-15,391.583893186713
2021-07-16,409.5177714795899
2021-07-19,400.76268568002325
2021-07-20,398.12158872280696
2021-07-21,385.05178332251285
2021-07-22,379.68848146406
2021-07-23,390.95477734361003
2021-07-26,377.30098499145015
2021-07-27,377.5433500135392
2021-07-28,387.6906081188979
2021-07-29,379.3960945968168
2021-07-30,393.2843902978026
2021-08-02,385.0483790427744
2021-08-03,380.3821429990521
2021-08-04,369.78014219958374
2021-08-05,375.67599469717834
2021-08-06,352.5154900594203
2021-08-09,355.14436890924054
2021-08-10,350.14723334266637
2021-08-11,351.300976825895
2021-08-12,355.3398950790115
2021-08-13,344.57039015660735
2021-08-16,340.30215477446495
2021-08-17,344.6911196547402
2021-08-18,332.88609749627636
2021-08-19,326.0638593571964
2021-08-20,316.0165697399951
2021-08-23,314.16254845968297
2021-08-24,306.91944673489576
2021-08-25,307.1628513997415
2021-08-26,308.8420271113429
2021-08-27,319.73368866825024
2021-08-30,335.710436858011
2021-08-31,340.34921156239693
2021-09-01,343.865715748492
2021-09-02,354.6728670119309
2021-09-03,359.6756886392344
2021-09-06,367.3841193291168
2021-09-07,375.75892075699284
2021-09-08,385.4535205216983
2021-09-09,410.02622524963283
2021-09-10,429.48726671590623
2021-09-13,417.62623807622737
2021-09-14,417.6286387293442
2021-09-15,412.8819837371864
2021-09-16,406.2162716480496
2021-09-17,402.9385047932342
2021-09-20,415.97347733481695
2021-09-21,414.09902973018
2021-09-22,412.5881514729905
2021-09-23,418.00385481766256
2021-09-24,419.4177910705178
2021-09-27,423.9872725424454
2021-09-28,421.3944040628978
2021-09-29,421.8578926670847
2021-09-30,413.43842401556583
2021-10-01,409.75396927902585
2021-10-04,406.1714402532075
2021-10-05,414.6275626933797
2021-10-06,418.8068350567066
2021-10-07,423.48887168208034
2021-10-08,418.6629292515372
2021-10-11,434.6725894431123
2021-10-12,422.0243709521192
2021-10-13,412.67189149598676
2021-10-14,428.27504099229304
2021-10-15,442.6336433107478
2021-10-18,444.55383940247657
2021-10-19,467.73060774908237
2021-10-20,452.3538908965164
2021-10-21,449.38145673519733
2021-10-22,456.29763655227856
2021-10-25,465.2332873202879
2021-10-26,460.7257512266582
2021-10-27,455.5936400533667
2021-10-28,462.7369416532523
2021-10-29,460.673886933201
2021-11-01,453.24144375297806
2021-11-02,453.2633922439515
2021-11-03,435.17784456524817
2021-11-04,425.0719299465965
2021-11-05,430.4078541844276
2021-11-08,414.80183770457046
2021-11-09,403.4416172343502
2021-11-10,413.8487372933775
2021-11-11,416.3815641014066
2021-11-12,397.022902632154
2021-11-15,408.1624673921839
2021-11-16,399.75988587673464
2021-11-17,397.59578302616376
2021-11-18,422.1928198695958
2021-11-19,415.9609382248406
2021-11-22,429.9646659372383
2021-11-23,441.32477907865143
2021-11-24,433.19893453466005
2021-11-25,433.6705794687776
2021-11-26,444.2644066349327
2021-11-29,438.1144346655507
2021-11-30,443.392976370973
2021-12-01,432.53591291841343
2021-12-02,436.440891341382
2021-12-03,433.93696558800565
2021-12-06,455.502826052333
2021-12-07,455.5097925227474
2021-12-08,464.020003712243
2021-12-09,447.72850110597005
2021-12-10,457.46466040151125
2021-12-13,462.50592312963687
2021-12-14,457.2158649880654
2021-12-15,454.97912424653543
2021-12-16,456.96158580163734
2021-12-17,474.4179086298588
2021-12-20,488.0496942241022
2021-12-21,501.99115236307756
2021-12-22,504.71100796306024
2021-12-23,515.4793571551342
2021-12-24,518.5762952742662
2021-12-27,509.8261319791585
2021-12-28,507.4209168645045
2021-12-29,502.1396070950463
2021-12-30,481.36098178324175
2021-12-31,475.33809625167294
2022-01-03,468.1805526950099
2022-01-04,460.24187548974254
2022-01-05,465.93559732040023
2022-01-06,486.4695152288063
2022-01-07,489.6174069049269
2022-01-10,475.15938336775196
2022-01-11,457.5502892693699
2022-01-12,473.48915617590364
2022-01-13,478.84241862554137
2022-01-14,478.7768186878968
2022-01-17,480.9193032015544
2022-01-18,494.3829747142772
2022-01-19,512.7071298040262
2022-01-20,521.0503985594947
2022-01-21,516.6845032920099
2022-01-24,516.4604246499555
2022-01-25,507.9731284016875
2022-01-26,512.2474067954721
2022-01-27,519.3362833999578
2022-01-28,539.455928844901
2022-01-31,540.5562015601479
2022-02-01,532.0240461872296
2022-02-02,527.0613400298619
2022-02-03,552.6353743679875
2022-02-04,533.0382993816453
2022-02-07,529.2052095303353
2022-02-08,531.312758658451
2022-02-09,518.2042510020634
2022-02-10,531.3415503843192
2022-02-11,532.6929073560601
2022-02-14,533.9344417862629
2022-02-15,549.4504735515063
2022-02-16,554.139780957791
2022-02-17,562.0682978238044
2022-02-18,572.2202748336634
2022-02-21,572.497557339494
2022-02-22,552.9373240188525
2022-02-23,541.2275962123371
2022-02-24,532.311387778039
2022-02-25,541.1030627486921
2022-02-28,528.2799841481154
2022-03-01,523.2247693543733
2022-03-02,515.1670066608069
2022-03-03,528.9251797722757
2022-03-04,555.8616353046611
2022-03-07,567.4386375020827
2022-03-08,581.0179364231974
2022-03-09,544.3030222260268
2022-03-10,548.4397648886476
2022-03-11,555.7983479225619
2022-03-14,567.9831528797499
2022-03-15,540.6411522431932
2022-03-16,562.751770201453
2022-03-17,567.506684539197
2022-03-18,575.2633100709509
2022-03-21,586.9934605020453
2022-03-22,579.103687360732
2022-03-23,568.5095292087897
2022-03-24,574.8597738180894
2022-03-25,566.0930662938702
2022-03-28,557.0535207967022
2022-03-29,574.4381863311578
2022-03-30,563.323477255497
2022-03-31,575.6134927168121
2022-04-01,586.5552890576188
2022-04-04,581.1276275438241
2022-04-05,579.731363777892
2022-04-06,587.1271200172413
2022-04-07,588.3415945064123
2022-04-08,576.6300845951441
2022-04-11,567.7338540452512
2022-04-12,577.6085404331586
2022-04-13,589.507305867968
2022-04-14,579.9043843211846
2022-04-15,594.5496965357784
2022-04-18,568.4887243213151
2022-04-19,574.0569881217016
2022-04-20,579.8519663801164
2022-04-21,576.0256312652433
2022-04-22,553.2108177858958
2022-04-25,542.7462439751677
2022-04-26,529.9890638659625
2022-04-27,520.6591662590951
2022-04-28,533.1663329334176
2022-04-29,550.0000271385354
2022-05-02,570.797680906684
2022-05-03,573.4088750920989
2022-05-04,573.6270881785676
2022-05-05,570.1958410079934
2022-05-06,569.9490143151454
2022-05-09,579.5458385291153
2022-05-10,579.5303176316404
2022-05-11,557.7663544869067
2022-05-12,529.864722839667
2022-05-13,538.626052923395
2022-05-16,541.484157030476
2022-05-17,550.6939519004045
2022-05-18,567.9947533403991
2022-05-19,569.974871282665
2022-05-20,563.8464002618231
2022-05-23,571.2890989761543
2022-05-24,561.3925706810775
2022-05-25,578.0767051973402
2022-05-26,564.0670727615537
2022-05-27,574.15014409496
2022-05-30,575.80832320069
2022-05-31,588.5720257668726
2022-06-01,589.3170415890592
2022-06-02,571.7482760470023
2022-06-03,576.0794714992243
2022-06-06,551.0800610868695
2022-06-07,566.1562452527947
2022-06-08,556.1335967701553
2022-06-09,556.3910204548521
2022-06-10,563.2424906535636
2022-06-13,571.394855071943
2022-06-14,586.6663124009306
2022-06-15,597.9430307793675
2022-06-16,596.8348735837897
2022-06-17,593.2950171746054
2022-06-20,614.7303567073626
2022-06-21,612.1504575427597
2022-06-22,638.6532934032967
2022-06-23,625.8891091050624
2022-06-24,627.4815750195614
2022-06-27,624.2085495052173
2022-06-28,634.9943535216834
2022-06-29,629.1069547957658
2022-06-30,645.3856446053719
2022-07-01,660.9749764962347
2022-07-04,683.1408866547059
2022-07-05,688.2333213299945
2022-07-06,688.7394618460149
2022-07-07,677.3250090155187
2022-07-08,669.5762194200004
2022-07-11,691.0214411757145
2022-07-12,688.0873498518779
2022-07-13,684.3595138328925
2022-07-14,676.4496784531451
2022-07-15,668.9653973987361
2022-07-18,664.3045145911855
2022-07-19,643.8310141481994
2022-07-20,653.4147350052776
2022-07-21,651.6678858463797
2022-07-22,657.7217731590628
2022-07-25,672.0316789442255
2022-07-26,662.1128212215182
2022-07-27,670.1482460597873
2022-07-28,678.2503677163766
2022-07-29,712.7861324713493
2022-08-01,694.3303141566477
2022-08-02,672.3220475782307
2022-08-03,662.7168683263366
2022-08-04,687.2347021807683
2022-08-05,686.2479123739
2022-08-08,661.7711721518281
2022-08-09,664.6874684344187
2022-08-10,661.9375973667421
2022-08-11,698.1926696387566
2022-08-12,699.4315447981149
2022-08-15,701.0735682676352
2022-08-16,708.6245514634717
2022-08-17,700.3493650438556
2022-08-18,711.9395027956451
2022-08-19,710.195929192982
2022-08-22,693.3906327421157
2022-08-23,710.9450834483779
2022-08-24,678.9413598638387
2022-08-25,675.9191912851065
2022-08-26,686.8407038988506
2022-08-29,695.8662646710136
2022-08-30,689.2843312627792
2022-08-31,707.0438648929927
2022-09-01,694.926184193115
2022-09-02,690.6950831311125
2022-09-05,707.0234038904199
2022-09-06,720.5617177774296
2022-09-07,716.9514949700778
2022-09-08,701.6680359647246
2022-09-09,696.6585555744158
2022-09-12,714.3040862147459
2022-09-13,703.8423962172742
2022-09-14,701.2897998252118
2022-09-15,729.2064130912554
2022-09-16,731.1816139281473
2022-09-19,733.6274731690856
2022-09-20,721.8526552525192
2022-09-21,741.5459444679308
2022-09-22,721.6521780337009
2022-09-23,737.5924772456672
2022-09-26,759.4336372832693
2022-09-27,769.9449743719466
2022-09-28,770.1292373875661
2022-09-29,780.9247659552284
2022-09-30,786.6636102280402
2022-10-03,776.3039498879349
2022-10-04,821.4145205139292
2022-10-05,824.1227947845761
2022-10-06,826.4429644546394
2022-10-07,816.293829498658
2022-10-10,819.0865673036972
2022-10-11,802.9487096146166
2022-10-12,783.8856602194331
2022-10-13,816.7804268769897
2022-10-14,833.2246384381773
2022-10-17,833.0639024212621
2022-10-18,826.4322431964707
2022-10-19,860.4024861821247
2022-10-20,846.5106147133772
2022-10-21,857.3462645876281
2022-10-24,825.1461413771144
2022-10-25,800.8592358905858
2022-10-26,795.2418714869871
2022-10-27,823.4643628221097
2022-10-28,798.8781543598698
2022-10-31,806.240403221943
2022-11-01,785.2858099086639
2022-11-02,785.6206298723749
2022-11-03,784.7430453362413
2022-11-04,807.2133735420913
2022-11-07,823.0769670121008
2022-11-08,840.728472416925
2022-11-09,838.7441935374526
2022-11-10,838.165298524976
2022-11-11,805.8571007289927
2022-11-14,797.81682523552
2022-11-15,793.1041447127222
2022-11-16,794.3652960570498
2022-11-17,774.2378175924221
2022-11-18,758.8206140194137
2022-11-21,779.0706289587031
2022-11-22,752.0642428061502
2022-11-23,773.7565328216914
2022-11-24,777.16611123574
2022-11-25,794.9063766357134
2022-11-28,815.2572410647165
2022-11-29,828.0934783068304
2022-11-30,781.47124646771
2022-12-01,786.223566242703
2022-12-02,796.6407411846595
2022-12-05,777.8426746724948
2022-12-06,788.7915621888154
2022-12-07,774.7144450926222
2022-12-08,778.5225953200601
2022-12-09,791.9653364921339
2022-12-12,792.3595740090706
2022-12-13,776.1657102342642
2022-12-14,753.6419597939658
2022-12-15,759.5377476426447
2022-12-16,757.6920224324298
2022-12-19,776.1739784367815
2022-12-20,778.4004417558849
2022-12-21,776.9922507567425
2022-12-22,809.0046634129493
2022-12-23,813.5499626763624
2022-12-26,821.8230589419743
2022-12-27,831.988991921048
2022-12-28,848.475348240808
2022-12-29,833.0312282515167
2022-12-30,817.4428557069804
2023-01-02,820.9424681170917
2023-01-03,831.4358320107011
2023-01-04,810.199534755638
2023-01-05,801.53470334659
2023-01-06,810.9977433109744
2023-01-09,790.3917666348967
2023-01-10,785.1789486237768
2023-01-11,797.8603774869109
2023-01-12,804.645261582482
2023-01-13,791.423615596366
2023-01-16,782.400117317993
2023-01-17,803.0148491585718
2023-01-18,838.3016722830461
2023-01-19,837.6484979889827
2023-01-20,873.3839726309566
2023-01-23,882.3452091116052
2023-01-24,858.7166644103675
2023-01-25,858.3281738860735
2023-01-26,830.4834197600442
2023-01-27,807.3534930275148
2023-01-30,810.7033717723403
2023-01-31,777.9482598046054
2023-02-01,785.4686534521894
2023-02-02,753.9961168519607
2023-02-03,756.1878163007189
2023-02-06,722.384759744109
2023-02-07,701.5519937473856
2023-02-08,732.7613967977003
2023-02-09,716.9787732746269
2023-02-10,687.9268791241459
2023-02-13,708.7039395094639
2023-02-14,705.6363995589533
2023-02-15,712.2625307904918
2023-02-16,717.2361580484992
2023-02-17,744.7312470167165
2023-02-20,772.2010627943716
2023-02-21,768.0059318149431
2023-02-22,796.4949416085932
2023-02-23,809.0028606175046
2023-02-24,812.3555175759047
2023-02-27,779.4227086331255
2023-02-28,736.0953633253699
2023-03-01,747.9884361417282
2023-03-02,729.8941033467681
2023-03-03,723.7205467457206
2023-03-06,691.218220686617
2023-03-07,721.7224973684876
2023-03-08,690.3635927107182
2023-03-09,707.0012080123473
2023-03-10,726.9026718352036
2023-03-13,735.8543410555607
2023-03-14,723.921406918918
2023-03-15,743.8723107638957
2023-03-16,760.7269111185474
2023-03-17,764.8764015491937
2023-03-20,767.5460433020033
2023-03-21,763.4187161410084
2023-03-22,764.9886471640702
2023-03-23,784.475494345114
2023-03-24,777.3931735659369
2023-03-27,805.3612848632754
2023-03-28,826.8244359005837
2023-03-29,851.8153162178365
2023-03-30,879.7822579070022
2023-03-31,882.4186987484245
2023-04-03,863.6866701978784
2023-04-04,859.5873262842955
2023-04-05,870.9640327008274
2023-04-06,866.3268550799185
2023-04-07,869.9307728428394
2023-04-10,858.0917643050911
2023-04-11,829.144357601325
2023-04-12,855.0735770782653
2023-04-13,869.3678913589187
2023-04-14,845.239153435198
2023-04-17,856.2327537758358
2023-04-18,826.2721703848615
2023-04-19,835.9188908731837
2023-04-20,843.3037020725002
2023-04-21,860.8880510030843
2023-04-24,908.8352046774039
2023-04-25,918.09919345049
2023-04-26,918.8667757799132
2023-04-27,867.8269751879302
2023-04-28,902.5926828608981
2023-05-01,919.0351810986314
2023-05-02,917.8997540613984
2023-05-03,987.694182778738
2023-05-04,978.3874992581265
2023-05-05,983.7542469320772
2023-05-08,1028.1729074625878
2023-05-09,1044.8757070808713
2023-05-10,1005.298091012609
2023-05-11,988.4131338791627
2023-05-12,1007.9059706380746
2023-05-15,1031.280297543172
2023-05-16,1068.8283949621896
2023-05-17,1061.5255028067884
2023-05-18,1027.6790033351692
2023-05-19,1050.6773055051308
2023-05-22,1060.2779209176601
2023-05-23,1054.5034392164177
2023-05-24,1011.0555268931078
2023-05-25,996.324893166424
2023-05-26,1002.569118091485
2023-05-29,1009.827214547924
2023-05-30,1013.562896148836
2023-05-31,1019.9481611619512
2023-06-01,1022.212670598167
2023-06-02,1000.8503533701278
2023-06-05,1008.3250943896215
2023-06-06,1012.811192974288
2023-06-07,1001.8273839161828
2023-06-08,1002.9498634885534
2023-06-09,999.4737823096733
2023-06-12,1020.5144356015004
2023-06-13,1039.639571160574
2023-06-14,1042.2886989452693
2023-06-15,1034.3568259540173
2023-06-16,1064.2433110865195
2023-06-19,1086.3091979005378
2023-06-20,1105.4930173432595
2023-06-21,1129.7073194653415
2023-06-22,1094.1764811713904
2023-06-23,1097.782750816545
2023-06-26,1101.03561985796
2023-06-27,1118.8199426104682
2023-06-28,1140.215163694439
2023-06-29,1133.7422915291522
2023-06-30,1119.838065824775
2023-07-03,1111.5030654842685
2023-07-04,1150.6400015410989
2023-07-05,1095.3932142646227
2023-07-06,1108.7135206653745
2023-07-07,1153.332182613227
2023-07-10,1118.810019743021
2023-07-11,1096.6632705217496
2023-07-12,1061.4059839757049
2023-07-13,1050.7155836892002
2023-07-14,1026.934163444014
2023-07-17,992.934672426452
2023-07-18,986.9785596481216
2023-07-19,960.4757718813661
2023-07-20,959.114179340984
2023-07-21,992.5910995499142
2023-07-24,1032.127354602207
2023-07-25,1040.0062411819047
2023-07-26,1039.798042775907
2023-07-27,1062.193746844956
2023-07-28,1060.7971586804786
2023-07-31,1093.1876574119417
2023-08-01,1067.291905174684
