Date,C
2021-03-19,264.50287768484316
2021-03-22,265.308173153604
2021-03-23,269.4504843102857
2021-03-24,267.66533351165083
2021-03-25,264.6530696936736
2021-03-26,258.68789969117825
2021-03-29,267.50882799043933
2021-03-30,263.85536755608285
2021-03-31,265.50588439011386
2021-04-01,269.51294111216527
2021-04-02,271.00993222017394
2021-04-05,272.23233414415887
2021-04-06,271.43198120697673
2021-04-07,272.82112223241654
2021-04-08,273.631704205366
2021-04-09,270.0210200071946
2021-04-12,276.9930482293011
2021-04-13,269.7931850535465
2021-04-14,272.71657377960963
2021-04-15,265.8911798699932
2021-04-16,265.395324673196
2021-04-19,261.66228923189783
2021-04-20,264.24714523217176
2021-04-21,262.13507195961495
2021-04-22,261.678218796551
2021-04-23,264.2496670999197
2021-04-26,258.1272274942478
2021-04-27,259.2646814642779
2021-04-28,257.03907470841267
2021-04-29,255.45154489856452
2021-04-30,253.9432090405247
2021-05-03,260.1790058974533
2021-05-04,259.48111695919044
2021-05-05,258.1530824260318
2021-05-06,262.2914034137846
2021-05-07,260.90395650960534
2021-05-10,265.1267843949097
2021-05-11,262.9172214196972
2021-05-12,265.40842488777736
2021-05-13,268.55824906834704
2021-05-14,269.2796727887234
2021-05-17,262.9518898592429
2021-05-18,262.73478086519526
2021-05-19,272.24294126730604
2021-05-20,269.39375637110635
2021-05-21,273.84264425447043
2021-05-24,273.04223668174336
2021-05-25,273.0026973563204
2021-05-26,275.1620392704758
2021-05-27,277.07943438206445
2021-05-28,282.66392701697487
2021-05-31,283.3167409838723
2021-06-01,279.76771784537993
2021-06-02,285.7960018645446
2021-06-03,285.9611980928827
2021-06-04,281.3592740670732
2021-06-07,277.53541508535557
2021-06-08,275.0712174635172
2021-06-09,277.6477135072788
2021-06-10,282.3815829258273
2021-06-11,286.47315220572557
2021-06-14,285.4417508748561
2021-06-15,285.38784386200905
2021-06-16,283.87068344221126
2021-06-17,287.1291602961139
2021-06-18,287.48564504429316
2021-06-21,283.8578084185144
2021-06-22,283.3040204209079
2021-06-23,283.7459278279097
2021-06-24,280.0597972377128
2021-06-25,275.54660042791835
2021-06-28,277.2952746032221
2021-06-29,278.56398644016133
2021-06-30,275.0840331906508
2021-07-01,282.52420309528964
2021-07-02,284.2948271176048
2021-07-05,289.69126986371253
2021-07-06,287.4931796038762
2021-07-07,288.97237696588707
2021-07-08,294.63163754119233
2021-07-09,299.5349277254787
2021-07-12,300.41838049741256
2021-07-13,305.43441037756673
2021-07-14,310.3997068866807
2021-07-15,311.5931175180177
2021-07-16,313.5728660092946
2021-07-19,310.67735855135845
2021-07-20,308.6828485429356
2021-07-21,304.230609414064
2021-07-22,312.39596311661194
2021-07-23,311.1325293988811
2021-07-26,306.8316052053851
2021-07-27,315.99234100599244
2021-07-28,313.80412267671585
2021-07-29,319.975944298067
2021-07-30,316.9337979928991
2021-08-02,320.35971441739895
2021-08-03,323.2237634130566
2021-08-04,317.7393536764861
2021-08-05,332.1015185545895
2021-08-06,332.93593331828475
2021-08-09,332.3277927890061
2021-08-10,337.92583836350155
2021-08-11,336.70278935343214
2021-08-12,337.1733256832977
2021-08-13,334.98327199419487
2021-08-16,335.9856480114803
2021-08-17,341.6797805523144
2021-08-18,340.058864219609
2021-08-19,342.11699352352764
2021-08-20,350.4517175984411
2021-08-23,356.502918719986
2021-08-24,361.2788806971989
2021-08-25,355.42939582397605
2021-08-26,356.8495377723856
2021-08-27,359.35775831219394
2021-08-30,363.6996822240167
2021-08-31,357.6891753582048
2021-09-01,362.1159148128497
2021-09-02,367.1328779155095
2021-09-03,368.3445858348885
2021-09-06,364.5838245655345
2021-09-07,359.25848725207806
2021-09-08,360.6519502056725
2021-09-09,365.4651032602437
2021-09-10,363.0729217542083
2021-09-13,359.60034946256025
2021-09-14,357.5425207643879
2021-09-15,349.65232203180756
2021-09-16,349.62922299289653
2021-09-17,345.749700871249
2021-09-20,358.464582986035
2021-09-21,363.9181205084929
2021-09-22,359.80337967121403
2021-09-23,363.45783431225186
2021-09-24,362.2133275703792
2021-09-27,366.4438608806169
2021-09-28,368.2018023408907
2021-09-29,361.6827845845753
2021-09-30,360.7634908428848
2021-10-01,364.82739532593416
2021-10-04,359.09328062478147
2021-10-05,356.2364757549788
2021-10-06,359.70768237855503
2021-10-07,361.54269103966476
2021-10-08,360.1896443701269
2021-10-11,366.4473979793732
2021-10-12,363.8841974864489
2021-10-13,363.6671171901496
2021-10-14,369.22410735061396
2021-10-15,369.7934834328404
2021-10-18,367.05499112004816
2021-10-19,371.3478863756974
2021-10-20,364.13215957727624
2021-10-21,358.9412901316212
2021-10-22,353.9441279540864
2021-10-25,351.6812839704253
2021-10-26,351.71704013984396
2021-10-27,356.6932546575882
2021-10-28,367.59379537125363
2021-10-29,367.61869171687937
2021-11-01,369.3142888288239
2021-11-02,368.6658052601935
2021-11-03,364.2037819692977
2021-11-04,356.3349645746937
2021-11-05,347.357451286823
2021-11-08,349.72713553163777
2021-11-09,348.649649227717
2021-11-10,338.33302244604045
2021-11-11,346.8587476495557
2021-11-12,349.2258019964343
2021-11-15,343.00673568543476
2021-11-16,340.78943291644833
2021-11-17,338.2945392332586
2021-11-18,329.3261692280313
2021-11-19,335.8621302542454
2021-11-22,334.7040604351313
2021-11-23,338.7043683405967
2021-11-24,345.08327904919724
2021-11-25,348.187764956888
2021-11-26,346.30367613575794
2021-11-29,351.2200321339929
2021-11-30,347.6312943987132
2021-12-01,344.4590189312247
2021-12-02,350.0144636622499
2021-12-03,349.30022773622545
2021-12-06,349.13488939523194
2021-12-07,355.71077057068374
2021-12-08,356.4729272588548
2021-12-09,354.91284412110474
2021-12-10,358.56098008102714
2021-12-13,365.4616810256803
2021-12-14,373.9806962247593
2021-12-15,372.16522643878045
2021-12-16,381.6743422858779
2021-12-17,376.81597657085825
2021-12-20,375.5219151410361
2021-12-21,380.28476214766533
2021-12-22,388.40197909195734
2021-12-23,387.4694301897765
2021-12-24,381.8741774230311
2021-12-27,385.4243039794726
2021-12-28,373.9724634776699
2021-12-29,382.2433297003765
2021-12-30,397.6717958568411
2021-12-31,392.99702910881433
2022-01-03,406.44533323157356
2022-01-04,405.27780554964556
2022-01-05,407.45470671744783
2022-01-06,392.00168608100785
2022-01-07,391.02887580075003
2022-01-10,386.5079851986701
2022-01-11,384.5888950340028
2022-01-12,384.1108853810639
2022-01-13,386.0363289494897
2022-01-14,380.50474666604185
2022-01-17,384.5096786940513
2022-01-18,385.7139093075816
2022-01-19,382.2488735024079
2022-01-20,380.0263351281157
2022-01-21,381.21841654567567
2022-01-24,389.50609809391
2022-01-25,377.8243319486692
2022-01-26,378.04312850508734
2022-01-27,377.4420903804419
2022-01-28,381.9822673072658
2022-01-31,384.49697689737314
2022-02-01,375.9982947893734
2022-02-02,375.1346651866225
2022-02-03,377.78547309196404
2022-02-04,374.2071867535779
2022-02-07,374.69456464721424
2022-02-08,376.0140960940818
2022-02-09,379.53338726636474
2022-02-10,387.0425024236251
2022-02-11,389.8253404700504
2022-02-14,384.3167389351074
2022-02-15,385.79548128061356
2022-02-16,387.84723473760596
2022-02-17,389.053592476817
2022-02-18,406.8703752091868
2022-02-21,407.4744457822859
2022-02-22,410.62857591894937
2022-02-23,418.3353302712338
2022-02-24,423.02039797224097
2022-02-25,423.8449651249582
2022-02-28,426.76782957184975
2022-03-01,424.350718861971
2022-03-02,418.41187457623795
2022-03-03,413.9853806594154
2022-03-04,407.9047704339795
2022-03-07,409.5476325079218
2022-03-08,402.39995448806934
2022-03-09,402.84937771644996
2022-03-10,399.4429712513982
2022-03-11,390.58140761739975
2022-03-14,394.65296975853687
2022-03-15,390.92706150926114
2022-03-16,396.22247609219676
2022-03-17,400.16683649231913
2022-03-18,400.36829199545855
2022-03-21,401.52145632305195
2022-03-22,397.1796273688569
2022-03-23,384.6516459285925
2022-03-24,384.7441972127532
2022-03-25,383.6816437790036
2022-03-28,379.73563820393724
2022-03-29,372.90824665003504
2022-03-30,378.66122818091003
2022-03-31,383.2702606607027
2022-04-01,392.50705589801754
2022-04-04,384.3134091394418
2022-04-05,391.1194814425558
2022-04-06,386.6917253593628
2022-04-07,386.80147031226124
2022-04-08,392.84473345655755
2022-04-11,392.69056150308097
2022-04-12,393.80860704830565
2022-04-13,392.9346954141265
2022-04-14,392.62963308438145
2022-04-15,395.024469613159
2022-04-18,390.2242733357992
2022-04-19,393.50286745851804
2022-04-20,386.75029894226014
2022-04-21,381.62534858916985
2022-04-22,384.622608506833
2022-04-25,386.132700522867
2022-04-26,383.553780621574
2022-04-27,381.3977427309907
2022-04-28,388.86137597767356
2022-04-29,382.4668071363152
2022-05-02,387.45618051374294
2022-05-03,389.97437109630994
2022-05-04,392.0787277278924
2022-05-05,397.4797967234345
2022-05-06,390.26286340714483
2022-05-09,387.60779490504177
2022-05-10,392.3964885954762
2022-05-11,391.72004388981884
2022-05-12,394.9370626009973
2022-05-13,402.7663037503481
2022-05-16,392.7683039674766
2022-05-17,388.00269709541203
2022-05-18,379.22916391332524
2022-05-19,384.00117578139236
2022-05-20,387.5106930155045
2022-05-23,388.9226927303411
2022-05-24,384.5757509869331
2022-05-25,384.0431002114187
2022-05-26,383.0832243291607
2022-05-27,378.2623930356648
2022-05-30,383.66735898148966
2022-05-31,380.6597710914236
2022-06-01,380.86173141724265
2022-06-02,385.0859644761816
2022-06-03,387.0818314727503
2022-06-06,389.9428700941629
2022-06-07,392.4574910571267
2022-06-08,388.64489430676326
2022-06-09,386.12101555979825
2022-06-10,388.41105949523137
2022-06-13,384.4788100396746
2022-06-14,382.5339478273254
2022-06-15,380.5794061024614
2022-06-16,385.5966440974632
2022-06-17,387.8984184589448
2022-06-20,391.2353640976305
2022-06-21,395.7132629023232
2022-06-22,387.6981095831826
2022-06-23,393.04383663356646
2022-06-24,396.8439427273041
2022-06-27,389.65875684332207
2022-06-28,404.88992153360715
2022-06-29,411.6500397961047
2022-06-30,409.82691819602036
2022-07-01,413.37566991004894
2022-07-04,414.4675001681426
2022-07-05,413.4918541951427
2022-07-06,412.4745437990318
2022-07-07,414.7468557060197
2022-07-08,416.639371697903
2022-07-11,426.12665215925836
2022-07-12,435.77708301621186
2022-07-13,446.0249726535073
2022-07-14,447.5558857078285
2022-07-15,443.0525262656619
2022-07-18,437.1320312754641
2022-07-19,436.45741931408594
2022-07-20,438.31194291498764
2022-07-21,431.1877019844414
2022-07-22,437.040613968779
2022-07-25,438.39591884507865
2022-07-26,431.9517443668611
2022-07-27,442.359043425241
2022-07-28,442.9755994056691
2022-07-29,427.6540390825223
2022-08-01,433.4734736417473
2022-08-02,430.28541138796487
2022-08-03,433.716899604186
2022-08-04,432.2574971328371
2022-08-05,437.28824423424516
2022-08-08,438.9511156258801
2022-08-09,436.9603169243098
2022-08-10,430.6381558579002
2022-08-11,436.04168477905324
2022-08-12,434.65676896433854
2022-08-15,429.3066600090903
2022-08-16,425.7766054099329
2022-08-17,421.67638362409144
2022-08-18,431.63097454872474
2022-08-19,437.8062484667408
2022-08-22,432.1845029791185
2022-08-23,434.3598868102549
2022-08-24,437.87952861884236
2022-08-25,439.5993375957367
2022-08-26,424.07938594059135
2022-08-29,441.605506433935
2022-08-30,443.25614069356675
2022-08-31,442.6753762744382
2022-09-01,436.11348373024214
2022-09-02,440.6314924084397
2022-09-05,440.38734147424213
2022-09-06,440.6767047213485
2022-09-07,434.30254694318324
2022-09-08,432.8181360790363
2022-09-09,444.230530119957
2022-09-12,440.17743299918436
2022-09-13,447.3956313068989
2022-09-14,453.9133698619795
2022-09-15,449.6044843517059
2022-09-16,446.39775166897863
2022-09-19,453.8148058948019
2022-09-20,442.19064309895606
2022-09-21,429.4377794167252
2022-09-22,426.7902784359131
2022-09-23,422.6648828252116
2022-09-26,421.07229406595127
2022-09-27,430.5202541509254
2022-09-28,436.68639948195096
2022-09-29,423.66701506736894
2022-09-30,418.84979987878415
2022-10-03,425.68426382543504
2022-10-04,424.001461625918
2022-10-05,417.86240353103506
2022-10-06,408.8148323514561
2022-10-07,406.89514095222796
2022-10-10,415.9358997814882
2022-10-11,429.31513013322507
2022-10-12,427.8350146594294
2022-10-13,441.755972638744
2022-10-14,445.2984805002566
2022-10-17,450.41402298326045
2022-10-18,444.09561301801864
2022-10-19,445.01497186351946
2022-10-20,452.5636233341243
2022-10-21,454.57980548589984
2022-10-24,449.65891330825843
2022-10-25,457.0650282934903
2022-10-26,456.18705254023513
2022-10-27,456.7879573661365
2022-10-28,459.24642343246285
2022-10-31,458.62532914561615
2022-11-01,458.33394301135695
2022-11-02,465.6479315007819
2022-11-03,455.9450689497814
2022-11-04,449.98948603054225
2022-11-07,459.4982169886586
2022-11-08,455.39124897622213
2022-11-09,450.6783923822661
2022-11-10,460.64491005774875
2022-11-11,456.9266169366271
2022-11-14,464.58229130957983
2022-11-15,472.9399762574336
2022-11-16,483.36203425411907
2022-11-17,484.8423126917928
2022-11-18,489.94095539091944
2022-11-21,486.98799584693114
2022-11-22,492.1212011926484
2022-11-23,487.1772304256568
2022-11-24,490.10664267511834
2022-11-25,501.06051868690867
2022-11-28,506.6437977163373
2022-11-29,502.06057869493884
2022-11-30,497.1807664748305
2022-12-01,504.0582183699987
2022-12-02,503.32547966590784
2022-12-05,503.6405459398325
2022-12-06,507.0630495967358
2022-12-07,503.0497835188393
2022-12-08,504.83042157955236
2022-12-09,502.8811806051801
2022-12-12,509.6037609155547
2022-12-13,502.88159215106293
2022-12-14,500.93032264366843
2022-12-15,505.7454375376055
2022-12-16,502.0199754537884
2022-12-19,489.34154076414336
2022-12-20,483.9589976340489
2022-12-21,491.52225320914715
2022-12-22,490.3230884527133
2022-12-23,477.66005315825777
2022-12-26,484.2566865167465
2022-12-27,481.4010239731614
2022-12-28,477.1343003061873
2022-12-29,493.61363146771004
2022-12-30,484.9519785058772
2023-01-02,477.98284309805837
2023-01-03,478.93023903260047
2023-01-04,473.81831884853636
2023-01-05,482.98125224481777
2023-01-06,475.2166576649664
2023-01-09,476.4630977538695
2023-01-10,477.8471880518868
2023-01-11,479.1269658440958
2023-01-12,481.22750283194586
2023-01-13,485.13160940003297
2023-01-16,478.07640526039324
2023-01-17,470.95951569825934
2023-01-18,473.9398856968713
2023-01-19,471.22175614400874
2023-01-20,471.1304628052913
2023-01-23,472.8289923773741
2023-01-24,475.8510314102959
2023-01-25,476.35614469320814
2023-01-26,468.7078611437971
2023-01-27,467.8043749405569
2023-01-30,484.08914245188527
2023-01-31,480.8273310370364
2023-02-01,487.2559329632782
2023-02-02,488.61580656613563
2023-02-03,485.29549882103436
2023-02-06,483.8502945438566
2023-02-07,489.0980263498412
2023-02-08,499.00452370276804
2023-02-09,491.827161608521
2023-02-10,486.7539810565689
2023-02-13,493.27500367016586
2023-02-14,500.2333060833658
2023-02-15,497.1861480515092
2023-02-16,495.9188913211486
2023-02-17,484.7928764657574
2023-02-20,491.822389850078
2023-02-21,495.23359105431854
2023-02-22,508.1217755969445
2023-02-23,508.4548026754251
2023-02-24,494.5884180303268
2023-02-27,492.505735650167
2023-02-28,488.3308146571045
2023-03-01,493.6713422851161
2023-03-02,498.2457710058913
2023-03-03,498.2424370433555
2023-03-06,497.666160630005
2023-03-07,495.9309683599319
2023-03-08,487.3697091441318
2023-03-09,481.99888479082466
2023-03-10,475.9024417939516
2023-03-13,467.2316325723955
2023-03-14,464.30026985213
2023-03-15,464.69542653983956
2023-03-16,468.25291263245657
2023-03-17,452.3273848877773
2023-03-20,459.88879275571594
2023-03-21,461.60881338860673
2023-03-22,459.6899120965915
2023-03-23,459.2201110660538
2023-03-24,444.9488480945319
2023-03-27,437.027129360134
2023-03-28,435.2668784770753
2023-03-29,437.27600466298065
2023-03-30,445.88845581645
2023-03-31,436.29558121083477
2023-04-03,440.47065961045945
2023-04-04,434.0855565600712
2023-04-05,435.10362611070934
2023-04-06,432.3094951915912
2023-04-07,428.0587344812252
2023-04-10,426.2677335146977
2023-04-11,431.5941565214478
2023-04-12,433.0987434081594
2023-04-13,430.4893473097045
2023-04-14,434.0009030981518
2023-04-17,435.8237386014333
2023-04-18,447.8978682232035
2023-04-19,447.1255834847006
2023-04-20,460.8750642585274
2023-04-21,456.2122726679891
2023-04-24,455.2336286495872
2023-04-25,458.36871327033253
2023-04-26,458.3686586757892
2023-04-27,456.1685624920057
2023-04-28,463.589483383739
2023-05-01,471.07552128388727
2023-05-02,467.2241016170245
2023-05-03,476.6428617148192
2023-05-04,470.1881515568161
2023-05-05,478.4257026960289
2023-05-08,484.5120040248198
2023-05-09,481.93645385382604
2023-05-10,479.9878349118688
2023-05-11,484.553803721313
2023-05-12,479.1020498503064
2023-05-15,486.0634485831567
2023-05-16,483.0010861598945
2023-05-17,473.0649967952171
2023-05-18,471.8133678483734
2023-05-19,465.4113680104778
2023-05-22,466.40788663331824
2023-05-23,470.44816734123293
2023-05-24,466.6691375598841
2023-05-25,471.64212726708604
2023-05-26,471.6913908561318
2023-05-29,475.4748218881787
2023-05-30,466.30708613840926
2023-05-31,469.17876462891945
2023-06-01,469.530121182498
2023-06-02,476.62502459381517
2023-06-05,487.12366994776943
2023-06-06,478.6384942211404
2023-06-07,477.571741816622
2023-06-08,484.8642225130301
2023-06-09,493.8778566556633
2023-06-12,487.53036486641173
2023-06-13,498.9854629311501
2023-06-14,506.23017917036475
2023-06-15,503.2197770215004
2023-06-16,487.55542640147195
2023-06-19,485.7359183875882
2023-06-20,485.71420291421697
2023-06-21,479.1910675532531
2023-06-22,478.86005935586377
2023-06-23,474.9158720744379
2023-06-26,474.4232000452728
2023-06-27,480.0058484659944
2023-06-28,483.3808887091664
2023-06-29,483.35050033719426
2023-06-30,482.7775630818976
2023-07-03,474.05017546133644
2023-07-04,460.7800386485419
2023-07-05,462.3633008888753
2023-07-06,451.1224733197754
2023-07-07,460.12331654645607
2023-07-10,444.2530212474313
2023-07-11,437.9153359130841
2023-07-12,438.3458000368395
2023-07-13,438.6962302445179
2023-07-14,427.4446554775387
2023-07-17,429.26008325376836
2023-07-18,418.59005142821894
2023-07-19,413.8773950909368
2023-07-20,428.31283380593936
2023-07-21,421.5886239946979
2023-07-24,427.32534146191324
2023-07-25,429.9662149415725
2023-07-26,424.4236107090216
2023-07-27,428.0741654331717
2023-07-28,431.832922319882
2023-07-31,430.8534380130175
2023-08-01,427.01114483431064
2023-08-02,432.5219369536059
