Date,ROP
2020-06-17,154.65400043467702
2020-06-18,154.59842893766017
2020-06-19,153.7964883847867
2020-06-22,157.33323963341877
2020-06-23,160.4023984648013
2020-06-24,158.81731020872175
2020-06-25,164.73122559952859
2020-06-26,173.17231157091126
2020-06-29,173.2462744105609
2020-06-30,168.95758506767044
2020-07-01,162.7768386794516
2020-07-02,169.22121485733064
2020-07-03,168.55861548975946
2020-07-06,167.1675015192515
2020-07-07,171.94814732937888
2020-07-08,169.3362000557301
2020-07-09,170.43475134567325
2020-07-10,166.51149471534922
2020-07-13,169.74838921671818
2020-07-14,170.7181875813328
2020-07-15,177.96647274602344
2020-07-16,175.63692695239547
2020-07-17,176.85007675586135
2020-07-20,173.65699819744222
2020-07-21,174.31431058971143
2020-07-22,164.69309651699604
2020-07-23,168.63749711228
2020-07-24,170.2073117619812
2020-07-27,165.57125106776994
2020-07-28,169.9366441318316
2020-07-29,170.74707223734956
2020-07-30,171.04043670541031
2020-07-31,177.31022633882608
2020-08-03,180.20355548365498
2020-08-04,179.61071664085966
2020-08-05,175.60859744947305
2020-08-06,179.67879852446396
2020-08-07,183.34719508980055
2020-08-10,185.42294969548468
2020-08-11,178.98870026381053
2020-08-12,181.41446272033627
2020-08-13,184.50726269581844
2020-08-14,187.7915643501443
2020-08-17,191.77666366469737
2020-08-18,195.81304736188054
2020-08-19,200.64883820236668
2020-08-20,194.36152690656922
2020-08-21,198.17071382190016
2020-08-24,192.08592364514647
2020-08-25,195.63690012418112
2020-08-26,197.8781622581132
2020-08-27,197.55750768139623
2020-08-28,186.77270808348212
2020-08-31,187.83512621501072
2020-09-01,188.59653649957693
2020-09-02,193.1371248005904
2020-09-03,194.8739576686006
2020-09-04,192.70078454439385
2020-09-07,192.9778192423799
2020-09-08,185.00091174714333
2020-09-09,181.89532877841577
2020-09-10,180.7815793575051
2020-09-11,182.73824104981455
2020-09-14,184.24984618899015
2020-09-15,187.50233712765797
2020-09-16,190.6592065165521
2020-09-17,197.8301749068077
2020-09-18,198.7385688310342
2020-09-21,195.7415056421692
2020-09-22,191.57525121029187
2020-09-23,192.47697278013732
2020-09-24,199.43041241148114
2020-09-25,202.78065329085553
2020-09-28,204.14690128200567
2020-09-29,204.34670667372617
2020-09-30,199.04122400274517
2020-10-01,197.40844172330412
2020-10-02,197.63449504188705
2020-10-05,195.77084569758907
2020-10-06,191.0852573296365
2020-10-07,179.76514396887518
2020-10-08,177.720294124117
2020-10-09,174.38707951167348
2020-10-12,173.00190072619415
2020-10-13,171.76852325980408
2020-10-14,166.8124900397573
2020-10-15,168.5810135259622
2020-10-16,165.16875372144753
2020-10-19,167.17641801365252
2020-10-20,170.6588853837878
2020-10-21,165.931688307431
2020-10-22,166.23171871365798
2020-10-23,160.72458201782217
2020-10-26,155.64492946278702
2020-10-27,150.85971556670827
2020-10-28,153.57927347115836
2020-10-29,149.0132660173037
2020-10-30,154.2823621116086
2020-11-02,156.6573452803668
2020-11-03,157.75121375236955
2020-11-04,162.32329558824847
2020-11-05,157.48897388820114
2020-11-06,156.0762363099478
2020-11-09,155.1777801277338
2020-11-10,155.75171752024045
2020-11-11,157.96307250364538
2020-11-12,162.30776382553418
2020-11-13,161.47295438409654
2020-11-16,159.33970955007882
2020-11-17,160.28512727864154
2020-11-18,157.7175343328457
2020-11-19,158.9823620706782
2020-11-20,165.1965347291913
2020-11-23,165.56680336701578
2020-11-24,163.06127275716997
2020-11-25,158.43854934831688
2020-11-26,158.1937143937951
2020-11-27,160.77804857656278
2020-11-30,167.7368214556711
2020-12-01,171.3442325378357
2020-12-02,165.21334961362464
2020-12-03,166.25926026559435
2020-12-04,167.0774157799027
2020-12-07,173.9725434749713
2020-12-08,176.19586767354738
2020-12-09,172.80048257158734
2020-12-10,181.06717346731511
2020-12-11,180.00226680803482
2020-12-14,180.23774076687795
2020-12-15,177.7281927393856
2020-12-16,180.39247053482185
2020-12-17,177.10563337057368
2020-12-18,175.89395422656034
2020-12-21,180.2858003941073
2020-12-22,182.9474997138761
2020-12-23,184.8011481409703
2020-12-24,184.63962298314075
2020-12-25,185.65461427537448
2020-12-28,186.36063415464673
2020-12-29,191.04473587253358
2020-12-30,185.5644735184594
2020-12-31,184.13930624264358
2021-01-01,177.5430012539766
2021-01-04,176.44409447736342
2021-01-05,176.2970998299568
2021-01-06,178.0044059157856
2021-01-07,178.40515120428051
2021-01-08,180.23717633584278
2021-01-11,177.5516362729517
2021-01-12,172.99415307711698
2021-01-13,169.101235064209
2021-01-14,170.17840968310938
2021-01-15,168.9599373714335
2021-01-18,167.12855129464714
2021-01-19,163.95628336731102
2021-01-20,162.96866295563305
2021-01-21,161.3467199356285
2021-01-22,158.00575256704224
2021-01-25,160.53836494615362
2021-01-26,162.05782632366626
2021-01-27,163.1842630839375
2021-01-28,157.49624673389832
2021-01-29,158.57567880198118
2021-02-01,156.86569240876364
2021-02-02,159.07940629241844
2021-02-03,157.08036417216462
2021-02-04,155.96364451777688
2021-02-05,159.05193560938446
2021-02-08,155.21656413398995
2021-02-09,154.62796836443263
2021-02-10,163.80026872424503
2021-02-11,163.7539868954786
2021-02-12,168.8013798051704
2021-02-15,173.36827986241659
2021-02-16,174.106558646574
2021-02-17,168.35058624480772
2021-02-18,161.73630041808943
2021-02-19,161.28427684733282
2021-02-22,155.5542279123499
2021-02-23,157.18180809366623
2021-02-24,166.1371479396485
2021-02-25,168.83014792221255
2021-02-26,173.9739442411931
2021-03-01,178.20282419947813
2021-03-02,178.41367764370597
2021-03-03,180.1168963802497
2021-03-04,183.6165272575324
2021-03-05,180.49083863901913
2021-03-08,184.51632707429056
2021-03-09,188.0999436668958
2021-03-10,187.00050104892614
2021-03-11,193.88986024471723
2021-03-12,196.616413688558
2021-03-15,198.43635703255688
2021-03-16,198.2923455626849
2021-03-17,198.1738818890955
2021-03-18,192.09766824934434
2021-03-19,190.20444271053316
2021-03-22,189.1518411701616
2021-03-23,192.5101217917323
2021-03-24,191.18382992341634
2021-03-25,188.40501053056886
2021-03-26,188.4915371978636
2021-03-29,190.1572281140259
2021-03-30,195.36012202723194
2021-03-31,193.29579849971657
2021-04-01,205.98830029639092
2021-04-02,207.5712936818964
2021-04-05,211.4919617349315
2021-04-06,215.44190320018973
2021-04-07,216.8124936814674
2021-04-08,226.66412401240243
2021-04-09,234.0498678425833
2021-04-12,232.82880646256484
2021-04-13,240.4828076856817
2021-04-14,245.38620736197075
2021-04-15,238.36239064601986
2021-04-16,234.2438100224678
2021-04-19,245.04443505469283
2021-04-20,246.47660126744069
2021-04-21,250.7829405290442
2021-04-22,250.42240014961928
2021-04-23,255.63949546480174
2021-04-26,255.13878105720406
2021-04-27,253.3786376165795
2021-04-28,253.64433123353305
2021-04-29,252.79030841767772
2021-04-30,249.53465945826176
2021-05-03,248.62135204725078
2021-05-04,253.11231534511285
2021-05-05,250.09985073807073
2021-05-06,256.3811902820773
2021-05-07,250.29933044583586
2021-05-10,250.35566164014574
2021-05-11,238.77295191330427
2021-05-12,245.14537778510206
2021-05-13,246.3838544191465
2021-05-14,247.85622707829702
2021-05-17,252.46610673682898
2021-05-18,250.59024538083386
2021-05-19,251.88040825438335
2021-05-20,249.4807808284224
2021-05-21,248.1152368919524
2021-05-24,248.8774128111235
2021-05-25,260.8500983003955
2021-05-26,259.8420823894072
2021-05-27,262.18044085644345
2021-05-28,266.05819238559684
2021-05-31,270.2846345521836
2021-06-01,265.8068917848155
2021-06-02,271.50335513590136
2021-06-03,285.72427976325855
2021-06-04,293.5495828917888
2021-06-07,303.8473694833858
2021-06-08,296.39310351308717
2021-06-09,288.6357326631105
2021-06-10,273.88082039625624
2021-06-11,273.7731132192893
2021-06-14,272.6064063969763
2021-06-15,275.29241054349046
2021-06-16,271.04602370522446
2021-06-17,265.4298649962336
2021-06-18,259.8118830736709
2021-06-21,254.97716616982203
2021-06-22,247.88663257265588
2021-06-23,245.33575294456946
2021-06-24,245.8093318321691
2021-06-25,242.5605735104557
2021-06-28,238.0028607666055
2021-06-29,242.73273540682462
2021-06-30,241.89909385020508
2021-07-01,244.44676037893456
2021-07-02,239.75728502871837
2021-07-05,239.62529599303147
2021-07-06,230.43163961567575
2021-07-07,237.00373345898032
2021-07-08,235.8019879246277
2021-07-09,233.68045180112944
2021-07-12,236.8913485789486
2021-07-13,242.43731154978934
2021-07-14,233.8916978631535
2021-07-15,226.0069112979417
2021-07-16,225.94796009938935
2021-07-19,224.71222349140368
2021-07-20,220.34988593337897
2021-07-21,217.27932405001974
2021-07-22,209.92612952693514
2021-07-23,206.73524755329476
2021-07-26,204.62191786434926
2021-07-27,205.22582957269395
2021-07-28,202.8993272564598
2021-07-29,210.01780065030198
2021-07-30,202.16142532270453
2021-08-02,208.4959210872896
2021-08-03,203.90865727788207
2021-08-04,198.1354316122681
2021-08-05,196.98077762441693
2021-08-06,197.46410476991826
2021-08-09,203.43763492651223
2021-08-10,204.96695597555646
2021-08-11,203.73821286751414
2021-08-12,206.5072880658192
2021-08-13,199.9758390919106
2021-08-16,201.72380035520655
2021-08-17,202.69690517587128
2021-08-18,199.76385530847844
2021-08-19,208.82053037621117
2021-08-20,208.50252592895714
2021-08-23,209.20680478580107
2021-08-24,214.2235242229044
2021-08-25,212.9858496579955
2021-08-26,217.6277356806906
2021-08-27,212.04469821868537
2021-08-30,206.03507546404427
2021-08-31,203.33427780836917
2021-09-01,205.64816960845462
2021-09-02,203.98445466496298
2021-09-03,199.98355754170265
2021-09-06,203.42136702046943
2021-09-07,201.6382341509134
2021-09-08,196.09931549717274
2021-09-09,193.3275718028559
2021-09-10,190.59882683498563
2021-09-13,186.93425476218098
2021-09-14,185.23195756188903
2021-09-15,187.6516564710178
2021-09-16,189.9807256127886
2021-09-17,191.58201529336085
2021-09-20,195.33145107138654
2021-09-21,202.96408879658674
2021-09-22,198.4572892852634
2021-09-23,194.3279223411264
2021-09-24,194.31740704190503
2021-09-27,192.8383251444449
2021-09-28,192.57017066220573
2021-09-29,194.95301209890044
2021-09-30,192.63936372102123
2021-10-01,194.65050184799622
2021-10-04,190.24261800108303
2021-10-05,185.34475869261357
2021-10-06,184.5695843279124
2021-10-07,188.6968583089426
2021-10-08,186.75552644305986
2021-10-11,189.82415645579877
2021-10-12,195.06835424061373
2021-10-13,194.5392349834352
2021-10-14,199.29594772892924
2021-10-15,188.88011408972264
2021-10-18,188.41688126016396
2021-10-19,191.90428013957728
2021-10-20,193.59462629301
2021-10-21,190.18521470760666
2021-10-22,189.40000871806086
2021-10-25,189.34946204141707
2021-10-26,195.06429544668964
2021-10-27,194.86180493260264
2021-10-28,195.60589826796564
2021-10-29,200.68954973462908
2021-11-01,202.8224398898602
2021-11-02,203.3221625787574
2021-11-03,203.9137743242409
2021-11-04,197.39744757366142
2021-11-05,203.32604760732153
2021-11-08,202.46575787796257
2021-11-09,198.70599447972765
2021-11-10,193.3358244172849
2021-11-11,195.227046298059
2021-11-12,190.87587057029637
2021-11-15,197.74979504569487
2021-11-16,195.96380971235573
2021-11-17,194.23005865564923
2021-11-18,194.20838685932648
2021-11-19,201.46207549877542
2021-11-22,204.87789917260912
2021-11-23,204.7833950315254
2021-11-24,201.00623111883027
2021-11-25,200.23471501051534
2021-11-26,197.9633284801019
2021-11-29,199.409793170714
2021-11-30,200.762840911451
2021-12-01,197.4117059338511
2021-12-02,207.95939613425543
2021-12-03,213.261980207472
2021-12-06,211.35431339904136
2021-12-07,215.02075837320982
2021-12-08,216.7076405057868
2021-12-09,215.6382321731336
2021-12-10,211.7834090159704
2021-12-13,213.49549560615628
2021-12-14,208.19215904273665
2021-12-15,216.06342336513785
2021-12-16,212.50470013264865
2021-12-17,212.21995833677968
2021-12-20,214.76199951025504
2021-12-21,217.1423815778884
2021-12-22,214.48708782642464
2021-12-23,217.44968515182285
2021-12-24,214.71980480139482
2021-12-27,220.2159119995501
2021-12-28,232.00515721457086
2021-12-29,230.22865908313028
2021-12-30,237.1958408923698
2021-12-31,239.5112447622361
2022-01-03,239.13888204705742
2022-01-04,231.33470170309616
2022-01-05,240.41629915074427
2022-01-06,236.37437176073664
2022-01-07,240.32001713061842
2022-01-10,237.73284530147532
2022-01-11,242.45844738363158
2022-01-12,227.03515378547365
2022-01-13,224.414699544772
2022-01-14,223.19030931591638
2022-01-17,222.19589297535285
2022-01-18,217.4165977381641
2022-01-19,214.1355588950484
2022-01-20,212.44086338860293
2022-01-21,207.830356467423
2022-01-24,210.00733931202785
2022-01-25,201.33126654448805
2022-01-26,205.85636105065203
2022-01-27,204.51964284793544
2022-01-28,205.28209524059343
2022-01-31,205.40680608293118
2022-02-01,204.76912193778654
2022-02-02,200.59491025320665
2022-02-03,195.6314465476077
2022-02-04,193.248188327354
2022-02-07,200.3070431080798
2022-02-08,200.92276486971016
2022-02-09,200.25398894701172
2022-02-10,202.8320544570976
2022-02-11,199.49842402399008
2022-02-14,204.7979854635923
2022-02-15,195.82484605848327
2022-02-16,197.79247602042722
2022-02-17,199.6967533656923
2022-02-18,200.3546516011643
2022-02-21,196.05384762250983
2022-02-22,196.35241621245217
2022-02-23,195.09680036049983
2022-02-24,193.24205592625543
2022-02-25,193.58874455922555
2022-02-28,200.5382989299893
2022-03-01,199.45709493972203
2022-03-02,199.33569940017827
2022-03-03,200.6696330695643
2022-03-04,196.2369921188325
2022-03-07,194.9043583303283
2022-03-08,192.22404976099787
2022-03-09,187.54914345290152
2022-03-10,185.58789601096024
2022-03-11,188.2655934379141
2022-03-14,190.11310218472588
2022-03-15,190.19931573046188
2022-03-16,187.51953129112385
2022-03-17,188.66745834418694
2022-03-18,188.21851886758108
2022-03-21,196.4664811121454
2022-03-22,192.65755600380365
2022-03-23,191.20263164551508
2022-03-24,192.11379409422955
2022-03-25,192.93542567283745
2022-03-28,189.25148971635747
2022-03-29,193.9253906466207
2022-03-30,199.06582941434036
2022-03-31,196.84193225789943
2022-04-01,199.9062229412477
2022-04-04,197.8201020353394
2022-04-05,191.88308280670074
2022-04-06,195.20909364887478
2022-04-07,188.5314134937809
2022-04-08,188.41805347564716
2022-04-11,189.850934071201
2022-04-12,182.11412200663028
2022-04-13,183.39440279522566
2022-04-14,182.47795457653058
2022-04-15,185.65326491813286
2022-04-18,183.1637026861304
2022-04-19,188.19220936270617
2022-04-20,189.22825889841437
2022-04-21,187.04745319760866
2022-04-22,183.6150884997417
2022-04-25,184.6620191076139
2022-04-26,184.67101576305123
2022-04-27,188.05828901253338
2022-04-28,180.84358694842192
2022-04-29,172.8144263689215
2022-05-02,173.10497976668847
2022-05-03,170.56655439125038
2022-05-04,167.71346463410106
2022-05-05,163.05990394682843
2022-05-06,160.18585898010383
2022-05-09,159.6173073573659
2022-05-10,160.69079915536076
2022-05-11,155.32558475215285
2022-05-12,152.0989087169233
2022-05-13,151.5508679695014
2022-05-16,154.5700998733443
2022-05-17,158.25852262191094
2022-05-18,159.17698064252517
2022-05-19,154.68451025990947
2022-05-20,153.55043010888673
2022-05-23,152.4019598770651
2022-05-24,156.95634431881604
2022-05-25,157.04263035363076
2022-05-26,160.95510631216044
2022-05-27,163.48564047100075
2022-05-30,164.9386326706176
2022-05-31,167.0175241559166
2022-06-01,161.70351182654696
2022-06-02,171.01647743192063
2022-06-03,169.7994284424418
2022-06-06,167.04985117923968
2022-06-07,166.43809223508717
2022-06-08,163.62299915699404
2022-06-09,167.16218637491272
2022-06-10,162.82990891503903
2022-06-13,159.23168786395618
2022-06-14,159.09372066189033
2022-06-15,161.71441250532897
2022-06-16,162.67218203775846
2022-06-17,162.88111136063583
2022-06-20,158.73484862000063
2022-06-21,159.99207733610595
2022-06-22,159.5204361696378
2022-06-23,158.78852614939495
2022-06-24,158.3466735687679
2022-06-27,155.04739221693325
2022-06-28,153.43133576565475
2022-06-29,153.7813682141999
2022-06-30,156.32020987299876
2022-07-01,157.91064548206188
2022-07-04,151.59004746065045
2022-07-05,144.9113354940288
2022-07-06,145.39280704604832
2022-07-07,145.85597779537633
2022-07-08,144.46295897904602
2022-07-11,145.4275033742263
2022-07-12,146.3153048628357
2022-07-13,152.2345144054865
2022-07-14,150.3985520699916
2022-07-15,147.03651357631642
2022-07-18,152.2191352404722
2022-07-19,155.41790809456137
2022-07-20,154.9598954617532
2022-07-21,157.48564808162223
2022-07-22,154.75077517484237
2022-07-25,151.64191608761098
2022-07-26,152.1332392176588
2022-07-27,150.56538630274486
2022-07-28,150.779775039261
2022-07-29,150.8009236939795
2022-08-01,150.536311135154
2022-08-02,147.78734305055573
2022-08-03,148.61872621321487
2022-08-04,150.3767503935012
2022-08-05,151.9129793719395
2022-08-08,145.15263389728446
2022-08-09,140.40105003765578
2022-08-10,133.2367184772123
2022-08-11,131.70429356512878
2022-08-12,135.42401983366236
2022-08-15,135.3015390160126
2022-08-16,131.35151339862085
2022-08-17,129.02843560581877
2022-08-18,126.04928490001905
2022-08-19,132.17864386700538
2022-08-22,132.66007979992457
2022-08-23,137.38466682754617
2022-08-24,141.61187282085646
2022-08-25,147.2527276326305
2022-08-26,148.35464910240333
2022-08-29,151.0495222257937
2022-08-30,150.4319036440547
2022-08-31,153.16366052933753
2022-09-01,154.7316694040496
2022-09-02,156.35703616244223
2022-09-05,155.25346746710036
2022-09-06,156.6617923740699
2022-09-07,154.97432708426732
2022-09-08,161.75839040504968
2022-09-09,164.39655537406477
2022-09-12,168.72739292808347
2022-09-13,173.55895119383388
2022-09-14,171.32118068029035
2022-09-15,173.82068681402697
2022-09-16,169.7325750386468
2022-09-19,169.82745515114513
2022-09-20,169.4925631120756
2022-09-21,169.95804096346532
2022-09-22,176.72668138722457
2022-09-23,177.54124949606873
2022-09-26,177.5472632037179
2022-09-27,170.99966485808167
2022-09-28,170.53021013162595
2022-09-29,166.53478605065965
2022-09-30,168.32130381939638
2022-10-03,166.5395189037582
2022-10-04,164.6811175645355
2022-10-05,163.50535175667216
2022-10-06,160.4735225975947
2022-10-07,154.7180849948921
2022-10-10,155.7583714459127
2022-10-11,152.95484096550996
2022-10-12,151.62134571827056
2022-10-13,151.4889570470566
2022-10-14,151.3456185651238
2022-10-17,154.09417829096637
2022-10-18,151.79493526438793
2022-10-19,150.44735873745762
2022-10-20,152.2014290460482
2022-10-21,155.07282401982934
2022-10-24,157.59357973232022
2022-10-25,163.40237541095345
2022-10-26,168.67975308662153
2022-10-27,167.52059354829646
2022-10-28,163.9143506904297
2022-10-31,156.64112297280116
2022-11-01,156.8168312617361
2022-11-02,155.79939814306942
2022-11-03,152.48078618852583
2022-11-04,149.08306755407784
2022-11-07,150.95330299210013
2022-11-08,156.8417562581216
2022-11-09,161.06716357941124
2022-11-10,163.25974701368082
2022-11-11,164.05755595308702
2022-11-14,159.6017031207674
2022-11-15,160.17684529740794
2022-11-16,157.76516245220523
2022-11-17,158.9215521645178
2022-11-18,159.6350632368663
2022-11-21,158.85819696527878
2022-11-22,160.38476758513863
2022-11-23,161.59026258758254
2022-11-24,156.8953923635234
2022-11-25,163.0229861474909
2022-11-28,165.11671786225398
2022-11-29,167.39888719783474
2022-11-30,164.3080510146547
2022-12-01,163.85706681761891
2022-12-02,160.7928719186962
2022-12-05,164.89677401582188
2022-12-06,162.4687350640917
2022-12-07,164.58115366431005
2022-12-08,154.4124514003244
2022-12-09,155.68049750246922
2022-12-12,150.38706684556914
2022-12-13,147.60485311726922
2022-12-14,146.46171203300722
2022-12-15,143.12428766117384
2022-12-16,140.7420357906012
2022-12-19,137.49251985750684
2022-12-20,138.0093154299546
2022-12-21,134.87870168895523
2022-12-22,139.46778285993642
2022-12-23,140.3611802061654
2022-12-26,140.24804991320337
2022-12-27,142.32990313200423
2022-12-28,138.17016868715717
2022-12-29,134.63020144563342
2022-12-30,135.9765004362858
2023-01-02,133.1632499756328
2023-01-03,131.92615259469204
2023-01-04,132.7675036784937
2023-01-05,134.83144341590554
2023-01-06,133.9868111249445
2023-01-09,134.79851341565015
2023-01-10,134.0567844629887
2023-01-11,135.68561580369993
2023-01-12,133.37442174917712
2023-01-13,134.40144733628787
2023-01-16,134.83364273404385
2023-01-17,131.70236723870175
2023-01-18,122.9947447545057
2023-01-19,122.68689356174266
2023-01-20,127.11376227069418
2023-01-23,127.42315014424848
2023-01-24,129.9672499042507
2023-01-25,128.5625502510925
2023-01-26,125.88551193491364
2023-01-27,123.49927740854179
2023-01-30,127.43094819399366
2023-01-31,129.32669331339878
2023-02-01,133.78492498004186
2023-02-02,131.91685512725405
2023-02-03,132.91954839239813
2023-02-06,135.9014635048229
2023-02-07,140.05984223021235
2023-02-08,145.99180972290864
2023-02-09,149.72276549005772
2023-02-10,150.70982820226342
2023-02-13,153.06125790822404
2023-02-14,150.32560422242724
2023-02-15,150.40027118752397
2023-02-16,152.0275043390441
2023-02-17,151.69238280652587
2023-02-20,146.16857747273838
2023-02-21,146.72546828301728
2023-02-22,144.31403318735204
2023-02-23,144.1742791346354
2023-02-24,148.57051062930321
2023-02-27,145.46967206587013
2023-02-28,153.13113166183274
2023-03-01,157.7841142949887
2023-03-02,155.74884676475216
2023-03-03,155.8474789822115
2023-03-06,161.0779871413239
2023-03-07,158.19857443308462
2023-03-08,153.19356400687062
2023-03-09,153.34643507048295
2023-03-10,154.38474256296485
2023-03-13,156.28203671149384
2023-03-14,163.56154898423483
2023-03-15,166.02214558950217
2023-03-16,164.65939307320954
2023-03-17,169.91066063282327
2023-03-20,172.65790716989676
2023-03-21,173.54224263376648
2023-03-22,171.36515177516566
2023-03-23,172.29732068115192
2023-03-24,174.59622398618384
2023-03-27,171.31464605228862
2023-03-28,178.99667688520935
2023-03-29,182.5653184001898
2023-03-30,180.0928191856646
2023-03-31,182.55905354133628
2023-04-03,181.53844247603908
2023-04-04,175.23156476540115
2023-04-05,179.926717584735
2023-04-06,182.44557035665227
2023-04-07,179.49715284809716
2023-04-10,176.6208270841642
2023-04-11,175.70496028132342
2023-04-12,177.63772706872138
2023-04-13,177.40210405703837
2023-04-14,172.11034197965583
2023-04-17,172.96104083688007
2023-04-18,175.71819042075663
2023-04-19,178.7233061253906
2023-04-20,176.70602550293995
2023-04-21,178.09638773964838
2023-04-24,175.38716337461986
2023-04-25,174.7974376641708
2023-04-26,178.5832368819683
2023-04-27,180.3269345000228
2023-04-28,181.0238074184965
2023-05-01,183.14711535714886
2023-05-02,179.5889085492557
2023-05-03,183.95945198646976
2023-05-04,187.56663405656525
2023-05-05,179.05016440815305
2023-05-08,171.23520185079082
2023-05-09,173.98188875885214
2023-05-10,179.49128137712776
2023-05-11,176.96228584802515
2023-05-12,178.5726306899267
2023-05-15,183.108700631094
2023-05-16,189.97429990990943
2023-05-17,186.06521294923485
2023-05-18,186.7110738808197
2023-05-19,183.752021669458
2023-05-22,183.77894691372612
2023-05-23,185.37003839803793
2023-05-24,191.6917437526903
2023-05-25,195.0857043154309
2023-05-26,194.55337264316367
2023-05-29,199.98129060031593
2023-05-30,204.27296811718227
2023-05-31,200.21155973158207
2023-06-01,199.46838377527558
2023-06-02,194.77045856000308
2023-06-05,189.5559532223734
2023-06-06,191.65052731613042
2023-06-07,194.18479292216514
2023-06-08,190.39627176633812
2023-06-09,195.71660330229994
2023-06-12,192.85591437351462
2023-06-13,200.08802662192565
2023-06-14,209.84908448776898
2023-06-15,200.25795851105835
2023-06-16,201.99486860622522
2023-06-19,202.90132030681323
2023-06-20,199.93346976621626
2023-06-21,203.01153102249276
2023-06-22,192.68088014958312
2023-06-23,194.98482475128603
2023-06-26,195.67894859468802
2023-06-27,199.73707470717648
2023-06-28,213.27452398173673
2023-06-29,213.74249915596562
2023-06-30,208.5746158094987
2023-07-03,208.17905674030158
2023-07-04,209.25401841778424
2023-07-05,206.47474332029884
2023-07-06,206.54238573350227
2023-07-07,208.4173394267047
2023-07-10,215.24334649975967
2023-07-11,205.14256820328288
2023-07-12,208.30925371331605
2023-07-13,213.9491132355371
2023-07-14,215.37273806735274
2023-07-17,214.03358607082856
2023-07-18,216.45984947108792
2023-07-19,214.57719654047338
2023-07-20,215.40440447147037
2023-07-21,211.65831847263706
2023-07-24,219.79533274858866
2023-07-25,228.24255508649645
2023-07-26,233.5674713663366
2023-07-27,233.1064581581091
2023-07-28,231.74018182567232
2023-07-31,235.1568122090653
