Date,EBAY
2020-11-24,143.31371841427531
2020-11-25,139.75230053177657
2020-11-26,144.822387194159
2020-11-27,147.2064510688452
2020-11-30,143.82433884467582
2020-12-01,141.93642868169405
2020-12-02,139.04753820835222
2020-12-03,139.34428894374852
2020-12-04,136.4438314631107
2020-12-07,134.6195416915539
2020-12-08,133.91875049793367
2020-12-09,138.62867342622386
2020-12-10,136.2104713798708
2020-12-11,141.36742665125658
2020-12-14,139.7555242126846
2020-12-15,141.1992198478955
2020-12-16,142.1542675966573
2020-12-17,139.3708858563167
2020-12-18,139.81663067821214
2020-12-21,138.86079395536413
2020-12-22,139.33856022452252
2020-12-23,140.72558128126295
2020-12-24,138.40701636637584
2020-12-25,138.50459402447328
2020-12-28,137.2341424873011
2020-12-29,136.78251858795662
2020-12-30,138.09034997336758
2020-12-31,138.5024589472849
2021-01-01,139.0598826021794
2021-01-04,138.11147209265067
2021-01-05,135.47532069914666
2021-01-06,135.22189211039296
2021-01-07,129.01111923522083
2021-01-08,130.53150972940645
2021-01-11,135.07681473071605
2021-01-12,138.5332666324472
2021-01-13,137.47897588600475
2021-01-14,137.1141800969259
2021-01-15,136.2524360715675
2021-01-18,135.20280224291403
2021-01-19,132.67581421316726
2021-01-20,127.7334265177118
2021-01-21,131.41318198726944
2021-01-22,127.89358350334906
2021-01-25,128.69543771115846
2021-01-26,126.6803048410596
2021-01-27,123.85966281795207
2021-01-28,121.02276850477449
2021-01-29,123.2612542468237
2021-02-01,122.10307097823178
2021-02-02,124.2911067783997
2021-02-03,127.23850698759618
2021-02-04,131.91288476220635
2021-02-05,128.92099185012142
2021-02-08,132.91734014031954
2021-02-09,136.2864708664103
2021-02-10,134.80510678287197
2021-02-11,135.12091274956214
2021-02-12,135.53878590439942
2021-02-15,134.3833298779785
2021-02-16,127.45550013133065
2021-02-17,127.93617145240302
2021-02-18,129.16845700594274
2021-02-19,129.24379959378246
2021-02-22,133.5575455294272
2021-02-23,134.4105703558279
2021-02-24,134.95085499240042
2021-02-25,138.51811380916473
2021-02-26,137.50304692382983
2021-03-01,138.8615334576786
2021-03-02,142.24027384067543
2021-03-03,144.2540470159974
2021-03-04,146.75894614621978
2021-03-05,151.119973245641
2021-03-08,151.19558736079912
2021-03-09,151.66146445441237
2021-03-10,151.11109960933638
2021-03-11,153.91535072847742
2021-03-12,154.13888811645478
2021-03-15,156.20546504233678
2021-03-16,158.55673828244642
2021-03-17,161.05001775351735
2021-03-18,163.10620691854425
2021-03-19,156.9844078469407
2021-03-22,152.6248568465196
2021-03-23,151.81559266599191
2021-03-24,149.4445258858076
2021-03-25,149.74259876557795
2021-03-26,151.32282185198574
2021-03-29,152.74291428158747
2021-03-30,152.81528480111504
2021-03-31,159.24331995290467
2021-04-01,160.63482409534745
2021-04-02,167.1056823451835
2021-04-05,158.46724125037127
2021-04-06,154.95592742629975
2021-04-07,156.0121050932844
2021-04-08,157.28588856377374
2021-04-09,158.9497399500221
2021-04-12,159.1259724413873
2021-04-13,161.59174292955632
2021-04-14,162.56641184936865
2021-04-15,160.8790136598187
2021-04-16,155.11913562494314
2021-04-19,153.51083364008346
2021-04-20,157.88937666565764
2021-04-21,163.75136287315559
2021-04-22,156.58854284918078
2021-04-23,149.01060065311975
2021-04-26,144.02495493248477
2021-04-27,146.6634399577025
2021-04-28,149.11725783943672
2021-04-29,150.24688017236255
2021-04-30,148.73679390212519
2021-05-03,151.02163982263136
2021-05-04,154.85568228837272
2021-05-05,150.90747420484956
2021-05-06,150.27837818877794
2021-05-07,152.807615633102
2021-05-10,151.43810609873108
2021-05-11,149.40506423142494
2021-05-12,155.13254650063317
2021-05-13,155.15447217690044
2021-05-14,151.86587834035163
2021-05-17,144.13498928267512
2021-05-18,145.54121225552146
2021-05-19,146.83466133127033
2021-05-20,146.02893451879305
2021-05-21,147.30287643677767
2021-05-24,144.8567019568328
2021-05-25,145.97472348019716
2021-05-26,146.59310045301686
2021-05-27,146.86740200208024
2021-05-28,143.03351042155367
2021-05-31,140.86978925028944
2021-06-01,141.1249304219011
2021-06-02,141.47217056778481
2021-06-03,137.97531251072817
2021-06-04,139.83296945816178
2021-06-07,144.2464227629372
2021-06-08,143.30377408723422
2021-06-09,148.3323069097946
2021-06-10,150.1281317878952
2021-06-11,145.79741877987792
2021-06-14,150.49369488287851
2021-06-15,152.47027791044582
2021-06-16,150.45093734528805
2021-06-17,148.78495968838362
2021-06-18,148.66196413319722
2021-06-21,149.50432742966817
2021-06-22,149.94639258262384
2021-06-23,144.02286452027997
2021-06-24,142.80652899228824
2021-06-25,141.61420180433007
2021-06-28,146.48728864034598
2021-06-29,144.61066538129194
2021-06-30,140.31207569329942
2021-07-01,141.523636146446
2021-07-02,148.61158707874336
2021-07-05,147.122319653165
2021-07-06,150.9450706872354
2021-07-07,148.55982521702603
2021-07-08,147.71260630944613
2021-07-09,146.0313594097181
2021-07-12,140.15680903404524
2021-07-13,141.30400467599802
2021-07-14,142.60382416671496
2021-07-15,144.1225014020192
2021-07-16,151.94592622510666
2021-07-19,157.46487150868126
2021-07-20,155.57818019919154
2021-07-21,155.43294191998814
2021-07-22,160.65736570231726
2021-07-23,159.79258698034414
2021-07-26,156.93226661771
2021-07-27,164.19187376769102
2021-07-28,166.79589063872132
2021-07-29,168.83187302519624
2021-07-30,168.5633623528578
2021-08-02,171.96395909505856
2021-08-03,177.55942728068112
2021-08-04,176.55183096342986
2021-08-05,176.95997374772568
2021-08-06,175.4370045684101
2021-08-09,180.37795906998946
2021-08-10,182.74330910354567
2021-08-11,183.10306818791847
2021-08-12,182.59882135366993
2021-08-13,187.82636826939748
2021-08-16,191.2872256216444
2021-08-17,186.23258863418613
2021-08-18,182.75536959533488
2021-08-19,184.57060727223782
2021-08-20,187.68771386302734
2021-08-23,189.1437337235403
2021-08-24,195.13231264983526
2021-08-25,191.64099747693328
2021-08-26,187.60791151971196
2021-08-27,191.91218357685716
2021-08-30,190.44859177964165
2021-08-31,185.19317702731692
2021-09-01,186.04906865169116
2021-09-02,185.078356802677
2021-09-03,190.79148193465838
2021-09-06,189.75260105491978
2021-09-07,190.72254258566662
2021-09-08,193.5832955619202
2021-09-09,196.37234511333455
2021-09-10,195.1455584744219
2021-09-13,192.80280173316032
2021-09-14,199.134901649336
2021-09-15,197.1377399835604
2021-09-16,197.0772051125947
2021-09-17,197.83368376887742
2021-09-20,204.19997897251008
2021-09-21,196.3532150762775
2021-09-22,194.45008356888235
2021-09-23,198.6325036105929
2021-09-24,196.98457463578387
2021-09-27,199.93446177081128
2021-09-28,206.25678326255823
2021-09-29,203.08585627101684
2021-09-30,199.82411716125347
2021-10-01,194.0828577141827
2021-10-04,194.62751762013932
2021-10-05,194.3573582522159
2021-10-06,196.76211243766565
2021-10-07,196.59287273028932
2021-10-08,197.6733288787313
2021-10-11,197.4764207108495
2021-10-12,197.07856596538224
2021-10-13,197.27594545916972
2021-10-14,201.84035936980095
2021-10-15,199.9155652134188
2021-10-18,195.42368199032975
2021-10-19,194.6402038257735
2021-10-20,201.74296271867837
2021-10-21,201.54483716436516
2021-10-22,206.83407994231152
2021-10-25,208.97224733461738
2021-10-26,207.24556940186432
2021-10-27,201.01433355780807
2021-10-28,196.67367175428745
2021-10-29,200.84436983150508
2021-11-01,199.18189446930992
2021-11-02,197.28348043574022
2021-11-03,195.22059630953146
2021-11-04,194.1083436756493
2021-11-05,191.11265181444023
2021-11-08,192.19046566419954
2021-11-09,194.42344101913113
2021-11-10,192.76561041179818
2021-11-11,189.02924633152875
2021-11-12,190.5486498790711
2021-11-15,191.06111463506286
2021-11-16,190.51918978088517
2021-11-17,186.75537205169684
2021-11-18,182.93188349587808
2021-11-19,186.5813422433901
2021-11-22,187.2385061865544
2021-11-23,184.1102021086214
2021-11-24,184.79274183673144
2021-11-25,179.1197017563425
2021-11-26,175.54019303720403
2021-11-29,169.55262582417592
2021-11-30,170.2132211722725
2021-12-01,175.20862513820987
2021-12-02,170.10340756695308
2021-12-03,174.92251768074888
2021-12-06,173.26424344283845
2021-12-07,176.13512490062385
2021-12-08,182.1949694046165
2021-12-09,180.13503301135205
2021-12-10,179.9778429378321
2021-12-13,182.45325814392453
2021-12-14,185.19568360147798
2021-12-15,180.6053656977065
2021-12-16,181.72989311092022
2021-12-17,181.08059757865817
2021-12-20,176.63416519377063
2021-12-21,176.23780662317017
2021-12-22,173.91756373444582
2021-12-23,174.78780128776503
2021-12-24,169.37183013742592
2021-12-27,171.45424863755267
2021-12-28,170.9769284893358
2021-12-29,177.48607561320975
2021-12-30,183.04729589029068
2021-12-31,176.59818948803698
2022-01-03,172.13429733786754
2022-01-04,172.99140634783424
2022-01-05,171.8213980442208
2022-01-06,173.84078569762445
2022-01-07,173.21097415101892
2022-01-10,173.02890300281695
2022-01-11,175.0471601625335
2022-01-12,168.5164490201273
2022-01-13,165.0450143627969
2022-01-14,169.0267718198532
2022-01-17,168.56269138015324
2022-01-18,174.03628907740034
2022-01-19,176.90306653891517
2022-01-20,176.9095348458548
2022-01-21,180.0542570191698
2022-01-24,181.6902234848384
2022-01-25,180.09282914252702
2022-01-26,179.74771069152396
2022-01-27,180.93794894528642
2022-01-28,180.9067535674562
2022-01-31,178.35952100564663
2022-02-01,178.55369089764497
2022-02-02,180.5921535936654
2022-02-03,182.8298180706286
2022-02-04,186.1384676592714
2022-02-07,187.3156666070852
2022-02-08,185.65968054348824
2022-02-09,176.91549680943626
2022-02-10,177.7655762549758
2022-02-11,180.61250006084973
2022-02-14,178.90452557906744
2022-02-15,175.8963455449197
2022-02-16,177.1940079921355
2022-02-17,171.42738446936855
2022-02-18,176.18884023989818
2022-02-21,172.7718899791538
2022-02-22,168.9772119272605
2022-02-23,167.38234987450767
2022-02-24,165.5674203233009
2022-02-25,160.67957210113147
2022-02-28,161.18638442135767
2022-03-01,162.27119741656432
2022-03-02,162.37296251292258
2022-03-03,159.02658187060965
2022-03-04,155.93409389244414
2022-03-07,160.49671745572314
2022-03-08,160.86280903479238
2022-03-09,163.36204139358463
2022-03-10,162.77831272797164
2022-03-11,161.35803828906361
2022-03-14,153.09496018798257
2022-03-15,150.88650389381834
2022-03-16,155.99859349819104
2022-03-17,149.95691860793318
2022-03-18,150.18765373435772
2022-03-21,147.22480141027754
2022-03-22,145.9165676004002
2022-03-23,144.94598913102735
2022-03-24,146.47791566268228
2022-03-25,144.5659809885227
2022-03-28,143.4213149258165
2022-03-29,146.12165415665385
2022-03-30,146.1476315532009
2022-03-31,147.15222927702152
2022-04-01,143.1420674761318
2022-04-04,143.94200362058623
2022-04-05,142.12528906760855
2022-04-06,143.26415663014808
2022-04-07,144.9155905894291
2022-04-08,143.46494291358826
2022-04-11,138.4645159429058
2022-04-12,135.1861756090818
2022-04-13,135.38920792353508
2022-04-14,129.18000292256502
2022-04-15,126.76048806096472
2022-04-18,129.40238558148076
2022-04-19,131.1926754527304
2022-04-20,132.47969162999505
2022-04-21,131.18012230279498
2022-04-22,131.30589280195466
2022-04-25,134.37594113901594
2022-04-26,135.34521621176287
2022-04-27,136.71983919587092
2022-04-28,137.31150908499347
2022-04-29,139.92546948337557
2022-05-02,141.01007153954058
2022-05-03,140.31057619945707
2022-05-04,141.5730640640671
2022-05-05,137.70622175928537
2022-05-06,138.02983824876668
2022-05-09,137.43880360185923
2022-05-10,139.47412862942753
2022-05-11,136.1782616794269
2022-05-12,130.82029309662065
2022-05-13,129.13114993016572
2022-05-16,126.77169166234196
2022-05-17,128.3899577640578
2022-05-18,127.93278914387787
2022-05-19,128.23604363406304
2022-05-20,127.64917782191954
2022-05-23,124.32176970630475
2022-05-24,123.11704125015521
2022-05-25,123.18524263967556
2022-05-26,122.7819722719885
2022-05-27,124.86722708465679
2022-05-30,129.47055001705348
2022-05-31,128.41169335742472
2022-06-01,135.14672203921694
2022-06-02,135.5313035087883
2022-06-03,133.00733222693168
2022-06-06,126.35185935450457
2022-06-07,127.0238274355872
2022-06-08,125.08995188520869
2022-06-09,127.16487553993136
2022-06-10,123.33646271025923
2022-06-13,126.98352163090146
2022-06-14,124.12059282661363
2022-06-15,123.4016075736522
2022-06-16,125.70834111677013
2022-06-17,123.27409098274974
2022-06-20,122.50250461394641
2022-06-21,122.12030381113856
2022-06-22,120.67613459696652
2022-06-23,119.95765158623553
2022-06-24,121.38573869385071
2022-06-27,118.47190669471895
2022-06-28,118.20384037316764
2022-06-29,116.37195926686007
2022-06-30,114.27025758205424
2022-07-01,116.53758950331326
2022-07-04,115.02680138990362
2022-07-05,112.41574076410558
2022-07-06,113.87088964961868
2022-07-07,115.84556399441709
2022-07-08,114.18679158669491
2022-07-11,116.05107172948902
2022-07-12,118.09862398651596
2022-07-13,122.69812065931161
2022-07-14,118.09651634923549
2022-07-15,112.90510492331595
2022-07-18,116.12239690576465
2022-07-19,118.02583698937441
2022-07-20,121.85790986710202
2022-07-21,122.51469084425271
2022-07-22,123.9155135952357
2022-07-25,124.2136563865502
2022-07-26,125.5527940905716
2022-07-27,129.33363764955695
2022-07-28,130.18760368044934
2022-07-29,130.0591712667263
2022-08-01,134.96753542252856
2022-08-02,130.5067884879937
2022-08-03,131.03173098335284
2022-08-04,130.43278431909525
2022-08-05,128.63484214227645
2022-08-08,127.33498837090437
2022-08-09,130.43367477388276
2022-08-10,130.27656803333647
2022-08-11,126.93439571211712
2022-08-12,122.30710444589167
2022-08-15,121.46916652566883
2022-08-16,124.21709099851505
2022-08-17,122.38894563304144
2022-08-18,120.42508004301871
2022-08-19,120.84492343325984
2022-08-22,121.5603225905802
2022-08-23,123.21582242414779
2022-08-24,125.77310332572075
2022-08-25,128.59589424137837
2022-08-26,130.53578517812898
2022-08-29,128.7709401093072
2022-08-30,126.18927959194501
2022-08-31,129.16453631023697
2022-09-01,132.67249035462942
2022-09-02,127.3675574802546
2022-09-05,128.93303407762545
2022-09-06,126.90863057318789
2022-09-07,127.73676492834306
2022-09-08,128.17921980577407
2022-09-09,126.94561868973423
2022-09-12,131.36574200752875
2022-09-13,131.43122739397074
2022-09-14,131.2149945103315
2022-09-15,129.88779025185582
2022-09-16,129.82422781673938
2022-09-19,133.47081205154464
2022-09-20,133.8359570154217
2022-09-21,133.42549928249898
2022-09-22,130.3259714969797
2022-09-23,128.2465699494215
2022-09-26,126.81611397062659
2022-09-27,130.28250929391268
2022-09-28,131.28122009419175
2022-09-29,129.73057340794065
2022-09-30,125.94179874231843
2022-10-03,125.52219343515817
2022-10-04,127.31568121421111
2022-10-05,124.43590640099637
2022-10-06,125.95303600045165
2022-10-07,126.10016981621423
2022-10-10,128.15254042472344
2022-10-11,128.46965047841235
2022-10-12,133.38697148216357
2022-10-13,133.9898124212683
2022-10-14,132.49628444364348
2022-10-17,135.15527192187625
2022-10-18,136.78363189857234
2022-10-19,136.38597884077
2022-10-20,140.82683779273015
2022-10-21,147.2809315925617
2022-10-24,148.44640117890114
2022-10-25,148.14608704300778
2022-10-26,148.63573867634176
2022-10-27,148.4242842255106
2022-10-28,149.7472973553033
2022-10-31,152.0822149046188
2022-11-01,154.4105707787645
2022-11-02,154.19849935840995
2022-11-03,153.072560044281
2022-11-04,150.75534649515959
2022-11-07,149.14780701201698
2022-11-08,151.06296121153798
2022-11-09,154.97062895814673
2022-11-10,153.14255013718238
2022-11-11,147.48521642143174
2022-11-14,147.4148847238124
2022-11-15,149.96886887960193
2022-11-16,153.125538410743
2022-11-17,154.9370264554003
2022-11-18,156.77027710954582
2022-11-21,154.85237900014306
2022-11-22,154.394871265895
2022-11-23,148.32946418853786
2022-11-24,151.90477188387908
2022-11-25,142.37883336618563
2022-11-28,144.75235350583148
2022-11-29,148.2584854510791
2022-11-30,147.99188202974472
2022-12-01,151.18879794727437
2022-12-02,147.48602403658694
2022-12-05,145.06392234279176
2022-12-06,148.9988097359712
2022-12-07,144.7957545012551
2022-12-08,147.56566453534515
2022-12-09,151.03923258709747
2022-12-12,156.04865975190208
2022-12-13,160.28248389349037
2022-12-14,155.52868840951166
2022-12-15,154.92536862765684
2022-12-16,157.79101843205228
2022-12-19,159.727895408791
2022-12-20,161.64680757848285
2022-12-21,161.03875622788428
2022-12-22,163.7789476368053
2022-12-23,164.81482749774096
2022-12-26,166.21968034547902
2022-12-27,171.12732643901793
2022-12-28,172.2981118506765
2022-12-29,176.47023349971232
2022-12-30,179.67063066686447
2023-01-02,181.9939378351683
2023-01-03,185.75806997107978
2023-01-04,185.46288938582234
2023-01-05,187.09752532570852
2023-01-06,185.50575077522535
2023-01-09,186.23772062447603
2023-01-10,188.959407488081
2023-01-11,185.26655645844022
2023-01-12,183.2838959931791
2023-01-13,176.63485633979383
2023-01-16,172.69845251961948
2023-01-17,178.81008767783467
2023-01-18,180.6932021638046
2023-01-19,180.7828341173537
2023-01-20,182.40004813102144
2023-01-23,185.15185169631283
2023-01-24,184.5381158814277
2023-01-25,191.38596279120245
2023-01-26,191.41441201797343
2023-01-27,189.77783580923577
2023-01-30,194.55375322678222
2023-01-31,192.77401027239353
2023-02-01,190.70618086035833
2023-02-02,189.13831895849984
2023-02-03,196.59441768750594
2023-02-06,195.65958203636717
2023-02-07,192.4362515868076
2023-02-08,203.2325678401071
2023-02-09,199.82663825264646
2023-02-10,198.94972951575264
2023-02-13,194.78107322700808
2023-02-14,195.9482764697576
2023-02-15,192.82427883201498
2023-02-16,196.5694018441635
2023-02-17,197.6399454535952
2023-02-20,193.84782942210674
2023-02-21,190.9277311863813
2023-02-22,193.4942436479644
2023-02-23,192.5520343297903
2023-02-24,181.979047679333
2023-02-27,181.82289507758665
2023-02-28,183.8697411717514
2023-03-01,182.01807559546572
2023-03-02,178.144850487
2023-03-03,182.05878804077835
2023-03-06,177.1895764084764
2023-03-07,173.02485520247265
2023-03-08,172.42362865133367
2023-03-09,175.11942369693898
2023-03-10,174.13516739064988
2023-03-13,174.94324237178128
2023-03-14,171.73766247450482
2023-03-15,175.75687003841853
2023-03-16,173.86271353675616
2023-03-17,170.63564300663091
2023-03-20,174.5787185432072
2023-03-21,175.2854313209808
2023-03-22,173.8930768366884
2023-03-23,171.93363883030347
2023-03-24,173.45084740035415
2023-03-27,168.0058674776154
2023-03-28,168.22326165485862
2023-03-29,164.07250177405652
2023-03-30,165.42957849443656
2023-03-31,167.04263060095218
2023-04-03,174.21513777459978
2023-04-04,167.87017806975308
2023-04-05,164.57291976425506
2023-04-06,167.7633278920716
2023-04-07,170.00423960923993
2023-04-10,170.91752522761774
2023-04-11,170.57046314765213
2023-04-12,169.87202887943212
2023-04-13,172.10756103038727
2023-04-14,164.3093814474973
2023-04-17,171.95300366260577
2023-04-18,173.70449009716276
2023-04-19,171.02013211561555
2023-04-20,173.34996760282286
2023-04-21,180.5456284004461
2023-04-24,174.36492968966468
2023-04-25,175.1744552109147
2023-04-26,178.94340864270728
2023-04-27,178.6846079647006
2023-04-28,174.9915404214664
2023-05-01,175.18251858324004
2023-05-02,172.533489491855
2023-05-03,178.3784972976551
2023-05-04,177.50129673564558
2023-05-05,174.7457550263428
2023-05-08,172.06272918774064
2023-05-09,173.5294419095863
2023-05-10,178.31604943921874
2023-05-11,184.6183484933478
2023-05-12,188.93106808106432
2023-05-15,190.32669364578874
2023-05-16,180.45421855684378
2023-05-17,177.87096519636034
2023-05-18,183.77387115730573
2023-05-19,190.86446868486573
2023-05-22,194.8257955950164
2023-05-23,199.78339946984127
2023-05-24,199.40277841573155
2023-05-25,206.66860330705583
2023-05-26,207.35822943099404
2023-05-29,206.87472342190804
2023-05-30,201.4138307666817
2023-05-31,205.22634084839027
2023-06-01,205.85001795087584
2023-06-02,207.98822228403662
2023-06-05,213.3347249282608
2023-06-06,213.83483071333603
2023-06-07,217.53210882448832
2023-06-08,217.7764922284846
2023-06-09,210.30209557480956
2023-06-12,216.9214863031432
2023-06-13,214.94479776901355
2023-06-14,210.13607399416165
2023-06-15,208.79487220242058
2023-06-16,211.05232750587425
2023-06-19,212.73242406506662
2023-06-20,213.9730879306576
2023-06-21,212.74501162493462
2023-06-22,209.70138227211575
2023-06-23,203.02272920929423
2023-06-26,199.37737859083904
2023-06-27,199.60304846045824
2023-06-28,193.96253293356114
2023-06-29,190.87971142785065
2023-06-30,189.5992981377424
2023-07-03,193.9072161196106
2023-07-04,196.52950841030983
2023-07-05,199.79100793476755
2023-07-06,212.03815413930386
2023-07-07,211.14352229964817
2023-07-10,199.58023893988363
2023-07-11,205.94810235166045
2023-07-12,206.9794684266025
2023-07-13,209.11288591363117
2023-07-14,208.76785951168858
2023-07-17,215.00830952589092
2023-07-18,205.2218779753139
2023-07-19,203.59763930916688
2023-07-20,198.4029478328319
2023-07-21,192.5079740797854
2023-07-24,187.4105824552189
2023-07-25,187.2318736034434
2023-07-26,188.4994120306919
2023-07-27,186.37609124043664
2023-07-28,187.4542410801605
