Date,CRM
2021-03-04,294.8369032930204
2021-03-05,294.28413613147256
2021-03-08,293.8340576043489
2021-03-09,289.9903298457892
2021-03-10,293.31553254006906
2021-03-11,295.7856664372178
2021-03-12,292.2813632044914
2021-03-15,296.8395007986357
2021-03-16,296.1850153481741
2021-03-17,290.62849654256325
2021-03-18,287.14419658943655
2021-03-19,288.5242446675609
2021-03-22,285.0628316682308
2021-03-23,289.6671511458382
2021-03-24,291.6610309473309
2021-03-25,292.486451018516
2021-03-26,290.9153374288631
2021-03-29,294.98366076173124
2021-03-30,297.8222633880114
2021-03-31,292.6867081618789
2021-04-01,297.1963965867678
2021-04-02,296.5854235498211
2021-04-05,298.9562840754073
2021-04-06,295.72800583786784
2021-04-07,297.0079929054043
2021-04-08,294.8481429660889
2021-04-09,302.56205961392413
2021-04-12,298.4248997064912
2021-04-13,298.52169797050664
2021-04-14,297.2529956441163
2021-04-15,299.37213953986804
2021-04-16,304.09998946127826
2021-04-19,299.54190484623643
2021-04-20,296.1445354584784
2021-04-21,294.059429901392
2021-04-22,303.3189782649825
2021-04-23,306.18186481222335
2021-04-26,303.6281145907176
2021-04-27,296.21321570255316
2021-04-28,293.80575949746157
2021-04-29,295.9454250010977
2021-04-30,291.3213893992984
2021-05-03,289.3452875082616
2021-05-04,289.38437411171043
2021-05-05,279.589981721191
2021-05-06,283.9634095734471
2021-05-07,281.687097619518
2021-05-10,279.829661063029
2021-05-11,284.5847637665011
2021-05-12,278.62302197776046
2021-05-13,276.8265554337804
2021-05-14,273.85230450076443
2021-05-17,268.04217370539106
2021-05-18,278.1078802969938
2021-05-19,279.3888566851684
2021-05-20,279.3193758220536
2021-05-21,286.2217581318145
2021-05-24,291.33973270808553
2021-05-25,295.52493130158
2021-05-26,290.55590379628967
2021-05-27,291.1438762783055
2021-05-28,292.8484608630069
2021-05-31,297.89642279826495
2021-06-01,296.63109698860353
2021-06-02,299.58663039931884
2021-06-03,300.08844718392885
2021-06-04,296.95992340905974
2021-06-07,296.08362278090294
2021-06-08,299.2812006420612
2021-06-09,296.84630160530213
2021-06-10,294.79496337127415
2021-06-11,293.21194712323637
2021-06-14,286.5508087245982
2021-06-15,284.7039163832225
2021-06-16,283.06401584968296
2021-06-17,279.75363313699785
2021-06-18,276.97836319451824
2021-06-21,276.56547439947155
2021-06-22,279.67801593309645
2021-06-23,273.66829027949285
2021-06-24,270.178157206242
2021-06-25,272.59781797630126
2021-06-28,264.25205623565205
2021-06-29,266.18324986263724
2021-06-30,266.87288078162993
2021-07-01,271.1477635730426
2021-07-02,277.9382111407252
2021-07-05,273.5887760567628
2021-07-06,272.0717607393881
2021-07-07,277.36668329412004
2021-07-08,284.2220478300941
2021-07-09,288.4796481391109
2021-07-12,292.31612375050497
2021-07-13,295.4390804465405
2021-07-14,296.2695843557681
2021-07-15,300.7318184502811
2021-07-16,301.56237277863306
2021-07-19,300.9287153539801
2021-07-20,301.4838553614561
2021-07-21,303.8293660090338
2021-07-22,298.9608862425257
2021-07-23,296.9099649116975
2021-07-26,299.941115526081
2021-07-27,297.3484433927123
2021-07-28,296.78788986673914
2021-07-29,303.60962231770907
2021-07-30,296.7767099891971
2021-08-02,292.1006261985243
2021-08-03,296.8757956111981
2021-08-04,299.60420164282965
2021-08-05,302.108228903044
2021-08-06,304.24077478618324
2021-08-09,307.4889178934659
2021-08-10,308.52497109811634
2021-08-11,307.9779028062776
2021-08-12,311.6771508974741
2021-08-13,307.8240356824384
2021-08-16,307.6250712327846
2021-08-17,310.7081494193837
2021-08-18,312.15110061683663
2021-08-19,311.5556024408796
2021-08-20,304.93280716399414
2021-08-23,305.7494872115802
2021-08-24,314.7807554231414
2021-08-25,314.4026201676725
2021-08-26,319.88163012893597
2021-08-27,322.06792837426855
2021-08-30,323.8694889727419
2021-08-31,331.9682935594783
2021-09-01,329.85193456933706
2021-09-02,332.2229958289069
2021-09-03,328.6297718859235
2021-09-06,330.22412621540656
2021-09-07,328.7197403676977
2021-09-08,328.4873181823133
2021-09-09,335.1820435884452
2021-09-10,346.3533397913741
2021-09-13,341.8959107563285
2021-09-14,348.8901717031823
2021-09-15,347.5088847427726
2021-09-16,355.8675059862857
2021-09-17,355.5185804866857
2021-09-20,359.9790994569348
2021-09-21,360.59176718942217
2021-09-22,352.8767838030491
2021-09-23,350.9182341212822
2021-09-24,349.96453306944704
2021-09-27,347.07329436563316
2021-09-28,355.33859305017415
2021-09-29,358.48007839570903
2021-09-30,363.8210714698523
2021-10-01,361.4514750233909
2021-10-04,355.4214440537926
2021-10-05,352.60913358955014
2021-10-06,354.9283051885394
2021-10-07,351.0302089905693
2021-10-08,355.1725391905901
2021-10-11,355.63976571970426
2021-10-12,356.94155946255245
2021-10-13,357.2023476991212
2021-10-14,352.05524680051747
2021-10-15,348.9965560899984
2021-10-18,352.42425011004974
2021-10-19,361.41121243144914
2021-10-20,360.8987265551636
2021-10-21,357.06290952410416
2021-10-22,344.7394716552415
2021-10-25,341.5318847981941
2021-10-26,342.7013642891178
2021-10-27,346.92479692194394
2021-10-28,349.27890015505125
2021-10-29,350.139580426087
2021-11-01,357.60131653264153
2021-11-02,354.33355519083693
2021-11-03,365.29576521797924
2021-11-04,369.84127255955275
2021-11-05,372.3795346074092
2021-11-08,368.7848356308274
2021-11-09,368.52950565529574
2021-11-10,371.0301904317622
2021-11-11,365.49785305242995
2021-11-12,366.2492209426567
2021-11-15,370.5740450508909
2021-11-16,369.07339993590244
2021-11-17,365.60869125925836
2021-11-18,362.375473383735
2021-11-19,363.8171273171066
2021-11-22,367.37029572972443
2021-11-23,358.90481113885676
2021-11-24,362.22595708448773
2021-11-25,364.90933110785056
2021-11-26,363.5797731339117
2021-11-29,366.2123608378912
2021-11-30,364.2836727409741
2021-12-01,360.1533136292927
2021-12-02,369.30789895216094
2021-12-03,378.674427446366
2021-12-06,384.93904043142624
2021-12-07,386.77925993510183
2021-12-08,383.5491621388671
2021-12-09,383.19941423255807
2021-12-10,381.63177945252824
2021-12-13,388.9617274700005
2021-12-14,383.6417233372365
2021-12-15,389.3277377883325
2021-12-16,388.4105282558941
2021-12-17,380.156268195067
2021-12-20,381.44986539960973
2021-12-21,375.57267782062195
2021-12-22,376.933579455448
2021-12-23,372.3148962812408
2021-12-24,374.5361606455246
2021-12-27,371.0399019906443
2021-12-28,373.4474606973835
2021-12-29,369.583722748311
2021-12-30,371.1831845415279
2021-12-31,376.8781907421937
2022-01-03,376.16294294569605
2022-01-04,373.73053495613465
2022-01-05,370.22509940180066
2022-01-06,370.49507933467197
2022-01-07,374.9590468198175
2022-01-10,385.47150118963214
2022-01-11,383.34924987754914
2022-01-12,385.04239090186945
2022-01-13,391.043079082221
2022-01-14,388.3908899702503
2022-01-17,388.8036217456616
2022-01-18,399.5471417920587
2022-01-19,407.60624615193984
2022-01-20,419.8629795673193
2022-01-21,415.5463538304133
2022-01-24,406.3462508543583
2022-01-25,397.0168742347112
2022-01-26,396.95110271286904
2022-01-27,385.18460373331624
2022-01-28,402.38931070130866
2022-01-31,405.1462994651189
2022-02-01,400.4880351340063
2022-02-02,404.45692034526013
2022-02-03,404.73488676663385
2022-02-04,409.90846247739114
2022-02-07,405.4460785186041
2022-02-08,413.63698144080905
2022-02-09,409.54322373983746
2022-02-10,410.2553744038845
2022-02-11,406.7987895392729
2022-02-14,414.7473483506246
2022-02-15,412.0203358532337
2022-02-16,410.8681289395279
2022-02-17,402.50002148683603
2022-02-18,400.9459628713599
2022-02-21,401.18297471120184
2022-02-22,404.6229584742047
2022-02-23,410.76088919988626
2022-02-24,412.53059091794233
2022-02-25,418.0535621868526
2022-02-28,416.6241622044344
2022-03-01,426.9421124257656
2022-03-02,427.5125218489581
2022-03-03,422.99710079404554
2022-03-04,420.6274863864374
2022-03-07,422.14763585739087
2022-03-08,421.77915953674284
2022-03-09,422.4854358304306
2022-03-10,420.68375341095873
2022-03-11,415.34735840971916
2022-03-14,413.76033999341405
2022-03-15,413.8469977094058
2022-03-16,410.10567707336867
2022-03-17,398.80257768073653
2022-03-18,394.1000492608498
2022-03-21,393.4906019828027
2022-03-22,390.4995938025774
2022-03-23,393.96221572706133
2022-03-24,393.05325836242673
2022-03-25,391.57994411072053
2022-03-28,391.190895112546
2022-03-29,387.3808297048101
2022-03-30,395.17022346640783
2022-03-31,395.53582695895426
2022-04-01,392.8647909080285
2022-04-04,387.97795380241445
2022-04-05,386.9245101433923
2022-04-06,388.59169679078497
2022-04-07,389.4462763361707
2022-04-08,395.79172694170455
2022-04-11,395.47666529702076
2022-04-12,399.67089418466753
2022-04-13,404.92884613743723
2022-04-14,406.9373686835115
2022-04-15,410.350369880254
2022-04-18,407.91029230668636
2022-04-19,397.4380390191938
2022-04-20,401.77624416155925
2022-04-21,391.0158386574363
2022-04-22,386.25641380551133
2022-04-25,378.4373688033448
2022-04-26,380.7005219236523
2022-04-27,378.1773819691908
2022-04-28,371.4154184071607
2022-04-29,371.6278060537372
2022-05-02,366.72479648788163
2022-05-03,366.6023062537715
2022-05-04,369.9989970549171
2022-05-05,358.7970012795686
2022-05-06,354.01962707996864
2022-05-09,351.87385871047775
2022-05-10,351.0975346878951
2022-05-11,344.6252331789823
2022-05-12,338.5759709961683
2022-05-13,339.23700528532305
2022-05-16,331.9494239041134
2022-05-17,335.47244796634607
2022-05-18,333.2229263087204
2022-05-19,331.60897180605497
2022-05-20,330.7918833001119
2022-05-23,324.4712289396987
2022-05-24,327.3989661019341
2022-05-25,333.79766729070906
2022-05-26,335.8587711146194
2022-05-27,343.3351908365701
2022-05-30,355.6113357849703
2022-05-31,350.32336990461357
2022-06-01,348.5348257519392
2022-06-02,346.6411763221087
2022-06-03,349.11442790577746
2022-06-06,354.3969491668728
2022-06-07,354.2546453506522
2022-06-08,349.152348772719
2022-06-09,344.8684455952642
2022-06-10,349.5362035334785
2022-06-13,350.17135827671336
2022-06-14,349.1117729260315
2022-06-15,342.68430917395034
2022-06-16,340.7744647964247
2022-06-17,336.9577894506403
2022-06-20,337.44704974972746
2022-06-21,340.2709412460269
2022-06-22,340.213538792335
2022-06-23,340.9604639728418
2022-06-24,344.26564162788287
2022-06-27,345.8648343863439
2022-06-28,353.6094864126188
2022-06-29,345.7527497699779
2022-06-30,337.12686778473244
2022-07-01,329.6070243657397
2022-07-04,329.0829257830357
2022-07-05,330.3882580173832
2022-07-06,327.514460333156
2022-07-07,328.3548265052676
2022-07-08,326.71705479946297
2022-07-11,330.1329825492779
2022-07-12,331.5072066647277
2022-07-13,335.0921298412194
2022-07-14,336.7162497427508
2022-07-15,340.4568186850095
2022-07-18,342.3370039737944
2022-07-19,337.7453936260103
2022-07-20,338.43902600236027
2022-07-21,333.2569179600231
2022-07-22,336.56863407639753
2022-07-25,331.78337565297096
2022-07-26,335.5580530189551
2022-07-27,337.1351530314999
2022-07-28,343.57939218605344
2022-07-29,339.577094457475
2022-08-01,344.8400066442566
2022-08-02,347.6998396461436
2022-08-03,350.1854957712055
2022-08-04,351.5493310042419
2022-08-05,353.82698870736806
2022-08-08,349.84237787515735
2022-08-09,355.8692015575086
2022-08-10,347.5018014875139
2022-08-11,347.98439797649115
2022-08-12,349.4890261099624
2022-08-15,357.24654126510165
2022-08-16,363.41172603769076
2022-08-17,365.46392779096254
2022-08-18,366.37476249776984
2022-08-19,370.58562737347984
2022-08-22,372.7079989405808
2022-08-23,374.5581335991977
2022-08-24,383.71235797226564
2022-08-25,387.30859098628866
2022-08-26,392.2769225535739
2022-08-29,392.1389857157157
2022-08-30,399.07494916533005
2022-08-31,407.8567910702367
2022-09-01,407.6902067047576
2022-09-02,413.35203348896295
2022-09-05,404.5832848884251
2022-09-06,410.4719495041968
2022-09-07,416.90791509263966
2022-09-08,412.8352700550698
2022-09-09,415.5633652217105
2022-09-12,421.83967806244743
2022-09-13,436.19430072334575
2022-09-14,431.30939551807325
2022-09-15,430.15450835142724
2022-09-16,428.7906287273792
2022-09-19,421.25680325735465
2022-09-20,412.79026616941644
2022-09-21,408.7198000651518
2022-09-22,405.15307557175083
2022-09-23,403.51035406583134
2022-09-26,413.2873406349555
2022-09-27,410.7069842619197
2022-09-28,406.61179044258614
2022-09-29,407.89083914058784
2022-09-30,411.78641216749526
2022-10-03,420.48011317724325
2022-10-04,426.4836977208237
2022-10-05,427.1658206055006
2022-10-06,444.7914065070056
2022-10-07,440.324064078364
2022-10-10,446.3195264552348
2022-10-11,441.53004326952623
2022-10-12,442.6704746720831
2022-10-13,443.1092479020796
2022-10-14,442.73676404637195
2022-10-17,455.28969390871447
2022-10-18,450.51904481340426
2022-10-19,458.3300137581384
2022-10-20,468.4848576228971
2022-10-21,475.4176523978327
2022-10-24,468.9120228510652
2022-10-25,464.8699287695046
2022-10-26,464.088413191273
2022-10-27,465.18887064795405
2022-10-28,462.87010971336207
2022-10-31,470.15940153324055
2022-11-01,473.33143209916545
2022-11-02,477.0960451224078
2022-11-03,471.2548001533106
2022-11-04,474.488802290509
2022-11-07,468.2002250372622
2022-11-08,464.026952368675
2022-11-09,473.74167445685583
2022-11-10,473.7706231012235
2022-11-11,468.36953205270964
2022-11-14,470.85461336618283
2022-11-15,470.7807936410082
2022-11-16,463.5300484840719
2022-11-17,465.4090914151981
2022-11-18,463.7916293430514
2022-11-21,469.63063641447656
2022-11-22,470.6108344994415
2022-11-23,466.8025236835897
2022-11-24,471.83654513475346
2022-11-25,472.5963091861179
2022-11-28,470.47855840201584
2022-11-29,472.68308355741743
2022-11-30,466.1289689077508
2022-12-01,461.501625560134
2022-12-02,475.73948815734815
2022-12-05,494.5374213897189
2022-12-06,487.3144343445712
2022-12-07,497.6136579988329
2022-12-08,506.2933065798037
2022-12-09,518.3562196489318
2022-12-12,521.0130703321308
2022-12-13,510.2740695302126
2022-12-14,511.709290444622
2022-12-15,523.8320132906313
2022-12-16,521.7642457651735
2022-12-19,519.0569001303633
2022-12-20,511.5811791356742
2022-12-21,510.1674079841324
2022-12-22,515.8325711889519
2022-12-23,516.9595721493553
2022-12-26,515.1691225257326
2022-12-27,522.3413041571769
2022-12-28,526.3908609114847
2022-12-29,536.7633469161331
2022-12-30,516.6167808716986
2023-01-02,513.2698483539722
2023-01-03,508.4156997793421
2023-01-04,503.45874099824994
2023-01-05,502.77599910067147
2023-01-06,509.5428029964364
2023-01-09,503.03851817455853
2023-01-10,502.4036320003733
2023-01-11,496.9366312524917
2023-01-12,501.2923952998413
2023-01-13,506.10683061987856
2023-01-16,503.1159334590275
2023-01-17,497.483071548108
2023-01-18,497.627894754135
2023-01-19,513.22169530764
2023-01-20,520.3554520458637
2023-01-23,530.6491344141923
2023-01-24,540.1438397643165
2023-01-25,543.962893808875
2023-01-26,538.7933063071555
2023-01-27,532.162289902074
2023-01-30,544.7923834131457
2023-01-31,550.0948534671531
2023-02-01,559.0741441406892
2023-02-02,550.5350743697896
2023-02-03,557.1036132201288
2023-02-06,563.2314528167552
2023-02-07,563.5163790833166
2023-02-08,566.6853923434018
2023-02-09,571.4627166321263
2023-02-10,581.7095470657721
2023-02-13,590.3915515029951
2023-02-14,593.0143788797219
2023-02-15,601.9423292630106
2023-02-16,619.9802547595458
2023-02-17,618.5653525259295
2023-02-20,613.9385769560976
2023-02-21,621.4862430263743
2023-02-22,636.1197294227802
2023-02-23,622.1477463119804
2023-02-24,618.2007508138812
2023-02-27,608.4630437459705
2023-02-28,600.0564628084736
2023-03-01,593.9176924207845
2023-03-02,602.3122711308645
2023-03-03,609.6651952309053
2023-03-06,628.8119089362273
2023-03-07,629.1372126437694
2023-03-08,632.5386146285339
2023-03-09,644.598068098246
2023-03-10,634.1124169508587
2023-03-13,630.0205870198577
2023-03-14,639.2753240865918
2023-03-15,627.1349932982912
2023-03-16,609.3904327069356
2023-03-17,606.7174081002232
2023-03-20,626.8703137665425
2023-03-21,640.6238416562775
2023-03-22,633.4488174824377
2023-03-23,627.7793298982838
2023-03-24,639.8368365460831
2023-03-27,644.6419767699199
2023-03-28,654.7997749230781
2023-03-29,648.0625693238364
2023-03-30,642.6072448720823
2023-03-31,624.108067781914
2023-04-03,615.5271882111956
2023-04-04,615.5875654784671
2023-04-05,616.7963115447525
2023-04-06,618.6648000877636
2023-04-07,621.974493828551
2023-04-10,611.7772195998099
2023-04-11,608.5003376176364
2023-04-12,596.9172589539351
2023-04-13,596.9797281608716
2023-04-14,598.8879442730083
2023-04-17,605.6292810377902
2023-04-18,611.4502393012821
2023-04-19,613.9425933082712
2023-04-20,633.151819906552
2023-04-21,622.2257990804363
2023-04-24,627.5237786443648
2023-04-25,630.7382625050085
2023-04-26,643.0024608961171
2023-04-27,638.1983897211526
2023-04-28,635.0265891983494
2023-05-01,634.3858502668447
2023-05-02,626.2279763911041
2023-05-03,612.2878563650422
2023-05-04,609.984892899812
2023-05-05,602.3182604444585
2023-05-08,606.0285516705134
2023-05-09,609.3787663810158
2023-05-10,612.6732160816141
2023-05-11,605.1880259853817
2023-05-12,604.7713857728982
2023-05-15,609.4125874919564
2023-05-16,606.9755911775939
2023-05-17,606.0054515843071
2023-05-18,598.3861187898409
2023-05-19,597.4558682410752
2023-05-22,592.9991554612334
2023-05-23,596.1189048248194
2023-05-24,608.4128976711055
2023-05-25,604.0419844789745
2023-05-26,598.8386663281728
2023-05-29,599.5325760057549
2023-05-30,607.7850701154791
2023-05-31,607.0252315001885
2023-06-01,606.4397271173883
2023-06-02,589.0595996053627
2023-06-05,580.9032642645058
2023-06-06,577.2754507713445
2023-06-07,575.9522257077601
2023-06-08,564.987963727109
2023-06-09,561.7960889518417
2023-06-12,559.8872612295793
2023-06-13,557.8060945534941
2023-06-14,559.6877701929544
2023-06-15,556.1601252334514
2023-06-16,559.1471558867838
2023-06-19,565.2901865818585
2023-06-20,563.4657812309912
2023-06-21,556.1186817800686
2023-06-22,547.2594787316128
2023-06-23,539.3897825184827
2023-06-26,540.7334104854433
2023-06-27,539.0757046138891
2023-06-28,523.0228133440719
2023-06-29,521.2625229521808
2023-06-30,525.468506653085
2023-07-03,520.547590847868
2023-07-04,534.2771878150126
2023-07-05,546.4414370260902
2023-07-06,544.2982398951056
2023-07-07,552.3946487491799
2023-07-10,561.4710987317346
2023-07-11,554.948948602216
2023-07-12,566.3208265582765
2023-07-13,563.9375632685305
2023-07-14,561.2222795411021
2023-07-17,568.0146646378386
2023-07-18,562.5837203598322
2023-07-19,559.2612548700532
2023-07-20,567.1541721355795
2023-07-21,561.0202977400781
2023-07-24,558.9707492098577
2023-07-25,559.7417390066805
2023-07-26,554.9728113631757
2023-07-27,550.2614877750873
2023-07-28,553.3020423676262
2023-07-31,539.0724740015143
2023-08-01,540.5216650513717
2023-08-02,537.5297984281308
