Date,CCI
2020-05-13,585.9918471865792
2020-05-14,612.1414136602324
2020-05-15,641.2470866343427
2020-05-18,644.2451670684221
2020-05-19,616.4230699330354
2020-05-20,631.0829589852858
2020-05-21,611.0849273154473
2020-05-22,611.2004651971833
2020-05-25,617.826298910644
2020-05-26,609.5493186138825
2020-05-27,622.2069755152268
2020-05-28,620.6204828734881
2020-05-29,616.8434535342235
2020-06-01,607.3529606901375
2020-06-02,610.7979000016662
2020-06-03,614.3090612283785
2020-06-04,592.9751924725184
2020-06-05,608.5974746346526
2020-06-08,606.1924235748942
2020-06-09,633.6512931828336
2020-06-10,648.8235276133344
2020-06-11,633.1089136817818
2020-06-12,603.2677339803239
2020-06-15,606.8431195109514
2020-06-16,613.0065819625548
2020-06-17,614.5115355780456
2020-06-18,621.2498406458703
2020-06-19,607.9083169131296
2020-06-22,601.4374258200659
2020-06-23,582.1170923175943
2020-06-24,574.2068285799564
2020-06-25,562.5942464518732
2020-06-26,583.821052650925
2020-06-29,577.900179101242
2020-06-30,572.0080325561141
2020-07-01,562.8924024004257
2020-07-02,546.5753039585262
2020-07-03,558.3205870636997
2020-07-06,583.9020664009636
2020-07-07,611.2536787110557
2020-07-08,631.3193083316909
2020-07-09,622.6196557972133
2020-07-10,620.6209178926213
2020-07-13,613.3161375550233
2020-07-14,615.9179992792924
2020-07-15,601.3028291625683
2020-07-16,638.6622124298253
2020-07-17,673.4667022384436
2020-07-20,669.920258736063
2020-07-21,684.8626830590902
2020-07-22,661.2590562107362
2020-07-23,677.9944875792204
2020-07-24,712.6708611371766
2020-07-27,747.5699264675632
2020-07-28,749.9894994128973
2020-07-29,775.4901944436696
2020-07-30,790.3171810343225
2020-07-31,802.8511625322277
2020-08-03,838.1687003199452
2020-08-04,846.7978979742004
2020-08-05,844.8332064380986
2020-08-06,834.8148008153032
2020-08-07,861.5573506479627
2020-08-10,867.3966990877233
2020-08-11,853.2917362024906
2020-08-12,836.9624335193753
2020-08-13,805.5870856199253
2020-08-14,799.7503416962788
2020-08-17,794.0620855429902
2020-08-18,797.422261570409
2020-08-19,813.9904120930245
2020-08-20,859.0469272552954
2020-08-21,881.971915358849
2020-08-24,845.8900488889288
2020-08-25,806.2615569138546
2020-08-26,809.275174027834
2020-08-27,824.4610123503413
2020-08-28,771.780538893776
2020-08-31,745.7234041682269
2020-09-01,732.0053409651744
2020-09-02,716.6647247065026
2020-09-03,708.0955218758597
2020-09-04,740.5745663928647
2020-09-07,739.5871247717931
2020-09-08,754.2921772963831
2020-09-09,801.6831692603179
2020-09-10,822.6466792282641
2020-09-11,838.3747071009682
2020-09-14,838.4649012009704
2020-09-15,797.8341875254852
2020-09-16,763.3065271463729
2020-09-17,783.581848417571
2020-09-18,809.6100390467153
2020-09-21,830.5235904365212
2020-09-22,861.658776037398
2020-09-23,847.8997099114875
2020-09-24,853.4515521247928
2020-09-25,841.0499673898328
2020-09-28,826.4291602598312
2020-09-29,819.8094161587142
2020-09-30,863.9477607605515
2020-10-01,843.9887742992165
2020-10-02,871.2012438819627
2020-10-05,830.6079144740931
2020-10-06,829.8562761378361
2020-10-07,828.4437400824345
2020-10-08,810.9216003329096
2020-10-09,817.8713129478641
2020-10-12,785.7620323689655
2020-10-13,778.5701662805002
2020-10-14,749.018490362649
2020-10-15,752.0681941814087
2020-10-16,776.4807663771519
2020-10-19,771.3538816441916
2020-10-20,758.6847197195679
2020-10-21,713.7862725866092
2020-10-22,732.2182146407737
2020-10-23,781.782988996221
2020-10-26,785.6812107731193
2020-10-27,775.6804752689445
2020-10-28,769.1657462137434
2020-10-29,754.8323882867169
2020-10-30,772.0084571069146
2020-11-02,771.969001339413
2020-11-03,734.7954552832748
2020-11-04,768.8988937471802
2020-11-05,784.2824382599323
2020-11-06,779.0751146618743
2020-11-09,780.8437147544537
2020-11-10,768.5706992591058
2020-11-11,747.4355487565505
2020-11-12,742.1447955259343
2020-11-13,714.4642901167197
2020-11-16,710.4407751190878
2020-11-17,741.851991918589
2020-11-18,743.4340738688317
2020-11-19,739.4788189083712
2020-11-20,721.9218749292289
2020-11-23,713.6584088156422
2020-11-24,761.2321314952362
2020-11-25,757.8145371588726
2020-11-26,759.8330635666529
2020-11-27,735.2812822848375
2020-11-30,773.9830213917012
2020-12-01,768.1616059497525
2020-12-02,754.0310869078671
2020-12-03,773.1383568379043
2020-12-04,778.2059708524729
2020-12-07,798.5244144303915
2020-12-08,813.5818912410135
2020-12-09,794.6410079007358
2020-12-10,828.8477927382543
2020-12-11,835.4072947062723
2020-12-14,852.3709767554379
2020-12-15,852.5626405594405
2020-12-16,858.470086688512
2020-12-17,860.6336333999926
2020-12-18,868.6365004715462
2020-12-21,861.9292514194606
2020-12-22,817.8651973929885
2020-12-23,844.1017624496767
2020-12-24,837.794521651733
2020-12-25,827.8309542324321
2020-12-28,810.7235258782591
2020-12-29,872.5872416514835
2020-12-30,898.0410977317925
2020-12-31,906.9073322463389
2021-01-01,920.0604147749294
2021-01-04,927.6792805428253
2021-01-05,922.9478730641127
2021-01-06,980.1367190813605
2021-01-07,1025.305869131022
2021-01-08,1029.756418775734
2021-01-11,1074.3903677567055
2021-01-12,1037.0041922612543
2021-01-13,1041.5773166896379
2021-01-14,1036.870355439952
2021-01-15,1007.4801765278211
2021-01-18,1009.67355425572
2021-01-19,1022.0271877955144
2021-01-20,1018.0271007465149
2021-01-21,996.8115044433438
2021-01-22,980.2466902083532
2021-01-25,972.1389565922019
2021-01-26,935.0767254454532
2021-01-27,926.2115525223668
2021-01-28,1008.5125829494649
2021-01-29,1010.4134388570993
2021-02-01,1019.69496830011
2021-02-02,1081.096614315032
2021-02-03,1116.0429011360511
2021-02-04,1089.8819989526182
2021-02-05,1100.9918260995885
2021-02-08,1143.3757142640288
2021-02-09,1093.9337975160176
2021-02-10,1113.7748943160284
2021-02-11,1087.1225159425994
2021-02-12,1049.0101596864276
2021-02-15,1044.9937917588898
2021-02-16,1106.6574591645578
2021-02-17,1099.6025487733582
2021-02-18,1124.1435098844431
2021-02-19,1090.35871214267
2021-02-22,1148.2327397183935
2021-02-23,1117.2957886578938
2021-02-24,1197.820351322012
2021-02-25,1184.3658392209204
2021-02-26,1191.5452767148909
2021-03-01,1177.1176477123909
2021-03-02,1155.0690075588473
2021-03-03,1223.3393391649424
2021-03-04,1250.9270656858394
2021-03-05,1245.013955989263
2021-03-08,1253.9564743138521
2021-03-09,1201.0124263167868
2021-03-10,1213.6754452434232
2021-03-11,1158.7699312502607
2021-03-12,1162.742946019267
2021-03-15,1146.2877856636107
2021-03-16,1151.4601706302253
2021-03-17,1150.6093113250993
2021-03-18,1096.5060012578529
2021-03-19,1097.6923131889434
2021-03-22,1139.6244980382062
2021-03-23,1072.5007564900193
2021-03-24,1135.0110054192007
2021-03-25,1164.0217784494073
2021-03-26,1163.6404909156572
2021-03-29,1155.8961740944167
2021-03-30,1159.3295149478433
2021-03-31,1107.4954350322685
2021-04-01,1074.745910937455
2021-04-02,1128.222416318544
2021-04-05,1145.01475267565
2021-04-06,1141.7886938255285
2021-04-07,1116.4736791350833
2021-04-08,1172.5040304315876
2021-04-09,1200.0618049713635
2021-04-12,1206.2401664388603
2021-04-13,1202.325959265587
2021-04-14,1178.9166440496783
2021-04-15,1120.4814772592274
2021-04-16,1140.6117285671626
2021-04-19,1127.7641105601128
2021-04-20,1123.6390260015908
2021-04-21,1134.2816615456968
2021-04-22,1178.9991703626856
2021-04-23,1224.7388922418436
2021-04-26,1248.5114325699524
2021-04-27,1290.0337601660915
2021-04-28,1315.368925920294
2021-04-29,1284.7060374237058
2021-04-30,1330.300668843761
2021-05-03,1348.5573234801336
2021-05-04,1357.141706111777
2021-05-05,1392.141013815029
2021-05-06,1432.950782611026
2021-05-07,1456.9706198502804
2021-05-10,1460.3273418252802
2021-05-11,1477.0639350000424
2021-05-12,1402.223635460878
2021-05-13,1557.9176914354061
2021-05-14,1525.4378365618825
2021-05-17,1553.563506239135
2021-05-18,1601.132432945341
2021-05-19,1564.3574590194867
2021-05-20,1577.7675401364118
2021-05-21,1517.2176286116312
2021-05-24,1547.9646579041637
2021-05-25,1555.8775014544256
2021-05-26,1549.4088313262291
2021-05-27,1595.1876159137616
2021-05-28,1646.571100061426
2021-05-31,1664.2323689654424
2021-06-01,1741.2693237213705
2021-06-02,1660.8174608576755
2021-06-03,1641.8367590046673
2021-06-04,1643.249482137188
2021-06-07,1734.3952800247573
2021-06-08,1780.4597897424271
2021-06-09,1846.445521668706
2021-06-10,1916.0190754969522
2021-06-11,1915.4181131266998
2021-06-14,1970.676605988943
2021-06-15,1986.3977576367727
2021-06-16,1913.2057149434977
2021-06-17,1849.8250882594712
2021-06-18,1900.5140059183705
2021-06-21,1820.4989470535
2021-06-22,1924.2233556548422
2021-06-23,1893.1595584116824
2021-06-24,1924.9186789358862
2021-06-25,1895.998326373679
2021-06-28,1868.5973781838857
2021-06-29,1915.9881364629266
2021-06-30,2018.3862932415157
2021-07-01,2022.9528110552956
2021-07-02,2015.3438426106186
2021-07-05,2134.888879392344
2021-07-06,2191.524507292991
2021-07-07,2172.5821232991207
2021-07-08,2176.7370373701838
2021-07-09,2164.13910551763
2021-07-12,2079.9512768714526
2021-07-13,2072.219795035216
2021-07-14,2091.707843493434
2021-07-15,2101.5250954404814
2021-07-16,2046.1511992175167
2021-07-19,2009.235199970201
2021-07-20,2066.073905097359
2021-07-21,2036.2370142039492
2021-07-22,2087.914294984014
2021-07-23,2072.8611486848195
2021-07-26,2079.755684026918
2021-07-27,2206.824879808533
2021-07-28,2232.003943830887
2021-07-29,2178.404721025347
2021-07-30,2151.2837216129515
2021-08-02,2070.714672836498
2021-08-03,2194.041655770279
2021-08-04,2151.8989047214436
2021-08-05,2124.8448275533374
2021-08-06,2094.056913288115
2021-08-09,2077.116944194175
2021-08-10,2165.3012229303135
2021-08-11,2175.509555865237
2021-08-12,2153.6672027427257
2021-08-13,2205.0619982867033
2021-08-16,2167.058157628771
2021-08-17,2211.480168997905
2021-08-18,2059.2960403992183
2021-08-19,1955.9010239112847
2021-08-20,1915.1743326712951
2021-08-23,1984.2106920778442
2021-08-24,1932.3439863792273
2021-08-25,1963.0643389032389
2021-08-26,1988.1321767023903
2021-08-27,1933.407356646626
2021-08-30,1828.5954930206897
2021-08-31,1738.8521759766984
2021-09-01,1706.2007054798228
2021-09-02,1673.340640215119
2021-09-03,1702.3232295672965
2021-09-06,1672.2480373442675
2021-09-07,1660.0188981886693
2021-09-08,1639.9606329036562
2021-09-09,1653.3881252665558
2021-09-10,1666.1688977817319
2021-09-13,1608.6846051821697
2021-09-14,1522.4926561119496
2021-09-15,1549.6533654425925
2021-09-16,1553.918292955959
2021-09-17,1609.7720256247865
2021-09-20,1641.3001736868691
2021-09-21,1729.191351670288
2021-09-22,1805.114041618885
2021-09-23,1797.9621099720152
2021-09-24,1841.7153080821015
2021-09-27,1777.0760371511863
2021-09-28,1751.342848868731
2021-09-29,1749.5782407782153
2021-09-30,1797.7881428325877
2021-10-01,1793.1392052497263
2021-10-04,1783.8722598398604
2021-10-05,1699.649304013479
2021-10-06,1619.1726562603283
2021-10-07,1684.4845012792284
2021-10-08,1617.506141171684
2021-10-11,1685.4718985458458
2021-10-12,1677.7069219427826
2021-10-13,1591.359976458489
2021-10-14,1589.3313492607124
2021-10-15,1533.7140723834725
2021-10-18,1572.4185221830626
2021-10-19,1536.7076060451548
2021-10-20,1563.417331816947
2021-10-21,1590.8684961613576
2021-10-22,1567.8906941613304
2021-10-25,1551.3297677236337
2021-10-26,1522.3532299095002
2021-10-27,1483.3728284364738
2021-10-28,1532.7053674286765
2021-10-29,1559.311905483066
2021-11-01,1585.338593709467
2021-11-02,1570.0749737324045
2021-11-03,1546.1748553557686
2021-11-04,1519.1463933915543
2021-11-05,1495.6456923800715
2021-11-08,1504.6432032176363
2021-11-09,1499.5804505816122
2021-11-10,1408.3736456006986
2021-11-11,1489.6824782750728
2021-11-12,1414.6169859824513
2021-11-15,1413.2968707709103
2021-11-16,1467.2856544560393
2021-11-17,1450.9417507912794
2021-11-18,1402.2047853137244
2021-11-19,1430.521937781775
2021-11-22,1486.7947221866177
2021-11-23,1443.3159459311864
2021-11-24,1440.0306779322123
2021-11-25,1446.0397324349522
2021-11-26,1465.3423059472864
2021-11-29,1451.1241781091348
2021-11-30,1467.0685575149978
2021-12-01,1453.9071725428419
2021-12-02,1470.195821194905
2021-12-03,1496.3592932523663
2021-12-06,1544.9025256644065
2021-12-07,1534.7507976807292
2021-12-08,1573.3236294731046
2021-12-09,1616.746426988051
2021-12-10,1630.2113321647084
2021-12-13,1608.4916486966467
2021-12-14,1660.9047949454693
2021-12-15,1712.7681383446456
2021-12-16,1648.5396935090075
2021-12-17,1689.1663689318193
2021-12-20,1663.715670694079
2021-12-21,1642.7327689632168
2021-12-22,1679.3532512691947
2021-12-23,1748.4461892439037
2021-12-24,1764.3253477288833
2021-12-27,1718.2498242622862
2021-12-28,1644.963661961379
2021-12-29,1704.0044212414111
2021-12-30,1608.8041064294757
2021-12-31,1569.150013534143
2022-01-03,1632.8426111696942
2022-01-04,1612.4056334343627
2022-01-05,1678.7532934563499
2022-01-06,1685.6341526102656
2022-01-07,1705.39483953119
2022-01-10,1655.536297173411
2022-01-11,1688.7243439961446
2022-01-12,1712.8308342775729
2022-01-13,1700.4223909854309
2022-01-14,1677.9795766011541
2022-01-17,1729.722801873036
2022-01-18,1689.8296740279336
2022-01-19,1718.6284427005007
2022-01-20,1609.6889554719614
2022-01-21,1769.0806042717538
2022-01-24,1772.9070453241372
2022-01-25,1803.4253153612844
2022-01-26,1794.0801481419094
2022-01-27,1758.4326450156261
2022-01-28,1748.3254240923184
2022-01-31,1776.400894874135
2022-02-01,1754.35181058079
2022-02-02,1778.1668937990655
2022-02-03,1782.5150465210118
2022-02-04,1917.8720152065607
2022-02-07,1853.2182781574209
2022-02-08,1839.5626741360857
2022-02-09,1920.312272878209
2022-02-10,1949.7036086942312
2022-02-11,1891.211023783094
2022-02-14,1823.3537096403613
2022-02-15,1927.1350044951619
2022-02-16,2009.126224469461
2022-02-17,2089.082130637348
2022-02-18,2219.313847258199
2022-02-21,2251.501781725526
2022-02-22,2270.1116976615986
2022-02-23,2354.6614706469554
2022-02-24,2277.2402181828697
2022-02-25,2332.254964677416
2022-02-28,2247.3748022973973
2022-03-01,2259.8067252369656
2022-03-02,2255.930236954594
2022-03-03,2244.767489577233
2022-03-04,2286.7058339135224
2022-03-07,2362.590144750324
2022-03-08,2404.846005361549
2022-03-09,2489.270562145233
2022-03-10,2438.3561547569384
2022-03-11,2358.973130697206
2022-03-14,2355.9815052991817
2022-03-15,2321.824136779224
2022-03-16,2256.8166050631
2022-03-17,2290.4736992491803
2022-03-18,2360.807870028303
2022-03-21,2377.3950555036267
2022-03-22,2302.3129487007436
2022-03-23,2336.25136337994
2022-03-24,2410.638419816815
2022-03-25,2476.005592569903
2022-03-28,2549.0552846751334
2022-03-29,2718.4245284054773
2022-03-30,2575.9140152725495
2022-03-31,2454.380580582313
2022-04-01,2331.8264133785815
2022-04-04,2381.928868840581
2022-04-05,2333.1770450989234
2022-04-06,2352.7645438611607
2022-04-07,2301.3579036253636
2022-04-08,2303.7685664344144
2022-04-11,2266.9831116417117
2022-04-12,2339.760605107546
2022-04-13,2317.645346268878
2022-04-14,2259.435943372562
2022-04-15,2284.46143961882
2022-04-18,2335.8489870327608
2022-04-19,2473.5600590220147
2022-04-20,2458.1264570553735
2022-04-21,2470.2308173259644
2022-04-22,2416.301262068728
2022-04-25,2381.9080577247364
2022-04-26,2339.3531936189465
2022-04-27,2309.394674622635
2022-04-28,2173.5873323724927
2022-04-29,1996.1460195234679
2022-05-02,1981.2714558964824
2022-05-03,1930.8811286732912
2022-05-04,1902.0204965821763
2022-05-05,1891.1318696954318
2022-05-06,1916.6476151227882
2022-05-09,1852.9865970516482
2022-05-10,1864.851078112585
2022-05-11,1818.410751610072
2022-05-12,1783.0535110292153
2022-05-13,1776.0499761654564
2022-05-16,1798.2773772488786
2022-05-17,1800.042558300244
2022-05-18,1874.6736578774573
2022-05-19,1821.1116279068494
2022-05-20,1794.8198785926224
2022-05-23,1895.7936545474636
2022-05-24,1838.5277355309156
2022-05-25,1799.2027154785333
2022-05-26,1879.479204498943
2022-05-27,1826.9884076783053
2022-05-30,1830.6314165509787
2022-05-31,1894.774491780583
2022-06-01,1821.7395997173126
2022-06-02,1805.0171050948481
2022-06-03,1818.7098223870926
2022-06-06,1847.7221695087549
2022-06-07,1902.8212024106097
2022-06-08,1861.4583795003405
2022-06-09,1835.196240943276
2022-06-10,1857.374035397458
2022-06-13,1822.6102378516487
2022-06-14,1831.431416177778
2022-06-15,1781.9951623283223
2022-06-16,1796.7250046027186
2022-06-17,1847.9602638592319
2022-06-20,1901.3985662061648
2022-06-21,1925.178340957662
2022-06-22,1880.7418247334167
2022-06-23,1890.3917720441852
2022-06-24,1876.41378321657
2022-06-27,1843.7634471274293
2022-06-28,1821.743435787833
2022-06-29,1819.4427758403356
2022-06-30,1797.8425591551252
2022-07-01,1739.196223202429
2022-07-04,1763.220436664227
2022-07-05,1758.3233812132569
2022-07-06,1792.0686160440368
2022-07-07,1800.6075073533975
2022-07-08,1828.154796523651
2022-07-11,1847.2297749265063
2022-07-12,1842.1118927655343
2022-07-13,1846.3263592080334
2022-07-14,1877.754202935096
2022-07-15,1907.1688517662544
2022-07-18,1878.852877021687
2022-07-19,1904.1298645176316
2022-07-20,1930.703605477398
2022-07-21,1938.8133438581472
2022-07-22,1913.921091482652
2022-07-25,1897.1586517298806
2022-07-26,1921.9787558179862
2022-07-27,1902.7298957060427
2022-07-28,1996.501885048773
2022-07-29,2094.705834520517
2022-08-01,2031.3417465514988
2022-08-02,2061.6515867599146
2022-08-03,2040.6837848295702
2022-08-04,2003.7778875192976
2022-08-05,1945.0079933156699
2022-08-08,1967.4741282182156
2022-08-09,2029.0658327411784
2022-08-10,2039.4208856824762
2022-08-11,2162.5777249781563
2022-08-12,2144.00666455471
2022-08-15,2104.9949881161597
2022-08-16,2220.659700298016
2022-08-17,2265.14207379776
2022-08-18,2312.1575531983203
2022-08-19,2323.9775189868565
2022-08-22,2221.5234512693455
2022-08-23,2293.4919110885035
2022-08-24,2383.293980937728
2022-08-25,2411.5459179425116
2022-08-26,2383.002618931515
2022-08-29,2319.1250701023437
2022-08-30,2326.1941281828085
2022-08-31,2277.7743678165302
2022-09-01,2313.728682458647
2022-09-02,2284.8537559116166
2022-09-05,2199.9725602617946
2022-09-06,2219.021825830124
2022-09-07,2295.811170471461
2022-09-08,2313.828693647931
2022-09-09,2263.1707403606674
2022-09-12,2252.3676647640177
2022-09-13,2289.9709374445197
2022-09-14,2255.8069609037952
2022-09-15,2215.77912868898
2022-09-16,2324.476490119137
2022-09-19,2430.894396348919
2022-09-20,2405.278343757673
2022-09-21,2366.2482890722977
2022-09-22,2326.869819855301
2022-09-23,2276.8330763809604
2022-09-26,2218.1500631471918
2022-09-27,2120.187396259993
2022-09-28,2090.295488283762
2022-09-29,2102.0652417644587
2022-09-30,2136.8705235837892
2022-10-03,2236.2359006139536
2022-10-04,2244.443428933441
2022-10-05,2184.4882575883275
2022-10-06,2161.706673753196
2022-10-07,2099.8307029596413
2022-10-10,2038.713661827397
2022-10-11,1997.837158745705
2022-10-12,2066.354477316131
2022-10-13,2077.028736241966
2022-10-14,2073.179252987053
2022-10-17,2020.1297456796547
2022-10-18,2009.6319119257412
2022-10-19,2035.5592838680298
2022-10-20,2041.6693635826548
2022-10-21,2027.169073899683
2022-10-24,2062.041485719975
2022-10-25,1953.5182815975347
2022-10-26,1936.3580923056281
2022-10-27,1817.102220335398
2022-10-28,1775.5868836272555
2022-10-31,1689.6801788618989
2022-11-01,1656.6309711372055
2022-11-02,1694.8735900124218
2022-11-03,1723.033503252275
2022-11-04,1720.1585643845751
2022-11-07,1759.551565400306
2022-11-08,1816.9419090559609
2022-11-09,1801.1620939937995
2022-11-10,1745.7710106030063
2022-11-11,1767.935169090492
2022-11-14,1757.729086291476
2022-11-15,1758.4854973745846
2022-11-16,1716.1574123599194
2022-11-17,1737.3131396658964
2022-11-18,1771.7591047712567
2022-11-21,1782.2459885013352
2022-11-22,1731.8654368564405
2022-11-23,1740.7045301137814
2022-11-24,1669.2312778063563
2022-11-25,1666.9377920603908
2022-11-28,1623.6208680211078
2022-11-29,1646.766181172914
2022-11-30,1606.8658593789646
2022-12-01,1592.8196932434555
2022-12-02,1643.8096259846532
2022-12-05,1651.754879902317
2022-12-06,1616.1902972429275
2022-12-07,1617.2541160419146
2022-12-08,1592.0621771786316
2022-12-09,1580.6763971747748
2022-12-12,1499.1529106489504
2022-12-13,1493.8932588077753
2022-12-14,1453.6623235106795
2022-12-15,1416.0182529431193
2022-12-16,1384.37828662806
2022-12-19,1381.351006336179
2022-12-20,1425.8090885504846
2022-12-21,1505.3970792861007
2022-12-22,1473.9020902519387
2022-12-23,1497.5009922576353
2022-12-26,1424.3949468677504
2022-12-27,1393.7586376661695
2022-12-28,1366.9336722471219
2022-12-29,1414.9448544340269
2022-12-30,1430.4058328836572
2023-01-02,1505.911865582781
2023-01-03,1479.0165225449418
2023-01-04,1509.0394788517917
2023-01-05,1542.9607933939255
2023-01-06,1546.385347548644
2023-01-09,1623.1632644717663
2023-01-10,1637.327596762813
2023-01-11,1614.177503072573
2023-01-12,1723.8479348431617
2023-01-13,1774.6198082394767
2023-01-16,1765.9356288714716
2023-01-17,1813.570296340313
2023-01-18,1789.5144095206329
2023-01-19,1811.3859896332947
2023-01-20,1854.3198147059788
2023-01-23,1920.7226163418095
2023-01-24,1906.7491222925871
2023-01-25,1996.9888918258282
2023-01-26,2035.574310394389
2023-01-27,2038.636792698114
2023-01-30,1971.7862574792152
2023-01-31,1986.5730112568674
2023-02-01,1968.8659869193536
2023-02-02,2044.3674980233304
2023-02-03,2082.78656256337
2023-02-06,1999.955484930994
2023-02-07,2039.0660129153016
2023-02-08,2099.822343633133
2023-02-09,2057.0827654650793
2023-02-10,2102.349582102066
2023-02-13,2232.6831618840406
2023-02-14,2245.4679969923827
2023-02-15,2276.5703764568916
2023-02-16,2383.406752657834
2023-02-17,2464.637826898783
2023-02-20,2507.5661245513484
2023-02-21,2539.8026785638353
2023-02-22,2588.5289002569666
2023-02-23,2478.2562440684824
2023-02-24,2518.0201144378293
2023-02-27,2457.147096041392
2023-02-28,2324.917127981849
2023-03-01,2306.3319225578957
2023-03-02,2323.8697589334697
2023-03-03,2275.844654543976
2023-03-06,2278.6684071479067
2023-03-07,2271.667675762165
2023-03-08,2231.039779512064
2023-03-09,2250.4155863572746
2023-03-10,2299.4459265021546
2023-03-13,2232.844196903488
2023-03-14,2345.336170933727
2023-03-15,2312.068308094798
2023-03-16,2370.0400352333263
2023-03-17,2418.2818123591283
2023-03-20,2474.3622510803684
2023-03-21,2517.1866514544204
2023-03-22,2441.9835949847225
2023-03-23,2404.387522440144
2023-03-24,2433.5403831026088
2023-03-27,2533.466294339096
2023-03-28,2563.158410834671
2023-03-29,2589.4451046309136
2023-03-30,2508.414215863434
2023-03-31,2456.20561741662
2023-04-03,2413.2600199940616
2023-04-04,2410.7050865163906
2023-04-05,2370.526347069342
2023-04-06,2284.1382218993554
2023-04-07,2203.1615662797017
2023-04-10,2133.719512729696
2023-04-11,2206.4776640038444
2023-04-12,2158.4339610463476
2023-04-13,2201.721747201908
2023-04-14,2208.617274820058
2023-04-17,2283.1044666302178
2023-04-18,2319.0972330370705
2023-04-19,2398.6920733430507
2023-04-20,2441.423583289227
2023-04-21,2465.3886738812507
2023-04-24,2406.797532300024
2023-04-25,2414.873800446872
2023-04-26,2445.8719741318087
2023-04-27,2442.2830494607006
2023-04-28,2363.6513520235767
2023-05-01,2429.508109110854
2023-05-02,2402.924098684062
2023-05-03,2466.7508499707246
2023-05-04,2450.432330520409
2023-05-05,2401.746618341547
2023-05-08,2310.2085042891545
2023-05-09,2342.785245151679
2023-05-10,2405.9812979536787
2023-05-11,2310.7584815442483
2023-05-12,2268.7567782595597
2023-05-15,2330.9339490452253
2023-05-16,2371.0524586583733
2023-05-17,2297.7657325005875
2023-05-18,2299.6316883526156
2023-05-19,2241.925895818889
2023-05-22,2260.649785009025
2023-05-23,2396.2975595843595
2023-05-24,2378.3474660568468
2023-05-25,2323.7657662281913
2023-05-26,2278.8784778727018
2023-05-29,2221.2480476798473
2023-05-30,2264.221622439323
2023-05-31,2263.0171247974326
2023-06-01,2222.5391018190035
2023-06-02,2345.7599251642855
2023-06-05,2539.464566823388
2023-06-06,2606.0668518383814
2023-06-07,2640.58336689343
2023-06-08,2594.26658832117
2023-06-09,2558.361963779239
2023-06-12,2597.252121370613
2023-06-13,2576.2069999174014
2023-06-14,2576.8190995651066
2023-06-15,2490.6773148609427
2023-06-16,2538.42676436165
2023-06-19,2576.245478662426
