Date,MS
2021-03-11,168.2839602651927
2021-03-12,166.71814906364312
2021-03-15,165.83882714229895
2021-03-16,167.89338834836897
2021-03-17,169.1238125118763
2021-03-18,157.67418687865944
2021-03-19,159.35274998700964
2021-03-22,155.51241944391208
2021-03-23,153.61301228036208
2021-03-24,153.6727009921026
2021-03-25,155.70080886035373
2021-03-26,152.81910342523705
2021-03-29,156.5012841730312
2021-03-30,165.9978246536461
2021-03-31,160.15622056545533
2021-04-01,164.69416158211087
2021-04-02,169.41100908686073
2021-04-05,165.05569742583077
2021-04-06,161.78643058615452
2021-04-07,158.2411108605776
2021-04-08,156.46712172730662
2021-04-09,156.41026146775832
2021-04-12,153.94333390542474
2021-04-13,155.048722114901
2021-04-14,152.3085310415448
2021-04-15,148.0687743092658
2021-04-16,155.15121925703264
2021-04-19,151.9301581641496
2021-04-20,160.5927076591863
2021-04-21,158.55862411721756
2021-04-22,159.48716066317184
2021-04-23,155.2610691548813
2021-04-26,153.60270833820653
2021-04-27,149.61544659578507
2021-04-28,145.47565272600912
2021-04-29,149.52798010964895
2021-04-30,146.5782390345225
2021-05-03,153.79697316954912
2021-05-04,152.13070763608235
2021-05-05,162.08135049156382
2021-05-06,157.07607933333523
2021-05-07,150.8988675440052
2021-05-10,152.5485461875691
2021-05-11,155.78506024818637
2021-05-12,158.25542357971355
2021-05-13,163.11814256405086
2021-05-14,164.01554907539273
2021-05-17,160.36630134639066
2021-05-18,160.4369543437316
2021-05-19,162.20657090011753
2021-05-20,161.1951771624853
2021-05-21,159.28003790865068
2021-05-24,160.27282180873866
2021-05-25,164.09245478899197
2021-05-26,161.7051767509558
2021-05-27,154.6837124530106
2021-05-28,151.67900414833522
2021-05-31,151.7731230089171
2021-06-01,156.80776480993728
2021-06-02,163.48263230275185
2021-06-03,167.75312693600216
2021-06-04,166.16613750415698
2021-06-07,169.12014239473595
2021-06-08,167.24644523534346
2021-06-09,165.80517710693206
2021-06-10,163.73256772667054
2021-06-11,150.34656853305742
2021-06-14,160.72034627694504
2021-06-15,165.88336506434476
2021-06-16,164.10277271706173
2021-06-17,157.01503921796197
2021-06-18,145.79874561739746
2021-06-21,141.4267103079271
2021-06-22,137.3629659263203
2021-06-23,141.09513640519572
2021-06-24,139.03222975783413
2021-06-25,141.4818703209932
2021-06-28,138.56809940655143
2021-06-29,136.76563948528292
2021-06-30,137.62435086425725
2021-07-01,139.1538318156405
2021-07-02,139.2610709673943
2021-07-05,140.51310928784122
2021-07-06,143.96543196280666
2021-07-07,140.78791635622386
2021-07-08,137.61997099609138
2021-07-09,139.79610445620864
2021-07-12,140.37588940882816
2021-07-13,142.31073001380204
2021-07-14,142.6959682214484
2021-07-15,132.37298506960758
2021-07-16,136.12771899199396
2021-07-19,127.94924831226218
2021-07-20,129.5219703431448
2021-07-21,126.96771079821342
2021-07-22,128.60304627912058
2021-07-23,125.43708487390019
2021-07-26,118.1785461692835
2021-07-27,108.20317231321843
2021-07-28,113.66211817398452
2021-07-29,116.59318505038097
2021-07-30,117.72898424625276
2021-08-02,122.33271838106239
2021-08-03,128.13684108265744
2021-08-04,135.6457700834917
2021-08-05,131.03468717238871
2021-08-06,133.13460361848047
2021-08-09,140.69144290723213
2021-08-10,137.1546634126386
2021-08-11,135.87064499789747
2021-08-12,137.3212665976097
2021-08-13,137.7841104546492
2021-08-16,133.7370678315476
2021-08-17,150.01307434543824
2021-08-18,157.06003052091367
2021-08-19,155.88675038534748
2021-08-20,149.09735915833713
2021-08-23,156.9013515067773
2021-08-24,156.20002784601266
2021-08-25,152.32634557689877
2021-08-26,150.8727681149484
2021-08-27,149.12058740509354
2021-08-30,152.960310344864
2021-08-31,157.95950178792393
2021-09-01,168.8728833456045
2021-09-02,179.87225699136607
2021-09-03,176.33841782435155
2021-09-06,189.68540838100816
2021-09-07,185.7906957232144
2021-09-08,186.67195137983666
2021-09-09,182.87714463526817
2021-09-10,178.52944757729978
2021-09-13,169.47254170733905
2021-09-14,169.75892454209873
2021-09-15,169.8826890141877
2021-09-16,171.1398496474531
2021-09-17,177.374855375827
2021-09-20,182.30539328363614
2021-09-21,177.41858721155063
2021-09-22,175.10938259889036
2021-09-23,175.5432336566877
2021-09-24,174.58118708935208
2021-09-27,169.55932955228587
2021-09-28,161.43586209600142
2021-09-29,162.90490037854886
2021-09-30,168.31170162631554
2021-10-01,163.15633638502055
2021-10-04,155.645086926331
2021-10-05,152.66637771598556
2021-10-06,154.21237242988602
2021-10-07,148.04380925660212
2021-10-08,161.68432111611213
2021-10-11,162.22909213590924
2021-10-12,159.1214028145093
2021-10-13,154.80657089414683
2021-10-14,155.72743714519132
2021-10-15,152.57290306306527
2021-10-18,145.35137549427725
2021-10-19,149.65890773500905
2021-10-20,154.3953917150203
2021-10-21,147.68361251270215
2021-10-22,146.61965299332132
2021-10-25,147.08460522728348
2021-10-26,151.94667703941747
2021-10-27,159.75498197277997
2021-10-28,162.63488054966885
2021-10-29,166.1178965568468
2021-11-01,170.3876739809447
2021-11-02,168.5857834223234
2021-11-03,179.98157367937017
2021-11-04,181.88974810431927
2021-11-05,183.10597537200567
2021-11-08,196.17936278393114
2021-11-09,195.25660902031794
2021-11-10,180.27745718498116
2021-11-11,187.1581872885837
2021-11-12,189.89874442189154
2021-11-15,186.84972004801315
2021-11-16,172.19371107378169
2021-11-17,168.96659898072718
2021-11-18,166.0998035953003
2021-11-19,165.00962137631518
2021-11-22,166.9390992204471
2021-11-23,169.03251495360652
2021-11-24,175.2089007255291
2021-11-25,176.72492098413716
2021-11-26,171.04988482916977
2021-11-29,177.0915463140619
2021-11-30,178.40380992938327
2021-12-01,181.20158552240957
2021-12-02,178.75652082553165
2021-12-03,179.9982111515054
2021-12-06,180.3202359413198
2021-12-07,178.35059108214463
2021-12-08,175.70223113792142
2021-12-09,180.4828932917374
2021-12-10,183.63395378998578
2021-12-13,177.4966956607969
2021-12-14,180.78224707456187
2021-12-15,172.7164331859889
2021-12-16,173.76631715976626
2021-12-17,176.75332378890866
2021-12-20,173.41333032534646
2021-12-21,168.4851073079171
2021-12-22,172.91867309784126
2021-12-23,167.37804771509315
2021-12-24,157.3785988454771
2021-12-27,162.27642985499972
2021-12-28,168.6909382763135
2021-12-29,169.95868511670764
2021-12-30,161.53898236879908
2021-12-31,166.50967925083296
2022-01-03,159.6248935477275
2022-01-04,162.45277783318255
2022-01-05,174.7080699811582
2022-01-06,175.31439623773144
2022-01-07,175.38082235351007
2022-01-10,171.28588727334454
2022-01-11,168.78724166171352
2022-01-12,175.42775328829214
2022-01-13,170.29182083971645
2022-01-14,165.8852294449935
2022-01-17,168.24335116095347
2022-01-18,169.8124444687787
2022-01-19,175.31079794562402
2022-01-20,172.1014592590901
2022-01-21,172.09808212547415
2022-01-24,162.8381405515778
2022-01-25,163.5607148339081
2022-01-26,169.47885213269535
2022-01-27,170.94142139939785
2022-01-28,169.80928861720346
2022-01-31,170.86552446056967
2022-02-01,168.0485115129153
2022-02-02,168.560231996688
2022-02-03,169.15553705763244
2022-02-04,162.15205392537402
2022-02-07,162.44939783220974
2022-02-08,172.1958781569919
2022-02-09,173.9913475594663
2022-02-10,167.93327335203327
2022-02-11,162.94737147206774
2022-02-14,168.62184176179275
2022-02-15,167.97016002837105
2022-02-16,167.44506896036626
2022-02-17,175.6150559656391
2022-02-18,167.6124372099446
2022-02-21,163.53200920823107
2022-02-22,166.0958173844474
2022-02-23,161.50410195433182
2022-02-24,164.4860855132812
2022-02-25,159.54967553100408
2022-02-28,151.1518951190742
2022-03-01,145.78193416315258
2022-03-02,146.25714771568965
2022-03-03,143.92892902144283
2022-03-04,145.29135402457837
2022-03-07,147.4564999656438
2022-03-08,142.29114930997616
2022-03-09,134.5205319359779
2022-03-10,140.25442781890283
2022-03-11,140.18356312734312
2022-03-14,137.7651551159784
2022-03-15,139.69107740312393
2022-03-16,144.15812024985436
2022-03-17,142.37845441121866
2022-03-18,141.4281700250821
2022-03-21,131.87716896897658
2022-03-22,131.17069697857627
2022-03-23,128.9002832246169
2022-03-24,129.30655829269642
2022-03-25,124.10730639841205
2022-03-28,113.89865512554492
2022-03-29,110.57653999196245
2022-03-30,110.8159788043194
2022-03-31,112.70491729795386
2022-04-01,108.25044991476314
2022-04-04,109.52071175142784
2022-04-05,117.5614178433538
2022-04-06,117.8898226532
2022-04-07,118.49610626290345
2022-04-08,117.99895072664955
2022-04-11,118.13849005338845
2022-04-12,118.30803116534778
2022-04-13,122.19808311914984
2022-04-14,124.67763421623562
2022-04-15,126.1500506748225
2022-04-18,117.29454695969503
2022-04-19,117.9587593023409
2022-04-20,119.3583409205051
2022-04-21,116.67500635855458
2022-04-22,114.04590725986326
2022-04-25,115.1796602639709
2022-04-26,119.4347790030741
2022-04-27,125.80350261491488
2022-04-28,129.9123132727158
2022-04-29,137.9441736548468
2022-05-02,138.7838953702516
2022-05-03,134.13804837558706
2022-05-04,129.39194062318023
2022-05-05,133.40298082327132
2022-05-06,141.10255237329451
2022-05-09,142.36064167315135
2022-05-10,140.6800461871536
2022-05-11,142.92338214335447
2022-05-12,143.12904552056736
2022-05-13,146.4552786631449
2022-05-16,149.48018546863278
2022-05-17,154.25529786578304
2022-05-18,152.20150616991853
2022-05-19,158.0953674634604
2022-05-20,162.18211299890106
2022-05-23,165.04366907216115
2022-05-24,164.8949278934747
2022-05-25,165.59536055385382
2022-05-26,153.2308131427293
2022-05-27,153.2063116301458
2022-05-30,148.77160685677674
2022-05-31,143.04776314051892
2022-06-01,147.6930085184218
2022-06-02,146.32425746873628
2022-06-03,148.5769227281319
2022-06-06,148.46377605096723
2022-06-07,144.85879715564693
2022-06-08,146.22067198742292
2022-06-09,141.26962339639857
2022-06-10,149.44129333652606
2022-06-13,147.2275673907302
2022-06-14,155.41294339754273
2022-06-15,153.66351766850437
2022-06-16,163.85406094502798
2022-06-17,159.04874094999846
2022-06-20,169.0264159791073
2022-06-21,164.6042300676714
2022-06-22,156.84537265414698
2022-06-23,156.69621752415716
2022-06-24,158.27028651314464
2022-06-27,154.0940294798229
2022-06-28,158.39671071579912
2022-06-29,160.85674233648837
2022-06-30,159.79284245982072
2022-07-01,162.88787088953066
2022-07-04,156.57943102267055
2022-07-05,161.30787237492345
2022-07-06,158.0538104198765
2022-07-07,158.24470183190894
2022-07-08,164.03866423202575
2022-07-11,164.76074592718825
2022-07-12,158.0843229678096
2022-07-13,159.98458889459488
2022-07-14,161.3570182556117
2022-07-15,162.2489999504664
2022-07-18,167.65369668045804
2022-07-19,163.77061626569682
2022-07-20,170.2577258477732
2022-07-21,169.76495071216422
2022-07-22,161.8682288305584
2022-07-25,162.49086893408858
2022-07-26,163.11139281925284
2022-07-27,157.95500934623502
2022-07-28,159.55040985072887
2022-07-29,164.8134392489311
2022-08-01,160.08881049389245
2022-08-02,168.87263846860608
2022-08-03,171.03318648734756
2022-08-04,169.2024785428308
2022-08-05,166.35180040267403
2022-08-08,160.2853298384474
2022-08-09,156.7014270371672
2022-08-10,165.8342716077646
2022-08-11,163.14347273137082
2022-08-12,162.31932267539585
2022-08-15,162.72659890788745
2022-08-16,156.25848271362796
2022-08-17,156.38591464616695
2022-08-18,160.30282408379736
2022-08-19,160.40889663173783
2022-08-22,160.88660757439075
2022-08-23,160.70664280320796
2022-08-24,159.0473118843051
2022-08-25,163.68465933022338
2022-08-26,158.07806182331527
2022-08-29,149.5547422864057
2022-08-30,158.04130067718773
2022-08-31,154.2550280194226
2022-09-01,155.60776276575243
2022-09-02,157.4627455127108
2022-09-05,159.7641252199569
2022-09-06,163.17925715417192
2022-09-07,169.56536256673385
2022-09-08,158.9040881284665
2022-09-09,159.3810140986499
2022-09-12,160.59831256540824
2022-09-13,167.39210213095436
2022-09-14,166.70644206037142
2022-09-15,161.25245351418172
2022-09-16,166.11130501278325
2022-09-19,166.31371672840038
2022-09-20,173.5290427236222
2022-09-21,163.54557475421583
2022-09-22,163.12677237001756
2022-09-23,161.512733737988
2022-09-26,165.8501256222603
2022-09-27,171.61513460671486
2022-09-28,172.42001437996288
2022-09-29,176.76606720563717
2022-09-30,174.8818537677294
2022-10-03,172.1916294050228
2022-10-04,172.34392735583833
2022-10-05,175.8074140300319
2022-10-06,173.1098124777219
2022-10-07,169.3377781651565
2022-10-10,166.9688238095882
2022-10-11,167.68201988264227
2022-10-12,170.9057741844672
2022-10-13,174.18107691992398
2022-10-14,177.48577135878162
2022-10-17,178.49300536637577
2022-10-18,178.0811005798533
2022-10-19,165.49376047827832
2022-10-20,166.9967375107488
2022-10-21,176.18024292482497
2022-10-24,170.22144106354745
2022-10-25,169.51421711516153
2022-10-26,162.91590355563753
2022-10-27,159.7464408395867
2022-10-28,171.93824060272058
2022-10-31,171.00734631270853
2022-11-01,174.11072151884895
2022-11-02,174.7442461062221
2022-11-03,178.61615223053207
2022-11-04,179.9406280253613
2022-11-07,174.57222355727177
2022-11-08,180.85305632496585
2022-11-09,187.297814135841
2022-11-10,182.70235160599518
2022-11-11,187.3192981555352
2022-11-14,190.40514245056923
2022-11-15,198.788818088418
2022-11-16,199.21659396011339
2022-11-17,196.7121113755568
2022-11-18,190.5217960803027
2022-11-21,194.90336698159504
2022-11-22,198.98054868815257
2022-11-23,189.39328974912257
2022-11-24,188.17367309409633
2022-11-25,190.6707601200271
2022-11-28,190.60990910715222
2022-11-29,184.84030462308942
2022-11-30,179.47110371420058
2022-12-01,182.3670422136488
2022-12-02,174.6768173140616
2022-12-05,179.30757926295195
2022-12-06,175.5134213790313
2022-12-07,172.64380399260656
2022-12-08,171.97766907625626
2022-12-09,185.0727474459466
2022-12-12,183.11232313909414
2022-12-13,193.07315218495955
2022-12-14,182.03660852447442
2022-12-15,184.70911316082496
2022-12-16,180.97843047071603
2022-12-19,182.385192781498
2022-12-20,186.38918203778434
2022-12-21,183.2781871435464
2022-12-22,178.90322097381087
2022-12-23,174.87977979790315
2022-12-26,172.8749590800549
2022-12-27,166.28428573149884
2022-12-28,171.2187632554527
2022-12-29,171.4683877134304
2022-12-30,168.49860091301292
2023-01-02,169.76229314411867
2023-01-03,163.2877244279725
2023-01-04,159.9814394008849
2023-01-05,161.45264025049994
2023-01-06,167.40466766828396
2023-01-09,175.85107679302988
2023-01-10,175.94790649839183
2023-01-11,174.42397374671373
2023-01-12,176.02434578239848
2023-01-13,178.80674849206008
2023-01-16,182.1744088699845
2023-01-17,187.1700163384521
2023-01-18,179.95867765028714
2023-01-19,170.5786517763143
2023-01-20,175.9250845197802
2023-01-23,180.58370525873897
2023-01-24,179.619688560828
2023-01-25,175.73218698202157
2023-01-26,171.3819339687483
2023-01-27,178.60889027339036
2023-01-30,182.2197599484696
2023-01-31,180.87889657852037
2023-02-01,176.73101680436326
2023-02-02,173.6776229352178
2023-02-03,170.6165408839153
2023-02-06,170.88472731858104
2023-02-07,168.06188094186297
2023-02-08,164.3970057586615
2023-02-09,166.75566195869155
2023-02-10,166.32759959171005
2023-02-13,163.75112460213097
2023-02-14,173.8979759379846
2023-02-15,183.9057088777758
2023-02-16,175.2014990506142
2023-02-17,176.31025371063723
2023-02-20,172.16410252075283
2023-02-21,177.81428063504129
2023-02-22,179.22469963267358
2023-02-23,177.9555390031916
2023-02-24,171.75473599674453
2023-02-27,173.18611085184202
2023-02-28,171.21862854924524
2023-03-01,179.6029022822922
2023-03-02,181.7641285534085
2023-03-03,181.3751485437305
2023-03-06,185.93036477792856
2023-03-07,182.0792885473414
2023-03-08,184.95868620917926
2023-03-09,186.72152509183206
2023-03-10,188.11064768436805
2023-03-13,182.2685733815419
2023-03-14,187.47378377732394
2023-03-15,193.71246252475663
2023-03-16,193.81074834768782
2023-03-17,199.594120465646
2023-03-20,195.3981722157065
2023-03-21,203.0951813939409
2023-03-22,205.0648005478951
2023-03-23,203.20870325179587
2023-03-24,204.57826631079945
2023-03-27,197.5201480471771
2023-03-28,207.98935209634894
2023-03-29,211.53698286399242
2023-03-30,220.07237587604905
2023-03-31,219.44224691981444
2023-04-03,219.58744069237676
2023-04-04,220.52960909900608
2023-04-05,228.3341723353203
2023-04-06,235.9353332908334
2023-04-07,229.32474440250945
2023-04-10,226.71014650087264
2023-04-11,222.03013109341373
2023-04-12,213.33073375507897
2023-04-13,216.2462608136782
2023-04-14,224.05337528264369
2023-04-17,219.104895865799
2023-04-18,221.25909644561804
2023-04-19,220.90757493248324
2023-04-20,213.36838421439884
2023-04-21,227.99397750682175
2023-04-24,222.9355341557624
2023-04-25,223.8994627916191
2023-04-26,232.73189219242687
2023-04-27,225.66380390730373
2023-04-28,227.9544487458409
2023-05-01,227.07391355725318
2023-05-02,229.09085859992922
2023-05-03,223.6410518770592
2023-05-04,226.9107188340455
2023-05-05,226.631081502926
2023-05-08,235.52256898247924
2023-05-09,249.50354751245214
2023-05-10,269.64508716587994
2023-05-11,272.9394849647555
2023-05-12,277.6355524650375
2023-05-15,284.26936829413523
2023-05-16,289.7763966002875
2023-05-17,286.9245592446991
2023-05-18,271.9295610389296
2023-05-19,264.80469766384596
2023-05-22,265.90365987825356
2023-05-23,277.25069498799263
2023-05-24,286.59886242806914
2023-05-25,279.4551363611169
2023-05-26,291.09796704154985
2023-05-29,288.23754857258564
2023-05-30,272.67368764116065
2023-05-31,265.67814665369883
2023-06-01,257.84950458675524
2023-06-02,255.62745016264844
2023-06-05,263.7960527523221
2023-06-06,267.02899320964116
2023-06-07,272.96552040460205
2023-06-08,264.89731937502074
2023-06-09,258.33904125689696
2023-06-12,244.31171664267674
2023-06-13,241.563609026475
2023-06-14,248.8434811831846
2023-06-15,245.4039592968249
2023-06-16,238.68336439134313
2023-06-19,243.27210121778336
2023-06-20,248.50160577637845
2023-06-21,245.50321208482023
2023-06-22,252.739823809781
2023-06-23,264.66923764392186
2023-06-26,269.6812766233954
2023-06-27,263.404940425396
2023-06-28,267.375178697469
2023-06-29,262.0667402209594
2023-06-30,259.18197344063617
2023-07-03,273.1043464152257
2023-07-04,277.4649564524968
2023-07-05,284.8197779357285
2023-07-06,286.20295626595043
2023-07-07,279.5992067515203
2023-07-10,280.06419163617744
2023-07-11,277.5541871992511
2023-07-12,275.604773921173
2023-07-13,273.5467149711849
2023-07-14,272.3125220351475
2023-07-17,275.6391921722833
2023-07-18,276.82937776780085
2023-07-19,271.91859670812204
2023-07-20,278.77709848804545
2023-07-21,289.4241372051145
2023-07-24,310.06057765331764
2023-07-25,301.8673734960295
2023-07-26,311.3532294626729
2023-07-27,300.9002457839223
2023-07-28,293.84968543916983
2023-07-31,292.59006214568086
