Date,PFE
2020-05-18,306.6553751815188
2020-05-19,305.38372472772966
2020-05-20,294.922606064893
2020-05-21,305.37055950787504
2020-05-22,306.5620463836184
2020-05-25,296.00798488307174
2020-05-26,292.1921920758236
2020-05-27,287.0399051901758
2020-05-28,292.1688509770506
2020-05-29,296.4077789742272
2020-06-01,290.59211797400746
2020-06-02,290.0048287354659
2020-06-03,292.00792943813934
2020-06-04,295.80474298637745
2020-06-05,296.9822022540983
2020-06-08,293.34501276524713
2020-06-09,295.54474976992384
2020-06-10,294.222590388105
2020-06-11,298.4618192526809
2020-06-12,295.21568163284223
2020-06-15,282.98189997752525
2020-06-16,294.32979291097513
2020-06-17,308.15548461976914
2020-06-18,306.5643299687571
2020-06-19,307.53413886427336
2020-06-22,304.4976313315129
2020-06-23,310.1205669957183
2020-06-24,305.48825275470676
2020-06-25,309.76814147942076
2020-06-26,312.0362768352065
2020-06-29,304.8600849437309
2020-06-30,299.7790819270101
2020-07-01,309.67505277388386
2020-07-02,297.81483285683765
2020-07-03,301.840837534085
2020-07-06,299.177712235543
2020-07-07,301.3006599322674
2020-07-08,311.30114499078235
2020-07-09,317.16959805447226
2020-07-10,322.6264358133334
2020-07-13,321.85359162124536
2020-07-14,328.1580502610892
2020-07-15,323.78411178504547
2020-07-16,316.1779465610377
2020-07-17,324.4964341036145
2020-07-20,322.66385851471784
2020-07-21,306.3088106773011
2020-07-22,306.3643492952116
2020-07-23,311.1287799445836
2020-07-24,294.5311337917536
2020-07-27,290.46383749329186
2020-07-28,297.36819978676414
2020-07-29,286.57203600781213
2020-07-30,283.0386131828406
2020-07-31,282.15321564325313
2020-08-03,281.61554591812455
2020-08-04,300.49863416294005
2020-08-05,317.6862107447917
2020-08-06,331.40061823422553
2020-08-07,342.05620840607315
2020-08-10,343.881543462046
2020-08-11,347.53928971221285
2020-08-12,342.90775717565793
2020-08-13,329.5081797331513
2020-08-14,331.7605226212451
2020-08-17,326.78955863113674
2020-08-18,325.0814694405173
2020-08-19,324.698759863338
2020-08-20,319.74560295644415
2020-08-21,324.5386871744417
2020-08-24,308.1515822946377
2020-08-25,323.8905032082157
2020-08-26,328.77901476008697
2020-08-27,330.87915616800797
2020-08-28,333.9788998919386
2020-08-31,338.82186209934906
2020-09-01,338.3474062048398
2020-09-02,362.9365033399786
2020-09-03,357.1911374104629
2020-09-04,361.5975604191906
2020-09-07,345.7189907090532
2020-09-08,349.92464121636533
2020-09-09,356.7055680624648
2020-09-10,364.9347152403933
2020-09-11,349.74268140404615
2020-09-14,325.78255913848403
2020-09-15,327.32313725146247
2020-09-16,326.18819147028773
2020-09-17,325.2260041698912
2020-09-18,320.6498361217663
2020-09-21,322.36698457445846
2020-09-22,316.66132584555976
2020-09-23,311.3373862232946
2020-09-24,310.0149817535308
2020-09-25,303.1580076226331
2020-09-28,301.70670600448267
2020-09-29,310.9387633673623
2020-09-30,325.7289050281632
2020-10-01,328.34062435601
2020-10-02,318.4702864982584
2020-10-05,333.2668805453618
2020-10-06,337.86859689028284
2020-10-07,324.36390771823716
2020-10-08,318.58019003986254
2020-10-09,305.45287605663435
2020-10-12,296.77265345618304
2020-10-13,281.2065128347802
2020-10-14,275.80097613558024
2020-10-15,292.3142163239933
2020-10-16,291.8815998223143
2020-10-19,284.47253078090426
2020-10-20,271.5931012855785
2020-10-21,269.40616207305
2020-10-22,267.24303504336496
2020-10-23,273.9269634137586
2020-10-26,275.2156671755503
2020-10-27,278.65896352712036
2020-10-28,277.1372741393088
2020-10-29,274.7097366236725
2020-10-30,272.2106435522681
2020-11-02,272.63294678115835
2020-11-03,261.3284351385365
2020-11-04,261.71771157439565
2020-11-05,261.1059525581402
2020-11-06,250.24901657031376
2020-11-09,262.00888549566577
2020-11-10,239.89591453858975
2020-11-11,239.39349718540836
2020-11-12,243.6933395038827
2020-11-13,240.42527501408128
2020-11-16,249.08097603735538
2020-11-17,250.26612853691773
2020-11-18,242.48395458426543
2020-11-19,249.73608242822752
2020-11-20,245.59005518580685
2020-11-23,258.8300065911783
2020-11-24,258.64621634138507
2020-11-25,263.08273276543497
2020-11-26,264.45927000056184
2020-11-27,255.84393409675968
2020-11-30,250.94008813893325
2020-12-01,254.88508392345545
2020-12-02,250.888780320255
2020-12-03,251.7399846779675
2020-12-04,247.21134157897026
2020-12-07,259.98014821939563
2020-12-08,259.3940270618298
2020-12-09,253.28135208708616
2020-12-10,245.9825978834266
2020-12-11,257.4047440998255
2020-12-14,268.4473828038561
2020-12-15,274.99301266629277
2020-12-16,286.1411541785243
2020-12-17,284.56872044526136
2020-12-18,276.8042982275761
2020-12-21,284.8248149950763
2020-12-22,281.765318832717
2020-12-23,273.3729727460627
2020-12-24,268.1093952684769
2020-12-25,263.8125000662832
2020-12-28,260.51721742300145
2020-12-29,252.42230892742674
2020-12-30,259.41050014975036
2020-12-31,259.37758334535044
2021-01-01,255.55108555021462
2021-01-04,263.1264810572086
2021-01-05,263.5013943799395
2021-01-06,267.62597776468283
2021-01-07,272.00690589694074
2021-01-08,276.114931510222
2021-01-11,263.0704489624948
2021-01-12,279.46757719820476
2021-01-13,281.8780837750585
2021-01-14,286.6755412551077
2021-01-15,281.30139804544643
2021-01-18,263.41088106992686
2021-01-19,270.42879020374613
2021-01-20,278.1591837738241
2021-01-21,273.96592181673384
2021-01-22,284.0763370707195
2021-01-25,280.3289350688089
2021-01-26,270.9866205213018
2021-01-27,276.2856302340094
2021-01-28,274.9255959627996
2021-01-29,279.40635623233084
2021-02-01,285.3732511756769
2021-02-02,294.6674203382703
2021-02-03,292.3011397101001
2021-02-04,277.90474958399335
2021-02-05,288.99417186293397
2021-02-08,272.22687407435285
2021-02-09,275.41059194913606
2021-02-10,275.0043558947083
2021-02-11,263.2927421165363
2021-02-12,269.1383921936851
2021-02-15,276.1416455219315
2021-02-16,264.8005786066307
2021-02-17,272.1751618118488
2021-02-18,255.5423654966628
2021-02-19,265.7680791727839
2021-02-22,275.4832495617786
2021-02-23,276.2492739047472
2021-02-24,282.3858757938837
2021-02-25,270.46468917157114
2021-02-26,263.0414017264814
2021-03-01,266.9493581213777
2021-03-02,279.9990369093987
2021-03-03,290.6078031120313
2021-03-04,289.1189971083527
2021-03-05,273.3903739310423
2021-03-08,272.2361032243921
2021-03-09,269.7029669826691
2021-03-10,277.9398112968782
2021-03-11,280.80779610941306
2021-03-12,284.2709978487337
2021-03-15,298.13849216532316
2021-03-16,303.9473636303242
2021-03-17,306.26574468902595
2021-03-18,302.2293095804911
2021-03-19,293.62928591809845
2021-03-22,289.2618789706562
2021-03-23,285.3901781817683
2021-03-24,285.4479737775697
2021-03-25,269.0633055713148
2021-03-26,273.1777164314714
2021-03-29,274.039212732641
2021-03-30,278.3404452019302
2021-03-31,277.3271662949591
2021-04-01,286.1103515876597
2021-04-02,287.28467931435404
2021-04-05,267.29496732140876
2021-04-06,275.7948278491959
2021-04-07,279.46787977273726
2021-04-08,289.3040481243836
2021-04-09,283.9537054930691
2021-04-12,291.5570471146931
2021-04-13,297.89989501558256
2021-04-14,298.702925742336
2021-04-15,289.60455720349677
2021-04-16,299.74482072082037
2021-04-19,301.8809234172033
2021-04-20,307.91491168913376
2021-04-21,299.5398846702016
2021-04-22,316.2944037519663
2021-04-23,312.3299745168983
2021-04-26,301.8254076634316
2021-04-27,287.6618450178117
2021-04-28,293.9937199789586
2021-04-29,290.072350981108
2021-04-30,290.2221295273428
2021-05-03,287.2228258562041
2021-05-04,290.4081405517827
2021-05-05,287.33530019279976
2021-05-06,278.3201673442719
2021-05-07,272.2186467680399
2021-05-10,259.8012468353798
2021-05-11,257.997854714529
2021-05-12,246.10805486951452
2021-05-13,247.781340386671
2021-05-14,252.93397653219492
2021-05-17,254.96605819567304
2021-05-18,252.82777282158372
2021-05-19,250.9804660756189
2021-05-20,245.04794032608694
2021-05-21,251.62983466848638
2021-05-24,251.01759303822388
2021-05-25,245.19319231980077
2021-05-26,235.58787790633028
2021-05-27,237.52278279428438
2021-05-28,238.61669603149048
2021-05-31,243.23220480760367
2021-06-01,249.75524221012114
2021-06-02,238.18039974014488
2021-06-03,248.6216487324257
2021-06-04,253.43771310897688
2021-06-07,251.88145992820907
2021-06-08,248.50873979815825
2021-06-09,254.2326745550147
2021-06-10,251.59914418022154
2021-06-11,271.9950502728863
2021-06-14,277.69067570342435
2021-06-15,273.1198559222015
2021-06-16,267.1114066786648
2021-06-17,256.714760671753
2021-06-18,265.4288997927174
2021-06-21,273.78471851982295
2021-06-22,278.8898898860282
2021-06-23,269.3113949258033
2021-06-24,276.86571887902977
2021-06-25,269.1929862814851
2021-06-28,265.2718251469632
2021-06-29,267.8586444125311
2021-06-30,261.1825215160263
2021-07-01,266.94473608908095
2021-07-02,280.63880323963224
2021-07-05,290.3780715754636
2021-07-06,303.6430151904193
2021-07-07,312.359091350379
2021-07-08,319.80326369910637
2021-07-09,316.16115253183034
2021-07-12,316.40757193151444
2021-07-13,319.7338435954801
2021-07-14,309.20324925981055
2021-07-15,305.5384175462708
2021-07-16,295.25082976263695
2021-07-19,298.6666466381163
2021-07-20,275.95323438178434
2021-07-21,272.99141124203555
2021-07-22,266.70261882661424
2021-07-23,262.85252455187947
2021-07-26,265.2496430439492
2021-07-27,274.0526444819542
2021-07-28,280.682192976811
2021-07-29,271.34130348830666
2021-07-30,266.501780562547
2021-08-02,271.77874531018927
2021-08-03,270.2210183714862
2021-08-04,278.7404455430897
2021-08-05,296.67253572052647
2021-08-06,286.9806060342308
2021-08-09,294.18385646094475
2021-08-10,308.9461125079457
2021-08-11,303.4509054629614
2021-08-12,309.6436383078205
2021-08-13,309.7233453828629
2021-08-16,300.49863178178276
2021-08-17,296.04006681121035
2021-08-18,295.19947758794615
2021-08-19,302.5550154328989
2021-08-20,303.64196446887865
2021-08-23,325.77053119311125
2021-08-24,322.6692832482695
2021-08-25,331.00998504101574
2021-08-26,324.43200878072264
2021-08-27,316.26982728678536
2021-08-30,314.33663956361687
2021-08-31,310.82207377580914
2021-09-01,313.564020461296
2021-09-02,321.3831512822144
2021-09-03,302.6393406511041
2021-09-06,286.88737547007946
2021-09-07,280.0434496839861
2021-09-08,275.92444505186364
2021-09-09,279.78567725688725
2021-09-10,285.7233624787761
2021-09-13,281.20111593199937
2021-09-14,279.1432157183534
2021-09-15,278.7781882606812
2021-09-16,290.4722896392069
2021-09-17,294.7288720352668
2021-09-20,297.47642522633123
2021-09-21,298.3463143304651
2021-09-22,301.1096174504278
2021-09-23,293.77798992581796
2021-09-24,290.08699806054545
2021-09-27,283.9367155274014
2021-09-28,276.8921812293093
2021-09-29,259.56393825160177
2021-09-30,253.88653800989007
2021-10-01,256.4670641596155
2021-10-04,260.07803952493254
2021-10-05,256.7540641624934
2021-10-06,249.40473391958622
2021-10-07,258.2692667784559
2021-10-08,252.9341036307011
2021-10-11,242.90189123868777
2021-10-12,261.4892683034721
2021-10-13,254.56683833275218
2021-10-14,261.11688612185037
2021-10-15,255.5914608313996
2021-10-18,252.51901691348087
2021-10-19,252.97029668430375
2021-10-20,245.44963897526742
2021-10-21,239.56823837124864
2021-10-22,242.01489185999637
2021-10-25,245.34700401514513
2021-10-26,247.73256761930338
2021-10-27,247.30726234752305
2021-10-28,243.3839563362803
2021-10-29,242.83419008889547
2021-11-01,235.27464373578277
2021-11-02,231.56877843372018
2021-11-03,237.0900568848905
2021-11-04,241.60428246132938
2021-11-05,228.7527817997385
2021-11-08,227.31365307420816
2021-11-09,231.62781190880992
2021-11-10,244.08235628984644
2021-11-11,251.6920753594233
2021-11-12,238.62482950390168
2021-11-15,233.58282894254907
2021-11-16,233.80691665076355
2021-11-17,235.34928215601286
2021-11-18,239.9816793415265
2021-11-19,230.30871375324318
2021-11-22,238.5324496993837
2021-11-23,244.19749248799891
2021-11-24,248.5740580163795
2021-11-25,252.83646795556498
2021-11-26,244.407839091661
2021-11-29,234.3916556456541
2021-11-30,243.72288758387563
2021-12-01,249.62000033114927
2021-12-02,238.68662098348648
2021-12-03,248.29998435627962
2021-12-06,257.34913595544396
2021-12-07,273.16685533614503
2021-12-08,271.1672923956158
2021-12-09,277.3948064757041
2021-12-10,295.09066862329036
2021-12-13,295.75369937518093
2021-12-14,290.08065644952825
2021-12-15,293.5593869150242
2021-12-16,292.7460997579555
2021-12-17,294.56127170131987
2021-12-20,289.1178134028899
2021-12-21,322.2909315823252
2021-12-22,322.4148357342956
2021-12-23,341.4982951404036
2021-12-24,343.43511246638934
2021-12-27,338.25040435969686
2021-12-28,340.26521563172645
2021-12-29,335.72609476622097
2021-12-30,326.9591568049907
2021-12-31,325.29919978212365
2022-01-03,325.63763821059854
2022-01-04,326.2855047652086
2022-01-05,346.1660545471584
2022-01-06,351.2739915624515
2022-01-07,356.50621892328184
2022-01-10,352.405850278094
2022-01-11,336.9665082970536
2022-01-12,342.88205561287504
2022-01-13,337.57185048704287
2022-01-14,327.409135016984
2022-01-17,327.55264116651205
2022-01-18,323.849217385178
2022-01-19,318.1174730101337
2022-01-20,331.4840968484754
2022-01-21,339.04306871479235
2022-01-24,342.6980985605576
2022-01-25,346.14354956732456
2022-01-26,362.56296325354674
2022-01-27,366.499110434733
2022-01-28,358.7083102229409
2022-01-31,354.268024511185
2022-02-01,348.1710245067555
2022-02-02,343.40389160357836
2022-02-03,346.07350028790455
2022-02-04,334.08061054265846
2022-02-07,345.12278227179854
2022-02-08,362.3188170126084
2022-02-09,358.3691917330935
2022-02-10,344.47402248595995
2022-02-11,369.06117767381846
2022-02-14,354.5221217184252
2022-02-15,353.2736804501142
2022-02-16,354.4744331500111
2022-02-17,354.5485045077911
2022-02-18,351.9401795567439
2022-02-21,349.57904827795255
2022-02-22,325.9547444463474
2022-02-23,318.2323912906428
2022-02-24,332.62479047320977
2022-02-25,339.2739707534597
2022-02-28,352.3058730602612
2022-03-01,347.385465313684
2022-03-02,342.15669728296865
2022-03-03,333.016425793613
2022-03-04,332.1333692394181
2022-03-07,326.506385077562
2022-03-08,331.57588793371343
2022-03-09,325.9696661985858
2022-03-10,320.9527405361802
2022-03-11,323.7778774765515
2022-03-14,313.0906207230685
2022-03-15,324.5626338221467
2022-03-16,328.38590839179125
2022-03-17,332.33985135554667
2022-03-18,320.3440437238354
2022-03-21,307.6756295214585
2022-03-22,307.0678536819112
2022-03-23,318.629573554544
2022-03-24,334.7456825459752
2022-03-25,338.3612994743586
2022-03-28,331.22025113225556
2022-03-29,314.26532549931113
2022-03-30,325.55355138727424
2022-03-31,317.59463832780875
2022-04-01,306.1433570866659
2022-04-04,319.88241236475926
2022-04-05,311.1582864716961
2022-04-06,306.4187811846207
2022-04-07,295.20476848430036
2022-04-08,297.88326991926044
2022-04-11,300.34756245836456
2022-04-12,308.39001954915756
2022-04-13,279.1260819956349
2022-04-14,278.0152640593352
2022-04-15,294.16207676006945
2022-04-18,310.8047118890866
2022-04-19,313.13906998693216
2022-04-20,310.1249515757154
2022-04-21,314.41040843918506
2022-04-22,312.79414363464974
2022-04-25,306.38625753852864
2022-04-26,286.91689552350914
2022-04-27,285.1150820824333
2022-04-28,281.44096364576956
2022-04-29,292.37940352294993
2022-05-02,295.1430772693214
2022-05-03,287.4972834440552
2022-05-04,281.65125362376625
2022-05-05,290.43141085428965
2022-05-06,291.0596951828961
2022-05-09,294.94432003765314
2022-05-10,296.76078937875116
2022-05-11,290.5219174581516
2022-05-12,285.6920704233011
2022-05-13,284.47621910514556
2022-05-16,285.7272384483039
2022-05-17,286.6342254435278
2022-05-18,275.6614644993916
2022-05-19,278.7507833329115
2022-05-20,287.61193854520354
2022-05-23,287.3934647279599
2022-05-24,289.79357641006976
2022-05-25,305.55769455348906
2022-05-26,320.8286782193925
2022-05-27,340.65073253350715
2022-05-30,341.011556328644
2022-05-31,352.9636463807136
2022-06-01,355.2321624562321
2022-06-02,350.0734154807818
2022-06-03,361.4235256794245
2022-06-06,362.53864572024804
2022-06-07,362.98935911398263
2022-06-08,382.9355304887296
2022-06-09,365.34683782895866
2022-06-10,378.24092662948163
2022-06-13,384.79739753766324
2022-06-14,403.778853543049
2022-06-15,405.25137225813245
2022-06-16,392.4677876081701
2022-06-17,399.98671757449944
2022-06-20,399.9973992919105
2022-06-21,386.5085689149507
2022-06-22,396.9764626940598
2022-06-23,401.1828653029773
2022-06-24,400.8248478425297
2022-06-27,406.655839204503
2022-06-28,391.4075096023697
2022-06-29,385.5001324568827
2022-06-30,380.6241994463627
2022-07-01,380.9169047196066
2022-07-04,389.0590841306419
2022-07-05,382.6252018769849
2022-07-06,388.73692186865503
2022-07-07,385.12493096598445
2022-07-08,371.60765710526255
2022-07-11,369.0787002176882
2022-07-12,365.8694787710427
2022-07-13,365.9316380160973
2022-07-14,360.8809138311538
2022-07-15,344.0490229736109
2022-07-18,347.3974943690523
2022-07-19,335.9842662994736
2022-07-20,347.3289517254255
2022-07-21,358.36766234276564
2022-07-22,347.6311278170999
2022-07-25,340.5744109611677
2022-07-26,342.21307665563285
2022-07-27,356.84720575502456
2022-07-28,358.2825676006567
2022-07-29,338.56105845783276
2022-08-01,327.01981302864976
2022-08-02,316.85643039353886
2022-08-03,307.9953012182228
2022-08-04,303.97167536197446
2022-08-05,298.38906920609975
2022-08-08,298.63375528034624
2022-08-09,306.31157282894384
2022-08-10,304.73891291184555
2022-08-11,305.54357541071397
2022-08-12,309.89205272002476
2022-08-15,312.3645059979977
2022-08-16,303.4584773924248
2022-08-17,303.57033971185626
2022-08-18,306.879375287378
2022-08-19,314.7140398231474
2022-08-22,310.0780179226992
2022-08-23,325.2492707032564
2022-08-24,327.1615891940583
2022-08-25,311.4063496867454
2022-08-26,313.4711982740312
2022-08-29,309.73642901919794
2022-08-30,325.86253115850366
2022-08-31,351.8536504686388
2022-09-01,362.92144272895547
2022-09-02,354.2252475404769
2022-09-05,370.6416548061457
2022-09-06,377.368962694459
2022-09-07,386.6569070457216
2022-09-08,393.077837200242
2022-09-09,383.9631614580009
2022-09-12,390.4304881864035
2022-09-13,382.34469301733503
2022-09-14,400.39382187521716
2022-09-15,413.3686637071575
2022-09-16,411.06854271855616
2022-09-19,452.0832000574318
2022-09-20,488.72617521304693
2022-09-21,498.2211270811706
2022-09-22,499.2085099947084
2022-09-23,520.2578973110254
2022-09-26,526.8861345430868
2022-09-27,546.9152253407752
2022-09-28,549.8965763875481
2022-09-29,552.6649329019529
2022-09-30,565.7292860571296
2022-10-03,599.8490813552512
2022-10-04,615.8007159785043
2022-10-05,622.9796244710818
2022-10-06,611.1138979076343
2022-10-07,585.712848494862
2022-10-10,593.2173433627922
2022-10-11,594.5321087402259
2022-10-12,585.6962713171403
2022-10-13,612.753687625116
2022-10-14,643.4971260403632
2022-10-17,644.9452060710943
2022-10-18,627.2554173858762
2022-10-19,614.96407684439
2022-10-20,607.4638154343191
2022-10-21,582.7107324092368
2022-10-24,584.0937753356773
2022-10-25,569.5417657959197
2022-10-26,553.3108631821104
2022-10-27,532.8168985282912
2022-10-28,530.1919366823591
2022-10-31,541.122443712431
2022-11-01,557.8824468955743
2022-11-02,564.0237420531879
2022-11-03,563.4299456628603
2022-11-04,576.1089311172726
2022-11-07,556.894307796152
2022-11-08,552.5158580301143
2022-11-09,569.0839005892815
2022-11-10,566.1247851063331
2022-11-11,560.4743149767207
2022-11-14,547.3547633362627
2022-11-15,543.1012973079862
2022-11-16,530.7346190270765
2022-11-17,542.35121809641
2022-11-18,561.6645271171764
2022-11-21,582.388937509534
2022-11-22,585.0579244625678
2022-11-23,589.5649082592304
2022-11-24,570.137265362722
2022-11-25,555.4845377594135
2022-11-28,548.0327890818528
2022-11-29,561.417570621936
2022-11-30,559.0973981637853
2022-12-01,564.4302760302564
2022-12-02,588.974112122514
2022-12-05,563.8207598650528
2022-12-06,565.2917229914984
2022-12-07,572.8997064562162
2022-12-08,557.4880964279175
2022-12-09,546.7166373902849
2022-12-12,550.7446349193089
2022-12-13,541.3202237618805
2022-12-14,548.1366406331642
2022-12-15,569.4379681245453
2022-12-16,595.6466242524881
2022-12-19,608.0809764232515
2022-12-20,611.4784849952896
2022-12-21,631.077182843781
2022-12-22,643.4369174485004
2022-12-23,651.8615518620603
2022-12-26,626.8555398557032
2022-12-27,614.6052797027259
2022-12-28,627.6502298588041
2022-12-29,608.1457127666213
2022-12-30,637.0883808622625
2023-01-02,608.5477228137767
2023-01-03,628.1762994577474
2023-01-04,612.8366495763639
2023-01-05,640.9437238122722
2023-01-06,651.014332745858
2023-01-09,667.6962991972962
2023-01-10,702.4827287075248
2023-01-11,712.5107917516766
2023-01-12,707.9850892457238
2023-01-13,702.0767621210225
2023-01-16,686.3373851220343
2023-01-17,696.3861551282009
2023-01-18,710.1319516525385
2023-01-19,714.7319641388257
2023-01-20,730.5963659981155
2023-01-23,753.4570138167467
2023-01-24,702.6964943094439
2023-01-25,760.6933898478045
2023-01-26,792.0566993623161
2023-01-27,783.1886757287621
2023-01-30,809.6258127348484
2023-01-31,780.0000182870806
2023-02-01,810.3649498851776
2023-02-02,814.1087952231952
2023-02-03,832.3435097457367
2023-02-06,821.8776183647968
2023-02-07,818.5608333490517
2023-02-08,817.3095015618073
2023-02-09,799.8077566936623
2023-02-10,781.2243020685111
2023-02-13,748.3047493839582
2023-02-14,752.4753418825852
2023-02-15,769.8247056847188
2023-02-16,778.2256935839256
2023-02-17,800.2602576375283
2023-02-20,817.4426132929127
2023-02-21,837.7902697278422
2023-02-22,832.6817414407365
2023-02-23,861.5538969262326
2023-02-24,846.7904106765965
2023-02-27,898.4231987287232
2023-02-28,924.943718397676
2023-03-01,919.347944261367
2023-03-02,911.6707093425439
2023-03-03,909.1074826749265
2023-03-06,923.8603482842917
2023-03-07,968.8781079327815
2023-03-08,938.5328437864298
2023-03-09,972.1421076780777
2023-03-10,977.5819734058446
2023-03-13,979.92011853057
2023-03-14,989.0427852935243
2023-03-15,981.6556905055886
2023-03-16,907.5599267045138
2023-03-17,896.1899244156344
2023-03-20,918.2120189781058
2023-03-21,891.0058760457669
2023-03-22,886.4495984176835
2023-03-23,877.1639030681525
2023-03-24,876.3506006999426
2023-03-27,866.4381502333213
2023-03-28,860.3658114763499
2023-03-29,885.1216452238007
2023-03-30,903.9345159278071
2023-03-31,909.6641688682507
2023-04-03,936.9001925859415
2023-04-04,959.3440560638301
2023-04-05,951.357461706655
2023-04-06,974.1548003518052
2023-04-07,945.5827292370367
2023-04-10,925.9069356876008
2023-04-11,936.4668990268524
2023-04-12,915.5341042240261
2023-04-13,919.5811384685001
2023-04-14,926.9744596455447
2023-04-17,896.4284507134122
2023-04-18,919.6781388839377
2023-04-19,912.4985097047729
2023-04-20,875.3331849921669
2023-04-21,882.4728102208368
2023-04-24,923.1985587525837
2023-04-25,947.3163950434392
2023-04-26,935.9225303953381
2023-04-27,891.5642119300261
2023-04-28,852.0330753732518
2023-05-01,854.9278099676864
2023-05-02,851.9061231264178
2023-05-03,878.037993125329
2023-05-04,885.8630265150879
2023-05-05,876.8373961632641
2023-05-08,833.1573319644217
2023-05-09,849.6065788379908
2023-05-10,867.2530583676628
2023-05-11,844.5745966234272
2023-05-12,850.2825138926723
2023-05-15,842.6604977777728
2023-05-16,809.0300708448085
2023-05-17,812.4984870730774
2023-05-18,818.6652190778487
2023-05-19,801.4001672550543
2023-05-22,767.627213637491
2023-05-23,767.7821561491157
2023-05-24,787.5320091048287
2023-05-25,756.7366667237061
2023-05-26,780.0657367475307
2023-05-29,774.9801309796871
2023-05-30,798.242520900186
2023-05-31,771.6200025871075
2023-06-01,780.8199602477197
2023-06-02,792.4143757204952
2023-06-05,797.4196866512791
2023-06-06,800.5604078298538
2023-06-07,816.0792564922631
2023-06-08,790.5502691371039
2023-06-09,750.8585157325631
2023-06-12,730.4153095263343
2023-06-13,753.6299970252335
2023-06-14,767.6452755007424
2023-06-15,770.0773439595615
2023-06-16,800.0377405806875
2023-06-19,767.1836216042946
2023-06-20,742.8948980423613
2023-06-21,751.7181636132517
2023-06-22,791.4374062601534
2023-06-23,792.7879599649602
2023-06-26,791.0020362529295
2023-06-27,814.6883917499041
2023-06-28,823.1587306754883
2023-06-29,797.6884890113097
2023-06-30,804.7014750670878
2023-07-03,767.7326360642587
2023-07-04,793.9402573541428
2023-07-05,797.3503256699893
2023-07-06,822.3003850330202
2023-07-07,857.6565936071393
2023-07-10,869.8163796029345
2023-07-11,892.8699686453624
2023-07-12,895.9103610088765
2023-07-13,890.64526335344
2023-07-14,885.7452002231639
2023-07-17,899.6525801199843
2023-07-18,868.6555079722027
2023-07-19,835.7910639009663
2023-07-20,859.9865623777268
2023-07-21,841.772132428155
2023-07-24,814.2570381703208
2023-07-25,797.8398295300051
2023-07-26,810.0950964215999
2023-07-27,852.1946674543285
2023-07-28,891.7267086030299
2023-07-31,878.4063973881413
2023-08-01,927.7210288654759
2023-08-02,922.8269544424221
