Date,ISRG
2020-07-22,513.4668117931839
2020-07-23,536.4837646117686
2020-07-24,533.0737347161053
2020-07-27,521.8863475665926
2020-07-28,506.92026985555924
2020-07-29,505.24937564500084
2020-07-30,524.1639863442641
2020-07-31,528.2838981928783
2020-08-03,527.2259006010675
2020-08-04,518.1294218768961
2020-08-05,514.003058090644
2020-08-06,509.1830390071765
2020-08-07,530.7116760277831
2020-08-10,509.46047234275727
2020-08-11,517.096431524297
2020-08-12,501.6298548874525
2020-08-13,482.1128602380625
2020-08-14,459.00277121890014
2020-08-17,460.1811626829906
2020-08-18,453.8489457114902
2020-08-19,476.2708589801495
2020-08-20,471.0409067024254
2020-08-21,470.8744125769891
2020-08-24,471.88475880847466
2020-08-25,473.5137108691111
2020-08-26,454.0715803148115
2020-08-27,458.84328594398374
2020-08-28,468.01761506990863
2020-08-31,466.083181381702
2020-09-01,466.3693349249951
2020-09-02,464.817544146538
2020-09-03,453.81407028921166
2020-09-04,444.3034533802191
2020-09-07,446.04532490673245
2020-09-08,450.76751109202837
2020-09-09,471.83575888169577
2020-09-10,480.3377860509704
2020-09-11,483.67466832530715
2020-09-14,463.12983653503585
2020-09-15,458.1073805191909
2020-09-16,468.5087892762415
2020-09-17,468.6858460909245
2020-09-18,450.1551455911794
2020-09-21,472.70840364678355
2020-09-22,468.88162693534053
2020-09-23,473.4280213607745
2020-09-24,464.09821412824795
2020-09-25,456.1785785151376
2020-09-28,458.03601018517185
2020-09-29,442.71643147532524
2020-09-30,460.50965354683433
2020-10-01,454.7859758142255
2020-10-02,447.8086553596967
2020-10-05,445.62000953864157
2020-10-06,454.55798582520566
2020-10-07,471.1312215194684
2020-10-08,498.84132743948135
2020-10-09,499.1331916210744
2020-10-12,494.0995551817462
2020-10-13,477.9718321201393
2020-10-14,460.21009873785124
2020-10-15,447.1251088313254
2020-10-16,448.64128350135223
2020-10-19,450.10845478334977
2020-10-20,456.87167793333737
2020-10-21,444.0196663452016
2020-10-22,427.92004681739763
2020-10-23,435.4663517405425
2020-10-26,456.88570190438423
2020-10-27,443.92554211976903
2020-10-28,437.97618813158766
2020-10-29,446.54357990766977
2020-10-30,449.06929182207347
2020-11-02,458.790207818376
2020-11-03,468.6047910919674
2020-11-04,468.0079447207555
2020-11-05,462.9008325489845
2020-11-06,475.0127441477267
2020-11-09,463.6375406291529
2020-11-10,483.4886914626326
2020-11-11,497.914306163515
2020-11-12,510.4658234075554
2020-11-13,525.0302750555826
2020-11-16,523.428532746498
2020-11-17,540.9280544745186
2020-11-18,561.9145167741242
2020-11-19,557.8411081853839
2020-11-20,539.1078990139994
2020-11-23,546.1390312402365
2020-11-24,535.2311013879669
2020-11-25,525.7858844104604
2020-11-26,544.7975517407065
2020-11-27,568.4759608433711
2020-11-30,570.2721762927732
2020-12-01,574.1998468347548
2020-12-02,591.045588184705
2020-12-03,578.2318808027086
2020-12-04,566.7407389730513
2020-12-07,576.5132634238548
2020-12-08,570.196095856687
2020-12-09,583.2141666029926
2020-12-10,585.7792468206725
2020-12-11,606.0198104126654
2020-12-14,638.9711946538617
2020-12-15,624.4992154889825
2020-12-16,585.0082257449164
2020-12-17,587.1478431704583
2020-12-18,591.0145101676646
2020-12-21,562.794203854816
2020-12-22,562.6777683516859
2020-12-23,576.5672235407085
2020-12-24,568.6195300449123
2020-12-25,563.7752700787602
2020-12-28,549.3976700583148
2020-12-29,546.1375300211721
2020-12-30,542.5464092151916
2020-12-31,545.3701625890516
2021-01-01,552.4703468662267
2021-01-04,546.7815612003411
2021-01-05,556.1850916264594
2021-01-06,532.6976097274082
2021-01-07,530.536389305911
2021-01-08,521.2672080099134
2021-01-11,558.1604406721808
2021-01-12,562.0301453932491
2021-01-13,552.5015087910865
2021-01-14,569.621041922028
2021-01-15,570.6926080421149
2021-01-18,574.5173501246668
2021-01-19,579.0633413150483
2021-01-20,572.8381792758548
2021-01-21,552.3217447948421
2021-01-22,552.4876071082065
2021-01-25,569.2490524211898
2021-01-26,561.6478492399935
2021-01-27,557.8424381461614
2021-01-28,565.9106966526903
2021-01-29,570.3098208312302
2021-02-01,570.4265587103533
2021-02-02,549.5043757861732
2021-02-03,553.0454228711038
2021-02-04,576.5457664606711
2021-02-05,558.8300103931572
2021-02-08,574.2509515310327
2021-02-09,570.1999455777913
2021-02-10,599.7231918805386
2021-02-11,606.4545548265919
2021-02-12,589.9215196055388
2021-02-15,586.4023105619804
2021-02-16,598.3761022826847
2021-02-17,574.217134387629
2021-02-18,602.7769161647429
2021-02-19,610.1741911555915
2021-02-22,639.0649377172689
2021-02-23,640.7037682115164
2021-02-24,630.4737663038703
2021-02-25,618.3403230008618
2021-02-26,614.3533852806341
2021-03-01,636.9062592512815
2021-03-02,640.4496426951908
2021-03-03,633.2928550836199
2021-03-04,632.6860202286355
2021-03-05,620.3986186375023
2021-03-08,634.6770964362421
2021-03-09,623.3936861875484
2021-03-10,630.178747674974
2021-03-11,605.0575644850041
2021-03-12,610.1095847425902
2021-03-15,622.5451101564673
2021-03-16,585.3085284555658
2021-03-17,571.6952037215158
2021-03-18,547.4242440832992
2021-03-19,533.5774463798404
2021-03-22,532.5592142052299
2021-03-23,524.4833173972745
2021-03-24,525.9843729173333
2021-03-25,536.4885781328563
2021-03-26,531.2765647682314
2021-03-29,541.8903569776653
2021-03-30,536.8008845955583
2021-03-31,539.7064105379818
2021-04-01,546.5001448911094
2021-04-02,541.0203917746354
2021-04-05,537.5935570188035
2021-04-06,544.0495454592715
2021-04-07,537.3168233811805
2021-04-08,533.4614514076466
2021-04-09,576.9380488123527
2021-04-12,569.7814563189074
2021-04-13,566.7838076747129
2021-04-14,559.1968792789042
2021-04-15,530.5319686064784
2021-04-16,550.9463728985949
2021-04-19,584.4210972316342
2021-04-20,617.9164378454071
2021-04-21,653.4790370846206
2021-04-22,645.0181247008194
2021-04-23,614.6800265065413
2021-04-26,586.9497853212911
2021-04-27,595.1664561096238
2021-04-28,581.7623576284569
2021-04-29,579.3964024677354
2021-04-30,546.4648015252604
2021-05-03,539.1595191747496
2021-05-04,532.1005578277938
2021-05-05,539.718706618639
2021-05-06,531.3764391294759
2021-05-07,558.3025778933178
2021-05-10,562.0932985197882
2021-05-11,603.2782419046746
2021-05-12,620.8078531799069
2021-05-13,602.4734284263413
2021-05-14,608.451957774348
2021-05-17,628.7717226894138
2021-05-18,608.6787686445979
2021-05-19,609.6318083779634
2021-05-20,632.439771651336
2021-05-21,606.100353636695
2021-05-24,619.2781995783989
2021-05-25,619.6513326901324
2021-05-26,609.6538573326307
2021-05-27,606.3323986535613
2021-05-28,576.3283523897487
2021-05-31,586.0004820334973
2021-06-01,585.3665027426503
2021-06-02,588.6725448473204
2021-06-03,579.8978550876982
2021-06-04,580.9877422678416
2021-06-07,573.8131013827244
2021-06-08,593.2051548889528
2021-06-09,602.2402232234474
2021-06-10,589.5816904491854
2021-06-11,616.2557727940396
2021-06-14,598.1487569626747
2021-06-15,592.5306791649444
2021-06-16,603.1272432648276
2021-06-17,574.252715693958
2021-06-18,557.5829022130439
2021-06-21,566.0500107395459
2021-06-22,551.6984172822082
2021-06-23,557.6096246045072
2021-06-24,583.6742918908737
2021-06-25,588.100695341559
2021-06-28,580.2236022091159
2021-06-29,576.2982088921335
2021-06-30,570.0170456190806
2021-07-01,560.2323473701075
2021-07-02,556.2873403742011
2021-07-05,553.8762100193613
2021-07-06,544.4773730984078
2021-07-07,511.0572871850644
2021-07-08,520.7667275993387
2021-07-09,518.3074327273714
2021-07-12,500.92878156302305
2021-07-13,475.187791024533
2021-07-14,482.22028390852137
2021-07-15,493.03400472660655
2021-07-16,491.56848717133516
2021-07-19,471.40168113627476
2021-07-20,484.20401251533633
2021-07-21,463.4535227696707
2021-07-22,458.50298312360076
2021-07-23,469.9920065464487
2021-07-26,458.19528586232275
2021-07-27,448.18901955679746
2021-07-28,429.728073097259
2021-07-29,432.3197181843759
2021-07-30,432.12286211173335
2021-08-02,452.78967508406174
2021-08-03,440.2859085956422
2021-08-04,432.1763817683526
2021-08-05,433.26180173214317
2021-08-06,436.3906193597818
2021-08-09,425.5540085209005
2021-08-10,426.094594806519
2021-08-11,420.64679306492735
2021-08-12,434.3341169713148
2021-08-13,440.52766338913807
2021-08-16,463.8428945612082
2021-08-17,467.7490566842436
2021-08-18,461.2614439543622
2021-08-19,448.42419223555606
2021-08-20,435.88588521713484
2021-08-23,429.95567634603805
2021-08-24,434.17885633896753
2021-08-25,446.37750441203474
2021-08-26,443.2990336919327
2021-08-27,429.02826516890696
2021-08-30,438.3816975151631
2021-08-31,456.22585771484853
2021-09-01,452.0875918765441
2021-09-02,439.4915332152699
2021-09-03,447.38208445009417
2021-09-06,448.28789600240754
2021-09-07,462.9584202892654
2021-09-08,471.47573477235824
2021-09-09,474.1249833784184
2021-09-10,451.24315837230637
2021-09-13,466.55966649286063
2021-09-14,441.3635934494135
2021-09-15,443.82852861664543
2021-09-16,424.0893421686141
2021-09-17,419.83182633266466
2021-09-20,423.08857645958466
2021-09-21,422.47810663347656
2021-09-22,426.91509376954923
2021-09-23,441.5369520003198
2021-09-24,472.16005346445286
2021-09-27,484.4530517569365
2021-09-28,470.2182568593574
2021-09-29,484.12942684305693
2021-09-30,476.5906890755844
2021-10-01,444.1582907399221
2021-10-04,431.0816941493276
2021-10-05,434.7110261277138
2021-10-06,429.1141047232852
2021-10-07,412.2910546374717
2021-10-08,410.58182606711654
2021-10-11,417.022828996517
2021-10-12,410.52848815454564
2021-10-13,400.90856934080864
2021-10-14,388.2685625149719
2021-10-15,397.4936467607287
2021-10-18,404.7847401068062
2021-10-19,414.9076404284336
2021-10-20,405.0391239714645
2021-10-21,415.3012148597577
2021-10-22,407.44942527979737
2021-10-25,395.1415884000579
2021-10-26,399.00609900943005
2021-10-27,375.11645468386325
2021-10-28,376.54050943529626
2021-10-29,385.9948369909767
2021-11-01,383.292134212274
2021-11-02,370.7451061708386
2021-11-03,366.6586020129796
2021-11-04,373.6181685393563
2021-11-05,372.3580668058735
2021-11-08,361.0780742589186
2021-11-09,366.3551233675092
2021-11-10,368.6337129989655
2021-11-11,354.70379058910504
2021-11-12,352.0516444813482
2021-11-15,329.46994578530547
2021-11-16,329.1457625782917
2021-11-17,324.1816418064819
2021-11-18,328.7378653321036
2021-11-19,332.3649494369534
2021-11-22,323.3898898154596
2021-11-23,334.0812611255871
2021-11-24,321.0132064524343
2021-11-25,328.94507582933767
2021-11-26,322.0249338908296
2021-11-29,312.00102902560496
2021-11-30,301.1296568359747
2021-12-01,309.27682060220513
2021-12-02,310.35565974913334
2021-12-03,307.1638120132557
2021-12-06,296.5734096190088
2021-12-07,294.41357856468125
2021-12-08,304.9950257229821
2021-12-09,313.95062277784865
2021-12-10,316.4459572627002
2021-12-13,312.31718009007056
2021-12-14,308.97816867513706
2021-12-15,319.16008885979534
2021-12-16,326.22120356996476
2021-12-17,325.27148747219405
2021-12-20,322.2951303223419
2021-12-21,322.1770434563154
2021-12-22,313.9614371234139
2021-12-23,322.2588767396469
2021-12-24,327.94738238041623
2021-12-27,319.9500350701937
2021-12-28,310.0277632660929
2021-12-29,310.96823448647626
2021-12-30,315.0688600325987
2021-12-31,307.03883071852607
2022-01-03,305.44883413839483
2022-01-04,313.3283625612114
2022-01-05,310.21867898119586
2022-01-06,304.4378246636176
2022-01-07,313.32778888686755
2022-01-10,301.2508485710454
2022-01-11,289.3379494281811
2022-01-12,284.7358875441906
2022-01-13,279.3188793484799
2022-01-14,285.40927237854567
2022-01-17,276.898589636816
2022-01-18,283.5958293503411
2022-01-19,278.062341821668
2022-01-20,280.81119348771335
2022-01-21,278.24285194245704
2022-01-24,275.27079343292485
2022-01-25,282.9453032964328
2022-01-26,287.5890615221816
2022-01-27,284.6752907822093
2022-01-28,289.288191170894
2022-01-31,277.87016839090956
2022-02-01,270.24281033915275
2022-02-02,281.7754511638262
2022-02-03,284.3568776677622
2022-02-04,302.0485157729374
2022-02-07,300.91043703248425
2022-02-08,316.3395672630903
2022-02-09,313.74110893776475
2022-02-10,326.2414554587943
2022-02-11,323.86259692523237
2022-02-14,327.5983292188556
2022-02-15,318.68030854114534
2022-02-16,321.44559439009845
2022-02-17,318.0507171100257
2022-02-18,323.4345482927743
2022-02-21,322.55176691904694
2022-02-22,321.6556800463668
2022-02-23,316.4232991687484
2022-02-24,315.6506393876829
2022-02-25,317.2138070458356
2022-02-28,324.3584161658817
2022-03-01,313.52454810785576
2022-03-02,310.8772934529385
2022-03-03,299.69045855768024
2022-03-04,278.2632825348389
2022-03-07,279.39188448099407
2022-03-08,279.2628772426087
2022-03-09,276.5995267255022
2022-03-10,278.93988015511826
2022-03-11,276.5779429193924
2022-03-14,257.2494471949005
2022-03-15,253.1665356989598
2022-03-16,254.35097913716132
2022-03-17,237.34016549701258
2022-03-18,238.41190020775838
2022-03-21,245.45577636464267
2022-03-22,245.5472296102458
2022-03-23,242.07036479611997
2022-03-24,239.4307183001416
2022-03-25,239.86409703564718
2022-03-28,232.52343363960142
2022-03-29,237.925002584404
2022-03-30,241.91571529239053
2022-03-31,240.9068798087253
2022-04-01,236.27415575699743
2022-04-04,245.14203583298104
2022-04-05,240.69294734982955
2022-04-06,233.18105210920214
2022-04-07,225.3187130311242
2022-04-08,227.90042666640264
2022-04-11,230.09644690537792
2022-04-12,234.14808530298185
2022-04-13,235.45178563774752
2022-04-14,236.93968652061272
2022-04-15,232.7378067258626
2022-04-18,229.70369737499783
2022-04-19,220.3745211332811
2022-04-20,233.44040379748586
2022-04-21,235.05845299603914
2022-04-22,228.7819873765154
2022-04-25,235.40966988360822
2022-04-26,236.44286938839113
2022-04-27,230.40116977634014
2022-04-28,234.01511363588972
2022-04-29,232.7369369550369
2022-05-02,230.37482399943065
2022-05-03,222.8265476079975
2022-05-04,218.41812935223436
2022-05-05,220.34389881066895
2022-05-06,226.409408546705
2022-05-09,244.72352239525173
2022-05-10,246.7323320306311
2022-05-11,244.7625327596479
2022-05-12,234.81910803502348
2022-05-13,242.48250634902394
2022-05-16,254.7695066543297
2022-05-17,267.08551641920593
2022-05-18,254.10601927936634
2022-05-19,254.06243796455948
2022-05-20,267.6247498816332
2022-05-23,272.36059796625057
2022-05-24,263.8353000638088
2022-05-25,257.19141561455075
2022-05-26,256.064071525074
2022-05-27,261.05673188425527
2022-05-30,261.73579112225815
2022-05-31,260.0871410164959
2022-06-01,258.9518975947767
2022-06-02,259.68290818974776
2022-06-03,261.3361350635558
2022-06-06,264.697551084915
2022-06-07,264.480992002704
2022-06-08,267.5866608024084
2022-06-09,277.66097421151164
2022-06-10,272.61117561336675
2022-06-13,268.8601499147658
2022-06-14,275.64626509610673
2022-06-15,272.15763022525994
2022-06-16,270.9051493892514
2022-06-17,269.87569137220106
2022-06-20,261.1809110406272
2022-06-21,263.84708169270584
2022-06-22,265.6584176888526
2022-06-23,276.1145870017224
2022-06-24,280.6453362881243
2022-06-27,290.8478442642556
2022-06-28,294.86212997809145
2022-06-29,292.8831071092709
2022-06-30,280.96135063964573
2022-07-01,271.3262038939036
2022-07-04,273.0378604155477
2022-07-05,277.8631385912071
2022-07-06,282.9451555454803
2022-07-07,277.1939381768028
2022-07-08,286.1821188305717
2022-07-11,280.58114428261075
2022-07-12,283.7506309077905
2022-07-13,283.9592916212349
2022-07-14,276.8407363556245
2022-07-15,277.9439457809088
2022-07-18,278.7852000417684
2022-07-19,277.49008884978514
2022-07-20,267.5384130818615
2022-07-21,266.3139801470898
2022-07-22,282.6332402443984
2022-07-25,282.1574802429721
2022-07-26,269.5386165929031
2022-07-27,252.3620897958102
2022-07-28,246.57450484318258
2022-07-29,251.28779091824322
2022-08-01,245.8549890530139
2022-08-02,231.6048811289391
2022-08-03,232.95833705047414
2022-08-04,229.99211202429365
2022-08-05,220.18358103990258
2022-08-08,227.24138584638862
2022-08-09,221.45282461345224
2022-08-10,225.70070685022964
2022-08-11,221.79786184640383
2022-08-12,230.42643041881965
2022-08-15,231.7776521576848
2022-08-16,238.39762992178197
2022-08-17,243.16314443545124
2022-08-18,247.40768612289898
2022-08-19,251.41124830425804
2022-08-22,250.75082556768928
2022-08-23,247.2597415927061
2022-08-24,237.12604175217817
2022-08-25,240.34897755368073
2022-08-26,259.17783441578393
2022-08-29,245.8393162186132
2022-08-30,248.62429564053127
2022-08-31,250.8596060276915
2022-09-01,245.58968130412012
2022-09-02,233.7828385794223
2022-09-05,227.70392883488066
2022-09-06,225.5434470516154
2022-09-07,231.37848879105354
2022-09-08,230.98353101303366
2022-09-09,231.70913460581585
2022-09-12,225.67351564045742
2022-09-13,225.39039518447723
2022-09-14,221.5538211471597
2022-09-15,229.83638252256935
2022-09-16,242.8376583837815
2022-09-19,234.86745453736899
2022-09-20,235.3434405782955
2022-09-21,222.9043054950345
2022-09-22,212.84597338849565
2022-09-23,208.95091622650642
2022-09-26,211.62087885482933
2022-09-27,212.43198240826652
2022-09-28,211.6692560179957
2022-09-29,214.45450477219228
2022-09-30,203.4797155376662
2022-10-03,204.8131568720932
2022-10-04,206.01648031276983
2022-10-05,205.8228412382031
2022-10-06,210.94904044378174
2022-10-07,208.33765786349335
2022-10-10,205.82189135822478
2022-10-11,204.90346705828733
2022-10-12,207.94882198425196
2022-10-13,207.6621833644975
2022-10-14,199.3423353022851
2022-10-17,202.99813499640558
2022-10-18,200.931883186568
2022-10-19,206.6775071264629
2022-10-20,205.3457687862649
2022-10-21,213.503528980106
2022-10-24,211.03753958319191
2022-10-25,208.2274186611904
2022-10-26,205.21660889134282
2022-10-27,210.7120834158675
2022-10-28,209.82684233570214
2022-10-31,204.8229785567071
2022-11-01,216.09351749582078
2022-11-02,218.65385686878412
2022-11-03,214.5663426723399
2022-11-04,210.868106821838
2022-11-07,206.73366453307986
2022-11-08,204.63532542313996
2022-11-09,207.24306972527924
2022-11-10,204.624643006907
2022-11-11,212.44617672190796
2022-11-14,211.85956172440186
2022-11-15,205.41992133681927
2022-11-16,204.19805178775795
2022-11-17,210.67467652851894
2022-11-18,208.5369694732835
2022-11-21,218.08482914485185
2022-11-22,223.4394741818292
2022-11-23,224.37527126895645
2022-11-24,217.77312665374097
2022-11-25,219.10102298075515
2022-11-28,234.93409789498898
2022-11-29,227.80895353703684
2022-11-30,239.43899028306822
2022-12-01,245.26377907259868
2022-12-02,250.62630589567974
2022-12-05,249.41060809227415
2022-12-06,245.32932899150703
2022-12-07,248.4293392746087
2022-12-08,246.4610662646445
2022-12-09,248.70314970572952
2022-12-12,244.7162879877329
2022-12-13,251.073839389298
2022-12-14,245.11813538848477
2022-12-15,249.8609695281446
2022-12-16,249.69240130912323
2022-12-19,259.1852218948043
2022-12-20,266.08273961057
2022-12-21,279.87931692620566
2022-12-22,270.301423458166
2022-12-23,271.0257694958225
2022-12-26,275.5892640919636
2022-12-27,268.7667258953418
2022-12-28,282.186321571863
2022-12-29,281.79384601602055
2022-12-30,278.5392408943616
2023-01-02,269.2426600953071
2023-01-03,269.4815106154604
2023-01-04,276.70271664874764
2023-01-05,280.6237026030993
2023-01-06,274.8705764045725
2023-01-09,283.72465619848697
2023-01-10,281.16163420920276
2023-01-11,274.8919164989756
2023-01-12,274.6467001041529
2023-01-13,281.13894486769095
2023-01-16,303.0057839326291
2023-01-17,312.49758887009483
2023-01-18,313.0586542701559
2023-01-19,309.0689420884786
2023-01-20,312.2356970997235
2023-01-23,311.56014389315214
2023-01-24,306.0892888691104
2023-01-25,295.23225056974894
2023-01-26,317.53216475442207
2023-01-27,333.25580399931664
2023-01-30,319.6518055896888
2023-01-31,325.0517565034469
2023-02-01,327.1549760114396
2023-02-02,316.4399452916606
2023-02-03,313.5167451345425
2023-02-06,319.15909395782484
2023-02-07,313.6722500830971
2023-02-08,311.7264602864191
2023-02-09,312.3081780157273
2023-02-10,312.98659943780757
2023-02-13,308.4602009129961
2023-02-14,318.80974667699184
2023-02-15,308.809651964594
2023-02-16,312.11593557976715
2023-02-17,312.43004396789394
2023-02-20,314.134984766542
2023-02-21,323.9476853918724
2023-02-22,317.74193221926845
2023-02-23,304.24496300559906
2023-02-24,300.68947488569967
2023-02-27,298.24454058726
2023-02-28,305.4171305281362
2023-03-01,305.128865484516
2023-03-02,307.52075378062347
2023-03-03,320.8785304102273
2023-03-06,321.8051759418712
2023-03-07,320.27654102531585
2023-03-08,328.296987679532
2023-03-09,323.237647687753
2023-03-10,322.40581395461754
2023-03-13,324.7430036173404
2023-03-14,325.6803737335005
2023-03-15,323.4396136317815
2023-03-16,314.72187665462536
2023-03-17,315.261600766952
2023-03-20,315.78375553195576
2023-03-21,320.3139995707145
2023-03-22,306.2254147070254
2023-03-23,314.15716313435365
2023-03-24,316.45343472345553
2023-03-27,321.8383630961419
2023-03-28,307.8090105719362
2023-03-29,292.62861116269863
2023-03-30,294.99366082763555
2023-03-31,288.0790699267641
2023-04-03,278.98057992318456
2023-04-04,286.3845193136751
2023-04-05,285.3386575176028
2023-04-06,281.29187771795665
2023-04-07,284.44032413910804
2023-04-10,274.6450543283424
2023-04-11,265.1546340905024
2023-04-12,281.89762288253286
2023-04-13,273.07335511257526
2023-04-14,292.26967208777256
2023-04-17,300.37804355717356
2023-04-18,285.7258214214688
2023-04-19,290.0756976864265
2023-04-20,288.04420945081614
2023-04-21,285.5894006489247
2023-04-24,285.57274937229215
2023-04-25,293.5470134341735
2023-04-26,289.23207875443643
2023-04-27,307.3637029013564
2023-04-28,303.74041031455124
2023-05-01,319.3500048701742
2023-05-02,312.84728266016646
2023-05-03,311.4435643006992
2023-05-04,297.7038110974475
2023-05-05,295.67968670741243
2023-05-08,294.3645371125757
2023-05-09,295.2654869673471
2023-05-10,310.0102754788231
2023-05-11,300.1154623013582
2023-05-12,306.64836481865245
2023-05-15,310.4015642061927
2023-05-16,321.61535533286434
2023-05-17,332.6751558931631
2023-05-18,343.5726557817495
2023-05-19,334.02978650257415
2023-05-22,324.8964438252018
2023-05-23,308.1990936206694
2023-05-24,311.45344737354367
2023-05-25,319.8876747966656
2023-05-26,330.70314193064814
2023-05-29,325.5902055545195
2023-05-30,335.00714552906965
2023-05-31,339.43501536123676
2023-06-01,358.1639942217913
2023-06-02,347.7027866446787
2023-06-05,337.6409248157671
2023-06-06,347.2639321064894
2023-06-07,350.3783113060449
2023-06-08,352.3127237715367
2023-06-09,345.6003961004641
2023-06-12,342.9141596686462
2023-06-13,342.746226263996
2023-06-14,343.7414937392987
2023-06-15,331.3322280123528
2023-06-16,340.071325987721
2023-06-19,341.9702001937441
2023-06-20,346.4576796670753
2023-06-21,349.9795191089555
2023-06-22,342.50364817455915
2023-06-23,351.1588189418829
2023-06-26,355.87103373231815
2023-06-27,349.98118652230306
2023-06-28,354.0063377795668
2023-06-29,370.28561074376506
2023-06-30,370.4729312673022
2023-07-03,377.8634062531073
2023-07-04,375.9666386903247
2023-07-05,356.92964627732886
2023-07-06,350.12457616364287
2023-07-07,345.5409229991631
2023-07-10,345.57690594967113
2023-07-11,339.6666528209981
2023-07-12,332.2640002028072
2023-07-13,328.1037597113389
2023-07-14,320.3912005827262
2023-07-17,322.25337228909734
2023-07-18,321.56237497357984
2023-07-19,308.4764883154768
2023-07-20,303.4733260286956
2023-07-21,306.9262569795054
2023-07-24,313.296778309802
2023-07-25,319.2234070982304
2023-07-26,324.1648685899069
2023-07-27,333.9078702755654
2023-07-28,338.64185966375624
2023-07-31,335.9184937364438
2023-08-01,337.07538158667444
2023-08-02,339.37493749636366
