Date,TGT
2020-12-10,287.96689889713684
2020-12-11,284.3187887378534
2020-12-14,279.4630191840092
2020-12-15,280.4528892563414
2020-12-16,285.26442172317286
2020-12-17,283.69749801872644
2020-12-18,286.10056177426395
2020-12-21,288.94685466000544
2020-12-22,291.451011100161
2020-12-23,289.3047363215847
2020-12-24,282.9667323108176
2020-12-25,284.6433957817477
2020-12-28,281.88195286144776
2020-12-29,283.2924722026759
2020-12-30,282.5077318234895
2020-12-31,281.69359827775264
2021-01-01,280.19502388159407
2021-01-04,284.9271824136455
2021-01-05,283.6868782582854
2021-01-06,282.80049408323896
2021-01-07,279.17108187564395
2021-01-08,280.87550012991613
2021-01-11,284.22678734103806
2021-01-12,281.64973663985523
2021-01-13,286.6714856049501
2021-01-14,288.02533711497
2021-01-15,289.4053651162607
2021-01-18,289.6325657585071
2021-01-19,288.4801827335953
2021-01-20,284.0153512890363
2021-01-21,288.1077520353936
2021-01-22,293.61642094097624
2021-01-25,291.0825964137401
2021-01-26,290.82843472387503
2021-01-27,287.0865532322064
2021-01-28,282.81459673299076
2021-01-29,277.82299671893617
2021-02-01,281.1835315767938
2021-02-02,282.00324286666546
2021-02-03,282.35751728115855
2021-02-04,285.705225763834
2021-02-05,290.42390130101796
2021-02-08,291.9645845369596
2021-02-09,288.1506428083938
2021-02-10,292.64903495234233
2021-02-11,289.18988027670235
2021-02-12,288.2390198200981
2021-02-15,291.26096290729777
2021-02-16,290.6880857213314
2021-02-17,290.9613321790401
2021-02-18,290.7911006390949
2021-02-19,289.9032642205444
2021-02-22,288.2791933871942
2021-02-23,287.7547991086404
2021-02-24,287.1045835373293
2021-02-25,286.53722451479456
2021-02-26,287.3550338793217
2021-03-01,288.9218620187511
2021-03-02,292.618433927531
2021-03-03,296.41633705839035
2021-03-04,302.87540241903
2021-03-05,306.9195729377729
2021-03-08,306.5145349066324
2021-03-09,305.10241392129353
2021-03-10,307.1997903806714
2021-03-11,312.06573884880476
2021-03-12,313.3322088895954
2021-03-15,312.7290166549024
2021-03-16,313.8519256545327
2021-03-17,311.9814531927788
2021-03-18,309.405891075515
2021-03-19,309.82983443324815
2021-03-22,309.9247814513612
2021-03-23,313.57341673683845
2021-03-24,316.9184289043718
2021-03-25,313.900053447546
2021-03-26,314.93151332830473
2021-03-29,312.31160270951784
2021-03-30,314.90309656907675
2021-03-31,310.6847907855278
2021-04-01,304.7465120098939
2021-04-02,303.0608993754707
2021-04-05,305.7756383329204
2021-04-06,312.9682731120608
2021-04-07,316.8519620195815
2021-04-08,325.1851464144141
2021-04-09,325.2913726038415
2021-04-12,325.3316505296867
2021-04-13,323.4291768080547
2021-04-14,319.2262242366177
2021-04-15,318.5138208167031
2021-04-16,317.17112222028743
2021-04-19,322.22817234683487
2021-04-20,322.04952556154547
2021-04-21,321.1364379394626
2021-04-22,320.5775475370921
2021-04-23,319.6322855040514
2021-04-26,318.0301682571547
2021-04-27,313.2151151504738
2021-04-28,315.845400489107
2021-04-29,311.63468889242813
2021-04-30,313.1554342923842
2021-05-03,315.9046718715279
2021-05-04,312.8678358980677
2021-05-05,314.50055753372015
2021-05-06,313.48323733191995
2021-05-07,306.0572652118297
2021-05-10,305.00291643173625
2021-05-11,304.9887699681386
2021-05-12,302.3783762450773
2021-05-13,304.67856895036135
2021-05-14,306.39705391223714
2021-05-17,307.2091973938754
2021-05-18,305.31147649877454
2021-05-19,300.2664791098171
2021-05-20,296.323107094211
2021-05-21,292.5779881971738
2021-05-24,293.5377850090605
2021-05-25,293.40623032618413
2021-05-26,294.82663034547284
2021-05-27,297.58974063001676
2021-05-28,299.5539584261781
2021-05-31,304.09032517875863
2021-06-01,307.2420371299727
2021-06-02,303.22679443283164
2021-06-03,306.8212294158172
2021-06-04,306.37475554993125
2021-06-07,305.34496546972304
2021-06-08,303.4062930481738
2021-06-09,300.6999023235699
2021-06-10,302.4460787052682
2021-06-11,304.7136815759968
2021-06-14,301.07987812425245
2021-06-15,299.53354374390364
2021-06-16,302.6453797635688
2021-06-17,300.8421218029309
2021-06-18,300.36066585731606
2021-06-21,299.3379586360084
2021-06-22,301.22357778274073
2021-06-23,304.36376742261933
2021-06-24,311.3307627496643
2021-06-25,313.9902031351981
2021-06-28,318.14133352851013
2021-06-29,318.8132701730175
2021-06-30,315.3641784948439
2021-07-01,315.7875698676902
2021-07-02,311.3240484133933
2021-07-05,310.71265875613267
2021-07-06,307.64707938407213
2021-07-07,312.3449352822974
2021-07-08,307.6081898647228
2021-07-09,310.2322180557495
2021-07-12,315.0550397890176
2021-07-13,310.91722170414397
2021-07-14,315.15571104121136
2021-07-15,314.78212028115115
2021-07-16,313.4747796492094
2021-07-19,314.6112136946253
2021-07-20,316.2216835468114
2021-07-21,315.78941893068753
2021-07-22,317.68432494952486
2021-07-23,319.96802598203914
2021-07-26,320.58539992034474
2021-07-27,331.9933919870592
2021-07-28,328.4122417143846
2021-07-29,330.23244080004577
2021-07-30,327.51564443037665
2021-08-02,322.33296116732936
2021-08-03,321.0250221760742
2021-08-04,323.8193877086601
2021-08-05,332.6613633442353
2021-08-06,334.0733654800536
2021-08-09,341.0650728587215
2021-08-10,344.78804287050355
2021-08-11,342.47809606955303
2021-08-12,344.0757492745922
2021-08-13,343.80065855043983
2021-08-16,346.4721733269886
2021-08-17,348.8668382589244
2021-08-18,349.69545118494955
2021-08-19,352.0207963866018
2021-08-20,347.5655572768529
2021-08-23,347.44361727109805
2021-08-24,344.5799900838094
2021-08-25,348.31495213287286
2021-08-26,343.948297921051
2021-08-27,342.08518499962724
2021-08-30,345.167902674631
2021-08-31,351.68126234384243
2021-09-01,355.6952631016732
2021-09-02,353.9463050411784
2021-09-03,346.5618946175327
2021-09-06,348.37982122488927
2021-09-07,344.5052906423847
2021-09-08,345.9967425254106
2021-09-09,344.45530003945987
2021-09-10,339.64792732697384
2021-09-13,340.24006942618627
2021-09-14,336.9204417096764
2021-09-15,334.5962125301439
2021-09-16,339.4435487553804
2021-09-17,351.4517262827261
2021-09-20,350.04344811319476
2021-09-21,355.2447478282901
2021-09-22,365.7162240436879
2021-09-23,366.90623788470407
2021-09-24,362.7857484031459
2021-09-27,365.91081146078767
2021-09-28,370.3879168852067
2021-09-29,375.914236943663
2021-09-30,371.2783959932384
2021-10-01,363.60905420182485
2021-10-04,365.39661512523423
2021-10-05,354.98499109699213
2021-10-06,356.92238145314775
2021-10-07,360.1210622403338
2021-10-08,370.17163156831066
2021-10-11,375.2360550698045
2021-10-12,380.71506230522493
2021-10-13,379.41063856886
2021-10-14,380.79810013011627
2021-10-15,386.3118434012753
2021-10-18,378.54097701627575
2021-10-19,383.5278908809572
2021-10-20,389.20506890234725
2021-10-21,391.5924810192807
2021-10-22,390.809195772937
2021-10-25,389.99337322290074
2021-10-26,390.01248456215114
2021-10-27,392.46912017145917
2021-10-28,391.16182579139314
2021-10-29,393.55414833117396
2021-11-01,397.17608237955204
2021-11-02,396.75111747173713
2021-11-03,388.86870704216705
2021-11-04,383.95794581884803
2021-11-05,387.74883973600544
2021-11-08,401.12987250764877
2021-11-09,401.4968766050773
2021-11-10,398.40597169194217
2021-11-11,400.3809865556848
2021-11-12,394.2542274020966
2021-11-15,399.5084497609379
2021-11-16,400.1339769631846
2021-11-17,407.6248330160064
2021-11-18,402.74436018797803
2021-11-19,411.4583115466627
2021-11-22,414.18239930258005
2021-11-23,411.9180527801065
2021-11-24,418.6428574142943
2021-11-25,420.9296663817361
2021-11-26,419.592822317063
2021-11-29,424.2193633173164
2021-11-30,421.2566192203798
2021-12-01,418.73597216239244
2021-12-02,418.4338474736696
2021-12-03,421.13279717217193
2021-12-06,424.4034757208684
2021-12-07,423.8074937556181
2021-12-08,419.00915316736894
2021-12-09,425.978665911134
2021-12-10,425.8977405564755
2021-12-13,429.1746314928819
2021-12-14,424.8345301967351
2021-12-15,425.3639786137642
2021-12-16,437.97815901283633
2021-12-17,438.7371668781103
2021-12-20,440.46513918569127
2021-12-21,449.9721870524396
2021-12-22,454.0765658918184
2021-12-23,444.78856072108294
2021-12-24,442.4931820361192
2021-12-27,443.04105340461945
2021-12-28,443.83956507479513
2021-12-29,449.2043226820055
2021-12-30,451.1492607622917
2021-12-31,450.24521150622394
2022-01-03,449.9504670306895
2022-01-04,457.33434001417726
2022-01-05,457.98391464084955
2022-01-06,460.7514830890616
2022-01-07,467.16114412584113
2022-01-10,463.36810542098004
2022-01-11,462.1146076294878
2022-01-12,454.0799500467758
2022-01-13,451.9538215691206
2022-01-14,454.06564519241874
2022-01-17,456.5965335217386
2022-01-18,461.5237395569203
2022-01-19,465.9873778175659
2022-01-20,474.66161379750395
2022-01-21,473.8914414880107
2022-01-24,459.87024519031155
2022-01-25,460.932007025791
2022-01-26,464.67675778573005
2022-01-27,459.02398794387614
2022-01-28,461.8012720637351
2022-01-31,453.1885733926815
2022-02-01,449.98084350816873
2022-02-02,450.18133475281417
2022-02-03,447.8099477097381
2022-02-04,442.21404874283036
2022-02-07,439.67581990577446
2022-02-08,434.15714080822
2022-02-09,436.5802709083158
2022-02-10,440.9112556273529
2022-02-11,431.76014810636013
2022-02-14,435.88245624394375
2022-02-15,435.9312622698076
2022-02-16,449.37495732607124
2022-02-17,452.3376534337641
2022-02-18,456.1031207153118
2022-02-21,459.1926965821264
2022-02-22,455.2181274615461
2022-02-23,454.75348643645555
2022-02-24,451.0294743974229
2022-02-25,453.6089961544402
2022-02-28,449.40819371399357
2022-03-01,452.4083367353727
2022-03-02,453.8192680180891
2022-03-03,460.78565091436957
2022-03-04,460.730071771137
2022-03-07,458.72281031016337
2022-03-08,453.6616903961117
2022-03-09,453.7681824959858
2022-03-10,453.83517218447633
2022-03-11,450.3672190744923
2022-03-14,448.79488315828957
2022-03-15,458.8776737481025
2022-03-16,454.56875142823117
2022-03-17,451.95616587082156
2022-03-18,461.7656314500473
2022-03-21,458.3781023145097
2022-03-22,448.5754494619073
2022-03-23,452.28702341745424
2022-03-24,454.452530654229
2022-03-25,452.60715493531046
2022-03-28,454.2640523366771
2022-03-29,448.73663619560057
2022-03-30,461.31425272391425
2022-03-31,464.84008939725146
2022-04-01,468.54234001708755
2022-04-04,473.4823505096487
2022-04-05,478.66875332461495
2022-04-06,467.82136686582805
2022-04-07,471.45962587523286
2022-04-08,480.12462835510996
2022-04-11,479.15544282252057
2022-04-12,477.17114793872
2022-04-13,473.3851232288434
2022-04-14,472.8885086341159
2022-04-15,474.5604341679744
2022-04-18,474.1009341774736
2022-04-19,473.8932334867202
2022-04-20,472.06171704364436
2022-04-21,471.26435160749736
2022-04-22,471.87557857817853
2022-04-25,475.6114281758579
2022-04-26,479.5609874802011
2022-04-27,474.2668002927189
2022-04-28,469.13646099698343
2022-04-29,464.8494622254564
2022-05-02,462.8353526318194
2022-05-03,464.96017270092244
2022-05-04,462.76231468169624
2022-05-05,460.6996418542447
2022-05-06,458.1224735180216
2022-05-09,465.54030060476725
2022-05-10,463.6408606894659
2022-05-11,462.7998132386198
2022-05-12,459.26934048698274
2022-05-13,454.9925265451022
2022-05-16,461.24210865789036
2022-05-17,459.64783121990195
2022-05-18,466.3193684809296
2022-05-19,471.69209834033467
2022-05-20,472.484850873423
2022-05-23,482.3233679600719
2022-05-24,481.60347219643575
2022-05-25,492.4091675609905
2022-05-26,499.7702064120918
2022-05-27,506.86843839753055
2022-05-30,512.4068464756019
2022-05-31,513.2201469215711
2022-06-01,512.5696593912827
2022-06-02,515.8413444791264
2022-06-03,525.1102257743944
2022-06-06,528.3207510898113
2022-06-07,537.8639128886517
2022-06-08,538.627836543685
2022-06-09,530.6503655588219
2022-06-10,519.5832097619154
2022-06-13,515.026219127158
2022-06-14,509.1994535852369
2022-06-15,508.9316606797693
2022-06-16,494.051212722048
2022-06-17,497.8013042966153
2022-06-20,497.30157995072966
2022-06-21,499.4458593441541
2022-06-22,500.1676725603532
2022-06-23,499.5978272954761
2022-06-24,496.44443675976856
2022-06-27,492.1800428202713
2022-06-28,492.57326270164197
2022-06-29,489.1684231986293
2022-06-30,490.69754707990893
2022-07-01,484.1985330341754
2022-07-04,481.1954872268862
2022-07-05,470.6462623090944
2022-07-06,473.07325260608826
2022-07-07,467.0505494640466
2022-07-08,461.4020133066812
2022-07-11,464.7082857199848
2022-07-12,457.6040444924106
2022-07-13,456.7322367083479
2022-07-14,460.6670483352148
2022-07-15,455.6773528671964
2022-07-18,455.96159287871455
2022-07-19,462.89826085095683
2022-07-20,467.59819836912055
2022-07-21,464.8817247513889
2022-07-22,465.0672906181088
2022-07-25,466.17070337879335
2022-07-26,473.38749645763784
2022-07-27,484.21914798924354
2022-07-28,480.5337700809813
2022-07-29,484.97457826004603
2022-08-01,481.8597255079003
2022-08-02,473.7000685799665
2022-08-03,462.68921930237
2022-08-04,449.1085002747615
2022-08-05,450.4957501618808
2022-08-08,445.53735819216706
2022-08-09,447.503112042739
2022-08-10,447.6369839532579
2022-08-11,440.5628539789958
2022-08-12,438.04707257958296
2022-08-15,445.3988112371001
2022-08-16,454.6332650481815
2022-08-17,463.11714377410595
2022-08-18,462.24967639670484
2022-08-19,472.79865576144203
2022-08-22,476.29162509304064
2022-08-23,468.09018007849517
2022-08-24,471.3933102947499
2022-08-25,470.98351467965256
2022-08-26,468.85185353282577
2022-08-29,466.86864189952365
2022-08-30,475.2994524066467
2022-08-31,478.5546842481159
2022-09-01,484.7409030728014
2022-09-02,480.9480950448582
2022-09-05,480.53804088214576
2022-09-06,483.90077084639523
2022-09-07,481.0222876709703
2022-09-08,485.96834306122105
2022-09-09,479.9954509757491
2022-09-12,475.7912168817223
2022-09-13,476.8899344846118
2022-09-14,468.5645612057783
2022-09-15,465.2010975550162
2022-09-16,462.7487489977543
2022-09-19,460.180425452573
2022-09-20,465.6240427122852
2022-09-21,465.66707766308343
2022-09-22,466.9349198863228
2022-09-23,464.43104100359943
2022-09-26,460.1198114582257
2022-09-27,457.66068404221335
2022-09-28,455.87460875184684
2022-09-29,454.5651877927316
2022-09-30,461.87852009406885
2022-10-03,463.0615907639051
2022-10-04,469.706935102836
2022-10-05,464.6459814791298
2022-10-06,476.51618372363635
2022-10-07,471.91798300777646
2022-10-10,471.8578865773669
2022-10-11,470.95051902002484
2022-10-12,477.05340988113335
2022-10-13,481.21559464467094
2022-10-14,474.5991323172953
2022-10-17,472.2492866558889
2022-10-18,468.8859043708714
2022-10-19,470.9730693157665
2022-10-20,461.49683806716183
2022-10-21,462.2579944007157
2022-10-24,463.2171098889249
2022-10-25,462.5821387348018
2022-10-26,472.4249132303024
2022-10-27,469.9387462143529
2022-10-28,474.2268926771668
2022-10-31,475.9001541561009
2022-11-01,479.94644952699514
2022-11-02,474.6899434310852
2022-11-03,466.32991165642517
2022-11-04,463.26069805390586
2022-11-07,461.26252603184497
2022-11-08,464.9504892330229
2022-11-09,463.7615253345028
2022-11-10,463.9309112994911
2022-11-11,460.4301208840127
2022-11-14,457.1493205173641
2022-11-15,446.72169010240873
2022-11-16,442.98174274106094
2022-11-17,438.326870092482
2022-11-18,434.7328106234603
2022-11-21,435.74096112337384
2022-11-22,436.79192321115164
2022-11-23,434.1019746094141
2022-11-24,435.08010532694885
2022-11-25,435.7799855736707
2022-11-28,438.00551169307295
2022-11-29,433.1555934732084
2022-11-30,432.00807073353155
2022-12-01,439.86035983714055
2022-12-02,439.2404724456322
2022-12-05,442.73101853313403
2022-12-06,441.0330596992147
2022-12-07,443.7475605663926
2022-12-08,450.0978893987807
2022-12-09,456.44249900126266
2022-12-12,455.9176192464279
2022-12-13,454.4315673815916
2022-12-14,459.0640942056872
2022-12-15,453.75668027533544
2022-12-16,451.90745028565294
2022-12-19,454.6574349339139
2022-12-20,447.29906461164643
2022-12-21,453.3320247657049
2022-12-22,454.3047082653405
2022-12-23,445.4949480363437
2022-12-26,446.738464243321
2022-12-27,449.9902066554286
2022-12-28,446.2100254460733
2022-12-29,454.90217663466336
2022-12-30,450.1575968573266
2023-01-02,449.7584443112655
2023-01-03,454.6425327557128
2023-01-04,454.6450941531692
2023-01-05,468.5507965902678
2023-01-06,467.5940383616052
2023-01-09,471.0014768537098
2023-01-10,470.9221071039988
2023-01-11,474.65059289694153
2023-01-12,468.3978596357068
2023-01-13,479.50105028499047
2023-01-16,474.95701928986995
2023-01-17,470.3125129067078
2023-01-18,472.9423558130749
2023-01-19,479.6185242800122
2023-01-20,487.2560339276492
2023-01-23,489.2358502912232
2023-01-24,494.2941756851822
2023-01-25,497.2740877149845
2023-01-26,501.0397200826595
2023-01-27,507.11616841524796
2023-01-30,514.0208045212981
2023-01-31,518.3579655504958
2023-02-01,507.62456727697025
2023-02-02,504.5712602696358
2023-02-03,503.4691575015625
2023-02-06,495.6864086560481
2023-02-07,498.4046194396736
2023-02-08,499.3039100563031
2023-02-09,506.77570084099057
2023-02-10,506.5291971383497
2023-02-13,510.0411244148235
2023-02-14,513.2986887252946
2023-02-15,511.6187219740434
2023-02-16,509.52770982825876
2023-02-17,519.659448127025
2023-02-20,507.36377911854623
2023-02-21,508.40029326424434
2023-02-22,504.63896064692045
2023-02-23,506.61707007188096
2023-02-24,499.9567090537118
2023-02-27,491.05149543760115
2023-02-28,488.9385650987571
2023-03-01,492.2129500776146
2023-03-02,492.5483229409003
2023-03-03,494.07908423495286
2023-03-06,496.4262575783736
2023-03-07,491.7621694236706
2023-03-08,490.4149147306223
2023-03-09,484.15815125984955
2023-03-10,488.22142557677785
2023-03-13,489.1728053756063
2023-03-14,483.75966366506583
2023-03-15,484.66181641116003
2023-03-16,482.8610671578662
2023-03-17,485.6128552576148
2023-03-20,479.80514220734676
2023-03-21,489.00796168410375
2023-03-22,485.9662912951696
2023-03-23,484.04195005473616
2023-03-24,489.71130437713686
2023-03-27,489.8344290108484
2023-03-28,493.9695364904123
2023-03-29,488.60064666576113
2023-03-30,483.0772434330746
2023-03-31,484.19402680769974
2023-04-03,478.1593395649711
2023-04-04,472.89850279940924
2023-04-05,476.7843328595909
2023-04-06,472.45444651619283
2023-04-07,486.3526786332307
2023-04-10,494.60794802753725
2023-04-11,487.74257135919817
2023-04-12,490.9197700965843
2023-04-13,488.1936130340513
2023-04-14,487.1365630527995
2023-04-17,489.2511942390772
2023-04-18,478.62269200523895
2023-04-19,469.66024046436917
2023-04-20,476.54788085830575
2023-04-21,476.28743170362014
2023-04-24,480.16232777655745
2023-04-25,485.95474400963076
2023-04-26,487.5803974665369
2023-04-27,496.6113558442769
2023-04-28,493.96222248031876
2023-05-01,492.3313199905666
2023-05-02,493.38677206339406
2023-05-03,498.5547227467979
2023-05-04,508.44222224666515
2023-05-05,499.2583794346804
2023-05-08,498.20364793474795
2023-05-09,492.6732709766897
2023-05-10,497.84662780378716
2023-05-11,501.0073053736359
2023-05-12,497.2451839575783
2023-05-15,495.323543276338
2023-05-16,486.8319880908194
2023-05-17,488.3512083467116
2023-05-18,494.695141257646
2023-05-19,490.99412011192305
2023-05-22,497.8137420315025
2023-05-23,492.57047868735077
2023-05-24,489.718827616379
2023-05-25,499.4825033750486
2023-05-26,507.1973348931029
2023-05-29,507.50783064710714
2023-05-30,507.77026467076047
2023-05-31,511.42404988438886
2023-06-01,502.8823469301289
2023-06-02,507.9379929716981
2023-06-05,494.07223887403075
2023-06-06,494.1161248491244
2023-06-07,497.79146697506025
2023-06-08,502.72782129118593
2023-06-09,502.6985319116746
2023-06-12,497.75810026566046
2023-06-13,497.98062779572905
2023-06-14,492.3976933559489
2023-06-15,503.49470608563536
2023-06-16,509.05032409022874
2023-06-19,514.0910912432935
2023-06-20,524.9848985328513
2023-06-21,520.424771764748
2023-06-22,528.1561306359142
2023-06-23,534.219671769631
2023-06-26,535.6839603058645
2023-06-27,529.8995712832618
2023-06-28,514.7986542647124
2023-06-29,508.83017428765066
2023-06-30,512.8760030956306
2023-07-03,515.1551992144522
2023-07-04,501.14624979084704
2023-07-05,500.0424890800446
2023-07-06,494.78443971571494
2023-07-07,491.0232718156695
2023-07-10,482.94485465317666
2023-07-11,479.89008899622934
2023-07-12,467.4633083139844
2023-07-13,479.2659118036961
2023-07-14,474.62940757196606
2023-07-17,471.36735197210453
2023-07-18,470.0626960175346
2023-07-19,471.3488460769082
2023-07-20,473.05669923149776
2023-07-21,466.145222702074
2023-07-24,465.9698172594748
2023-07-25,466.1399436521419
2023-07-26,458.75097282333695
2023-07-27,459.7464126693101
2023-07-28,468.47559576855775
2023-07-31,469.40528740233253
2023-08-01,469.03057268204793
2023-08-02,472.16230233722456
