Date,DVN
2021-03-12,93.74801473530096
2021-03-15,92.53715354691394
2021-03-16,90.64629458248861
2021-03-17,91.51807712065175
2021-03-18,90.69073161196447
2021-03-19,92.1059919930373
2021-03-22,90.76112396021135
2021-03-23,90.07052557599408
2021-03-24,92.28353630395644
2021-03-25,91.72899533222122
2021-03-26,93.12662562701628
2021-03-29,94.84231015503052
2021-03-30,92.35384962795851
2021-03-31,91.52154186462961
2021-04-01,91.29794298974664
2021-04-02,91.63211917875287
2021-04-05,91.44053148223453
2021-04-06,91.05387650526896
2021-04-07,90.3441969723199
2021-04-08,92.27789914713394
2021-04-09,90.64390379065894
2021-04-12,91.45244339655311
2021-04-13,89.70597184503896
2021-04-14,89.45237884405383
2021-04-15,93.00212954839117
2021-04-16,92.14742946101882
2021-04-19,91.50009372587046
2021-04-20,91.89800135279562
2021-04-21,93.48130612580448
2021-04-22,93.31352744081275
2021-04-23,94.19426389348821
2021-04-26,94.35738406228562
2021-04-27,93.83569019783647
2021-04-28,92.94293986081415
2021-04-29,93.65759103434681
2021-04-30,93.96828485665941
2021-05-03,96.29319581459518
2021-05-04,95.54429886579946
2021-05-05,95.6297160506541
2021-05-06,96.8919818666696
2021-05-07,98.36007524013661
2021-05-10,97.51037609230225
2021-05-11,98.38401021226221
2021-05-12,98.48360371899436
2021-05-13,97.57116917005948
2021-05-14,97.35523433523079
2021-05-17,97.04214917627282
2021-05-18,96.96524052291089
2021-05-19,98.4916344296546
2021-05-20,98.05916902472036
2021-05-21,98.2976731627232
2021-05-24,97.82286665479559
2021-05-25,97.23254719804767
2021-05-26,98.66178937623202
2021-05-27,99.08978394277683
2021-05-28,98.95216874077424
2021-05-31,97.70514301285735
2021-06-01,97.72331564859421
2021-06-02,98.9946626268962
2021-06-03,98.34469332589751
2021-06-04,97.86601981682051
2021-06-07,97.93381319068091
2021-06-08,97.14476906903998
2021-06-09,97.93191270971815
2021-06-10,97.21915320873161
2021-06-11,96.73328594688775
2021-06-14,97.54831437646054
2021-06-15,96.06478696425141
2021-06-16,94.87851909518186
2021-06-17,95.33818910427904
2021-06-18,96.94079522803948
2021-06-21,97.52633620267645
2021-06-22,100.1188426101386
2021-06-23,100.54872861161763
2021-06-24,103.03263749362934
2021-06-25,103.71228903532867
2021-06-28,105.33289263929274
2021-06-29,104.69751762636828
2021-06-30,103.63904302252234
2021-07-01,104.3094926093083
2021-07-02,104.13651070474747
2021-07-05,102.70708255413706
2021-07-06,100.71267368532183
2021-07-07,102.45379766192848
2021-07-08,103.57669399229579
2021-07-09,103.20459823340073
2021-07-12,102.20165257595717
2021-07-13,101.71773760547966
2021-07-14,99.97059059533171
2021-07-15,100.21333180086079
2021-07-16,101.6644246271164
2021-07-19,100.96831208206659
2021-07-20,102.62387649335
2021-07-21,100.24368179209327
2021-07-22,99.7246775801458
2021-07-23,98.48859285885501
2021-07-26,99.60114943979791
2021-07-27,98.28875943219026
2021-07-28,100.84524746093999
2021-07-29,101.04687880006743
2021-07-30,99.3708532613771
2021-08-02,98.07903160063113
2021-08-03,96.54530872084833
2021-08-04,94.4397508253317
2021-08-05,94.66963239263087
2021-08-06,95.62811932606732
2021-08-09,97.2420132389106
2021-08-10,98.69921427580695
2021-08-11,99.10515463846336
2021-08-12,99.04598085812798
2021-08-13,98.64224163430617
2021-08-16,94.91162952876569
2021-08-17,93.32770297254406
2021-08-18,93.62881989429616
2021-08-19,94.76142073975254
2021-08-20,97.03517899161007
2021-08-23,95.55859881870246
2021-08-24,97.154155347348
2021-08-25,96.39098383327111
2021-08-26,96.45761625606357
2021-08-27,97.7223816153328
2021-08-30,98.05510888630394
2021-08-31,96.80190034507169
2021-09-01,98.4716299353464
2021-09-02,99.49146660254372
2021-09-03,99.52290749106095
2021-09-06,95.8721237419486
2021-09-07,94.4772672327313
2021-09-08,94.36612875467004
2021-09-09,91.7107733950744
2021-09-10,93.25781207768847
2021-09-13,93.88775480115606
2021-09-14,91.20963495025693
2021-09-15,90.69160827947132
2021-09-16,91.05677907289387
2021-09-17,88.62557804091594
2021-09-20,88.6688927668707
2021-09-21,88.9938418321947
2021-09-22,88.25365275859076
2021-09-23,88.54819622775966
2021-09-24,86.72375786174173
2021-09-27,88.97402058297253
2021-09-28,88.10114493045921
2021-09-29,86.83612564532179
2021-09-30,86.31975920886393
2021-10-01,86.33897719116497
2021-10-04,85.89400252804573
2021-10-05,87.32953408347353
2021-10-06,89.6741129644163
2021-10-07,91.38381318462105
2021-10-08,90.6008173591894
2021-10-11,89.67403264302578
2021-10-12,89.195905451713
2021-10-13,88.81669516055281
2021-10-14,86.4160449806629
2021-10-15,85.05209843502035
2021-10-18,83.88011534185576
2021-10-19,84.53809742642181
2021-10-20,83.49562380105796
2021-10-21,82.02797368833362
2021-10-22,82.47927483463171
2021-10-25,82.00851142241123
2021-10-26,81.96591474646229
2021-10-27,80.54867264750285
2021-10-28,79.74570574440371
2021-10-29,79.82873825332628
2021-11-01,80.50726900423805
2021-11-02,78.5317797231693
2021-11-03,78.46521517155605
2021-11-04,78.40999731485859
2021-11-05,78.71832826132764
2021-11-08,80.22359425833285
2021-11-09,77.59275857744905
2021-11-10,75.34111618890051
2021-11-11,76.48607881272055
2021-11-12,76.49861753051223
2021-11-15,76.73224041244379
2021-11-16,76.06769623136593
2021-11-17,76.95242725166787
2021-11-18,76.49582241259655
2021-11-19,77.4947050992776
2021-11-22,75.81491980922297
2021-11-23,76.52155936387693
2021-11-24,75.5337777942904
2021-11-25,75.44394590465036
2021-11-26,75.22389734200033
2021-11-29,74.80170335319907
2021-11-30,74.5615706554948
2021-12-01,73.47849849060246
2021-12-02,74.41785569477423
2021-12-03,74.32338701622511
2021-12-06,75.01440064358606
2021-12-07,74.21837727385963
2021-12-08,73.28295664957969
2021-12-09,73.62429285563734
2021-12-10,74.29225195850393
2021-12-13,75.59277124100154
2021-12-14,74.4891032326407
2021-12-15,74.7179705292307
2021-12-16,73.572704591888
2021-12-17,71.50476346661877
2021-12-20,72.29878090759804
2021-12-21,71.21293375178205
2021-12-22,71.58015778603554
2021-12-23,70.4412323254262
2021-12-24,69.24066296542131
2021-12-27,68.91058283943464
2021-12-28,68.98415363001081
2021-12-29,69.88903484891362
2021-12-30,70.41448019774838
2021-12-31,71.00551473418444
2022-01-03,71.19344954044091
2022-01-04,69.6798696869283
2022-01-05,67.40091593485049
2022-01-06,67.26215744730527
2022-01-07,67.25702558059992
2022-01-10,65.93683937668946
2022-01-11,63.97972843770034
2022-01-12,63.58595423524576
2022-01-13,64.7654765521101
2022-01-14,63.738056068477995
2022-01-17,64.44892244826544
2022-01-18,63.89866023075776
2022-01-19,65.21050446777578
2022-01-20,65.35473300062249
2022-01-21,67.27302672723003
2022-01-24,66.98361912289697
2022-01-25,67.89198774011929
2022-01-26,68.68339443490117
2022-01-27,67.99234191095682
2022-01-28,66.71400823572824
2022-01-31,67.18062351181916
2022-02-01,68.09651567478582
2022-02-02,68.44148570693596
2022-02-03,68.3290697011433
2022-02-04,68.7587699026454
2022-02-07,69.86151690147922
2022-02-08,70.59980677137986
2022-02-09,72.72476953455332
2022-02-10,72.8752978881836
2022-02-11,71.55363039530798
2022-02-14,70.1492635735024
2022-02-15,70.26784350815024
2022-02-16,71.82866352106501
2022-02-17,70.51985086095459
2022-02-18,70.00171722434607
2022-02-21,70.03611126406392
2022-02-22,72.03529287309414
2022-02-23,71.34197304416288
2022-02-24,72.27899204536989
2022-02-25,71.02487976891365
2022-02-28,70.96214177251021
2022-03-01,68.92258789362712
2022-03-02,69.1370880117401
2022-03-03,67.77182870472807
2022-03-04,68.19416430841734
2022-03-07,66.86234546841621
2022-03-08,66.23730192044658
2022-03-09,67.52142316407806
2022-03-10,68.92748868163623
2022-03-11,70.3274161908353
2022-03-14,71.13063848829569
2022-03-15,71.51998493615672
2022-03-16,73.16895526250785
2022-03-17,73.07196771454234
2022-03-18,71.5492847116959
2022-03-21,72.12066236473213
2022-03-22,72.7213405522233
2022-03-23,73.08454466957849
2022-03-24,72.53182461271473
2022-03-25,71.0664017308366
2022-03-28,72.6102428980073
2022-03-29,73.68349182062951
2022-03-30,71.76875388348721
2022-03-31,70.95950280949103
2022-04-01,71.22485852015136
2022-04-04,72.86030356483968
2022-04-05,72.10011584569466
2022-04-06,73.33439359575675
2022-04-07,73.79431087964026
2022-04-08,73.23246219895303
2022-04-11,73.79774583106187
2022-04-12,72.97413411286162
2022-04-13,74.06920957942393
2022-04-14,73.45113034976549
2022-04-15,73.12090494768682
2022-04-18,72.9465766346086
2022-04-19,72.37748671543493
2022-04-20,72.19147379129635
2022-04-21,72.21482223509686
2022-04-22,74.21072290520787
2022-04-25,74.25503541778143
2022-04-26,73.95698664270446
2022-04-27,74.1134928617329
2022-04-28,72.30092400572792
2022-04-29,71.76359992095479
2022-05-02,72.37821671365913
2022-05-03,70.97248196617139
2022-05-04,68.69721364172254
2022-05-05,67.24394442086583
2022-05-06,66.50609783725346
2022-05-09,67.6960547424664
2022-05-10,67.3873858090034
2022-05-11,67.98384412797502
2022-05-12,69.09851169343025
2022-05-13,69.5808971030185
2022-05-16,68.78320877772465
2022-05-17,69.64529184715641
2022-05-18,68.73869754383189
2022-05-19,69.67030037797036
2022-05-20,69.39141051374195
2022-05-23,68.9862115232306
2022-05-24,68.56151772259066
2022-05-25,68.31102815136438
2022-05-26,66.79020676086145
2022-05-27,66.56371892769623
2022-05-30,66.18016818751222
2022-05-31,66.62581040349937
2022-06-01,67.32903385318548
2022-06-02,65.59063122181988
2022-06-03,65.54137241240527
2022-06-06,65.62405347460708
2022-06-07,65.89688493646318
2022-06-08,67.40623565819185
2022-06-09,67.66623003430942
2022-06-10,67.12688014688497
2022-06-13,68.13492050493122
2022-06-14,67.92269755955712
2022-06-15,68.01135216230159
2022-06-16,67.65923581252778
2022-06-17,67.94812697508127
2022-06-20,67.74029766084475
2022-06-21,68.1211772089785
2022-06-22,69.01613022977972
2022-06-23,69.8355687876753
2022-06-24,67.95255741528575
2022-06-27,68.22689810656516
2022-06-28,67.75468134971783
2022-06-29,68.54960973613368
2022-06-30,68.62413282567104
2022-07-01,68.75198207945522
2022-07-04,67.96485868581127
2022-07-05,69.7142992166033
2022-07-06,68.92833123207481
2022-07-07,69.47643470745066
2022-07-08,68.62159393851555
2022-07-11,70.61550740911312
2022-07-12,70.32788444964092
2022-07-13,71.20905941877778
2022-07-14,72.73549880806972
2022-07-15,72.8378333113332
2022-07-18,74.23979084833633
2022-07-19,75.02951611788741
2022-07-20,75.4070849862404
2022-07-21,76.53068603654422
2022-07-22,77.12932664878811
2022-07-25,75.07050680965274
2022-07-26,74.83006117456746
2022-07-27,73.3624926262381
2022-07-28,72.49520218708614
2022-07-29,71.36737567544259
2022-08-01,69.60670917708234
2022-08-02,69.46222178413225
2022-08-03,69.86833862944408
2022-08-04,69.4751450085749
2022-08-05,69.22406746622445
2022-08-08,69.46506334914642
2022-08-09,68.77339957589145
2022-08-10,68.44001315210905
2022-08-11,68.13028292663321
2022-08-12,68.69871420979904
2022-08-15,69.76947587001823
2022-08-16,69.42178299947939
2022-08-17,69.94790885521479
2022-08-18,69.80870311417509
2022-08-19,69.41488809638219
2022-08-22,68.64498420237219
2022-08-23,66.77341364019016
2022-08-24,64.25880063741559
2022-08-25,63.9386335540021
2022-08-26,64.15098419818919
2022-08-29,63.35208190387235
2022-08-30,64.84771948095403
2022-08-31,65.45002078667366
2022-09-01,65.3660865932109
2022-09-02,65.30993344692708
2022-09-05,66.04234447631394
2022-09-06,67.45186804234187
2022-09-07,66.46407537514533
2022-09-08,67.49496640910291
2022-09-09,68.27748587600631
2022-09-12,68.31556370134413
2022-09-13,67.71942740980876
2022-09-14,66.50570801349878
2022-09-15,65.43075380467704
2022-09-16,64.82558815190578
2022-09-19,63.02643337654556
2022-09-20,62.7167688071233
2022-09-21,63.390326984975786
2022-09-22,62.89925386467116
2022-09-23,61.5103458907407
2022-09-26,60.25624536252704
2022-09-27,60.69977173919516
2022-09-28,61.58650956887512
2022-09-29,60.71158732726992
2022-09-30,60.01630969274553
2022-10-03,59.51504150282608
2022-10-04,59.31287252923115
2022-10-05,60.48728095095747
2022-10-06,59.84933304815808
2022-10-07,59.993060687394774
2022-10-10,59.590605034465156
2022-10-11,58.35228582244406
2022-10-12,56.84617454511609
2022-10-13,55.350896070338294
2022-10-14,54.87126284421627
2022-10-17,55.18272388020505
2022-10-18,54.85594068552264
2022-10-19,55.47892671489506
2022-10-20,55.15811218259423
2022-10-21,54.73255945013764
2022-10-24,53.657170486583276
2022-10-25,53.60375285259397
2022-10-26,53.51058441187706
2022-10-27,52.83311875160938
2022-10-28,52.61765790066592
2022-10-31,52.708300118063846
2022-11-01,53.382309745466486
2022-11-02,53.29812877506263
2022-11-03,53.97587364239962
2022-11-04,54.78284052916992
2022-11-07,54.13823704077765
2022-11-08,56.00718927738682
2022-11-09,55.684719334115854
2022-11-10,57.10920879507625
2022-11-11,56.785991120620245
2022-11-14,56.38255468625577
2022-11-15,57.1446556247768
2022-11-16,57.20930741933003
2022-11-17,56.76045272127153
2022-11-18,57.505210895207206
2022-11-21,55.82634321831067
2022-11-22,58.03911958395391
2022-11-23,58.007996661035605
2022-11-24,57.48565312667344
2022-11-25,57.563728542581515
2022-11-28,57.96813052684179
2022-11-29,58.40761513809286
2022-11-30,58.17524236900773
2022-12-01,57.84925153514765
2022-12-02,57.29298519600695
2022-12-05,57.548641962896724
2022-12-06,58.67256127501655
2022-12-07,59.01784467743646
2022-12-08,58.860635611761374
2022-12-09,59.37079049648074
2022-12-12,59.956544061821226
2022-12-13,58.869496033188994
2022-12-14,58.23155553137307
2022-12-15,58.22774801836969
2022-12-16,57.3622600509901
2022-12-19,57.91734890597726
2022-12-20,57.714618532764895
2022-12-21,56.852198469176265
2022-12-22,56.23813857892298
2022-12-23,55.543857462548125
2022-12-26,55.05027423753239
2022-12-27,53.62038191247632
2022-12-28,53.90084459135019
2022-12-29,53.13762635051636
2022-12-30,53.7903032213962
2023-01-02,54.77098386794661
2023-01-03,53.81466097163227
2023-01-04,54.69081729836851
2023-01-05,55.88466530626087
2023-01-06,56.47054139957144
2023-01-09,56.02009541026805
2023-01-10,55.710021525202016
2023-01-11,55.22499938919702
2023-01-12,55.60979226986976
2023-01-13,55.17728662956253
2023-01-16,56.41677993806201
2023-01-17,56.43792260115802
2023-01-18,56.471426076466074
2023-01-19,56.33145742506807
2023-01-20,56.60114500132503
2023-01-23,55.66310447450578
2023-01-24,55.76951192294921
2023-01-25,56.759974110452355
2023-01-26,56.8025226531239
2023-01-27,56.960032238510834
2023-01-30,57.30805185940892
2023-01-31,58.095559518121036
2023-02-01,59.422656071844756
2023-02-02,60.1447019122237
2023-02-03,60.71686098275228
2023-02-06,59.47250720528765
2023-02-07,62.10604088659916
2023-02-08,63.09083874348741
2023-02-09,62.67017297075721
2023-02-10,63.33685882597822
2023-02-13,64.33361276950914
2023-02-14,64.82305054667647
2023-02-15,65.26187127106826
2023-02-16,66.79274429540195
2023-02-17,66.6271549679813
2023-02-20,67.00666715890172
2023-02-21,67.1934507676976
2023-02-22,67.88222644287036
2023-02-23,68.37152380426404
2023-02-24,68.81759988288826
2023-02-27,70.12007703577258
2023-02-28,69.02189858498421
2023-03-01,69.43768845286364
2023-03-02,71.21059501690907
2023-03-03,72.46090264663557
2023-03-06,71.59594992593702
2023-03-07,72.77116377550884
2023-03-08,72.53073592881802
2023-03-09,70.78060615732137
2023-03-10,71.41490549537673
2023-03-13,71.15771433323134
2023-03-14,71.67094561414144
2023-03-15,71.98992852305814
2023-03-16,72.69737786726918
2023-03-17,71.0971787071388
2023-03-20,70.97935209359578
2023-03-21,71.56124743925908
2023-03-22,72.12567976347957
2023-03-23,72.43857860353103
2023-03-24,71.75837695729221
2023-03-27,70.55595249565319
2023-03-28,70.57676298107106
2023-03-29,70.75486762767108
2023-03-30,71.08780167228149
2023-03-31,71.10910460527326
2023-04-03,70.7923652250497
2023-04-04,71.29673097510175
2023-04-05,70.13324115220998
2023-04-06,70.90456080433847
2023-04-07,71.74536346257234
2023-04-10,70.90606096003188
2023-04-11,71.14302242900165
2023-04-12,71.01211760846087
2023-04-13,70.30336276931114
2023-04-14,71.33361495952359
2023-04-17,71.57902568093841
2023-04-18,72.35707052806515
2023-04-19,71.26691817761755
2023-04-20,70.83029579111995
2023-04-21,69.58314283583816
2023-04-24,68.8830687327594
2023-04-25,68.13519624227673
2023-04-26,67.25302631868942
2023-04-27,66.35046349004965
2023-04-28,66.01953969239356
2023-05-01,65.44778235031822
2023-05-02,64.48293642843717
2023-05-03,63.87210565943739
2023-05-04,64.82337382938783
2023-05-05,65.70072184332102
2023-05-08,65.75067508638799
2023-05-09,65.67092772368379
2023-05-10,65.01215330660233
2023-05-11,65.80161796674577
2023-05-12,66.99754374718297
2023-05-15,66.98982681328579
2023-05-16,67.15696668139974
2023-05-17,66.92717608303522
2023-05-18,67.50875238045215
2023-05-19,68.10315818610145
2023-05-22,67.8588011357053
2023-05-23,66.61499364009609
2023-05-24,66.84447627574335
2023-05-25,68.43746611994207
2023-05-26,68.13989332279324
2023-05-29,70.02192962963635
2023-05-30,69.59980962396142
2023-05-31,70.4346335401517
2023-06-01,70.92270733922375
2023-06-02,69.76847213108023
2023-06-05,69.480198549868
2023-06-06,70.21518989344447
2023-06-07,70.57497456223686
2023-06-08,69.89988327553681
2023-06-09,71.9779521259505
2023-06-12,72.52859768041837
2023-06-13,73.01579309725118
2023-06-14,74.23425939906326
2023-06-15,73.28079586177591
2023-06-16,70.6021281282616
2023-06-19,69.25032102843055
2023-06-20,69.29720047014898
2023-06-21,69.94002162506337
2023-06-22,69.07273196883291
2023-06-23,70.98298357461938
2023-06-26,71.58395529168291
2023-06-27,70.46468686908958
2023-06-28,69.95441487227447
2023-06-29,69.33899850253574
2023-06-30,67.69241981867553
2023-07-03,69.0181433458517
2023-07-04,69.24941519341992
2023-07-05,67.33460473149192
2023-07-06,67.39911297698616
2023-07-07,67.85332375449678
2023-07-10,68.09354303133587
2023-07-11,68.35311862524541
2023-07-12,68.56833567486775
2023-07-13,69.1253331583348
2023-07-14,69.51648995016319
2023-07-17,69.34248307700247
2023-07-18,70.22535098823258
2023-07-19,70.6383008455678
2023-07-20,70.54619771233523
2023-07-21,68.74883169778624
2023-07-24,70.66601227544572
2023-07-25,71.33457404726664
2023-07-26,73.08730714697342
2023-07-27,72.30389470423543
