Date,DHR
2020-06-16,109.33607499697361
2020-06-17,109.85152344392061
2020-06-18,111.9930977945245
2020-06-19,109.39472053811916
2020-06-22,114.62615595035918
2020-06-23,117.3236538597676
2020-06-24,115.9855525521343
2020-06-25,118.64945704518564
2020-06-26,119.85790976251289
2020-06-29,117.51871434195502
2020-06-30,117.77991354184394
2020-07-01,115.72473892426238
2020-07-02,115.68184574397921
2020-07-03,114.30897309774349
2020-07-06,117.08701189890381
2020-07-07,114.81476284130918
2020-07-08,117.1887333895604
2020-07-09,116.15390198930282
2020-07-10,119.15148763475588
2020-07-13,119.60079071018271
2020-07-14,119.2429828699363
2020-07-15,116.4194802892499
2020-07-16,117.58428646691755
2020-07-17,115.15863897019297
2020-07-20,119.87776501686358
2020-07-21,121.74520896242272
2020-07-22,118.19039390062696
2020-07-23,111.32137737032379
2020-07-24,112.30110490316459
2020-07-27,111.00160275893437
2020-07-28,113.2778549062015
2020-07-29,112.55002743222639
2020-07-30,114.78085179859514
2020-07-31,114.68666238470912
2020-08-03,118.92386211537953
2020-08-04,117.7844962041041
2020-08-05,121.95957476454899
2020-08-06,120.96964448667502
2020-08-07,123.81025630929427
2020-08-10,123.18981961897525
2020-08-11,123.93538109027115
2020-08-12,125.0338650280622
2020-08-13,119.58683930693473
2020-08-14,119.1313874079497
2020-08-17,116.47173436051234
2020-08-18,114.36741012251346
2020-08-19,114.10965919475713
2020-08-20,110.54507793695754
2020-08-21,114.40680247648426
2020-08-24,113.427067768345
2020-08-25,115.3373495498545
2020-08-26,115.95606349052959
2020-08-27,114.20900420912005
2020-08-28,114.67976840857436
2020-08-31,117.92043647321695
2020-09-01,115.13482095316763
2020-09-02,116.80574983616808
2020-09-03,113.90003623105167
2020-09-04,117.32385783489052
2020-09-07,116.49882023570997
2020-09-08,117.39390357189376
2020-09-09,116.1339989776677
2020-09-10,118.0443490180065
2020-09-11,119.26293234158102
2020-09-14,121.02829719858181
2020-09-15,122.16710778476745
2020-09-16,121.85493048978279
2020-09-17,122.84495494138629
2020-09-18,120.20472449545831
2020-09-21,123.02949924200566
2020-09-22,120.89540054740004
2020-09-23,114.45715295474002
2020-09-24,110.72602946550958
2020-09-25,113.24488302010627
2020-09-28,111.80476026540245
2020-09-29,107.80296324545886
2020-09-30,104.37281448064833
2020-10-01,103.79993551228878
2020-10-02,101.82498263876829
2020-10-05,102.13574595266309
2020-10-06,101.19012225734201
2020-10-07,99.53385442544929
2020-10-08,102.9165584855569
2020-10-09,103.95326068301634
2020-10-12,104.87504660704224
2020-10-13,104.95698219756764
2020-10-14,102.084074235058
2020-10-15,105.78493004813754
2020-10-16,107.76443697177764
2020-10-19,107.27720802089316
2020-10-20,108.91786303054667
2020-10-21,108.9944445497858
2020-10-22,110.03834296530447
2020-10-23,112.25375143216722
2020-10-26,113.08031586269504
2020-10-27,114.2102429540918
2020-10-28,112.99618258624402
2020-10-29,110.29373897064256
2020-10-30,107.71790863617004
2020-11-02,110.66610572832371
2020-11-03,106.67380610370708
2020-11-04,105.4119169717087
2020-11-05,109.08863526298043
2020-11-06,111.6950892422322
2020-11-09,112.83543605838588
2020-11-10,114.23020226081387
2020-11-11,109.1488105527611
2020-11-12,110.40518673087273
2020-11-13,104.85644626673839
2020-11-16,106.71300132777483
2020-11-17,105.31454973962374
2020-11-18,108.60392601576966
2020-11-19,109.32074822283516
2020-11-20,109.04523770723495
2020-11-23,106.28073471603415
2020-11-24,106.3151030556674
2020-11-25,105.14671755633258
2020-11-26,103.25748452201219
2020-11-27,101.74619357736793
2020-11-30,103.55322119454455
2020-12-01,105.17232328055456
2020-12-02,105.02014176678995
2020-12-03,104.51660104727038
2020-12-04,103.19105794145163
2020-12-07,104.12029134251642
2020-12-08,103.69957127837874
2020-12-09,103.44004456287769
2020-12-10,101.19051103816491
2020-12-11,97.61898349153634
2020-12-14,96.07642398475707
2020-12-15,95.6917667473325
2020-12-16,91.62724632304005
2020-12-17,90.85694166158173
2020-12-18,88.50829563634515
2020-12-21,87.52521640674186
2020-12-22,87.54335849413408
2020-12-23,88.02884954005513
2020-12-24,87.59512510112575
2020-12-25,90.99408773121264
2020-12-28,90.55270825002718
2020-12-29,90.69255811368183
2020-12-30,86.38724584296696
2020-12-31,83.6783872582299
2021-01-01,82.82640035059103
2021-01-04,79.89179521027611
2021-01-05,79.6346270101695
2021-01-06,83.90314665380056
2021-01-07,83.61916235049631
2021-01-08,86.37895389594006
2021-01-11,88.01190674757004
2021-01-12,87.28337951714848
2021-01-13,88.73158630764635
2021-01-14,89.99405762310225
2021-01-15,87.26971008304054
2021-01-18,84.71565193109546
2021-01-19,82.56205992032385
2021-01-20,80.29431910013265
2021-01-21,77.98313052721782
2021-01-22,79.16031207735648
2021-01-25,81.28116325723688
2021-01-26,82.39139856267839
2021-01-27,81.4366924508662
2021-01-28,82.49093272549169
2021-01-29,81.18986635206703
2021-02-01,81.12979478758322
2021-02-02,81.55684825136477
2021-02-03,84.279382420931
2021-02-04,85.63303545276084
2021-02-05,85.62306110394897
2021-02-08,83.97746100438088
2021-02-09,86.36147134054731
2021-02-10,84.49070135480538
2021-02-11,88.6330620465499
2021-02-12,88.2606789181869
2021-02-15,89.78431425564492
2021-02-16,87.77355815148954
2021-02-17,85.81314307992777
2021-02-18,86.92719292770582
2021-02-19,87.95830736965594
2021-02-22,89.53549016497011
2021-02-23,90.15843955544143
2021-02-24,89.22869095235482
2021-02-25,89.95395374873735
2021-02-26,88.94777378932488
2021-03-01,89.18046904359568
2021-03-02,89.34969673965611
2021-03-03,90.97330323520103
2021-03-04,90.61738360037789
2021-03-05,90.48596725498122
2021-03-08,90.50666369849932
2021-03-09,89.50201237045437
2021-03-10,90.27780197863318
2021-03-11,88.24648076100915
2021-03-12,86.5667754681635
2021-03-15,89.00315219101253
2021-03-16,90.53987099270033
2021-03-17,92.53334876933377
2021-03-18,89.11119827268341
2021-03-19,90.44934758724199
2021-03-22,94.11036755707246
2021-03-23,90.9855683508647
2021-03-24,89.87383932267976
2021-03-25,91.28800100325591
2021-03-26,86.30617289158099
2021-03-29,85.44807885722778
2021-03-30,85.49757662268539
2021-03-31,83.98331207163046
2021-04-01,85.17663116849783
2021-04-02,83.7047624566364
2021-04-05,84.73856452773663
2021-04-06,85.14497885953917
2021-04-07,85.47016218965248
2021-04-08,85.03608189314942
2021-04-09,87.15207338616848
2021-04-12,86.45247455164828
2021-04-13,88.08013402507756
2021-04-14,88.40547052242144
2021-04-15,87.08813848419034
2021-04-16,87.49959537386772
2021-04-19,83.43192349760515
2021-04-20,80.57368476170154
2021-04-21,80.32752328296797
2021-04-22,77.30056763766221
2021-04-23,73.66917213189669
2021-04-26,74.09772982541423
2021-04-27,74.43490778818484
2021-04-28,76.8339507984045
2021-04-29,76.4672567306491
2021-04-30,77.00898440994526
2021-05-03,74.48893715242278
2021-05-04,78.06389259114881
2021-05-05,80.57720451161109
2021-05-06,81.01458576152132
2021-05-07,81.46890294421893
2021-05-10,84.47946633948267
2021-05-11,80.37349450882688
2021-05-12,81.08316501631548
2021-05-13,79.28556044327662
2021-05-14,77.40134547855953
2021-05-17,76.04702796152031
2021-05-18,77.6382681884908
2021-05-19,75.73159192373416
2021-05-20,76.65755679488812
2021-05-21,75.80063390876033
2021-05-24,74.3901706725154
2021-05-25,74.58365818324181
2021-05-26,74.38413959623307
2021-05-27,73.75580790301362
2021-05-28,75.39136135901234
2021-05-31,76.9938815175726
2021-06-01,77.12370648409274
2021-06-02,77.22955783062979
2021-06-03,76.85466885819417
2021-06-04,74.94998306655813
2021-06-07,77.65652774226669
2021-06-08,79.48106202069808
2021-06-09,81.28972697167346
2021-06-10,80.66238957673619
2021-06-11,81.93449030368417
2021-06-14,81.35624069666554
2021-06-15,82.38150845581237
2021-06-16,80.90979954676803
2021-06-17,84.60906934281304
2021-06-18,83.34357287518233
2021-06-21,82.12044076747827
2021-06-22,85.2889162604347
2021-06-23,81.66382492026361
2021-06-24,83.15809540844323
2021-06-25,82.11025276396245
2021-06-28,81.24248945056144
2021-06-29,79.40779121680752
2021-06-30,81.80869857746349
2021-07-01,78.79673168717773
2021-07-02,79.7559172881774
2021-07-05,81.94808492169602
2021-07-06,83.2537457496321
2021-07-07,80.11632272571593
2021-07-08,78.99539584773314
2021-07-09,76.98728418216139
2021-07-12,78.04287793713569
2021-07-13,78.39420096319266
2021-07-14,76.30183568812087
2021-07-15,75.44735306714274
2021-07-16,77.37393027735874
2021-07-19,76.63845735106057
2021-07-20,78.11315443722538
2021-07-21,77.7691602331637
2021-07-22,75.9050091505817
2021-07-23,77.27101653673567
2021-07-26,75.16924753756861
2021-07-27,74.63172708309246
2021-07-28,76.04104478129722
2021-07-29,76.25030242606002
2021-07-30,76.20410729786613
2021-08-02,74.95823987770193
2021-08-03,76.6301392436066
2021-08-04,76.1692853115384
2021-08-05,75.35638989788315
2021-08-06,73.75833080762659
2021-08-09,74.1069439937862
2021-08-10,74.6427666009719
2021-08-11,75.21052490392697
2021-08-12,72.19334330599264
2021-08-13,73.92250534749462
2021-08-16,72.43845810071569
2021-08-17,72.7665966480469
2021-08-18,73.50628385387422
2021-08-19,71.31433569054819
2021-08-20,70.96247354730299
2021-08-23,68.96933654165596
2021-08-24,67.7255414997097
2021-08-25,70.3735682892872
2021-08-26,72.64193260003509
2021-08-27,72.95996395865221
2021-08-30,75.70479375441334
2021-08-31,78.82867905152798
2021-09-01,80.86290479982002
2021-09-02,82.17077901139706
2021-09-03,81.44960278059601
2021-09-06,80.71055221650971
2021-09-07,83.82689141046723
2021-09-08,84.41418311941678
2021-09-09,86.02057394971193
2021-09-10,83.31909010265322
2021-09-13,83.369889963227
2021-09-14,85.84472298606741
2021-09-15,87.20468434010719
2021-09-16,84.56087366254819
2021-09-17,85.78969221636146
2021-09-20,83.89774446044002
2021-09-21,84.89119945717556
2021-09-22,84.6634595037433
2021-09-23,86.12828659196364
2021-09-24,85.55866055682118
2021-09-27,84.82714363429177
2021-09-28,89.26088981122317
2021-09-29,90.74646484589887
2021-09-30,89.47521366776803
2021-10-01,89.92906664583809
2021-10-04,90.16971316225197
2021-10-05,91.69959986608278
2021-10-06,88.07763769870873
2021-10-07,86.69374314798827
2021-10-08,85.78840461953749
2021-10-11,86.3793117631898
2021-10-12,87.36431490392026
2021-10-13,89.10789308947498
2021-10-14,91.35697740995077
2021-10-15,88.56090841284457
2021-10-18,88.18415322060848
2021-10-19,86.83469085973385
2021-10-20,87.41619193634507
2021-10-21,86.21770937237498
2021-10-22,89.38370205009848
2021-10-25,88.0184948823319
2021-10-26,88.67438621477402
2021-10-27,91.39441613929911
2021-10-28,88.79801815069634
2021-10-29,91.71721226641023
2021-11-01,90.97886322399576
2021-11-02,91.75000541145812
2021-11-03,89.84609849174542
2021-11-04,89.11319825183146
2021-11-05,87.80636758701894
2021-11-08,88.75347224108806
2021-11-09,90.04883553912636
2021-11-10,87.53653001841496
2021-11-11,87.57386428113918
2021-11-12,83.91993388190517
2021-11-15,82.48509071678387
2021-11-16,79.5796752608175
2021-11-17,77.73387461210667
2021-11-18,77.409687420481
2021-11-19,73.82809967691604
2021-11-22,72.69844287271523
2021-11-23,73.35718707884216
2021-11-24,73.84329734369753
2021-11-25,75.74027156502896
2021-11-26,77.07286803323574
2021-11-29,76.66940539883582
2021-11-30,76.57304076630284
2021-12-01,75.9778024528696
2021-12-02,76.3115459161179
2021-12-03,75.92441359407948
2021-12-06,75.0371066279118
2021-12-07,76.28616703478284
2021-12-08,77.02035304867944
2021-12-09,78.97826349045923
2021-12-10,79.04133933268854
2021-12-13,81.02857927990246
2021-12-14,82.5395481059067
2021-12-15,81.52633014360474
2021-12-16,81.9466568212361
2021-12-17,81.50066377669359
2021-12-20,83.46522089897509
2021-12-21,82.82639410836558
2021-12-22,83.4821237339779
2021-12-23,81.26665507730252
2021-12-24,84.4696113408618
2021-12-27,84.20934433155357
2021-12-28,83.9354994517679
2021-12-29,87.5469677620688
2021-12-30,87.15611873096523
2021-12-31,89.42271216483441
2022-01-03,89.53992719477522
2022-01-04,87.68189965485601
2022-01-05,92.03366511137108
2022-01-06,90.7876883696439
2022-01-07,89.4428911616855
2022-01-10,87.35368598770923
2022-01-11,85.57535749271395
2022-01-12,85.24657550556152
2022-01-13,82.38463037928554
2022-01-14,83.39350392769153
2022-01-17,80.7359056188477
2022-01-18,80.71528937962519
2022-01-19,78.97050266939922
2022-01-20,80.70102252006957
2022-01-21,77.92065881384967
2022-01-24,78.76827247312339
2022-01-25,77.62609856322128
2022-01-26,77.37438085941996
2022-01-27,76.25599350378637
2022-01-28,75.34360366149008
2022-01-31,75.49264459452613
2022-02-01,75.04988132022905
2022-02-02,74.26127790881701
2022-02-03,73.991081228564
2022-02-04,71.06397847592129
2022-02-07,69.527077598625
2022-02-08,69.16212020973745
2022-02-09,68.83466838225645
2022-02-10,69.97529346596068
2022-02-11,68.68037075985407
2022-02-14,68.49230383838089
2022-02-15,66.58544993848092
2022-02-16,67.99083817659931
2022-02-17,70.17917720886057
2022-02-18,72.24627509004625
2022-02-21,73.1828960518268
2022-02-22,73.44912256205099
2022-02-23,74.11062634474577
2022-02-24,70.94291092423596
2022-02-25,69.68631912056067
2022-02-28,71.31008799880505
2022-03-01,73.51065886452538
2022-03-02,73.3528049323493
2022-03-03,73.66314553680944
2022-03-04,73.70962057010729
2022-03-07,75.90800386612844
2022-03-08,76.21413548415518
2022-03-09,77.92697580553983
2022-03-10,77.7225229047096
2022-03-11,76.3746985584992
2022-03-14,72.93500490685099
2022-03-15,73.88819636404352
2022-03-16,74.0900871871252
2022-03-17,76.44387871359872
2022-03-18,75.96449275454927
2022-03-21,75.88646865442007
2022-03-22,75.13407666882777
2022-03-23,75.26092177219421
2022-03-24,76.07729018229018
2022-03-25,76.62519535671578
2022-03-28,76.18691257350527
2022-03-29,76.84001361615427
2022-03-30,77.97801059729004
2022-03-31,76.82717832256888
2022-04-01,79.46300487817832
2022-04-04,81.09114799893055
2022-04-05,82.38736207425829
2022-04-06,81.86362613761892
2022-04-07,80.68959125663837
2022-04-08,79.04247301621616
2022-04-11,79.36105590741673
2022-04-12,81.0323217836237
2022-04-13,85.40123621522156
2022-04-14,83.72102291883176
2022-04-15,79.82549910074118
2022-04-18,79.19959117751824
2022-04-19,77.34224771337439
2022-04-20,75.91779250903267
2022-04-21,76.57277608476386
2022-04-22,76.95454617746937
2022-04-25,75.87091672529411
2022-04-26,77.44776041146869
2022-04-27,77.18822853970723
2022-04-28,80.85806226104256
2022-04-29,80.0016240670242
2022-05-02,81.0633728082234
2022-05-03,79.13656784323555
2022-05-04,82.6146827323292
2022-05-05,80.46337268917523
2022-05-06,79.29500530570289
2022-05-09,81.05900457328286
2022-05-10,81.31483310900758
2022-05-11,83.06298460930375
2022-05-12,84.16881479825352
2022-05-13,84.004168030619
2022-05-16,81.34195351312839
2022-05-17,80.7252035597261
2022-05-18,80.32398612109392
2022-05-19,80.5302532439291
2022-05-20,82.97067603445174
2022-05-23,81.97399407608201
2022-05-24,83.12582069986952
2022-05-25,82.23655600827729
2022-05-26,82.21612703141744
2022-05-27,81.1815539187814
2022-05-30,80.48752031734803
2022-05-31,82.21593223299959
2022-06-01,82.80220464150305
2022-06-02,82.14405187353537
2022-06-03,83.64091930867824
2022-06-06,85.83867542724005
2022-06-07,85.18609326226162
2022-06-08,86.14820286480408
2022-06-09,85.17509299719339
2022-06-10,83.74738644242967
2022-06-13,84.35378860434152
2022-06-14,84.08349003948113
2022-06-15,89.03698731638173
2022-06-16,88.78860178874464
2022-06-17,88.37607554995738
2022-06-20,87.99500935640505
2022-06-21,89.71350309509808
2022-06-22,90.85150612046449
2022-06-23,89.69700404565752
2022-06-24,89.56903336893218
2022-06-27,93.12798124087024
2022-06-28,90.63737279417823
2022-06-29,91.73015960449037
2022-06-30,94.93162687117038
2022-07-01,93.93480278626406
2022-07-04,98.02643353788535
2022-07-05,100.78221236077933
2022-07-06,101.32790952808574
2022-07-07,96.82911820076103
2022-07-08,98.65450712220242
2022-07-11,98.99748089354514
2022-07-12,98.43428980558862
2022-07-13,99.78749648258103
2022-07-14,99.82132114747483
2022-07-15,98.4700815613564
2022-07-18,95.45486793446193
2022-07-19,94.53404177278486
2022-07-20,93.91171875708758
2022-07-21,96.84360864718627
2022-07-22,99.00883923487355
2022-07-25,97.70508863996268
2022-07-26,94.77966519335867
2022-07-27,88.61254215515112
2022-07-28,89.22883459166904
2022-07-29,88.75258096351935
2022-08-01,88.68843797137528
2022-08-02,89.52487085417306
2022-08-03,88.15837571906943
2022-08-04,90.11581887321157
2022-08-05,87.76374208073345
2022-08-08,86.80671758136928
2022-08-09,88.19683093789709
2022-08-10,85.86463449491963
2022-08-11,85.35591944149812
2022-08-12,86.4217427599181
2022-08-15,83.02507730510212
2022-08-16,82.41028206691196
2022-08-17,78.00314233416746
2022-08-18,81.20306832969648
2022-08-19,80.20965510492981
2022-08-22,83.82549184946201
2022-08-23,81.80784312445225
2022-08-24,82.38878914904222
2022-08-25,80.51660636195449
2022-08-26,80.22853962158207
2022-08-29,80.70457475717757
2022-08-30,78.76978479321427
2022-08-31,78.70870033222513
2022-09-01,81.41531179500753
2022-09-02,82.00878921732364
2022-09-05,77.73771684191965
2022-09-06,76.9096454566745
2022-09-07,78.01442790879865
2022-09-08,82.63580275498437
2022-09-09,84.42809452375289
2022-09-12,84.392801289394
2022-09-13,84.87749827199181
2022-09-14,88.29827405715362
2022-09-15,89.22634152621258
2022-09-16,89.51758932443308
2022-09-19,86.92505592467263
2022-09-20,85.92626341959645
2022-09-21,87.16084498097244
2022-09-22,88.02437605637193
2022-09-23,89.71748284787488
2022-09-26,87.216994505414
2022-09-27,87.32074472663247
2022-09-28,90.02501165111443
2022-09-29,89.5112944988953
2022-09-30,88.34606008559594
2022-10-03,88.29031776793161
2022-10-04,88.53225737012241
2022-10-05,88.51273413221683
2022-10-06,88.20339064468952
2022-10-07,88.07698931979584
2022-10-10,88.19693373947712
2022-10-11,86.73777461712628
2022-10-12,84.97650020057128
2022-10-13,87.02331423246596
2022-10-14,86.24092839480141
2022-10-17,87.63255684731826
2022-10-18,88.43157542168973
2022-10-19,86.5100653091049
2022-10-20,88.14634082889268
2022-10-21,85.91298735774684
2022-10-24,86.75299214034904
2022-10-25,88.84953640479854
2022-10-26,89.24201816339412
2022-10-27,88.6215144111891
2022-10-28,87.97831936798379
2022-10-31,85.68809046748103
2022-11-01,87.39493629617233
2022-11-02,88.90086669809199
2022-11-03,92.58503174263679
2022-11-04,93.43584868199956
2022-11-07,93.2655086108503
2022-11-08,95.01645886106685
2022-11-09,96.83388204716027
2022-11-10,98.06678629413699
2022-11-11,96.04732340424927
2022-11-14,92.03403112773769
2022-11-15,95.230182561066
2022-11-16,96.9386899063312
2022-11-17,98.8110500499505
2022-11-18,96.88640634536509
2022-11-21,94.21269043682436
2022-11-22,95.04938777658079
2022-11-23,96.91842529313602
2022-11-24,95.3386926704671
2022-11-25,98.99674875315657
2022-11-28,98.456640301744
2022-11-29,98.66089437411506
2022-11-30,100.25202106453416
2022-12-01,99.07522830414108
2022-12-02,101.0739736432933
2022-12-05,99.40249775279082
2022-12-06,95.98262391856446
2022-12-07,94.18407356536497
2022-12-08,92.51731596667048
2022-12-09,91.56127153135056
2022-12-12,90.90242993663908
2022-12-13,88.33568556625482
2022-12-14,89.29082682292082
2022-12-15,87.47397190358586
2022-12-16,84.37613727120183
2022-12-19,83.53880858667375
2022-12-20,79.13240864975211
2022-12-21,78.54199169601159
2022-12-22,77.23028491998144
2022-12-23,78.13016314165883
2022-12-26,77.02417732997026
2022-12-27,77.0983384658984
2022-12-28,78.45448478230199
2022-12-29,75.96071490327525
2022-12-30,75.2320626035376
2023-01-02,74.78967862546303
2023-01-03,77.33263296157571
2023-01-04,79.52669836176219
2023-01-05,79.57918270012028
2023-01-06,78.3153892506624
2023-01-09,79.00096693315436
2023-01-10,78.00273856543214
2023-01-11,77.43509063828456
2023-01-12,76.26725317183067
2023-01-13,76.03755094824804
2023-01-16,77.8124183337038
2023-01-17,74.58336321728726
2023-01-18,75.56316585542193
2023-01-19,76.62572673469754
2023-01-20,76.56350483504252
2023-01-23,77.85083025545211
2023-01-24,78.34797248795596
2023-01-25,76.7488937560566
2023-01-26,76.80544691677017
2023-01-27,76.13252422470248
2023-01-30,74.54738571651357
2023-01-31,74.19757497410652
2023-02-01,72.71407795408655
2023-02-02,75.75163620279223
2023-02-03,73.23397305819321
2023-02-06,70.9858583045779
2023-02-07,72.14539371034152
2023-02-08,70.61805512592278
2023-02-09,69.02548291525169
2023-02-10,69.06996739080738
2023-02-13,69.75086593047689
2023-02-14,69.68711723154723
2023-02-15,68.08004272039256
2023-02-16,66.79918368645309
2023-02-17,65.48925285683258
2023-02-20,64.68345576250427
2023-02-21,63.527568076584366
2023-02-22,61.81230798831366
2023-02-23,64.07154684847838
2023-02-24,64.48728164901615
2023-02-27,62.05212697136743
2023-02-28,59.869475051200354
2023-03-01,59.777207675857774
2023-03-02,60.18053704781094
2023-03-03,60.67426269120911
2023-03-06,62.15185478059517
2023-03-07,59.445688425461015
2023-03-08,57.80070860964036
2023-03-09,58.720589463349704
2023-03-10,60.20443489306763
2023-03-13,60.14654510491815
2023-03-14,59.83904089288691
2023-03-15,60.2726349686276
2023-03-16,60.30242002483379
2023-03-17,58.8190385958145
2023-03-20,59.434022975521245
2023-03-21,57.631686266797466
2023-03-22,56.87757207629854
2023-03-23,56.03563995049371
2023-03-24,55.85797089990733
2023-03-27,54.63290779509219
2023-03-28,54.52271389541474
2023-03-29,55.01519537738435
2023-03-30,53.98811345157144
2023-03-31,52.628010111287054
2023-04-03,51.006710535757875
2023-04-04,52.31469830025147
2023-04-05,50.886339599232016
2023-04-06,49.653431011381706
2023-04-07,50.633774924365596
2023-04-10,50.61635163570214
2023-04-11,51.47295980943361
2023-04-12,51.2744211001866
2023-04-13,53.413269303899234
2023-04-14,52.96671858749257
2023-04-17,52.7718816121334
2023-04-18,51.06976477305028
2023-04-19,51.572307733690806
2023-04-20,51.98583867983735
2023-04-21,53.01472651589209
2023-04-24,53.708252091998055
2023-04-25,51.17315846192862
2023-04-26,50.79528610699598
2023-04-27,50.31611583122681
2023-04-28,50.556517923119145
2023-05-01,50.894726467478435
2023-05-02,53.922641676020085
2023-05-03,53.51767849357715
2023-05-04,52.81882882249867
2023-05-05,50.72840842158723
2023-05-08,48.54351994608808
2023-05-09,48.270900268518034
2023-05-10,49.65696679175093
2023-05-11,50.3274324469469
2023-05-12,52.15355491034526
2023-05-15,54.21094221506812
2023-05-16,54.49650359865221
2023-05-17,55.573754718705835
2023-05-18,56.204168108576006
2023-05-19,56.02071193469949
2023-05-22,57.65478680831905
2023-05-23,56.05192753629442
2023-05-24,56.964235616533536
2023-05-25,60.122430704526096
2023-05-26,59.116170774160494
2023-05-29,58.952836187445385
2023-05-30,58.345064311180366
2023-05-31,58.01210435371647
2023-06-01,56.93782149154336
2023-06-02,56.9786468777616
2023-06-05,55.712823306100915
2023-06-06,55.29152794640853
2023-06-07,54.83833879065486
2023-06-08,55.56193220921888
2023-06-09,55.25069608846344
2023-06-12,56.373898074529144
2023-06-13,56.090377394689995
2023-06-14,55.20487770171991
2023-06-15,56.47130259852365
2023-06-16,57.20964221427972
2023-06-19,56.243808838352386
2023-06-20,55.84469914571551
2023-06-21,57.51385831282831
2023-06-22,58.56435649331387
2023-06-23,59.31523268981062
2023-06-26,57.035802327818146
2023-06-27,56.41704929515006
2023-06-28,54.24454280961421
2023-06-29,53.92621536803383
2023-06-30,54.625422387575355
2023-07-03,55.86506518397991
2023-07-04,55.73229074282773
2023-07-05,55.14212425502055
2023-07-06,56.246713461487055
2023-07-07,54.959569954153835
2023-07-10,54.02840978753136
2023-07-11,52.393435380924494
2023-07-12,53.28137617766818
2023-07-13,52.52769527621985
2023-07-14,50.084941487499876
2023-07-17,49.972793986943195
2023-07-18,48.7732199938596
2023-07-19,49.73522000475476
2023-07-20,48.416456541299006
2023-07-21,48.50554333577039
2023-07-24,48.70089203817418
2023-07-25,49.41175960205252
2023-07-26,48.45651648056353
2023-07-27,49.28974819407836
2023-07-28,50.53862715430626
