Date,DUK
2020-08-17,351.841437063542
2020-08-18,356.57272082858395
2020-08-19,368.14429699039096
2020-08-20,366.98474255925123
2020-08-21,359.2609628934026
2020-08-24,366.33466262652246
2020-08-25,365.414917583824
2020-08-26,364.60456180461426
2020-08-27,370.6278668202565
2020-08-28,381.30773361132236
2020-08-31,391.4285149122754
2020-09-01,380.0156689677069
2020-09-02,382.8797576257694
2020-09-03,374.95625805391336
2020-09-04,365.81408952493683
2020-09-07,368.58741498908086
2020-09-08,371.8919588550939
2020-09-09,379.6986614436022
2020-09-10,371.9818515458843
2020-09-11,376.30939917146145
2020-09-14,372.7036954972122
2020-09-15,374.45737395651577
2020-09-16,380.10589139063353
2020-09-17,380.0203379135989
2020-09-18,386.5647590674265
2020-09-21,389.95386729065353
2020-09-22,384.88957135963994
2020-09-23,380.80745886525216
2020-09-24,378.53415971783596
2020-09-25,380.4698246694157
2020-09-28,374.3217307741033
2020-09-29,372.83628409151913
2020-09-30,366.37659188502255
2020-10-01,366.3063056956617
2020-10-02,368.12981262559725
2020-10-05,367.09720072855697
2020-10-06,368.9441414976012
2020-10-07,359.94826122192455
2020-10-08,351.9050758189495
2020-10-09,360.3499740246676
2020-10-12,360.53167413787514
2020-10-13,359.48198971662754
2020-10-14,353.0086881393644
2020-10-15,342.1384917763225
2020-10-16,344.4894379684908
2020-10-19,348.6060238537437
2020-10-20,345.23126226770796
2020-10-21,337.49452780549973
2020-10-22,328.2143488915415
2020-10-23,327.6368339707101
2020-10-26,328.2714495392581
2020-10-27,326.7836988260211
2020-10-28,323.7739085533609
2020-10-29,321.60573492271413
2020-10-30,314.71048247031655
2020-11-02,322.5281961847618
2020-11-03,322.85200984603546
2020-11-04,327.7013112310833
2020-11-05,321.7073199961747
2020-11-06,323.17494030564137
2020-11-09,337.6550990304956
2020-11-10,339.90366151356454
2020-11-11,339.54809257743
2020-11-12,339.78698281617125
2020-11-13,342.68368365999396
2020-11-16,347.4032348622253
2020-11-17,346.1694079220022
2020-11-18,349.53450199976055
2020-11-19,351.2395932525874
2020-11-20,355.1376402062032
2020-11-23,357.9717226740836
2020-11-24,364.3214916775604
2020-11-25,370.8918504547503
2020-11-26,371.8612428060443
2020-11-27,371.018347795329
2020-11-30,376.50942880744543
2020-12-01,372.7781708443956
2020-12-02,375.615581648892
2020-12-03,374.70099122647724
2020-12-04,371.02399840914734
2020-12-07,366.83038887087156
2020-12-08,374.0471844294231
2020-12-09,377.9379755437934
2020-12-10,364.4387419209627
2020-12-11,373.6215068178892
2020-12-14,367.79733427438015
2020-12-15,359.8806334102423
2020-12-16,355.24352238215926
2020-12-17,346.656772840789
2020-12-18,345.05804609867135
2020-12-21,355.5966510097459
2020-12-22,349.71245379175076
2020-12-23,348.1192359575478
2020-12-24,344.13975824874115
2020-12-25,348.9728763571313
2020-12-28,352.2495038671465
2020-12-29,351.81684390037987
2020-12-30,336.72828802997657
2020-12-31,332.01487609739695
2021-01-01,336.0166878779192
2021-01-04,343.1787540758125
2021-01-05,340.72403876497583
2021-01-06,337.70633307028356
2021-01-07,344.10296917380714
2021-01-08,349.5251588089307
2021-01-11,346.56957965056074
2021-01-12,344.4852558498861
2021-01-13,343.82685123655835
2021-01-14,346.04726969537853
2021-01-15,340.3117462868521
2021-01-18,337.4287025296266
2021-01-19,339.136001332865
2021-01-20,333.41739939211305
2021-01-21,323.69543226945524
2021-01-22,320.96302581938676
2021-01-25,319.9461040978735
2021-01-26,319.5755653864761
2021-01-27,322.51921462693645
2021-01-28,320.5299663840399
2021-01-29,319.58930388045894
2021-02-01,314.71617860729464
2021-02-02,317.5335422781643
2021-02-03,317.57876272963495
2021-02-04,318.0512203510655
2021-02-05,319.8874397162894
2021-02-08,319.25571466407666
2021-02-09,327.5226628610304
2021-02-10,335.79972214995763
2021-02-11,330.7398839397593
2021-02-12,333.2159990689586
2021-02-15,332.7359598226836
2021-02-16,335.7527202557276
2021-02-17,335.39308568599614
2021-02-18,336.7918956259899
2021-02-19,330.51515803848395
2021-02-22,324.235713551093
2021-02-23,332.5239063371245
2021-02-24,331.4553041358394
2021-02-25,333.468862429536
2021-02-26,332.0802583821942
2021-03-01,328.27971145468916
2021-03-02,327.6298424927465
2021-03-03,322.50331056491024
2021-03-04,322.3294386244704
2021-03-05,327.09338449762026
2021-03-08,323.5936253809764
2021-03-09,330.31488367412487
2021-03-10,325.8348400118715
2021-03-11,335.3154635021095
2021-03-12,335.2899173374638
2021-03-15,335.55211164583875
2021-03-16,330.1241268832039
2021-03-17,323.820016883689
2021-03-18,318.32664538583435
2021-03-19,318.70679225022667
2021-03-22,319.87238339266196
2021-03-23,327.8134563365585
2021-03-24,313.14748596354167
2021-03-25,315.5031141587537
2021-03-26,316.21557089047053
2021-03-29,311.50329845358976
2021-03-30,309.5734845474725
2021-03-31,296.46410462370534
2021-04-01,293.6810917919986
2021-04-02,295.4400872078166
2021-04-05,299.5779814474473
2021-04-06,298.02974856075286
2021-04-07,297.72626305187106
2021-04-08,295.5145392437837
2021-04-09,293.11705562870367
2021-04-12,294.53503622900604
2021-04-13,297.6638072729378
2021-04-14,294.84935580232127
2021-04-15,299.13280269334973
2021-04-16,311.6680328087694
2021-04-19,308.35949316942435
2021-04-20,313.8068617914675
2021-04-21,318.1931973936344
2021-04-22,318.18974973336634
2021-04-23,315.0938143967857
2021-04-26,315.66667699538044
2021-04-27,310.6680293876581
2021-04-28,301.2667264702841
2021-04-29,300.531941218282
2021-04-30,298.7030939858172
2021-05-03,292.35634076992454
2021-05-04,283.90880823093426
2021-05-05,286.5281269627655
2021-05-06,288.02501920191924
2021-05-07,293.96847893761264
2021-05-10,289.22125075867257
2021-05-11,283.71576328706266
2021-05-12,282.2149822904099
2021-05-13,285.19491608345595
2021-05-14,292.44162934229166
2021-05-17,297.057617334262
2021-05-18,289.7321004600677
2021-05-19,295.1320708951139
2021-05-20,303.96655378158164
2021-05-21,299.2531076923747
2021-05-24,298.1148673778301
2021-05-25,300.9257170360478
2021-05-26,295.41710689225226
2021-05-27,291.804999753326
2021-05-28,295.2719137746872
2021-05-31,296.58251042042525
2021-06-01,301.884700637698
2021-06-02,299.4117085811717
2021-06-03,289.11030445736895
2021-06-04,281.31807429999685
2021-06-07,283.1057430624773
2021-06-08,282.5741091094511
2021-06-09,289.4500904962087
2021-06-10,294.74290948875785
2021-06-11,296.201131577102
2021-06-14,292.56237235423066
2021-06-15,295.70981719608983
2021-06-16,296.9108595800296
2021-06-17,307.4844378254318
2021-06-18,308.8980342817316
2021-06-21,309.20604823944177
2021-06-22,307.8709735104685
2021-06-23,301.8702410106486
2021-06-24,296.8648679005447
2021-06-25,293.6964439153436
2021-06-28,291.4648852423772
2021-06-29,288.5160325387958
2021-06-30,285.848177695626
2021-07-01,284.2857999434867
2021-07-02,285.3647688429989
2021-07-05,294.4660339526072
2021-07-06,300.09437402729765
2021-07-07,296.78496164997097
2021-07-08,297.9366410605857
2021-07-09,305.82541287391524
2021-07-12,319.8678734024985
2021-07-13,326.1824794744795
2021-07-14,320.19435840311957
2021-07-15,322.56792471915384
2021-07-16,327.9460598672113
2021-07-19,332.6397506383039
2021-07-20,324.99637129847576
2021-07-21,334.2435003369219
2021-07-22,329.2540492008109
2021-07-23,316.0059366655045
2021-07-26,309.41430177868756
2021-07-27,302.3107206199866
2021-07-28,308.1887397573707
2021-07-29,302.49134324609224
2021-07-30,313.00483300574325
2021-08-02,305.3077403638781
2021-08-03,300.567598445604
2021-08-04,304.85132372950375
2021-08-05,300.57893220924086
2021-08-06,295.91108619543564
2021-08-09,292.66731119636484
2021-08-10,292.2763639547742
2021-08-11,300.326434119792
2021-08-12,298.3664600350937
2021-08-13,298.40363499885433
2021-08-16,297.3043960992882
2021-08-17,302.3491121097227
2021-08-18,303.9704337761991
2021-08-19,308.76297664271266
2021-08-20,309.35906909971663
2021-08-23,308.120175217285
2021-08-24,305.29438290177234
2021-08-25,308.80157783540596
2021-08-26,308.2660767229128
2021-08-27,309.7341697007224
2021-08-30,313.3104253257469
2021-08-31,312.2885309252841
2021-09-01,315.01562268568586
2021-09-02,330.82724862306566
2021-09-03,321.91527281364023
2021-09-06,318.92671578454343
2021-09-07,315.32754689855346
2021-09-08,309.2887763401833
2021-09-09,311.09308202636055
2021-09-10,304.6042796567553
2021-09-13,295.81509318168656
2021-09-14,290.51380248170926
2021-09-15,291.44679661097217
2021-09-16,302.47989452311975
2021-09-17,297.5618473385544
2021-09-20,282.7141562687593
2021-09-21,279.98647157475006
2021-09-22,278.6493038431943
2021-09-23,273.5284320084493
2021-09-24,274.9747626093086
2021-09-27,271.7945767096275
2021-09-28,275.0121066262911
2021-09-29,277.95043025750374
2021-09-30,275.5737358308572
2021-10-01,279.68205151562074
2021-10-04,284.46576670473263
2021-10-05,282.35511098573284
2021-10-06,285.5572825146712
2021-10-07,282.6926747616672
2021-10-08,283.194615557431
2021-10-11,276.5320402888913
2021-10-12,278.75459526689633
2021-10-13,271.32567685709023
2021-10-14,281.8255414455058
2021-10-15,281.7975646074196
2021-10-18,278.77169765578367
2021-10-19,291.5403448709832
2021-10-20,298.55208722997696
2021-10-21,302.4192801383036
2021-10-22,309.9416978328716
2021-10-25,302.13971039240755
2021-10-26,303.6098935192809
2021-10-27,300.951534890498
2021-10-28,298.4269002332262
2021-10-29,291.0332664240577
2021-11-01,293.2255614648852
2021-11-02,304.23209900929425
2021-11-03,299.99573639942275
2021-11-04,299.0121868600093
2021-11-05,294.44223792392614
2021-11-08,293.49182269778424
2021-11-09,289.746802420388
2021-11-10,286.90232850438093
2021-11-11,294.6899511433459
2021-11-12,298.145668840309
2021-11-15,299.60940679945793
2021-11-16,294.8576844161788
2021-11-17,289.6702295126302
2021-11-18,280.7738075304322
2021-11-19,279.81314950749453
2021-11-22,280.0302327424958
2021-11-23,282.5207501975577
2021-11-24,275.67424598799664
2021-11-25,274.6063243941791
2021-11-26,276.802911364116
2021-11-29,281.0987851166195
2021-11-30,278.1325428755267
2021-12-01,278.1178305959108
2021-12-02,275.63635472951256
2021-12-03,264.44813824445475
2021-12-06,265.2228014172188
2021-12-07,264.5167305481038
2021-12-08,265.01797508469764
2021-12-09,266.6878232021013
2021-12-10,268.26195216255377
2021-12-13,261.04152034219766
2021-12-14,256.16943168833905
2021-12-15,249.6105439617596
2021-12-16,243.8573792127498
2021-12-17,238.59390869190412
2021-12-20,236.4937458633837
2021-12-21,232.70232731610312
2021-12-22,231.6046355131615
2021-12-23,227.69697477998244
2021-12-24,224.06947031715237
2021-12-27,221.02034683448997
2021-12-28,225.4154669524967
2021-12-29,227.2610106638436
2021-12-30,218.59205458035063
2021-12-31,214.5104676734558
2022-01-03,217.85115730574418
2022-01-04,215.7592383832111
2022-01-05,211.84156126947107
2022-01-06,206.14901037228813
2022-01-07,208.2444380035099
2022-01-10,211.4741352075048
2022-01-11,212.34317054033764
2022-01-12,210.85622886503242
2022-01-13,208.17494551248316
2022-01-14,202.55545459589501
2022-01-17,201.6174120529958
2022-01-18,198.86172962256316
2022-01-19,195.39274552933227
2022-01-20,200.6662143694617
2022-01-21,201.69386947814405
2022-01-24,203.1419589274384
2022-01-25,196.18551004029695
2022-01-26,195.11161736704938
2022-01-27,191.75415507073822
2022-01-28,188.04782725285997
2022-01-31,193.16175785837925
2022-02-01,190.79152512002332
2022-02-02,192.2676780082153
2022-02-03,189.70865107741156
2022-02-04,186.38488314481143
2022-02-07,183.19869905597324
2022-02-08,181.91302526355327
2022-02-09,184.28377259017145
2022-02-10,178.5107171602933
2022-02-11,174.30140700253665
2022-02-14,171.62658887029457
2022-02-15,174.67195742984592
2022-02-16,175.39395411247904
2022-02-17,172.13004809109188
2022-02-18,174.1581150911811
2022-02-21,175.22118391589748
2022-02-22,182.580822022717
2022-02-23,182.95816603127273
2022-02-24,185.28436400085596
2022-02-25,183.63116692576335
2022-02-28,181.74937901785617
2022-03-01,180.03805686251562
2022-03-02,184.16428508665177
2022-03-03,183.55119371687235
2022-03-04,185.3700558516124
2022-03-07,183.71664778068208
2022-03-08,181.1614749567779
2022-03-09,175.65003613207122
2022-03-10,177.5400134489167
2022-03-11,178.26483379662358
2022-03-14,184.72795254532656
2022-03-15,183.0195868236183
2022-03-16,185.0365644500977
2022-03-17,186.2715896472411
2022-03-18,184.24467258847528
2022-03-21,180.0376988782988
2022-03-22,178.51780540039758
2022-03-23,177.80336598831988
2022-03-24,177.8804441192819
2022-03-25,174.6564353880474
2022-03-28,174.21246699948185
2022-03-29,172.3178849211557
2022-03-30,176.26611070141652
2022-03-31,177.731257058828
2022-04-01,174.2197829524467
2022-04-04,173.38991593315097
2022-04-05,176.56726445786524
2022-04-06,179.30673487758202
2022-04-07,180.753546212124
2022-04-08,177.04855939920378
2022-04-11,174.2475051002091
2022-04-12,168.69228962847518
2022-04-13,173.55262563253282
2022-04-14,175.98971536213193
2022-04-15,177.12121182605543
2022-04-18,179.67354213216842
2022-04-19,175.88671825776768
2022-04-20,173.05954656593184
2022-04-21,171.96957798617066
2022-04-22,173.04138558965494
2022-04-25,171.31433588031794
2022-04-26,170.93333151380966
2022-04-27,168.90278741011562
2022-04-28,167.06324646160962
2022-04-29,166.48722820375667
2022-05-02,169.55537194473712
2022-05-03,167.9135315194415
2022-05-04,170.4307423469192
2022-05-05,166.81489427827142
2022-05-06,169.5122182605938
2022-05-09,174.54337879790413
2022-05-10,174.37514592694316
2022-05-11,173.5576952636131
2022-05-12,174.29537242776593
2022-05-13,175.28629735455908
2022-05-16,176.2741702151036
2022-05-17,175.69997731576692
2022-05-18,175.46808406619888
2022-05-19,174.784067937072
2022-05-20,176.13102240816093
2022-05-23,175.41530077270676
2022-05-24,171.79279635033896
2022-05-25,168.41917609084243
2022-05-26,162.3695606627362
2022-05-27,161.37575442261974
2022-05-30,158.1723874871615
2022-05-31,154.23126238719334
2022-06-01,152.80538102227354
2022-06-02,154.73195339116296
2022-06-03,152.8852860939113
2022-06-06,152.75805537038468
2022-06-07,151.60940139098955
2022-06-08,149.08277090124085
2022-06-09,149.74179715610376
2022-06-10,147.99476340306518
2022-06-13,148.9538554178867
2022-06-14,147.60404279429454
2022-06-15,152.78290771911696
2022-06-16,155.3578633847255
2022-06-17,157.58384531587566
2022-06-20,160.46679245119816
2022-06-21,159.3051400197588
2022-06-22,160.30093641616847
2022-06-23,161.06113273667236
2022-06-24,163.39081069194364
2022-06-27,160.36029583258923
2022-06-28,158.3655049266586
2022-06-29,159.59105625643247
2022-06-30,159.0263040450259
2022-07-01,159.7042713832405
2022-07-04,158.2517156750444
2022-07-05,158.5538618923985
2022-07-06,158.3099936165782
2022-07-07,160.12670919459515
2022-07-08,162.10144828562426
2022-07-11,163.23976406689468
2022-07-12,164.79335461131927
2022-07-13,165.29594482675236
2022-07-14,167.22957379701543
2022-07-15,164.86224038663147
2022-07-18,163.34511080779183
2022-07-19,161.7980567468115
2022-07-20,160.51753400950065
2022-07-21,156.82776137723394
2022-07-22,153.66712705399235
2022-07-25,152.11347908644552
2022-07-26,151.52096549589575
2022-07-27,149.4058394081199
2022-07-28,148.7588389291547
2022-07-29,148.77705826785285
2022-08-01,146.85196584984516
2022-08-02,147.31650950964317
2022-08-03,148.77344645421303
2022-08-04,146.81334864465995
2022-08-05,146.4317800066173
2022-08-08,145.24986271520413
2022-08-09,144.43669103369663
2022-08-10,146.25151034510318
2022-08-11,148.12852738321973
2022-08-12,146.35468164535507
2022-08-15,146.75683821508005
2022-08-16,143.78687223765237
2022-08-17,144.98917311997045
2022-08-18,143.4716225722174
2022-08-19,140.88896521084843
2022-08-22,141.52773511632955
2022-08-23,142.99482706162394
2022-08-24,144.81296141772253
2022-08-25,147.80672162198135
2022-08-26,148.71922331375995
2022-08-29,149.89293984936364
2022-08-30,151.51296364159148
2022-08-31,152.9122025461304
2022-09-01,152.47477025402776
2022-09-02,148.43544341755307
2022-09-05,151.48933763046207
2022-09-06,151.02874582940692
2022-09-07,151.71849437651176
2022-09-08,154.38739263958558
2022-09-09,153.96855196986493
2022-09-12,154.17134790287628
2022-09-13,150.6471408539522
2022-09-14,150.92763809743045
2022-09-15,150.35492698170407
2022-09-16,148.66853252145927
2022-09-19,147.32631038199665
2022-09-20,145.17581911423545
2022-09-21,143.78657588126887
2022-09-22,143.62850982462353
2022-09-23,140.6200198808803
2022-09-26,138.35928291360423
2022-09-27,138.51381495609206
2022-09-28,137.62710967565897
2022-09-29,135.25093538287337
2022-09-30,137.40272967217913
2022-10-03,135.8326180850949
2022-10-04,133.73291056922346
2022-10-05,133.2437006384892
2022-10-06,133.88885402080086
2022-10-07,133.61473479168228
2022-10-10,133.7892038023333
2022-10-11,133.3948729595043
2022-10-12,133.10561102079677
2022-10-13,131.36360854317473
2022-10-14,129.80801271490702
2022-10-17,133.77859239242352
2022-10-18,133.41067833623075
2022-10-19,134.81634243804416
2022-10-20,135.91927544227462
2022-10-21,137.65651617129103
2022-10-24,138.27136794543753
2022-10-25,138.18202365391707
2022-10-26,140.2594670491483
2022-10-27,144.80141997011287
2022-10-28,145.33658805265426
2022-10-31,148.78960377398175
2022-11-01,146.2132063457099
2022-11-02,145.1386695286481
2022-11-03,148.46396680046942
2022-11-04,148.5624723029343
2022-11-07,146.95492759475334
2022-11-08,145.313166113181
2022-11-09,149.7341829126294
2022-11-10,144.88762925814854
2022-11-11,143.62550437453018
2022-11-14,143.96064802717513
2022-11-15,142.25389457389426
2022-11-16,139.15587218485805
2022-11-17,141.09635380263458
2022-11-18,141.2703240801099
2022-11-21,141.34083253586638
2022-11-22,140.31221425200408
2022-11-23,143.83219018498028
2022-11-24,140.84385536354796
2022-11-25,139.27588964180106
2022-11-28,138.18459270422338
2022-11-29,140.8659828941696
2022-11-30,137.66598714104737
2022-12-01,135.69030486919672
2022-12-02,132.60721501593298
2022-12-05,132.39142719689735
2022-12-06,130.91074285189381
2022-12-07,128.05444717559232
2022-12-08,127.02232136340322
2022-12-09,125.66557021759023
2022-12-12,120.24020668241029
2022-12-13,116.54338408340023
2022-12-14,117.51365406579552
2022-12-15,118.61690109359182
2022-12-16,117.40863421442646
2022-12-19,113.744584754767
2022-12-20,115.10309543052456
2022-12-21,116.8238472373793
2022-12-22,117.07139465906589
2022-12-23,115.99784441880762
2022-12-26,116.64024569422828
2022-12-27,117.92156141693569
2022-12-28,112.51165360979695
2022-12-29,114.34125275962386
2022-12-30,117.38917630195482
2023-01-02,118.91950915542077
2023-01-03,114.9965004503993
2023-01-04,113.47810748068402
2023-01-05,113.1627197310655
2023-01-06,112.87335604016846
2023-01-09,113.63397420664089
2023-01-10,113.75255976294169
2023-01-11,116.56077587467554
2023-01-12,115.70454581691125
2023-01-13,111.99408850108199
2023-01-16,112.27787288902252
2023-01-17,112.72262371612537
2023-01-18,112.85099730910883
2023-01-19,113.20496943758327
2023-01-20,113.89384321945751
2023-01-23,115.67349164417637
2023-01-24,118.07835398523201
2023-01-25,113.90428741908114
2023-01-26,113.44439533205146
2023-01-27,107.84430920063318
2023-01-30,109.0034316515957
2023-01-31,105.72345719528833
2023-02-01,107.98088649811838
2023-02-02,108.69876003627519
2023-02-03,109.94248864553786
2023-02-06,109.99633370660256
2023-02-07,108.17089795844713
2023-02-08,109.84312238871013
2023-02-09,110.5710068943331
2023-02-10,110.64316692793864
2023-02-13,109.39676675016136
2023-02-14,106.6418638758561
2023-02-15,104.43665700280513
2023-02-16,106.1196307460366
2023-02-17,105.9837921508242
2023-02-20,106.30042837322888
2023-02-21,105.85627754531939
2023-02-22,104.51128817269776
2023-02-23,104.67241757675896
2023-02-24,105.88280005055353
2023-02-27,107.45584880460142
2023-02-28,104.27160011969461
2023-03-01,102.7305344112525
2023-03-02,105.64422020559388
2023-03-03,104.59090872735877
2023-03-06,104.04451004887365
2023-03-07,105.14875628408042
2023-03-08,106.01455907727131
2023-03-09,104.60516121709163
2023-03-10,105.84428029699322
2023-03-13,104.61928430072804
2023-03-14,105.34349753625159
2023-03-15,103.52507404113646
2023-03-16,104.18706115181016
2023-03-17,100.26081231544758
2023-03-20,99.5728990945731
2023-03-21,99.62123223261808
2023-03-22,102.78659146213889
2023-03-23,103.04558047132655
2023-03-24,99.7407236601356
2023-03-27,98.86848541936757
2023-03-28,100.08326113809349
2023-03-29,101.8736384407719
2023-03-30,101.85622600426947
2023-03-31,102.23265300715741
2023-04-03,99.92754061978282
2023-04-04,101.30374391678565
2023-04-05,102.73951157339846
2023-04-06,103.23985714502376
2023-04-07,101.1381162644972
2023-04-10,100.57173259175511
2023-04-11,100.64298850111531
2023-04-12,100.9463229798644
2023-04-13,100.16812449371308
2023-04-14,100.87783593078008
2023-04-17,101.35794831785289
2023-04-18,100.43394218043615
2023-04-19,101.37547991143695
2023-04-20,100.02111498392915
2023-04-21,101.45118739522748
2023-04-24,102.29483519165619
2023-04-25,102.24439706983406
2023-04-26,101.05192844422352
2023-04-27,100.69015743652193
2023-04-28,101.21756698867046
2023-05-01,101.14622962718322
2023-05-02,101.85776494728171
2023-05-03,100.85121143724653
2023-05-04,101.65150272539728
2023-05-05,98.68071367840112
2023-05-08,98.28545350249317
2023-05-09,99.18329887464209
2023-05-10,95.37818750339899
2023-05-11,95.83254995852099
2023-05-12,95.67665064720975
2023-05-15,98.17579502925574
2023-05-16,95.89382275597164
2023-05-17,98.31568506546088
2023-05-18,97.31689139787423
2023-05-19,96.69682907900486
2023-05-22,97.73647161077092
2023-05-23,96.71035573272385
2023-05-24,94.38101837933482
2023-05-25,97.49285403291545
2023-05-26,94.90386965890413
2023-05-29,96.47099885775351
2023-05-30,97.21871429853218
2023-05-31,97.96046869200711
2023-06-01,97.09531955017525
2023-06-02,98.56691102933105
2023-06-05,98.71594210557573
2023-06-06,98.98631022159758
2023-06-07,98.74201439771757
2023-06-08,99.44362574337833
2023-06-09,101.72664690620252
2023-06-12,100.36108171180017
2023-06-13,100.10928313478708
2023-06-14,100.01878764855056
2023-06-15,100.41745228259164
2023-06-16,104.85750330913346
2023-06-19,105.27643269870995
2023-06-20,102.84269037565879
2023-06-21,102.51517643550794
2023-06-22,102.85665316476043
2023-06-23,103.55051216008223
2023-06-26,104.15809310080127
2023-06-27,105.01567282153142
2023-06-28,105.43678387100843
2023-06-29,105.86732763812589
2023-06-30,103.29131265841482
2023-07-03,104.41627177127081
2023-07-04,103.37372507187395
2023-07-05,102.04118350961917
2023-07-06,100.59257228277227
2023-07-07,100.64249341828942
2023-07-10,100.26631679648187
2023-07-11,100.2807889468318
2023-07-12,100.21628642627877
2023-07-13,98.55031069406012
2023-07-14,99.95554548471497
2023-07-17,99.73676196825893
2023-07-18,97.35966325474978
2023-07-19,96.61645466225521
2023-07-20,99.57443773748135
2023-07-21,99.86755519912995
2023-07-24,101.06041841501488
2023-07-25,96.07395106722943
2023-07-26,97.7015606439478
2023-07-27,95.004198107288
2023-07-28,93.33143986099054
2023-07-31,90.88330688907517
2023-08-01,89.48425233361297
