Date,BKNG
2021-08-23,153.55584416214919
2021-08-24,149.8110846954476
2021-08-25,151.03903831990436
2021-08-26,149.97943521049154
2021-08-27,142.85134710020998
2021-08-30,137.96511941031144
2021-08-31,144.94464961100627
2021-09-01,144.94063726325905
2021-09-02,139.19371462006748
2021-09-03,138.14323624491098
2021-09-06,132.55816418993572
2021-09-07,130.15564281740646
2021-09-08,131.92390291948823
2021-09-09,132.35492152750925
2021-09-10,131.75483326621696
2021-09-13,133.64920971371254
2021-09-14,132.38151666592827
2021-09-15,133.39264186557486
2021-09-16,131.43090719900263
2021-09-17,133.1238521796894
2021-09-20,131.68651313062148
2021-09-21,132.89919451313386
2021-09-22,129.92593401029825
2021-09-23,123.97157174605792
2021-09-24,123.80559154622945
2021-09-27,126.34003741990618
2021-09-28,123.81132844338381
2021-09-29,129.28924006426143
2021-09-30,128.84537510832627
2021-10-01,132.43602487642852
2021-10-04,128.95338086012953
2021-10-05,125.12074489184936
2021-10-06,132.72406833665212
2021-10-07,128.48773549218822
2021-10-08,134.91488662307125
2021-10-11,138.916926565009
2021-10-12,142.871044411961
2021-10-13,133.14311947656608
2021-10-14,130.03614719737823
2021-10-15,127.57653086810767
2021-10-18,130.3654552367405
2021-10-19,131.0587240074801
2021-10-20,130.91279598136066
2021-10-21,134.53988507320722
2021-10-22,130.97681786674272
2021-10-25,133.29193252448454
2021-10-26,133.79198393672422
2021-10-27,133.47528810418896
2021-10-28,132.22835142567826
2021-10-29,130.59041602430975
2021-11-01,124.707986227823
2021-11-02,122.9045873259874
2021-11-03,128.26820499888817
2021-11-04,132.37640189794848
2021-11-05,135.75260017921323
2021-11-08,127.59135570227025
2021-11-09,128.67169014047357
2021-11-10,130.44286196995012
2021-11-11,132.23170081988323
2021-11-12,133.8261831052401
2021-11-15,135.58071200246428
2021-11-16,138.24611990561897
2021-11-17,141.02524809875774
2021-11-18,135.31780342976757
2021-11-19,135.6718327937763
2021-11-22,138.04136988453158
2021-11-23,135.5006050248284
2021-11-24,128.53988749106682
2021-11-25,122.31580630725307
2021-11-26,126.73201067816328
2021-11-29,124.47583348430778
2021-11-30,121.97899497203926
2021-12-01,119.7103988267661
2021-12-02,119.24716987822724
2021-12-03,120.68666937839582
2021-12-06,120.60433385336079
2021-12-07,127.69676437609678
2021-12-08,124.34491689755144
2021-12-09,123.26790973658305
2021-12-10,125.87575924032019
2021-12-13,132.50898981604482
2021-12-14,135.96279638745756
2021-12-15,139.54039755046622
2021-12-16,143.96859039790434
2021-12-17,147.33167921917814
2021-12-20,149.4691332846781
2021-12-21,151.04731679885793
2021-12-22,157.72824819942554
2021-12-23,154.37377317616435
2021-12-24,145.80837142332982
2021-12-27,144.90359540621654
2021-12-28,145.21845865073965
2021-12-29,138.7748145756007
2021-12-30,139.87704305617453
2021-12-31,136.11911182924922
2022-01-03,136.65405971383768
2022-01-04,134.7941130058872
2022-01-05,136.19965145479574
2022-01-06,134.6244860183736
2022-01-07,124.47843876667174
2022-01-10,123.48237601723785
2022-01-11,123.14753009857763
2022-01-12,122.16078250462019
2022-01-13,121.88563122422785
2022-01-14,121.34666514290285
2022-01-17,133.57950628139116
2022-01-18,133.13215545751555
2022-01-19,129.63856049327248
2022-01-20,135.22042763688134
2022-01-21,130.23124800887024
2022-01-24,127.09687706488899
2022-01-25,127.68904552018546
2022-01-26,133.90397333952657
2022-01-27,137.4466598606704
2022-01-28,137.94046592544393
2022-01-31,135.0693827378465
2022-02-01,137.8262212068898
2022-02-02,134.6358455506753
2022-02-03,129.14431311968625
2022-02-04,128.90768560368275
2022-02-07,132.76225836405354
2022-02-08,128.40885644560134
2022-02-09,132.726724375933
2022-02-10,131.67844670960065
2022-02-11,132.76950838065454
2022-02-14,128.22493277016278
2022-02-15,133.25107129507586
2022-02-16,132.2945357008666
2022-02-17,132.69693911866372
2022-02-18,133.1373298516918
2022-02-21,133.3409390269707
2022-02-22,137.5791266860246
2022-02-23,135.35021521004938
2022-02-24,132.32286406432993
2022-02-25,132.91224507189534
2022-02-28,131.72496187199812
2022-03-01,127.05662451813527
2022-03-02,133.6617069057124
2022-03-03,127.82193747950242
2022-03-04,123.48293284304975
2022-03-07,116.44276026352448
2022-03-08,118.59581474392354
2022-03-09,114.80580042517704
2022-03-10,118.07354266675807
2022-03-11,123.28822565896309
2022-03-14,114.12030721410203
2022-03-15,111.70585369233181
2022-03-16,112.0566327578523
2022-03-17,108.91886411806527
2022-03-18,111.6633227149641
2022-03-21,108.09939109732632
2022-03-22,108.00850895791113
2022-03-23,103.84245861591874
2022-03-24,105.85789347796873
2022-03-25,105.44378469789169
2022-03-28,107.37183642449328
2022-03-29,106.75392937390436
2022-03-30,103.4726751420801
2022-03-31,104.29173649233175
2022-04-01,107.6190894541627
2022-04-04,112.27516250363695
2022-04-05,112.63342161383903
2022-04-06,111.74110866651218
2022-04-07,107.21346570510971
2022-04-08,113.40332332369671
2022-04-11,108.6941171869053
2022-04-12,110.93043643409858
2022-04-13,113.95129200783111
2022-04-14,108.34295444110798
2022-04-15,106.88406792354844
2022-04-18,105.86709018453679
2022-04-19,106.84248641419042
2022-04-20,105.12108477719927
2022-04-21,105.56956041138137
2022-04-22,111.91147300018105
2022-04-25,107.94456950857115
2022-04-26,108.33560588604821
2022-04-27,105.09305964364555
2022-04-28,104.60722611404668
2022-04-29,100.23962631968044
2022-05-02,97.75953353664215
2022-05-03,96.3620530297578
2022-05-04,97.8304861045081
2022-05-05,101.05562589242632
2022-05-06,99.02257423461657
2022-05-09,97.23136739770517
2022-05-10,95.77361577579711
2022-05-11,101.79530845782809
2022-05-12,101.50422439512643
2022-05-13,101.96161368078612
2022-05-16,106.1292785205082
2022-05-17,104.61149494841048
2022-05-18,108.32684415521362
2022-05-19,112.16241649807846
2022-05-20,107.36961448767049
2022-05-23,108.3136616041165
2022-05-24,112.21133235424
2022-05-25,110.84841511005162
2022-05-26,115.9012768972917
2022-05-27,115.34347323074833
2022-05-30,114.97455527220193
2022-05-31,122.68675860436844
2022-06-01,128.47148608912997
2022-06-02,126.92942501131176
2022-06-03,132.7761881168284
2022-06-06,138.0701401921991
2022-06-07,133.36406307867952
2022-06-08,131.98660895315467
2022-06-09,130.63166776389116
2022-06-10,125.39375663517436
2022-06-13,122.81172266771155
2022-06-14,124.07428064216577
2022-06-15,122.13089004236085
2022-06-16,123.25318579011348
2022-06-17,125.49779901673735
2022-06-20,129.59105582931963
2022-06-21,133.62581023026232
2022-06-22,130.421154718017
2022-06-23,131.35632263208794
2022-06-24,133.92606473295595
2022-06-27,136.30316379322213
2022-06-28,139.12460388873467
2022-06-29,140.39118139633123
2022-06-30,135.2717943191888
2022-07-01,132.58713887977595
2022-07-04,126.14991238154347
2022-07-05,124.4720853177242
2022-07-06,119.52025861710167
2022-07-07,120.82630965628996
2022-07-08,114.26140464798681
2022-07-11,112.93971158604319
2022-07-12,109.9893406698201
2022-07-13,111.6203182388501
2022-07-14,110.21031319561507
2022-07-15,108.23426522291564
2022-07-18,107.07522874061074
2022-07-19,105.12967163350952
2022-07-20,104.12756544417142
2022-07-21,104.43346729283859
2022-07-22,102.89946773008843
2022-07-25,105.97178048391301
2022-07-26,102.26069444922278
2022-07-27,101.1822510555764
2022-07-28,102.24709919787497
2022-07-29,102.82103328488247
2022-08-01,102.74093340819647
2022-08-02,103.14116076391817
2022-08-03,98.51222317293816
2022-08-04,100.9717732791921
2022-08-05,98.47563263054732
2022-08-08,97.3875888313794
2022-08-09,95.38518922394823
2022-08-10,91.20055435390789
2022-08-11,92.08984344922212
2022-08-12,94.8729235115395
2022-08-15,94.88925445656835
2022-08-16,95.9967154499989
2022-08-17,99.44473749533235
2022-08-18,103.84084892734879
2022-08-19,103.6620344153792
2022-08-22,98.50411411887414
2022-08-23,100.75518050779222
2022-08-24,98.56578087547933
2022-08-25,98.36628571149151
2022-08-26,97.14753274920193
2022-08-29,97.74377519152445
2022-08-30,97.0816974034502
2022-08-31,97.55254899236151
2022-09-01,98.45485659294889
2022-09-02,94.58859432064557
2022-09-05,94.87412762868996
2022-09-06,94.88721693214994
2022-09-07,99.4265202380454
2022-09-08,95.37199557476117
2022-09-09,96.15111175767485
2022-09-12,93.73457880976873
2022-09-13,94.01312529372464
2022-09-14,93.36691523089618
2022-09-15,89.10627875638858
2022-09-16,91.20424935898986
2022-09-19,93.56351530214359
2022-09-20,93.62347505935708
2022-09-21,94.41497641486562
2022-09-22,94.9572423540403
2022-09-23,92.76528454347941
2022-09-26,91.78096336408235
2022-09-27,94.9232453766523
2022-09-28,99.27718320632319
2022-09-29,97.01806539860986
2022-09-30,98.48346940084443
2022-10-03,99.9809671071872
2022-10-04,98.11903444334932
2022-10-05,99.06080614475395
2022-10-06,97.7323715768251
2022-10-07,95.58709030509365
2022-10-10,95.4506342098597
2022-10-11,91.99736799705154
2022-10-12,96.49581081174566
2022-10-13,101.67201359205195
2022-10-14,102.17154768641089
2022-10-17,100.87806245129731
2022-10-18,101.15968119865828
2022-10-19,104.26651493648771
2022-10-20,110.8187300109699
2022-10-21,106.28918590281044
2022-10-24,105.87754419995096
2022-10-25,106.89605936253017
2022-10-26,108.9639722794087
2022-10-27,107.32335586374977
2022-10-28,108.8630549229864
2022-10-31,107.84101850370547
2022-11-01,105.99995482028513
2022-11-02,111.89215905769123
2022-11-03,114.52026474453254
2022-11-04,115.55450094519563
2022-11-07,117.61083373807583
2022-11-08,122.43933521665488
2022-11-09,124.47557920811511
2022-11-10,124.79205909933701
2022-11-11,122.4371260656235
2022-11-14,122.1284401173127
2022-11-15,118.81771246255346
2022-11-16,124.4774589077404
2022-11-17,124.83470680873384
2022-11-18,122.62823309927846
2022-11-21,118.87640008686499
2022-11-22,121.34575761270659
2022-11-23,122.29476062908357
2022-11-24,122.98537478081289
2022-11-25,124.61036815300191
2022-11-28,125.9093916854094
2022-11-29,124.14820156171848
2022-11-30,116.06852930537966
2022-12-01,112.96780380685576
2022-12-02,109.87354760669346
2022-12-05,102.92780531322012
2022-12-06,104.09152664493377
2022-12-07,102.56249962891233
2022-12-08,103.68297548439274
2022-12-09,103.99554478785272
2022-12-12,109.16880795471431
2022-12-13,111.95133147852934
2022-12-14,114.57877243705725
2022-12-15,113.84942669910573
2022-12-16,114.94056162799906
2022-12-19,118.31400749282781
2022-12-20,111.20707489182472
2022-12-21,106.17180382864849
2022-12-22,105.81662979426763
2022-12-23,107.54490284379254
2022-12-26,107.28409234620447
2022-12-27,107.81734448349206
2022-12-28,115.33542591954762
2022-12-29,118.2196315038542
2022-12-30,114.89941373819134
2023-01-02,118.53420159181708
2023-01-03,123.0297673139379
2023-01-04,124.92163999023782
2023-01-05,128.9735156880621
2023-01-06,125.76818098000534
2023-01-09,127.67873777929827
2023-01-10,124.52519957779904
2023-01-11,124.88130538816661
2023-01-12,123.49077562498185
2023-01-13,125.00976324113354
2023-01-16,125.74253252926685
2023-01-17,128.65342244483645
2023-01-18,127.79023685378517
2023-01-19,131.39846539607905
2023-01-20,129.84834275361965
2023-01-23,121.24516614436325
2023-01-24,120.78486196884434
2023-01-25,123.59836391252757
2023-01-26,124.08469703622502
2023-01-27,116.23390961777315
2023-01-30,116.59549960179982
2023-01-31,119.55341210599255
2023-02-01,121.40439510353418
2023-02-02,127.8999595978293
2023-02-03,123.47364851070265
2023-02-06,119.71320190774718
2023-02-07,122.365146334848
2023-02-08,127.06383181399066
2023-02-09,125.03591400653593
2023-02-10,126.07490834907438
2023-02-13,128.61069400382792
2023-02-14,127.43247851761205
2023-02-15,131.47109803453455
2023-02-16,131.6561818826167
2023-02-17,136.5947415625144
2023-02-20,137.97896630534848
2023-02-21,132.95058655604447
2023-02-22,139.82854308560886
2023-02-23,129.01485360941436
2023-02-24,130.41167779922282
2023-02-27,122.67129035358157
2023-02-28,117.14917679957593
2023-03-01,112.47872942386168
2023-03-02,110.9383797179225
2023-03-03,111.88342891270666
2023-03-06,114.53712784515645
2023-03-07,112.91379782663688
2023-03-08,114.72890268534984
2023-03-09,121.54416087830111
2023-03-10,116.03447177428268
2023-03-13,115.67753149038244
2023-03-14,113.10751454675862
2023-03-15,116.8237636042428
2023-03-16,116.56757831484332
2023-03-17,111.8411443595057
2023-03-20,111.75470581102765
2023-03-21,118.06250560608905
2023-03-22,116.58891368514377
2023-03-23,114.1988821603007
2023-03-24,114.91876096345013
2023-03-27,116.96134959017382
2023-03-28,117.3188081139037
2023-03-29,112.42714081285884
2023-03-30,110.3850225561186
2023-03-31,109.29693716434919
2023-04-03,106.80124924163609
2023-04-04,105.33844440641161
2023-04-05,105.189589353163
2023-04-06,101.4433403744933
2023-04-07,98.45447793059984
2023-04-10,101.95183382273657
2023-04-11,103.74917039656955
2023-04-12,102.79672219497269
2023-04-13,100.28383000996122
2023-04-14,102.29553710787306
2023-04-17,104.09863416950085
2023-04-18,101.93597075678574
2023-04-19,104.86126758094714
2023-04-20,98.57928039095096
2023-04-21,98.3588904683024
2023-04-24,99.07470351028799
2023-04-25,99.14673790251868
2023-04-26,93.13002891409576
2023-04-27,96.53191300972472
2023-04-28,93.73972981773316
2023-05-01,94.40279421549413
2023-05-02,92.5640893845155
2023-05-03,90.53298249002567
2023-05-04,91.25338177566164
2023-05-05,90.0665086999425
2023-05-08,91.48884709865868
2023-05-09,94.47946576892919
2023-05-10,95.84389280761089
2023-05-11,95.58150999436666
2023-05-12,92.96455314543448
2023-05-15,94.01970752303045
2023-05-16,89.45145418969935
2023-05-17,93.85201209975492
2023-05-18,90.33755408209362
2023-05-19,86.16102404318202
2023-05-22,86.31208972927179
2023-05-23,83.71010874021766
2023-05-24,85.0601148518519
2023-05-25,82.10205987988714
2023-05-26,79.07953407464692
2023-05-29,76.78263737394838
2023-05-30,77.88826784004362
2023-05-31,78.62922348104321
2023-06-01,81.381045331217
2023-06-02,82.45810184857118
2023-06-05,82.75266824743632
2023-06-06,81.5577882005716
2023-06-07,81.71968931738138
2023-06-08,80.59805221679889
2023-06-09,80.86474761240108
2023-06-12,84.16143200285501
2023-06-13,86.52688727441155
2023-06-14,87.78296513651006
2023-06-15,87.48457067988669
2023-06-16,93.74470640403823
2023-06-19,95.12822112516567
2023-06-20,92.32573265506036
2023-06-21,92.89114158753134
2023-06-22,91.3350224857525
2023-06-23,86.84205128179387
2023-06-26,83.83506455218101
2023-06-27,86.17815116798901
2023-06-28,85.64164876616739
2023-06-29,83.49963013986476
2023-06-30,83.51223385812311
2023-07-03,80.91913298935192
2023-07-04,82.79087594322853
2023-07-05,84.24556310787334
2023-07-06,85.43901583227664
2023-07-07,87.492680759634
2023-07-10,87.8933241290323
2023-07-11,88.81279942996932
2023-07-12,88.07118201410219
2023-07-13,88.24304985677368
2023-07-14,84.86301586000297
2023-07-17,83.94817019236403
2023-07-18,85.43058727863253
2023-07-19,88.49775813201745
2023-07-20,86.15719859266183
2023-07-21,88.49978729972396
2023-07-24,88.67639184855689
2023-07-25,87.86317360825433
2023-07-26,87.53950885420913
2023-07-27,85.89372525327478
2023-07-28,85.6300492160936
