Date,COST
2020-05-22,147.48174843735714
2020-05-25,148.13145150845722
2020-05-26,148.67761542287556
2020-05-27,146.3073193612303
2020-05-28,149.34954013783914
2020-05-29,150.19070519102368
2020-06-01,146.64621779773486
2020-06-02,148.5666551990043
2020-06-03,145.30195346066293
2020-06-04,142.663932015054
2020-06-05,143.1456733751912
2020-06-08,142.35974251483665
2020-06-09,141.2319132265638
2020-06-10,141.1066787438544
2020-06-11,140.90036808771637
2020-06-12,142.0996285328043
2020-06-15,147.14641944555072
2020-06-16,147.64414430852574
2020-06-17,146.76770496140836
2020-06-18,145.82864215605392
2020-06-19,148.87718372685694
2020-06-22,147.59663877317197
2020-06-23,147.66707309300256
2020-06-24,151.87877879841983
2020-06-25,150.18936610413542
2020-06-26,151.4847299153964
2020-06-29,147.297368306334
2020-06-30,147.43659410756393
2020-07-01,144.5887944682864
2020-07-02,143.10348924240785
2020-07-03,141.00706984759577
2020-07-06,139.52821461693753
2020-07-07,144.163069014725
2020-07-08,146.04796705571383
2020-07-09,146.9809711755762
2020-07-10,152.91216265542062
2020-07-13,155.9672087222053
2020-07-14,159.88724189239034
2020-07-15,156.00957263624147
2020-07-16,156.12088713180302
2020-07-17,154.51962059979417
2020-07-20,152.83727601649727
2020-07-21,158.28386103195604
2020-07-22,160.2017731795802
2020-07-23,160.12403153836607
2020-07-24,161.836460360676
2020-07-27,163.52176468724792
2020-07-28,171.39705585866167
2020-07-29,171.25991854677727
2020-07-30,171.40230968966915
2020-07-31,170.60847270069638
2020-08-03,167.0753848766876
2020-08-04,167.61965854498382
2020-08-05,167.6881606334649
2020-08-06,168.13410795512397
2020-08-07,166.0182190214898
2020-08-10,166.9221441285202
2020-08-11,170.49722167799086
2020-08-12,171.89406338744246
2020-08-13,175.56428097267872
2020-08-14,169.56819500114838
2020-08-17,165.15621912843824
2020-08-18,167.30783025156555
2020-08-19,161.98969118792235
2020-08-20,159.5986183408164
2020-08-21,165.38876961308233
2020-08-24,167.93548833377497
2020-08-25,167.43712805828233
2020-08-26,173.34053177257672
2020-08-27,171.65527420781225
2020-08-28,170.63160570082474
2020-08-31,165.94561827718593
2020-09-01,163.88559983730298
2020-09-02,162.63509050230954
2020-09-03,158.69011473444527
2020-09-04,157.51149848377696
2020-09-07,156.56246489581827
2020-09-08,159.34875755467934
2020-09-09,155.89433054664332
2020-09-10,159.5095304821399
2020-09-11,159.4590879234776
2020-09-14,161.25125999545244
2020-09-15,164.26743931008585
2020-09-16,164.65855294669302
2020-09-17,164.66674617863836
2020-09-18,166.9810030146583
2020-09-21,171.74070264692446
2020-09-22,166.31632853332655
2020-09-23,170.08007660487678
2020-09-24,171.67021838113237
2020-09-25,176.94373722350537
2020-09-28,181.2237439870739
2020-09-29,174.73468017555405
2020-09-30,175.03471695261655
2020-10-01,175.12642527084228
2020-10-02,174.80439972842282
2020-10-05,174.90061521497944
2020-10-06,169.27855274643335
2020-10-07,171.52584615088978
2020-10-08,172.35094783853924
2020-10-09,174.44246026862191
2020-10-12,173.1582602767662
2020-10-13,168.8306621670788
2020-10-14,168.07520042073327
2020-10-15,168.0359304720316
2020-10-16,170.6742785940049
2020-10-19,173.57771127937292
2020-10-20,170.67755535911868
2020-10-21,169.26807599345778
2020-10-22,168.58721124398153
2020-10-23,167.37446830568115
2020-10-26,159.9719681538142
2020-10-27,156.75555028317206
2020-10-28,155.75715947416833
2020-10-29,154.32891240247986
2020-10-30,154.77054081184488
2020-11-02,154.23610692283438
2020-11-03,156.59503604305465
2020-11-04,158.39210517238783
2020-11-05,157.91422966937128
2020-11-06,160.18677447676325
2020-11-09,160.21054499241197
2020-11-10,159.80067424179444
2020-11-11,158.16132266639198
2020-11-12,154.81196950438
2020-11-13,157.58750147556762
2020-11-16,153.60954888193245
2020-11-17,149.47064102981992
2020-11-18,147.85148803868717
2020-11-19,149.94821924230484
2020-11-20,148.37260993745898
2020-11-23,147.89911575539088
2020-11-24,147.82045162775373
2020-11-25,146.164286013549
2020-11-26,142.5687648056281
2020-11-27,139.28343967492796
2020-11-30,142.98906512911913
2020-12-01,145.23843389217083
2020-12-02,146.026442800762
2020-12-03,144.60044475030813
2020-12-04,145.65698466104092
2020-12-07,148.82881142581817
2020-12-08,149.8917372446386
2020-12-09,149.6983141450904
2020-12-10,153.74715607476838
2020-12-11,152.21815905986418
2020-12-14,158.32968247733587
2020-12-15,160.6524412813927
2020-12-16,160.79990519812193
2020-12-17,161.15901609195245
2020-12-18,159.94175798424453
2020-12-21,161.5455765801653
2020-12-22,163.80043745094653
2020-12-23,163.20232970068298
2020-12-24,157.2105967474553
2020-12-25,159.2113561739711
2020-12-28,161.77193644315105
2020-12-29,165.30324353341695
2020-12-30,160.69286461494818
2020-12-31,162.427489346767
2021-01-01,165.51311342178698
2021-01-04,169.1565227793305
2021-01-05,166.73793524498618
2021-01-06,165.47794038288248
2021-01-07,160.3804658120255
2021-01-08,163.9256683946107
2021-01-11,166.48654784535415
2021-01-12,175.92639983383538
2021-01-13,172.50136527119238
2021-01-14,175.0659977818225
2021-01-15,173.94630248673963
2021-01-18,176.2465252705711
2021-01-19,177.91808384484716
2021-01-20,183.65484753991956
2021-01-21,182.60332567913997
2021-01-22,182.2263867748691
2021-01-25,177.92881397062257
2021-01-26,181.64928940548432
2021-01-27,184.9913078708622
2021-01-28,187.54967406602938
2021-01-29,190.78783605151602
2021-02-01,186.6121211271988
2021-02-02,196.6449094796374
2021-02-03,191.58209312421207
2021-02-04,185.77869945877566
2021-02-05,192.63222002461976
2021-02-08,187.50084354595765
2021-02-09,185.76723770711524
2021-02-10,181.83499366543435
2021-02-11,179.84531765249605
2021-02-12,181.4106713627391
2021-02-15,181.1641919196894
2021-02-16,182.46265300602465
2021-02-17,182.44451597759064
2021-02-18,181.98747541111177
2021-02-19,179.21302109687176
2021-02-22,186.2426033905776
2021-02-23,184.44978599574898
2021-02-24,184.76189064507358
2021-02-25,178.22753969156145
2021-02-26,174.92934171735158
2021-03-01,172.7956200596249
2021-03-02,171.9405472064072
2021-03-03,164.48597649770636
2021-03-04,162.70755361851238
2021-03-05,167.7417388643787
2021-03-08,163.99320117817672
2021-03-09,165.66683203838815
2021-03-10,168.21861028285673
2021-03-11,177.51482275340288
2021-03-12,179.49994732229325
2021-03-15,178.7028242623388
2021-03-16,166.75770801531564
2021-03-17,164.41241278256018
2021-03-18,161.98386281507874
2021-03-19,160.30155265002256
2021-03-22,160.56138427213918
2021-03-23,164.50190730794847
2021-03-24,165.8880710872605
2021-03-25,163.15452061256636
2021-03-26,165.0430779781513
2021-03-29,166.93507223194925
2021-03-30,166.48649182467477
2021-03-31,167.8654957688086
2021-04-01,173.8814953788142
2021-04-02,171.9669331519391
2021-04-05,171.8540123098657
2021-04-06,173.45417852868357
2021-04-07,175.10672834748775
2021-04-08,175.1060748324056
2021-04-09,182.48794096153955
2021-04-12,181.84411634629976
2021-04-13,184.08166760756887
2021-04-14,178.82013287679595
2021-04-15,179.66308587534832
2021-04-16,179.404842575695
2021-04-19,178.56103015710576
2021-04-20,176.80583388015106
2021-04-21,181.42202858682322
2021-04-22,189.1031702885748
2021-04-23,192.0833595556747
2021-04-26,187.44219072184268
2021-04-27,190.17520901628617
2021-04-28,190.09759479270699
2021-04-29,191.69433194218084
2021-04-30,194.83844372920342
2021-05-03,201.96351561782527
2021-05-04,201.51814618773466
2021-05-05,196.86798308742067
2021-05-06,194.7725406928994
2021-05-07,196.6790417068538
2021-05-10,201.60867967829216
2021-05-11,205.0245004795228
2021-05-12,205.37100973985594
2021-05-13,205.64425627791834
2021-05-14,204.63905030170437
2021-05-17,202.19988595047354
2021-05-18,205.72665337496431
2021-05-19,200.68261820494115
2021-05-20,196.6623992272364
2021-05-21,188.755686459573
2021-05-24,188.25433208923025
2021-05-25,189.3642487515543
2021-05-26,186.71714426454685
2021-05-27,185.23514333027538
2021-05-28,190.03903946629663
2021-05-31,184.84185425005543
2021-06-01,186.96793291108585
2021-06-02,193.4778279554973
2021-06-03,182.59262681307376
2021-06-04,182.31427593049526
2021-06-07,177.97826606867804
2021-06-08,179.52273350567
2021-06-09,174.49937675745593
2021-06-10,166.08119844362653
2021-06-11,169.9920120919989
2021-06-14,168.43493633903938
2021-06-15,165.47382446135325
2021-06-16,162.55091110389023
2021-06-17,161.0665270950554
2021-06-18,159.8622121764407
2021-06-21,158.13753414352865
2021-06-22,163.84465638516474
2021-06-23,160.86731229783402
2021-06-24,164.76252038739477
2021-06-25,167.6592523336725
2021-06-28,162.8266462880284
2021-06-29,159.94855786726714
2021-06-30,166.96973262229713
2021-07-01,163.20395344829095
2021-07-02,168.16401318247176
2021-07-05,169.43777536531118
2021-07-06,173.67804758691622
2021-07-07,177.00701440467196
2021-07-08,179.0824532458718
2021-07-09,180.15050825732538
2021-07-12,180.17653274551014
2021-07-13,178.21900237995803
2021-07-14,180.86547912590498
2021-07-15,184.11277224722133
2021-07-16,186.57109519420803
2021-07-19,183.4041009732546
2021-07-20,188.0365561744573
2021-07-21,184.7515596019223
2021-07-22,187.43382381938068
2021-07-23,192.0899610235225
2021-07-26,195.482748629722
2021-07-27,189.46240694361998
2021-07-28,189.37550084186557
2021-07-29,184.05521618802445
2021-07-30,185.7554032889899
2021-08-02,181.1255524871071
2021-08-03,186.8953580281463
2021-08-04,190.34193087877154
2021-08-05,180.82132229555882
2021-08-06,181.70376965543105
2021-08-09,178.94119871521235
2021-08-10,180.9470137488572
2021-08-11,182.04030521831942
2021-08-12,183.26036062020566
2021-08-13,185.52378206047686
2021-08-16,191.67252168726762
2021-08-17,189.2764332653361
2021-08-18,184.9724727724931
2021-08-19,183.42650609784744
2021-08-20,182.11954655121602
2021-08-23,179.64928117250588
2021-08-24,178.33632720299474
2021-08-25,177.368173451643
2021-08-26,173.40834987137302
2021-08-27,175.07596428827043
2021-08-30,170.6624520835912
2021-08-31,165.4562659910746
2021-09-01,169.6466162681098
2021-09-02,173.39266067050264
2021-09-03,173.70552151389967
2021-09-06,175.72415284220645
2021-09-07,177.56448597570574
2021-09-08,172.77274639770852
2021-09-09,171.6678812079634
2021-09-10,172.80245819464528
2021-09-13,182.46833569662226
2021-09-14,183.2995652907017
2021-09-15,178.78255418551154
2021-09-16,179.51928040215674
2021-09-17,180.9346553191852
2021-09-20,179.8977389525346
2021-09-21,181.54415481691214
2021-09-22,182.25819079984686
2021-09-23,179.29811881785926
2021-09-24,181.51968110448905
2021-09-27,188.65755969264433
2021-09-28,192.26162783440688
2021-09-29,195.88332961784891
2021-09-30,196.9089054241471
2021-10-01,202.24940005502785
2021-10-04,205.58682585935924
2021-10-05,209.65516870309975
2021-10-06,210.23224246662886
2021-10-07,208.5380712158434
2021-10-08,219.7519059969827
2021-10-11,222.78755193989858
2021-10-12,226.81968759820924
2021-10-13,222.1625871600498
2021-10-14,229.20698428389295
2021-10-15,235.99533140685568
2021-10-18,230.66569299784936
2021-10-19,227.06889212087023
2021-10-20,224.69484275826534
2021-10-21,221.1171996268208
2021-10-22,219.37151532128613
2021-10-25,224.92133727108813
2021-10-26,213.93103653445624
2021-10-27,205.00155840257224
2021-10-28,199.86732754619925
2021-10-29,195.54408285366623
2021-11-01,191.27384263075152
2021-11-02,189.40842869544284
2021-11-03,198.37072058733034
2021-11-04,200.573852472168
2021-11-05,201.23427890066054
2021-11-08,202.00449509463365
2021-11-09,199.07901260709826
2021-11-10,199.38021690763554
2021-11-11,206.14188306949794
2021-11-12,206.41604226789562
2021-11-15,208.92420013377665
2021-11-16,205.53476146494677
2021-11-17,205.86605264179192
2021-11-18,210.10042443096705
2021-11-19,206.04636343210913
2021-11-22,206.79347501398044
2021-11-23,205.628459699284
2021-11-24,204.74326564465179
2021-11-25,201.02670062364163
2021-11-26,200.0542650758426
2021-11-29,201.10269334563395
2021-11-30,190.80516524400235
2021-12-01,188.6443497879674
2021-12-02,187.51596436373995
2021-12-03,188.24105280444937
2021-12-06,189.53038958442252
2021-12-07,188.25116863296466
2021-12-08,188.26378333646832
2021-12-09,189.85046986854704
2021-12-10,188.67297304667034
2021-12-13,190.1863888867164
2021-12-14,185.2056428877482
2021-12-15,186.67312516564462
2021-12-16,189.16322127848517
2021-12-17,190.2490920240658
2021-12-20,187.8302687662899
2021-12-21,190.08334566918683
2021-12-22,189.38614534970688
2021-12-23,186.4431356410299
2021-12-24,179.28382180595497
2021-12-27,178.1768412220692
2021-12-28,176.5856163901123
2021-12-29,174.24118356262446
2021-12-30,176.61528613042074
2021-12-31,177.4629128846027
2022-01-03,177.21233597757066
2022-01-04,178.82799898231104
2022-01-05,179.761682480479
2022-01-06,181.46111720074214
2022-01-07,177.23236682261674
2022-01-10,178.85232172304117
2022-01-11,182.3018533751635
2022-01-12,181.46634625633075
2022-01-13,183.35864295757398
2022-01-14,185.81914965006683
2022-01-17,186.20957373998556
2022-01-18,189.76605438916818
2022-01-19,192.49546775513886
2022-01-20,191.37092216331533
2022-01-21,193.54138174509328
2022-01-24,194.8043503325492
2022-01-25,189.10537874668637
2022-01-26,196.23765484451664
2022-01-27,195.60211902289228
2022-01-28,198.22693912196374
2022-01-31,195.24826124451639
2022-02-01,199.75531626789603
2022-02-02,199.05883727183547
2022-02-03,193.2156150046314
2022-02-04,194.0590998566925
2022-02-07,199.53687338519748
2022-02-08,203.05634565076687
2022-02-09,202.73696332966807
2022-02-10,203.05560825557578
2022-02-11,204.15520301169605
2022-02-14,201.32064861652577
2022-02-15,196.33334689664758
2022-02-16,197.940335782891
2022-02-17,200.1903926164678
2022-02-18,203.21809147064536
2022-02-21,202.94723497152847
2022-02-22,202.56020206405518
2022-02-23,206.68418026548457
2022-02-24,201.44646565804
2022-02-25,207.3688925943491
2022-02-28,211.82805347778014
2022-03-01,215.5887949286288
2022-03-02,216.26212628283116
2022-03-03,217.48440449916342
2022-03-04,206.04288136408417
2022-03-07,200.28348465071343
2022-03-08,201.61626523757425
2022-03-09,200.3148769540896
2022-03-10,205.585404285515
2022-03-11,217.47390964668716
2022-03-14,223.1493073992444
2022-03-15,222.78876884359437
2022-03-16,226.11275134857968
2022-03-17,219.90349637733837
2022-03-18,217.7482534642475
2022-03-21,221.02418261550167
2022-03-22,225.8261884243415
2022-03-23,228.67096140896797
2022-03-24,228.2875684327555
2022-03-25,227.80962710145
2022-03-28,230.85443766828766
2022-03-29,230.69441452303047
2022-03-30,229.11118154189992
2022-03-31,225.05632868696483
2022-04-01,229.71540668489055
2022-04-04,225.19387246426967
2022-04-05,227.4614729946247
2022-04-06,219.53129210339105
2022-04-07,220.54788804221252
2022-04-08,221.18418186370084
2022-04-11,230.58020003039812
2022-04-12,224.9184963974458
2022-04-13,227.52197279419616
2022-04-14,229.4333351200121
2022-04-15,229.73285993373747
2022-04-18,230.26482978237925
2022-04-19,236.32022151289902
2022-04-20,231.53868028229778
2022-04-21,234.5665436381494
2022-04-22,243.07989199440178
2022-04-25,242.33109417657212
2022-04-26,238.60315363273256
2022-04-27,244.3838172378664
2022-04-28,243.01846970168856
2022-04-29,239.2384735538587
2022-05-02,241.19633565992947
2022-05-03,248.70692540905588
2022-05-04,247.63347605730743
2022-05-05,239.40257298145326
2022-05-06,241.87837162193608
2022-05-09,241.18804269903458
2022-05-10,248.13490051598478
2022-05-11,245.52850759489613
2022-05-12,242.30087524072573
2022-05-13,236.46458918954895
2022-05-16,232.68722140345147
2022-05-17,236.47026282051078
2022-05-18,227.07532213505246
2022-05-19,221.97603038380578
2022-05-20,222.64789992069632
2022-05-23,218.8485247082141
2022-05-24,222.2007666066747
2022-05-25,220.45027707609506
2022-05-26,215.36749841175165
2022-05-27,211.13309062768613
2022-05-30,212.7978125564535
2022-05-31,218.0326259182607
2022-06-01,216.35182946130303
2022-06-02,220.7782551263063
2022-06-03,222.08623996084316
2022-06-06,215.10619640760032
2022-06-07,215.58341074654086
2022-06-08,215.6767446957968
2022-06-09,211.44891364463368
2022-06-10,211.60985597575592
2022-06-13,223.58688966591183
2022-06-14,217.1364541745724
2022-06-15,222.18184923931972
2022-06-16,224.42362193863406
2022-06-17,231.19290417422133
2022-06-20,234.2306013660345
2022-06-21,234.91884035284622
2022-06-22,235.12269263395947
2022-06-23,237.87039957330902
2022-06-24,235.43916308572904
2022-06-27,236.83811649838336
2022-06-28,234.75539597291944
2022-06-29,230.7887169766074
2022-06-30,235.57470509234815
2022-07-01,229.9237797272636
2022-07-04,231.86099157945876
2022-07-05,234.54879758989009
2022-07-06,238.0600473235607
2022-07-07,238.3643468349956
2022-07-08,244.68730491238568
2022-07-11,240.26196422799703
2022-07-12,241.46725751609577
2022-07-13,243.69309744809945
2022-07-14,247.00495461736523
2022-07-15,251.85247898874277
2022-07-18,256.20773704249007
2022-07-19,258.2519649418656
2022-07-20,258.76097681785296
2022-07-21,259.97602301269967
2022-07-22,257.51275767736587
2022-07-25,257.5507122121738
2022-07-26,259.48052267735966
2022-07-27,251.63284360482407
2022-07-28,257.4667704680301
2022-07-29,258.21123506223216
2022-08-01,261.5713260839029
2022-08-02,263.7734646777513
2022-08-03,260.495183178192
2022-08-04,249.16711921708577
2022-08-05,242.63273307250898
2022-08-08,235.3865474939609
2022-08-09,243.8874985720296
2022-08-10,241.58924198486739
2022-08-11,239.62397350237026
2022-08-12,242.32844491268716
2022-08-15,243.06059119694913
2022-08-16,237.955329243274
2022-08-17,239.63652628082505
2022-08-18,236.5004150462936
2022-08-19,237.87428965147126
2022-08-22,238.32688506077218
2022-08-23,245.62306896090496
2022-08-24,256.11141835947063
2022-08-25,249.42363241935544
2022-08-26,252.82801820491235
2022-08-29,247.93554065427674
2022-08-30,241.1735592490546
2022-08-31,239.1576766280825
2022-09-01,241.41136007400561
2022-09-02,244.726232485429
2022-09-05,251.75116425893586
2022-09-06,258.60489799195926
2022-09-07,267.47993053942474
2022-09-08,274.04802575840836
2022-09-09,268.29977179053344
2022-09-12,271.7077907829365
2022-09-13,275.8247727010501
2022-09-14,278.6352925055766
2022-09-15,278.34102277775617
2022-09-16,273.41610752255565
2022-09-19,279.9233801077002
2022-09-20,282.8692080085863
2022-09-21,294.02722904496386
2022-09-22,288.728220211369
2022-09-23,293.95971512936893
2022-09-26,299.8364259310913
2022-09-27,288.9414085566845
2022-09-28,282.36621252753696
2022-09-29,278.50364109551725
2022-09-30,277.49573908501907
2022-10-03,280.1654180473773
2022-10-04,284.3902300552648
2022-10-05,277.309538920711
2022-10-06,284.9176967032366
2022-10-07,285.8302968291312
2022-10-10,288.21601274375274
2022-10-11,296.6021015658049
2022-10-12,299.44118026003946
2022-10-13,291.6213664183145
2022-10-14,292.133429318109
2022-10-17,286.7030621822656
2022-10-18,287.14194187532746
2022-10-19,293.3182294453456
2022-10-20,292.5026059096905
2022-10-21,289.02480164153053
2022-10-24,291.94960056477106
2022-10-25,281.32571248162833
2022-10-26,289.441562780138
2022-10-27,297.1251806102057
2022-10-28,300.1458212023485
2022-10-31,294.10677621894945
2022-11-01,296.10657207517346
2022-11-02,299.277932682371
2022-11-03,290.7189717318142
2022-11-04,294.7729269746129
2022-11-07,299.21249800480956
2022-11-08,291.76007226487326
2022-11-09,296.2290848540902
2022-11-10,294.6854211243605
2022-11-11,283.89991444688377
2022-11-14,288.56669732674663
2022-11-15,282.9143374215036
2022-11-16,284.6673094490347
2022-11-17,295.1421807752409
2022-11-18,295.84404936315764
2022-11-21,289.8686645868933
2022-11-22,288.0304716229706
2022-11-23,278.9418711472086
2022-11-24,276.5146696759216
2022-11-25,275.12813203614655
2022-11-28,280.36292817797727
2022-11-29,281.25045464114373
2022-11-30,271.57387100718285
2022-12-01,272.9355309250415
2022-12-02,272.2613526217125
2022-12-05,275.189582719838
2022-12-06,277.6181438936447
2022-12-07,277.86564865309936
2022-12-08,279.36400068946364
2022-12-09,289.1545006705985
2022-12-12,291.18481158110006
2022-12-13,296.58104314613416
2022-12-14,290.613596430291
2022-12-15,292.0843627977103
2022-12-16,292.49019168420637
2022-12-19,297.3610561453556
2022-12-20,290.40697372479684
2022-12-21,298.3493477104121
2022-12-22,305.8666806660899
2022-12-23,309.1776669498469
2022-12-26,316.6400635784221
2022-12-27,329.0070516098495
2022-12-28,345.0468752321883
2022-12-29,335.9654250062346
2022-12-30,338.34159966496446
2023-01-02,337.27188179967646
2023-01-03,337.33655613629526
2023-01-04,341.623081814298
2023-01-05,337.3500298011849
2023-01-06,328.76774657206164
2023-01-09,340.0930054035706
2023-01-10,352.5555279425948
2023-01-11,359.20116150442016
2023-01-12,366.55854832052097
2023-01-13,371.456327382542
2023-01-16,377.09532841439886
2023-01-17,382.72560695478535
2023-01-18,398.5256712988392
2023-01-19,396.174357766608
2023-01-20,397.26270679664657
2023-01-23,403.33073508450485
2023-01-24,401.5283607804117
2023-01-25,414.720178543901
2023-01-26,401.68517305699254
2023-01-27,387.4601411547721
2023-01-30,387.2502683135926
2023-01-31,390.50230685858253
2023-02-01,403.4879922468727
2023-02-02,416.5158809766153
2023-02-03,419.7452763141773
2023-02-06,415.29269513069255
2023-02-07,416.00977507714396
2023-02-08,433.4475385723654
2023-02-09,421.0163111532957
2023-02-10,412.89844870990714
2023-02-13,411.79476718687243
2023-02-14,419.3405648802191
2023-02-15,414.8782787985125
2023-02-16,414.72160012286236
2023-02-17,406.48987975894306
2023-02-20,429.59006523764504
2023-02-21,421.1327637622769
2023-02-22,422.09878416365257
2023-02-23,435.98057493375177
2023-02-24,444.9807397770389
2023-02-27,443.1430745900843
2023-02-28,441.80854661544686
2023-03-01,445.3819288199415
2023-03-02,463.94454219193705
2023-03-03,463.57308001636704
2023-03-06,459.7304537108206
2023-03-07,430.36725702085056
2023-03-08,429.6363435081908
2023-03-09,434.47441361801634
2023-03-10,441.3874500859211
2023-03-13,455.4951888414759
2023-03-14,462.8898448044747
2023-03-15,464.88502028322756
2023-03-16,462.6129948104766
2023-03-17,476.18222568421083
2023-03-20,478.2730363658028
2023-03-21,470.8424225367574
2023-03-22,478.67843378539914
2023-03-23,472.7252859860272
2023-03-24,488.76012884497686
2023-03-27,495.0025934331151
2023-03-28,499.05548695031945
2023-03-29,490.3952360033252
2023-03-30,491.00523987450856
2023-03-31,493.4800589665416
2023-04-03,507.0177826291544
2023-04-04,503.888905227271
2023-04-05,506.3664762218859
2023-04-06,513.3014946799279
2023-04-07,514.3147436789379
2023-04-10,528.4821014277334
2023-04-11,535.341891021828
2023-04-12,539.2922785800422
2023-04-13,533.0682374820457
2023-04-14,532.7903266694133
2023-04-17,515.4394371171318
2023-04-18,514.1955981842415
2023-04-19,497.79773639053667
2023-04-20,494.0739384828305
2023-04-21,487.6394791616238
2023-04-24,475.36158415985216
2023-04-25,467.99979137041737
2023-04-26,465.6168985716173
2023-04-27,475.8482082930374
2023-04-28,487.48566822341724
2023-05-01,493.54086644524847
2023-05-02,487.43267221453164
2023-05-03,478.33645541843623
2023-05-04,476.6444067726316
2023-05-05,492.88697958964985
2023-05-08,485.1503795597187
2023-05-09,478.40112470398856
2023-05-10,477.2605296330267
2023-05-11,473.02590823002583
2023-05-12,459.97250730645504
2023-05-15,461.2314766288665
2023-05-16,451.6732851737679
2023-05-17,448.2647621040803
2023-05-18,441.77104846524156
2023-05-19,434.00116916952766
2023-05-22,431.3426477862328
2023-05-23,441.34501858182637
2023-05-24,446.5645616448936
2023-05-25,444.9914684613426
2023-05-26,451.6894032221401
2023-05-29,440.87543273383653
2023-05-30,437.21493979744366
2023-05-31,422.2230204490794
2023-06-01,431.3286795335433
2023-06-02,418.5282879826892
2023-06-05,416.58516957105564
2023-06-06,428.16034480384184
2023-06-07,424.40335210961223
2023-06-08,425.4028108734497
2023-06-09,429.5836540274834
2023-06-12,434.519098239749
2023-06-13,436.7085500394262
2023-06-14,436.66681668825163
2023-06-15,427.93877051395805
2023-06-16,423.26491277564594
2023-06-19,420.9811651587486
2023-06-20,410.0935760459511
2023-06-21,409.1468930012604
2023-06-22,391.0270335496378
2023-06-23,380.3774735983471
2023-06-26,381.89905342567954
2023-06-27,378.922546135592
2023-06-28,381.0676265695706
2023-06-29,363.40892056537746
2023-06-30,360.5961731842707
2023-07-03,355.0832246314575
2023-07-04,354.30247334200584
2023-07-05,354.7262561884428
2023-07-06,360.2296131589817
2023-07-07,363.97761320772787
2023-07-10,370.2274192037442
2023-07-11,374.2508409716536
2023-07-12,381.1546238769109
2023-07-13,380.3653854774966
2023-07-14,372.126475322696
2023-07-17,374.8208039616784
2023-07-18,374.4668168228242
2023-07-19,368.8213325002942
2023-07-20,372.6625338319149
2023-07-21,364.3361569943093
2023-07-24,362.32300892777045
2023-07-25,379.34491590850683
2023-07-26,385.9872870394207
2023-07-27,378.54408564751697
2023-07-28,378.6020139667702
2023-07-31,380.11380529039315
2023-08-01,370.92918845816905
