Date,NFLX
2020-09-16,336.2637002840534
2020-09-17,336.3916547212675
2020-09-18,341.15999071037567
2020-09-21,341.4553712812479
2020-09-22,336.55078102219267
2020-09-23,330.25996253071736
2020-09-24,326.8417642295828
2020-09-25,321.7643603953049
2020-09-28,325.1913349031072
2020-09-29,329.6035076109445
2020-09-30,330.1167860847473
2020-10-01,340.6234393002175
2020-10-02,336.3836956601955
2020-10-05,335.5693292115708
2020-10-06,331.6495809433857
2020-10-07,332.7765695544667
2020-10-08,325.07342342047673
2020-10-09,326.4753804359589
2020-10-12,333.05496296349975
2020-10-13,333.6092837625243
2020-10-14,335.00815118236824
2020-10-15,338.32454403214115
2020-10-16,327.62581206550647
2020-10-19,326.17141192977437
2020-10-20,336.0159586780031
2020-10-21,331.477472267843
2020-10-22,328.6331825227953
2020-10-23,331.06405889230854
2020-10-26,327.0388910455674
2020-10-27,319.23753808791474
2020-10-28,318.29669854869087
2020-10-29,315.65918547441544
2020-10-30,324.8372521897324
2020-11-02,324.1321479287077
2020-11-03,324.55641645251796
2020-11-04,315.8033536818758
2020-11-05,317.48637328845183
2020-11-06,324.9241346922064
2020-11-09,326.95948248509416
2020-11-10,318.8205999740513
2020-11-11,311.96771072975366
2020-11-12,301.66627521515295
2020-11-13,304.29376037880144
2020-11-16,308.3507008294902
2020-11-17,307.3066216843597
2020-11-18,302.18027801268624
2020-11-19,298.97774534977907
2020-11-20,306.8653026366586
2020-11-23,309.63399671891585
2020-11-24,319.8719593271911
2020-11-25,320.47738395539056
2020-11-26,312.20941419370627
2020-11-27,313.35610817597035
2020-11-30,308.14191090498275
2020-12-01,305.517484729867
2020-12-02,309.6564770771062
2020-12-03,305.56608647125154
2020-12-04,306.12108276105016
2020-12-07,305.0400621292375
2020-12-08,310.05508139622543
2020-12-09,311.3457857634688
2020-12-10,309.3462545694847
2020-12-11,304.859442837032
2020-12-14,315.28564292526244
2020-12-15,310.1434165993919
2020-12-16,302.3395667065285
2020-12-17,308.6299552076123
2020-12-18,308.0575770588672
2020-12-21,304.49219175764154
2020-12-22,300.81169575917124
2020-12-23,303.58366188957433
2020-12-24,306.05106901874103
2020-12-25,309.94057964917107
2020-12-28,307.8544490530482
2020-12-29,303.3469333038348
2020-12-30,310.29483226973633
2020-12-31,300.3320194317692
2021-01-01,286.701732510672
2021-01-04,281.51206497416706
2021-01-05,277.24561963074655
2021-01-06,281.5023534303311
2021-01-07,276.7544073517345
2021-01-08,270.0207546059216
2021-01-11,272.1074468762932
2021-01-12,269.71053709634623
2021-01-13,275.6574384794772
2021-01-14,281.98892955741184
2021-01-15,277.16709457202757
2021-01-18,280.00917273482037
2021-01-19,283.0147198073585
2021-01-20,281.1962859356733
2021-01-21,283.42079134072037
2021-01-22,281.791717498545
2021-01-25,277.0487246329008
2021-01-26,286.6329300999801
2021-01-27,290.04528123193336
2021-01-28,293.03163890241876
2021-01-29,293.5689165577948
2021-02-01,299.7048132792126
2021-02-02,295.3940586993141
2021-02-03,292.7745002206115
2021-02-04,284.3770111880167
2021-02-05,281.2255622708281
2021-02-08,274.48216352387885
2021-02-09,269.32021546678607
2021-02-10,266.7110269627586
2021-02-11,265.8449236565472
2021-02-12,264.85255318476004
2021-02-15,267.8971927275873
2021-02-16,265.32217270765494
2021-02-17,261.06580031589687
2021-02-18,269.4594416141407
2021-02-19,275.64961934905836
2021-02-22,275.330734381122
2021-02-23,283.37192007048634
2021-02-24,283.984075683312
2021-02-25,290.72363476444895
2021-02-26,280.83467749123525
2021-03-01,283.27128735445626
2021-03-02,283.1530367057929
2021-03-03,280.97976266110794
2021-03-04,284.3919999786674
2021-03-05,287.6302702549881
2021-03-08,290.6927262795897
2021-03-09,295.23238960772454
2021-03-10,293.5838361623715
2021-03-11,287.1456429030836
2021-03-12,286.1527549451547
2021-03-15,290.76477477185665
2021-03-16,295.0155833808954
2021-03-17,301.0155798108453
2021-03-18,306.74608511805667
2021-03-19,313.2472212303042
2021-03-22,311.1043014842861
2021-03-23,320.46785118205696
2021-03-24,319.38036188884047
2021-03-25,311.8982447768829
2021-03-26,308.78348962747526
2021-03-29,316.16113664906715
2021-03-30,312.99252980282625
2021-03-31,312.47476934231474
2021-04-01,317.54735160848065
2021-04-02,325.46182566772706
2021-04-05,324.46481640362487
2021-04-06,327.90854554430086
2021-04-07,329.9786888937683
2021-04-08,328.51159206081144
2021-04-09,329.3882001113421
2021-04-12,333.27965988233734
2021-04-13,342.8303003182935
2021-04-14,330.53932457568504
2021-04-15,330.5541206006146
2021-04-16,335.4107010332966
2021-04-19,338.13775974087906
2021-04-20,333.62872171849597
2021-04-21,334.50045041730107
2021-04-22,326.7385458330288
2021-04-23,327.83096572898404
2021-04-26,322.1345120689178
2021-04-27,325.5090716585342
2021-04-28,329.09416958270833
2021-04-29,339.1955348635675
2021-04-30,334.88739941556804
2021-05-03,334.5977432956734
2021-05-04,335.9602059066174
2021-05-05,332.6034936327976
2021-05-06,338.63888080439756
2021-05-07,330.70591908785946
2021-05-10,333.99974142383013
2021-05-11,340.6114178459392
2021-05-12,350.4948966596225
2021-05-13,341.6228504152834
2021-05-14,345.9020715882991
2021-05-17,328.7611350263693
2021-05-18,332.8199614301076
2021-05-19,338.79894699129323
2021-05-20,340.01230026175915
2021-05-21,335.06966069103805
2021-05-24,338.4059318654881
2021-05-25,332.53373344770506
2021-05-26,333.2845128819852
2021-05-27,327.8464474507988
2021-05-28,334.72421921763384
2021-05-31,339.52019983568357
2021-06-01,335.7356852251475
2021-06-02,338.9814405094582
2021-06-03,340.4961281618772
2021-06-04,342.3012022217047
2021-06-07,339.156834560017
2021-06-08,331.71688904839226
2021-06-09,332.85256734679217
2021-06-10,315.10182012446364
2021-06-11,310.66453580303045
2021-06-14,310.55835549052745
2021-06-15,305.9970057259331
2021-06-16,302.8689552403604
2021-06-17,305.3119168932215
2021-06-18,313.8776435159553
2021-06-21,312.6047647529844
2021-06-22,319.0313188952173
2021-06-23,313.45502713169964
2021-06-24,310.5692628097075
2021-06-25,314.5984873128609
2021-06-28,313.59057626739195
2021-06-29,324.70967324969246
2021-06-30,323.3926251184732
2021-07-01,326.3294499693052
2021-07-02,323.2148652078537
2021-07-05,326.8787607608917
2021-07-06,319.73768686126033
2021-07-07,309.0189489518724
2021-07-08,311.98347446326545
2021-07-09,315.62505977789124
2021-07-12,315.7155250637856
2021-07-13,320.92959067065954
2021-07-14,316.67815350711123
2021-07-15,317.3749918423359
2021-07-16,320.01678041299675
2021-07-19,323.71626351318406
2021-07-20,317.1701232649938
2021-07-21,330.11734753203746
2021-07-22,332.17388919029526
2021-07-23,326.71218777885355
2021-07-26,330.1771562574472
2021-07-27,342.196964398506
2021-07-28,338.43876186899297
2021-07-29,345.5973158930689
2021-07-30,354.18294878974103
2021-08-02,345.53821499178696
2021-08-03,342.36855786786566
2021-08-04,341.3247858559423
2021-08-05,343.6070650851064
2021-08-06,351.9358217706788
2021-08-09,345.8789110567265
2021-08-10,345.74322477483275
2021-08-11,338.02139250104887
2021-08-12,342.23627855392954
2021-08-13,344.82726067569854
2021-08-16,350.6292438014778
2021-08-17,344.57912586395935
2021-08-18,344.1814008295083
2021-08-19,341.1643292183535
2021-08-20,342.5151804414805
2021-08-23,339.1917535343187
2021-08-24,341.6284592788883
2021-08-25,344.66574334598096
2021-08-26,345.7253821714079
2021-08-27,341.8687339943489
2021-08-30,352.1988948106555
2021-08-31,347.6956421964555
2021-09-01,357.11239442242794
2021-09-02,360.28190137962827
2021-09-03,355.5150084430378
2021-09-06,350.78266540685763
2021-09-07,352.1883996919682
2021-09-08,354.6662698201223
2021-09-09,354.994751944696
2021-09-10,369.46286284612836
2021-09-13,357.8715349903078
2021-09-14,357.33107471279317
2021-09-15,362.15384408476814
2021-09-16,358.3906304735358
2021-09-17,356.8110432320658
2021-09-20,356.69177848284164
2021-09-21,358.0402447092836
2021-09-22,349.8953914995983
2021-09-23,354.99633522559174
2021-09-24,355.89365710754726
2021-09-27,352.6333024485867
2021-09-28,352.93869903959586
2021-09-29,354.0510771072322
2021-09-30,356.6148495622134
2021-10-01,359.3390394053356
2021-10-04,352.7000121374398
2021-10-05,347.17913659793226
2021-10-06,341.45655930461504
2021-10-07,341.6332585646886
2021-10-08,334.05055270235874
2021-10-11,342.2836334583168
2021-10-12,339.7088892626607
2021-10-13,337.5869575209138
2021-10-14,341.95479212660257
2021-10-15,343.7767659296736
2021-10-18,346.26182043042587
2021-10-19,356.24633103582954
2021-10-20,353.13069390764895
2021-10-21,359.23382731513163
2021-10-22,370.49582174769694
2021-10-25,366.35202796115186
2021-10-26,380.86888447386326
2021-10-27,372.1781976314612
2021-10-28,371.16740773198217
2021-10-29,363.63448671457843
2021-11-01,368.4682271087162
2021-11-02,367.599111635483
2021-11-03,366.9386782426608
2021-11-04,356.5041784888896
2021-11-05,353.17243117198086
2021-11-08,356.1607329855236
2021-11-09,363.36160885855736
2021-11-10,371.1050758055824
2021-11-11,370.53998475812926
2021-11-12,377.15893879096745
2021-11-15,368.72115217662497
2021-11-16,365.9072702046583
2021-11-17,351.0667706028423
2021-11-18,345.7370340474004
2021-11-19,350.21437584927827
2021-11-22,352.15587366043303
2021-11-23,355.42312878438236
2021-11-24,354.93279642769704
2021-11-25,351.89870264011336
2021-11-26,361.29328765006585
2021-11-29,355.4697499426856
2021-11-30,364.87369046349414
2021-12-01,364.30794782086133
2021-12-02,359.6648110342634
2021-12-03,370.6124057748425
2021-12-06,366.2448827007871
2021-12-07,356.34156204660104
2021-12-08,352.59030791883185
2021-12-09,352.63144250000005
2021-12-10,359.7146542407466
2021-12-13,362.817009236275
2021-12-14,366.4817506471984
2021-12-15,375.2953958880242
2021-12-16,376.55769584400616
2021-12-17,381.88973102048243
2021-12-20,384.0515180109215
2021-12-21,373.49015752149285
2021-12-22,378.48385322021727
2021-12-23,373.77541986782074
2021-12-24,381.1345309134087
2021-12-27,378.0863776414932
2021-12-28,372.98336345728603
2021-12-29,376.3686846272832
2021-12-30,373.34610852709613
2021-12-31,368.3371366573687
2022-01-03,366.78792339712334
2022-01-04,357.66539672153795
2022-01-05,369.06543252612073
2022-01-06,369.19565939460983
2022-01-07,368.88549329079535
2022-01-10,371.6751308803453
2022-01-11,375.5562186566147
2022-01-12,376.31017005744746
2022-01-13,387.7300953260769
2022-01-14,381.7742357835852
2022-01-17,379.0596631097561
2022-01-18,375.7477868330766
2022-01-19,371.3855303788423
2022-01-20,357.7219089397765
2022-01-21,359.616161636292
2022-01-24,367.42547825211614
2022-01-25,362.15518724319764
2022-01-26,359.87602030876315
2022-01-27,355.7001126121333
2022-01-28,353.0463568570201
2022-01-31,348.54659214381326
2022-02-01,349.50485877606167
2022-02-02,354.57242731783975
2022-02-03,348.8918028138237
2022-02-04,349.1064354897327
2022-02-07,353.86495303516864
2022-02-08,352.1110209076532
2022-02-09,348.1629211907025
2022-02-10,341.870048689649
2022-02-11,335.24198893291936
2022-02-14,343.7292877204923
2022-02-15,350.0211044484194
2022-02-16,347.4722970211111
2022-02-17,343.29928047794976
2022-02-18,350.70425312733585
2022-02-21,345.981411188565
2022-02-22,347.9291799040908
2022-02-23,339.97787975200924
2022-02-24,343.58069433935873
2022-02-25,343.9530536974899
2022-02-28,329.73335638721863
2022-03-01,330.86253556930495
2022-03-02,331.38170496537543
2022-03-03,336.9345587295221
2022-03-04,329.6181119430822
2022-03-07,335.7084720627164
2022-03-08,346.16593829120444
2022-03-09,339.791922509895
2022-03-10,335.01379689175747
2022-03-11,326.41402733011364
2022-03-14,342.66088573182907
2022-03-15,343.28857582581156
2022-03-16,330.5207259740813
2022-03-17,339.67402781007814
2022-03-18,338.03696069134554
2022-03-21,348.8009446838909
2022-03-22,355.0750403587783
2022-03-23,363.28169285289863
2022-03-24,363.76039010532577
2022-03-25,352.3758473875316
2022-03-28,349.4639137819043
2022-03-29,347.8070438769756
2022-03-30,348.55488934287746
2022-03-31,349.8753600048388
2022-04-01,343.3122643462474
2022-04-04,336.8579118597817
2022-04-05,334.1381095230525
2022-04-06,336.86993184013903
2022-04-07,328.74080135405217
2022-04-08,325.4755768487671
2022-04-11,326.62869931315447
2022-04-12,322.6134506337961
2022-04-13,324.94294418198854
2022-04-14,318.41377364276525
2022-04-15,318.8834914181069
2022-04-18,327.545552488455
2022-04-19,335.9057871830122
2022-04-20,341.81302987406974
2022-04-21,340.5236504804837
2022-04-22,337.1461536924315
2022-04-25,346.1458558592785
2022-04-26,346.3602384816364
2022-04-27,349.2126483770949
2022-04-28,361.1539578133276
2022-04-29,359.1232198007968
2022-05-02,358.15601368880544
2022-05-03,368.33390662570076
2022-05-04,353.1163645589661
2022-05-05,347.8820389979012
2022-05-06,349.1886266382847
2022-05-09,358.1169890599534
2022-05-10,357.91977181519553
2022-05-11,356.5164406316638
2022-05-12,355.3396354483924
2022-05-13,351.69121043354085
2022-05-16,351.17992974117595
2022-05-17,344.18602240558124
2022-05-18,328.26985955323124
2022-05-19,335.534561955687
2022-05-20,343.2531163329451
2022-05-23,336.751795779763
2022-05-24,346.8889659435469
2022-05-25,336.78079839600946
2022-05-26,331.0764068558445
2022-05-27,328.68154204095896
2022-05-30,335.09475105680883
2022-05-31,330.34687214386076
2022-06-01,334.47690500438335
2022-06-02,338.4529088962297
2022-06-03,341.90144480917075
2022-06-06,341.55047612623605
2022-06-07,344.99235738138583
2022-06-08,333.2250286083318
2022-06-09,324.96319747660397
2022-06-10,319.0572791445111
2022-06-13,325.76209483863795
2022-06-14,340.29741982809844
2022-06-15,349.05722009045473
2022-06-16,353.2735327560067
2022-06-17,353.5264729578967
2022-06-20,352.51826142462454
2022-06-21,354.74727572990514
2022-06-22,354.5256617742311
2022-06-23,350.25918909017673
2022-06-24,352.74693800222207
2022-06-27,360.6693712368688
2022-06-28,363.546176156555
2022-06-29,364.48411166919334
2022-06-30,376.3624888449778
2022-07-01,375.1239771080955
2022-07-04,373.00053537054106
2022-07-05,377.2035955835853
2022-07-06,379.0743973871577
2022-07-07,369.0696159497269
2022-07-08,362.50609207660875
2022-07-11,372.6222525519889
2022-07-12,364.25175815771274
2022-07-13,358.02851779305723
2022-07-14,358.3302496100324
2022-07-15,361.32171048005574
2022-07-18,352.3006861017363
2022-07-19,359.5410673365757
2022-07-20,356.29942027740833
2022-07-21,363.98987659964473
2022-07-22,370.6515508871435
2022-07-25,367.1343603426196
2022-07-26,364.195998821806
2022-07-27,361.5794767428625
2022-07-28,347.129739386621
2022-07-29,352.31399916180595
2022-08-01,346.4902403613315
2022-08-02,354.66851004553956
2022-08-03,354.8721188467074
2022-08-04,353.08436688778926
2022-08-05,354.44080715848384
2022-08-08,357.698789487515
2022-08-09,353.8274331359463
2022-08-10,347.9172183263321
2022-08-11,352.62376914481956
2022-08-12,349.14990587188305
2022-08-15,356.7224217776312
2022-08-16,346.3888124081128
2022-08-17,365.48338363467553
2022-08-18,356.66108758105236
2022-08-19,346.90798738770474
2022-08-22,356.04844070889783
2022-08-23,364.6542502194921
2022-08-24,362.61043716575114
2022-08-25,358.6616896159835
2022-08-26,362.16114301994793
2022-08-29,363.49285519858154
2022-08-30,373.1608364530866
2022-08-31,368.65502738966626
2022-09-01,372.74910732121094
2022-09-02,369.09318669167965
2022-09-05,376.69667403853765
2022-09-06,374.60834307576124
2022-09-07,383.8538947687924
2022-09-08,393.53160371706525
2022-09-09,383.99653523978884
2022-09-12,381.7521978840418
2022-09-13,373.71245257641027
2022-09-14,380.43358300495817
2022-09-15,373.3225354050998
2022-09-16,379.5619131136083
2022-09-19,368.46809210228935
2022-09-20,360.59692423099847
2022-09-21,364.21385225426053
2022-09-22,357.0685744062522
2022-09-23,362.0887035975627
2022-09-26,359.7090341193602
2022-09-27,363.5871321853034
2022-09-28,368.8613060962138
2022-09-29,371.4260464635969
2022-09-30,378.3185669911372
2022-10-03,377.696170436853
2022-10-04,373.6026319230282
2022-10-05,367.14825139411323
2022-10-06,358.16344793594135
2022-10-07,355.38337069068797
2022-10-10,358.72749624137464
2022-10-11,366.5314484517662
2022-10-12,369.7426501073007
2022-10-13,376.9927151905998
2022-10-14,370.40108946033735
2022-10-17,375.26627215584875
2022-10-18,380.86170969305346
2022-10-19,377.5176445921516
2022-10-20,378.51492303746863
2022-10-21,382.14591106860115
2022-10-24,386.76042664916963
2022-10-25,400.38540738586937
2022-10-26,392.0644455144278
2022-10-27,377.77699376108484
2022-10-28,383.0919831547907
2022-10-31,372.64553105925603
2022-11-01,374.3825674416728
2022-11-02,375.9348848716777
2022-11-03,369.4776184211269
2022-11-04,376.1036792472837
2022-11-07,380.2703737849838
2022-11-08,385.2021365862856
2022-11-09,386.37650449130786
2022-11-10,371.56475699668607
2022-11-11,370.7468735717384
2022-11-14,375.1412812414785
2022-11-15,377.81151089030243
2022-11-16,388.0341964811436
2022-11-17,383.99442733139045
2022-11-18,386.0559558308343
2022-11-21,384.5035344594358
2022-11-22,388.22632901716105
2022-11-23,393.9896895070969
2022-11-24,392.1537538116541
2022-11-25,377.90272692793826
2022-11-28,384.54463505198146
2022-11-29,384.8425096421326
2022-11-30,377.9300637632438
2022-12-01,370.65595820607797
2022-12-02,373.27769720404814
2022-12-05,378.18209334477825
2022-12-06,381.63915843918204
2022-12-07,385.05221753640564
2022-12-08,385.29671706944436
2022-12-09,390.7647451053299
2022-12-12,389.7482081712792
2022-12-13,393.0967145326387
2022-12-14,382.2765734501042
2022-12-15,391.0475422041613
2022-12-16,386.52412094031786
2022-12-19,382.9311654132369
2022-12-20,378.10861523318454
2022-12-21,378.02650127138315
2022-12-22,373.47136863394536
2022-12-23,371.59017455057926
2022-12-26,371.49522215956057
2022-12-27,366.501805855175
2022-12-28,362.49944048032853
2022-12-29,370.7151590991154
2022-12-30,355.1904971787821
2023-01-02,354.50606548081737
2023-01-03,360.6512261540652
2023-01-04,369.7661908471075
2023-01-05,357.41153791964933
2023-01-06,351.2853184394801
2023-01-09,353.61569778473535
2023-01-10,341.7442322518069
2023-01-11,330.9473298497843
2023-01-12,322.78243960727417
2023-01-13,337.37865582809667
2023-01-16,329.9057075677022
2023-01-17,326.97771477259823
2023-01-18,330.4400336687929
2023-01-19,329.91558821779233
2023-01-20,333.2202737131192
2023-01-23,335.158765520928
2023-01-24,336.80434181829213
2023-01-25,342.60964578523595
2023-01-26,348.3184112622901
2023-01-27,348.14987054945817
2023-01-30,343.8015688069577
2023-01-31,356.07526105125504
2023-02-01,348.8780569317333
2023-02-02,345.0088753867627
2023-02-03,350.7378072556034
2023-02-06,349.3513368950801
2023-02-07,359.10645702627943
2023-02-08,358.0878447651799
2023-02-09,361.69062592965935
2023-02-10,351.16579092215574
2023-02-13,350.25255114567506
2023-02-14,349.5553211790528
2023-02-15,357.06969362846394
2023-02-16,358.69973180616427
2023-02-17,375.4654286817011
2023-02-20,371.5953384750431
2023-02-21,374.56538621062464
2023-02-22,368.06221618490866
2023-02-23,370.77175414866247
2023-02-24,359.553240474056
2023-02-27,360.51335962060006
2023-02-28,351.30540489580613
2023-03-01,348.4758956857625
2023-03-02,355.238416149815
2023-03-03,355.7076916927456
2023-03-06,355.62064745037515
2023-03-07,363.35226049098367
2023-03-08,366.2939037078741
2023-03-09,360.3644643102412
2023-03-10,373.8633710931674
2023-03-13,363.6887148678444
2023-03-14,372.9909229972727
2023-03-15,364.9093900176885
2023-03-16,365.943366778256
2023-03-17,364.6855251796108
2023-03-20,360.24180516617434
2023-03-21,361.69310883528567
2023-03-22,356.97558500722727
2023-03-23,351.6650348551002
2023-03-24,353.53606883796397
2023-03-27,352.28173384472143
2023-03-28,343.4824332919916
2023-03-29,336.69708179617885
2023-03-30,343.0472228903264
2023-03-31,341.0882101401381
2023-04-03,340.0825652012323
2023-04-04,331.222409026814
2023-04-05,321.9060685241004
2023-04-06,318.2302843826092
2023-04-07,311.7454152008585
2023-04-10,308.55154710926047
2023-04-11,308.4320014503984
2023-04-12,314.4964623194116
2023-04-13,306.8033147475617
2023-04-14,309.4420940741084
2023-04-17,298.6306810476946
2023-04-18,298.44708212309155
2023-04-19,302.1450175330147
2023-04-20,300.6745432827393
2023-04-21,293.4211418495226
2023-04-24,296.4277916092519
2023-04-25,306.78162063043027
2023-04-26,310.80557524481617
2023-04-27,305.759349299218
2023-04-28,306.51237810034326
2023-05-01,304.5150869486225
2023-05-02,308.7667662478829
2023-05-03,309.8874188697164
2023-05-04,305.1392086474734
2023-05-05,298.7927504289303
2023-05-08,291.9521702109199
2023-05-09,289.70817037736526
2023-05-10,295.88280015775564
2023-05-11,299.6572376137553
2023-05-12,298.7750027668613
2023-05-15,297.65976102182657
2023-05-16,293.96508337457095
2023-05-17,299.9979037466222
2023-05-18,296.0341265965201
2023-05-19,298.3915869688241
2023-05-22,292.9846001389256
2023-05-23,287.27830186310877
2023-05-24,284.836747664177
2023-05-25,284.83370386639666
2023-05-26,291.8183299573925
2023-05-29,286.1866960138979
2023-05-30,282.0775634674809
2023-05-31,287.22736859921446
2023-06-01,287.00540192966685
2023-06-02,281.78529447479127
2023-06-05,279.9950480350993
2023-06-06,280.4223118352386
2023-06-07,288.6723088524509
2023-06-08,290.4738406906559
2023-06-09,289.0433320102434
2023-06-12,290.210797274402
2023-06-13,303.83226808014683
2023-06-14,296.6124876008359
2023-06-15,296.2838405821532
2023-06-16,296.1586637726491
2023-06-19,299.54351321929505
2023-06-20,299.17246770005966
2023-06-21,298.36483378059677
2023-06-22,308.5605396583985
2023-06-23,309.0654383083466
2023-06-26,313.6069377000739
2023-06-27,309.5383374153426
2023-06-28,315.56115955494084
2023-06-29,315.1606672510272
2023-06-30,305.16481157679345
2023-07-03,305.8132675689282
2023-07-04,306.09116298426414
2023-07-05,303.4243571362841
2023-07-06,304.77715300309876
2023-07-07,310.0937807121834
2023-07-10,303.34302275966587
2023-07-11,297.8203303485163
2023-07-12,290.3685687500552
2023-07-13,287.6417163883434
2023-07-14,279.4802535286961
2023-07-17,281.8312454706964
2023-07-18,287.34049776207996
2023-07-19,288.26451964643996
2023-07-20,289.71420512781117
2023-07-21,287.8332260532894
2023-07-24,280.52177110280877
2023-07-25,275.30132994391
2023-07-26,271.55645381702027
2023-07-27,271.9184244381961
2023-07-28,267.69016117078127
2023-07-31,265.84480819876666
2023-08-01,261.1843754797137
