Date,CI
2020-04-21,115.36988865432649
2020-04-22,117.59320980093469
2020-04-23,114.86884134482835
2020-04-24,115.91987205947045
2020-04-27,118.8283644322666
2020-04-28,119.17876646004645
2020-04-29,117.24842218259799
2020-04-30,117.94115933602903
2020-05-01,119.23528458844734
2020-05-04,120.4598416500429
2020-05-05,115.24675992715818
2020-05-06,111.38845887768969
2020-05-07,110.7367400051539
2020-05-08,110.85837810616921
2020-05-11,110.00010923233975
2020-05-12,109.65837571976714
2020-05-13,110.26390303483045
2020-05-14,108.5015614006417
2020-05-15,105.27727373400357
2020-05-18,101.90783442398805
2020-05-19,103.09503672689053
2020-05-20,104.78177632651578
2020-05-21,105.67007898605654
2020-05-22,110.4312296039495
2020-05-25,107.87045829092325
2020-05-26,109.58011680384365
2020-05-27,110.43612566960113
2020-05-28,108.85310649224382
2020-05-29,109.36617805333583
2020-06-01,106.51972734771908
2020-06-02,102.13755355708864
2020-06-03,103.85322481296494
2020-06-04,104.35171876656557
2020-06-05,103.22434719988487
2020-06-08,102.19397132555514
2020-06-09,100.96693459225723
2020-06-10,101.4330932611213
2020-06-11,99.09284980899092
2020-06-12,100.20134277822211
2020-06-15,99.58776212958252
2020-06-16,102.79245116854761
2020-06-17,104.46491354004671
2020-06-18,104.90656483298449
2020-06-19,103.75407772576251
2020-06-22,103.53306535206933
2020-06-23,103.84126886610004
2020-06-24,102.46460501683508
2020-06-25,104.47882624401632
2020-06-26,106.45531482915175
2020-06-29,106.83530768529697
2020-06-30,108.19313249122645
2020-07-01,110.99025541974581
2020-07-02,108.33851811403245
2020-07-03,107.50855734004263
2020-07-06,109.74871704391435
2020-07-07,105.92557030400282
2020-07-08,106.03504896713362
2020-07-09,106.350510843904
2020-07-10,110.52847577159848
2020-07-13,114.04917749100629
2020-07-14,111.50238266033438
2020-07-15,109.17981022836818
2020-07-16,108.68386991881475
2020-07-17,108.67375503162135
2020-07-20,107.25967338222206
2020-07-21,108.19697259734119
2020-07-22,114.65676579320672
2020-07-23,114.52652904042384
2020-07-24,113.11042525882003
2020-07-27,109.2203215246133
2020-07-28,111.87814607711542
2020-07-29,111.14417737413189
2020-07-30,110.97519930770812
2020-07-31,108.09375157109541
2020-08-03,108.26441193432859
2020-08-04,108.06756406217686
2020-08-05,108.51177537446614
2020-08-06,107.33226839241587
2020-08-07,105.67902391173108
2020-08-10,107.21694253889288
2020-08-11,102.70268412680662
2020-08-12,104.55137554171071
2020-08-13,107.51544568522036
2020-08-14,109.20693178746963
2020-08-17,107.37421254174697
2020-08-18,107.46363448326376
2020-08-19,108.86191970796378
2020-08-20,108.78848474702441
2020-08-21,106.32206261617253
2020-08-24,107.08485420836324
2020-08-25,108.61269673095805
2020-08-26,108.09563103106514
2020-08-27,109.09751796329351
2020-08-28,107.93536147448809
2020-08-31,107.35708628822658
2020-09-01,107.65240335130818
2020-09-02,105.98471034247096
2020-09-03,106.95734641068346
2020-09-04,110.93618911014215
2020-09-07,110.87935038481623
2020-09-08,109.32634818044494
2020-09-09,112.53279883231467
2020-09-10,109.22455782947254
2020-09-11,112.24339141062386
2020-09-14,111.591636268755
2020-09-15,111.9252306105428
2020-09-16,112.12048862411841
2020-09-17,115.12707694987151
2020-09-18,117.1301088770982
2020-09-21,111.99556813055241
2020-09-22,112.1834719712846
2020-09-23,113.00622481564383
2020-09-24,110.14073048379187
2020-09-25,107.80074963049296
2020-09-28,107.47614830073582
2020-09-29,105.2259143307566
2020-09-30,107.46027585842417
2020-10-01,108.59362826984719
2020-10-02,108.98535011793012
2020-10-05,108.64850336971989
2020-10-06,113.14909137073026
2020-10-07,114.97550817120323
2020-10-08,114.14274738176343
2020-10-09,117.14460098260233
2020-10-12,118.94186358654723
2020-10-13,117.01495411468954
2020-10-14,114.37156715951659
2020-10-15,114.2812640402264
2020-10-16,118.63517758454685
2020-10-19,115.32640130224382
2020-10-20,113.15761271683671
2020-10-21,114.67036904875874
2020-10-22,112.22965252504412
2020-10-23,114.71471006528455
2020-10-26,112.12333556405797
2020-10-27,106.64063444150628
2020-10-28,105.02886047022069
2020-10-29,108.22090433920619
2020-10-30,112.4640114687953
2020-11-02,118.75739584339496
2020-11-03,120.83326981496792
2020-11-04,119.29518321094113
2020-11-05,116.88579004892411
2020-11-06,111.22095399265169
2020-11-09,108.72566271814694
2020-11-10,106.63762094434881
2020-11-11,106.43103878463681
2020-11-12,113.46403887613587
2020-11-13,116.61710926611683
2020-11-16,112.68103415457782
2020-11-17,114.92350713873694
2020-11-18,115.62425941641844
2020-11-19,110.61813662542087
2020-11-20,116.927352092421
2020-11-23,121.14184397905768
2020-11-24,117.89588985963324
2020-11-25,122.0714983523899
2020-11-26,121.90076028962811
2020-11-27,122.82390078755381
2020-11-30,116.99591590003357
2020-12-01,119.24364081802537
2020-12-02,118.19522066586391
2020-12-03,116.2484209785719
2020-12-04,116.06845643992469
2020-12-07,116.2504955380742
2020-12-08,118.8675407559615
2020-12-09,120.97873703265039
2020-12-10,121.55987859195189
2020-12-11,121.36667866270234
2020-12-14,122.61037497911535
2020-12-15,124.49928029372764
2020-12-16,124.6798697095472
2020-12-17,119.86175637466376
2020-12-18,124.1786481701941
2020-12-21,125.33105174961696
2020-12-22,126.78332613155297
2020-12-23,125.4557051050452
2020-12-24,127.88215639596865
2020-12-25,124.58743089622304
2020-12-28,125.70618538889052
2020-12-29,121.4856603823071
2020-12-30,117.28884188806529
2020-12-31,118.18921328179519
2021-01-01,125.27021454923043
2021-01-04,123.76710944784547
2021-01-05,128.13866776003792
2021-01-06,128.78208568176032
2021-01-07,127.39665885679271
2021-01-08,128.81386915554137
2021-01-11,127.54887628820406
2021-01-12,129.06962343279213
2021-01-13,124.557488997267
2021-01-14,121.71495978495709
2021-01-15,125.59875166764141
2021-01-18,124.80087653963132
2021-01-19,125.16453000798937
2021-01-20,122.92759340076131
2021-01-21,128.696528197852
2021-01-22,138.91163844186482
2021-01-25,140.49588439546073
2021-01-26,140.53317199771982
2021-01-27,144.30644715835197
2021-01-28,144.03458878860303
2021-01-29,148.31111163399953
2021-02-01,149.14602521480998
2021-02-02,149.01995662373955
2021-02-03,152.3887228059599
2021-02-04,155.86806746660238
2021-02-05,158.3212606102684
2021-02-08,157.0139797018372
2021-02-09,163.98126804408642
2021-02-10,163.41325472250378
2021-02-11,170.20151276702055
2021-02-12,168.43213298124343
2021-02-15,168.34522749793385
2021-02-16,166.9262647941771
2021-02-17,167.27640501136443
2021-02-18,172.7184820075583
2021-02-19,174.46937132309108
2021-02-22,173.73205326896698
2021-02-23,174.4609863570647
2021-02-24,175.21238477886394
2021-02-25,178.69786040366932
2021-02-26,185.48034844071188
2021-03-01,192.13257952535722
2021-03-02,192.58613276923
2021-03-03,199.52337459519794
2021-03-04,204.2362011264652
2021-03-05,193.58334207710595
2021-03-08,193.3708373976468
2021-03-09,194.00126759322086
2021-03-10,196.3060951246646
2021-03-11,194.38623506449278
2021-03-12,197.25937928630108
2021-03-15,202.16283049070805
2021-03-16,200.80200982778024
2021-03-17,205.25584239961097
2021-03-18,198.65604563843502
2021-03-19,197.85220258009224
2021-03-22,202.3802245168949
2021-03-23,201.58082705012194
2021-03-24,198.08067557860392
2021-03-25,201.3300535785888
2021-03-26,197.75529518623938
2021-03-29,200.67403037074715
2021-03-30,188.04097011217328
2021-03-31,181.27730807194948
2021-04-01,179.61520858933147
2021-04-02,172.59153642974485
2021-04-05,168.98402389036252
2021-04-06,171.61894770718234
2021-04-07,169.3089383571276
2021-04-08,171.4757734675064
2021-04-09,173.77815269669472
2021-04-12,173.0056348108265
2021-04-13,176.3549686722451
2021-04-14,170.87270670193155
2021-04-15,176.69085369547332
2021-04-16,180.42147537475245
2021-04-19,183.28910290920248
2021-04-20,181.906550351558
2021-04-21,186.70638401164751
2021-04-22,190.1311151875948
2021-04-23,190.5073463080278
2021-04-26,192.74828285358595
2021-04-27,185.90037831406335
2021-04-28,186.01409947954465
2021-04-29,192.64605644181898
2021-04-30,195.36067521390368
2021-05-03,193.1558308653204
2021-05-04,195.7564401542203
2021-05-05,202.78873978337836
2021-05-06,200.2116520486522
2021-05-07,197.42750292163433
2021-05-10,202.40574839826948
2021-05-11,207.81673914790886
2021-05-12,214.45102603080755
2021-05-13,209.55453029290055
2021-05-14,215.8745170149826
2021-05-17,208.9426681060764
2021-05-18,207.8219888465816
2021-05-19,209.75303778749816
2021-05-20,208.27034449885917
2021-05-21,204.36966718769781
2021-05-24,201.36439273633545
2021-05-25,202.46759340706367
2021-05-26,204.42459127094472
2021-05-27,202.93419799253888
2021-05-28,209.49464810653973
2021-05-31,208.2838559440946
2021-06-01,215.23101224369717
2021-06-02,215.4717898370615
2021-06-03,217.2748448615369
2021-06-04,215.107607040089
2021-06-07,222.83349530670162
2021-06-08,231.44464778618803
2021-06-09,231.46384346309964
2021-06-10,228.91859751337657
2021-06-11,229.56316406521367
2021-06-14,233.94218274105464
2021-06-15,238.54603375770787
2021-06-16,235.0195049828053
2021-06-17,237.07274788476644
2021-06-18,239.35443979473953
2021-06-21,233.6876082566396
2021-06-22,222.71704131850404
2021-06-23,218.57356523498305
2021-06-24,227.815346873723
2021-06-25,234.6708125053098
2021-06-28,227.5576540273675
2021-06-29,226.42351574990812
2021-06-30,219.3696897355391
2021-07-01,227.38215766126768
2021-07-02,221.12968414287985
2021-07-05,216.5102603591041
2021-07-06,227.1455426304825
2021-07-07,223.71346802735027
2021-07-08,227.624682678755
2021-07-09,222.2426507671141
2021-07-12,219.3593505333725
2021-07-13,226.7517095719808
2021-07-14,225.00352756961698
2021-07-15,224.69624746406083
2021-07-16,223.8915991633245
2021-07-19,220.37359566512572
2021-07-20,225.11090691945978
2021-07-21,229.69313212717768
2021-07-22,232.25537904147023
2021-07-23,236.27413739983484
2021-07-26,231.73957094175844
2021-07-27,241.13584611708973
2021-07-28,241.34073945709983
2021-07-29,240.4118026321713
2021-07-30,240.24637613268732
2021-08-02,243.6003918022293
2021-08-03,245.62757400907074
2021-08-04,254.23448785942574
2021-08-05,250.92807820874634
2021-08-06,254.20354104337346
2021-08-09,256.423193558486
2021-08-10,259.9707863486696
2021-08-11,263.4129632618032
2021-08-12,257.5230657867666
2021-08-13,261.2459109997364
2021-08-16,260.5531224761847
2021-08-17,262.9414883182651
2021-08-18,273.6288479915665
2021-08-19,288.2171325657515
2021-08-20,288.5093551147298
2021-08-23,288.05159332054853
2021-08-24,292.9062685584591
2021-08-25,300.572579896399
2021-08-26,295.4015668580083
2021-08-27,287.9488875120251
2021-08-30,299.378378524888
2021-08-31,303.47931123312065
2021-09-01,297.2172351460853
2021-09-02,297.98074959559375
2021-09-03,302.74247964499193
2021-09-06,304.14867657098836
2021-09-07,298.7539157976204
2021-09-08,300.6124673917259
2021-09-09,295.803688184451
2021-09-10,295.0933371059759
2021-09-13,298.07860303332006
2021-09-14,293.67950986077375
2021-09-15,299.36586470863244
2021-09-16,291.5061390045439
2021-09-17,291.3587287508454
2021-09-20,289.3095022984264
2021-09-21,281.5362635181874
2021-09-22,272.5073320762864
2021-09-23,286.26449566877267
2021-09-24,291.8320550344693
2021-09-27,295.6723412614547
2021-09-28,289.03331650080713
2021-09-29,282.7548108976166
2021-09-30,284.32200582846343
2021-10-01,281.6000995292358
2021-10-04,279.6166670547678
2021-10-05,273.0945968436973
2021-10-06,270.90804644996706
2021-10-07,272.77875897244587
2021-10-08,278.43196945783444
2021-10-11,289.23045579711123
2021-10-12,298.678800263051
2021-10-13,295.9016116716856
2021-10-14,287.1691590739905
2021-10-15,287.7112720691002
2021-10-18,287.8604894464975
2021-10-19,294.31249847810284
2021-10-20,311.55033868529193
2021-10-21,314.1124377001916
2021-10-22,313.6882553646662
2021-10-25,304.6153511679347
2021-10-26,298.7477170622087
2021-10-27,298.9427747423708
2021-10-28,300.32422565147016
2021-10-29,296.57623700181364
2021-11-01,302.39048193463293
2021-11-02,298.6908903357175
2021-11-03,306.0600832782138
2021-11-04,309.42773031807934
2021-11-05,310.8300639924828
2021-11-08,324.2616853639148
2021-11-09,321.25609565849174
2021-11-10,312.1535855901314
2021-11-11,315.78800186864163
2021-11-12,323.2355012936683
2021-11-15,331.04717302949325
2021-11-16,331.7353591353394
2021-11-17,347.70232855603604
2021-11-18,347.5367831821599
2021-11-19,339.2787722728812
2021-11-22,346.19499380972064
2021-11-23,335.5835286018057
2021-11-24,336.4544484585098
2021-11-25,327.6561648939971
2021-11-26,323.3086346079818
2021-11-29,322.5081353348067
2021-11-30,324.9496170889958
2021-12-01,324.8737937555078
2021-12-02,327.22126530424697
2021-12-03,329.51122853845754
2021-12-06,340.67518437577735
2021-12-07,329.6833777353794
2021-12-08,338.3548508017609
2021-12-09,340.62055199288125
2021-12-10,329.4501727983103
2021-12-13,326.3376636020945
2021-12-14,338.4493645492609
2021-12-15,343.70990526380024
2021-12-16,341.3180157746164
2021-12-17,334.5894156975376
2021-12-20,331.3256841882064
2021-12-21,339.55492544417
2021-12-22,347.89820376716875
2021-12-23,360.42277072623403
2021-12-24,366.2542025779419
2021-12-27,354.860978580785
2021-12-28,353.0295333248469
2021-12-29,350.53953137155037
2021-12-30,341.73281116510475
2021-12-31,347.95585441116185
2022-01-03,339.83117668033896
2022-01-04,348.2837068250972
2022-01-05,360.89993115453444
2022-01-06,347.3502725073092
2022-01-07,347.8364520765184
2022-01-10,337.3845019834633
2022-01-11,334.3065520640632
2022-01-12,345.90486693539776
2022-01-13,352.94369134952865
2022-01-14,334.76170264280626
2022-01-17,334.79188114972544
2022-01-18,348.5535710338687
2022-01-19,349.91084106464905
2022-01-20,343.62258508308736
2022-01-21,345.1763213055419
2022-01-24,353.3392457996712
2022-01-25,346.9441251829397
2022-01-26,334.29054469771285
2022-01-27,339.6597594968704
2022-01-28,336.88988040494837
2022-01-31,334.59039190265094
2022-02-01,337.28995239818727
2022-02-02,334.7567675216144
2022-02-03,325.36461569164464
2022-02-04,336.43626331435127
2022-02-07,319.5552761491142
2022-02-08,329.7392789087183
2022-02-09,327.8779899663667
2022-02-10,320.5782897203097
2022-02-11,344.1335234199741
2022-02-14,327.8731330226789
2022-02-15,325.605266088438
2022-02-16,342.4082788478012
2022-02-17,343.370732529029
2022-02-18,341.10473405893237
2022-02-21,341.641765940262
2022-02-22,339.7313912009169
2022-02-23,333.76006827978887
2022-02-24,330.20056653947074
2022-02-25,325.9796797502311
2022-02-28,324.34037567873867
2022-03-01,321.0406403985799
2022-03-02,323.09835892136937
2022-03-03,327.89380905165393
2022-03-04,321.1566818610041
2022-03-07,314.79376179040077
2022-03-08,302.6860882107114
2022-03-09,303.085550610878
2022-03-10,313.07136730994057
2022-03-11,318.1277377034325
2022-03-14,316.44165897454764
2022-03-15,316.1935916951084
2022-03-16,310.3422869165149
2022-03-17,329.0218184303145
2022-03-18,321.1355175072879
2022-03-21,327.7744196019163
2022-03-22,331.58968883708195
2022-03-23,338.9621124178761
2022-03-24,334.00663084793496
2022-03-25,323.53452455634425
2022-03-28,313.49951760214464
2022-03-29,303.0761127034793
2022-03-30,300.40494861281405
2022-03-31,295.45017045056164
2022-04-01,296.1004290574072
2022-04-04,299.0848899338705
2022-04-05,301.78075843000113
2022-04-06,314.95231130678036
2022-04-07,311.5745858707199
2022-04-08,306.4907232622448
2022-04-11,310.56061150379287
2022-04-12,310.48128055108026
2022-04-13,308.3198052136988
2022-04-14,303.3726737118098
2022-04-15,306.51275304558175
2022-04-18,297.9521893664067
2022-04-19,308.12274098380925
2022-04-20,311.59680841654085
2022-04-21,310.0584877960001
2022-04-22,308.5567025196905
2022-04-25,317.52670969980863
2022-04-26,322.8412210179557
2022-04-27,338.53846155629515
2022-04-28,350.9881453503213
2022-04-29,339.20842306612616
2022-05-02,344.2858619634204
2022-05-03,356.5296843600765
2022-05-04,357.2596208708354
2022-05-05,360.89910838539004
2022-05-06,356.639249487244
2022-05-09,362.0545554095671
2022-05-10,363.858744036794
2022-05-11,356.8839661808406
2022-05-12,350.78020092027276
2022-05-13,359.08099791136743
2022-05-16,369.3723501217354
2022-05-17,359.97354873586954
2022-05-18,357.38547567005406
2022-05-19,358.82044727013636
2022-05-20,378.02772766025885
2022-05-23,369.20612906580504
2022-05-24,366.23056165987606
2022-05-25,347.76591974662125
2022-05-26,350.2390863892083
2022-05-27,347.2252517502418
2022-05-30,347.2357724671363
2022-05-31,348.1859637360401
2022-06-01,353.73123146051046
2022-06-02,358.34186992913425
2022-06-03,361.53343828608666
2022-06-06,357.9381385787289
2022-06-07,364.1577962197898
2022-06-08,365.52146265732557
2022-06-09,378.8355114346454
2022-06-10,373.08340634900526
2022-06-13,372.3513531082879
2022-06-14,359.90770795075167
2022-06-15,363.6967964848996
2022-06-16,374.4073384068836
2022-06-17,371.1981902304111
2022-06-20,377.7629884321755
2022-06-21,373.79643022473596
2022-06-22,360.61037324748435
2022-06-23,351.23702866324663
2022-06-24,349.16676007362366
2022-06-27,368.46128876110635
2022-06-28,366.4999068798088
2022-06-29,373.9519602683043
2022-06-30,375.08104395669466
2022-07-01,385.25351821465586
2022-07-04,388.60415712171454
2022-07-05,387.9895031146659
2022-07-06,418.697332281635
2022-07-07,423.3061367168407
2022-07-08,430.8544183878979
2022-07-11,432.77531778201836
2022-07-12,432.423044280103
2022-07-13,438.93693656775207
2022-07-14,436.52281454436155
2022-07-15,449.45568451922037
2022-07-18,446.50291953637526
2022-07-19,455.0836273085602
2022-07-20,460.464869114396
2022-07-21,469.84828499244617
2022-07-22,468.38197860438567
2022-07-25,475.0831947080346
2022-07-26,490.79994536760313
2022-07-27,483.18271971098835
2022-07-28,478.8099821019322
2022-07-29,484.81562210181653
2022-08-01,488.1322255114427
2022-08-02,491.2316810486911
2022-08-03,480.98877123064153
2022-08-04,477.8401467888981
2022-08-05,476.19918171620367
2022-08-08,473.73984918933445
2022-08-09,457.4648818387501
2022-08-10,443.4476023045683
2022-08-11,449.8811373478104
2022-08-12,464.93164579456175
2022-08-15,455.7479355467444
2022-08-16,461.1180045848624
2022-08-17,475.5785804014814
2022-08-18,480.14866450441434
2022-08-19,473.758069616486
2022-08-22,456.23941629789067
2022-08-23,432.4727156492909
2022-08-24,437.54374366666195
2022-08-25,434.9566681018395
2022-08-26,430.2790854497677
2022-08-29,418.91733876147146
2022-08-30,428.1981495973457
2022-08-31,436.1700558102589
2022-09-01,454.9819012435999
2022-09-02,466.35966888764017
2022-09-05,447.88558844821216
2022-09-06,441.8597095973168
2022-09-07,427.9577140446205
2022-09-08,434.3406866498536
2022-09-09,439.8382113483647
2022-09-12,424.66738464491993
2022-09-13,418.3146517309509
2022-09-14,421.40304859613144
2022-09-15,411.08604976488203
2022-09-16,407.8652358374556
2022-09-19,386.4756623194319
2022-09-20,381.1886128971386
2022-09-21,389.0091119286726
2022-09-22,390.8715032745081
2022-09-23,400.05480579571383
2022-09-26,393.1222933241844
2022-09-27,387.72482466572205
2022-09-28,384.1494625053028
2022-09-29,396.7703210419546
2022-09-30,402.04114074814845
2022-10-03,404.9502359598563
2022-10-04,398.5758359238054
2022-10-05,388.20764520847024
2022-10-06,383.69485304077347
2022-10-07,394.31410225682805
2022-10-10,385.58847562786895
2022-10-11,388.0868847275965
2022-10-12,382.4282591860238
2022-10-13,371.61764866806055
2022-10-14,372.29111976522233
2022-10-17,370.32174367411574
2022-10-18,362.3464442419714
2022-10-19,356.67031603636383
2022-10-20,356.0415347452601
2022-10-21,345.4518219441788
2022-10-24,339.1351995020708
2022-10-25,337.73390136543253
2022-10-26,324.94606514734215
2022-10-27,324.01999625044846
2022-10-28,311.36731794001474
2022-10-31,310.2819686242191
2022-11-01,314.65055065155724
2022-11-02,305.9649042051125
2022-11-03,312.93981766145583
2022-11-04,309.55940874587907
2022-11-07,297.6023915496744
2022-11-08,292.029003645825
2022-11-09,300.8079993922667
2022-11-10,302.8469213296809
2022-11-11,290.8971851752748
2022-11-14,302.89659220291213
2022-11-15,312.98289579378843
2022-11-16,315.2684560565123
2022-11-17,317.1040369743762
2022-11-18,329.3222569326996
2022-11-21,327.99730122421715
2022-11-22,329.38991610985886
2022-11-23,333.99173924705735
2022-11-24,365.79670830288876
2022-11-25,358.9617071711862
2022-11-28,358.0096029535743
2022-11-29,359.3823473233633
2022-11-30,341.663045087779
2022-12-01,344.09833083294006
2022-12-02,340.37160372314946
2022-12-05,346.05179494075463
2022-12-06,344.61769929388214
2022-12-07,344.05405562224223
2022-12-08,332.37997755491386
2022-12-09,322.7678168638337
2022-12-12,337.5330868121463
2022-12-13,343.8663725396484
2022-12-14,340.0723975694197
2022-12-15,339.7443316636821
2022-12-16,330.03713329298523
2022-12-19,338.9955603452728
2022-12-20,342.86638104791956
2022-12-21,335.96343755613407
2022-12-22,339.80676288392766
2022-12-23,344.9618840550123
2022-12-26,357.032195178531
2022-12-27,357.73318511759794
2022-12-28,356.87136009203346
2022-12-29,355.4669545775073
2022-12-30,356.5184657853446
2023-01-02,364.0982215100461
2023-01-03,370.0361627459812
2023-01-04,362.70383362505635
2023-01-05,363.178204753976
2023-01-06,364.19107118113135
2023-01-09,349.95762625278263
2023-01-10,359.33808293654386
2023-01-11,360.7209629386704
2023-01-12,337.959056888807
2023-01-13,340.9929162268848
2023-01-16,342.39425827546415
2023-01-17,341.3687212713193
2023-01-18,336.8629099777465
2023-01-19,335.71982622054617
2023-01-20,316.41197561786515
2023-01-23,321.08577934204675
2023-01-24,334.2381487287486
2023-01-25,336.22747506098017
2023-01-26,338.6010455039588
2023-01-27,331.1993619115132
2023-01-30,324.8178834047383
2023-01-31,332.972176995435
2023-02-01,318.85036315467624
2023-02-02,336.46012859643764
2023-02-03,354.34104108024627
2023-02-06,334.7399440982357
2023-02-07,329.08176162729393
2023-02-08,334.3407388310877
2023-02-09,328.9072884172137
2023-02-10,318.95023642980664
2023-02-13,327.9815763245546
2023-02-14,333.0498038993423
2023-02-15,335.02646959990136
2023-02-16,336.51860253502514
2023-02-17,332.46771214560505
2023-02-20,326.9275938632234
2023-02-21,324.2624422932553
2023-02-22,319.9291124985864
2023-02-23,326.05821385326976
2023-02-24,333.7857985630432
2023-02-27,326.8179114047004
2023-02-28,319.53851450050615
2023-03-01,331.87707255483497
2023-03-02,344.9118906565701
2023-03-03,353.0781194534283
2023-03-06,348.98793600291003
2023-03-07,327.6323261985497
2023-03-08,324.1574276198447
2023-03-09,328.2518489947374
2023-03-10,335.38723330337035
2023-03-13,311.1389364523385
2023-03-14,311.34531430950466
2023-03-15,304.7344646579445
2023-03-16,307.60702732248996
2023-03-17,307.80703618088756
2023-03-20,300.42101789687587
2023-03-21,294.0725637005613
2023-03-22,283.4208798447602
2023-03-23,281.12595242941956
2023-03-24,274.09589373127784
2023-03-27,291.62201619763823
2023-03-28,290.6227035077615
2023-03-29,305.2854318726671
2023-03-30,311.7222834517867
2023-03-31,323.04082224309093
2023-04-03,328.1538671071373
2023-04-04,311.87138495786076
2023-04-05,319.8991296668516
2023-04-06,318.3685864302421
2023-04-07,320.9579785880223
2023-04-10,318.73795360085364
2023-04-11,317.00709792213917
2023-04-12,310.85671691963825
2023-04-13,316.73031559951187
2023-04-14,328.4581913470632
2023-04-17,323.57086029785034
2023-04-18,326.04383523533704
2023-04-19,313.8711730968686
2023-04-20,309.71708007317704
2023-04-21,315.0311763516417
2023-04-24,314.0817265218663
2023-04-25,310.0096216902382
2023-04-26,308.962035452195
2023-04-27,321.39875960364367
2023-04-28,340.5884145806333
2023-05-01,337.8168312701109
2023-05-02,330.11008797358176
2023-05-03,311.0467146910238
2023-05-04,313.5673032687759
2023-05-05,308.15440254541267
2023-05-08,302.7841199838364
2023-05-09,296.54266592698474
2023-05-10,296.4721886997843
2023-05-11,288.42610951534414
2023-05-12,285.3621826188087
2023-05-15,288.12274430932683
2023-05-16,293.59431770210847
2023-05-17,293.8879739382445
2023-05-18,295.6339764980972
2023-05-19,294.09900185860715
2023-05-22,290.97608752664166
2023-05-23,290.0020321946744
2023-05-24,291.4478335265845
2023-05-25,290.26031982771923
2023-05-26,299.54837318386996
2023-05-29,301.95772355856593
2023-05-30,297.4544543561945
2023-05-31,302.4274637624917
2023-06-01,297.1488890152323
2023-06-02,301.54530896917186
2023-06-05,291.9927576426976
2023-06-06,286.07188130242776
2023-06-07,298.75643216937016
2023-06-08,299.1329173847598
2023-06-09,305.939197027718
2023-06-12,302.42542628397433
2023-06-13,311.98093503634334
2023-06-14,314.60858661596876
2023-06-15,322.09511132836104
2023-06-16,314.6681325931429
2023-06-19,313.49796708937083
2023-06-20,315.04500205887564
2023-06-21,312.4920662569157
2023-06-22,321.09469611398634
2023-06-23,324.31726326742023
2023-06-26,316.59005573545727
2023-06-27,322.22216944200056
2023-06-28,323.9544526036332
2023-06-29,328.3367071346135
2023-06-30,335.1152952016649
2023-07-03,332.86125074542974
2023-07-04,340.95659423673015
2023-07-05,343.76396916326064
2023-07-06,338.3795436995696
2023-07-07,346.78727644875994
2023-07-10,333.5368579075203
2023-07-11,334.9282385246031
2023-07-12,331.65470263216855
2023-07-13,338.0618435837164
2023-07-14,340.3843661647225
2023-07-17,348.80638762994136
2023-07-18,342.2090370292998
2023-07-19,349.5796439850152
2023-07-20,356.690055489182
2023-07-21,365.7277638175771
2023-07-24,369.5138949928692
2023-07-25,349.92146269227294
2023-07-26,358.9639520352105
2023-07-27,360.03503802736634
2023-07-28,363.7008124454326
2023-07-31,364.0682308793044
