Date,MDLZ
2020-05-12,498.37168611418093
2020-05-13,486.25535278912474
2020-05-14,494.0674982877539
2020-05-15,496.6660533664585
2020-05-18,493.15942959100425
2020-05-19,498.89652949347624
2020-05-20,494.6258352291314
2020-05-21,499.3917509037759
2020-05-22,512.0059748898791
2020-05-25,507.7612578171505
2020-05-26,508.64620317319634
2020-05-27,504.93828377103404
2020-05-28,502.98867434743994
2020-05-29,518.9599317575744
2020-06-01,514.1280049104507
2020-06-02,511.60014887077625
2020-06-03,517.8243335575933
2020-06-04,535.2078221331655
2020-06-05,545.7664037336073
2020-06-08,549.0784759797867
2020-06-09,540.5401784980324
2020-06-10,524.6025123211315
2020-06-11,516.2744646904829
2020-06-12,520.1285634368372
2020-06-15,520.3245151691763
2020-06-16,520.9892958043439
2020-06-17,514.8980004212091
2020-06-18,535.9234750734961
2020-06-19,529.6741377004042
2020-06-22,515.1826258003756
2020-06-23,515.989827635015
2020-06-24,507.5376080380524
2020-06-25,519.3313208509123
2020-06-26,510.6475006574119
2020-06-29,500.2568584997953
2020-06-30,490.9092308877763
2020-07-01,496.4371764619363
2020-07-02,495.04742213749284
2020-07-03,500.2674947822361
2020-07-06,501.51314742284376
2020-07-07,501.0707398896142
2020-07-08,502.2775447394967
2020-07-09,493.33395759104775
2020-07-10,495.1983238249884
2020-07-13,494.8997568766404
2020-07-14,509.03739496971474
2020-07-15,515.7506527783785
2020-07-16,517.9102420356774
2020-07-17,518.3755628433953
2020-07-20,527.9617146678152
2020-07-21,524.7860341799596
2020-07-22,519.8984514024188
2020-07-23,533.597050093663
2020-07-24,548.2308004152127
2020-07-27,544.5080118740196
2020-07-28,547.2509137400057
2020-07-29,537.9692321509193
2020-07-30,556.9017140273664
2020-07-31,572.6363334109541
2020-08-03,562.5118963673146
2020-08-04,567.6351893843593
2020-08-05,577.5191058016418
2020-08-06,577.6240813095854
2020-08-07,577.6804720816764
2020-08-10,579.487124953029
2020-08-11,582.1106682991276
2020-08-12,578.6679869903077
2020-08-13,580.9766519666935
2020-08-14,571.006151800055
2020-08-17,574.7770145057314
2020-08-18,585.2289674148443
2020-08-19,596.3211337569936
2020-08-20,597.7577560740507
2020-08-21,592.3643781001425
2020-08-24,588.7133279364238
2020-08-25,593.4275522917234
2020-08-26,585.9538388227086
2020-08-27,596.0968578467026
2020-08-28,581.008059462058
2020-08-31,580.1638653600237
2020-09-01,578.5954733709455
2020-09-02,590.0456826094128
2020-09-03,601.3629985134984
2020-09-04,608.9017729652597
2020-09-07,618.4462966750581
2020-09-08,613.3768609254738
2020-09-09,612.2704906548007
2020-09-10,632.7411940783178
2020-09-11,624.1794953614684
2020-09-14,640.7116733039207
2020-09-15,647.622280836943
2020-09-16,646.2749538732137
2020-09-17,634.1285455877357
2020-09-18,643.5858354149519
2020-09-21,641.2729408789787
2020-09-22,654.8228980399277
2020-09-23,644.5795425991847
2020-09-24,632.3592392443471
2020-09-25,627.1099518598826
2020-09-28,631.0105257754057
2020-09-29,635.582373556706
2020-09-30,640.8521754471191
2020-10-01,629.3871001052179
2020-10-02,619.6839977220596
2020-10-05,626.6824391698318
2020-10-06,622.8837955373959
2020-10-07,624.4950033878234
2020-10-08,630.1379399806497
2020-10-09,641.1027658983719
2020-10-12,645.4432073752217
2020-10-13,641.8491147828768
2020-10-14,638.92632011558
2020-10-15,643.6921405302062
2020-10-16,649.6947031679044
2020-10-19,657.6488191169143
2020-10-20,658.0686794370716
2020-10-21,655.1305620622968
2020-10-22,663.0621218111413
2020-10-23,680.1316958185959
2020-10-26,682.6081796483355
2020-10-27,678.9559832238411
2020-10-28,657.000314954904
2020-10-29,650.5592146364353
2020-10-30,631.4864993725635
2020-11-02,629.6633096155649
2020-11-03,630.4944118826112
2020-11-04,625.9990189925494
2020-11-05,620.7670335849765
2020-11-06,609.6422091683729
2020-11-09,628.0976271860228
2020-11-10,631.0028411864661
2020-11-11,644.09613567299
2020-11-12,649.3609934739222
2020-11-13,667.8957090392236
2020-11-16,662.2905985249727
2020-11-17,665.6652600764615
2020-11-18,678.2741224311309
2020-11-19,684.948426202494
2020-11-20,699.0861679392606
2020-11-23,702.7284231648615
2020-11-24,702.909278578463
2020-11-25,701.1468641687652
2020-11-26,706.9242932991527
2020-11-27,711.8139143602041
2020-11-30,694.042767092706
2020-12-01,692.5318440375081
2020-12-02,674.7870733020627
2020-12-03,674.086946772312
2020-12-04,692.1574891304514
2020-12-07,683.9691693692455
2020-12-08,681.8008642077448
2020-12-09,687.061745181503
2020-12-10,696.4270427819143
2020-12-11,716.7804651631475
2020-12-14,708.0833570468969
2020-12-15,710.0421676070789
2020-12-16,698.2994279944509
2020-12-17,707.2955353433871
2020-12-18,704.0280651842135
2020-12-21,697.9571264875043
2020-12-22,713.2602961951524
2020-12-23,717.9049699494514
2020-12-24,720.5422021204841
2020-12-25,716.1583805788381
2020-12-28,735.8827754660937
2020-12-29,745.9837016428663
2020-12-30,749.714759578498
2020-12-31,756.494211300606
2021-01-01,770.9273056165603
2021-01-04,759.256588020838
2021-01-05,766.8116392997857
2021-01-06,748.8409676513492
2021-01-07,758.1515771271261
2021-01-08,744.9108670661487
2021-01-11,741.631913514365
2021-01-12,747.1623437374736
2021-01-13,735.0883862714101
2021-01-14,736.15923883935
2021-01-15,713.9022746687351
2021-01-18,720.5324236561386
2021-01-19,711.1331604542586
2021-01-20,712.564516269347
2021-01-21,715.2957491302823
2021-01-22,717.4177015725714
2021-01-25,723.718838086398
2021-01-26,748.0374992026566
2021-01-27,757.8672685106116
2021-01-28,758.0470061608596
2021-01-29,756.6839812401033
2021-02-01,756.6154942601784
2021-02-02,774.9531402683446
2021-02-03,775.9098146992097
2021-02-04,781.1078490098846
2021-02-05,803.6532924037141
2021-02-08,789.1606702736282
2021-02-09,786.4101598952418
2021-02-10,784.8623458187211
2021-02-11,779.1898933394592
2021-02-12,795.4727619150983
2021-02-15,801.0266990845729
2021-02-16,820.9346417133595
2021-02-17,822.926337933292
2021-02-18,830.8776144830549
2021-02-19,848.6339145786878
2021-02-22,858.4699337021249
2021-02-23,853.2185579148335
2021-02-24,833.7327656402471
2021-02-25,883.3536712798126
2021-02-26,879.4834802070106
2021-03-01,891.7275021246248
2021-03-02,880.8359542588619
2021-03-03,875.8693741968953
2021-03-04,862.1555339240218
2021-03-05,858.2499802126684
2021-03-08,831.8053226319062
2021-03-09,828.9017085848582
2021-03-10,845.6930535517986
2021-03-11,832.0876273456504
2021-03-12,810.8384630265895
2021-03-15,811.4116692374283
2021-03-16,805.9892044370088
2021-03-17,810.0579624348273
2021-03-18,834.6205723729626
2021-03-19,824.45308516052
2021-03-22,825.0975954017763
2021-03-23,791.4166676700313
2021-03-24,811.8985577098581
2021-03-25,822.4358319860692
2021-03-26,818.5154626704252
2021-03-29,803.4153004612048
2021-03-30,814.4351539673173
2021-03-31,811.3487431026894
2021-04-01,807.0183676396405
2021-04-02,822.0053142777282
2021-04-05,819.6152832491829
2021-04-06,824.2924709824824
2021-04-07,837.9910226012927
2021-04-08,855.2245119289779
2021-04-09,837.2385006277091
2021-04-12,823.2542318561613
2021-04-13,832.1896130734488
2021-04-14,830.1285034960235
2021-04-15,821.7192943923035
2021-04-16,829.0191492358471
2021-04-19,813.4340912140783
2021-04-20,801.8638494392131
2021-04-21,803.6516656764991
2021-04-22,806.7671817690078
2021-04-23,810.054032825761
2021-04-26,822.8135536202822
2021-04-27,836.20686003979
2021-04-28,823.8182481432284
2021-04-29,815.5652152254579
2021-04-30,812.9140195486814
2021-05-03,817.9831662566793
2021-05-04,807.5404735273529
2021-05-05,807.403821480675
2021-05-06,790.0124295282324
2021-05-07,792.882411658433
2021-05-10,781.423639648641
2021-05-11,788.1717410536037
2021-05-12,791.4199742586195
2021-05-13,789.5809735633596
2021-05-14,785.0682625898713
2021-05-17,783.8754245852847
2021-05-18,783.5331545167362
2021-05-19,802.6448478676338
2021-05-20,810.7517416791421
2021-05-21,820.3413902550677
2021-05-24,841.3249213668524
2021-05-25,824.8026656872701
2021-05-26,816.4525271730769
2021-05-27,831.0502969639261
2021-05-28,826.556677470276
2021-05-31,859.3894714297828
2021-06-01,855.8639826865942
2021-06-02,833.4508073488734
2021-06-03,837.5003874031061
2021-06-04,836.7833174504776
2021-06-07,828.2484184278554
2021-06-08,841.7762608051755
2021-06-09,839.5180642266708
2021-06-10,825.7975534046589
2021-06-11,848.5743056177943
2021-06-14,842.6372222846496
2021-06-15,832.014491811537
2021-06-16,826.1490815846653
2021-06-17,832.3039055086113
2021-06-18,824.0100950657699
2021-06-21,823.120367876947
2021-06-22,818.4097526912205
2021-06-23,798.3037666818027
2021-06-24,778.3118973604916
2021-06-25,763.6452142287856
2021-06-28,772.38978169788
2021-06-29,761.2406662622265
2021-06-30,753.8912273658159
2021-07-01,761.0533170532645
2021-07-02,765.3154696870497
2021-07-05,767.3506449130903
2021-07-06,783.4971583876376
2021-07-07,775.397498764422
2021-07-08,786.0824694862614
2021-07-09,792.6436315636037
2021-07-12,805.4076560173753
2021-07-13,801.1180772884904
2021-07-14,790.6362568484438
2021-07-15,787.8283889436575
2021-07-16,785.274379547852
2021-07-19,786.0633814370943
2021-07-20,783.3088501045592
2021-07-21,811.9885441328747
2021-07-22,838.4356766268431
2021-07-23,826.0698369777854
2021-07-26,846.1978939092459
2021-07-27,843.1495808577638
2021-07-28,818.3559984844038
2021-07-29,832.8896991262768
2021-07-30,821.8436060317475
2021-08-02,825.1669838996171
2021-08-03,834.2064544904293
2021-08-04,828.7365972049071
2021-08-05,820.839983003106
2021-08-06,824.1361272126752
2021-08-09,830.289208310785
2021-08-10,836.803212851865
2021-08-11,845.159703532997
2021-08-12,842.9702698344304
2021-08-13,846.567810211732
2021-08-16,849.9569861944457
2021-08-17,863.8055558283645
2021-08-18,848.935007330502
2021-08-19,856.5502040291155
2021-08-20,855.5823439679016
2021-08-23,848.3217694344921
2021-08-24,859.3092862835107
2021-08-25,852.8194720245353
2021-08-26,854.4109624017514
2021-08-27,862.5780169495789
2021-08-30,868.0063122611211
2021-08-31,854.2229781090414
2021-09-01,851.6688549839693
2021-09-02,814.9234376118463
2021-09-03,820.3725600488203
2021-09-06,839.1656996810603
2021-09-07,839.310642604249
2021-09-08,824.1109372579615
2021-09-09,815.2677952503776
2021-09-10,793.0570515079719
2021-09-13,782.0726940301038
2021-09-14,769.7834694959865
2021-09-15,761.6858084783908
2021-09-16,775.2151634273255
2021-09-17,793.3802768134872
2021-09-20,800.9447505951019
2021-09-21,829.7730183274803
2021-09-22,825.3532789873589
2021-09-23,803.6998529846487
2021-09-24,804.5647876034405
2021-09-27,803.0880463868947
2021-09-28,836.0352879598977
2021-09-29,838.4675070039804
2021-09-30,845.9770821574295
2021-10-01,860.5351190405576
2021-10-04,865.9157906955277
2021-10-05,861.6999555611927
2021-10-06,882.3067389187265
2021-10-07,862.6569467783986
2021-10-08,843.9382719505492
2021-10-11,846.4974099812645
2021-10-12,848.9551343383322
2021-10-13,857.0511844756887
2021-10-14,831.7943892904732
2021-10-15,853.5233387963825
2021-10-18,855.4840418762121
2021-10-19,845.7672071553029
2021-10-20,836.3004111913039
2021-10-21,845.607822691182
2021-10-22,846.7097351991752
2021-10-25,843.7008901482706
2021-10-26,853.1341650619506
2021-10-27,864.9170132770878
2021-10-28,870.1690912946887
2021-10-29,863.2818912047218
2021-11-01,884.5717941011887
2021-11-02,865.2090101569021
2021-11-03,859.9388977888898
2021-11-04,858.6358282804706
2021-11-05,851.7099260373674
2021-11-08,860.7311529726207
2021-11-09,869.0467525182803
2021-11-10,843.2849572824844
2021-11-11,829.7324555690468
2021-11-12,830.1980808928204
2021-11-15,848.191470199693
2021-11-16,829.899464829017
2021-11-17,836.4644928580196
2021-11-18,849.5308931537234
2021-11-19,807.5265397867627
2021-11-22,792.6448221585622
2021-11-23,792.271118618416
2021-11-24,807.0034439781261
2021-11-25,797.216676042822
2021-11-26,778.8538903440403
2021-11-29,781.3511068647066
2021-11-30,794.9831216445302
2021-12-01,819.467926993776
2021-12-02,792.8667132246856
2021-12-03,802.7927800460737
2021-12-06,813.5736660683672
2021-12-07,813.7403033736643
2021-12-08,799.0313641991011
2021-12-09,784.502479162962
2021-12-10,788.2775811125092
2021-12-13,789.7852599913986
2021-12-14,805.6583241406782
2021-12-15,809.6524475939283
2021-12-16,839.2741437150152
2021-12-17,834.7779116378606
2021-12-20,839.7195475470412
2021-12-21,857.3273947070268
2021-12-22,855.0884101578389
2021-12-23,842.2943855128001
2021-12-24,868.4123401655264
2021-12-27,895.0841988647618
2021-12-28,895.223250919532
2021-12-29,901.1263787804659
2021-12-30,914.0480291257945
2021-12-31,909.4320218583515
2022-01-03,899.3059888701196
2022-01-04,897.707256710547
2022-01-05,896.0544761971195
2022-01-06,910.6060848055049
2022-01-07,911.3543905687454
2022-01-10,911.790230202294
2022-01-11,905.1896210972187
2022-01-12,902.6075035672194
2022-01-13,895.1628017836838
2022-01-14,892.7479338531158
2022-01-17,888.9879963598021
2022-01-18,888.2399974861686
2022-01-19,893.3821304312191
2022-01-20,899.8200110831647
2022-01-21,897.5359542296663
2022-01-24,902.0971017835385
2022-01-25,919.1471746724752
2022-01-26,925.1943423356788
2022-01-27,926.6012325065354
2022-01-28,953.5338510693664
2022-01-31,941.8925515057608
2022-02-01,936.9961423487185
2022-02-02,949.9253068594519
2022-02-03,955.8243021886472
2022-02-04,932.1858013856848
2022-02-07,923.5945662520367
2022-02-08,948.3479405168492
2022-02-09,968.9072485394855
2022-02-10,968.3576837659238
2022-02-11,990.1485324800276
2022-02-14,1009.2933584700384
2022-02-15,1032.745722189041
2022-02-16,1026.2031664219874
2022-02-17,1013.9374642626323
2022-02-18,1023.5262004210579
2022-02-21,1025.846913923238
2022-02-22,1003.6074646645559
2022-02-23,1001.9787339474461
2022-02-24,1008.9797076905805
2022-02-25,1008.5119342780398
2022-02-28,1014.0368282350531
2022-03-01,1020.933208590391
2022-03-02,1041.2489942146044
2022-03-03,1047.6790078276595
2022-03-04,1011.7594227179613
2022-03-07,1013.0738156820802
2022-03-08,1004.2663720927258
2022-03-09,996.4723814057822
2022-03-10,1014.2167493492614
2022-03-11,1028.3437983823396
2022-03-14,1033.2156387408713
2022-03-15,1043.7870705191142
2022-03-16,1050.0951751920347
2022-03-17,1058.0390064391847
2022-03-18,1055.6563473727624
2022-03-21,1052.6797544613976
2022-03-22,1031.9508732411289
2022-03-23,994.9201479037486
2022-03-24,1000.7927625770637
2022-03-25,994.2947574921961
2022-03-28,1030.3633182290475
2022-03-29,1041.3084154830665
2022-03-30,1042.2046721968227
2022-03-31,1038.5131774569206
2022-04-01,1036.0909398985973
2022-04-04,1007.1870236952545
2022-04-05,1000.1325575021386
2022-04-06,1005.1776019206449
2022-04-07,1009.6370244684192
2022-04-08,1018.088611517264
2022-04-11,1022.0037571584855
2022-04-12,1031.8000243898164
2022-04-13,1051.7155157093089
2022-04-14,1029.3654756366477
2022-04-15,1021.0730820314031
2022-04-18,1023.7548227354488
2022-04-19,1018.7195703284427
2022-04-20,1009.1052713003826
2022-04-21,1000.4289031025568
2022-04-22,1001.6618667588972
2022-04-25,991.9559311050232
2022-04-26,1006.9448760352498
2022-04-27,1022.8216574991154
2022-04-28,1027.2175294090237
2022-04-29,1022.174467509975
2022-05-02,1027.0624102352467
2022-05-03,1005.4590756101264
2022-05-04,1016.9419384234259
2022-05-05,1015.1720351787251
2022-05-06,959.6456517036875
2022-05-09,963.4865402094626
2022-05-10,955.7635999832121
2022-05-11,959.9420727335865
2022-05-12,953.8207628235324
2022-05-13,959.3594584075079
2022-05-16,944.1114631804079
2022-05-17,965.361379878186
2022-05-18,961.7862472928144
2022-05-19,934.4006757442651
2022-05-20,943.3738947144456
2022-05-23,918.056413638104
2022-05-24,918.7197597743921
2022-05-25,921.6761920795568
2022-05-26,961.631608160087
2022-05-27,940.1643824435736
2022-05-30,938.9229294846963
2022-05-31,952.8852357671378
2022-06-01,974.1440570997602
2022-06-02,981.2139552862224
2022-06-03,944.7981879551322
2022-06-06,943.4940456223629
2022-06-07,943.942262398116
2022-06-08,945.7367855992036
2022-06-09,963.202018843093
2022-06-10,947.4154128239253
2022-06-13,937.2861202576004
2022-06-14,936.9098247655971
2022-06-15,925.780745439448
2022-06-16,890.8263022288735
2022-06-17,900.1608390175371
2022-06-20,896.801857042324
2022-06-21,890.2289662405079
2022-06-22,882.1753813497025
2022-06-23,904.9189627788656
2022-06-24,879.7042497856254
2022-06-27,886.3598707096495
2022-06-28,875.9810781525453
2022-06-29,857.050368440949
2022-06-30,845.374406977486
2022-07-01,860.8159967357428
2022-07-04,868.7034821401858
2022-07-05,869.5525454510961
2022-07-06,853.0515026340084
2022-07-07,871.6236069399984
2022-07-08,851.6879831839964
2022-07-11,850.3702455462128
2022-07-12,885.2570053541949
2022-07-13,912.9541382951892
2022-07-14,922.2444346883058
2022-07-15,919.7737249146438
2022-07-18,944.4950447432507
2022-07-19,950.1828571628739
2022-07-20,938.0294636016412
2022-07-21,929.4489786479891
2022-07-22,932.295559963613
2022-07-25,932.6791423242915
2022-07-26,952.7621724847309
2022-07-27,946.2225015447891
2022-07-28,933.8828115472608
2022-07-29,908.7229494162477
2022-08-01,924.6319546738114
2022-08-02,929.7569417310282
2022-08-03,916.1617260253256
2022-08-04,938.7099499255283
2022-08-05,924.7183913004144
2022-08-08,917.3852143114809
2022-08-09,884.8941431183906
2022-08-10,885.8998724265693
2022-08-11,912.5637620326441
2022-08-12,940.1199265576795
2022-08-15,944.8041326367241
2022-08-16,960.1505020288455
2022-08-17,967.4395475288061
2022-08-18,972.1184497479308
2022-08-19,990.7522677397643
2022-08-22,995.7470107186364
2022-08-23,989.7845834449147
2022-08-24,996.4178057546475
2022-08-25,981.2477150752778
2022-08-26,984.5092695004032
2022-08-29,983.8000959565957
2022-08-30,967.2907450391674
2022-08-31,983.0794467616862
2022-09-01,975.5017826906007
2022-09-02,966.5716979464153
2022-09-05,958.8628218695449
2022-09-06,965.6940115344134
2022-09-07,978.6802404960133
2022-09-08,984.0615447445894
2022-09-09,985.6712942973033
2022-09-12,993.1524531981854
2022-09-13,977.4067827246895
2022-09-14,967.6610557400398
2022-09-15,998.528156033458
2022-09-16,995.6737443671292
2022-09-19,1000.5544197797244
2022-09-20,1001.557224052545
2022-09-21,1004.7263044298828
2022-09-22,997.1122162030066
2022-09-23,1003.4410376519628
2022-09-26,1014.4458554658459
2022-09-27,1033.8022902600733
2022-09-28,1024.6413264145012
2022-09-29,1032.419642084618
2022-09-30,1020.1143458420904
2022-10-03,1027.1209642302765
2022-10-04,1022.8013608655848
2022-10-05,993.9530798634804
2022-10-06,1006.4781362676184
2022-10-07,980.0771316677578
2022-10-10,994.4678474131158
2022-10-11,987.6484158377178
2022-10-12,975.5860732999781
2022-10-13,979.7666076499015
2022-10-14,968.0729759843467
2022-10-17,951.657271551499
2022-10-18,947.2981859311616
2022-10-19,960.1100184984723
2022-10-20,951.6029741271
2022-10-21,982.7147750563731
2022-10-24,983.4256405979472
2022-10-25,972.4622970771741
2022-10-26,958.1505683748418
2022-10-27,972.3713439413506
2022-10-28,969.1258423712083
2022-10-31,982.9542789005869
2022-11-01,984.759459374656
2022-11-02,981.0755787859429
2022-11-03,941.119889161261
2022-11-04,956.0146205628994
2022-11-07,961.8742340781557
2022-11-08,954.3536387376328
2022-11-09,988.246987613514
2022-11-10,999.9752407432749
2022-11-11,998.1245466996421
2022-11-14,989.7097876085594
2022-11-15,997.0748097734624
2022-11-16,1008.8707872942427
2022-11-17,990.9162367326448
2022-11-18,975.915293278836
2022-11-21,972.1122395789773
2022-11-22,961.663124008781
2022-11-23,941.0889360252049
2022-11-24,959.2958458771355
2022-11-25,936.3225087621536
2022-11-28,928.5808647466906
2022-11-29,939.8595290549266
2022-11-30,947.6953157676791
2022-12-01,967.1038084995508
2022-12-02,935.5730277515295
2022-12-05,953.0338491832739
2022-12-06,961.8405401849134
2022-12-07,954.25336091612
2022-12-08,961.5960311809949
2022-12-09,964.348508363155
2022-12-12,982.1806588129595
2022-12-13,1000.3460172617839
2022-12-14,1013.6630896273635
2022-12-15,1026.7837096208216
2022-12-16,1007.7091764551202
2022-12-19,991.2461831058188
2022-12-20,950.315867792451
2022-12-21,962.2507258174783
2022-12-22,971.467522082969
2022-12-23,982.7951199208047
2022-12-26,989.0248493750715
2022-12-27,1006.30947786984
2022-12-28,1003.3515125639568
2022-12-29,1019.4403561667675
2022-12-30,998.566497566445
2023-01-02,1006.3008404469196
2023-01-03,993.459656264633
2023-01-04,966.279415071184
2023-01-05,962.9823698284001
2023-01-06,967.7862932188722
2023-01-09,970.5567952178998
2023-01-10,992.0662842886449
2023-01-11,1011.7531421536952
2023-01-12,1012.352598153467
2023-01-13,988.5541553057353
2023-01-16,969.0704926569459
2023-01-17,948.1017078061452
2023-01-18,953.9600304130875
2023-01-19,971.5356743765433
2023-01-20,963.206306366586
2023-01-23,980.4956983869351
2023-01-24,1005.4663470575873
2023-01-25,1006.941369113335
2023-01-26,993.5062529174091
2023-01-27,1011.7343247899153
2023-01-30,1015.5035433452394
2023-01-31,992.574192635574
2023-02-01,990.1650698899775
2023-02-02,994.1756822856942
2023-02-03,990.3890301078775
2023-02-06,1003.7326891585406
2023-02-07,986.9311888291924
2023-02-08,994.1048494504454
2023-02-09,996.6146835824637
2023-02-10,999.8296707459727
2023-02-13,995.2617160106955
2023-02-14,977.6708263240434
2023-02-15,979.2091983613535
2023-02-16,991.3509079490352
2023-02-17,990.4889614284785
2023-02-20,973.5454845289377
2023-02-21,947.9160842009544
2023-02-22,937.4977156969717
2023-02-23,941.6487844312838
2023-02-24,942.3212593325687
2023-02-27,919.7918419186876
2023-02-28,912.9188380282139
2023-03-01,918.2266628210881
2023-03-02,912.4225808951736
2023-03-03,915.2122994522837
2023-03-06,915.7271400056165
2023-03-07,925.5688016282216
2023-03-08,879.6385029437603
2023-03-09,878.1553746974702
2023-03-10,891.6759124349179
2023-03-13,880.4027576510322
2023-03-14,890.7031975677169
2023-03-15,893.9517048402172
2023-03-16,892.6188088858703
2023-03-17,883.5477360663594
2023-03-20,901.410502748222
2023-03-21,890.4243186742806
2023-03-22,902.1781579658699
2023-03-23,897.0569926131287
2023-03-24,905.8440589958894
2023-03-27,908.9669900164649
2023-03-28,918.8006358081609
2023-03-29,921.4142688148477
2023-03-30,892.2819463649793
2023-03-31,897.3899643070433
2023-04-03,892.2467011053634
2023-04-04,902.3334123399418
2023-04-05,892.5869404975443
2023-04-06,920.1450135237952
2023-04-07,903.5421975221111
2023-04-10,911.0591653256444
2023-04-11,921.252284607629
2023-04-12,931.0153005006377
2023-04-13,934.447332711634
2023-04-14,932.0860863013793
2023-04-17,927.2308985999322
2023-04-18,938.9935290383803
2023-04-19,931.6847744692385
2023-04-20,940.2394336573636
2023-04-21,947.2258978234394
2023-04-24,953.9344900773231
2023-04-25,929.2514289965338
2023-04-26,942.6681541316677
2023-04-27,922.0268008380739
2023-04-28,941.3526108722302
2023-05-01,909.9079338970935
2023-05-02,907.8788712528614
2023-05-03,925.2991804225401
2023-05-04,933.7973671191911
2023-05-05,932.5708752279866
2023-05-08,952.8525196644875
2023-05-09,962.9678727547446
2023-05-10,968.7585823760365
2023-05-11,961.3769780754465
2023-05-12,950.5302327230297
2023-05-15,947.1472272766707
2023-05-16,970.5693909690484
2023-05-17,979.7559736551759
2023-05-18,975.2344558064513
2023-05-19,964.7711358937731
2023-05-22,955.9876595117086
2023-05-23,944.5363051545276
2023-05-24,942.08313061351
2023-05-25,930.8804223176318
2023-05-26,905.5979480911697
2023-05-29,924.8003749373278
2023-05-30,911.7352650571728
2023-05-31,929.5073868975817
2023-06-01,926.1951807802967
2023-06-02,953.4694347665426
2023-06-05,962.505753165179
2023-06-06,956.176515648142
2023-06-07,966.7039545085643
2023-06-08,973.3528982303473
2023-06-09,983.4825357937963
2023-06-12,1005.1800839707755
2023-06-13,972.2540696094964
2023-06-14,983.2986235730507
2023-06-15,991.7019356086029
2023-06-16,977.3538244349813
2023-06-19,958.5059606767211
2023-06-20,950.2471745904037
2023-06-21,977.4877662713902
2023-06-22,992.5489298169539
2023-06-23,987.8373555819676
2023-06-26,970.825932184926
2023-06-27,976.9752587493956
2023-06-28,979.3909732768973
2023-06-29,968.2325482388734
2023-06-30,975.348003642366
2023-07-03,991.6318465684943
2023-07-04,969.7351295758293
2023-07-05,973.496689140158
2023-07-06,961.3456575746271
2023-07-07,944.0441210569927
2023-07-10,944.0257532488677
2023-07-11,949.7089922707233
2023-07-12,949.8254771811096
2023-07-13,952.1288775826235
2023-07-14,962.5314775664552
2023-07-17,977.4047091213795
2023-07-18,972.2541142651584
2023-07-19,954.0103706781784
2023-07-20,958.3847305209748
2023-07-21,974.1101214422325
2023-07-24,962.6311241114997
2023-07-25,947.7134081951975
2023-07-26,926.8808232201932
2023-07-27,932.6984631618644
2023-07-28,950.2471787965862
