Date,GE
2020-06-19,437.45461511381995
2020-06-22,434.7546527797993
2020-06-23,428.5296098956838
2020-06-24,435.3881016226478
2020-06-25,433.9038400285203
2020-06-26,434.38699203113873
2020-06-29,438.2840929886986
2020-06-30,434.48509561851387
2020-07-01,438.2207033158731
2020-07-02,437.9515099399463
2020-07-03,452.29040814820365
2020-07-06,438.9000954995974
2020-07-07,435.7112497164131
2020-07-08,443.90724522219807
2020-07-09,439.73426039330803
2020-07-10,447.66544414973345
2020-07-13,450.7242602935948
2020-07-14,445.0931182290959
2020-07-15,453.4133768325101
2020-07-16,456.54893604867726
2020-07-17,445.72826126237453
2020-07-20,444.75155992109694
2020-07-21,437.11148375341133
2020-07-22,445.1738254581169
2020-07-23,440.1689429750818
2020-07-24,440.41990351035594
2020-07-27,441.584506533543
2020-07-28,437.17503961739936
2020-07-29,432.63266272416945
2020-07-30,435.81600967051935
2020-07-31,437.2219362937965
2020-08-03,435.02548077908546
2020-08-04,434.1358980474207
2020-08-05,429.29791345241654
2020-08-06,437.2616494747021
2020-08-07,434.5546007330544
2020-08-10,433.88509553126414
2020-08-11,427.68008149436696
2020-08-12,428.7144436051708
2020-08-13,427.72443960452773
2020-08-14,424.3993076709878
2020-08-17,428.4245416588864
2020-08-18,418.58143024768646
2020-08-19,416.2117948651611
2020-08-20,416.8713086548202
2020-08-21,414.55984161670847
2020-08-24,415.1066590440559
2020-08-25,425.4792370468347
2020-08-26,423.7009372690623
2020-08-27,423.95841570539164
2020-08-28,428.04366489588557
2020-08-31,423.53301096223254
2020-09-01,422.67142594488354
2020-09-02,436.0384130651372
2020-09-03,432.0831038094625
2020-09-04,428.72577950175133
2020-09-07,428.1758930969841
2020-09-08,423.0520497919589
2020-09-09,412.46385503978746
2020-09-10,411.5989963852657
2020-09-11,416.4690025462975
2020-09-14,423.0426936607099
2020-09-15,421.7047027903127
2020-09-16,417.2943070619174
2020-09-17,408.7204542708831
2020-09-18,408.24464512016584
2020-09-21,404.5850131929095
2020-09-22,406.8544476183981
2020-09-23,411.1710153188321
2020-09-24,412.7191944756368
2020-09-25,411.8440422910378
2020-09-28,416.52296233881685
2020-09-29,422.27857414452325
2020-09-30,419.24676198520484
2020-10-01,428.5985702656396
2020-10-02,416.942946350685
2020-10-05,415.5708616938208
2020-10-06,423.705675871645
2020-10-07,420.7543216821109
2020-10-08,401.96112091674024
2020-10-09,402.5677880587
2020-10-12,398.0938284636303
2020-10-13,401.60677859079794
2020-10-14,390.14440014704735
2020-10-15,389.77443968871296
2020-10-16,387.7887620598323
2020-10-19,390.2854393620947
2020-10-20,386.01107151899265
2020-10-21,383.8122857036258
2020-10-22,386.2809648784674
2020-10-23,378.4715964398279
2020-10-26,374.7152925560444
2020-10-27,366.5849138218306
2020-10-28,362.79752948905065
2020-10-29,369.1377038781716
2020-10-30,366.56571219149095
2020-11-02,370.90757300660675
2020-11-03,368.3978169122164
2020-11-04,372.8779874357229
2020-11-05,372.2426520929303
2020-11-06,374.6554753651538
2020-11-09,373.24442642270543
2020-11-10,376.3564742714786
2020-11-11,376.3433093766598
2020-11-12,373.1947374448813
2020-11-13,366.6390033219426
2020-11-16,364.13694126056237
2020-11-17,360.5155199043747
2020-11-18,359.06361284846935
2020-11-19,361.62648257812054
2020-11-20,360.34002048822026
2020-11-23,362.04491973061437
2020-11-24,354.389535274316
2020-11-25,353.6271585614027
2020-11-26,350.7199166997388
2020-11-27,348.5530266589523
2020-11-30,350.512486319925
2020-12-01,352.18922538031666
2020-12-02,350.4897527919693
2020-12-03,345.71847956686054
2020-12-04,343.6135090646665
2020-12-07,342.20476835969686
2020-12-08,335.3996052768256
2020-12-09,340.7870880851353
2020-12-10,334.29132209407186
2020-12-11,344.60997735048505
2020-12-14,345.2059158088543
2020-12-15,348.2139999881068
2020-12-16,354.3001785928004
2020-12-17,349.76081141459133
2020-12-18,349.08261027604897
2020-12-21,354.57748208231544
2020-12-22,354.5482361377792
2020-12-23,357.78730035628877
2020-12-24,360.574983527489
2020-12-25,366.92875769258865
2020-12-28,363.232048458024
2020-12-29,362.42086360671254
2020-12-30,357.9719341129365
2020-12-31,361.37407405465
2021-01-01,360.86317854074764
2021-01-04,365.7550470526476
2021-01-05,363.1907192046418
2021-01-06,359.473497522025
2021-01-07,359.53640512706494
2021-01-08,368.4610492806155
2021-01-11,374.7852512483205
2021-01-12,367.5754848708484
2021-01-13,362.51353770681675
2021-01-14,361.69028615485826
2021-01-15,357.5862005246224
2021-01-18,357.5174236858421
2021-01-19,357.7822738525222
2021-01-20,353.4179196785195
2021-01-21,346.7962852945374
2021-01-22,353.58431973663653
2021-01-25,364.7599476685684
2021-01-26,367.4615992031389
2021-01-27,360.73622462799676
2021-01-28,363.96596403252846
2021-01-29,365.641367645626
2021-02-01,369.1022478587865
2021-02-02,368.21362428410765
2021-02-03,366.0055050596465
2021-02-04,366.50717548078694
2021-02-05,363.3275975723465
2021-02-08,367.84614364797466
2021-02-09,370.9002249782262
2021-02-10,370.06484319759977
2021-02-11,363.9188279643771
2021-02-12,365.2665667852393
2021-02-15,372.51176233145725
2021-02-16,361.67051619606707
2021-02-17,366.01939195341794
2021-02-18,364.91733334817405
2021-02-19,361.15288300929086
2021-02-22,358.07669851107374
2021-02-23,357.16188059980954
2021-02-24,353.4650322740356
2021-02-25,352.2373402504536
2021-02-26,345.55080834347945
2021-03-01,344.94789090611005
2021-03-02,345.980313137276
2021-03-03,339.8285615472256
2021-03-04,344.0602125928601
2021-03-05,344.7479993536041
2021-03-08,337.9740181256452
2021-03-09,332.83376914554435
2021-03-10,334.7925918310695
2021-03-11,341.79108133669035
2021-03-12,349.6927468905712
2021-03-15,356.0172420602306
2021-03-16,355.99756564377736
2021-03-17,357.4154322604499
2021-03-18,356.95346464788884
2021-03-19,351.5297174546758
2021-03-22,351.71506082817524
2021-03-23,351.23310062128274
2021-03-24,354.7998737168357
2021-03-25,352.07846393402383
2021-03-26,348.53750082867606
2021-03-29,349.4678351552915
2021-03-30,349.1343281134792
2021-03-31,345.22842083091
2021-04-01,345.24002456758177
2021-04-02,347.8605580408468
2021-04-05,343.5753976061758
2021-04-06,346.5058193474865
2021-04-07,343.11594546443865
2021-04-08,343.94481927993996
2021-04-09,342.6861705718215
2021-04-12,342.9919573620835
2021-04-13,342.4386962176809
2021-04-14,345.0028390725617
2021-04-15,348.33069230171725
2021-04-16,343.75146844483504
2021-04-19,347.7763873456246
2021-04-20,343.93417224352834
2021-04-21,339.6362237192457
2021-04-22,343.8073572285148
2021-04-23,348.96849919649867
2021-04-26,348.4040779865382
2021-04-27,344.2324582335513
2021-04-28,348.15297813145094
2021-04-29,344.13332991168477
2021-04-30,338.6258147752204
2021-05-03,325.2046835890499
2021-05-04,326.7366439236684
2021-05-05,332.0040591663628
2021-05-06,331.17558058441256
2021-05-07,333.31123104090494
2021-05-10,333.04784147756254
2021-05-11,333.1614419448127
2021-05-12,340.6755626565849
2021-05-13,337.5064770882223
2021-05-14,341.58227449545325
2021-05-17,341.8915925306625
2021-05-18,342.2424417929383
2021-05-19,336.7479009205345
2021-05-20,337.32389315095844
2021-05-21,339.5080330648365
2021-05-24,340.2693171107826
2021-05-25,344.8954756339088
2021-05-26,338.62753884700805
2021-05-27,339.37117694912024
2021-05-28,337.00689738353816
2021-05-31,339.99509673583685
2021-06-01,337.6829737189255
2021-06-02,338.45454656159626
2021-06-03,340.7732973343189
2021-06-04,344.4924757271935
2021-06-07,340.18175934781164
2021-06-08,333.9849615427718
2021-06-09,330.97558306842546
2021-06-10,327.02464908081225
2021-06-11,329.7310314071389
2021-06-14,330.05453170243686
2021-06-15,333.56274496762626
2021-06-16,329.13824508833017
2021-06-17,328.1408002080908
2021-06-18,333.1958863725825
2021-06-21,327.4851672742487
2021-06-22,320.62153476209147
2021-06-23,323.1662184399094
2021-06-24,324.63465818566686
2021-06-25,320.80984320789173
2021-06-28,323.1472529297569
2021-06-29,317.04658327838547
2021-06-30,314.33968639705006
2021-07-01,313.85131902165807
2021-07-02,313.86580224200355
2021-07-05,316.2191279694763
2021-07-06,313.8952771533969
2021-07-07,315.1409552747856
2021-07-08,315.9179791506295
2021-07-09,321.5969656378323
2021-07-12,323.7527348668055
2021-07-13,328.6953286918716
2021-07-14,326.67698374957104
2021-07-15,320.1083420470868
2021-07-16,321.3126897359961
2021-07-19,329.2205172759466
2021-07-20,329.97798909425575
2021-07-21,335.6072531011922
2021-07-22,335.98427035920315
2021-07-23,338.9197767685158
2021-07-26,333.8229695592509
2021-07-27,329.03326036966996
2021-07-28,332.96090712101045
2021-07-29,330.80668337308356
2021-07-30,337.46717692217595
2021-08-02,338.7085728452561
2021-08-03,337.0819944221184
2021-08-04,338.95112766079586
2021-08-05,342.3899994664165
2021-08-06,342.9041783402404
2021-08-09,347.6969235606128
2021-08-10,350.8767484313011
2021-08-11,346.99729581597063
2021-08-12,350.4064868432508
2021-08-13,352.1190208433448
2021-08-16,351.89683320083384
2021-08-17,352.15910300714506
2021-08-18,355.5750053588617
2021-08-19,357.5334437081462
2021-08-20,360.0109409496902
2021-08-23,362.1820702905072
2021-08-24,368.45654069761827
2021-08-25,364.2375074255549
2021-08-26,361.71896127289983
2021-08-27,358.4326216805849
2021-08-30,358.315865549327
2021-08-31,355.38251460937
2021-09-01,351.85485549396043
2021-09-02,356.16356919909225
2021-09-03,356.2367169658803
2021-09-06,348.1701212865875
2021-09-07,357.35735441079265
2021-09-08,360.76886913146797
2021-09-09,356.24343086868373
2021-09-10,344.86562825471094
2021-09-13,351.77741733448374
2021-09-14,342.1179057293465
2021-09-15,340.1275803842771
2021-09-16,339.25104242322107
2021-09-17,344.4741980494748
2021-09-20,349.40604084796513
2021-09-21,348.5281536216441
2021-09-22,346.0759861330013
2021-09-23,344.85890797819354
2021-09-24,346.41551162698676
2021-09-27,349.77259817462686
2021-09-28,348.34902918846404
2021-09-29,350.66412815719013
2021-09-30,357.80564621044726
2021-10-01,361.6846272616761
2021-10-04,362.2796755368654
2021-10-05,357.4968926958557
2021-10-06,357.42120340895804
2021-10-07,349.56830252468905
2021-10-08,352.0362962350631
2021-10-11,348.86230051002076
2021-10-12,345.19258052793367
2021-10-13,342.5784213933532
2021-10-14,343.8469074413809
2021-10-15,348.9547498208758
2021-10-18,357.65996966021726
2021-10-19,365.5321708513308
2021-10-20,366.0853880159241
2021-10-21,366.44887422630416
2021-10-22,368.5285652480926
2021-10-25,370.5518272036869
2021-10-26,364.52959718951513
2021-10-27,363.81100088239987
2021-10-28,364.1527987550584
2021-10-29,365.4221094657333
2021-11-01,374.23979450529066
2021-11-02,375.50331904778204
2021-11-03,376.81399397204325
2021-11-04,383.65091986894475
2021-11-05,388.7052172061087
2021-11-08,382.3510928782064
2021-11-09,383.46729507192674
2021-11-10,374.57370275730017
2021-11-11,374.1459506989257
2021-11-12,374.7149350954478
2021-11-15,384.4216381281637
2021-11-16,388.4447194786812
2021-11-17,386.60341742973736
2021-11-18,381.73833311801957
2021-11-19,386.75452844399314
2021-11-22,386.8111494492126
2021-11-23,385.6057634038423
2021-11-24,393.74758270368204
2021-11-25,399.23055114025766
2021-11-26,390.02787173915755
2021-11-29,389.5335223934788
2021-11-30,391.5662185854818
2021-12-01,394.6174699170225
2021-12-02,394.0857238484401
2021-12-03,391.21100101907456
2021-12-06,408.9049713001395
2021-12-07,408.4377692554227
2021-12-08,409.2907715255678
2021-12-09,404.20485561762604
2021-12-10,405.67607500736653
2021-12-13,410.05118982362364
2021-12-14,411.8384776167339
2021-12-15,404.48483613201313
2021-12-16,398.199567177862
2021-12-17,392.9156754847215
2021-12-20,391.3142935846142
2021-12-21,389.0215610619281
2021-12-22,384.8275948384317
2021-12-23,381.4807551996324
2021-12-24,382.33907003087734
2021-12-27,379.5094939505197
2021-12-28,383.88942619144535
2021-12-29,385.5645800805648
2021-12-30,380.12567920390984
2021-12-31,390.06302329346573
2022-01-03,390.8945699005006
2022-01-04,386.73312354818074
2022-01-05,390.5909443663292
2022-01-06,390.76708323858816
2022-01-07,398.0017873653586
2022-01-10,396.8847053445337
2022-01-11,410.634049436761
2022-01-12,406.9855623423802
2022-01-13,402.690366403053
2022-01-14,396.34314871273364
2022-01-17,396.45043536752513
2022-01-18,398.3902968602276
2022-01-19,402.41092914411945
2022-01-20,407.68159857097004
2022-01-21,407.0287513816968
2022-01-24,413.6192690245411
2022-01-25,411.58743228737075
2022-01-26,409.78790796827826
2022-01-27,408.4106744768579
2022-01-28,408.5617645032254
2022-01-31,414.9729947974255
2022-02-01,408.54807173035584
2022-02-02,404.53846432835144
2022-02-03,403.5101692962165
2022-02-04,404.7886194928041
2022-02-07,408.9155492493131
2022-02-08,403.31340816468725
2022-02-09,400.4611022555203
2022-02-10,410.95422942492587
2022-02-11,403.367805817259
2022-02-14,402.27860821251454
2022-02-15,405.67295038833254
2022-02-16,409.72216668954877
2022-02-17,409.85757169631455
2022-02-18,411.2309503538824
2022-02-21,409.2870386848324
2022-02-22,409.13370509766395
2022-02-23,406.1718873849743
2022-02-24,403.3579206958422
2022-02-25,404.50526015071284
2022-02-28,404.923599265123
2022-03-01,405.0260400925123
2022-03-02,403.4445467503422
2022-03-03,405.1654999924243
2022-03-04,409.6503339649021
2022-03-07,411.00246750046716
2022-03-08,418.5564128521583
2022-03-09,421.8142855950185
2022-03-10,424.3619334781368
2022-03-11,424.92813844424563
2022-03-14,434.4781203816603
2022-03-15,434.9922546486338
2022-03-16,441.6050621268559
2022-03-17,444.5709584987916
2022-03-18,439.6861102289249
2022-03-21,444.1829825578258
2022-03-22,454.1807510026294
2022-03-23,449.8700249614237
2022-03-24,456.87581510504043
2022-03-25,452.2094577609755
2022-03-28,452.57466792876045
2022-03-29,449.78448372829894
2022-03-30,447.7647908352067
2022-03-31,447.19634135658447
2022-04-01,452.5225057459484
2022-04-04,455.70825959594544
2022-04-05,460.2998208619449
2022-04-06,465.7445753559137
2022-04-07,460.5379576509237
2022-04-08,458.2873628650518
2022-04-11,465.24521776132383
2022-04-12,470.2947954898139
2022-04-13,478.53454504979743
2022-04-14,483.813617433402
2022-04-15,485.53373687113566
2022-04-18,480.6918194855405
2022-04-19,479.4899745236664
2022-04-20,482.5191634354838
2022-04-21,482.95043261398587
2022-04-22,475.6130793257722
2022-04-25,476.71556216285546
2022-04-26,464.5948718665845
2022-04-27,461.82968595197406
2022-04-28,458.3166796331895
2022-04-29,463.93573811654704
2022-05-02,463.3277794816276
2022-05-03,461.0717646412624
2022-05-04,467.2922743377214
2022-05-05,460.4534291988714
2022-05-06,461.77842128492404
2022-05-09,463.31004726740946
2022-05-10,465.7813929730401
2022-05-11,458.5957920258522
2022-05-12,451.4522642062031
2022-05-13,456.1432955740595
2022-05-16,458.5889726276429
2022-05-17,458.0885520646106
2022-05-18,471.29780412873515
2022-05-19,468.50879949144115
2022-05-20,468.43608264426376
2022-05-23,472.1718141390426
2022-05-24,472.42181210883314
2022-05-25,471.6008300068588
2022-05-26,478.0001234834299
2022-05-27,475.22327607212304
2022-05-30,475.46575468120545
2022-05-31,477.9427119960252
2022-06-01,474.26371739009176
2022-06-02,481.7365767036931
2022-06-03,483.07737905725514
2022-06-06,490.4167321511276
2022-06-07,491.48342027819535
2022-06-08,496.1084651792534
2022-06-09,481.88533675449816
2022-06-10,478.02268520890067
2022-06-13,477.5899860613505
2022-06-14,478.28784097581473
2022-06-15,477.5346083321249
2022-06-16,476.219202211379
2022-06-17,473.73269762122374
2022-06-20,470.3503804122049
2022-06-21,468.7779109723098
2022-06-22,474.16668627056555
2022-06-23,477.0402801469256
2022-06-24,475.40700168854903
2022-06-27,478.00465008425016
2022-06-28,470.5898398761265
2022-06-29,473.83034418210485
2022-06-30,471.039255394038
2022-07-01,469.1120659611103
2022-07-04,469.2106853030759
2022-07-05,471.499525702718
2022-07-06,474.21501959593434
2022-07-07,467.40388314092985
2022-07-08,464.73332869097857
2022-07-11,455.49590300206347
2022-07-12,453.47816852997596
2022-07-13,451.7131602360522
2022-07-14,446.96296195803717
2022-07-15,452.5448095213167
2022-07-18,449.0861214298616
2022-07-19,443.02911532927385
2022-07-20,446.47251035592745
2022-07-21,459.8124630355896
2022-07-22,467.6769868209047
2022-07-25,459.28342546392514
2022-07-26,463.54938382296586
2022-07-27,467.4340492926274
2022-07-28,466.1682250994273
2022-07-29,458.47175615882674
2022-08-01,458.3031213174466
2022-08-02,458.2597424981328
2022-08-03,454.72437213994203
2022-08-04,449.3833800483786
2022-08-05,455.5098143382486
2022-08-08,451.0626018164894
2022-08-09,450.32583240822646
2022-08-10,442.8571068573283
2022-08-11,445.4339025985698
2022-08-12,442.08430038894966
2022-08-15,431.0990812433641
2022-08-16,426.09599714633606
2022-08-17,429.02448539412023
2022-08-18,422.12383251723384
2022-08-19,427.5354922369766
2022-08-22,429.03599865571454
2022-08-23,428.88247242758615
2022-08-24,428.4520563278712
2022-08-25,416.79206025456244
2022-08-26,408.1569098513413
2022-08-29,412.92537096302607
2022-08-30,412.3732301828452
2022-08-31,407.9099682790446
2022-09-01,406.96925597449433
2022-09-02,406.743857471752
2022-09-05,400.30471382402834
2022-09-06,403.7243373878068
2022-09-07,403.08393149807773
2022-09-08,405.33272099245914
2022-09-09,403.84615066185023
2022-09-12,410.1570959637377
2022-09-13,409.257640917429
2022-09-14,403.0334133439358
2022-09-15,401.07183698545265
2022-09-16,400.46958765652676
2022-09-19,400.98051830206913
2022-09-20,393.13555537276784
2022-09-21,391.21903908664876
2022-09-22,382.21660307163717
2022-09-23,374.8537504086571
2022-09-26,377.23674615060816
2022-09-27,372.08056147055817
2022-09-28,367.4817539314762
2022-09-29,370.9135502056576
2022-09-30,367.26648898728865
2022-10-03,373.54021543534077
2022-10-04,375.98608085793353
2022-10-05,376.8773200233816
2022-10-06,378.7041184230286
2022-10-07,378.5859574949735
2022-10-10,377.69510895236016
2022-10-11,371.4333292735222
2022-10-12,367.3834515445992
2022-10-13,362.1954038295387
2022-10-14,364.2412802499255
2022-10-17,365.7305937099278
2022-10-18,361.1256498212065
2022-10-19,359.3950482813735
2022-10-20,355.24305637345003
2022-10-21,349.9511795615319
2022-10-24,351.952938999009
2022-10-25,350.2413307483247
2022-10-26,346.6394342558229
2022-10-27,350.4469381561962
2022-10-28,350.8551596623515
2022-10-31,352.96479297062194
2022-11-01,353.9996474471892
2022-11-02,349.7327241768693
2022-11-03,349.56183891811685
2022-11-04,354.22448934428047
2022-11-07,353.70837029975996
2022-11-08,346.4014282224245
2022-11-09,346.5137357233004
2022-11-10,344.33676137726445
2022-11-11,343.7109651350451
2022-11-14,336.5652124389903
2022-11-15,333.319578989132
2022-11-16,331.6069252942331
2022-11-17,335.0027629729753
2022-11-18,339.4283883128023
2022-11-21,332.01912304392215
2022-11-22,335.2337996577663
2022-11-23,327.332988467686
2022-11-24,326.8046079956736
2022-11-25,321.31762431821437
2022-11-28,322.68456152825877
2022-11-29,319.13102078221993
2022-11-30,316.4845497114354
2022-12-01,314.58033568241274
2022-12-02,309.7842346408229
2022-12-05,311.02593636407414
2022-12-06,307.07587669511366
2022-12-07,306.949695278682
2022-12-08,306.8352747885789
2022-12-09,310.955071336184
2022-12-12,310.96383407572057
2022-12-13,313.24390647981613
2022-12-14,317.05615156400546
2022-12-15,317.1115105714219
2022-12-16,315.83519822728726
2022-12-19,318.54185526032154
2022-12-20,317.27344338451144
2022-12-21,310.2707126929785
2022-12-22,309.0607685700053
2022-12-23,305.7787945193478
2022-12-26,304.19896663070153
2022-12-27,310.85281005456136
2022-12-28,309.65249001225396
2022-12-29,310.2807243665722
2022-12-30,306.2344998588852
2023-01-02,306.22828514659415
2023-01-03,304.8650100935107
2023-01-04,304.984654854718
2023-01-05,307.027856597304
2023-01-06,302.40828834482056
2023-01-09,308.3924953312638
2023-01-10,302.7264099969562
2023-01-11,306.05286982317494
2023-01-12,306.9923235552918
2023-01-13,306.28882708854235
2023-01-16,307.8804529447381
2023-01-17,309.17087504264265
2023-01-18,306.6016019241593
2023-01-19,305.7115823777143
2023-01-20,303.65279049052464
2023-01-23,301.8710099187289
2023-01-24,302.36325234062815
2023-01-25,302.51545585739484
2023-01-26,304.15012426406025
2023-01-27,297.30841757566424
2023-01-30,298.17212207694087
2023-01-31,288.7125159191558
2023-02-01,288.45253552078407
2023-02-02,286.27628931601555
2023-02-03,292.0773064153888
2023-02-06,285.2516250231712
2023-02-07,284.09592229816906
2023-02-08,293.48202341231047
2023-02-09,295.93792202935
2023-02-10,289.9761379127072
2023-02-13,294.9466576495422
2023-02-14,301.21280111935175
2023-02-15,302.0030402441044
2023-02-16,306.15751473585925
2023-02-17,315.71032346713946
2023-02-20,308.37387993492854
2023-02-21,312.77161785915405
2023-02-22,315.6812471329708
2023-02-23,313.2415086130061
2023-02-24,317.8613390594596
2023-02-27,321.79151297314905
2023-02-28,321.5338790797171
2023-03-01,318.7262109697899
2023-03-02,318.33495233303785
2023-03-03,320.69672248680484
2023-03-06,322.0278199519912
2023-03-07,320.8385936229221
2023-03-08,317.11134845273625
2023-03-09,312.84054131131467
2023-03-10,314.49847655522984
2023-03-13,317.32426001152925
2023-03-14,319.00407366241393
2023-03-15,320.0235736786637
2023-03-16,330.2789779992528
2023-03-17,330.3018849013443
2023-03-20,334.3246598884709
2023-03-21,337.39350326924637
2023-03-22,332.82423226861647
2023-03-23,332.34919850205614
2023-03-24,335.6219384883028
2023-03-27,344.9849976600417
2023-03-28,344.6800106754867
2023-03-29,346.8956922223429
2023-03-30,352.354815326186
2023-03-31,352.7455822637609
2023-04-03,346.23770598262377
2023-04-04,348.1135834859246
2023-04-05,348.6490759199829
2023-04-06,348.89087236428065
2023-04-07,351.75760304791635
2023-04-10,345.05429203478104
2023-04-11,341.6431017836789
2023-04-12,341.84192058385247
2023-04-13,349.20716784271156
2023-04-14,350.04094029810636
2023-04-17,355.76548799449813
2023-04-18,345.93465082867857
2023-04-19,344.603642684535
2023-04-20,351.6707715463366
2023-04-21,351.6313657656848
2023-04-24,353.31302498260686
2023-04-25,352.9488831665083
2023-04-26,348.6789972568463
2023-04-27,350.56393380469785
2023-04-28,346.07564320645486
2023-05-01,344.5662147117077
2023-05-02,348.8186732597662
2023-05-03,356.1515506279048
2023-05-04,350.74723745204847
2023-05-05,351.16994027892366
2023-05-08,346.49437160001037
2023-05-09,346.976942625407
2023-05-10,353.4927391320451
2023-05-11,350.1324369192876
2023-05-12,349.6910097532003
2023-05-15,343.2866906846961
2023-05-16,340.118564005675
2023-05-17,335.0507813996939
2023-05-18,333.2606485973049
2023-05-19,334.66147264988666
2023-05-22,331.68506416577037
2023-05-23,328.38105862584837
2023-05-24,325.18356026759415
2023-05-25,324.35437441056956
2023-05-26,321.20091329508705
2023-05-29,325.68088875233815
2023-05-30,323.2939117985215
2023-05-31,323.3532865436843
2023-06-01,319.6167628175969
2023-06-02,321.7806513088703
2023-06-05,316.88659492695535
2023-06-06,315.08950961731244
2023-06-07,314.82745633886725
2023-06-08,321.7735367858096
2023-06-09,323.8402659058485
2023-06-12,324.30213098170873
2023-06-13,335.6307942081222
2023-06-14,338.3897300648963
2023-06-15,341.97793540317247
2023-06-16,342.0578955143847
2023-06-19,338.16034789129804
2023-06-20,334.77123132384605
2023-06-21,335.97139775853356
2023-06-22,336.96380511418346
2023-06-23,331.13233493673425
2023-06-26,329.4282287324379
2023-06-27,334.13691277147467
2023-06-28,329.80609949497216
2023-06-29,331.1935143151545
2023-06-30,331.1539896030767
2023-07-03,333.51457253469164
2023-07-04,333.7379778889328
2023-07-05,335.887596440464
2023-07-06,333.343904422462
2023-07-07,325.31530075716165
2023-07-10,322.2413048869212
2023-07-11,315.82019570655916
2023-07-12,322.45616921538715
2023-07-13,322.6697205413139
2023-07-14,318.60183431519994
2023-07-17,320.0765594023302
2023-07-18,323.03106961239337
2023-07-19,324.5735909341744
2023-07-20,330.2090597962434
2023-07-21,329.36131941904625
2023-07-24,327.9603516024419
2023-07-25,323.0005891597974
2023-07-26,319.2759516916327
2023-07-27,316.02041597719614
2023-07-28,313.9054971013822
2023-07-31,317.23525956603555
2023-08-01,319.4008579693041
