Date,GS
2020-08-17,490.3226211168757
2020-08-18,478.71082804111757
2020-08-19,474.5093235565573
2020-08-20,497.7684195523208
2020-08-21,506.9147817189529
2020-08-24,503.29147068076435
2020-08-25,499.2582131129096
2020-08-26,495.0885349958359
2020-08-27,488.5345419601427
2020-08-28,494.97130339529224
2020-08-31,507.56987910639054
2020-09-01,513.5510151386338
2020-09-02,518.705792828623
2020-09-03,521.6734646184581
2020-09-04,520.1532607769794
2020-09-07,510.71594405007875
2020-09-08,519.843261703745
2020-09-09,522.4241062919965
2020-09-10,521.4314385783487
2020-09-11,522.3591104961756
2020-09-14,512.2637087451868
2020-09-15,507.12324166237573
2020-09-16,515.302332045001
2020-09-17,518.4498819735891
2020-09-18,504.31393463813504
2020-09-21,510.1483736041937
2020-09-22,502.8810934095406
2020-09-23,505.34790244392485
2020-09-24,501.1620162994283
2020-09-25,496.65995417502415
2020-09-28,490.25018424509256
2020-09-29,499.14303639525895
2020-09-30,483.3393881165812
2020-10-01,474.608897987838
2020-10-02,463.3453363343113
2020-10-05,455.3935698041136
2020-10-06,464.1804088833808
2020-10-07,464.39533316633435
2020-10-08,481.14864182217286
2020-10-09,472.01239654525494
2020-10-12,460.4657828863515
2020-10-13,453.5238444885309
2020-10-14,445.10611571417013
2020-10-15,441.2072249745819
2020-10-16,437.08152616573574
2020-10-19,439.91517592693145
2020-10-20,446.4657515952535
2020-10-21,447.86328612987586
2020-10-22,450.8856082708333
2020-10-23,447.23058027789267
2020-10-26,441.47515927885
2020-10-27,461.3752380808267
2020-10-28,459.39336928030457
2020-10-29,461.88275977921853
2020-10-30,449.09734931930365
2020-11-02,444.94733243734623
2020-11-03,438.4565167704766
2020-11-04,448.6521576748236
2020-11-05,435.9282765877593
2020-11-06,437.88700516169223
2020-11-09,436.8196056316237
2020-11-10,418.09232030644955
2020-11-11,410.43046466754384
2020-11-12,419.5610628032833
2020-11-13,422.63974259363476
2020-11-16,412.1926320751856
2020-11-17,414.3470121713107
2020-11-18,407.9370501705167
2020-11-19,405.12008898334597
2020-11-20,421.36013044114355
2020-11-23,417.1649510884101
2020-11-24,430.6785531153305
2020-11-25,421.83033424925765
2020-11-26,421.1381341602913
2020-11-27,420.44811467743426
2020-11-30,409.0294332964562
2020-12-01,410.9428920372978
2020-12-02,412.18703189693076
2020-12-03,418.2350333090604
2020-12-04,415.4628988986148
2020-12-07,415.72217306675776
2020-12-08,414.5317015493105
2020-12-09,420.14780624676155
2020-12-10,413.39026924413014
2020-12-11,420.31778551076957
2020-12-14,416.9399606650201
2020-12-15,422.48794333556697
2020-12-16,418.8486413897174
2020-12-17,422.5580579498116
2020-12-18,418.97856852403453
2020-12-21,423.0025530912019
2020-12-22,426.4399391449062
2020-12-23,420.98247175416725
2020-12-24,419.0730839611371
2020-12-25,412.08472397531574
2020-12-28,426.36873842232217
2020-12-29,424.6594383330579
2020-12-30,428.860028363567
2020-12-31,438.8598757641447
2021-01-01,442.025038668567
2021-01-04,444.4884166409809
2021-01-05,449.7446416048553
2021-01-06,440.4915049881768
2021-01-07,435.3797234765211
2021-01-08,428.8129649851095
2021-01-11,424.35563733362153
2021-01-12,430.9026029849509
2021-01-13,439.068139081974
2021-01-14,453.22671549166233
2021-01-15,453.57917641695457
2021-01-18,458.6068113620256
2021-01-19,459.9812376058609
2021-01-20,460.30129138497125
2021-01-21,463.654603127919
2021-01-22,460.4050648445948
2021-01-25,470.23268568186256
2021-01-26,486.99184624934435
2021-01-27,486.90752028593266
2021-01-28,473.3479268421507
2021-01-29,461.8581757150733
2021-02-01,460.80315914299325
2021-02-02,462.00108999192327
2021-02-03,464.14548570879515
2021-02-04,463.6652503300938
2021-02-05,461.0623051096503
2021-02-08,452.8942588933859
2021-02-09,447.3545945661626
2021-02-10,453.8410227961562
2021-02-11,459.105193215559
2021-02-12,474.20701305644474
2021-02-15,496.17278384579816
2021-02-16,483.96148789566973
2021-02-17,490.4914824481216
2021-02-18,485.92527798387437
2021-02-19,489.59592684131945
2021-02-22,483.1158779224191
2021-02-23,494.54834480083315
2021-02-24,493.30829718074796
2021-02-25,490.75451227220003
2021-02-26,483.78864494018035
2021-03-01,490.1988359117072
2021-03-02,493.8332248019363
2021-03-03,493.87714717106485
2021-03-04,489.073882091789
2021-03-05,483.56443227106763
2021-03-08,475.9525404592701
2021-03-09,466.3542937520899
2021-03-10,463.5389764950323
2021-03-11,476.6890899960962
2021-03-12,483.15576036799456
2021-03-15,488.9389418393916
2021-03-16,490.3317314903647
2021-03-17,485.1881241557972
2021-03-18,481.6591711853292
2021-03-19,489.21125966482606
2021-03-22,485.4386881299648
2021-03-23,478.62478397371626
2021-03-24,491.6550159769154
2021-03-25,489.34250132939064
2021-03-26,491.7444945972181
2021-03-29,496.97967878688104
2021-03-30,506.6966130896457
2021-03-31,502.18585706123747
2021-04-01,495.6729274973851
2021-04-02,493.76874877872706
2021-04-05,484.01973587240616
2021-04-06,481.4780200050282
2021-04-07,466.45206051597074
2021-04-08,459.5531679698434
2021-04-09,452.80674254197845
2021-04-12,464.59566683939386
2021-04-13,470.42231440818045
2021-04-14,465.3580449964217
2021-04-15,468.5133025128648
2021-04-16,462.05203090496593
2021-04-19,450.9465837141323
2021-04-20,445.33813274423136
2021-04-21,432.4220777448848
2021-04-22,436.8319060310794
2021-04-23,422.47802329741415
2021-04-26,429.6677768228228
2021-04-27,425.93629767233136
2021-04-28,410.04346916340626
2021-04-29,407.4377690702928
2021-04-30,406.41455849969014
2021-05-03,406.1948413533035
2021-05-04,412.53337020163343
2021-05-05,395.32089599783853
2021-05-06,396.1910639226851
2021-05-07,393.3237675079548
2021-05-10,398.60080167287686
2021-05-11,391.38480756368034
2021-05-12,389.30342844455924
2021-05-13,404.0751013731449
2021-05-14,398.9096919041209
2021-05-17,395.3741373939385
2021-05-18,393.6416808333043
2021-05-19,400.5365418167762
2021-05-20,384.79650659526175
2021-05-21,392.21262218779856
2021-05-24,390.6256066365284
2021-05-25,385.7591898064012
2021-05-26,390.7556555741937
2021-05-27,393.81085893097736
2021-05-28,381.57867972265905
2021-05-31,379.324552061599
2021-06-01,377.81284634219855
2021-06-02,372.85638385429206
2021-06-03,369.93061364948403
2021-06-04,376.0492452853984
2021-06-07,355.3546353354106
2021-06-08,361.6544552500206
2021-06-09,357.0627819568618
2021-06-10,359.638741252596
2021-06-11,353.4726579543981
2021-06-14,360.5932011669608
2021-06-15,354.7298949587747
2021-06-16,357.809101919492
2021-06-17,359.6952757589319
2021-06-18,380.0047316407798
2021-06-21,385.06462078495684
2021-06-22,388.38313093065926
2021-06-23,390.3342615847083
2021-06-24,379.75860507185416
2021-06-25,395.9906799115788
2021-06-28,404.8546402275545
2021-06-29,402.7235136239022
2021-06-30,398.50814641722394
2021-07-01,398.02031653800543
2021-07-02,389.11470263205007
2021-07-05,393.6253556875892
2021-07-06,389.9630933453689
2021-07-07,399.9971015289336
2021-07-08,396.8426330874175
2021-07-09,392.12683846496594
2021-07-12,395.277082336995
2021-07-13,402.7526909524784
2021-07-14,404.93482146584
2021-07-15,392.0385112649706
2021-07-16,393.6622503456754
2021-07-19,389.6699188310237
2021-07-20,380.01649252973925
2021-07-21,381.58787127963427
2021-07-22,367.3528075095978
2021-07-23,357.3679510112459
2021-07-26,352.0599206462602
2021-07-27,356.59575698603936
2021-07-28,353.30725377390337
2021-07-29,353.1629008951269
2021-07-30,362.6238748097893
2021-08-02,359.77227824402235
2021-08-03,360.95913709426975
2021-08-04,374.6687437258149
2021-08-05,385.0888568390495
2021-08-06,383.3186369944173
2021-08-09,375.7752922214422
2021-08-10,369.1185436857008
2021-08-11,363.8384852157814
2021-08-12,370.775134169688
2021-08-13,365.43581624648033
2021-08-16,360.2492868325246
2021-08-17,362.71607998603673
2021-08-18,358.76128016588416
2021-08-19,361.3641573685546
2021-08-20,363.9863887536022
2021-08-23,360.12189719503453
2021-08-24,370.78794877629736
2021-08-25,369.5057935449404
2021-08-26,382.8390734265247
2021-08-27,382.79876908105075
2021-08-30,389.5669801481807
2021-08-31,374.2763817093878
2021-09-01,363.2673506158812
2021-09-02,360.4613752657274
2021-09-03,362.73429631382567
2021-09-06,363.91913168019164
2021-09-07,366.01199838901067
2021-09-08,372.66028693494354
2021-09-09,377.60914285447166
2021-09-10,372.0968595077231
2021-09-13,367.3981121828247
2021-09-14,366.12608194649005
2021-09-15,366.7313689120956
2021-09-16,384.2180005067962
2021-09-17,384.67586589461933
2021-09-20,387.4038128608619
2021-09-21,383.02469339193
2021-09-22,383.8492210693254
2021-09-23,388.7535879004117
2021-09-24,378.52503917690296
2021-09-27,380.95926150750466
2021-09-28,383.4960465583395
2021-09-29,392.63449858141377
2021-09-30,410.52131610943286
2021-10-01,410.24812437322777
2021-10-04,406.12405234602153
2021-10-05,412.54292828632055
2021-10-06,407.76989090836156
2021-10-07,396.0091897008656
2021-10-08,396.3732754426666
2021-10-11,402.40271771546617
2021-10-12,404.5843592042553
2021-10-13,412.63891634770533
2021-10-14,409.91916429000077
2021-10-15,412.8031132069408
2021-10-18,414.03407753468997
2021-10-19,410.96815192840313
2021-10-20,395.8514183928312
2021-10-21,386.767683165398
2021-10-22,386.24590045798476
2021-10-25,390.9441405464959
2021-10-26,405.11179249315137
2021-10-27,415.91256062425043
2021-10-28,410.1702922922171
2021-10-29,424.26744762459373
2021-11-01,424.05700244914044
2021-11-02,400.3193307871176
2021-11-03,415.8721619073572
2021-11-04,413.3296042474607
2021-11-05,413.8648926579149
2021-11-08,402.23600420065287
2021-11-09,398.477071895551
2021-11-10,392.9510485277335
2021-11-11,389.86693960140684
2021-11-12,385.0500855517765
2021-11-15,389.47799952525867
2021-11-16,389.6295102909344
2021-11-17,385.04495992162504
2021-11-18,390.7042751842802
2021-11-19,395.52626142049
2021-11-22,402.3409216962412
2021-11-23,406.5320280547554
2021-11-24,399.4745483693767
2021-11-25,403.53951294269353
2021-11-26,406.506061820191
2021-11-29,400.55012620956217
2021-11-30,413.55099311693914
2021-12-01,406.02253688720475
2021-12-02,411.04099851891493
2021-12-03,408.3854494887356
2021-12-06,411.80064249961026
2021-12-07,409.7709001369153
2021-12-08,417.39273580960486
2021-12-09,414.57411123638155
2021-12-10,419.3502802194391
2021-12-13,417.37033173911607
2021-12-14,425.34844878803847
2021-12-15,435.3581468024991
2021-12-16,437.6484678134088
2021-12-17,437.14210932293497
2021-12-20,436.4799453471558
2021-12-21,422.4639188375695
2021-12-22,417.02034214321674
2021-12-23,422.5970473602348
2021-12-24,424.7395870430005
2021-12-27,421.3485197616157
2021-12-28,413.6117671272025
2021-12-29,415.34465115864737
2021-12-30,418.4862652357432
2021-12-31,417.16909296602347
2022-01-03,415.86214502462553
2022-01-04,411.36478699782134
2022-01-05,403.1105179011501
2022-01-06,415.6125751795362
2022-01-07,412.1502162044989
2022-01-10,402.0232687718129
2022-01-11,398.3314919543434
2022-01-12,403.0847477216096
2022-01-13,415.25370301461265
2022-01-14,428.98769064568654
2022-01-17,425.30518611909116
2022-01-18,429.83699924801243
2022-01-19,424.97889813221394
2022-01-20,429.9590877167341
2022-01-21,421.973681596219
2022-01-24,431.24571640680875
2022-01-25,431.3004344071463
2022-01-26,421.80535898296245
2022-01-27,404.2072534888074
2022-01-28,407.37019271637797
2022-01-31,399.91933436573566
2022-02-01,399.58907850901977
2022-02-02,410.2215635691465
2022-02-03,411.78160416907724
2022-02-04,407.9859809864876
2022-02-07,405.3623550158946
2022-02-08,395.2845871089944
2022-02-09,396.9331456159373
2022-02-10,393.70771499801236
2022-02-11,401.949472813513
2022-02-14,405.6975524720787
2022-02-15,401.20583236672525
2022-02-16,394.9295602930854
2022-02-17,388.3021194765926
2022-02-18,387.5293066147007
2022-02-21,391.7908098942174
2022-02-22,401.126540825905
2022-02-23,412.64076508831187
2022-02-24,410.58627023170897
2022-02-25,427.7122170841308
2022-02-28,422.86989842117083
2022-03-01,419.3599882348588
2022-03-02,417.8979710845991
2022-03-03,412.23717780545417
2022-03-04,418.3954327176136
2022-03-07,416.70711455823954
2022-03-08,417.4728506738553
2022-03-09,418.87783663645683
2022-03-10,427.8378479257146
2022-03-11,440.1347801817805
2022-03-14,458.0206153604575
2022-03-15,454.07174573909094
2022-03-16,443.68460549425345
2022-03-17,443.93475543980395
2022-03-18,450.54178224670943
2022-03-21,464.8166939768346
2022-03-22,472.5561785552339
2022-03-23,486.146288598308
2022-03-24,476.02374143071336
2022-03-25,464.3043370476632
2022-03-28,470.751559872765
2022-03-29,463.2244531243402
2022-03-30,459.56317173586376
2022-03-31,449.5234446847263
2022-04-01,447.61160402438225
2022-04-04,450.6644050110105
2022-04-05,448.78473865338714
2022-04-06,441.3820105453096
2022-04-07,434.4219667762542
2022-04-08,419.19942894462633
2022-04-11,411.8620827211428
2022-04-12,414.906872296856
2022-04-13,417.18796937691604
2022-04-14,417.7516326451046
2022-04-15,408.39965516337315
2022-04-18,414.3711905616161
2022-04-19,400.8927888560155
2022-04-20,395.61026180826195
2022-04-21,378.0227139733359
2022-04-22,375.32785755144386
2022-04-25,362.77437437026566
2022-04-26,374.8345486718868
2022-04-27,370.958344349487
2022-04-28,364.7929414893271
2022-04-29,379.5075686807825
2022-05-02,375.0658375707321
2022-05-03,366.5411059160373
2022-05-04,378.18186164376186
2022-05-05,383.4052917100912
2022-05-06,384.39454677785244
2022-05-09,394.321223537306
2022-05-10,386.508874476091
2022-05-11,390.2870048174038
2022-05-12,392.82823766700307
2022-05-13,398.03727688261927
2022-05-16,399.3416881281293
2022-05-17,392.85938361213465
2022-05-18,379.4234550433512
2022-05-19,382.4351101059382
2022-05-20,384.8084485432339
2022-05-23,380.13272756644903
2022-05-24,394.30194050711145
2022-05-25,390.1189248035774
2022-05-26,398.30706018775015
2022-05-27,394.68566844050054
2022-05-30,393.2281228179584
2022-05-31,392.43699530811875
2022-06-01,390.6645333390758
2022-06-02,403.54590916128
2022-06-03,403.6186804869621
2022-06-06,399.3567165649262
2022-06-07,400.43501793030083
2022-06-08,386.46890328369557
2022-06-09,382.9202249491179
2022-06-10,390.05552871779673
2022-06-13,380.2119754014807
2022-06-14,378.04508144387205
2022-06-15,375.27450799438765
2022-06-16,381.1591625632913
2022-06-17,385.3213400880367
2022-06-20,374.9597330061807
2022-06-21,376.97185791255225
2022-06-22,380.6352737168102
2022-06-23,382.70259816287125
2022-06-24,383.4574678814331
2022-06-27,389.40292398050616
2022-06-28,393.11354257001716
2022-06-29,398.59467962864267
2022-06-30,413.16962525284976
2022-07-01,417.5877300000444
2022-07-04,412.89563442817695
2022-07-05,403.2576301130965
2022-07-06,410.4322327015737
2022-07-07,407.29683264703294
2022-07-08,408.37884554566153
2022-07-11,406.5693188112943
2022-07-12,419.10913433563877
2022-07-13,427.35318242848723
2022-07-14,424.99279150607435
2022-07-15,424.4314935436097
2022-07-18,430.7678971205037
2022-07-19,425.7725421485649
2022-07-20,432.98886657748693
2022-07-21,421.9765949132803
2022-07-22,420.23165500989063
2022-07-25,416.1486742300318
2022-07-26,405.15467207954936
2022-07-27,398.465742116561
2022-07-28,384.4194749547723
2022-07-29,394.70619355348464
2022-08-01,388.65695305550867
2022-08-02,380.49812681022905
2022-08-03,368.39587098436743
2022-08-04,369.69505361678637
2022-08-05,357.587087172151
2022-08-08,357.06370024752897
2022-08-09,352.8339546564926
2022-08-10,347.940632826144
2022-08-11,341.25042099651955
2022-08-12,337.91034951461154
2022-08-15,340.6771758033329
2022-08-16,341.49135704560973
2022-08-17,336.2337151455234
2022-08-18,334.9399942531148
2022-08-19,335.77849280463664
2022-08-22,337.24875021175905
2022-08-23,337.25183824021
2022-08-24,340.05646682297265
2022-08-25,338.9799090536531
2022-08-26,344.753304421424
2022-08-29,353.3781505131214
2022-08-30,361.2862419722137
2022-08-31,354.8097841422408
2022-09-01,356.6595167053936
2022-09-02,354.4274075585166
2022-09-05,361.351998960038
2022-09-06,356.45633438374483
2022-09-07,358.6232550285859
2022-09-08,353.4151811605339
2022-09-09,350.62752866903486
2022-09-12,346.3702748847834
2022-09-13,345.5950681834087
2022-09-14,359.7882434976019
2022-09-15,358.93044533659196
2022-09-16,358.13151075529805
2022-09-19,349.34497822326637
2022-09-20,346.17212976575456
2022-09-21,340.77759996985793
2022-09-22,346.0424889127503
2022-09-23,342.68450218041954
2022-09-26,356.05028574030257
2022-09-27,355.03684523024907
2022-09-28,354.5331405222349
2022-09-29,362.83727110729274
2022-09-30,368.4558866164481
2022-10-03,363.99609715951146
2022-10-04,378.5544415207563
2022-10-05,376.6745632874324
2022-10-06,387.76084379083596
2022-10-07,388.2826272038239
2022-10-10,383.92190286489677
2022-10-11,384.7848453892364
2022-10-12,385.74932769626383
2022-10-13,380.36592593512984
2022-10-14,386.75565098124815
2022-10-17,379.2349732977729
2022-10-18,382.67632634583765
2022-10-19,382.1240696368287
2022-10-20,390.3136070542284
2022-10-21,374.1549548655964
2022-10-24,376.2433790938898
2022-10-25,378.3826291142213
2022-10-26,396.73182935793767
2022-10-27,406.50337996539116
2022-10-28,409.606120746159
2022-10-31,417.02515053722504
2022-11-01,424.42630313322934
2022-11-02,437.19695160723177
2022-11-03,443.2824182506207
2022-11-04,437.0955107513624
2022-11-07,431.6808196751346
2022-11-08,416.5996616365214
2022-11-09,420.81669875215306
2022-11-10,416.1194647955281
2022-11-11,411.23293682958985
2022-11-14,416.60854021179176
2022-11-15,419.4202701212844
2022-11-16,403.5867226134196
2022-11-17,400.1923335716402
2022-11-18,398.1606406855835
2022-11-21,405.25404768753907
2022-11-22,414.9909346635933
2022-11-23,404.2063606036555
2022-11-24,405.0333380931289
2022-11-25,406.8568636359825
2022-11-28,399.169718372256
2022-11-29,404.31380468472145
2022-11-30,401.2516242650278
2022-12-01,412.95429132308794
2022-12-02,419.8808506815841
2022-12-05,413.2752656872453
2022-12-06,426.7803728291509
2022-12-07,433.8362931583043
2022-12-08,449.44942946075025
2022-12-09,440.7823919224565
2022-12-12,446.8112883964922
2022-12-13,449.5159374380581
2022-12-14,453.03973853229917
2022-12-15,456.8562479986099
2022-12-16,438.9692727501071
2022-12-19,436.252265429262
2022-12-20,432.5573408653684
2022-12-21,437.8456565399754
2022-12-22,449.2456658301826
2022-12-23,446.642962041713
2022-12-26,457.7766266695529
2022-12-27,455.5831537899215
2022-12-28,447.5227500167234
2022-12-29,447.90112065170604
2022-12-30,445.2502715396831
2023-01-02,435.4314696348312
2023-01-03,423.9302075409843
2023-01-04,424.09215215125454
2023-01-05,416.8451912365544
2023-01-06,420.8321217317348
2023-01-09,417.2114438044551
2023-01-10,422.01063315393196
2023-01-11,427.0974238677765
2023-01-12,450.31451399749994
2023-01-13,451.09496995075125
2023-01-16,466.6012976048163
2023-01-17,467.52328873413427
2023-01-18,468.10739688617156
2023-01-19,464.5443648617745
2023-01-20,461.647858712825
2023-01-23,461.37224133163625
2023-01-24,470.01915789471764
2023-01-25,458.1753214276325
2023-01-26,461.28862142695044
2023-01-27,453.0894952721993
2023-01-30,455.687163340635
2023-01-31,462.7534739655915
2023-02-01,462.80492582899336
2023-02-02,450.5415305102785
2023-02-03,448.7679180439749
2023-02-06,443.90967592269124
2023-02-07,454.58730240201066
2023-02-08,457.88860142013436
2023-02-09,464.2548019354406
2023-02-10,477.435614475481
2023-02-13,476.9786683501975
2023-02-14,487.2006101185999
2023-02-15,470.366921983809
2023-02-16,467.0799139501601
2023-02-17,474.02241038390946
2023-02-20,457.6078023355754
2023-02-21,452.6155039321767
2023-02-22,454.22475471346866
2023-02-23,457.83381677233365
2023-02-24,453.69585608112413
2023-02-27,450.1112589247563
2023-02-28,448.37213786393175
2023-03-01,443.6473618746241
2023-03-02,455.2803775265689
2023-03-03,461.5749944024618
2023-03-06,454.2798756095369
2023-03-07,454.2528822149767
2023-03-08,456.2021625641102
2023-03-09,462.55505452580303
2023-03-10,461.70549418333303
2023-03-13,459.93639271213937
2023-03-14,462.49443907252584
2023-03-15,473.29516390267946
2023-03-16,471.8176696764196
2023-03-17,480.36913796308215
2023-03-20,478.2209266373072
2023-03-21,462.35664803821186
2023-03-22,464.24616238143693
2023-03-23,471.38423033532183
2023-03-24,466.38951734210303
2023-03-27,475.75702993279094
2023-03-28,462.01160610382624
2023-03-29,478.0412087712201
2023-03-30,473.1200330337888
2023-03-31,476.3964284867737
2023-04-03,481.8271171934878
2023-04-04,473.6871447186726
2023-04-05,463.4111462813981
2023-04-06,472.0155857304177
2023-04-07,480.88111862460926
2023-04-10,490.14357717216427
2023-04-11,495.7814307103806
2023-04-12,487.92528277515305
2023-04-13,485.5000731871163
2023-04-14,475.75008150303626
2023-04-17,473.55513136947945
2023-04-18,474.3979179172731
2023-04-19,463.9992114521493
2023-04-20,456.49034103665446
2023-04-21,453.501252458876
2023-04-24,460.72726444692404
2023-04-25,466.2015475916508
2023-04-26,449.6007037084578
2023-04-27,456.9936840545866
2023-04-28,455.0697221186783
2023-05-01,455.94293162410855
2023-05-02,449.2342333363511
2023-05-03,448.3388984448274
2023-05-04,461.08342044953275
2023-05-05,465.3534166465179
2023-05-08,453.60421772019
2023-05-09,451.79502375874995
2023-05-10,455.0020973893388
2023-05-11,456.0691671621512
2023-05-12,451.1708264073497
2023-05-15,447.03057676589117
2023-05-16,443.2182298193238
2023-05-17,456.8804963316019
2023-05-18,447.88195424215627
2023-05-19,446.85025748033706
2023-05-22,447.588103365349
2023-05-23,439.31615939351093
2023-05-24,436.5029956204139
2023-05-25,439.90056382434517
2023-05-26,458.3941938226104
2023-05-29,471.2552134239701
2023-05-30,459.1898774111782
2023-05-31,462.5003514831587
2023-06-01,474.838656376979
2023-06-02,480.0452340923926
2023-06-05,490.2667897457262
2023-06-06,497.111133009413
2023-06-07,499.0748817726453
2023-06-08,509.8130060170179
2023-06-09,508.76837126445344
2023-06-12,507.3035093246324
2023-06-13,501.63486707790634
2023-06-14,499.1865493246692
2023-06-15,497.50617238801937
2023-06-16,493.2624313116806
2023-06-19,503.7490002980106
2023-06-20,497.97858891294675
2023-06-21,503.17083251731896
2023-06-22,499.6254865628674
2023-06-23,500.4761473853433
2023-06-26,509.22300617231934
2023-06-27,505.58870724617685
2023-06-28,498.1981337705117
2023-06-29,502.3349575716127
2023-06-30,514.487384193693
2023-07-03,521.6713497587049
2023-07-04,507.3930488025055
2023-07-05,502.9881940751373
2023-07-06,521.9033831140312
2023-07-07,521.7009138504975
2023-07-10,529.0326567461602
2023-07-11,522.3231502216793
2023-07-12,525.6696262917656
2023-07-13,546.9836796896747
2023-07-14,541.6296599020367
2023-07-17,553.3955031904306
2023-07-18,549.8306221471004
2023-07-19,554.191673388405
2023-07-20,553.5718795761715
2023-07-21,559.4829485769162
2023-07-24,548.6316071763557
2023-07-25,551.3232293210069
2023-07-26,552.7463184793293
2023-07-27,563.3387904325916
2023-07-28,552.9804342072551
2023-07-31,549.8714586315581
2023-08-01,542.4610779036374
2023-08-02,549.300914241948
