Date,SLB
2020-05-14,128.98604144199805
2020-05-15,130.65192066872953
2020-05-18,130.69973128934816
2020-05-19,133.393533748843
2020-05-20,135.23879957091953
2020-05-21,135.60496604806988
2020-05-22,134.85080209522883
2020-05-25,134.75345113744092
2020-05-26,132.94848733477636
2020-05-27,133.66943505604135
2020-05-28,132.45951536189827
2020-05-29,130.337833852768
2020-06-01,129.4022869441368
2020-06-02,130.5164105643956
2020-06-03,131.95733622380402
2020-06-04,132.12612666977247
2020-06-05,129.65777077878948
2020-06-08,129.83202571171356
2020-06-09,133.1218994791382
2020-06-10,133.01001682640657
2020-06-11,134.08507024117728
2020-06-12,138.52401937563832
2020-06-15,142.35378024413802
2020-06-16,141.76658137234762
2020-06-17,142.1942735144631
2020-06-18,142.49029508791375
2020-06-19,143.0463696538597
2020-06-22,143.23722826921346
2020-06-23,143.5617859682505
2020-06-24,148.07233525462485
2020-06-25,146.09772473895566
2020-06-26,149.54667039211824
2020-06-29,147.70124437307246
2020-06-30,150.58253135540156
2020-07-01,151.80637250106875
2020-07-02,150.4905703721828
2020-07-03,150.3966299613416
2020-07-06,152.49556962459815
2020-07-07,156.1067653403874
2020-07-08,151.69282168606864
2020-07-09,155.93450580493464
2020-07-10,155.2086993792788
2020-07-13,151.6937642446179
2020-07-14,148.960021919115
2020-07-15,147.48746938002517
2020-07-16,147.29023244251786
2020-07-17,146.70255538728225
2020-07-20,147.46124777241639
2020-07-21,148.06812857293883
2020-07-22,146.2566352163583
2020-07-23,145.4382427481481
2020-07-24,143.59837164751468
2020-07-27,142.78343318448347
2020-07-28,143.59371425414085
2020-07-29,142.70565040117273
2020-07-30,143.6507501218184
2020-07-31,142.39318551618462
2020-08-03,140.68133891001412
2020-08-04,142.04257545790554
2020-08-05,142.1942995462302
2020-08-06,139.5275982625896
2020-08-07,139.81281281328356
2020-08-10,137.4044876364029
2020-08-11,135.54323351970368
2020-08-12,135.65698919690226
2020-08-13,136.17280080542469
2020-08-14,136.6537813899913
2020-08-17,137.28743411644615
2020-08-18,137.14462977912746
2020-08-19,138.04206330709087
2020-08-20,137.5479508908115
2020-08-21,136.3758671709189
2020-08-24,137.9783723219818
2020-08-25,136.83333781073603
2020-08-26,137.42329669056096
2020-08-27,130.90996223318064
2020-08-28,134.66033392692148
2020-08-31,131.27515592823974
2020-09-01,129.1529463902785
2020-09-02,131.5751857950064
2020-09-03,130.41821874349247
2020-09-04,132.1306878736363
2020-09-07,130.19228781300015
2020-09-08,128.0124208858084
2020-09-09,126.49053031285649
2020-09-10,123.06403124848006
2020-09-11,123.78644070894124
2020-09-14,123.15645033750039
2020-09-15,122.96075938707143
2020-09-16,123.7223445973938
2020-09-17,122.70604467739635
2020-09-18,123.69325873409556
2020-09-21,124.54345062308379
2020-09-22,124.71703446342879
2020-09-23,124.55063973089622
2020-09-24,125.20991854164849
2020-09-25,127.4477640244614
2020-09-28,124.45896209899716
2020-09-29,125.41553744478077
2020-09-30,126.80581322006654
2020-10-01,124.32862603823152
2020-10-02,124.00422714048452
2020-10-05,123.44016512989704
2020-10-06,121.06107711962899
2020-10-07,119.23815604500281
2020-10-08,120.10626928655992
2020-10-09,120.29865082716807
2020-10-12,121.44886862418323
2020-10-13,120.52961554346989
2020-10-14,121.30445868375583
2020-10-15,121.77756636900051
2020-10-16,120.96796960339472
2020-10-19,120.78980414562392
2020-10-20,119.92690328977326
2020-10-21,122.54652000696653
2020-10-22,123.82139700631812
2020-10-23,122.24051986502873
2020-10-26,119.99427601927115
2020-10-27,120.00641818217872
2020-10-28,119.08177800691067
2020-10-29,119.10042015151959
2020-10-30,121.71416461712732
2020-11-02,121.51727815560969
2020-11-03,123.19693686476306
2020-11-04,122.62371716454042
2020-11-05,123.92369425750151
2020-11-06,123.15263343669447
2020-11-09,123.44103585750125
2020-11-10,125.49203900821905
2020-11-11,127.03353470190996
2020-11-12,125.36439683184798
2020-11-13,124.99980213016875
2020-11-16,125.91113532297065
2020-11-17,127.12714105883029
2020-11-18,126.51319237744659
2020-11-19,123.40100834232885
2020-11-20,123.80999046336846
2020-11-23,123.05030256884679
2020-11-24,124.70472785989563
2020-11-25,125.60517448569263
2020-11-26,126.1747123344273
2020-11-27,126.41396488400316
2020-11-30,128.63648910404362
2020-12-01,129.5378221559023
2020-12-02,130.70375622485122
2020-12-03,129.44346594363205
2020-12-04,130.2002490075628
2020-12-07,128.6349210971602
2020-12-08,128.00841560834562
2020-12-09,129.0298387214246
2020-12-10,129.60436113504016
2020-12-11,129.74346554672513
2020-12-14,129.16717447412648
2020-12-15,131.9275063227082
2020-12-16,133.0584634380462
2020-12-17,127.99590567603335
2020-12-18,129.36637522520016
2020-12-21,130.04577474733
2020-12-22,128.16029487512893
2020-12-23,130.31107429722138
2020-12-24,132.01359388485068
2020-12-25,133.4211053774619
2020-12-28,133.9071800690725
2020-12-29,134.0554751746731
2020-12-30,133.29769593391254
2020-12-31,134.06682239999577
2021-01-01,133.88946366749855
2021-01-04,132.8805000761348
2021-01-05,132.2724494935124
2021-01-06,134.11925156160575
2021-01-07,138.79377160581052
2021-01-08,137.48546323061151
2021-01-11,136.18172436735554
2021-01-12,133.34241661097272
2021-01-13,128.7276625926579
2021-01-14,127.17989009415167
2021-01-15,127.39619801983012
2021-01-18,126.73547282205217
2021-01-19,126.68698915375148
2021-01-20,128.318905548365
2021-01-21,128.1489835566285
2021-01-22,129.79312270710795
2021-01-25,130.42635895697603
2021-01-26,131.56583298527073
2021-01-27,129.8225151984837
2021-01-28,131.80164390316097
2021-01-29,130.04492495700845
2021-02-01,127.1655165062945
2021-02-02,125.69900592722627
2021-02-03,127.64204535161329
2021-02-04,128.4225145430999
2021-02-05,127.05858988457568
2021-02-08,123.76662038831535
2021-02-09,123.25179808912124
2021-02-10,124.47905241470869
2021-02-11,124.81238426966098
2021-02-12,122.51632909396184
2021-02-15,121.64273119096033
2021-02-16,123.10679972246758
2021-02-17,122.31433986127236
2021-02-18,123.13112600915335
2021-02-19,122.87727325851543
2021-02-22,122.44065446976542
2021-02-23,122.46795047114807
2021-02-24,127.84213502775683
2021-02-25,130.47090920732452
2021-02-26,126.00838950479381
2021-03-01,124.60904737153416
2021-03-02,122.39282302379948
2021-03-03,120.88075605641072
2021-03-04,116.49942782213978
2021-03-05,117.37048028521734
2021-03-08,114.73452290770679
2021-03-09,113.49786405949679
2021-03-10,112.53458303550364
2021-03-11,111.65354365137739
2021-03-12,114.02458982445799
2021-03-15,115.34171320604884
2021-03-16,113.15579452475495
2021-03-17,113.40086662376011
2021-03-18,111.38585614503
2021-03-19,110.28376832716182
2021-03-22,112.19185308197781
2021-03-23,113.60435245013204
2021-03-24,111.3447955557057
2021-03-25,110.07721990155959
2021-03-26,107.30558825899121
2021-03-29,107.37881036204229
2021-03-30,108.14187341735419
2021-03-31,110.90811813180676
2021-04-01,110.57631354063098
2021-04-02,111.18936539863846
2021-04-05,113.75733639456871
2021-04-06,114.3805257303048
2021-04-07,112.49275950282612
2021-04-08,108.39865172978489
2021-04-09,108.17189171751839
2021-04-12,107.26070643204176
2021-04-13,107.80933119056337
2021-04-14,109.38555585654889
2021-04-15,109.99479358671815
2021-04-16,112.06203664819286
2021-04-19,112.45179226701335
2021-04-20,111.58691536029484
2021-04-21,111.92299434646188
2021-04-22,111.24733022499713
2021-04-23,111.67039259322118
2021-04-26,115.6267839062133
2021-04-27,114.06769533301302
2021-04-28,111.39967223618736
2021-04-29,110.40865028403142
2021-04-30,111.28922903746896
2021-05-03,112.75041284638598
2021-05-04,111.31586187822194
2021-05-05,111.89528674402173
2021-05-06,109.5626523348596
2021-05-07,109.86562493246173
2021-05-10,110.72897283198337
2021-05-11,111.10650511961491
2021-05-12,110.82714709539218
2021-05-13,109.99631327621071
2021-05-14,110.71999846024144
2021-05-17,110.80374735098886
2021-05-18,110.3979037964954
2021-05-19,111.26356064195384
2021-05-20,109.02959233801785
2021-05-21,109.88434699484762
2021-05-24,112.36210403499587
2021-05-25,113.47213481297456
2021-05-26,113.49368775920284
2021-05-27,116.04383914633327
2021-05-28,118.0019400148455
2021-05-31,118.20758240192865
2021-06-01,117.62672469235392
2021-06-02,116.1759469837603
2021-06-03,117.16068682757926
2021-06-04,123.92612225196267
2021-06-07,122.23870559421282
2021-06-08,123.92175635546828
2021-06-09,124.32966830551594
2021-06-10,121.34793875729082
2021-06-11,122.18306150479282
2021-06-14,125.48919056270014
2021-06-15,121.95659448500821
2021-06-16,120.21802520962386
2021-06-17,117.60476762467377
2021-06-18,119.9755266919322
2021-06-21,120.88688278204764
2021-06-22,121.6113591302879
2021-06-23,123.50775526618442
2021-06-24,124.59426249743359
2021-06-25,124.17230613057365
2021-06-28,126.03293668229247
2021-06-29,123.98913404363671
2021-06-30,124.20648384578587
2021-07-01,121.38747984268409
2021-07-02,123.13270068889281
2021-07-05,123.06725932551124
2021-07-06,123.57795513222307
2021-07-07,124.49947869587282
2021-07-08,120.80870188913823
2021-07-09,121.7112273557769
2021-07-12,122.33180191667779
2021-07-13,122.52837673634009
2021-07-14,122.3542728523139
2021-07-15,122.29520770369622
2021-07-16,122.81936898233536
2021-07-19,119.99068117562003
2021-07-20,119.89008471637898
2021-07-21,121.97287568051334
2021-07-22,119.99493851578198
2021-07-23,119.2464857645795
2021-07-26,120.21596192629
2021-07-27,121.68546573124841
2021-07-28,121.64469765528357
2021-07-29,120.06670554440998
2021-07-30,116.64857554980729
2021-08-02,116.25510084555603
2021-08-03,116.93203329810508
2021-08-04,118.44673947848366
2021-08-05,118.58061506835969
2021-08-06,119.69153559206306
2021-08-09,119.69871310079184
2021-08-10,120.19617373760552
2021-08-11,118.64468587984501
2021-08-12,117.90216675015824
2021-08-13,118.74681172038575
2021-08-16,121.53883497886258
2021-08-17,124.76225471282675
2021-08-18,126.17104460649014
2021-08-19,122.94959503093862
2021-08-20,124.00827196571011
2021-08-23,125.02619102458479
2021-08-24,126.12993173683265
2021-08-25,127.04825287046958
2021-08-26,126.0869288907742
2021-08-27,122.60022241590096
2021-08-30,122.6165683771493
2021-08-31,125.79581561814405
2021-09-01,127.2465144495739
2021-09-02,125.98915250498811
2021-09-03,128.4489328414801
2021-09-06,124.79467764794946
2021-09-07,128.95732359650134
2021-09-08,129.22116559031852
2021-09-09,128.48926145594743
2021-09-10,128.98026738774078
2021-09-13,131.87385367455084
2021-09-14,131.98732951804823
2021-09-15,131.36113713525245
2021-09-16,128.42081844828232
2021-09-17,126.12988249708087
2021-09-20,126.09981689097108
2021-09-21,125.33452540837457
2021-09-22,125.96810089971433
2021-09-23,122.75074395987468
2021-09-24,121.07399828151337
2021-09-27,118.80806119148731
2021-09-28,118.8087550126366
2021-09-29,117.8740628585145
2021-09-30,119.49633759703744
2021-10-01,121.01050739561458
2021-10-04,119.65615736389402
2021-10-05,121.07788273194956
2021-10-06,120.75096009095681
2021-10-07,120.73541170100866
2021-10-08,122.55223207093672
2021-10-11,123.50418462561699
2021-10-12,121.42309567146084
2021-10-13,122.57586399165724
2021-10-14,123.79903635380194
2021-10-15,124.10037820350007
2021-10-18,124.25539729398342
2021-10-19,122.18857363338412
2021-10-20,125.08034660251793
2021-10-21,123.77955233605715
2021-10-22,122.28800343866382
2021-10-25,122.46335414439503
2021-10-26,126.35466424133892
2021-10-27,128.75671367699334
2021-10-28,126.55289119448733
2021-10-29,126.29316087574595
2021-11-01,125.98050533187343
2021-11-02,125.10825328354099
2021-11-03,128.73854889207587
2021-11-04,127.46440057806015
2021-11-05,127.63164642889605
2021-11-08,126.40097542526996
2021-11-09,126.83424402349243
2021-11-10,127.36655396939445
2021-11-11,126.80765344808465
2021-11-12,130.6881499390927
2021-11-15,135.37884629023904
2021-11-16,135.82654667582412
2021-11-17,135.61664795874879
2021-11-18,130.4100544027658
2021-11-19,129.18670035380794
2021-11-22,127.80150594972532
2021-11-23,127.58797312235318
2021-11-24,126.14500939690744
2021-11-25,126.63289495039456
2021-11-26,125.98570827753363
2021-11-29,125.33072678785703
2021-11-30,122.54982229220018
2021-12-01,122.15195869163706
2021-12-02,119.61067826191503
2021-12-03,118.95273014328305
2021-12-06,117.67950671852797
2021-12-07,119.36127538534663
2021-12-08,121.08652445677174
2021-12-09,118.11612444132867
2021-12-10,119.7075678948119
2021-12-13,117.74240970087983
2021-12-14,117.74334499809352
2021-12-15,116.08654075122146
2021-12-16,113.7566604244669
2021-12-17,111.3769575714749
2021-12-20,109.8455013544259
2021-12-21,110.92605103365781
2021-12-22,110.79578520373016
2021-12-23,114.3009246894054
2021-12-24,114.00090109514235
2021-12-27,113.9148883554507
2021-12-28,115.23595726408946
2021-12-29,112.97622172426466
2021-12-30,111.2108820319207
2021-12-31,110.11101616300445
2022-01-03,110.0148227193226
2022-01-04,111.09825268561924
2022-01-05,110.8912233131383
2022-01-06,109.97556819535147
2022-01-07,109.71460543770053
2022-01-10,112.21776167412284
2022-01-11,115.49191761850089
2022-01-12,116.66734614130205
2022-01-13,115.92294855865953
2022-01-14,119.21575314207719
2022-01-17,119.51781507135846
2022-01-18,119.60366965332486
2022-01-19,117.77085707000359
2022-01-20,119.2826262502835
2022-01-21,118.43329731280153
2022-01-24,116.91917866427282
2022-01-25,115.94965412145922
2022-01-26,112.63979756366666
2022-01-27,112.29053619659473
2022-01-28,111.1138572281884
2022-01-31,111.36446277059112
2022-02-01,111.81276884006071
2022-02-02,109.27063425268473
2022-02-03,110.5161898568446
2022-02-04,110.5817268398585
2022-02-07,110.45825449993418
2022-02-08,106.9890183257849
2022-02-09,106.46259511309874
2022-02-10,104.60559062509569
2022-02-11,105.93875316471798
2022-02-14,107.71907629982067
2022-02-15,108.43170857230702
2022-02-16,109.15859275794783
2022-02-17,109.33623171782655
2022-02-18,110.15685221771345
2022-02-21,111.77150190811543
2022-02-22,113.73165133551572
2022-02-23,112.05813685404533
2022-02-24,110.87980143906472
2022-02-25,110.45012366477953
2022-02-28,111.56168520499354
2022-03-01,110.39613881272619
2022-03-02,108.56633678482575
2022-03-03,108.98699129202814
2022-03-04,108.02198277738205
2022-03-07,109.00532111913623
2022-03-08,106.99099254085974
2022-03-09,105.87473901351964
2022-03-10,107.33349441430987
2022-03-11,106.366970782932
2022-03-14,107.06569263158661
2022-03-15,109.32199653709769
2022-03-16,108.41660282977338
2022-03-17,108.36181520210135
2022-03-18,106.95266388794175
2022-03-21,106.14336273599761
2022-03-22,107.6616444550978
2022-03-23,105.15354239350393
2022-03-24,101.38256925766693
2022-03-25,100.67769814015804
2022-03-28,99.32407756215713
2022-03-29,97.71971052140536
2022-03-30,97.08686449829794
2022-03-31,97.73309981093458
2022-04-01,97.45720567246558
2022-04-04,99.57527577827442
2022-04-05,99.97879220476321
2022-04-06,102.33982528659442
2022-04-07,101.75288736300004
2022-04-08,102.63074295060561
2022-04-11,101.87177717653107
2022-04-12,101.22099188386217
2022-04-13,100.42372202414063
2022-04-14,98.81833109151677
2022-04-15,99.59259697939063
2022-04-18,100.86100272353447
2022-04-19,100.81628959448429
2022-04-20,99.65943711341725
2022-04-21,103.10973188155936
2022-04-22,105.15912319158839
2022-04-25,103.49503377003583
2022-04-26,104.59208524451414
2022-04-27,104.55265763643752
2022-04-28,106.12387851243828
2022-04-29,108.93626406750185
2022-05-02,109.43581934828728
2022-05-03,110.513159747819
2022-05-04,112.20809412110364
2022-05-05,113.58139585004484
2022-05-06,114.20472032830462
2022-05-09,111.29441539725065
2022-05-10,113.87720223754769
2022-05-11,113.06273051125646
2022-05-12,112.07311138895213
2022-05-13,113.57683509375575
2022-05-16,116.06990139219359
2022-05-17,116.66500438447027
2022-05-18,113.58481757522259
2022-05-19,114.4660434306679
2022-05-20,113.07039270622633
2022-05-23,112.72907033449498
2022-05-24,110.43410939638822
2022-05-25,110.55068887803212
2022-05-26,111.99522098622376
2022-05-27,112.01095878401391
2022-05-30,110.33331891317575
2022-05-31,110.57548109640713
2022-06-01,111.36633575211427
2022-06-02,111.13814258279578
2022-06-03,110.28349219447256
2022-06-06,111.11871333967326
2022-06-07,111.50549206611215
2022-06-08,112.04556199956254
2022-06-09,113.13104453596388
2022-06-10,111.64820236806187
2022-06-13,110.49960035759993
2022-06-14,112.0287766205096
2022-06-15,109.77613393271203
2022-06-16,110.5840646273769
2022-06-17,109.18976878359403
2022-06-20,107.31632994732225
2022-06-21,107.96594459000788
2022-06-22,108.73404769436289
2022-06-23,109.60143818429802
2022-06-24,108.44828970205008
2022-06-27,106.27475424241987
2022-06-28,105.36238959143469
2022-06-29,104.55435831792269
2022-06-30,102.17650937255625
2022-07-01,103.07815056945863
2022-07-04,101.55394689664605
2022-07-05,103.00739812584345
2022-07-06,102.58763745747663
2022-07-07,102.25419198812389
2022-07-08,102.89896279217568
2022-07-11,101.68471332058697
2022-07-12,101.42256287806809
2022-07-13,103.26858128183302
2022-07-14,101.91389628846603
2022-07-15,102.70642063735241
2022-07-18,103.41923824974147
2022-07-19,103.09458027143089
2022-07-20,104.10098741971493
2022-07-21,106.09262463767041
2022-07-22,106.15923501731268
2022-07-25,103.71486302179085
2022-07-26,105.04042016422272
2022-07-27,106.40691833657773
2022-07-28,106.216955504561
2022-07-29,103.1760487840584
2022-08-01,103.09416743108204
2022-08-02,102.1035262413398
2022-08-03,102.5737143325916
2022-08-04,104.30494877409228
2022-08-05,104.17352406889009
2022-08-08,104.23144946275757
2022-08-09,103.38005030205325
2022-08-10,103.10480858215902
2022-08-11,105.49588062197674
2022-08-12,106.64571964703856
2022-08-15,105.07785225617147
2022-08-16,103.93094329025064
2022-08-17,107.12989477592373
2022-08-18,106.90111221727871
2022-08-19,105.47227035060878
2022-08-22,106.75167709748425
2022-08-23,107.22216884671957
2022-08-24,109.06717067536128
2022-08-25,106.62892271031288
2022-08-26,106.10691295318784
2022-08-29,106.50070363841357
2022-08-30,104.57023289558292
2022-08-31,102.62610431396176
2022-09-01,101.00491456055838
2022-09-02,99.4174429340116
2022-09-05,96.31498911536494
2022-09-06,97.00286385769942
2022-09-07,97.08093516782013
2022-09-08,99.97998640249905
2022-09-09,101.59315137808855
2022-09-12,100.47834518793664
2022-09-13,99.61807521971787
2022-09-14,99.99221886496277
2022-09-15,98.78220978185959
2022-09-16,98.08896218522351
2022-09-19,97.98334072358534
2022-09-20,99.77136731002976
2022-09-21,97.82818001403814
2022-09-22,96.95516476528564
2022-09-23,96.21313054779822
2022-09-26,97.23049167240177
2022-09-27,98.25007663438043
2022-09-28,98.4304863016817
2022-09-29,102.11648260770502
2022-09-30,103.2476918770784
2022-10-03,103.81417914135184
2022-10-04,103.00018650506021
2022-10-05,101.39351281885992
2022-10-06,100.15521139058016
2022-10-07,99.57244836469903
2022-10-10,99.63947706280852
2022-10-11,98.40399975842674
2022-10-12,97.12093485055966
2022-10-13,96.9635352492181
2022-10-14,97.77366564584791
2022-10-17,97.94921703424438
2022-10-18,99.75062926291027
2022-10-19,99.88482231366002
2022-10-20,100.56807590983341
2022-10-21,99.247227033536
2022-10-24,101.21128956281169
2022-10-25,100.89891961320451
2022-10-26,102.38399757834732
2022-10-27,101.55042575719709
2022-10-28,101.83078674235564
2022-10-31,102.08300130619705
2022-11-01,100.9496468270536
2022-11-02,100.72684552828763
2022-11-03,103.93378111259256
2022-11-04,103.68959332276842
2022-11-07,104.70198306411159
2022-11-08,104.92416787142355
2022-11-09,104.34329945986448
2022-11-10,106.46552249329049
2022-11-11,108.62251865373901
2022-11-14,107.75130290149932
2022-11-15,108.69132137817071
2022-11-16,108.97131275924116
2022-11-17,108.94511431779341
2022-11-18,109.83158691340736
2022-11-21,111.09986749888817
2022-11-22,110.47971577881601
2022-11-23,110.68814624384923
2022-11-24,111.97301221941477
2022-11-25,109.31668185886086
2022-11-28,111.67796207968273
2022-11-29,109.75588549592415
2022-11-30,111.12288135698442
2022-12-01,109.89117212197887
2022-12-02,108.604061295766
2022-12-05,107.43968981131218
2022-12-06,105.07118967835045
2022-12-07,103.99417472453763
2022-12-08,104.2520742124647
2022-12-09,102.7170203044594
2022-12-12,101.20145481581716
2022-12-13,101.77616901856578
2022-12-14,100.93064622107558
2022-12-15,99.98726335279757
2022-12-16,99.75508900669477
2022-12-19,102.9865802639635
2022-12-20,103.90150862237047
2022-12-21,104.467987319091
2022-12-22,105.72798267959989
2022-12-23,105.36937882400134
2022-12-26,108.82776059954121
2022-12-27,108.88581367907399
2022-12-28,108.68880559642075
2022-12-29,113.24473594083422
2022-12-30,114.98767003786058
2023-01-02,112.73908825698547
2023-01-03,112.60845173007131
2023-01-04,111.64377617274279
2023-01-05,110.66020512334083
2023-01-06,110.60764469868008
2023-01-09,109.64391969272953
2023-01-10,105.8678432016527
2023-01-11,107.08583983843629
2023-01-12,107.16341941557616
2023-01-13,107.52475496338099
2023-01-16,107.9495687382436
2023-01-17,109.14596199179998
2023-01-18,109.17131239616819
2023-01-19,108.9054342493475
2023-01-20,108.90154658231575
2023-01-23,108.87814070888675
2023-01-24,111.22524023366522
2023-01-25,111.83329863954536
2023-01-26,112.52938312154727
2023-01-27,112.48654271910232
2023-01-30,110.77329516762319
2023-01-31,110.18957595821132
2023-02-01,110.09477457092652
2023-02-02,109.01347750780796
2023-02-03,109.2916736173855
2023-02-06,109.23783837364556
2023-02-07,112.5074573086852
2023-02-08,115.04895913366244
2023-02-09,115.85398220985684
2023-02-10,114.71804300268639
2023-02-13,113.9749222656504
2023-02-14,113.13270713515368
2023-02-15,113.19793200566707
2023-02-16,114.7960045505139
2023-02-17,112.89122538317491
2023-02-20,111.92048292639151
2023-02-21,111.30028411244638
2023-02-22,110.94776540594374
2023-02-23,111.54992807648074
2023-02-24,110.01165066402676
2023-02-27,110.97613738286734
2023-02-28,109.27296959300325
2023-03-01,109.23436573117287
2023-03-02,110.1032278865603
2023-03-03,112.140471953117
2023-03-06,113.25592374328374
2023-03-07,114.37118654568852
2023-03-08,111.63100379141778
2023-03-09,109.36625677173885
2023-03-10,113.93886154431911
2023-03-13,114.21766371981845
2023-03-14,114.69335806301741
2023-03-15,118.5111191234566
2023-03-16,118.21057627475088
2023-03-17,118.01045532646626
2023-03-20,116.44022485098014
2023-03-21,115.98373803046147
2023-03-22,114.55336988982152
2023-03-23,113.30749520885641
2023-03-24,114.08533447566687
2023-03-27,114.89916947361701
2023-03-28,113.03591172161843
2023-03-29,110.88986272704793
2023-03-30,109.43342350630044
2023-03-31,111.19431489327583
2023-04-03,112.85535543756707
2023-04-04,113.57721433858026
2023-04-05,111.5600272791695
2023-04-06,110.29038815496658
2023-04-07,109.4383424419747
2023-04-10,109.78016365440801
2023-04-11,110.98312670127413
2023-04-12,109.3835356606481
2023-04-13,112.43993055980654
2023-04-14,113.21618378318922
2023-04-17,113.73352217398669
2023-04-18,114.20783150709161
2023-04-19,115.65965931602143
2023-04-20,116.10033210112537
2023-04-21,117.64693359463655
2023-04-24,117.99719331267974
2023-04-25,118.95420109795249
2023-04-26,117.19431525263539
2023-04-27,118.19470072516033
2023-04-28,117.24417872295409
2023-05-01,115.9662906554361
2023-05-02,117.72356260007021
2023-05-03,119.79459913063609
2023-05-04,117.86334107267453
2023-05-05,116.42375602976993
2023-05-08,117.31892816871158
2023-05-09,119.66735993245881
2023-05-10,118.17617292291382
2023-05-11,119.55768712283857
2023-05-12,116.77636860793848
2023-05-15,117.49705998333907
2023-05-16,117.6337738665733
2023-05-17,116.9933282647906
2023-05-18,119.4393200601126
2023-05-19,121.93921345167703
2023-05-22,121.11507002410211
2023-05-23,120.97334916823495
2023-05-24,121.87847596450753
2023-05-25,119.3086324296473
2023-05-26,117.64671911887673
2023-05-29,114.320879554136
2023-05-30,112.92646294349194
2023-05-31,114.25709477201079
2023-06-01,116.07762339078627
2023-06-02,112.91660865230942
2023-06-05,111.99336031219704
2023-06-06,117.25655250513995
2023-06-07,118.09337579083157
2023-06-08,118.67997153901878
2023-06-09,119.8054531544135
2023-06-12,120.20956900946722
2023-06-13,120.01654455778355
2023-06-14,121.97242459512763
2023-06-15,119.48978248392596
2023-06-16,121.74859321120367
2023-06-19,122.23229001861888
2023-06-20,124.36009142173425
2023-06-21,120.20141104401424
2023-06-22,118.19958567457776
2023-06-23,116.33714103990255
2023-06-26,115.50962783214133
2023-06-27,118.82377898047741
2023-06-28,118.37758623938714
2023-06-29,120.22591480731609
2023-06-30,117.64355002652249
2023-07-03,116.95645790169146
2023-07-04,117.51989873564261
2023-07-05,118.03052543942498
2023-07-06,116.12860946898076
2023-07-07,115.20082737586655
2023-07-10,116.28362994927512
2023-07-11,114.68056993554656
2023-07-12,113.79299288024262
2023-07-13,114.83171286959588
2023-07-14,113.79663632677935
2023-07-17,113.96014629726983
2023-07-18,112.52221522407922
2023-07-19,115.84749486586577
2023-07-20,113.04763555067125
2023-07-21,115.52783254543952
2023-07-24,116.74662605834236
2023-07-25,117.4292366550292
2023-07-26,116.25285936989636
2023-07-27,118.22120071337496
2023-07-28,119.28637638112826
