Date,HSY
2020-05-29,463.28461708436186
2020-06-01,469.98259391480394
2020-06-02,475.510276808073
2020-06-03,464.79724058270574
2020-06-04,472.1957976875616
2020-06-05,456.1058477142908
2020-06-08,459.5654307198133
2020-06-09,436.5143118767485
2020-06-10,424.56431039073465
2020-06-11,429.81766895820255
2020-06-12,436.5812347114444
2020-06-15,433.23241205508606
2020-06-16,433.95777166144126
2020-06-17,447.07990825901396
2020-06-18,457.11389406528866
2020-06-19,456.00845908725785
2020-06-22,475.3632625082696
2020-06-23,462.548239729993
2020-06-24,455.4402420927194
2020-06-25,439.1721988988198
2020-06-26,442.69106783746713
2020-06-29,446.48643480755226
2020-06-30,464.5561881332699
2020-07-01,463.07036556893445
2020-07-02,478.69054377525873
2020-07-03,487.43039863778824
2020-07-06,507.0293232078145
2020-07-07,497.48797428228767
2020-07-08,498.4287064887467
2020-07-09,482.4829363877592
2020-07-10,479.66292137457657
2020-07-13,486.1578075193803
2020-07-14,493.5365619900612
2020-07-15,510.39743126482523
2020-07-16,512.5984337305957
2020-07-17,521.3610015584753
2020-07-20,519.0967580248068
2020-07-21,535.0582104579022
2020-07-22,529.2415441805903
2020-07-23,520.6074770714423
2020-07-24,532.7615389733089
2020-07-27,519.9369582252085
2020-07-28,534.1457672000204
2020-07-29,530.6074674421379
2020-07-30,533.0525876129601
2020-07-31,531.2057289347878
2020-08-03,548.8094936051558
2020-08-04,563.4043749350286
2020-08-05,545.5966100128195
2020-08-06,535.2515260009983
2020-08-07,559.4482785831642
2020-08-10,558.0848636699877
2020-08-11,517.4226984938864
2020-08-12,519.4134495269781
2020-08-13,529.877108061949
2020-08-14,533.542660201846
2020-08-17,514.893043505013
2020-08-18,510.15702191273425
2020-08-19,512.7020354405529
2020-08-20,513.657876055562
2020-08-21,507.6976055416144
2020-08-24,508.7927599739254
2020-08-25,513.0763531011413
2020-08-26,505.9513802919267
2020-08-27,483.693341830624
2020-08-28,485.0675682792835
2020-08-31,465.5244156691621
2020-09-01,455.52757635748486
2020-09-02,453.70528907817015
2020-09-03,456.3121691119256
2020-09-04,458.55429977590745
2020-09-07,464.59969218706965
2020-09-08,449.2816000010666
2020-09-09,453.11603135225596
2020-09-10,452.21994493125425
2020-09-11,457.81166065120414
2020-09-14,446.8178680417495
2020-09-15,454.31743051083896
2020-09-16,459.7149834012818
2020-09-17,432.777204708062
2020-09-18,412.0612733349722
2020-09-21,390.69721007037947
2020-09-22,383.6324485479417
2020-09-23,381.5553886499199
2020-09-24,390.21458329884143
2020-09-25,385.7002682176526
2020-09-28,387.6181574367933
2020-09-29,405.1831118919058
2020-09-30,391.67179043022736
2020-10-01,375.4004013482313
2020-10-02,361.2651715121076
2020-10-05,359.9662421154574
2020-10-06,367.7178263345643
2020-10-07,365.7255023969505
2020-10-08,367.60053820698147
2020-10-09,361.0478569199925
2020-10-12,358.41361046916535
2020-10-13,354.7651595712841
2020-10-14,369.1350189738139
2020-10-15,372.8369901732795
2020-10-16,378.27496475043733
2020-10-19,374.28582374488974
2020-10-20,383.53445362220225
2020-10-21,372.2652409522021
2020-10-22,385.3348488038247
2020-10-23,370.8404497257534
2020-10-26,378.13733373621034
2020-10-27,390.43716880549056
2020-10-28,384.82606006323783
2020-10-29,405.715440605266
2020-10-30,416.0095736744661
2020-11-02,414.29624656621354
2020-11-03,400.0022796195644
2020-11-04,399.1314345975168
2020-11-05,392.9369085083922
2020-11-06,395.1040223969029
2020-11-09,388.4944993953597
2020-11-10,393.58090849601365
2020-11-11,402.2863812622818
2020-11-12,419.48563004646536
2020-11-13,417.54478078945516
2020-11-16,406.16633103508315
2020-11-17,392.002516994075
2020-11-18,379.91656793072855
2020-11-19,371.85128554736076
2020-11-20,381.28348059179234
2020-11-23,378.7334026459116
2020-11-24,386.76424341526746
2020-11-25,390.9791853543801
2020-11-26,401.79359106033223
2020-11-27,408.4691553503387
2020-11-30,390.5313759276298
2020-12-01,378.9623331482831
2020-12-02,386.59813516283907
2020-12-03,380.4690295402707
2020-12-04,373.1386608602937
2020-12-07,371.13961423437445
2020-12-08,370.6154849119604
2020-12-09,379.6333784995909
2020-12-10,386.4827137680916
2020-12-11,380.9302718948728
2020-12-14,383.157604005168
2020-12-15,382.4342375740925
2020-12-16,377.2045948876419
2020-12-17,382.39295720652996
2020-12-18,392.28339725827243
2020-12-21,390.64486149601606
2020-12-22,385.620638131731
2020-12-23,379.33383110747224
2020-12-24,368.1818273453077
2020-12-25,358.54219664342077
2020-12-28,358.759283908278
2020-12-29,363.22452285912016
2020-12-30,354.52409776367415
2020-12-31,370.27160486822964
2021-01-01,387.24035593850635
2021-01-04,372.39104151287376
2021-01-05,374.8035118908442
2021-01-06,369.28071749166475
2021-01-07,357.0773705750939
2021-01-08,351.44104763157645
2021-01-11,338.33804969773945
2021-01-12,346.1215152880131
2021-01-13,352.2300723286817
2021-01-14,351.31170258018517
2021-01-15,349.4828300036727
2021-01-18,346.57254533869985
2021-01-19,355.54600659711974
2021-01-20,370.1172471700826
2021-01-21,370.83481908971345
2021-01-22,362.3384597509899
2021-01-25,346.84854261647325
2021-01-26,350.91951804259537
2021-01-27,354.6228507197089
2021-01-28,352.13923125610745
2021-01-29,342.81112953033704
2021-02-01,333.13714211493556
2021-02-02,336.44872112238414
2021-02-03,335.93200122310765
2021-02-04,342.69230822287625
2021-02-05,355.52417318953513
2021-02-08,357.7616720615598
2021-02-09,347.3693761874544
2021-02-10,360.4810908668242
2021-02-11,359.6887766818584
2021-02-12,357.38438450404755
2021-02-15,353.43154355245866
2021-02-16,360.70071864308574
2021-02-17,375.6485956506986
2021-02-18,385.62063777411214
2021-02-19,392.37345107902667
2021-02-22,388.95206717031726
2021-02-23,398.52041267490927
2021-02-24,385.5391993333402
2021-02-25,381.3507514088155
2021-02-26,374.99878559846104
2021-03-01,373.06400267196443
2021-03-02,354.5926477983761
2021-03-03,363.2633018718326
2021-03-04,357.4553732793248
2021-03-05,354.3114333943004
2021-03-08,350.9561041376658
2021-03-09,350.0746465792488
2021-03-10,342.52248884705546
2021-03-11,344.03453515623244
2021-03-12,344.3868163315389
2021-03-15,342.8335644567153
2021-03-16,339.1202711048615
2021-03-17,340.371971803329
2021-03-18,340.02164696428
2021-03-19,328.5772105665674
2021-03-22,330.8283607171319
2021-03-23,340.891861314115
2021-03-24,344.49097905174006
2021-03-25,344.5327780519187
2021-03-26,344.736942705692
2021-03-29,337.5058131119812
2021-03-30,333.1831236422491
2021-03-31,318.756497523968
2021-04-01,323.6416746744925
2021-04-02,311.1951219671102
2021-04-05,316.65671398389713
2021-04-06,306.96907864591395
2021-04-07,308.8360349949056
2021-04-08,324.08833570652513
2021-04-09,311.19846847716866
2021-04-12,311.16367463085925
2021-04-13,324.6841384283918
2021-04-14,327.01855576577327
2021-04-15,326.91994895511544
2021-04-16,342.7288850485772
2021-04-19,346.3048087522873
2021-04-20,346.59431236385706
2021-04-21,334.0111174705815
2021-04-22,342.8651700151033
2021-04-23,335.18417902219016
2021-04-26,346.40773364658344
2021-04-27,338.53441626560175
2021-04-28,338.70890744284446
2021-04-29,337.4855167908117
2021-04-30,336.6133414632867
2021-05-03,335.62378004566676
2021-05-04,319.25345469772435
2021-05-05,310.102337366027
2021-05-06,303.26845161539177
2021-05-07,304.74878390563777
2021-05-10,304.3828033881128
2021-05-11,303.9997896196661
2021-05-12,290.05089087076175
2021-05-13,299.0570802450562
2021-05-14,308.92310696808147
2021-05-17,309.5920123740896
2021-05-18,300.75551601595697
2021-05-19,299.23226297508387
2021-05-20,298.73659431841054
2021-05-21,305.72130982679505
2021-05-24,301.2500769435235
2021-05-25,298.0909152084328
2021-05-26,306.4246896968043
2021-05-27,305.2008478113505
2021-05-28,321.80533078062587
2021-05-31,321.3323540135133
2021-06-01,318.88339671742176
2021-06-02,329.96376325335876
2021-06-03,319.4467581138159
2021-06-04,325.1438345373503
2021-06-07,330.68050405142606
2021-06-08,310.227455238906
2021-06-09,313.3504102454554
2021-06-10,301.4021870879534
2021-06-11,298.6273412061027
2021-06-14,289.4606569833463
2021-06-15,292.75277492925255
2021-06-16,296.5795215182936
2021-06-17,287.9605435729105
2021-06-18,278.71110256531915
2021-06-21,281.59212299486126
2021-06-22,283.8650407234678
2021-06-23,279.78088587898964
2021-06-24,277.9828931697094
2021-06-25,272.8712976013092
2021-06-28,271.7996463534608
2021-06-29,277.23643246739186
2021-06-30,274.39999229072583
2021-07-01,270.1415797150485
2021-07-02,268.76765116767416
2021-07-05,273.27394764885173
2021-07-06,272.41129265759645
2021-07-07,262.32431494717713
2021-07-08,267.43589772118713
2021-07-09,260.6419958924236
2021-07-12,256.6057482371047
2021-07-13,263.3358039498202
2021-07-14,258.99214558341293
2021-07-15,247.555210981482
2021-07-16,240.50876989959158
2021-07-19,238.96164219319124
2021-07-20,240.0528844177573
2021-07-21,236.4259048053832
2021-07-22,245.6891096874887
2021-07-23,242.433350020014
2021-07-26,240.34518920403846
2021-07-27,244.52133023018447
2021-07-28,246.81099301237168
2021-07-29,248.09273540093704
2021-07-30,247.54169482107335
2021-08-02,237.66413995814264
2021-08-03,234.57500995096893
2021-08-04,229.40908823225672
2021-08-05,224.98988999896943
2021-08-06,221.5307556467541
2021-08-09,221.12141025368183
2021-08-10,225.81664271742753
2021-08-11,224.99634907644435
2021-08-12,226.7572423860753
2021-08-13,230.19359698460457
2021-08-16,237.30392582400256
2021-08-17,242.33017475721073
2021-08-18,247.40008061880079
2021-08-19,242.24797326493754
2021-08-20,236.47959759561152
2021-08-23,235.65724813675456
2021-08-24,241.42672172613356
2021-08-25,238.40994965768297
2021-08-26,249.6226267872824
2021-08-27,256.6879971171995
2021-08-30,255.09995285282827
2021-08-31,258.8410543197652
2021-09-01,241.04220155198198
2021-09-02,239.86280546591487
2021-09-03,244.71410065776956
2021-09-06,241.09022114847986
2021-09-07,233.72428216671108
2021-09-08,243.00140952901822
2021-09-09,240.1096222075758
2021-09-10,239.4201630002006
2021-09-13,243.04749936052403
2021-09-14,242.92621471899685
2021-09-15,248.4971158891669
2021-09-16,249.99068289965004
2021-09-17,240.10104890707962
2021-09-20,246.37744713121108
2021-09-21,245.76268774640798
2021-09-22,249.77528598385206
2021-09-23,247.21742064938095
2021-09-24,253.99629801040481
2021-09-27,249.4328626215725
2021-09-28,254.1623713339485
2021-09-29,265.2637415432046
2021-09-30,266.6450927598366
2021-10-01,257.18670399838834
2021-10-04,265.7512853341034
2021-10-05,254.90939274153078
2021-10-06,263.6421471864342
2021-10-07,269.9682039989245
2021-10-08,282.7359042514395
2021-10-11,284.91941496118005
2021-10-12,283.298727970441
2021-10-13,282.3002754499768
2021-10-14,294.03973388541965
2021-10-15,297.3294389350174
2021-10-18,299.3109210147043
2021-10-19,292.57610319197903
2021-10-20,297.14999146492767
2021-10-21,308.2591078049645
2021-10-22,307.1471625377138
2021-10-25,307.56505464777695
2021-10-26,307.53295900451576
2021-10-27,301.6032474888959
2021-10-28,291.64397726255964
2021-10-29,294.71563549789624
2021-11-01,299.55721412646045
2021-11-02,300.3928406125556
2021-11-03,296.5471815758515
2021-11-04,302.9746022571182
2021-11-05,292.4559074558158
2021-11-08,292.87044185581107
2021-11-09,291.8265397137878
2021-11-10,302.0176610424997
2021-11-11,323.3864353835588
2021-11-12,325.75423681711874
2021-11-15,322.8126031075117
2021-11-16,334.145872672473
2021-11-17,327.841383687835
2021-11-18,336.14587300935915
2021-11-19,336.59547688941257
2021-11-22,323.9956286256612
2021-11-23,318.5605070039629
2021-11-24,305.4683732290875
2021-11-25,313.2034403469412
2021-11-26,313.48309737801367
2021-11-29,312.8111898374298
2021-11-30,309.8595693170726
2021-12-01,313.822965745109
2021-12-02,309.12137894921983
2021-12-03,312.7477713465663
2021-12-06,307.67944452088193
2021-12-07,309.70905859938216
2021-12-08,311.1605079396996
2021-12-09,310.106598418867
2021-12-10,305.9772658919841
2021-12-13,292.8449884693151
2021-12-14,275.9513221947761
2021-12-15,269.9689907008823
2021-12-16,271.51351001478565
2021-12-17,270.5508614970256
2021-12-20,280.35783489953764
2021-12-21,274.0384697865933
2021-12-22,266.91011880064013
2021-12-23,273.56976331875717
2021-12-24,265.76484689631906
2021-12-27,257.41713131513677
2021-12-28,257.90867150342206
2021-12-29,256.6685160296842
2021-12-30,255.15980997611553
2021-12-31,256.0178672693547
2022-01-03,270.8193798984486
2022-01-04,280.34313606832956
2022-01-05,282.6262846390803
2022-01-06,286.09498574656834
2022-01-07,289.86128697362886
2022-01-10,279.8255510963156
2022-01-11,268.1331166453583
2022-01-12,280.6681192762956
2022-01-13,292.4541131905579
2022-01-14,300.73315082990405
2022-01-17,306.092614395815
2022-01-18,304.58866380757667
2022-01-19,315.26723843426345
2022-01-20,329.2173684660993
2022-01-21,329.35755709605286
2022-01-24,325.77774201942833
2022-01-25,310.65597622023296
2022-01-26,288.74765704304224
2022-01-27,292.12652513628296
2022-01-28,292.22730935391996
2022-01-31,287.81316585624114
2022-02-01,298.0540001015649
2022-02-02,300.0700982519427
2022-02-03,288.5131585786671
2022-02-04,289.95098027120383
2022-02-07,288.5327748490007
2022-02-08,291.71663341489256
2022-02-09,273.4283994048377
2022-02-10,284.65484945424345
2022-02-11,279.03866154759476
2022-02-14,282.84474564752156
2022-02-15,291.353851287242
2022-02-16,291.96137477556886
2022-02-17,290.26738540398645
2022-02-18,287.01826694226526
2022-02-21,285.04987038873116
2022-02-22,291.3639378944472
2022-02-23,292.8318023963355
2022-02-24,299.0967607896284
2022-02-25,292.0894821759405
2022-02-28,306.88913453219766
2022-03-01,296.77711907427727
2022-03-02,278.8031955098854
2022-03-03,273.7327995824642
2022-03-04,262.24831774034084
2022-03-07,254.49896840584333
2022-03-08,262.1388160240022
2022-03-09,266.95808676002207
2022-03-10,270.37573766429165
2022-03-11,269.50727758837826
2022-03-14,282.84577240793465
2022-03-15,285.31022816494084
2022-03-16,288.5945160919911
2022-03-17,279.66719780228095
2022-03-18,284.24225941098604
2022-03-21,282.62053119953157
2022-03-22,287.3462604399903
2022-03-23,277.3903779924294
2022-03-24,276.9318587208878
2022-03-25,277.1498698529197
2022-03-28,276.31061360021414
2022-03-29,280.12919397511433
2022-03-30,283.0371218573714
2022-03-31,274.480952212546
2022-04-01,292.22159179636805
2022-04-04,294.04685974754955
2022-04-05,301.4074733602558
2022-04-06,314.6906305149332
2022-04-07,307.27998932532927
2022-04-08,312.30644375738626
2022-04-11,317.49754522978844
2022-04-12,322.4375732081057
2022-04-13,323.4204450094684
2022-04-14,330.59390934505416
2022-04-15,333.6810362625408
2022-04-18,336.2806308573091
2022-04-19,333.44160856434814
2022-04-20,349.01993879679566
2022-04-21,356.08881615903084
2022-04-22,347.76197023046245
2022-04-25,344.54713808391824
2022-04-26,354.98795852680155
2022-04-27,347.4632074491884
2022-04-28,342.1795808028756
2022-04-29,340.3115363055135
2022-05-02,344.7275880743306
2022-05-03,340.614667944414
2022-05-04,348.83776112290514
2022-05-05,355.75386270232013
2022-05-06,344.40984955595684
2022-05-09,348.3653430031012
2022-05-10,339.8052815323253
2022-05-11,319.151962439754
2022-05-12,303.2294919602379
2022-05-13,302.23361507872136
2022-05-16,298.6233687298979
2022-05-17,292.731692926482
2022-05-18,301.99115638941555
2022-05-19,321.11270598754396
2022-05-20,332.5402333410627
2022-05-23,333.77165383700697
2022-05-24,325.7945919825645
2022-05-25,312.48837806062653
2022-05-26,298.8941192542509
2022-05-27,315.3696966764336
2022-05-30,319.0662979791968
2022-05-31,323.0815201777505
2022-06-01,335.9607183237553
2022-06-02,321.6162849492698
2022-06-03,321.1077305550227
2022-06-06,309.46258912749073
2022-06-07,315.5560278664437
2022-06-08,310.0258488365735
2022-06-09,315.5398297622077
2022-06-10,327.62132345477704
2022-06-13,323.5391332301684
2022-06-14,321.78421416676633
2022-06-15,325.5862179055694
2022-06-16,332.8463681799198
2022-06-17,323.4076707290755
2022-06-20,332.86025648603817
2022-06-21,329.13844019270493
2022-06-22,324.08700402285734
2022-06-23,325.74719399975845
2022-06-24,321.8063216238972
2022-06-27,325.37087554325615
2022-06-28,319.7188253974571
2022-06-29,326.7447499310818
2022-06-30,322.73719019622536
2022-07-01,330.44523602576623
2022-07-04,326.8960789898728
2022-07-05,325.7747399689962
2022-07-06,331.9423456256389
2022-07-07,335.0312334506068
2022-07-08,339.4753936980586
2022-07-11,346.5845799763276
2022-07-12,352.09951577782397
2022-07-13,355.4078021668032
2022-07-14,344.41821397862105
2022-07-15,349.87661632569046
2022-07-18,360.17446996506
2022-07-19,363.30690380350603
2022-07-20,359.1850452733365
2022-07-21,373.1079489690035
2022-07-22,382.7123444153189
2022-07-25,381.7668556391576
2022-07-26,381.99758010652
2022-07-27,386.0804140708021
2022-07-28,382.3430773074167
2022-07-29,389.9624417798016
2022-08-01,392.262863478306
2022-08-02,393.10027505723554
2022-08-03,397.6368867065917
2022-08-04,416.3278503286664
2022-08-05,400.7040949613066
2022-08-08,406.67705676452067
2022-08-09,402.858514676293
2022-08-10,397.64490953477537
2022-08-11,386.31174919135793
2022-08-12,388.9850880045523
2022-08-15,394.6962650677706
2022-08-16,406.0542015552298
2022-08-17,390.1479946741335
2022-08-18,394.4521555596989
2022-08-19,393.3260465727812
2022-08-22,385.5671284595229
2022-08-23,384.97698570333193
2022-08-24,387.4838466952316
2022-08-25,384.35974411417544
2022-08-26,388.3840008130292
2022-08-29,393.7954902603063
2022-08-30,399.15807629944516
2022-08-31,402.8971060115039
2022-09-01,397.6373950153944
2022-09-02,378.4551324555344
2022-09-05,391.8432490750827
2022-09-06,390.58071945997705
2022-09-07,405.0064100812118
2022-09-08,411.54098807458735
2022-09-09,413.1702530623751
2022-09-12,402.32883645798023
2022-09-13,396.11795030645936
2022-09-14,389.1160190858063
2022-09-15,395.3709713891962
2022-09-16,400.1087140609767
2022-09-19,409.1021423986614
2022-09-20,410.58983376851984
2022-09-21,414.3632482862353
2022-09-22,403.7465022920337
2022-09-23,405.15215773043275
2022-09-26,424.38646425546364
2022-09-27,416.74072929394
2022-09-28,415.29354614897943
2022-09-29,428.2741528305326
2022-09-30,430.7284336859648
2022-10-03,441.09428395390654
2022-10-04,447.3958545010754
2022-10-05,461.84540083922246
2022-10-06,469.44437955048824
2022-10-07,460.65158091569464
2022-10-10,465.4857898289119
2022-10-11,456.3904888456713
2022-10-12,458.00188434829795
2022-10-13,460.94095232219456
2022-10-14,473.3888519503786
2022-10-17,451.59843768546773
2022-10-18,448.89696680002606
2022-10-19,468.9916091845873
2022-10-20,462.7892559967494
2022-10-21,461.31862870774984
2022-10-24,439.19277485235466
2022-10-25,441.4340638152417
2022-10-26,441.1172478445486
2022-10-27,417.74921915693545
2022-10-28,424.6096702540079
2022-10-31,411.4840441315347
2022-11-01,404.44841264026485
2022-11-02,399.2503073831021
2022-11-03,395.0250338084883
2022-11-04,411.695364959909
2022-11-07,405.14236680911165
2022-11-08,405.8782963393294
2022-11-09,405.5674746930692
2022-11-10,396.30560515937776
2022-11-11,404.5562547046439
2022-11-14,410.7956298463209
2022-11-15,429.67470685734054
2022-11-16,411.0543040786245
2022-11-17,415.93604057322545
2022-11-18,418.21720475646526
2022-11-21,410.1439995147115
2022-11-22,410.00506900564784
2022-11-23,421.45652235548687
2022-11-24,424.225428606052
2022-11-25,408.69046955398784
2022-11-28,404.1803738288108
2022-11-29,387.8717918273096
2022-11-30,386.1920482242382
2022-12-01,381.6082128053735
2022-12-02,378.0250689486716
2022-12-05,392.35294702535384
2022-12-06,409.78284112015035
2022-12-07,421.9073972927888
2022-12-08,422.46455243196584
2022-12-09,436.7295624597658
2022-12-12,428.00637170626857
2022-12-13,427.47869477896984
2022-12-14,419.5668055411925
2022-12-15,417.93777166079576
2022-12-16,402.84498005454014
2022-12-19,408.0139069517977
2022-12-20,393.90989966086585
2022-12-21,394.6643702321539
2022-12-22,384.6280131014172
2022-12-23,399.36672167842823
2022-12-26,392.65678296318026
2022-12-27,367.19827742855887
2022-12-28,368.2716312673315
2022-12-29,366.76219887089206
2022-12-30,378.8572827713815
2023-01-02,383.6072213105597
2023-01-03,382.31789792357426
2023-01-04,394.8910618511747
2023-01-05,390.5495894519866
2023-01-06,402.9338035802071
2023-01-09,391.7052747787685
2023-01-10,381.84422807785285
2023-01-11,394.7237358177107
2023-01-12,402.5069570802976
2023-01-13,399.15688317712124
2023-01-16,403.4086815623085
2023-01-17,404.0493305944919
2023-01-18,407.0506175653601
2023-01-19,422.8316855775697
2023-01-20,415.01334299785316
2023-01-23,408.47442223351845
2023-01-24,410.78668033240166
2023-01-25,418.83627627201827
2023-01-26,430.67540965396654
2023-01-27,436.15435646018824
2023-01-30,456.33018785600194
2023-01-31,471.88966765756624
2023-02-01,472.4698647216694
2023-02-02,482.72719617484984
2023-02-03,497.05376868304467
2023-02-06,503.1048958807354
2023-02-07,496.5084580453732
2023-02-08,484.4300911951087
2023-02-09,501.86973751954457
2023-02-10,508.8079908850209
2023-02-13,504.0590994735924
2023-02-14,510.13987538598116
2023-02-15,528.5545740106262
2023-02-16,530.639415890816
2023-02-17,549.5943693420022
2023-02-20,550.008192564664
2023-02-21,548.0998285247412
2023-02-22,573.4647418239767
2023-02-23,576.6162565033957
2023-02-24,555.4120617474233
2023-02-27,564.6973525396617
2023-02-28,546.2130661974641
2023-03-01,527.5353947781489
2023-03-02,527.9747072377036
2023-03-03,532.0269304801698
2023-03-06,524.5766884975776
2023-03-07,535.3423340528226
2023-03-08,548.5146787353582
2023-03-09,570.6103045859376
2023-03-10,574.696108757376
2023-03-13,601.6954746519033
2023-03-14,594.0108927959686
2023-03-15,603.0797163846013
2023-03-16,594.7329471064227
2023-03-17,570.8590900168538
2023-03-20,572.4096056041897
2023-03-21,573.5752905220287
2023-03-22,581.9981530726334
2023-03-23,589.7833835737933
2023-03-24,598.6444626571189
2023-03-27,575.0843112766269
2023-03-28,590.1997857763923
2023-03-29,574.1341876960302
2023-03-30,593.7529377345974
2023-03-31,571.9460992164845
2023-04-03,579.3968988947561
2023-04-04,560.2602696629934
2023-04-05,562.2550750521289
2023-04-06,579.2694592919697
2023-04-07,583.8724675311732
2023-04-10,608.9125317892468
2023-04-11,605.3519331594347
2023-04-12,624.3387617979547
2023-04-13,636.8479531114986
2023-04-14,673.086331861513
2023-04-17,656.8109572336307
2023-04-18,657.2072314409485
2023-04-19,661.7817256464741
2023-04-20,672.2911730694208
2023-04-21,661.6774593781223
2023-04-24,666.8519362309906
2023-04-25,676.7349226347573
2023-04-26,696.9193044242184
2023-04-27,711.1018872414678
2023-04-28,724.5295453131359
2023-05-01,734.2743198694463
2023-05-02,713.6955626076298
2023-05-03,700.952409604325
2023-05-04,689.7312961506993
2023-05-05,691.747167536953
2023-05-08,684.2737979318182
2023-05-09,719.8887600207444
2023-05-10,721.8622795505873
2023-05-11,721.9374018219662
2023-05-12,720.5362608758134
2023-05-15,721.1190813156576
2023-05-16,732.3439754241864
2023-05-17,728.9553984562674
2023-05-18,709.2805498040481
2023-05-19,693.7899571502817
2023-05-22,700.1993998201019
2023-05-23,715.2355757126145
2023-05-24,739.5542062599877
2023-05-25,734.5300846531998
2023-05-26,733.0464584178935
2023-05-29,740.6870945642927
2023-05-30,739.6368737625239
2023-05-31,758.6888552042485
2023-06-01,750.3853390051495
2023-06-02,741.2051381056265
2023-06-05,736.644154147917
2023-06-06,753.0256416694737
2023-06-07,737.6991322644876
2023-06-08,723.3510214880266
2023-06-09,706.328440482024
2023-06-12,729.807314825637
2023-06-13,728.320648868675
2023-06-14,732.8525608189261
2023-06-15,729.5814008216108
2023-06-16,720.9011411341606
2023-06-19,718.087329040882
2023-06-20,713.1564581149814
2023-06-21,696.7012989820844
2023-06-22,666.2670469521728
2023-06-23,654.5612047988172
2023-06-26,643.6601429936678
2023-06-27,626.7465038285163
2023-06-28,647.9490047452674
2023-06-29,646.3316618662149
2023-06-30,647.6647235280886
2023-07-03,645.7244188815702
2023-07-04,619.3243272808032
2023-07-05,633.210110699961
2023-07-06,655.6772928257151
2023-07-07,622.8602370726993
2023-07-10,627.6377175685719
2023-07-11,613.92795128022
2023-07-12,622.2400293170643
2023-07-13,629.9622492502975
2023-07-14,610.1088786262377
2023-07-17,611.443692920076
2023-07-18,599.8323166284555
2023-07-19,622.047554458097
2023-07-20,609.2970975956036
2023-07-21,610.1087024472013
2023-07-24,620.512763321251
2023-07-25,633.1184165699585
2023-07-26,640.1111697287589
2023-07-27,614.8759555623111
2023-07-28,611.2716748422281
2023-07-31,592.7069089987566
2023-08-01,595.5683160294122
2023-08-02,579.0101659989065
