Date,EMR
2021-07-16,220.323643059998
2021-07-19,222.556983471768
2021-07-20,227.50317453169762
2021-07-21,230.24277707199144
2021-07-22,233.3115772000168
2021-07-23,227.79236463682687
2021-07-26,228.13701416649116
2021-07-27,225.3001694471506
2021-07-28,223.42627458316022
2021-07-29,223.81151725633174
2021-07-30,226.39268915470714
2021-08-02,224.53112175134623
2021-08-03,220.11519205918438
2021-08-04,215.6208873216421
2021-08-05,208.212227704264
2021-08-06,203.8284930586251
2021-08-09,204.9558537736474
2021-08-10,209.26521490723658
2021-08-11,204.90594790277734
2021-08-12,206.35734610464974
2021-08-13,205.39212583785277
2021-08-16,204.91626031161138
2021-08-17,198.93590403868947
2021-08-18,200.0232048832279
2021-08-19,199.3137733501042
2021-08-20,197.85747126614152
2021-08-23,203.7450617950624
2021-08-24,207.52965972860298
2021-08-25,208.3485410529758
2021-08-26,211.72599942004652
2021-08-27,211.39814658204907
2021-08-30,206.03549746811467
2021-08-31,203.85856654805536
2021-09-01,200.1065569785574
2021-09-02,194.72464468691928
2021-09-03,196.2692118209675
2021-09-06,193.60157212582658
2021-09-07,199.65589713948475
2021-09-08,200.95111693127592
2021-09-09,199.10404252379442
2021-09-10,196.43207146783843
2021-09-13,199.4446561587416
2021-09-14,203.40916660054503
2021-09-15,200.17503026128566
2021-09-16,197.7851091475255
2021-09-17,194.38655380153807
2021-09-20,199.3083771887498
2021-09-21,200.11336127486038
2021-09-22,199.6414336770938
2021-09-23,203.6316890572169
2021-09-24,201.4352045252323
2021-09-27,201.99648789113385
2021-09-28,197.10849035315223
2021-09-29,198.7381205048408
2021-09-30,196.74175739192012
2021-10-01,196.28398345071722
2021-10-04,199.3719211135353
2021-10-05,201.38482273169564
2021-10-06,199.13751717245736
2021-10-07,200.53335533340234
2021-10-08,203.20166485413236
2021-10-11,203.45052564380677
2021-10-12,208.43714359212143
2021-10-13,209.880908102104
2021-10-14,214.92652336078262
2021-10-15,218.06749179294425
2021-10-18,219.22659461449143
2021-10-19,219.1388616223389
2021-10-20,218.4986290027941
2021-10-21,222.05746137257944
2021-10-22,221.18472375110858
2021-10-25,220.3996943491315
2021-10-26,217.43320386031453
2021-10-27,217.80428105397593
2021-10-28,222.14968082855177
2021-10-29,226.24011715679106
2021-11-01,226.2921785911736
2021-11-02,227.21199283066233
2021-11-03,227.43354709141911
2021-11-04,227.79623531142968
2021-11-05,228.59617836475425
2021-11-08,225.73365932648372
2021-11-09,224.9575669379831
2021-11-10,223.28066020632446
2021-11-11,218.6946458637591
2021-11-12,214.98085022275902
2021-11-15,212.66185477214728
2021-11-16,210.01368386281945
2021-11-17,209.4121424937152
2021-11-18,211.99762370947195
2021-11-19,211.3983447786076
2021-11-22,212.22163041650344
2021-11-23,216.72776161520463
2021-11-24,218.7608273054194
2021-11-25,223.46706961624076
2021-11-26,222.45959471217384
2021-11-29,222.57501120665154
2021-11-30,218.2278088163757
2021-12-01,223.57507197215574
2021-12-02,227.55649515036694
2021-12-03,219.6728927790126
2021-12-06,223.38872443007685
2021-12-07,222.98416122372674
2021-12-08,222.38950448736162
2021-12-09,220.2002052145516
2021-12-10,219.13094750168744
2021-12-13,223.10370814074295
2021-12-14,225.4603827070968
2021-12-15,225.9492833854207
2021-12-16,223.93005968207794
2021-12-17,224.27068527667265
2021-12-20,226.52881326053952
2021-12-21,222.30819258502098
2021-12-22,219.86864695073305
2021-12-23,220.6565030669627
2021-12-24,226.42618620991536
2021-12-27,226.1316779459452
2021-12-28,225.1898694876164
2021-12-29,224.57237881678034
2021-12-30,228.69796019855463
2021-12-31,225.63953432990056
2022-01-03,223.66674023287106
2022-01-04,223.61187499077926
2022-01-05,227.21091951360063
2022-01-06,230.40068266041058
2022-01-07,230.6315675056038
2022-01-10,229.92070950866398
2022-01-11,233.64939529866086
2022-01-12,229.05801363743143
2022-01-13,226.02878061254685
2022-01-14,224.48296971376604
2022-01-17,228.2229665859703
2022-01-18,222.15913214088627
2022-01-19,219.23431599619852
2022-01-20,223.30259943920166
2022-01-21,220.72964230970032
2022-01-24,224.22784570980087
2022-01-25,223.84074280284005
2022-01-26,226.19209906066803
2022-01-27,224.08431211202586
2022-01-28,222.61932941024938
2022-01-31,220.73868862508806
2022-02-01,227.36643256127795
2022-02-02,230.5522632493637
2022-02-03,236.86594254436724
2022-02-04,233.98994731032892
2022-02-07,228.6461702943802
2022-02-08,230.866495561473
2022-02-09,225.32194980393618
2022-02-10,225.71103319585356
2022-02-11,224.33366526097447
2022-02-14,223.87393397451436
2022-02-15,221.96438582950776
2022-02-16,223.2584364331025
2022-02-17,221.09041865915765
2022-02-18,223.48192759931612
2022-02-21,225.15531291641005
2022-02-22,227.4591578976697
2022-02-23,229.27477599455378
2022-02-24,233.49109860868256
2022-02-25,235.8072962135143
2022-02-28,235.43746224637164
2022-03-01,235.99056267873132
2022-03-02,236.90262756921206
2022-03-03,240.43306134177413
2022-03-04,239.82699156949178
2022-03-07,241.8184662029337
2022-03-08,245.06668860584705
2022-03-09,245.410907435132
2022-03-10,241.6825395730806
2022-03-11,244.16377113152785
2022-03-14,245.2893009631932
2022-03-15,244.7979688177238
2022-03-16,242.454936630268
2022-03-17,252.12449151395413
2022-03-18,258.8314613500983
2022-03-21,259.8090852604092
2022-03-22,257.03536460908964
2022-03-23,258.201508287353
2022-03-24,254.18342889588448
2022-03-25,260.93785650347166
2022-03-28,264.7483554305329
2022-03-29,267.48853785496846
2022-03-30,268.4984386155308
2022-03-31,266.33055871504376
2022-04-01,272.26730010464223
2022-04-04,263.5442126966183
2022-04-05,267.7979039808448
2022-04-06,265.19127065209534
2022-04-07,266.5551807349906
2022-04-08,265.10095398563465
2022-04-11,262.6995471832794
2022-04-12,268.4236677826839
2022-04-13,266.85808223209585
2022-04-14,274.192717886933
2022-04-15,273.0661008988153
2022-04-18,274.665700611678
2022-04-19,280.7229456869916
2022-04-20,283.0306626971471
2022-04-21,282.2220205757478
2022-04-22,285.54267393804537
2022-04-25,287.0038159553205
2022-04-26,286.2218940528849
2022-04-27,284.6329778918953
2022-04-28,285.42270279314795
2022-04-29,284.6837019379716
2022-05-02,275.6039297292825
2022-05-03,276.9595099296526
2022-05-04,278.07305571428657
2022-05-05,279.564269894499
2022-05-06,274.331646409052
2022-05-09,273.43435844274336
2022-05-10,273.2726666818148
2022-05-11,268.0454852959127
2022-05-12,262.25145999447363
2022-05-13,268.03262647553754
2022-05-16,267.5486291826028
2022-05-17,268.1188702861693
2022-05-18,273.74825253527155
2022-05-19,270.0559693534414
2022-05-20,269.62671091593074
2022-05-23,270.04297840452705
2022-05-24,267.8699580249116
2022-05-25,265.12451253457095
2022-05-26,261.6280782642453
2022-05-27,265.8521055671204
2022-05-30,259.4798838722679
2022-05-31,259.8277052859114
2022-06-01,252.7902344179341
2022-06-02,251.09835958267087
2022-06-03,248.21665621860177
2022-06-06,248.85002412226265
2022-06-07,250.83526922512957
2022-06-08,247.55267773673472
2022-06-09,247.47953069015952
2022-06-10,251.92676974351036
2022-06-13,249.35112961172618
2022-06-14,249.84232467323667
2022-06-15,247.3561630956299
2022-06-16,249.04192677443163
2022-06-17,244.80953486497077
2022-06-20,245.0091044744016
2022-06-21,245.13345094431958
2022-06-22,247.99572207957516
2022-06-23,246.56654090984892
2022-06-24,246.33134664533216
2022-06-27,245.4251731249794
2022-06-28,253.08387407639918
2022-06-29,247.53815805447067
2022-06-30,250.54513682216762
2022-07-01,253.9729745013647
2022-07-04,249.66476806489712
2022-07-05,247.12324252044087
2022-07-06,241.3923751623753
2022-07-07,243.5973286946628
2022-07-08,243.35524275859981
2022-07-11,243.5684151450176
2022-07-12,234.95207912180408
2022-07-13,233.12674405389606
2022-07-14,233.68122455703354
2022-07-15,234.7958776279475
2022-07-18,232.4963915478044
2022-07-19,229.58636845752835
2022-07-20,228.44696735180966
2022-07-21,223.44725399054306
2022-07-22,225.34004765361934
2022-07-25,223.85707366074473
2022-07-26,223.02904319640294
2022-07-27,221.14021495915557
2022-07-28,218.36213983257534
2022-07-29,216.31161168823232
2022-08-01,217.8896858239933
2022-08-02,215.00849308115838
2022-08-03,218.40737047919515
2022-08-04,214.60514076334763
2022-08-05,212.78446082722678
2022-08-08,211.16026146240148
2022-08-09,212.6258247113377
2022-08-10,211.52596697870422
2022-08-11,209.62716170264986
2022-08-12,206.59746786497254
2022-08-15,202.90396796410425
2022-08-16,204.9417692331141
2022-08-17,204.95399971156286
2022-08-18,200.95404570716346
2022-08-19,195.65647117428517
2022-08-22,195.27063990810598
2022-08-23,195.15799664271375
2022-08-24,195.9666453642232
2022-08-25,196.5880963358232
2022-08-26,194.3343983382447
2022-08-29,193.84691372497613
2022-08-30,192.12560481989664
2022-08-31,187.62620039972498
2022-09-01,185.29655576589943
2022-09-02,189.89091359026446
2022-09-05,189.74192258938592
2022-09-06,189.62240973431997
2022-09-07,188.79865286532936
2022-09-08,190.169298107409
2022-09-09,186.9974865042477
2022-09-12,188.18780116586677
2022-09-13,186.98666106931276
2022-09-14,186.63303445039406
2022-09-15,191.2213940805579
2022-09-16,192.85529493709146
2022-09-19,193.77240228444776
2022-09-20,189.19417417034856
2022-09-21,190.92790252019148
2022-09-22,193.16739593262866
2022-09-23,194.5933861292369
2022-09-26,197.87385016162781
2022-09-27,200.37801592672548
2022-09-28,195.62439651672847
2022-09-29,193.77719639396383
2022-09-30,189.17949868520523
2022-10-03,188.22241345972137
2022-10-04,185.08778586603052
2022-10-05,182.27549277693595
2022-10-06,179.93967009332877
2022-10-07,177.0414683707328
2022-10-10,180.4361270580364
2022-10-11,180.01377388829516
2022-10-12,176.18250520273156
2022-10-13,174.7375948634863
2022-10-14,175.82066754458984
2022-10-17,177.61957759973313
2022-10-18,180.83150076403044
2022-10-19,183.6293423618702
2022-10-20,179.1980048755025
2022-10-21,184.66359448813148
2022-10-24,184.33899248915282
2022-10-25,186.93766594697374
2022-10-26,183.51807867611436
2022-10-27,185.513875658202
2022-10-28,181.4752810400547
2022-10-31,180.85978542883498
2022-11-01,181.08847717276353
2022-11-02,187.4369973414171
2022-11-03,185.44394126223352
2022-11-04,183.9976041850523
2022-11-07,183.60470396359645
2022-11-08,186.59839062877114
2022-11-09,183.8092228820582
2022-11-10,179.19606859052982
2022-11-11,178.40238780470872
2022-11-14,177.81214224790122
2022-11-15,175.7476346292926
2022-11-16,179.07023901033543
2022-11-17,177.2647228802017
2022-11-18,182.27223685609323
2022-11-21,182.12321839458164
2022-11-22,178.71691071479563
2022-11-23,176.3894173620402
2022-11-24,177.83835042406676
2022-11-25,179.34829655229385
2022-11-28,176.09168281160615
2022-11-29,173.06465140558785
2022-11-30,172.58506124985834
2022-12-01,176.08739201626614
2022-12-02,180.23022180151554
2022-12-05,179.88965876378353
2022-12-06,177.10086286542725
2022-12-07,176.33743673595347
2022-12-08,175.53119877550017
2022-12-09,173.9366905209857
2022-12-12,172.7123281893252
2022-12-13,171.34739660598504
2022-12-14,172.44877956116514
2022-12-15,167.48270112335814
2022-12-16,171.22276147947068
2022-12-19,170.00833616420923
2022-12-20,164.82314987648058
2022-12-21,163.21763345124643
2022-12-22,160.71721411829085
2022-12-23,160.48216523918163
2022-12-26,163.780291172989
2022-12-27,156.49524780253364
2022-12-28,157.73895753458586
2022-12-29,156.81300458672573
2022-12-30,160.66604994079873
2023-01-02,160.5781632335623
2023-01-03,161.3940745183923
2023-01-04,160.07427571480946
2023-01-05,160.73574445917188
2023-01-06,159.99097446469472
2023-01-09,159.87760963112282
2023-01-10,161.63241833758468
2023-01-11,158.96452641854995
2023-01-12,158.318905616107
2023-01-13,157.15548577642093
2023-01-16,157.20932429848733
2023-01-17,157.57649393008228
2023-01-18,153.92713190303843
2023-01-19,154.06456308069016
2023-01-20,155.15004124242273
2023-01-23,152.32798817305323
2023-01-24,150.46006485629118
2023-01-25,151.46110321286818
2023-01-26,148.88632927939193
2023-01-27,144.38740260262978
2023-01-30,143.37514879746195
2023-01-31,138.21194004919926
2023-02-01,135.45518355844527
2023-02-02,136.81550261428984
2023-02-03,134.84044746556972
2023-02-06,132.31622165050095
2023-02-07,135.1563815237216
2023-02-08,136.6905206680142
2023-02-09,137.52172494443943
2023-02-10,140.05648787270636
2023-02-13,142.1630413934482
2023-02-14,141.2007425494564
2023-02-15,142.36361942980366
2023-02-16,144.18484890466488
2023-02-17,142.4128456518198
2023-02-20,140.14318478741916
2023-02-21,139.31568947615867
2023-02-22,139.31745353665684
2023-02-23,143.2988159446439
2023-02-24,143.5992485821839
2023-02-27,144.22465125297606
2023-02-28,142.6026489079212
2023-03-01,141.63289333268892
2023-03-02,145.11152111683538
2023-03-03,145.40847434866586
2023-03-06,145.70452788343636
2023-03-07,146.67712933234108
2023-03-08,149.91716759654722
2023-03-09,150.3461493094526
2023-03-10,152.27570827344272
2023-03-13,152.39690687198748
2023-03-14,153.28295358442233
2023-03-15,149.80146414318807
2023-03-16,148.3915216085026
2023-03-17,147.5415973869625
2023-03-20,146.6100011555569
2023-03-21,147.1985475703734
2023-03-22,145.4058352995362
2023-03-23,144.97800989345936
2023-03-24,144.1351440188159
2023-03-27,144.80233777297659
2023-03-28,147.17990970695493
2023-03-29,148.71818810281607
2023-03-30,150.9155550013744
2023-03-31,153.48992726941452
2023-04-03,153.54024473646183
2023-04-04,156.2777593052883
2023-04-05,153.91393945980738
2023-04-06,150.95150728336264
2023-04-07,154.5055323083625
2023-04-10,152.36150420668687
2023-04-11,150.29300789378044
2023-04-12,150.30125573810977
2023-04-13,153.61549473880976
2023-04-14,151.46212018646054
2023-04-17,149.078222118485
2023-04-18,152.65662066520946
2023-04-19,153.63183837241155
2023-04-20,148.8116991222064
2023-04-21,147.75719673087778
2023-04-24,149.95096566259062
2023-04-25,150.30809067318276
2023-04-26,149.6391276350088
2023-04-27,150.4077540076734
2023-04-28,154.2928500336537
2023-05-01,152.47610673504073
2023-05-02,151.36239623479673
2023-05-03,150.55598179106525
2023-05-04,147.88684687524926
2023-05-05,150.1281858854169
2023-05-08,151.38855060094937
2023-05-09,152.1000670481885
2023-05-10,152.33714659223563
2023-05-11,150.2069521502527
2023-05-12,153.00460486790936
2023-05-15,153.13736467866593
2023-05-16,150.35630997187147
2023-05-17,147.69782482593192
2023-05-18,149.32829903177227
2023-05-19,150.25326350518364
2023-05-22,151.88223037067266
2023-05-23,150.4389767297311
2023-05-24,154.18040372654423
2023-05-25,156.53241125204963
2023-05-26,155.75549201119566
2023-05-29,155.10681248020435
2023-05-30,156.65654563719434
2023-05-31,153.93769218866012
2023-06-01,146.7015889476412
2023-06-02,148.77565505017125
2023-06-05,149.90644552672845
2023-06-06,151.89398667329053
2023-06-07,154.5612640047729
2023-06-08,154.98479089968708
2023-06-09,158.56557650934337
2023-06-12,157.3613828778635
2023-06-13,159.53840608644714
2023-06-14,159.2987485286461
2023-06-15,160.67251938051606
2023-06-16,157.87010239182447
2023-06-19,160.74950263237557
2023-06-20,160.86575454233525
2023-06-21,162.73259226670572
2023-06-22,158.0538884460631
2023-06-23,157.50961980443418
2023-06-26,158.24180409085142
2023-06-27,156.46596291141833
2023-06-28,158.2941687844186
2023-06-29,159.96865799097216
2023-06-30,157.70663938758884
2023-07-03,158.29065331285997
2023-07-04,155.15834863142197
2023-07-05,155.65078120843506
2023-07-06,151.9407489409085
2023-07-07,152.3564494087324
2023-07-10,151.530795102233
2023-07-11,150.03515311181155
2023-07-12,148.89567287234038
2023-07-13,148.59051145592068
2023-07-14,150.6809968711122
2023-07-17,151.4993420063409
2023-07-18,152.2567643803555
2023-07-19,154.88255042664804
2023-07-20,152.45349431632457
2023-07-21,148.4178722383422
2023-07-24,147.33926242061477
2023-07-25,146.29487679501995
2023-07-26,145.44658485298288
2023-07-27,142.65992540936426
2023-07-28,141.29068809205336
2023-07-31,142.1875650083353
