Date,ULTA
2020-10-28,353.74533989339614
2020-10-29,357.62263201068856
2020-10-30,349.06206072866917
2020-11-02,346.25744234005896
2020-11-03,329.629394434529
2020-11-04,322.7873309410995
2020-11-05,317.26522331751687
2020-11-06,324.2903237575923
2020-11-09,327.38336080880646
2020-11-10,330.52201595364437
2020-11-11,333.03717419028226
2020-11-12,329.04798126592016
2020-11-13,322.8830460068314
2020-11-16,331.5089258167418
2020-11-17,330.8292490725782
2020-11-18,325.1888457874296
2020-11-19,336.7094333380338
2020-11-20,328.1095156640862
2020-11-23,338.6730957904554
2020-11-24,344.719870564382
2020-11-25,338.8701846866316
2020-11-26,339.7162015606142
2020-11-27,323.7164163004536
2020-11-30,321.5557410984866
2020-12-01,326.3850861545024
2020-12-02,331.3769253786264
2020-12-03,327.33112986085985
2020-12-04,327.96384513223387
2020-12-07,319.39711610100727
2020-12-08,324.6556121162279
2020-12-09,334.14179286849384
2020-12-10,336.7288534409966
2020-12-11,321.3840022851849
2020-12-14,321.4352844075375
2020-12-15,317.50419027527283
2020-12-16,314.8597290704395
2020-12-17,320.60111787253794
2020-12-18,327.6720881901044
2020-12-21,317.187636271301
2020-12-22,317.96325066338625
2020-12-23,317.34293328287447
2020-12-24,321.13930540469227
2020-12-25,314.8677918931411
2020-12-28,311.96187148218024
2020-12-29,319.9020947619777
2020-12-30,320.8368911698067
2020-12-31,329.9023003972627
2021-01-01,334.22961085724666
2021-01-04,343.8760587831854
2021-01-05,333.189945011333
2021-01-06,337.41490845103806
2021-01-07,339.0824299104469
2021-01-08,336.10724076613116
2021-01-11,343.4544509263647
2021-01-12,344.7913495671461
2021-01-13,345.596708520259
2021-01-14,347.2154684613533
2021-01-15,344.1784358807906
2021-01-18,351.0471795990774
2021-01-19,358.0108025925705
2021-01-20,355.5479472037661
2021-01-21,348.93501569226703
2021-01-22,346.72014805684876
2021-01-25,354.86206609630153
2021-01-26,356.39067933145463
2021-01-27,354.8849485830684
2021-01-28,341.93579442520667
2021-01-29,344.47817020691457
2021-02-01,353.8185447916855
2021-02-02,360.0538895929391
2021-02-03,360.91839984922564
2021-02-04,364.4793149971773
2021-02-05,369.28559642611305
2021-02-08,377.337489832308
2021-02-09,371.92941650272286
2021-02-10,371.10591202387906
2021-02-11,368.2292104758112
2021-02-12,372.7884249774247
2021-02-15,366.7679049693388
2021-02-16,364.61815853782304
2021-02-17,363.6529678745734
2021-02-18,366.66515565435645
2021-02-19,362.35877517653785
2021-02-22,377.79707170003064
2021-02-23,370.3218443601948
2021-02-24,389.5054421703366
2021-02-25,395.7958054165039
2021-02-26,407.3414884183489
2021-03-01,401.6597981511872
2021-03-02,400.38012058294794
2021-03-03,400.90578859957316
2021-03-04,410.52346737304487
2021-03-05,413.2149773696245
2021-03-08,410.7871575484288
2021-03-09,409.33368911367796
2021-03-10,399.80801980176864
2021-03-11,379.94588852061344
2021-03-12,389.84216483753534
2021-03-15,396.313657603698
2021-03-16,395.7173427312747
2021-03-17,403.52614658373545
2021-03-18,393.8628426321209
2021-03-19,394.20404445540095
2021-03-22,400.1608999490313
2021-03-23,408.96035782111244
2021-03-24,399.9265398015303
2021-03-25,386.50932619906047
2021-03-26,389.5460170079062
2021-03-29,401.2883452316235
2021-03-30,391.02048084461694
2021-03-31,414.5756554842125
2021-04-01,408.5777059341862
2021-04-02,424.8829215928326
2021-04-05,430.0120809137035
2021-04-06,448.62725228973335
2021-04-07,473.8835238626076
2021-04-08,464.35005786419566
2021-04-09,476.4124607152294
2021-04-12,479.8576788198785
2021-04-13,486.607874562993
2021-04-14,482.747380459284
2021-04-15,487.3388635918134
2021-04-16,492.16961842662477
2021-04-19,505.4859457449836
2021-04-20,517.3884137243153
2021-04-21,521.3084038486237
2021-04-22,518.4033410026759
2021-04-23,514.1500270373583
2021-04-26,525.5268102467029
2021-04-27,516.7306832882994
2021-04-28,512.5816991911101
2021-04-29,509.4803108991236
2021-04-30,510.095887377152
2021-05-03,511.5326833691002
2021-05-04,495.9692336228475
2021-05-05,511.01564195472747
2021-05-06,519.8324356804937
2021-05-07,540.5743438833038
2021-05-10,513.5503347453903
2021-05-11,512.13223579586
2021-05-12,512.5607040271398
2021-05-13,503.43623021515555
2021-05-14,499.22162721444647
2021-05-17,486.8941032621344
2021-05-18,492.12497041766244
2021-05-19,494.31034926684913
2021-05-20,503.67339895077345
2021-05-21,514.6781038610513
2021-05-24,495.38217922976094
2021-05-25,484.5232521007452
2021-05-26,480.75604838169727
2021-05-27,470.47501571284295
2021-05-28,457.95474394708094
2021-05-31,459.52227467073084
2021-06-01,461.2449873292567
2021-06-02,455.9919966036643
2021-06-03,445.15795815737914
2021-06-04,444.24142251180433
2021-06-07,444.05110577835586
2021-06-08,442.7628668743557
2021-06-09,445.041797730584
2021-06-10,436.826665315861
2021-06-11,432.3321260789467
2021-06-14,435.80072115596096
2021-06-15,442.38376597823157
2021-06-16,447.0906028188162
2021-06-17,464.76635012316007
2021-06-18,473.778654009481
2021-06-21,450.35986467580693
2021-06-22,460.6924153380214
2021-06-23,470.7490520541523
2021-06-24,473.4704110056246
2021-06-25,467.42375232881125
2021-06-28,489.3953447778567
2021-06-29,479.28341981318135
2021-06-30,485.3267281587116
2021-07-01,497.5129915019755
2021-07-02,499.37216414155756
2021-07-05,500.8268013419174
2021-07-06,484.0925009951155
2021-07-07,476.49118432792966
2021-07-08,484.90492092500534
2021-07-09,491.679480716397
2021-07-12,486.85074417545235
2021-07-13,476.8335932617987
2021-07-14,505.2150112543954
2021-07-15,513.5129514069035
2021-07-16,501.28795434211435
2021-07-19,483.9045036307143
2021-07-20,484.3531101260659
2021-07-21,489.12689433320753
2021-07-22,492.87101767677603
2021-07-23,502.8254986050015
2021-07-26,484.2488824538682
2021-07-27,475.94488852546255
2021-07-28,463.3987297046719
2021-07-29,460.2700212873358
2021-07-30,458.46924384632166
2021-08-02,460.9224449974144
2021-08-03,470.6214782632482
2021-08-04,450.99261988160583
2021-08-05,441.1627527714262
2021-08-06,454.09527625511845
2021-08-09,461.98939153494604
2021-08-10,459.57142119365756
2021-08-11,459.8439583474608
2021-08-12,451.7926905378552
2021-08-13,447.27178388567904
2021-08-16,458.33771359508165
2021-08-17,457.0147324954115
2021-08-18,449.5045874358879
2021-08-19,439.3218839243121
2021-08-20,445.4168576420775
2021-08-23,438.66833500807684
2021-08-24,453.1231351497148
2021-08-25,448.43436881396195
2021-08-26,452.89611170930687
2021-08-27,448.78130517769455
2021-08-30,439.77856729750243
2021-08-31,434.45432748023256
2021-09-01,434.0814200564317
2021-09-02,434.14111602336396
2021-09-03,448.0247221758831
2021-09-06,448.83767821446486
2021-09-07,455.79175171162365
2021-09-08,468.33265766002717
2021-09-09,459.4601545824739
2021-09-10,445.3016549028692
2021-09-13,447.68571829281075
2021-09-14,451.11783012434233
2021-09-15,466.40101221916916
2021-09-16,453.4808743117062
2021-09-17,455.237526258795
2021-09-20,450.0582245132069
2021-09-21,466.31213054084895
2021-09-22,456.0647322212841
2021-09-23,476.01418460368654
2021-09-24,467.37386966942034
2021-09-27,452.44736201336315
2021-09-28,447.70193352101643
2021-09-29,443.0935223178789
2021-09-30,444.51983167784033
2021-10-01,444.9103713435333
2021-10-04,438.9726090923319
2021-10-05,448.08689730892263
2021-10-06,458.67194555011866
2021-10-07,462.80927573845656
2021-10-08,474.63427233251645
2021-10-11,471.88235233404237
2021-10-12,475.6049797457663
2021-10-13,477.7852776595953
2021-10-14,478.21422367809424
2021-10-15,466.4390885141369
2021-10-18,452.18335307831615
2021-10-19,438.5059702782235
2021-10-20,453.82705039221656
2021-10-21,470.273064473125
2021-10-22,454.6551008943136
2021-10-25,441.44372434662813
2021-10-26,441.0643747736222
2021-10-27,436.1684100584869
2021-10-28,446.3181578614566
2021-10-29,444.1360008302864
2021-11-01,437.24287979548205
2021-11-02,440.80793074031305
2021-11-03,423.8914943517443
2021-11-04,425.3790673301513
2021-11-05,424.0250223526708
2021-11-08,430.8279712139105
2021-11-09,425.4465764250645
2021-11-10,435.74235768394306
2021-11-11,433.06337035007334
2021-11-12,444.97588152613207
2021-11-15,460.59857660536346
2021-11-16,457.79286477872984
2021-11-17,449.8218159942401
2021-11-18,462.06658082539496
2021-11-19,466.7437730398063
2021-11-22,468.97519114108263
2021-11-23,475.21190742257966
2021-11-24,489.20701220363105
2021-11-25,508.77624556390106
2021-11-26,500.7467979841014
2021-11-29,512.6407038390208
2021-11-30,508.0610471783545
2021-12-01,503.0105096349592
2021-12-02,495.20129058929206
2021-12-03,495.5824907906412
2021-12-06,494.2111488140062
2021-12-07,497.4937775253532
2021-12-08,488.69641453062667
2021-12-09,482.90789562821925
2021-12-10,506.185962777288
2021-12-13,489.2003253099037
2021-12-14,496.0908206898769
2021-12-15,489.72477935976355
2021-12-16,487.32459206876814
2021-12-17,482.8624616645228
2021-12-20,483.65956514390564
2021-12-21,489.65326964557147
2021-12-22,480.3701728803976
2021-12-23,474.95446794134483
2021-12-24,477.4923917960679
2021-12-27,484.2984686976784
2021-12-28,485.5919253983724
2021-12-29,494.0588701236911
2021-12-30,484.6289186699652
2021-12-31,489.6154878300582
2022-01-03,489.96068090676965
2022-01-04,477.87585572315834
2022-01-05,487.54674453822304
2022-01-06,496.3276987202494
2022-01-07,492.8021960037892
2022-01-10,486.6447867219881
2022-01-11,489.0870571291064
2022-01-12,502.8267484381501
2022-01-13,505.6860928873002
2022-01-14,517.8662997793747
2022-01-17,518.9911070839246
2022-01-18,543.0042666171092
2022-01-19,539.6565484196976
2022-01-20,547.505969659125
2022-01-21,542.783831766371
2022-01-24,541.9702613731905
2022-01-25,548.1753555017486
2022-01-26,565.6929652867613
2022-01-27,575.4985023637611
2022-01-28,559.3234211949799
2022-01-31,565.3551038323932
2022-02-01,562.0552700358194
2022-02-02,557.8058981565042
2022-02-03,540.9562574092109
2022-02-04,531.3514218718733
2022-02-07,537.8929689422897
2022-02-08,531.7056090287427
2022-02-09,534.0697566361762
2022-02-10,531.8037731483375
2022-02-11,528.3474545969871
2022-02-14,524.4024272756176
2022-02-15,524.2203135860694
2022-02-16,521.1702134671559
2022-02-17,512.9964520210852
2022-02-18,506.26219242533836
2022-02-21,505.1770173690286
2022-02-22,505.41226862878233
2022-02-23,524.2333929823574
2022-02-24,515.3953512615055
2022-02-25,529.0552049634309
2022-02-28,547.9925168860419
2022-03-01,563.2418369138154
2022-03-02,565.7186504508288
2022-03-03,543.4944096836048
2022-03-04,539.655089233598
2022-03-07,532.3394052046796
2022-03-08,516.0667536889168
2022-03-09,509.1486632584559
2022-03-10,514.0808222599486
2022-03-11,522.33919761613
2022-03-14,508.27387640548363
2022-03-15,507.6539300099
2022-03-16,529.7487906950247
2022-03-17,526.8272199229394
2022-03-18,514.9103809491404
2022-03-21,501.0330332659199
2022-03-22,506.5493138982195
2022-03-23,510.8909784286983
2022-03-24,501.9916430996895
2022-03-25,500.1930989776514
2022-03-28,498.63495142486966
2022-03-29,497.65962436136994
2022-03-30,500.40866576790006
2022-03-31,515.2911027333778
2022-04-01,518.7300723906371
2022-04-04,513.2282659927303
2022-04-05,522.4271104986874
2022-04-06,516.3718808161482
2022-04-07,504.9377895313646
2022-04-08,496.9009813223044
2022-04-11,498.81967724634063
2022-04-12,510.4187903090939
2022-04-13,495.82580962221954
2022-04-14,488.8339202537672
2022-04-15,474.0529933028718
2022-04-18,475.2096723932043
2022-04-19,464.39632120566876
2022-04-20,471.9236929425979
2022-04-21,465.9213822194147
2022-04-22,489.6063892183126
2022-04-25,483.6651212419592
2022-04-26,470.2755507479743
2022-04-27,468.0366887860098
2022-04-28,446.95318949631877
2022-04-29,436.6938739803031
2022-05-02,426.4379873202185
2022-05-03,425.0469686154909
2022-05-04,416.89685695917876
2022-05-05,418.78798993972293
2022-05-06,399.9147945715432
2022-05-09,416.7441678002432
2022-05-10,422.9589314415781
2022-05-11,426.1817366285101
2022-05-12,442.71966647304816
2022-05-13,440.97980202400197
2022-05-16,436.33429419723865
2022-05-17,439.05014005909504
2022-05-18,430.38373196469456
2022-05-19,421.3914474703199
2022-05-20,414.7932218192392
2022-05-23,421.91844305774856
2022-05-24,414.4216055742997
2022-05-25,414.91077115977265
2022-05-26,409.1259013998291
2022-05-27,393.8191496906167
2022-05-30,409.89665404555484
2022-05-31,416.79866022843026
2022-06-01,420.2069208028023
2022-06-02,417.38443427779634
2022-06-03,415.7736134205159
2022-06-06,430.3299305138543
2022-06-07,444.4480438422134
2022-06-08,471.4233846439265
2022-06-09,481.50596144240467
2022-06-10,495.46549185303166
2022-06-13,492.09005419340934
2022-06-14,494.187986087058
2022-06-15,504.87479567339693
2022-06-16,503.05095068110523
2022-06-17,509.3161871689014
2022-06-20,499.6084352141236
2022-06-21,502.00697396539033
2022-06-22,495.827404925812
2022-06-23,510.2234702173598
2022-06-24,509.7156300536658
2022-06-27,514.417490285764
2022-06-28,512.3810719884115
2022-06-29,494.9864579553861
2022-06-30,491.43761016979363
2022-07-01,516.8986725771857
2022-07-04,522.8581656263274
2022-07-05,521.1960704208904
2022-07-06,505.52428950274503
2022-07-07,512.0794664255012
2022-07-08,501.81698344494606
2022-07-11,507.990223007502
2022-07-12,522.8550570701939
2022-07-13,517.4076665034885
2022-07-14,497.02454446284867
2022-07-15,498.83541917625496
2022-07-18,497.86524556809394
2022-07-19,485.1051130693467
2022-07-20,496.070960023408
2022-07-21,497.8984486972113
2022-07-22,500.61475941551066
2022-07-25,484.15629139961226
2022-07-26,496.9657510859205
2022-07-27,492.0580923678515
2022-07-28,489.5124277691182
2022-07-29,481.13043871430494
2022-08-01,474.824941777931
2022-08-02,462.4188222670588
2022-08-03,459.7058093319842
2022-08-04,489.75609229699154
2022-08-05,494.25090999633346
2022-08-08,502.243505350645
2022-08-09,488.024076583555
2022-08-10,492.35463166860586
2022-08-11,496.0096389871149
2022-08-12,496.8618908278427
2022-08-15,502.6222889000979
2022-08-16,496.0785186523711
2022-08-17,504.25006948516386
2022-08-18,515.6037402354266
2022-08-19,528.0721762930376
2022-08-22,532.4223937544434
2022-08-23,536.8338115923281
2022-08-24,522.0138573087244
2022-08-25,532.892938980281
2022-08-26,529.2781181733285
2022-08-29,532.7371576476185
2022-08-30,539.5184586138954
2022-08-31,537.1586362331107
2022-09-01,541.4701645530652
2022-09-02,536.9019979780282
2022-09-05,538.6903173083667
2022-09-06,556.9440792409043
2022-09-07,550.0666046145816
2022-09-08,553.5205318767144
2022-09-09,542.3584328723946
2022-09-12,574.5418263569901
2022-09-13,582.045530499667
2022-09-14,592.1231234467881
2022-09-15,608.1997643837215
2022-09-16,601.221546440878
2022-09-19,624.9426028273874
2022-09-20,622.8417686769592
2022-09-21,624.6457701704879
2022-09-22,641.8451834094354
2022-09-23,632.0940901095487
2022-09-26,629.7785811896345
2022-09-27,650.7710039469202
2022-09-28,631.1373742352713
2022-09-29,628.8155039322248
2022-09-30,626.3741541109989
2022-10-03,648.2506887431647
2022-10-04,648.7792323158462
2022-10-05,653.6474686755123
2022-10-06,662.6778175571926
2022-10-07,634.5805888633715
2022-10-10,630.5572303856824
2022-10-11,637.4305796746113
2022-10-12,634.8005041085836
2022-10-13,633.3703355005329
2022-10-14,634.3280506410076
2022-10-17,640.9248152900639
2022-10-18,650.8571096332653
2022-10-19,679.9315906476324
2022-10-20,668.6543614570899
2022-10-21,638.3624492492839
2022-10-24,652.1130893231841
2022-10-25,619.2815397441215
2022-10-26,628.6856489775515
2022-10-27,650.8249927568879
2022-10-28,652.1272405085233
2022-10-31,639.8853827413719
2022-11-01,621.5834367728016
2022-11-02,612.2763425022039
2022-11-03,622.5565476020523
2022-11-04,625.4742735266248
2022-11-07,620.1714767753807
2022-11-08,631.9515589956411
2022-11-09,606.5036214618641
2022-11-10,610.9252966797449
2022-11-11,627.2277551964767
2022-11-14,642.6636451156909
2022-11-15,650.4603953214631
2022-11-16,634.4146875639934
2022-11-17,629.4442727950583
2022-11-18,639.5804618078672
2022-11-21,628.4141229818994
2022-11-22,641.5960499467714
2022-11-23,637.7166944186015
2022-11-24,653.9176603533359
2022-11-25,663.0542473940495
2022-11-28,680.2313226596801
2022-11-29,675.0576924923798
2022-11-30,676.6302507198361
2022-12-01,684.8295030039675
2022-12-02,694.8776268325868
2022-12-05,693.5531300246143
2022-12-06,688.5269248545335
2022-12-07,681.050133743128
2022-12-08,690.0010977811394
2022-12-09,688.5161443901599
2022-12-12,669.6517712387631
2022-12-13,672.051291533085
2022-12-14,645.5914932722644
2022-12-15,635.5256389709164
2022-12-16,633.5667337362205
2022-12-19,611.0985348991022
2022-12-20,614.3031671400279
2022-12-21,624.8627793260398
2022-12-22,613.5302417079656
2022-12-23,609.6152608049088
2022-12-26,638.7433449281122
2022-12-27,630.7927888599802
2022-12-28,642.6750595639134
2022-12-29,635.1219078270655
2022-12-30,641.1598604817829
2023-01-02,641.6982247629678
2023-01-03,642.2313950480806
2023-01-04,660.927345927462
2023-01-05,663.7791169109354
2023-01-06,653.1575333606235
2023-01-09,641.5275889400231
2023-01-10,636.501517751644
2023-01-11,627.9963037135983
2023-01-12,652.7243489288046
2023-01-13,657.6303985583713
2023-01-16,637.9901764975237
2023-01-17,635.1929624848997
2023-01-18,638.248014389784
2023-01-19,610.9217849308903
2023-01-20,626.06259482719
2023-01-23,606.4679587392386
2023-01-24,591.9682917940081
2023-01-25,584.2580339442511
2023-01-26,579.1686218219126
2023-01-27,579.8244527222336
2023-01-30,576.3208110829938
2023-01-31,594.4012520801809
2023-02-01,566.0826272754032
2023-02-02,558.7223787002232
2023-02-03,562.1051875205495
2023-02-06,571.8633143289211
2023-02-07,563.4338919374969
2023-02-08,567.6377848470416
2023-02-09,559.5970595318613
2023-02-10,558.578896048588
2023-02-13,558.1750982338872
2023-02-14,579.8758660182649
2023-02-15,578.3276620365734
2023-02-16,567.2500589025597
2023-02-17,575.8331519003696
2023-02-20,588.8586384360071
2023-02-21,593.751512823567
2023-02-22,619.8507501397046
2023-02-23,613.5950771184054
2023-02-24,609.4180105544431
2023-02-27,623.3783076443673
2023-02-28,613.2378193848128
2023-03-01,615.0523514144217
2023-03-02,624.3943512061956
2023-03-03,627.0535042426866
2023-03-06,634.7105312664279
2023-03-07,623.3372945664083
2023-03-08,615.800152100149
2023-03-09,608.3226919517303
2023-03-10,598.9262051857073
2023-03-13,604.9982028097392
2023-03-14,620.5389975625532
2023-03-15,624.369723756347
2023-03-16,615.6550158150258
2023-03-17,622.5111992235965
2023-03-20,617.1756482225206
2023-03-21,610.8977117989527
2023-03-22,611.5975970418821
2023-03-23,624.390261955555
2023-03-24,639.1960556474922
2023-03-27,626.229860161624
2023-03-28,644.8164467439307
2023-03-29,655.5509708264414
2023-03-30,636.6423365871979
2023-03-31,634.935384758381
2023-04-03,626.64213807977
2023-04-04,626.1512333165322
2023-04-05,630.9891528465727
2023-04-06,629.6131465489714
2023-04-07,628.4928493529927
2023-04-10,629.6109422677456
2023-04-11,623.723774588571
2023-04-12,611.3649118084247
2023-04-13,633.0140883750001
2023-04-14,623.7549976046238
2023-04-17,628.0640398403026
2023-04-18,648.0202093529733
2023-04-19,639.9372521428177
2023-04-20,661.4434212354281
2023-04-21,653.0961682331688
2023-04-24,632.0638133174872
2023-04-25,632.7016385877873
2023-04-26,646.6282278508749
2023-04-27,645.3460095172014
2023-04-28,646.522142109839
2023-05-01,629.6483302791664
2023-05-02,635.9786607117915
2023-05-03,626.3667866333396
2023-05-04,638.3880081525916
2023-05-05,651.9028703409809
2023-05-08,652.3475748786776
2023-05-09,653.8858399559524
2023-05-10,678.7915701827093
2023-05-11,663.1893058302695
2023-05-12,658.3498477216855
2023-05-15,661.4343049613914
2023-05-16,634.2149160820711
2023-05-17,621.5097400294591
2023-05-18,616.398269315012
2023-05-19,626.924248057162
2023-05-22,622.7316417751935
2023-05-23,615.2738580910249
2023-05-24,606.8982386866628
2023-05-25,630.9812299622741
2023-05-26,655.6461448759354
2023-05-29,651.4275168896376
2023-05-30,652.2406427061456
2023-05-31,628.9196402007085
2023-06-01,608.6895602889615
2023-06-02,620.1166205895926
2023-06-05,624.6500147340074
2023-06-06,631.2595097590146
2023-06-07,630.4226944101629
2023-06-08,632.2863224649976
2023-06-09,614.782022214962
2023-06-12,617.6201394217281
2023-06-13,617.0622927188263
2023-06-14,611.2519465027657
2023-06-15,606.9810407704838
2023-06-16,611.9266044515172
2023-06-19,623.7453194913081
2023-06-20,647.1598135997602
2023-06-21,646.9896829940905
2023-06-22,673.7938386806479
2023-06-23,664.1333847925144
2023-06-26,649.6435752076574
2023-06-27,660.1920614237326
2023-06-28,663.4676435467412
2023-06-29,663.4379308193556
2023-06-30,655.4649973874554
2023-07-03,677.6269213774921
2023-07-04,679.1325579634263
2023-07-05,686.1000375389486
2023-07-06,696.1459867620974
2023-07-07,693.1257712297271
2023-07-10,693.168777838304
2023-07-11,697.4941301297097
2023-07-12,721.1422404090549
2023-07-13,720.1223871300523
2023-07-14,733.4617100983858
2023-07-17,729.9608134033475
2023-07-18,741.6030925299623
2023-07-19,757.3734643437353
2023-07-20,777.2851063221132
2023-07-21,787.2418684811915
2023-07-24,799.3988670580605
2023-07-25,825.4969321921158
2023-07-26,809.1545925435266
2023-07-27,813.3942319430548
2023-07-28,823.2279501530398
2023-07-31,844.5554114199448
2023-08-01,869.1919180191628
2023-08-02,874.6174085520381
