Date,FDX
2020-05-05,429.9079444080728
2020-05-06,425.7814776287503
2020-05-07,422.09393023411695
2020-05-08,426.21927408420225
2020-05-11,422.6917819167513
2020-05-12,410.9500715547929
2020-05-13,416.0143986750595
2020-05-14,429.5509356646273
2020-05-15,429.6474862222901
2020-05-18,414.7151226851558
2020-05-19,424.50373437873657
2020-05-20,431.29328739935505
2020-05-21,426.5087904015221
2020-05-22,434.1849670770446
2020-05-25,433.36891920835143
2020-05-26,432.73963467983873
2020-05-27,437.57403405697715
2020-05-28,443.9222353011176
2020-05-29,431.64746595887806
2020-06-01,427.32153992381507
2020-06-02,437.089525441589
2020-06-03,444.3086901041126
2020-06-04,449.7137182947092
2020-06-05,455.43849790316835
2020-06-08,453.87546122954643
2020-06-09,463.6109530979071
2020-06-10,451.88659195232236
2020-06-11,460.5988204092956
2020-06-12,452.0751754678478
2020-06-15,450.11959185137573
2020-06-16,472.7629070037255
2020-06-17,465.8089478575964
2020-06-18,455.92091414393985
2020-06-19,462.2964140872646
2020-06-22,465.9259443077696
2020-06-23,470.18008501414033
2020-06-24,450.0056165194261
2020-06-25,453.10476467191023
2020-06-26,476.52239017179676
2020-06-29,478.4830123656513
2020-06-30,476.5949831840646
2020-07-01,484.7084219003427
2020-07-02,494.4148221664448
2020-07-03,487.20374477385116
2020-07-06,493.65876382383095
2020-07-07,484.36551966603685
2020-07-08,468.16170299234074
2020-07-09,466.62214781862
2020-07-10,455.82612488909194
2020-07-13,438.31114798565073
2020-07-14,437.3253983563699
2020-07-15,444.2958729095648
2020-07-16,450.6616006661872
2020-07-17,458.40829815112414
2020-07-20,454.6310302118388
2020-07-21,453.01695204946407
2020-07-22,451.52785143939616
2020-07-23,437.6639616911506
2020-07-24,444.2325266590569
2020-07-27,432.79753177633665
2020-07-28,441.1404121253021
2020-07-29,430.1657044384946
2020-07-30,442.3886874561171
2020-07-31,434.22520708848526
2020-08-03,432.4286826140417
2020-08-04,432.19250154109153
2020-08-05,433.1916551522631
2020-08-06,451.44214171953973
2020-08-07,479.0354247384957
2020-08-10,482.4939492711618
2020-08-11,486.2896549382878
2020-08-12,486.99981159636195
2020-08-13,504.9922357343667
2020-08-14,504.19236055183774
2020-08-17,519.0414903642916
2020-08-18,528.5954888141758
2020-08-19,526.2362966627499
2020-08-20,506.919324334101
2020-08-21,498.6617532141802
2020-08-24,496.6286362181706
2020-08-25,477.0443861291522
2020-08-26,493.8919029510264
2020-08-27,489.9014033821078
2020-08-28,502.0929197552932
2020-08-31,509.71352680911093
2020-09-01,510.40224998819355
2020-09-02,514.3378787274685
2020-09-03,525.083081377399
2020-09-04,514.6510853875541
2020-09-07,506.7168756075995
2020-09-08,511.6365836180465
2020-09-09,510.70242549445265
2020-09-10,521.9863749312817
2020-09-11,538.4172412888668
2020-09-14,546.98628129884
2020-09-15,543.2457436369846
2020-09-16,544.809504423575
2020-09-17,556.9631589768045
2020-09-18,553.8326865607335
2020-09-21,549.100223607387
2020-09-22,538.8075575979167
2020-09-23,534.2625897859511
2020-09-24,520.6886485532596
2020-09-25,516.4391525862669
2020-09-28,520.3622198488166
2020-09-29,533.1016773306253
2020-09-30,519.4641361127914
2020-10-01,529.2437175161762
2020-10-02,529.7979622843817
2020-10-05,535.8748383574373
2020-10-06,536.6031908149403
2020-10-07,521.8676501509196
2020-10-08,518.2799471655055
2020-10-09,512.0941250593877
2020-10-12,522.6388135363042
2020-10-13,520.9389489988064
2020-10-14,527.3423459863384
2020-10-15,510.8360955388841
2020-10-16,516.1273088969064
2020-10-19,518.2995346311135
2020-10-20,524.9894188402292
2020-10-21,531.4562946980575
2020-10-22,551.0614614712332
2020-10-23,555.4518597047078
2020-10-26,560.692559629847
2020-10-27,586.2643777485633
2020-10-28,601.0241168862091
2020-10-29,604.0194514345773
2020-10-30,623.2983502874698
2020-11-02,622.7442372858703
2020-11-03,655.756793626261
2020-11-04,675.3532602084382
2020-11-05,658.870844850428
2020-11-06,654.9916179468174
2020-11-09,662.4090455329155
2020-11-10,663.3394267674336
2020-11-11,664.6954912974053
2020-11-12,677.5912481186741
2020-11-13,667.1878504542847
2020-11-16,636.4702252067251
2020-11-17,643.9370797316087
2020-11-18,643.5256237806566
2020-11-19,638.7639667094062
2020-11-20,627.1111150720043
2020-11-23,630.2519538312713
2020-11-24,632.6566530619622
2020-11-25,623.2708823818082
2020-11-26,638.3297234167187
2020-11-27,643.8157292993238
2020-11-30,647.5802831854974
2020-12-01,673.3514681470734
2020-12-02,675.8252848705705
2020-12-03,682.7820900122213
2020-12-04,662.2832380509227
2020-12-07,662.9094975111784
2020-12-08,657.7478939008437
2020-12-09,626.1628411072154
2020-12-10,622.1096864497875
2020-12-11,638.8323336525332
2020-12-14,641.7845507326205
2020-12-15,639.2328691583269
2020-12-16,621.6393495817579
2020-12-17,639.7503938276701
2020-12-18,649.4414747339302
2020-12-21,680.2833804361196
2020-12-22,699.3598906410405
2020-12-23,670.1763400857891
2020-12-24,688.6503244445822
2020-12-25,683.0250386152766
2020-12-28,670.6833626290039
2020-12-29,664.1541351878554
2020-12-30,652.7273404206763
2020-12-31,660.8044039175095
2021-01-01,674.5434020913622
2021-01-04,682.2124150555657
2021-01-05,684.1374097105834
2021-01-06,683.2209658623334
2021-01-07,663.35765695151
2021-01-08,673.9368185139441
2021-01-11,671.517021262282
2021-01-12,668.1550222508295
2021-01-13,665.3625685640811
2021-01-14,671.2673114418831
2021-01-15,655.1413029808929
2021-01-18,630.4679968132623
2021-01-19,615.7812599202873
2021-01-20,627.6517881991982
2021-01-21,643.3619584955427
2021-01-22,620.3319072260916
2021-01-25,622.7932574618799
2021-01-26,620.1898666971495
2021-01-27,633.682461485079
2021-01-28,652.4838533282206
2021-01-29,638.148770697782
2021-02-01,648.6756114479841
2021-02-02,653.064664735208
2021-02-03,643.4800078832855
2021-02-04,659.587721705331
2021-02-05,636.35583740658
2021-02-08,638.3279182506625
2021-02-09,624.9625240297252
2021-02-10,634.5069513999035
2021-02-11,631.3108525751109
2021-02-12,632.9507000850207
2021-02-15,640.6724269674071
2021-02-16,647.1827404310118
2021-02-17,651.9841268279832
2021-02-18,662.1400532997035
2021-02-19,653.0564969665155
2021-02-22,665.4092548548064
2021-02-23,681.7622953855424
2021-02-24,712.5825009758875
2021-02-25,735.0439800032104
2021-02-26,715.1874773101242
2021-03-01,740.1264110249348
2021-03-02,746.5643101843519
2021-03-03,751.5622843095023
2021-03-04,774.7597660283291
2021-03-05,782.6729537692049
2021-03-08,775.2947729366709
2021-03-09,777.9950415217255
2021-03-10,764.9182734389001
2021-03-11,798.6825102638487
2021-03-12,831.0445876623637
2021-03-15,832.2309637084853
2021-03-16,827.1337922711002
2021-03-17,821.005008224137
2021-03-18,845.8615069342593
2021-03-19,817.9342046221856
2021-03-22,807.8641740887259
2021-03-23,804.1842117811132
2021-03-24,799.9615011669293
2021-03-25,781.5972516285464
2021-03-26,786.2183322333613
2021-03-29,796.3223283713413
2021-03-30,779.4464705667311
2021-03-31,747.6176126520538
2021-04-01,722.4409314951081
2021-04-02,727.0593855366054
2021-04-05,721.6543989569938
2021-04-06,707.9684049855961
2021-04-07,683.8420201475219
2021-04-08,683.3989818605868
2021-04-09,672.0410567015308
2021-04-12,660.3890964158015
2021-04-13,662.7732260838153
2021-04-14,644.0956032356055
2021-04-15,645.9294703621122
2021-04-16,652.2512561323476
2021-04-19,668.1629059650944
2021-04-20,675.573233048865
2021-04-21,658.8552096072822
2021-04-22,645.3575447106363
2021-04-23,652.6817486816047
2021-04-26,642.8262176840681
2021-04-27,629.0994839037093
2021-04-28,637.6282118846673
2021-04-29,640.3570751216374
2021-04-30,647.8805953350382
2021-05-03,640.013199989989
2021-05-04,636.6041197394618
2021-05-05,636.6044928258806
2021-05-06,638.0066963072018
2021-05-07,628.562283766085
2021-05-10,598.5637304456219
2021-05-11,595.6233196482584
2021-05-12,581.1703251908833
2021-05-13,578.2347441740426
2021-05-14,574.4021157254346
2021-05-17,570.5280384263112
2021-05-18,569.5780840836823
2021-05-19,560.2219253609528
2021-05-20,558.3720614425226
2021-05-21,539.8174918063535
2021-05-24,534.692172170403
2021-05-25,508.4402560708385
2021-05-26,523.9019066052747
2021-05-27,523.6429545045416
2021-05-28,517.4867543983294
2021-05-31,543.7213517205699
2021-06-01,552.2963181742332
2021-06-02,571.071067834149
2021-06-03,556.9091444423904
2021-06-04,543.3279471235372
2021-06-07,563.3434343842839
2021-06-08,566.5909092804758
2021-06-09,576.9104924500191
2021-06-10,604.5751298578284
2021-06-11,598.421457214095
2021-06-14,595.0266714594753
2021-06-15,602.4989888369279
2021-06-16,624.4720939014336
2021-06-17,627.8549863115921
2021-06-18,635.0012604090521
2021-06-21,647.8856728559056
2021-06-22,643.0103567817986
2021-06-23,631.1104061760998
2021-06-24,632.3419074623207
2021-06-25,625.8218221453911
2021-06-28,655.9527611333071
2021-06-29,641.5345569457729
2021-06-30,623.7197729283805
2021-07-01,650.2279525260603
2021-07-02,659.8357675341714
2021-07-05,654.3899929083817
2021-07-06,652.0034447280453
2021-07-07,639.4920621631458
2021-07-08,640.7996393692097
2021-07-09,643.5421136512683
2021-07-12,658.8214255421086
2021-07-13,662.497473234413
2021-07-14,668.7350817548291
2021-07-15,672.5824546288932
2021-07-16,700.5850252864266
2021-07-19,692.4900039946244
2021-07-20,688.4840794665406
2021-07-21,699.924024786865
2021-07-22,690.926809546195
2021-07-23,673.544160818679
2021-07-26,682.7101036104478
2021-07-27,684.5738242311991
2021-07-28,682.5027722857375
2021-07-29,696.8162816684064
2021-07-30,705.8255053422826
2021-08-02,675.5490933285329
2021-08-03,703.0083466689116
2021-08-04,692.5423311060198
2021-08-05,714.165576267021
2021-08-06,725.0842079320043
2021-08-09,723.7823295414038
2021-08-10,740.485766865526
2021-08-11,750.6534513665096
2021-08-12,760.4582637280364
2021-08-13,759.2642806060147
2021-08-16,732.159773722892
2021-08-17,697.0094854492319
2021-08-18,690.2006791957252
2021-08-19,690.4949712599042
2021-08-20,716.6012043892466
2021-08-23,744.9220184095561
2021-08-24,732.0077328814713
2021-08-25,765.8815244725901
2021-08-26,760.215139248324
2021-08-27,772.095089024369
2021-08-30,790.9021213552944
2021-08-31,832.7810139080937
2021-09-01,838.7681050770872
2021-09-02,859.7920699960297
2021-09-03,823.311646942161
2021-09-06,827.6582201808225
2021-09-07,846.1213865953246
2021-09-08,860.9453232291429
2021-09-09,884.2561162787498
2021-09-10,887.9872027405464
2021-09-13,919.9518216620793
2021-09-14,934.2781982280993
2021-09-15,964.0962883233534
2021-09-16,953.9554041242318
2021-09-17,1009.6627273825359
2021-09-20,1047.6731427874754
2021-09-21,1051.2252822718976
2021-09-22,1047.902981879378
2021-09-23,1028.6205836206975
2021-09-24,1030.1877398160111
2021-09-27,1053.5393249164565
2021-09-28,1065.4273243357823
2021-09-29,1041.9869837799026
2021-09-30,1056.1088295303684
2021-10-01,1070.710294480824
2021-10-04,1026.0226523893668
2021-10-05,976.9602282240111
2021-10-06,984.201147386288
2021-10-07,969.0774318854786
2021-10-08,966.8217435131901
2021-10-11,957.1976288407318
2021-10-12,973.2461453394794
2021-10-13,1016.4629083953788
2021-10-14,1015.7064457311061
2021-10-15,1014.5910436831929
2021-10-18,1022.5929355566115
2021-10-19,1021.2070288494199
2021-10-20,1027.78086938755
2021-10-21,1037.6317930963444
2021-10-22,1046.2192754331027
2021-10-25,1032.9426717938725
2021-10-26,1066.3108750309007
2021-10-27,1048.45918985416
2021-10-28,1078.0515820277917
2021-10-29,1115.0500619153543
2021-11-01,1131.6744834059873
2021-11-02,1117.7687116473755
2021-11-03,1126.631759136688
2021-11-04,1116.9013617632831
2021-11-05,1135.8799627216633
2021-11-08,1138.1278116426345
2021-11-09,1148.863265333633
2021-11-10,1173.836969129194
2021-11-11,1134.2672211970296
2021-11-12,1123.5708678563326
2021-11-15,1117.6722711390871
2021-11-16,1111.6603552902304
2021-11-17,1080.4418212637438
2021-11-18,1087.437980114978
2021-11-19,1043.2188383811686
2021-11-22,1036.4470223823994
2021-11-23,992.9883886565933
2021-11-24,968.4803591740874
2021-11-25,989.5069799695544
2021-11-26,987.0754829131357
2021-11-29,957.9908623400311
2021-11-30,936.6132133753164
2021-12-01,925.456109551374
2021-12-02,912.7270217135273
2021-12-03,907.7617598919701
2021-12-06,882.5804687306234
2021-12-07,875.8689460732654
2021-12-08,872.8889742532793
2021-12-09,861.8786064136791
2021-12-10,837.0251153587154
2021-12-13,833.1174596122986
2021-12-14,861.832813488156
2021-12-15,881.577231167859
2021-12-16,898.3922011671001
2021-12-17,869.0983530582274
2021-12-20,855.6035241089751
2021-12-21,877.5852235599234
2021-12-22,836.618557895021
2021-12-23,830.262924149545
2021-12-24,829.0400419236478
2021-12-27,809.4178560561331
2021-12-28,831.4736970148531
2021-12-29,864.2302498497057
2021-12-30,891.6224692316455
2021-12-31,868.2332092706805
2022-01-03,896.1309791646923
2022-01-04,895.3079583328464
2022-01-05,900.0131248167843
2022-01-06,900.2094337609013
2022-01-07,913.8651763558472
2022-01-10,916.9555076533607
2022-01-11,919.0410049379449
2022-01-12,913.3081382608857
2022-01-13,917.8376700579856
2022-01-14,961.0045264225101
2022-01-17,969.4314635871636
2022-01-18,970.9887990803193
2022-01-19,1018.1397572697756
2022-01-20,1019.475488497254
2022-01-21,1056.19955033185
2022-01-24,1048.8563126673464
2022-01-25,1083.0965441676296
2022-01-26,1097.630895211489
2022-01-27,1091.844974672632
2022-01-28,1085.5248794256436
2022-01-31,1076.2872800433288
2022-02-01,1084.6303334592028
2022-02-02,1120.1990872116396
2022-02-03,1094.4685926661828
2022-02-04,1097.8251869982953
2022-02-07,1107.3505669742392
2022-02-08,1081.6189532224555
2022-02-09,1078.42449643952
2022-02-10,1049.9663471211788
2022-02-11,1044.4459747844487
2022-02-14,1031.6047880626968
2022-02-15,1010.362928865571
2022-02-16,1011.9799837673737
2022-02-17,996.0174121616785
2022-02-18,967.6844692659897
2022-02-21,979.6996987801895
2022-02-22,974.4383155596317
2022-02-23,957.7189832276307
2022-02-24,943.9932369185669
2022-02-25,942.4868039066553
2022-02-28,954.1888957314942
2022-03-01,936.9343289770865
2022-03-02,927.6749633660695
2022-03-03,939.7701896931512
2022-03-04,924.5020934343819
2022-03-07,944.4771662059737
2022-03-08,932.2270191672686
2022-03-09,979.6088384893241
2022-03-10,975.8607019410258
2022-03-11,961.3155884035388
2022-03-14,947.8022363308506
2022-03-15,955.0046343326834
2022-03-16,921.9437890947514
2022-03-17,921.6402595865206
2022-03-18,953.944198831728
2022-03-21,954.5289118660188
2022-03-22,946.8607286805799
2022-03-23,915.7593635619585
2022-03-24,956.2790951436479
2022-03-25,943.614369810961
2022-03-28,969.6104911677041
2022-03-29,954.0078411789437
2022-03-30,953.7060012211355
2022-03-31,957.167985602401
2022-04-01,930.1929408751124
2022-04-04,921.960416501337
2022-04-05,942.3104836452017
2022-04-06,926.1366236723445
2022-04-07,913.0117793547826
2022-04-08,895.1558871945446
2022-04-11,922.8522529363582
2022-04-12,927.0422448054525
2022-04-13,922.8922044551904
2022-04-14,914.7720268484112
2022-04-15,912.216097844692
2022-04-18,897.9677355226586
2022-04-19,882.0922199155582
2022-04-20,887.230779064654
2022-04-21,880.1937399198164
2022-04-22,905.2647998677537
2022-04-25,868.5750843629702
2022-04-26,838.9313179875851
2022-04-27,840.0649504271037
2022-04-28,868.3553690089934
2022-04-29,898.3224056559494
2022-05-02,869.9548522943137
2022-05-03,884.1667061630966
2022-05-04,934.1238157711015
2022-05-05,950.3159886475936
2022-05-06,955.9561437134907
2022-05-09,975.9074793126499
2022-05-10,995.2622036099037
2022-05-11,963.3089232354741
2022-05-12,958.8503398342909
2022-05-13,935.4763001926042
2022-05-16,939.8988562155376
2022-05-17,923.076128581329
2022-05-18,914.165348105707
2022-05-19,933.1031885849645
2022-05-20,947.136681993374
2022-05-23,948.7743902177608
2022-05-24,956.692890728976
2022-05-25,966.8049969428424
2022-05-26,985.3675719306108
2022-05-27,995.4103003909252
2022-05-30,961.5554280219945
2022-05-31,948.1927669751362
2022-06-01,936.562706143417
2022-06-02,987.1404570132242
2022-06-03,983.2326780573279
2022-06-06,977.7634890430211
2022-06-07,957.7858777158067
2022-06-08,973.310802604674
2022-06-09,977.7092852078765
2022-06-10,934.7108055002524
2022-06-13,956.9473683772766
2022-06-14,960.3373044798474
2022-06-15,957.4422583531683
2022-06-16,969.6076678240598
2022-06-17,945.3377515692565
2022-06-20,939.4440032930647
2022-06-21,948.4660438774445
2022-06-22,976.7220472922813
2022-06-23,980.4935322837098
2022-06-24,965.8678899463637
2022-06-27,967.8414239559903
2022-06-28,982.5175698817271
2022-06-29,950.6757754234942
2022-06-30,939.6995506173447
2022-07-01,938.5020119583863
2022-07-04,946.2930005271002
2022-07-05,985.7843442004901
2022-07-06,963.0452611677902
2022-07-07,992.1344845007283
2022-07-08,1011.9863552521931
2022-07-11,987.4458974926779
2022-07-12,1024.1599565072668
2022-07-13,1018.9938244920238
2022-07-14,996.0172350966922
2022-07-15,984.3793891374721
2022-07-18,953.6753927966691
2022-07-19,986.1444728334855
2022-07-20,947.5605225233128
2022-07-21,942.7408084687016
2022-07-22,958.6049894979705
2022-07-25,997.2269316594394
2022-07-26,993.9032441943567
2022-07-27,977.8319825985243
2022-07-28,981.0963957049958
2022-07-29,963.6582864243607
2022-08-01,978.6688189352383
2022-08-02,981.4080508764947
2022-08-03,986.8816781329858
2022-08-04,989.4458744600496
2022-08-05,978.8951781177307
2022-08-08,997.4552836478103
2022-08-09,1019.6772693278937
2022-08-10,993.3587011774348
2022-08-11,1008.65705538523
2022-08-12,1044.6575649448655
2022-08-15,1094.9831592052449
2022-08-16,1114.0261483359998
2022-08-17,1140.7463456945234
2022-08-18,1083.543402813984
2022-08-19,1113.3929345189656
2022-08-22,1138.602230435803
2022-08-23,1166.9245741182203
2022-08-24,1156.4928364280945
2022-08-25,1114.2557463224282
2022-08-26,1142.4104572586562
2022-08-29,1139.6789910662071
2022-08-30,1179.278258506347
2022-08-31,1154.3534360210247
2022-09-01,1146.1727057865678
2022-09-02,1155.6433460830801
2022-09-05,1136.2310770819292
2022-09-06,1150.781113253511
2022-09-07,1164.4300385367385
2022-09-08,1159.5234008190719
2022-09-09,1130.5037434859198
2022-09-12,1136.4118472513053
2022-09-13,1113.7238653440509
2022-09-14,1071.9167649879944
2022-09-15,1061.5972821754908
2022-09-16,1044.6018476964448
2022-09-19,1037.8116132893103
2022-09-20,1050.985400454899
2022-09-21,1030.5084613652461
2022-09-22,1060.3225000854195
2022-09-23,1070.5462863613682
2022-09-26,1096.1129474896852
2022-09-27,1089.2994504485455
2022-09-28,1122.9172537590375
2022-09-29,1144.4150796760136
2022-09-30,1092.921629311777
2022-10-03,1093.458533620339
2022-10-04,1085.0848448008746
2022-10-05,1096.0563902528554
2022-10-06,1093.6192052320366
2022-10-07,1068.0733865611296
2022-10-10,1080.8571989342151
2022-10-11,1122.324160548528
2022-10-12,1129.5945673398355
2022-10-13,1162.7292619359189
2022-10-14,1165.1291521593002
2022-10-17,1179.0569820401447
2022-10-18,1196.350231393787
2022-10-19,1161.0671276489809
2022-10-20,1197.2275412534073
2022-10-21,1187.7002341097443
2022-10-24,1195.696007363362
2022-10-25,1220.9280545441786
2022-10-26,1130.9071158814754
2022-10-27,1144.3049094790233
2022-10-28,1156.887383237133
2022-10-31,1199.0933059248607
2022-11-01,1216.7368758846758
2022-11-02,1230.8931042331005
2022-11-03,1237.1375829960082
2022-11-04,1241.7521057325985
2022-11-07,1251.5995342046258
2022-11-08,1236.784318241929
2022-11-09,1230.704997761032
2022-11-10,1202.598326402792
2022-11-11,1192.8956299603012
2022-11-14,1169.0627934907875
2022-11-15,1170.6583171476098
2022-11-16,1220.4235695686575
2022-11-17,1240.6318039554221
2022-11-18,1223.7506237516732
2022-11-21,1225.6111133398188
2022-11-22,1221.0289799321336
2022-11-23,1254.3825371430642
2022-11-24,1261.2899317537244
2022-11-25,1299.854808929764
2022-11-28,1284.45613910441
2022-11-29,1231.9438012954581
2022-11-30,1221.2262754726594
2022-12-01,1170.2432365122916
2022-12-02,1171.8992585066374
2022-12-05,1195.301977217308
2022-12-06,1212.1950575948274
2022-12-07,1184.0545876457375
2022-12-08,1202.2670378390446
2022-12-09,1220.473843508101
2022-12-12,1213.0288080633948
2022-12-13,1162.0891024807584
2022-12-14,1139.7303942409908
2022-12-15,1129.0638111882934
2022-12-16,1129.573885240031
2022-12-19,1114.667659497349
2022-12-20,1133.0661162224283
2022-12-21,1139.9348479502244
2022-12-22,1071.0947069564559
2022-12-23,1085.3946267781946
2022-12-26,1085.6682417681764
2022-12-27,1065.667066760431
2022-12-28,1046.1459916560734
2022-12-29,1079.7842132948108
2022-12-30,1083.8605743237224
2023-01-02,1069.1708905588937
2023-01-03,1023.9222823193268
2023-01-04,1021.8157685165094
2023-01-05,1022.6881015703964
2023-01-06,1017.0208131753019
2023-01-09,1020.2373207764056
2023-01-10,1008.6208913698238
2023-01-11,1034.2823311721806
2023-01-12,1069.6801596162713
2023-01-13,1014.2451110094242
2023-01-16,995.5069181299373
2023-01-17,1005.3587302457322
2023-01-18,1014.2946364120237
2023-01-19,991.4533308156692
2023-01-20,1000.6514527435216
2023-01-23,1001.9112151462418
2023-01-24,1036.7611759636752
2023-01-25,1079.641422341963
2023-01-26,1102.3493792833165
2023-01-27,1088.8592250159818
2023-01-30,1101.3036059740418
2023-01-31,1117.7640496382423
2023-02-01,1095.9354579527514
2023-02-02,1078.3757369627444
2023-02-03,1085.5080525257233
2023-02-06,1089.8939507677183
2023-02-07,1040.8323953215952
2023-02-08,1035.6873031431035
2023-02-09,1073.1066217511723
2023-02-10,1044.7451370903773
2023-02-13,1062.637961352705
2023-02-14,1032.6454308756504
2023-02-15,1014.0783021477241
2023-02-16,1021.9060293885314
2023-02-17,1038.1847557893316
2023-02-20,1037.2927241055731
2023-02-21,1028.9042010607147
2023-02-22,1025.2558758520063
2023-02-23,1013.3318950891461
2023-02-24,1021.4653138005053
2023-02-27,1019.2474983640305
2023-02-28,1025.1147048287414
2023-03-01,1022.5742923434399
2023-03-02,1049.5094299481714
2023-03-03,1030.015618133755
2023-03-06,1014.9823396817044
2023-03-07,1040.302551094956
2023-03-08,1066.2576069747338
2023-03-09,1049.2438439770333
2023-03-10,1027.1873622620858
2023-03-13,1007.1204528763213
2023-03-14,975.2542276764931
2023-03-15,965.9891738047664
2023-03-16,960.8709433098009
2023-03-17,967.2550086703968
2023-03-20,958.7713129985143
2023-03-21,928.742163842068
2023-03-22,922.804564111233
2023-03-23,920.2632288553048
2023-03-24,956.0825405351999
2023-03-27,965.1815799698512
2023-03-28,961.9718483081641
2023-03-29,931.8362664404304
2023-03-30,929.5291644716992
2023-03-31,936.5176207166721
2023-04-03,945.838712823341
2023-04-04,924.1322923468949
2023-04-05,921.6364686112406
2023-04-06,903.7655746473971
2023-04-07,889.8376103278457
2023-04-10,893.883178139444
2023-04-11,913.338487157573
2023-04-12,896.797984237766
2023-04-13,899.3540523602577
2023-04-14,883.4266996318182
2023-04-17,883.108209720854
2023-04-18,844.5874993224601
2023-04-19,834.0169648723141
2023-04-20,828.4096859221808
2023-04-21,833.3891394624943
2023-04-24,847.4982593683212
2023-04-25,818.1675465226691
2023-04-26,805.5744043774142
2023-04-27,822.1565179673405
2023-04-28,847.1753919761098
2023-05-01,852.4597961617147
2023-05-02,859.6656522230963
2023-05-03,900.4394190450735
2023-05-04,895.6376248056507
2023-05-05,896.8709533139809
2023-05-08,864.2833924149711
2023-05-09,881.4064569234845
2023-05-10,870.7370829509487
2023-05-11,852.9935965787969
2023-05-12,842.554269977371
2023-05-15,851.0271003437294
2023-05-16,845.5163929374513
2023-05-17,859.5470476493359
2023-05-18,865.4148020557697
2023-05-19,859.8082157321675
2023-05-22,863.0732371438116
2023-05-23,864.0200428042938
2023-05-24,859.4446363774236
2023-05-25,839.6934985880687
2023-05-26,810.3414450800567
2023-05-29,816.1499303695792
2023-05-30,813.362041708753
2023-05-31,808.5697537496198
2023-06-01,762.0902468623336
2023-06-02,787.3567323688139
2023-06-05,807.0118082695111
2023-06-06,798.4613704944696
2023-06-07,818.7691028262792
2023-06-08,801.4342810929179
2023-06-09,818.9503027448086
2023-06-12,830.1736000075631
2023-06-13,864.5664941326409
2023-06-14,848.0011876735648
2023-06-15,854.3301348165327
2023-06-16,841.9804179635936
2023-06-19,846.2517646199468
2023-06-20,837.2523973401983
2023-06-21,821.1499871228615
2023-06-22,839.5683200191603
2023-06-23,833.3257741218216
2023-06-26,824.1708441421431
2023-06-27,812.8732518465667
2023-06-28,798.9561216418215
2023-06-29,801.567056300902
2023-06-30,798.6751471206521
2023-07-03,796.6952855966064
2023-07-04,784.543950550275
2023-07-05,772.3244532170714
2023-07-06,777.1499265815221
2023-07-07,776.9882150642961
2023-07-10,775.9523762650731
2023-07-11,792.3088542609732
2023-07-12,768.3200012789953
2023-07-13,766.7027146756993
2023-07-14,770.7908157489386
2023-07-17,737.4827828180208
2023-07-18,759.8691042379147
