Date,AMGN
2020-08-06,373.7983441064425
2020-08-07,370.5899950080488
2020-08-10,380.79235266811725
2020-08-11,383.8396452859635
2020-08-12,411.2305594231605
2020-08-13,414.35038361227635
2020-08-14,438.68249365524287
2020-08-17,465.50988198318794
2020-08-18,439.1342493375936
2020-08-19,431.3693466625891
2020-08-20,416.27355249572014
2020-08-21,396.07661075655426
2020-08-24,395.29980031617515
2020-08-25,385.16026056664884
2020-08-26,370.7789164343514
2020-08-27,379.0842618448834
2020-08-28,386.6990105143815
2020-08-31,393.40254797740596
2020-09-01,398.0214170397619
2020-09-02,405.17606286824633
2020-09-03,396.07634641845726
2020-09-04,415.41520354514125
2020-09-07,400.1789530832135
2020-09-08,398.2960466241469
2020-09-09,397.13618138053755
2020-09-10,402.17172645465985
2020-09-11,392.34609043849946
2020-09-14,413.9210293655479
2020-09-15,432.5086269799601
2020-09-16,443.43050187498886
2020-09-17,454.66298785281776
2020-09-18,438.9761794196464
2020-09-21,445.0364794876506
2020-09-22,443.1607097628321
2020-09-23,451.07911073515965
2020-09-24,440.61378413772513
2020-09-25,443.941149057495
2020-09-28,449.4117347611961
2020-09-29,444.289086903096
2020-09-30,435.26091687876004
2020-10-01,427.6219469765854
2020-10-02,412.6340954405898
2020-10-05,405.074441685918
2020-10-06,405.91727082857057
2020-10-07,423.951890473657
2020-10-08,438.28236051407276
2020-10-09,433.105598884597
2020-10-12,435.85800338813664
2020-10-13,447.37536496715205
2020-10-14,452.7929956878329
2020-10-15,430.2063250454015
2020-10-16,434.9943307045243
2020-10-19,441.73964526797613
2020-10-20,428.2323188945007
2020-10-21,445.3938988523604
2020-10-22,455.45423984079383
2020-10-23,486.12146322222833
2020-10-26,474.8036247109226
2020-10-27,473.1297721970777
2020-10-28,499.6688305325615
2020-10-29,514.2266652526122
2020-10-30,504.8166416398911
2020-11-02,496.9263506336634
2020-11-03,493.65819720303307
2020-11-04,471.9061146301744
2020-11-05,452.569073698209
2020-11-06,471.20211922700355
2020-11-09,467.2181121997246
2020-11-10,479.8932175256295
2020-11-11,481.57159519015323
2020-11-12,485.78355190996
2020-11-13,468.6795675683223
2020-11-16,453.5654690459457
2020-11-17,457.9098722812275
2020-11-18,459.93098115862057
2020-11-19,464.82979046208203
2020-11-20,450.6394066719135
2020-11-23,480.00710658506677
2020-11-24,457.4795087052972
2020-11-25,455.48138314152936
2020-11-26,435.8649476188997
2020-11-27,452.2707612187858
2020-11-30,454.0019783230546
2020-12-01,484.0455912331353
2020-12-02,467.27281145728256
2020-12-03,469.19504277222813
2020-12-04,456.9451382926419
2020-12-07,481.69941280056935
2020-12-08,511.42217154518517
2020-12-09,486.07168145399345
2020-12-10,522.6419014832233
2020-12-11,531.8256775613694
2020-12-14,518.9041464049353
2020-12-15,511.0326321444052
2020-12-16,516.140648017735
2020-12-17,519.3255053819614
2020-12-18,528.8096169484494
2020-12-21,530.6968917106716
2020-12-22,526.8054857608846
2020-12-23,516.7277056662504
2020-12-24,508.6359075644994
2020-12-25,505.93017046184053
2020-12-28,551.1041170057031
2020-12-29,564.4380521226374
2020-12-30,565.3540395497075
2020-12-31,559.5403756991072
2021-01-01,560.9369891677443
2021-01-04,550.8926655882406
2021-01-05,548.0806574942866
2021-01-06,548.5648113831588
2021-01-07,529.4956207381357
2021-01-08,518.8234441693743
2021-01-11,501.6043794531854
2021-01-12,482.9246904891939
2021-01-13,467.23601752375555
2021-01-14,491.51281666330357
2021-01-15,520.7512844067458
2021-01-18,530.2571937304821
2021-01-19,540.7226935486234
2021-01-20,542.4022727052845
2021-01-21,513.0695792054264
2021-01-22,521.2974356762885
2021-01-25,540.302834854223
2021-01-26,524.9629704115982
2021-01-27,535.2328026606639
2021-01-28,543.5713149360703
2021-01-29,558.7540694756193
2021-02-01,550.7646587150576
2021-02-02,524.0416760129984
2021-02-03,525.2502753077761
2021-02-04,510.53459292053975
2021-02-05,488.5110204909359
2021-02-08,503.52947078280823
2021-02-09,486.1395761595758
2021-02-10,491.4642244531844
2021-02-11,501.39036217623357
2021-02-12,494.7062310409039
2021-02-15,490.124858645405
2021-02-16,476.4034323800166
2021-02-17,476.1445013070065
2021-02-18,463.6560402868456
2021-02-19,456.46286422107625
2021-02-22,462.0373238384004
2021-02-23,479.62157302665696
2021-02-24,457.52953687002787
2021-02-25,461.06538321071696
2021-02-26,464.3750446327916
2021-03-01,466.32214599339295
2021-03-02,455.47275183210553
2021-03-03,459.97475227416584
2021-03-04,459.50403866006724
2021-03-05,463.2163693228637
2021-03-08,463.8270924049399
2021-03-09,472.5671542595257
2021-03-10,445.22967372477115
2021-03-11,445.09480415000655
2021-03-12,458.269627147523
2021-03-15,468.59915218856065
2021-03-16,462.4302497264421
2021-03-17,465.0866628817558
2021-03-18,464.48750032255225
2021-03-19,470.31561325576814
2021-03-22,456.45000115196797
2021-03-23,455.9866582209589
2021-03-24,454.67566636442524
2021-03-25,438.9020361559124
2021-03-26,429.00187297762056
2021-03-29,447.28550446645426
2021-03-30,446.85332619418335
2021-03-31,446.62015985082036
2021-04-01,444.97212151082573
2021-04-02,454.07704828599043
2021-04-05,482.6177558002677
2021-04-06,484.72088499753085
2021-04-07,492.4339115970494
2021-04-08,479.4662622049263
2021-04-09,467.58787313870647
2021-04-12,473.68526989073075
2021-04-13,461.8379258821401
2021-04-14,471.2062396253749
2021-04-15,479.67655245784687
2021-04-16,447.8212260301279
2021-04-19,457.3216832298094
2021-04-20,456.9308208818128
2021-04-21,451.0521543156388
2021-04-22,469.8845365367089
2021-04-23,468.5068598379888
2021-04-26,457.688220743386
2021-04-27,452.0023632816646
2021-04-28,446.6810534907701
2021-04-29,465.899068335574
2021-04-30,469.88473634075933
2021-05-03,479.8239304389515
2021-05-04,476.9242486102244
2021-05-05,499.04517653119774
2021-05-06,506.7408768883436
2021-05-07,510.434455627785
2021-05-10,497.0254912389866
2021-05-11,483.95384217228735
2021-05-12,471.3725556055521
2021-05-13,485.06014638142193
2021-05-14,486.0403311724642
2021-05-17,490.05917352654063
2021-05-18,478.9990043121733
2021-05-19,489.61914174024537
2021-05-20,506.6433397918601
2021-05-21,533.1680068014258
2021-05-24,540.5902598896381
2021-05-25,570.4695831288642
2021-05-26,606.3310628050021
2021-05-27,580.7374696862487
2021-05-28,588.9149976457189
2021-05-31,600.7251819551901
2021-06-01,607.7781290081001
2021-06-02,607.2174867134453
2021-06-03,624.0618369627942
2021-06-04,620.7270009500047
2021-06-07,624.9728339163078
2021-06-08,654.7920873676159
2021-06-09,632.2236419513443
2021-06-10,616.5538868458917
2021-06-11,602.5529314588133
2021-06-14,605.4094643502632
2021-06-15,602.9677998477101
2021-06-16,591.4325217169966
2021-06-17,581.7727740311877
2021-06-18,571.3424990958282
2021-06-21,576.9018835175385
2021-06-22,602.0676141678467
2021-06-23,616.8320080028479
2021-06-24,630.3182789145803
2021-06-25,676.3613968840876
2021-06-28,654.4730105741637
2021-06-29,663.4688790646253
2021-06-30,618.1357061460163
2021-07-01,616.3605651671279
2021-07-02,608.8960528634352
2021-07-05,613.8977728637101
2021-07-06,649.838883721034
2021-07-07,640.9841652690174
2021-07-08,614.5751115748797
2021-07-09,637.1722761009382
2021-07-12,640.7362861500145
2021-07-13,672.5985551661761
2021-07-14,667.2557629731824
2021-07-15,673.7060407434143
2021-07-16,690.566119363546
2021-07-19,675.4153782256549
2021-07-20,675.4897659195186
2021-07-21,683.5934852779473
2021-07-22,691.9382787628585
2021-07-23,647.1780772020709
2021-07-26,646.4879445002188
2021-07-27,632.7338539346804
2021-07-28,662.2351595939381
2021-07-29,650.1004571404794
2021-07-30,643.6616602161776
2021-08-02,668.6205387091317
2021-08-03,664.1379804518285
2021-08-04,683.1172779310307
2021-08-05,694.5770035847851
2021-08-06,701.271283384779
2021-08-09,694.8835725886098
2021-08-10,675.192697716255
2021-08-11,688.920091692414
2021-08-12,715.2505094108529
2021-08-13,713.9963016010704
2021-08-16,700.4199207745912
2021-08-17,707.8404599338379
2021-08-18,732.9138203903431
2021-08-19,721.3816832487182
2021-08-20,716.8490105456673
2021-08-23,734.7225348173833
2021-08-24,724.0924904384096
2021-08-25,783.4103459863351
2021-08-26,767.9902930568143
2021-08-27,740.3287529165428
2021-08-30,741.1267001833064
2021-08-31,775.2799053376474
2021-09-01,782.6588035354688
2021-09-02,762.2578006591052
2021-09-03,788.3125392588803
2021-09-06,781.5766609837692
2021-09-07,770.3586832068538
2021-09-08,784.4959384595671
2021-09-09,803.7754953612882
2021-09-10,843.5848314629719
2021-09-13,822.9574723157333
2021-09-14,844.433355999245
2021-09-15,854.4762241009562
2021-09-16,852.9302515932708
2021-09-17,797.1280017687707
2021-09-20,755.3150333393967
2021-09-21,740.143380612672
2021-09-22,743.3321582787744
2021-09-23,760.8491097268515
2021-09-24,750.5996094815695
2021-09-27,728.5548773832096
2021-09-28,727.5032950749144
2021-09-29,673.1748744245405
2021-09-30,681.1372330453778
2021-10-01,704.2496946253993
2021-10-04,693.8528613951145
2021-10-05,722.2472548424928
2021-10-06,696.5443895097079
2021-10-07,649.3184715951091
2021-10-08,663.7176597623893
2021-10-11,644.2519008333361
2021-10-12,633.6058717302612
2021-10-13,611.7462961393337
2021-10-14,607.9359622563571
2021-10-15,599.840246413921
2021-10-18,589.773203453467
2021-10-19,601.0577527577368
2021-10-20,621.356345380794
2021-10-21,642.8389180292844
2021-10-22,701.3809062134767
2021-10-25,699.1556999383449
2021-10-26,721.6534442084372
2021-10-27,744.2204609574163
2021-10-28,722.0190090924168
2021-10-29,690.3351274249724
2021-11-01,671.7100079016366
2021-11-02,673.6644964575465
2021-11-03,711.8301001616933
2021-11-04,708.6499308389649
2021-11-05,700.039775346987
2021-11-08,729.627572517767
2021-11-09,750.8757439289786
2021-11-10,739.1762667984523
2021-11-11,759.34051817497
2021-11-12,778.2878371018688
2021-11-15,797.6284228111911
2021-11-16,787.6736805664095
2021-11-17,773.184699950158
2021-11-18,775.9324902947051
2021-11-19,816.6483171016191
2021-11-22,800.303288768117
2021-11-23,802.0257564257398
2021-11-24,820.5573372358175
2021-11-25,815.9733179634127
2021-11-26,800.9054727485563
2021-11-29,774.3333136879805
2021-11-30,758.9486518810497
2021-12-01,769.5736482257985
2021-12-02,727.6957812389624
2021-12-03,719.1677164588865
2021-12-06,707.203682116428
2021-12-07,669.6294118358677
2021-12-08,645.6743648376106
2021-12-09,662.2669747825529
2021-12-10,659.7415403264629
2021-12-13,670.6191460168445
2021-12-14,699.9414468696353
2021-12-15,707.0541684930739
2021-12-16,727.4928052080156
2021-12-17,686.9218742648611
2021-12-20,719.2802715017906
2021-12-21,715.3632531668982
2021-12-22,720.6711630691831
2021-12-23,748.1010574585288
2021-12-24,770.2909898882937
2021-12-27,742.698783964192
2021-12-28,731.2116176065969
2021-12-29,722.6599023850083
2021-12-30,708.9451165587946
2021-12-31,758.1245506582715
2022-01-03,809.4728317169726
2022-01-04,805.5363978625307
2022-01-05,810.9751925778263
2022-01-06,796.2992689499681
2022-01-07,817.3841527235454
2022-01-10,844.3991162843027
2022-01-11,799.1683698595224
2022-01-12,766.0302752663177
2022-01-13,776.7154989679204
2022-01-14,771.8342564303841
2022-01-17,784.8036076568484
2022-01-18,782.8660530174569
2022-01-19,782.9374407558951
2022-01-20,784.7996331242219
2022-01-21,761.8729443454805
2022-01-24,779.4525398994656
2022-01-25,773.4456375612972
2022-01-26,752.4617330685358
2022-01-27,751.6784007417394
2022-01-28,741.6688345289025
2022-01-31,734.3893775322199
2022-02-01,705.210040024772
2022-02-02,689.2165891927432
2022-02-03,678.5379808397928
2022-02-04,680.4819169596298
2022-02-07,681.2576505701821
2022-02-08,704.8680420035836
2022-02-09,696.7230920024012
2022-02-10,698.5394218261947
2022-02-11,722.3143337350245
2022-02-14,686.369765674045
2022-02-15,682.9779508985939
2022-02-16,673.4259461400043
2022-02-17,671.8118359250334
2022-02-18,674.3838075034391
2022-02-21,662.9826642236974
2022-02-22,667.5721285741088
2022-02-23,652.6579349427813
2022-02-24,654.545146649325
2022-02-25,674.1850093481302
2022-02-28,683.3904755977173
2022-03-01,668.1487867865327
2022-03-02,702.1963041627137
2022-03-03,689.5226949044202
2022-03-04,663.345515219452
2022-03-07,640.9241454370705
2022-03-08,628.3359997371655
2022-03-09,633.1132635625517
2022-03-10,621.2964534812356
2022-03-11,580.9408813793432
2022-03-14,571.9959045615091
2022-03-15,572.6350152282554
2022-03-16,561.1166378070382
2022-03-17,565.2321870474547
2022-03-18,590.0184653175642
2022-03-21,596.46000740556
2022-03-22,597.3459817850771
2022-03-23,603.958797158965
2022-03-24,620.3736900254381
2022-03-25,593.4117877918658
2022-03-28,571.9902532170263
2022-03-29,580.5666921536736
2022-03-30,595.9480057540114
2022-03-31,608.7117270622177
2022-04-01,620.821137393334
2022-04-04,642.4956172939343
2022-04-05,652.710495300519
2022-04-06,664.1858351799606
2022-04-07,681.7779869101347
2022-04-08,642.269946306185
2022-04-11,663.6315982999344
2022-04-12,632.2266532255564
2022-04-13,634.1610492059517
2022-04-14,630.1841875158174
2022-04-15,622.9538012980735
2022-04-18,600.8293659951632
2022-04-19,600.0767213401689
2022-04-20,572.236010843737
2022-04-21,612.8655200203128
2022-04-22,619.9711781746363
2022-04-25,638.6120470429887
2022-04-26,662.1865974948349
2022-04-27,673.2436461736662
2022-04-28,658.9261546644058
2022-04-29,635.2008210912546
2022-05-02,657.4624538431416
2022-05-03,671.6105255937069
2022-05-04,695.647012396315
2022-05-05,704.7492341047446
2022-05-06,720.9088724083111
2022-05-09,717.4789357751207
2022-05-10,727.2729393914841
2022-05-11,715.4231275443369
2022-05-12,769.1977476011479
2022-05-13,778.3042047463096
2022-05-16,772.2544270755136
2022-05-17,819.1594954761572
2022-05-18,811.56294050432
2022-05-19,811.4252936685808
2022-05-20,850.8683015888605
2022-05-23,890.039027678121
2022-05-24,899.247208014326
2022-05-25,886.0920436507466
2022-05-26,924.9539413928579
2022-05-27,898.4583247407844
2022-05-30,876.7072881513226
2022-05-31,865.9768616869476
2022-06-01,875.3483875906472
2022-06-02,861.0816664778766
2022-06-03,856.2403363998114
2022-06-06,837.8204542412437
2022-06-07,881.1313927469853
2022-06-08,916.2048740759872
2022-06-09,913.8497790998782
2022-06-10,954.4709448282948
2022-06-13,1007.2274317848298
2022-06-14,1038.9922638015723
2022-06-15,1053.7242540868244
2022-06-16,1079.2371282969618
2022-06-17,1070.6685101970354
2022-06-20,1061.8257294634493
2022-06-21,1114.5950461774198
2022-06-22,1089.046437305439
2022-06-23,1112.213869549031
2022-06-24,1079.9310500113193
2022-06-27,1107.319165247783
2022-06-28,1099.3983739372632
2022-06-29,1119.3073531204157
2022-06-30,1126.7146754629189
2022-07-01,1128.2373969723822
2022-07-04,1201.0525869377368
2022-07-05,1195.4809444962584
2022-07-06,1180.9537345461379
2022-07-07,1116.5980464931495
2022-07-08,1115.9426105430523
2022-07-11,1140.621634105271
2022-07-12,1124.702010311421
2022-07-13,1110.64475548844
2022-07-14,1067.0387589909167
2022-07-15,1068.0210979602673
2022-07-18,1099.8538128908683
2022-07-19,1109.2591152862801
2022-07-20,1073.8840061707183
2022-07-21,1054.4680287729466
2022-07-22,1116.8895068120105
2022-07-25,1185.746320573087
2022-07-26,1211.3069323918635
2022-07-27,1248.1169790365389
2022-07-28,1274.9021534846358
2022-07-29,1252.2870325316455
2022-08-01,1257.9852784053437
2022-08-02,1278.611187874212
2022-08-03,1187.8603524396142
2022-08-04,1154.6163984674333
2022-08-05,1159.150195114045
2022-08-08,1179.3006244241112
2022-08-09,1212.9162746520597
2022-08-10,1230.8129731635145
2022-08-11,1207.3746179628276
2022-08-12,1224.8466920944115
2022-08-15,1235.3656478834075
2022-08-16,1201.273740938052
2022-08-17,1271.147214123682
2022-08-18,1220.401808961302
2022-08-19,1216.094214632776
2022-08-22,1217.640939865859
2022-08-23,1231.9747929341738
2022-08-24,1279.8542877781379
2022-08-25,1293.7884692066566
2022-08-26,1327.858574997966
2022-08-29,1279.0706006462738
2022-08-30,1259.730381955395
2022-08-31,1183.7517750053535
2022-09-01,1156.9465689634342
2022-09-02,1171.740702620014
2022-09-05,1152.7551070779168
2022-09-06,1117.4503419739847
2022-09-07,1108.3333590503398
2022-09-08,1082.9174723723995
2022-09-09,1051.10785101197
2022-09-12,1062.51418226349
2022-09-13,1050.3162695012763
2022-09-14,1048.5850953646338
2022-09-15,1079.4075032665653
2022-09-16,1031.300708588246
2022-09-19,1004.3963173359468
2022-09-20,986.7856574581051
2022-09-21,1015.6181013241451
2022-09-22,1068.929342614884
2022-09-23,1028.3209908013512
2022-09-26,994.5287258254646
2022-09-27,1008.2509046138472
2022-09-28,1014.1547681676572
2022-09-29,1031.6557456941712
2022-09-30,1042.421117705717
2022-10-03,1039.3392015208183
2022-10-04,1114.7403862026135
2022-10-05,1169.9688031903854
2022-10-06,1149.9483134689012
2022-10-07,1136.0702126218703
2022-10-10,1149.3445376122522
2022-10-11,1157.1177527860411
2022-10-12,1172.012554207246
2022-10-13,1173.3747798459033
2022-10-14,1147.918495989971
2022-10-17,1156.275610070941
2022-10-18,1148.4054647410646
2022-10-19,1180.08117422462
2022-10-20,1126.4830123204179
2022-10-21,1182.8760009660505
2022-10-24,1155.2438909143295
2022-10-25,1146.9457893457893
2022-10-26,1126.0322163164249
2022-10-27,1176.2099856609877
2022-10-28,1205.2422126371894
2022-10-31,1230.468129590134
2022-11-01,1233.3531556572748
2022-11-02,1215.2885528679485
2022-11-03,1169.865046859198
2022-11-04,1214.1180063275917
2022-11-07,1202.03175902254
2022-11-08,1224.0370442269548
2022-11-09,1220.2942457841643
2022-11-10,1191.2314355415263
2022-11-11,1218.0597193681756
2022-11-14,1299.7145986193889
2022-11-15,1251.7060991028507
2022-11-16,1197.3456528937616
2022-11-17,1207.902360670891
2022-11-18,1224.36703775779
2022-11-21,1245.6051153037438
2022-11-22,1187.558393881514
2022-11-23,1218.2762989630166
2022-11-24,1198.0190179573763
2022-11-25,1276.6064268525993
2022-11-28,1233.4020464091031
2022-11-29,1218.4793513122286
2022-11-30,1257.796362479574
2022-12-01,1221.374394625539
2022-12-02,1224.271720113443
2022-12-05,1223.991383476397
2022-12-06,1170.2890291874398
2022-12-07,1175.9556814816426
2022-12-08,1209.825418008806
2022-12-09,1226.269628205094
2022-12-12,1209.1519712536517
2022-12-13,1176.9702055616465
2022-12-14,1197.1410695435943
2022-12-15,1176.125592733103
2022-12-16,1176.792623910341
2022-12-19,1191.4426763870763
2022-12-20,1137.2224447917542
2022-12-21,1123.6244908787774
2022-12-22,1176.4613521590738
2022-12-23,1212.9786077424756
2022-12-26,1237.2108211078757
2022-12-27,1209.7213963924182
2022-12-28,1186.731976684636
2022-12-29,1200.195463156453
2022-12-30,1125.4093970068095
2023-01-02,1136.0334399993717
2023-01-03,1138.877293799009
2023-01-04,1125.928620760141
2023-01-05,1112.2464372547204
2023-01-06,1144.8270825479908
2023-01-09,1124.989088597425
2023-01-10,1096.3675670165896
2023-01-11,1062.439731301779
2023-01-12,1128.647563682238
2023-01-13,1084.0111928929355
2023-01-16,1105.5694989243173
2023-01-17,1057.743338112477
2023-01-18,1054.3840533327639
2023-01-19,1039.1849504051718
2023-01-20,1025.1950384517702
2023-01-23,1024.5773947570358
2023-01-24,1056.3047672861758
2023-01-25,1075.0252068878704
2023-01-26,1070.4374299109422
2023-01-27,1083.4071855671828
2023-01-30,1078.5489845864327
2023-01-31,1048.0131786477548
2023-02-01,1067.7050853397013
2023-02-02,1059.210379376681
2023-02-03,1109.4059632744381
2023-02-06,1180.7348443997269
2023-02-07,1183.1152093606458
2023-02-08,1204.4826008025075
2023-02-09,1198.428604013483
2023-02-10,1165.4685718345986
2023-02-13,1138.9482985818404
2023-02-14,1120.6480383566877
2023-02-15,1125.4032242971243
2023-02-16,1162.878348931109
2023-02-17,1131.328004448464
2023-02-20,1115.7692173462367
2023-02-21,1117.7982984103132
2023-02-22,1102.4739713199301
2023-02-23,1093.8029497803543
2023-02-24,1096.9236819358293
2023-02-27,1130.5803865728456
2023-02-28,1146.2642537210145
2023-03-01,1166.9427674168605
2023-03-02,1152.2263243293198
2023-03-03,1126.9864046603739
2023-03-06,1127.8330596346225
2023-03-07,1153.0550744315578
2023-03-08,1107.6540021896976
2023-03-09,1132.4333509139874
2023-03-10,1119.7867313180934
2023-03-13,1118.1817087498537
2023-03-14,1048.4836462912815
2023-03-15,1015.7523046208865
2023-03-16,1038.179451734765
2023-03-17,1056.216355815202
2023-03-20,1061.866402866757
2023-03-21,1048.2103321446707
2023-03-22,1042.196601476067
2023-03-23,1028.044114731302
2023-03-24,1003.0504980450602
2023-03-27,955.4580053709557
2023-03-28,924.3929218359052
2023-03-29,948.9915677108584
2023-03-30,939.2451660441337
2023-03-31,928.3020503502552
2023-04-03,966.2109762362875
2023-04-04,1026.8714302468602
2023-04-05,1091.680686372133
2023-04-06,1063.246823967587
2023-04-07,1013.6898391078192
2023-04-10,992.9519079835999
2023-04-11,1033.3476226616694
2023-04-12,1032.7182642207363
2023-04-13,1037.4057373278015
2023-04-14,1024.3108625739098
2023-04-17,1004.276125942969
2023-04-18,980.5411921276783
2023-04-19,1006.7201371520773
2023-04-20,1026.7950769207218
2023-04-21,1039.5136850776141
2023-04-24,1028.6389724761395
2023-04-25,1006.5984334702684
2023-04-26,1017.1143455443029
2023-04-27,1014.5923566743904
2023-04-28,994.8952822070017
2023-05-01,1023.2535214448774
2023-05-02,984.3903490663081
2023-05-03,985.5863542228761
2023-05-04,964.1949770629999
2023-05-05,980.513538510694
2023-05-08,963.0441090061303
2023-05-09,996.8172612188389
2023-05-10,998.2309329525682
2023-05-11,1014.8410204095018
2023-05-12,1044.3202704219736
2023-05-15,1014.4266990730563
2023-05-16,1058.9221137853363
2023-05-17,1093.0046440384494
2023-05-18,1105.5252123210591
2023-05-19,1144.6890247324432
2023-05-22,1145.9734843320073
2023-05-23,1171.7091889717667
2023-05-24,1220.6052978343266
2023-05-25,1254.4612457141677
2023-05-26,1248.4353195055824
2023-05-29,1256.2683196950104
2023-05-30,1278.5856414768002
2023-05-31,1313.161011418478
2023-06-01,1331.764388487843
2023-06-02,1309.4980057189975
2023-06-05,1352.967552666892
2023-06-06,1334.043732976821
2023-06-07,1338.2382985115426
2023-06-08,1359.718751137549
2023-06-09,1402.3225348569836
2023-06-12,1461.6922731748803
2023-06-13,1480.5967124681329
2023-06-14,1510.0035292267721
2023-06-15,1481.310403775087
2023-06-16,1458.3008213432815
2023-06-19,1447.4243063708557
2023-06-20,1431.9790115754597
2023-06-21,1469.0390736000259
2023-06-22,1443.1508467605377
2023-06-23,1378.3159611113615
2023-06-26,1333.511429044081
2023-06-27,1334.802358328389
2023-06-28,1327.1034744972985
2023-06-29,1327.713536236536
2023-06-30,1281.9894820073755
2023-07-03,1306.1083347961492
2023-07-04,1240.8562675497606
2023-07-05,1258.7134250480738
2023-07-06,1213.8563875650584
2023-07-07,1172.4241169824236
2023-07-10,1156.945457341745
2023-07-11,1204.917349970295
2023-07-12,1136.645256470343
2023-07-13,1149.0966031256326
2023-07-14,1164.6755819463256
