Date,PLD
2020-04-10,261.98437149268966
2020-04-13,274.17798131773384
2020-04-14,274.5277441228159
2020-04-15,267.26756983912304
2020-04-16,273.8274289722367
2020-04-17,265.9882751951443
2020-04-20,266.8766884151862
2020-04-21,271.5144452067402
2020-04-22,278.15467408716694
2020-04-23,265.85070022466095
2020-04-24,271.14110933907824
2020-04-27,273.8801915502771
2020-04-28,265.5531449551153
2020-04-29,270.6242552240054
2020-04-30,273.32553031965
2020-05-01,274.3378049335527
2020-05-04,284.6853491941737
2020-05-05,283.1730585128849
2020-05-06,286.06812740680243
2020-05-07,288.3360335751832
2020-05-08,286.5713004237575
2020-05-11,291.5273007698948
2020-05-12,293.07315515383556
2020-05-13,282.1121397921594
2020-05-14,279.92067912212514
2020-05-15,262.5537542146394
2020-05-18,259.8382429371224
2020-05-19,272.79038650774487
2020-05-20,283.35267092972964
2020-05-21,271.1194183258785
2020-05-22,286.2617146856405
2020-05-25,277.2020821463415
2020-05-26,286.0821226052882
2020-05-27,285.0475571558614
2020-05-28,276.4308128162407
2020-05-29,291.9308907827398
2020-06-01,290.0129066459416
2020-06-02,293.05404521938107
2020-06-03,286.96078907920804
2020-06-04,294.3603966839499
2020-06-05,291.733153547616
2020-06-08,293.530339152507
2020-06-09,292.73901597021603
2020-06-10,297.0287386835455
2020-06-11,294.7529779812812
2020-06-12,284.5770298707648
2020-06-15,291.64974137323844
2020-06-16,298.81301530553276
2020-06-17,304.1153419426317
2020-06-18,297.7488945632966
2020-06-19,293.47790247942896
2020-06-22,286.6630592183337
2020-06-23,288.38338583310116
2020-06-24,284.1272012951113
2020-06-25,279.15958667678973
2020-06-26,267.3698038071112
2020-06-29,270.63009878566754
2020-06-30,270.9181281067058
2020-07-01,273.8075811036114
2020-07-02,271.55522749942975
2020-07-03,275.23905948025583
2020-07-06,270.7387967207774
2020-07-07,265.3149274979454
2020-07-08,264.09484872841495
2020-07-09,266.8674239565617
2020-07-10,267.88227231744577
2020-07-13,269.37685933099857
2020-07-14,264.44523844610796
2020-07-15,270.44836140045084
2020-07-16,256.02914591253153
2020-07-17,247.45762217307905
2020-07-20,251.25994500780507
2020-07-21,246.51533674220204
2020-07-22,248.48368530709598
2020-07-23,246.53094378567934
2020-07-24,243.719379535911
2020-07-27,239.29688994122134
2020-07-28,234.7906263343818
2020-07-29,231.43788314309631
2020-07-30,226.36663202828996
2020-07-31,232.61978114839252
2020-08-03,234.60886914455577
2020-08-04,230.7890498648069
2020-08-05,227.4454900273419
2020-08-06,225.39710959253256
2020-08-07,227.79550017594065
2020-08-10,224.4508978211834
2020-08-11,219.7722744767646
2020-08-12,224.8146669722949
2020-08-13,217.98839366493252
2020-08-14,222.8135875173665
2020-08-17,216.92415888293752
2020-08-18,220.44574803617454
2020-08-19,224.20469584817513
2020-08-20,219.7556354507132
2020-08-21,222.90635112929354
2020-08-24,230.86597638064913
2020-08-25,226.8906861497747
2020-08-26,220.93258517620416
2020-08-27,215.31367413535042
2020-08-28,218.1725039593863
2020-08-31,212.55634566403162
2020-09-01,211.28334818618913
2020-09-02,208.94820537167888
2020-09-03,213.0446848696197
2020-09-04,220.49908061045176
2020-09-07,218.0027201162376
2020-09-08,213.18846186061813
2020-09-09,213.87154504854675
2020-09-10,204.5290032091078
2020-09-11,204.83765652471064
2020-09-14,203.7838844845128
2020-09-15,201.93789360589963
2020-09-16,199.278463226897
2020-09-17,194.14540603187953
2020-09-18,191.21108664440078
2020-09-21,188.44592923825581
2020-09-22,185.0092793726964
2020-09-23,178.00150681445209
2020-09-24,180.88275527197823
2020-09-25,190.7102813366727
2020-09-28,193.1958333043904
2020-09-29,192.27246764095275
2020-09-30,187.07345720639975
2020-10-01,190.06445619823677
2020-10-02,192.95432314837979
2020-10-05,191.29554650120173
2020-10-06,196.03187499162576
2020-10-07,197.94457195379522
2020-10-08,190.07021258501507
2020-10-09,192.86393508670906
2020-10-12,193.70177249539822
2020-10-13,199.69730063975635
2020-10-14,199.6586286192486
2020-10-15,191.95139800242623
2020-10-16,186.91435199324536
2020-10-19,186.96029977203338
2020-10-20,184.5589990199768
2020-10-21,181.72025319586763
2020-10-22,180.3558295406143
2020-10-23,185.69469802187942
2020-10-26,180.80142526497178
2020-10-27,177.40708202375959
2020-10-28,178.20299681193362
2020-10-29,171.75501845110628
2020-10-30,171.70315747068238
2020-11-02,170.35915041051572
2020-11-03,171.76305658342994
2020-11-04,172.06994704620462
2020-11-05,175.5155471268632
2020-11-06,173.0724841884246
2020-11-09,172.46431391913407
2020-11-10,174.88080680672513
2020-11-11,172.61707050292114
2020-11-12,174.66705232796062
2020-11-13,175.42286006296325
2020-11-16,175.75562519478504
2020-11-17,173.272212418357
2020-11-18,173.57359060661247
2020-11-19,173.87705529963975
2020-11-20,173.0712874909009
2020-11-23,166.39130363074543
2020-11-24,169.71150206331598
2020-11-25,162.57656006535032
2020-11-26,161.74282295524037
2020-11-27,168.19982174364625
2020-11-30,175.39842734364873
2020-12-01,176.36248343321424
2020-12-02,172.28156937893624
2020-12-03,175.54687153814785
2020-12-04,177.8848479083524
2020-12-07,176.7209351919415
2020-12-08,176.40934753779956
2020-12-09,180.51587713433412
2020-12-10,185.57541068897027
2020-12-11,185.20934908135996
2020-12-14,182.49271200519698
2020-12-15,176.32534949689907
2020-12-16,174.7289783236102
2020-12-17,173.73869368457864
2020-12-18,175.89066880280942
2020-12-21,172.9497585104882
2020-12-22,171.20004707605
2020-12-23,170.04623925444253
2020-12-24,169.00993835680597
2020-12-25,166.9027787159771
2020-12-28,166.00565919105836
2020-12-29,163.75176007379005
2020-12-30,164.27039861313085
2020-12-31,163.82757601170505
2021-01-01,159.77680746891474
2021-01-04,161.5966985910194
2021-01-05,159.90950338510746
2021-01-06,161.38446930434282
2021-01-07,164.17421981178165
2021-01-08,164.4312077482454
2021-01-11,161.80293113890352
2021-01-12,167.9267882010657
2021-01-13,169.53244671745438
2021-01-14,171.23404896275198
2021-01-15,172.94567522489723
2021-01-18,166.41153010554595
2021-01-19,172.21257479641665
2021-01-20,178.00719639105026
2021-01-21,172.78881839993858
2021-01-22,173.19278571964955
2021-01-25,169.70485284785104
2021-01-26,166.32235062051072
2021-01-27,163.52525273592357
2021-01-28,168.76209863729545
2021-01-29,164.72847760455912
2021-02-01,163.9041205061046
2021-02-02,163.33419437039205
2021-02-03,161.9064350460995
2021-02-04,155.97515376792438
2021-02-05,159.31252905356587
2021-02-08,156.2541768012457
2021-02-09,156.66473134057898
2021-02-10,157.69640305716646
2021-02-11,162.44583604267967
2021-02-12,164.79056565885935
2021-02-15,161.92700570174046
2021-02-16,159.6403890877098
2021-02-17,155.16073287427918
2021-02-18,156.17310860285693
2021-02-19,155.43020558303053
2021-02-22,160.43975828786765
2021-02-23,154.74615712660705
2021-02-24,152.91144453080486
2021-02-25,155.05230205020794
2021-02-26,153.9616371692689
2021-03-01,153.62521979627212
2021-03-02,145.30130407396956
2021-03-03,148.33332068376467
2021-03-04,152.1774655672003
2021-03-05,153.2420708619265
2021-03-08,150.37544805976242
2021-03-09,147.4412288630974
2021-03-10,149.43640758656534
2021-03-11,152.56047815767576
2021-03-12,154.1965961761741
2021-03-15,153.8850138510286
2021-03-16,151.436110683304
2021-03-17,149.0830537592551
2021-03-18,149.47724945317356
2021-03-19,147.7727650840449
2021-03-22,147.8548627826322
2021-03-23,142.80504505032482
2021-03-24,142.42111871022132
2021-03-25,140.76785153479378
2021-03-26,139.75865258517868
2021-03-29,141.09974671829943
2021-03-30,145.2628559909718
2021-03-31,146.49533053456162
2021-04-01,148.57949438007932
2021-04-02,153.90024795518136
2021-04-05,150.15055027242332
2021-04-06,150.7458596460506
2021-04-07,150.12499940823486
2021-04-08,150.21937329490223
2021-04-09,145.06459234212994
2021-04-12,148.48622880823945
2021-04-13,146.7019431566548
2021-04-14,148.4304927093598
2021-04-15,144.86258776368993
2021-04-16,143.91730046439488
2021-04-19,148.34991159069185
2021-04-20,147.4269053385999
2021-04-21,147.2785571728588
2021-04-22,151.5895029855263
2021-04-23,155.37045291016585
2021-04-26,156.83409099027452
2021-04-27,159.94746855535095
2021-04-28,153.15894748496274
2021-04-29,149.2605135674145
2021-04-30,149.65591787471635
2021-05-03,152.73851879567823
2021-05-04,148.5467051782357
2021-05-05,150.92756744752091
2021-05-06,147.54116845820528
2021-05-07,149.68949013337715
2021-05-10,150.63371696052198
2021-05-11,153.2514414575715
2021-05-12,154.22657272941657
2021-05-13,155.55345651585114
2021-05-14,156.75907469513402
2021-05-17,157.950737396817
2021-05-18,157.80188217799744
2021-05-19,160.8560064770433
2021-05-20,165.28625777666366
2021-05-21,167.31780339645908
2021-05-24,169.58377027160768
2021-05-25,169.83393071005273
2021-05-26,171.55746852218198
2021-05-27,166.04186793413123
2021-05-28,163.9074381159655
2021-05-31,164.10735806167187
2021-06-01,158.38811979891133
2021-06-02,162.71855260782408
2021-06-03,161.95898786495036
2021-06-04,157.54128438318702
2021-06-07,159.37860515747462
2021-06-08,166.01561372259607
2021-06-09,169.9870558558836
2021-06-10,165.83693577858867
2021-06-11,170.95881882494905
2021-06-14,164.7196115430261
2021-06-15,166.24233874640754
2021-06-16,170.26359805001377
2021-06-17,170.6167697395251
2021-06-18,169.34947632253028
2021-06-21,172.7266326298524
2021-06-22,172.5017325749644
2021-06-23,172.49672788553596
2021-06-24,176.3292507609022
2021-06-25,178.78299684097206
2021-06-28,180.32565697218814
2021-06-29,185.20272934200094
2021-06-30,184.62377616501922
2021-07-01,185.79375331750407
2021-07-02,189.08422574933397
2021-07-05,184.55243571670903
2021-07-06,186.55094571891246
2021-07-07,185.27261260608418
2021-07-08,187.9154627736665
2021-07-09,187.97473181589672
2021-07-12,192.6773872717897
2021-07-13,191.26871597273055
2021-07-14,193.50475025816888
2021-07-15,190.70542109901285
2021-07-16,188.85631051241182
2021-07-19,192.46701866929948
2021-07-20,192.7246035135127
2021-07-21,193.19723182420083
2021-07-22,193.8400106477624
2021-07-23,193.21923155911503
2021-07-26,191.4654717258891
2021-07-27,187.3208929624566
2021-07-28,185.3168635186051
2021-07-29,181.6903268219362
2021-07-30,186.96361329345189
2021-08-02,189.3641383389484
2021-08-03,184.88242675906645
2021-08-04,185.10527141851597
2021-08-05,187.03230272457728
2021-08-06,184.7224987327408
2021-08-09,186.91181402716518
2021-08-10,192.81495521803333
2021-08-11,197.9887868180947
2021-08-12,200.54398197062105
2021-08-13,199.26448081054173
2021-08-16,200.64348577605574
2021-08-17,207.27782670746183
2021-08-18,205.4000445254238
2021-08-19,199.46302318908198
2021-08-20,196.68860980826392
2021-08-23,197.60043950242184
2021-08-24,196.84464305273588
2021-08-25,194.60539427221994
2021-08-26,184.15665245983254
2021-08-27,178.21100550760343
2021-08-30,182.3344910015724
2021-08-31,175.64521947887457
2021-09-01,180.0213669479563
2021-09-02,173.95201120026792
2021-09-03,170.92279261356546
2021-09-06,169.93362089002693
2021-09-07,172.0828301481226
2021-09-08,172.09400634362026
2021-09-09,166.51627181427514
2021-09-10,167.8105721706685
2021-09-13,161.5549058776825
2021-09-14,160.35719222004707
2021-09-15,161.89308186776825
2021-09-16,167.48063814222007
2021-09-17,162.71560668450368
2021-09-20,167.280839948058
2021-09-21,166.60918814227807
2021-09-22,164.99399319754494
2021-09-23,162.1253646942093
2021-09-24,159.99664883796808
2021-09-27,167.16965682322677
2021-09-28,170.50197862345146
2021-09-29,174.78026885088664
2021-09-30,167.64705137028537
2021-10-01,171.96037783991446
2021-10-04,174.11207195206768
2021-10-05,168.6744052574785
2021-10-06,171.29103929796804
2021-10-07,171.38590205389264
2021-10-08,167.19744494515842
2021-10-11,170.78055602640362
2021-10-12,166.0491947396274
2021-10-13,167.3721551539967
2021-10-14,166.99768881835118
2021-10-15,171.89024614334676
2021-10-18,175.75160421157312
2021-10-19,182.7412157581568
2021-10-20,184.46312426100886
2021-10-21,187.70374178149902
2021-10-22,189.71891871673466
2021-10-25,191.85106493060707
2021-10-26,194.3394957329531
2021-10-27,191.38588234871034
2021-10-28,193.08753727739952
2021-10-29,190.9814992331628
2021-11-01,189.86373602009814
2021-11-02,183.7497725235014
2021-11-03,184.44577637941399
2021-11-04,182.41723681981716
2021-11-05,180.20095790734842
2021-11-08,177.53258880093722
2021-11-09,184.73675385001948
2021-11-10,187.63593266217268
2021-11-11,183.70152078160436
2021-11-12,183.36391553677043
2021-11-15,185.03367060381558
2021-11-16,183.71546774871695
2021-11-17,182.3960799873525
2021-11-18,180.30135482841646
2021-11-19,184.88895349392726
2021-11-22,178.82687604889048
2021-11-23,186.08993118895543
2021-11-24,186.2983155759372
2021-11-25,189.74039150683421
2021-11-26,182.72302721815936
2021-11-29,182.29505037189685
2021-11-30,182.85151377342677
2021-12-01,183.3974210697377
2021-12-02,179.23180789105078
2021-12-03,180.97693363380534
2021-12-06,180.7676758999853
2021-12-07,181.16291290230015
2021-12-08,186.5797371276875
2021-12-09,186.57964942422336
2021-12-10,181.84069314110164
2021-12-13,180.0423219902654
2021-12-14,185.09031148264586
2021-12-15,178.5832786809182
2021-12-16,176.95384826572766
2021-12-17,180.9185429224367
2021-12-20,178.6195212576851
2021-12-21,171.72410403793862
2021-12-22,172.85521746291894
2021-12-23,174.84917603544676
2021-12-24,177.51023544059578
2021-12-27,176.5628620101514
2021-12-28,179.77269901684056
2021-12-29,185.1453642940465
2021-12-30,180.6032933723534
2021-12-31,182.9422497137818
2022-01-03,183.54826334352995
2022-01-04,179.0922751859627
2022-01-05,182.21603314046152
2022-01-06,181.3405942325569
2022-01-07,173.18049081750848
2022-01-10,173.09921146311325
2022-01-11,175.03841823909897
2022-01-12,173.44526298339707
2022-01-13,176.70302374409565
2022-01-14,178.15203750432826
2022-01-17,185.31018882137087
2022-01-18,179.6326517349657
2022-01-19,185.3315839199467
2022-01-20,185.25200030693816
2022-01-21,185.88446591620797
2022-01-24,186.30568247798223
2022-01-25,184.24599508962837
2022-01-26,189.50910272379036
2022-01-27,185.62185080465073
2022-01-28,190.49839166408523
2022-01-31,196.32360146280672
2022-02-01,196.6442968314242
2022-02-02,201.64048277041985
2022-02-03,203.77428779846485
2022-02-04,208.2602899557795
2022-02-07,204.8563432907307
2022-02-08,208.44447040091154
2022-02-09,211.31271118598121
2022-02-10,216.05549278701037
2022-02-11,214.12134238710647
2022-02-14,210.02059093954838
2022-02-15,208.37294822200815
2022-02-16,211.32591246500877
2022-02-17,209.69745817246041
2022-02-18,208.8342631683491
2022-02-21,213.66234523026603
2022-02-22,211.59201278494487
2022-02-23,204.1286210822077
2022-02-24,210.18890256392646
2022-02-25,207.55177788788527
2022-02-28,205.10848931966305
2022-03-01,206.66863278174375
2022-03-02,202.41509068668216
2022-03-03,196.0232143014947
2022-03-04,197.66206566301148
2022-03-07,203.21308169882434
2022-03-08,197.06775040803035
2022-03-09,194.86827769993607
2022-03-10,191.9697704592277
2022-03-11,196.0146171081346
2022-03-14,190.90273124217384
2022-03-15,182.74198529580121
2022-03-16,185.1284724462782
2022-03-17,182.48901288540887
2022-03-18,179.9790191192661
2022-03-21,181.43604133306192
2022-03-22,181.3684230681073
2022-03-23,188.11737633114882
2022-03-24,185.74275996088898
2022-03-25,185.35421337543872
2022-03-28,188.54677819072336
2022-03-29,189.46050933684987
2022-03-30,193.79853930012885
2022-03-31,192.92319480150886
2022-04-01,194.64343533923235
2022-04-04,190.2543078789637
2022-04-05,188.26329048648753
2022-04-06,192.0851841567772
2022-04-07,189.52461038516313
2022-04-08,197.3746916101717
2022-04-11,191.77676610489345
2022-04-12,188.03710856318534
2022-04-13,189.58780343818847
2022-04-14,192.08824026046386
2022-04-15,194.41457377237683
2022-04-18,203.07364076742832
2022-04-19,197.37847373760746
2022-04-20,200.41534266867345
2022-04-21,195.6936617517474
2022-04-22,201.09633186298933
2022-04-25,199.97798867682323
2022-04-26,202.8435388708932
2022-04-27,203.36362128548436
2022-04-28,197.6693634244926
2022-04-29,205.99370245038835
2022-05-02,203.63425097932486
2022-05-03,196.2964511877179
2022-05-04,191.50990453635492
2022-05-05,189.88324473851262
2022-05-06,190.59185871369314
2022-05-09,183.45302479748509
2022-05-10,180.92154964920184
2022-05-11,176.40285657043066
2022-05-12,179.72880907639333
2022-05-13,175.10534505482116
2022-05-16,174.30831871470897
2022-05-17,175.51446205109565
2022-05-18,170.8088018629751
2022-05-19,165.88534698867522
2022-05-20,162.02383644405015
2022-05-23,161.40539875467763
2022-05-24,159.63838807745466
2022-05-25,152.95574139412096
2022-05-26,151.43829401417514
2022-05-27,151.45591424754502
2022-05-30,153.67605813740204
2022-05-31,150.3028740333485
2022-06-01,156.8711187345131
2022-06-02,154.5091638560174
2022-06-03,150.59953949036816
2022-06-06,151.46129486885997
2022-06-07,151.9081755266371
2022-06-08,154.56337207161047
2022-06-09,153.05036328054814
2022-06-10,151.70603186855945
2022-06-13,151.49814274013718
2022-06-14,154.31836972626834
2022-06-15,151.60916240012972
2022-06-16,147.6500549892281
2022-06-17,146.1191241173114
2022-06-20,150.14970561814985
2022-06-21,148.7552747454434
2022-06-22,149.1801390966459
2022-06-23,145.68971489564257
2022-06-24,146.92244597066428
2022-06-27,147.71190053317088
2022-06-28,149.67153050367358
2022-06-29,143.13547628710143
2022-06-30,143.17999199115474
2022-07-01,144.23717077867178
2022-07-04,142.86867344881392
2022-07-05,143.4607357597525
2022-07-06,144.97857303605005
2022-07-07,147.1065361679803
2022-07-08,146.84966896538313
2022-07-11,142.59812745240316
2022-07-12,140.58239384243714
2022-07-13,142.48547757679597
2022-07-14,140.3858905198161
2022-07-15,140.07491896125822
2022-07-18,142.83676589680132
2022-07-19,141.06757308977058
2022-07-20,144.2135383257103
2022-07-21,144.08870465009593
2022-07-22,145.79268635692
2022-07-25,143.56218501267367
2022-07-26,145.4120926366606
2022-07-27,148.1164176690335
2022-07-28,151.8183849668036
2022-07-29,145.18228874728004
2022-08-01,141.69029379987336
2022-08-02,143.98565501161403
2022-08-03,139.95671561311428
2022-08-04,142.94837163208095
2022-08-05,140.45702633230584
2022-08-08,138.2340081172423
2022-08-09,137.62063980623145
2022-08-10,138.63174454528558
2022-08-11,136.6316059827853
2022-08-12,143.67582365563297
2022-08-15,146.9697359124472
2022-08-16,151.04395106381608
2022-08-17,150.89368046089538
2022-08-18,152.83115379571063
2022-08-19,145.64785947742735
2022-08-22,144.5587139564013
2022-08-23,142.46948359949482
2022-08-24,141.1018078067554
2022-08-25,144.21563072470911
2022-08-26,146.26972230421464
2022-08-29,151.58150499061696
2022-08-30,146.5213251136734
2022-08-31,141.19212856270974
2022-09-01,138.6926400984014
2022-09-02,140.22687963798919
2022-09-05,139.86590784364276
2022-09-06,143.26506733150458
2022-09-07,147.30529219396615
2022-09-08,148.6680157883259
2022-09-09,148.67270217614396
2022-09-12,148.05991053895124
2022-09-13,144.8728148880507
2022-09-14,142.94676163537827
2022-09-15,142.46089130515892
2022-09-16,140.25207249929375
2022-09-19,138.04776520362094
2022-09-20,141.92908885611388
2022-09-21,146.16250021635653
2022-09-22,144.0394116961097
2022-09-23,146.00655284357305
2022-09-26,147.28722833627697
2022-09-27,148.62245316886626
2022-09-28,151.63072576876897
2022-09-29,155.07463334202987
2022-09-30,153.22338364261688
2022-10-03,147.40586750100408
2022-10-04,148.09192019431657
2022-10-05,147.65585810366994
2022-10-06,149.80162885956847
2022-10-07,152.75004129811046
2022-10-10,154.6722450854381
2022-10-11,151.87204224186897
2022-10-12,150.4194813798648
2022-10-13,152.8905661246342
2022-10-14,154.68812622737374
2022-10-17,157.39475576468874
2022-10-18,157.05419627254034
2022-10-19,153.58599103302276
2022-10-20,160.7133072220047
2022-10-21,158.04147907243677
2022-10-24,154.08404456298797
2022-10-25,154.37776348395707
2022-10-26,155.31867730458762
2022-10-27,154.10734567958235
2022-10-28,154.42983465724197
2022-10-31,151.43268463808488
2022-11-01,155.38477710143772
2022-11-02,157.5550418927083
2022-11-03,158.96475916748722
2022-11-04,160.99304526226783
2022-11-07,158.81815197493134
2022-11-08,159.67639168956833
2022-11-09,161.74559413457123
2022-11-10,164.39878773054994
2022-11-11,162.46497562191783
2022-11-14,167.72867531142447
2022-11-15,164.7652659256558
2022-11-16,164.45147441250262
2022-11-17,160.6884433832554
2022-11-18,162.75275256700945
2022-11-21,165.1889636530183
2022-11-22,162.7989214442745
2022-11-23,159.09347868841158
2022-11-24,156.93684307199032
2022-11-25,153.73806778253166
2022-11-28,154.63843230249998
2022-11-29,159.56946202927813
2022-11-30,158.30266452804022
2022-12-01,158.2388342965577
2022-12-02,161.98486388820012
2022-12-05,159.98131603530098
2022-12-06,160.858847097491
2022-12-07,162.81121862777496
2022-12-08,163.9418893541573
2022-12-09,165.39836753329726
2022-12-12,164.94611243877128
2022-12-13,162.6955154345342
2022-12-14,167.4154094288912
2022-12-15,163.73269489488533
2022-12-16,161.219162375442
2022-12-19,158.68376889300413
2022-12-20,162.28838990781605
2022-12-21,167.44959486341395
2022-12-22,168.28013628084454
2022-12-23,171.3608310896908
2022-12-26,162.99480978241667
2022-12-27,161.79473832261118
2022-12-28,160.44036132442366
2022-12-29,164.22228481585807
2022-12-30,162.4423426087268
2023-01-02,160.16247543035408
2023-01-03,159.61276065155812
2023-01-04,160.65048421175334
2023-01-05,160.29669787377753
2023-01-06,158.92765137998256
2023-01-09,157.14963698327972
2023-01-10,157.90048878801366
2023-01-11,154.00738830265485
2023-01-12,150.35846355936891
2023-01-13,149.27156744461587
2023-01-16,149.49587452720922
2023-01-17,149.27022913559966
2023-01-18,150.3605086546542
2023-01-19,148.11055138561105
2023-01-20,151.0093283080376
2023-01-23,152.03810951895346
2023-01-24,153.62745120459783
2023-01-25,153.1002419364907
2023-01-26,152.03453192589166
2023-01-27,154.6629294053319
2023-01-30,151.01379903873743
2023-01-31,146.04856328308333
2023-02-01,142.6722971536666
2023-02-02,145.43519722945507
2023-02-03,146.87647883062834
2023-02-06,145.97777024979408
2023-02-07,144.27759976836526
2023-02-08,144.8537962979827
2023-02-09,144.9427518478613
2023-02-10,146.52304790742883
2023-02-13,148.448440093913
2023-02-14,148.41191067853134
2023-02-15,147.6434392773739
2023-02-16,148.84430169720346
2023-02-17,148.1462986304877
2023-02-20,152.91356343251954
2023-02-21,153.39948015106955
2023-02-22,154.70239372101443
2023-02-23,156.53450952711972
2023-02-24,157.30753284088038
2023-02-27,157.96785704948311
2023-02-28,162.893866630805
2023-03-01,164.74658227054212
2023-03-02,158.84254284872776
2023-03-03,159.70090911159744
2023-03-06,159.38647996290356
2023-03-07,162.7024959534786
2023-03-08,162.68573820725783
2023-03-09,161.22561946558525
2023-03-10,161.37331619305797
2023-03-13,155.99859489379497
2023-03-14,152.5515665127472
2023-03-15,146.74944486505373
2023-03-16,147.24252028208275
2023-03-17,152.11065710931226
2023-03-20,150.35888379402334
2023-03-21,150.10953683744833
2023-03-22,145.1985075447889
2023-03-23,146.7285016422142
2023-03-24,148.97860342832342
2023-03-27,150.42779013577663
2023-03-28,148.79324941892332
2023-03-29,146.51516522120602
2023-03-30,145.574059228058
2023-03-31,145.4390029590248
2023-04-03,149.33590716376392
2023-04-04,145.72303563173892
2023-04-05,147.40964359512827
2023-04-06,149.70303980295293
2023-04-07,151.9124182564834
2023-04-10,148.33068559208294
2023-04-11,149.6163723675347
2023-04-12,148.17476926610473
2023-04-13,145.88078265051362
2023-04-14,146.8483812519933
2023-04-17,147.36391635938506
2023-04-18,147.57477534712348
2023-04-19,147.97891427804134
2023-04-20,154.61895720387193
2023-04-21,152.04085031620156
2023-04-24,144.6772980354686
2023-04-25,142.85873327080395
2023-04-26,146.38380856354254
2023-04-27,143.9364795435366
2023-04-28,145.4143441221413
2023-05-01,146.06434037574292
2023-05-02,146.4593465559145
2023-05-03,144.90189330691686
2023-05-04,141.24699241986778
2023-05-05,138.9091549974286
2023-05-08,135.44673266416524
2023-05-09,138.95977045917806
2023-05-10,138.5683075203679
2023-05-11,138.72418469652692
2023-05-12,138.010734464512
2023-05-15,136.5022379994573
2023-05-16,137.03744922749036
2023-05-17,131.7594542705888
2023-05-18,136.72687019626804
2023-05-19,136.53720409763235
2023-05-22,135.84034596025168
2023-05-23,136.06523719650957
2023-05-24,136.150261964424
2023-05-25,134.78375494172636
2023-05-26,139.4946289355073
2023-05-29,136.85237065308402
2023-05-30,134.14757437995118
2023-05-31,139.9864969958369
2023-06-01,139.94949558919635
2023-06-02,139.097720271018
2023-06-05,134.05078206825482
2023-06-06,135.89772181907114
2023-06-07,129.67488516264999
2023-06-08,129.078528317342
2023-06-09,127.77303908486813
2023-06-12,131.52445281330822
2023-06-13,130.83077671228585
2023-06-14,129.39997906782065
2023-06-15,122.77994686575154
2023-06-16,118.82324114723374
2023-06-19,116.88172482737185
2023-06-20,117.11242583177851
2023-06-21,116.91146331861144
2023-06-22,118.89727109917084
2023-06-23,118.71559921134703
2023-06-26,115.13946561455782
2023-06-27,117.9971595186454
2023-06-28,116.22283276569007
2023-06-29,117.23463221173974
2023-06-30,117.90803125888229
2023-07-03,118.15473729294015
2023-07-04,115.4714162464321
2023-07-05,114.85086050919887
2023-07-06,110.3717766765081
2023-07-07,109.8482385160896
2023-07-10,111.84310106329062
2023-07-11,113.6600105757766
2023-07-12,113.7382902428423
2023-07-13,107.93904308494655
2023-07-14,109.79079526626654
2023-07-17,113.0615755838618
2023-07-18,116.10102535047353
2023-07-19,118.58830208382363
2023-07-20,116.70684904545473
2023-07-21,112.20420905484606
2023-07-24,111.81979523536587
2023-07-25,111.21879532377098
2023-07-26,106.30647563021031
2023-07-27,104.7934639315794
2023-07-28,103.35628615471677
2023-07-31,100.88919736281046
