Date,TRV
2020-06-19,231.72804015470905
2020-06-22,238.2687131433285
2020-06-23,235.41599078964646
2020-06-24,238.3477587238692
2020-06-25,232.0528458777252
2020-06-26,231.192720452798
2020-06-29,220.1980825785061
2020-06-30,233.1254414680907
2020-07-01,222.83854120676838
2020-07-02,215.42193693745728
2020-07-03,217.95091224593338
2020-07-06,223.9471646246652
2020-07-07,218.01408987512104
2020-07-08,222.24600303509396
2020-07-09,218.1949851564733
2020-07-10,224.37207404321796
2020-07-13,220.45166520881614
2020-07-14,218.36943794867196
2020-07-15,212.63113322193402
2020-07-16,205.4503938059259
2020-07-17,203.36126057982366
2020-07-20,202.1143901121576
2020-07-21,202.0523213075993
2020-07-22,205.6267095615193
2020-07-23,202.77763181476524
2020-07-24,204.09929380647355
2020-07-27,204.99963760792033
2020-07-28,197.42248118359353
2020-07-29,198.58671628691943
2020-07-30,193.78770966161142
2020-07-31,195.89034958585964
2020-08-03,198.57788229917188
2020-08-04,194.17578668668847
2020-08-05,192.8185493054998
2020-08-06,183.61679776952224
2020-08-07,178.9610932338235
2020-08-10,177.88577138519665
2020-08-11,189.90758313166768
2020-08-12,198.76052664794906
2020-08-13,195.33234219553825
2020-08-14,193.65600228205062
2020-08-17,192.66983922109947
2020-08-18,187.45895174685316
2020-08-19,194.05262751433156
2020-08-20,179.64483288646707
2020-08-21,184.43053125991213
2020-08-24,179.52591365846874
2020-08-25,179.8166823242996
2020-08-26,184.5378569391527
2020-08-27,166.0862291185775
2020-08-28,168.65691868534202
2020-08-31,169.3923033743941
2020-09-01,168.52815768710659
2020-09-02,168.50009174006152
2020-09-03,179.97903507017887
2020-09-04,178.4265366354807
2020-09-07,168.3608980083374
2020-09-08,165.22648589866407
2020-09-09,158.75563620267496
2020-09-10,162.09092358024293
2020-09-11,158.71069544700748
2020-09-14,164.56000065514024
2020-09-15,161.21579529495733
2020-09-16,158.2341855327143
2020-09-17,153.4415625857067
2020-09-18,158.11613994905628
2020-09-21,152.3556344351799
2020-09-22,153.87357982382306
2020-09-23,166.1673231323251
2020-09-24,164.7063089829655
2020-09-25,171.81264536906988
2020-09-28,176.51198799599217
2020-09-29,173.5461686452918
2020-09-30,172.0899964897886
2020-10-01,178.4529765695449
2020-10-02,187.07962752854718
2020-10-05,180.9347649949107
2020-10-06,180.73391141734263
2020-10-07,182.14951192662656
2020-10-08,179.59434293525018
2020-10-09,181.80770771900248
2020-10-12,180.41785042322766
2020-10-13,182.80568632240562
2020-10-14,184.84746528044084
2020-10-15,192.9040553277828
2020-10-16,195.20821356940226
2020-10-19,196.05258607991988
2020-10-20,198.04894173760803
2020-10-21,195.80730093606277
2020-10-22,194.26556078984504
2020-10-23,192.68462616347003
2020-10-26,185.122402753182
2020-10-27,183.89981230342698
2020-10-28,192.51275539517923
2020-10-29,192.49241970556764
2020-10-30,193.20613152988315
2020-11-02,190.96882385219695
2020-11-03,196.71715559125124
2020-11-04,185.98930863460293
2020-11-05,198.47289519739437
2020-11-06,197.97987394769225
2020-11-09,203.0697088975636
2020-11-10,214.42141470446074
2020-11-11,209.3600267410622
2020-11-12,210.727455569481
2020-11-13,210.1295570389339
2020-11-16,210.20421344969122
2020-11-17,210.9503654201455
2020-11-18,212.3140218209751
2020-11-19,219.15443562540682
2020-11-20,230.73018841562208
2020-11-23,225.17246152565585
2020-11-24,221.37041430649373
2020-11-25,217.89975457666912
2020-11-26,215.661592807081
2020-11-27,203.45705255295653
2020-11-30,199.4776286643263
2020-12-01,210.78032754600125
2020-12-02,210.26037334100255
2020-12-03,216.11791962708588
2020-12-04,215.1709201441794
2020-12-07,208.0614889337188
2020-12-08,207.236430984159
2020-12-09,212.89443364193144
2020-12-10,210.1226302292294
2020-12-11,204.81565841066853
2020-12-14,197.51078778471162
2020-12-15,204.38307544975225
2020-12-16,208.25841913191502
2020-12-17,211.69634217394713
2020-12-18,216.40732140692782
2020-12-21,222.4048875633479
2020-12-22,228.0444295153628
2020-12-23,235.00494844848282
2020-12-24,235.85200362185103
2020-12-25,230.10376282849091
2020-12-28,217.13869183061252
2020-12-29,222.33656708632546
2020-12-30,227.16928650292374
2020-12-31,221.9032712099921
2021-01-01,215.78592425378875
2021-01-04,214.40896987904662
2021-01-05,212.63977668221847
2021-01-06,209.0524329930161
2021-01-07,193.14411516190754
2021-01-08,196.64961212408673
2021-01-11,198.00629296339832
2021-01-12,198.50367406493748
2021-01-13,192.70451670907863
2021-01-14,191.64554407731447
2021-01-15,193.58979457794325
2021-01-18,192.13606653210263
2021-01-19,192.79593559031872
2021-01-20,188.26620519540424
2021-01-21,184.10696571994558
2021-01-22,182.43419767972563
2021-01-25,183.86722921664938
2021-01-26,180.68972555292285
2021-01-27,182.12773629654936
2021-01-28,173.06154254250063
2021-01-29,171.2683195307124
2021-02-01,169.87541102444365
2021-02-02,175.59577401955258
2021-02-03,168.58725000051237
2021-02-04,175.14395170090685
2021-02-05,169.55204127877087
2021-02-08,167.24049157137327
2021-02-09,167.2262999434385
2021-02-10,163.5411940953812
2021-02-11,168.5681940734185
2021-02-12,167.8771588281846
2021-02-15,159.93033533097955
2021-02-16,163.84769385635948
2021-02-17,162.3461362132157
2021-02-18,150.67908141855247
2021-02-19,151.35065661917125
2021-02-22,153.94022361243677
2021-02-23,157.9991049138949
2021-02-24,155.60693112169574
2021-02-25,156.01724861981927
2021-02-26,148.41700101403075
2021-03-01,151.61877739843646
2021-03-02,142.40289251854816
2021-03-03,138.24724587933372
2021-03-04,135.93523222962307
2021-03-05,141.29130831033095
2021-03-08,138.3528895539756
2021-03-09,135.5146828837672
2021-03-10,132.22665500733254
2021-03-11,125.90741922019131
2021-03-12,122.44683764595023
2021-03-15,120.4607790259369
2021-03-16,118.30016317658698
2021-03-17,123.16022754229604
2021-03-18,127.68062380540127
2021-03-19,130.47592870087686
2021-03-22,131.4603690638526
2021-03-23,139.41748706999792
2021-03-24,142.88663627061612
2021-03-25,146.85905568447646
2021-03-26,145.9015442711022
2021-03-29,145.09325697822464
2021-03-30,151.4648662291367
2021-03-31,149.77452654316053
2021-04-01,151.68469276649185
2021-04-02,145.14362424285036
2021-04-05,139.53606434720692
2021-04-06,142.2310010803725
2021-04-07,141.86569679715018
2021-04-08,143.52062143765244
2021-04-09,138.05093372457594
2021-04-12,139.84444250121462
2021-04-13,136.87275018978684
2021-04-14,136.94349164111037
2021-04-15,134.97998201803716
2021-04-16,131.9930027191562
2021-04-19,132.30649578602458
2021-04-20,129.96468112098557
2021-04-21,128.27358698989184
2021-04-22,130.64817646617
2021-04-23,127.5568612942856
2021-04-26,128.67306358503495
2021-04-27,125.39805540989182
2021-04-28,128.15764053443195
2021-04-29,132.61711599494495
2021-04-30,131.7010092931289
2021-05-03,125.76999662860108
2021-05-04,125.8254171386905
2021-05-05,128.21101715733482
2021-05-06,122.01760848146175
2021-05-07,129.85101696914532
2021-05-10,119.97272657045644
2021-05-11,117.6488653653308
2021-05-12,114.7422544341849
2021-05-13,111.97134802244913
2021-05-14,110.39422061930627
2021-05-17,107.78124693386196
2021-05-18,112.03988405630604
2021-05-19,106.63709521751503
2021-05-20,106.58023793268832
2021-05-21,107.36703482755735
2021-05-24,108.41976910629334
2021-05-25,107.2141189836438
2021-05-26,105.36547853909275
2021-05-27,109.7920942099972
2021-05-28,111.06934743966657
2021-05-31,108.74911632034781
2021-06-01,106.93097684509625
2021-06-02,104.13480725395601
2021-06-03,104.78408168022345
2021-06-04,102.72443672556128
2021-06-07,103.30290651088663
2021-06-08,102.88089583278777
2021-06-09,107.23731735436706
2021-06-10,109.79096284721187
2021-06-11,109.4026371833765
2021-06-14,116.17302625008492
2021-06-15,120.0966379768749
2021-06-16,117.86910045655279
2021-06-17,121.70457548858231
2021-06-18,121.62777437982815
2021-06-21,121.6447941227383
2021-06-22,120.13297058343103
2021-06-23,114.43743178055337
2021-06-24,115.29658166773915
2021-06-25,120.054764562048
2021-06-28,119.68151172964359
2021-06-29,121.03379636646898
2021-06-30,120.41600647051146
2021-07-01,120.29179109078615
2021-07-02,116.4688382070005
2021-07-05,118.20041494806391
2021-07-06,114.38857274032057
2021-07-07,113.66615336353385
2021-07-08,115.14231509094353
2021-07-09,113.59091671256661
2021-07-12,112.32512383894591
2021-07-13,114.86861809053939
2021-07-14,112.02830639748436
2021-07-15,114.90263953807322
2021-07-16,115.91565740181866
2021-07-19,123.89661489166554
2021-07-20,122.82653777569108
2021-07-21,127.35918348377083
2021-07-22,123.09395848564428
2021-07-23,120.29155344317813
2021-07-26,118.19092062756889
2021-07-27,122.76481669597526
2021-07-28,121.49892836113771
2021-07-29,123.40471292190462
2021-07-30,120.92440051524797
2021-08-02,123.4924302393807
2021-08-03,123.1818486953044
2021-08-04,125.78732452162478
2021-08-05,122.03605335036639
2021-08-06,118.97359465130707
2021-08-09,117.6135037983137
2021-08-10,118.38027162453346
2021-08-11,118.58877092840126
2021-08-12,126.1952986757835
2021-08-13,129.92634097886489
2021-08-16,129.63104369303014
2021-08-17,133.4472417489569
2021-08-18,133.7931094301465
2021-08-19,133.38789030384774
2021-08-20,134.54940362005564
2021-08-23,134.96786703501488
2021-08-24,135.39232770882214
2021-08-25,127.28019565501506
2021-08-26,126.67681992641702
2021-08-27,121.42792048873335
2021-08-30,117.22709031518126
2021-08-31,122.84546018141873
2021-09-01,124.14219953630521
2021-09-02,125.5573629594137
2021-09-03,125.41876418437104
2021-09-06,123.2192073896874
2021-09-07,125.45193808223605
2021-09-08,124.88505885011443
2021-09-09,119.47502714276389
2021-09-10,119.95991124973065
2021-09-13,113.99720110142185
2021-09-14,116.05397366400578
2021-09-15,116.83990714464917
2021-09-16,111.98912981797284
2021-09-17,112.50007309327728
2021-09-20,112.87987001826353
2021-09-21,108.7507431471227
2021-09-22,113.48567028267804
2021-09-23,116.37386563654768
2021-09-24,118.13794283478225
2021-09-27,114.90255378103348
2021-09-28,114.2064173136372
2021-09-29,110.4457121675056
2021-09-30,111.48049142176093
2021-10-01,116.40925998233739
2021-10-04,117.09686254724724
2021-10-05,122.10893514809968
2021-10-06,120.46710223353634
2021-10-07,119.1168110997032
2021-10-08,119.17916089381957
2021-10-11,115.59179063708775
2021-10-12,115.26788256554862
2021-10-13,120.15382760320801
2021-10-14,114.37583021343927
2021-10-15,110.96214740001858
2021-10-18,115.67212316454129
2021-10-19,112.67087395978172
2021-10-20,114.32898440470956
2021-10-21,117.8066684894779
2021-10-22,121.80578915942252
2021-10-25,119.81965034135456
2021-10-26,123.45622356940743
2021-10-27,122.90623833431815
2021-10-28,119.95679876804968
2021-10-29,125.0164810601704
2021-11-01,128.4380461372714
2021-11-02,126.41056175222586
2021-11-03,116.20508391242264
2021-11-04,120.14881184564636
2021-11-05,117.43857028971338
2021-11-08,125.93409971318113
2021-11-09,121.53915231939267
2021-11-10,128.30752847563485
2021-11-11,128.3811782043118
2021-11-12,125.15476821401418
2021-11-15,126.20765426959613
2021-11-16,130.4681846872975
2021-11-17,132.27058636778912
2021-11-18,134.03628360681878
2021-11-19,135.00943698893747
2021-11-22,138.9786527277315
2021-11-23,130.71894237705217
2021-11-24,133.80436253749755
2021-11-25,137.79776482529934
2021-11-26,144.93349737231944
2021-11-29,146.1194769831613
2021-11-30,145.983230171575
2021-12-01,142.13079825345878
2021-12-02,148.53912661981005
2021-12-03,150.67892474527162
2021-12-06,151.3750426724923
2021-12-07,147.8201237989446
2021-12-08,145.46993695295765
2021-12-09,148.0013913046753
2021-12-10,149.79007882663836
2021-12-13,150.11946847230652
2021-12-14,151.88936598331978
2021-12-15,153.68962720561598
2021-12-16,145.2241503223504
2021-12-17,137.80943058955012
2021-12-20,135.76207142270346
2021-12-21,131.11386404366152
2021-12-22,132.2386267418401
2021-12-23,137.25662627496396
2021-12-24,140.87700937695686
2021-12-27,138.60789653734292
2021-12-28,135.86052881750783
2021-12-29,138.58547909734233
2021-12-30,144.30351691761354
2021-12-31,142.70742492658465
2022-01-03,139.40333198519295
2022-01-04,139.02598154082128
2022-01-05,139.16871908354574
2022-01-06,140.48281651212258
2022-01-07,136.54008818874556
2022-01-10,137.44748356549732
2022-01-11,133.20568465145453
2022-01-12,129.23344911589027
2022-01-13,131.96047083840494
2022-01-14,133.4125863313971
2022-01-17,134.69608239982253
2022-01-18,135.55675604672695
2022-01-19,131.23670142014572
2022-01-20,131.91489373456392
2022-01-21,133.52376438893577
2022-01-24,139.82676500004905
2022-01-25,140.92059647133922
2022-01-26,139.9700520094431
2022-01-27,134.8299824445043
2022-01-28,141.8326338214397
2022-01-31,135.47270039101448
2022-02-01,138.2935966384522
2022-02-02,138.07076635253176
2022-02-03,133.28787946316154
2022-02-04,136.12972742703377
2022-02-07,136.90316533538734
2022-02-08,129.06497611197918
2022-02-09,126.25993761858214
2022-02-10,124.3145761507412
2022-02-11,119.25578208161065
2022-02-14,116.79529214353713
2022-02-15,115.2324010134267
2022-02-16,113.63723437756784
2022-02-17,111.71748940946418
2022-02-18,109.38502126717162
2022-02-21,110.28440389469841
2022-02-22,113.39291170612259
2022-02-23,109.61572122851973
2022-02-24,108.18034807943809
2022-02-25,105.06784226269924
2022-02-28,102.23295196465072
2022-03-01,95.28664821623555
2022-03-02,94.25856941292237
2022-03-03,95.82213592124272
2022-03-04,98.41085655179664
2022-03-07,100.20886039843604
2022-03-08,98.73630190647361
2022-03-09,98.4637458872701
2022-03-10,99.96698826498654
2022-03-11,99.8938679489261
2022-03-14,103.76810742576671
2022-03-15,104.88454821015735
2022-03-16,107.30689217516345
2022-03-17,110.00746315147533
2022-03-18,109.54567212713633
2022-03-21,114.32490945172803
2022-03-22,119.71863285096862
2022-03-23,116.24184159213492
2022-03-24,114.69891482932324
2022-03-25,111.76719084112258
2022-03-28,112.24568944695594
2022-03-29,113.35658465775022
2022-03-30,113.59451914447048
2022-03-31,111.75632011685681
2022-04-01,110.72133405832382
2022-04-04,111.21956111043157
2022-04-05,109.67530389667591
2022-04-06,110.35693268697858
2022-04-07,107.22514105891646
2022-04-08,107.58161597250997
2022-04-11,110.44717352985136
2022-04-12,114.34143808225555
2022-04-13,116.39340736544693
2022-04-14,119.97613873804556
2022-04-15,122.80844285376695
2022-04-18,125.3607801255219
2022-04-19,125.71096697148383
2022-04-20,127.55543329808091
2022-04-21,128.5021105002152
2022-04-22,127.74385529091256
2022-04-25,127.9526393179881
2022-04-26,130.69213379895857
2022-04-27,138.53037099370124
2022-04-28,143.18661559220237
2022-04-29,138.1953908640096
2022-05-02,138.17017152439314
2022-05-03,136.16312116570052
2022-05-04,139.41862984677263
2022-05-05,138.12588959985587
2022-05-06,139.7148488367274
2022-05-09,136.90857450680696
2022-05-10,138.77007012067037
2022-05-11,138.39765859941355
2022-05-12,138.8508527255934
2022-05-13,136.61448298132672
2022-05-16,132.92297223829527
2022-05-17,133.78918862939747
2022-05-18,134.22408241474048
2022-05-19,135.7655008904445
2022-05-20,144.25744925072092
2022-05-23,143.60531648532086
2022-05-24,152.11543525849603
2022-05-25,155.02041639788146
2022-05-26,151.9507264835482
2022-05-27,151.59115962737167
2022-05-30,163.33589972024515
2022-05-31,160.26960168752507
2022-06-01,158.70355501310115
2022-06-02,158.72961798215172
2022-06-03,156.1911548999592
2022-06-06,159.54850638953292
2022-06-07,156.90871364237825
2022-06-08,154.70679338476128
2022-06-09,154.66323515193272
2022-06-10,150.47562850593485
2022-06-13,147.68197776867717
2022-06-14,149.29040639819425
2022-06-15,146.88493693429095
2022-06-16,150.64090049698203
2022-06-17,151.80318054156783
2022-06-20,150.90855133397307
2022-06-21,150.82994077290178
2022-06-22,148.504607284689
2022-06-23,151.04464207501837
2022-06-24,158.5196355859074
2022-06-27,156.9188030867359
2022-06-28,160.41737938963314
2022-06-29,157.6764920097087
2022-06-30,152.4737550073624
2022-07-01,156.78379344403263
2022-07-04,152.53963914436994
2022-07-05,154.025575185485
2022-07-06,151.72040252650666
2022-07-07,149.98374055854538
2022-07-08,152.30720790215886
2022-07-11,155.5612507696884
2022-07-12,154.55740122121117
2022-07-13,155.54630634061712
2022-07-14,152.22420608915212
2022-07-15,153.91990348014212
2022-07-18,155.9224782751931
2022-07-19,152.260867828734
2022-07-20,156.9420258116679
2022-07-21,165.3379817595427
2022-07-22,164.41579460449725
2022-07-25,164.76873190755163
2022-07-26,174.26034316744892
2022-07-27,177.8827629439621
2022-07-28,183.7124167551352
2022-07-29,185.02476252408727
2022-08-01,185.25583068331977
2022-08-02,184.8722034015813
2022-08-03,179.40522263142438
2022-08-04,176.85590835808236
2022-08-05,181.7318860977478
2022-08-08,179.36892297633318
2022-08-09,178.62627292207296
2022-08-10,173.87710523309346
2022-08-11,179.09978871021465
2022-08-12,178.97991782570378
2022-08-15,179.7688283810936
2022-08-16,175.66582766247313
2022-08-17,178.45560233851924
2022-08-18,183.8657521572926
2022-08-19,186.4453918803258
2022-08-22,189.44245274893916
2022-08-23,191.06118791195547
2022-08-24,189.24658233134917
2022-08-25,179.99009376628138
2022-08-26,181.17724348612091
2022-08-29,179.65969899813277
2022-08-30,178.8384959026785
2022-08-31,181.0926452582783
2022-09-01,176.17698179823773
2022-09-02,174.3029204724415
2022-09-05,175.75821729596387
2022-09-06,172.23275914778856
2022-09-07,170.13539010947034
2022-09-08,171.93256257873722
2022-09-09,173.95494499503798
2022-09-12,178.37533059183087
2022-09-13,175.85080085204066
2022-09-14,185.7791607592834
2022-09-15,177.42855861468973
2022-09-16,181.30666645919658
2022-09-19,184.01623183793563
2022-09-20,181.19218552982693
2022-09-21,182.71392108241508
2022-09-22,185.25137307312752
2022-09-23,195.6998531089165
2022-09-26,200.03627313851274
2022-09-27,202.1121915267683
2022-09-28,210.67927346541762
2022-09-29,210.49301112404535
2022-09-30,205.99312287952588
2022-10-03,207.81902733049236
2022-10-04,199.04953845694848
2022-10-05,192.53859639197995
2022-10-06,192.86904387462056
2022-10-07,185.76034740360242
2022-10-10,187.8304984150763
2022-10-11,189.85878792111558
2022-10-12,193.26986171429812
2022-10-13,198.21991568132142
2022-10-14,198.81906101846775
2022-10-17,202.78148950434164
2022-10-18,211.9918489911016
2022-10-19,209.36407134098724
2022-10-20,211.811107135042
2022-10-21,225.0914754052946
2022-10-24,216.94587341377357
2022-10-25,221.21280596524736
2022-10-26,218.33039877812544
2022-10-27,220.70321767396314
2022-10-28,226.75170361269178
2022-10-31,226.40836482896992
2022-11-01,230.1214341005119
2022-11-02,228.7903281779759
2022-11-03,225.7506303667444
2022-11-04,229.39674958793398
2022-11-07,231.67311969316017
2022-11-08,242.83731391789487
2022-11-09,252.35740017303644
2022-11-10,261.7693655970736
2022-11-11,263.7503956400061
2022-11-14,257.8090694697869
2022-11-15,251.92166070579282
2022-11-16,251.44496884021837
2022-11-17,263.01652917860264
2022-11-18,267.0197674237257
2022-11-21,273.24598287414995
2022-11-22,277.6610035695029
2022-11-23,281.7155507306057
2022-11-24,283.0926717463492
2022-11-25,281.1900477813853
2022-11-28,281.9594765042312
2022-11-29,287.54171792200543
2022-11-30,288.4137679206255
2022-12-01,292.5487350847319
2022-12-02,276.07957515174036
2022-12-05,274.6607741873036
2022-12-06,270.18255835199824
2022-12-07,273.25585133296
2022-12-08,267.95513612946445
2022-12-09,277.22697896320074
2022-12-12,267.8660302598166
2022-12-13,261.5197934614151
2022-12-14,259.408855323265
2022-12-15,245.93574766837648
2022-12-16,252.7348726121582
2022-12-19,247.11202279484363
2022-12-20,251.76019465099742
2022-12-21,256.88356180810507
2022-12-22,249.9574409096468
2022-12-23,246.11835336262928
2022-12-26,255.1869713895867
2022-12-27,259.0254421648495
2022-12-28,257.80449295426934
2022-12-29,266.2979020208146
2022-12-30,267.0252122406885
2023-01-02,261.5847807693111
2023-01-03,270.38058425500043
2023-01-04,273.5555103387529
2023-01-05,269.0240729844063
2023-01-06,272.52214184789955
2023-01-09,273.830661376286
2023-01-10,278.3274401147966
2023-01-11,273.7127141875524
2023-01-12,267.02750356555623
2023-01-13,274.49452147946533
2023-01-16,287.91973420893555
2023-01-17,285.17667703081696
2023-01-18,293.34243939922584
2023-01-19,297.60467928816814
2023-01-20,286.2911084103897
2023-01-23,272.00572075025053
2023-01-24,265.43376888553206
2023-01-25,251.23680025741942
2023-01-26,245.2952013709021
2023-01-27,241.4375719358903
2023-01-30,243.72013858533117
2023-01-31,235.22827966689403
2023-02-01,230.47247830600094
2023-02-02,221.42289274409475
2023-02-03,219.68190672552987
2023-02-06,221.81729035267577
2023-02-07,232.13892867112622
2023-02-08,234.1575026888896
2023-02-09,237.79197831493076
2023-02-10,236.68438648332537
2023-02-13,229.22918342819466
2023-02-14,234.5034114291151
2023-02-15,230.27183248530892
2023-02-16,225.53111882125876
2023-02-17,227.14689166112535
2023-02-20,228.9358945954339
2023-02-21,236.26438321292483
2023-02-22,229.76446773990108
2023-02-23,227.45318608510405
2023-02-24,226.41248915317615
2023-02-27,217.54996391797744
2023-02-28,222.46506327291848
2023-03-01,228.83484662888827
2023-03-02,242.89798662073684
2023-03-03,248.32647458837437
2023-03-06,264.54580337958794
2023-03-07,260.5893228736273
2023-03-08,257.8555216928252
2023-03-09,269.37776111215146
2023-03-10,262.00822093669706
2023-03-13,268.51061834542037
2023-03-14,266.603975904941
2023-03-15,269.93274655151333
2023-03-16,266.2934713889801
2023-03-17,272.5492671007682
2023-03-20,261.65942693999773
2023-03-21,269.1388880096955
2023-03-22,260.87082517223644
2023-03-23,271.9546618876312
2023-03-24,274.5193800968459
2023-03-27,272.7829128933386
2023-03-28,265.53907836701575
2023-03-29,269.2892781275902
2023-03-30,266.85937416126677
2023-03-31,260.0390502716695
2023-04-03,263.2284573681278
2023-04-04,273.7170041650386
2023-04-05,269.5032957309112
2023-04-06,270.964269368703
2023-04-07,270.2893780687882
2023-04-10,269.3113906494474
2023-04-11,270.00512368335814
2023-04-12,277.0428673224797
2023-04-13,286.3193663726736
2023-04-14,283.11573837935737
2023-04-17,282.14256496453777
2023-04-18,279.52809848486794
2023-04-19,274.6202571444848
2023-04-20,264.0231245735986
2023-04-21,259.124054178902
2023-04-24,246.6166287868965
2023-04-25,243.96223642066147
2023-04-26,240.5261794439417
2023-04-27,223.1350273139451
2023-04-28,206.9344745144052
2023-05-01,204.49801249955476
2023-05-02,201.27386866334237
2023-05-03,204.61490444123106
2023-05-04,207.56350917430646
2023-05-05,203.65945162601218
2023-05-08,204.83553938320762
2023-05-09,219.4908998311021
2023-05-10,213.4120135985004
2023-05-11,215.90918254093398
2023-05-12,221.2134744430795
2023-05-15,214.2030238193816
2023-05-16,218.27296472376253
2023-05-17,217.65197508402989
2023-05-18,217.6406236546835
2023-05-19,227.12201269213293
2023-05-22,225.78606380807793
2023-05-23,212.5235796159541
2023-05-24,211.8288772692707
2023-05-25,204.10843232884883
2023-05-26,211.35834093098484
2023-05-29,213.83535778364097
2023-05-30,225.03293002696498
2023-05-31,220.42026326300217
2023-06-01,230.2651121023041
2023-06-02,227.3318371058029
2023-06-05,233.85834834954252
2023-06-06,231.92122112322767
2023-06-07,235.17211133851507
2023-06-08,241.43480831618348
2023-06-09,234.14000350413968
2023-06-12,227.84758605038084
2023-06-13,218.65031991898638
2023-06-14,226.55952446596882
2023-06-15,229.7372462276469
2023-06-16,228.98761289408858
2023-06-19,239.81278507205138
2023-06-20,244.74645341721953
2023-06-21,241.841971199376
2023-06-22,237.74712940773918
2023-06-23,238.2283227568526
2023-06-26,240.60722375678637
2023-06-27,258.47717688664767
2023-06-28,259.5005042773398
2023-06-29,264.2990829453479
2023-06-30,269.0240253656829
2023-07-03,271.9678160273174
2023-07-04,280.4029941575926
2023-07-05,282.478218054115
2023-07-06,281.70865616083734
2023-07-07,284.15235006979185
2023-07-10,288.25223569686256
2023-07-11,290.03465618756036
2023-07-12,285.3645292016088
2023-07-13,292.62485438653556
2023-07-14,297.591958606567
2023-07-17,278.53221066539794
2023-07-18,284.9181221750507
2023-07-19,281.42116064841133
2023-07-20,271.60696359348987
2023-07-21,285.29250029111444
2023-07-24,287.7901437963976
2023-07-25,278.59771562596103
2023-07-26,268.7945614134858
2023-07-27,267.05320351681473
2023-07-28,264.8775566284966
2023-07-31,267.508840165056
