Date,MLM
2020-10-21,384.19647671101643
2020-10-22,390.3377303327101
2020-10-23,407.6858274148603
2020-10-26,404.9945071100478
2020-10-27,423.96596418574535
2020-10-28,424.71597227131684
2020-10-29,418.1361191895692
2020-10-30,440.842090782027
2020-11-02,431.6202597831093
2020-11-03,439.97168962800373
2020-11-04,444.75795940087755
2020-11-05,445.0872750099245
2020-11-06,451.8893732301293
2020-11-09,451.16196626516916
2020-11-10,482.23614654379486
2020-11-11,466.3760658308397
2020-11-12,461.34209989683245
2020-11-13,449.54616538148304
2020-11-16,441.20830896581754
2020-11-17,444.2723172414856
2020-11-18,438.7571297538731
2020-11-19,444.2589789614265
2020-11-20,426.9384761387223
2020-11-23,401.47320769152924
2020-11-24,401.8490102274733
2020-11-25,412.73363177731454
2020-11-26,394.9330154008197
2020-11-27,399.55836454293194
2020-11-30,381.25927126373904
2020-12-01,385.4996966607798
2020-12-02,374.2379571706408
2020-12-03,359.8578174775407
2020-12-04,353.08439690497295
2020-12-07,351.3874079814171
2020-12-08,360.20233731425526
2020-12-09,350.07927622918726
2020-12-10,339.35113663036714
2020-12-11,350.6335311929968
2020-12-14,354.4262659641675
2020-12-15,330.8282736222604
2020-12-16,341.76547208781415
2020-12-17,337.3449907125461
2020-12-18,339.3786719059986
2020-12-21,346.50619898333946
2020-12-22,345.5788224666917
2020-12-23,364.2120303798296
2020-12-24,367.921659625966
2020-12-25,368.91160929826884
2020-12-28,355.2438805414539
2020-12-29,347.2826531702089
2020-12-30,340.759220764855
2020-12-31,338.0167287843945
2021-01-01,344.4501545050735
2021-01-04,335.70491790501865
2021-01-05,322.34276773985533
2021-01-06,314.28322043477425
2021-01-07,308.5835808740456
2021-01-08,307.23948464002257
2021-01-11,313.8256693490737
2021-01-12,306.4629707265951
2021-01-13,311.88787014128116
2021-01-14,310.2398768139806
2021-01-15,314.5020896324532
2021-01-18,314.34678615101683
2021-01-19,322.0576106526653
2021-01-20,307.8048458899692
2021-01-21,304.4060378886674
2021-01-22,313.2775984658561
2021-01-25,313.226234030825
2021-01-26,320.3777845291735
2021-01-27,310.7487090113306
2021-01-28,305.36764156625264
2021-01-29,313.98301415533405
2021-02-01,315.19681990767805
2021-02-02,327.1520851581965
2021-02-03,314.07613240761765
2021-02-04,309.9991413290286
2021-02-05,310.50363272688895
2021-02-08,312.6451712982836
2021-02-09,304.0200280550177
2021-02-10,321.6422024948676
2021-02-11,331.6311333497531
2021-02-12,334.49430513717624
2021-02-15,340.61387880859934
2021-02-16,365.10319631622355
2021-02-17,358.22971514703556
2021-02-18,362.9919002542272
2021-02-19,354.0987807778823
2021-02-22,352.6586364293023
2021-02-23,356.84724954585243
2021-02-24,360.33754921801614
2021-02-25,355.4999542306331
2021-02-26,356.7579654787751
2021-03-01,362.52217937703614
2021-03-02,372.8698809120641
2021-03-03,374.91992110554787
2021-03-04,373.3128081025579
2021-03-05,385.7348939303932
2021-03-08,379.62688565899333
2021-03-09,397.5317548500732
2021-03-10,398.9312276001759
2021-03-11,389.04991350419914
2021-03-12,381.60396707563297
2021-03-15,380.775593155855
2021-03-16,391.1643549478144
2021-03-17,375.3669287113348
2021-03-18,377.8836437774138
2021-03-19,388.56037973485365
2021-03-22,390.1050752282174
2021-03-23,400.84531002318454
2021-03-24,391.6849420114313
2021-03-25,389.26977886858555
2021-03-26,386.335754018344
2021-03-29,377.08289101072535
2021-03-30,384.2492748660141
2021-03-31,382.03931819634454
2021-04-01,361.9780365795965
2021-04-02,362.042013223227
2021-04-05,375.88853654310526
2021-04-06,374.64422608513274
2021-04-07,379.5394514758636
2021-04-08,389.520961640727
2021-04-09,391.59513734791045
2021-04-12,385.5810846354494
2021-04-13,381.4497384461278
2021-04-14,375.47418674762883
2021-04-15,374.48793773754676
2021-04-16,369.7788615709383
2021-04-19,369.2082922970938
2021-04-20,364.74159200467153
2021-04-21,365.53475229231327
2021-04-22,363.0166199856567
2021-04-23,357.2040620848269
2021-04-26,357.1451116045271
2021-04-27,352.1435335516133
2021-04-28,366.1533223572313
2021-04-29,369.8157636356797
2021-04-30,384.5107302434225
2021-05-03,386.3244242051562
2021-05-04,372.2054937473463
2021-05-05,379.05045102177047
2021-05-06,373.98828147474427
2021-05-07,365.1070995084002
2021-05-10,357.36903558048255
2021-05-11,371.153899217629
2021-05-12,379.0468583938169
2021-05-13,365.09533455448513
2021-05-14,362.42588647099143
2021-05-17,373.7776861870698
2021-05-18,381.52021793109384
2021-05-19,376.1070405456515
2021-05-20,381.0524571938529
2021-05-21,394.34512718415243
2021-05-24,409.1668831215556
2021-05-25,421.5871299042156
2021-05-26,428.9390808957127
2021-05-27,426.27418744468207
2021-05-28,414.5925273353782
2021-05-31,422.84905504150123
2021-06-01,416.98109693889535
2021-06-02,419.2564240424937
2021-06-03,420.0901738059593
2021-06-04,419.1396720894522
2021-06-07,407.679745385627
2021-06-08,400.10181425141525
2021-06-09,409.59578674688305
2021-06-10,417.01889435026783
2021-06-11,417.61781489939136
2021-06-14,398.87382933064305
2021-06-15,383.3912218893741
2021-06-16,378.259037347453
2021-06-17,373.6912824998801
2021-06-18,368.4193793695013
2021-06-21,370.4780760911967
2021-06-22,359.2274613192181
2021-06-23,366.2716021329237
2021-06-24,382.36369450149846
2021-06-25,381.4231035808403
2021-06-28,387.7038374550997
2021-06-29,390.09210669404206
2021-06-30,377.80372774118064
2021-07-01,368.7600057804382
2021-07-02,365.1631252628715
2021-07-05,385.2801666756604
2021-07-06,376.4623467131826
2021-07-07,391.16359246596477
2021-07-08,380.4549653993835
2021-07-09,388.56017885708343
2021-07-12,384.3590661586877
2021-07-13,372.59019160437003
2021-07-14,388.8547156583724
2021-07-15,392.0735859194739
2021-07-16,396.8966271003572
2021-07-19,404.6949883973609
2021-07-20,434.61529406619076
2021-07-21,434.69489150231095
2021-07-22,443.3092710633475
2021-07-23,450.49261128134253
2021-07-26,438.8069354950971
2021-07-27,431.0114263580854
2021-07-28,435.05142651208376
2021-07-29,442.0162132296638
2021-07-30,450.360911469117
2021-08-02,447.1222421225714
2021-08-03,454.9479327098594
2021-08-04,440.4555527243899
2021-08-05,441.6869414533643
2021-08-06,453.04769921155867
2021-08-09,454.7174627454547
2021-08-10,455.8689017675
2021-08-11,455.04928295642014
2021-08-12,457.9570607636886
2021-08-13,445.0719913828658
2021-08-16,462.6514393299585
2021-08-17,466.90755840723415
2021-08-18,476.1148065467239
2021-08-19,467.12709223077144
2021-08-20,479.35445184051724
2021-08-23,486.60092365036013
2021-08-24,496.7911485049084
2021-08-25,489.9995771619924
2021-08-26,498.2865358521394
2021-08-27,496.9329890333466
2021-08-30,487.7741111604663
2021-08-31,483.9408098579307
2021-09-01,477.13589516194764
2021-09-02,483.9230527955591
2021-09-03,485.18665092544603
2021-09-06,498.0506986011698
2021-09-07,486.5833053505659
2021-09-08,508.77528331234447
2021-09-09,506.80412825611063
2021-09-10,504.6224747768902
2021-09-13,503.7433683323638
2021-09-14,521.3233722548663
2021-09-15,530.4666954168442
2021-09-16,525.3717370472532
2021-09-17,537.8163834632934
2021-09-20,543.838362464819
2021-09-21,566.546627678092
2021-09-22,546.7088881915447
2021-09-23,557.9587759519478
2021-09-24,543.1178286100738
2021-09-27,544.9983406440793
2021-09-28,542.5406329746023
2021-09-29,530.0905050560934
2021-09-30,525.3994002413006
2021-10-01,528.514128698518
2021-10-04,536.6914116313459
2021-10-05,525.5480624277044
2021-10-06,526.6409716259942
2021-10-07,533.6531182087949
2021-10-08,550.8820765288589
2021-10-11,577.7383481808773
2021-10-12,559.2515188996584
2021-10-13,578.3440839907722
2021-10-14,603.6051228832915
2021-10-15,623.4589825934629
2021-10-18,627.2963927122437
2021-10-19,657.2010385334987
2021-10-20,665.9328301288549
2021-10-21,657.166744791395
2021-10-22,649.4955296117038
2021-10-25,659.2119104839657
2021-10-26,671.807401578254
2021-10-27,640.7000634520915
2021-10-28,642.6313208175521
2021-10-29,637.682991242239
2021-11-01,605.9531795546594
2021-11-02,602.5128240925621
2021-11-03,620.3466343433148
2021-11-04,628.6902778920772
2021-11-05,650.1719417568968
2021-11-08,659.295219902881
2021-11-09,663.9535084683534
2021-11-10,662.1299758420784
2021-11-11,633.2622272584069
2021-11-12,637.9177844049018
2021-11-15,641.1341532493356
2021-11-16,652.2329521854414
2021-11-17,647.5004662547352
2021-11-18,659.4959949058244
2021-11-19,655.3156946491058
2021-11-22,665.6653585316395
2021-11-23,639.1100627067506
2021-11-24,631.5895418014395
2021-11-25,608.1554781664761
2021-11-26,623.0368597840438
2021-11-29,626.2596574110414
2021-11-30,610.3857738625078
2021-12-01,604.5236307361362
2021-12-02,589.2032269610615
2021-12-03,598.2187922644445
2021-12-06,601.3336317850651
2021-12-07,611.0616618231711
2021-12-08,610.2631022029024
2021-12-09,613.6374991060705
2021-12-10,615.9276185664105
2021-12-13,614.2848597815663
2021-12-14,625.7848655007887
2021-12-15,633.2878186744339
2021-12-16,627.7796154842462
2021-12-17,623.9916385130184
2021-12-20,634.7392382662476
2021-12-21,638.7912058033012
2021-12-22,626.9643073592409
2021-12-23,597.0355664412182
2021-12-24,613.7684818550429
2021-12-27,631.1426318086429
2021-12-28,634.6243787327273
2021-12-29,656.0760760588653
2021-12-30,678.4584408774639
2021-12-31,713.4187910930647
2022-01-03,731.028902920522
2022-01-04,731.6778654871912
2022-01-05,741.8788476567634
2022-01-06,764.3694202848637
2022-01-07,775.9439960354721
2022-01-10,797.4032150412074
2022-01-11,775.679342384234
2022-01-12,777.6990618474321
2022-01-13,770.4059490561357
2022-01-14,781.3707246712754
2022-01-17,777.62730194939
2022-01-18,782.3302357549436
2022-01-19,760.2341224728686
2022-01-20,767.4853022802114
2022-01-21,784.6808738939807
2022-01-24,775.0882777127683
2022-01-25,766.6165915019849
2022-01-26,774.3779483729696
2022-01-27,773.8073996618766
2022-01-28,781.216390034624
2022-01-31,832.7507884957329
2022-02-01,825.0989573428495
2022-02-02,843.9515076127412
2022-02-03,807.0121622281775
2022-02-04,801.4639610318355
2022-02-07,785.6650032770596
2022-02-08,808.8567992746263
2022-02-09,789.7403554897919
2022-02-10,787.83870395018
2022-02-11,796.4283735644361
2022-02-14,795.123346556288
2022-02-15,799.8036451196197
2022-02-16,784.0517212627643
2022-02-17,790.8213625926182
2022-02-18,815.4916950608754
2022-02-21,822.2015373120549
2022-02-22,852.1374390118324
2022-02-23,838.6120697809984
2022-02-24,834.9108437426485
2022-02-25,805.3372787070712
2022-02-28,789.611024448038
2022-03-01,809.8189231062211
2022-03-02,791.2450495016966
2022-03-03,793.5889726605329
2022-03-04,823.889688831324
2022-03-07,829.9790980339478
2022-03-08,837.4844977286514
2022-03-09,838.6236700405085
2022-03-10,803.6238762286595
2022-03-11,800.9688379271594
2022-03-14,811.3883339817536
2022-03-15,794.2368581034413
2022-03-16,816.8869934188781
2022-03-17,797.3586083696935
2022-03-18,794.0597630512625
2022-03-21,795.5177722321758
2022-03-22,796.3483503827872
2022-03-23,768.0761415965688
2022-03-24,762.5728089446258
2022-03-25,764.1410053537526
2022-03-28,796.518061831097
2022-03-29,820.0927310744005
2022-03-30,807.8289270779749
2022-03-31,821.6543126452282
2022-04-01,804.7714129780868
2022-04-04,820.7001539004083
2022-04-05,814.2608563397931
2022-04-06,756.5275452297344
2022-04-07,764.3649991782959
2022-04-08,788.562505331569
2022-04-11,807.3257030188678
2022-04-12,812.3370195519889
2022-04-13,799.6422111138311
2022-04-14,768.8810671699224
2022-04-15,781.8730649538791
2022-04-18,793.8081621188607
2022-04-19,810.2002399538765
2022-04-20,812.0502311137516
2022-04-21,805.7529894591439
2022-04-22,787.2314986896035
2022-04-25,780.6720245042925
2022-04-26,780.5150192125172
2022-04-27,751.8708981519069
2022-04-28,760.1928307680805
2022-04-29,780.7620016926807
2022-05-02,795.7244255522002
2022-05-03,770.375125089733
2022-05-04,782.3616995837007
2022-05-05,827.8368923584192
2022-05-06,841.0234482488057
2022-05-09,856.3894642732157
2022-05-10,833.5748586573651
2022-05-11,808.5718646514991
2022-05-12,804.9278683437013
2022-05-13,805.5005385821975
2022-05-16,807.9871144426849
2022-05-17,794.9266970148431
2022-05-18,763.0933216820602
2022-05-19,761.0663640958958
2022-05-20,726.2569655682337
2022-05-23,740.1338306212367
2022-05-24,748.3732845307347
2022-05-25,757.4046733860391
2022-05-26,754.5914073558246
2022-05-27,762.6035775236603
2022-05-30,749.3243884159433
2022-05-31,735.8370147109899
2022-06-01,731.639763331484
2022-06-02,731.4420538236617
2022-06-03,726.427006872551
2022-06-06,684.5668571928904
2022-06-07,669.6283131100163
2022-06-08,649.7644449205598
2022-06-09,668.4089087599522
2022-06-10,694.9786518001113
2022-06-13,681.9236566978875
2022-06-14,677.6522698465404
2022-06-15,680.6001375481889
2022-06-16,673.8120256242529
2022-06-17,650.2181609810816
2022-06-20,655.5842294345742
2022-06-21,658.563861031748
2022-06-22,693.5277326850263
2022-06-23,702.6398317958636
2022-06-24,688.4623514889973
2022-06-27,665.5043879241846
2022-06-28,652.2482757984359
2022-06-29,668.484950006824
2022-06-30,649.0396312083168
2022-07-01,635.1960911250934
2022-07-04,630.8429451375001
2022-07-05,621.9616352324266
2022-07-06,639.1657652098064
2022-07-07,673.6883121085262
2022-07-08,713.4141174230565
2022-07-11,721.0486892550538
2022-07-12,721.6994976083221
2022-07-13,705.6172875069159
2022-07-14,685.5405243176568
2022-07-15,692.6069210095899
2022-07-18,700.7209200667332
2022-07-19,681.3937708496951
2022-07-20,671.9768236478246
2022-07-21,673.882417334624
2022-07-22,685.9288064534885
2022-07-25,672.9183621384182
2022-07-26,645.7307572377896
2022-07-27,660.5925976606011
2022-07-28,649.821910461904
2022-07-29,663.827252039399
2022-08-01,674.4694165616093
2022-08-02,710.4339055331036
2022-08-03,734.6197580309861
2022-08-04,684.1827854972747
2022-08-05,694.0228265468975
2022-08-08,680.5715571551628
2022-08-09,637.5377104505553
2022-08-10,624.90126727543
2022-08-11,596.4344196475432
2022-08-12,607.5040749991427
2022-08-15,602.4294969006809
2022-08-16,588.1622997289734
2022-08-17,593.6994903372372
2022-08-18,609.1866104004937
2022-08-19,615.7114286086562
2022-08-22,589.2367249795886
2022-08-23,615.6249389503272
2022-08-24,599.2818100640064
2022-08-25,609.1108492500708
2022-08-26,612.3290106419062
2022-08-29,622.1559545786243
2022-08-30,628.1960575583413
2022-08-31,622.7781158920251
2022-09-01,629.0570139787028
2022-09-02,655.0836069186212
2022-09-05,667.5695023904898
2022-09-06,654.1583529732899
2022-09-07,650.5459963883253
2022-09-08,661.9555335156775
2022-09-09,662.592161448221
2022-09-12,691.6115967093466
2022-09-13,698.3740470716733
2022-09-14,707.1885183204076
2022-09-15,716.8616546252651
2022-09-16,710.1532847654989
2022-09-19,756.2103590514654
2022-09-20,771.744108799871
2022-09-21,775.009010190537
2022-09-22,788.8926654585899
2022-09-23,794.5573065041932
2022-09-26,793.7533170119295
2022-09-27,775.2930469499807
2022-09-28,755.6478086398765
2022-09-29,738.0730656150937
2022-09-30,729.3500406601039
2022-10-03,726.7288174886205
2022-10-04,701.4509226977666
2022-10-05,725.8619786702676
2022-10-06,741.6743300742883
2022-10-07,720.3917366667285
2022-10-10,689.6741691148551
2022-10-11,696.0019940550212
2022-10-12,687.3480686496933
2022-10-13,700.1174416209583
2022-10-14,708.5242955344464
2022-10-17,716.8227783743162
2022-10-18,730.686649324855
2022-10-19,752.5341936523155
2022-10-20,713.3743367681969
2022-10-21,709.0069836406902
2022-10-24,685.5843819482416
2022-10-25,692.8375701497675
2022-10-26,690.1388064468352
2022-10-27,688.3642775666033
2022-10-28,684.427406114954
2022-10-31,693.7944515101948
2022-11-01,687.3339191750825
2022-11-02,674.2000793587025
2022-11-03,694.1991989717428
2022-11-04,698.8310492857358
2022-11-07,683.5330888749163
2022-11-08,681.3649080463709
2022-11-09,705.6624560271731
2022-11-10,712.5549530570688
2022-11-11,680.0446146297611
2022-11-14,663.2318780843588
2022-11-15,651.9154859344017
2022-11-16,673.2435024305188
2022-11-17,674.3788767727933
2022-11-18,644.229768530165
2022-11-21,624.4250510813632
2022-11-22,631.8952785634399
2022-11-23,634.6408943396947
2022-11-24,656.9478493326671
2022-11-25,616.6357801270582
2022-11-28,624.1038867011051
2022-11-29,617.8439023707516
2022-11-30,616.9354757120382
2022-12-01,597.1248396554375
2022-12-02,590.0230902921328
2022-12-05,594.3719433467983
2022-12-06,598.0123364142886
2022-12-07,603.8149531079945
2022-12-08,592.861797926391
2022-12-09,587.2990824898396
2022-12-12,568.3357119915466
2022-12-13,537.7746099655428
2022-12-14,539.7626148709883
2022-12-15,559.898864433939
2022-12-16,534.1321563581894
2022-12-19,509.11964279909125
2022-12-20,511.3558264551345
2022-12-21,489.68851532019306
2022-12-22,495.36020273562
2022-12-23,487.1495890623809
2022-12-26,505.7762931919795
2022-12-27,536.28143511439
2022-12-28,546.122023909957
2022-12-29,529.6769042702402
2022-12-30,533.2445107153159
2023-01-02,535.9195359507461
2023-01-03,517.7137523795964
2023-01-04,517.957379664097
2023-01-05,517.7040676501995
2023-01-06,518.3242497491584
2023-01-09,536.5692850325376
2023-01-10,528.637479510815
2023-01-11,522.3912952900682
2023-01-12,515.0405017586186
2023-01-13,486.7526657965257
2023-01-16,479.53133994469084
2023-01-17,454.3431147538983
2023-01-18,463.6828570883083
2023-01-19,455.51982112670606
2023-01-20,470.6955509136116
2023-01-23,478.1226897513128
2023-01-24,474.9270710615515
2023-01-25,470.36583040221007
2023-01-26,472.82709407499186
2023-01-27,491.4934257197668
2023-01-30,489.9750256013542
2023-01-31,498.1616778457251
2023-02-01,498.4995642553654
2023-02-02,490.2693416810768
2023-02-03,477.74131791816427
2023-02-06,485.43554094623477
2023-02-07,498.6032860006972
2023-02-08,480.8831855396364
2023-02-09,486.379338193186
2023-02-10,475.3172667924491
2023-02-13,477.3442776359887
2023-02-14,482.78862185058057
2023-02-15,464.3694588061608
2023-02-16,469.7786294321343
2023-02-17,479.88036232245724
2023-02-20,475.5062516902308
2023-02-21,476.9214345212433
2023-02-22,490.00277534030687
2023-02-23,479.3559731241667
2023-02-24,511.3126736774727
2023-02-27,508.0077226024426
2023-02-28,511.83130634429256
2023-03-01,523.9439034731556
2023-03-02,506.7264573446011
2023-03-03,514.9619019096393
2023-03-06,527.8060115489377
2023-03-07,534.0908282200068
2023-03-08,533.6654798811471
2023-03-09,501.87727917464804
2023-03-10,528.5401669511879
2023-03-13,539.3054053487635
2023-03-14,533.6873654490743
2023-03-15,535.0943796395269
2023-03-16,534.0508582153843
2023-03-17,552.1043950500621
2023-03-20,533.2760492317941
2023-03-21,554.4796277890907
2023-03-22,550.9002548121196
2023-03-23,567.5222770161977
2023-03-24,597.6949670611267
2023-03-27,604.2764488240402
2023-03-28,569.184522985605
2023-03-29,572.9317878411629
2023-03-30,565.8999950973292
2023-03-31,566.8169096392805
2023-04-03,568.4318163162693
2023-04-04,590.5889493429066
2023-04-05,611.5309003763534
2023-04-06,601.6208334684547
2023-04-07,590.8781301525671
2023-04-10,580.1883729730403
2023-04-11,566.6500716638732
2023-04-12,556.8283389701489
2023-04-13,566.7930483163819
2023-04-14,565.0478462633932
2023-04-17,595.9035142762018
2023-04-18,586.2082125899859
2023-04-19,572.5167639037928
2023-04-20,581.1002842149436
2023-04-21,581.5498023708528
2023-04-24,590.9442818320487
2023-04-25,605.4573169832934
2023-04-26,610.314694316959
2023-04-27,614.2794134571311
2023-04-28,599.3206696781364
2023-05-01,589.4833823878918
2023-05-02,572.4634682401031
2023-05-03,579.6057037811798
2023-05-04,626.6843638526741
2023-05-05,617.5244234073044
2023-05-08,623.5462037340757
2023-05-09,613.5263549150841
2023-05-10,609.5563163423793
2023-05-11,648.3924827278217
2023-05-12,643.6472481153563
2023-05-15,690.9448125339213
2023-05-16,682.4765154054311
2023-05-17,697.1035735848426
2023-05-18,704.2473383904463
2023-05-19,691.7451237465311
2023-05-22,698.2988303565046
2023-05-23,701.9805323187793
2023-05-24,698.4384009321404
2023-05-25,687.3077197008093
2023-05-26,701.4288705619797
2023-05-29,706.8728438378779
2023-05-30,688.9642937695794
2023-05-31,661.1867322192144
2023-06-01,662.9052764188453
2023-06-02,648.16110327806
2023-06-05,638.6764834363973
2023-06-06,649.2107949858504
2023-06-07,659.0508316637992
2023-06-08,665.3248422155542
2023-06-09,693.6475115192793
2023-06-12,738.8610600418584
2023-06-13,752.8344747283732
2023-06-14,764.3131646887541
2023-06-15,770.5876796349304
2023-06-16,747.367020318992
2023-06-19,747.126806828623
2023-06-20,724.9889782222721
2023-06-21,727.5986613960107
2023-06-22,723.0620445588394
2023-06-23,722.6668935323855
2023-06-26,707.7242494866438
2023-06-27,685.0373769406137
2023-06-28,659.6615611657344
2023-06-29,679.6097071765608
2023-06-30,676.4564561757076
2023-07-03,673.8967925839107
2023-07-04,689.1374620573325
2023-07-05,665.3214030501221
2023-07-06,668.4093581412081
2023-07-07,653.6199818626976
2023-07-10,672.9250171405006
2023-07-11,668.8011276834058
2023-07-12,665.1687933172113
2023-07-13,677.003837276375
2023-07-14,663.4738618136884
2023-07-17,657.7328784918699
2023-07-18,665.7960614668673
2023-07-19,633.5290085358347
2023-07-20,654.085344455273
2023-07-21,647.5340824941685
2023-07-24,635.9550663347093
2023-07-25,627.4194569458303
2023-07-26,647.0794086574239
2023-07-27,654.4240127256996
2023-07-28,637.0063169485319
2023-07-31,581.8200937081426
2023-08-01,578.9874463245199
2023-08-02,608.2015852197695
2023-08-03,601.5678030888495
