Date,STLD
2020-06-10,198.77134033193428
2020-06-11,204.0178754178978
2020-06-12,211.36246444093683
2020-06-15,213.0222553445595
2020-06-16,208.81152046997065
2020-06-17,207.41406119096524
2020-06-18,203.8017265955406
2020-06-19,208.52386526722847
2020-06-22,203.27339218794518
2020-06-23,210.17219229231483
2020-06-24,213.94229622708244
2020-06-25,216.52777791910884
2020-06-26,217.30404391151572
2020-06-29,216.05784021638107
2020-06-30,212.78165034233913
2020-07-01,209.69407261797875
2020-07-02,211.75227386424044
2020-07-03,215.96188625465234
2020-07-06,210.49015331304017
2020-07-07,212.59596469448766
2020-07-08,211.88060782103966
2020-07-09,207.98240999959307
2020-07-10,207.83803562874078
2020-07-13,213.7308275473249
2020-07-14,207.32076961951523
2020-07-15,208.84849109235486
2020-07-16,211.69807154905564
2020-07-17,213.48854942588505
2020-07-20,211.4033891147818
2020-07-21,214.49300340363197
2020-07-22,219.57303847007475
2020-07-23,216.92776629385537
2020-07-24,207.90768080738576
2020-07-27,207.60716333367344
2020-07-28,212.87319857188083
2020-07-29,220.87789351003968
2020-07-30,224.27132527889776
2020-07-31,220.79224238246115
2020-08-03,217.4942739008634
2020-08-04,204.93697676392355
2020-08-05,206.4461601025673
2020-08-06,209.93886835833362
2020-08-07,207.9213388888049
2020-08-10,209.1008156665086
2020-08-11,211.53733672608234
2020-08-12,211.4650903432817
2020-08-13,211.73453340891763
2020-08-14,213.18784246474385
2020-08-17,211.39848664510583
2020-08-18,213.7770386780126
2020-08-19,219.00607853818005
2020-08-20,223.83145854106672
2020-08-21,222.58900283520975
2020-08-24,217.1402858281156
2020-08-25,214.35878297985087
2020-08-26,213.6291114569562
2020-08-27,216.66627354751552
2020-08-28,214.29602780981324
2020-08-31,205.98890512820972
2020-09-01,206.24004237804942
2020-09-02,205.37844268591115
2020-09-03,209.04939016690082
2020-09-04,209.75394336869013
2020-09-07,208.12105035220497
2020-09-08,211.00218079300225
2020-09-09,208.50327467462182
2020-09-10,203.76310734358455
2020-09-11,202.0583132933829
2020-09-14,201.61367543865546
2020-09-15,207.36097534448422
2020-09-16,207.72864754826205
2020-09-17,207.83135638629628
2020-09-18,206.1924495296474
2020-09-21,206.59171483482007
2020-09-22,206.95147552535462
2020-09-23,207.22850481571578
2020-09-24,208.74992952661722
2020-09-25,210.89990406395887
2020-09-28,209.55654597218074
2020-09-29,212.49789213774685
2020-09-30,216.6432537810364
2020-10-01,216.35350016505848
2020-10-02,223.70343857076853
2020-10-05,231.73535088360217
2020-10-06,231.41358023912267
2020-10-07,232.6743697339883
2020-10-08,240.61183959983825
2020-10-09,239.39915447368924
2020-10-12,239.8450114033388
2020-10-13,239.35092792014797
2020-10-14,242.38746147139827
2020-10-15,235.23219528865556
2020-10-16,228.16676794406445
2020-10-19,234.13059268787092
2020-10-20,229.1216467388761
2020-10-21,228.16018453695895
2020-10-22,237.49794867696602
2020-10-23,237.3392835277221
2020-10-26,234.35517515375204
2020-10-27,225.44909494349272
2020-10-28,225.187339335794
2020-10-29,227.70632950675122
2020-10-30,227.15453422629787
2020-11-02,225.60325818000297
2020-11-03,225.86664332708807
2020-11-04,228.7484490092042
2020-11-05,233.7478999777225
2020-11-06,233.10408454821535
2020-11-09,232.01103832053735
2020-11-10,230.12254114476207
2020-11-11,223.65613810895871
2020-11-12,225.1120201378518
2020-11-13,224.47754872969034
2020-11-16,223.9847885543077
2020-11-17,228.1739273334245
2020-11-18,231.09216867594927
2020-11-19,231.78239321604713
2020-11-20,230.65086219624692
2020-11-23,228.50470037328563
2020-11-24,226.29543389999648
2020-11-25,229.0796397021738
2020-11-26,230.23591884761584
2020-11-27,229.3024280413898
2020-11-30,232.28019785424306
2020-12-01,239.2582263204336
2020-12-02,234.671079635744
2020-12-03,235.06177801510714
2020-12-04,242.24903051580102
2020-12-07,244.50888083732224
2020-12-08,241.46740335423877
2020-12-09,245.10840650970619
2020-12-10,242.88322384177917
2020-12-11,248.915160747221
2020-12-14,242.2965031302551
2020-12-15,241.22253969525985
2020-12-16,240.5786115274166
2020-12-17,245.39677036477144
2020-12-18,240.43578784713964
2020-12-21,245.26052445032852
2020-12-22,239.32234172723832
2020-12-23,238.28697178009674
2020-12-24,238.235263034902
2020-12-25,237.67907807131502
2020-12-28,235.36828457469255
2020-12-29,236.50934212612356
2020-12-30,231.42726608740614
2020-12-31,233.75731670740464
2021-01-01,236.46446353611097
2021-01-04,237.1850709662025
2021-01-05,242.20606396686435
2021-01-06,238.02725240609635
2021-01-07,236.26828671118983
2021-01-08,236.58403537578437
2021-01-11,239.34266812723953
2021-01-12,240.81041816212618
2021-01-13,237.51163821683883
2021-01-14,234.54602229730727
2021-01-15,241.46241325605416
2021-01-18,241.93259100888548
2021-01-19,243.33504625561025
2021-01-20,246.49760897483515
2021-01-21,242.87484402024856
2021-01-22,239.54148292947588
2021-01-25,243.04220550811678
2021-01-26,240.8535368372605
2021-01-27,248.53035020472188
2021-01-28,249.58966069471668
2021-01-29,244.84195700514746
2021-02-01,244.94853606387187
2021-02-02,244.23778962465198
2021-02-03,248.78296624830622
2021-02-04,253.10727131863945
2021-02-05,256.1418729110477
2021-02-08,254.34565351972583
2021-02-09,254.88943690966417
2021-02-10,259.99174650148865
2021-02-11,265.9176166640939
2021-02-12,265.4165014266857
2021-02-15,260.69723473111605
2021-02-16,259.1644078877423
2021-02-17,256.39038605863027
2021-02-18,257.0574356441056
2021-02-19,255.40766296602808
2021-02-22,258.18024519408095
2021-02-23,258.68541835787795
2021-02-24,270.73087866765303
2021-02-25,270.9582771838574
2021-02-26,265.0690356220438
2021-03-01,267.8381033201278
2021-03-02,259.526014934456
2021-03-03,256.71056779521274
2021-03-04,252.77823310289622
2021-03-05,255.54876983286067
2021-03-08,263.222324190298
2021-03-09,263.1106194547526
2021-03-10,259.17829094196145
2021-03-11,257.0843453547379
2021-03-12,262.4040534306057
2021-03-15,258.62917605431727
2021-03-16,251.55771465126662
2021-03-17,249.30928148535148
2021-03-18,248.56123944167902
2021-03-19,247.2920758135855
2021-03-22,252.02167111066814
2021-03-23,252.6063472084652
2021-03-24,253.28222177196884
2021-03-25,259.0146578557968
2021-03-26,253.956639240395
2021-03-29,248.15990399808766
2021-03-30,247.09863359536834
2021-03-31,247.76847581491066
2021-04-01,247.03162840871715
2021-04-02,246.88534493797832
2021-04-05,247.03063422189288
2021-04-06,242.99436255879553
2021-04-07,244.11248676733405
2021-04-08,248.91334549350577
2021-04-09,244.11048370783632
2021-04-12,248.78583348232092
2021-04-13,250.50417291628406
2021-04-14,248.1282405981672
2021-04-15,251.30809490978976
2021-04-16,245.83529787352617
2021-04-19,238.06818893714637
2021-04-20,235.83882080384117
2021-04-21,238.26709758653226
2021-04-22,236.3047792417252
2021-04-23,241.66145286438882
2021-04-26,238.4212276526946
2021-04-27,237.67176559737248
2021-04-28,244.5741822626783
2021-04-29,243.09616679182463
2021-04-30,245.32871139164845
2021-05-03,241.65366447435625
2021-05-04,235.7888305285162
2021-05-05,242.57862322410767
2021-05-06,243.53793885825635
2021-05-07,243.13159582123387
2021-05-10,242.98007261205987
2021-05-11,250.83152980481037
2021-05-12,247.00736030512095
2021-05-13,245.9850830432276
2021-05-14,239.40098865736306
2021-05-17,239.52039509568337
2021-05-18,242.43506808743686
2021-05-19,258.05389076466224
2021-05-20,262.7916217229912
2021-05-21,264.51029273117126
2021-05-24,265.92461749118877
2021-05-25,269.55876034694035
2021-05-26,264.9182508632981
2021-05-27,266.2034534966208
2021-05-28,254.09113671037986
2021-05-31,253.84311939061524
2021-06-01,249.19871382261206
2021-06-02,252.84262983876485
2021-06-03,248.5711195352219
2021-06-04,245.0512230212833
2021-06-07,241.99178895762637
2021-06-08,240.5792461137555
2021-06-09,237.0478798756035
2021-06-10,241.30385158704652
2021-06-11,237.74486565319677
2021-06-14,233.82595271739893
2021-06-15,230.3587029336531
2021-06-16,233.54467003607957
2021-06-17,235.41783345597514
2021-06-18,231.25725791698986
2021-06-21,228.87600473902427
2021-06-22,224.82823235860894
2021-06-23,220.3853730285955
2021-06-24,221.20884013947435
2021-06-25,213.28449401572385
2021-06-28,215.8829267580646
2021-06-29,215.5952533631987
2021-06-30,220.73714216731673
2021-07-01,224.48339004570371
2021-07-02,224.12766434484948
2021-07-05,220.88177605580094
2021-07-06,223.8454453117641
2021-07-07,226.24774793484644
2021-07-08,221.23412640559144
2021-07-09,220.7738113127623
2021-07-12,213.9081203476164
2021-07-13,210.6367818944861
2021-07-14,218.43076302966278
2021-07-15,220.83936154988436
2021-07-16,214.7068872089309
2021-07-19,220.17019387482057
2021-07-20,216.57520681770714
2021-07-21,214.36518387317514
2021-07-22,213.3647186037432
2021-07-23,212.6934672183905
2021-07-26,213.03915698597885
2021-07-27,213.37250208847354
2021-07-28,218.0431353678413
2021-07-29,219.9057554424734
2021-07-30,220.5131180234813
2021-08-02,225.24656914872642
2021-08-03,229.46636893194233
2021-08-04,225.5138108583141
2021-08-05,225.83214996224754
2021-08-06,221.67846320667812
2021-08-09,217.697173536831
2021-08-10,215.57230456133234
2021-08-11,210.66214438698813
2021-08-12,217.0191925154624
2021-08-13,220.58017299260717
2021-08-16,214.76589856609806
2021-08-17,219.16760724672307
2021-08-18,222.474546501688
2021-08-19,225.68903986411067
2021-08-20,229.1549669969627
2021-08-23,240.00018768271278
2021-08-24,243.50002112049057
2021-08-25,246.39929291594697
2021-08-26,248.3968130028674
2021-08-27,251.8098940703025
2021-08-30,252.71020105265725
2021-08-31,258.1161262139505
2021-09-01,260.9007043435091
2021-09-02,263.2209094188829
2021-09-03,265.5825340224164
2021-09-06,267.26944666181726
2021-09-07,270.54227191833843
2021-09-08,265.807487733844
2021-09-09,265.96431210766394
2021-09-10,265.688336074849
2021-09-13,269.0849956239885
2021-09-14,271.7504783445129
2021-09-15,268.6363526435769
2021-09-16,265.2522418228024
2021-09-17,266.8121562961527
2021-09-20,269.4669382718522
2021-09-21,278.3430625891932
2021-09-22,286.0873032829313
2021-09-23,289.66338231821794
2021-09-24,294.3952573883965
2021-09-27,305.95612242367065
2021-09-28,307.8008567564246
2021-09-29,304.4047939515038
2021-09-30,300.3187355993288
2021-10-01,292.7651218823018
2021-10-04,304.0661167590151
2021-10-05,312.11420507929313
2021-10-06,314.1162400653095
2021-10-07,322.3904590790158
2021-10-08,336.8171441065603
2021-10-11,332.78995947234773
2021-10-12,332.69525793613764
2021-10-13,327.8912143113514
2021-10-14,315.3437634789082
2021-10-15,321.3050035491308
2021-10-18,322.234246506079
2021-10-19,311.17105943317824
2021-10-20,301.8966189524447
2021-10-21,301.50077571932286
2021-10-22,295.8167303440183
2021-10-25,289.1579757261284
2021-10-26,288.3069365275672
2021-10-27,284.89203115607086
2021-10-28,277.1982072273542
2021-10-29,271.4853850100108
2021-11-01,272.7506960742652
2021-11-02,270.20371611124233
2021-11-03,264.98366662359007
2021-11-04,272.2951760142529
2021-11-05,276.36765991148474
2021-11-08,279.3117921714396
2021-11-09,280.25183245394027
2021-11-10,270.3049557337231
2021-11-11,270.227941144901
2021-11-12,269.9244762090835
2021-11-15,264.2907418582706
2021-11-16,265.8831443895279
2021-11-17,256.34817058645984
2021-11-18,262.32096315235697
2021-11-19,257.18664043254057
2021-11-22,266.03386084214145
2021-11-23,266.98059093659
2021-11-24,268.65320695721744
2021-11-25,263.8102454908456
2021-11-26,256.44007962460904
2021-11-29,256.5293587615612
2021-11-30,264.7572155539812
2021-12-01,264.8679388270352
2021-12-02,267.2344620873456
2021-12-03,276.3092737122291
2021-12-06,276.60241416187665
2021-12-07,277.4244230798654
2021-12-08,272.38977219042204
2021-12-09,278.9784331642022
2021-12-10,283.2670309278314
2021-12-13,278.651778868531
2021-12-14,270.7917883510336
2021-12-15,278.02978410130015
2021-12-16,284.5310370361847
2021-12-17,281.3132682434857
2021-12-20,280.0415409866004
2021-12-21,280.7836420335674
2021-12-22,281.8981015345121
2021-12-23,280.79486068027177
2021-12-24,281.1788919193211
2021-12-27,280.40651056714375
2021-12-28,283.9573916845286
2021-12-29,280.85305012767395
2021-12-30,275.0815453639282
2021-12-31,267.62434226316094
2022-01-03,271.0478211177424
2022-01-04,274.05397510285144
2022-01-05,265.5341512264053
2022-01-06,267.2906227702225
2022-01-07,266.31585751490087
2022-01-10,269.0139014399709
2022-01-11,262.42830835263555
2022-01-12,269.26812768308315
2022-01-13,278.07931715765073
2022-01-14,274.94183233138426
2022-01-17,265.50846950578364
2022-01-18,265.4843407908904
2022-01-19,259.0956423817801
2022-01-20,258.9417212498876
2022-01-21,262.8732006942597
2022-01-24,260.97784266641366
2022-01-25,269.9893347429431
2022-01-26,270.0390405888543
2022-01-27,266.21689129256845
2022-01-28,270.9907635059697
2022-01-31,269.72864546018127
2022-02-01,272.4391346019201
2022-02-02,274.6791629949509
2022-02-03,269.02368004695575
2022-02-04,264.8889425526219
2022-02-07,269.6287694280365
2022-02-08,259.55672399183436
2022-02-09,264.85759533028295
2022-02-10,264.57670989419523
2022-02-11,260.5516563007552
2022-02-14,259.8697218804972
2022-02-15,261.37687364961613
2022-02-16,266.49153013887155
2022-02-17,272.29636515289553
2022-02-18,269.40952313002873
2022-02-21,265.230690887835
2022-02-22,262.7058326906358
2022-02-23,263.3946867368438
2022-02-24,260.51474833234994
2022-02-25,253.43403306996117
2022-02-28,255.52269837485403
2022-03-01,256.7754863024213
2022-03-02,260.8499791964104
2022-03-03,260.9141206848517
2022-03-04,251.36427597492357
2022-03-07,250.103517663282
2022-03-08,249.6649975297772
2022-03-09,246.05598140180103
2022-03-10,250.58593509550394
2022-03-11,248.11440648465242
2022-03-14,244.60278040726135
2022-03-15,250.82379495111147
2022-03-16,250.96088769423835
2022-03-17,244.37074253558393
2022-03-18,239.09585885946868
2022-03-21,238.54849559238895
2022-03-22,236.06653398993572
2022-03-23,239.1802002495516
2022-03-24,239.1308683985417
2022-03-25,239.96182801225316
2022-03-28,238.51695178180262
2022-03-29,240.88095664614426
2022-03-30,240.20163614845828
2022-03-31,237.63273366314343
2022-04-01,239.96768034226534
2022-04-04,240.0531982023815
2022-04-05,244.66630011688196
2022-04-06,240.89972183784892
2022-04-07,240.8634745677926
2022-04-08,252.40650417686462
2022-04-11,256.76730473370355
2022-04-12,258.0795287426521
2022-04-13,258.0705186010456
2022-04-14,254.6237803056921
2022-04-15,258.8548053956967
2022-04-18,255.32159705106898
2022-04-19,263.14481497889136
2022-04-20,268.23936274086003
2022-04-21,278.62759902466917
2022-04-22,269.8124066449776
2022-04-25,276.6121244273751
2022-04-26,279.38889267455585
2022-04-27,280.28369853776064
2022-04-28,282.7386852548382
2022-04-29,284.46305630261844
2022-05-02,281.79483682144684
2022-05-03,283.40130877090405
2022-05-04,274.7287653308371
2022-05-05,277.54082851424954
2022-05-06,281.5771844362705
2022-05-09,279.81673727288603
2022-05-10,273.2328708540296
2022-05-11,263.9888359278974
2022-05-12,256.63879647075646
2022-05-13,254.27444760271905
2022-05-16,249.8612644955521
2022-05-17,249.13442239575562
2022-05-18,254.55686977365283
2022-05-19,262.98617042838436
2022-05-20,259.3279826866287
2022-05-23,264.7942482620728
2022-05-24,261.81138061629065
2022-05-25,265.29606239228525
2022-05-26,266.8025199197122
2022-05-27,265.44005277552236
2022-05-30,266.7340424657427
2022-05-31,275.49380356844915
2022-06-01,271.1097583874704
2022-06-02,272.743430383332
2022-06-03,267.12810999520065
2022-06-06,263.2662314158602
2022-06-07,265.17503186217493
2022-06-08,265.9467490407501
2022-06-09,263.7278870019046
2022-06-10,264.3709922191393
2022-06-13,266.12530017625716
2022-06-14,256.85738399417414
2022-06-15,255.62215530374974
2022-06-16,256.4757806795022
2022-06-17,258.16234479812704
2022-06-20,259.41558239860126
2022-06-21,256.93489522909226
2022-06-22,254.79958747476613
2022-06-23,258.6623142600564
2022-06-24,263.365054668189
2022-06-27,263.65699283646126
2022-06-28,259.0951894657864
2022-06-29,264.39885021032654
2022-06-30,263.95708353561514
2022-07-01,268.57407257625607
2022-07-04,275.303036443149
2022-07-05,268.52016540517866
2022-07-06,265.2750073380824
2022-07-07,266.5941970760179
2022-07-08,265.36426350383175
2022-07-11,260.7200009308891
2022-07-12,261.07018756196237
2022-07-13,256.2364251885206
2022-07-14,251.50503539149884
2022-07-15,257.5956026304503
2022-07-18,252.4587005065774
2022-07-19,257.25835013343533
2022-07-20,258.53388898317866
2022-07-21,258.2291322571083
2022-07-22,257.51066858756013
2022-07-25,258.0630360383956
2022-07-26,255.2810565829782
2022-07-27,245.89390409004483
2022-07-28,243.20756494980026
2022-07-29,244.88286867556516
2022-08-01,247.07816818539996
2022-08-02,242.65165049251036
2022-08-03,240.27981552555244
2022-08-04,245.43673350343164
2022-08-05,242.0992802975917
2022-08-08,243.39860409701618
2022-08-09,243.60238432052785
2022-08-10,243.90664959454392
2022-08-11,240.64854425082007
2022-08-12,247.4707035191265
2022-08-15,241.37047148886518
2022-08-16,235.99654145049678
2022-08-17,232.83995579446963
2022-08-18,236.38725619595428
2022-08-19,234.97868833466092
2022-08-22,234.21096074140038
2022-08-23,228.46055332350176
2022-08-24,230.93679306941806
2022-08-25,233.9869295272793
2022-08-26,239.7129438218172
2022-08-29,238.88081235573168
2022-08-30,235.9298332215286
2022-08-31,235.84292606431637
2022-09-01,246.38295187476223
2022-09-02,240.74231238798146
2022-09-05,244.84235649549626
2022-09-06,247.12785782763356
2022-09-07,240.0697179144323
2022-09-08,242.10970201006077
2022-09-09,242.59049613009762
2022-09-12,233.09191794507967
2022-09-13,238.21648546490982
2022-09-14,231.64486107444637
2022-09-15,237.046262561553
2022-09-16,247.27095189741775
2022-09-19,245.73735547400963
2022-09-20,245.78873959718072
2022-09-21,250.32681701412707
2022-09-22,256.111814918771
2022-09-23,253.06571147939212
2022-09-26,258.1007482950354
2022-09-27,262.6615903964411
2022-09-28,264.3824719763848
2022-09-29,260.7909760666123
2022-09-30,262.0859848393021
2022-10-03,268.24108478812724
2022-10-04,280.52705080473567
2022-10-05,277.8859914689904
2022-10-06,286.3281643228825
2022-10-07,290.35533530738564
2022-10-10,280.0712917171863
2022-10-11,276.9217992681263
2022-10-12,278.81418807136583
2022-10-13,285.48355371762904
2022-10-14,287.8562431683837
2022-10-17,287.7027465023278
2022-10-18,284.35823227652475
2022-10-19,288.58396936107715
2022-10-20,283.2954579087253
2022-10-21,279.4336798192106
2022-10-24,274.5991744433155
2022-10-25,282.4524292167229
2022-10-26,281.05293329188896
2022-10-27,289.11223117801455
2022-10-28,287.2330854061564
2022-10-31,281.60754172834555
2022-11-01,275.9342350198529
2022-11-02,264.40130271553056
2022-11-03,267.4017412526409
2022-11-04,264.5642128677538
2022-11-07,264.1765312243381
2022-11-08,266.7674582978353
2022-11-09,263.6698647741475
2022-11-10,266.56870201281504
2022-11-11,273.0764007239503
2022-11-14,271.06464011562065
2022-11-15,266.2869231793149
2022-11-16,273.761560501824
2022-11-17,268.6137797488354
2022-11-18,269.03680181637606
2022-11-21,265.6054685241536
2022-11-22,266.64765693106517
2022-11-23,264.233833270465
2022-11-24,266.0981986526918
2022-11-25,268.51448087171804
2022-11-28,264.6418545322379
2022-11-29,270.85924127830793
2022-11-30,266.6550577416228
2022-12-01,263.05623573077906
2022-12-02,256.5479443512122
2022-12-05,259.5740889122498
2022-12-06,256.3667878554432
2022-12-07,260.10460515465485
2022-12-08,262.1384210391779
2022-12-09,264.74053862208876
2022-12-12,265.23202196251214
2022-12-13,265.4186746459146
2022-12-14,263.95376751075673
2022-12-15,272.0005045968039
2022-12-16,269.2177918181234
2022-12-19,264.36087313423917
2022-12-20,269.22022796931105
2022-12-21,262.3816206447419
2022-12-22,255.10778019469083
2022-12-23,251.20901509750325
2022-12-26,253.52013618352606
2022-12-27,249.5894436768039
2022-12-28,241.05782727603267
2022-12-29,239.00542145558197
2022-12-30,243.535224843595
2023-01-02,243.92875891464672
2023-01-03,248.26333407249888
2023-01-04,251.84133895117057
2023-01-05,248.71652663268674
2023-01-06,250.5327744373606
2023-01-09,249.0362243140364
2023-01-10,243.56693247324384
2023-01-11,245.84801518147734
2023-01-12,246.73126629918127
2023-01-13,250.00560373318635
2023-01-16,251.21135186900045
2023-01-17,250.74618624971936
2023-01-18,251.26733168161385
2023-01-19,255.32518988936067
2023-01-20,247.78877667587486
2023-01-23,249.89348456511075
2023-01-24,256.9828437509726
2023-01-25,257.57475305090077
2023-01-26,263.3571946668029
2023-01-27,260.4022253924748
2023-01-30,260.6845179632245
2023-01-31,270.81849938731114
2023-02-01,275.27728581990294
2023-02-02,277.09000522208873
2023-02-03,266.55137068144467
2023-02-06,276.72572659969774
2023-02-07,282.4859307301141
2023-02-08,292.9061491972716
2023-02-09,306.9045377576717
2023-02-10,318.3835131934124
2023-02-13,315.7232818323258
2023-02-14,325.2729796398407
2023-02-15,334.6191666934831
2023-02-16,326.2733864675045
2023-02-17,332.6152054556771
2023-02-20,325.9788774574273
2023-02-21,328.64456022129934
2023-02-22,331.12598105061875
2023-02-23,334.009501348047
2023-02-24,334.7302592731856
2023-02-27,332.26445886441184
2023-02-28,333.2673255266361
2023-03-01,329.5638202021158
2023-03-02,327.8675888894697
2023-03-03,325.855241613969
2023-03-06,324.7289993202466
2023-03-07,323.6863491886698
2023-03-08,319.11889202190946
2023-03-09,318.2657958969234
2023-03-10,329.0076355673447
2023-03-13,329.1354924790314
2023-03-14,334.4338260055909
2023-03-15,332.73068110824335
2023-03-16,330.23420864559984
2023-03-17,337.1603156069386
2023-03-20,329.99673935403155
2023-03-21,326.65217320183103
2023-03-22,325.44364279923315
2023-03-23,331.0467631868484
2023-03-24,334.83206209184124
2023-03-27,338.7171042955267
2023-03-28,350.1348609453226
2023-03-29,345.207804548256
2023-03-30,340.96040093175776
2023-03-31,344.93481023515574
2023-04-03,336.8647609332351
2023-04-04,341.0567711004162
2023-04-05,343.01532102649713
2023-04-06,342.75407352515475
2023-04-07,350.27910311006735
2023-04-10,349.7145781765707
2023-04-11,351.8978136597837
2023-04-12,355.9598142471416
2023-04-13,362.5347593419398
2023-04-14,360.4550475026445
2023-04-17,361.5537121615085
2023-04-18,371.8687837440314
2023-04-19,369.9266086599661
2023-04-20,362.42002228996404
2023-04-21,362.55056770565835
2023-04-24,363.7267744995585
2023-04-25,365.32976173504323
2023-04-26,359.45411622119974
2023-04-27,354.4827645376582
2023-04-28,362.23562493200194
2023-05-01,355.50524094230093
2023-05-02,345.2532987366545
2023-05-03,353.52619433420176
2023-05-04,352.1568152179047
2023-05-05,363.8332789440787
2023-05-08,370.03298672723
2023-05-09,372.8973493153838
2023-05-10,382.8399580298638
2023-05-11,383.85525242139613
2023-05-12,386.80038276912944
2023-05-15,389.4795779705377
2023-05-16,388.9985585237564
2023-05-17,386.50177783195215
2023-05-18,387.02775953572205
2023-05-19,398.9879786485185
2023-05-22,389.0269718365719
2023-05-23,390.9371402747195
2023-05-24,383.44749971221773
2023-05-25,381.3680162081963
2023-05-26,375.8045208344577
2023-05-29,371.5836267403432
2023-05-30,371.45387535484724
2023-05-31,374.2188590508647
2023-06-01,375.28272863633526
2023-06-02,375.56433361037955
2023-06-05,370.993845187956
2023-06-06,389.56749159284146
2023-06-07,400.63543714436844
2023-06-08,401.0254912060329
2023-06-09,395.1703975588328
2023-06-12,387.5503894357197
2023-06-13,369.2830543138016
2023-06-14,367.9692924874484
2023-06-15,375.40280477151475
2023-06-16,380.8224297767865
2023-06-19,383.6100173825965
2023-06-20,395.7102207426325
2023-06-21,392.9463197489025
2023-06-22,393.93208705073613
2023-06-23,391.25682145550087
2023-06-26,388.1010461359489
2023-06-27,383.8906698613868
2023-06-28,395.6798679306794
2023-06-29,400.2979257752771
2023-06-30,405.8522922934869
2023-07-03,394.6399747675493
2023-07-04,402.4756771749682
2023-07-05,396.16860840115993
2023-07-06,404.86223836243875
2023-07-07,399.3338975248515
2023-07-10,397.6975878121919
2023-07-11,402.87194929150087
2023-07-12,402.8689204967087
2023-07-13,407.00688742587266
2023-07-14,415.14970758585474
2023-07-17,428.50471879665065
2023-07-18,425.0910844804285
2023-07-19,428.7602021133779
2023-07-20,421.84716963984954
2023-07-21,425.4495570039827
2023-07-24,420.3809056244347
2023-07-25,422.0949687282066
2023-07-26,411.26361147354635
2023-07-27,418.95822729207947
2023-07-28,423.5963569009355
2023-07-31,432.4849557125959
