Date,ROK
2020-12-03,411.20481949597956
2020-12-04,424.96337637781863
2020-12-07,417.92229074807483
2020-12-08,418.3745210843912
2020-12-09,423.46923926142205
2020-12-10,432.1583385668773
2020-12-11,425.05494493113116
2020-12-14,416.943673806896
2020-12-15,424.36496719985865
2020-12-16,413.62688075355
2020-12-17,404.77456050727807
2020-12-18,407.8376465919278
2020-12-21,400.9783760954134
2020-12-22,392.81954054287917
2020-12-23,370.8614506195757
2020-12-24,362.9190386341162
2020-12-25,362.2826222044982
2020-12-28,348.5391201966348
2020-12-29,359.509341155023
2020-12-30,364.76260562297097
2020-12-31,350.6572710546543
2021-01-01,351.00072717043065
2021-01-04,352.30240111472443
2021-01-05,353.75078998415637
2021-01-06,354.3380393409789
2021-01-07,355.3794369259464
2021-01-08,360.80405443851106
2021-01-11,366.78262112923113
2021-01-12,363.0721831480619
2021-01-13,366.67281902268604
2021-01-14,353.40923954453393
2021-01-15,346.77664537717396
2021-01-18,347.83421993550405
2021-01-19,347.48179842319814
2021-01-20,344.97591670371594
2021-01-21,345.6459448255137
2021-01-22,365.2353266965389
2021-01-25,363.9588106754102
2021-01-26,355.633082078788
2021-01-27,363.42210270260705
2021-01-28,377.373731086906
2021-01-29,396.25287489007366
2021-02-01,403.47940292446043
2021-02-02,409.47688703983715
2021-02-03,399.2612294418742
2021-02-04,413.2727807687404
2021-02-05,440.0191638469597
2021-02-08,441.75676794223506
2021-02-09,418.2807533967717
2021-02-10,410.96270684570015
2021-02-11,392.2149453531872
2021-02-12,402.83403671667935
2021-02-15,399.3955857436986
2021-02-16,405.74668642067803
2021-02-17,414.64857106019963
2021-02-18,423.99015185908587
2021-02-19,438.58159664706034
2021-02-22,441.4606147367875
2021-02-23,426.3712828654126
2021-02-24,423.267968069341
2021-02-25,434.16351579868723
2021-02-26,435.76621565205784
2021-03-01,431.3336931827483
2021-03-02,420.60237417859776
2021-03-03,456.98051093289826
2021-03-04,468.9993730901261
2021-03-05,466.7168027312429
2021-03-08,491.7540033286435
2021-03-09,489.62986475578805
2021-03-10,495.04861264996566
2021-03-11,489.41640930112766
2021-03-12,487.92264462562025
2021-03-15,506.14300234523256
2021-03-16,492.4994273035784
2021-03-17,481.29121225214675
2021-03-18,488.3482520192905
2021-03-19,474.1463077328996
2021-03-22,467.06575074785303
2021-03-23,457.63175503609347
2021-03-24,460.66196728526756
2021-03-25,477.49100069648273
2021-03-26,486.8778022249694
2021-03-29,503.73955649831197
2021-03-30,513.4459519656002
2021-03-31,505.0073654038125
2021-04-01,491.0713530938679
2021-04-02,475.0758258077803
2021-04-05,470.0415325857198
2021-04-06,455.6014012533266
2021-04-07,457.7400904341276
2021-04-08,480.6739803016905
2021-04-09,478.2303047169766
2021-04-12,447.1444192041545
2021-04-13,472.64227902411585
2021-04-14,462.77469994190045
2021-04-15,461.93512031223776
2021-04-16,493.84799271155083
2021-04-19,476.15628281103966
2021-04-20,473.46678746433474
2021-04-21,492.41465104581624
2021-04-22,486.52686082416903
2021-04-23,489.31060518910874
2021-04-26,469.73015399922946
2021-04-27,450.3991228066458
2021-04-28,440.96092626435467
2021-04-29,426.4414426645576
2021-04-30,415.08555882029685
2021-05-03,393.40179908516944
2021-05-04,400.9966497913565
2021-05-05,398.65192594351686
2021-05-06,386.4069056384591
2021-05-07,382.3525502046616
2021-05-10,384.65310629234557
2021-05-11,355.6158072693145
2021-05-12,366.15870635488204
2021-05-13,377.5085188594288
2021-05-14,381.48031895809424
2021-05-17,388.02223498287157
2021-05-18,382.7700710293513
2021-05-19,385.98371365867905
2021-05-20,380.79091415290844
2021-05-21,376.1044671464986
2021-05-24,388.9413379978117
2021-05-25,389.3793872670662
2021-05-26,416.6144270591792
2021-05-27,408.45583090404165
2021-05-28,417.89500941127284
2021-05-31,414.827724175728
2021-06-01,420.1057303909649
2021-06-02,428.42924825370295
2021-06-03,429.0201336821763
2021-06-04,421.9936353228944
2021-06-07,438.9434630056616
2021-06-08,449.1928722681671
2021-06-09,441.66958134349653
2021-06-10,445.54301265960214
2021-06-11,461.72722864397645
2021-06-14,441.07863796131534
2021-06-15,419.1205619833483
2021-06-16,409.2585829306209
2021-06-17,400.0755153277273
2021-06-18,385.9054154854459
2021-06-21,374.8519619598449
2021-06-22,351.8345972684666
2021-06-23,341.05466146098536
2021-06-24,340.81656983467343
2021-06-25,352.09682190114347
2021-06-28,335.294922598478
2021-06-29,353.55203095645714
2021-06-30,348.0670200505604
2021-07-01,340.02126618913934
2021-07-02,345.63869624473546
2021-07-05,339.8141300712471
2021-07-06,346.65314314188527
2021-07-07,337.18100483875253
2021-07-08,323.88077206451527
2021-07-09,320.2788893972301
2021-07-12,327.76026413868533
2021-07-13,324.90553548050553
2021-07-14,328.33244248856334
2021-07-15,328.7412420230945
2021-07-16,327.06148940452414
2021-07-19,321.90953387274305
2021-07-20,312.40616432055646
2021-07-21,326.30883661217234
2021-07-22,336.82028911846294
2021-07-23,342.92626262806266
2021-07-26,352.1269233054155
2021-07-27,352.01332719911875
2021-07-28,342.2608301104421
2021-07-29,356.7662981912718
2021-07-30,347.4837302333493
2021-08-02,339.6528442381849
2021-08-03,357.1499709451833
2021-08-04,357.79659746187406
2021-08-05,348.3554445068334
2021-08-06,349.777489197726
2021-08-09,342.87155802396603
2021-08-10,347.0717759198133
2021-08-11,345.7166390821159
2021-08-12,345.8384324201404
2021-08-13,340.60835209919827
2021-08-16,338.51400703495693
2021-08-17,343.46668870842177
2021-08-18,357.73399284226474
2021-08-19,355.08793977748076
2021-08-20,337.10468522916483
2021-08-23,353.2963199813699
2021-08-24,345.27884719704844
2021-08-25,353.84109765934255
2021-08-26,351.35985050789196
2021-08-27,350.91822856648776
2021-08-30,348.1714602593954
2021-08-31,354.26350173471565
2021-09-01,344.6272655250723
2021-09-02,354.4880321017793
2021-09-03,366.84898866858356
2021-09-06,368.5619113688665
2021-09-07,378.4020531399156
2021-09-08,375.9393542817753
2021-09-09,382.4502017748184
2021-09-10,379.36677326376747
2021-09-13,396.59471145841076
2021-09-14,403.7924967797883
2021-09-15,401.1416669858677
2021-09-16,412.2724404779693
2021-09-17,375.3535894118044
2021-09-20,373.2751633552507
2021-09-21,381.4589375642009
2021-09-22,363.82078684830697
2021-09-23,355.91298111506
2021-09-24,360.95487453254003
2021-09-27,356.542816776567
2021-09-28,352.2866242480725
2021-09-29,343.8471945382827
2021-09-30,359.0823229517783
2021-10-01,368.6121238384594
2021-10-04,357.05884549905124
2021-10-05,359.68566567234734
2021-10-06,372.0521759737432
2021-10-07,375.27894121171454
2021-10-08,374.02969582001464
2021-10-11,374.4184122694605
2021-10-12,374.8535836609638
2021-10-13,366.98302630597647
2021-10-14,389.84522332303857
2021-10-15,399.35928817610153
2021-10-18,402.86919999879547
2021-10-19,415.40709190721145
2021-10-20,385.3393977028446
2021-10-21,372.18855034130945
2021-10-22,383.4598617247349
2021-10-25,380.3316862195187
2021-10-26,373.72789439127934
2021-10-27,364.73885563316935
2021-10-28,372.80391702526947
2021-10-29,379.52221366019376
2021-11-01,366.67469409044656
2021-11-02,354.59403697685764
2021-11-03,349.3706775281281
2021-11-04,345.209876937095
2021-11-05,355.7079494798702
2021-11-08,361.15149527571975
2021-11-09,361.7366914577794
2021-11-10,372.83982974043374
2021-11-11,384.19869134485987
2021-11-12,386.39639490557596
2021-11-15,396.4881856772139
2021-11-16,408.88493303994653
2021-11-17,416.7200092564452
2021-11-18,422.16182556858826
2021-11-19,430.92111455131027
2021-11-22,443.46683538199363
2021-11-23,448.9803438723345
2021-11-24,431.3809513077398
2021-11-25,418.6651052986334
2021-11-26,420.2173876904425
2021-11-29,417.2235491948498
2021-11-30,427.0570452795764
2021-12-01,433.17124473311753
2021-12-02,429.2170615709755
2021-12-03,447.03066670086343
2021-12-06,456.29809075223227
2021-12-07,472.5044176131096
2021-12-08,475.7832032852263
2021-12-09,473.99109259252276
2021-12-10,488.98762756149824
2021-12-13,498.19270068481467
2021-12-14,490.7487862838663
2021-12-15,486.0961034259048
2021-12-16,469.4135315305376
2021-12-17,467.00444985577
2021-12-20,434.9733829293096
2021-12-21,421.2493961091665
2021-12-22,428.97572601883155
2021-12-23,429.13379654623634
2021-12-24,431.006435571205
2021-12-27,411.3921779784676
2021-12-28,426.2374402960729
2021-12-29,421.7010152285719
2021-12-30,416.9284947133205
2021-12-31,443.52584798501056
2022-01-03,442.6928295941982
2022-01-04,432.8504928612146
2022-01-05,429.10779663639585
2022-01-06,421.60646314790773
2022-01-07,415.5971709417756
2022-01-10,413.596212326443
2022-01-11,430.6686542459729
2022-01-12,426.77199217017613
2022-01-13,423.1604847717674
2022-01-14,438.2127467461633
2022-01-17,470.5584981147146
2022-01-18,459.5884838410991
2022-01-19,461.17106898293514
2022-01-20,439.693719506995
2022-01-21,430.9993924895737
2022-01-24,457.6545256812996
2022-01-25,426.5368067124891
2022-01-26,418.3624957964483
2022-01-27,419.68221827034387
2022-01-28,425.42795731846707
2022-01-31,433.4784122403852
2022-02-01,432.7664266860347
2022-02-02,410.21726250683133
2022-02-03,407.6415163093706
2022-02-04,404.5320429204443
2022-02-07,397.6364573108061
2022-02-08,383.5257087259101
2022-02-09,397.2880867430359
2022-02-10,396.93338420568665
2022-02-11,394.0979363800407
2022-02-14,369.8788301149341
2022-02-15,368.46126238747945
2022-02-16,379.19523559761546
2022-02-17,384.1756472572177
2022-02-18,397.9035694205776
2022-02-21,396.41881663641055
2022-02-22,392.2703388982407
2022-02-23,393.3367811236007
2022-02-24,394.7476531427492
2022-02-25,384.71304466134075
2022-02-28,386.91723944289294
2022-03-01,384.83257548169763
2022-03-02,389.5316900439656
2022-03-03,402.42032430609737
2022-03-04,392.9982767816948
2022-03-07,387.49010240383643
2022-03-08,377.15189530561054
2022-03-09,370.84488411475036
2022-03-10,361.9855878037702
2022-03-11,348.7132787300136
2022-03-14,352.85986292235486
2022-03-15,364.71643303976487
2022-03-16,379.54010534257407
2022-03-17,388.31695992665937
2022-03-18,397.0960759995306
2022-03-21,385.5224783682681
2022-03-22,383.77183283545355
2022-03-23,389.26312038101685
2022-03-24,400.2063587587549
2022-03-25,378.43516200150816
2022-03-28,377.58591049448717
2022-03-29,365.23394399724083
2022-03-30,362.7586628817636
2022-03-31,352.0444712594124
2022-04-01,341.121432578301
2022-04-04,347.7288875321003
2022-04-05,354.026868703479
2022-04-06,344.62594305644495
2022-04-07,336.8727155100155
2022-04-08,358.2563300936454
2022-04-11,354.56315618342086
2022-04-12,359.8051967188292
2022-04-13,353.6536357198954
2022-04-14,353.92361748645817
2022-04-15,352.4106929373136
2022-04-18,354.8585454833847
2022-04-19,349.7711715392129
2022-04-20,365.60058525256596
2022-04-21,360.59525421181837
2022-04-22,373.0619647880163
2022-04-25,386.66954788445094
2022-04-26,377.88481952806336
2022-04-27,393.7332130476315
2022-04-28,407.17114170501424
2022-04-29,393.3799160349456
2022-05-02,396.5699890087779
2022-05-03,407.7045656455408
2022-05-04,428.59991105217426
2022-05-05,420.57836791438626
2022-05-06,430.48222878984797
2022-05-09,439.72359668480516
2022-05-10,464.1580006185866
2022-05-11,453.51185729907706
2022-05-12,452.6198395263256
2022-05-13,474.4408065309679
2022-05-16,471.9461086685018
2022-05-17,468.65754712990116
2022-05-18,441.1301922306647
2022-05-19,473.69206616655407
2022-05-20,459.8600633855809
2022-05-23,464.46512519837773
2022-05-24,491.34125683229917
2022-05-25,503.58731968098766
2022-05-26,515.9855078387673
2022-05-27,525.3349650246711
2022-05-30,515.7047135083723
2022-05-31,537.4043549648758
2022-06-01,557.4741695217282
2022-06-02,538.3313266070805
2022-06-03,547.2178957575143
2022-06-06,556.0293969284274
2022-06-07,556.1883172726508
2022-06-08,580.8953273092925
2022-06-09,589.3810137352368
2022-06-10,601.8989061738436
2022-06-13,581.621518125458
2022-06-14,616.916290997289
2022-06-15,597.4911650003864
2022-06-16,586.3821028673135
2022-06-17,584.3337951930812
2022-06-20,558.8263762783203
2022-06-21,545.4797411932353
2022-06-22,552.8294881593141
2022-06-23,537.0274868977441
2022-06-24,529.9805017532278
2022-06-27,571.2155958278008
2022-06-28,559.1200419044275
2022-06-29,551.1867838890083
2022-06-30,565.5603295658676
2022-07-01,578.7334986499071
2022-07-04,600.3488223932187
2022-07-05,625.456379402876
2022-07-06,609.2747641804291
2022-07-07,563.15821641349
2022-07-08,543.65424141692
2022-07-11,504.7056196443603
2022-07-12,496.52540322971873
2022-07-13,502.7201670146816
2022-07-14,492.9823274596168
2022-07-15,465.6781353896468
2022-07-18,470.5348764582563
2022-07-19,470.21670461669027
2022-07-20,491.71918092074804
2022-07-21,495.23153148813486
2022-07-22,510.96476533302473
2022-07-25,498.68595887314814
2022-07-26,492.39661668921974
2022-07-27,494.4975423616451
2022-07-28,491.3512345326168
2022-07-29,477.8553847293818
2022-08-01,476.63459350502075
2022-08-02,495.84174511085877
2022-08-03,503.42918949169035
2022-08-04,524.5111575846657
2022-08-05,525.1746092201142
2022-08-08,522.3160317599898
2022-08-09,520.7410513907595
2022-08-10,536.7510285306122
2022-08-11,525.9745396497528
2022-08-12,534.1539111898658
2022-08-15,518.6693626812914
2022-08-16,536.8428774260512
2022-08-17,529.6003868130836
2022-08-18,527.811495171806
2022-08-19,515.162658170416
2022-08-22,521.9943756720106
2022-08-23,505.42065603689855
2022-08-24,483.2544984488148
2022-08-25,473.949661002241
2022-08-26,498.2592586982627
2022-08-29,504.45788576172134
2022-08-30,507.07628702361626
2022-08-31,478.5196668434632
2022-09-01,478.5807450495189
2022-09-02,473.98571411839185
2022-09-05,466.8652812513685
2022-09-06,468.33321199347665
2022-09-07,480.0821802015348
2022-09-08,484.7882195766142
2022-09-09,480.87803120496943
2022-09-12,459.65144596803856
2022-09-13,466.56492772238187
2022-09-14,435.2646025557516
2022-09-15,462.52410604932857
2022-09-16,459.06249919094586
2022-09-19,447.7657438113573
2022-09-20,465.20463834943945
2022-09-21,459.1061967024121
2022-09-22,442.2646745576611
2022-09-23,437.19312312849684
2022-09-26,433.9620098388405
2022-09-27,413.6317692431143
2022-09-28,409.3081312338078
2022-09-29,392.7690002073569
2022-09-30,397.67227116495525
2022-10-03,406.85976650966836
2022-10-04,411.48441889144533
2022-10-05,395.33072134167503
2022-10-06,395.75735688142805
2022-10-07,399.26814257570516
2022-10-10,391.5574259495089
2022-10-11,393.16923727427354
2022-10-12,405.3694111275488
2022-10-13,402.2201704286214
2022-10-14,407.64667147778107
2022-10-17,409.9337832301792
2022-10-18,405.4543312010753
2022-10-19,395.22580165981736
2022-10-20,373.17343753193757
2022-10-21,368.238997992796
2022-10-24,377.273381539652
2022-10-25,383.4489282680472
2022-10-26,374.317369313865
2022-10-27,382.9441486136073
2022-10-28,367.23797325201883
2022-10-31,364.1067727919013
2022-11-01,365.54899324665826
2022-11-02,368.85829503217224
2022-11-03,353.4268153085676
2022-11-04,361.7342771451139
2022-11-07,363.2990113029089
2022-11-08,377.5036120202916
2022-11-09,373.7591472827022
2022-11-10,373.6114572813632
2022-11-11,372.7848801342427
2022-11-14,366.7834761567322
2022-11-15,380.5357602859191
2022-11-16,393.9105855474473
2022-11-17,395.0712295525146
2022-11-18,382.8120944091363
2022-11-21,392.9276901526574
2022-11-22,387.5910887175902
2022-11-23,399.20872744160266
2022-11-24,400.4555651808869
2022-11-25,399.7262132838613
2022-11-28,367.6595965755649
2022-11-29,373.67351013500536
2022-11-30,388.89502925558526
2022-12-01,387.4677021533533
2022-12-02,398.09484106963566
2022-12-05,404.90528690723
2022-12-06,408.4247142027529
2022-12-07,399.2572967537355
2022-12-08,417.00213744658066
2022-12-09,425.3535234611673
2022-12-12,437.3276235272519
2022-12-13,420.74452709860657
2022-12-14,437.6192736412501
2022-12-15,450.28152219384623
2022-12-16,432.9976199204993
2022-12-19,412.7126092912154
2022-12-20,390.404902728252
2022-12-21,402.2428588528713
2022-12-22,408.44534474873063
2022-12-23,405.19833612386685
2022-12-26,408.9443767927589
2022-12-27,430.9641531328018
2022-12-28,427.1509342714884
2022-12-29,437.6125521698787
2022-12-30,407.8478704508152
2023-01-02,419.3999675930863
2023-01-03,416.42647239754126
2023-01-04,419.52202756084097
2023-01-05,433.1262615759756
2023-01-06,421.56866173056494
2023-01-09,433.441897961169
2023-01-10,429.4422096038339
2023-01-11,440.01229176489153
2023-01-12,462.7278009531266
2023-01-13,473.1895701383418
2023-01-16,459.12527784058267
2023-01-17,472.2708536635007
2023-01-18,459.22320564633844
2023-01-19,465.4150635658476
2023-01-20,470.1893550705543
2023-01-23,478.3827400451285
2023-01-24,465.2412072026118
2023-01-25,481.7380757069746
2023-01-26,490.9198562593658
2023-01-27,521.9806468067363
2023-01-30,523.1429122898625
2023-01-31,530.3669570100413
2023-02-01,537.6464319408964
2023-02-02,540.7268217443285
2023-02-03,539.8495885269662
2023-02-06,544.7208629740858
2023-02-07,518.7598657506605
2023-02-08,533.6711546207657
2023-02-09,526.3408408058149
2023-02-10,550.060049078942
2023-02-13,531.8723100267146
2023-02-14,507.7058472533015
2023-02-15,494.65359447375323
2023-02-16,476.2842421857274
2023-02-17,467.0787488595646
2023-02-20,471.076816438998
2023-02-21,461.9711956157241
2023-02-22,458.7196957416869
2023-02-23,472.4403120530214
2023-02-24,478.58378280803714
2023-02-27,479.9944724661667
2023-02-28,488.9602764316929
2023-03-01,467.4702487556028
2023-03-02,465.52837074952953
2023-03-03,468.07160200878786
2023-03-06,468.9418041896569
2023-03-07,465.05643882504563
2023-03-08,470.93920966431926
2023-03-09,456.6919106840754
2023-03-10,452.80400019755814
2023-03-13,467.24903008284707
2023-03-14,458.4954535149661
2023-03-15,450.5451139607181
2023-03-16,434.31114579749374
2023-03-17,420.806381619826
2023-03-20,427.9878770689114
2023-03-21,419.9077202834264
2023-03-22,441.85921387531647
2023-03-23,432.85224316076443
2023-03-24,424.2091944826112
2023-03-27,404.3145824420321
2023-03-28,423.04340356526376
2023-03-29,441.8730727220171
2023-03-30,426.7677978274084
2023-03-31,433.85265717804475
2023-04-03,442.5791974529
2023-04-04,462.26817922807794
2023-04-05,465.9637374796583
2023-04-06,448.1869220271074
2023-04-07,453.03598814375863
2023-04-10,451.9216679917463
2023-04-11,423.71249507273933
2023-04-12,421.75993298200467
2023-04-13,426.43306204787734
2023-04-14,424.86139970546407
2023-04-17,438.08595550500564
2023-04-18,452.75511187774316
2023-04-19,466.3676709437662
2023-04-20,468.98550568600257
2023-04-21,475.1299273445606
2023-04-24,485.63538967808097
2023-04-25,512.1516632697535
2023-04-26,485.4574345550037
2023-04-27,484.43305373901245
2023-04-28,480.6997451258292
2023-05-01,464.9488140517474
2023-05-02,465.3849450446167
2023-05-03,469.5622707701831
2023-05-04,463.71264877748973
2023-05-05,480.30916567655356
2023-05-08,509.41984619028597
2023-05-09,525.2249760762439
2023-05-10,497.60288030394236
2023-05-11,518.3345458541139
2023-05-12,496.3855952084141
2023-05-15,497.55023692955183
2023-05-16,521.887190732853
2023-05-17,552.0972640733124
2023-05-18,566.7495510641496
2023-05-19,573.728776359211
2023-05-22,575.157080127395
2023-05-23,547.3777061763607
2023-05-24,578.8969990743018
2023-05-25,553.988641934032
2023-05-26,562.6177443620749
2023-05-29,551.33966523279
2023-05-30,554.0792219784582
2023-05-31,541.2130206559953
2023-06-01,517.0931540763722
2023-06-02,517.707637972114
2023-06-05,512.171315718916
2023-06-06,505.62381481391856
2023-06-07,462.5678351318774
2023-06-08,473.36848837720635
2023-06-09,503.44767295552026
2023-06-12,525.6003288876889
2023-06-13,517.8604176384787
2023-06-14,529.8544362857087
2023-06-15,517.7696466875911
2023-06-16,514.8816011992033
2023-06-19,510.1271000778016
2023-06-20,497.34888379684435
2023-06-21,534.9244157954037
2023-06-22,525.5981703031682
2023-06-23,521.4942823596974
2023-06-26,509.5372416160372
2023-06-27,502.6659450860785
2023-06-28,501.497624668788
2023-06-29,525.1558237315055
2023-06-30,504.83057629733423
2023-07-03,492.59216779707606
2023-07-04,497.3386037788081
2023-07-05,476.72087784301226
2023-07-06,471.25931931522905
2023-07-07,464.9699263619777
2023-07-10,468.0479256204136
2023-07-11,482.94237469465287
2023-07-12,500.65565539825474
2023-07-13,490.4778450978268
2023-07-14,501.6095462214502
2023-07-17,479.8114089462632
2023-07-18,470.5786909209291
2023-07-19,485.1560436142603
2023-07-20,456.4649449676415
2023-07-21,451.6590369191114
2023-07-24,484.2454924916757
2023-07-25,472.13734491876954
2023-07-26,485.04290176879573
2023-07-27,505.26028306064364
2023-07-28,503.0479157570281
2023-07-31,500.9791654014732
2023-08-01,490.824379907402
2023-08-02,521.913907614335
