Date,USB
2021-03-25,441.49514021635133
2021-03-26,445.7807459880923
2021-03-29,448.1827990971875
2021-03-30,445.2197267226433
2021-03-31,449.94988536373717
2021-04-01,431.16035259903884
2021-04-02,433.539805702445
2021-04-05,425.9458937827517
2021-04-06,429.4942514080472
2021-04-07,428.761221510637
2021-04-08,433.05639616666997
2021-04-09,442.5698033913209
2021-04-12,439.9848858065582
2021-04-13,438.0672124323263
2021-04-14,430.536736232377
2021-04-15,428.8543518374416
2021-04-16,407.5393368586764
2021-04-19,417.9786673376732
2021-04-20,406.28211196387934
2021-04-21,403.2450132892816
2021-04-22,406.1993119273467
2021-04-23,411.6756111121749
2021-04-26,421.9173982253289
2021-04-27,424.2850880852899
2021-04-28,429.3346901137937
2021-04-29,443.4241966125833
2021-04-30,438.44641136392056
2021-05-03,431.24867121870284
2021-05-04,423.43711280844377
2021-05-05,417.83106295568734
2021-05-06,420.8339388052154
2021-05-07,415.7595743006938
2021-05-10,428.4895568189694
2021-05-11,431.2637142226717
2021-05-12,424.4968189114808
2021-05-13,414.4717218452221
2021-05-14,417.08418487105007
2021-05-17,408.1015303903771
2021-05-18,409.62201030349894
2021-05-19,411.96005277151113
2021-05-20,412.2880864896788
2021-05-21,408.60079337311674
2021-05-24,412.1137249301367
2021-05-25,413.96066308854273
2021-05-26,411.3558810499007
2021-05-27,406.05184529622295
2021-05-28,410.5502086916172
2021-05-31,419.6857553185061
2021-06-01,428.2540664297347
2021-06-02,441.0164424794557
2021-06-03,423.3328875824224
2021-06-04,436.2375917955413
2021-06-07,422.9955596276166
2021-06-08,420.9177107978523
2021-06-09,422.5408817625851
2021-06-10,420.83063873638645
2021-06-11,417.93906688748365
2021-06-14,410.93385061468246
2021-06-15,414.40011766161155
2021-06-16,412.2085654975035
2021-06-17,419.60654622901137
2021-06-18,417.27131489643693
2021-06-21,414.3722287574118
2021-06-22,405.94094292029587
2021-06-23,418.3678422507934
2021-06-24,418.9309928251418
2021-06-25,425.0714736686177
2021-06-28,412.4203989199917
2021-06-29,407.2467973030539
2021-06-30,399.0522846517977
2021-07-01,389.49903814869515
2021-07-02,388.23503310465645
2021-07-05,401.0063209267288
2021-07-06,403.2562080520677
2021-07-07,404.97564877188796
2021-07-08,416.1468259766084
2021-07-09,402.6845238770438
2021-07-12,392.3215484005403
2021-07-13,382.1038138160689
2021-07-14,392.0657573765714
2021-07-15,385.71851062892335
2021-07-16,382.1037965538557
2021-07-19,384.19248741452276
2021-07-20,392.96739537219753
2021-07-21,398.20995813902414
2021-07-22,392.30221714957594
2021-07-23,401.06404309031456
2021-07-26,400.73268073086757
2021-07-27,401.87129896431816
2021-07-28,390.95483247969486
2021-07-29,400.2040242680228
2021-07-30,400.00443789918836
2021-08-02,395.7823841509463
2021-08-03,384.8260630379149
2021-08-04,397.9890442982235
2021-08-05,415.28827193880085
2021-08-06,430.36647640186834
2021-08-09,428.2733330319383
2021-08-10,423.78380096752784
2021-08-11,409.6674434782462
2021-08-12,405.4067114930949
2021-08-13,413.4108655266467
2021-08-16,406.1977224949757
2021-08-17,406.6780390582557
2021-08-18,394.2467382979986
2021-08-19,383.42211180332504
2021-08-20,388.2417981792576
2021-08-23,386.6402305405296
2021-08-24,391.0268267156583
2021-08-25,398.6935909664818
2021-08-26,393.7903736060717
2021-08-27,390.6484695431447
2021-08-30,396.0421618344227
2021-08-31,394.33810098847505
2021-09-01,393.3859385008051
2021-09-02,395.7281079751109
2021-09-03,396.26828300602585
2021-09-06,401.8520363633405
2021-09-07,406.7808114496653
2021-09-08,403.6971392772711
2021-09-09,408.49028156335896
2021-09-10,413.33030631943535
2021-09-13,414.40181217842934
2021-09-14,412.1927853874553
2021-09-15,411.94503852615384
2021-09-16,410.6031734124268
2021-09-17,414.9171888279531
2021-09-20,413.36810997685456
2021-09-21,423.54496064013523
2021-09-22,418.9548254314147
2021-09-23,419.311816080775
2021-09-24,419.23636981333976
2021-09-27,421.5573215802867
2021-09-28,421.94047519227945
2021-09-29,416.00225122148663
2021-09-30,425.66298237565934
2021-10-01,430.7112395944296
2021-10-04,431.9649659680922
2021-10-05,429.0416438464198
2021-10-06,429.05794727191176
2021-10-07,431.24712933539155
2021-10-08,433.644208426773
2021-10-11,438.50295680562107
2021-10-12,431.12588718256654
2021-10-13,418.7474040096254
2021-10-14,431.75440901697914
2021-10-15,446.2501119228035
2021-10-18,441.8764138738637
2021-10-19,432.11819606732416
2021-10-20,433.55289476685243
2021-10-21,444.13654804128583
2021-10-22,459.33173078411943
2021-10-25,468.75706152221085
2021-10-26,470.7142322389301
2021-10-27,470.0106055428102
2021-10-28,472.23478684105754
2021-10-29,471.08955900044975
2021-11-01,486.8691814772526
2021-11-02,489.7490604322535
2021-11-03,476.01649762491746
2021-11-04,467.56115571385664
2021-11-05,464.2470200200246
2021-11-08,439.39978584785473
2021-11-09,438.05283891021713
2021-11-10,431.6887866244499
2021-11-11,415.8932829995693
2021-11-12,428.2129345482432
2021-11-15,410.49854529565323
2021-11-16,419.2214689298047
2021-11-17,413.9810878193307
2021-11-18,412.5682595907066
2021-11-19,403.5449506039685
2021-11-22,405.83242521700316
2021-11-23,408.06828183195205
2021-11-24,427.9359975973052
2021-11-25,419.16607267741387
2021-11-26,423.88768738752805
2021-11-29,421.57007231083713
2021-11-30,417.03523181664093
2021-12-01,421.8129940612454
2021-12-02,440.68457567007033
2021-12-03,430.6142554529721
2021-12-06,419.3514983376853
2021-12-07,412.7856554611657
2021-12-08,402.5180624083509
2021-12-09,392.7688062717196
2021-12-10,385.389479363967
2021-12-13,394.0290736624802
2021-12-14,403.68843797052455
2021-12-15,398.15324289888
2021-12-16,415.6108409045392
2021-12-17,414.0919396699399
2021-12-20,409.8077014830959
2021-12-21,422.436463511412
2021-12-22,404.012242648632
2021-12-23,409.28159262942427
2021-12-24,408.0718872035308
2021-12-27,408.79107791635045
2021-12-28,398.8113416676051
2021-12-29,410.1414578669606
2021-12-30,408.7250276510067
2021-12-31,402.801127090096
2022-01-03,399.80617412649184
2022-01-04,397.6013430436648
2022-01-05,397.606265468359
2022-01-06,408.51031977152854
2022-01-07,417.0859119851113
2022-01-10,430.4413745378579
2022-01-11,434.0252958306056
2022-01-12,445.03923171616015
2022-01-13,442.37351016819355
2022-01-14,448.8905760057331
2022-01-17,451.19292118470236
2022-01-18,455.5707002828695
2022-01-19,451.85840220700743
2022-01-20,454.7818928440329
2022-01-21,457.7926385870786
2022-01-24,470.2348702630557
2022-01-25,460.31452967922115
2022-01-26,461.8093766307956
2022-01-27,469.31804223648646
2022-01-28,469.16385455537943
2022-01-31,475.8535264368684
2022-02-01,474.5589324072074
2022-02-02,478.788958624042
2022-02-03,471.5321149162077
2022-02-04,481.8995834404099
2022-02-07,477.95237449660493
2022-02-08,476.93018124507375
2022-02-09,481.5227461514004
2022-02-10,474.0117332511533
2022-02-11,488.2766035952948
2022-02-14,504.43577102397836
2022-02-15,498.7798489875306
2022-02-16,497.0873033102933
2022-02-17,492.4565658424413
2022-02-18,495.92292221900186
2022-02-21,499.6663696758766
2022-02-22,519.0357685452085
2022-02-23,533.024447712341
2022-02-24,519.0794338813905
2022-02-25,506.7233804081251
2022-02-28,528.3613228753463
2022-03-01,527.289502423968
2022-03-02,545.3806663323028
2022-03-03,568.5225948835161
2022-03-04,584.3343103407985
2022-03-07,589.5039930096806
2022-03-08,597.1859304216064
2022-03-09,580.995616800782
2022-03-10,593.4848364589108
2022-03-11,592.5949200476512
2022-03-14,603.8864014707473
2022-03-15,601.3458085736848
2022-03-16,588.1985507649354
2022-03-17,583.1122634134105
2022-03-18,591.4825868105995
2022-03-21,591.2338137236312
2022-03-22,577.9837187493486
2022-03-23,576.6912773844931
2022-03-24,572.1914384137116
2022-03-25,587.9894739685411
2022-03-28,568.9826925461279
2022-03-29,564.8660999809531
2022-03-30,565.7893823094591
2022-03-31,563.4671786730588
2022-04-01,577.0222528251871
2022-04-04,586.1137379959578
2022-04-05,558.9998823384312
2022-04-06,555.5807107337566
2022-04-07,547.0101002505271
2022-04-08,555.9688626871597
2022-04-11,560.0921721312627
2022-04-12,569.200533427515
2022-04-13,572.417822745047
2022-04-14,579.9367176879065
2022-04-15,555.9516034952097
2022-04-18,549.908731961878
2022-04-19,548.2246561646625
2022-04-20,556.9694976125008
2022-04-21,561.1402271874421
2022-04-22,549.4032481962224
2022-04-25,536.5695515522818
2022-04-26,544.659807134678
2022-04-27,531.0108306938072
2022-04-28,539.0280244015146
2022-04-29,554.9216398560903
2022-05-02,555.7762103216221
2022-05-03,540.9202975484357
2022-05-04,541.1503894862335
2022-05-05,556.8597666414689
2022-05-06,554.8707794550205
2022-05-09,562.406175101759
2022-05-10,580.7870444601195
2022-05-11,579.5051043852003
2022-05-12,584.7084477621878
2022-05-13,569.5082267827001
2022-05-16,577.8394265070266
2022-05-17,572.5444867450444
2022-05-18,557.7748272932646
2022-05-19,572.3008685637218
2022-05-20,564.6350345178005
2022-05-23,561.3382892656934
2022-05-24,551.5357253730355
2022-05-25,565.2025325099339
2022-05-26,555.4144925046126
2022-05-27,562.8160824700439
2022-05-30,568.0395477991422
2022-05-31,583.0380426457725
2022-06-01,584.8373607991504
2022-06-02,578.7852527416261
2022-06-03,584.1978820642254
2022-06-06,576.0647552466188
2022-06-07,559.7593358615115
2022-06-08,553.7823007242652
2022-06-09,550.9652119654764
2022-06-10,554.6877772324194
2022-06-13,565.8803066554608
2022-06-14,556.7144626814716
2022-06-15,551.734560446239
2022-06-16,549.056769659454
2022-06-17,558.7086288408458
2022-06-20,561.8237251897659
2022-06-21,566.2629133311531
2022-06-22,539.1701321541603
2022-06-23,549.8307742423626
2022-06-24,559.4923927609279
2022-06-27,553.691363439009
2022-06-28,540.6296555463344
2022-06-29,528.3578828023896
2022-06-30,520.2360140872033
2022-07-01,526.2043628843458
2022-07-04,530.007578215789
2022-07-05,528.1784540054076
2022-07-06,541.1694414397617
2022-07-07,534.4240275670344
2022-07-08,519.5505612843904
2022-07-11,520.5689202134583
2022-07-12,524.696445078848
2022-07-13,506.9525166607399
2022-07-14,481.98122228004837
2022-07-15,474.18145710405724
2022-07-18,472.60251386439325
2022-07-19,457.7438712496753
2022-07-20,469.173904183392
2022-07-21,469.263496071073
2022-07-22,474.9478659311674
2022-07-25,472.5599607380816
2022-07-26,487.61564722448577
2022-07-27,486.597441040928
2022-07-28,482.1029197372232
2022-07-29,497.3309026054668
2022-08-01,480.7269536006486
2022-08-02,481.91320494047415
2022-08-03,472.6930640634367
2022-08-04,473.52041736152773
2022-08-05,472.78458692533786
2022-08-08,467.3736467415297
2022-08-09,477.810901854115
2022-08-10,476.8575675650663
2022-08-11,486.04146166548185
2022-08-12,492.39134617336555
2022-08-15,487.32748570985086
2022-08-16,491.88140214099883
2022-08-17,496.9538806476507
2022-08-18,475.54505067822436
2022-08-19,486.4246190129127
2022-08-22,503.6391885635288
2022-08-23,496.87137322684424
2022-08-24,497.8460810774741
2022-08-25,489.61837677650493
2022-08-26,496.6811462618169
2022-08-29,499.37950808247206
2022-08-30,481.46485565253306
2022-08-31,483.4410382073396
2022-09-01,486.8968923386364
2022-09-02,482.464915409146
2022-09-05,485.450128151404
2022-09-06,493.74406079142585
2022-09-07,487.14135316108155
2022-09-08,481.23959482308925
2022-09-09,470.0033748882534
2022-09-12,474.8098903850923
2022-09-13,469.8262900545819
2022-09-14,468.49447454532816
2022-09-15,473.48711842066166
2022-09-16,462.045563266042
2022-09-19,469.20694949017695
2022-09-20,460.0218387291001
2022-09-21,458.61222345770705
2022-09-22,464.8488342435466
2022-09-23,447.4738258018951
2022-09-26,437.81066458225075
2022-09-27,432.88951640224343
2022-09-28,431.8361471757587
2022-09-29,425.92047442047505
2022-09-30,438.09328403713124
2022-10-03,439.2836318958259
2022-10-04,442.28719185516985
2022-10-05,447.4133510234376
2022-10-06,454.57242657320563
2022-10-07,446.96776956859196
2022-10-10,438.9801148359237
2022-10-11,441.14510672529906
2022-10-12,433.6665962343621
2022-10-13,443.056044790321
2022-10-14,436.438123854774
2022-10-17,444.81105555647866
2022-10-18,434.4029830570746
2022-10-19,439.53512885865376
2022-10-20,439.475450787902
2022-10-21,446.3641074897367
2022-10-24,458.9375982287613
2022-10-25,451.9646002930058
2022-10-26,456.49323060876685
2022-10-27,454.7217118045029
2022-10-28,468.21351288877406
2022-10-31,481.45381298383495
2022-11-01,488.10305601433157
2022-11-02,479.8323525483909
2022-11-03,477.0816698460466
2022-11-04,470.5136761429249
2022-11-07,458.5537796507281
2022-11-08,456.6996242577726
2022-11-09,448.9814026380791
2022-11-10,443.6693762722103
2022-11-11,438.89002098811176
2022-11-14,437.34545401128963
2022-11-15,435.43059126711387
2022-11-16,437.9883187424915
2022-11-17,446.9906139600896
2022-11-18,436.5684312522175
2022-11-21,442.4542303293997
2022-11-22,436.56532881630824
2022-11-23,442.37832912655693
2022-11-24,441.7747825782452
2022-11-25,458.07855591820004
2022-11-28,467.1494003127132
2022-11-29,469.7673053708943
2022-11-30,474.77420622052
2022-12-01,478.7738998415587
2022-12-02,474.90672461832327
2022-12-05,470.3241360459396
2022-12-06,493.3101774071966
2022-12-07,471.74628969545864
2022-12-08,466.62394640737256
2022-12-09,467.82560005421647
2022-12-12,470.38006515912326
2022-12-13,472.1910404393241
2022-12-14,463.3811064680428
2022-12-15,459.66084655946946
2022-12-16,449.8670089620957
2022-12-19,441.26208038496827
2022-12-20,442.8176812616023
2022-12-21,447.80011037862835
2022-12-22,456.4932897143919
2022-12-23,469.6209275719003
2022-12-26,482.4722694671953
2022-12-27,471.9061127816772
2022-12-28,489.95741235057324
2022-12-29,475.9845348821237
2022-12-30,493.0620932497162
2023-01-02,477.7458806095052
2023-01-03,487.2974893522437
2023-01-04,474.18467785331427
2023-01-05,500.5291189967263
2023-01-06,516.8715415997702
2023-01-09,520.5416057389047
2023-01-10,535.5750815487323
2023-01-11,538.6010944948297
2023-01-12,539.9183251931537
2023-01-13,550.751927260829
2023-01-16,558.0768331789781
2023-01-17,543.3882430909094
2023-01-18,518.6636535293189
2023-01-19,525.332212446785
2023-01-20,546.4936848496161
2023-01-23,552.9811779577765
2023-01-24,553.6045611194644
2023-01-25,543.7666020359873
2023-01-26,549.0236816318887
2023-01-27,554.237843751372
2023-01-30,533.2906310031498
2023-01-31,547.5638384551652
2023-02-01,544.4694555869191
2023-02-02,542.3387839514924
2023-02-03,532.6640142735791
2023-02-06,519.6299176972589
2023-02-07,514.2052474644435
2023-02-08,529.9960429899203
2023-02-09,530.6830506169962
2023-02-10,544.9892319002668
2023-02-13,534.2235343238567
2023-02-14,523.977899729144
2023-02-15,520.8309787656078
2023-02-16,509.5222387054184
2023-02-17,507.1174500817428
2023-02-20,512.8951978648731
2023-02-21,520.2249626002612
2023-02-22,499.649027008952
2023-02-23,491.3385322304531
2023-02-24,474.29680197070957
2023-02-27,470.2577115874527
2023-02-28,457.24689966211355
2023-03-01,452.83613760178986
2023-03-02,453.6923367524824
2023-03-03,455.2592043389058
2023-03-06,463.16399950026823
2023-03-07,457.4811844208172
2023-03-08,470.0196190333184
2023-03-09,461.95792332957546
2023-03-10,472.9675124307184
2023-03-13,462.2948392578634
2023-03-14,476.8987450622008
2023-03-15,482.4045910627332
2023-03-16,489.6254782071761
2023-03-17,500.0604124684963
2023-03-20,479.78583739675196
2023-03-21,462.0221817284118
2023-03-22,465.5435804887706
2023-03-23,449.0947419823394
2023-03-24,437.25707458173827
2023-03-27,440.86630365585967
2023-03-28,434.6182696852597
2023-03-29,427.11423825983667
2023-03-30,428.3796830149309
2023-03-31,432.58985492309074
2023-04-03,436.10961754509395
2023-04-04,430.9809572143503
2023-04-05,432.89217531007836
2023-04-06,436.263118153629
2023-04-07,424.4650759045788
2023-04-10,433.172572164838
2023-04-11,438.8307911666638
2023-04-12,436.29840580273265
2023-04-13,434.28922359695804
2023-04-14,430.198162900297
2023-04-17,433.02051081503777
2023-04-18,435.11949949987957
2023-04-19,441.2322918222955
2023-04-20,446.8912600392217
2023-04-21,447.1194786031097
2023-04-24,440.33012745275994
2023-04-25,445.2586319208659
2023-04-26,448.1985154487863
2023-04-27,454.8204497366577
2023-04-28,451.17758023810273
2023-05-01,461.7207157621568
2023-05-02,461.20705145157837
2023-05-03,457.4591361051719
2023-05-04,461.31124521876575
2023-05-05,465.3538538789495
2023-05-08,454.9136301945806
2023-05-09,442.98071339730757
2023-05-10,452.9828903763069
2023-05-11,456.74988732329786
2023-05-12,456.00622131689505
2023-05-15,461.09911355726115
2023-05-16,456.2460705068308
2023-05-17,461.56665969331397
2023-05-18,478.43921507175065
2023-05-19,477.5375442495589
2023-05-22,485.9706263886506
2023-05-23,491.68967797714583
2023-05-24,481.0619263135423
2023-05-25,475.63586352758284
2023-05-26,479.5259361769895
2023-05-29,480.88562932186926
2023-05-30,480.8167229588219
2023-05-31,482.6284631700479
2023-06-01,471.5196843447146
2023-06-02,473.9577575883743
2023-06-05,474.4877985119828
2023-06-06,461.6267752817735
2023-06-07,444.9585230863175
2023-06-08,456.11051632486453
2023-06-09,461.0400867278738
2023-06-12,470.5810717238104
2023-06-13,460.66494534089077
2023-06-14,461.1407644397517
2023-06-15,464.46797063340483
2023-06-16,452.65128997441445
2023-06-19,442.42336947603303
2023-06-20,446.63419763440555
2023-06-21,442.1560181267566
2023-06-22,457.4643386494589
2023-06-23,448.39672879131854
2023-06-26,459.15142159741566
2023-06-27,463.2751869420311
2023-06-28,484.6126277172161
2023-06-29,476.21946592244734
2023-06-30,483.10432082919044
2023-07-03,481.36795677845925
2023-07-04,462.16327774533636
2023-07-05,478.7962871481377
2023-07-06,483.8519117413373
2023-07-07,488.3284159602305
2023-07-10,479.041589627498
2023-07-11,481.75220857852725
2023-07-12,474.5912271619148
2023-07-13,486.0444748157314
2023-07-14,469.58332896129536
2023-07-17,476.13510409393984
2023-07-18,470.2599848033724
2023-07-19,477.19239127392257
2023-07-20,476.00520912638586
2023-07-21,475.98828729948514
2023-07-24,480.3994656399039
2023-07-25,495.5045319641861
2023-07-26,499.70283517206235
2023-07-27,501.08357194816466
2023-07-28,517.4385508848851
2023-07-31,527.375489399621
2023-08-01,543.887595253994
2023-08-02,543.2558203903535
