Date,CSX
2020-09-03,141.1994979645241
2020-09-04,145.0690531918988
2020-09-07,149.95944775708304
2020-09-08,145.4367342471403
2020-09-09,144.22374757133625
2020-09-10,150.16442998975813
2020-09-11,148.57405662958917
2020-09-14,140.5193848439271
2020-09-15,144.75141044772616
2020-09-16,149.40167078706958
2020-09-17,151.61220074142054
2020-09-18,148.62828003376532
2020-09-21,155.1576788840054
2020-09-22,151.7868385197533
2020-09-23,152.52989015582776
2020-09-24,150.07281733420118
2020-09-25,146.7444827914672
2020-09-28,144.95922245678503
2020-09-29,149.21519394304778
2020-09-30,141.55581656752454
2020-10-01,141.85180526987034
2020-10-02,139.90706287215582
2020-10-05,143.48680489311923
2020-10-06,152.19936347933995
2020-10-07,150.8935131308192
2020-10-08,155.11153714502635
2020-10-09,154.1901562903909
2020-10-12,148.5631643563861
2020-10-13,141.57484147285427
2020-10-14,143.2703607770239
2020-10-15,148.7831314011342
2020-10-16,147.06104554174897
2020-10-19,149.7923060032457
2020-10-20,152.7894744342059
2020-10-21,151.47333090544572
2020-10-22,146.9955816715674
2020-10-23,145.50489541904622
2020-10-26,150.42634503736872
2020-10-27,154.09469084197576
2020-10-28,151.75938790649013
2020-10-29,153.87911484621236
2020-10-30,152.16608961741542
2020-11-02,153.01243701084067
2020-11-03,157.82469855680972
2020-11-04,160.24259685853687
2020-11-05,156.56427913473877
2020-11-06,155.19430869579412
2020-11-09,156.06225949729935
2020-11-10,157.6451660075944
2020-11-11,156.78515443690512
2020-11-12,161.65871001012354
2020-11-13,157.49459684106364
2020-11-16,156.2419225510081
2020-11-17,155.28098042200278
2020-11-18,154.49297922468705
2020-11-19,156.87497357415543
2020-11-20,165.07521637913692
2020-11-23,175.23014290612008
2020-11-24,174.1328866730378
2020-11-25,167.78174398819542
2020-11-26,168.91981888810315
2020-11-27,161.06382938152842
2020-11-30,162.37867819184768
2020-12-01,164.4127613224203
2020-12-02,163.18506344404557
2020-12-03,167.12986342174662
2020-12-04,161.83039604422075
2020-12-07,158.08770579548047
2020-12-08,155.6751244505379
2020-12-09,161.52605250620798
2020-12-10,156.315533753875
2020-12-11,155.69822372363436
2020-12-14,159.21266636526724
2020-12-15,161.8787432207555
2020-12-16,153.8595884837931
2020-12-17,150.53816186325557
2020-12-18,144.85706749184857
2020-12-21,143.95215661010647
2020-12-22,153.41154815670475
2020-12-23,160.840228225664
2020-12-24,160.1548506186595
2020-12-25,163.51683705733285
2020-12-28,162.21731474891223
2020-12-29,161.3988568294019
2020-12-30,168.92324112705373
2020-12-31,163.5518335366005
2021-01-01,168.235924986838
2021-01-04,172.61455064814027
2021-01-05,167.9503083236573
2021-01-06,172.4229294897755
2021-01-07,177.6430745875972
2021-01-08,179.52724750303057
2021-01-11,190.01527690057574
2021-01-12,193.48876098866023
2021-01-13,188.4080791698432
2021-01-14,192.76440191920878
2021-01-15,198.3094970906854
2021-01-18,201.60342031336597
2021-01-19,199.44672988927945
2021-01-20,206.0198941834377
2021-01-21,212.53523965229726
2021-01-22,222.55640512600257
2021-01-25,223.27997731308665
2021-01-26,224.26358860654662
2021-01-27,222.87130207619566
2021-01-28,215.73752355453524
2021-01-29,214.55980580049902
2021-02-01,209.88548131758157
2021-02-02,205.60304071716791
2021-02-03,210.14409517588805
2021-02-04,218.37754160029485
2021-02-05,220.04210366183236
2021-02-08,226.01107469942045
2021-02-09,218.89850364476536
2021-02-10,217.13883650292894
2021-02-11,214.25234376803894
2021-02-12,221.37443105768887
2021-02-15,223.12583945395954
2021-02-16,226.7434186258329
2021-02-17,228.77684476506937
2021-02-18,228.60667170467514
2021-02-19,227.52996685711187
2021-02-22,232.16174188752547
2021-02-23,226.8369235857261
2021-02-24,222.14068442822537
2021-02-25,225.8807609235642
2021-02-26,215.0495217117784
2021-03-01,214.40170276469664
2021-03-02,210.93673529477397
2021-03-03,208.19975956712335
2021-03-04,213.87817964203907
2021-03-05,209.7356886996541
2021-03-08,209.36965176033456
2021-03-09,208.62810021121845
2021-03-10,202.5086810306485
2021-03-11,198.4175260205551
2021-03-12,195.5410331629203
2021-03-15,187.40742935388124
2021-03-16,192.8820973019387
2021-03-17,193.90566602199323
2021-03-18,204.82188565229873
2021-03-19,212.48648582485743
2021-03-22,213.82663746837443
2021-03-23,205.8253801097411
2021-03-24,200.47992925448966
2021-03-25,199.4393791545444
2021-03-26,187.9855719067213
2021-03-29,186.9532246361529
2021-03-30,188.1614830726097
2021-03-31,183.70925069328607
2021-04-01,179.88810791481208
2021-04-02,175.02465505001703
2021-04-05,171.95354067723255
2021-04-06,178.38836913257632
2021-04-07,176.6521497452199
2021-04-08,172.7437286116812
2021-04-09,178.4800521294831
2021-04-12,176.6553611901294
2021-04-13,172.01521884141877
2021-04-14,175.87348530347387
2021-04-15,179.01650793028497
2021-04-16,183.68858036556074
2021-04-19,186.70516832472353
2021-04-20,186.7606541398409
2021-04-21,184.72485419815575
2021-04-22,184.98826976224308
2021-04-23,186.62254179746876
2021-04-26,188.22245267068445
2021-04-27,183.11319972113526
2021-04-28,185.40451176332502
2021-04-29,183.59515024939316
2021-04-30,183.8930334418889
2021-05-03,193.091624788776
2021-05-04,187.2121477086405
2021-05-05,192.8185924060354
2021-05-06,190.40379502232966
2021-05-07,194.04896305333222
2021-05-10,196.11503311267347
2021-05-11,183.24029795613038
2021-05-12,180.49309107279743
2021-05-13,178.1199562685762
2021-05-14,182.37614776419358
2021-05-17,172.09901893337658
2021-05-18,172.39409090169113
2021-05-19,161.49851603715396
2021-05-20,165.89890098280273
2021-05-21,161.36768039742714
2021-05-24,158.89479262239882
2021-05-25,164.271668622907
2021-05-26,158.50053500429308
2021-05-27,157.56781697959602
2021-05-28,162.7481982704429
2021-05-31,164.4277565417925
2021-06-01,172.07452879441905
2021-06-02,175.87599594901494
2021-06-03,172.6311402649931
2021-06-04,175.63587141053483
2021-06-07,170.97729988190835
2021-06-08,163.36577159021087
2021-06-09,173.75805122097674
2021-06-10,177.6633491222293
2021-06-11,173.5334125076327
2021-06-14,175.47256757202663
2021-06-15,176.18703940461387
2021-06-16,183.21239527073826
2021-06-17,183.8586401739414
2021-06-18,181.82257910160328
2021-06-21,179.8116395670486
2021-06-22,177.68673023810595
2021-06-23,178.13851363174817
2021-06-24,175.2674337160508
2021-06-25,172.53635743412138
2021-06-28,174.74607567015727
2021-06-29,175.79061722455612
2021-06-30,173.047126261352
2021-07-01,179.94039130473064
2021-07-02,180.34021510158726
2021-07-05,176.6466519961004
2021-07-06,174.45171558240787
2021-07-07,178.08932773154604
2021-07-08,172.1059272656095
2021-07-09,178.18446329627835
2021-07-12,178.39343969187004
2021-07-13,185.70874842994917
2021-07-14,182.93124735185825
2021-07-15,175.09757986193176
2021-07-16,164.2552221355473
2021-07-19,156.41216204386743
2021-07-20,156.73346407103105
2021-07-21,156.72271610767618
2021-07-22,157.49051605791016
2021-07-23,154.78569299506898
2021-07-26,152.73141238438416
2021-07-27,152.1984301110973
2021-07-28,150.1203843966185
2021-07-29,146.13998009427658
2021-07-30,144.7027116082685
2021-08-02,140.29111716834603
2021-08-03,139.1194284409378
2021-08-04,130.8334137850233
2021-08-05,132.74071480844003
2021-08-06,136.89650492944685
2021-08-09,138.00959061407804
2021-08-10,139.35241351273166
2021-08-11,140.36805876088886
2021-08-12,138.5164188072826
2021-08-13,134.56845251923585
2021-08-16,140.63500891458798
2021-08-17,143.28075958762722
2021-08-18,142.4459173115809
2021-08-19,141.06470639541712
2021-08-20,145.81833688193703
2021-08-23,155.35977590583593
2021-08-24,154.1596823173905
2021-08-25,155.25645723570332
2021-08-26,156.30026146097168
2021-08-27,159.94679564978074
2021-08-30,160.55622650179274
2021-08-31,162.77126343046731
2021-09-01,162.05863038251914
2021-09-02,163.1069683155661
2021-09-03,160.31769720748727
2021-09-06,162.59405634499984
2021-09-07,163.07445891118903
2021-09-08,168.40293239191328
2021-09-09,173.97779865676603
2021-09-10,170.74097596363845
2021-09-13,180.37592242250014
2021-09-14,178.39327355964264
2021-09-15,176.7230137853349
2021-09-16,182.6027401837733
2021-09-17,175.53268440089028
2021-09-20,181.5979731616695
2021-09-21,183.92272370008533
2021-09-22,178.81716845556784
2021-09-23,179.56370638456855
2021-09-24,182.71743846070552
2021-09-27,182.42093830828208
2021-09-28,186.8961078220302
2021-09-29,184.10747313260646
2021-09-30,184.93468481628244
2021-10-01,177.84203519121075
2021-10-04,184.06810294467735
2021-10-05,181.331032354651
2021-10-06,185.07015942563493
2021-10-07,184.02468178585858
2021-10-08,184.9682878850229
2021-10-11,191.48270848626365
2021-10-12,190.31316699036967
2021-10-13,189.0071404064361
2021-10-14,194.2513348256806
2021-10-15,190.37510283051105
2021-10-18,194.99334133012775
2021-10-19,192.44720739823813
2021-10-20,197.15754740756248
2021-10-21,191.36566327796194
2021-10-22,186.9193294521166
2021-10-25,181.73920033286277
2021-10-26,186.03561578250975
2021-10-27,196.32060994599075
2021-10-28,190.9549477799431
2021-10-29,187.97888556441404
2021-11-01,191.15114009134837
2021-11-02,194.44458791330067
2021-11-03,204.68524780129064
2021-11-04,211.33220782020402
2021-11-05,218.92382244520078
2021-11-08,206.53026948151174
2021-11-09,205.01417086913037
2021-11-10,200.75600971895892
2021-11-11,198.8228641368861
2021-11-12,194.73304403792338
2021-11-15,202.21824626510278
2021-11-16,202.02052371513693
2021-11-17,210.8491809381124
2021-11-18,205.6096661116928
2021-11-19,194.12324392290085
2021-11-22,199.57683067506562
2021-11-23,194.87157839259797
2021-11-24,192.6545548116409
2021-11-25,193.4489772489264
2021-11-26,195.78222506747957
2021-11-29,204.6800287763041
2021-11-30,206.5868412276745
2021-12-01,205.54949663281909
2021-12-02,205.50243668080674
2021-12-03,195.6338163905527
2021-12-06,192.99515338407159
2021-12-07,196.82057785733195
2021-12-08,196.6129708574298
2021-12-09,199.5518052616474
2021-12-10,193.32839211684828
2021-12-13,190.8901322271977
2021-12-14,186.54525599596371
2021-12-15,180.76063730473223
2021-12-16,191.75013626975067
2021-12-17,187.2940365579303
2021-12-20,188.64066040928816
2021-12-21,182.9739052185264
2021-12-22,187.38884835918333
2021-12-23,183.61613152133057
2021-12-24,185.33098842351734
2021-12-27,186.96919522139646
2021-12-28,188.23714875344612
2021-12-29,182.70300640997073
2021-12-30,186.086229203717
2021-12-31,189.567174824299
2022-01-03,189.44694286872593
2022-01-04,207.33759901285575
2022-01-05,210.84352769410557
2022-01-06,211.25582168420468
2022-01-07,212.92957912814487
2022-01-10,219.34809279357816
2022-01-11,209.6427150753489
2022-01-12,213.1192763633193
2022-01-13,212.40473965739415
2022-01-14,204.74309748824473
2022-01-17,200.2463288488102
2022-01-18,193.90180828573853
2022-01-19,197.89396829440057
2022-01-20,206.41232342135072
2022-01-21,199.00685629106107
2022-01-24,201.2968091278485
2022-01-25,200.28997506983026
2022-01-26,203.8540356566387
2022-01-27,207.2346316666817
2022-01-28,200.28164610717343
2022-01-31,205.0504660342522
2022-02-01,221.92626796804146
2022-02-02,220.63392164472123
2022-02-03,214.04811818109022
2022-02-04,200.90642935591924
2022-02-07,202.2683264123644
2022-02-08,207.4390755231598
2022-02-09,200.02710577093612
2022-02-10,199.66317237020522
2022-02-11,197.63799420939884
2022-02-14,205.19776734070132
2022-02-15,200.7898055362373
2022-02-16,212.5709535359047
2022-02-17,225.80038132034736
2022-02-18,225.1777481692939
2022-02-21,218.87221345289396
2022-02-22,227.62518705944407
2022-02-23,221.82362515633537
2022-02-24,226.51785216622852
2022-02-25,218.93973431307552
2022-02-28,233.52506124624307
2022-03-01,239.1311504539441
2022-03-02,241.3777210921808
2022-03-03,236.42177650330012
2022-03-04,223.4895120863971
2022-03-07,212.6208060326913
2022-03-08,216.224514228803
2022-03-09,229.62285120226065
2022-03-10,243.93503471608733
2022-03-11,244.77066787504785
2022-03-14,246.9840525562212
2022-03-15,245.90405682652317
2022-03-16,248.4194870320642
2022-03-17,246.1615331008102
2022-03-18,251.26732725420786
2022-03-21,249.14976438982492
2022-03-22,253.74561047694954
2022-03-23,252.27224585613388
2022-03-24,240.95886991957383
2022-03-25,250.40074861059148
2022-03-28,251.43702087042388
2022-03-29,242.12906534498478
2022-03-30,235.2687642913071
2022-03-31,230.63735176149532
2022-04-01,233.40499261251705
2022-04-04,234.6580420108735
2022-04-05,238.55165002736743
2022-04-06,239.33037494363305
2022-04-07,240.46647879083451
2022-04-08,233.47046736136596
2022-04-11,237.15672654798044
2022-04-12,219.25145700899319
2022-04-13,227.0818240680771
2022-04-14,236.75884565523708
2022-04-15,234.1545282267757
2022-04-18,233.8174481120372
2022-04-19,228.6346357418274
2022-04-20,221.7882212353447
2022-04-21,225.43822909661253
2022-04-22,232.83297041226015
2022-04-25,234.18980973282203
2022-04-26,237.30747093347068
2022-04-27,240.7528439870081
2022-04-28,246.75952211613517
2022-04-29,260.0714280115912
2022-05-02,254.04740446641844
2022-05-03,265.28522594782555
2022-05-04,269.2220641338557
2022-05-05,263.5351434931594
2022-05-06,258.28696447491035
2022-05-09,265.63423258569844
2022-05-10,274.05097477540386
2022-05-11,268.20196437259204
2022-05-12,263.019508220293
2022-05-13,273.4074617285823
2022-05-16,277.63218033742044
2022-05-17,273.4346736094857
2022-05-18,276.35541603294183
2022-05-19,271.9188217512351
2022-05-20,275.54035465269857
2022-05-23,287.8304494979217
2022-05-24,278.2369455311873
2022-05-25,268.9320181827381
2022-05-26,259.0153023857701
2022-05-27,255.37298021959174
2022-05-30,267.7504097691106
2022-05-31,263.76673633215955
2022-06-01,257.6078946932561
2022-06-02,258.74219018667856
2022-06-03,260.23136438220035
2022-06-06,245.45486539207437
2022-06-07,240.34401084399235
2022-06-08,231.09054843163847
2022-06-09,226.34832778304036
2022-06-10,234.11033732064428
2022-06-13,229.39880466453715
2022-06-14,224.05908774249443
2022-06-15,221.61834237650947
2022-06-16,219.05317964504798
2022-06-17,223.00868710611414
2022-06-20,215.33407769067296
2022-06-21,215.48150811399802
2022-06-22,217.07888977138077
2022-06-23,218.58480275359915
2022-06-24,215.0911116115615
2022-06-27,217.38915738865617
2022-06-28,215.37876553209398
2022-06-29,219.28891385149328
2022-06-30,218.41989197846115
2022-07-01,218.07869897388767
2022-07-04,213.98694084370155
2022-07-05,217.82284706399284
2022-07-06,212.62744422612036
2022-07-07,206.93007364980525
2022-07-08,198.44248352619394
2022-07-11,199.79975612858144
2022-07-12,195.07647294380075
2022-07-13,192.19420738370155
2022-07-14,200.30263576637842
2022-07-15,198.364295816993
2022-07-18,200.9747556355736
2022-07-19,201.91021643333488
2022-07-20,207.86003386675648
2022-07-21,207.59785028292552
2022-07-22,213.6794294939669
2022-07-25,218.2229433804269
2022-07-26,221.39943064026363
2022-07-27,221.04772860241022
2022-07-28,224.87755951193176
2022-07-29,220.92645536698484
2022-08-01,227.3046923105421
2022-08-02,218.4052974334201
2022-08-03,215.10926406297023
2022-08-04,210.83408612960648
2022-08-05,205.81536612888488
2022-08-08,200.9433191437583
2022-08-09,203.3190783579233
2022-08-10,197.97450838842403
2022-08-11,188.45304502270966
2022-08-12,194.6416919974784
2022-08-15,197.76527813875612
2022-08-16,193.6466964350433
2022-08-17,190.87238957072077
2022-08-18,186.74430224596117
2022-08-19,187.1246440731786
2022-08-22,192.23706143341028
2022-08-23,191.91620773516857
2022-08-24,189.15482108689022
2022-08-25,197.80084913658263
2022-08-26,193.75106290674924
2022-08-29,196.46425218052477
2022-08-30,195.2914700606413
2022-08-31,193.63400310204284
2022-09-01,192.534053357451
2022-09-02,192.6688640942698
2022-09-05,188.50686975375388
2022-09-06,184.75486153399692
2022-09-07,172.25099967037465
2022-09-08,176.3474823890068
2022-09-09,180.04668555100133
2022-09-12,181.7496308637944
2022-09-13,185.05350152370605
2022-09-14,175.1920351950225
2022-09-15,172.07511562339457
2022-09-16,168.87986760083126
2022-09-19,169.74267220476216
2022-09-20,168.00885681046194
2022-09-21,174.8332301807414
2022-09-22,174.02167410542538
2022-09-23,176.06223046421016
2022-09-26,174.77398394284523
2022-09-27,182.7177757989785
2022-09-28,174.70970388325551
2022-09-29,179.82651876668155
2022-09-30,189.37310058536812
2022-10-03,187.6923290763524
2022-10-04,194.97190827862212
2022-10-05,194.2582185145164
2022-10-06,206.6625719249502
2022-10-07,210.61222489231125
2022-10-10,211.14433819065042
2022-10-11,204.35861087256046
2022-10-12,206.7968042151873
2022-10-13,196.5218981894572
2022-10-14,197.3214802880642
2022-10-17,205.31472587772856
2022-10-18,208.3977749700285
2022-10-19,215.56434761116574
2022-10-20,215.69631330945043
2022-10-21,215.82412367428802
2022-10-24,212.86847925266358
2022-10-25,212.5208249227731
2022-10-26,218.65348966330154
2022-10-27,215.37784668848934
2022-10-28,214.19111619921682
2022-10-31,210.2540106959198
2022-11-01,215.74401935138508
2022-11-02,211.44360141351441
2022-11-03,208.6339949991762
2022-11-04,205.6465309892071
2022-11-07,210.6339377312522
2022-11-08,205.95257292493918
2022-11-09,206.83273194329
2022-11-10,207.29859247153618
2022-11-11,204.22398448828343
2022-11-14,201.20305308150105
2022-11-15,212.3876351393928
2022-11-16,229.38628113848895
2022-11-17,236.61496987805162
2022-11-18,236.1783007945856
2022-11-21,243.7182245800252
2022-11-22,245.85677742989043
2022-11-23,242.508703403787
2022-11-24,248.34749020941018
2022-11-25,251.08166852056803
2022-11-28,251.0166824913915
2022-11-29,243.2779492795626
2022-11-30,250.8075677887599
2022-12-01,247.6255187285346
2022-12-02,254.99609433078749
2022-12-05,244.17905309435085
2022-12-06,238.73229768496066
2022-12-07,233.33862530352303
2022-12-08,239.89756864240218
2022-12-09,247.50135294263353
2022-12-12,241.81913564640263
2022-12-13,230.45224783618917
2022-12-14,231.0102608704702
2022-12-15,234.3184422050469
2022-12-16,232.6193040853895
2022-12-19,227.6642341489224
2022-12-20,221.9936121349166
2022-12-21,228.27143725749312
2022-12-22,232.68505476458873
2022-12-23,231.76295904815458
2022-12-26,230.12329338326018
2022-12-27,234.0842732092941
2022-12-28,233.2838558598418
2022-12-29,236.95010712412207
2022-12-30,231.06704093032803
2023-01-02,230.99966713004926
2023-01-03,229.03577769652279
2023-01-04,221.21283403130855
2023-01-05,215.48508856728012
2023-01-06,216.7453750226102
2023-01-09,210.84473093845074
2023-01-10,209.08892021965093
2023-01-11,210.54840131875588
2023-01-12,208.94588533723294
2023-01-13,212.3032545585114
2023-01-16,215.7546934745615
2023-01-17,213.29546851380724
2023-01-18,209.52011531237218
2023-01-19,205.30734293124064
2023-01-20,203.42858513048796
2023-01-23,196.0754751559342
2023-01-24,189.14556602988208
2023-01-25,196.59679585102407
2023-01-26,184.20082983387897
2023-01-27,187.50840155753755
2023-01-30,199.47667873707525
2023-01-31,198.8971799355121
2023-02-01,197.3304990380543
2023-02-02,192.78047317365144
2023-02-03,197.81935883840393
2023-02-06,196.26023002152783
2023-02-07,206.36803257761747
2023-02-08,211.9761783869289
2023-02-09,213.2320346651288
2023-02-10,221.097545869856
2023-02-13,231.69796967630066
2023-02-14,229.99673404740653
2023-02-15,232.74178643025598
2023-02-16,236.25601573471036
2023-02-17,234.18263055474358
2023-02-20,234.31697280591598
2023-02-21,237.1128415035582
2023-02-22,232.94530448913704
2023-02-23,243.96499258863744
2023-02-24,245.82207014637962
2023-02-27,233.29016855924047
2023-02-28,237.73726944700678
2023-03-01,237.70258468468808
2023-03-02,238.27975040753532
2023-03-03,240.71962074080244
2023-03-06,252.05875795538284
2023-03-07,263.2720319539956
2023-03-08,257.38692572592964
2023-03-09,268.3268921616429
2023-03-10,260.86661110803993
2023-03-13,273.9132127803954
2023-03-14,269.37848188038816
2023-03-15,272.50628122433113
2023-03-16,264.23965655880835
2023-03-17,264.61583877727446
2023-03-20,263.87552473092796
2023-03-21,260.02928272379853
2023-03-22,263.6489650987473
2023-03-23,271.8072835950278
2023-03-24,282.6954952422397
2023-03-27,276.8335633820813
2023-03-28,275.1014598784148
2023-03-29,273.58485967220895
2023-03-30,266.1484024556095
2023-03-31,271.3576006613347
2023-04-03,261.4630847242742
2023-04-04,259.3308065538403
2023-04-05,254.2846586398106
2023-04-06,260.89923099668755
2023-04-07,264.91132061049984
2023-04-10,262.7192855644972
2023-04-11,255.45853331660976
2023-04-12,251.12004511794152
2023-04-13,254.0913218222685
2023-04-14,251.61557124575762
2023-04-17,239.66162591735198
2023-04-18,231.19483814975433
2023-04-19,234.5164509057793
2023-04-20,234.24741945762344
2023-04-21,242.63712457447443
2023-04-24,240.52921989812432
2023-04-25,231.82461738443726
2023-04-26,229.44907583794395
2023-04-27,237.9938179652569
2023-04-28,237.40622790097575
2023-05-01,230.50871110172275
2023-05-02,237.73921248670922
2023-05-03,230.04053012985023
2023-05-04,233.97988844221098
2023-05-05,234.50768594884022
2023-05-08,235.25083721901296
2023-05-09,233.39505858844808
2023-05-10,236.15178669775895
2023-05-11,234.68243182033513
2023-05-12,245.30642101901657
2023-05-15,233.61721112933654
2023-05-16,227.2451266519751
2023-05-17,233.87949927395113
2023-05-18,226.05429700940942
2023-05-19,231.62989130068252
2023-05-22,230.07516745001965
2023-05-23,221.06792232825657
2023-05-24,210.46133292507076
2023-05-25,211.55605965416947
2023-05-26,215.6338438655805
2023-05-29,218.08287691745934
2023-05-30,223.15527274665226
2023-05-31,219.5940870708727
2023-06-01,218.75115384941262
2023-06-02,208.8364979270179
2023-06-05,213.03951508464294
2023-06-06,205.65883935786087
2023-06-07,192.0692426063601
2023-06-08,185.59394412837574
2023-06-09,179.37881792826977
2023-06-12,183.5857380318257
2023-06-13,178.74941171957016
2023-06-14,171.082628447519
2023-06-15,170.29997301289802
2023-06-16,171.74400968410353
2023-06-19,170.62514032232102
2023-06-20,168.08219602937243
2023-06-21,167.6221579241618
2023-06-22,163.26470944570633
2023-06-23,166.93964762543087
2023-06-26,173.3643590874038
2023-06-27,174.7971857251145
2023-06-28,183.37296317349728
2023-06-29,189.58678509025512
2023-06-30,190.18826596801716
2023-07-03,190.1102797390388
2023-07-04,194.05306576892752
2023-07-05,192.66391912000032
2023-07-06,191.81558763857248
2023-07-07,195.87566293303655
2023-07-10,193.6722477428264
2023-07-11,195.56551659011058
2023-07-12,198.53591360811595
2023-07-13,198.30244663731875
2023-07-14,194.55442043579407
2023-07-17,199.9624583635354
2023-07-18,198.33623411930697
2023-07-19,192.19257839078745
2023-07-20,191.8383253501282
2023-07-21,196.67048225762065
2023-07-24,205.87627439086913
2023-07-25,213.26898225960358
2023-07-26,211.50176094471044
2023-07-27,212.3457510274456
2023-07-28,222.6505787516678
