Date,SCHW
2020-06-29,250.65286485701554
2020-06-30,251.86539661546195
2020-07-01,255.67218066201755
2020-07-02,256.5572196169174
2020-07-03,252.53702563924804
2020-07-06,245.37971648233537
2020-07-07,247.85437877539385
2020-07-08,247.50649075293347
2020-07-09,245.56440968592577
2020-07-10,248.38063838134508
2020-07-13,244.2380424209857
2020-07-14,241.68336832874962
2020-07-15,241.67139950214428
2020-07-16,245.7449819104343
2020-07-17,247.37109966140832
2020-07-20,242.6680627069939
2020-07-21,245.33096767238715
2020-07-22,252.90858172201678
2020-07-23,246.70191423556676
2020-07-24,241.8641944538543
2020-07-27,246.055679166755
2020-07-28,247.45848861033488
2020-07-29,250.55635239662138
2020-07-30,257.67181329148315
2020-07-31,260.7167011041196
2020-08-03,259.41696547426943
2020-08-04,251.50500549838966
2020-08-05,248.20104898764552
2020-08-06,242.883131454267
2020-08-07,245.74647857190237
2020-08-10,242.15647943479317
2020-08-11,240.4082978137928
2020-08-12,246.10293652049546
2020-08-13,250.53716610489556
2020-08-14,249.6649466467173
2020-08-17,254.3110206366146
2020-08-18,261.5817772717671
2020-08-19,250.8487905435155
2020-08-20,250.12278817082702
2020-08-21,252.01069759125207
2020-08-24,255.76044544575888
2020-08-25,255.62425807207006
2020-08-26,260.1979962917949
2020-08-27,259.4322959097168
2020-08-28,273.1458893965478
2020-08-31,273.7739542753556
2020-09-01,278.117969241481
2020-09-02,283.58869540082344
2020-09-03,281.6451069658263
2020-09-04,281.32426187325115
2020-09-07,280.0547325904995
2020-09-08,266.9577626461709
2020-09-09,257.587215548583
2020-09-10,258.3946746198993
2020-09-11,259.4338832195866
2020-09-14,247.70029079039668
2020-09-15,251.40310937666987
2020-09-16,256.9860637714654
2020-09-17,259.89481790717406
2020-09-18,255.47254450292834
2020-09-21,250.28617984818666
2020-09-22,248.96004942112643
2020-09-23,243.95562336593656
2020-09-24,239.37179536832596
2020-09-25,236.420010202888
2020-09-28,230.0693519102604
2020-09-29,228.37541570047213
2020-09-30,231.83772010906438
2020-10-01,228.36317502322288
2020-10-02,224.90542018198366
2020-10-05,225.02679790709388
2020-10-06,228.45405863284063
2020-10-07,227.3518746128966
2020-10-08,223.1651949039793
2020-10-09,221.57098996278873
2020-10-12,219.95697874946882
2020-10-13,219.57343171471965
2020-10-14,217.1249753280615
2020-10-15,214.62041041275012
2020-10-16,214.55563054156877
2020-10-19,211.5630814655811
2020-10-20,210.9873972383492
2020-10-21,204.89203807073824
2020-10-22,203.60644401818303
2020-10-23,207.30849328230246
2020-10-26,213.82402726969295
2020-10-27,215.30741100233078
2020-10-28,209.52982836085638
2020-10-29,204.26794953518012
2020-10-30,202.3149070653293
2020-11-02,203.57584930258423
2020-11-03,204.7060210158835
2020-11-04,204.00271104346416
2020-11-05,201.7211360857098
2020-11-06,203.83196718351192
2020-11-09,210.78050962716082
2020-11-10,208.67742449809992
2020-11-11,214.4851641580591
2020-11-12,217.12108816168612
2020-11-13,212.166830133945
2020-11-16,215.53696412083602
2020-11-17,217.4497646973061
2020-11-18,220.41080482632458
2020-11-19,215.6117987991
2020-11-20,219.37527710374266
2020-11-23,218.5355122416673
2020-11-24,220.8996837042835
2020-11-25,217.03762655952102
2020-11-26,214.21853809752022
2020-11-27,217.33634815762633
2020-11-30,225.13297391247426
2020-12-01,226.66527303573048
2020-12-02,224.20821700353113
2020-12-03,224.28219442722764
2020-12-04,224.67821334240395
2020-12-07,219.14429773115674
2020-12-08,224.14368102973728
2020-12-09,219.82247579435196
2020-12-10,217.33782412324436
2020-12-11,219.7121056874713
2020-12-14,215.69069080202055
2020-12-15,221.3938588315304
2020-12-16,214.61561095389624
2020-12-17,212.3276220604507
2020-12-18,214.3393534465379
2020-12-21,216.01034673405863
2020-12-22,215.73749841638102
2020-12-23,215.38087915994552
2020-12-24,212.99425341716858
2020-12-25,211.10179289659686
2020-12-28,208.5787649761288
2020-12-29,211.6686086173874
2020-12-30,215.17461753985242
2020-12-31,218.80888145108196
2021-01-01,216.66643903974406
2021-01-04,215.02045967880292
2021-01-05,213.1175581648137
2021-01-06,208.89468877848276
2021-01-07,208.0309001716476
2021-01-08,209.70300396492678
2021-01-11,209.3781702429187
2021-01-12,209.05921194280265
2021-01-13,205.6098604012052
2021-01-14,209.0391265391345
2021-01-15,201.56999118276502
2021-01-18,200.33350586298664
2021-01-19,197.50789310576906
2021-01-20,187.78431843715524
2021-01-21,187.55178871652626
2021-01-22,188.0209302287595
2021-01-25,187.9344084661456
2021-01-26,187.94619024109042
2021-01-27,186.5580328004125
2021-01-28,184.00634739865015
2021-01-29,187.52953975968896
2021-02-01,186.8756386646421
2021-02-02,184.7131497802561
2021-02-03,182.87296096290464
2021-02-04,183.11826268935147
2021-02-05,186.0702128423807
2021-02-08,186.64664693516337
2021-02-09,182.953028077305
2021-02-10,180.06580532018492
2021-02-11,182.57695355686195
2021-02-12,179.66684314496862
2021-02-15,183.59999766484802
2021-02-16,180.09953698937514
2021-02-17,181.62138525324875
2021-02-18,183.33997418599697
2021-02-19,185.99880089503742
2021-02-22,179.8842419936984
2021-02-23,185.17691526211004
2021-02-24,178.5414071772017
2021-02-25,175.52677030741233
2021-02-26,172.5743056059192
2021-03-01,176.7848675335468
2021-03-02,170.59271789881618
2021-03-03,170.02685690505774
2021-03-04,171.06560927699118
2021-03-05,173.60958798168045
2021-03-08,177.59630647336797
2021-03-09,173.40081309103178
2021-03-10,179.47858124643182
2021-03-11,176.4453653065638
2021-03-12,178.8120321919153
2021-03-15,189.50226564020215
2021-03-16,184.4792592761654
2021-03-17,181.59318938327252
2021-03-18,184.61186451174183
2021-03-19,181.84755692371556
2021-03-22,181.00287786782306
2021-03-23,182.54624213540532
2021-03-24,182.64832914977205
2021-03-25,183.74419681193757
2021-03-26,181.8456248984543
2021-03-29,188.05676245728424
2021-03-30,195.02491337663287
2021-03-31,194.47079080213436
2021-04-01,195.95066007126553
2021-04-02,194.810337049643
2021-04-05,193.31259407515057
2021-04-06,188.76316470701764
2021-04-07,185.48876856984708
2021-04-08,192.42590569875986
2021-04-09,192.92694765645172
2021-04-12,193.38449201779946
2021-04-13,190.86303997786803
2021-04-14,190.4638853415368
2021-04-15,184.4410045080038
2021-04-16,182.5684129473844
2021-04-19,179.52648230836866
2021-04-20,184.17764306852195
2021-04-21,179.2514610877526
2021-04-22,178.2529307864814
2021-04-23,180.39136626796343
2021-04-26,180.2750404215067
2021-04-27,174.7474733750954
2021-04-28,173.63477223103354
2021-04-29,168.787421163979
2021-04-30,166.09230165914562
2021-05-03,167.33436463622127
2021-05-04,167.05796454719578
2021-05-05,165.68647881121737
2021-05-06,165.92671140543484
2021-05-07,168.2890060720647
2021-05-10,168.66969786126532
2021-05-11,169.25634603489775
2021-05-12,170.73615435509376
2021-05-13,166.24876614791938
2021-05-14,168.9942842405084
2021-05-17,164.73704970329396
2021-05-18,166.17986748443604
2021-05-19,165.47846464166753
2021-05-20,166.10749192460972
2021-05-21,169.19753566579
2021-05-24,174.1332204436325
2021-05-25,174.66418846731543
2021-05-26,176.18061609949964
2021-05-27,178.18847082443966
2021-05-28,179.21466770798625
2021-05-31,179.68018811702964
2021-06-01,173.7137238777964
2021-06-02,172.38316349098088
2021-06-03,177.25945258891414
2021-06-04,174.58045229547554
2021-06-07,176.4261983359136
2021-06-08,174.80449862574326
2021-06-09,174.42955404203866
2021-06-10,173.87550900159704
2021-06-11,166.88840412761726
2021-06-14,165.8968448770692
2021-06-15,161.036236955911
2021-06-16,166.21631126354276
2021-06-17,167.2576464793631
2021-06-18,170.19737414740078
2021-06-21,171.1678959760489
2021-06-22,172.86907431512805
2021-06-23,169.15174677223035
2021-06-24,166.94060202262327
2021-06-25,168.2699972799107
2021-06-28,170.02425416178176
2021-06-29,170.84208714371928
2021-06-30,167.36169252619095
2021-07-01,168.2886260279316
2021-07-02,167.27154712837094
2021-07-05,167.62682404247528
2021-07-06,169.09653335000286
2021-07-07,175.51714526763823
2021-07-08,173.6114099154419
2021-07-09,176.615113664729
2021-07-12,176.65240497358027
2021-07-13,178.1772731503391
2021-07-14,174.3167805984985
2021-07-15,177.27977560570986
2021-07-16,180.99093083166687
2021-07-19,180.70689118905167
2021-07-20,183.04589801267767
2021-07-21,177.52775385360945
2021-07-22,178.26845002083658
2021-07-23,179.68006145993218
2021-07-26,182.83343479451287
2021-07-27,184.8383197136476
2021-07-28,183.97131526471685
2021-07-29,185.3881073021249
2021-07-30,186.87436337018593
2021-08-02,190.2573645190061
2021-08-03,186.29950938083357
2021-08-04,189.69827824205893
2021-08-05,181.9100738644842
2021-08-06,178.79321564851213
2021-08-09,172.85512870965368
2021-08-10,175.798915201826
2021-08-11,174.90055173565602
2021-08-12,169.4083939597318
2021-08-13,169.09929550878869
2021-08-16,161.17582414290118
2021-08-17,162.67067290922554
2021-08-18,158.92253280938917
2021-08-19,157.5297777111666
2021-08-20,156.06569814131433
2021-08-23,161.9904346112319
2021-08-24,163.2839223433118
2021-08-25,163.0350940095319
2021-08-26,159.0022166338106
2021-08-27,158.95487496666627
2021-08-30,157.40966625766973
2021-08-31,157.27024550227722
2021-09-01,158.61366079551257
2021-09-02,160.54627822071072
2021-09-03,162.5299345358674
2021-09-06,162.94500119655848
2021-09-07,165.21644371706032
2021-09-08,161.52322726545356
2021-09-09,164.40279723109916
2021-09-10,164.34862986452873
2021-09-13,167.92762161276775
2021-09-14,163.4039439652217
2021-09-15,163.85741567327946
2021-09-16,164.00132287352142
2021-09-17,164.37864953266572
2021-09-20,163.70308322606508
2021-09-21,159.6600774939943
2021-09-22,159.1983242437524
2021-09-23,159.7160226923219
2021-09-24,154.38763468237732
2021-09-27,159.01701378709893
2021-09-28,161.3439748107769
2021-09-29,159.75044600812802
2021-09-30,162.61217693687368
2021-10-01,163.78246077590268
2021-10-04,162.5111921509588
2021-10-05,165.58211857765167
2021-10-06,159.9152340010355
2021-10-07,158.43739375189122
2021-10-08,161.2398981638679
2021-10-11,154.70951710434292
2021-10-12,158.02804208170053
2021-10-13,155.92849140444588
2021-10-14,157.50581427192714
2021-10-15,160.79654322469878
2021-10-18,157.16435783516414
2021-10-19,154.4300278442468
2021-10-20,155.89332409414345
2021-10-21,152.15020903846516
2021-10-22,146.8729508126388
2021-10-25,150.05491157679953
2021-10-26,150.38164799923183
2021-10-27,149.91372101285555
2021-10-28,150.24779970446878
2021-10-29,148.23317222320054
2021-11-01,152.87345632975845
2021-11-02,151.7440152473314
2021-11-03,149.55387438310134
2021-11-04,151.64445685770048
2021-11-05,153.35124015771072
2021-11-08,158.9773777981739
2021-11-09,164.60566692027552
2021-11-10,161.9034583357286
2021-11-11,159.36906864175904
2021-11-12,154.61067304086825
2021-11-15,155.83655223276136
2021-11-16,150.99607219951002
2021-11-17,156.5470170032761
2021-11-18,155.3178011732573
2021-11-19,151.79664533075984
2021-11-22,151.00599163937153
2021-11-23,152.4855863325063
2021-11-24,150.90027282821512
2021-11-25,151.93309943057582
2021-11-26,148.59496253134336
2021-11-29,149.1469430139469
2021-11-30,149.18390370789362
2021-12-01,147.41129399997178
2021-12-02,151.36888551476545
2021-12-03,149.18637999845365
2021-12-06,150.67989719208612
2021-12-07,151.38827014780819
2021-12-08,147.80905291538807
2021-12-09,143.64344507685956
2021-12-10,145.56339563980555
2021-12-13,142.40482686585534
2021-12-14,143.3703191062566
2021-12-15,139.4817138558064
2021-12-16,137.5812986309612
2021-12-17,141.60565887797435
2021-12-20,137.49483556155357
2021-12-21,135.2832725125852
2021-12-22,132.99930961152867
2021-12-23,129.00965759079023
2021-12-24,128.95989878552294
2021-12-27,127.01776423858469
2021-12-28,130.35395369269534
2021-12-29,130.86554361904405
2021-12-30,130.66245079078868
2021-12-31,131.53648230635108
2022-01-03,134.27677284511486
2022-01-04,134.92549846187666
2022-01-05,135.03196960511562
2022-01-06,134.1801115617551
2022-01-07,132.8297295915974
2022-01-10,137.40720667620084
2022-01-11,140.12157602405173
2022-01-12,137.64893268158846
2022-01-13,131.0766982060907
2022-01-14,130.38319790988018
2022-01-17,130.4427059295161
2022-01-18,132.51976168675557
2022-01-19,134.29875106317007
2022-01-20,131.68066213278937
2022-01-21,131.40779386118888
2022-01-24,135.26269047892686
2022-01-25,133.7902625151243
2022-01-26,132.3312724786007
2022-01-27,131.35310124671238
2022-01-28,131.05478066375343
2022-01-31,133.9911399682668
2022-02-01,129.86776698706092
2022-02-02,133.61962836572022
2022-02-03,134.74377450592272
2022-02-04,133.51779691975273
2022-02-07,136.2758958000972
2022-02-08,136.6344465281363
2022-02-09,138.5143018789017
2022-02-10,141.581699785273
2022-02-11,145.38551144813314
2022-02-14,150.09267677931322
2022-02-15,146.65939120085193
2022-02-16,148.44503442787223
2022-02-17,150.49763863145824
2022-02-18,151.28312570645062
2022-02-21,151.107307652543
2022-02-22,148.94840447247088
2022-02-23,146.75142650447313
2022-02-24,143.16083542988582
2022-02-25,141.85699539611525
2022-02-28,142.46354693731206
2022-03-01,149.73125728407308
2022-03-02,151.36626484960956
2022-03-03,147.51678366300894
2022-03-04,150.13016106426167
2022-03-07,146.0032768016042
2022-03-08,147.54544844680373
2022-03-09,152.44354868015517
2022-03-10,152.44925352601086
2022-03-11,147.59488594779924
2022-03-14,147.152504003731
2022-03-15,147.51601490746802
2022-03-16,142.441834257325
2022-03-17,136.26532448455606
2022-03-18,139.55657155686262
2022-03-21,136.27346863691466
2022-03-22,133.72989115474013
2022-03-23,139.32968605422278
2022-03-24,133.46323724512365
2022-03-25,135.87283071459098
2022-03-28,136.71805762156774
2022-03-29,141.01921852472162
2022-03-30,135.57582096618566
2022-03-31,133.33834950708248
2022-04-01,137.2707598428989
2022-04-04,139.85380645053718
2022-04-05,140.66644085688625
2022-04-06,140.10339645240447
2022-04-07,142.2320719880203
2022-04-08,143.62512839353016
2022-04-11,144.62179990670103
2022-04-12,146.34274719041713
2022-04-13,144.83041016054685
2022-04-14,147.5583374233536
2022-04-15,145.87950813927938
2022-04-18,145.63284065493093
2022-04-19,141.10682545314185
2022-04-20,143.56299345793067
2022-04-21,141.79990192763736
2022-04-22,139.8817861579464
2022-04-25,136.73573097913362
2022-04-26,136.15767897594503
2022-04-27,133.6341932816654
2022-04-28,130.6491442162269
2022-04-29,128.27128932486596
2022-05-02,124.69138367544664
2022-05-03,124.27678063078206
2022-05-04,124.60809460586219
2022-05-05,125.49773627826488
2022-05-06,127.70281880564325
2022-05-09,126.99575913555695
2022-05-10,129.92871210801292
2022-05-11,128.59823646394545
2022-05-12,129.99491466435515
2022-05-13,129.8226413096202
2022-05-16,130.52218346463576
2022-05-17,128.70348497385703
2022-05-18,128.20666073513115
2022-05-19,130.14809703584518
2022-05-20,128.39924037534976
2022-05-23,130.16422779776434
2022-05-24,126.59492444358028
2022-05-25,128.8298574509636
2022-05-26,130.35083406639217
2022-05-27,129.49009287332015
2022-05-30,128.65415495693847
2022-05-31,124.16138752549128
2022-06-01,122.18194858573034
2022-06-02,121.92195834868349
2022-06-03,119.35535764114407
2022-06-06,120.54246804344847
2022-06-07,121.48651496503649
2022-06-08,121.35753505262457
2022-06-09,123.2180417246242
2022-06-10,124.85193693343852
2022-06-13,122.00754615161706
2022-06-14,124.67673501472613
2022-06-15,124.34025520057793
2022-06-16,126.52318926575587
2022-06-17,126.59240824547554
2022-06-20,124.69222858786232
2022-06-21,121.69657109574405
2022-06-22,122.43087967537818
2022-06-23,125.92735595678826
2022-06-24,125.91015044942903
2022-06-27,129.50464831624478
2022-06-28,131.40979858744748
2022-06-29,131.95163445654475
2022-06-30,133.57400392571643
2022-07-01,134.6995917536756
2022-07-04,135.45309988948335
2022-07-05,134.64785041626502
2022-07-06,135.87393293337112
2022-07-07,140.84358960750598
2022-07-08,147.38196343034994
2022-07-11,148.4465307102379
2022-07-12,148.75846956785253
2022-07-13,147.7989711973145
2022-07-14,148.0229082016461
2022-07-15,143.40691714512297
2022-07-18,143.94607587168593
2022-07-19,146.90142414945268
2022-07-20,145.89048168576304
2022-07-21,149.61303725209385
2022-07-22,150.40724813446454
2022-07-25,150.9963284713916
2022-07-26,149.1962215326717
2022-07-27,145.01985816458622
2022-07-28,140.74130316866743
2022-07-29,142.06698088532517
2022-08-01,136.0441680516798
2022-08-02,132.02891569276977
2022-08-03,133.17031807448961
2022-08-04,133.73453546824885
2022-08-05,136.86311766629285
2022-08-08,139.79129029618107
2022-08-09,138.26036771876178
2022-08-10,135.83951554261296
2022-08-11,135.7996079014131
2022-08-12,133.34851384403572
2022-08-15,133.91809706267824
2022-08-16,134.33737029421275
2022-08-17,135.29573413681032
2022-08-18,134.441453554661
2022-08-19,137.26977410307413
2022-08-22,141.61150367718258
2022-08-23,141.35877040110427
2022-08-24,140.70491156906286
2022-08-25,140.0232822098071
2022-08-26,139.16692130642383
2022-08-29,140.47195373195441
2022-08-30,138.2321393334338
2022-08-31,139.34899796905282
2022-09-01,136.62009640740038
2022-09-02,133.2947931752944
2022-09-05,132.20145099396134
2022-09-06,130.01989306377723
2022-09-07,132.43434025637632
2022-09-08,136.01714034395826
2022-09-09,135.00950494582577
2022-09-12,139.25118691700985
2022-09-13,138.66047575613928
2022-09-14,140.99884664110812
2022-09-15,142.5297262428118
2022-09-16,136.15271827695332
2022-09-19,137.26584522008065
2022-09-20,133.77461274982957
2022-09-21,131.2239353971152
2022-09-22,134.46654166912515
2022-09-23,138.30416257636372
2022-09-26,137.14128194099678
2022-09-27,133.71887671241328
2022-09-28,134.29058498636311
2022-09-29,130.73989151189167
2022-09-30,132.73431773528148
2022-10-03,135.8549292212458
2022-10-04,131.76313103902262
2022-10-05,129.02392024088638
2022-10-06,128.3060530160619
2022-10-07,129.05618746529765
2022-10-10,123.26707646854463
2022-10-11,121.35664644269666
2022-10-12,125.58722685579932
2022-10-13,129.45051230776406
2022-10-14,129.73605237302593
2022-10-17,132.84588100980395
2022-10-18,136.3576573996346
2022-10-19,135.36451579508636
2022-10-20,138.64643166792348
2022-10-21,137.3936207709655
2022-10-24,134.86984870008536
2022-10-25,134.65121946567731
2022-10-26,138.19807678010747
2022-10-27,140.11076075383778
2022-10-28,138.2511055974068
2022-10-31,136.11203481935664
2022-11-01,135.79766536463094
2022-11-02,133.20864989817508
2022-11-03,137.1215170755671
2022-11-04,137.54729636656927
2022-11-07,139.7176490842865
2022-11-08,137.714846548813
2022-11-09,138.7839517745636
2022-11-10,142.92220572799616
2022-11-11,143.45549402824054
2022-11-14,138.52617788526368
2022-11-15,136.1401387519861
2022-11-16,137.69292195576983
2022-11-17,134.98740331673284
2022-11-18,133.56824798796669
2022-11-21,129.5952323956837
2022-11-22,129.05294525269622
2022-11-23,125.0797692356537
2022-11-24,126.00951079706425
2022-11-25,128.54965362311964
2022-11-28,126.60641827065847
2022-11-29,127.53843090549928
2022-11-30,127.61315792980501
2022-12-01,130.62884754963866
2022-12-02,130.53692325703233
2022-12-05,128.47004067634046
2022-12-06,127.7417595577521
2022-12-07,125.53879058133829
2022-12-08,126.79686996150247
2022-12-09,126.76922991113629
2022-12-12,124.84167949029056
2022-12-13,123.21890900852614
2022-12-14,125.40633843997564
2022-12-15,125.28643195279953
2022-12-16,126.89216786978308
2022-12-19,125.68503391222318
2022-12-20,122.88058603738436
2022-12-21,123.88919017080937
2022-12-22,126.92495015563134
2022-12-23,123.52069810142856
2022-12-26,124.00630394439492
2022-12-27,122.36326097222282
2022-12-28,123.89601367745867
2022-12-29,122.11335159038799
2022-12-30,124.16815686484105
2023-01-02,128.39591442404836
2023-01-03,127.51760399788888
2023-01-04,125.0079335515029
2023-01-05,126.3651061097386
2023-01-06,126.95021024866932
2023-01-09,129.20234253937858
2023-01-10,131.51249551195616
2023-01-11,131.6028712498904
2023-01-12,130.49966657252287
2023-01-13,132.99773846696343
2023-01-16,136.16757042678094
2023-01-17,135.11872218140184
2023-01-18,134.3053413066146
2023-01-19,134.87218644998939
2023-01-20,138.1040053638827
2023-01-23,137.6383063010478
2023-01-24,140.91240730675526
2023-01-25,142.06473252250578
2023-01-26,145.3681141836598
2023-01-27,143.95853335360036
2023-01-30,140.11059534479477
2023-01-31,143.82239750458987
2023-02-01,139.04918975599247
2023-02-02,138.87006815047403
2023-02-03,137.7286936916137
2023-02-06,137.72940073772077
2023-02-07,140.44124922968473
2023-02-08,143.63610463584968
2023-02-09,141.36896944894875
2023-02-10,137.9666452870477
2023-02-13,137.87079553512538
2023-02-14,139.70587049845398
2023-02-15,137.9074995091416
2023-02-16,139.31826358731655
2023-02-17,134.56500578077058
2023-02-20,132.78939142452356
2023-02-21,131.7250513423044
2023-02-22,130.15163840634727
2023-02-23,128.66924139343098
2023-02-24,131.88916245378755
2023-02-27,134.8562207237001
2023-02-28,131.72677606298592
2023-03-01,130.25301836410648
2023-03-02,127.87749151946173
2023-03-03,130.17094614929377
2023-03-06,130.80534556439173
2023-03-07,128.99369755511137
2023-03-08,126.62890681019006
2023-03-09,124.67928693770003
2023-03-10,123.63711159739648
2023-03-13,126.2315565839849
2023-03-14,123.45001698371686
2023-03-15,120.33397289424504
2023-03-16,119.10082045129795
2023-03-17,115.81922297431312
2023-03-20,115.70790408015374
2023-03-21,120.53186349643637
2023-03-22,115.99717185137973
2023-03-23,117.68350322547568
2023-03-24,119.2560540036997
2023-03-27,119.2211284188654
2023-03-28,117.46321595728747
2023-03-29,120.85151839175057
2023-03-30,121.38344035950028
2023-03-31,122.18050206409201
2023-04-03,124.8986325298761
2023-04-04,127.23132240990726
2023-04-05,128.99962670533793
2023-04-06,130.2141825204566
2023-04-07,128.41701032718944
2023-04-10,132.73242401894726
2023-04-11,135.81191678148718
2023-04-12,136.73488726474892
2023-04-13,134.98329881489377
2023-04-14,136.60019664766466
2023-04-17,137.43102633404854
2023-04-18,135.17326892743316
2023-04-19,130.35343590004575
2023-04-20,130.9247829017839
2023-04-21,128.71991935755986
2023-04-24,127.52576360953097
2023-04-25,127.27442483545181
2023-04-26,127.96922975491297
2023-04-27,130.82964557598422
2023-04-28,133.47216948141107
2023-05-01,133.07150114882938
2023-05-02,132.83627276395833
2023-05-03,132.13876119497655
2023-05-04,130.17151693749588
2023-05-05,128.99978183187994
2023-05-08,124.9984917391423
2023-05-09,125.95991901925947
2023-05-10,124.9563377910945
2023-05-11,124.60174127837765
2023-05-12,127.17725909092692
2023-05-15,130.41627660709247
2023-05-16,129.66148220755272
2023-05-17,131.79407412846334
2023-05-18,132.3781569734322
2023-05-19,133.56910790848187
2023-05-22,135.70707035205723
2023-05-23,133.5947721182343
2023-05-24,139.36222952083168
2023-05-25,137.9594778845802
2023-05-26,136.6406862349295
2023-05-29,141.87426052977986
2023-05-30,139.20499056101013
2023-05-31,137.7314537533551
2023-06-01,140.89483352983
2023-06-02,144.39604271929633
2023-06-05,147.47036928901798
2023-06-06,147.16665386091734
2023-06-07,144.86851149491054
2023-06-08,142.743898940969
2023-06-09,144.28576066936736
2023-06-12,147.53571870457088
2023-06-13,139.2182486277068
2023-06-14,136.4528860565488
2023-06-15,139.39735177293684
2023-06-16,141.61875542936409
2023-06-19,140.41618217150372
2023-06-20,141.3523259081034
2023-06-21,139.51492609934388
2023-06-22,136.2631426485206
2023-06-23,138.34034936173657
2023-06-26,141.51538068562255
2023-06-27,140.29199094329735
2023-06-28,144.92436626463945
2023-06-29,146.16179079459712
2023-06-30,150.9647993396194
2023-07-03,150.33362264523046
2023-07-04,146.93006486685232
2023-07-05,145.09106088614195
2023-07-06,146.398877192036
2023-07-07,142.80783898280825
2023-07-10,138.85615611457303
2023-07-11,136.67702688454972
2023-07-12,133.085597383979
2023-07-13,131.23142412795326
2023-07-14,132.6239682104389
2023-07-17,130.4410203925134
2023-07-18,130.35213864295093
2023-07-19,131.79035430251554
2023-07-20,130.31623345356067
2023-07-21,129.7971800545809
2023-07-24,129.4201909022244
2023-07-25,133.23881463500348
2023-07-26,135.83036007958907
2023-07-27,132.86146423308512
2023-07-28,131.00914514986192
2023-07-31,133.78495579857133
