Date,HCA
2020-08-26,107.62536193308948
2020-08-27,111.10571211951408
2020-08-28,111.97823585783667
2020-08-31,111.03553675859622
2020-09-01,112.76608780671503
2020-09-02,113.95241675855675
2020-09-03,115.45649818172198
2020-09-04,117.78925473620374
2020-09-07,123.8102968927667
2020-09-08,123.26420088756524
2020-09-09,125.66845116894575
2020-09-10,129.1539720815777
2020-09-11,126.55644176785918
2020-09-14,123.45284276825333
2020-09-15,129.97780713218665
2020-09-16,137.35879452299332
2020-09-17,138.7901604606328
2020-09-18,136.380538337296
2020-09-21,132.51197757430043
2020-09-22,126.76356315994728
2020-09-23,128.28215734217432
2020-09-24,130.2375120147311
2020-09-25,131.86277776753028
2020-09-28,133.2196288729703
2020-09-29,135.54004396323955
2020-09-30,132.1723692351122
2020-10-01,131.3582159090851
2020-10-02,136.75795044407903
2020-10-05,136.1569533196188
2020-10-06,136.98589254817676
2020-10-07,130.80337773723912
2020-10-08,130.18549648704808
2020-10-09,124.3027249483101
2020-10-12,124.0237378090426
2020-10-13,121.09976367859367
2020-10-14,120.5477180469351
2020-10-15,120.67590644597222
2020-10-16,114.92295825196192
2020-10-19,113.53860346979188
2020-10-20,112.97188680517438
2020-10-21,112.7981244597615
2020-10-22,110.87332636076061
2020-10-23,114.05272618884892
2020-10-26,110.13191270173743
2020-10-27,111.02798936680857
2020-10-28,114.04035504842172
2020-10-29,118.0464088391066
2020-10-30,119.6917538224024
2020-11-02,117.86499435710158
2020-11-03,118.82645482775239
2020-11-04,117.58129292785652
2020-11-05,117.19576063088432
2020-11-06,114.54812854321331
2020-11-09,110.92940128764846
2020-11-10,115.10066816049658
2020-11-11,114.0340647387198
2020-11-12,115.52636260835261
2020-11-13,115.73822314721764
2020-11-16,116.64896017539164
2020-11-17,113.30923605682818
2020-11-18,109.48377746820204
2020-11-19,107.96617405134126
2020-11-20,112.93872081611991
2020-11-23,112.03501186221794
2020-11-24,111.58019420123338
2020-11-25,111.44621524074098
2020-11-26,113.91267675546891
2020-11-27,112.12484271577021
2020-11-30,108.82028112897319
2020-12-01,107.38175143855624
2020-12-02,106.23777419886048
2020-12-03,106.15014448483421
2020-12-04,109.74088441065837
2020-12-07,114.06009476336959
2020-12-08,107.12442014700034
2020-12-09,107.18221489227042
2020-12-10,105.18048835565145
2020-12-11,106.16689219259938
2020-12-14,108.55994583522634
2020-12-15,104.82905200667133
2020-12-16,104.82939925168161
2020-12-17,105.17471557470606
2020-12-18,107.54829971013284
2020-12-21,108.55946414075761
2020-12-22,106.57235534415616
2020-12-23,104.92924156676035
2020-12-24,103.48400492812148
2020-12-25,100.629278387496
2020-12-28,95.37568972018451
2020-12-29,94.7043114162161
2020-12-30,95.43633911588597
2020-12-31,96.61975280223164
2021-01-01,97.42092980930782
2021-01-04,98.75027553150842
2021-01-05,98.78035966053963
2021-01-06,100.9178699159726
2021-01-07,101.31001342713988
2021-01-08,105.03853641348982
2021-01-11,102.24345867029896
2021-01-12,104.89949687160015
2021-01-13,107.23814229773164
2021-01-14,112.59045584728217
2021-01-15,118.0782446258832
2021-01-18,118.21432991770483
2021-01-19,123.64315617804559
2021-01-20,124.62761998464019
2021-01-21,123.44489490972605
2021-01-22,123.58910885182506
2021-01-25,126.96268570361218
2021-01-26,127.39503776555563
2021-01-27,124.70796574157474
2021-01-28,127.09926527122492
2021-01-29,128.1951861501216
2021-02-01,130.9013892647751
2021-02-02,133.72832180934043
2021-02-03,128.64182122498568
2021-02-04,124.95014887850309
2021-02-05,126.91930167736297
2021-02-08,130.92774056540586
2021-02-09,132.16364689485667
2021-02-10,129.55766194595344
2021-02-11,126.5059274654787
2021-02-12,125.65595124282535
2021-02-15,129.26864140885272
2021-02-16,129.7992106938642
2021-02-17,130.5700800736871
2021-02-18,129.10074726319917
2021-02-19,125.70325025539394
2021-02-22,127.801729260066
2021-02-23,129.62362430497706
2021-02-24,130.62216333963357
2021-02-25,130.9671974637407
2021-02-26,130.2073227074061
2021-03-01,125.21300593927666
2021-03-02,127.09722369065672
2021-03-03,127.90615644559945
2021-03-04,120.1222715641701
2021-03-05,119.61736707621205
2021-03-08,122.05939018753435
2021-03-09,123.74376822295446
2021-03-10,131.66079504086383
2021-03-11,133.1823923247257
2021-03-12,138.2011431739325
2021-03-15,135.54462989926685
2021-03-16,132.5039289166106
2021-03-17,140.10638691816902
2021-03-18,136.7445861362716
2021-03-19,138.27141912199585
2021-03-22,135.55540681221012
2021-03-23,133.22586559206542
2021-03-24,132.3433674271907
2021-03-25,127.03263908702269
2021-03-26,121.215120338324
2021-03-29,121.97805227511239
2021-03-30,120.3025700162292
2021-03-31,123.00989521831401
2021-04-01,124.98920691316927
2021-04-02,120.45257726432081
2021-04-05,119.389028790205
2021-04-06,116.2755678662866
2021-04-07,108.53266442710486
2021-04-08,102.22576817327551
2021-04-09,98.54595015027331
2021-04-12,96.6877979322887
2021-04-13,100.72517651411405
2021-04-14,107.29361967396265
2021-04-15,107.72105361207642
2021-04-16,112.14650059721477
2021-04-19,111.89224288001421
2021-04-20,110.05351774412273
2021-04-21,113.68564153902683
2021-04-22,111.68215411011326
2021-04-23,106.85714347235795
2021-04-26,108.35333057472437
2021-04-27,107.05794808745533
2021-04-28,105.23469292613092
2021-04-29,108.57915884519645
2021-04-30,108.04310107237006
2021-05-03,109.50022436138877
2021-05-04,112.16659164000012
2021-05-05,110.88254290751688
2021-05-06,108.06571155677672
2021-05-07,105.53953634307332
2021-05-10,107.37363647314967
2021-05-11,101.22500623341026
2021-05-12,97.82643929506114
2021-05-13,96.74281468230004
2021-05-14,100.02877446500256
2021-05-17,96.8318160286886
2021-05-18,95.10270152447585
2021-05-19,97.15013293096447
2021-05-20,93.38900931969175
2021-05-21,97.8917190603009
2021-05-24,93.20198957754111
2021-05-25,95.26851372672957
2021-05-26,94.14293725541809
2021-05-27,91.18352380976681
2021-05-28,92.3009773583242
2021-05-31,90.79821274249355
2021-06-01,90.64782130864192
2021-06-02,91.02135110403363
2021-06-03,89.45096525627933
2021-06-04,86.83047604554643
2021-06-07,84.09223870082826
2021-06-08,88.20199791985672
2021-06-09,92.37130882415242
2021-06-10,92.27566372385091
2021-06-11,90.86066347772385
2021-06-14,90.42991761991
2021-06-15,92.76646720067777
2021-06-16,88.97503526758001
2021-06-17,89.10973860539718
2021-06-18,88.70709031318508
2021-06-21,89.49454109453652
2021-06-22,89.9838643592481
2021-06-23,89.80058860579868
2021-06-24,92.16750165196248
2021-06-25,94.45155013058391
2021-06-28,95.9591647896606
2021-06-29,95.09689565752922
2021-06-30,96.86670241288523
2021-07-01,97.27676501396851
2021-07-02,93.11886383487806
2021-07-05,95.31029124010813
2021-07-06,98.73604498446853
2021-07-07,103.31111580628033
2021-07-08,105.45492617322999
2021-07-09,103.35471565569266
2021-07-12,106.84263879195557
2021-07-13,107.6813602068614
2021-07-14,102.40844598765807
2021-07-15,104.10772882423629
2021-07-16,101.56001048999238
2021-07-19,98.18382014389397
2021-07-20,98.59399141639632
2021-07-21,98.86562585783308
2021-07-22,102.25634004573531
2021-07-23,99.92896084018602
2021-07-26,98.85575873915057
2021-07-27,101.06968890873709
2021-07-28,100.44370190797281
2021-07-29,100.5814227644877
2021-07-30,98.60892204186848
2021-08-02,102.2364334156984
2021-08-03,102.34927875038511
2021-08-04,104.72640074907983
2021-08-05,107.53538236251828
2021-08-06,109.49227173294716
2021-08-09,114.15858606371742
2021-08-10,109.7419372497263
2021-08-11,116.23215259127666
2021-08-12,114.08743320867941
2021-08-13,117.20429493357015
2021-08-16,117.56235749229558
2021-08-17,117.23079141342751
2021-08-18,113.7364632256993
2021-08-19,116.42108457237785
2021-08-20,116.04608159712123
2021-08-23,118.26606006007833
2021-08-24,117.03113854663063
2021-08-25,112.90122891778701
2021-08-26,108.34941057103205
2021-08-27,104.99193137108706
2021-08-30,104.19162606552355
2021-08-31,107.50019859636255
2021-09-01,107.0220922084142
2021-09-02,107.0708490006813
2021-09-03,103.28833422506438
2021-09-06,99.85274638593042
2021-09-07,98.88666428793762
2021-09-08,97.80322148707013
2021-09-09,97.94871046240458
2021-09-10,103.92673804522012
2021-09-13,106.46495857950289
2021-09-14,102.21938596440489
2021-09-15,104.17191832881366
2021-09-16,105.03035718085012
2021-09-17,102.99129994179545
2021-09-20,101.89143721406373
2021-09-21,106.021192088367
2021-09-22,102.30290265554585
2021-09-23,101.41226235242783
2021-09-24,106.98009512637091
2021-09-27,113.68098911483011
2021-09-28,112.60442629585992
2021-09-29,109.72890875648923
2021-09-30,109.1992916089137
2021-10-01,108.75469761908677
2021-10-04,105.57763338400235
2021-10-05,103.9658180060261
2021-10-06,104.77146099205684
2021-10-07,106.58927434335816
2021-10-08,110.60222328572354
2021-10-11,108.21511496170434
2021-10-12,107.60360325443345
2021-10-13,105.47735308196556
2021-10-14,105.49407040360599
2021-10-15,113.04993247644296
2021-10-18,113.80231416865821
2021-10-19,111.62884387868623
2021-10-20,112.36353341095624
2021-10-21,111.16093805377601
2021-10-22,112.70381075747152
2021-10-25,114.47942671468627
2021-10-26,113.87360143426072
2021-10-27,115.94449000323489
2021-10-28,115.4033977363788
2021-10-29,116.0091051528627
2021-11-01,117.91555541896331
2021-11-02,115.46677560338985
2021-11-03,119.554169016276
2021-11-04,119.34635400857736
2021-11-05,120.88894002868741
2021-11-08,117.96491381744276
2021-11-09,119.16547815083365
2021-11-10,120.31384744197209
2021-11-11,118.93170798613399
2021-11-12,123.05627818597422
2021-11-15,119.35014068035565
2021-11-16,122.83005533419782
2021-11-17,122.96004402802347
2021-11-18,125.53746294230578
2021-11-19,122.8035315080266
2021-11-22,122.59024363350767
2021-11-23,135.58697502649486
2021-11-24,141.19817437653538
2021-11-25,143.2829638471169
2021-11-26,146.65822268039423
2021-11-29,147.23165602302194
2021-11-30,152.0218789276582
2021-12-01,149.62889294185138
2021-12-02,151.86222611363658
2021-12-03,149.43894258195098
2021-12-06,149.22102501626847
2021-12-07,149.49392883306155
2021-12-08,149.216911405874
2021-12-09,155.90899636543253
2021-12-10,153.9448976217528
2021-12-13,151.5366644324721
2021-12-14,147.70565491637421
2021-12-15,148.1426931507631
2021-12-16,150.54572219482722
2021-12-17,158.1564461501174
2021-12-20,160.47159313297473
2021-12-21,157.8340395347017
2021-12-22,158.4118433457789
2021-12-23,155.2662538639408
2021-12-24,150.04220805381632
2021-12-27,151.206171015227
2021-12-28,146.44975640860596
2021-12-29,146.02633447735818
2021-12-30,140.9555894656703
2021-12-31,138.3634689791709
2022-01-03,139.8296006167903
2022-01-04,134.21889795323432
2022-01-05,130.4169973108175
2022-01-06,136.1139916330979
2022-01-07,133.17462483823857
2022-01-10,126.92837949676094
2022-01-11,128.29239146267756
2022-01-12,129.07834422427834
2022-01-13,122.55554068337848
2022-01-14,120.47802741758795
2022-01-17,120.95746851004182
2022-01-18,122.28624303297336
2022-01-19,125.5288101313792
2022-01-20,127.5931556574779
2022-01-21,127.09181167165353
2022-01-24,125.21225667604641
2022-01-25,126.21718676456013
2022-01-26,126.49293194619686
2022-01-27,127.32166921662366
2022-01-28,131.41387619080587
2022-01-31,130.88835955506312
2022-02-01,129.34407087006153
2022-02-02,137.86697637933207
2022-02-03,133.35530129897532
2022-02-04,141.88308928250993
2022-02-07,142.62562366470348
2022-02-08,142.70271694347016
2022-02-09,138.495848755453
2022-02-10,138.4874306797387
2022-02-11,134.585519219067
2022-02-14,138.6154357199491
2022-02-15,143.02198317401783
2022-02-16,138.55539391711045
2022-02-17,131.40013677127214
2022-02-18,132.91993559616387
2022-02-21,135.2148643198284
2022-02-22,136.70473529785045
2022-02-23,136.10043100271858
2022-02-24,125.9194414638359
2022-02-25,122.84462316283555
2022-02-28,126.20086767828951
2022-03-01,124.61552692399971
2022-03-02,122.72672585907614
2022-03-03,117.14858907456649
2022-03-04,115.250319070438
2022-03-07,116.51249558844857
2022-03-08,117.8860424648563
2022-03-09,118.73964361410029
2022-03-10,117.89433082604027
2022-03-11,116.3387914717696
2022-03-14,118.15421483188442
2022-03-15,119.20721070529264
2022-03-16,115.59940390524571
2022-03-17,115.61778538991082
2022-03-18,117.03283138552263
2022-03-21,114.71501709738425
2022-03-22,115.71965231573621
2022-03-23,116.65743045144907
2022-03-24,116.39005638846777
2022-03-25,118.53612349137144
2022-03-28,124.70813088653807
2022-03-29,122.75118685305755
2022-03-30,119.70706367403764
2022-03-31,120.83680445211661
2022-04-01,118.89712234175289
2022-04-04,120.49365733687269
2022-04-05,120.87256419090382
2022-04-06,120.34255639056269
2022-04-07,118.51197400994234
2022-04-08,121.90726553132424
2022-04-11,120.8352067997075
2022-04-12,122.76868597612767
2022-04-13,118.80912317647017
2022-04-14,123.57448900186616
2022-04-15,120.3503904174266
2022-04-18,119.25862788120135
2022-04-19,120.52251393699287
2022-04-20,122.45102993013438
2022-04-21,124.18682066045507
2022-04-22,121.8799477909203
2022-04-25,122.46499956076447
2022-04-26,124.46530148131556
2022-04-27,128.95444445111542
2022-04-28,126.49743226871259
2022-04-29,124.24320724112431
2022-05-02,121.84915052270127
2022-05-03,119.90607099872018
2022-05-04,119.20789960289063
2022-05-05,123.44753923705194
2022-05-06,122.7465858473077
2022-05-09,122.45396377347787
2022-05-10,121.43301347830082
2022-05-11,116.11468676907374
2022-05-12,116.52932744384319
2022-05-13,116.47791571359151
2022-05-16,110.9066234970525
2022-05-17,112.80538471882178
2022-05-18,114.67344505618566
2022-05-19,108.60207088924787
2022-05-20,109.61360493269179
2022-05-23,109.129450026461
2022-05-24,111.15047197971812
2022-05-25,112.26683645043808
2022-05-26,113.10070881428568
2022-05-27,114.10711507602356
2022-05-30,115.6620807079768
2022-05-31,113.22014205140675
2022-06-01,113.20994477308854
2022-06-02,108.01754530378486
2022-06-03,108.47847308854253
2022-06-06,109.88430645140153
2022-06-07,105.0343279425729
2022-06-08,104.53427387435627
2022-06-09,106.67486617822108
2022-06-10,110.47431281620817
2022-06-13,111.3943441878295
2022-06-14,110.64535978314048
2022-06-15,111.38519609464625
2022-06-16,111.31248653293292
2022-06-17,113.10055446385138
2022-06-20,109.86860075536447
2022-06-21,108.79477742465494
2022-06-22,110.40234801655481
2022-06-23,107.41136612165636
2022-06-24,109.39350452878755
2022-06-27,109.93496379630562
2022-06-28,108.03427366146869
2022-06-29,113.25751004304864
2022-06-30,109.3947455192294
2022-07-01,107.84720477864434
2022-07-04,105.6474038661444
2022-07-05,110.17630233470476
2022-07-06,109.37168334142828
2022-07-07,111.77266299415857
2022-07-08,110.77552734117634
2022-07-11,110.87960946003058
2022-07-12,112.30283619873232
2022-07-13,111.61420910159764
2022-07-14,108.43449420452615
2022-07-15,111.46622388408521
2022-07-18,114.98307946841041
2022-07-19,111.85845949920616
2022-07-20,114.96397557207929
2022-07-21,114.2091401634597
2022-07-22,112.51198907661181
2022-07-25,115.31910709772802
2022-07-26,112.75489281015727
2022-07-27,109.43160264974641
2022-07-28,107.32405599302814
2022-07-29,103.83254358276143
2022-08-01,103.5123979204136
2022-08-02,104.35432059379431
2022-08-03,102.12494422266148
2022-08-04,101.55043811304039
2022-08-05,103.08707006498598
2022-08-08,103.81426358786521
2022-08-09,102.60895449132771
2022-08-10,98.54560563394277
2022-08-11,99.21748968202027
2022-08-12,99.97128536199354
2022-08-15,102.75758601996144
2022-08-16,105.01409924175816
2022-08-17,103.63861768226123
2022-08-18,98.30274041571685
2022-08-19,93.97599320462925
2022-08-22,93.1969025047336
2022-08-23,92.73391754517175
2022-08-24,97.81929260778021
2022-08-25,98.56612991462809
2022-08-26,100.44257461845585
2022-08-29,103.97788483040121
2022-08-30,102.21483197332763
2022-08-31,100.60177666655777
2022-09-01,99.84096288487048
2022-09-02,98.56509942353192
2022-09-05,101.75171533383846
2022-09-06,100.71989348761312
2022-09-07,100.49962305650124
2022-09-08,99.07157053960763
2022-09-09,100.10421240795947
2022-09-12,97.83389340902352
2022-09-13,97.59271132468075
2022-09-14,94.656513959924
2022-09-15,92.49600779173484
2022-09-16,89.50818820895347
2022-09-19,90.47115325356303
2022-09-20,91.63956843662838
2022-09-21,92.02452460631659
2022-09-22,92.09490704790508
2022-09-23,87.47800022009042
2022-09-26,86.36278947647024
2022-09-27,84.37118042742672
2022-09-28,86.9165354042818
2022-09-29,86.02501236524232
2022-09-30,85.54532137784732
2022-10-03,86.54968300075501
2022-10-04,87.26355080287765
2022-10-05,89.26499207061741
2022-10-06,86.20444579995863
2022-10-07,86.71158370121847
2022-10-10,88.88013691085837
2022-10-11,89.85858402042233
2022-10-12,87.29907410634164
2022-10-13,83.94512449704146
2022-10-14,85.16805828242717
2022-10-17,85.04988449208821
2022-10-18,86.69639927563564
2022-10-19,88.48454852572617
2022-10-20,87.83854273203144
2022-10-21,87.52387030681548
2022-10-24,91.99200457244481
2022-10-25,92.99835887130949
2022-10-26,92.06303346535165
2022-10-27,90.9088514635364
2022-10-28,92.90235205741706
2022-10-31,90.38431769997095
2022-11-01,91.1422310115264
2022-11-02,93.22596916232814
2022-11-03,94.86172684005751
2022-11-04,97.89928969012557
2022-11-07,95.57470003663943
2022-11-08,98.69251764827648
2022-11-09,97.3155463378701
2022-11-10,99.03209823766507
2022-11-11,98.388744447639
2022-11-14,95.95110665141019
2022-11-15,100.15331277635104
2022-11-16,100.36450924737943
2022-11-17,100.2510117027482
2022-11-18,99.54781597003158
2022-11-21,103.54742688615663
2022-11-22,106.11562925478118
2022-11-23,110.10000182365323
2022-11-24,111.60084394400262
2022-11-25,112.36436215452574
2022-11-28,107.43197182992942
2022-11-29,108.64744695324788
2022-11-30,108.6462899419022
2022-12-01,110.63943547343085
2022-12-02,110.3185930838318
2022-12-05,108.1127362652094
2022-12-06,109.70593820126027
2022-12-07,117.4746293237443
2022-12-08,116.46751666429982
2022-12-09,120.20268362077552
2022-12-12,120.11204380650585
2022-12-13,120.84249377239101
2022-12-14,119.83434507149245
2022-12-15,129.11956620578897
2022-12-16,130.37483750165381
2022-12-19,128.58353686819936
2022-12-20,127.15873002347388
2022-12-21,125.28218560508525
2022-12-22,126.42117592261467
2022-12-23,128.75363160170957
2022-12-26,129.11230123447544
2022-12-27,126.49541659275975
2022-12-28,127.59578615590134
2022-12-29,123.97427515647196
2022-12-30,120.36291296684001
2023-01-02,115.6557038660284
2023-01-03,114.63170645791737
2023-01-04,110.15496529179818
2023-01-05,113.90496496929713
2023-01-06,110.73501791239323
2023-01-09,110.67801444141578
2023-01-10,106.75628090304073
2023-01-11,104.78066619552224
2023-01-12,106.2494983030257
2023-01-13,102.62553624808933
2023-01-16,97.63144381738174
2023-01-17,95.17474235379244
2023-01-18,97.94691232411624
2023-01-19,97.7527901510354
2023-01-20,104.32563731472325
2023-01-23,99.46183987382095
2023-01-24,101.05310315434113
2023-01-25,104.52284635470065
2023-01-26,108.29038894970527
2023-01-27,107.7020550742219
2023-01-30,113.04401861271124
2023-01-31,117.2989648027683
2023-02-01,115.95792907324642
2023-02-02,116.45367051470645
2023-02-03,119.49284723671258
2023-02-06,124.640003867539
2023-02-07,121.35772551075569
2023-02-08,120.25717932057022
2023-02-09,121.3804512209203
2023-02-10,119.51636933798082
2023-02-13,118.55639362526598
2023-02-14,116.72210587357954
2023-02-15,122.26234788731173
2023-02-16,122.15997139018671
2023-02-17,122.07369253077634
2023-02-20,119.02121452523603
2023-02-21,117.88573294693492
2023-02-22,120.46268433448786
2023-02-23,120.83287123268357
2023-02-24,117.1384025803724
2023-02-27,113.12073433205518
2023-02-28,116.96604475176602
2023-03-01,117.69405190321767
2023-03-02,120.24017210456653
2023-03-03,121.54995719063035
2023-03-06,126.90784942561103
2023-03-07,127.04256411993416
2023-03-08,135.3715834375671
2023-03-09,132.72475104774725
2023-03-10,131.25633589453906
2023-03-13,124.41168199212755
2023-03-14,129.45058362299685
2023-03-15,127.56797788551489
2023-03-16,123.7819696222982
2023-03-17,122.91539572739653
2023-03-20,117.42988254564303
2023-03-21,117.24971456281853
2023-03-22,115.88393250806612
2023-03-23,119.83478697009627
2023-03-24,124.2556582669145
2023-03-27,124.17540589205215
2023-03-28,118.80704194384387
2023-03-29,114.25690471771892
2023-03-30,113.62422825122518
2023-03-31,113.8197794991255
2023-04-03,114.69948163651036
2023-04-04,113.70279676105824
2023-04-05,116.21703829233103
2023-04-06,115.2982563228134
2023-04-07,117.17284682947425
2023-04-10,125.49939064391116
2023-04-11,127.54200144723342
2023-04-12,128.32406963181523
2023-04-13,123.43683518739073
2023-04-14,126.31469566201713
2023-04-17,122.00193110534082
2023-04-18,123.54216464947079
2023-04-19,129.60554503611903
2023-04-20,126.15477890976594
2023-04-21,125.80760714402204
2023-04-24,129.40583416853863
2023-04-25,130.38515103919343
2023-04-26,132.7942372514137
2023-04-27,130.52042006042447
2023-04-28,133.08607853133003
2023-05-01,131.65744396486608
2023-05-02,132.42283976294965
2023-05-03,137.93315610347958
2023-05-04,136.3617225893613
2023-05-05,139.50462746338337
2023-05-08,140.75354871224613
2023-05-09,144.34626455723287
2023-05-10,150.53754887253103
2023-05-11,154.15541606342407
2023-05-12,149.70598474483063
2023-05-15,148.49568976222406
2023-05-16,151.28331600698962
2023-05-17,152.6997558276456
2023-05-18,154.2771112332867
2023-05-19,155.95251513572677
2023-05-22,159.99733504661882
2023-05-23,155.726154893226
2023-05-24,157.73520883711868
2023-05-25,158.09845554344707
2023-05-26,154.27355564669142
2023-05-29,156.69775980185076
2023-05-30,154.39306050651373
2023-05-31,155.2142815064076
2023-06-01,154.05609205524948
2023-06-02,145.20808135005447
2023-06-05,144.95393481352292
2023-06-06,148.64660973256306
2023-06-07,148.30396816450028
2023-06-08,150.55752498113196
2023-06-09,146.31952342009674
2023-06-12,147.02393847188912
2023-06-13,142.55159958217777
2023-06-14,147.76696120391907
2023-06-15,147.30738437534444
2023-06-16,144.3562370450351
2023-06-19,141.77694914974566
2023-06-20,145.7096999283676
2023-06-21,144.81552490389788
2023-06-22,141.70138383054615
2023-06-23,143.9137545386441
2023-06-26,147.3277311643299
2023-06-27,147.92178126434973
2023-06-28,150.7517313882663
2023-06-29,149.39140012543675
2023-06-30,156.29418982351055
2023-07-03,151.53812873971756
2023-07-04,159.54488356746194
2023-07-05,156.3413268791206
2023-07-06,156.98961654437238
2023-07-07,152.08963082107246
2023-07-10,143.76807239876857
2023-07-11,145.22545518580603
2023-07-12,154.93155802815713
2023-07-13,158.09739615840513
2023-07-14,156.2397741348776
2023-07-17,158.30610108678383
2023-07-18,162.75137636143705
2023-07-19,165.89392832069763
2023-07-20,172.17897752754712
2023-07-21,170.24886678125048
2023-07-24,169.6368069115022
2023-07-25,170.04867022013187
2023-07-26,173.37315462738795
2023-07-27,167.7094224650195
2023-07-28,162.0913424180611
