Date,LOW
2020-05-08,435.73307194722395
2020-05-11,442.6895592439845
2020-05-12,432.7573202870688
2020-05-13,425.93738505487465
2020-05-14,424.5554298043384
2020-05-15,422.06504961938595
2020-05-18,422.3809485808044
2020-05-19,424.7519897876131
2020-05-20,424.5318680530552
2020-05-21,439.7081158589487
2020-05-22,443.0201557396498
2020-05-25,452.57252936711933
2020-05-26,447.63322614437516
2020-05-27,451.73529189370817
2020-05-28,450.2901745871507
2020-05-29,448.9331173954813
2020-06-01,444.9568383486454
2020-06-02,445.1236563978145
2020-06-03,440.5679770365411
2020-06-04,442.3346993648635
2020-06-05,442.87419725733315
2020-06-08,438.265060864771
2020-06-09,443.75475374252
2020-06-10,447.3925045293642
2020-06-11,439.0962046797567
2020-06-12,442.4006075403287
2020-06-15,439.4207326237473
2020-06-16,438.19489101801076
2020-06-17,447.57063389907654
2020-06-18,450.24348350758584
2020-06-19,466.1083737825795
2020-06-22,459.0713690579147
2020-06-23,465.94783151303966
2020-06-24,465.7376112245804
2020-06-25,459.6778855072315
2020-06-26,465.02949921462914
2020-06-29,469.19182001913043
2020-06-30,478.6409191304385
2020-07-01,497.72012440655095
2020-07-02,503.0895764859598
2020-07-03,504.8666774175636
2020-07-06,500.88086092581705
2020-07-07,506.79119069112465
2020-07-08,513.6883579483838
2020-07-09,509.65163669606846
2020-07-10,510.1222349702662
2020-07-13,516.0562673242046
2020-07-14,514.0178212169112
2020-07-15,516.4529315359176
2020-07-16,515.0901643166334
2020-07-17,510.9826992160151
2020-07-20,514.9425751927083
2020-07-21,519.5735395519638
2020-07-22,520.2552991065276
2020-07-23,513.5741344050159
2020-07-24,510.1488177951472
2020-07-27,503.60429797777556
2020-07-28,503.59690658336376
2020-07-29,499.1799668986689
2020-07-30,498.29126781776546
2020-07-31,495.60019293587493
2020-08-03,513.8292803488583
2020-08-04,515.6976616679788
2020-08-05,515.9526275182941
2020-08-06,520.4038586614889
2020-08-07,510.954376577379
2020-08-10,516.5565145303162
2020-08-11,525.9248554682666
2020-08-12,534.7175685954173
2020-08-13,530.6890960043237
2020-08-14,530.4530386101096
2020-08-17,534.2326877416396
2020-08-18,540.7492346226542
2020-08-19,541.2258745411001
2020-08-20,540.9078448309233
2020-08-21,535.559225929002
2020-08-24,535.0363083059481
2020-08-25,529.6186115743901
2020-08-26,527.4176339313157
2020-08-27,525.7467084840432
2020-08-28,525.3980142492157
2020-08-31,531.8941236033929
2020-09-01,535.3855443208666
2020-09-02,533.3331490750805
2020-09-03,536.4158296462923
2020-09-04,531.5793080910889
2020-09-07,529.9325500078795
2020-09-08,532.9853448898976
2020-09-09,529.034967081702
2020-09-10,528.9566877505248
2020-09-11,527.110920535687
2020-09-14,521.2954517067061
2020-09-15,528.4400380732262
2020-09-16,534.2652613484335
2020-09-17,533.9363902237077
2020-09-18,533.1583221814542
2020-09-21,537.0005398711368
2020-09-22,541.6426408870342
2020-09-23,536.8657274247998
2020-09-24,532.451683607673
2020-09-25,538.4856274904303
2020-09-28,528.2370779966179
2020-09-29,527.4951626490117
2020-09-30,529.0115425009741
2020-10-01,535.0787675325695
2020-10-02,547.6394809496568
2020-10-05,542.6551379473766
2020-10-06,540.714726197107
2020-10-07,537.8551504393656
2020-10-08,532.6314215412051
2020-10-09,529.3582122656085
2020-10-12,527.0048573079983
2020-10-13,530.4377594551978
2020-10-14,535.9873897961687
2020-10-15,532.6889510009389
2020-10-16,524.1453612708336
2020-10-19,526.5996778565558
2020-10-20,531.0990820427445
2020-10-21,536.6245198109565
2020-10-22,539.7640357867311
2020-10-23,534.0682460747215
2020-10-26,542.5654551236322
2020-10-27,536.3924403883808
2020-10-28,533.0764582754649
2020-10-29,536.0494419996832
2020-10-30,540.9429424118016
2020-11-02,545.7257296502677
2020-11-03,543.6576569783825
2020-11-04,545.1405442181667
2020-11-05,546.0016222979593
2020-11-06,544.517088776048
2020-11-09,547.6943087952707
2020-11-10,552.2404168572361
2020-11-11,542.1158072026741
2020-11-12,551.5244582872157
2020-11-13,555.0460979170294
2020-11-16,557.7903135709645
2020-11-17,561.1037835570289
2020-11-18,554.0278984143736
2020-11-19,556.738902838433
2020-11-20,551.459546968502
2020-11-23,546.7803816408185
2020-11-24,552.2873235606321
2020-11-25,556.1980237300877
2020-11-26,550.9472525744591
2020-11-27,540.6017437739171
2020-11-30,542.022618210376
2020-12-01,539.9522483480581
2020-12-02,552.6463506776294
2020-12-03,545.4821586803405
2020-12-04,546.4343461406504
2020-12-07,560.2144328122043
2020-12-08,564.7084043777016
2020-12-09,555.9269628405794
2020-12-10,566.4317253818053
2020-12-11,569.0473140373338
2020-12-14,573.7047879246124
2020-12-15,575.8151774347403
2020-12-16,568.8535618505138
2020-12-17,569.8195836917956
2020-12-18,577.0654240298027
2020-12-21,579.4453660458023
2020-12-22,576.9615256728596
2020-12-23,572.7210882524378
2020-12-24,573.2051618665739
2020-12-25,566.7961306810511
2020-12-28,559.2080220372898
2020-12-29,556.7750590323272
2020-12-30,549.2100634533416
2020-12-31,545.6391011815174
2021-01-01,546.865333736277
2021-01-04,530.7634358420281
2021-01-05,529.528383011204
2021-01-06,531.2641214234083
2021-01-07,536.4078477490291
2021-01-08,530.7725821690257
2021-01-11,532.7128080434647
2021-01-12,531.7827282336125
2021-01-13,527.4311033101524
2021-01-14,537.0147933729539
2021-01-15,538.5036170664372
2021-01-18,523.870723869453
2021-01-19,519.6136326275798
2021-01-20,527.2116143169897
2021-01-21,524.2191518740049
2021-01-22,519.3812124759492
2021-01-25,525.0151737165227
2021-01-26,535.8759837355469
2021-01-27,527.7849518556009
2021-01-28,528.525241464839
2021-01-29,522.9289909889636
2021-02-01,519.4272919438553
2021-02-02,518.1016350496609
2021-02-03,507.70369463557233
2021-02-04,495.67380274820937
2021-02-05,498.29033416304225
2021-02-08,495.84193267006276
2021-02-09,496.26169370939175
2021-02-10,491.5898614712705
2021-02-11,491.64257547339344
2021-02-12,496.45840557728843
2021-02-15,488.0864066496288
2021-02-16,493.290589380687
2021-02-17,495.1876573445386
2021-02-18,495.85846563971626
2021-02-19,493.9655661183262
2021-02-22,500.4669750506181
2021-02-23,495.17628872495084
2021-02-24,489.74786393325763
2021-02-25,493.8220391310365
2021-02-26,491.02292081325385
2021-03-01,488.5306798642366
2021-03-02,485.5249806998139
2021-03-03,486.0282483291544
2021-03-04,489.8252794538887
2021-03-05,505.17749982575333
2021-03-08,500.19126863985684
2021-03-09,502.118829768906
2021-03-10,498.29393323152436
2021-03-11,495.19934956717265
2021-03-12,497.87556451262344
2021-03-15,502.7881523335592
2021-03-16,502.9760926081842
2021-03-17,504.69405352782223
2021-03-18,505.0314265681704
2021-03-19,509.44573892545395
2021-03-22,506.2777832873362
2021-03-23,494.149725609283
2021-03-24,498.4030577174211
2021-03-25,498.3178461887607
2021-03-26,499.6414969549262
2021-03-29,494.20357957514625
2021-03-30,490.2672514028619
2021-03-31,485.6687875995835
2021-04-01,481.6205327944538
2021-04-02,486.1717114547294
2021-04-05,477.3465030022197
2021-04-06,486.7934515747253
2021-04-07,488.70246719503626
2021-04-08,494.47338677827304
2021-04-09,494.12689510049563
2021-04-12,497.26399432069036
2021-04-13,489.5653761098489
2021-04-14,490.7268948450755
2021-04-15,492.52848175335834
2021-04-16,499.92600723943934
2021-04-19,499.40051711877015
2021-04-20,487.862410538413
2021-04-21,482.8249048079746
2021-04-22,477.86263577652835
2021-04-23,481.7846786694431
2021-04-26,481.88879341474603
2021-04-27,476.27647521249804
2021-04-28,466.60535794226445
2021-04-29,467.3225483340772
2021-04-30,471.8569179349154
2021-05-03,476.76613300415005
2021-05-04,467.619369469399
2021-05-05,469.44729255067966
2021-05-06,458.9991172873021
2021-05-07,458.3408698397081
2021-05-10,453.2750913590584
2021-05-11,456.17420656861185
2021-05-12,452.11761520472123
2021-05-13,458.39995861090716
2021-05-14,455.1919395968333
2021-05-17,450.96849883409027
2021-05-18,450.5607875836386
2021-05-19,448.95863154081957
2021-05-20,451.69903371277405
2021-05-21,455.7325538046968
2021-05-24,451.87401114093683
2021-05-25,445.8417110974728
2021-05-26,447.88473724048504
2021-05-27,440.77205001582485
2021-05-28,439.4495057493831
2021-05-31,441.7572916716158
2021-06-01,441.71788758730685
2021-06-02,445.5080465452973
2021-06-03,449.4546584972021
2021-06-04,440.6469150697772
2021-06-07,438.2263095539533
2021-06-08,439.73357678736
2021-06-09,441.5792845554137
2021-06-10,449.0670978936061
2021-06-11,448.58906403131994
2021-06-14,445.9423646081025
2021-06-15,447.11588207943475
2021-06-16,448.46858560410175
2021-06-17,441.79701729476244
2021-06-18,444.775859943841
2021-06-21,442.3695085793406
2021-06-22,443.1204643295834
2021-06-23,446.2710963859732
2021-06-24,438.6516008334583
2021-06-25,445.95541082292397
2021-06-28,446.0018037739421
2021-06-29,437.9106769648861
2021-06-30,451.10389260196644
2021-07-01,462.15476350517537
2021-07-02,473.37431783938763
2021-07-05,476.25984063472504
2021-07-06,484.5594927800639
2021-07-07,480.77240872044206
2021-07-08,470.84119645182665
2021-07-09,467.72434900628974
2021-07-12,475.8325660392066
2021-07-13,477.4148376148437
2021-07-14,476.9420733193744
2021-07-15,483.8962223820179
2021-07-16,489.3637571984083
2021-07-19,481.1591953197648
2021-07-20,474.0938689287601
2021-07-21,483.49287496755426
2021-07-22,479.44853280215364
2021-07-23,490.37645821793257
2021-07-26,493.53814684369644
2021-07-27,501.1112930694748
2021-07-28,504.5660570219368
2021-07-29,513.7578032895325
2021-07-30,513.0047984681521
2021-08-02,518.3171359669288
2021-08-03,504.1023053664619
2021-08-04,501.886067771593
2021-08-05,502.62407337540736
2021-08-06,504.86716476510213
2021-08-09,505.0634112191438
2021-08-10,509.7937766438647
2021-08-11,509.2012363431094
2021-08-12,509.37453150556837
2021-08-13,511.69480975160127
2021-08-16,519.1733345352429
2021-08-17,514.7115790937995
2021-08-18,511.2087005900197
2021-08-19,519.7037500839442
2021-08-20,524.2179284947941
2021-08-23,533.8546078208525
2021-08-24,536.3474281287914
2021-08-25,539.4617906530852
2021-08-26,542.5665023412171
2021-08-27,551.5656882077351
2021-08-30,549.4964519350469
2021-08-31,547.7334207061162
2021-09-01,545.9309047963816
2021-09-02,558.5510802533468
2021-09-03,555.4703005792848
2021-09-06,547.1888332464695
2021-09-07,540.5252462052828
2021-09-08,540.8791935634218
2021-09-09,539.2582945939715
2021-09-10,541.1373942446182
2021-09-13,549.930526349883
2021-09-14,563.1725335729465
2021-09-15,556.9540673867386
2021-09-16,547.6756146578007
2021-09-17,551.3352790622939
2021-09-20,543.4185654031235
2021-09-21,544.9728906420734
2021-09-22,544.2110769792184
2021-09-23,553.8323262144299
2021-09-24,558.3347409742286
2021-09-27,560.4888945551389
2021-09-28,571.1948568152192
2021-09-29,573.2478803023115
2021-09-30,570.2322393354962
2021-10-01,566.7354835001495
2021-10-04,556.8522068530782
2021-10-05,560.4871438273461
2021-10-06,557.6072783598189
2021-10-07,555.1220728355134
2021-10-08,553.8292503653009
2021-10-11,560.460317771508
2021-10-12,550.5667433925012
2021-10-13,556.265232893008
2021-10-14,550.2571386313357
2021-10-15,539.935624268221
2021-10-18,542.3547788821999
2021-10-19,541.5124172702397
2021-10-20,552.0258608328595
2021-10-21,549.0879060681838
2021-10-22,543.1195803637739
2021-10-25,542.0370339626616
2021-10-26,550.8078963204013
2021-10-27,547.3926887680365
2021-10-28,548.7603644724529
2021-10-29,549.5436705392281
2021-11-01,545.9951576552804
2021-11-02,542.4837164780919
2021-11-03,536.503747254438
2021-11-04,536.8413407776262
2021-11-05,535.4827917099105
2021-11-08,532.1296263722807
2021-11-09,542.8245242637313
2021-11-10,532.2988185857331
2021-11-11,530.7102645783102
2021-11-12,538.3670927367432
2021-11-15,534.6787212949205
2021-11-16,533.4498926242188
2021-11-17,540.9315492862789
2021-11-18,546.0653381819378
2021-11-19,548.2803148359308
2021-11-22,546.0059853691189
2021-11-23,562.7412034559859
2021-11-24,569.5137332275189
2021-11-25,576.5999055144321
2021-11-26,569.7271889511131
2021-11-29,563.5956691514436
2021-11-30,567.7581383569452
2021-12-01,566.6504493222876
2021-12-02,555.8337794590431
2021-12-03,565.1051166314577
2021-12-06,579.8664031397653
2021-12-07,578.4823397327633
2021-12-08,573.2357854240565
2021-12-09,578.8319483256761
2021-12-10,582.9374027058972
2021-12-13,587.3592253848865
2021-12-14,589.2929775353653
2021-12-15,594.1664903145003
2021-12-16,590.3579861301386
2021-12-17,577.1526303520108
2021-12-20,577.3108830968071
2021-12-21,573.6400276268442
2021-12-22,586.2486699539005
2021-12-23,589.8373281388839
2021-12-24,583.4709693733327
2021-12-27,583.5324441098946
2021-12-28,583.0236637983097
2021-12-29,575.2778007074521
2021-12-30,578.4601921846737
2021-12-31,582.8290187189575
2022-01-03,579.8337545114127
2022-01-04,583.9419309081879
2022-01-05,585.015680757109
2022-01-06,585.8080136149345
2022-01-07,591.6823408406265
2022-01-10,595.9124127223178
2022-01-11,601.7907226748212
2022-01-12,601.3621942992874
2022-01-13,596.5631759949695
2022-01-14,596.5212766104033
2022-01-17,599.8307088603766
2022-01-18,610.1109058793775
2022-01-19,618.3937617845332
2022-01-20,625.0056485609351
2022-01-21,627.4162125365002
2022-01-24,628.5300646284959
2022-01-25,638.7999969045923
2022-01-26,639.7770320946946
2022-01-27,640.2082994095293
2022-01-28,649.7989986657645
2022-01-31,633.901565667534
2022-02-01,625.6756477131494
2022-02-02,616.067208858661
2022-02-03,619.2742326740325
2022-02-04,624.1568507246532
2022-02-07,630.3726525958716
2022-02-08,621.1148744759514
2022-02-09,622.6796950172584
2022-02-10,622.835413098132
2022-02-11,634.589547372129
2022-02-14,633.9226833647238
2022-02-15,639.8374200725802
2022-02-16,634.7293468748568
2022-02-17,637.4653890475188
2022-02-18,637.1216892961285
2022-02-21,641.7192987915362
2022-02-22,646.4183610083096
2022-02-23,633.4680675440537
2022-02-24,621.1616597574407
2022-02-25,613.4903238234248
2022-02-28,607.9756693406041
2022-03-01,595.0812355235979
2022-03-02,599.3634198823784
2022-03-03,600.2571157210409
2022-03-04,606.5948044155901
2022-03-07,601.3514676879233
2022-03-08,603.0070490206493
2022-03-09,598.9204274994092
2022-03-10,596.5598519221015
2022-03-11,603.1801236169202
2022-03-14,598.1373398400558
2022-03-15,583.7618303398829
2022-03-16,578.2228397223666
2022-03-17,578.6356608682839
2022-03-18,583.3895425454945
2022-03-21,581.01310452108
2022-03-22,580.4346845505013
2022-03-23,582.4310371334197
2022-03-24,579.49822579118
2022-03-25,571.4817540086182
2022-03-28,580.7650371405019
2022-03-29,590.1381286911003
2022-03-30,582.0723965017318
2022-03-31,572.1677749335868
2022-04-01,569.4306139047508
2022-04-04,572.6801632299573
2022-04-05,567.9075896140482
2022-04-06,575.1642582952334
2022-04-07,570.6793681803248
2022-04-08,574.3478973455445
2022-04-11,581.7899820850791
2022-04-12,565.8195603904128
2022-04-13,579.6707671927924
2022-04-14,578.9959300395183
2022-04-15,580.2953239850455
2022-04-18,582.8691108082315
2022-04-19,583.9352202406523
2022-04-20,587.1908965435127
2022-04-21,591.9062978157014
2022-04-22,593.5601515341951
2022-04-25,597.7346903695004
2022-04-26,602.2514132066627
2022-04-27,604.9198131292493
2022-04-28,607.3380426153918
2022-04-29,608.9332872926403
2022-05-02,609.9567965786161
2022-05-03,601.7112145850286
2022-05-04,618.1177157028449
2022-05-05,624.0821300292043
2022-05-06,611.0842274553386
2022-05-09,620.7201712485586
2022-05-10,626.6221406086478
2022-05-11,613.9933536425136
2022-05-12,608.3666782933312
2022-05-13,606.8364039753877
2022-05-16,602.674226530109
2022-05-17,602.2231771531962
2022-05-18,605.9440075489829
2022-05-19,612.9049221200297
2022-05-20,622.3150712824266
2022-05-23,627.2341302388859
2022-05-24,619.7414444653037
2022-05-25,612.316850246122
2022-05-26,618.0329078950907
2022-05-27,613.6055835551758
2022-05-30,607.1048259848714
2022-05-31,607.4769246654222
2022-06-01,604.9579217418594
2022-06-02,603.1356833925134
2022-06-03,615.9687972749444
2022-06-06,618.9654674884378
2022-06-07,616.1032990466911
2022-06-08,619.535255542694
2022-06-09,613.4419348600884
2022-06-10,619.1532267374257
2022-06-13,616.4272993928267
2022-06-14,623.5429487922593
2022-06-15,614.3411825079762
2022-06-16,622.662418542687
2022-06-17,628.0430143725849
2022-06-20,628.3302685080225
2022-06-21,626.1515431487375
2022-06-22,614.1898879133196
2022-06-23,614.3802056938351
2022-06-24,611.7406048625741
2022-06-27,610.3437176069498
2022-06-28,605.5395471236358
2022-06-29,604.3037486517343
2022-06-30,605.1497269407181
2022-07-01,605.78054838838
2022-07-04,596.8229633548123
2022-07-05,605.395075442978
2022-07-06,594.2331898563261
2022-07-07,603.9786939406222
2022-07-08,615.8789078644188
2022-07-11,614.3504545107473
2022-07-12,612.3075904816037
2022-07-13,609.116959414942
2022-07-14,600.9690003007144
2022-07-15,602.7119486499026
2022-07-18,591.9560773053857
2022-07-19,595.2630187991479
2022-07-20,606.0903203833221
2022-07-21,611.8589315144657
2022-07-22,614.8283694219264
2022-07-25,612.0485001861308
2022-07-26,605.9602418807144
2022-07-27,600.2511998285017
2022-07-28,603.1935764842606
2022-07-29,599.7512208297148
2022-08-01,596.0166756822226
2022-08-02,599.2353892271196
2022-08-03,589.3569968813526
2022-08-04,582.6487988487373
2022-08-05,571.8525166391166
2022-08-08,570.7112958650994
2022-08-09,573.4829018027667
2022-08-10,573.0663231489908
2022-08-11,564.4059474686861
2022-08-12,558.1049084690563
2022-08-15,550.7148342455912
2022-08-16,549.8624022881476
2022-08-17,545.573121857845
2022-08-18,557.8102543410519
2022-08-19,554.8876969960852
2022-08-22,554.7759503639129
2022-08-23,566.567087656692
2022-08-24,574.4680915337628
2022-08-25,571.5581553921637
2022-08-26,566.4730466659026
2022-08-29,571.3604151991732
2022-08-30,585.2075319677496
2022-08-31,586.3559654218523
2022-09-01,589.6002314454354
2022-09-02,580.9088346985836
2022-09-05,581.3428881917453
2022-09-06,583.3481948771058
2022-09-07,581.7897633786721
2022-09-08,582.4963552211235
2022-09-09,586.4778670108124
2022-09-12,588.5676259534984
2022-09-13,592.1066358312726
2022-09-14,592.2332731871661
2022-09-15,601.0423683680026
2022-09-16,602.7567187010953
2022-09-19,603.1952213536666
2022-09-20,602.296622642987
2022-09-21,594.7628050577958
2022-09-22,601.9941406290574
2022-09-23,607.1147005563968
2022-09-26,615.2899679869965
2022-09-27,622.5742217980168
2022-09-28,618.7179575483682
2022-09-29,627.6998590654176
2022-09-30,627.8109806023613
2022-10-03,629.3039693826204
2022-10-04,624.3390392637974
2022-10-05,622.5001588299086
2022-10-06,619.23621091253
2022-10-07,621.570000979956
2022-10-10,625.58045048521
2022-10-11,617.2842082459508
2022-10-12,616.5211234010491
2022-10-13,605.997314074542
2022-10-14,608.2797427533307
2022-10-17,604.7212433694275
2022-10-18,612.447570065636
2022-10-19,622.6284172650479
2022-10-20,631.7557047629945
2022-10-21,634.7087977657719
2022-10-24,634.3605540955939
2022-10-25,635.9415299754365
2022-10-26,650.3059634662065
2022-10-27,650.6080394899465
2022-10-28,649.4425649812382
2022-10-31,645.3202697826837
2022-11-01,657.1749723539971
2022-11-02,644.9513327767805
2022-11-03,637.1246391572365
2022-11-04,621.8746074770404
2022-11-07,632.5286583283518
2022-11-08,618.2124414694283
2022-11-09,608.740697142481
2022-11-10,601.2859400821463
2022-11-11,599.936500330674
2022-11-14,593.4594649303058
2022-11-15,607.4439047870966
2022-11-16,609.9863917651007
2022-11-17,606.5696258693395
2022-11-18,599.2979774850411
2022-11-21,597.5694304629818
2022-11-22,585.0783124966061
2022-11-23,591.0882958454715
2022-11-24,589.8974513562623
2022-11-25,585.9938556866172
2022-11-28,583.7257705253551
2022-11-29,586.2585686217055
2022-11-30,585.6860010742389
2022-12-01,593.3900893605704
2022-12-02,599.7472110606783
2022-12-05,601.3751115845545
2022-12-06,601.4496395496284
2022-12-07,599.6065473531764
2022-12-08,589.8269427478298
2022-12-09,591.5629420124923
2022-12-12,610.7751540059771
2022-12-13,609.6300477907897
2022-12-14,620.8381074642286
2022-12-15,620.4272890984341
2022-12-16,621.2792848986383
2022-12-19,623.9476993719464
2022-12-20,622.3016639722716
2022-12-21,618.5862523868615
2022-12-22,628.3527515303191
2022-12-23,631.1221748249818
2022-12-26,627.7928657933847
2022-12-27,628.8067166720866
2022-12-28,620.2658352118561
2022-12-29,627.7137307191458
2022-12-30,625.158014479344
2023-01-02,622.4760923185056
2023-01-03,615.9955862520397
2023-01-04,612.7887711407111
2023-01-05,603.4546066937552
2023-01-06,608.7936150767042
2023-01-09,610.6777144805387
2023-01-10,615.0689854169657
2023-01-11,626.8667518783202
2023-01-12,632.436903317832
2023-01-13,635.6849173533244
2023-01-16,626.3817775649044
2023-01-17,625.402214187037
2023-01-18,632.2725548038371
2023-01-19,622.9219680134759
2023-01-20,617.5958162120512
2023-01-23,625.401232810247
2023-01-24,631.6820042084505
2023-01-25,634.7387819544994
2023-01-26,626.6083237408318
2023-01-27,618.8264990767275
2023-01-30,617.8141855117933
2023-01-31,616.6696791584594
2023-02-01,605.4768890006034
2023-02-02,615.0869065745326
2023-02-03,615.3170702563823
2023-02-06,602.6443615699948
2023-02-07,611.0731456313619
2023-02-08,603.0372605573035
2023-02-09,597.9044362375035
2023-02-10,591.3357791351252
2023-02-13,600.8909154742078
2023-02-14,601.9191799023174
2023-02-15,593.8589036056528
2023-02-16,588.0991605346392
2023-02-17,584.2254681125928
2023-02-20,585.0362649162288
2023-02-21,569.9562123540288
2023-02-22,576.8478035119002
2023-02-23,578.9727330492901
2023-02-24,581.4060409050799
2023-02-27,587.7205915046915
2023-02-28,584.9999747540849
2023-03-01,573.9479062537036
2023-03-02,579.8811928013167
2023-03-03,589.7818341071953
2023-03-06,590.3132612344549
2023-03-07,590.331314959807
2023-03-08,591.4040655886262
2023-03-09,587.821059041553
2023-03-10,592.133058548165
2023-03-13,595.5625534853102
2023-03-14,591.8633829697386
2023-03-15,600.015638774876
2023-03-16,596.839972468299
2023-03-17,595.5483568629826
2023-03-20,592.386711916381
2023-03-21,596.554953521022
2023-03-22,613.4410611630107
2023-03-23,632.1350550261274
2023-03-24,623.6561893213351
2023-03-27,635.553141639072
2023-03-28,642.063800037798
2023-03-29,634.2928108843353
2023-03-30,628.5928476501109
2023-03-31,619.3245088280781
2023-04-03,623.50954130754
2023-04-04,632.6007947048703
2023-04-05,630.0935897447671
2023-04-06,639.2309296899742
2023-04-07,643.4166747957884
2023-04-10,651.0231812149976
2023-04-11,662.4647066496572
2023-04-12,666.9954591134393
2023-04-13,668.1268457433848
2023-04-14,661.0347802826934
2023-04-17,653.3997854293925
2023-04-18,658.0671960015027
2023-04-19,660.8895020689243
2023-04-20,653.4349170155737
2023-04-21,654.0609413311541
2023-04-24,660.1660448475969
2023-04-25,653.7379696934269
2023-04-26,650.2388894722213
2023-04-27,639.0931268039162
2023-04-28,638.1689992250476
2023-05-01,628.9275791532316
2023-05-02,623.0964648892219
2023-05-03,624.2605724018725
2023-05-04,630.3111813408494
2023-05-05,631.0416078678419
2023-05-08,633.2329706414965
2023-05-09,631.0119937395862
2023-05-10,626.2339059492282
2023-05-11,614.656257103126
2023-05-12,608.8883558959141
2023-05-15,600.6542475648706
2023-05-16,590.7709031810367
2023-05-17,596.8811561717812
2023-05-18,605.9258021929428
2023-05-19,614.2377906678585
2023-05-22,624.8766315748851
2023-05-23,623.0876206142065
2023-05-24,616.6751082885806
2023-05-25,625.2383395707207
2023-05-26,625.2211627661029
2023-05-29,621.124661196515
2023-05-30,623.677520529853
2023-05-31,612.9092378789763
2023-06-01,613.6260672357134
2023-06-02,608.6706850920305
2023-06-05,613.6320359018968
2023-06-06,621.3207200040321
2023-06-07,612.2090915805026
2023-06-08,600.4021683497876
2023-06-09,613.2225360855492
2023-06-12,621.9276269166246
2023-06-13,612.4671118308469
2023-06-14,616.2740983768504
2023-06-15,616.7724338678422
2023-06-16,613.4126355848923
2023-06-19,608.4615166075893
2023-06-20,598.5968091724114
2023-06-21,592.8727824678416
2023-06-22,602.8375291241946
2023-06-23,600.2096606154871
2023-06-26,590.6620944565267
2023-06-27,596.0833828500369
2023-06-28,590.7550028495971
2023-06-29,585.87490744063
2023-06-30,581.3602824732527
2023-07-03,587.7424014294312
2023-07-04,585.6429910814231
2023-07-05,584.8239509415603
2023-07-06,586.1678437938903
2023-07-07,582.5521889361528
2023-07-10,580.2186986118478
2023-07-11,582.3428163498296
2023-07-12,591.7573793126064
2023-07-13,598.2242932275218
2023-07-14,604.3098040697171
2023-07-17,603.8263632619783
2023-07-18,603.0603655614485
2023-07-19,608.7844900124944
2023-07-20,594.386112419234
2023-07-21,593.8171181956981
2023-07-24,581.1334686096988
2023-07-25,573.7230759523652
2023-07-26,576.1972642668809
2023-07-27,579.0061482359025
2023-07-28,580.0715201058703
2023-07-31,581.1589582379057
2023-08-01,570.39462561414
2023-08-02,576.5821827724882
2023-08-03,581.4212340126056
