Date,KR
2020-04-29,245.57119707975238
2020-04-30,243.47419837551593
2020-05-01,244.86881919967033
2020-05-04,247.8974082667576
2020-05-05,240.53075629348402
2020-05-06,239.64310864486453
2020-05-07,239.14713758804152
2020-05-08,241.9581220609143
2020-05-11,237.683576355159
2020-05-12,240.97350315119127
2020-05-13,235.1422094202931
2020-05-14,234.60167064799174
2020-05-15,235.60746293128724
2020-05-18,231.5899686553762
2020-05-19,228.06366654963506
2020-05-20,226.0658711270174
2020-05-21,236.81057911743528
2020-05-22,239.09610659474404
2020-05-25,244.757544142717
2020-05-26,245.0213526290921
2020-05-27,238.38124522941226
2020-05-28,242.58115849795672
2020-05-29,236.92647042554276
2020-06-01,228.1980965444775
2020-06-02,233.71728646697954
2020-06-03,225.67113565941133
2020-06-04,229.1645298894624
2020-06-05,235.4327988299985
2020-06-08,229.6177642377417
2020-06-09,228.8273972066269
2020-06-10,233.51155857153117
2020-06-11,238.24674168859147
2020-06-12,235.6350496190429
2020-06-15,232.5072779307449
2020-06-16,234.1586018040251
2020-06-17,231.60256188784976
2020-06-18,230.52837059627208
2020-06-19,229.50918598692238
2020-06-22,223.6177222401959
2020-06-23,231.73715641778168
2020-06-24,232.74623217995776
2020-06-25,230.0170134117571
2020-06-26,226.8291234883168
2020-06-29,222.40959197582004
2020-06-30,221.31946395727934
2020-07-01,223.31637820279428
2020-07-02,219.11667990554722
2020-07-03,221.8401921233905
2020-07-06,219.17694559185085
2020-07-07,211.88131493514422
2020-07-08,214.25569911862286
2020-07-09,216.36246501172909
2020-07-10,215.83381055545138
2020-07-13,216.43180356157072
2020-07-14,210.36426073710678
2020-07-15,211.37371164543947
2020-07-16,207.05112929603465
2020-07-17,207.7151276521906
2020-07-20,204.46928046710437
2020-07-21,207.95291895637075
2020-07-22,208.74750933999624
2020-07-23,206.21166771930277
2020-07-24,204.5851037835005
2020-07-27,203.67976089872974
2020-07-28,203.88559368818088
2020-07-29,204.2577769476769
2020-07-30,200.93940459987732
2020-07-31,205.50630046987902
2020-08-03,206.89209361221728
2020-08-04,206.91823561362023
2020-08-05,202.6615339974788
2020-08-06,203.4361335377329
2020-08-07,208.35741577517283
2020-08-10,214.96802733051564
2020-08-11,221.30271744887355
2020-08-12,221.91644799351766
2020-08-13,226.26667144528906
2020-08-14,229.86886091689394
2020-08-17,229.49802452137686
2020-08-18,232.68173146400653
2020-08-19,229.9022001462841
2020-08-20,234.68601217394752
2020-08-21,233.26933578412815
2020-08-24,234.0196901884864
2020-08-25,230.58948954335432
2020-08-26,229.86700066552552
2020-08-27,225.33680206872174
2020-08-28,226.08923180891986
2020-08-31,225.85624846047324
2020-09-01,229.20110391315944
2020-09-02,233.69975423066484
2020-09-03,237.58284502107546
2020-09-04,241.6320975149464
2020-09-07,239.0280136985176
2020-09-08,239.35365339833737
2020-09-09,241.27486032871178
2020-09-10,245.44279371153914
2020-09-11,250.62915150153026
2020-09-14,250.13585785257953
2020-09-15,248.54677308614887
2020-09-16,254.0661092160662
2020-09-17,249.09746954028978
2020-09-18,254.55980837723186
2020-09-21,252.86213516799617
2020-09-22,257.15297846941525
2020-09-23,254.12848085131597
2020-09-24,255.5022797710313
2020-09-25,255.06649148470734
2020-09-28,259.27365656099437
2020-09-29,262.5952288012125
2020-09-30,268.0465321781085
2020-10-01,269.39439424387416
2020-10-02,267.44211675422264
2020-10-05,260.87708836172317
2020-10-06,261.57260137952375
2020-10-07,265.6567802278617
2020-10-08,265.07461789535006
2020-10-09,259.9218544572188
2020-10-12,264.4363897089311
2020-10-13,265.3634188900096
2020-10-14,262.80977776881133
2020-10-15,271.91829858901724
2020-10-16,270.17406092986477
2020-10-19,276.78519087331966
2020-10-20,269.0825331238536
2020-10-21,261.0094499847106
2020-10-22,258.45790942224653
2020-10-23,256.79159755209605
2020-10-26,255.61291915377845
2020-10-27,260.105096247639
2020-10-28,266.1572943933936
2020-10-29,273.2927525612902
2020-10-30,275.22646371389226
2020-11-02,270.0350995450006
2020-11-03,265.2750862047586
2020-11-04,272.0118646101126
2020-11-05,267.9933056058223
2020-11-06,266.7756942000919
2020-11-09,273.01044926698034
2020-11-10,276.93473379707206
2020-11-11,285.9333656342936
2020-11-12,275.0308935334593
2020-11-13,273.65218533711624
2020-11-16,275.33033130909206
2020-11-17,276.5594858234637
2020-11-18,276.29999401585053
2020-11-19,282.5115795750475
2020-11-20,274.9241140593545
2020-11-23,271.589295133672
2020-11-24,269.2130050285811
2020-11-25,274.48889775210426
2020-11-26,277.1439429920456
2020-11-27,278.3277084734925
2020-11-30,281.6783312700776
2020-12-01,279.97568072608055
2020-12-02,281.4459310066421
2020-12-03,277.9116272698743
2020-12-04,278.79089952000004
2020-12-07,282.4273155836914
2020-12-08,278.85850651569814
2020-12-09,279.9869006784671
2020-12-10,281.85867855980746
2020-12-11,283.1853783958591
2020-12-14,275.4810124431787
2020-12-15,271.9097778089401
2020-12-16,256.8644624484047
2020-12-17,250.7596470772139
2020-12-18,255.26075791649683
2020-12-21,251.5986826066748
2020-12-22,253.81629789759208
2020-12-23,251.0879655708549
2020-12-24,258.6930201784813
2020-12-25,256.69464888129505
2020-12-28,260.30487871543477
2020-12-29,261.4994078843166
2020-12-30,260.90372106217603
2020-12-31,267.6910823136321
2021-01-01,265.0637335604693
2021-01-04,263.12585066188365
2021-01-05,264.51732097098136
2021-01-06,268.0518147485509
2021-01-07,271.5151372420826
2021-01-08,275.85891669231717
2021-01-11,271.0918892045168
2021-01-12,268.1529857767822
2021-01-13,260.5937607562981
2021-01-14,250.59844472025588
2021-01-15,257.4136736344225
2021-01-18,258.3133328810951
2021-01-19,267.6102792647998
2021-01-20,265.8549011563138
2021-01-21,265.1453501313607
2021-01-22,273.7318613485034
2021-01-25,270.5949992491165
2021-01-26,270.1146565413769
2021-01-27,265.3894581062283
2021-01-28,263.57566662885654
2021-01-29,268.4546412947607
2021-02-01,266.86552201215176
2021-02-02,264.2816275274273
2021-02-03,261.73369952117645
2021-02-04,263.03277716622824
2021-02-05,259.9236630189118
2021-02-08,263.9938416775167
2021-02-09,268.5179758068006
2021-02-10,271.72635458634676
2021-02-11,268.5436629889648
2021-02-12,265.0539980292349
2021-02-15,251.94115505999812
2021-02-16,245.8989331965832
2021-02-17,243.08926076543005
2021-02-18,235.11045370105737
2021-02-19,240.71083233645834
2021-02-22,236.29140143154282
2021-02-23,236.67972342659158
2021-02-24,239.16900328884805
2021-02-25,236.56732636037515
2021-02-26,238.96068951257456
2021-03-01,247.1279478543082
2021-03-02,246.35397394664508
2021-03-03,243.55704977133314
2021-03-04,240.43050075451944
2021-03-05,235.5767703908475
2021-03-08,232.54718510494703
2021-03-09,229.96461286671365
2021-03-10,226.70605138507963
2021-03-11,231.52835387520116
2021-03-12,234.38110975380474
2021-03-15,241.53284858269748
2021-03-16,239.0279583052465
2021-03-17,231.99192222872796
2021-03-18,226.178896085237
2021-03-19,230.51058167657783
2021-03-22,230.50761509795123
2021-03-23,236.55031370276637
2021-03-24,234.7157509357577
2021-03-25,232.65177404957305
2021-03-26,225.8253022407197
2021-03-29,224.9556059723139
2021-03-30,222.60484929577848
2021-03-31,218.7373298407175
2021-04-01,217.50970259286905
2021-04-02,224.80210240490175
2021-04-05,222.56181746523097
2021-04-06,220.75247191246697
2021-04-07,217.82087493348277
2021-04-08,212.05297315279918
2021-04-09,217.4595984694742
2021-04-12,213.484444278533
2021-04-13,213.49218254890684
2021-04-14,214.00397322454938
2021-04-15,218.5020882357236
2021-04-16,210.19028140090793
2021-04-19,207.36057350382208
2021-04-20,204.5911381482805
2021-04-21,206.8542117143298
2021-04-22,210.71368343475035
2021-04-23,208.07167365997617
2021-04-26,212.2984931095191
2021-04-27,213.42342939060399
2021-04-28,212.44192319674718
2021-04-29,212.18235309997314
2021-04-30,210.91556988245745
2021-05-03,212.00962475932758
2021-05-04,213.166719291214
2021-05-05,217.26545441709266
2021-05-06,216.33765300801616
2021-05-07,213.56307882190612
2021-05-10,215.2007892382599
2021-05-11,211.28661656217565
2021-05-12,218.81963281967168
2021-05-13,218.30494056142007
2021-05-14,221.95860226176066
2021-05-17,223.81031417448742
2021-05-18,229.52932657621852
2021-05-19,227.70495486545678
2021-05-20,223.64091625519853
2021-05-21,219.23514019431593
2021-05-24,222.68824882943454
2021-05-25,217.37525771457524
2021-05-26,216.10985443482477
2021-05-27,216.74704585803522
2021-05-28,223.7900075959808
2021-05-31,221.23964022852087
2021-06-01,229.7905871635179
2021-06-02,233.11921714914948
2021-06-03,238.5525744366685
2021-06-04,242.07639178088613
2021-06-07,238.46599784151138
2021-06-08,235.3370870752629
2021-06-09,228.5954142100651
2021-06-10,230.2138453579835
2021-06-11,229.74258219042633
2021-06-14,229.8445420973713
2021-06-15,233.91814880055858
2021-06-16,241.58246964075607
2021-06-17,240.87981977197498
2021-06-18,238.06901201895676
2021-06-21,235.17939593506316
2021-06-22,235.62580512834603
2021-06-23,238.27869297832612
2021-06-24,233.78877447208382
2021-06-25,234.10171201866714
2021-06-28,235.62934589346116
2021-06-29,240.39084707614268
2021-06-30,241.96109323458958
2021-07-01,240.2098374528865
2021-07-02,234.04952352039993
2021-07-05,230.166000981267
2021-07-06,227.51197523374938
2021-07-07,222.64024726265558
2021-07-08,218.7112045496205
2021-07-09,215.1293888965294
2021-07-12,217.2345721593485
2021-07-13,214.25433786723173
2021-07-14,214.68606333315736
2021-07-15,217.4352458823457
2021-07-16,217.10853149466132
2021-07-19,215.39616722097253
2021-07-20,215.9457913742008
2021-07-21,213.3803946567432
2021-07-22,210.63663615975415
2021-07-23,219.2717021061288
2021-07-26,222.84860567273157
2021-07-27,223.03415730084473
2021-07-28,217.12153536745657
2021-07-29,218.77133459054818
2021-07-30,215.69862718985704
2021-08-02,212.0378106150094
2021-08-03,215.23704496675754
2021-08-04,214.23349250471867
2021-08-05,216.24672643943623
2021-08-06,213.03027092019803
2021-08-09,208.29499663766043
2021-08-10,208.33074779287378
2021-08-11,203.50162916820184
2021-08-12,204.55208234062985
2021-08-13,201.78486863841223
2021-08-16,199.27153763456735
2021-08-17,201.94353184757753
2021-08-18,201.2545564309927
2021-08-19,198.02062049562554
2021-08-20,192.93899082099153
2021-08-23,190.51333545992924
2021-08-24,188.06910692594448
2021-08-25,182.52078065503756
2021-08-26,181.4233867368626
2021-08-27,181.08321017952025
2021-08-30,186.46722956423955
2021-08-31,184.88188939092328
2021-09-01,177.96233289293806
2021-09-02,184.23636128030842
2021-09-03,184.81747074325398
2021-09-06,181.13439683427836
2021-09-07,174.62361286059217
2021-09-08,168.0389800734981
2021-09-09,166.40407616299697
2021-09-10,158.4453148931933
2021-09-13,161.1841217668374
2021-09-14,163.32829095259612
2021-09-15,161.21828230590427
2021-09-16,160.81490227463152
2021-09-17,163.6608501021168
2021-09-20,165.87228436823355
2021-09-21,163.98003376766331
2021-09-22,160.1380299174917
2021-09-23,159.75596336822784
2021-09-24,160.39450941027889
2021-09-27,160.98160239872072
2021-09-28,157.86463878526948
2021-09-29,157.1508094905302
2021-09-30,157.28845815351812
2021-10-01,157.7531009346305
2021-10-04,158.87371637698402
2021-10-05,159.8702741604361
2021-10-06,157.57656764836136
2021-10-07,157.0971620323278
2021-10-08,157.87900294853807
2021-10-11,157.8077525191732
2021-10-12,158.91542957552147
2021-10-13,160.18306078026197
2021-10-14,159.4906152322379
2021-10-15,159.07130441343259
2021-10-18,160.22827859183602
2021-10-19,165.09127982638583
2021-10-20,164.9879591404945
2021-10-21,165.96037274213495
2021-10-22,168.53853226972265
2021-10-25,169.1704041261853
2021-10-26,169.66437653987887
2021-10-27,172.09852263496012
2021-10-28,166.1590974010321
2021-10-29,164.79427465579448
2021-11-01,169.50266692315589
2021-11-02,170.93182322746088
2021-11-03,168.96844253118527
2021-11-04,172.3909911417624
2021-11-05,168.50119478248052
2021-11-08,174.95347394525118
2021-11-09,177.3209313746759
2021-11-10,178.8078877846369
2021-11-11,180.9114784565144
2021-11-12,179.32490638779265
2021-11-15,174.73554433409217
2021-11-16,177.82231134934344
2021-11-17,181.03005829216082
2021-11-18,183.9150338720961
2021-11-19,179.80215635666113
2021-11-22,180.57940835407828
2021-11-23,178.61248938274034
2021-11-24,180.2408828284791
2021-11-25,181.95879182641136
2021-11-26,179.98818835704398
2021-11-29,176.93984569459462
2021-11-30,175.79960181011313
2021-12-01,175.33509040904985
2021-12-02,175.24571799523625
2021-12-03,171.31982593633464
2021-12-06,169.19367150921144
2021-12-07,167.33927727877574
2021-12-08,170.70951182787917
2021-12-09,166.94841722053314
2021-12-10,166.81974879047468
2021-12-13,163.78389691236237
2021-12-14,165.44928401065502
2021-12-15,163.58424502802995
2021-12-16,164.83863256030082
2021-12-17,166.09576545968233
2021-12-20,162.39587252941965
2021-12-21,160.4074753011728
2021-12-22,163.47762586112069
2021-12-23,165.13007648389382
2021-12-24,161.102088862172
2021-12-27,164.78689304775355
2021-12-28,165.4877283924983
2021-12-29,164.36759467634525
2021-12-30,167.75880248017486
2021-12-31,168.52694353075856
2022-01-03,166.91594131404108
2022-01-04,168.88715466606286
2022-01-05,171.9850628514447
2022-01-06,176.5380741821747
2022-01-07,175.30584755624153
2022-01-10,177.39353462701536
2022-01-11,180.14207039521116
2022-01-12,177.08251631478655
2022-01-13,177.65484839171904
2022-01-14,175.64060034143867
2022-01-17,173.66715806407336
2022-01-18,173.7122137708544
2022-01-19,169.80360655426836
2022-01-20,172.55510140145822
2022-01-21,168.7420938379176
2022-01-24,165.0217868435986
2022-01-25,165.5540639369954
2022-01-26,166.12558123283773
2022-01-27,168.3939902700939
2022-01-28,171.29953705769944
2022-01-31,174.28444129908638
2022-02-01,173.98396294560445
2022-02-02,175.28072082652906
2022-02-03,176.35238103762518
2022-02-04,177.64841435435565
2022-02-07,176.65817859411862
2022-02-08,170.9939935752813
2022-02-09,166.93123995467678
2022-02-10,168.07518808503355
2022-02-11,173.18166137818122
2022-02-14,169.88048743277176
2022-02-15,174.76514950979592
2022-02-16,168.64959171076214
2022-02-17,172.7087032050036
2022-02-18,177.36118591856726
2022-02-21,173.30527629765714
2022-02-22,171.73367853407123
2022-02-23,170.04189494886182
2022-02-24,172.17131301804525
2022-02-25,173.35690771670826
2022-02-28,172.33549989737583
2022-03-01,171.9362386845511
2022-03-02,172.97559959044438
2022-03-03,169.63968574789845
2022-03-04,171.9480159318166
2022-03-07,172.6016888227041
2022-03-08,175.9932599089474
2022-03-09,178.10395965509966
2022-03-10,177.15963239971614
2022-03-11,179.16533796023066
2022-03-14,182.4297968646192
2022-03-15,182.3755486772733
2022-03-16,181.9553965168009
2022-03-17,187.20404149751408
2022-03-18,189.13171665098818
2022-03-21,192.43755026326843
2022-03-22,193.17876936400634
2022-03-23,193.41547931584165
2022-03-24,193.28947877482145
2022-03-25,188.5792582574532
2022-03-28,186.59938188996207
2022-03-29,181.3827667332639
2022-03-30,180.6872460148032
2022-03-31,181.89760189742321
2022-04-01,179.21629323328554
2022-04-04,179.8649535784982
2022-04-05,182.72824991687523
2022-04-06,183.59650406857364
2022-04-07,187.17527229254503
2022-04-08,189.18531806880844
2022-04-11,189.21099447273915
2022-04-12,193.4471718814059
2022-04-13,192.64168266120308
2022-04-14,193.97911758301242
2022-04-15,195.19413625266537
2022-04-18,197.34724995000735
2022-04-19,195.16769859766498
2022-04-20,192.94788530870852
2022-04-21,192.34220891031575
2022-04-22,193.98395876323474
2022-04-25,191.93634312730856
2022-04-26,190.3455964323701
2022-04-27,186.33994264090146
2022-04-28,194.82270821840345
2022-04-29,192.77761828392744
2022-05-02,192.08094097634833
2022-05-03,190.9434234628109
2022-05-04,194.40359885724328
2022-05-05,198.82032334713153
2022-05-06,200.3296938969894
2022-05-09,209.74067315553856
2022-05-10,215.22728736509657
2022-05-11,213.29385848339538
2022-05-12,210.51589175668278
2022-05-13,217.06945852879767
2022-05-16,213.26017236873727
2022-05-17,212.54686089872018
2022-05-18,211.13532084407416
2022-05-19,215.69507887622117
2022-05-20,216.76447515194678
2022-05-23,219.08705335936386
2022-05-24,214.88836316097485
2022-05-25,211.61866517057797
2022-05-26,219.78548571234916
2022-05-27,217.60589973122242
2022-05-30,220.57336173327343
2022-05-31,221.8031525686537
2022-06-01,227.99023352076262
2022-06-02,226.4820597583811
2022-06-03,228.65228659246495
2022-06-06,224.24538947699185
2022-06-07,223.0198842377332
2022-06-08,223.2376848778752
2022-06-09,219.7075873113887
2022-06-10,218.69446836645935
2022-06-13,223.08155587553563
2022-06-14,220.18289967590457
2022-06-15,216.0049751771107
2022-06-16,219.22739061778034
2022-06-17,217.95436142058887
2022-06-20,214.77318751619597
2022-06-21,210.2884339140815
2022-06-22,205.26639009619058
2022-06-23,204.3408870723568
2022-06-24,207.50354868428252
2022-06-27,208.90314853239144
2022-06-28,211.5199210269558
2022-06-29,206.86870801138716
2022-06-30,209.53766923771732
2022-07-01,215.75196369041774
2022-07-04,216.27082186459282
2022-07-05,215.3339456899677
2022-07-06,211.53915728750394
2022-07-07,209.7805993323371
2022-07-08,208.40745886063812
2022-07-11,210.1737284987735
2022-07-12,211.7731495773332
2022-07-13,210.28559352866677
2022-07-14,214.96524498861461
2022-07-15,217.6426178042396
2022-07-18,221.68586113326018
2022-07-19,222.55707967534423
2022-07-20,221.08222438533406
2022-07-21,218.07984076358764
2022-07-22,216.5452549400348
2022-07-25,213.3967871953828
2022-07-26,210.3298273018428
2022-07-27,217.6978305504912
2022-07-28,212.83322300121117
2022-07-29,212.83655885974693
2022-08-01,216.56870259508963
2022-08-02,220.85754115428668
2022-08-03,217.85778832823553
2022-08-04,217.17950767571696
2022-08-05,216.66805001680106
2022-08-08,216.7716904095943
2022-08-09,214.9943615065025
2022-08-10,216.17520129937256
2022-08-11,215.01366077870915
2022-08-12,215.18326662141737
2022-08-15,221.65447751847654
2022-08-16,216.5321859893101
2022-08-17,211.8873889292657
2022-08-18,213.78529766152593
2022-08-19,211.76454116575468
2022-08-22,218.00655088530473
2022-08-23,220.72768274875446
2022-08-24,223.54383843194995
2022-08-25,225.06099797536731
2022-08-26,224.24924476702995
2022-08-29,217.66937201950367
2022-08-30,215.22576486391947
2022-08-31,216.3121616703396
2022-09-01,216.45413133466573
2022-09-02,215.6062683189173
2022-09-05,217.40215504260996
2022-09-06,221.12801109587835
2022-09-07,223.8687338168266
2022-09-08,215.6281074784058
2022-09-09,216.77783038948814
2022-09-12,217.98598735264622
2022-09-13,219.00667302766846
2022-09-14,220.3119166606575
2022-09-15,222.99988823434344
2022-09-16,220.02893305891172
2022-09-19,222.02667253820155
2022-09-20,218.59786893687703
2022-09-21,224.33425221550934
2022-09-22,222.55641668731886
2022-09-23,225.78252402158162
2022-09-26,229.93828761595748
2022-09-27,222.3034209338747
2022-09-28,219.74366643884062
2022-09-29,219.06211345164058
2022-09-30,218.06216947371124
2022-10-03,214.6649499452953
2022-10-04,211.55957152114598
2022-10-05,215.92950687485938
2022-10-06,214.84442456695137
2022-10-07,218.12092527238826
2022-10-10,217.68632902300538
2022-10-11,216.20587475137486
2022-10-12,218.20371708455292
2022-10-13,215.4947422180227
2022-10-14,219.98951823928618
2022-10-17,220.39814219926453
2022-10-18,218.26337489490845
2022-10-19,213.29355702463414
2022-10-20,217.23006738022795
2022-10-21,215.44932426971184
2022-10-24,213.80387608645916
2022-10-25,212.74548930213146
2022-10-26,215.62313803328186
2022-10-27,219.26462577749643
2022-10-28,217.749311015666
2022-10-31,214.53939154115963
2022-11-01,215.59999404660087
2022-11-02,220.36910598817735
2022-11-03,213.90758547188096
2022-11-04,209.55660448911834
2022-11-07,217.21197349286803
2022-11-08,219.35888520487072
2022-11-09,222.32231825409792
2022-11-10,225.23617519848332
2022-11-11,225.11820751500804
2022-11-14,225.97146574680346
2022-11-15,226.31113569883993
2022-11-16,223.79002679585187
2022-11-17,220.29628302987683
2022-11-18,219.18618342561564
2022-11-21,219.76827270902882
2022-11-22,216.3759173612
2022-11-23,219.48759298148588
2022-11-24,220.31688720195464
2022-11-25,224.60364328538853
2022-11-28,228.05735351741058
2022-11-29,227.7852466799705
2022-11-30,231.14120883124622
2022-12-01,229.39931605713883
2022-12-02,228.66775189619372
2022-12-05,228.38722214901395
2022-12-06,228.64601505266666
2022-12-07,236.6456746587714
2022-12-08,235.38121468894403
2022-12-09,234.6774964168902
2022-12-12,233.00063741574598
2022-12-13,231.50881973921778
2022-12-14,237.7843657448792
2022-12-15,239.474175624487
2022-12-16,240.68935712556163
2022-12-19,244.2703851758753
2022-12-20,245.52086380652142
2022-12-21,243.37318612042
2022-12-22,247.0487347630742
2022-12-23,252.77054285116478
2022-12-26,254.59044702904285
2022-12-27,255.52735357926517
2022-12-28,253.0937587267109
2022-12-29,259.1903446277896
2022-12-30,265.3760834753667
2023-01-02,261.65415399000847
2023-01-03,262.79943730996285
2023-01-04,260.66583907123743
2023-01-05,265.2550697158595
2023-01-06,264.06058269352116
2023-01-09,260.15198885208645
2023-01-10,257.6861549627199
2023-01-11,265.21789074296703
2023-01-12,260.4021310942119
2023-01-13,260.4750332910245
2023-01-16,262.90921835264146
2023-01-17,260.48092272484854
2023-01-18,259.78895805058653
2023-01-19,261.5911037701905
2023-01-20,260.79601345397816
2023-01-23,253.95090880925275
2023-01-24,255.969349895576
2023-01-25,255.86705389776102
2023-01-26,251.9547886253517
2023-01-27,260.39837555434167
2023-01-30,258.4513104009719
2023-01-31,257.24259752326833
2023-02-01,257.7171721577844
2023-02-02,256.7564579809566
2023-02-03,256.3142922469164
2023-02-06,260.7936304343498
2023-02-07,260.5424461919208
2023-02-08,257.8844754435368
2023-02-09,255.55700723380605
2023-02-10,255.1656743304837
2023-02-13,252.41969488596786
2023-02-14,248.2587710797057
2023-02-15,240.78243912557522
2023-02-16,240.39355661574206
2023-02-17,244.12884702263494
2023-02-20,241.96918166774287
2023-02-21,240.82925665790026
2023-02-22,242.8381666382938
2023-02-23,240.50122706973758
2023-02-24,244.46728435198864
2023-02-27,246.30765671964363
2023-02-28,239.03794998453884
2023-03-01,236.91258576810577
2023-03-02,229.7901102994932
2023-03-03,234.4572237871333
2023-03-06,231.98403020741944
2023-03-07,231.93549195807
2023-03-08,238.97266619580677
2023-03-09,237.61804144528503
2023-03-10,234.47289856694837
2023-03-13,231.00408598103292
2023-03-14,227.53871284535109
2023-03-15,228.23176280631125
2023-03-16,232.46392470696208
2023-03-17,236.30097258119977
2023-03-20,240.76486761647425
2023-03-21,239.9247075448571
2023-03-22,238.71319417437815
2023-03-23,241.28319055285155
2023-03-24,245.93047542714282
2023-03-27,250.03366291894434
2023-03-28,249.45051684998103
2023-03-29,245.250240933756
2023-03-30,249.2510785242867
2023-03-31,250.9085379118007
2023-04-03,252.19741795661093
2023-04-04,248.7270877897289
2023-04-05,254.76206641193215
2023-04-06,250.93426307228498
2023-04-07,255.20193459127165
2023-04-10,250.60148467973596
2023-04-11,244.76801523629362
2023-04-12,245.53808554636908
2023-04-13,245.54772229217892
2023-04-14,248.9278853835426
2023-04-17,239.06318261561
2023-04-18,239.82581533977918
2023-04-19,242.5832847113201
2023-04-20,247.79447725915207
2023-04-21,252.66521567450692
2023-04-24,260.68379539764004
2023-04-25,259.38643607291107
2023-04-26,261.70998433997113
2023-04-27,263.4483439940921
2023-04-28,265.37405201663034
2023-05-01,265.52434340677763
2023-05-02,268.7013874393542
2023-05-03,275.9138943247424
2023-05-04,280.98306304891867
2023-05-05,278.81117240986816
2023-05-08,274.0820746182014
2023-05-09,270.0124411789308
2023-05-10,271.89896490963537
2023-05-11,269.0360733575166
2023-05-12,266.4404551807638
2023-05-15,265.5616844148946
2023-05-16,265.3543376265429
2023-05-17,270.25555431281936
2023-05-18,266.8034444753538
2023-05-19,269.0546081567906
2023-05-22,277.6142425181484
2023-05-23,270.1886539886514
2023-05-24,273.8292579060663
2023-05-25,270.87799589320787
2023-05-26,267.604755179795
2023-05-29,263.46312364801133
2023-05-30,270.4693220045367
2023-05-31,267.44063117571994
2023-06-01,259.2005159975493
2023-06-02,255.45951073801257
2023-06-05,255.68283856074444
2023-06-06,257.09222359012034
2023-06-07,255.19304222571537
2023-06-08,252.0373823213848
2023-06-09,251.55355954471645
2023-06-12,248.86994591806632
2023-06-13,254.1481339970796
2023-06-14,256.10905353165276
2023-06-15,256.91869674960293
2023-06-16,257.0175728965315
2023-06-19,253.69557505273042
2023-06-20,256.88057721731286
2023-06-21,254.59222954918567
2023-06-22,255.39712443874345
2023-06-23,254.2431143421427
2023-06-26,254.0754951114622
2023-06-27,249.47738444636633
2023-06-28,251.4443491035459
2023-06-29,256.416848248277
2023-06-30,259.4276780942413
2023-07-03,262.550561790502
2023-07-04,263.4341448384243
2023-07-05,272.54482785809864
2023-07-06,273.71161265430436
2023-07-07,275.2344903259943
2023-07-10,269.15846534180577
2023-07-11,270.02920489676444
2023-07-12,272.19051754546564
2023-07-13,272.62522273674534
2023-07-14,267.174159222291
2023-07-17,266.4262913265046
2023-07-18,273.07880305482684
2023-07-19,269.5376480426524
2023-07-20,262.43917471380536
2023-07-21,264.06368857040087
2023-07-24,256.7593139408862
2023-07-25,263.72317688891746
2023-07-26,263.34484948265936
2023-07-27,264.53661894475835
2023-07-28,263.8501790192282
2023-07-31,263.12597118052133
