Date,LMT
2020-04-14,98.81637932005634
2020-04-15,98.2649970155301
2020-04-16,97.39684197744916
2020-04-17,98.87859437957029
2020-04-20,98.50137238540819
2020-04-21,98.32629865594238
2020-04-22,101.02921372442664
2020-04-23,101.79949112971376
2020-04-24,101.9440109382456
2020-04-27,99.01866935126192
2020-04-28,99.78681810317983
2020-04-29,100.301284550003
2020-04-30,103.03618647862639
2020-05-01,105.24473088174639
2020-05-04,105.94008192271562
2020-05-05,106.77914941845931
2020-05-06,106.63784260543642
2020-05-07,105.37131890681654
2020-05-08,106.77754221982534
2020-05-11,106.17318038808864
2020-05-12,103.56357308459394
2020-05-13,104.60520181047241
2020-05-14,104.77814515064782
2020-05-15,106.9615767734072
2020-05-18,107.3811998517759
2020-05-19,106.94099360588466
2020-05-20,106.40866557279003
2020-05-21,105.76927286124233
2020-05-22,108.26235074262345
2020-05-25,110.57728067288578
2020-05-26,109.61624832769014
2020-05-27,109.69786208148679
2020-05-28,108.02092567100723
2020-05-29,107.67647517091183
2020-06-01,108.1971179689694
2020-06-02,107.59472369371352
2020-06-03,107.70788659702667
2020-06-04,107.98075384097302
2020-06-05,108.42769765906543
2020-06-08,108.05368002164046
2020-06-09,108.22359697038449
2020-06-10,106.70681619144727
2020-06-11,106.39326891202457
2020-06-12,108.2845189552471
2020-06-15,110.7096393275758
2020-06-16,109.38723707835724
2020-06-17,109.02995288679685
2020-06-18,110.67841413922145
2020-06-19,111.67919229689828
2020-06-22,111.53870990645841
2020-06-23,109.02128296972943
2020-06-24,111.5540948648081
2020-06-25,113.01506106685518
2020-06-26,113.0853515830015
2020-06-29,112.90928646547292
2020-06-30,113.10753342898228
2020-07-01,115.00670229762109
2020-07-02,110.59653482809006
2020-07-03,110.19582489447984
2020-07-06,110.50801962552501
2020-07-07,108.41823879447611
2020-07-08,108.76198732711138
2020-07-09,106.44470168861027
2020-07-10,105.1497244242801
2020-07-13,108.41842720617174
2020-07-14,107.39643162244485
2020-07-15,108.10552447562755
2020-07-16,111.17680889119653
2020-07-17,110.8529276983326
2020-07-20,110.55515714769818
2020-07-21,111.45375208369585
2020-07-22,113.60680853966112
2020-07-23,114.73052850116163
2020-07-24,114.28187913234753
2020-07-27,112.18863877310449
2020-07-28,111.8768505849255
2020-07-29,114.70794179570856
2020-07-30,114.92756443718035
2020-07-31,116.41452578466446
2020-08-03,114.71538631032145
2020-08-04,113.05462168218887
2020-08-05,112.8070374775252
2020-08-06,111.91465460369099
2020-08-07,111.13204893714273
2020-08-10,112.59038951325716
2020-08-11,114.11566804672238
2020-08-12,112.07271728049176
2020-08-13,114.6105818644653
2020-08-14,115.05712802383259
2020-08-17,115.0639478875422
2020-08-18,115.6357409257066
2020-08-19,115.60070588591292
2020-08-20,114.43010951402294
2020-08-21,114.42996807808728
2020-08-24,113.1984212284309
2020-08-25,111.60565832869989
2020-08-26,110.23920399005816
2020-08-27,112.41172088340984
2020-08-28,110.52239797221374
2020-08-31,111.36518267036494
2020-09-01,113.42034828040408
2020-09-02,116.53570125336834
2020-09-03,114.60926788431264
2020-09-04,115.67757627142176
2020-09-07,112.61312353871537
2020-09-08,110.474556989666
2020-09-09,111.11501926128501
2020-09-10,115.63368829424273
2020-09-11,114.10673747980924
2020-09-14,114.13479944499387
2020-09-15,115.71380008211379
2020-09-16,116.06109396259525
2020-09-17,115.42278010512887
2020-09-18,117.20931233505114
2020-09-21,116.06800566094122
2020-09-22,117.54299918662568
2020-09-23,116.90464171263456
2020-09-24,116.50984865492612
2020-09-25,117.85214303356331
2020-09-28,118.28531669255774
2020-09-29,117.25307159930183
2020-09-30,117.6819352648205
2020-10-01,117.0036352462579
2020-10-02,116.63468193064851
2020-10-05,116.65570829319977
2020-10-06,115.27042771969423
2020-10-07,116.50614589862872
2020-10-08,116.43391968785888
2020-10-09,114.54502001430022
2020-10-12,114.79234709781886
2020-10-13,115.89739317521848
2020-10-14,116.61625606331553
2020-10-15,117.34645655444413
2020-10-16,117.44471955011295
2020-10-19,115.6302382852131
2020-10-20,114.43232172609491
2020-10-21,114.55115225673548
2020-10-22,115.4320150441673
2020-10-23,115.29083150726295
2020-10-26,116.26890700072462
2020-10-27,118.00771064852974
2020-10-28,119.12930330090332
2020-10-29,120.77488188481274
2020-10-30,120.80363569754664
2020-11-02,122.30538723277897
2020-11-03,120.73256863367178
2020-11-04,118.53143416386646
2020-11-05,119.06385757653231
2020-11-06,118.91596109105653
2020-11-09,120.17873496427879
2020-11-10,117.70287475930589
2020-11-11,120.6903072790834
2020-11-12,119.86824225179308
2020-11-13,125.87675784135945
2020-11-16,125.40409761333393
2020-11-17,130.73291885524768
2020-11-18,133.56285983430524
2020-11-19,134.23868611843167
2020-11-20,135.1109945708553
2020-11-23,133.7616422529928
2020-11-24,133.4068383597521
2020-11-25,133.27523524393456
2020-11-26,136.4782448372393
2020-11-27,133.519371655876
2020-11-30,135.862390356928
2020-12-01,135.67396203530188
2020-12-02,133.5315918949739
2020-12-03,132.9863561274179
2020-12-04,134.09213276474586
2020-12-07,134.92837968594833
2020-12-08,133.0872188144362
2020-12-09,132.21923911923673
2020-12-10,131.31329125059662
2020-12-11,131.49541525510554
2020-12-14,129.87873035472262
2020-12-15,128.27818122099842
2020-12-16,128.1896625180325
2020-12-17,133.34823970731813
2020-12-18,135.29729909594928
2020-12-21,140.5005838705589
2020-12-22,140.8437656787759
2020-12-23,138.90566923834632
2020-12-24,133.4695534374261
2020-12-25,134.1835575783719
2020-12-28,133.69085612363241
2020-12-29,132.6667616849057
2020-12-30,133.445911021911
2020-12-31,131.84145807820204
2021-01-01,133.64844072574826
2021-01-04,134.26924745672537
2021-01-05,134.10229969558736
2021-01-06,132.9884737745314
2021-01-07,133.7433799767097
2021-01-08,134.74476200977728
2021-01-11,135.57462046925548
2021-01-12,141.39662460321853
2021-01-13,142.38602503829873
2021-01-14,140.89161810307652
2021-01-15,139.69139944026486
2021-01-18,138.80515560579022
2021-01-19,141.17870142853164
2021-01-20,143.42233070311772
2021-01-21,145.9585196516525
2021-01-22,146.86459523321378
2021-01-25,149.11441425003324
2021-01-26,150.91101746894617
2021-01-27,149.55375142602952
2021-01-28,147.48861309528857
2021-01-29,147.07766756479933
2021-02-01,146.0050973108381
2021-02-02,146.23176075916655
2021-02-03,145.69595741639503
2021-02-04,151.90824670149485
2021-02-05,151.47794108259117
2021-02-08,154.53909132794936
2021-02-09,155.70137910542343
2021-02-10,153.72401375268942
2021-02-11,151.77043208004633
2021-02-12,154.0674595032923
2021-02-15,155.83893998253603
2021-02-16,154.7891496808503
2021-02-17,155.5779698870918
2021-02-18,157.98252610475987
2021-02-19,156.24183733568287
2021-02-22,158.85256388986576
2021-02-23,159.52867677333174
2021-02-24,156.92509740450518
2021-02-25,158.26011686696475
2021-02-26,157.57263210097054
2021-03-01,158.47961580780475
2021-03-02,155.80056288815632
2021-03-03,155.1699413216046
2021-03-04,157.72737780611848
2021-03-05,159.61546133539093
2021-03-08,159.99900719768485
2021-03-09,160.1946791778057
2021-03-10,160.6239382272588
2021-03-11,159.39074636630815
2021-03-12,160.08617464152022
2021-03-15,161.02980730620138
2021-03-16,159.90734448285926
2021-03-17,158.79343158321942
2021-03-18,158.20949266480162
2021-03-19,158.30055274006244
2021-03-22,159.64573064705334
2021-03-23,159.39442211182853
2021-03-24,160.55119743323067
2021-03-25,156.19692849491935
2021-03-26,153.76595780279774
2021-03-29,153.62083241853213
2021-03-30,151.28636917781895
2021-03-31,153.12074716229066
2021-04-01,154.75416615815553
2021-04-02,150.99368882980636
2021-04-05,152.28470518830127
2021-04-06,151.8531668017338
2021-04-07,151.81170288027872
2021-04-08,149.8828235713633
2021-04-09,148.98241530731502
2021-04-12,148.34923375537352
2021-04-13,147.00847805816872
2021-04-14,147.2004398650362
2021-04-15,148.68627060170846
2021-04-16,149.78112274385276
2021-04-19,151.25044907810386
2021-04-20,152.1135819090202
2021-04-21,152.08165346499987
2021-04-22,153.86035651944047
2021-04-23,151.57242396886832
2021-04-26,151.77305415498464
2021-04-27,153.0442583087882
2021-04-28,155.13824491747596
2021-04-29,156.32400309434576
2021-04-30,154.8807290467292
2021-05-03,157.74219008412305
2021-05-04,156.99511012328114
2021-05-05,159.0382882919412
2021-05-06,156.6485507136552
2021-05-07,157.9563524658281
2021-05-10,160.43118863425573
2021-05-11,162.27972391472662
2021-05-12,160.75046801661495
2021-05-13,158.98074668100807
2021-05-14,161.15187234761734
2021-05-17,155.25180546339232
2021-05-18,154.58532061899976
2021-05-19,157.07653616626837
2021-05-20,154.75477791258228
2021-05-21,152.4660154728479
2021-05-24,155.47689130406943
2021-05-25,157.53445128199238
2021-05-26,158.5944010931422
2021-05-27,158.2072597745725
2021-05-28,156.73220596791595
2021-05-31,156.94294298843417
2021-06-01,158.16883667290372
2021-06-02,158.85652409347347
2021-06-03,155.6578333273625
2021-06-04,156.51573823290062
2021-06-07,156.9491660354162
2021-06-08,160.3989900373892
2021-06-09,162.07724462241114
2021-06-10,166.62663790793673
2021-06-11,162.35395259320873
2021-06-14,160.895006782325
2021-06-15,161.3932714238734
2021-06-16,160.37775018374504
2021-06-17,163.62151019958299
2021-06-18,164.7894574049691
2021-06-21,170.55203096104873
2021-06-22,170.5772366100581
2021-06-23,174.25873383918778
2021-06-24,177.94403405527913
2021-06-25,178.78187564132944
2021-06-28,177.18489196714293
2021-06-29,175.94594887955097
2021-06-30,174.8570564035778
2021-07-01,174.8325834450177
2021-07-02,178.23464566808784
2021-07-05,183.74269417021088
2021-07-06,180.66689004254775
2021-07-07,181.67285167270896
2021-07-08,183.25317493794148
2021-07-09,185.84132671028487
2021-07-12,184.86082548600405
2021-07-13,180.71543419381385
2021-07-14,186.87308154855143
2021-07-15,188.36445707863066
2021-07-16,183.99388512946317
2021-07-19,180.93825450431552
2021-07-20,175.503823895322
2021-07-21,171.97248571389673
2021-07-22,176.9452390848579
2021-07-23,176.90266002802355
2021-07-26,176.6837256888464
2021-07-27,181.6936055198577
2021-07-28,184.19083877072913
2021-07-29,184.5859484239858
2021-07-30,184.15911959601496
2021-08-02,189.4272971043781
2021-08-03,186.50000181136983
2021-08-04,186.59047325679936
2021-08-05,188.48278067646308
2021-08-06,187.08515834504215
2021-08-09,187.2272301399845
2021-08-10,185.03864682855897
2021-08-11,186.32313676318455
2021-08-12,187.5310720564467
2021-08-13,187.33056666732762
2021-08-16,185.08438740160375
2021-08-17,191.39187111832638
2021-08-18,187.81123587662302
2021-08-19,189.5754347504094
2021-08-20,183.98895040069496
2021-08-23,186.06799616224444
2021-08-24,184.94352266030884
2021-08-25,188.20008223161406
2021-08-26,188.86154749676956
2021-08-27,188.71213876764992
2021-08-30,194.66272184623395
2021-08-31,201.63130863800262
2021-09-01,204.99061811101748
2021-09-02,205.75341711774712
2021-09-03,205.06586425576208
2021-09-06,204.4165454256056
2021-09-07,202.16125801242578
2021-09-08,203.88466019396222
2021-09-09,199.6399038132134
2021-09-10,199.71386384410587
2021-09-13,199.1584595027757
2021-09-14,202.86184691658684
2021-09-15,208.63352967515533
2021-09-16,210.20647054029973
2021-09-17,210.1898344048805
2021-09-20,202.9189747980523
2021-09-21,207.8715134551779
2021-09-22,208.15462933163778
2021-09-23,209.5403243103122
2021-09-24,209.88095730253974
2021-09-27,211.6490827081265
2021-09-28,212.91317349508898
2021-09-29,210.82151335028186
2021-09-30,209.95675402316746
2021-10-01,210.83155571892394
2021-10-04,209.00845381892924
2021-10-05,209.25385024071932
2021-10-06,208.0489613186682
2021-10-07,205.91382293750465
2021-10-08,202.7079175757922
2021-10-11,203.69084051360085
2021-10-12,204.4413983008549
2021-10-13,202.1509761022966
2021-10-14,198.4058023100345
2021-10-15,197.5131686739583
2021-10-18,195.62783835342532
2021-10-19,200.6378046204383
2021-10-20,203.29078614615983
2021-10-21,200.61640324749757
2021-10-22,202.60063962566758
2021-10-25,204.1031931002322
2021-10-26,203.57752052025333
2021-10-27,209.42215236211226
2021-10-28,213.71594199905266
2021-10-29,214.13194273287374
2021-11-01,212.023057720943
2021-11-02,209.9274908667959
2021-11-03,208.29281373921478
2021-11-04,207.6599273053937
2021-11-05,206.3910323547496
2021-11-08,201.0766417084642
2021-11-09,204.76251211269226
2021-11-10,200.4367169245529
2021-11-11,200.57897246842884
2021-11-12,196.30783116879138
2021-11-15,198.2411147441103
2021-11-16,195.35855488993016
2021-11-17,205.16987195429763
2021-11-18,208.32685008713676
2021-11-19,216.67367195861578
2021-11-22,216.26520935324297
2021-11-23,217.45328919368225
2021-11-24,213.26507077939564
2021-11-25,220.42722811290807
2021-11-26,221.99480310353
2021-11-29,222.58730459655033
2021-11-30,228.39331885731235
2021-12-01,224.2567675052083
2021-12-02,225.5747669744818
2021-12-03,229.51039763161282
2021-12-06,227.55690877464215
2021-12-07,229.95647647806774
2021-12-08,234.44319103474484
2021-12-09,235.161433994151
2021-12-10,233.72196068034694
2021-12-13,231.8082592910304
2021-12-14,232.83735520085864
2021-12-15,231.82746938487668
2021-12-16,226.93141144474973
2021-12-17,231.68103438766911
2021-12-20,234.7948206246273
2021-12-21,233.97367224079642
2021-12-22,232.28765615289132
2021-12-23,231.29985542946275
2021-12-24,233.70905276869314
2021-12-27,228.18438783678042
2021-12-28,228.26909039232905
2021-12-29,230.26639929695293
2021-12-30,230.43206721981326
2021-12-31,223.93584683022198
2022-01-03,223.54538387136145
2022-01-04,221.92263926269982
2022-01-05,217.52319947117007
2022-01-06,216.0408175141246
2022-01-07,214.7410133518378
2022-01-10,215.1540325321093
2022-01-11,214.26087981595074
2022-01-12,216.2302259406668
2022-01-13,210.0606869900427
2022-01-14,216.73552943794166
2022-01-17,215.3369805824723
2022-01-18,215.7468273952972
2022-01-19,214.67258376237874
2022-01-20,208.635221989009
2022-01-21,206.53170019502178
2022-01-24,208.67562891541684
2022-01-25,208.6524840791788
2022-01-26,210.80436366941325
2022-01-27,216.06311577432814
2022-01-28,216.79217739186348
2022-01-31,219.20369792647963
2022-02-01,217.90584580882154
2022-02-02,215.12499462237315
2022-02-03,214.071165903792
2022-02-04,210.9696976595925
2022-02-07,214.0539160865153
2022-02-08,211.7959503319214
2022-02-09,213.09017594758046
2022-02-10,216.90055341416112
2022-02-11,213.97365278048014
2022-02-14,211.8469572126601
2022-02-15,212.28012763761362
2022-02-16,216.36111227537535
2022-02-17,216.8996527450736
2022-02-18,214.71829821024153
2022-02-21,214.7145473124363
2022-02-22,218.34685831316227
2022-02-23,215.18313266839667
2022-02-24,212.67082612088248
2022-02-25,208.46576053108467
2022-02-28,206.38259323583176
2022-03-01,210.52672171836738
2022-03-02,202.58452161409613
2022-03-03,199.23539148840453
2022-03-04,197.56092383052425
2022-03-07,201.74824830901952
2022-03-08,201.4729475883018
2022-03-09,202.42684815721634
2022-03-10,200.10989877467176
2022-03-11,198.51663336018433
2022-03-14,195.65865864660722
2022-03-15,193.0936842051352
2022-03-16,195.75025657760162
2022-03-17,194.6641414299141
2022-03-18,186.37208152820534
2022-03-21,185.13413813372077
2022-03-22,180.51588076794766
2022-03-23,178.7958901373082
2022-03-24,174.38197043915898
2022-03-25,172.29401680557314
2022-03-28,170.89233600380308
2022-03-29,168.5877207841967
2022-03-30,167.18856755565704
2022-03-31,166.3873085630368
2022-04-01,165.04521365293002
2022-04-04,159.30131491005335
2022-04-05,158.751462076089
2022-04-06,156.75648321465118
2022-04-07,155.6677918339341
2022-04-08,155.9277490045403
2022-04-11,157.24274497397764
2022-04-12,157.70433316521303
2022-04-13,158.9341618383761
2022-04-14,159.053878661338
2022-04-15,162.28250005419764
2022-04-18,158.7205168499097
2022-04-19,163.18779285799278
2022-04-20,166.8453377750626
2022-04-21,170.7160704788016
2022-04-22,170.7202883040447
2022-04-25,169.98996620710128
2022-04-26,169.29127341522283
2022-04-27,172.94489115637487
2022-04-28,172.51410940776677
2022-04-29,176.17529491271654
2022-05-02,175.67847724103632
2022-05-03,175.10338370898782
2022-05-04,174.28104661498747
2022-05-05,175.6847838260886
2022-05-06,176.5327287565387
2022-05-09,176.26196177615884
2022-05-10,179.37913676781218
2022-05-11,180.5598809078486
2022-05-12,175.834244860806
2022-05-13,176.15628505252943
2022-05-16,177.88610238581865
2022-05-17,181.10343682094737
2022-05-18,184.64896909521417
2022-05-19,189.89737388017923
2022-05-20,184.01547776038421
2022-05-23,183.00262578090303
2022-05-24,181.441217700597
2022-05-25,177.3294706122757
2022-05-26,173.88944386119715
2022-05-27,171.04913633639586
2022-05-30,171.8858904346661
2022-05-31,171.7628803121033
2022-06-01,173.75163836277306
2022-06-02,178.39620755412182
2022-06-03,185.73903587480757
2022-06-06,181.51780467640566
2022-06-07,178.9031831475701
2022-06-08,177.3313955192651
2022-06-09,177.40097252125858
2022-06-10,178.0602391760344
2022-06-13,176.61535131043783
2022-06-14,177.9594212508757
2022-06-15,184.03585374550627
2022-06-16,186.76256879703791
2022-06-17,191.41792515590365
2022-06-20,196.79462200076156
2022-06-21,199.9349980367121
2022-06-22,198.1904756148805
2022-06-23,198.72007696947566
2022-06-24,195.9516543370814
2022-06-27,197.6500044375033
2022-06-28,200.5277069301856
2022-06-29,201.80093634740726
2022-06-30,205.04427352968324
2022-07-01,203.14099104014844
2022-07-04,203.87400101901252
2022-07-05,202.6721827864593
2022-07-06,202.42913232312264
2022-07-07,201.28152672677805
2022-07-08,196.0618645142684
2022-07-11,197.20199558474448
2022-07-12,198.28932852667305
2022-07-13,201.20953487590737
2022-07-14,200.80317221206604
2022-07-15,201.24693801210674
2022-07-18,201.99775574949342
2022-07-19,202.25433045595472
2022-07-20,200.3037865158893
2022-07-21,200.93547098134604
2022-07-22,194.46975701311857
2022-07-25,191.72009013939928
2022-07-26,191.6829571856162
2022-07-27,191.4165913244902
2022-07-28,193.31306706649423
2022-07-29,197.84820752063803
2022-08-01,193.68375314002677
2022-08-02,195.82285304416374
2022-08-03,194.22134207813545
2022-08-04,193.74824238593442
2022-08-05,198.63022393228397
2022-08-08,203.04340950735806
2022-08-09,200.90020414865992
2022-08-10,199.30030067469616
2022-08-11,196.21218835303523
2022-08-12,191.73971197675235
2022-08-15,186.6296120816005
2022-08-16,188.92233695567896
2022-08-17,187.3031035490198
2022-08-18,190.21792085717448
2022-08-19,197.31188509708025
2022-08-22,198.415273334104
2022-08-23,198.26616435183857
2022-08-24,200.09141692363704
2022-08-25,195.43031132479632
2022-08-26,194.84319751159518
2022-08-29,197.89616601727934
2022-08-30,193.1373124085582
2022-08-31,193.16679085918062
2022-09-01,194.61216468420483
2022-09-02,196.8767503492065
2022-09-05,192.39117132398906
2022-09-06,187.70259148978926
2022-09-07,189.59427511959882
2022-09-08,195.438607026083
2022-09-09,197.0485966794426
2022-09-12,195.7684477773351
2022-09-13,193.2461446788925
2022-09-14,195.4001722776731
2022-09-15,197.254898931251
2022-09-16,195.7507839432665
2022-09-19,197.75545638164263
2022-09-20,195.54199184937647
2022-09-21,193.63420988984657
2022-09-22,190.60409664113783
2022-09-23,187.76473308996574
2022-09-26,186.84496595284762
2022-09-27,191.14796104522742
2022-09-28,189.82071238019986
2022-09-29,188.21529031027598
2022-09-30,188.203641356896
2022-10-03,188.9355058875522
2022-10-04,181.5478803141323
2022-10-05,182.487112978409
2022-10-06,180.85228728766091
2022-10-07,178.76893074192824
2022-10-10,179.29243460746525
2022-10-11,178.94083127997604
2022-10-12,178.11870010868628
2022-10-13,172.7784869343168
2022-10-14,174.54007546982118
2022-10-17,173.4908927607661
2022-10-18,169.07511753152235
2022-10-19,166.07614078139974
2022-10-20,168.41636745136074
2022-10-21,164.86038254798538
2022-10-24,165.25766791149252
2022-10-25,166.71195131237295
2022-10-26,164.53789431744232
2022-10-27,163.44817008012706
2022-10-28,165.87734145971322
2022-10-31,165.19427105009456
2022-11-01,166.76727104885236
2022-11-02,170.24991657471531
2022-11-03,170.218044977372
2022-11-04,170.05126388251932
2022-11-07,170.62692034852336
2022-11-08,171.35680124842352
2022-11-09,171.74067073937016
2022-11-10,172.77904331611825
2022-11-11,169.99544549298108
2022-11-14,173.51072420638008
2022-11-15,173.57243037034573
2022-11-16,173.0333844768048
2022-11-17,170.65631230951752
2022-11-18,171.21654319463593
2022-11-21,170.22386746572928
2022-11-22,169.36547049670793
2022-11-23,164.31053272461077
2022-11-24,167.13915578599548
2022-11-25,166.21125188585262
2022-11-28,169.31936589124192
2022-11-29,174.2401921706367
2022-11-30,174.68691259027352
2022-12-01,172.50699318685704
2022-12-02,174.33363424088702
2022-12-05,173.8159824076203
2022-12-06,176.73059869585475
2022-12-07,180.76195563779154
2022-12-08,185.34360307882739
2022-12-09,188.2313293926089
2022-12-12,187.93248839925872
2022-12-13,190.29534863156957
2022-12-14,192.65919347925865
2022-12-15,192.9694350803287
2022-12-16,191.74624160239236
2022-12-19,196.84795016402566
2022-12-20,200.61738956238426
2022-12-21,198.63659475156527
2022-12-22,202.4344671815298
2022-12-23,207.01060269050976
2022-12-26,208.81259785957758
2022-12-27,210.80802733937563
2022-12-28,201.50480820187963
2022-12-29,204.34507598058715
2022-12-30,203.13049593129895
2023-01-02,202.91894944367277
2023-01-03,199.38307836258232
2023-01-04,199.35950507507883
2023-01-05,199.3497997360275
2023-01-06,193.97097095324037
2023-01-09,192.22495525503524
2023-01-10,185.89633971393454
2023-01-11,189.31371412197404
2023-01-12,182.83155124166132
2023-01-13,179.02693212925053
2023-01-16,175.90123335808133
2023-01-17,175.68669813203138
2023-01-18,173.17353128618714
2023-01-19,176.40811466381257
2023-01-20,175.66735475184728
2023-01-23,178.80024732609263
2023-01-24,177.94829636225262
2023-01-25,177.15441466232522
2023-01-26,177.16382633752897
2023-01-27,182.08703211476194
2023-01-30,183.161548273952
2023-01-31,183.97547058660314
2023-02-01,184.30212971658682
2023-02-02,183.51905292274654
2023-02-03,181.2963346167966
2023-02-06,177.97057572626795
2023-02-07,175.54713496302284
2023-02-08,174.63275241190905
2023-02-09,176.3894457693359
2023-02-10,174.39174633405244
2023-02-13,174.24201084532646
2023-02-14,176.11193711439003
2023-02-15,175.77723089665326
2023-02-16,174.92598162746296
2023-02-17,174.15453322251292
2023-02-20,175.74407146633246
2023-02-21,174.43978887097282
2023-02-22,173.94988704450964
2023-02-23,174.46607378112157
2023-02-24,176.56694670537792
2023-02-27,175.85403295843864
2023-02-28,176.64955974825602
2023-03-01,177.14140416264834
2023-03-02,176.20643746583286
2023-03-03,173.77847242448507
2023-03-06,177.61776635869472
2023-03-07,182.2143836776873
2023-03-08,185.00345894042727
2023-03-09,184.7894174037076
2023-03-10,185.33397521115842
2023-03-13,187.45003136405694
2023-03-14,190.72282070644115
2023-03-15,188.47932662697895
2023-03-16,184.74783135675233
2023-03-17,182.75169994673033
2023-03-20,182.6954569686692
2023-03-21,178.11593317440648
2023-03-22,182.52443800553246
2023-03-23,182.47151038030353
2023-03-24,182.87912108594472
2023-03-27,187.5372038130635
2023-03-28,188.90002584371106
2023-03-29,190.48876176566935
2023-03-30,193.10318662425368
2023-03-31,197.68748946921284
2023-04-03,200.67299317740924
2023-04-04,201.6036870450536
2023-04-05,198.15836982189683
2023-04-06,198.55528541338444
2023-04-07,198.91682587767633
2023-04-10,196.35238234994645
2023-04-11,194.10607378983676
2023-04-12,192.16214370659443
2023-04-13,191.9794321489299
2023-04-14,190.9928963722588
2023-04-17,192.49632527178818
2023-04-18,193.3917999543302
2023-04-19,195.62748722608993
2023-04-20,191.43491045536837
2023-04-21,189.97726103350706
2023-04-24,190.97335547203295
2023-04-25,195.02061807938443
2023-04-26,194.57429096134192
2023-04-27,194.7284895535673
2023-04-28,195.50640909552487
2023-05-01,193.5554358142
2023-05-02,195.28874360508192
2023-05-03,198.63500517222016
2023-05-04,199.76252378726645
2023-05-05,204.59455707111653
2023-05-08,203.19471651615652
2023-05-09,201.35764696493084
2023-05-10,198.991235160465
2023-05-11,200.08973101077294
2023-05-12,200.4775219440702
2023-05-15,199.45993459663256
2023-05-16,202.742298198607
2023-05-17,203.8421278053193
2023-05-18,204.75363668877145
2023-05-19,206.86560659055948
2023-05-22,202.5284231447909
2023-05-23,204.60543810128257
2023-05-24,205.84835630938323
2023-05-25,201.8547912010901
2023-05-26,199.8008707244205
2023-05-29,196.0838218390545
2023-05-30,192.903006387703
2023-05-31,188.55451120856955
2023-06-01,186.85689360750357
2023-06-02,187.37536517095646
2023-06-05,187.63625582289737
2023-06-06,185.85622098807312
2023-06-07,183.20440643885027
2023-06-08,185.6706226263934
2023-06-09,185.74545407983524
2023-06-12,186.01384986122795
2023-06-13,188.19950260245653
2023-06-14,184.14949822308083
2023-06-15,188.50243910934134
2023-06-16,188.3260347766971
2023-06-19,190.48234705222092
2023-06-20,194.0175338433263
2023-06-21,199.21098172047624
2023-06-22,196.72790585428396
2023-06-23,199.6458092954153
2023-06-26,198.57884056925627
2023-06-27,195.42273436533847
2023-06-28,198.83628229478384
2023-06-29,198.8265865827111
2023-06-30,202.50774673047687
2023-07-03,204.52197486074235
2023-07-04,204.93833293866365
2023-07-05,207.5681384415383
2023-07-06,209.58407039035922
2023-07-07,205.7277243532391
2023-07-10,202.87700598506464
2023-07-11,206.54362504417023
2023-07-12,210.38297873557383
2023-07-13,209.4940383469942
2023-07-14,206.05304246254283
2023-07-17,204.18584867674326
2023-07-18,203.52054474249817
2023-07-19,200.95705065507508
2023-07-20,197.4620463114948
2023-07-21,200.47886769269036
2023-07-24,200.81457644065773
2023-07-25,205.80923752477167
2023-07-26,206.08621309739755
2023-07-27,204.6865168315713
2023-07-28,205.50299606442485
2023-07-31,200.31014836274971
