Date,JNJ
2020-08-13,199.03562196655395
2020-08-14,202.1046602047713
2020-08-17,201.0158364944651
2020-08-18,198.3370777763868
2020-08-19,200.45443564010685
2020-08-20,197.24834103072712
2020-08-21,198.87846343920475
2020-08-24,197.9345166008595
2020-08-25,197.20584645856664
2020-08-26,202.65008486498954
2020-08-27,203.73547756993477
2020-08-28,202.09452225110695
2020-08-31,205.19678763880987
2020-09-01,208.47895344245583
2020-09-02,203.03673087638677
2020-09-03,203.69399092273923
2020-09-04,196.45643835447356
2020-09-07,201.19661400937687
2020-09-08,200.52940422359367
2020-09-09,201.16244562285385
2020-09-10,204.38000752256744
2020-09-11,202.0821061319736
2020-09-14,202.15654313759148
2020-09-15,202.76999643415996
2020-09-16,195.6539625203069
2020-09-17,194.380167441122
2020-09-18,196.53048240182864
2020-09-21,193.2013267756374
2020-09-22,192.84777900912036
2020-09-23,195.27227011049652
2020-09-24,194.08955963938527
2020-09-25,195.01552114306247
2020-09-28,194.17600345931976
2020-09-29,195.74860595898193
2020-09-30,197.39382708488137
2020-10-01,197.602359414411
2020-10-02,198.09718835000942
2020-10-05,197.72921438881733
2020-10-06,202.11115154308348
2020-10-07,203.074129960222
2020-10-08,201.8010801124571
2020-10-09,204.95487961037398
2020-10-12,207.31581279057662
2020-10-13,205.61644448063225
2020-10-14,204.31159403512575
2020-10-15,202.4606174087941
2020-10-16,204.09456997139662
2020-10-19,205.81209775913257
2020-10-20,209.46867196545108
2020-10-21,211.13537860038178
2020-10-22,210.95517200662906
2020-10-23,216.2500354501824
2020-10-26,219.74238689770448
2020-10-27,222.7499546873114
2020-10-28,223.4982303008767
2020-10-29,230.1986226248232
2020-10-30,230.5713592976748
2020-11-02,227.0192237423181
2020-11-03,222.09760414508608
2020-11-04,219.444670026179
2020-11-05,221.31413238685536
2020-11-06,221.0623439027557
2020-11-09,221.03752228440808
2020-11-10,216.96007062573005
2020-11-11,215.771498573162
2020-11-12,215.85087519512962
2020-11-13,212.96072956401989
2020-11-16,212.49910272914863
2020-11-17,208.7898186136334
2020-11-18,205.38140114435086
2020-11-19,204.76812665761673
2020-11-20,206.23586795806392
2020-11-23,208.9954411431652
2020-11-24,209.02544235109343
2020-11-25,211.2883558463262
2020-11-26,209.86469051819816
2020-11-27,206.92880093471516
2020-11-30,208.5489536935501
2020-12-01,208.96083797488373
2020-12-02,210.8795610296616
2020-12-03,207.95205020802905
2020-12-04,210.0144633851733
2020-12-07,215.6528764164819
2020-12-08,210.7900119901109
2020-12-09,212.7224613005309
2020-12-10,217.60913302673995
2020-12-11,216.2129872171695
2020-12-14,213.8662734413904
2020-12-15,217.7697910793576
2020-12-16,217.70551633198605
2020-12-17,213.54103200608066
2020-12-18,216.06420225615278
2020-12-21,218.55896599730508
2020-12-22,220.7858182535534
2020-12-23,221.5376424976759
2020-12-24,224.64297400942772
2020-12-25,230.59533232055855
2020-12-28,225.4852878441483
2020-12-29,224.30532881245068
2020-12-30,223.00087542421264
2020-12-31,220.36358385817638
2021-01-01,222.4289596176712
2021-01-04,222.54805498795017
2021-01-05,226.4491868259192
2021-01-06,228.3186682713002
2021-01-07,226.9516227811305
2021-01-08,223.68667622800848
2021-01-11,224.08859053511526
2021-01-12,227.9182486212712
2021-01-13,224.9074261317966
2021-01-14,222.71316930971963
2021-01-15,227.62513297482786
2021-01-18,224.85138840896906
2021-01-19,222.9980281102041
2021-01-20,221.10541699713534
2021-01-21,220.00182370008542
2021-01-22,226.9436102955343
2021-01-25,224.990485598262
2021-01-26,225.10353162607265
2021-01-27,224.72691818528565
2021-01-28,231.4528584585158
2021-01-29,230.72766553383028
2021-02-01,226.70232680699627
2021-02-02,229.49701640092218
2021-02-03,227.30492582166048
2021-02-04,223.32118924717068
2021-02-05,227.43000198861526
2021-02-08,226.34720475425215
2021-02-09,220.92232508576882
2021-02-10,215.15156296309976
2021-02-11,212.18802612507614
2021-02-12,209.77454504650188
2021-02-15,211.86302878285326
2021-02-16,210.07761434058185
2021-02-17,210.06645677524642
2021-02-18,209.20697942512422
2021-02-19,208.3515721281998
2021-02-22,206.8735936287892
2021-02-23,206.46014208464712
2021-02-24,206.41202186812538
2021-02-25,206.98581992020686
2021-02-26,206.7138069066035
2021-03-01,206.54029288552374
2021-03-02,205.03859833258247
2021-03-03,205.29667655173162
2021-03-04,206.6369981792113
2021-03-05,206.3428338724131
2021-03-08,207.09551993086438
2021-03-09,204.0515768292792
2021-03-10,203.15448091642227
2021-03-11,201.8434646622536
2021-03-12,198.96945464057978
2021-03-15,199.81929170063384
2021-03-16,198.65567377178266
2021-03-17,201.9514235078585
2021-03-18,205.28346786354763
2021-03-19,203.62974260784523
2021-03-22,205.81615894476477
2021-03-23,203.78086913827752
2021-03-24,204.07251075636768
2021-03-25,201.7921616403757
2021-03-26,201.34694799603923
2021-03-29,205.12455554036615
2021-03-30,205.40746514554752
2021-03-31,204.01451463613046
2021-04-01,202.07091555685898
2021-04-02,201.90818537276763
2021-04-05,207.7109527524456
2021-04-06,207.87184609225852
2021-04-07,208.38592259791403
2021-04-08,209.28691284086943
2021-04-09,209.56156358929022
2021-04-12,208.5370643147445
2021-04-13,207.275244332941
2021-04-14,210.79492650046907
2021-04-15,208.75223979544236
2021-04-16,205.80244553249815
2021-04-19,207.95937211436984
2021-04-20,204.95818297871608
2021-04-21,206.96393668949435
2021-04-22,203.27309203901905
2021-04-23,201.36673270092
2021-04-26,205.32988407997476
2021-04-27,209.47713985203603
2021-04-28,212.81116185416002
2021-04-29,213.3687119554383
2021-04-30,216.09553660095122
2021-05-03,211.57039874318536
2021-05-04,210.71264314498552
2021-05-05,211.66999184981398
2021-05-06,207.6361286036656
2021-05-07,207.14825732129486
2021-05-10,203.4630252446664
2021-05-11,202.85661529012592
2021-05-12,202.60718727853842
2021-05-13,199.27750601651596
2021-05-14,200.9996362475136
2021-05-17,196.9728540820283
2021-05-18,195.77095803567016
2021-05-19,196.7060796663871
2021-05-20,198.1308302572298
2021-05-21,195.7303984201847
2021-05-24,196.46395809232337
2021-05-25,197.68056839218286
2021-05-26,193.42928716786207
2021-05-27,187.007730374785
2021-05-28,187.8264836514918
2021-05-31,187.5318540256605
2021-06-01,186.3674808301944
2021-06-02,189.44995431801462
2021-06-03,184.55224848773366
2021-06-04,188.67669415065507
2021-06-07,190.63248150562404
2021-06-08,190.6127225194615
2021-06-09,191.83615526271186
2021-06-10,189.3816703937019
2021-06-11,189.8840237249292
2021-06-14,190.46588511207992
2021-06-15,185.91326331991465
2021-06-16,190.2510900289994
2021-06-17,187.33926642130737
2021-06-18,187.8794697015687
2021-06-21,190.08537816341033
2021-06-22,189.9778776210148
2021-06-23,188.60991356969473
2021-06-24,188.11350475727787
2021-06-25,189.39765713226504
2021-06-28,191.5875132843894
2021-06-29,187.423409838565
2021-06-30,186.7843946394348
2021-07-01,188.1942848893134
2021-07-02,187.26502757394718
2021-07-05,188.45861964244853
2021-07-06,184.9881998064079
2021-07-07,182.6126315762927
2021-07-08,185.20157726005675
2021-07-09,185.50714665313564
2021-07-12,184.97350421667653
2021-07-13,183.33705881148035
2021-07-14,183.17199212290666
2021-07-15,183.67438407716472
2021-07-16,182.08324566294542
2021-07-19,183.17484918862576
2021-07-20,183.44481236892386
2021-07-21,180.93687332176302
2021-07-22,184.0585914045364
2021-07-23,178.45604691202425
2021-07-26,177.4416866885777
2021-07-27,174.9877282912888
2021-07-28,171.21287594751615
2021-07-29,167.65587162418728
2021-07-30,166.2157156121909
2021-08-02,169.1543890000995
2021-08-03,167.13299355849293
2021-08-04,164.05964614004586
2021-08-05,166.86194260460928
2021-08-06,169.17368951532382
2021-08-09,169.93580652260448
2021-08-10,170.57439788541848
2021-08-11,167.35665837097886
2021-08-12,165.4186087162228
2021-08-13,164.11621683120092
2021-08-16,167.44085838205976
2021-08-17,169.40301234412613
2021-08-18,169.18177299218078
2021-08-19,169.3310407968854
2021-08-20,173.4175458144885
2021-08-23,172.48662550864088
2021-08-24,172.93889421248105
2021-08-25,176.2372406144629
2021-08-26,173.8904264903982
2021-08-27,175.48047334286156
2021-08-30,173.82228433556398
2021-08-31,172.50456196591713
2021-09-01,170.42547712275254
2021-09-02,168.41978172564055
2021-09-03,166.20363070207006
2021-09-06,163.2531631557373
2021-09-07,161.76968701481428
2021-09-08,163.87434392868948
2021-09-09,164.40941386149234
2021-09-10,162.1779025441224
2021-09-13,161.24169761914996
2021-09-14,159.10115646925405
2021-09-15,163.50876583122724
2021-09-16,164.9370849549786
2021-09-17,163.87364118641736
2021-09-20,167.93840358401587
2021-09-21,162.72036951068955
2021-09-22,162.83457280399205
2021-09-23,159.51491002914995
2021-09-24,157.66780535313217
2021-09-27,157.01745287783123
2021-09-28,158.60995887169273
2021-09-29,159.60411066678685
2021-09-30,160.36590830304507
2021-10-01,157.2025693563011
2021-10-04,153.19633905530844
2021-10-05,153.97337171781743
2021-10-06,149.54284116608102
2021-10-07,148.85943128823686
2021-10-08,145.40757671138803
2021-10-11,144.13171596223714
2021-10-12,143.7793795321132
2021-10-13,140.71419898037487
2021-10-14,136.88698626917036
2021-10-15,134.88132139954166
2021-10-18,135.3068032220198
2021-10-19,136.15586324276194
2021-10-20,137.66233624237537
2021-10-21,137.7267975893678
2021-10-22,138.94331200834918
2021-10-25,141.1242185102966
2021-10-26,142.31034405324954
2021-10-27,140.4499806972922
2021-10-28,140.73053825481824
2021-10-29,139.6296529954778
2021-11-01,140.55992121880308
2021-11-02,138.3295720493644
2021-11-03,138.28089037076836
2021-11-04,138.89175732896132
2021-11-05,141.96252192218643
2021-11-08,139.65547861361574
2021-11-09,140.22529722020434
2021-11-10,142.3202691436858
2021-11-11,142.68072046780915
2021-11-12,143.04274486762307
2021-11-15,141.2823853257411
2021-11-16,141.40614420395028
2021-11-17,144.65013457301077
2021-11-18,143.21919980029617
2021-11-19,143.70140178856647
2021-11-22,143.10552978528864
2021-11-23,144.2683411770519
2021-11-24,144.30314003117078
2021-11-25,144.6130346078041
2021-11-26,144.3591743992197
2021-11-29,143.6086963120156
2021-11-30,142.88064598592277
2021-12-01,142.8674776930202
2021-12-02,143.09478504370892
2021-12-03,141.44619042823302
2021-12-06,138.18983471481368
2021-12-07,141.02841391916277
2021-12-08,139.42682115515163
2021-12-09,138.9180913651135
2021-12-10,140.32380951670302
2021-12-13,145.00042115917452
2021-12-14,147.46381966505845
2021-12-15,149.5520797078342
2021-12-16,145.82465882389036
2021-12-17,141.0612411432629
2021-12-20,142.0993932833411
2021-12-21,145.01841681160084
2021-12-22,143.64173255658204
2021-12-23,145.47173800279342
2021-12-24,145.46230651229195
2021-12-27,144.941512578786
2021-12-28,144.40088911150994
2021-12-29,145.2747548158656
2021-12-30,149.13186659969085
2021-12-31,151.75355567308966
2022-01-03,153.43841335357047
2022-01-04,154.5086459878575
2022-01-05,151.72060212774755
2022-01-06,151.93473992044997
2022-01-07,149.72938490411585
2022-01-10,149.9086311388491
2022-01-11,153.7739547103308
2022-01-12,153.01136099691715
2022-01-13,156.63475240032992
2022-01-14,153.45354361955933
2022-01-17,154.9451525000814
2022-01-18,154.85490776287216
2022-01-19,153.20667907999604
2022-01-20,153.8056499214586
2022-01-21,151.75376455856727
2022-01-24,151.13202351514917
2022-01-25,152.51201104657306
2022-01-26,154.06145327657052
2022-01-27,157.5160897240858
2022-01-28,154.10348417620423
2022-01-31,157.6927837580885
2022-02-01,155.8759544057942
2022-02-02,155.15289277254266
2022-02-03,156.2694978473603
2022-02-04,158.67466359749181
2022-02-07,158.0919981391467
2022-02-08,162.0651181654355
2022-02-09,161.15087641563662
2022-02-10,160.8843866425642
2022-02-11,163.2264891512342
2022-02-14,162.75403295434643
2022-02-15,165.47586785533753
2022-02-16,165.49438290804807
2022-02-17,166.42725702859104
2022-02-18,166.53526173639818
2022-02-21,163.82134149917533
2022-02-22,162.7670110608893
2022-02-23,165.5759992113787
2022-02-24,164.35218933832635
2022-02-25,166.53825076284053
2022-02-28,167.61065164802886
2022-03-01,169.20912065861825
2022-03-02,172.29731751068158
2022-03-03,169.08052397451854
2022-03-04,169.81515446893823
2022-03-07,170.10002071983664
2022-03-08,174.79261324748032
2022-03-09,174.98677557920252
2022-03-10,172.8379263706012
2022-03-11,175.31249043737142
2022-03-14,175.79326043758357
2022-03-15,176.4031095487259
2022-03-16,175.31700144126617
2022-03-17,176.66985300274374
2022-03-18,178.64072656510078
2022-03-21,180.900451764839
2022-03-22,178.630880000343
2022-03-23,181.18708246275818
2022-03-24,178.0621327999989
2022-03-25,175.45054502998178
2022-03-28,175.62620210901503
2022-03-29,182.88182955566475
2022-03-30,180.76104919182904
2022-03-31,181.68969909024455
2022-04-01,181.35727375010717
2022-04-04,183.24073893288562
2022-04-05,184.83228772024248
2022-04-06,184.74441402449693
2022-04-07,184.79848525725507
2022-04-08,184.63563980463823
2022-04-11,182.92651533645156
2022-04-12,180.34190680459525
2022-04-13,180.5121249700983
2022-04-14,178.5779348937174
2022-04-15,180.3492557738863
2022-04-18,178.4410798813665
2022-04-19,180.16925763760085
2022-04-20,180.72859352248054
2022-04-21,179.01195779734695
2022-04-22,175.24595097447002
2022-04-25,173.26701209458545
2022-04-26,175.75524683569063
2022-04-27,175.72024937618716
2022-04-28,180.03564395982988
2022-04-29,181.34802196589055
2022-05-02,182.4259257201698
2022-05-03,182.05306027297956
2022-05-04,184.17388212666617
2022-05-05,183.5468917204375
2022-05-06,182.5147388897719
2022-05-09,182.35927753348085
2022-05-10,182.85078881085175
2022-05-11,181.3759826899556
2022-05-12,181.93878674220383
2022-05-13,179.5627594794946
2022-05-16,183.2381786772594
2022-05-17,185.05697474238366
2022-05-18,181.2995545334572
2022-05-19,181.8160876026181
2022-05-20,181.7143595125953
2022-05-23,181.74067121721885
2022-05-24,181.60570183990615
2022-05-25,180.01782440880822
2022-05-26,182.50908872614193
2022-05-27,185.34972375996927
2022-05-30,188.609102940875
2022-05-31,193.0879710918603
2022-06-01,191.2625464838217
2022-06-02,194.1213695188096
2022-06-03,194.29400191876994
2022-06-06,195.12991068946457
2022-06-07,195.86443537448415
2022-06-08,191.67803288705724
2022-06-09,195.86981244765548
2022-06-10,196.03025052003846
2022-06-13,193.37050025781835
2022-06-14,195.34304768949838
2022-06-15,189.9011054144515
2022-06-16,192.21429201343508
2022-06-17,191.4090438251793
2022-06-20,189.90655054986382
2022-06-21,190.8789278877669
2022-06-22,189.3454884974216
2022-06-23,188.33506087606872
2022-06-24,189.5047936943841
2022-06-27,188.41180961983645
2022-06-28,187.52531290740754
2022-06-29,187.92109575278226
2022-06-30,187.83196707172243
2022-07-01,189.8269250576371
2022-07-04,189.83003946973443
2022-07-05,193.55478580193898
2022-07-06,187.99128309888343
2022-07-07,188.48490828546758
2022-07-08,189.76387641569693
2022-07-11,191.50869529793806
2022-07-12,194.24424674728542
2022-07-13,192.88362145299072
2022-07-14,198.5179787835128
2022-07-15,197.48213146305807
2022-07-18,200.71974712606612
2022-07-19,204.1237084642483
2022-07-20,205.65103741317398
2022-07-21,208.5451188391358
2022-07-22,205.82306916342768
2022-07-25,204.56414675803384
2022-07-26,206.46949168162212
2022-07-27,205.11503339231888
2022-07-28,205.0324678958737
2022-07-29,204.56150588183593
2022-08-01,202.43387474731196
2022-08-02,202.11247358302654
2022-08-03,202.47431508013207
2022-08-04,206.2598917895682
2022-08-05,203.55001477665485
2022-08-08,202.89251053250482
2022-08-09,204.2276698452945
2022-08-10,197.34931390132243
2022-08-11,197.23850765887002
2022-08-12,199.33435601932402
2022-08-15,196.59965918955004
2022-08-16,193.90331730408946
2022-08-17,195.6844617290219
2022-08-18,194.2649495621878
2022-08-19,193.4013730828145
2022-08-22,191.04303553807145
2022-08-23,191.24716718360813
2022-08-24,188.2202546435089
2022-08-25,194.44768815627327
2022-08-26,194.65045086895358
2022-08-29,194.33563341414822
2022-08-30,193.4895095403551
2022-08-31,193.22422394289063
2022-09-01,198.07901697650536
2022-09-02,196.88921983709088
2022-09-05,199.2345563242449
2022-09-06,202.52210722887853
2022-09-07,204.91054339162665
2022-09-08,207.77506614831503
2022-09-09,201.7862909973189
2022-09-12,201.09447891009285
2022-09-13,203.39660860088176
2022-09-14,203.51981959427266
2022-09-15,202.00749406663624
2022-09-16,211.2381198818535
2022-09-19,213.0819576609253
2022-09-20,216.96575431508856
2022-09-21,217.56409659617182
2022-09-22,222.47778377643746
2022-09-23,225.4174361235086
2022-09-26,229.2061869787166
2022-09-27,230.5235566504395
2022-09-28,229.97845754897062
2022-09-29,230.55601253214851
2022-09-30,230.77405942779586
2022-10-03,233.24059386489765
2022-10-04,239.16843921216957
2022-10-05,239.89527394307393
2022-10-06,241.77160364793394
2022-10-07,237.15578191983315
2022-10-10,233.8466146454423
2022-10-11,235.70437835906012
2022-10-12,237.23025501017477
2022-10-13,237.81763135574028
2022-10-14,233.94671396938188
2022-10-17,234.7347300555081
2022-10-18,238.34392113829367
2022-10-19,240.09691251968002
2022-10-20,236.2628886248345
2022-10-21,232.99957665587837
2022-10-24,233.57990092475154
2022-10-25,235.5464621169008
2022-10-26,237.68970152608415
2022-10-27,235.36945843477918
2022-10-28,237.49686784105836
2022-10-31,237.10164728870714
2022-11-01,238.64744028468968
2022-11-02,243.45179733645395
2022-11-03,243.56375168203797
2022-11-04,242.7819313023024
2022-11-07,238.43390854160066
2022-11-08,240.39981111158824
2022-11-09,245.7102135089705
2022-11-10,241.75503379448773
2022-11-11,244.29431684487986
2022-11-14,249.8502332205151
2022-11-15,244.9388572585481
2022-11-16,244.87801061824504
2022-11-17,239.3436541206742
2022-11-18,237.0443258362938
2022-11-21,240.12112358967903
2022-11-22,243.5636347499471
2022-11-23,240.36813977273107
2022-11-24,246.94987442275485
2022-11-25,247.71531346493148
2022-11-28,251.29867576797673
2022-11-29,248.47426377696624
2022-11-30,249.27929355539874
2022-12-01,248.20563760275977
2022-12-02,250.74921630894363
2022-12-05,246.6897389558356
2022-12-06,245.24205609162112
2022-12-07,248.87102718571302
2022-12-08,245.42366401923343
2022-12-09,251.2504047868983
2022-12-12,249.1706670184165
2022-12-13,251.09162073366488
2022-12-14,253.42639092401174
2022-12-15,252.28391310210074
2022-12-16,253.46916577139146
2022-12-19,260.76412762467334
2022-12-20,257.27773931180576
2022-12-21,259.9156518885263
2022-12-22,262.18179059186417
2022-12-23,258.88942567119517
2022-12-26,265.08456976100695
2022-12-27,265.79382667534503
2022-12-28,263.5235540591201
2022-12-29,268.55413592716513
2022-12-30,269.03516352747187
2023-01-02,269.5746499367585
2023-01-03,266.24515789476897
2023-01-04,269.1804310881834
2023-01-05,267.520182741481
2023-01-06,263.4818393125873
2023-01-09,262.27344940059027
2023-01-10,267.5028778853996
2023-01-11,269.0370435305879
2023-01-12,266.4469172045992
2023-01-13,259.0571765944863
2023-01-16,259.5853468320266
2023-01-17,262.31487531642887
2023-01-18,268.0664162335136
2023-01-19,264.1115244054295
2023-01-20,266.87210007919873
2023-01-23,267.73802584912835
2023-01-24,272.99699946014715
2023-01-25,269.6956172809016
2023-01-26,275.36676423207274
2023-01-27,273.1587095228054
2023-01-30,276.77265302313384
2023-01-31,275.8307882639565
2023-02-01,279.2140706632037
2023-02-02,282.3629242506677
2023-02-03,278.9439817030266
2023-02-06,282.2337711399872
2023-02-07,280.1448385679195
2023-02-08,275.8726091364807
2023-02-09,276.28814700602584
2023-02-10,280.41541693133837
2023-02-13,283.41223084497506
2023-02-14,285.9150415858323
2023-02-15,286.43898119444106
2023-02-16,286.78806095500994
2023-02-17,285.7371941901851
2023-02-20,281.89177045288255
2023-02-21,281.8248544986887
2023-02-22,280.2531780515088
2023-02-23,277.8816583607855
2023-02-24,280.87062426776805
2023-02-27,272.6974909652901
2023-02-28,274.1622354696442
2023-03-01,277.50295852284427
2023-03-02,270.6171201934511
2023-03-03,266.0996051990149
2023-03-06,262.8439865791208
2023-03-07,262.6320749942006
2023-03-08,270.24991120900734
2023-03-09,266.29894458703603
2023-03-10,267.21599290527854
2023-03-13,257.84509559249324
2023-03-14,259.4069724268993
2023-03-15,265.2584787837512
2023-03-16,262.4423774642954
2023-03-17,260.90265073108077
2023-03-20,254.4033312093803
2023-03-21,252.17635263499776
2023-03-22,249.7237102539451
2023-03-23,249.07093661415323
2023-03-24,254.29583231129138
2023-03-27,257.84666974074025
2023-03-28,258.81329033908435
2023-03-29,256.4607655994408
2023-03-30,255.81172110533936
2023-03-31,255.40582083574864
2023-04-03,251.1081451083618
2023-04-04,254.63665695375266
2023-04-05,256.323497170037
2023-04-06,253.57658611697775
2023-04-07,249.3491884540253
2023-04-10,242.37781999357395
2023-04-11,245.34057544957983
2023-04-12,240.285189238805
2023-04-13,236.5171017371219
2023-04-14,229.03377285361168
2023-04-17,230.04116148615392
2023-04-18,231.43492396874447
2023-04-19,233.70082606104924
2023-04-20,234.49969701294867
2023-04-21,233.73079655172668
2023-04-24,229.92224325073065
2023-04-25,229.4979107067649
2023-04-26,227.46931964189918
2023-04-27,224.74474621339263
2023-04-28,226.30386259349845
2023-05-01,222.95606885983526
2023-05-02,224.3790097335051
2023-05-03,224.29199994603707
2023-05-04,224.16409697102893
2023-05-05,226.9469586111531
2023-05-08,224.30533774174276
2023-05-09,225.27125104413807
2023-05-10,221.8903492009275
2023-05-11,223.64991717666877
2023-05-12,223.56186204544477
2023-05-15,221.77029385659512
2023-05-16,220.95525348799134
2023-05-17,217.4642579650056
2023-05-18,220.8642608923765
2023-05-19,221.2496305064039
2023-05-22,221.13639480820146
2023-05-23,221.43340794670482
2023-05-24,222.3193919894508
2023-05-25,222.7730778899235
2023-05-26,224.20979489588788
2023-05-29,225.5542964505147
2023-05-30,229.73165177002952
2023-05-31,226.88255576221425
2023-06-01,226.43994699023506
2023-06-02,224.1437952851289
2023-06-05,223.0934075684619
2023-06-06,220.90214383964064
2023-06-07,219.1305979950915
2023-06-08,217.18456335508864
2023-06-09,217.32363389572674
2023-06-12,215.77075553791695
2023-06-13,216.2885447581069
2023-06-14,212.02920822463057
2023-06-15,205.8888692881865
2023-06-16,208.3363935962549
2023-06-19,202.43398172298876
2023-06-20,200.98863114925885
2023-06-21,203.03846568368013
2023-06-22,201.8402451842977
2023-06-23,196.5226948458727
2023-06-26,199.70194075397887
2023-06-27,201.6944123916443
2023-06-28,198.21430842951912
2023-06-29,198.23972893096862
2023-06-30,200.13385961504105
2023-07-03,202.82329164364668
2023-07-04,199.7789497496678
2023-07-05,201.25531068591204
2023-07-06,195.7405766308354
2023-07-07,196.19838994742483
2023-07-10,191.32851025339318
2023-07-11,190.37369394161828
2023-07-12,191.85817644618467
2023-07-13,189.15634968015056
2023-07-14,184.04594732839757
2023-07-17,185.8212025060041
2023-07-18,184.45559260258793
2023-07-19,185.7618340618008
2023-07-20,183.92125237729107
2023-07-21,181.22784816903228
2023-07-24,180.0492755571874
2023-07-25,178.0630946929192
2023-07-26,180.6235264454424
2023-07-27,182.63723778585486
2023-07-28,182.87865369127692
